Subj_idx,Stimulus_1,Response_1,Confidence_1,RT_decConf_1,SOA_1,Accuracy_1,Stimulus_2,Response_2,Confidence_2,RT_decConf_2,SOA_2,Accuracy_2,Condition_Attention,Training,Task
1,different,different,3,NaN,0.5,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.45,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.383333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.35,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,4,NaN,0.266666667,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.366666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.333333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.333333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.316666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,3,NaN,0.3,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.333333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,2,NaN,0.316666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.316666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,2,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,2,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,2,NaN,0.3,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,4,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,2,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,2,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,2,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,2,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,4,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,2,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,2,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,3,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,same,3,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,4,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,4,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,different,4,NaN,0.283333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,same,same,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,1,central_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.166666667,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.233333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.216666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.15,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,2,NaN,0.183333333,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.216666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,2,NaN,0.2,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.216666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.216666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.2,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.216666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,2,NaN,0.183333333,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.2,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.183333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.15,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.166666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.133333333,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,2,NaN,0.15,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.15,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.133333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.133333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.116666667,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.133333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.133333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.133333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.083333333,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.066666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.066666667,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.083333333,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.116666667,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,female,1,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,2,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,2,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,male,2,NaN,0.1,0,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,male,male,1,NaN,0.1,1,full_attention,1,peripheral_task
1,NaN,NaN,NaN,NaN,NaN,NaN,female,female,1,NaN,0.1,1,full_attention,1,peripheral_task
1,same,same,4,NaN,0.5,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,2,NaN,0.45,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.6,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.55,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.516666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.483333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.45,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,same,4,NaN,0.416666667,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.5,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.483333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.466666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,2,NaN,0.45,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.466666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.466666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.45,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,2,NaN,0.45,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.45,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.433333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.416666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.4,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.383333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.35,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.316666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.25,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.216666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,2,NaN,0.2,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,3,NaN,0.183333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,3,NaN,0.166666667,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,same,4,NaN,0.216666667,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.283333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,2,NaN,0.25,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.233333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.216666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,2,NaN,0.216666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,3,NaN,0.2,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.233333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,3,NaN,0.216666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,1,NaN,0.216666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.2,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.2,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,4,NaN,0.183333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,3,NaN,0.2,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,4,NaN,0.216666667,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,3,NaN,0.216666667,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,same,4,NaN,0.233333333,1,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,same,4,NaN,0.216666667,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,same,different,4,NaN,0.233333333,0,NaN,NaN,NaN,NaN,NaN,NaN,full_attention,0,central_task
1,different,different,3,NaN,0.266666667,1,male,male,1,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,different,different,4,NaN,0.266666667,1,male,male,1,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,same,same,4,NaN,0.266666667,1,female,female,2,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,different,different,4,NaN,0.266666667,1,male,male,2,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,different,different,4,NaN,0.266666667,1,female,female,2,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,different,different,2,NaN,0.266666667,1,male,male,1,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,different,different,4,NaN,0.266666667,1,female,female,1,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,same,same,4,NaN,0.266666667,1,female,female,1,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,same,same,4,NaN,0.266666667,1,female,female,2,NaN,0.166666667,1,diverted_attention,0,dual_tasks
1,same,same,4,NaN,0.266666667,1,male,male,1,NaN,0.166666667,1,diverted_attention,0,dual_tasks
