Subj_idx,Stimulus,Response,Confidence,RT_dec,Accuracy,Difficulty,Order
25,2,2,4,0.587,1,0,DS
25,1,1,4,0.486,1,0,DS
25,1,1,4,0.401,1,2,DS
25,1,1,4,0.395,1,2,DS
25,1,1,4,0.476,1,1,DS
25,1,1,4,0.529,1,0,DS
25,2,2,4,0.5,1,1,DS
25,2,2,4,0.415,1,1,DS
25,2,2,4,0.329,1,2,DS
25,2,2,4,0.444,1,0,DS
25,2,2,4,0.493,1,0,DS
25,2,2,4,0.398,1,1,DS
25,1,1,4,0.413,1,1,DS
25,2,2,4,0.405,1,1,DS
25,1,1,4,0.187,1,3,DS
25,2,2,4,0.253,1,3,DS
25,1,1,4,0.548,1,1,DS
25,2,2,4,0.378,1,2,DS
25,1,1,4,0.322,1,0,DS
25,1,1,4,0.387,1,2,DS
25,1,1,4,0.319,1,3,DS
25,1,1,4,0.418,1,1,DS
25,1,1,4,0.351,1,1,DS
25,2,2,4,0.433,1,0,DS
25,1,1,4,0.442,1,3,DS
25,2,2,4,0.453,1,0,DS
25,2,2,4,0.324,1,3,DS
25,1,1,4,0.311,1,2,DS
25,1,1,4,0.42,1,3,DS
25,1,1,4,0.43,1,1,DS
25,2,2,4,0.424,1,2,DS
25,2,2,4,0.566,1,0,DS
25,1,1,4,0.365,1,0,DS
25,2,2,4,0.519,1,1,DS
25,2,2,4,0.567,1,0,DS
25,1,1,4,0.542,1,0,DS
25,1,1,4,0.573,1,1,DS
25,1,1,4,0.586,1,0,DS
25,2,2,4,0.468,1,2,DS
25,1,1,4,0.499,1,2,DS
25,2,2,4,0.437,1,1,DS
25,2,2,4,0.496,1,3,DS
25,1,1,4,0.754,1,0,DS
25,2,2,4,0.542,1,1,DS
25,1,1,4,0.544,1,1,DS
25,1,1,4,0.437,1,2,DS
25,2,2,4,0.379,1,2,DS
25,2,2,4,0.412,1,2,DS
25,2,2,4,0.589,1,0,DS
25,2,2,4,0.431,1,2,DS
25,2,2,4,0.502,1,0,DS
25,1,1,4,0.395,1,3,DS
25,2,2,4,0.434,1,1,DS
25,1,1,4,0.321,1,2,DS
25,1,1,4,0.52,1,0,DS
25,2,2,4,0.352,1,3,DS
25,2,2,4,0.44,1,0,DS
25,2,2,4,0.389,1,2,DS
25,2,2,4,0.387,1,3,DS
25,1,1,4,0.538,1,1,DS
25,1,1,4,0.413,1,3,DS
25,2,2,4,0.427,1,0,DS
25,1,1,4,0.42,1,3,DS
25,2,2,4,0.486,1,2,DS
25,1,1,4,0.495,1,1,DS
25,2,2,4,0.36,1,3,DS
25,2,2,4,0.382,1,1,DS
25,1,1,4,0.579,1,1,DS
25,2,2,4,0.572,1,2,DS
25,1,1,4,0.387,1,3,DS
25,2,2,4,0.397,1,0,DS
25,2,2,4,0.584,1,1,DS
25,2,2,4,0.46,1,3,DS
25,1,1,4,0.393,1,3,DS
25,2,2,4,0.613,1,0,DS
25,2,2,4,0.34,1,3,DS
25,2,2,4,0.362,1,2,DS
25,1,1,4,0.394,1,0,DS
25,1,1,4,0.493,1,2,DS
25,2,2,4,0.529,1,3,DS
25,2,2,4,0.423,1,0,DS
25,2,2,4,0.428,1,3,DS
25,1,1,4,0.377,1,1,DS
25,1,1,4,0.487,1,0,DS
25,1,1,4,0.419,1,2,DS
25,1,1,4,0.307,1,2,DS
25,1,1,4,0.384,1,0,DS
25,2,2,4,0.3,1,1,DS
25,1,1,4,0.371,1,1,DS
25,2,2,4,0.374,1,2,DS
25,2,2,4,0.384,1,3,DS
25,1,1,4,0.339,1,3,DS
25,1,1,4,0.36,1,2,DS
25,1,1,4,0.397,1,3,DS
25,2,2,4,0.431,1,1,DS
25,2,2,4,0.423,1,0,DS
25,2,2,4,0.328,1,3,DS
25,2,2,4,0.404,1,3,DS
25,2,2,4,0.819,1,0,DS
25,1,1,4,0.361,1,3,DS
25,1,1,4,0.599,1,1,DS
25,1,1,4,0.469,1,2,DS
25,1,1,4,0.579,1,0,DS
25,1,1,4,0.488,1,2,DS
25,2,2,4,0.492,1,3,DS
25,2,2,4,0.458,1,1,DS
25,2,2,4,0.679,1,1,DS
25,1,1,4,0.578,1,1,DS
25,1,1,4,0.67,1,3,DS
25,1,1,4,0.363,1,2,DS
25,1,1,4,0.605,1,0,DS
25,2,2,4,0.397,1,3,DS
6,2,2,2,1.223,1,2,DS
6,1,1,3,0.876,1,2,DS
6,1,1,2,0.743,1,0,DS
6,2,2,2,0.644,1,1,DS
6,1,1,3,0.424,1,3,DS
6,2,2,2,1.011,1,0,DS
6,1,4,2,0.841,0,0,DS
6,2,3,2,0.751,0,1,DS
6,2,2,2,0.7,1,0,DS
6,2,2,2,1.068,1,1,DS
6,1,1,2,0.781,1,0,DS
6,2,2,2,1.094,1,2,DS
6,2,2,2,0.653,1,2,DS
6,1,1,3,0.423,1,3,DS
6,1,1,4,0.431,1,3,DS
6,1,1,2,0.879,1,1,DS
6,2,2,4,0.521,1,3,DS
6,2,2,3,0.529,1,3,DS
6,1,1,4,0.427,1,3,DS
6,2,2,3,0.427,1,3,DS
6,1,4,2,0.873,0,2,DS
6,1,1,3,0.567,1,0,DS
6,1,1,3,0.498,1,2,DS
6,1,1,4,0.391,1,3,DS
6,1,1,4,0.428,1,2,DS
6,1,1,3,0.431,1,2,DS
6,1,1,3,0.694,1,0,DS
6,2,2,3,0.704,1,0,DS
6,1,1,3,0.513,1,2,DS
6,2,2,3,0.407,1,3,DS
6,2,2,2,0.593,1,0,DS
6,2,2,3,0.642,1,3,DS
6,2,2,4,0.348,1,3,DS
6,2,2,4,0.401,1,2,DS
6,1,1,3,0.516,1,0,DS
6,1,1,3,0.576,1,1,DS
6,1,1,4,0.324,1,3,DS
6,2,2,3,0.523,1,1,DS
6,2,2,3,0.424,1,1,DS
6,1,1,3,0.616,1,0,DS
6,1,1,4,0.445,1,2,DS
6,1,1,3,0.46,1,0,DS
6,1,1,4,0.37,1,3,DS
6,2,2,3,0.509,1,1,DS
6,1,1,3,0.367,1,3,DS
6,1,1,3,0.582,1,1,DS
6,2,2,3,0.37,1,2,DS
6,2,2,3,0.567,1,1,DS
6,2,2,3,0.438,1,2,DS
6,2,2,2,0.598,1,0,DS
6,1,1,3,0.545,1,1,DS
6,2,2,3,0.437,1,2,DS
6,2,2,3,0.446,1,2,DS
6,1,1,3,0.418,1,2,DS
6,1,1,3,0.461,1,2,DS
6,1,1,3,0.529,1,0,DS
6,1,1,4,0.383,1,3,DS
6,2,2,3,0.503,1,1,DS
6,1,1,3,1.136,1,2,DS
6,1,1,3,0.451,1,1,DS
6,2,2,3,0.536,1,0,DS
6,1,1,3,0.599,1,1,DS
6,2,2,2,0.519,1,0,DS
6,2,2,2,0.577,1,0,DS
6,1,1,1,1.329,1,2,DS
6,2,2,2,0.566,1,2,DS
6,2,2,3,0.523,1,2,DS
6,2,2,3,0.499,1,1,DS
6,1,1,3,0.497,1,1,DS
6,1,1,3,0.497,1,1,DS
6,1,1,4,0.296,1,3,DS
6,1,1,3,0.573,1,1,DS
6,1,1,4,0.386,1,3,DS
6,2,2,3,1.011,1,3,DS
6,1,1,2,0.657,1,0,DS
6,1,1,3,0.476,1,0,DS
6,2,2,3,0.532,1,1,DS
6,2,2,3,0.458,1,1,DS
6,1,1,4,0.316,1,3,DS
6,1,1,3,0.51,1,1,DS
6,2,2,4,0.383,1,3,DS
6,2,2,1,1.922,1,0,DS
6,2,2,4,0.476,1,3,DS
6,2,2,3,0.556,1,0,DS
6,2,2,3,0.521,1,0,DS
6,1,1,3,0.492,1,2,DS
6,2,2,3,0.564,1,1,DS
6,1,1,3,0.473,1,1,DS
6,1,1,3,0.494,1,1,DS
6,1,1,4,0.394,1,3,DS
6,2,2,4,0.405,1,3,DS
6,1,1,3,0.536,1,2,DS
6,2,2,3,0.679,1,2,DS
6,1,1,3,0.506,1,0,DS
6,2,2,4,0.364,1,3,DS
6,2,2,3,0.492,1,0,DS
6,1,1,3,0.466,1,0,DS
6,2,2,3,0.508,1,2,DS
6,1,1,3,0.453,1,2,DS
6,1,1,3,0.49,1,2,DS
6,2,2,3,0.869,1,3,DS
6,1,1,3,0.546,1,1,DS
6,2,2,4,0.366,1,3,DS
6,2,2,3,0.497,1,1,DS
6,1,1,3,0.518,1,0,DS
6,1,1,3,0.517,1,1,DS
6,2,2,3,0.461,1,0,DS
6,2,2,3,0.743,1,3,DS
6,2,2,3,0.536,1,1,DS
6,1,1,3,0.529,1,1,DS
6,2,2,3,0.45,1,3,DS
6,1,1,4,0.376,1,3,DS
6,2,2,2,0.89,1,1,DS
6,1,1,4,0.408,1,3,DS
6,1,1,4,0.479,1,2,DS
6,1,1,4,0.655,1,3,DS
6,2,2,4,0.521,1,2,DS
6,2,2,3,0.541,1,0,DS
6,2,3,2,0.474,0,2,DS
6,2,2,3,0.544,1,1,DS
6,2,2,4,1.001,1,3,DS
6,2,2,4,0.465,1,2,DS
6,1,1,3,0.697,1,0,DS
6,1,1,3,0.475,1,1,DS
6,2,2,3,0.54,1,0,DS
6,2,2,4,0.384,1,2,DS
6,1,1,4,0.517,1,0,DS
6,2,2,3,0.631,1,0,DS
4,1,1,3,0.447,1,0,DS
4,2,2,3,0.057,1,3,DS
4,2,2,3,0.445,1,1,DS
4,1,1,4,0.205,1,3,DS
4,2,2,4,0.333,1,1,DS
4,1,1,3,0.766,1,2,DS
4,2,2,3,0.13,1,3,DS
4,2,2,3,0.252,1,1,DS
4,1,1,3,0.369,1,0,DS
4,2,2,3,0.441,1,0,DS
4,2,2,4,0.237,1,3,DS
4,2,2,3,0.36,1,1,DS
4,1,1,4,0.199,1,2,DS
4,1,1,4,0.32,1,2,DS
4,1,4,4,0.146,0,2,DS
4,2,2,3,0.315,1,2,DS
4,1,1,4,0.232,1,2,DS
4,1,1,2,0.214,1,0,DS
4,2,2,2,0.194,1,2,DS
4,1,1,2,0.043,1,3,DS
4,2,3,4,0.09,0,3,DS
4,2,2,3,0.361,1,1,DS
4,2,3,2,0.05,0,3,DS
4,1,1,2,0.188,1,3,DS
4,2,2,3,0.31,1,1,DS
4,1,1,3,0.215,1,0,DS
4,1,4,3,0.167,0,1,DS
4,1,4,3,0.187,0,2,DS
4,2,2,4,0.132,1,2,DS
4,2,2,4,0.084,1,3,DS
4,1,4,3,0.205,0,0,DS
4,1,4,3,0.129,0,3,DS
4,2,3,3,0.189,0,1,DS
4,2,2,4,0.168,1,2,DS
4,2,2,4,0.057,1,3,DS
4,1,1,3,0.229,1,0,DS
4,1,1,3,0.244,1,1,DS
4,1,1,3,0.343,1,1,DS
4,2,2,3,0.19,1,0,DS
4,1,4,3,0.167,0,2,DS
4,2,3,3,0.215,0,1,DS
4,2,2,3,0.385,1,1,DS
4,2,2,3,0.183,1,2,DS
4,1,4,2,0.181,0,0,DS
4,2,2,2,0.134,1,2,DS
4,2,2,3,0.276,1,1,DS
4,1,1,4,0.075,1,3,DS
4,1,1,4,0.153,1,2,DS
4,2,2,4,0.111,1,3,DS
4,1,1,4,0.222,1,1,DS
4,2,3,4,0.079,0,3,DS
4,1,1,4,0.313,1,1,DS
4,2,2,4,0.056,1,3,DS
4,2,3,4,0.164,0,2,DS
4,2,2,3,0.24,1,0,DS
4,2,2,2,0.379,1,0,DS
4,2,2,3,0.219,1,2,DS
4,1,1,3,0.285,1,1,DS
4,1,1,4,0.2,1,3,DS
4,2,3,3,0.178,0,1,DS
4,2,2,4,0.261,1,1,DS
4,2,2,4,0.27,1,0,DS
4,1,4,2,0.039,0,3,DS
4,1,4,2,0.18,0,1,DS
4,2,2,4,0.177,1,3,DS
4,2,2,4,0.189,1,1,DS
4,1,1,4,0.091,1,3,DS
4,2,2,4,0.233,1,0,DS
4,1,1,2,0.235,1,0,DS
4,1,1,2,0.181,1,1,DS
4,1,1,3,0.257,1,1,DS
4,1,1,3,0.183,1,1,DS
4,2,3,3,0.169,0,2,DS
4,1,1,4,0.156,1,3,DS
4,2,3,3,0.2,0,0,DS
4,1,1,4,0.194,1,1,DS
4,1,1,4,0.25,1,2,DS
4,2,2,4,1.092,1,3,DS
4,2,2,4,0.317,1,0,DS
4,2,3,3,0.119,0,2,DS
4,2,2,4,0.156,1,2,DS
4,1,1,4,0.187,1,2,DS
4,1,4,4,0.192,0,0,DS
4,2,3,2,0.234,0,0,DS
4,1,1,4,0.021,1,3,DS
4,2,2,4,0.187,1,0,DS
4,1,1,4,0.162,1,3,DS
4,1,4,2,0.031,0,3,DS
4,1,4,2,0.062,0,3,DS
4,1,1,4,0.256,1,1,DS
4,1,1,4,0.223,1,1,DS
4,2,2,4,0.07,1,3,DS
4,1,1,3,0.218,1,0,DS
4,2,2,4,0.311,1,3,DS
4,2,2,2,0.379,1,1,DS
4,1,1,2,0.089,1,2,DS
4,1,1,2,0.3,1,1,DS
4,1,4,2,0.157,0,1,DS
4,1,1,2,0.111,1,2,DS
4,2,3,3,0.11,0,2,DS
4,2,3,3,0.182,0,2,DS
4,2,2,3,0.215,1,0,DS
4,1,1,3,0.27,1,0,DS
4,2,2,3,0.353,1,1,DS
4,1,1,3,0.14,1,2,DS
4,2,2,3,0.21,1,0,DS
4,1,1,3,0.103,1,2,DS
4,2,2,3,0.205,1,0,DS
4,1,1,3,0.18,1,0,DS
4,2,2,3,0.129,1,2,DS
4,2,2,3,0.419,1,0,DS
4,1,4,3,0.224,0,2,DS
4,1,1,3,0.177,1,2,DS
4,1,4,3,0.09,0,3,DS
4,2,3,3,0.117,0,2,DS
4,2,2,4,0.043,1,3,DS
4,1,1,4,0.002,1,3,DS
4,1,1,4,0.018,1,3,DS
4,1,1,4,0.166,1,1,DS
4,2,2,4,0.03,1,3,DS
4,1,1,4,0.257,1,0,DS
4,1,1,3,0.227,1,0,DS
4,2,3,1,0.031,0,0,DS
4,1,1,1,0.062,1,0,DS
4,2,2,2,0.365,1,0,DS
4,1,1,1,0.227,1,0,DS
4,2,2,3,0.141,1,2,DS
4,2,3,2,0.203,0,1,DS
23,2,2,2,0.806,1,0,DS
23,2,2,2,0.995,1,0,DS
23,1,1,2,1.056,1,0,DS
23,2,3,2,0.639,0,1,DS
23,1,1,3,1.138,1,2,DS
23,2,2,2,0.689,1,1,DS
23,1,1,2,0.612,1,1,DS
23,2,3,2,1.413,0,1,DS
23,1,1,3,0.506,1,2,DS
23,1,1,3,0.546,1,2,DS
23,2,2,3,0.488,1,1,DS
23,2,2,2,1.339,1,1,DS
23,2,2,3,0.621,1,3,DS
23,1,1,3,0.377,1,2,DS
23,1,4,3,1.277,0,2,DS
23,2,3,2,1.315,0,1,DS
23,2,2,2,0.475,1,1,DS
23,1,1,2,0.487,1,2,DS
23,2,2,2,0.579,1,1,DS
23,2,3,2,0.608,0,2,DS
23,2,3,2,0.474,0,1,DS
23,1,1,3,0.593,1,3,DS
23,1,1,2,1.066,1,0,DS
23,1,1,2,0.496,1,1,DS
23,2,2,2,0.747,1,1,DS
23,2,2,3,1.092,1,3,DS
23,1,1,3,0.351,1,3,DS
23,2,2,2,1.185,1,0,DS
23,1,1,4,0.615,1,3,DS
23,1,1,2,1.008,1,1,DS
23,1,1,2,0.791,1,2,DS
23,1,1,3,0.452,1,3,DS
23,2,2,3,0.487,1,2,DS
23,2,3,2,0.415,0,1,DS
23,2,2,3,0.636,1,3,DS
23,1,1,2,0.754,1,1,DS
23,2,2,4,1.242,1,3,DS
23,2,2,3,0.631,1,2,DS
23,1,1,3,0.453,1,1,DS
23,1,1,2,0.731,1,0,DS
23,1,1,2,1.307,1,0,DS
23,2,2,2,1.021,1,1,DS
23,1,1,2,0.421,1,2,DS
23,2,2,2,0.418,1,2,DS
23,2,2,3,0.466,1,3,DS
23,2,3,2,0.729,0,0,DS
23,1,1,3,0.444,1,2,DS
23,1,1,4,0.634,1,3,DS
23,1,1,3,0.924,1,1,DS
23,2,2,2,0.663,1,0,DS
23,1,1,3,0.496,1,3,DS
23,1,1,3,0.504,1,3,DS
23,2,2,3,0.539,1,2,DS
23,1,1,2,0.94,1,0,DS
23,2,2,3,1.195,1,2,DS
23,1,1,4,0.495,1,3,DS
23,1,1,2,0.826,1,1,DS
23,2,2,4,0.515,1,3,DS
23,1,1,2,0.612,1,1,DS
23,2,2,2,0.561,1,1,DS
23,1,1,2,0.685,1,0,DS
23,2,2,4,0.617,1,3,DS
23,1,1,3,0.603,1,1,DS
23,2,2,3,0.46,1,2,DS
23,2,2,2,0.362,1,0,DS
23,2,2,2,0.845,1,0,DS
23,1,1,3,0.358,1,3,DS
23,2,2,2,0.486,1,2,DS
23,2,2,2,0.795,1,1,DS
23,1,1,2,0.738,1,0,DS
23,2,2,4,0.606,1,3,DS
23,2,2,2,0.908,1,0,DS
23,1,1,2,0.751,1,0,DS
23,1,1,2,0.556,1,0,DS
23,1,1,2,0.969,1,2,DS
23,1,1,2,1.049,1,2,DS
23,1,1,2,1.107,1,3,DS
23,1,1,3,0.569,1,3,DS
23,2,2,2,0.593,1,0,DS
23,1,1,2,0.429,1,3,DS
23,1,1,3,0.421,1,3,DS
23,1,1,3,0.5,1,1,DS
23,2,2,3,1.109,1,2,DS
23,2,2,4,0.609,1,3,DS
23,2,3,3,0.776,0,2,DS
23,2,2,3,0.72,1,3,DS
23,1,1,3,0.438,1,3,DS
23,2,2,2,0.707,1,0,DS
23,2,2,3,0.486,1,3,DS
23,2,2,2,0.655,1,0,DS
23,2,2,2,0.393,1,1,DS
23,1,1,2,0.409,1,2,DS
23,2,2,3,0.542,1,3,DS
23,2,2,2,0.418,1,2,DS
23,2,2,2,0.451,1,2,DS
23,1,1,2,0.378,1,1,DS
23,2,2,2,0.325,1,2,DS
23,1,1,3,0.221,1,3,DS
23,1,1,2,1.042,1,0,DS
23,1,4,2,0.725,0,0,DS
23,2,2,3,0.525,1,3,DS
23,1,1,3,0.766,1,2,DS
23,1,1,2,0.697,1,1,DS
23,2,2,2,2.469,1,0,DS
23,1,1,1,1.662,1,0,DS
23,2,2,3,0.612,1,3,DS
23,1,1,2,0.683,1,0,DS
23,1,1,2,0.727,1,1,DS
23,2,2,2,0.979,1,1,DS
23,1,1,2,0.617,1,2,DS
23,2,2,2,0.808,1,0,DS
23,1,1,2,1.069,1,0,DS
23,1,1,1,2.045,1,1,DS
23,2,3,2,0.906,0,0,DS
23,1,1,1,1.4,1,1,DS
23,2,2,2,0.566,1,2,DS
23,1,1,3,0.702,1,3,DS
23,1,1,3,0.639,1,2,DS
23,1,1,2,0.876,1,1,DS
23,1,4,1,1.258,0,0,DS
23,1,1,2,0.73,1,0,DS
23,2,2,2,0.988,1,0,DS
23,2,2,3,0.722,1,3,DS
23,2,2,2,0.732,1,0,DS
23,2,2,3,0.448,1,2,DS
23,2,2,3,0.545,1,2,DS
23,1,1,3,0.551,1,2,DS
23,2,2,3,0.756,1,3,DS
9,2,3,3,0.863,0,1,DS
9,1,1,3,0.804,1,2,DS
9,1,1,2,0.764,1,1,DS
9,2,2,3,0.708,1,3,DS
9,1,1,3,0.599,1,3,DS
9,2,2,3,0.707,1,0,DS
9,2,2,3,0.796,1,0,DS
9,1,1,3,0.617,1,0,DS
9,1,1,3,0.455,1,3,DS
9,1,1,3,0.56,1,1,DS
9,1,1,3,0.665,1,1,DS
9,1,1,3,0.577,1,1,DS
9,1,1,3,0.629,1,0,DS
9,2,2,1,2.397,1,1,DS
9,1,1,2,0.71,1,0,DS
9,1,1,2,0.672,1,0,DS
9,1,1,3,0.737,1,1,DS
9,2,2,3,0.629,1,1,DS
9,1,4,1,0.691,0,2,DS
9,2,2,3,0.668,1,0,DS
9,1,1,3,0.598,1,3,DS
9,2,2,3,0.496,1,3,DS
9,2,2,3,0.603,1,1,DS
9,1,1,3,0.829,1,0,DS
9,1,4,2,1.039,0,2,DS
9,1,1,2,0.678,1,1,DS
9,2,2,3,0.572,1,2,DS
9,1,1,3,0.408,1,3,DS
9,2,2,3,0.513,1,2,DS
9,2,2,3,0.627,1,0,DS
9,2,2,3,0.594,1,1,DS
9,1,1,3,0.73,1,2,DS
9,1,1,1,1.811,1,2,DS
9,1,1,2,1.681,1,0,DS
9,2,2,3,0.474,1,3,DS
9,2,2,3,0.479,1,3,DS
9,2,2,3,0.556,1,1,DS
9,1,1,3,0.714,1,2,DS
9,1,4,3,0.569,0,0,DS
9,1,1,3,0.505,1,0,DS
9,2,2,3,0.554,1,2,DS
9,1,1,3,0.384,1,3,DS
9,2,2,3,0.672,1,1,DS
9,1,1,3,0.618,1,2,DS
9,2,2,3,0.825,1,2,DS
9,2,2,3,0.586,1,0,DS
9,2,2,3,0.522,1,2,DS
9,1,1,3,0.556,1,3,DS
9,2,2,3,0.588,1,1,DS
9,2,2,3,0.614,1,3,DS
9,1,1,3,0.488,1,3,DS
9,2,2,3,0.551,1,2,DS
9,2,2,3,0.487,1,3,DS
9,1,1,3,0.549,1,2,DS
9,1,1,3,0.645,1,2,DS
9,1,1,3,0.652,1,1,DS
9,1,1,3,0.958,1,0,DS
9,2,2,3,0.357,1,3,DS
9,2,3,3,0.385,0,2,DS
9,2,2,3,0.588,1,1,DS
9,2,2,3,0.61,1,0,DS
9,1,1,3,0.775,1,1,DS
9,2,2,3,0.734,1,0,DS
9,1,1,2,0.6,1,2,DS
9,1,1,3,0.726,1,1,DS
9,2,2,3,0.372,1,3,DS
9,2,3,3,0.626,0,2,DS
9,1,4,1,0.486,0,1,DS
9,2,2,3,0.345,1,3,DS
9,1,1,3,0.377,1,1,DS
9,1,1,3,0.327,1,3,DS
9,1,1,3,0.377,1,2,DS
9,2,2,3,0.585,1,0,DS
9,2,2,3,0.476,1,3,DS
9,1,1,3,0.51,1,1,DS
9,1,1,3,0.527,1,0,DS
9,1,1,3,0.449,1,2,DS
9,1,1,3,0.595,1,1,DS
9,1,1,3,0.799,1,0,DS
9,2,2,2,0.825,1,0,DS
9,2,2,2,0.659,1,1,DS
9,2,2,2,0.478,1,2,DS
9,2,2,1,0.741,1,0,DS
9,1,1,1,0.614,1,3,DS
9,2,2,3,0.524,1,1,DS
9,1,1,3,0.367,1,3,DS
9,1,1,3,0.354,1,3,DS
9,2,2,1,0.684,1,0,DS
9,2,2,3,0.334,1,3,DS
9,1,1,3,0.457,1,1,DS
9,1,1,3,0.358,1,3,DS
9,2,2,3,0.367,1,2,DS
