Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,Condition,Block_type
9,2.0,2.0,4.0,1.5,0.38,1.0,0,5
9,2.0,2.0,4.0,1.331,0.536,1.0,0,5
9,2.0,2.0,4.0,1.535,0.342,1.0,0,5
9,2.0,2.0,4.0,2.254,0.78,1.0,0,5
9,2.0,2.0,4.0,1.094,0.312,1.0,0,5
9,2.0,2.0,3.0,1.885,1.054,1.0,0,5
9,2.0,2.0,4.0,1.299,0.418,1.0,0,5
9,1.0,1.0,4.0,1.336,0.462,1.0,0,5
9,1.0,1.0,4.0,1.29,0.426,1.0,0,5
9,1.0,1.0,2.0,3.562,1.267,1.0,0,5
9,1.0,1.0,4.0,2.27,0.922,1.0,0,5
9,1.0,1.0,4.0,1.325,0.506,1.0,0,5
9,1.0,1.0,4.0,1.064,0.416,1.0,0,5
9,2.0,2.0,3.0,1.928,0.969,1.0,0,5
9,1.0,1.0,4.0,1.535,0.856,1.0,0,5
9,NaN,NaN,NaN,NaN,NaN,NaN,0,9
9,NaN,NaN,NaN,NaN,NaN,NaN,0,9
9,NaN,NaN,NaN,NaN,NaN,NaN,0,9
9,NaN,NaN,NaN,NaN,NaN,NaN,0,9
9,NaN,NaN,NaN,NaN,NaN,NaN,0,9
9,NaN,NaN,NaN,NaN,NaN,NaN,0,9
9,2.0,2.0,4.0,1.505,0.821,1.0,0,6
9,1.0,1.0,4.0,1.615,0.656,1.0,0,6
9,1.0,2.0,2.0,4.667,0.696,0.0,0,6
9,2.0,2.0,4.0,2.282,0.6,1.0,0,6
9,1.0,1.0,4.0,1.453,0.463,1.0,0,6
9,2.0,2.0,4.0,1.607,0.309,1.0,0,6
9,1.0,1.0,4.0,1.541,0.27,1.0,0,6
9,1.0,1.0,4.0,1.853,0.446,1.0,0,6
9,1.0,1.0,4.0,2.203,0.659,1.0,0,6
9,2.0,2.0,4.0,1.502,0.264,1.0,0,6
9,2.0,2.0,4.0,0.975,0.428,1.0,0,6
9,2.0,2.0,4.0,1.29,0.269,1.0,0,6
9,2.0,2.0,4.0,1.298,1.406,1.0,0,6
9,1.0,1.0,2.0,3.599,0.695,1.0,0,6
9,2.0,2.0,4.0,1.647,0.416,1.0,0,6
9,2.0,2.0,4.0,1.849,0.221,1.0,0,6
9,1.0,1.0,4.0,1.34,0.347,1.0,0,6
9,1.0,1.0,4.0,1.965,0.418,1.0,0,6
9,2.0,1.0,2.0,4.568,0.974,0.0,0,6
9,1.0,1.0,2.0,3.283,2.24,1.0,0,6
10,2.0,2.0,3.0,4.296,4.723,1.0,0,0
10,2.0,2.0,4.0,1.94,1.911,1.0,0,0
10,2.0,2.0,2.0,2.611,2.308,1.0,0,0
10,1.0,1.0,4.0,1.627,1.758,1.0,0,0
10,1.0,1.0,4.0,1.824,1.363,1.0,0,0
10,1.0,1.0,4.0,1.499,1.315,1.0,0,0
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,2.0,2.0,2.0,2.926,2.267,1.0,0,3
10,2.0,2.0,3.0,1.738,1.086,1.0,0,3
10,2.0,2.0,4.0,1.33,1.235,1.0,0,3
10,1.0,1.0,4.0,1.464,1.353,1.0,0,3
10,1.0,1.0,4.0,1.192,0.933,1.0,0,3
10,2.0,2.0,3.0,1.462,1.412,1.0,0,3
10,1.0,1.0,4.0,1.152,0.926,1.0,0,3
10,2.0,2.0,4.0,1.786,1.241,1.0,0,3
10,1.0,1.0,4.0,1.557,0.736,1.0,0,3
10,2.0,1.0,2.0,2.194,1.116,0.0,0,3
10,1.0,1.0,3.0,1.188,1.164,1.0,0,3
10,1.0,1.0,4.0,1.224,0.54,1.0,0,3
10,2.0,2.0,2.0,2.332,0.767,1.0,0,3
10,1.0,1.0,3.0,1.228,1.171,1.0,0,3
10,2.0,1.0,3.0,1.31,1.249,0.0,0,3
10,2.0,NaN,2.0,NaN,0.246,0.0,0,3
10,1.0,2.0,4.0,1.068,0.964,0.0,0,3
10,1.0,1.0,4.0,1.304,0.497,1.0,0,3
10,2.0,2.0,4.0,1.461,0.739,1.0,0,3
10,1.0,1.0,1.0,2.096,1.783,1.0,0,3
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,1.0,1.0,1.0,2.78,0.843,1.0,0,6
10,2.0,1.0,1.0,2.257,0.46,0.0,0,6
10,2.0,2.0,3.0,1.513,1.823,1.0,0,6
10,2.0,2.0,4.0,1.429,1.077,1.0,0,6
10,2.0,2.0,4.0,1.16,0.581,1.0,0,6
10,1.0,1.0,4.0,1.304,0.772,1.0,0,6
10,2.0,2.0,4.0,1.469,0.456,1.0,0,6
10,2.0,2.0,2.0,1.156,1.165,1.0,0,6
10,1.0,1.0,2.0,1.109,0.894,1.0,0,6
10,2.0,2.0,4.0,1.434,0.612,1.0,0,6
10,1.0,1.0,3.0,1.733,1.002,1.0,0,6
10,1.0,1.0,3.0,0.995,0.645,1.0,0,6
10,1.0,1.0,4.0,1.161,0.739,1.0,0,6
10,1.0,2.0,4.0,1.665,0.688,0.0,0,6
10,1.0,2.0,4.0,1.193,0.542,0.0,0,6
10,2.0,2.0,4.0,1.432,0.397,1.0,0,6
10,1.0,1.0,3.0,1.264,0.514,1.0,0,6
10,2.0,2.0,3.0,1.696,0.606,1.0,0,6
10,1.0,1.0,1.0,1.391,0.658,1.0,0,6
10,2.0,2.0,2.0,1.0,0.925,1.0,0,6
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,2.0,2.0,2.0,2.42,1.32,1.0,0,1
10,1.0,1.0,4.0,1.191,0.423,1.0,0,1
10,2.0,2.0,4.0,1.117,0.65,1.0,0,1
10,1.0,1.0,4.0,1.11,0.387,1.0,0,1
10,1.0,1.0,4.0,1.349,0.374,1.0,0,1
10,1.0,1.0,1.0,1.628,0.739,1.0,0,1
10,2.0,2.0,2.0,1.234,0.533,1.0,0,1
10,1.0,1.0,2.0,1.855,0.498,1.0,0,1
10,2.0,1.0,1.0,1.891,0.54,0.0,0,1
10,1.0,1.0,3.0,1.744,0.583,1.0,0,1
10,1.0,1.0,4.0,1.189,0.498,1.0,0,1
10,1.0,1.0,3.0,1.304,0.817,1.0,0,1
10,2.0,2.0,4.0,2.052,0.534,1.0,0,1
10,2.0,1.0,3.0,2.366,0.688,0.0,0,1
10,1.0,1.0,4.0,1.154,0.521,1.0,0,1
10,2.0,1.0,1.0,2.917,0.612,0.0,0,1
10,2.0,2.0,1.0,2.595,0.606,1.0,0,1
10,1.0,1.0,4.0,1.156,0.381,1.0,0,1
10,2.0,2.0,4.0,1.422,0.773,1.0,0,1
10,2.0,1.0,4.0,1.548,0.413,0.0,0,1
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,2.0,2.0,2.0,2.03,0.412,1.0,0,2
10,2.0,1.0,1.0,2.203,0.379,0.0,0,2
10,1.0,1.0,2.0,1.341,0.462,1.0,0,2
10,1.0,1.0,2.0,1.616,0.379,1.0,0,2
10,2.0,1.0,2.0,0.988,0.303,0.0,0,2
10,2.0,2.0,3.0,2.054,0.38,1.0,0,2
10,1.0,1.0,2.0,1.42,0.38,1.0,0,2
10,2.0,2.0,1.0,1.421,0.576,1.0,0,2
10,1.0,1.0,2.0,1.236,0.379,1.0,0,2
10,1.0,1.0,2.0,2.557,0.344,1.0,0,2
10,1.0,1.0,2.0,1.592,0.306,1.0,0,2
10,2.0,1.0,2.0,1.469,0.34,0.0,0,2
10,1.0,1.0,2.0,1.43,0.256,1.0,0,2
10,1.0,1.0,2.0,1.117,0.142,1.0,0,2
10,1.0,1.0,1.0,1.589,0.304,1.0,0,2
10,2.0,1.0,2.0,1.82,0.301,0.0,0,2
10,2.0,2.0,2.0,1.622,0.342,1.0,0,2
10,1.0,1.0,2.0,1.119,0.339,1.0,0,2
10,2.0,1.0,2.0,1.704,0.225,0.0,0,2
10,2.0,2.0,3.0,1.274,0.462,1.0,0,2
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,1.0,1.0,4.0,1.723,0.422,1.0,0,5
10,2.0,2.0,3.0,1.39,0.428,1.0,0,5
10,2.0,2.0,3.0,1.396,0.45,1.0,0,5
10,1.0,1.0,4.0,1.424,0.501,1.0,0,5
10,1.0,1.0,3.0,2.169,0.927,1.0,0,5
10,2.0,1.0,2.0,1.709,0.33,0.0,0,5
10,2.0,2.0,1.0,1.186,0.731,1.0,0,5
10,1.0,1.0,3.0,1.461,0.347,1.0,0,5
10,1.0,1.0,2.0,0.873,0.344,1.0,0,5
10,1.0,1.0,2.0,0.807,0.266,1.0,0,5
10,2.0,1.0,1.0,1.698,0.726,0.0,0,5
10,2.0,1.0,1.0,0.806,0.852,0.0,0,5
10,2.0,1.0,1.0,1.23,0.452,0.0,0,5
10,1.0,2.0,3.0,1.388,0.459,0.0,0,5
10,1.0,1.0,1.0,1.315,0.219,1.0,0,5
10,2.0,2.0,1.0,0.899,0.375,1.0,0,5
10,2.0,1.0,1.0,0.923,0.342,0.0,0,5
10,1.0,1.0,4.0,0.964,1.038,1.0,0,5
10,2.0,2.0,4.0,0.91,0.387,1.0,0,5
10,1.0,2.0,4.0,1.114,0.334,0.0,0,5
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,NaN,NaN,NaN,NaN,NaN,NaN,0,9
10,1.0,NaN,1.0,NaN,1.579,0.0,0,4
10,2.0,1.0,1.0,1.302,0.324,0.0,0,4
10,1.0,2.0,1.0,0.843,0.268,0.0,0,4
10,1.0,1.0,1.0,0.76,0.269,1.0,0,4
10,1.0,1.0,1.0,1.076,0.23,1.0,0,4
10,2.0,1.0,1.0,0.754,0.341,0.0,0,4
10,2.0,1.0,1.0,0.726,0.268,0.0,0,4
10,2.0,1.0,1.0,0.838,0.264,0.0,0,4
10,2.0,2.0,3.0,1.186,0.223,1.0,0,4
10,2.0,1.0,1.0,1.038,0.224,0.0,0,4
10,2.0,2.0,3.0,0.844,0.27,1.0,0,4
10,1.0,1.0,4.0,1.192,0.502,1.0,0,4
10,1.0,1.0,3.0,1.151,0.261,1.0,0,4
10,1.0,1.0,3.0,0.65,0.181,1.0,0,4
10,1.0,2.0,3.0,1.069,0.283,0.0,0,4
10,2.0,1.0,3.0,0.954,0.536,0.0,0,4
10,2.0,1.0,3.0,0.689,0.265,0.0,0,4
10,2.0,2.0,3.0,0.794,0.231,1.0,0,4
10,1.0,1.0,3.0,0.637,0.185,1.0,0,4
10,1.0,1.0,3.0,0.799,0.258,1.0,0,4
11,2.0,2.0,NaN,2.144,NaN,1.0,0,0
11,2.0,2.0,3.0,3.437,2.044,1.0,0,0
11,1.0,1.0,4.0,2.672,1.537,1.0,0,0
11,1.0,1.0,4.0,1.853,0.722,1.0,0,0
11,1.0,1.0,3.0,1.932,0.756,1.0,0,0
11,2.0,1.0,3.0,2.552,0.798,0.0,0,0
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,1.0,1.0,3.0,1.891,1.772,1.0,0,4
11,2.0,2.0,3.0,2.125,1.424,1.0,0,4
11,1.0,1.0,4.0,1.741,1.19,1.0,0,4
11,1.0,1.0,4.0,2.669,1.455,1.0,0,4
11,2.0,2.0,3.0,2.513,0.715,1.0,0,4
11,2.0,2.0,4.0,1.77,0.877,1.0,0,4
11,1.0,1.0,2.0,1.938,0.684,1.0,0,4
11,1.0,1.0,3.0,1.734,0.487,1.0,0,4
11,1.0,1.0,4.0,1.853,0.451,1.0,0,4
11,1.0,1.0,3.0,1.696,0.482,1.0,0,4
11,2.0,2.0,4.0,1.771,0.685,1.0,0,4
11,2.0,2.0,4.0,2.392,0.478,1.0,0,4
11,2.0,2.0,4.0,1.899,0.409,1.0,0,4
11,2.0,2.0,4.0,1.781,0.368,1.0,0,4
11,2.0,1.0,4.0,2.393,0.381,0.0,0,4
11,2.0,2.0,4.0,1.344,0.497,1.0,0,4
11,1.0,1.0,4.0,1.498,0.408,1.0,0,4
11,1.0,1.0,2.0,2.321,1.227,1.0,0,4
11,1.0,1.0,3.0,1.806,0.879,1.0,0,4
11,2.0,2.0,2.0,2.833,0.448,1.0,0,4
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,2.0,2.0,3.0,2.452,0.451,1.0,0,2
11,2.0,2.0,3.0,1.618,0.548,1.0,0,2
11,2.0,1.0,4.0,2.698,0.562,0.0,0,2
11,1.0,1.0,4.0,1.613,0.947,1.0,0,2
11,1.0,1.0,3.0,2.001,0.604,1.0,0,2
11,2.0,2.0,4.0,1.35,0.486,1.0,0,2
11,2.0,2.0,4.0,2.588,1.479,1.0,0,2
11,1.0,2.0,4.0,1.545,0.482,0.0,0,2
11,1.0,1.0,3.0,1.616,0.432,1.0,0,2
11,2.0,2.0,4.0,1.655,0.452,1.0,0,2
11,1.0,2.0,4.0,1.426,0.457,0.0,0,2
11,1.0,1.0,3.0,1.624,0.417,1.0,0,2
11,1.0,1.0,4.0,1.889,1.576,1.0,0,2
11,2.0,2.0,4.0,1.666,0.446,1.0,0,2
11,1.0,1.0,4.0,1.575,0.379,1.0,0,2
11,2.0,2.0,4.0,1.574,0.417,1.0,0,2
11,2.0,2.0,4.0,1.386,0.382,1.0,0,2
11,1.0,1.0,4.0,1.229,0.607,1.0,0,2
11,2.0,2.0,2.0,1.431,0.91,1.0,0,2
11,1.0,1.0,3.0,1.628,0.343,1.0,0,2
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,2.0,2.0,4.0,2.193,0.189,1.0,0,3
11,2.0,2.0,4.0,1.662,0.289,1.0,0,3
11,2.0,2.0,4.0,1.468,0.643,1.0,0,3
11,2.0,2.0,4.0,2.208,0.184,1.0,0,3
11,1.0,1.0,4.0,1.388,1.149,1.0,0,3
11,2.0,2.0,4.0,1.075,0.494,1.0,0,3
11,1.0,1.0,4.0,1.745,0.443,1.0,0,3
11,1.0,1.0,4.0,1.627,0.382,1.0,0,3
11,1.0,1.0,4.0,1.345,0.653,1.0,0,3
11,1.0,1.0,4.0,1.349,0.354,1.0,0,3
11,1.0,1.0,4.0,1.816,0.446,1.0,0,3
11,2.0,2.0,2.0,1.499,2.286,1.0,0,3
11,2.0,1.0,3.0,3.283,0.371,0.0,0,3
11,2.0,2.0,3.0,3.518,0.688,1.0,0,3
11,1.0,1.0,4.0,1.544,0.421,1.0,0,3
11,2.0,2.0,4.0,1.449,0.834,1.0,0,3
11,1.0,1.0,2.0,2.547,0.444,1.0,0,3
11,1.0,2.0,3.0,1.357,0.572,0.0,0,3
11,2.0,1.0,2.0,1.622,0.724,0.0,0,3
11,1.0,1.0,1.0,1.896,1.14,1.0,0,3
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,2.0,2.0,3.0,2.535,1.075,1.0,0,5
11,2.0,2.0,4.0,1.587,0.877,1.0,0,5
11,1.0,2.0,4.0,1.28,0.793,0.0,0,5
11,2.0,1.0,2.0,1.898,0.369,0.0,0,5
11,2.0,2.0,3.0,1.968,1.688,1.0,0,5
11,1.0,2.0,3.0,1.544,0.305,0.0,0,5
11,2.0,1.0,2.0,2.589,0.826,0.0,0,5
11,1.0,1.0,3.0,2.517,0.564,1.0,0,5
11,2.0,2.0,3.0,1.653,0.452,1.0,0,5
11,1.0,1.0,4.0,1.89,0.463,1.0,0,5
11,2.0,2.0,2.0,1.575,0.688,1.0,0,5
11,1.0,1.0,4.0,1.916,0.356,1.0,0,5
11,1.0,2.0,3.0,1.662,0.714,0.0,0,5
11,1.0,1.0,3.0,1.963,0.948,1.0,0,5
11,2.0,2.0,4.0,1.421,0.53,1.0,0,5
11,2.0,1.0,2.0,3.278,0.652,0.0,0,5
11,1.0,2.0,3.0,1.349,0.911,0.0,0,5
11,2.0,2.0,4.0,1.397,0.406,1.0,0,5
11,1.0,1.0,3.0,2.01,0.691,1.0,0,5
11,1.0,2.0,3.0,1.78,0.522,0.0,0,5
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,1.0,2.0,3.0,2.409,1.193,0.0,0,6
11,2.0,2.0,3.0,1.511,0.304,1.0,0,6
11,2.0,2.0,3.0,1.08,0.214,1.0,0,6
11,2.0,2.0,4.0,1.654,0.259,1.0,0,6
11,1.0,1.0,3.0,2.091,0.225,1.0,0,6
11,1.0,1.0,4.0,1.316,0.796,1.0,0,6
11,2.0,2.0,4.0,1.584,0.333,1.0,0,6
11,1.0,1.0,4.0,1.578,0.73,1.0,0,6
11,1.0,2.0,4.0,1.769,0.605,0.0,0,6
11,2.0,2.0,4.0,1.893,0.496,1.0,0,6
11,1.0,1.0,3.0,2.117,0.875,1.0,0,6
11,1.0,2.0,2.0,1.934,0.991,0.0,0,6
11,2.0,1.0,4.0,1.547,0.369,0.0,0,6
11,1.0,1.0,4.0,1.697,0.677,1.0,0,6
11,2.0,2.0,4.0,1.395,0.329,1.0,0,6
11,1.0,1.0,4.0,1.303,0.297,1.0,0,6
11,2.0,1.0,4.0,1.267,0.294,0.0,0,6
11,2.0,2.0,4.0,1.241,0.263,1.0,0,6
11,1.0,1.0,3.0,1.885,0.257,1.0,0,6
11,2.0,2.0,4.0,1.547,0.369,1.0,0,6
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,NaN,NaN,NaN,NaN,NaN,NaN,0,9
11,1.0,1.0,4.0,2.962,0.406,1.0,0,1
11,1.0,1.0,3.0,2.203,0.298,1.0,0,1
11,1.0,1.0,4.0,1.77,0.374,1.0,0,1
11,2.0,2.0,4.0,1.51,0.38,1.0,0,1
11,2.0,1.0,4.0,1.924,0.494,0.0,0,1
11,1.0,2.0,2.0,1.59,0.454,0.0,0,1
11,1.0,1.0,4.0,1.587,0.645,1.0,0,1
11,2.0,2.0,4.0,3.028,0.305,1.0,0,1
11,2.0,2.0,4.0,2.397,0.252,1.0,0,1
11,2.0,2.0,4.0,1.426,0.188,1.0,0,1
11,1.0,2.0,4.0,1.089,1.769,0.0,0,1
11,2.0,1.0,4.0,1.389,0.338,0.0,0,1
11,1.0,2.0,3.0,1.467,0.72,0.0,0,1
11,2.0,2.0,4.0,1.504,0.222,1.0,0,1
11,1.0,1.0,4.0,1.351,0.334,1.0,0,1
11,2.0,2.0,3.0,3.94,0.842,1.0,0,1
11,1.0,1.0,4.0,1.471,0.414,1.0,0,1
11,1.0,2.0,4.0,1.847,0.368,0.0,0,1
11,2.0,2.0,3.0,1.541,0.495,1.0,0,1
11,2.0,2.0,4.0,2.132,0.216,1.0,0,1
12,2.0,1.0,3.0,3.579,2.571,0.0,0,0
12,1.0,1.0,4.0,2.011,1.995,1.0,0,0
12,2.0,2.0,4.0,2.401,1.946,1.0,0,0
12,1.0,1.0,4.0,1.71,1.594,1.0,0,0
12,2.0,2.0,4.0,1.994,1.225,1.0,0,0
12,1.0,1.0,4.0,1.914,1.019,1.0,0,0
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,1.0,1.0,4.0,1.711,0.979,1.0,0,2
12,1.0,1.0,4.0,1.863,0.903,1.0,0,2
12,2.0,2.0,4.0,1.217,0.754,1.0,0,2
12,2.0,2.0,4.0,1.333,0.791,1.0,0,2
12,1.0,1.0,4.0,3.375,0.684,1.0,0,2
12,2.0,2.0,4.0,1.446,0.633,1.0,0,2
12,2.0,2.0,4.0,1.329,0.479,1.0,0,2
12,1.0,2.0,4.0,1.71,0.379,0.0,0,2
12,2.0,2.0,4.0,1.402,0.562,1.0,0,2
12,1.0,2.0,3.0,2.026,1.724,0.0,0,2
12,1.0,2.0,3.0,1.798,0.79,0.0,0,2
12,2.0,2.0,3.0,1.413,1.177,1.0,0,2
12,1.0,1.0,4.0,1.501,0.446,1.0,0,2
12,1.0,1.0,3.0,1.772,0.82,1.0,0,2
12,2.0,2.0,3.0,1.332,0.597,1.0,0,2
12,2.0,2.0,4.0,1.663,0.556,1.0,0,2
12,1.0,2.0,3.0,1.874,0.721,0.0,0,2
12,1.0,1.0,3.0,1.527,0.686,1.0,0,2
12,2.0,2.0,4.0,1.14,0.413,1.0,0,2
12,2.0,2.0,4.0,1.942,0.53,1.0,0,2
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,1.0,1.0,4.0,1.737,0.411,1.0,0,1
12,1.0,1.0,4.0,1.34,0.375,1.0,0,1
12,1.0,1.0,4.0,2.116,0.367,1.0,0,1
12,1.0,1.0,4.0,1.215,0.482,1.0,0,1
12,2.0,2.0,4.0,1.79,0.951,1.0,0,1
12,2.0,2.0,3.0,2.907,0.453,1.0,0,1
12,2.0,2.0,4.0,1.986,0.486,1.0,0,1
12,2.0,1.0,3.0,2.217,0.6,0.0,0,1
12,2.0,2.0,3.0,1.521,0.526,1.0,0,1
12,2.0,2.0,4.0,1.186,0.448,1.0,0,1
12,2.0,2.0,4.0,1.096,0.441,1.0,0,1
12,1.0,1.0,4.0,1.798,0.291,1.0,0,1
12,1.0,1.0,4.0,1.837,0.219,1.0,0,1
12,1.0,2.0,3.0,1.371,0.564,0.0,0,1
12,2.0,2.0,3.0,1.52,0.448,1.0,0,1
12,1.0,1.0,3.0,3.135,0.294,1.0,0,1
12,1.0,1.0,4.0,1.955,0.259,1.0,0,1
12,1.0,1.0,4.0,1.839,0.681,1.0,0,1
12,2.0,2.0,4.0,1.404,0.22,1.0,0,1
12,2.0,2.0,4.0,1.448,0.252,1.0,0,1
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,1.0,2.0,3.0,3.065,1.329,0.0,0,4
12,2.0,2.0,4.0,1.5,0.368,1.0,0,4
12,2.0,1.0,3.0,2.908,0.3,0.0,0,4
12,2.0,2.0,4.0,1.137,0.317,1.0,0,4
12,2.0,2.0,3.0,2.445,0.672,1.0,0,4
12,1.0,1.0,2.0,3.372,3.566,1.0,0,4
12,1.0,1.0,4.0,1.06,0.555,1.0,0,4
12,2.0,2.0,4.0,1.488,0.604,1.0,0,4
12,1.0,1.0,4.0,2.411,0.994,1.0,0,4
12,2.0,2.0,2.0,2.11,1.878,1.0,0,4
12,2.0,1.0,3.0,1.595,0.402,0.0,0,4
12,1.0,1.0,4.0,1.569,0.294,1.0,0,4
12,1.0,2.0,4.0,2.264,0.443,0.0,0,4
12,1.0,NaN,2.0,NaN,2.992,0.0,0,4
12,2.0,1.0,3.0,1.59,0.76,0.0,0,4
12,2.0,2.0,4.0,1.685,1.332,1.0,0,4
12,1.0,2.0,3.0,1.52,0.564,0.0,0,4
12,1.0,1.0,4.0,2.428,0.724,1.0,0,4
12,2.0,2.0,4.0,1.684,0.369,1.0,0,4
12,1.0,1.0,4.0,1.14,0.529,1.0,0,4
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,NaN,NaN,NaN,NaN,NaN,NaN,0,9
12,1.0,1.0,4.0,1.555,0.297,1.0,0,3
12,2.0,1.0,4.0,1.674,0.245,0.0,0,3
12,2.0,1.0,4.0,3.594,0.764,0.0,0,3
12,1.0,2.0,3.0,3.335,0.332,0.0,0,3
12,1.0,1.0,4.0,1.097,0.943,1.0,0,3
12,1.0,1.0,3.0,1.455,0.373,1.0,0,3
12,1.0,2.0,2.0,1.259,1.031,0.0,0,3
12,2.0,2.0,4.0,1.366,0.752,1.0,0,3
12,2.0,2.0,4.0,1.408,0.34,1.0,0,3
12,2.0,2.0,4.0,1.413,0.517,1.0,0,3
