Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difference,Condition
9,2,2,72,1.354,3.4003,0.28533,2
9,2,1,18,1.67,2.1501,0.06,1
9,2,2,25,1.36,1.933,0.11,1
9,1,2,13,1.951,2.2158,0.11,1
9,2,1,19,5.829,2.6662,0.16,1
9,2,2,15,4.904,2.5337,0.21,2
9,1,2,6,2.728,2.4835,0.21,1
9,2,2,7,3.851,3.7837,0.26,2
9,2,1,11,2.32,1.9334,0.26,2
9,1,1,68,1.218,2.0991,0.31,1
9,2,2,21,2.289,3.8335,0.31,2
9,1,1,51,2.204,3.8836,0.26,2
9,2,2,82,1.277,2.0833,0.26,1
9,2,2,73,2.756,2.8498,0.21,2
9,1,1,71,1.964,2.3325,0.21,1
9,1,NaN,NaN,NaN,NaN,0.16,1
9,2,2,64,2.581,1.9332,0.16,2
9,2,2,39,3.277,2.0995,0.16,1
9,1,1,38,3.046,2.6829,0.11,1
9,1,1,45,1.306,3.0339,0.11,1
9,2,1,26,1.798,1.7827,0.06,1
9,2,2,32,3.434,5.1348,0.11,2
9,2,2,24,2.196,3.4166,0.19013,2
9,2,1,13,2.844,1.8161,0.06,1
9,2,2,85,2.683,2.1161,0.28039,2
9,1,1,48,2.541,2.7834,0.11,1
9,1,1,29,5.55,2.5328,0.17917,2
9,1,1,16,3.156,2.416,0.06,1
9,1,2,2,3.258,2.1328,0.01,1
9,2,1,5,3.584,3.5171,0.06,1
9,2,2,13,3.759,2.2162,0.11,2
9,2,2,42,2.965,2.9663,0.11,2
9,2,1,17,2.689,5.818,0.06,1
9,2,2,16,3.265,1.8332,0.11,1
9,2,2,61,1.189,2.1165,0.11,2
9,2,2,15,1.181,2.4333,0.06,1
9,2,1,14,4.233,3.5666,0.06,1
9,2,2,8,8.039,1.9992,0.11,1
9,2,2,3,1.868,2.2498,0.11,1
9,1,1,36,1.669,2.1493,0.13178,2
9,2,1,15,1.863,2.2157,0.06,1
9,2,2,25,2.412,1.7324,0.11,1
9,2,2,86,2.774,3.6338,0.34561,2
9,1,1,35,1.374,1.933,0.18651,2
9,2,1,14,2.104,1.9995,0.091387,2
9,1,1,54,1.265,2.2329,0.11,1
9,2,2,36,7.046,2.0329,0.29328,2
9,2,2,8,1.627,2.1494,0.06,1
9,1,2,7,1.68,2.2829,0.06,2
9,1,1,15,1.691,1.9661,0.11,1
9,2,2,22,3.607,3.317,0.11,1
9,2,1,8,3.258,3.3165,0.06,1
9,1,1,28,2.321,2.216,0.11,2
9,2,2,12,2.96,2.6496,0.11,1
9,1,1,2,1.453,2.6667,0.06,2
9,2,2,65,1.878,1.6499,0.29214,2
9,2,2,0,2.645,2.5331,0.01,1
9,1,1,0,4.995,2.4493,0.01,1
9,2,2,0,3.402,2.7998,0.01,1
9,1,1,68,2.176,1.5997,0.17301,2
9,1,1,35,1.785,1.8325,0.099616,2
9,1,2,32,2.486,2.8829,0.10657,2
9,1,1,7,4.944,2.2497,0.06,2
9,2,2,8,2.22,3.1501,0.06,1
9,1,1,3,2.204,4.3671,0.01,1
9,1,2,3,4.376,2.883,0.01,1
9,1,2,13,5.245,1.7158,0.06,1
9,2,2,34,1.9,2.4994,0.11,1
9,1,2,17,4.846,3.6169,0.11,1
9,2,2,87,2.095,2.0333,0.35859,2
9,1,1,13,5.637,3.2665,0.16,2
9,1,1,5,6.054,2.5664,0.11,1
9,2,2,64,1.058,3.3669,0.29199,2
9,2,2,27,1.474,3.9334,0.15434,2
9,1,1,8,2.415,2.5494,0.06,1
9,1,2,7,3.934,2.366,0.16018,2
9,1,1,6,4.065,2.3333,0.06,1
9,2,1,24,3.582,3.1005,0.19632,2
9,2,2,37,1.333,5.6848,0.14775,2
9,2,2,43,3.968,2.1157,0.32293,2
9,1,1,15,2.682,2.7669,0.06,1
9,2,1,28,2.033,2.5164,0.15077,2
9,2,2,14,4.638,3.9672,0.11,2
9,1,1,25,2.026,4.4672,0.14979,2
9,2,1,15,1.347,1.95,0.06,2
9,2,1,14,1.209,1.4162,0.11,1
9,2,2,45,1.589,2.0493,0.16,2
9,2,2,46,1.203,2.2497,0.16,1
9,1,1,38,1.831,2.1333,0.11,2
9,1,1,24,0.859,2.9338,0.11,1
9,1,1,7,2.881,1.6331,0.06,1
9,1,1,8,0.923,2.2998,0.1769,2
9,2,2,58,1.232,3.0171,0.2182,2
9,1,1,41,0.942,3.4173,0.11134,2
9,2,1,0,2.195,1.7496,0.01,1
9,1,1,23,2.157,2.2996,0.06,2
9,2,2,16,1.244,2.0663,0.06,2
9,2,2,10,3.383,3.901,0.045609,2
9,1,1,62,2.857,3.333,0.18441,2
9,1,1,0,5.104,2.4495,0.01,1
9,2,2,2,2.421,2.1159,0.01,1
9,2,2,0,3.545,3.9004,0.01,1
9,2,1,5,12.18,1.8667,0.19771,2
9,2,1,18,1.95,1.7994,0.090545,2
9,1,1,5,1.034,3.1338,0.11,1
9,2,1,16,1.61,3.4168,0.11,2
9,1,1,55,0.865,1.9495,0.16,1
9,1,NaN,NaN,NaN,NaN,0.16,2
9,2,1,34,6.209,4.1342,0.16,1
9,2,2,38,3.721,3.6169,0.21,1
9,2,2,34,4.666,2.1828,0.21,2
9,2,2,9,6.824,2.0495,0.16,2
9,2,2,55,2.689,2.1329,0.16,1
9,2,NaN,NaN,NaN,NaN,0.35279,2
9,1,1,52,3.478,2.9499,0.11,2
9,1,2,38,1.909,2.3332,0.11,1
9,2,2,35,2.042,5.218,0.16,2
9,1,2,31,2.322,1.7989,0.16,2
9,2,2,67,1.099,2.0992,0.28257,2
9,2,2,38,1.248,2.2497,0.21,1
9,2,2,68,1.624,1.6992,0.29355,2
9,2,2,38,2.724,3.1833,0.20781,2
9,2,2,18,3.223,1.9995,0.25176,2
9,2,2,16,2.907,2.5162,0.24718,2
9,1,1,8,2.897,1.6498,0.06,1
9,2,2,8,2.614,2.1162,0.06,1
9,2,2,3,2.785,2.316,0.01,1
9,1,1,0,1.777,1.9494,0.01,1
9,1,1,7,1.745,1.9826,0.01,1
9,2,1,5,3.116,2.0159,0.01,1
9,2,2,48,1.678,1.6328,0.27924,2
9,2,1,15,8.568,3.1664,0.06,2
9,2,1,16,2.06,2.166,0.11,1
9,2,1,15,2.123,2.2993,0.16,1
9,1,1,67,1.407,1.8659,0.21,1
9,2,2,32,2.262,2.0993,0.22629,2
9,2,1,24,3.51,1.899,0.16,1
9,1,1,47,1.454,2.7329,0.21,2
9,2,2,65,2.362,4.7008,0.5066,2
9,2,2,44,1.124,4.2506,0.16,1
9,1,1,16,1.156,3.817,0.16,1
9,2,2,35,1.127,2.1326,0.15757,2
9,2,2,21,1.549,8.486,0.11,2
9,1,1,16,1.061,2.9666,0.06,1
9,2,1,22,1.768,7.8527,0.06,2
9,1,1,18,0.997,5.7513,0.11,1
9,1,1,58,1.144,1.7996,0.16567,2
9,1,1,7,4.939,1.9495,0.06,1
9,1,1,75,1.005,2.166,0.25399,2
9,1,1,84,1.453,2.0155,0.33022,2
9,2,1,71,1.079,1.9665,0.17266,2
9,2,1,41,1.833,2.1162,0.06,2
9,2,1,55,3.939,4.4843,0.11,2
9,2,2,79,1.042,2.5335,0.27673,2
9,1,1,63,1.425,2.5998,0.16,1
9,1,1,44,2.028,2.516,0.11,2
9,2,2,34,1.639,2.2327,0.11,1
9,2,2,66,1.53,2.6329,0.22279,2
9,1,2,17,2.908,2.9333,0.06,1
9,1,1,15,3.69,4.8179,0.13419,2
9,2,2,12,1.419,1.5328,0.11,1
9,2,2,18,0.97,2.7497,0.06,1
9,1,1,17,0.815,2.1492,0.06,1
9,2,2,8,3.934,2.4658,0.078726,2
9,2,2,74,0.999,2.5492,0.20904,2
9,1,1,53,2.477,2.1332,0.19772,2
9,1,1,36,1.964,1.2161,0.16002,2
9,1,1,1,1.923,1.8498,0.01,1
9,1,1,21,2.523,2.2496,0.23238,2
9,2,2,15,2.255,3.6507,0.25099,2
9,2,2,2,3.575,1.6657,0.01,1
9,1,2,2,2.703,3.0666,0.01,1
9,1,NaN,NaN,NaN,NaN,0.1696,2
9,2,2,19,1.712,4.2678,0.18668,2
9,2,2,73,0.933,2.0659,0.23989,2
9,1,1,35,1.309,2.1331,0.06,1
9,1,2,35,3.134,2.1661,0.090733,2
9,2,2,66,1.495,1.9828,0.3168,2
9,2,2,52,0.984,3.4505,0.31108,2
9,2,2,36,3.226,2.7332,0.06,2
9,1,1,25,2.457,2.1493,0.06,2
9,1,1,2,2.367,2.0327,0.01,1
9,2,1,2,2.393,2.116,0.01,1
9,1,1,22,1.657,1.5992,0.16495,2
9,2,2,15,1.631,1.3158,0.06,1
9,1,1,6,4.638,1.9334,0.060088,2
9,2,2,1,1.596,4.1508,0.01,1
9,2,2,5,1.935,2.3993,0.23831,2
9,1,2,2,1.04,1.7997,0.01,1
9,2,2,12,5.457,1.9,0.06,2
9,1,2,5,1.626,2.0496,0.06,1
9,1,1,23,3.393,2.1497,0.15647,2
9,1,2,18,1.916,2.6662,0.11,2
9,2,2,38,1.858,2.1832,0.16,1
9,2,2,31,4.081,1.8491,0.16,1
9,2,2,22,4.071,2.9661,0.17058,2
9,1,1,19,3.047,2.0833,0.11,1
9,1,1,12,6.487,2.4836,0.17412,2
9,2,2,13,1.992,1.6156,0.06,1
9,1,2,2,2.353,2.9501,0.01,1
9,2,2,50,1.217,2.3997,0.16048,2
9,1,1,2,8.048,3.5003,0.06,1
9,1,1,61,4.525,4.4336,0.2217,2
9,1,1,3,2.867,2.2494,0.01,1
9,2,2,82,1.592,1.9158,0.29345,2
9,2,2,26,4.728,2.7831,0.14601,2
9,1,1,1,1.523,2.8999,0.01,1
9,1,2,0,2.346,1.9661,0.01,1
9,1,2,9,1.905,2.1494,0.06,1
9,1,1,11,1.504,1.9828,0.11,1
9,2,2,17,1.766,1.6163,0.11,1
9,1,2,15,2.759,2.7333,0.06,1
9,1,1,19,1.372,3.4506,0.11,1
9,1,1,25,1.501,1.5165,0.11,1
9,1,1,11,1.395,2.0157,0.06,1
9,2,2,8,1.156,2.1333,0.06,1
9,1,1,17,3.038,2.4492,0.16743,2
9,2,2,3,2.502,3.7836,0.01,1
9,1,2,0,2.565,1.9826,0.01,1
9,2,1,7,1.701,2.1666,0.06,1
9,2,2,13,1.063,2.2164,0.11,1
9,2,2,29,1.283,1.9825,0.11,1
9,2,1,24,1.947,1.783,0.16863,2
9,2,2,10,2.945,2.2162,0.11,1
9,2,2,54,1.295,1.666,0.26108,2
9,1,1,15,2.387,2.2495,0.14787,2
9,1,2,4,1.882,1.9991,0.06,1
9,1,1,5,1.124,2.2996,0.11,2
9,2,2,65,1.704,1.5821,0.33185,2
9,1,1,27,1.701,2.3328,0.06,1
9,2,2,16,1.306,1.7663,0.06,1
9,1,2,1,2.708,3.734,0.01,1
9,2,2,4,1.868,6.102,0.096167,2
9,2,2,64,1.712,2.2659,0.24503,2
9,1,2,2,2.34,3.8504,0.01,1
9,2,2,9,2.303,2.3663,0.06,1
9,2,2,81,1.221,2.9,0.29714,2
9,2,2,1,1.966,2.5332,0.01,1
9,2,2,26,1.807,2.0492,0.17796,2
9,2,2,2,2.373,1.9325,0.01,1
9,1,1,74,1.847,2.5666,0.21938,2
9,1,1,1,1.841,2.533,0.01,1
9,2,1,9,2.951,2.8,0.14374,2
9,1,1,31,1.047,1.8325,0.12797,2
9,2,2,27,2.124,1.5993,0.06,2
9,2,2,0,1.89,1.5821,0.01,1
9,2,1,28,3.219,2.15,0.08817,2
9,1,2,41,1.671,2.2165,0.13585,2
9,2,2,79,1.049,2.4168,0.33313,2
9,2,1,17,3.665,1.8995,0.11,1
9,2,2,37,1.824,1.699,0.16,1
9,1,1,72,1.036,1.882,0.2511,2
9,2,1,52,1.017,1.9328,0.11,2
9,1,1,58,1.484,1.6659,0.16,1
9,2,1,48,1.7,1.5997,0.16,1
9,2,2,76,1.266,1.8659,0.21,1
9,1,NaN,NaN,NaN,NaN,0.21,1
9,2,2,27,2.534,2.083,0.21,1
9,1,2,65,1.66,2.4159,0.16,2
9,2,2,41,1.09,2.416,0.21,1
9,1,1,44,1.557,1.8662,0.21,1
9,2,2,57,1.008,2.1825,0.16,1
9,2,2,57,1.756,1.8494,0.16,2
9,2,2,57,0.918,2.3493,0.17613,2
9,2,2,32,1.52,1.7327,0.11,1
9,2,2,33,1.152,2.3494,0.06,1
9,1,1,43,0.944,2.263,0.16608,2
9,1,1,32,1.572,3.1153,0.066827,2
9,1,1,21,1.051,2.6835,0.064877,2
9,1,2,1,1.823,2.1487,0.01,1
9,1,1,17,1.011,3.131,0.06,2
9,2,2,46,1.825,2.35,0.26693,2
9,2,2,62,1.089,1.9495,0.18368,2
9,2,1,22,1.889,1.8995,0.068701,2
9,2,2,71,1.547,1.566,0.20531,2
9,2,2,28,1.472,2.3826,0.06,1
9,1,1,0,2.309,1.9326,0.01,1
9,1,1,72,1.255,2.4498,0.2342,2
9,2,1,0,1.676,1.7159,0.01,1
9,2,2,28,1.593,1.9332,0.20511,2
9,1,2,7,4.383,2.4999,0.06,1
9,1,1,12,2.288,2.4835,0.11,1
9,2,2,52,1.675,2.2972,0.29513,2
9,1,1,17,1.351,1.697,0.06,1
9,1,1,17,7.212,3.9173,0.06,1
9,2,NaN,NaN,NaN,NaN,0.01,2
9,1,2,19,1.216,2.0157,0.074639,2
9,2,2,89,1.43,4.7339,0.35176,2
9,1,1,24,1.039,1.7156,0.06,1
9,2,2,2,2.132,2.1993,0.01,1
9,2,2,0,3.127,1.5655,0.01,1
9,2,1,2,2.326,1.8321,0.01,1
9,2,2,14,1.221,1.7827,0.06,1
9,1,2,2,2.532,1.3996,0.11308,2
9,2,2,84,1.511,1.5159,0.30977,2
9,2,2,59,1.626,3.2165,0.23611,2
9,2,1,17,1.86,1.9499,0.1474,2
9,2,2,73,1.496,2.7503,0.32053,2
9,1,1,31,4.297,2.2162,0.11,1
9,1,1,4,3.303,1.5497,0.06,2
9,2,2,12,2.807,1.7161,0.067966,2
9,2,2,75,1.898,1.4996,0.27062,2
9,2,2,61,0.994,2.4999,0.17557,2
9,1,1,1,2.02,2.0831,0.01,1
9,2,2,0,3.715,1.8824,0.01,1
9,1,2,33,2.174,1.9833,0.2217,2
9,2,2,28,3.083,1.9492,0.17353,2
9,2,2,12,4.754,2.233,0.13616,2
9,1,1,0,2.259,1.9498,0.01,1
9,1,1,34,1.637,1.9159,0.18164,2
9,2,2,32,1.914,2.1832,0.12165,2
9,1,2,19,2.929,2.5328,0.13568,2
9,1,1,18,3.164,2.6827,0.06,2
9,1,2,20,4.64,1.7827,0.06,1
9,2,2,26,2.007,1.6828,0.11,1
9,1,2,14,2.794,1.7995,0.11,2
9,2,2,62,1.229,1.7827,0.16,1
9,2,2,74,1.486,1.6163,0.16,1
9,1,1,22,1.324,1.9491,0.11,1
9,2,2,55,1.484,1.5656,0.11,1
9,2,2,29,5.681,2.9004,0.06,1
9,2,2,16,1.006,2.0996,0.06,1
9,1,2,18,6.272,2.3664,0.15095,2
9,1,2,16,2.445,2.2827,0.06,1
9,2,2,34,1.571,1.5155,0.11,1
9,1,NaN,NaN,NaN,NaN,0.11,1
9,2,2,16,2.59,1.8823,0.11,2
9,1,2,16,1.182,2.2499,0.06,1
9,2,2,81,1.565,1.5824,0.25184,2
9,1,1,59,1.748,2.6161,0.11,2
9,1,2,19,2.03,1.616,0.06,1
9,2,2,58,2.356,1.7663,0.11,1
9,1,2,59,1.664,1.733,0.11,2
9,2,1,9,4.636,1.8994,0.16,2
9,1,1,64,1.047,1.7497,0.21,1
9,1,1,50,1.709,3.6499,0.21,2
9,2,2,39,1.177,3.434,0.16,1
9,2,2,39,1.008,3.2834,0.21598,2
9,2,2,34,1.81,5.1512,0.11,1
9,1,1,38,0.904,2.6662,0.11,1
9,2,2,76,1.877,1.749,0.3029,2
9,1,2,47,4.892,3.7667,0.08121,2
9,2,2,5,5.983,1.8832,0.16088,2
9,1,2,15,3.006,1.9158,0.11,1
9,1,2,23,8.334,2.3661,0.16,1
9,1,1,42,3.876,2.9332,0.21,1
9,1,1,47,1.361,1.9666,0.21,1
9,2,2,71,2.889,1.9162,0.16,1
9,1,2,17,1.952,2.2661,0.16,1
9,2,2,29,2.161,2.1834,0.21,2
9,1,1,58,1.186,3.2167,0.21,2
9,2,2,74,0.874,2.133,0.25585,2
9,2,2,70,2.383,3.3999,0.16,1
9,2,2,55,1.565,1.9161,0.11,1
9,1,2,54,1.015,2.3168,0.11,2
9,1,1,39,2.288,1.8832,0.16,2
9,1,1,61,1.818,2.3995,0.16,1
9,2,2,53,1.673,4.801,0.11,1
9,2,2,50,1.209,30.614,0.31067,2
9,1,1,40,4.923,6.5017,0.16781,2
9,2,2,40,1.747,2.4167,0.1748,2
9,2,2,13,2.47,1.5829,0.19068,2
9,2,2,2,1.673,2.1501,0.01,1
9,1,1,14,6.143,2.6829,0.13185,2
9,2,1,0,1.813,2.0665,0.01,1
9,2,2,82,1.513,1.9328,0.30429,2
9,1,1,27,3.154,1.7495,0.06,1
9,2,2,0,2.417,1.6656,0.01,1
9,1,1,50,1.894,3.0663,0.2203,2
9,1,2,1,1.928,4.0175,0.01,1
9,2,2,83,1.428,1.9499,0.30076,2
10,1,2,100,1.997,3.6025,0.21,2
10,1,NaN,NaN,NaN,NaN,0.26,1
10,2,NaN,NaN,NaN,NaN,0.42101,2
10,2,2,100,1.223,1.6464,0.26,1
10,1,NaN,NaN,NaN,NaN,0.26,1
10,2,2,96,2.321,3.9492,0.26,2
10,1,2,100,1.949,3.9163,0.21,2
10,1,NaN,NaN,NaN,NaN,0.26,1
10,1,NaN,NaN,NaN,NaN,0.26,1
10,2,2,100,1.787,1.6991,0.26,2
10,1,NaN,NaN,NaN,NaN,0.26,1
10,1,1,100,1.312,2.7496,0.26,1
10,1,1,100,1.824,2.5333,0.21,1
10,1,NaN,NaN,NaN,NaN,0.21,1
10,2,2,95,2.24,5.4344,0.21,1
10,2,2,100,1.116,1.3988,0.54194,2
10,1,1,100,8.228,2.2829,0.16,1
10,1,2,44,6.657,9.7868,0.11,1
10,1,2,100,1.674,0.88267,0.16,1
10,2,1,80,2.269,5.6682,0.21,1
10,2,2,85,0.994,6.6182,0.26,1
10,1,2,100,0.921,1.4495,0.26,1
10,1,1,100,2.007,1.3321,0.31,2
10,2,2,100,1.285,3.1005,0.31,1
10,1,1,100,1.332,1.7323,0.26,2
10,2,2,100,2.11,4.7169,0.26,2
10,2,2,66,1.847,7.1184,0.21,2
10,2,1,54,2.644,8.1527,0.21,1
10,1,2,100,1.338,5.5005,0.26,2
10,2,2,100,0.999,1.1494,0.31,2
10,1,NaN,NaN,NaN,NaN,0.31,2
10,2,2,86,1.212,6.3011,0.22492,1
10,1,NaN,NaN,NaN,NaN,0.26,1
10,2,2,100,1.569,2.5993,0.26,2
10,1,NaN,NaN,NaN,NaN,0.26,1
10,1,1,95,1.991,6.1687,0.26,1
10,1,NaN,NaN,NaN,NaN,0.21,1
10,1,1,70,5.126,16.4236,0.21,2
10,1,1,100,5.524,1.8496,0.21,2
10,2,2,100,1.446,1.5159,0.16,2
10,2,2,65,8.491,9.0197,0.16,1
10,2,NaN,NaN,NaN,NaN,0.88259,2
10,2,2,35,7.472,9.62,0.11,1
10,2,2,100,0.909,1.2651,0.25176,2
10,2,2,60,9.318,10.2703,0.06,1
10,1,2,0,6.199,1.6497,0.06,1
10,2,1,46,11.304,8.5198,0.11,1
10,1,1,0,6.403,1.8826,0.16,1
10,2,2,100,0.94,1.1991,0.16,2
10,1,2,95,1.73,2.5491,0.11,2
10,1,1,100,2.814,1.6662,0.49056,2
10,1,NaN,NaN,NaN,NaN,0.16,1
10,1,2,80,2.029,7.0188,0.16,2
10,1,NaN,NaN,NaN,NaN,0.21,1
10,1,2,75,0.965,3.6841,0.21,1
10,2,2,100,1.366,2.6827,0.26,2
10,1,1,100,1.191,1.4161,0.26,2
10,2,2,100,0.936,0.93187,0.21,2
10,2,2,68,3.942,7.2359,0.21,1
10,2,2,100,1.868,1.4492,0.22194,2
10,2,2,100,1.186,1.3823,0.16,2
10,2,1,55,6.655,8.1195,0.28396,2
10,1,1,85,7.365,5.6515,0.16,1
10,2,2,0,5.639,1.8328,0.16,2
10,2,NaN,NaN,NaN,NaN,0.21045,2
10,1,2,35,8.144,6.4516,0.15998,2
10,1,1,80,1.588,4.7344,0.16,2
10,2,1,96,2.53,4.1672,0.16,2
10,2,2,100,1.211,1.1655,0.21,1
10,1,NaN,NaN,NaN,NaN,0.21,1
10,1,2,100,0.849,2.0326,0.21,2
10,2,1,75,8.528,6.7854,0.26,2
10,1,NaN,NaN,NaN,NaN,0.31,1
10,1,NaN,NaN,NaN,NaN,0.31,1
10,2,2,100,2.061,1.7662,0.31,1
10,2,2,100,1.317,1.699,0.31,1
10,2,2,100,2.264,1.933,0.26,2
10,1,1,0,7.258,4.6679,0.26,1
10,2,2,100,2.618,1.1662,0.21,2
10,1,1,100,1.934,1.5162,0.21,1
10,1,2,95,2.504,7.5024,0.16,1
10,1,NaN,NaN,NaN,NaN,0.21,2
10,1,NaN,NaN,NaN,NaN,0.21,1
10,2,NaN,NaN,NaN,NaN,0.21,2
10,2,2,75,5.195,8.2024,0.21,1
10,1,1,0,4.638,1.8833,0.21,1
10,1,1,85,3.976,7.0023,0.16,2
10,1,2,40,4.697,7.8191,0.16,1
10,2,2,100,1.32,0.89887,0.33207,2
10,1,NaN,NaN,NaN,NaN,0.21,2
10,1,1,60,5.13,8.6026,0.21,2
10,1,1,80,8.407,6.8687,0.16,1
10,2,2,5,9.472,7.3522,0.16,1
10,2,2,100,2.48,1.2992,0.41144,2
10,2,NaN,NaN,NaN,NaN,3.1423,2
10,1,1,0,6.992,2.2661,0.11,1
10,1,1,0,6.993,2.6499,0.06,1
10,1,1,0,10.547,2.4162,0.06,2
10,1,1,10,3.809,7.4193,0.25777,2
10,1,1,5,3.486,5.651,0.16249,2
10,2,2,100,1.619,1.0494,0.29558,2
10,1,2,0,2.926,8.1357,0.15672,2
10,1,2,100,1.923,1.2662,0.2599,2
10,1,1,61,9.062,9.32,0.13939,2
10,1,2,0,14.829,7.169,0.11,1
10,2,1,100,11.389,1.0995,0.16,1
10,1,2,100,1.072,1.3162,0.21,2
10,1,1,80,4.108,8.1361,0.26,2
10,1,NaN,NaN,NaN,NaN,0.26,2
10,2,1,100,1.753,1.066,0.26,2
10,2,2,100,1.876,1.1995,0.31,1
10,1,NaN,NaN,NaN,NaN,0.31,1
10,2,2,80,2.458,6.9019,0.31,1
10,2,2,100,1.142,1.8158,0.26,1
10,1,NaN,NaN,NaN,NaN,0.26,2
10,1,NaN,NaN,NaN,NaN,0.26,2
10,1,1,100,1.501,3.1504,0.26,2
10,2,2,100,1.196,1.6158,0.21,1
10,1,NaN,NaN,NaN,NaN,0.21,1
10,1,NaN,NaN,NaN,NaN,0.21,1
10,2,2,100,0.796,2.3609,0.21,1
10,2,2,100,1.43,1.2629,0.26639,2
10,1,1,100,1.389,2.2642,0.16,1
10,2,NaN,NaN,NaN,NaN,0.19195,2
10,2,NaN,NaN,NaN,NaN,0.11,1
10,1,1,98,1.598,7.8514,0.11,2
10,2,2,100,1.718,8.8853,0.11,2
10,1,1,70,5.741,7.3351,0.06,1
10,2,1,0,9.605,1.5482,0.06,1
10,1,1,100,1.416,1.6324,0.26221,2
10,2,2,100,3.476,1.0649,0.11,1
10,2,2,0,7.798,3.05,0.06,1
10,2,2,70,3.915,5.7175,0.06,2
10,2,1,0,18.521,2.0491,0.01,1
10,1,2,70,3.066,6.4345,0.06,1
10,2,2,100,0.855,1.1485,0.11,1
10,1,1,95,2.088,3.7004,0.11,1
10,1,1,70,3.806,7.7016,0.06,2
10,2,NaN,NaN,NaN,NaN,0.21374,2
10,1,1,100,6.225,1.2153,0.06,1
10,2,NaN,NaN,NaN,NaN,1.1118,2
10,1,2,0,15.686,1.4493,0.01,1
10,2,NaN,NaN,NaN,NaN,0.06,1
10,1,1,100,0.841,1.6322,0.30431,2
10,1,1,100,1.559,1.3327,0.06,2
10,1,1,100,0.947,1.2823,0.17087,2
10,2,2,35,7.791,7.8359,0.036891,2
10,2,1,0,4.887,1.1992,0.01,1
10,1,1,86,2.463,4.0169,0.06,1
10,1,1,64,2.605,4.2506,0.06,1
10,2,2,0,6.55,4.2171,0.01,1
10,1,NaN,NaN,NaN,NaN,0.23054,2
10,1,1,100,1.483,1.8828,0.11728,2
10,2,1,36,4.768,8.953,0.10964,2
10,2,2,100,4.651,1.3828,0.06,1
10,1,1,34,9.133,3.7332,0.06,1
10,1,1,0,6.93,2.0657,0.01,1
10,2,1,65,6.681,2.9165,0.02116,2
10,2,2,100,1.033,1.4327,0.06,1
10,2,2,60,3.163,6.6018,0.06,1
10,1,2,0,7.394,1.5819,0.01,2
10,1,1,75,4.075,5.3845,0.06,1
10,1,2,70,3.067,3.3161,0.06,2
10,2,2,100,1.001,1.0488,0.11,2
10,2,2,100,1.451,2.8331,0.11,1
10,2,2,80,1.825,4.1337,0.06,1
10,2,2,40,2.341,7.8522,0.06,1
10,2,2,100,1.389,2.9991,0.15911,2
10,2,NaN,NaN,NaN,NaN,1.0853,2
10,1,1,100,1.869,1.2321,0.27047,2
10,1,1,80,3.676,9.9038,0.01,1
10,2,2,0,4.824,1.4151,0.01,1
10,1,1,100,1.086,1.2653,0.074412,2
10,1,2,0,5.242,2.4659,0.01,1
10,2,2,100,1.12,1.1492,0.25578,2
10,2,NaN,NaN,NaN,NaN,0.06,1
10,2,1,80,1.576,9.6363,0.06,1
10,2,1,100,1.121,1.2489,0.11,1
10,1,NaN,NaN,NaN,NaN,0.16,1
10,1,1,100,1.715,3.066,0.16,1
10,1,NaN,NaN,NaN,NaN,0.16,1
10,1,1,100,0.919,1.4661,0.16,1
10,1,1,100,2.148,1.7491,0.11,1
10,2,1,97,1.587,4.2674,0.11,2
10,2,NaN,NaN,NaN,NaN,1.2073,2
10,1,NaN,NaN,NaN,NaN,0.16,2
10,2,1,100,1.891,1.2989,0.16,1
10,2,2,100,1.699,1.2654,0.21,2
10,2,2,100,1.283,1.2823,0.21,2
10,2,2,100,3.682,1.3489,0.16,1
10,2,2,100,3.726,2.4,0.16,1
10,1,2,100,1.631,1.8153,0.11,2
10,1,1,100,1.125,2.2829,0.16,1
10,2,2,77,2.186,6.0844,0.16,1
10,2,2,100,1.465,1.3991,0.33456,2
10,1,1,70,1.712,5.1347,0.12443,2
10,2,1,85,4.53,7.0521,0.06,1
10,1,2,100,2.731,1.5155,0.14763,2
10,2,2,100,1.392,2.2158,0.2076,2
10,1,NaN,NaN,NaN,NaN,0.16,1
10,1,NaN,NaN,NaN,NaN,0.16,1
10,2,2,100,1.43,1.3991,0.16,1
10,1,NaN,NaN,NaN,NaN,0.11,1
10,2,2,0,3.409,2.1997,0.11,1
10,1,1,100,1.254,1.4496,0.11,2
10,2,NaN,NaN,NaN,NaN,1.3677,2
10,1,1,5,9.372,2.9161,0.22334,2
10,2,NaN,NaN,NaN,NaN,0.2727,2
10,1,1,76,5.736,6.7519,0.06,2
10,2,2,100,1.341,1.016,0.1851,2
10,2,1,55,1.898,5.1014,0.01,1
10,2,2,100,1.925,1.849,0.06,1
10,1,1,0,1.302,1.8158,0.06,1
10,2,NaN,NaN,NaN,NaN,0.10957,2
10,1,1,100,0.918,1.4322,0.26862,2
10,1,2,0,3.666,1.8492,0.01,1
10,2,1,70,6.364,6.5682,0.06,2
10,2,2,100,0.864,1.3995,0.44714,2
10,2,NaN,NaN,NaN,NaN,0.22737,2
10,2,1,100,3.535,1.3493,0.11,2
10,2,2,100,1.311,1.1488,0.16,1
10,2,2,100,1.274,1.7495,0.16,2
10,1,1,96,1.61,4.3168,0.11,1
