Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difference,Condition
22,1,2,11,6.592,2.5326,0.18059,2
22,1,1,72,2.235,1.6332,0.11298,2
22,1,2,0,1.697,1.6655,0.06,1
22,2,NaN,NaN,NaN,NaN,0.11,2
22,2,2,23,2.527,1.3491,0.11,1
22,2,1,0,4.081,1.6999,0.11,1
22,2,2,84,2.296,1.4326,0.16,1
22,2,2,100,1.386,1.4162,0.41819,2
22,1,2,21,2.588,1.3329,0.11,1
22,2,2,94,2.159,1.4994,0.16,1
22,2,2,56,1.409,1.8658,0.16,1
22,1,1,91,1.511,1.3156,0.20882,2
22,2,2,66,1.44,1.8494,0.11,1
22,2,2,100,2.156,2.6493,0.29098,2
22,1,2,79,1.663,1.5157,0.06,2
22,2,2,45,2.183,1.6829,0.11,2
22,2,2,20,2.105,1.4161,0.26782,2
22,1,2,20,1.661,1.3487,0.06,1
22,1,1,21,4.513,1.8156,0.11,2
22,1,2,86,1.506,2.2167,0.11,1
22,2,2,93,1.424,1.8489,0.16,2
22,1,1,45,2.601,1.799,0.16,1
22,1,2,43,1.526,1.6495,0.11,1
22,1,1,13,3.055,1.6993,0.16,1
22,1,1,33,4.156,1.2989,0.16,1
22,2,2,100,1.599,1.2991,0.3253,2
22,2,2,100,1.565,1.3995,0.21283,2
22,2,2,19,2.365,1.7494,0.06,1
22,2,2,93,2.448,1.4992,0.15486,2
22,2,2,100,2.91,1.3829,0.24838,2
22,2,1,6,2.317,2.0165,0.037388,2
22,1,1,2,2.829,1.5491,0.06,1
22,2,2,100,1.395,1.8494,0.21259,2
22,1,1,42,1.918,1.5495,0.15052,2
22,2,1,3,3.159,1.6492,0.01,1
22,2,2,7,1.589,1.4159,0.06,1
22,1,1,100,2.904,1.4989,0.21401,2
22,1,1,87,2.32,1.3659,0.16661,2
22,2,2,100,1.508,1.516,0.26524,2
22,2,1,0,3.535,3.0496,0.01,1
22,1,2,0,1.865,1.6329,0.06,2
22,1,2,13,2.689,1.6331,0.11,1
22,2,2,100,1.466,1.1988,0.26732,2
22,2,2,88,2.568,1.7664,0.20867,2
22,2,2,42,2.145,1.3994,0.11,1
22,1,2,38,2.593,1.3663,0.11,1
22,2,2,24,2.944,1.4821,0.30397,2
22,2,2,76,2.196,1.566,0.16,1
22,2,2,100,1.487,1.2828,0.20271,2
22,1,2,82,1.41,1.6992,0.11,1
22,2,2,70,2.297,1.5494,0.16,2
22,2,2,100,2.12,1.7332,0.16,1
22,2,2,100,1.3,2.2496,0.2799,2
22,2,2,100,1.553,1.1822,0.11,2
22,2,2,91,1.873,1.7494,0.06,1
22,1,2,90,3.2,1.3659,0.06,2
22,1,1,70,5.608,1.7159,0.39816,2
22,1,2,9,1.588,2.0827,0.11,1
22,1,2,30,2.255,2.2664,0.16,2
22,2,2,100,1.6,1.8822,0.21,1
22,2,2,79,2.187,1.8496,0.21,1
22,1,1,59,1.419,2.0164,0.16,2
22,2,2,80,2.008,2.1835,0.16,1
22,2,2,100,2.004,1.5498,0.2503,2
22,1,1,14,1.515,1.7658,0.11,1
22,2,2,10,2.535,2.25,0.06,1
22,1,2,30,1.474,1.9827,0.06,1
22,2,2,100,1.451,1.6496,0.36533,2
22,2,2,15,2.446,1.4662,0.11,1
22,2,2,90,1.543,1.6161,0.06,2
22,1,1,3,3.283,2.4158,0.06,2
22,2,2,100,1.977,1.0661,0.26548,2
22,1,2,87,2.23,1.3654,0.16686,2
22,1,2,70,1.486,1.4994,0.06,1
22,2,2,83,1.379,1.2821,0.14643,2
22,1,1,16,3.01,1.3326,0.11,1
22,2,2,100,2.016,1.2995,0.18098,2
22,1,1,26,1.988,1.4156,0.06,1
22,1,1,8,2.716,1.8663,0.25208,2
22,1,2,0,2.02,1.5822,0.01,1
22,1,2,7,2.704,1.2154,0.06,1
22,2,1,10,6.904,2.3666,0.11,1
22,1,1,21,4.035,1.5664,0.16,1
22,2,2,100,2.151,1.1987,0.27534,2
22,1,1,52,1.442,1.3994,0.30378,2
22,1,1,44,2.661,1.4491,0.11,1
22,2,2,0,2.432,1.5661,0.06,1
22,2,2,100,2.187,1.099,0.29688,2
22,1,1,12,1.394,1.2156,0.072796,2
22,1,1,0,3.281,1.5322,0.01,1
22,2,2,0,1.538,1.3994,0.01,1
22,2,2,0,1.548,1.5993,0.01,1
22,1,1,17,4.865,1.616,0.01,1
22,1,2,0,2.055,1.5163,0.01,1
22,1,1,29,2.735,1.2986,0.25184,2
22,1,2,12,1.531,1.9666,0.06,1
22,2,2,71,2.23,1.282,0.11,1
22,1,2,30,2.198,1.5994,0.11,1
22,1,1,31,3.532,2.1326,0.16,1
22,2,2,7,1.505,2.1666,0.16,1
22,2,2,78,1.338,1.5657,0.11,2
22,1,2,35,1.459,1.2824,0.11,1
22,2,2,84,2.654,1.1158,0.16,1
22,2,2,70,1.61,1.099,0.16,1
22,2,2,100,1.375,1.5156,0.32519,2
22,1,1,29,4.76,1.583,0.11,1
22,1,1,34,2.632,1.9156,0.18263,2
22,2,2,56,3.122,1.5988,0.096304,2
22,2,2,0,1.596,1.6324,0.01,1
22,2,2,97,2.225,1.1327,0.14604,2
22,1,1,0,1.771,1.2661,0.01,1
22,1,2,11,5.212,1.2657,0.01,1
22,2,1,24,1.787,3.1832,0.06,2
22,2,1,20,3.197,1.6823,0.17214,2
22,1,2,52,2.397,1.5996,0.16,1
22,2,2,100,1.327,0.99858,0.21,1
22,2,2,100,1.515,1.0827,0.31431,2
22,2,2,100,2.242,1.0819,0.16,1
22,2,2,85,2.16,1.3323,0.22437,2
22,1,1,81,2.509,1.6496,0.2432,2
22,1,1,100,2.126,2.3497,0.11,2
22,1,2,52,1.466,1.4829,0.06,2
22,1,2,96,1.611,1.4664,0.11,1
22,1,2,100,1.476,1.2826,0.16,1
22,2,2,100,1.246,1.683,0.21,1
22,1,1,79,2.558,1.6657,0.21,2
22,2,2,94,1.46,2.5161,0.16,2
22,1,2,77,1.894,1.3661,0.16,2
22,2,2,100,2.114,1.0662,0.27252,2
22,1,1,92,1.687,1.2826,0.21,2
22,1,2,93,1.334,1.3995,0.16,1
22,1,1,76,2.427,4.4666,0.21,2
22,1,2,88,3.169,1.4985,0.21,1
22,2,2,100,2.099,1.1491,0.26,2
22,2,2,100,1.352,1.2985,0.26,2
22,2,2,93,2.033,1.5988,0.21,2
22,2,2,100,1.387,1.1155,0.21,2
22,2,2,49,5.032,1.2653,0.16,1
22,2,2,96,1.425,1.099,0.16,1
22,2,2,83,1.395,1.499,0.11,1
22,2,1,0,2.264,2.0661,0.11,2
22,1,2,32,2.04,3.3169,0.16,2
22,2,2,63,2.578,1.533,0.32893,2
22,2,2,100,2.115,1.2161,0.21,1
22,1,2,93,2.14,1.1816,0.16,2
22,2,2,100,2.053,1.433,0.21,1
22,2,1,29,3.176,1.2825,0.21,1
22,1,1,56,1.67,1.4993,0.26,1
22,1,1,100,2.436,4.1166,0.26,2
22,1,1,88,3.857,1.6997,0.21,2
22,1,1,90,1.566,1.2822,0.21,2
22,2,2,100,2.016,1.1158,0.23493,2
22,2,2,86,2.263,1.8659,0.16,1
22,2,2,0,2.064,2.3,0.11,1
22,2,2,89,1.959,1.2494,0.15472,2
22,2,2,16,2.287,1.2995,0.17177,2
22,1,1,1,1.54,1.4996,0.06,1
22,2,1,49,2.935,1.2662,0.26345,2
22,1,2,0,3.231,1.7823,0.06,1
22,1,1,0,2.519,1.232,0.11,1
22,2,2,74,2.107,1.1323,0.11,2
22,2,2,0,2.379,1.3988,0.06,1
22,1,1,0,1.798,1.8162,0.06,2
22,1,1,100,2.555,2.1493,0.28015,2
22,1,1,0,2.576,1.3491,0.01,1
22,2,2,94,1.542,1.3995,0.13547,2
22,2,NaN,NaN,NaN,NaN,0.43619,2
22,2,2,0,2.169,1.3162,0.01,1
22,2,2,100,2.312,1.5325,0.27589,2
22,1,1,4,3.257,1.6321,0.022501,2
22,1,2,0,1.418,1.5824,0.11953,2
22,2,2,37,1.406,1.1825,0.06,2
22,1,1,100,2.624,1.2486,0.24871,2
22,2,2,0,2.175,1.9991,0.01,1
22,2,2,100,1.633,1.4497,0.2341,2
22,1,1,0,1.609,1.3996,0.01,1
22,1,1,39,1.802,1.6161,0.24153,2
22,1,1,93,2.236,1.5824,0.39604,2
22,1,2,0,2.52,1.2493,0.01,1
22,1,1,72,4.138,1.4659,0.51781,2
22,1,2,0,1.532,1.3157,0.06,1
22,2,2,100,1.509,1.4328,0.23609,2
22,2,2,97,1.39,1.1325,0.11,2
22,1,1,77,2.184,1.0492,0.26519,2
22,2,2,96,1.415,1.2491,0.13497,2
22,2,2,100,1.997,1.6156,0.11538,2
22,1,1,0,1.541,1.433,0.01,1
22,2,1,6,1.342,1.7828,0.01,1
22,2,2,22,2.405,1.5327,0.2294,2
22,2,2,0,1.478,1.4156,0.06,1
22,2,2,14,1.914,1.299,0.01,1
22,1,1,11,2.238,1.6155,0.01,1
22,2,1,0,1.457,2.3493,0.01,1
22,1,2,0,1.533,1.2989,0.06,1
22,2,2,100,1.987,1.2991,0.11,1
22,2,2,68,1.412,2.3496,0.11,1
22,1,1,24,2.442,1.3997,0.06,1
22,1,1,34,2.788,2.25,0.06,2
22,2,2,0,1.398,1.2488,0.01,1
22,1,1,12,3.57,1.8326,0.15177,2
22,2,2,96,1.923,1.6325,0.18155,2
22,1,1,0,1.468,1.6494,0.01,1
22,2,2,0,2.049,1.6994,0.01,1
22,2,2,90,1.485,1.3329,0.25874,2
22,1,2,0,1.715,1.4155,0.01,1
22,2,2,32,1.47,2.2993,0.06,1
22,1,1,85,1.284,1.2823,0.35704,2
22,1,1,81,1.253,1.8662,0.26856,2
22,2,2,0,2.049,1.95,0.01,1
22,1,1,0,1.31,2.733,0.01,1
22,2,1,0,3.018,1.766,0.01,1
22,1,1,72,1.803,1.4828,0.48126,2
22,2,1,12,2.838,3.017,0.06,1
22,1,1,58,1.395,1.2494,0.11,2
22,2,2,68,1.941,1.6499,0.11,2
22,1,2,69,1.394,1.4161,0.06,1
22,2,2,84,1.529,1.1658,0.11,1
22,2,2,6,3.896,1.2155,0.11,1
22,2,2,0,2.377,1.5821,0.06,2
22,1,1,57,2.711,2.0992,0.06,1
22,2,2,85,2.204,1.3823,0.24325,2
22,2,1,0,1.724,1.3324,0.01,1
22,1,2,84,1.533,1.1327,0.06,2
22,1,2,50,2.349,1.5155,0.11,2
22,2,2,67,1.448,1.116,0.16,1
22,1,2,17,2.279,1.2658,0.16,2
22,1,2,71,1.748,1.0654,0.21,1
22,1,2,86,1.478,1.3162,0.26,1
22,1,NaN,NaN,NaN,NaN,0.31,1
22,2,2,100,2.103,1.032,0.31,1
22,1,1,100,2.038,1.2494,0.31,2
22,2,2,100,1.327,1.2159,0.26,2
22,1,NaN,NaN,NaN,NaN,0.26,1
22,2,2,73,2.48,1.5995,0.26,2
22,1,1,100,2.623,1.4996,0.21,1
22,2,2,100,2.177,1.2661,0.21,2
22,1,1,28,2.837,1.7661,0.16,1
22,2,2,77,1.494,1.5825,0.16,2
22,2,2,95,1.069,3.0162,0.32661,2
22,1,2,27,2.391,1.3658,0.18723,2
22,2,2,6,3.188,2.183,0.16,1
22,2,2,76,1.77,1.716,0.16,1
22,1,1,13,3.188,1.7164,0.11,1
22,2,2,23,1.383,2.6669,0.11,1
22,1,2,93,1.491,1.3987,0.06,1
22,2,2,0,1.86,2.6498,0.11,1
22,1,1,64,5.361,2.1664,0.24436,2
22,1,1,49,2.303,1.2322,0.24041,2
22,1,2,0,1.419,1.332,0.06,1
22,1,1,32,2.793,2.083,0.20013,2
22,2,2,100,1.582,1.4494,0.11,1
23,2,1,73,1.207,2.9624,0.21,1
23,1,1,57,2.085,2.8967,0.26,1
23,2,2,13,5.662,2.1979,0.26,2
23,1,1,91,1.868,2.5331,0.21,1
23,1,1,99,0.924,2.8663,0.21,1
23,2,2,3,2.304,1.8155,0.16,1
23,1,2,67,1.543,2.5492,0.16,1
23,1,1,81,1.27,2.8826,0.21,1
23,2,2,100,1.934,2.7997,0.30642,2
23,2,2,21,5.112,2.3332,0.16,1
23,1,1,41,1.057,2.1326,0.16,2
23,2,1,0,3.115,2.6001,0.11,2
23,2,1,15,9.533,3.1672,0.16,1
23,1,1,26,2.426,3.8171,0.21,1
23,1,NaN,NaN,NaN,NaN,0.21,2
23,1,1,97,1.716,1.7155,0.21,1
23,2,1,65,2.407,1.4494,0.16,2
23,2,2,93,1.8,7.9694,0.21,1
23,1,NaN,NaN,NaN,NaN,0.21,2
23,2,2,61,2.717,2.4831,0.21,1
23,1,1,89,1.852,2.2832,0.3001,2
23,1,1,92,1.709,2.2158,0.2139,2
23,2,2,34,1.917,2.2159,0.11,1
23,1,1,63,1.217,2.3001,0.11,1
23,2,1,5,3.829,2.5324,0.06,1
23,2,2,70,1.568,2.016,0.23473,2
23,1,1,66,3.573,1.616,0.11,1
23,1,1,73,2.238,1.9663,0.06,2
23,1,1,96,1.714,2.3994,0.21305,2
23,2,2,36,2.387,2.3491,0.11649,2
23,1,2,85,1.706,2.1657,0.01,1
23,2,2,79,2.574,2.4491,0.1845,2
23,1,1,33,1.4,2.583,0.11474,2
23,2,2,86,1.174,1.9155,0.22003,2
23,1,1,100,1.654,2.1647,0.01,1
23,2,2,97,1.313,2.1996,0.01,1
23,2,2,93,3.585,1.7653,0.01,1
23,2,2,0,45.603,4.1005,0.01,1
23,1,1,61,3.653,2.2657,0.01,1
23,1,1,27,2.476,1.7991,0.01,1
23,2,1,4,3.883,3,0.01,1
23,2,1,59,1.587,1.9989,0.079537,2
23,1,1,64,0.987,1.4829,0.11,1
23,2,2,58,1.343,1.6991,0.11,1
23,1,1,71,1.771,1.6825,0.088148,2
23,2,NaN,NaN,NaN,NaN,0.1949,2
23,1,NaN,NaN,NaN,NaN,0.16341,2
23,2,2,6,1.048,2.8494,0.32387,2
23,2,1,64,1.34,2.2328,0.07164,2
23,1,1,34,2.984,2.2331,0.06,2
23,2,2,11,3.982,1.8331,0.06,1
23,1,1,95,1.75,1.4828,0.15725,2
23,2,1,3,3.878,1.9156,0.01,1
23,2,2,85,1.649,2.6993,0.17723,2
23,2,2,39,2.643,3.0166,0.21672,2
23,2,2,81,1.915,1.9993,0.21825,2
23,1,1,2,3.042,2.4496,0.01,1
23,1,1,77,1.405,1.9331,0.15766,2
23,2,1,16,3.235,1.8493,0.01,1
23,1,1,99,1.098,2.2833,0.16396,2
23,2,2,73,0.968,1.8491,0.17128,2
23,2,1,0,3.434,2.4659,0.01,1
23,1,1,18,1.205,1.7825,0.06,1
23,1,1,69,2.757,2.3496,0.06,1
23,2,1,1,2.655,1.5159,0.01,1
23,1,1,91,1.23,1.7993,0.10447,2
23,1,1,99,1.617,1.3826,0.17057,2
23,2,NaN,NaN,NaN,NaN,0.16073,2
23,1,NaN,NaN,NaN,NaN,0.11747,2
23,1,1,4,2.416,1.8831,0.01,1
23,1,NaN,NaN,NaN,NaN,0.094193,2
23,1,1,2,3.261,2.2496,0.01,1
23,2,1,19,2.924,1.349,0.01,1
23,1,1,92,1.144,1.9993,0.2058,2
23,2,2,82,2.177,2.1493,0.2219,2
23,1,1,98,1.733,1.4993,0.19919,2
23,1,1,28,1.676,1.8496,0.094132,2
23,2,1,0,3.393,1.699,0.01,1
23,1,1,81,1.7,1.6657,0.06,1
23,2,2,100,1.635,1.9329,0.32462,2
23,2,1,3,2.867,1.1821,0.01,1
23,2,NaN,NaN,NaN,NaN,0.11825,2
23,2,1,5,1.16,1.633,0.06,1
23,2,2,13,7.147,2.2151,0.11,1
23,2,2,12,2.373,1.7164,0.11,2
23,1,1,91,0.956,3.0165,0.29226,2
23,2,2,92,1.308,1.9497,0.1574,2
23,1,1,0,2.81,1.4656,0.01,1
23,1,1,68,1.605,1.0828,0.071894,2
23,2,NaN,NaN,NaN,NaN,0.01,2
23,1,1,2,1.895,1.7659,0.01,1
23,1,1,9,2.576,1.8823,0.01,1
23,1,1,2,1.905,1.8656,0.01,1
23,2,1,16,2.333,3.433,0.078627,2
23,1,NaN,NaN,NaN,NaN,0.17374,2
23,2,2,44,3.63,1.0823,0.26453,2
23,1,1,92,2.596,2.1661,0.06,1
23,2,1,72,2.19,2.3828,0.132,2
23,1,1,11,1.482,2.4168,0.06,1
23,2,1,12,1.71,2.8497,0.06,2
23,1,1,66,0.972,2.5999,0.11,1
23,2,2,2,4.684,2.8828,0.11,1
23,1,NaN,NaN,NaN,NaN,0.148,2
23,1,NaN,NaN,NaN,NaN,0.099631,2
23,1,1,2,3.558,1.849,0.06,1
23,2,2,0,2.009,4.7008,0.06,1
23,2,1,0,6.729,1.7996,0.01,1
23,2,1,16,6.5,1.5321,0.13299,2
23,2,1,6,3.62,1.8163,0.11,1
23,1,1,78,1.132,1.9323,0.16,1
23,1,1,20,1.12,2.6666,0.16,1
23,1,1,83,1.504,1.7162,0.15885,2
23,1,1,78,0.986,2.1496,0.11,2
23,1,NaN,NaN,NaN,NaN,0.097333,2
23,1,1,96,1.559,1.8826,0.19781,2
23,2,1,67,1.599,1.4996,0.06,1
23,1,1,93,1.646,1.8988,0.11,1
23,2,2,6,7.858,2.3658,0.11,2
23,2,2,0,1.905,2.3493,0.06,1
23,1,NaN,NaN,NaN,NaN,0.2018,2
23,2,2,2,3.7,3.259,0.06,2
23,1,NaN,NaN,NaN,NaN,0.01,1
23,1,1,83,2.616,3.5149,0.10604,2
23,2,1,4,2.959,2.9135,0.01,1
23,1,1,64,2.557,1.6989,0.06,1
23,2,2,100,1.575,2.4325,0.36986,2
23,1,2,2,2.839,1.999,0.01,1
23,1,1,23,1.723,2.2327,0.16784,2
23,2,1,15,2.407,2.2654,0.06,1
23,1,1,92,1.956,2.299,0.11,2
23,1,1,98,1.542,1.0988,0.11,2
23,1,1,97,1.064,1.732,0.06,1
23,2,1,15,3.529,1.4656,0.16038,2
23,2,2,79,1.201,2.0157,0.11,1
23,2,2,95,1.983,1.5489,0.11,1
23,2,1,14,4.652,1.8492,0.06,1
23,1,1,64,2.895,1.7826,0.11,2
23,2,1,9,5.397,1.4656,0.11,1
23,1,1,16,1.578,2.4992,0.16,1
23,1,1,77,2.112,1.5328,0.16,1
23,2,2,92,1.049,2.2994,0.21945,2
23,1,1,75,1.108,2.5833,0.11,1
23,2,2,27,2.714,1.9321,0.06,1
23,2,2,5,3.232,2.3333,0.06,1
23,2,2,97,1.725,1.5324,0.1232,2
23,1,1,68,3.37,1.4823,0.01,1
23,1,2,3,4.467,1.5993,0.15445,2
23,2,2,24,4.624,2.2325,0.06,1
23,2,2,97,1.103,1.6993,0.27058,2
23,1,1,95,0.987,1.9492,0.22912,2
23,1,2,3,2.354,1.8488,0.01,1
23,1,1,88,1.909,1.2151,0.06,1
23,1,2,8,5.07,2.4494,0.13399,2
23,1,1,59,1.385,1.8829,0.11,1
23,2,2,97,1.555,2.3831,0.11,1
23,2,2,100,1.081,1.8994,0.1979,2
23,2,2,2,1.308,1.9331,0.06,1
23,2,NaN,NaN,NaN,NaN,0.01,1
23,2,NaN,NaN,NaN,NaN,0.53216,2
23,2,2,2,2.934,2.6163,0.01,1
23,1,1,0,4.106,2.2663,0.057948,2
23,1,NaN,NaN,NaN,NaN,0.20869,2
23,1,2,74,2.492,2.3656,0.092751,2
23,2,2,100,1.642,2.0324,0.25978,2
23,1,2,25,1.338,1.5823,0.06,2
23,1,1,9,4.858,1.8831,0.11,1
23,2,2,100,2.336,2.3656,0.11,1
23,1,1,5,4.737,1.7658,0.06,1
23,1,1,20,1.929,1.7655,0.06,1
23,2,1,0,2.19,3.1328,0.01,1
23,2,2,100,1.49,1.6829,0.18194,2
23,1,1,17,2.585,3.1162,0.11739,2
23,2,2,67,2.841,1.6663,0.01,1
23,2,2,64,1.694,1.3655,0.12496,2
23,1,1,3,1.593,1.9497,0.09121,2
23,2,2,5,2.7,2.0663,0.030824,2
23,1,1,7,1.755,1.616,0.072732,2
23,1,1,13,2.691,3.117,0.052214,2
23,2,1,0,1.75,2.2665,0.01,1
23,1,1,77,1.099,1.833,0.06,1
23,2,1,2,2.538,1.8162,0.06,1
23,1,1,1,2.303,1.3824,0.11,1
23,1,NaN,NaN,NaN,NaN,0.11,2
23,2,2,67,1.682,3.4002,0.11,2
23,1,1,7,0.931,1.549,0.06,2
23,2,2,80,1.841,1.2819,0.085492,2
23,2,2,27,1.58,1.8825,0.096635,2
23,2,1,0,1.955,1.3828,0.01,1
23,2,2,0,0.993,1.8991,0.06,1
23,2,2,87,1.593,2.5165,0.06,1
23,2,2,96,0.968,1.4991,0.11151,2
23,1,NaN,NaN,NaN,NaN,0.01,1
23,1,1,100,1.616,1.3486,0.30821,2
23,1,1,81,2.162,1.8161,0.14374,2
23,1,1,7,2.007,1.8331,0.01,1
23,1,1,95,0.893,1.5495,0.26312,2
23,1,2,2,2.945,1.749,0.01,1
23,2,2,73,1.106,1.3827,0.06,1
23,2,2,88,0.855,1.3991,0.30555,2
23,2,2,98,1.061,2.4501,0.18789,2
23,1,1,28,2.159,3.15,0.016741,2
23,1,2,5,2.717,1.6493,0.01,1
23,2,NaN,NaN,NaN,NaN,0.17874,2
23,2,2,6,2.981,2.149,0.11,1
23,2,2,99,0.929,2.6331,0.3749,2
23,1,1,23,1.075,1.8326,0.06,1
23,2,2,74,1.759,2.4158,0.06,1
23,2,2,8,2.165,2.516,0.01,1
23,2,2,0,3.66,1.9323,0.01,1
23,2,2,99,1.737,2.1157,0.25371,2
23,2,2,85,2.743,1.9996,0.01,1
23,1,1,23,5.894,1.9825,0.14055,2
23,1,1,77,1.139,2.183,0.11878,2
23,1,1,5,5.575,1.8662,0.01,1
23,1,1,2,2.765,1.7496,0.01,1
23,2,2,71,2.06,1.6153,0.16563,2
23,1,1,93,0.988,1.3655,0.1986,2
23,1,1,74,1.892,1.5496,0.01,1
23,2,NaN,NaN,NaN,NaN,1.5557,2
23,2,2,4,3.101,1.5996,0.01,1
23,1,1,96,1.885,1.683,0.22277,2
23,1,2,54,1.901,1.8993,0.01,1
23,2,1,96,1.609,1.1653,0.17019,2
23,2,2,79,1.696,1.816,0.11,1
23,2,2,100,1.631,2.1663,0.14723,2
23,2,2,97,1.861,1.9331,0.22527,2
23,2,2,12,1.139,1.8332,0.11478,2
23,2,2,82,1.096,1.5325,0.18137,2
23,2,2,17,1.685,1.6829,0.073329,2
23,2,2,92,0.897,1.4994,0.17784,2
23,2,2,79,7.717,2.0829,0.10813,2
23,1,2,3,3.391,1.8327,0.01,1
23,2,1,4,2.93,1.933,0.06,1
23,2,2,96,0.947,1.9989,0.31089,2
23,2,2,85,0.949,1.4323,0.14021,2
23,2,2,81,1.041,3.2164,0.06,1
23,2,2,74,1.032,1.5493,0.06,1
23,2,2,2,1.669,2.0663,0.01,1
23,2,1,10,2.428,1.7493,0.01,1
23,2,2,18,1.854,2.3659,0.14385,2
23,2,2,5,1.329,3.4662,0.06,1
23,1,2,0,2.112,2.116,0.01,1
23,1,2,83,4.281,1.816,0.06,1
23,1,2,6,1.109,1.916,0.11,2
23,1,1,87,1.048,1.7996,0.16,1
23,2,2,70,1.151,1.4988,0.16,1
23,2,2,97,0.962,0.93273,0.30639,2
23,2,1,8,8.138,1.5829,0.11,1
23,1,NaN,NaN,NaN,NaN,0.16,1
23,1,1,2,1.858,1.4663,0.16,1
23,2,2,0,1.822,1.9326,0.16,1
23,2,1,0,2.694,2.3499,0.11,2
23,2,1,63,1.821,2.0324,0.16,2
23,2,2,81,1.594,2.3831,0.21,1
23,2,2,97,1.376,2.433,0.21,1
23,2,2,100,1.559,1.7656,0.16,2
23,1,1,67,1.579,1.6498,0.16,1
23,2,2,75,2.424,1.7661,0.11,1
23,2,2,94,0.854,3.1496,0.26911,2
23,1,2,2,2.208,2.0995,0.06,1
23,2,2,12,3.468,2.0324,0.17282,2
23,1,1,86,1.892,1.6496,0.11,2
23,1,2,86,1.458,1.983,0.06,1
23,2,1,6,3.557,1.9828,0.11,1
23,2,2,96,1.723,1.9159,0.27226,2
23,2,2,7,1.186,2.2158,0.16,1
23,1,2,4,1.668,2.7664,0.11,2
23,1,1,90,0.815,1.5996,0.16,1
23,1,1,14,2.096,1.5653,0.16,2
23,2,2,94,1.036,1.5829,0.21673,2
23,1,1,9,1.711,1.7486,0.11,1
23,2,2,85,1.314,2.0155,0.06,1
23,1,1,8,3.7,2.75,0.06,1
23,1,1,90,0.875,2.0997,0.19368,2
23,2,2,98,0.923,1.6828,0.15971,2
23,1,2,0,4.133,1.7324,0.01,1
23,2,2,7,1.142,1.2153,0.06,1
23,2,2,100,4.974,2.6494,0.33244,2
23,2,2,84,0.899,2.0995,0.18127,2
23,1,2,71,3.606,2.4334,0.01,1
23,2,2,54,1.325,1.8488,0.06,1
23,1,2,10,1.653,1.7822,0.06,2
23,2,2,30,0.994,1.6159,0.11,1
23,2,2,6,4.703,1.7991,0.11,2
23,2,2,73,1.687,1.7821,0.06,1
23,1,2,10,1.022,2.2495,0.16299,2
23,1,2,5,1.56,1.5157,0.11,1
23,1,2,6,3.276,1.0658,0.16,2
23,2,2,87,1.03,1.532,0.21,1
23,2,2,94,2.55,2.0163,0.21,1
23,2,2,100,1.843,1.8493,0.27079,2
23,2,2,97,1.703,4.3843,0.16,1
23,1,1,94,1.152,2.2828,0.11,2
23,2,2,100,0.941,1.5161,0.1666,2
23,2,2,74,1.321,1.4321,0.06,2
23,2,2,84,0.957,1.7497,0.06,1
23,1,2,5,1.796,1.8996,0.01,1
23,1,2,0,2.819,2.1329,0.06,1
23,2,2,16,4.076,1.5663,0.11,1
23,2,2,10,1.228,1.9322,0.11,1
23,2,2,12,2.051,1.933,0.29159,2
23,1,1,65,1.087,1.4323,0.11437,2
23,2,2,94,0.973,2.0325,0.16313,2
23,2,1,10,2.494,2.3333,0.045987,2
23,2,2,84,0.852,1.7992,0.22042,2
23,1,2,9,1.958,1.6489,0.11188,2
23,2,2,25,1.861,1.6829,0.11,2
23,2,2,81,1.76,1.633,0.11,1
23,2,2,96,0.851,2.3492,0.31265,2
23,1,2,19,1.543,1.649,0.06,1
23,2,2,82,1.256,1.4991,0.11,1
23,2,2,85,0.886,1.5655,0.11,1
23,2,2,10,3.664,2.683,0.06,2
23,2,2,67,1.15,2.7836,0.06,2
23,2,2,92,0.884,2.6494,0.12438,2
23,2,2,100,2.149,1.6164,0.23397,2
23,1,1,0,2.38,2.2159,0.01,1
23,2,1,7,3.08,1.9657,0.01,1
23,1,2,13,1.177,3.0665,0.06,1
23,2,2,82,0.97,1.7825,0.11,1
23,2,2,90,1.019,1.9499,0.14277,2
23,2,2,9,1.818,2.1326,0.06,1
23,2,1,5,1.208,1.8828,0.06,2
23,2,2,100,1.701,1.3823,0.21037,2
23,2,2,93,1.528,1.5995,0.2615,2
23,1,1,6,3.275,2.2,0.17871,2
23,2,2,65,1.031,3.1332,0.06,1
23,1,2,2,1.837,2.1659,0.01,1
23,2,2,4,1.98,1.8999,0.088113,2
23,1,1,0,3.14,1.6827,0.06,1
23,2,2,7,1.802,1.8656,0.01,1
23,1,1,4,1.057,1.5657,0.077062,2
23,2,2,63,2.64,1.7825,0.149,2
23,1,2,89,4.436,2.1831,0.14375,2
23,1,1,6,2.506,1.9165,0.06,1
23,2,1,1,2.86,1.599,0.098223,2
23,2,2,66,0.883,1.7662,0.11,1
23,2,2,95,1.342,1.2328,0.11,1
23,1,2,7,1.819,2.0991,0.06,2
23,2,2,85,0.982,1.3824,0.11,1
23,2,2,89,0.872,1.4494,0.11,2
23,1,2,0,5.178,1.4156,0.06,1
23,2,2,99,0.778,1.3321,0.32496,2
23,2,2,91,1.817,1.5988,0.17709,2
23,2,2,1,1.044,1.8496,0.06,1
23,2,2,98,2.461,2.3663,0.2104,2
