Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Training
3172645,1,1,4,1.409,0.446,43,0
3172645,1,1,6,1.239,0.65,43,0
3172645,0,0,4,1.374,0.236,38,0
3172645,0,0,5,1.285,0.491,38,0
3172645,0,0,4,1.336,0.372,35,0
3172645,1,1,4,1.207,0.552,35,0
3172645,1,1,6,1.338,0.651,32,0
3172645,1,1,4,1.545,0.471,32,0
3172645,0,1,5,1.474,0.39,29,0
3172645,1,0,4,0.997,0.347,32,0
3172645,0,0,4,1.12,0.308,35,0
3172645,1,1,6,1.376,0.538,35,0
3172645,0,0,4,1.475,0.236,32,0
3172645,1,0,2,1.23,0.658,32,0
3172645,0,0,4,0.982,0.258,35,0
3172645,1,0,4,1.494,0.266,35,0
3172645,0,0,2,1.095,0.334,38,0
3172645,0,0,4,1.354,0.201,38,0
3172645,0,0,4,1.008,0.242,35,0
3172645,1,1,5,1.405,0.582,35,0
3172645,1,0,5,0.794,0.574,32,0
3172645,1,1,5,1.134,0.524,35,0
3172645,0,0,5,1.015,0.278,35,0
3172645,1,1,6,1.19,0.724,32,0
3172645,0,0,5,1.015,0.355,32,0
3172645,1,1,5,1.163,0.548,29,0
3172645,0,0,4,1.033,0.325,29,0
3172645,1,1,6,1.206,0.627,26,0
3172645,0,0,4,0.922,0.316,26,0
3172645,1,1,4,1.521,0.831,23,0
3172645,1,0,5,1.053,0.276,23,0
3172645,1,1,4,1.346,0.425,26,0
3172645,0,0,4,1.586,0.236,26,0
3172645,1,0,5,2.322,0.441,23,0
3172645,0,1,4,6.055,1.225,26,0
3172645,0,0,5,1.091,0.605,29,0
3172645,1,0,4,1.129,1.564,29,0
3172645,0,1,4,1.471,1.987,32,0
3172645,0,1,4,12.339,0.406,35,0
3172645,1,0,5,2,0.586,38,0
3172645,0,0,5,1.242,0.518,43,0
3172645,1,1,4,1.421,0.614,43,0
3172645,0,0,5,1.393,0.343,38,0
3172645,0,0,4,1.647,0.752,38,0
3172645,0,0,5,1.345,0.437,35,0
3172645,1,0,4,1.295,0.349,35,0
3172645,0,0,5,1.45,0.349,38,0
3172645,0,0,2,1.789,0.762,38,0
3172645,1,0,4,1.643,0.242,35,0
3172645,1,1,5,1.334,0.625,38,0
3172645,1,0,4,1.197,0.252,38,0
3172645,1,1,5,1.746,0.55,43,0
3172645,0,0,5,1.267,0.266,43,0
3172645,0,0,2,1.087,0.43,38,0
3172645,0,0,4,1.241,0.25,38,0
3172645,1,1,5,1.202,0.493,35,0
3172645,1,1,6,1.168,0.58,35,0
3172645,1,1,5,1.099,0.483,32,0
3172645,0,0,4,0.991,0.285,32,0
3172645,1,0,5,1.186,0.484,29,0
3172645,0,0,4,1.077,0.254,32,0
3172645,1,1,2,1.292,1.248,32,0
3172645,0,0,6,1,0.474,29,0
3172645,1,1,4,1.432,0.409,29,0
3172645,0,0,5,0.921,0.294,26,0
3172645,1,0,4,1.016,0.326,26,0
3172645,0,0,2,0.893,0.497,29,0
3172645,0,0,4,1.064,0.293,29,0
3172645,0,0,5,1.513,0.409,26,0
3172645,1,1,2,2.131,1.312,26,0
3172645,1,1,4,1.252,4.774,23,0
3172645,1,0,5,1.265,0.379,23,0
3172645,0,0,5,1.223,0.31,26,0
3172645,1,1,5,1.33,0.652,26,0
3172645,0,0,5,0.998,0.272,23,0
3172645,1,0,4,0.973,0.248,23,0
3172645,0,0,4,1.071,0.284,26,0
3172645,1,1,5,1.483,0.507,26,0
3172645,0,0,4,1.074,0.372,23,0
3172645,1,0,4,1.079,0.25,23,0
3172645,1,1,4,1.298,0.383,26,0
3172645,1,0,4,1.039,0.234,26,0
3172645,0,0,4,1.096,0.271,29,0
3172645,1,0,2,2.167,0.342,29,0
3172645,0,0,4,1.018,0.316,32,0
3172645,0,0,4,0.99,0.267,32,0
3172645,1,0,5,1.039,0.519,29,0
3172645,0,0,4,0.933,0.309,32,0
3172645,0,0,5,1.402,0.272,32,0
3172645,1,0,3,1.443,0.478,29,0
3172645,0,0,4,1.074,0.411,32,0
3172645,1,0,5,1,0.268,32,0
3172645,0,0,2,1.082,0.777,35,0
3172645,0,0,4,0.97,0.369,35,0
3172645,0,0,5,0.943,0.645,32,0
3172645,1,0,4,0.895,0.315,32,0
3172645,0,0,5,0.709,0.71,35,0
3172645,0,0,5,0.982,0.616,35,0
3172645,1,0,2,1.233,0.492,32,0
3172645,1,1,4,1.787,0.48,35,0
3172645,1,1,4,1.306,0.626,35,0
3172645,1,0,3,1.128,0.743,32,0
3172645,0,0,4,1.225,0.463,35,0
3172645,0,0,4,1.119,1.118,35,0
3172645,0,0,5,1.051,0.435,32,0
3172645,1,0,5,1.074,0.452,32,0
3172645,1,0,4,5.251,2.386,35,0
3172645,1,1,5,1.255,0.752,38,0
3172645,0,0,4,1.107,1.662,38,0
3172645,1,0,5,1.068,0.458,35,0
3172645,0,0,6,0.96,0.527,38,0
3172645,1,0,4,1.044,0.28,38,0
3172645,0,0,5,0.865,0.422,43,0
3172645,1,1,4,1.329,0.496,43,0
3172645,0,0,5,1.326,0.373,38,0
3172645,1,1,4,1.359,0.382,38,0
3172645,0,0,5,0.786,0.441,35,0
3172645,0,1,5,0.917,0.437,35,0
3172645,0,0,5,0.973,0.3,38,0
3172645,1,0,2,0.584,1.087,38,0
3172645,1,0,3,1.248,0.477,43,0
3172645,1,1,5,1.212,2.549,47,0
3172645,0,0,4,5.112,1.218,47,0
3172645,1,1,5,1.148,0.604,43,0
3172645,0,0,4,0.977,0.509,43,0
3172645,1,1,5,1.133,0.568,38,0
3172645,0,0,5,1.02,0.415,38,0
3172645,1,0,5,5.877,1.482,35,0
3172645,0,0,5,1.961,0.584,38,0
3172645,1,1,4,1.242,0.479,38,0
3172645,1,0,5,1.142,0.431,35,0
3172645,1,1,5,1.08,0.562,38,0
3172645,0,1,4,7.304,2.21,38,0
3172645,1,1,2,3.906,0.382,43,0
3172645,0,0,6,1.421,0.574,43,0
3172645,0,0,6,0.865,0.289,38,0
3172645,1,1,4,1.19,0.408,38,0
3172645,0,0,5,0.91,0.407,35,0
3172645,0,1,6,1.179,0.483,35,0
3172645,1,1,5,1.047,0.591,38,0
3172645,0,0,5,0.936,0.328,38,0
3172645,1,1,6,1.053,0.6,35,0
3172645,0,0,4,1.01,0.343,35,0
3172645,0,0,5,0.966,0.399,32,0
3172645,0,0,6,1.025,0.351,32,0
3172645,1,1,5,1.144,0.745,29,0
3172645,0,0,6,0.981,0.362,29,0
3172645,0,1,4,1.57,0.36,26,0
3172645,1,1,6,1.339,0.682,29,0
3172645,1,0,5,1.111,0.58,29,0
3172645,1,1,6,1.174,0.632,32,0
3172645,1,0,4,1.015,0.311,32,0
3172645,0,0,6,1.043,0.387,35,0
3172645,0,0,6,1.151,0.409,35,0
3172645,0,0,6,0.926,0.334,32,0
3172645,1,1,6,1.213,0.608,32,0
3172645,1,1,4,1.268,0.782,29,0
3172645,1,1,5,1.132,0.567,29,0
3172645,0,1,5,1.695,0.576,26,0
3172645,1,0,5,1.222,0.375,29,0
3172645,0,1,5,1.174,0.893,32,0
3172645,1,0,2,0.996,0.58,35,0
3172645,0,0,4,0.988,0.26,38,0
3172645,1,1,5,1.253,0.506,38,0
3172645,0,0,4,0.998,0.218,35,0
3172645,1,0,4,1.946,0.385,35,0
3172645,0,0,5,1.014,0.404,38,0
3172645,0,1,5,1.259,0.942,38,0
3172645,0,0,4,1.395,0.725,43,0
3172645,1,1,5,1.396,2.001,43,0
3172645,1,1,4,1.281,0.871,38,0
3172645,1,0,5,0.978,0.364,38,0
3172645,0,0,4,1.038,0.265,43,0
3172645,1,1,6,1.124,1.119,43,0
3172645,0,0,4,0.979,0.27,38,0
3172645,1,1,6,1.029,0.571,38,0
3172645,0,0,4,1.133,0.334,35,0
3172645,1,1,6,1.107,0.564,35,0
3172645,0,0,4,1.092,0.251,32,0
3172645,1,1,6,1.344,0.619,32,0
3172645,1,1,6,1.269,0.683,29,0
3172645,1,0,2,1.544,0.378,29,0
3172645,0,0,6,1.123,0.36,32,0
3172645,1,1,6,1.507,0.979,32,0
3172645,0,0,5,1.316,0.536,29,0
3172645,0,1,6,1.244,0.696,29,0
3172645,1,0,5,4.266,1.367,32,0
3172645,0,0,4,1.082,0.304,35,0
3172645,0,0,4,1.023,0.275,35,0
3172645,1,1,5,1.505,0.517,32,0
3172645,0,0,4,0.943,0.345,32,0
3172645,1,1,5,1.157,0.572,29,0
3172645,0,0,4,0.955,0.242,29,0
3172645,0,0,2,1.096,0.451,26,0
3172645,0,0,4,1.359,0.484,26,0
3172645,1,1,1,1.448,0.608,23,0
3172645,0,0,4,1.101,0.251,23,0
3172645,0,1,5,1.407,0.428,21,0
3172645,1,1,5,1.311,0.506,23,0
3172645,1,1,5,1.172,0.573,23,0
3172645,1,0,4,1.081,0.256,21,0
3172645,1,0,5,1.139,0.29,23,0
3172645,0,0,4,3.865,0.862,26,0
3172645,0,0,5,1.347,0.339,26,0
3172645,0,0,5,1.089,0.302,23,0
3172645,1,1,6,1.327,0.543,23,0
3172645,1,0,4,1.412,0.268,21,0
3172645,1,1,6,1.227,0.545,23,0
3172645,0,0,6,2.382,0.341,23,0
3172645,1,1,5,1.327,0.607,21,0
3172645,0,0,5,0.96,0.464,21,0
3172645,1,1,5,1.284,0.539,19,0
3172645,0,0,5,1.096,0.361,19,0
3172645,1,1,4,1.174,0.546,17,0
3172645,0,1,6,1.155,0.601,17,0
3241041,0,0,6,0.552,5.345,77,0
3241041,0,0,6,0.477,1.161,77,0
3241041,1,1,6,0.71,0.679,70,0
3241041,1,1,6,0.854,1.687,70,0
3241041,1,1,4,1.069,0.769,63,0
3241041,0,0,6,2.526,0.864,63,0
3241041,0,1,1,1.102,0.078,57,0
3241041,1,1,4,0.75,0.843,63,0
3241041,1,1,6,0.742,0.576,63,0
3241041,1,1,5,0.847,0.858,57,0
3241041,0,0,3,0.804,0.763,57,0
3241041,0,0,2,0.842,1.686,52,0
3241041,1,1,6,0.614,0.414,52,0
3241041,0,0,6,0.941,1.541,47,0
3241041,0,0,6,0.667,0.467,47,0
3241041,0,0,6,0.58,0.488,43,0
3241041,1,1,4,0.762,0.71,43,0
3241041,1,0,5,1.022,0.66,38,0
3241041,0,0,6,0.531,0.447,43,0
3241041,0,0,6,0.797,1.096,43,0
3241041,1,0,3,1.646,1.437,38,0
3241041,0,0,3,0.875,1.333,43,0
3241041,0,0,4,0.688,0.706,43,0
3241041,1,1,5,1.079,1.202,38,0
3241041,1,1,3,1.041,0.558,38,0
3241041,1,1,4,0.769,1.34,35,0
3241041,0,0,5,0.561,0.6,35,0
3241041,0,0,3,0.649,0.747,32,0
3241041,1,1,6,0.724,0.41,32,0
3241041,0,0,5,0.548,0.486,29,0
3241041,1,1,4,1.12,0.519,29,0
3241041,0,0,5,0.512,0.833,26,0
3241041,1,1,3,0.661,0.5,26,0
3241041,0,0,4,0.656,0.505,23,0
3241041,1,1,5,0.745,0.76,23,0
3241041,1,1,5,0.78,1.532,21,0
3241041,0,0,2,0.865,0.495,21,0
3241041,0,0,2,0.886,1.481,19,0
3241041,1,0,3,0.856,0.427,19,0
3241041,1,0,4,0.669,0.705,21,0
3241041,1,1,5,0.936,1.781,23,0
3241041,0,0,6,0.651,0.617,23,0
3241041,0,0,6,0.964,0.412,21,0
3241041,1,0,3,1.011,0.575,21,0
3241041,1,1,5,0.91,0.545,23,0
3241041,1,0,4,0.648,0.81,23,0
3241041,0,0,6,0.765,0.81,26,0
3241041,0,1,4,0.783,0.484,26,0
3241041,1,1,5,0.728,0.669,29,0
3241041,0,0,6,0.99,0.476,29,0
3241041,0,0,6,1.703,0.042,26,0
3241041,0,0,5,1.052,0.701,26,0
3241041,1,0,3,0.883,1.149,23,0
3241041,1,1,5,0.889,0.741,26,0
3241041,1,1,5,0.669,0.406,26,0
3241041,0,0,6,0.603,0.423,23,0
3241041,0,0,4,0.771,0.548,23,0
3241041,1,0,3,1.725,0.569,21,0
3241041,1,1,4,0.761,0.331,23,0
3241041,1,0,6,0.654,0.352,23,0
3241041,0,0,5,0.533,0.446,26,0
3241041,0,0,6,0.598,0.307,26,0
3241041,1,0,6,0.599,0.363,23,0
3241041,0,0,3,0.804,0.432,26,0
3241041,0,0,4,0.812,0.463,26,0
3241041,0,0,5,0.665,0.534,23,0
3241041,1,0,5,0.684,0.396,23,0
3241041,1,0,3,1.189,0.335,26,0
3241041,0,0,6,0.627,0.499,29,0
3241041,0,0,5,0.545,0.466,29,0
3241041,1,0,3,0.646,0.315,26,0
3241041,0,0,5,0.478,0.365,29,0
3241041,0,0,5,0.494,0.386,29,0
3241041,1,0,4,0.598,0.335,26,0
3241041,1,1,6,0.862,3.554,29,0
3241041,1,1,5,1.326,0.546,29,0
3241041,0,0,6,1.589,0.822,26,0
3241041,0,0,6,0.547,0.306,26,0
3241041,1,1,6,0.656,0.291,23,0
3241041,0,0,6,0.848,0.353,23,0
3241041,1,0,6,0.944,0.313,21,0
3241041,0,1,6,0.66,0.294,23,0
3241041,1,1,6,0.673,0.261,26,0
3241041,0,0,6,0.552,0.281,26,0
3241041,1,1,6,0.631,0.296,23,0
3241041,1,1,6,0.666,0.268,23,0
3241041,0,0,4,0.965,0.301,21,0
3241041,0,1,4,0.714,0.305,21,0
3241041,1,1,2,1.016,0.66,23,0
3241041,1,0,2,0.79,0.313,23,0
3241041,1,1,5,0.713,0.351,26,0
3241041,0,0,3,0.671,0.508,26,0
3241041,0,0,4,1.216,1.299,23,0
3241041,1,1,2,0.846,0.264,23,0
3241041,1,1,5,0.733,0.496,21,0
3241041,1,0,5,0.613,0.345,21,0
3241041,0,0,3,0.585,0.65,23,0
3241041,0,1,4,0.763,0.276,23,0
3241041,1,0,6,0.851,0.321,26,0
3241041,0,0,2,0.799,0.737,29,0
3241041,0,0,5,0.522,0.698,29,0
3241041,0,0,5,0.573,0.262,26,0
3241041,1,1,5,0.666,0.283,26,0
3241041,1,1,5,0.766,0.365,23,0
3241041,1,1,5,0.541,0.394,23,0
3241041,0,0,5,0.534,0.402,21,0
3241041,0,0,5,0.643,0.426,21,0
3241041,1,1,5,0.639,0.276,19,0
3241041,1,0,5,1.283,0.425,19,0
3241041,1,0,5,1.214,0.302,21,0
3241041,0,0,5,0.483,0.362,23,0
3241041,0,0,5,0.512,0.314,23,0
3241041,1,0,5,0.505,0.262,21,0
3241041,0,0,5,0.454,0.273,23,0
3241041,0,0,5,0.475,0.312,23,0
3241041,0,0,5,0.452,0.283,21,0
3241041,1,1,5,0.642,0.282,21,0
3241041,1,0,5,0.408,0.261,19,0
3241041,0,0,5,0.488,0.261,21,0
3241041,0,0,5,0.461,0.302,21,0
3241041,1,0,5,0.457,0.312,19,0
3241041,0,0,5,0.563,0.436,21,0
3241041,0,0,5,0.552,0.325,21,0
3241041,1,0,4,0.474,0.311,19,0
3241041,1,0,6,0.516,0.333,21,0
3241041,1,0,3,0.487,0.434,23,0
3241041,0,0,5,0.4,0.285,26,0
3241041,0,0,6,0.503,0.365,26,0
3241041,1,0,5,0.466,1.397,23,0
3241041,0,0,4,0.454,0.562,26,0
3241041,1,0,6,0.489,0.65,26,0
3241041,0,0,5,0.675,0.426,29,0
3241041,1,0,4,0.654,0.479,29,0
3241041,0,0,5,0.5,0.345,32,0
3241041,1,0,6,0.55,0.616,32,0
3241041,1,0,3,0.535,0.609,35,0
3241041,0,0,5,0.549,0.475,38,0
3241041,0,0,5,0.456,0.579,38,0
3241041,1,0,3,0.448,0.558,35,0
3241041,1,1,6,0.764,0.313,38,0
3241041,1,1,5,0.644,0.323,38,0
3241041,0,0,4,0.573,0.426,35,0
3241041,0,0,6,0.531,0.541,35,0
3241041,1,0,3,0.631,0.494,32,0
3241041,1,0,5,0.403,0.449,35,0
3241041,1,1,6,0.569,0.334,38,0
3241041,0,1,5,0.578,0.403,38,0
3241041,0,0,5,0.601,0.496,43,0
3241041,1,1,5,0.727,0.346,43,0
3241041,0,0,4,0.924,0.436,38,0
3241041,0,0,6,0.73,0.424,38,0
3241041,0,0,5,0.557,0.354,35,0
3241041,1,1,5,0.707,0.337,35,0
3241041,1,0,4,0.458,0.346,32,0
3241041,1,1,5,0.645,0.456,35,0
3241041,0,0,6,0.596,0.473,35,0
3241041,0,0,5,0.45,0.408,32,0
3241041,1,0,4,0.5,0.267,32,0
3241041,1,0,5,0.452,0.246,35,0
3241041,1,0,5,2.419,0.347,38,0
3241041,0,0,4,0.623,0.338,43,0
3241041,0,0,5,0.585,0.352,43,0
3241041,1,0,5,0.519,0.841,38,0
3241041,0,0,6,0.517,0.549,43,0
3241041,0,0,6,0.646,0.434,43,0
3241041,0,0,6,0.677,0.326,38,0
3241041,1,0,6,0.892,1.277,38,0
3241041,1,0,6,0.649,0.559,43,0
3241041,0,0,6,0.578,0.962,47,0
3241041,0,0,5,0.501,0.559,47,0
3241041,1,1,6,0.686,0.365,43,0
3241041,0,0,5,0.463,0.371,43,0
3241041,0,0,6,0.48,0.343,38,0
3241041,1,1,6,0.525,0.301,38,0
3241041,1,1,6,0.557,0.28,35,0
3241041,1,0,6,0.531,0.289,35,0
3241041,0,0,6,0.411,0.261,38,0
3241041,0,0,4,0.646,0.813,38,0
3241041,1,1,6,0.543,0.345,35,0
3241041,0,0,6,0.534,0.377,35,0
3241041,1,1,6,0.537,0.327,32,0
3241041,0,1,6,0.606,0.325,32,0
3241041,1,1,6,0.566,0.434,35,0
3241041,0,0,6,0.544,0.344,35,0
3241041,1,1,6,0.48,0.261,32,0
3241041,1,1,6,0.527,0.282,32,0
3241041,0,0,6,0.567,0.346,29,0
3241041,0,1,6,0.554,0.215,29,0
3241041,1,1,6,0.433,0.214,32,0
3241041,1,1,6,0.462,0.21,32,0
3241041,1,1,6,0.484,0.25,29,0
3241041,0,1,6,0.747,0.263,29,0
3241041,0,0,6,0.588,0.25,32,0
3241041,1,1,6,0.478,0.371,32,0
3241041,1,0,3,0.711,0.72,29,0
3241041,1,1,6,0.493,0.286,32,0
3241041,0,1,3,0.688,0.563,32,0
3241041,0,0,4,0.762,0.458,35,0
3241041,1,0,5,0.667,0.598,35,0
3241041,0,1,5,0.62,0.4,38,0
3241041,0,0,3,1.306,1.263,43,0
3241041,0,0,4,1.116,0.415,43,0
3241041,1,1,5,0.773,0.346,38,0
3241041,1,1,4,1.099,0.286,38,0
3241041,1,1,4,1.195,0.355,35,0
3241041,0,0,4,0.808,0.247,35,0
3241041,0,0,4,0.669,0.234,32,0
3241041,1,1,6,0.578,0.281,32,0
3241041,1,1,6,0.489,0.271,29,0
3241041,1,1,6,0.517,0.211,29,0
3241041,0,1,6,0.536,0.214,26,0
3241041,0,1,1,1.657,1.369,29,0
3241041,1,1,5,1.352,0.59,32,0
3241041,0,0,4,0.582,0.59,32,0
3241041,0,1,5,0.901,0.458,29,0
3241041,0,0,4,0.815,1.471,32,0
3241041,1,1,5,0.812,0.24,32,0
3241041,1,1,5,0.612,0.338,29,0
3241041,0,0,5,0.556,0.462,29,0
3241041,0,0,5,0.515,0.666,26,0
3241041,1,1,6,0.542,0.286,26,0
3241041,0,0,6,0.709,0.382,23,0
3241041,0,0,6,0.475,0.321,23,0
3241041,1,0,6,1.182,0.287,21,0
3241041,1,1,6,0.526,1.604,23,0
3241041,1,1,6,0.595,0.319,23,0
3241041,0,0,6,0.504,0.332,21,0
3241041,0,1,6,0.546,0.736,21,0
3241041,1,1,6,0.632,0.304,23,0
3241041,0,0,6,0.497,0.302,23,0
3241041,1,1,6,0.638,0.222,21,0
3241041,0,1,6,0.537,0.286,21,0
3241041,1,0,6,0.885,2.244,23,0
3241041,0,0,6,0.52,0.353,26,0
3241041,1,1,6,0.664,0.262,26,0
3241041,1,0,6,0.832,0.245,23,0
3241041,0,0,6,0.574,0.27,26,0
3241041,0,0,6,0.618,0.25,26,0
3241041,1,1,6,0.514,0.251,23,0
3241041,1,1,6,0.628,0.251,23,0
3241041,1,1,6,0.555,0.606,21,0
3241041,0,0,6,0.684,0.305,21,0
3241041,0,0,6,0.555,0.254,19,0
3241041,1,1,6,0.563,0.291,19,0
3241041,1,1,6,0.738,0.243,17,0
3241041,1,1,6,0.582,0.25,17,0
3241041,0,1,6,0.65,0.276,16,0
3241041,0,1,6,0.591,0.319,17,0
3241041,1,1,6,0.496,0.641,19,0
3241041,0,0,6,0.652,0.212,19,0
3241041,0,0,6,0.591,0.236,17,0
3241041,0,0,6,0.627,0.267,17,0
3241041,1,0,6,0.489,0.274,16,0
3241041,1,1,4,0.868,0.987,17,0
3241041,1,0,5,0.629,0.264,17,0
3241041,0,0,5,0.635,0.812,19,0
3241041,0,0,6,0.492,0.442,19,0
3241041,1,1,3,1.568,1.482,17,0
3241041,1,1,3,1.305,1.057,17,0
3241041,1,0,5,0.608,0.302,16,0
3241041,0,0,5,0.467,0.586,17,0
3241041,0,0,5,1.345,0.617,17,0
3241041,1,0,6,1.043,0.466,16,0
3241041,0,0,6,0.937,0.388,17,0
3241041,0,0,6,0.512,0.665,17,0
3241041,0,0,6,1.223,0.737,16,0
3241041,1,0,6,0.719,0.408,16,0
3241041,1,0,5,1.022,0.631,17,0
3241041,0,0,6,0.734,0.372,19,0
3241041,0,0,6,0.598,0.453,19,0
3241041,1,0,6,0.675,0.384,17,0
3241041,0,0,6,0.648,0.343,19,0
3241041,0,0,6,0.458,0.445,19,0
3241041,1,0,6,0.572,0.588,17,0
3241041,1,0,3,0.436,1.201,19,0
3241041,1,1,5,0.988,0.515,21,0
3241041,0,0,5,0.752,0.657,21,0
3241041,0,0,5,0.593,1.006,19,0
3241041,1,1,5,0.724,0.496,19,0
3241041,0,0,5,0.511,0.629,17,0
3241041,1,0,3,0.787,1.494,17,0
3241041,0,0,6,0.567,0.495,19,0
3241041,1,1,5,0.598,0.282,19,0
3241041,0,0,3,0.502,0.488,17,0
3241041,1,1,4,1.036,0.782,17,0
3241041,1,0,5,0.609,0.312,16,0
3241041,0,1,6,0.963,0.229,17,0
3241041,0,0,4,0.933,0.849,19,0
3241041,1,1,5,0.654,0.473,19,0
3241041,1,0,5,0.954,0.311,17,0
3241041,1,1,5,0.617,0.273,19,0
3241041,0,0,5,0.673,0.293,19,0
3241041,0,0,5,0.549,0.498,17,0
3241041,1,0,6,0.611,0.713,17,0
3241041,1,1,5,0.559,0.28,19,0
3241041,1,0,5,0.645,0.335,19,0
3241041,0,0,5,0.813,0.361,21,0
3241041,0,0,6,0.668,0.517,21,0
3241041,1,1,5,0.575,0.4,19,0
3241041,0,0,6,0.915,0.363,19,0
3241041,0,0,6,0.509,0.374,17,0
3241041,0,0,6,0.491,0.263,17,0
3241041,1,1,6,0.674,0.201,16,0
3241041,1,0,6,0.478,0.273,16,0
3241041,1,1,6,0.5,0.302,17,0
3241041,0,1,6,0.539,0.316,17,0
3241041,0,0,6,0.53,0.268,19,0
3241041,1,1,6,0.52,0.307,19,0
3241041,1,0,6,0.98,0.354,17,0
3241041,1,1,6,0.561,0.272,19,0
3241041,0,0,6,0.505,0.262,19,0
3241041,0,0,6,0.453,0.263,17,0
3241041,1,1,4,0.577,0.598,17,0
3241041,0,1,4,0.703,0.579,16,0
3241041,0,0,4,0.565,0.298,17,0
3241041,0,0,5,0.683,0.39,17,0
3241041,1,0,5,0.741,0.364,16,0
3241041,1,0,4,0.483,0.432,17,0
3241041,0,0,6,0.696,0.548,19,0
3241041,0,0,5,0.67,0.355,19,0
3241041,1,0,5,0.653,0.379,17,0
3241041,0,0,5,0.481,0.588,19,0
3241041,0,0,5,0.522,0.702,19,0
3241041,1,0,6,0.65,0.402,17,0
3241041,1,0,6,0.453,0.537,19,0
3241041,1,0,6,0.481,0.315,21,0
3241041,0,0,6,0.569,0.311,23,0
3241041,0,0,6,0.585,0.302,23,0
3241041,1,1,2,2.863,1.426,21,0
3241041,0,0,6,0.512,0.296,21,0
3241041,1,0,6,0.668,0.304,19,0
3241041,0,0,6,0.533,0.222,21,0
3241041,1,0,6,0.605,0.273,21,0
3241041,0,0,6,0.448,0.232,23,0
3241041,1,0,6,0.552,0.283,23,0
3241041,1,0,6,0.422,0.274,26,0
3241041,0,0,6,0.432,0.235,29,0
3241041,0,0,6,0.431,0.202,29,0
3241041,1,1,5,0.954,1.251,26,0
3241041,1,1,5,1.316,0.24,26,0
3241041,1,0,4,1.317,0.385,23,0
3241041,0,0,4,0.998,0.371,26,0
3241041,0,0,6,0.805,0.372,26,0
3241041,1,1,4,0.963,0.884,23,0
3241041,1,0,4,1.24,0.6,23,0
3241041,1,1,4,0.77,1.175,26,0
3241041,0,0,3,1.416,0.817,26,0
3241041,0,1,4,1.481,1.055,23,0
3241041,1,0,3,0.617,0.884,26,0
3241041,0,0,3,0.557,1.577,29,0
3241041,0,0,5,0.602,0.364,29,0
3241041,0,0,5,0.653,0.183,26,0
3241041,1,1,6,0.561,0.374,26,0
3241041,1,1,5,0.835,0.753,23,0
3241041,1,1,4,0.514,0.428,23,0
3241041,0,1,5,0.507,0.382,21,0
3241041,0,0,5,0.727,0.257,23,0
3241041,1,1,5,0.565,0.261,23,0
3241041,1,1,5,0.771,0.201,21,0
3241041,1,1,5,0.478,0.231,21,0
3241041,0,1,5,0.419,0.301,19,0
3241041,0,1,5,0.611,0.212,21,0
3241041,1,1,6,1.001,0.733,23,0
3241041,0,1,5,1.1,0.336,23,0
3241041,0,1,6,1.029,0.249,26,0
3241041,0,0,6,0.942,0.451,29,0
3241041,1,1,6,0.832,0.234,29,0
3241041,1,1,5,0.557,0.518,26,0
3241041,0,0,6,1.1,0.39,26,0
3241041,0,1,5,0.857,0.217,23,0
3241041,1,1,5,0.593,0.22,26,0
3241041,0,0,6,0.926,0.253,26,0
3241041,0,1,5,0.726,0.223,23,0
3241041,1,1,6,1.063,0.252,26,0
3241041,1,1,4,0.927,0.192,26,0
3241041,1,1,5,0.759,0.241,23,0
3241041,0,1,5,0.523,0.211,23,0
3241041,0,1,5,0.57,0.213,26,0
3241041,1,1,5,0.525,0.181,29,0
3241041,0,0,5,0.763,0.294,29,0
3241041,1,1,5,0.5,0.231,26,0
3241041,0,0,5,0.782,0.296,26,0
3241041,1,1,5,0.658,0.205,23,0
3241041,0,1,5,0.833,0.192,23,0
3241041,1,1,5,0.522,0.201,26,0
3241041,1,1,5,0.533,0.161,26,0
3241041,0,1,5,0.499,0.232,23,0
3241041,0,1,5,0.54,0.22,26,0
3241041,1,1,5,0.542,0.211,29,0
3241041,1,0,5,0.966,0.491,29,0
3241041,1,1,5,0.55,0.199,32,0
3241041,0,1,5,0.594,0.201,32,0
3241041,0,1,5,0.5,0.311,35,0
3241041,1,0,5,1.045,0.281,38,0
3241041,1,1,4,1.604,0.833,43,0
3241041,1,1,6,0.73,0.303,43,0
3241041,0,0,5,0.907,0.243,38,0
3241041,0,0,6,1.782,0.253,38,0
3241041,1,1,6,0.59,0.793,35,0
3241041,0,0,5,0.77,0.774,35,0
3241041,0,0,6,1.455,1.055,32,0
3241041,0,1,5,0.589,0.266,32,0
3241041,1,0,6,2.667,0.496,35,0
3241041,1,0,5,0.481,0.295,38,0
3241041,1,1,5,0.56,0.202,43,0
3241041,0,0,5,0.562,0.241,43,0
3241041,0,0,6,0.751,0.47,38,0
3241041,1,1,5,0.505,0.266,38,0
3241041,1,1,5,0.474,0.256,35,0
3241041,1,1,5,0.486,0.378,35,0
3241041,0,0,4,0.509,0.485,32,0
3241041,0,0,5,0.533,0.253,32,0
3241041,1,1,5,0.522,0.203,29,0
3241041,0,0,5,0.588,0.184,29,0
3241041,0,0,5,0.475,0.233,26,0
3241041,0,0,6,0.925,0.779,26,0
3241041,1,1,4,0.942,0.528,23,0
3241041,1,0,5,0.477,0.229,23,0
3241041,0,0,5,0.516,0.241,26,0
