Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Training
1015072,1,1,4,0.847,0.379,21,0
1015072,0,1,4,0.763,0.88,21,0
1015072,0,0,4,1.428,0.309,23,0
1015072,1,0,4,0.533,0.439,23,0
1015072,1,0,4,0.441,0.344,26,0
1015072,1,0,4,0.477,0.378,29,0
1015072,0,1,4,0.349,0.519,32,0
1015072,0,0,4,0.341,0.314,35,0
1015072,1,0,4,0.524,0.324,35,0
1015072,1,1,4,0.556,0.373,38,0
1015072,0,0,4,0.443,0.29,38,0
1015072,1,0,4,0.55,0.279,35,0
1015072,0,0,5,0.763,0.308,38,0
1015072,0,0,4,0.84,0.618,38,0
1015072,1,1,4,0.774,0.379,35,0
1015072,0,0,4,1.093,0.293,35,0
1015072,0,1,4,0.86,0.408,32,0
1015072,0,0,4,0.518,0.328,35,0
1015072,0,0,4,0.541,0.313,35,0
1015072,0,0,5,1.025,0.454,32,0
1015072,1,0,5,0.509,0.338,32,0
1015072,1,0,5,0.476,0.348,35,0
1015072,1,1,4,0.941,0.313,38,0
1015072,1,0,4,0.473,0.329,38,0
1015072,0,0,5,0.588,0.329,43,0
1015072,0,0,5,0.794,0.318,43,0
1015072,0,1,5,0.789,0.383,38,0
1015072,0,0,5,0.57,0.348,43,0
1015072,0,0,4,1.356,0.354,43,0
1015072,1,1,4,0.789,0.364,38,0
1015072,0,0,4,1.158,0.319,38,0
1015072,1,1,5,0.757,0.459,35,0
1015072,1,1,4,0.596,0.328,35,0
1015072,0,1,4,0.663,0.353,32,0
1015072,0,0,5,1.375,0.473,35,0
1015072,1,1,5,0.625,0.345,35,0
1015072,1,1,5,0.914,0.279,32,0
1015072,1,1,5,0.876,0.594,32,0
1015072,1,1,5,0.671,0.308,29,0
1015072,1,1,5,0.515,0.269,29,0
1015072,1,0,5,1.35,0.939,26,0
1015072,1,1,5,0.954,0.533,29,0
1015072,0,1,5,1.001,0.328,29,0
1015072,0,1,5,0.939,0.548,32,0
1015072,1,1,5,0.752,0.263,35,0
1015072,1,0,5,0.485,0.344,35,0
1015072,0,0,5,0.987,0.358,38,0
1015072,1,1,5,0.597,0.349,38,0
1015072,0,1,5,0.877,0.323,35,0
1015072,0,0,5,1.075,0.514,38,0
1015072,1,1,5,0.618,0.295,38,0
1015072,0,1,5,0.575,0.311,35,0
1015072,0,0,5,0.66,0.35,38,0
1015072,1,0,5,0.757,0.383,38,0
1015072,1,1,5,0.521,0.495,43,0
1015072,1,1,5,0.532,0.293,43,0
1015072,0,0,5,0.546,0.288,38,0
1015072,0,0,5,0.493,0.278,38,0
1015072,1,0,5,0.639,0.29,35,0
1015072,1,0,5,0.53,0.263,38,0
1015072,0,0,5,1.232,0.289,43,0
1015072,1,1,3,0.788,0.468,43,0
1015072,0,0,5,0.585,0.303,38,0
1015072,0,0,5,0.48,0.244,38,0
1015072,1,1,5,0.648,0.292,35,0
1015072,0,0,5,0.565,0.279,35,0
1015072,0,0,5,0.538,0.059,32,0
1015072,0,1,5,0.601,0.263,32,0
1015072,0,0,5,0.476,0.26,35,0
1015072,0,0,5,0.581,0.248,35,0
1015072,1,1,5,0.463,0.25,32,0
1015072,1,0,5,0.459,0.254,32,0
1015072,1,0,5,0.728,0.858,35,0
1015072,1,1,5,0.449,0.244,38,0
1015072,0,0,5,0.559,0.283,38,0
1015072,0,1,5,0.883,0.312,35,0
1015072,0,0,5,0.415,0.244,38,0
1015072,0,0,5,0.454,0.248,38,0
1015072,0,0,5,0.449,0.238,35,0
1015072,1,0,5,0.531,0.243,35,0
1015072,0,0,5,0.588,0.228,38,0
1015072,1,1,5,1.411,0.298,38,0
1015072,1,0,5,0.509,0.238,35,0
1015072,0,0,5,0.421,0.228,38,0
1015072,0,1,5,0.499,0.338,38,0
1015072,1,0,5,0.616,0.279,43,0
1015072,1,1,5,0.67,0.254,47,0
1015072,1,1,3,0.564,0.278,47,0
1015072,1,0,5,0.558,0.289,43,0
1015072,1,0,5,0.986,0.284,47,0
1015072,1,0,5,0.869,0.254,52,0
1015072,1,1,5,0.664,1.308,57,0
1015072,0,0,5,1.003,0.348,57,0
1015072,0,0,5,0.53,0.223,52,0
1015072,1,1,3,0.457,0.273,52,0
1015072,1,0,5,0.787,0.018,47,0
1015072,0,0,5,0.533,0.219,52,0
1015072,1,0,5,0.869,0.238,52,0
1015072,0,0,5,0.894,0.248,57,0
1015072,0,0,5,0.658,0.008,57,0
1015072,1,1,3,1.099,0.258,52,0
1015072,0,0,5,0.509,0.192,52,0
1015072,0,0,5,0.652,0.058,47,0
1015072,1,1,4,0.822,0.283,47,0
1015072,1,1,4,0.937,0.279,43,0
1015072,1,1,4,0.591,0.263,43,0
1015072,0,0,4,0.971,0.888,38,0
1015072,0,0,4,0.589,0.479,38,0
1015072,1,0,4,0.624,0.338,35,0
1015072,1,1,4,0.571,0.303,38,0
1015072,0,0,4,0.603,0.278,38,0
1015072,1,0,4,0.505,0.289,35,0
1015072,0,0,4,0.648,0.249,38,0
1015072,0,0,4,0.021,0.844,38,0
1015072,1,1,4,0.526,0.283,35,0
1015072,0,0,4,0.351,0.463,35,0
1015072,0,0,4,0.517,0.273,32,0
1015072,0,0,4,0.434,0.403,32,0
1015072,0,0,4,0.404,0.393,29,0
1015072,0,0,4,0.429,0.603,29,0
1015072,1,0,4,0.445,0.018,26,0
1015072,1,0,4,1.015,0.348,29,0
1015072,1,1,3,0.767,0.264,32,0
1015072,1,0,4,0.472,0.259,32,0
1015072,0,0,4,0.448,0.259,35,0
1015072,0,0,4,0.45,0.219,35,0
1015072,0,0,4,0.591,0.509,32,0
1015072,0,0,4,0.524,0.324,32,0
1015072,0,0,4,0.359,0.468,29,0
1015072,1,0,4,0.417,0.273,29,0
1015072,0,0,4,0.681,0.323,32,0
1015072,1,1,4,0.779,0.399,32,0
1015072,1,0,4,0.554,0.298,29,0
1015072,0,0,4,0.664,0.309,32,0
1015072,0,0,4,0.578,0.333,32,0
1015072,1,1,4,0.726,0.399,29,0
1015072,1,0,4,0.527,0.639,29,0
1015072,1,0,4,0.473,0.283,32,0
1015072,1,1,3,0.441,0.309,35,0
1015072,1,0,4,0.501,0.289,35,0
1015072,1,1,3,0.695,0.505,38,0
1015072,1,1,3,1.025,0.378,38,0
1015072,0,0,4,0.636,0.453,35,0
1015072,0,1,3,0.609,0.323,35,0
1015072,1,1,3,0.506,0.276,38,0
1015072,1,0,4,0.666,0.608,38,0
1015072,0,0,4,0.525,0.47,43,0
1015072,1,0,4,0.7,0.428,43,0
1015072,0,0,4,0.597,0.519,47,0
1015072,0,1,3,0.662,0.029,47,0
1015072,1,0,4,0.422,0.329,52,0
1015072,0,0,4,0.745,0.304,57,0
1015072,0,0,4,0.647,0.293,57,0
1015072,1,1,4,0.497,0.348,52,0
1015072,1,1,4,0.645,2.088,52,0
1015072,1,0,4,0.632,0.298,47,0
1015072,0,0,4,0.495,0.288,52,0
1015072,0,0,4,0.497,0.273,52,0
1015072,1,1,4,0.558,0.453,47,0
1015072,1,0,4,0.468,0.303,47,0
1015072,0,1,4,0.389,0.293,52,0
1015072,1,0,4,0.472,0.257,57,0
1015072,0,0,4,0.99,0.328,63,0
1015072,0,0,4,0.605,0.279,63,0
1015072,1,1,4,0.528,0.333,57,0
1015072,0,0,4,0.456,0.269,57,0
1015072,0,0,4,0.493,0.309,52,0
1015072,0,1,4,0.555,0.357,52,0
1015072,0,0,4,0.545,0.304,57,0
1015072,0,0,4,0.588,0.353,57,0
1015072,1,1,4,0.487,0.339,52,0
1015072,1,1,4,0.546,0.333,52,0
1015072,1,1,4,0.7,0.298,47,0
1015072,1,0,4,0.499,0.243,47,0
1015072,0,1,4,0.611,0.284,52,0
1015072,0,0,4,0.51,0.233,57,0
1015072,0,0,4,1.246,0.683,57,0
1015072,0,0,4,0.644,0.494,52,0
1015072,0,0,4,0.343,0.257,52,0
1015072,1,1,4,0.452,0.154,47,0
1015072,0,0,4,0.547,0.288,47,0
1015072,1,0,4,0.985,0.224,43,0
1015072,1,1,4,0.847,0.278,47,0
1015072,0,0,4,0.676,0.239,47,0
1015072,0,0,4,0.449,0.264,43,0
1015072,1,0,4,0.769,0.313,43,0
1015072,1,1,4,0.689,0.278,47,0
1015072,1,0,4,0.688,0.238,47,0
1015072,1,0,4,0.749,0.245,52,0
1015072,1,1,3,0.459,0.269,57,0
1015072,1,0,4,0.575,0.259,57,0
1015072,1,1,4,0.573,0.773,63,0
1015072,0,0,4,0.589,0.483,63,0
1015072,0,0,4,0.942,0.193,57,0
1015072,1,0,4,0.552,0.214,57,0
1015072,1,0,4,0.607,0.199,63,0
1015072,0,0,4,0.555,0.209,70,0
1015072,1,1,4,0.821,0.387,70,0
1015072,0,0,4,0.729,0.209,63,0
1015072,0,0,4,0.953,0.378,63,0
1015072,1,0,4,0.684,0.063,57,0
1015072,0,0,4,0.636,0.198,63,0
1015072,0,0,4,0.651,0.233,63,0
1015072,1,1,4,0.779,0.423,57,0
1015072,1,0,4,0.728,0.248,57,0
1015072,1,1,4,0.84,0.294,63,0
1015072,0,0,4,0.54,0.294,63,0
1015072,0,0,6,0.531,0.049,57,0
1015072,1,1,4,1.283,0.309,57,0
1015072,1,0,4,0.495,0.258,52,0
1015072,0,0,4,0.607,0.249,57,0
1015072,1,1,4,0.65,0.278,57,0
1015072,0,0,4,0.589,0.227,52,0
1015072,0,0,4,0.451,0.253,52,0
1015072,1,1,4,0.816,0.254,47,0
1015072,0,0,4,0.567,0.219,47,0
1015072,0,1,4,0.526,0.258,43,0
1015072,0,0,4,0.585,0.224,47,0
1015072,0,0,4,0.892,0.264,47,0
1015072,0,0,4,0.559,0.194,43,0
1015072,1,1,4,0.628,0.387,43,0
1015072,1,0,4,0.527,0.223,38,0
1015072,1,0,4,0.916,0.187,43,0
1015072,1,1,3,0.509,0.243,47,0
1015072,0,0,4,0.635,0.35,47,0
1015072,0,0,4,0.592,0.184,43,0
1015072,0,1,3,0.884,0.343,43,0
1015072,0,0,4,0.47,0.183,47,0
1015072,0,0,4,1.176,0.362,47,0
1015072,1,1,3,0.704,0.123,43,0
1015072,0,0,4,0.938,0.384,43,0
1015072,1,1,4,0.77,0.623,38,0
1015072,1,0,4,0.959,0.272,38,0
1015072,0,1,3,0.654,0.308,43,0
1015072,0,0,4,0.635,0.218,47,0
1015072,1,0,4,0.757,0.222,47,0
1015072,1,0,4,1.074,0.243,52,0
1015072,1,0,4,1.388,0.302,57,0
1015072,1,1,4,0.929,0.299,63,0
1015072,1,1,4,0.915,0.273,63,0
1015072,1,1,4,0.974,1.034,57,0
1015072,1,1,4,0.893,0.294,57,0
1015072,0,0,4,0.494,0.279,52,0
1015072,0,0,4,0.684,0.278,52,0
1015072,1,1,4,0.54,1.133,47,0
1015072,1,0,4,0.532,0.254,47,0
1015072,0,0,4,0.732,0.267,52,0
1015072,1,1,4,0.673,0.309,52,0
1015072,0,1,4,1.142,0.294,47,0
1015072,0,0,4,0.55,0.257,52,0
1015072,1,1,5,0.832,0.349,52,0
1015072,0,1,4,1.469,0.263,47,0
1015072,0,1,4,0.631,0.263,52,0
1015072,1,0,6,1.157,0.788,57,0
1015072,1,1,4,1.193,0.719,63,0
1015072,1,0,4,1.274,0.353,63,0
1015072,0,0,5,0.788,0.667,70,0
1015072,0,0,4,0.649,0.384,70,0
1015072,1,1,4,0.844,0.528,63,0
1015072,1,0,4,0.97,0.308,63,0
1015072,0,0,5,1.104,0.413,70,0
1015072,1,0,5,0.98,0.387,70,0
1015072,0,0,5,0.636,0.423,77,0
1015072,0,0,5,0.633,0.339,77,0
1015072,1,1,5,0.855,0.388,70,0
1015072,0,0,5,0.555,0.359,70,0
1015072,0,0,5,0.614,0.353,63,0
1015072,0,0,5,0.548,0.333,63,0
1015072,0,0,5,0.529,0.298,57,0
1015072,0,0,5,0.529,0.242,57,0
1015072,1,0,5,0.65,0.294,52,0
1015072,1,1,5,0.499,0.634,57,0
1015072,1,0,5,0.555,0.324,57,0
1015072,1,0,5,0.953,0.538,63,0
1015072,0,1,5,0.724,0.418,70,0
1015072,0,0,4,1.115,0.328,77,0
1015072,0,0,5,0.514,0.508,77,0
1015072,0,0,5,0.582,0.294,70,0
1015072,0,0,5,0.454,0.227,70,0
1015072,1,0,5,0.754,0.478,63,0
1015072,0,0,4,0.482,0.313,70,0
1015072,1,0,5,0.394,0.654,70,0
1015072,1,1,5,0.699,0.603,77,0
1015072,0,0,5,1.827,0.38,77,0
1015072,0,0,5,0.569,0.683,70,0
1015072,1,1,5,0.646,0.398,70,0
1015072,1,0,5,0.387,0.289,63,0
1015072,1,1,5,0.827,0.427,70,0
1015072,1,0,5,0.476,0.523,70,0
1015072,1,0,5,0.61,0.333,77,0
1015072,1,0,5,0.718,0.343,86,0
1015072,1,1,5,0.492,0.328,95,0
1015072,0,0,5,0.382,0.582,95,0
1015072,0,0,5,0.75,0.308,86,0
1015072,1,1,5,0.544,0.324,86,0
1015072,1,1,5,0.533,0.364,77,0
1015072,0,0,5,0.31,0.27,77,0
1015072,1,1,5,0.581,0.303,70,0
1015072,0,0,5,0.487,0.293,70,0
1015072,0,0,5,0.815,0.323,63,0
1015072,1,0,5,0.595,0.283,63,0
1015072,0,0,5,0.566,0.283,70,0
1015072,0,0,5,0.678,0.484,70,0
1015072,1,1,6,1.177,0.349,63,0
1015072,1,0,5,0.515,0.573,63,0
1015072,1,1,4,0.611,0.312,70,0
1015072,0,0,4,0.456,0.273,70,0
1015072,0,0,4,0.535,0.278,63,0
1015072,1,1,4,0.607,0.204,63,0
1015072,1,1,4,0.88,0.277,57,0
1015072,0,0,4,0.581,0.283,57,0
1015072,1,1,4,0.583,0.208,52,0
1015072,0,0,4,0.544,0.254,52,0
1015072,0,0,4,0.526,0.313,47,0
1015072,1,1,4,0.692,0.508,47,0
1015072,0,0,5,0.613,0.329,43,0
1015072,0,0,4,0.725,0.245,43,0
1015072,0,0,4,0.561,0.263,38,0
1015072,0,0,4,0.77,0.228,38,0
1015072,0,0,4,0.584,0.223,35,0
1015072,1,1,4,0.557,0.237,35,0
1015072,1,0,4,0.46,0.197,32,0
1015072,1,0,4,0.484,0.249,35,0
1015072,1,1,4,0.739,0.357,38,0
1015072,0,1,4,0.668,0.218,38,0
1015072,0,0,4,0.414,0.284,43,0
1015072,0,0,4,0.423,0.263,43,0
1015072,0,1,4,0.814,0.234,38,0
1015072,0,0,4,0.407,0.208,43,0
1015072,1,1,4,0.665,0.288,43,0
1015072,0,1,4,1.135,0.324,38,0
1015072,1,1,4,0.451,0.363,43,0
1015072,1,1,4,0.499,0.248,43,0
1015072,0,0,4,0.638,0.298,38,0
1015072,0,0,4,0.748,0.237,38,0
1015072,1,0,4,0.561,0.249,35,0
1015072,1,1,4,0.493,0.223,38,0
1015072,1,1,4,0.695,0.303,38,0
1015072,1,1,4,0.572,0.268,35,0
1015072,1,0,4,0.512,1.198,35,0
1015072,1,1,4,0.723,0.568,38,0
1015072,1,0,4,0.717,0.268,38,0
1015072,0,0,4,0.62,0.278,43,0
1015072,0,0,4,0.521,0.335,43,0
1015072,1,1,4,0.634,0.323,38,0
1015072,1,1,4,0.558,0.262,38,0
1015072,0,1,4,1.131,0.295,35,0
1015072,1,0,4,0.609,0.293,38,0
1015072,0,0,4,0.483,0.258,43,0
1015072,0,0,4,0.534,0.282,43,0
1015072,1,1,4,0.615,0.278,38,0
1015072,0,1,4,0.763,0.318,38,0
1015072,0,1,4,0.738,0.902,43,0
1129340,0,0,5,3.684,3.224,77,0
1129340,1,1,3,1.632,1.583,77,0
1129340,1,1,4,0.771,1.417,70,0
1129340,0,0,6,1.436,1.146,70,0
1129340,1,1,6,0.747,8.968,63,0
1129340,0,0,4,1.202,3.69,63,0
1129340,1,1,5,0.947,0.793,57,0
1129340,0,0,5,1.003,2.583,57,0
1129340,0,0,4,0.524,0.594,52,0
1129340,1,1,3,0.649,0.602,52,0
1129340,0,0,5,1.125,1.04,47,0
1129340,1,1,3,0.846,2.139,47,0
1129340,1,1,5,0.727,1.025,43,0
1129340,1,1,5,0.639,3.215,43,0
1129340,1,0,5,1.129,0.54,38,0
1129340,0,1,5,1.087,0.502,43,0
1129340,0,0,5,0.632,2.435,47,0
1129340,0,0,5,1.052,2.761,47,0
1129340,1,0,5,1.212,1.149,43,0
1129340,1,0,6,3.361,2.601,47,0
1129340,0,0,5,0.729,0.353,52,0
1129340,1,1,2,0.57,0.972,52,0
1129340,1,1,2,0.554,0.757,47,0
1129340,1,0,5,1.037,0.625,47,0
1129340,0,0,5,0.642,0.68,52,0
1129340,1,1,2,0.553,0.671,52,0
1129340,0,0,5,1.483,0.566,47,0
1129340,1,1,2,1.297,0.758,47,0
1129340,0,1,5,0.893,0.575,43,0
1129340,0,0,5,0.848,0.967,47,0
1129340,1,0,5,0.85,0.525,47,0
1129340,0,0,5,0.672,0.395,52,0
1129340,1,1,5,0.768,0.658,52,0
1129340,0,0,6,0.919,0.881,47,0
1129340,0,0,6,1.432,4.413,47,0
1129340,0,1,5,1.016,0.538,43,0
1129340,0,0,6,1.081,1.28,47,0
1129340,1,1,5,0.786,0.544,47,0
1129340,1,1,5,0.53,0.387,43,0
1129340,0,0,6,1.306,0.859,43,0
1129340,1,0,5,0.95,0.437,38,0
1129340,0,0,5,0.581,0.589,43,0
1129340,1,1,5,0.767,0.96,43,0
1129340,0,0,5,1.043,0.388,38,0
1129340,0,0,5,0.611,0.417,38,0
1129340,1,1,5,0.69,0.36,35,0
1129340,0,1,3,0.896,1.007,35,0
1129340,1,0,5,0.756,0.989,38,0
1129340,1,1,5,0.657,0.564,43,0
1129340,1,1,5,0.65,0.579,43,0
1129340,0,0,5,1.359,0.51,38,0
1129340,1,1,5,1.191,0.74,38,0
1129340,1,1,3,1.688,0.534,35,0
1129340,0,0,5,0.632,0.656,35,0
1129340,1,1,5,0.791,0.421,32,0
1129340,0,0,5,0.63,0.577,32,0
1129340,1,1,5,0.758,0.315,29,0
1129340,0,0,5,1.543,0.336,29,0
1129340,0,1,4,0.729,0.759,26,0
1129340,1,1,5,0.778,0.351,29,0
1129340,0,0,6,0.745,0.772,29,0
1129340,1,1,5,0.541,0.405,26,0
1129340,1,1,5,0.566,0.43,26,0
1129340,1,1,5,0.657,0.332,23,0
1129340,1,1,5,0.687,0.305,23,0
1129340,0,0,5,1.243,0.293,21,0
1129340,0,1,5,0.555,0.318,21,0
1129340,0,1,5,0.857,0.252,23,0
1129340,1,1,5,0.579,0.292,26,0
1129340,1,0,5,0.893,0.406,26,0
1129340,0,0,6,1.606,0.466,29,0
1129340,1,1,6,0.647,0.698,29,0
1129340,1,0,5,0.955,0.374,26,0
1129340,1,1,5,1.013,0.303,29,0
1129340,0,0,5,0.53,0.315,29,0
1129340,1,0,5,0.354,0.286,26,0
1129340,0,0,5,0.477,0.278,29,0
1129340,1,0,5,0.354,0.262,29,0
1129340,0,1,5,0.4,0.304,32,0
1129340,0,0,5,0.454,0.232,35,0
1129340,1,1,5,0.377,0.248,35,0
1129340,0,0,5,0.598,0.29,32,0
1129340,1,0,5,0.534,0.23,32,0
1129340,0,1,6,0.654,0.374,35,0
1129340,0,0,5,0.612,0.378,38,0
1129340,0,0,6,0.574,0.33,38,0
1129340,0,1,5,0.9,0.278,35,0
1129340,1,1,5,0.587,0.274,38,0
1129340,1,1,5,0.79,0.419,38,0
1129340,0,0,5,1.048,0.322,35,0
1129340,1,1,5,0.534,0.383,35,0
1129340,0,1,5,0.699,0.346,32,0
1129340,1,1,5,0.292,0.211,35,0
1129340,0,0,5,1.296,0.522,35,0
1129340,0,0,5,0.711,0.364,32,0
1129340,1,0,5,0.737,0.309,32,0
1129340,0,0,5,1.314,0.345,35,0
1129340,1,1,4,0.794,0.48,35,0
1129340,1,1,4,0.62,0.347,32,0
1129340,1,0,5,0.529,0.324,32,0
1129340,0,0,5,0.63,0.362,35,0
1129340,1,0,5,0.879,0.442,35,0
1129340,1,1,5,0.919,0.377,38,0
1129340,0,0,6,0.937,0.395,38,0
1129340,1,1,5,0.722,0.416,35,0
1129340,0,0,5,0.985,0.477,35,0
1129340,1,1,5,0.721,0.491,32,0
1129340,0,0,5,1.248,0.393,32,0
1129340,0,0,5,0.558,0.419,29,0
1129340,1,1,6,2.982,5.898,29,0
1129340,0,1,3,3.301,1.848,26,0
1129340,1,0,5,2.111,0.425,29,0
1129340,1,0,5,0.829,0.687,32,0
1129340,1,1,5,0.529,0.592,35,0
1129340,1,1,5,0.643,0.673,35,0
1129340,0,0,5,0.611,0.82,32,0
1129340,0,0,5,0.57,0.648,32,0
1129340,0,0,5,0.509,0.617,29,0
1129340,1,0,3,0.539,1.586,29,0
1129340,1,1,5,0.675,0.718,32,0
1129340,0,0,6,0.744,1.322,32,0
1129340,1,1,4,0.527,0.55,29,0
1129340,1,0,5,0.562,0.505,29,0
1129340,1,1,4,0.57,0.633,32,0
1129340,0,0,5,0.342,0.85,32,0
1129340,1,1,5,0.253,0.635,29,0
1129340,0,0,5,0.531,0.68,29,0
1129340,1,1,6,0.558,1.346,26,0
1129340,0,1,6,0.414,1.433,26,0
1129340,0,1,3,3.242,0.61,29,0
