Subj_idx,Block,Trial,RT_stop,Stimulus,Response,Error,Confidence,RT_confidence,ErrorDirectionJudgment,RT_directionJudgment
1,1,49,2.59337868480726,7,6,-1,2,5.94708703699871,-1,2.3123887239999
1,1,50,1.93160997732426,7,6,-1,1,2.41633115500008,-1,0.988508976000958
1,1,51,2.23492063492063,7,6,-1,1,3.639263467001,-1,0.991873080000005
1,1,52,2.46131519274376,7,6,-1,2,3.58081952499924,-1,2.76098477300002
1,1,53,1.89823129251701,7,5,-2,3,2.18820545100061,-1,0.848905484999705
1,1,54,1.43818594104308,7,4,-3,1,1.6120830660002,-1,0.498173096000755
1,1,55,2.09705215419501,7,6,-1,3,3.52789127899996,-1,1.57308318499963
1,1,56,1.99256235827664,7,6,-1,3,1.8509027529999,-1,0.632376036001006
1,1,57,2.04335600907029,7,5,-2,1,1.16331174600055,-1,0.23789519300044
1,1,58,1.91709750566893,7,5,-2,3,1.60385984999994,-1,2.7615883139988
1,1,59,1.7168253968254,7,4,-3,1,4.34447766399899,-1,1.41045771999961
1,1,60,2.17396825396825,7,6,-1,3,3.33694198599915,-1,1.47948826999891
1,1,61,1.47156462585034,7,4,-3,1,2.0722216209997,-1,0.634662899999967
1,1,62,1.74585034013605,7,6,-1,3,1.49622914300016,-1,1.31587138100076
1,1,63,2.20444444444444,7,6,-1,3,2.25078327700066,-1,1.01379543799885
1,1,64,2.27555555555556,7,6,-1,3,4.31245921599839,-1,0.722060505000627
1,1,65,2.19573696145125,7,6,-1,3,1.5569032930016,-1,0.822501041000578
1,1,66,2.31473922902494,7,6,-1,2,1.69405900600032,-1,0.609201655001016
1,1,67,2.66303854875283,7,6,-1,1,3.25011709799946,-1,1.22596995300046
1,1,68,2.47147392290249,7,6,-1,3,2.94224572299936,-1,1.08297390199914
1,1,69,2.58176870748299,7,7,0,3,1.78110918499988,-1,3.58841730499989
1,1,70,2.56290249433107,7,6,-1,2,2.3863638139992,-1,0.816187110998726
1,1,71,2.27990929705215,7,6,-1,2,4.1041933359993,-1,1.74121519000073
1,1,72,2.00562358276644,7,5,-2,3,2.2055056370009,-1,2.17068657699929
1,1,73,2.17106575963719,7,6,-1,2,3.10932927700014,-1,1.98582390600131
1,1,74,2.71092970521542,7,7,0,1,2.89708869800052,-1,0.73769641799845
1,1,75,1.76761904761905,7,5,-2,1,1.56844737900065,-1,0.305969398999878
1,1,76,2.17251700680272,7,5,-2,2,4.42816122300064,-1,1.97132769100062
1,1,77,2.06367346938775,7,6,-1,2,4.52323770300063,-1,2.85350194899911
1,1,78,2.00852607709751,7,6,-1,3,1.64945668899963,-1,2.99070419099917
1,1,79,2.14784580498866,7,6,-1,3,4.1885095130001,-1,1.1328360589996
1,1,80,2.28426303854875,7,6,-1,2,4.17897373599953,-1,2.29116147899913
1,1,81,1.77052154195011,7,6,-1,1,3.66062192200116,-1,0.642051171000276
1,2,1,3.37705215419501,11,9,-2,1,3.43432539800051,-1,0.898587263000081
1,2,2,3.22902494331066,11,8,-3,2,2.53850949699881,-1,0.923317075999876
1,2,3,3.38430839002268,11,9,-2,1,1.60768801199993,-1,0.470388886000364
1,2,4,3.12018140589569,11,8,-3,2,2.24583901199912,-1,1.51368555600129
1,2,5,3.1869387755102,11,8,-3,2,2.61079404500015,-1,0.382377746000202
1,2,6,3.00553287981859,11,8,-3,2,3.21966115400028,-1,1.78933658300048
1,2,7,3.62666666666667,11,9,-2,3,1.43408317799913,-1,1.22494936099974
1,2,8,3.33786848072562,11,8,-3,2,1.74303661799968,-1,0.599970274999578
1,2,9,2.90104308390023,11,8,-3,1,1.48538210000152,-1,0.366244794999147
1,2,10,3.43074829931973,11,9,-2,2,3.89272882799924,-1,2.15290972000003
1,2,11,3.48154195011338,11,8,-3,1,1.84102822700152,-1,1.5180269600005
1,2,12,3.96045351473923,11,10,-1,1,2.65916416500113,-1,0.371517840001616
1,2,13,3.21741496598639,11,9,-2,3,2.72456093099936,-1,2.14771579200169
1,2,14,4.08961451247166,11,10,-1,2,4.07935357499991,-1,1.13227651799934
1,2,15,2.56725623582766,11,7,-4,1,1.78539781200016,-1,0.241697833000217
1,2,16,3.00553287981859,11,9,-2,3,1.48389328300073,-1,0.78347184300037
1,2,17,3.10857142857143,11,8,-3,2,3.56435414100088,-1,0.310959742000705
1,2,18,3.50331065759637,11,8,-3,1,3.02078427100059,-1,1.23902362199988
1,2,19,3.54104308390023,11,10,-1,1,1.76556178600003,-1,0.574152514998787
1,2,20,3.6281179138322,11,9,-2,1,3.04493799499869,-1,0.903141005999714
1,2,21,4.02866213151927,11,11,0,3,1.54741360200023,-1,2.25233904199922
1,2,22,3.9415873015873,11,11,0,3,3.55896631299947,-1,0.76203909600008
