Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Congruency,Accuracy,Training
1,L,L,4,0.569,3.501,Congr,1,main
1,R,R,1,0.328,1.098,Congr,1,main
1,R,R,4,0.403,0.969,Congr,1,main
1,L,L,1,0.434,2.671,Congr,1,main
1,L,L,4,0.505,1.29,Incongr,1,main
1,L,L,4,0.816,1.454,Incongr,1,main
1,R,R,1,0.473,0.773,Incongr,1,main
1,R,R,4,0.352,4.989,Congr,1,main
1,L,L,4,0.462,1.33,Incongr,1,main
1,R,R,4,0.445,1.697,Congr,1,main
1,R,R,4,0.564,0.776,Incongr,1,main
1,L,L,4,0.52,0.865,Incongr,1,main
1,L,L,4,0.513,0.478,Congr,1,main
1,R,R,4,0.562,0.527,Congr,1,main
1,R,R,4,0.475,0.427,Incongr,1,main
1,L,L,4,0.484,2.905,Congr,1,main
1,L,L,4,0.521,2.137,Congr,1,main
1,R,R,4,0.549,1.58,Congr,1,main
1,L,L,1,0.68,1.072,Incongr,1,main
1,L,L,1,0.76,0.805,Incongr,1,main
1,L,L,1,0.627,0.966,Incongr,1,main
1,L,L,1,1.079,0.636,Congr,1,main
1,R,R,1,0.523,0.749,Congr,1,main
1,L,L,1,0.667,2.693,Incongr,1,main
1,L,L,4,0.404,2.03,Congr,1,main
1,R,R,1,0.417,1.254,Incongr,1,main
1,L,L,1,0.778,0.887,Congr,1,main
1,R,R,4,0.704,10.69,Incongr,1,main
1,R,R,4,0.581,4.601,Congr,1,main
1,L,L,4,0.413,1.101,Congr,1,main
1,R,R,4,0.404,0.563,Incongr,1,main
1,R,R,4,0.526,0.53,Congr,1,main
1,L,L,4,0.315,0.915,Congr,1,main
1,L,L,1,0.742,0.687,Incongr,1,main
1,L,L,4,0.416,1.149,Congr,1,main
1,L,L,4,0.518,0.506,Congr,1,main
1,R,R,4,0.445,0.606,Incongr,1,main
1,R,R,1,0.575,0.709,Incongr,1,main
1,L,L,4,0.416,1.101,Congr,1,main
1,L,L,4,0.345,1.485,Congr,1,main
1,R,R,4,0.36,1.107,Congr,1,main
1,L,L,1,0.452,0.715,Incongr,1,main
1,R,R,4,0.387,0.557,Congr,1,main
1,L,L,1,0.506,0.579,Congr,1,main
1,R,R,1,0.569,1.396,Incongr,1,main
1,L,L,1,0.633,0.872,Incongr,1,main
1,L,L,1,0.533,0.81,Incongr,1,main
1,R,R,4,0.421,1.069,Incongr,1,main
1,R,R,4,0.483,0.763,Congr,1,main
1,R,R,4,0.38,0.484,Congr,1,main
1,L,L,4,1.121,1.427,Congr,1,main
1,R,R,4,0.352,0.539,Congr,1,main
1,R,R,4,0.499,0.45,Incongr,1,main
1,R,R,4,0.553,0.462,Incongr,1,main
1,R,R,4,0.318,0.385,Congr,1,main
1,R,R,4,0.822,0.583,Incongr,1,main
1,L,L,4,0.459,2.341,Congr,1,main
1,L,L,1,0.71,4.146,Incongr,1,main
1,R,R,4,0.521,1.025,Congr,1,main
1,L,L,4,0.521,0.903,Incongr,1,main
1,L,L,4,0.493,1.37,Incongr,1,main
1,L,L,1,1.045,0.715,Incongr,1,main
1,L,L,1,0.662,0.951,Incongr,1,main
1,R,R,1,0.504,0.79,Incongr,1,main
1,L,L,1,0.819,0.857,Incongr,1,main
1,L,R,4,0.641,4.958,Incongr,0,main
1,L,L,4,0.453,3.189,Congr,1,main
1,R,R,1,0.514,0.981,Incongr,1,main
1,L,L,1,0.489,0.985,Incongr,1,main
1,R,R,1,0.403,1.339,Incongr,1,main
1,R,R,4,0.478,1.743,Incongr,1,main
1,R,R,4,0.446,0.429,Congr,1,main
1,L,L,4,1.034,0.932,Congr,1,main
1,L,L,4,0.362,0.435,Congr,1,main
1,L,L,4,0.473,0.396,Congr,1,main
1,R,R,1,0.574,0.9,Incongr,1,main
1,L,L,1,0.479,1.426,Incongr,1,main
1,L,L,1,0.518,0.412,Incongr,1,main
1,R,R,4,0.306,1.415,Congr,1,main
1,R,R,4,0.459,1.29,Incongr,1,main
1,R,R,4,0.375,0.385,Congr,1,main
1,R,R,4,0.346,0.298,Congr,1,main
1,R,R,4,0.289,0.329,Congr,1,main
1,L,R,1,0.239,3.261,Incongr,0,main
1,R,R,4,0.555,1.131,Congr,1,main
1,L,L,4,0.439,2.025,Congr,1,main
1,L,L,4,0.538,0.585,Congr,1,main
1,L,L,4,0.531,3.554,Incongr,1,main
1,R,R,4,0.358,1.181,Congr,1,main
1,L,R,4,0.337,0.787,Incongr,0,main
1,R,R,1,0.28,1.054,Congr,1,main
1,R,R,4,0.437,0.5,Incongr,1,main
1,L,L,4,0.336,0.793,Congr,1,main
1,L,L,4,0.333,3.105,Congr,1,main
1,R,R,1,0.44,0.64,Incongr,1,main
1,R,R,4,0.549,1.071,Congr,1,main
1,L,L,4,0.274,1.08,Congr,1,main
1,L,L,4,0.643,1.062,Incongr,1,main
1,L,L,1,0.477,1.326,Incongr,1,main
1,R,R,4,0.419,0.945,Incongr,1,main
1,L,L,4,0.428,4.236,Incongr,1,main
1,R,R,4,0.4,0.753,Incongr,1,main
1,L,L,4,0.334,3.079,Congr,1,main
1,L,L,4,0.43,1.801,Congr,1,main
1,L,L,4,0.415,1.487,Congr,1,main
1,L,L,4,0.425,2.523,Incongr,1,main
1,L,L,4,0.685,1.251,Incongr,1,main
1,R,R,4,0.378,2.508,Congr,1,main
1,L,L,4,0.383,7.093,Congr,1,main
1,L,L,4,0.42,1.58,Incongr,1,main
1,R,R,4,0.308,1.154,Congr,1,main
1,R,L,4,0.256,2.187,Incongr,0,main
1,R,R,1,0.536,1.054,Incongr,1,main
1,R,R,4,0.396,1.018,Congr,1,main
1,R,R,4,0.418,0.664,Incongr,1,main
1,L,L,4,0.391,0.914,Congr,1,main
1,R,R,4,0.34,0.79,Congr,1,main
1,L,L,4,0.381,0.78,Congr,1,main
1,L,L,1,0.731,1.321,Incongr,1,main
1,L,L,1,0.983,1.369,Incongr,1,main
1,L,L,4,0.376,0.778,Congr,1,main
1,R,R,4,0.282,0.865,Congr,1,main
1,R,R,4,0.284,1.909,Congr,1,main
1,L,L,4,0.369,1.011,Congr,1,main
1,L,L,4,0.266,1.349,Congr,1,main
1,R,R,1,0.305,0.838,Incongr,1,main
1,R,R,4,0.398,1.226,Incongr,1,main
1,R,R,4,0.255,0.491,Congr,1,main
1,L,L,4,0.285,0.873,Congr,1,main
1,R,R,4,0.385,0.687,Congr,1,main
1,L,R,1,0.326,1.807,Incongr,0,main
1,R,R,4,0.376,2.958,Congr,1,main
1,R,R,4,0.465,1.06,Incongr,1,main
1,R,R,4,0.277,0.539,Congr,1,main
1,L,L,1,0.624,0.682,Incongr,1,main
1,L,L,1,0.637,0.596,Incongr,1,main
1,R,R,1,0.441,1.266,Incongr,1,main
1,R,R,4,0.545,2.039,Incongr,1,main
1,L,L,1,1.099,0.972,Incongr,1,main
1,R,R,4,0.36,1.139,Congr,1,main
1,R,R,4,0.314,0.537,Congr,1,main
1,R,R,1,0.456,1.528,Incongr,1,main
1,R,R,4,0.462,0.638,Incongr,1,main
1,L,L,4,0.762,1.995,Congr,1,main
1,L,R,1,0.321,2.344,Incongr,0,main
1,L,L,4,0.385,1.064,Congr,1,main
1,R,R,1,0.431,0.671,Incongr,1,main
1,L,L,4,0.445,1.148,Incongr,1,main
1,R,R,4,0.349,0.485,Incongr,1,main
1,L,L,1,0.465,1.034,Incongr,1,main
1,R,R,1,0.719,0.563,Incongr,1,main
1,L,L,1,0.579,0.602,Incongr,1,main
1,L,L,4,0.435,1.351,Congr,1,main
1,L,L,1,1.684,0.73,Congr,1,main
1,L,L,4,0.532,0.923,Incongr,1,main
1,R,R,1,0.347,1.607,Congr,1,main
1,R,R,4,0.464,2.922,Incongr,1,main
1,R,R,4,0.434,0.412,Incongr,1,main
1,L,L,1,0.302,0.97,Congr,1,main
1,R,R,4,0.272,0.871,Congr,1,main
1,L,L,4,0.465,0.968,Congr,1,main
1,R,R,1,0.419,0.763,Incongr,1,main
1,R,R,1,0.415,1.126,Incongr,1,main
1,L,L,1,0.353,2.59,Incongr,1,main
1,R,R,4,0.276,0.766,Congr,1,main
1,L,L,1,0.74,0.698,Incongr,1,main
1,R,R,1,0.392,0.688,Incongr,1,main
1,R,R,4,0.391,3.168,Incongr,1,main
1,L,L,4,0.278,2.738,Congr,1,main
1,R,R,4,0.276,0.972,Congr,1,main
1,R,R,1,0.428,0.717,Incongr,1,main
1,L,L,1,0.422,0.573,Incongr,1,main
1,L,L,4,0.479,0.821,Congr,1,main
1,L,L,4,0.45,3.52,Congr,1,main
1,R,R,4,0.337,4.052,Congr,1,main
1,R,R,1,0.549,1.1,Incongr,1,main
1,R,R,1,0.421,1.214,Incongr,1,main
1,R,R,4,0.359,0.901,Congr,1,main
1,R,R,1,0.933,0.624,Incongr,1,main
1,R,R,1,0.382,0.553,Incongr,1,main
1,L,L,1,0.383,1.72,Congr,1,main
1,L,L,4,0.343,1.009,Congr,1,main
1,L,R,1,0.317,2.347,Incongr,0,main
1,R,R,4,0.375,1.891,Congr,1,main
1,L,L,4,0.304,1.012,Congr,1,main
1,L,L,1,0.427,0.909,Incongr,1,main
1,L,L,1,0.496,1.135,Incongr,1,main
1,L,L,1,0.333,0.537,Congr,1,main
1,R,R,4,0.988,1.479,Congr,1,main
1,R,R,4,0.341,0.635,Congr,1,main
1,L,L,4,0.561,1.176,Congr,1,main
1,R,R,4,0.454,0.621,Congr,1,main
1,R,R,4,0.375,0.415,Incongr,1,main
1,R,R,1,0.79,0.761,Incongr,1,main
1,L,L,1,0.553,6.813,Congr,1,main
1,L,L,4,0.423,1.082,Incongr,1,main
1,R,R,4,0.346,1.711,Congr,1,main
1,L,L,1,0.878,0.509,Incongr,1,main
1,L,L,1,0.369,0.69,Incongr,1,main
1,L,L,4,0.219,0.91,Congr,1,main
1,L,R,1,0.285,1.81,Incongr,0,main
1,R,R,4,0.334,0.799,Congr,1,main
1,R,R,4,0.414,0.608,Congr,1,main
1,R,R,4,0.672,0.531,Congr,1,main
1,R,R,4,0.321,0.391,Congr,1,main
1,L,L,1,0.477,0.546,Incongr,1,main
1,L,L,4,0.419,1.642,Congr,1,main
1,L,L,4,0.462,2.252,Congr,1,main
1,R,R,1,0.497,1.196,Incongr,1,main
1,L,L,4,0.25,1.632,Congr,1,main
1,R,R,1,0.245,1.018,Incongr,1,main
1,L,R,1,0.372,2.709,Incongr,0,main
1,L,L,4,0.395,0.773,Congr,1,main
1,L,L,4,0.272,0.824,Congr,1,main
1,L,L,4,0.405,0.691,Congr,1,main
1,R,R,1,0.457,0.763,Incongr,1,main
1,R,R,4,0.494,0.686,Congr,1,main
1,L,L,4,0.407,1.189,Incongr,1,main
1,R,R,4,0.399,0.66,Congr,1,main
1,R,R,4,0.421,0.589,Congr,1,main
1,R,L,1,0.285,1.654,Incongr,0,main
1,R,R,1,0.386,1.055,Incongr,1,main
1,R,R,4,0.36,0.73,Congr,1,main
1,R,R,4,0.344,0.687,Congr,1,main
1,L,L,1,0.687,1.493,Congr,1,main
1,R,R,4,0.429,1.878,Congr,1,main
1,R,R,4,0.275,0.865,Congr,1,main
1,L,L,1,0.451,0.697,Congr,1,main
1,L,L,1,0.375,0.622,Incongr,1,main
1,L,L,1,0.429,0.364,Incongr,1,main
1,R,R,4,0.478,0.843,Congr,1,main
1,R,R,4,0.44,0.639,Incongr,1,main
1,L,L,1,0.635,0.87,Incongr,1,main
1,L,L,1,0.461,0.698,Congr,1,main
1,L,L,4,0.398,3.19,Congr,1,main
1,R,R,1,0.732,0.905,Incongr,1,main
1,L,L,1,0.408,4.48,Congr,1,main
1,L,L,1,0.389,0.426,Incongr,1,main
1,L,L,1,0.599,1.916,Incongr,1,main
1,R,R,1,0.492,6.735,Incongr,1,main
1,L,L,4,0.466,1.393,Incongr,1,main
1,L,L,4,0.389,0.834,Congr,1,main
1,R,R,1,0.797,0.744,Incongr,1,main
1,R,R,4,0.393,0.686,Congr,1,main
1,R,R,4,0.505,0.78,Congr,1,main
1,R,R,4,0.364,0.355,Congr,1,main
1,L,R,1,0.281,0.988,Incongr,0,main
1,L,L,4,0.409,0.935,Congr,1,main
1,R,R,4,0.372,0.717,Congr,1,main
1,L,L,1,0.434,0.523,Incongr,1,main
1,L,R,1,0.246,1.091,Incongr,0,main
1,L,L,4,0.396,0.948,Incongr,1,main
1,R,R,1,0.74,2.011,Incongr,1,main
1,R,R,4,0.361,0.622,Congr,1,main
1,R,R,4,0.348,0.364,Congr,1,main
1,R,R,4,0.444,0.539,Congr,1,main
1,L,R,1,0.402,1.082,Incongr,0,main
1,L,L,1,0.327,2.304,Congr,1,main
1,R,R,1,0.462,0.608,Incongr,1,main
1,L,L,1,0.629,0.564,Congr,1,main
1,R,R,1,0.485,1.907,Incongr,1,main
1,L,L,1,0.797,0.754,Congr,1,main
1,R,R,1,0.417,0.603,Incongr,1,main
1,R,R,4,0.295,0.898,Incongr,1,main
1,R,R,4,0.46,0.712,Incongr,1,main
1,L,L,1,0.483,0.719,Incongr,1,main
1,L,L,1,0.415,0.394,Incongr,1,main
1,R,R,4,0.421,5.044,Incongr,1,main
1,R,R,4,0.381,0.782,Congr,1,main
1,R,R,4,0.369,0.338,Incongr,1,main
1,R,R,4,0.286,0.294,Congr,1,main
1,R,R,4,0.448,0.396,Incongr,1,main
1,L,L,1,0.607,1.004,Congr,1,main
1,L,L,1,0.493,0.418,Incongr,1,main
1,R,R,1,0.74,1.083,Incongr,1,main
1,L,L,1,0.889,0.333,Incongr,1,main
1,R,R,4,0.433,1.352,Congr,1,main
1,L,L,4,0.618,0.796,Congr,1,main
1,L,L,4,0.429,0.644,Incongr,1,main
1,R,R,4,0.414,0.459,Congr,1,main
1,L,L,4,0.367,1.054,Congr,1,main
1,R,R,1,0.496,0.583,Incongr,1,main
1,L,L,4,0.457,0.673,Congr,1,main
1,L,L,4,0.41,0.636,Incongr,1,main
1,R,R,4,0.402,0.604,Incongr,1,main
1,R,R,4,0.464,0.432,Incongr,1,main
1,L,L,4,0.403,0.489,Incongr,1,main
1,L,R,1,0.376,1.024,Incongr,0,main
1,L,L,4,0.591,1.229,Incongr,1,main
1,L,L,1,0.384,0.511,Congr,1,main
1,R,R,4,0.509,12.701,Incongr,1,main
1,L,L,4,0.523,2.274,Congr,1,main
1,L,L,4,1.077,0.888,Congr,1,main
1,R,R,4,0.392,0.539,Congr,1,main
1,L,L,4,0.376,0.935,Congr,1,main
1,L,L,4,0.334,0.412,Congr,1,main
1,R,R,1,0.46,0.711,Incongr,1,main
1,R,R,4,0.431,0.785,Congr,1,main
1,R,R,4,0.331,0.376,Congr,1,main
1,L,L,1,1.019,0.628,Incongr,1,main
1,L,L,1,0.411,0.538,Incongr,1,main
1,R,R,1,0.507,1.072,Incongr,1,main
1,L,R,1,0.387,1.294,Congr,0,main
1,L,R,1,0.422,0.995,Incongr,0,main
1,L,L,4,0.384,1.062,Congr,1,main
1,R,R,4,0.46,4.138,Congr,1,main
1,L,L,4,0.369,1.015,Congr,1,main
1,R,R,1,0.414,0.831,Incongr,1,main
1,R,R,4,0.444,0.975,Congr,1,main
1,R,R,4,0.36,0.421,Congr,1,main
1,L,L,4,0.441,1.571,Congr,1,main
1,L,L,4,0.544,2.182,Incongr,1,main
1,R,R,4,0.427,0.705,Congr,1,main
1,R,R,4,0.433,0.428,Incongr,1,main
1,R,R,4,0.245,0.583,Congr,1,main
1,L,L,4,0.404,0.894,Congr,1,main
1,R,R,4,0.38,0.378,Congr,1,main
1,L,L,1,0.494,0.623,Incongr,1,main
1,L,L,1,0.383,0.513,Incongr,1,main
1,L,L,1,0.409,0.478,Incongr,1,main
1,L,L,1,0.322,0.392,Incongr,1,main
1,R,R,4,0.541,0.779,Congr,1,main
1,R,R,4,0.488,0.585,Incongr,1,main
1,L,L,4,0.376,1.185,Congr,1,main
1,R,R,4,0.572,0.628,Incongr,1,main
1,R,R,4,0.362,0.429,Congr,1,main
1,R,R,4,0.394,0.392,Incongr,1,main
1,R,R,4,0.383,2.051,Congr,1,main
1,R,R,4,0.571,0.375,Congr,1,main
1,R,R,1,0.766,0.776,Incongr,1,main
1,L,L,1,0.41,0.523,Congr,1,main
1,L,L,1,0.552,0.487,Incongr,1,main
1,R,R,1,0.441,0.422,Incongr,1,main
1,L,L,1,0.455,0.393,Congr,1,main
1,R,R,4,0.455,0.703,Congr,1,main
1,L,L,4,0.435,2.093,Incongr,1,main
1,R,R,1,0.45,0.528,Incongr,1,main
1,R,R,1,0.398,0.478,Incongr,1,main
1,R,R,1,0.361,0.374,Congr,1,main
1,R,R,1,0.473,0.307,Incongr,1,main
1,R,R,1,0.596,1.047,Incongr,1,main
1,R,R,4,0.417,1.286,Congr,1,main
1,L,L,1,2.161,7.192,Congr,1,main
1,R,R,4,0.348,1.066,Congr,1,main
1,L,L,1,0.781,0.558,Congr,1,main
1,R,R,4,0.644,3.958,Congr,1,main
1,R,R,4,0.403,0.711,Incongr,1,main
1,R,R,4,0.363,0.391,Congr,1,main
1,L,L,1,1.019,0.52,Incongr,1,main
1,L,L,1,0.412,0.608,Incongr,1,main
1,L,L,1,0.345,0.295,Congr,1,main
1,R,R,1,0.627,1.94,Incongr,1,main
1,L,L,1,0.651,1.265,Congr,1,main
1,L,L,1,0.731,1.269,Incongr,1,main
1,L,L,1,0.393,0.35,Congr,1,main
1,L,L,4,0.383,3.594,Congr,1,main
1,L,L,4,0.527,0.716,Incongr,1,main
1,L,L,4,0.302,0.608,Congr,1,main
1,R,R,4,0.502,1.029,Congr,1,main
1,R,R,4,0.445,0.375,Incongr,1,main
1,R,R,4,0.462,0.498,Incongr,1,main
1,R,L,1,0.673,0.952,Incongr,0,main
1,R,R,1,0.349,0.464,Congr,1,main
1,L,L,1,0.669,0.427,Congr,1,main
1,L,L,1,0.425,0.395,Incongr,1,main
1,R,R,4,0.543,0.762,Incongr,1,main
1,L,L,1,0.451,0.447,Congr,1,main
1,R,R,4,0.329,0.832,Congr,1,main
1,L,L,1,0.546,0.888,Congr,1,main
1,R,R,4,0.46,4.87,Incongr,1,main
1,L,L,1,0.642,0.711,Incongr,1,main
1,R,R,4,0.557,0.936,Incongr,1,main
1,L,L,4,0.381,1.699,Congr,1,main
1,L,L,1,0.499,0.669,Incongr,1,main
1,L,L,1,0.403,0.554,Incongr,1,main
1,R,R,1,0.449,0.671,Incongr,1,main
1,R,R,4,0.574,1.201,Congr,1,main
1,L,L,1,0.426,2.303,Incongr,1,main
1,R,R,4,0.408,1.044,Congr,1,main
1,L,L,1,0.432,0.497,Incongr,1,main
1,L,L,4,0.426,0.899,Incongr,1,main
1,L,L,4,0.386,0.673,Congr,1,main
1,L,L,4,0.346,1.22,Incongr,1,main
1,R,R,4,0.279,0.64,Congr,1,main
1,R,R,4,0.305,0.351,Congr,1,main
1,L,L,4,0.394,0.425,Congr,1,main
1,L,L,4,0.653,0.028,Incongr,1,main
2,L,L,NA,0.456,NA,Congr,1,training1
2,L,L,NA,0.47,NA,Incongr,1,training1
2,L,L,NA,0.465,NA,Incongr,1,training1
2,L,L,NA,0.383,NA,Congr,1,training1
2,R,R,NA,0.383,NA,Congr,1,training1
2,R,R,NA,0.579,NA,Incongr,1,training1
2,R,R,NA,0.574,NA,Incongr,1,training1
2,R,R,NA,0.503,NA,Congr,1,training1
2,R,R,1,0.652,5.487,Incongr,1,training2
2,R,R,1,1.037,2.015,Incongr,1,training2
2,L,L,1,0.49,3.074,Congr,1,training2
2,R,R,1,0.497,1.551,Congr,1,training2
2,L,L,4,0.609,3.122,Congr,1,training2
2,R,R,4,0.49,1.126,Congr,1,training2
2,L,L,1,1.037,3.263,Incongr,1,training2
2,L,L,1,0.692,1.401,Incongr,1,training2
2,L,L,3,0.455,2.451,Congr,1,training2
2,R,R,2,0.416,2.992,Congr,1,training2
2,R,R,3,0.333,3.771,Congr,1,training2
2,R,R,2,0.411,2.404,Congr,1,training2
2,L,L,3,0.41,1.819,Congr,1,training2
2,R,R,2,0.343,1.588,Congr,1,training2
2,R,R,2,0.452,1.297,Incongr,1,training2
2,L,L,1,0.413,1.002,Congr,1,training2
2,R,R,1,0.494,1.236,Incongr,1,training2
2,L,R,2,0.335,5.06,Incongr,0,training2
2,L,L,3,0.742,1.898,Incongr,1,training2
2,R,R,2,0.46,1.431,Congr,1,training2
2,L,L,1,0.654,1.204,Incongr,1,training2
2,L,L,3,0.497,2.368,Incongr,1,training2
2,L,L,1,0.687,1.084,Incongr,1,training2
2,L,L,3,0.571,3.196,Congr,1,training2
2,R,R,2,0.416,1.473,Congr,1,training2
2,R,R,2,0.494,1.079,Incongr,1,training2
2,R,R,2,0.492,5.18,Incongr,1,training2
2,L,L,2,0.457,4.518,Incongr,1,training2
