Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Congruency,Accuracy,Training
8,R,R,4,0.367,0.469,Congr,1,main
8,R,R,1,0.373,0.347,Incongr,1,main
8,L,L,1,0.375,0.454,Incongr,1,main
8,L,L,1,0.411,0.766,Incongr,1,main
8,R,R,4,0.334,0.615,Congr,1,main
8,L,L,4,0.3,1.083,Congr,1,main
8,R,R,4,0.336,0.694,Congr,1,main
8,L,L,1,0.413,0.846,Congr,1,main
8,L,L,4,0.326,0.541,Congr,1,main
8,L,L,1,0.339,0.464,Incongr,1,main
8,R,R,1,0.37,0.421,Incongr,1,main
8,R,R,4,0.411,0.532,Congr,1,main
8,L,L,1,0.376,0.378,Incongr,1,main
8,R,R,1,0.453,0.539,Incongr,1,main
8,R,R,1,0.414,0.496,Incongr,1,main
8,L,L,1,0.368,0.497,Congr,1,main
8,R,R,1,0.368,0.421,Incongr,1,main
8,R,R,4,0.338,0.853,Congr,1,main
8,L,L,4,0.372,1.434,Congr,1,main
8,R,R,1,0.376,0.378,Incongr,1,main
8,L,L,1,0.375,0.454,Incongr,1,main
8,R,R,4,0.33,0.534,Congr,1,main
8,L,L,1,0.331,0.418,Congr,1,main
8,R,R,1,0.369,0.382,Incongr,1,main
8,R,R,4,0.41,0.531,Congr,1,main
8,L,L,4,0.343,0.535,Congr,1,main
8,L,L,1,0.367,0.42,Incongr,1,main
8,L,L,1,0.37,1.355,Congr,1,main
8,L,L,1,0.374,0.375,Incongr,1,main
8,L,L,1,0.329,0.416,Incongr,1,main
8,R,R,1,0.444,0.426,Incongr,1,main
8,L,L,4,0.332,0.536,Congr,1,main
8,L,L,1,0.372,0.385,Incongr,1,main
8,R,R,1,0.409,0.376,Incongr,1,main
8,R,R,4,0.373,0.463,Congr,1,main
8,R,R,1,0.37,0.461,Incongr,1,main
8,L,R,1,0.368,0.81,Incongr,0,main
8,R,R,4,0.339,0.619,Congr,1,main
8,L,L,1,0.312,0.616,Congr,1,main
8,R,R,1,0.351,0.998,Congr,1,main
8,R,R,1,0.41,0.416,Incongr,1,main
8,R,R,1,0.369,0.382,Incongr,1,main
9,R,R,NA,0.403,NA,Congr,1,training1
9,L,L,NA,0.371,NA,Congr,1,training1
9,R,R,NA,0.374,NA,Incongr,1,training1
9,L,R,NA,0.338,NA,Incongr,0,training1
9,L,L,NA,0.51,NA,Incongr,1,training1
9,L,L,NA,0.412,NA,Congr,1,training1
9,R,R,NA,0.487,NA,Congr,1,training1
9,R,R,NA,0.53,NA,Incongr,1,training1
9,R,R,4,0.479,70.646,Incongr,1,training2
9,L,L,1,0.481,16.082,Incongr,1,training2
9,R,R,4,0.557,22.674,Incongr,1,training2
9,L,L,1,0.407,14.592,Congr,1,training2
9,L,L,4,0.872,6.389,Incongr,1,training2
9,R,R,2,0.395,3.349,Incongr,1,training2
9,R,R,4,0.471,2.908,Congr,1,training2
9,L,L,1,0.324,4.097,Congr,1,training2
9,L,L,4,0.36,2.283,Congr,1,training2
9,R,R,1,0.362,1.22,Congr,1,training2
9,L,L,2,0.398,8.468,Incongr,1,training2
9,L,L,4,0.44,1.531,Incongr,1,training2
9,L,L,4,0.432,1.101,Incongr,1,training2
9,R,R,1,0.4,0.935,Congr,1,training2
9,L,L,1,0.471,1.567,Congr,1,training2
9,L,L,4,0.517,1.92,Incongr,1,training2
9,L,L,4,0.353,1.962,Congr,1,training2
9,L,L,4,0.44,0.783,Incongr,1,training2
9,R,L,1,0.36,5.676,Incongr,0,training2
9,R,R,4,0.517,3.421,Congr,1,training2
9,L,L,1,0.434,1.487,Incongr,1,training2
9,L,L,4,0.714,1.85,Congr,1,training2
9,R,R,1,1.028,3.701,Incongr,1,training2
9,R,R,4,0.589,0.976,Congr,1,training2
9,L,L,1,0.39,0.781,Congr,1,training2
9,L,L,4,0.553,0.462,Congr,1,training2
9,R,R,1,0.512,1.454,Congr,1,training2
9,R,R,4,0.637,2.516,Congr,1,training2
9,R,R,4,0.555,1.292,Incongr,1,training2
9,L,L,1,0.43,0.745,Incongr,1,training2
9,R,R,1,0.432,3.429,Incongr,1,training2
9,R,R,4,0.552,0.855,Congr,1,training2
9,R,R,4,0.687,0.979,Incongr,1,training2
9,R,R,4,0.592,0.861,Congr,1,training2
9,R,R,4,0.516,1.051,Incongr,1,training2
9,L,L,1,0.634,1.487,Congr,1,training2
9,R,R,4,0.55,1.456,Incongr,1,training2
9,L,NA,1,NA,4.614,Incongr,0,training2
9,R,R,1,0.469,3.341,Congr,1,training2
9,L,L,1,0.55,1.97,Congr,1,training2
9,R,R,2,1.104,9.81,Incongr,1,main
9,L,L,1,0.826,0.978,Congr,1,main
9,R,R,1,0.437,7.288,Incongr,1,main
9,L,L,4,0.667,11.082,Congr,1,main
9,L,L,4,1.181,6.542,Incongr,1,main
9,L,L,4,0.748,0.627,Incongr,1,main
9,L,L,4,0.676,0.546,Congr,1,main
9,R,R,4,0.635,0.974,Congr,1,main
9,R,R,4,0.75,2.709,Congr,1,main
9,L,L,4,1.501,3.467,Congr,1,main
9,R,R,1,0.668,0.894,Incongr,1,main
9,L,L,4,0.667,0.469,Incongr,1,main
9,L,L,4,0.673,0.741,Congr,1,main
9,R,R,1,0.713,2.125,Congr,1,main
9,L,L,1,0.868,1.457,Incongr,1,main
9,R,L,3,1.934,17.352,Incongr,0,main
9,L,L,4,0.669,3.578,Congr,1,main
9,R,R,4,0.67,0.541,Incongr,1,main
9,L,L,1,1.462,2.438,Congr,1,main
9,L,L,4,0.601,0.541,Incongr,1,main
9,R,R,1,0.632,1.181,Congr,1,main
9,R,R,4,0.478,0.905,Incongr,1,main
9,R,R,4,0.927,0.983,Congr,1,main
9,R,R,4,0.717,2.395,Congr,1,main
9,L,L,1,0.394,0.665,Congr,1,main
9,R,R,1,1.85,1.136,Congr,1,main
9,R,R,4,0.565,0.581,Incongr,1,main
9,L,L,1,0.605,0.508,Congr,1,main
9,R,R,1,0.556,3.069,Incongr,1,main
9,R,R,4,1.419,0.47,Congr,1,main
9,L,L,1,0.556,1.017,Congr,1,main
9,R,R,1,0.945,4.451,Incongr,1,main
9,L,L,1,0.751,0.421,Incongr,1,main
9,L,L,4,1.929,0.738,Incongr,1,main
9,L,L,4,0.557,1.966,Incongr,1,main
9,R,R,1,0.547,1.217,Incongr,1,main
9,L,L,4,0.705,0.421,Congr,1,main
9,L,L,4,1.263,1.098,Congr,1,main
9,L,L,2,2.019,9.188,Congr,1,main
9,R,R,1,0.752,1.21,Incongr,1,main
9,L,L,1,0.728,1.605,Incongr,1,main
9,R,R,1,0.871,0.896,Congr,1,main
9,L,L,1,0.631,1.495,Incongr,1,main
9,L,L,4,0.757,0.555,Incongr,1,main
9,L,L,4,0.71,0.507,Incongr,1,main
9,R,R,1,0.67,0.816,Congr,1,main
9,R,R,1,0.508,3.069,Incongr,1,main
9,L,L,1,0.667,0.628,Incongr,1,main
9,R,R,4,0.833,1.446,Incongr,1,main
9,R,R,4,0.549,1.495,Incongr,1,main
9,R,R,4,0.903,1.733,Congr,1,main
9,R,R,4,0.508,1.135,Congr,1,main
9,L,L,1,0.393,0.704,Congr,1,main
9,L,L,4,0.592,0.781,Incongr,1,main
9,R,R,1,0.586,0.669,Congr,1,main
9,L,L,1,0.746,5.832,Incongr,1,main
9,R,R,4,0.745,1.895,Congr,1,main
9,R,R,4,0.804,0.782,Congr,1,main
9,L,L,1,2.174,0.381,Congr,1,main
9,R,R,2,0.554,2.381,Incongr,1,main
9,R,R,1,0.484,3.027,Incongr,1,main
9,L,L,1,0.468,1.299,Incongr,1,main
9,L,L,1,0.433,2.364,Incongr,1,main
9,L,L,4,0.51,0.505,Congr,1,main
9,L,L,4,0.479,0.51,Incongr,1,main
9,R,R,1,0.547,0.744,Congr,1,main
9,L,L,1,1.113,0.752,Congr,1,main
9,L,L,4,0.555,0.464,Congr,1,main
9,R,R,1,0.592,0.466,Congr,1,main
9,R,R,4,0.507,1.765,Incongr,1,main
9,R,R,4,0.71,0.389,Incongr,1,main
9,R,R,4,0.587,0.382,Incongr,1,main
9,L,L,1,0.75,0.353,Incongr,1,main
9,L,L,1,0.908,0.346,Congr,1,main
9,L,L,4,0.711,0.546,Congr,1,main
9,R,R,1,0.591,0.347,Congr,1,main
9,L,L,1,0.592,2.755,Congr,1,main
9,R,R,1,0.525,0.43,Incongr,1,main
9,R,R,4,0.47,0.541,Congr,1,main
9,L,L,1,0.318,1.804,Congr,1,main
9,R,R,1,0.474,0.584,Congr,1,main
9,R,R,4,0.586,0.342,Incongr,1,main
9,L,L,1,0.592,0.387,Incongr,1,main
9,R,R,1,0.467,0.51,Incongr,1,main
9,L,L,1,0.634,0.895,Congr,1,main
9,L,L,4,0.634,0.304,Incongr,1,main
9,L,L,4,0.517,0.501,Incongr,1,main
9,L,L,4,0.518,0.345,Congr,1,main
9,R,L,1,0.361,2.56,Incongr,0,main
9,R,R,4,0.473,1.846,Congr,1,main
9,L,L,1,0.557,1.138,Incongr,1,main
9,R,R,4,0.572,1.653,Incongr,1,main
9,L,L,1,0.71,0.664,Congr,1,main
9,L,L,4,1.104,0.304,Congr,1,main
9,L,L,4,0.911,0.98,Incongr,1,main
9,R,R,1,0.509,0.389,Congr,1,main
9,R,R,4,0.52,0.543,Congr,1,main
9,L,L,1,0.514,0.391,Incongr,1,main
9,L,L,4,0.392,1.098,Incongr,1,main
9,L,L,4,0.547,0.665,Congr,1,main
9,L,L,4,0.671,0.236,Incongr,1,main
9,R,R,4,0.512,0.351,Incongr,1,main
9,R,R,4,0.785,0.944,Incongr,1,main
9,R,R,4,0.669,0.538,Congr,1,main
9,L,L,1,0.631,0.273,Congr,1,main
9,L,L,4,1.347,0.547,Incongr,1,main
9,R,R,1,1.621,0.896,Congr,1,main
9,R,R,4,0.711,0.35,Congr,1,main
9,R,R,4,0.587,0.343,Congr,1,main
9,R,R,4,0.553,0.58,Incongr,1,main
9,L,L,1,0.61,0.382,Incongr,1,main
9,L,L,4,1.141,0.738,Congr,1,main
9,R,R,1,1.065,0.441,Congr,1,main
9,R,R,4,0.671,1.647,Incongr,1,main
9,L,L,1,0.752,0.264,Incongr,1,main
9,R,R,1,0.786,1.615,Incongr,1,main
9,R,R,4,1.024,0.66,Congr,1,main
9,R,R,4,0.986,0.342,Incongr,1,main
9,R,R,4,0.43,0.508,Congr,1,main
9,L,L,1,0.633,0.738,Congr,1,main
9,R,R,4,0.514,2.838,Incongr,1,main
9,L,L,1,0.595,0.272,Incongr,1,main
9,R,R,1,0.595,0.509,Congr,1,main
9,L,L,1,0.59,0.385,Incongr,1,main
9,R,R,1,0.587,0.343,Incongr,1,main
9,L,L,1,0.514,0.706,Incongr,1,main
9,R,L,1,0.527,0.578,Congr,0,main
9,L,L,4,1.583,2.205,Congr,1,main
9,L,L,4,1.258,0.383,Congr,1,main
9,L,L,4,0.589,0.306,Congr,1,main
9,R,R,1,0.949,0.904,Incongr,1,main
9,L,L,1,0.667,0.274,Congr,1,main
9,R,R,1,0.587,0.343,Incongr,1,main
9,L,L,1,0.953,0.306,Incongr,1,main
9,R,R,1,0.468,0.431,Congr,1,main
9,R,R,4,0.713,0.391,Incongr,1,main
9,L,L,1,0.597,0.277,Incongr,1,main
9,R,R,1,0.711,0.349,Congr,1,main
9,L,L,1,0.457,0.353,Incongr,1,main
9,R,R,1,0.354,0.385,Congr,1,main
9,L,L,1,0.551,0.342,Congr,1,main
9,R,R,1,0.489,0.312,Congr,1,main
9,R,R,4,0.667,0.353,Incongr,1,main
9,R,R,4,0.792,0.348,Congr,1,main
9,R,R,4,0.632,0.353,Incongr,1,main
9,L,L,1,0.788,0.265,Incongr,1,main
9,R,R,4,0.589,0.384,Incongr,1,main
9,L,L,1,0.952,0.974,Incongr,1,main
9,R,R,1,0.632,0.509,Incongr,1,main
9,L,L,1,0.688,0.981,Incongr,1,main
9,L,L,4,0.591,0.859,Congr,1,main
9,L,L,4,1.337,0.234,Incongr,1,main
9,L,L,4,0.637,0.228,Incongr,1,main
9,L,L,4,0.674,0.268,Incongr,1,main
9,R,R,1,0.549,0.838,Congr,1,main
9,R,R,4,1.532,0.583,Congr,1,main
9,L,L,1,0.83,0.745,Congr,1,main
9,L,R,1,0.863,8.516,Incongr,0,main
9,R,R,1,1.266,0.785,Incongr,1,main
9,L,L,1,1.183,0.312,Congr,1,main
9,R,R,1,0.746,0.442,Incongr,1,main
9,R,R,4,0.711,2.124,Congr,1,main
9,R,R,4,0.672,0.504,Incongr,1,main
9,L,L,1,0.438,0.349,Congr,1,main
9,R,R,1,0.63,0.39,Incongr,1,main
9,R,R,4,0.474,0.505,Congr,1,main
9,L,L,1,0.598,0.353,Congr,1,main
9,R,R,4,0.571,0.351,Congr,1,main
9,L,L,1,0.675,0.31,Congr,1,main
9,L,L,4,1.777,0.267,Congr,1,main
9,R,R,1,1.139,0.303,Incongr,1,main
9,R,R,4,1.38,1.018,Incongr,1,main
9,L,L,1,0.948,0.352,Congr,1,main
9,L,L,4,0.83,0.39,Congr,1,main
9,L,L,4,0.793,0.237,Congr,1,main
9,R,R,1,1.023,0.619,Congr,1,main
9,R,R,4,0.746,1.217,Congr,1,main
9,L,L,1,0.671,0.267,Incongr,1,main
9,R,R,1,0.629,0.797,Congr,1,main
9,L,L,1,0.784,0.983,Incongr,1,main
9,R,R,1,0.715,2.483,Incongr,1,main
9,L,L,1,0.631,0.313,Congr,1,main
9,L,L,4,0.862,0.269,Incongr,1,main
9,L,L,4,0.968,0.668,Incongr,1,main
9,L,L,4,0.671,0.228,Incongr,1,main
9,L,L,4,0.555,0.267,Incongr,1,main
9,L,L,4,0.43,0.272,Congr,1,main
9,R,R,1,0.832,0.747,Incongr,1,main
9,R,R,1,0.632,0.864,Incongr,1,main
9,R,R,4,0.548,2.166,Incongr,1,main
9,L,L,1,0.71,0.23,Incongr,1,main
9,R,R,1,0.509,1.372,Incongr,1,main
9,R,R,4,0.358,1.926,Congr,1,main
9,R,R,4,0.516,0.539,Incongr,1,main
9,L,L,1,0.47,0.344,Congr,1,main
9,R,R,1,0.557,0.98,Congr,1,main
9,L,L,1,0.586,0.274,Incongr,1,main
9,L,R,4,0.311,2.4,Incongr,0,main
9,L,L,1,0.713,0.431,Congr,1,main
9,L,L,4,0.549,0.313,Congr,1,main
9,L,L,4,0.611,0.225,Incongr,1,main
9,L,L,4,0.478,0.43,Incongr,1,main
9,R,R,1,0.637,0.437,Incongr,1,main
9,R,R,4,0.769,0.232,Incongr,1,main
9,R,R,4,0.512,0.31,Congr,1,main
9,R,R,4,0.469,0.303,Congr,1,main
9,L,L,1,0.76,0.274,Congr,1,main
9,R,R,1,0.794,2.401,Congr,1,main
9,R,R,4,0.596,0.313,Congr,1,main
9,L,L,1,0.795,0.233,Congr,1,main
9,R,R,1,0.635,0.975,Congr,1,main
9,R,R,4,0.636,0.267,Congr,1,main
9,R,R,4,0.556,0.307,Incongr,1,main
9,L,L,1,0.588,0.265,Incongr,1,main
9,L,L,4,0.636,0.226,Congr,1,main
9,R,R,1,0.23,0.916,Congr,1,main
9,R,R,4,0.577,0.384,Congr,1,main
9,L,L,1,0.442,0.312,Congr,1,main
9,R,R,1,0.633,0.353,Incongr,1,main
9,L,L,4,0.784,0.234,Congr,1,main
9,L,L,4,0.676,0.232,Incongr,1,main
9,R,R,1,0.709,0.27,Congr,1,main
9,L,L,1,0.613,0.265,Congr,1,main
9,L,L,4,0.871,0.628,Incongr,1,main
9,R,L,4,1.182,2.204,Congr,0,main
9,R,R,4,0.752,0.541,Incongr,1,main
9,L,L,1,0.669,0.225,Incongr,1,main
9,R,R,1,0.548,0.469,Congr,1,main
9,R,R,1,0.546,0.31,Incongr,1,main
9,L,L,1,0.625,0.228,Congr,1,main
9,R,R,4,0.489,0.587,Incongr,1,main
9,R,R,4,0.743,0.228,Incongr,1,main
9,L,L,1,0.517,0.265,Congr,1,main
9,R,R,4,0.553,0.353,Incongr,1,main
9,L,L,1,0.666,0.273,Congr,1,main
9,R,R,1,0.389,0.463,Congr,1,main
9,L,L,1,0.393,0.35,Incongr,1,main
9,L,R,4,0.332,2.201,Incongr,0,main
9,R,R,1,0.671,2.054,Congr,1,main
9,L,L,1,0.597,0.314,Congr,1,main
9,R,R,3,0.793,3.268,Incongr,1,main
9,L,L,1,0.39,0.904,Congr,1,main
9,L,L,4,0.56,0.508,Congr,1,main
9,R,R,1,0.711,0.431,Incongr,1,main
9,L,L,1,0.517,0.698,Incongr,1,main
9,L,L,4,0.626,0.426,Congr,1,main
9,R,R,1,0.435,1.132,Congr,1,main
9,R,R,4,0.671,0.267,Congr,1,main
9,R,R,4,0.432,0.314,Congr,1,main
9,R,R,4,0.394,0.311,Congr,1,main
9,L,L,1,0.674,0.387,Congr,1,main
9,L,L,4,0.593,0.232,Congr,1,main
9,L,L,4,0.634,0.264,Incongr,1,main
9,L,L,4,0.478,0.39,Congr,1,main
9,L,L,4,0.517,0.305,Incongr,1,main
9,L,L,4,0.446,0.265,Congr,1,main
9,R,R,1,0.593,0.664,Incongr,1,main
9,R,R,4,0.587,0.461,Congr,1,main
9,L,L,1,0.744,0.464,Incongr,1,main
9,L,L,4,0.549,0.431,Incongr,1,main
9,R,R,1,0.649,0.78,Congr,1,main
9,R,L,4,0.83,0.194,Congr,0,main
9,R,R,4,0.594,0.35,Incongr,1,main
9,L,L,1,0.682,0.265,Congr,1,main
9,R,L,1,0.537,0.748,Congr,0,main
9,L,L,1,0.754,2.593,Congr,1,main
9,R,R,4,0.945,0.703,Incongr,1,main
9,R,R,4,0.75,0.263,Incongr,1,main
9,L,L,1,0.59,0.307,Incongr,1,main
9,L,L,4,0.588,0.264,Congr,1,main
9,L,L,4,0.669,0.236,Incongr,1,main
9,R,R,1,0.477,0.666,Incongr,1,main
9,L,L,1,0.603,0.347,Incongr,1,main
9,L,L,4,0.625,0.189,Congr,1,main
9,R,R,1,0.812,0.344,Incongr,1,main
9,R,R,4,0.556,0.426,Congr,1,main
9,R,R,4,0.471,0.502,Congr,1,main
9,R,R,4,0.469,0.342,Congr,1,main
9,R,R,4,0.386,0.303,Congr,1,main
9,L,L,1,0.386,0.421,Congr,1,main
9,L,L,4,0.773,0.313,Incongr,1,main
9,L,L,4,0.674,0.191,Incongr,1,main
9,L,L,4,0.555,0.189,Incongr,1,main
9,R,R,1,0.914,0.275,Congr,1,main
9,R,R,4,0.708,0.268,Incongr,1,main
9,R,R,4,0.473,0.308,Incongr,1,main
9,L,L,1,0.521,0.308,Congr,1,main
9,L,L,4,0.868,0.185,Incongr,1,main
9,R,R,1,0.671,0.305,Incongr,1,main
9,R,R,4,0.455,0.352,Congr,1,main
9,L,R,1,0.593,0.192,Incongr,0,main
9,R,R,4,0.63,0.273,Incongr,1,main
9,R,L,4,0.273,2.793,Incongr,0,main
9,L,L,1,1.066,0.352,Incongr,1,main
9,R,R,1,0.745,0.308,Incongr,1,main
9,L,L,1,0.672,0.306,Congr,1,main
9,R,R,4,0.635,0.344,Incongr,1,main
9,L,L,1,0.387,0.461,Incongr,1,main
9,R,R,1,0.392,0.348,Congr,1,main
9,L,L,1,0.396,0.352,Congr,1,main
9,L,L,1,0.518,0.66,Incongr,1,main
9,R,R,1,0.787,0.304,Congr,1,main
9,R,R,4,0.671,0.228,Incongr,1,main
9,R,R,4,0.44,0.31,Congr,1,main
9,R,R,4,0.44,0.31,Incongr,1,main
9,L,L,1,0.433,0.342,Congr,1,main
9,R,R,1,0.47,0.343,Incongr,1,main
9,R,R,4,0.531,0.306,Congr,1,main
9,L,L,1,0.565,0.267,Incongr,1,main
9,R,R,1,0.354,0.857,Congr,1,main
9,R,R,4,0.475,0.309,Congr,1,main
9,L,L,1,0.519,0.306,Incongr,1,main
9,R,R,4,0.358,0.388,Congr,1,main
9,R,R,4,0.493,0.422,Incongr,1,main
9,R,R,4,0.546,0.231,Incongr,1,main
9,R,R,4,0.397,0.314,Congr,1,main
9,R,R,4,0.547,0.35,Congr,1,main
9,L,L,1,0.67,0.226,Incongr,1,main
9,L,L,4,0.597,0.353,Incongr,1,main
9,R,R,1,0.555,0.661,Congr,1,main
9,L,L,1,0.605,0.311,Incongr,1,main
9,L,L,4,0.556,0.465,Incongr,1,main
9,L,L,4,0.431,0.43,Congr,1,main
9,L,L,4,0.51,0.231,Congr,1,main
9,R,R,1,0.555,0.346,Incongr,1,main
9,L,L,1,0.52,0.308,Incongr,1,main
9,R,R,1,0.517,0.425,Congr,1,main
9,R,R,4,0.509,0.465,Congr,1,main
9,L,L,1,0.391,0.347,Congr,1,main
9,R,R,1,0.589,0.502,Incongr,1,main
9,L,L,1,0.393,0.388,Congr,1,main
9,L,L,4,0.714,0.234,Incongr,1,main
9,R,R,1,0.87,0.186,Incongr,1,main
9,L,L,1,0.668,0.281,Congr,1,main
9,L,L,4,0.518,0.306,Congr,1,main
9,L,L,4,0.554,0.307,Congr,1,main
9,L,L,4,0.52,0.229,Incongr,1,main
9,R,R,1,0.501,0.304,Incongr,1,main
9,R,R,1,0.511,0.545,Congr,1,main
9,R,R,4,0.551,0.235,Incongr,1,main
9,L,L,1,0.717,0.265,Congr,1,main
9,L,L,4,0.548,0.588,Incongr,1,main
9,R,R,1,0.385,0.431,Congr,1,main
9,L,L,1,0.436,0.345,Congr,1,main
9,L,L,4,0.552,0.265,Incongr,1,main
9,L,L,4,0.529,0.305,Incongr,1,main
9,L,L,4,0.554,0.267,Incongr,1,main
9,L,L,4,0.476,0.311,Incongr,1,main
9,R,R,1,0.674,0.309,Congr,1,main
9,R,R,4,0.597,0.342,Incongr,1,main
9,L,L,1,0.437,0.307,Congr,1,main
9,R,R,1,0.438,0.347,Incongr,1,main
9,L,L,1,0.71,0.31,Congr,1,main
9,R,R,1,0.555,0.307,Incongr,1,main
9,L,L,1,0.519,0.7,Congr,1,main
9,L,L,4,0.671,0.267,Congr,1,main
9,R,L,1,0.472,0.898,Incongr,0,main
9,R,R,1,0.508,0.858,Incongr,1,main
9,L,L,1,0.752,0.461,Congr,1,main
9,R,R,1,0.365,0.345,Congr,1,main
9,R,R,4,0.397,1.457,Congr,1,main
9,R,R,4,0.431,0.313,Congr,1,main
9,R,R,4,0.436,0.306,Incongr,1,main
9,L,L,1,0.516,0.314,Congr,1,main
9,L,L,4,0.398,0.432,Congr,1,main
9,L,L,4,0.552,0.233,Incongr,1,main
9,R,R,1,0.552,0.225,Incongr,1,main
9,R,R,3,0.514,0.837,Incongr,1,main
9,R,R,4,0.86,0.268,Incongr,1,main
9,L,L,1,0.681,0.304,Congr,1,main
9,L,L,1,0.434,0.304,Congr,1,main
9,R,R,1,0.527,0.432,Congr,1,main
9,L,L,1,0.433,0.303,Congr,1,main
9,R,R,1,0.826,0.873,Congr,1,main
9,R,R,4,0.518,0.306,Congr,1,main
9,L,L,1,0.472,0.306,Congr,1,main
9,L,L,4,0.595,0.508,Incongr,1,main
9,L,L,4,0.671,0.188,Incongr,1,main
9,R,R,1,0.756,0.426,Incongr,1,main
9,R,R,4,0.589,0.384,Incongr,1,main
9,R,R,4,0.433,0.362,Congr,1,main
9,R,R,4,0.434,0.54,Incongr,1,main
9,R,R,4,0.435,0.305,Incongr,1,main
9,R,R,4,0.464,0.508,Congr,1,main
9,L,L,1,0.671,0.306,Incongr,1,main
9,L,L,4,0.555,0.582,Incongr,1,main
9,L,L,4,0.546,0.31,Incongr,1,main
9,L,L,4,0.535,0.193,Congr,1,main
9,R,R,1,1.23,0.312,Incongr,1,main
9,L,L,1,0.474,0.388,Congr,1,main
9,R,R,1,0.479,0.352,Incongr,1,main
9,R,R,4,0.476,0.389,Congr,1,main
9,R,R,4,0.397,0.393,Congr,1,main
9,R,R,4,0.516,0.265,Congr,1,main
9,L,L,1,0.603,0.347,Congr,1,main
9,R,R,1,0.675,0.585,Congr,1,main
9,L,L,1,0.512,0.312,Incongr,1,main
9,L,L,4,1.03,0.35,Incongr,1,main
9,L,L,4,0.445,0.281,Congr,1,main
9,L,L,4,0.432,0.235,Congr,1,main
9,L,L,4,0.455,0.302,Incongr,1,main
9,L,L,4,0.441,0.271,Incongr,1,main
9,R,R,1,0.481,0.343,Incongr,1,main
9,L,L,4,0.549,0.235,Congr,1,main
9,R,R,1,0.475,0.31,Incongr,1,main
9,L,L,1,0.629,0.508,Incongr,1,main
9,L,L,4,0.79,0.228,Incongr,1,main
9,R,R,1,0.473,0.503,Congr,1,main
9,R,R,4,0.789,0.228,Incongr,1,main
9,L,L,1,0.59,0.425,Congr,1,main
9,R,R,1,0.585,0.314,Congr,1,main
9,L,L,1,0.709,0.229,Congr,1,main
9,L,L,4,0.671,0.227,Incongr,1,main
9,R,R,1,0.614,0.231,Incongr,1,main
9,L,L,4,0.673,0.19,Congr,1,main
9,L,L,4,0.987,0.186,Incongr,1,main
9,R,R,1,0.52,0.544,Congr,1,main
9,L,R,1,0.904,1.919,Incongr,0,main
9,R,R,4,0.981,1.651,Incongr,1,main
9,R,R,4,0.634,0.265,Congr,1,main
9,L,L,1,0.521,1.689,Congr,1,main
9,L,L,4,0.676,0.193,Incongr,1,main
9,R,R,1,0.678,0.588,Congr,1,main
9,R,R,4,0.555,0.237,Incongr,1,main
9,R,R,4,0.478,0.273,Incongr,1,main
9,R,R,4,0.6,0.306,Incongr,1,main
9,L,L,1,0.673,0.229,Incongr,1,main
9,R,R,4,0.521,0.23,Incongr,1,main
9,L,L,1,0.522,0.348,Incongr,1,main
9,L,L,1,0.549,0.313,Congr,1,main
9,R,R,1,1.703,1.852,Incongr,1,main
9,L,L,1,0.67,0.265,Incongr,1,main
9,L,L,4,0.55,0.676,Incongr,1,main
9,R,R,1,0.628,0.545,Congr,1,main
9,R,R,4,0.638,0.425,Incongr,1,main
9,R,R,4,0.47,0.422,Congr,1,main
9,L,L,1,0.436,0.267,Congr,1,main
9,R,R,1,0.472,0.423,Congr,1,main
9,L,L,1,0.595,0.943,Incongr,1,main
9,L,L,4,0.631,0.222,Congr,1,main
9,R,R,1,0.633,0.708,Congr,1,main
9,R,R,4,0.794,1.06,Congr,1,main
9,R,R,4,0.508,0.269,Incongr,1,main
9,R,R,4,0.439,0.348,Congr,1,main
9,L,L,1,0.712,0.272,Incongr,1,main
9,R,R,1,0.552,0.266,Incongr,1,main
9,R,R,4,0.55,0.314,Incongr,1,main
9,R,R,4,0.436,0.345,Incongr,1,main
9,L,L,1,0.402,0.267,Congr,1,main
9,R,R,4,0.39,0.307,Congr,1,main
9,L,L,1,0.618,0.272,Incongr,1,main
9,L,L,4,0.71,0.191,Congr,1,main
9,R,R,1,0.591,0.307,Congr,1,main
9,L,R,4,0.912,1.928,Incongr,0,main
9,L,L,1,0.757,0.271,Incongr,1,main
9,R,L,1,0.832,0.314,Congr,0,main
9,R,R,1,1.225,0.819,Congr,1,main
9,L,L,1,0.665,0.351,Incongr,1,main
9,L,L,4,0.624,0.227,Congr,1,main
9,L,L,4,0.519,0.228,Congr,1,main
9,R,L,1,0.63,0.273,Incongr,0,main
9,L,L,1,0.747,0.35,Congr,1,main
9,L,L,4,0.595,0.587,Congr,1,main
9,R,R,1,0.594,0.272,Incongr,1,main
9,L,L,1,0.521,0.427,Incongr,1,main
9,L,L,4,0.551,0.304,Incongr,1,main
9,R,R,1,0.513,0.234,Incongr,1,main
9,R,R,4,0.51,0.388,Congr,1,main
9,R,R,4,1.467,1.496,Congr,1,main
9,L,L,1,0.594,0.272,Congr,1,main
9,L,L,4,0.509,0.277,Incongr,1,main
9,R,R,1,0.629,0.231,Incongr,1,main
9,L,L,1,0.555,0.544,Congr,1,main
9,R,R,1,0.51,0.27,Congr,1,main
9,R,R,4,0.511,0.271,Congr,1,main
9,L,L,1,0.556,0.308,Incongr,1,main
9,L,L,4,0.549,0.313,Congr,1,main
