Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,SN,Day,Accuracy,Condition,Block
8,1,1,3,0.627360083,0.472345692,0.255697168,1,1,2,8
8,1,1,3,1.04248097,0.489762691,0.214491089,1,1,2,8
8,2,2,3,1.057907983,0.599416414,0.214491089,1,1,2,8
8,1,1,3,0.907605912,0.631225727,0.176624988,1,1,2,8
8,1,1,4,0.811271453,0.66672941,0.176624988,1,1,2,8
8,1,1,3,1.052076613,0.594874292,0.142359439,1,1,2,8
8,1,1,3,0.982775547,0.559165611,0.142359439,1,1,2,8
8,2,2,2,1.077686011,0.730247363,0.111962849,1,1,2,8
8,1,1,3,0.761360502,0.859826699,0.111962849,1,1,2,8
8,2,2,2,1.765600565,4.99048864,0.085691244,1,1,2,8
8,1,1,3,0.436968837,0.530934187,0.085691244,1,1,2,8
8,2,2,2,1.10030737,0.656258395,0.063750516,1,1,2,8
8,2,1,1,1.809196084,0.68040312,0.063750516,1,0,2,8
8,2,1,2,0.89068193,0.646530484,0.081266761,1,0,2,8
8,1,1,2,1.114729759,0.58972533,0.098783005,1,1,2,8
8,1,1,2,1.138569955,0.500829795,0.098783005,1,1,2,8
8,1,2,2,1.101147675,0.6254941,0.074576284,1,0,2,8
8,2,2,2,1.236298561,0.643346444,0.098783005,1,1,2,8
8,1,1,3,1.0948447,0.667007268,0.098783005,1,1,2,8
8,1,1,2,1.884369195,0.784021956,0.074576284,1,1,2,8
8,1,1,3,0.782597427,0.509800409,0.074576284,1,1,2,8
8,2,2,2,1.478275654,2.970907604,0.054764381,1,1,2,8
8,1,1,2,1.394303034,0.553438951,0.054764381,1,1,2,8
8,2,1,1,1.024533886,0.582926119,0.039357254,1,0,2,8
8,1,2,1,1.195367113,0.715433665,0.054764381,1,0,2,8
8,2,1,2,1.163498161,1.052269894,0.065997185,1,0,2,8
8,2,2,2,1.294824201,1.00310137,0.081404312,1,1,2,8
8,1,1,2,1.423990284,0.614462872,0.081404312,1,1,2,8
8,1,1,1,1.628377957,4.058915237,0.06026012,1,1,2,8
8,1,1,2,1.685776959,1.058375155,0.06026012,1,1,2,8
8,2,1,1,1.237136365,1.10686708,0.043538952,1,0,2,8
8,2,1,2,1.075982574,0.489953556,0.06026012,1,0,2,8
8,2,2,2,1.185948899,5.53972067,0.072707505,1,1,2,8
8,2,2,1,1.266939091,0.68760603,0.072707505,1,1,2,8
8,2,1,2,1.024742003,0.69724466,0.053274952,1,0,2,8
8,1,2,1,1.417740541,0.769968961,0.072707505,1,0,2,8
8,1,1,2,1.070354185,0.483334323,0.087744372,1,1,2,8
8,2,2,2,0.892253024,0.872590332,0.087744372,1,1,2,8
8,2,2,4,1.733453788,0.528346413,0.3,1,1,1,9
8,1,1,4,0.823649993,0.406943461,0.3,1,1,1,9
8,1,1,3,1.059415378,0.569487266,0.255697168,1,1,1,9
8,2,2,4,1.070418345,0.595501205,0.255697168,1,1,1,9
8,2,2,3,1.177328313,0.489685195,0.214491089,1,1,1,9
8,1,1,4,0.834995244,0.624390031,0.214491089,1,1,1,9
8,2,2,3,1.108502953,6.616238772,0.176624988,1,1,1,9
8,1,1,4,1.13347071,0.415811885,0.176624988,1,1,1,9
8,1,1,3,0.940489678,1.734627779,0.142359439,1,1,1,9
8,1,1,3,1.630354461,1.069225693,0.142359439,1,1,1,9
8,2,2,4,0.734905835,0.592129828,0.111962849,1,1,1,9
8,1,1,4,0.837547535,0.691293553,0.111962849,1,1,1,9
8,1,1,4,1.061799694,0.570084787,0.085691244,1,1,1,9
8,1,1,4,1.152446469,0.657600435,0.085691244,1,1,1,9
8,2,2,3,0.900798437,0.575111643,0.063750516,1,1,1,9
8,1,1,3,0.725901709,0.600650336,0.063750516,1,1,1,9
8,1,1,3,1.164839157,0.622403343,0.046234272,1,1,1,9
8,2,2,1,1.6179299,2.001329612,0.046234272,1,1,1,9
8,1,1,1,1.197881646,1.053287676,0.033038562,1,1,1,9
8,1,1,2,1.152060134,0.481523291,0.033038562,1,1,1,9
8,2,1,2,1.100803829,0.656638075,0.023780456,1,0,1,9
8,2,2,2,1.073286141,0.918613453,0.033038562,1,1,1,9
8,1,1,1,0.974713731,0.935601807,0.033038562,1,1,1,9
8,2,2,1,1.262114907,0.55665963,0.023780456,1,1,1,9
8,1,1,2,0.865911039,5.455421117,0.023780456,1,1,1,9
8,2,1,1,1.635730987,0.705700318,0.017784512,1,0,1,9
8,1,1,2,1.282501787,0.574115629,0.023780456,1,1,1,9
8,1,1,2,1.140441737,0.599072843,0.023780456,1,1,1,9
8,2,2,1,1.515629001,0.766045706,0.017784512,1,1,1,9
8,1,1,2,1.212372015,0.828299228,0.017784512,1,1,1,9
8,1,2,1,1.223672443,0.854453498,0.01419699,1,0,1,9
8,1,1,1,1.008849578,0.632410364,0.017784512,1,1,1,9
8,2,1,1,3.867915625,4.146037222,0.017784512,1,0,1,9
8,1,2,1,1.273707816,0.663345087,0.021372034,1,0,1,9
8,2,1,1,1.785798041,0.642799953,0.024959556,1,0,1,9
8,1,2,1,1.590064906,0.566986617,0.030019949,1,0,1,9
8,1,1,1,2.123184731,0.807277826,0.036459623,1,1,1,9
8,2,1,1,1.427724583,0.698240035,0.036459623,1,0,1,9
8,1,1,1,1.628044407,0.809457489,0.046809098,1,1,1,9
8,2,2,2,1.19042145,1.207665857,0.046809098,1,1,1,9
8,1,1,1,1.172088108,0.660732113,0.033457077,1,1,1,9
8,1,1,1,2.455846477,0.581013201,0.033457077,1,1,1,9
8,2,1,2,0.811803013,0.409648918,0.024062476,1,0,1,9
8,1,2,1,0.950692498,3.903563192,0.033457077,1,0,1,9
8,2,1,1,0.898199797,0.925702259,0.039559982,1,0,1,9
8,1,2,1,1.861510441,0.779300034,0.048954582,1,0,1,9
8,1,1,2,1.352925273,2.195112588,0.060247862,1,1,1,9
8,2,2,1,1.480370513,1.387941718,0.060247862,1,1,1,9
8,1,1,1,1.106764818,0.550382547,0.043529538,1,1,1,9
8,2,2,1,1.11661659,0.654706736,0.043529538,1,1,1,9
8,2,1,1,1.697978273,0.764944675,0.031084813,1,0,1,9
8,1,1,2,1.708046743,0.839293662,0.043529538,1,1,1,9
8,2,2,1,1.52302578,0.774443302,0.043529538,1,1,1,9
8,2,2,3,1.347149287,0.460403885,0.3,1,1,2,10
8,2,2,4,1.061997962,0.668628536,0.3,1,1,2,10
8,2,2,3,1.148747683,0.512291162,0.255697168,1,1,2,10
8,1,1,4,0.887479937,0.580119209,0.255697168,1,1,2,10
8,1,1,4,1.354250503,0.676191656,0.214491089,1,1,2,10
8,2,2,3,1.478345138,5.241892599,0.214491089,1,1,2,10
8,1,1,3,1.526592638,0.457800855,0.176624988,1,1,2,10
8,1,1,3,1.6041583,0.691685088,0.176624988,1,1,2,10
8,1,1,3,1.621311295,1.747877447,0.142359439,1,1,2,10
8,1,1,3,0.971997805,0.757468341,0.142359439,1,1,2,10
8,1,1,3,1.171101203,0.644851768,0.111962849,1,1,2,10
8,1,1,4,1.158701556,0.696786435,0.111962849,1,1,2,10
8,2,2,2,1.689997351,0.693738558,0.085691244,1,1,2,10
8,2,1,2,1.223778408,0.902290887,0.085691244,1,0,2,10
8,2,2,3,0.959535797,0.633446624,0.107631971,1,1,2,10
8,1,1,3,0.84307384,0.664674204,0.107631971,1,1,2,10
8,1,1,2,1.036083033,0.657888657,0.082017464,1,1,2,10
8,1,1,2,1.34813441,0.623455535,0.082017464,1,1,2,10
8,1,1,2,1.122027793,0.597521167,0.060757539,1,1,2,10
8,2,1,2,1.530081651,1.277160317,0.060757539,1,0,2,10
8,1,1,3,1.046899508,0.556470018,0.077593809,1,1,2,10
8,2,2,3,1.187998606,0.851396879,0.077593809,1,1,2,10
8,1,1,2,1.406320085,1.062976428,0.057183023,1,1,2,10
8,1,1,1,1.400387768,5.407846629,0.057183023,1,1,2,10
8,2,2,1,1.157692838,0.56758632,0.041187774,1,1,2,10
8,1,2,1,1.80537522,0.726442979,0.041187774,1,0,2,10
8,2,1,1,1.301274412,0.690292095,0.052960635,1,0,2,10
8,1,1,2,1.379136189,3.690943384,0.064733495,1,1,2,10
8,2,2,2,1.141700581,0.504061473,0.064733495,1,1,2,10
8,1,1,3,0.864432329,0.621556729,0.046998493,1,1,2,10
8,2,2,3,1.041033929,1.126663989,0.046998493,1,1,2,10
8,1,1,2,0.999629014,0.639155667,0.033595216,1,1,2,10
8,2,1,2,1.4416037,0.681758859,0.033595216,1,0,2,10
8,1,1,1,5.386069591,0.675622833,0.043034682,1,1,2,10
8,1,1,2,1.301543743,6.19484014,0.043034682,1,1,2,10
8,1,1,2,1.224248389,0.616645425,0.030730211,1,1,2,10
8,2,2,1,2.187749588,0.787981746,0.030730211,1,1,2,10
8,1,1,2,1.218075984,0.737016612,0.022240768,1,1,2,10
8,1,2,1,1.423971212,0.792076018,0.022240768,1,0,2,10
8,2,1,1,1.95719757,0.582292786,0.027643286,1,0,2,10
8,2,2,2,1.099674416,0.606846279,0.033045803,1,1,2,10
8,2,1,1,3.22003872,4.243669486,0.033045803,1,0,2,10
8,1,2,1,1.223359523,0.614387613,0.042306278,1,0,2,10
8,1,1,2,0.892209612,0.599289792,0.051566753,1,1,2,10
8,2,1,3,1.582433146,0.716617047,0.051566753,1,0,2,10
8,2,2,1,1.501398835,0.689186152,0.066171055,1,1,2,10
8,1,1,1,1.344811348,0.859020358,0.066171055,1,1,2,10
8,2,2,4,1.024101902,0.646995223,0.3,1,1,3,11
8,2,2,4,0.938620341,0.691899604,0.3,1,1,3,11
8,1,1,4,0.933751271,0.543537748,0.255697168,1,1,3,11
8,1,1,4,0.950875788,0.561472534,0.255697168,1,1,3,11
8,1,1,3,1.191162536,0.535705884,0.214491089,1,1,3,11
8,2,2,4,0.927177498,0.681274713,0.214491089,1,1,3,11
8,1,1,3,0.9545916,0.595927009,0.176624988,1,1,3,11
8,1,1,3,0.889013034,0.549306658,0.176624988,1,1,3,11
8,2,2,2,1.003881892,0.611253925,0.142359439,1,1,3,11
8,1,1,3,0.953218435,0.530614896,0.142359439,1,1,3,11
8,2,2,4,1.082549937,0.878517589,0.111962849,1,1,3,11
8,2,2,2,1.463847532,0.669642294,0.111962849,1,1,3,11
8,1,1,2,1.29485874,0.603616283,0.085691244,1,1,3,11
8,1,2,2,1.375134228,3.928505513,0.085691244,1,0,3,11
8,1,1,3,0.794295562,0.506178341,0.107631971,1,1,3,11
8,1,1,3,0.849443114,0.383122892,0.107631971,1,1,3,11
8,1,1,3,0.860208028,0.696879446,0.082017464,1,1,3,11
8,1,2,1,1.28994282,0.662605322,0.082017464,1,0,3,11
8,2,2,3,0.9849276,0.481366807,0.103277389,1,1,3,11
8,1,1,2,1.067166925,0.609403416,0.103277389,1,1,3,11
8,2,2,2,0.949461036,0.655519308,0.078344255,1,1,3,11
8,2,1,1,1.184460457,0.658463144,0.078344255,1,0,3,11
8,2,2,2,1.108172891,0.647829101,0.098901451,1,1,3,11
8,1,1,3,1.195462557,0.378655554,0.098901451,1,1,3,11
8,2,2,3,1.032827022,1.918956794,0.074675271,1,1,3,11
8,2,2,2,1.214321466,0.94299798,0.074675271,1,1,3,11
8,2,1,1,1.029593646,0.636832722,0.054843458,1,0,3,11
8,1,1,1,1.135197256,0.67373616,0.074675271,1,1,3,11
8,2,2,2,1.218433636,0.897731857,0.074675271,1,1,3,11
8,1,1,1,1.211345392,0.682100408,0.054843458,1,1,3,11
8,2,1,2,1.036105032,0.595463185,0.054843458,1,0,3,11
8,1,1,2,1.094984249,0.731346506,0.070270067,1,1,3,11
8,2,2,1,3.963616667,3.598051899,0.070270067,1,1,3,11
8,1,1,4,0.788977195,0.72558012,0.3,1,1,1,12
8,2,2,4,1.014087553,0.746126871,0.3,1,1,1,12
8,1,1,4,1.034816822,0.657839481,0.255697168,1,1,1,12
8,1,1,4,1.139639334,0.727509087,0.255697168,1,1,1,12
8,1,1,4,0.951165139,4.224245332,0.214491089,1,1,1,12
8,2,2,4,1.844714767,0.731127437,0.214491089,1,1,1,12
8,1,1,3,0.987947561,0.596285538,0.176624988,1,1,1,12
8,2,2,3,0.999767486,0.768238243,0.176624988,1,1,1,12
8,2,2,2,1.229698463,0.685747649,0.142359439,1,1,1,12
8,1,1,3,1.086338469,0.594816271,0.142359439,1,1,1,12
8,1,2,2,1.303492508,0.754984179,0.111962849,1,0,1,12
8,2,2,3,1.104828112,0.613595229,0.142359439,1,1,1,12
8,1,1,3,1.54638295,0.572629944,0.142359439,1,1,1,12
8,1,1,2,1.265565551,0.591583133,0.111962849,1,1,1,12
8,2,2,3,1.17144549,1.444789074,0.111962849,1,1,1,12
8,1,1,2,1.175574752,0.697873692,0.085691244,1,1,1,12
8,2,2,3,0.889551758,0.678965752,0.085691244,1,1,1,12
8,2,1,2,1.3053496,0.820862989,0.063750516,1,0,1,12
8,1,2,2,1.200583409,2.431671825,0.085691244,1,0,1,12
8,2,2,3,1.148485547,0.63792559,0.103207488,1,1,1,12
8,2,2,2,0.959736248,0.682221342,0.103207488,1,1,1,12
8,2,2,2,1.003791691,0.515262556,0.078285467,1,1,1,12
8,2,2,2,1.148289388,1.997349118,0.078285467,1,1,1,12
8,1,2,2,1.195137687,0.619418753,0.057739705,1,0,1,12
8,1,1,3,1.134488146,0.545901824,0.078285467,1,1,1,12
8,1,1,2,1.112865577,0.507695203,0.078285467,1,1,1,12
8,1,2,1,1.412009491,2.987413116,0.057739705,1,0,1,12
8,2,2,2,1.375708448,0.841888166,0.078285467,1,1,1,12
8,2,1,2,1.540202754,0.807157905,0.078285467,1,0,1,12
8,1,1,2,1.284212578,0.625072129,0.09883123,1,1,1,12
8,1,1,3,1.428441764,0.683426918,0.09883123,1,1,1,12
8,1,1,2,1.1644041,0.604351367,0.074616584,1,1,1,12
8,2,2,2,1.169647814,0.657855233,0.074616584,1,1,1,12
8,1,1,1,1.381409353,0.717554588,0.054796573,1,1,1,12
8,2,1,1,1.629156828,0.684299263,0.054796573,1,0,1,12
8,2,2,1,1.532431056,0.703152276,0.070211634,1,1,1,12
8,2,2,1,1.520543584,0.629311572,0.070211634,1,1,1,12
9,1,1,4,1.043315304,0.314591917,0.3,1,1,3,1
9,1,1,4,0.425055327,0.259777168,0.3,1,1,3,1
9,2,2,4,0.407726538,0.30811801,0.255697168,1,1,3,1
9,2,2,4,0.599007078,0.399221343,0.255697168,1,1,3,1
9,1,1,4,0.474552238,0.34315108,0.214491089,1,1,3,1
9,2,2,4,0.503089531,0.318514564,0.214491089,1,1,3,1
9,1,1,4,0.416394112,0.319724113,0.176624988,1,1,3,1
9,1,1,4,0.47891982,0.26735516,0.176624988,1,1,3,1
9,2,2,4,0.398309006,0.380764147,0.142359439,1,1,3,1
9,1,1,3,0.507514234,0.597686188,0.142359439,1,1,3,1
9,2,2,1,1.913904453,0.685785357,0.111962849,1,1,3,1
9,2,2,4,0.671346609,0.563295607,0.111962849,1,1,3,1
9,2,2,3,1.017840626,0.496864351,0.085691244,1,1,3,1
9,1,1,4,0.425725422,0.264649187,0.085691244,1,1,3,1
9,1,1,1,5.546172712,1.053570682,0.063750516,1,1,3,1
9,1,2,1,0.593020563,2.824209964,0.063750516,1,0,3,1
9,1,2,1,2.420016343,4.372584206,0.081266761,1,0,3,1
9,1,1,3,0.49853494,0.510095195,0.098783005,1,1,3,1
9,2,2,2,1.110336112,0.673848271,0.098783005,1,1,3,1
9,2,1,1,0.828024355,0.361770715,0.074576284,1,0,3,1
9,2,1,4,1.815836449,0.573979912,0.098783005,1,0,3,1
9,2,2,1,1.027917437,0.634152501,0.118594908,1,1,3,1
9,1,1,4,0.510504445,0.47177674,0.118594908,1,1,3,1
9,1,1,4,0.483123584,0.302633001,0.091354087,1,1,3,1
9,1,1,4,0.846531023,0.269137951,0.091354087,1,1,3,1
9,2,1,2,1.487256273,1.058842315,0.06840406,1,0,3,1
9,1,1,3,1.061487051,1.338663621,0.091354087,1,1,3,1
9,2,2,1,1.281522279,0.335057634,0.091354087,1,1,3,1
9,1,1,2,0.70088931,0.593059064,0.06840406,1,1,3,1
9,2,2,2,0.901697244,0.606849036,0.06840406,1,1,3,1
9,2,1,1,1.478220857,0.52265834,0.049871135,1,0,3,1
9,1,1,3,0.643001968,0.936891917,0.06840406,1,1,3,1
9,2,1,2,0.606858162,0.487037322,0.06840406,1,0,3,1
9,1,1,2,1.007517325,1.302509047,0.086936986,1,1,3,1
9,1,1,3,0.799282752,1.007384245,0.086936986,1,1,3,1
9,1,1,1,0.771625948,0.404832558,0.064770167,1,1,3,1
9,1,1,1,0.81769567,0.512211122,0.064770167,1,1,3,1
9,2,1,1,0.840852176,0.358909843,0.047027047,1,0,3,1
9,1,1,2,1.381573912,1.437936099,0.064770167,1,1,3,1
9,2,1,2,0.64030697,1.046810065,0.064770167,1,0,3,1
9,1,1,2,0.890157166,0.693810258,0.082513288,1,1,3,1
9,2,1,2,1.09493071,0.394307812,0.082513288,1,0,3,1
9,1,2,1,1.78262508,0.383210729,0.103866351,1,0,3,1
9,1,1,3,0.94154757,1.829634059,0.125219415,1,1,3,1
9,1,1,3,0.61931916,0.354196341,0.125219415,1,1,3,1
9,2,2,4,0.7294275,0.362946755,0.3,1,1,1,2
9,2,2,4,0.760879167,0.329976999,0.3,1,1,1,2
9,1,1,4,0.457867576,0.360055609,0.255697168,1,1,1,2
9,1,1,4,0.438766147,0.340291784,0.255697168,1,1,1,2
9,2,2,4,0.740753176,0.40279868,0.214491089,1,1,1,2
9,1,1,4,0.418146964,0.289103654,0.214491089,1,1,1,2
9,2,2,4,0.481066294,0.300783062,0.176624988,1,1,1,2
9,1,1,4,0.413046433,0.317024566,0.176624988,1,1,1,2
9,2,2,4,0.508365944,0.327988686,0.142359439,1,1,1,2
9,1,1,4,0.423384658,0.325960692,0.142359439,1,1,1,2
9,1,1,4,0.453287676,0.353941858,0.111962849,1,1,1,2
9,1,1,3,0.881607764,0.461304106,0.111962849,1,1,1,2
9,2,2,1,1.01487803,0.623512136,0.085691244,1,1,1,2
9,1,1,4,0.466829472,0.382536431,0.085691244,1,1,1,2
9,1,2,1,0.85960712,0.457436197,0.063750516,1,0,1,2
9,1,1,3,0.339339181,1.109417877,0.085691244,1,1,1,2
9,2,2,2,1.030148107,2.844046058,0.085691244,1,1,1,2
9,1,1,3,0.423619496,0.75741984,0.063750516,1,1,1,2
9,1,1,3,0.645382131,2.890908918,0.063750516,1,1,1,2
9,2,1,1,0.979721799,0.268458558,0.046234272,1,0,1,2
9,2,2,2,0.670488928,0.72305022,0.063750516,1,1,1,2
9,1,1,4,0.594943247,0.330758031,0.063750516,1,1,1,2
9,2,1,2,1.001730826,0.450442622,0.046234272,1,0,1,2
9,2,1,1,1.86739094,0.689660393,0.063750516,1,0,1,2
9,1,1,3,0.626159949,0.409050796,0.076946226,1,1,1,2
9,1,1,1,0.869213197,0.370550675,0.076946226,1,1,1,2
9,1,1,2,0.783645538,0.400406181,0.056662579,1,1,1,2
9,1,2,2,1.037310868,1.122119626,0.056662579,1,0,1,2
9,1,1,3,0.530832968,0.300272528,0.072532614,1,1,1,2
9,1,1,3,0.524924399,0.422412828,0.072532614,1,1,1,2
9,1,1,1,0.882800128,0.415721325,0.053135904,1,1,1,2
9,2,2,1,1.387729492,0.301445604,0.053135904,1,1,1,2
9,2,1,2,0.835471761,1.088856461,0.038133928,1,0,1,2
9,2,1,2,0.547943031,0.333211441,0.053135904,1,0,1,2
9,2,1,2,0.588030765,0.323945776,0.064000156,1,0,1,2
9,2,1,2,0.49932768,0.399623063,0.079002133,1,0,1,2
9,1,1,3,1.050801802,0.736797903,0.096574143,1,1,1,2
9,2,2,2,1.03998754,0.711378816,0.096574143,1,1,1,2
9,1,1,4,2.213210379,2.286297529,0.3,1,1,2,3
9,2,2,4,0.767292122,2.192188852,0.3,1,1,2,3
9,2,2,4,0.469243884,0.355226278,0.255697168,1,1,2,3
9,1,1,4,0.44994105,0.303314985,0.255697168,1,1,2,3
9,2,2,4,0.510255595,0.425384552,0.214491089,1,1,2,3
9,1,1,4,0.341105644,0.31195295,0.214491089,1,1,2,3
9,2,2,4,0.422936123,0.358610812,0.176624988,1,1,2,3
9,2,2,4,0.516200215,0.319661579,0.176624988,1,1,2,3
9,2,2,4,0.960278193,0.344558269,0.142359439,1,1,2,3
9,2,2,4,0.85475481,0.32417036,0.142359439,1,1,2,3
9,2,2,4,0.612549513,0.364039842,0.111962849,1,1,2,3
9,2,2,4,0.666083957,0.51053134,0.111962849,1,1,2,3
9,1,1,4,0.486687306,0.420620523,0.085691244,1,1,2,3
9,2,2,3,1.839567728,0.357996599,0.085691244,1,1,2,3
9,2,2,2,0.549143018,0.909900492,0.063750516,1,1,2,3
9,1,1,3,0.405536243,0.310862688,0.063750516,1,1,2,3
9,1,1,1,0.741423127,0.552309192,0.046234272,1,1,2,3
9,2,2,2,1.022628931,0.742122739,0.046234272,1,1,2,3
9,2,1,2,1.333356512,0.479251062,0.033038562,1,0,2,3
9,2,2,1,1.561780791,0.762186668,0.046234272,1,1,2,3
9,2,1,2,0.825183061,0.40787166,0.046234272,1,0,2,3
9,2,1,1,1.013033307,0.796517102,0.059429981,1,0,2,3
9,2,2,1,0.552053634,0.545757161,0.07262569,1,1,2,3
9,2,1,1,2.633144324,0.399871424,0.07262569,1,0,2,3
9,2,2,1,0.571951985,0.324142832,0.092041483,1,1,2,3
9,2,2,1,0.756642459,0.375820579,0.092041483,1,1,2,3
9,1,1,1,0.485215922,0.305204767,0.068972072,1,1,2,3
9,2,2,3,0.592887602,1.257239844,0.068972072,1,1,2,3
9,2,2,2,0.962676864,0.71671378,0.050318248,1,1,2,3
9,2,1,1,0.476409359,0.359982468,0.050318248,1,0,2,3
9,1,1,2,0.870665107,0.596237523,0.064600851,1,1,2,3
9,1,1,2,0.680258337,0.860923826,0.064600851,1,1,2,3
9,2,2,1,0.936238016,0.770311611,0.04689524,1,1,2,3
9,1,1,2,0.831847953,0.799258414,0.04689524,1,1,2,3
9,1,1,2,1.22636489,0.393956158,0.033519892,1,1,2,3
9,2,1,2,1.639051096,0.934095169,0.033519892,1,0,2,3
9,1,1,4,0.812869966,0.507973945,0.042934905,1,1,2,3
9,1,1,1,1.156797214,0.34334261,0.042934905,1,1,2,3
9,2,1,1,1.236192194,0.546733096,0.030658824,1,0,2,3
9,2,1,2,0.570046864,0.739263345,0.042934905,1,0,2,3
9,1,1,1,0.466218712,0.351231056,0.051400138,1,1,2,3
9,2,1,1,0.8455642,0.586658209,0.051400138,1,0,2,3
9,1,1,2,0.624120031,1.111779328,0.065961783,1,1,2,3
9,1,1,2,1.079484585,0.477117561,0.065961783,1,1,2,3
9,2,2,2,0.934935584,0.528874545,0.047956493,1,1,2,3
9,1,1,1,0.792791551,0.408288416,0.047956493,1,1,2,3
9,1,1,2,1.204864638,0.484937956,0.034295788,1,1,2,3
9,1,1,2,0.702384595,0.353271159,0.034295788,1,1,2,3
9,2,2,2,0.943484458,0.5849439,0.024630206,1,1,2,3
9,1,2,2,0.878301255,0.362650544,0.024630206,1,0,2,3
9,1,1,2,0.697260894,0.396958325,0.030946846,1,1,2,3
9,2,1,1,0.857276931,0.408226082,0.030946846,1,0,2,3
9,1,2,1,0.884864754,0.433090155,0.039509595,1,0,2,3
9,2,1,1,0.924042818,0.293764599,0.048072344,1,0,2,3
9,2,2,1,1.15963133,0.360613702,0.059350608,1,1,2,3
9,2,2,1,1.511684932,0.297957043,0.059350608,1,1,2,3
9,2,2,4,0.582174146,1.406001125,0.3,1,1,2,4
9,2,2,4,0.547774357,0.284209575,0.3,1,1,2,4
9,2,2,4,0.397520835,0.253631237,0.255697168,1,1,2,4
9,2,2,4,0.320195888,0.258843778,0.255697168,1,1,2,4
9,1,1,4,0.373400818,0.259172691,0.214491089,1,1,2,4
9,2,2,4,0.438777101,0.277868965,0.214491089,1,1,2,4
9,1,1,4,0.39146651,0.295990022,0.176624988,1,1,2,4
9,2,2,4,0.584610438,0.256534391,0.176624988,1,1,2,4
9,2,2,2,1.059576416,0.58351598,0.142359439,1,1,2,4
9,2,2,3,1.021891918,0.499844325,0.142359439,1,1,2,4
9,1,1,3,0.42822789,0.297965459,0.111962849,1,1,2,4
9,1,1,3,0.492640785,0.31194668,0.111962849,1,1,2,4
9,1,1,2,0.824052712,0.342659155,0.085691244,1,1,2,4
9,1,1,3,0.597967573,0.606819709,0.085691244,1,1,2,4
9,1,1,3,0.450035507,0.255358287,0.063750516,1,1,2,4
9,2,1,1,1.778100269,0.298810522,0.063750516,1,0,2,4
9,1,1,3,0.458589875,0.328716921,0.081266761,1,1,2,4
9,1,1,3,0.567828627,0.417258573,0.081266761,1,1,2,4
9,2,1,1,0.716410865,0.351392387,0.060148617,1,0,2,4
9,1,1,3,0.351278597,0.992067982,0.081266761,1,1,2,4
9,1,1,3,0.420970627,2.308952541,0.081266761,1,1,2,4
9,1,1,3,0.48501345,0.240864258,0.060148617,1,1,2,4
9,1,1,2,0.580078368,0.347939707,0.060148617,1,1,2,4
9,2,1,1,0.98809312,0.307659659,0.043453334,1,0,2,4
9,1,1,3,0.435614802,0.322547266,0.060148617,1,1,2,4
9,2,1,2,0.722807345,1.044586764,0.060148617,1,0,2,4
9,1,1,1,0.520350943,0.338596433,0.0768439,1,1,2,4
9,2,2,3,0.930667931,0.331921419,0.0768439,1,1,2,4
9,1,1,3,0.492251859,0.728926217,0.056580412,1,1,2,4
9,1,1,3,1.160053817,1.001297597,0.056580412,1,1,2,4
9,2,1,1,0.829984985,0.524337416,0.040730212,1,0,2,4
9,1,2,2,0.676152064,0.601043208,0.056580412,1,0,2,4
9,1,1,2,0.4618218,0.331070189,0.068219532,1,1,2,4
9,1,1,4,0.442268331,0.487796463,0.068219532,1,1,2,4
9,2,2,4,1.233893146,0.272191148,0.049726028,1,1,2,4
9,1,1,2,0.528930064,0.506956218,0.049726028,1,1,2,4
9,1,1,3,1.747678977,0.348635704,0.035597703,1,1,2,4
9,1,1,1,1.771870633,0.19766892,0.035597703,1,1,2,4
9,2,1,1,0.491001133,0.535069319,0.025518068,1,0,2,4
9,2,1,2,0.382188537,0.287005626,0.035597703,1,0,2,4
9,2,1,2,0.975402278,0.601107267,0.042244439,1,0,2,4
9,2,1,1,0.652622369,0.72241372,0.052324074,1,0,2,4
9,1,1,3,1.330903349,0.89205811,0.064402674,1,1,2,4
9,2,1,2,0.645520502,0.298937889,0.064402674,1,0,2,4
9,1,1,1,0.459762533,0.66552552,0.082064299,1,1,2,4
9,2,1,2,0.667595219,0.448140373,0.082064299,1,0,2,4
9,1,1,2,0.507327366,0.29485313,0.103333039,1,1,2,4
9,2,1,2,0.952415449,0.273298985,0.103333039,1,0,2,4
9,2,2,2,1.315107617,0.334207628,0.128275017,1,1,2,4
9,1,1,4,0.573970003,0.311141723,0.128275017,1,1,2,4
9,2,2,4,0.534042919,0.350901737,0.3,1,1,1,5
9,2,2,4,0.350911783,0.271238438,0.3,1,1,1,5
9,1,1,4,0.545101975,0.250906697,0.255697168,1,1,1,5
9,1,1,4,0.413436468,0.300347654,0.255697168,1,1,1,5
9,1,1,4,0.364813613,0.334068661,0.214491089,1,1,1,5
9,1,1,4,0.412705428,0.266949809,0.214491089,1,1,1,5
9,1,1,4,0.380937494,0.396859787,0.176624988,1,1,1,5
9,2,2,4,0.521549375,0.276688992,0.176624988,1,1,1,5
9,1,1,4,0.438778175,0.260427549,0.142359439,1,1,1,5
9,1,1,4,0.487016896,0.242219311,0.142359439,1,1,1,5
9,2,2,2,0.661416624,0.827641957,0.111962849,1,1,1,5
9,2,2,2,0.726996058,0.345703878,0.111962849,1,1,1,5
9,2,1,2,1.079684511,0.604405213,0.085691244,1,0,1,5
9,2,2,3,0.752834005,0.6425081,0.111962849,1,1,1,5
