Subj_idx,Stimulus,Response,Confidence,RT_dec,Validity,CTOA,Cue_position
6,-1,1,1,0.581337214,V,100,1
6,1,1,0,0.651304007,I,150,1
6,1,-1,0,0.811279058,I,450,1
6,1,-1,0,0.650905132,I,850,-1
6,1,-1,0,0.551202059,V,450,1
6,-1,-1,0,0.751167059,V,150,-1
6,1,-1,0,1.051414013,I,100,1
6,-1,-1,0,0.731225967,I,100,1
6,-1,-1,1,1.32154417,V,850,1
6,-1,-1,0,0.951333046,I,100,-1
6,1,1,0,0.661357164,V,850,-1
6,-1,-1,1,0.561289072,V,250,-1
6,-1,-1,1,0.551100016,V,150,1
6,1,1,1,0.550913095,V,250,1
6,1,-1,0,0.781260967,V,100,-1
6,-1,-1,1,0.62121892,V,100,-1
6,1,1,1,0.531109095,I,150,-1
6,1,1,1,0.52108717,I,250,1
6,1,1,1,0.711249113,V,150,-1
6,1,1,1,0.571003914,I,250,-1
6,-1,-1,1,0.600409031,I,150,1
6,-1,-1,1,0.481097221,I,250,-1
6,-1,-1,0,1.041419983,I,450,-1
6,-1,-1,0,0.771392107,I,150,-1
6,-1,-1,1,0.521023035,I,450,1
6,-1,-1,0,0.811245918,I,850,1
6,1,1,1,0.561364889,I,150,1
6,1,1,1,0.551259995,V,100,1
6,-1,-1,1,0.540979862,V,450,-1
6,1,1,1,0.521407843,V,150,1
6,-1,1,1,0.591183186,I,100,1
6,-1,-1,1,0.550908089,V,250,1
6,-1,-1,1,0.631283045,V,850,1
6,1,1,0,0.791498899,V,850,-1
6,1,1,0,0.561233997,I,250,-1
6,1,1,1,0.531126976,V,150,-1
6,-1,-1,0,0.560377121,V,150,1
6,-1,1,0,0.631440878,V,100,-1
6,1,1,0,0.591233015,V,250,-1
6,-1,1,0,0.651303053,V,450,1
6,-1,-1,1,0.681314945,I,250,1
6,-1,-1,1,0.591248989,I,150,-1
6,-1,1,0,0.631363153,I,250,-1
6,-1,1,0,0.641293049,V,850,-1
6,-1,1,0,0.921455145,I,850,-1
6,1,1,0,0.761458874,V,450,1
6,1,1,0,0.661206007,V,850,1
6,1,1,0,0.641283989,I,450,-1
6,-1,-1,0,0.961477995,I,100,-1
6,1,1,1,0.661180019,I,850,1
6,1,1,1,0.491134882,V,250,1
6,-1,-1,1,0.621038914,V,150,-1
6,-1,1,0,0.551378012,I,850,1
6,-1,-1,1,0.561282873,I,450,1
6,1,-1,1,0.531087875,I,250,1
6,1,1,0,0.621145964,V,450,-1
6,1,1,0,0.561284065,I,100,1
6,-1,-1,1,0.481106043,V,250,-1
6,1,1,0,0.601429939,I,850,-1
6,1,1,1,0.531434059,I,150,-1
6,-1,-1,1,0.471035004,I,150,1
6,1,1,1,0.541156054,I,100,-1
6,1,1,1,0.491114855,V,100,-1
6,-1,1,1,0.701394796,I,450,-1
6,-1,-1,1,0.571322918,V,100,1
6,1,1,1,0.681328058,I,450,1
6,1,1,1,0.571320057,V,100,1
6,-1,-1,1,0.571213007,I,250,1
6,-1,-1,1,0.541188002,V,250,1
6,-1,1,0,1.121737003,V,850,1
6,-1,-1,0,0.471163034,V,150,1
6,1,1,1,0.551130056,I,100,-1
6,-1,-1,1,0.561048985,V,450,-1
6,-1,1,1,0.651291847,I,100,-1
6,-1,1,1,0.601339102,I,850,-1
6,1,1,1,0.540992022,I,250,-1
6,1,1,1,0.861391783,I,250,1
6,1,1,1,0.90142417,V,850,-1
6,1,1,0,5.733623028,V,450,1
6,1,1,1,0.541240931,I,150,1
6,-1,-1,1,0.611168146,V,150,-1
6,-1,-1,1,0.561064005,I,100,1
6,-1,-1,1,0.611056089,I,450,1
6,-1,-1,1,0.591183901,V,250,-1
6,1,1,1,0.511257887,V,250,1
6,1,1,1,2.392252922,I,150,-1
6,1,1,1,0.491168976,V,150,1
6,-1,1,0,0.571083069,I,450,-1
6,-1,1,0,0.611320972,V,850,-1
6,1,-1,0,0.611227989,I,850,1
6,1,1,0,0.571368933,V,250,-1
6,1,1,1,0.481349945,V,450,-1
6,1,1,1,0.531317949,I,850,-1
6,1,1,0,0.701185942,V,850,1
6,1,1,1,0.521281958,V,150,-1
6,-1,-1,1,0.55115819,V,100,-1
6,1,1,1,0.510969877,I,450,1
6,1,1,1,0.531147003,V,100,-1
6,-1,-1,1,0.471116781,I,150,1
6,-1,1,0,0.530576944,V,450,1
6,-1,-1,1,0.511126041,I,150,-1
6,1,1,1,0.601213932,I,450,-1
6,-1,-1,1,0.541245937,V,100,1
6,1,1,1,0.501147985,I,100,1
6,-1,-1,1,0.481014013,I,250,-1
6,-1,1,1,0.801425219,I,850,1
6,-1,1,1,0.771379948,I,850,-1
6,1,1,1,0.671207905,I,850,1
6,1,1,1,0.781417131,V,100,1
6,-1,-1,0,0.921322107,V,850,1
6,-1,1,0,0.541006088,V,100,1
6,-1,1,0,0.551294804,V,250,1
6,-1,-1,1,0.511107922,I,250,1
6,1,1,1,0.561065912,V,850,-1
6,1,1,1,0.591372013,I,250,-1
6,-1,1,1,0.611307144,I,450,-1
6,-1,1,0,0.781251192,I,150,-1
6,1,1,0,0.571254969,I,250,1
6,-1,-1,0,0.521245956,I,150,1
6,1,1,0,0.701309919,I,450,-1
6,-1,-1,1,0.501031876,I,850,1
6,-1,-1,1,0.570994854,I,100,1
6,-1,-1,1,0.491157055,I,450,1
6,1,1,1,0.521354914,I,100,1
6,1,1,0,0.491321087,V,450,1
6,1,1,0,0.461349964,V,150,-1
6,1,-1,1,0.591053009,V,250,1
6,-1,1,1,0.521170855,V,100,-1
6,1,1,0,0.611235142,I,150,-1
6,-1,-1,1,0.531111002,V,450,1
6,1,1,1,0.55112505,V,100,-1
6,-1,-1,1,0.541074038,V,850,-1
6,1,1,0,0.661186218,V,850,1
6,1,1,1,0.64130497,I,850,-1
6,-1,-1,1,0.521137953,V,150,1
6,-1,-1,1,0.651234865,I,100,-1
6,-1,1,1,0.590933084,I,250,-1
6,1,1,1,0.541352987,V,250,-1
6,-1,-1,1,0.65102911,V,150,-1
6,-1,-1,1,0.521116018,V,250,-1
6,1,1,1,0.581245899,I,150,1
6,-1,-1,1,0.701207161,V,450,-1
6,1,1,1,0.610486031,V,450,-1
6,1,-1,1,0.561176062,V,150,1
6,1,1,0,0.50125289,I,450,1
6,1,1,1,0.591281176,I,100,-1
6,1,1,1,0.521220922,V,150,1
6,-1,1,0,0.861362219,V,100,1
6,-1,-1,0,0.621064901,I,100,1
6,1,1,0,0.611109018,V,100,1
6,-1,1,1,0.551144838,I,150,-1
6,1,1,1,0.551249027,I,100,-1
6,1,1,1,0.541254997,I,450,-1
6,-1,-1,1,0.621068001,I,250,1
6,-1,-1,1,0.521068096,V,850,-1
6,-1,-1,1,0.540378094,V,450,-1
6,-1,1,1,0.561180115,V,150,1
6,-1,-1,1,0.531198025,I,450,-1
6,-1,-1,1,0.530215979,V,250,1
6,-1,-1,1,0.901254892,I,250,-1
6,1,1,1,0.5712111,V,100,-1
6,1,1,0,0.511351109,V,850,1
6,-1,-1,0,0.551090002,V,250,-1
6,1,1,0,0.721321106,V,250,1
6,1,1,1,0.58135891,I,850,-1
6,1,-1,0,0.701372862,V,450,1
6,1,1,0,0.551241875,V,150,-1
6,1,1,1,0.421186924,I,150,-1
6,-1,-1,1,0.640950918,I,850,-1
6,1,1,1,0.861299038,I,250,1
6,1,1,1,0.671224117,I,250,-1
6,1,1,1,0.621353149,I,100,1
6,-1,-1,0,0.841176987,I,850,1
6,-1,-1,1,0.630873919,V,450,1
6,-1,-1,1,0.59124279,I,150,1
6,1,1,0,0.671379089,I,450,1
6,-1,-1,1,0.570916176,V,100,-1
6,-1,-1,1,0.581073999,V,150,-1
6,-1,-1,1,0.681034088,I,450,1
6,1,1,0,0.591121912,I,150,1
6,1,1,1,0.561192989,V,450,-1
6,1,-1,1,0.821306944,I,850,1
6,1,1,1,0.561177969,V,850,-1
6,-1,-1,1,0.681248188,I,100,-1
6,-1,1,1,0.57130909,V,850,1
6,1,1,0,0.711288214,V,250,-1
6,-1,1,0,1.181579113,I,850,-1
6,-1,-1,1,0.621168852,V,100,1
6,-1,1,1,0.611299038,I,150,1
6,-1,-1,0,0.701063871,I,450,-1
6,-1,-1,1,0.611182213,I,250,1
6,-1,1,1,0.791393042,V,850,-1
6,-1,-1,1,0.561022043,V,450,-1
6,-1,-1,1,0.721096039,V,450,1
6,1,1,1,0.561040163,I,150,1
6,1,1,0,0.721333027,V,250,-1
6,1,1,0,0.551187038,V,100,-1
6,-1,-1,1,0.541242123,V,250,-1
6,1,1,1,0.561318874,I,100,1
6,-1,1,0,0.621309996,I,250,-1
6,-1,-1,1,0.601123095,I,850,1
6,1,1,1,0.54144907,I,250,-1
6,-1,-1,0,0.581081867,V,250,1
6,1,1,1,0.551273108,V,450,-1
6,1,1,0,0.651290178,I,850,-1
6,1,1,0,0.701204062,I,450,-1
6,1,-1,1,0.521011829,V,250,1
6,-1,1,0,0.731291056,V,100,-1
6,-1,-1,1,0.551035881,I,450,1
6,1,1,0,0.581238031,V,850,1
6,-1,1,0,0.791471958,V,850,1
6,-1,1,0,0.631129026,I,100,-1
6,1,1,0,0.581395149,V,100,1
6,-1,-1,1,0.681205988,V,150,-1
6,1,1,0,0.791411877,I,450,1
6,1,1,1,0.691400051,V,450,1
6,1,-1,1,0.761213064,V,150,-1
6,-1,1,0,0.7514081,I,150,-1
6,1,1,0,0.651437998,I,150,-1
6,1,1,1,0.641340017,I,850,1
6,-1,-1,1,0.711272001,V,150,1
6,1,1,1,0.641168118,I,250,1
6,1,1,1,0.611366034,V,150,1
6,1,1,0,0.821280003,V,850,-1
6,1,1,1,0.571357012,I,100,-1
6,-1,-1,1,0.60106492,I,100,1
7,1,1,1,1.381494045,V,150,-1
7,-1,-1,1,0.761147976,I,150,1
7,1,-1,0,2.772032022,I,250,-1
7,-1,-1,0,0.710900068,V,100,-1
7,1,1,0,0.561297178,I,150,1
7,1,1,0,0.951380968,I,450,-1
7,-1,-1,0,0.731191874,V,450,-1
7,1,1,1,0.691231966,V,150,1
7,1,1,1,0.831454039,V,850,1
7,-1,1,0,0.941310883,I,100,-1
7,-1,-1,1,0.721318007,V,150,-1
7,1,1,0,1.241400003,V,250,1
7,1,-1,0,0.72112608,I,450,1
7,1,1,0,0.681330919,I,150,-1
7,-1,-1,0,0.570898056,I,250,1
7,-1,-1,0,2.001784086,V,850,1
7,1,1,0,0.791246176,I,850,-1
7,1,1,0,1.041360855,V,850,-1
7,1,1,0,0.741263866,I,850,1
7,-1,1,0,0.951358795,I,250,-1
7,-1,-1,1,0.591223001,V,250,-1
7,-1,1,0,0.841305971,I,450,-1
7,1,1,0,0.74131608,I,250,1
7,-1,1,0,0.891440153,V,850,-1
7,-1,-1,0,1.031435966,I,150,-1
7,-1,1,0,0.901523113,I,850,-1
7,-1,-1,0,0.761330843,I,450,1
7,-1,-1,1,0.871273041,V,450,1
7,1,-1,0,1.410747051,V,100,1
7,1,1,1,0.661280155,V,100,-1
7,1,1,1,0.69136095,I,100,-1
7,1,1,1,0.661316872,V,250,-1
7,-1,-1,1,0.671171904,I,850,1
7,-1,1,0,0.711053848,I,100,1
7,-1,1,0,1.461476088,V,250,1
7,1,1,0,1.260843992,V,450,1
7,-1,-1,0,0.73120594,V,150,1
7,-1,-1,1,0.9910748,V,100,1
7,1,1,1,0.741382122,V,450,-1
7,1,1,1,0.711191893,I,100,1
7,1,1,0,0.971249819,I,100,-1
7,1,1,1,1.371558189,V,100,1
7,-1,-1,1,1.181373119,V,450,1
7,1,1,1,1.411647081,I,250,1
7,1,1,1,0.961458921,V,150,-1
7,-1,-1,0,1.181406975,V,100,1
7,1,1,1,0.811338186,I,150,-1
7,-1,-1,0,0.79123497,I,450,1
7,1,1,1,0.941393137,V,850,1
7,-1,-1,1,0.751168013,I,250,1
7,-1,1,0,0.921350002,I,150,-1
7,-1,1,0,0.831356049,I,250,-1
7,-1,1,0,0.641319036,V,250,1
7,-1,-1,1,0.811215162,V,450,-1
7,1,1,1,0.991329908,I,100,1
7,1,-1,0,0.94138813,V,250,-1
7,-1,-1,0,0.991174936,V,850,-1
7,1,1,0,0.881416082,V,250,1
7,1,-1,0,1.791782856,I,450,1
7,-1,-1,1,0.661203861,V,250,-1
7,1,1,0,0.811421871,I,250,-1
7,-1,1,0,0.941396952,I,850,-1
7,1,1,1,1.341561079,V,450,-1
7,-1,-1,1,0.651154041,I,150,1
7,-1,-1,1,0.561177969,V,150,-1
7,-1,-1,1,0.721174955,I,100,1
7,1,1,1,0.761366844,I,150,1
7,-1,1,0,0.971475124,V,850,1
7,1,1,0,0.771404982,I,850,1
7,1,1,1,0.721091032,V,850,-1
7,1,1,0,1.711606979,I,450,-1
7,-1,-1,1,1.161499977,I,850,1
7,1,1,0,0.951596022,V,450,1
7,-1,1,0,1.101329088,V,150,1
7,-1,1,0,0.681334019,I,100,-1
7,-1,1,0,1.25158596,I,450,-1
7,1,1,0,1.501753092,V,100,-1
7,1,1,0,0.681318045,I,850,-1
7,1,1,0,0.680611849,V,150,1
7,-1,-1,1,0.60119915,V,100,-1
7,-1,-1,1,0.571166039,I,850,1
7,-1,-1,1,0.521229029,I,100,1
7,1,1,1,0.941375971,I,100,1
7,-1,-1,1,0.581051111,I,250,1
7,1,1,1,0.761482954,V,250,1
7,1,1,0,0.641299009,I,450,-1
7,-1,-1,0,1.311470032,V,100,-1
7,1,1,0,1.461607933,I,100,-1
7,1,1,0,0.721261978,V,850,-1
7,-1,1,0,1.011440039,I,450,-1
7,-1,-1,1,0.61119318,V,250,-1
7,-1,-1,1,1.161335945,V,100,1
7,1,1,1,0.751222849,I,450,1
7,1,1,0,0.901361942,I,250,-1
7,1,1,1,0.981487036,V,450,1
7,-1,-1,0,1.091398001,V,450,1
7,-1,1,0,0.821633101,I,150,-1
7,-1,-1,1,0.681229115,V,850,-1
7,1,1,1,0.671234846,I,150,1
7,1,1,1,0.581229925,I,850,1
7,-1,-1,0,0.551079988,I,150,1
7,1,1,0,0.781440973,V,150,-1
7,-1,1,0,0.951423883,I,450,1
7,-1,1,0,1.431568146,I,850,-1
7,1,-1,0,0.931274891,I,250,1
7,1,1,0,0.611340046,V,100,-1
7,-1,1,1,1.291656971,I,250,-1
7,1,1,0,0.981481075,I,150,-1
7,1,1,0,0.741319895,V,250,-1
7,-1,1,0,1.281610012,I,100,-1
7,1,1,1,0.681225061,V,450,-1
7,-1,1,1,0.721382141,V,150,-1
7,-1,1,1,0.681324959,V,450,-1
7,1,1,1,0.861104965,V,850,1
7,1,1,1,0.631067991,V,150,1
7,1,1,1,0.761244059,V,100,1
7,-1,1,0,1.701890945,V,250,1
7,-1,1,1,0.59119606,V,150,1
7,1,1,1,0.631345987,I,850,-1
7,-1,1,1,1.411743164,V,850,1
7,1,1,0,0.931592941,I,450,1
7,1,1,1,0.611269951,V,450,1
7,1,1,1,2.462150097,V,150,1
7,-1,-1,0,0.971445084,I,150,1
7,-1,-1,1,0.981122017,I,150,-1
7,1,-1,1,0.761306047,V,150,-1
7,1,1,1,0.871299028,V,850,1
7,-1,-1,1,0.641271114,V,850,-1
7,-1,-1,1,1.141334057,I,450,-1
7,1,1,1,0.771425009,I,250,1
7,1,1,1,0.651358843,I,150,-1
7,-1,-1,0,1.111242056,V,150,1
7,1,1,1,0.631221056,V,100,-1
7,-1,-1,0,1.031340122,V,850,1
7,-1,-1,1,1.071274042,V,250,-1
7,1,1,1,0.661231041,V,450,-1
7,1,1,1,0.72138381,V,250,-1
7,-1,1,0,1.101455927,V,450,1
7,-1,-1,1,0.621273994,I,250,1
7,-1,-1,1,0.601235867,I,100,1
7,-1,-1,1,0.541167021,I,450,1
7,-1,-1,1,0.541234016,V,100,-1
7,1,1,1,0.871489048,V,250,1
7,1,1,0,1.301567078,V,850,-1
7,1,1,1,0.691330194,I,450,-1
7,-1,-1,1,0.641283035,I,100,-1
7,1,1,1,0.601176977,V,100,1
7,1,1,1,0.681361914,I,100,-1
7,-1,1,0,3.412428856,I,850,-1
7,-1,-1,1,0.591148853,V,150,-1
7,-1,-1,0,2.00177598,V,100,1
7,1,1,1,0.541206837,I,850,-1
7,-1,-1,1,0.611202002,I,250,-1
7,1,1,1,0.571279049,I,250,-1
7,1,1,1,0.851492882,I,850,1
7,1,1,1,0.561536074,I,150,1
7,-1,1,0,1.291529894,V,250,1
7,-1,-1,0,0.830467224,V,450,-1
7,-1,-1,0,0.561151981,I,850,1
7,1,1,0,0.951354027,I,100,1
7,-1,-1,1,0.951264858,I,150,-1
7,1,1,1,0.751363039,V,850,-1
7,-1,-1,0,0.861296177,V,850,-1
7,-1,-1,0,0.790549994,V,250,-1
7,1,1,1,0.691334963,I,100,1
7,1,-1,0,1.591598988,I,150,-1
7,-1,1,1,0.691334009,V,100,-1
7,1,1,0,0.761391878,V,150,-1
7,1,1,1,0.891299009,I,850,-1
7,1,1,1,0.701346874,V,850,1
7,1,1,1,0.571518183,V,150,1
7,1,1,1,0.571261168,I,450,-1
7,-1,1,0,1.231552839,I,450,-1
7,1,1,1,0.641216993,V,250,-1
7,-1,-1,1,0.721096992,I,250,-1
7,1,1,1,0.82126689,V,100,-1
7,-1,-1,0,1.880874872,I,850,1
7,1,-1,0,0.511151791,I,250,1
7,-1,-1,0,0.58131814,V,450,-1
7,-1,1,0,0.831285,I,850,-1
7,-1,1,0,0.731316805,V,150,1
7,1,1,0,0.651427031,I,100,-1
7,-1,1,0,0.921482086,V,100,1
7,1,1,0,1.291630983,I,150,1
7,1,1,0,0.861294031,I,850,1
7,-1,-1,1,0.681139946,V,150,-1
7,-1,-1,1,0.611180067,I,100,1
7,-1,-1,0,0.951261044,V,450,1
7,-1,-1,0,1.091321945,I,100,-1
7,-1,-1,1,0.851351976,I,450,1
7,1,-1,0,1.011368036,V,100,1
7,-1,-1,1,0.781476974,I,150,1
7,-1,-1,1,0.681208134,I,250,1
7,1,1,1,1.091626883,V,450,-1
7,1,-1,0,1.231357098,I,250,-1
7,-1,-1,1,0.741372824,V,850,1
7,1,1,1,0.581276894,V,250,1
7,1,1,1,0.661215067,I,450,1
7,1,1,1,0.561325073,V,450,1
7,-1,1,1,0.621313095,V,250,1
7,1,1,1,0.491245031,V,250,1
7,-1,1,1,0.82139492,I,250,-1
7,1,1,1,0.641343832,V,100,1
7,-1,-1,1,0.831377983,I,100,1
7,1,1,1,0.531281948,I,250,-1
7,1,1,1,0.781299829,V,850,1
7,-1,-1,1,0.741217852,I,450,1
7,-1,-1,0,1.081373215,V,850,1
7,1,-1,0,0.621178865,V,100,-1
7,1,1,0,0.921665907,V,450,1
7,-1,-1,1,0.751369953,V,150,-1
7,-1,-1,0,0.93146801,V,450,1
7,-1,-1,0,0.761316061,I,450,-1
7,-1,-1,0,0.821280003,I,850,-1
7,-1,-1,0,0.681169033,V,150,1
7,1,1,0,0.701338053,I,850,1
7,1,1,0,0.691326857,I,450,-1
7,-1,1,0,0.551301003,I,100,-1
7,1,1,0,0.531085968,V,150,1
7,-1,-1,1,1.001213074,I,150,1
7,1,-1,0,0.821329117,I,450,1
7,1,1,0,0.581316948,I,250,1
7,-1,-1,1,0.631139994,V,100,-1
7,1,1,0,0.741444826,V,150,-1
7,-1,-1,0,0.851443052,I,250,1
7,1,1,0,0.751168013,I,150,-1
7,1,1,1,0.741308928,I,100,-1
7,-1,-1,0,0.691166878,I,850,1
7,1,1,0,0.911466837,V,850,-1
7,1,1,0,0.751444101,I,100,1
7,1,1,0,0.711321115,V,450,-1
7,1,1,0,0.7312181,V,250,-1
7,-1,1,1,1.401588917,V,450,-1
7,-1,-1,0,1.301495075,I,150,-1
7,-1,-1,0,1.191377878,V,100,1
7,-1,-1,0,1.041333914,V,250,1
7,-1,-1,0,1.411529064,V,850,-1
7,1,1,1,0.651205063,I,150,1
7,-1,-1,1,0.571094036,V,250,-1
7,1,-1,0,5.232463121,I,850,-1
7,1,1,0,0.821469784,I,100,1
7,1,1,1,1.04143405,I,100,-1
7,1,1,0,0.751388073,I,850,1
7,1,1,1,0.641368151,I,150,-1
7,-1,-1,0,0.771453142,V,850,-1
7,1,1,1,0.641060829,I,450,1
7,-1,-1,1,0.561227083,I,250,1
7,-1,-1,1,0.55135107,V,450,-1
7,-1,-1,0,1.211360931,I,100,-1
7,-1,-1,1,0.651214123,I,450,1
7,-1,-1,1,0.521243095,V,100,-1
7,-1,-1,1,0.801192999,I,450,-1
7,1,1,1,0.651325941,V,100,-1
7,-1,1,1,1.271499157,V,450,1
7,1,1,1,0.651367903,I,250,-1
7,1,1,0,0.681448936,V,150,1
7,-1,-1,0,0.810993195,I,150,-1
7,1,1,1,0.68136096,I,250,1
7,1,1,1,0.721249104,V,250,-1
7,-1,-1,1,0.731314182,V,850,1
7,-1,-1,1,0.60096693,V,150,-1
7,1,1,1,0.561362028,V,250,1
7,1,1,1,0.561275005,I,850,-1
7,1,1,0,0.971384048,I,150,1
7,-1,1,1,0.681328058,I,250,-1
7,-1,-1,0,0.810965061,I,850,1
7,1,1,1,0.521152973,V,150,-1
7,-1,-1,0,0.881033897,V,150,1
7,-1,-1,0,0.881205082,I,150,1
7,1,1,1,0.761251926,V,450,-1
7,1,1,1,0.671340942,V,850,-1
7,-1,-1,1,1.261318922,V,250,-1
7,-1,-1,0,1.171407223,V,100,1
7,1,-1,0,0.911370993,V,100,1
7,1,-1,0,0.951284885,I,450,-1
7,-1,-1,1,0.881373882,I,100,1
7,1,1,1,0.741417885,V,450,1
7,-1,1,1,0.801266909,V,250,1
7,-1,1,1,0.731153965,I,850,-1
7,1,1,1,0.561184883,V,850,1
7,-1,1,1,0.661224127,I,250,-1
7,-1,1,1,0.651272058,I,100,-1
7,-1,1,1,0.661409855,I,150,-1
7,-1,1,0,0.951414108,V,150,1
7,1,1,0,0.641374111,I,250,-1
7,1,1,0,1.071238041,I,850,1
7,-1,1,0,1.23163414,I,850,-1
7,-1,-1,1,0.761068821,V,100,-1
7,-1,-1,1,0.911321163,I,450,1
7,-1,-1,1,0.571062088,V,250,-1
7,1,1,0,0.651304007,I,100,-1
7,1,1,0,0.771661997,V,250,-1
7,-1,-1,1,0.771239042,I,150,1
7,-1,-1,1,0.541240931,I,100,1
7,-1,1,0,0.681331158,V,250,1
7,1,1,0,0.731281996,I,250,1
7,1,1,1,0.881401062,I,100,1
7,1,1,1,0.611238003,V,100,-1
7,1,1,1,0.631312132,I,450,1
7,1,1,1,0.631272078,V,450,-1
7,1,1,0,1.461678028,V,100,1
7,1,1,0,0.731384039,I,150,1
7,-1,-1,0,1.011348963,I,450,-1
7,-1,-1,1,1.051484823,V,150,-1
7,1,1,1,0.631288052,V,850,-1
7,1,1,0,1.051372051,V,250,1
7,1,1,1,1.071588993,V,150,1
7,-1,-1,0,1.06150198,V,850,1
7,-1,-1,0,2.951454163,V,450,1
7,1,1,1,0.641475201,V,150,-1
7,1,1,0,0.951406002,V,450,1
7,1,1,0,0.651342154,I,850,-1
7,-1,-1,1,0.891046047,V,450,-1
7,1,1,0,1.171494007,V,850,1
7,1,1,0,0.541178942,I,150,-1
7,1,1,1,0.621432066,I,450,-1
7,-1,-1,0,1.531347036,V,850,-1
7,-1,-1,0,0.941323996,V,100,1
7,-1,-1,1,1.071242094,I,850,1
7,-1,-1,0,1.501609087,I,250,1
7,-1,-1,1,0.621101856,I,150,1
7,-1,1,1,0.791396141,I,850,-1
7,-1,-1,0,0.871300936,V,450,-1
7,-1,-1,0,1.201495886,V,850,1
7,1,1,1,0.601339102,V,250,-1
7,-1,-1,0,0.620933056,I,450,1
7,1,1,1,0.861251116,V,100,1
7,1,1,0,0.871430874,I,100,1
7,-1,-1,1,0.591330051,I,850,1
7,1,1,0,0.741437197,V,150,-1
7,-1,1,0,1.811947823,V,450,1
7,1,1,0,0.661221027,I,150,-1
7,-1,-1,1,0.871323824,V,250,-1
7,-1,-1,1,0.901288986,V,250,1
7,1,1,0,1.021419048,V,450,-1
7,-1,-1,1,0.671192884,V,150,-1
7,-1,-1,1,0.911478043,I,100,-1
7,1,1,0,0.741323948,I,450,1
7,-1,1,0,0.841418028,I,150,-1
7,1,1,1,0.841388941,V,150,1
7,1,1,0,0.951286077,I,850,-1
7,-1,-1,0,2.021667004,V,850,-1
7,-1,-1,1,0.931213856,I,250,1
7,1,1,0,1.311749935,V,850,-1
7,1,-1,1,0.831315994,V,100,-1
7,-1,-1,1,0.641249895,V,100,-1
7,1,1,0,1.911827087,I,450,-1
7,1,1,1,1.081576824,V,250,1
7,-1,1,1,1.331483126,I,250,-1
7,1,1,1,0.871494055,I,850,1
7,1,1,1,1.972100973,I,250,-1
7,1,1,1,0.711376905,I,100,-1
7,1,1,0,1.151659966,V,850,1
7,1,1,1,0.721374035,I,250,1
7,-1,-1,1,0.761003017,I,100,1
7,1,1,1,1.061552048,V,450,1
7,-1,1,0,0.901362896,I,450,-1
7,-1,1,0,1.151692867,V,100,1
7,-1,1,1,0.93150878,V,150,1
7,1,1,1,0.841439962,I,150,1
7,-1,-1,1,1.021429062,V,250,1
7,-1,-1,1,0.761250019,I,250,-1
7,-1,1,1,0.741739035,I,450,-1
7,-1,-1,1,0.941300869,I,150,1
7,-1,-1,1,0.641104937,V,150,-1
7,1,-1,1,1.011305094,I,100,1
7,1,-1,1,0.771183014,V,100,-1
7,-1,-1,1,0.591191053,I,250,1
7,-1,1,1,0.831640005,V,850,1
7,-1,-1,1,0.651067972,V,450,-1
7,1,-1,1,0.660917997,V,250,-1
7,1,1,0,1.05134201,V,150,-1
7,-1,1,0,1.011325121,I,150,-1
7,1,1,0,0.741448164,I,450,-1
7,-1,-1,1,0.761290789,V,100,-1
7,1,1,0,0.761496067,V,450,1
7,1,1,1,0.81141305,V,250,1
7,-1,1,0,0.891326189,V,100,1
7,1,1,1,0.891567945,I,850,-1
7,-1,-1,1,0.791330099,I,450,1
7,1,-1,0,1.541672945,I,450,1
7,1,1,0,1.131640911,I,850,1
7,1,1,0,0.89141202,V,150,1
7,-1,1,1,0.871455908,V,150,1
7,1,1,1,0.681303978,I,250,-1
7,-1,-1,0,0.761116982,V,850,-1
7,1,1,0,0.931698084,I,150,-1
7,1,1,0,0.891314983,V,850,1
7,-1,1,1,1.011317968,I,100,-1
7,1,1,1,0.751410007,I,100,-1
7,-1,1,0,0.951342106,I,850,-1
7,-1,1,0,0.801257849,V,450,1
7,-1,-1,1,0.811187983,I,100,1
7,1,1,1,0.771386147,V,850,-1
7,1,1,1,1.091579914,V,100,1
7,-1,-1,0,0.871371031,I,850,1
7,1,1,0,0.831484079,V,450,-1
7,1,1,1,0.771354914,I,150,1
7,1,1,1,0.671344995,I,250,1
7,-1,-1,0,0.761318922,V,250,-1
7,1,1,1,0.991509914,V,250,1
7,-1,-1,0,0.870470047,I,850,-1
7,1,1,1,0.781260967,V,100,1
7,1,1,0,0.890718937,V,850,-1
7,-1,-1,1,0.801143885,V,100,-1
7,-1,-1,0,1.111274004,V,450,1
7,1,1,0,0.741274118,I,450,-1
7,-1,-1,0,1.161487103,I,450,-1
7,-1,-1,0,0.901278973,I,450,1
7,1,1,1,0.681062937,I,450,1
7,1,1,1,0.911493063,V,850,1
7,1,-1,0,1.041478872,I,850,1
7,1,1,1,0.781394958,V,450,-1
7,-1,1,0,1.021278143,I,150,-1
7,-1,-1,1,0.701304913,V,250,-1
7,-1,1,0,0.881217003,I,250,-1
7,1,1,1,0.911435127,I,150,1
7,1,1,1,0.591320992,V,150,-1
7,1,1,0,1.18168807,I,100,-1
7,-1,1,0,1.101461887,I,850,1
7,-1,-1,0,2.301930904,V,150,1
7,-1,-1,1,0.961241007,I,150,1
7,-1,-1,0,1.111266136,V,850,1
7,1,1,1,0.871428013,V,100,-1
7,1,1,0,1.401685953,I,100,1
7,1,1,1,0.831404924,I,250,-1
