Subj_idx,Stimulus,Response,Confidence,RT_dec,Validity,CTOA,Cue_position
2,-1,1,0,0.771355152,V,850,1
2,1,1,1,0.491177082,V,250,1
2,1,-1,0,0.421093941,I,450,1
2,1,1,1,0.561113119,V,250,-1
2,1,1,1,0.501294851,V,450,1
2,-1,-1,0,0.71100688,I,150,-1
2,1,1,1,0.811332941,I,850,1
2,-1,-1,1,0.661190987,V,250,1
2,1,1,0,0.721349955,I,100,1
2,1,1,1,0.581139803,I,150,-1
2,-1,-1,1,0.551176071,V,150,-1
2,1,1,1,0.481292963,I,150,1
2,1,1,1,0.551157951,V,450,1
2,1,1,1,0.431152821,V,150,1
2,-1,-1,0,0.040847063,V,850,1
2,-1,-1,1,0.62135005,V,250,1
2,1,1,1,0.531300068,V,150,-1
2,1,1,0,0.461464167,I,250,1
2,1,-1,0,0.641222,I,450,1
2,1,1,1,0.531340122,V,250,-1
2,-1,-1,1,0.590979099,V,100,1
2,-1,-1,1,0.501205921,I,250,-1
2,1,1,1,0.551170111,V,100,-1
2,1,1,1,0.481192112,I,450,-1
2,-1,-1,1,0.46127677,I,250,1
2,1,1,0,0.501213074,I,100,-1
2,1,1,1,0.531359911,V,850,1
2,-1,-1,0,1.331353903,I,850,1
2,-1,-1,0,0.761439085,V,850,-1
2,1,1,0,0.781432152,V,850,-1
2,1,1,1,0.591175079,I,850,1
2,-1,1,0,1.231409788,I,100,-1
2,1,-1,0,0.611135006,I,100,1
2,-1,-1,1,0.711842775,I,100,1
2,-1,1,1,0.591311932,V,450,1
2,-1,-1,1,0.701137066,V,150,1
2,-1,-1,0,0.751164913,V,100,-1
2,-1,1,0,1.081372976,I,450,-1
2,-1,-1,1,0.701225996,I,150,-1
2,-1,-1,0,0.821233988,V,450,-1
2,-1,1,0,0.981383085,V,250,-1
2,1,1,1,0.711216927,V,100,1
2,1,1,1,0.63124299,I,150,-1
2,1,1,1,0.461199045,V,250,1
2,1,1,1,0.741543055,V,450,-1
2,-1,-1,0,0.581093073,I,150,1
2,1,1,1,0.551529884,I,250,-1
2,-1,-1,1,0.771269083,I,450,1
2,-1,1,0,0.961459875,I,850,-1
2,-1,-1,1,0.681218147,V,150,-1
2,1,1,1,0.571354151,I,850,-1
2,1,1,0,0.941488981,I,450,-1
2,1,1,1,0.621438026,I,250,1
2,1,1,1,0.48133707,V,850,1
2,-1,-1,1,0.551239967,I,250,1
2,-1,-1,1,0.550917864,V,100,-1
2,1,1,1,0.411228895,V,250,1
2,-1,-1,1,0.671081066,I,450,-1
2,1,1,0,0.671319962,V,150,-1
2,-1,-1,0,0.47114706,I,850,1
2,-1,-1,1,0.561043024,I,250,-1
2,-1,-1,1,0.641185999,I,150,1
2,-1,1,0,0.781123877,V,250,-1
2,1,1,1,0.541153908,I,850,-1
2,-1,1,1,0.691319942,V,150,-1
2,-1,-1,1,0.611123085,V,450,1
2,-1,-1,1,0.631280899,I,100,-1
2,1,1,0,0.811240911,V,100,-1
2,1,1,1,0.511183023,V,450,-1
2,1,1,1,0.441227913,I,250,-1
2,1,-1,0,0.830952168,I,150,1
2,-1,1,1,0.691296816,V,850,1
2,-1,-1,1,0.85133791,I,150,-1
2,-1,1,0,1.171491861,I,450,1
2,1,1,1,0.581276178,V,250,-1
2,-1,1,0,0.771433115,V,250,1
2,1,1,0,1.301630974,V,450,1
2,1,1,1,0.661016941,I,100,1
2,-1,-1,1,0.591053009,I,850,-1
2,-1,-1,1,0.641191006,V,100,1
2,1,1,0,0.591267824,V,100,1
2,-1,1,0,0.731225014,V,850,-1
2,-1,-1,0,0.841264963,V,450,-1
2,-1,1,0,0.901283979,I,100,1
2,1,-1,0,1.711475134,I,150,-1
2,1,1,0,0.751284122,V,850,-1
2,1,-1,0,1.02108407,I,450,1
2,1,1,0,1.181603909,I,100,-1
2,1,-1,0,0.921200991,I,850,1
2,1,1,1,0.55120492,V,150,1
2,-1,1,1,0.661266088,V,150,1
2,1,1,1,0.521408081,V,250,1
2,-1,-1,0,0.070955038,I,850,1
2,1,-1,0,0.751225948,I,100,-1
2,-1,-1,1,0.591037989,I,450,-1
2,-1,1,0,0.951370955,I,100,-1
2,1,1,0,0.501391172,I,450,-1
2,1,-1,1,0.611112833,V,100,-1
2,1,1,1,0.601315022,V,150,1
2,-1,-1,0,0.080842972,V,850,-1
2,1,1,1,0.571218014,I,850,-1
2,-1,-1,0,0.760451794,I,150,1
2,-1,-1,1,0.641219139,I,250,-1
2,-1,1,0,0.651278019,V,450,1
2,-1,-1,1,0.591088057,V,100,-1
2,1,1,1,0.721261024,V,150,-1
2,-1,-1,1,0.641098976,I,450,1
2,-1,1,0,0.721414089,I,850,-1
2,1,1,1,0.451058865,I,150,-1
2,1,-1,0,0.140700102,V,850,1
2,1,1,1,0.621324062,I,250,1
2,-1,-1,1,0.99129796,I,250,1
2,-1,1,0,0.943109989,V,100,1
2,-1,-1,0,0.692248106,I,100,1
2,1,1,0,0.652304888,I,100,1
2,1,1,1,0.612279892,V,100,1
2,1,1,1,0.572258949,I,250,-1
2,1,1,1,0.682286024,V,850,-1
2,1,-1,0,0.662143946,V,450,1
2,1,-1,0,0.812199831,I,850,1
2,-1,1,0,0.612373114,V,450,-1
2,-1,-1,1,0.642279863,V,150,1
2,1,1,0,0.892431021,V,450,-1
2,1,1,0,0.70243907,I,150,1
2,-1,1,0,0.752338171,I,150,-1
2,-1,-1,0,0.672234058,V,150,-1
2,1,-1,0,1.432309151,V,250,-1
2,-1,1,0,0.072158098,V,850,1
2,-1,-1,0,1.502583027,V,250,-1
2,1,-1,1,1.812672853,I,450,1
2,-1,1,1,0.57226181,V,250,1
2,1,1,1,0.712281942,I,100,-1
2,-1,-1,0,0.15190196,V,850,1
2,-1,1,0,0.662255049,V,150,1
2,1,-1,0,0.802308083,V,250,1
2,-1,1,0,0.442118883,I,450,-1
2,-1,1,1,3.052552938,I,150,-1
2,1,-1,0,0.7911551,I,850,1
2,1,-1,0,0.901299,I,100,1
2,-1,1,1,0.681358814,V,100,-1
2,1,-1,0,0.70122695,I,150,1
2,1,1,1,0.631181955,V,450,1
2,-1,-1,0,0.681128025,I,450,1
2,1,1,0,0.631140947,V,450,-1
2,1,1,1,0.541172028,I,450,1
2,-1,-1,0,0.75126195,I,250,-1
2,1,1,1,1.081404209,V,100,1
2,1,1,1,0.581207991,I,450,-1
2,1,-1,0,0.591202974,V,150,-1
2,-1,1,0,0.681308985,V,250,1
2,-1,-1,0,1.251515865,V,450,-1
2,1,1,1,0.641266823,V,250,-1
2,-1,-1,0,1.661610126,I,850,1
2,1,1,1,0.570953846,V,150,1
2,1,1,1,0.511176825,I,150,-1
2,1,-1,0,0.451272964,I,250,1
2,1,1,0,0.731416941,I,250,-1
2,-1,-1,1,0.601221085,I,100,1
2,1,1,0,0.651217937,V,100,-1
2,-1,-1,1,0.71103406,V,450,1
2,-1,1,0,0.711434126,I,100,-1
2,1,-1,0,0.111032963,I,850,-1
2,1,1,0,1.071480989,V,850,-1
2,-1,-1,1,0.651077032,I,150,1
2,-1,-1,1,0.541174173,V,150,-1
2,-1,1,1,0.56140399,V,100,1
2,1,1,0,0.511276007,V,850,1
2,-1,-1,0,0.141086817,I,850,-1
2,-1,1,1,0.120980024,V,850,-1
2,-1,-1,1,0.601227999,V,250,-1
2,-1,-1,0,0.631108046,I,250,1
2,1,1,1,0.601316929,V,150,-1
2,-1,1,0,1.061177969,I,100,1
2,-1,-1,1,0.561037064,I,250,1
2,1,1,0,1.121519804,V,250,1
2,1,1,1,0.471360922,I,850,1
2,1,-1,0,0.861186028,I,250,-1
2,1,1,1,0.741330147,I,150,-1
2,-1,1,0,0.831277132,I,850,-1
2,-1,1,0,1.881844997,V,250,-1
2,-1,-1,0,0.831288099,V,850,-1
2,1,1,1,1.701758146,I,150,1
2,-1,-1,1,0.881172895,I,450,1
2,1,1,0,0.861469984,I,850,-1
2,1,-1,0,0.691168785,V,250,-1
2,-1,-1,0,1.951631784,V,450,1
2,-1,-1,1,1.041240931,V,250,1
2,-1,-1,1,0.690204144,I,150,1
2,-1,1,0,0.231168985,V,850,1
2,-1,-1,1,0.631131887,V,150,1
2,-1,1,1,0.6313169,I,250,-1
2,1,1,1,0.531218052,I,250,1
2,1,-1,0,0.62132597,I,450,-1
2,1,1,0,0.47121501,V,850,-1
2,1,-1,0,0.29103899,V,850,1
2,1,1,1,1.20157814,V,100,-1
2,-1,-1,1,0.791285992,V,100,-1
2,-1,-1,1,0.681178093,I,150,-1
2,1,1,1,0.72141695,V,450,1
2,1,-1,0,2.912262917,I,450,1
2,-1,1,0,0.691340923,V,100,1
2,-1,-1,0,2.051847935,I,850,1
2,1,1,1,0.521381855,V,150,1
2,-1,1,1,0.021222115,V,150,-1
2,1,1,1,0.581248999,I,100,-1
2,-1,-1,0,0.430999994,I,450,-1
2,-1,-1,0,0.251055956,V,450,-1
2,-1,1,1,0.80133009,I,100,-1
2,1,1,1,0.701303959,I,100,1
2,1,1,0,0.291200876,V,450,-1
2,1,1,1,0.85137701,V,100,1
2,1,-1,0,0.171042919,V,850,-1
2,1,1,1,0.92135191,V,150,1
2,-1,-1,0,0.021712065,I,850,1
2,1,1,0,0.911474943,V,450,-1
2,-1,-1,1,0.581269979,I,150,1
2,-1,1,0,0.511327028,V,850,-1
2,1,-1,1,0.711169004,V,100,-1
2,1,-1,0,0.921353102,I,850,1
2,-1,-1,1,0.851279974,I,850,-1
2,1,1,1,0.611279011,I,850,-1
2,1,-1,0,0.88131094,I,250,1
2,-1,1,1,0.511259794,I,150,-1
2,-1,-1,0,0.641122818,V,100,-1
2,-1,-1,1,0.591231108,I,450,-1
2,1,1,1,0.631280899,I,100,-1
2,1,1,1,0.931449175,I,150,1
2,-1,-1,1,0.631135941,V,450,-1
2,-1,-1,0,0.461163998,I,450,1
2,-1,-1,1,0.751326084,V,450,1
2,-1,1,0,0.841336012,I,100,1
2,-1,1,0,0.560912132,V,100,1
2,-1,-1,1,0.67118907,I,100,-1
2,1,1,1,0.541313171,I,250,-1
2,1,1,1,0.64129281,V,250,1
2,-1,-1,0,1.041287899,I,250,1
2,-1,1,0,0.091231108,V,150,1
2,-1,-1,1,0.531111956,V,250,1
2,1,1,1,0.781185865,I,100,1
2,1,1,1,0.871479988,V,150,-1
2,1,-1,0,0.400978088,V,450,1
2,-1,1,0,1.361511946,V,250,-1
2,1,1,1,0.70102787,I,450,-1
2,-1,-1,0,0.78113389,V,150,-1
2,1,-1,0,2.091764927,I,450,1
2,1,1,1,0.711257935,V,100,1
2,-1,1,1,0.611148119,I,250,-1
2,1,1,1,0.791544914,V,250,-1
2,-1,-1,0,0.261161089,V,850,1
2,1,-1,0,0.731279135,I,150,-1
2,1,1,0,2.011892796,V,850,1
2,1,-1,0,0.931324005,I,850,-1
2,1,1,1,0.831364155,I,450,1
2,-1,-1,0,1.881731987,V,100,-1
2,1,1,1,0.611342192,V,250,-1
2,1,1,1,0.691190004,I,100,-1
2,1,-1,1,0.691157103,V,100,-1
2,1,1,1,0.751480818,V,250,1
2,-1,-1,0,0.551345825,I,850,1
2,1,1,0,1.471560001,I,850,1
2,-1,-1,0,1.821561813,I,100,1
2,-1,1,0,0.581393003,I,150,1
2,-1,-1,0,0.571153879,I,850,-1
2,1,1,1,0.671315908,V,150,-1
2,1,1,1,0.671407938,I,450,-1
2,-1,-1,1,0.581179857,V,250,-1
2,-1,-1,1,0.721251011,V,150,-1
2,1,1,1,0.751219034,I,250,1
2,1,-1,0,0.540958881,V,850,-1
2,-1,1,0,0.32107091,V,850,1
2,-1,1,1,0.971417904,I,100,-1
2,1,-1,0,0.840567112,I,150,1
2,1,1,1,0.581265926,I,150,-1
2,-1,-1,0,0.371115208,V,450,-1
2,-1,-1,1,0.9313519,V,100,1
2,-1,1,0,1.181674004,V,850,-1
2,1,-1,1,0.821161985,I,250,-1
2,-1,1,0,0.691465139,I,450,-1
2,-1,-1,0,0.491073132,I,250,-1
2,-1,1,1,0.611247063,V,150,1
2,1,1,1,0.601387024,V,100,1
2,1,-1,0,0.850167036,V,850,1
2,1,-1,1,0.731348038,I,100,1
2,-1,1,1,0.721314192,I,250,1
2,1,-1,1,0.751148939,V,450,-1
2,-1,-1,0,1.221364021,I,450,1
2,-1,1,0,0.811360121,I,150,-1
2,1,-1,0,0.441017151,V,450,1
2,-1,-1,1,0.881088018,V,250,1
2,1,1,1,0.63122201,V,150,1
2,-1,-1,0,0.461148024,V,450,1
2,-1,1,0,2.221832037,V,850,1
2,1,-1,0,0.721086979,I,250,-1
2,1,1,1,0.891426086,V,100,1
2,-1,-1,0,1.021303892,I,150,-1
2,-1,-1,0,3.062131882,V,250,-1
2,1,1,1,0.591238022,V,250,-1
2,-1,1,0,2.011814117,I,850,1
2,-1,-1,1,0.601301193,I,100,1
2,-1,1,1,0.661141872,V,150,1
2,-1,-1,1,0.731046915,V,250,1
2,-1,1,0,0.861460924,I,850,-1
2,-1,-1,1,0.661286116,I,150,1
2,1,1,1,0.521421194,I,100,1
2,1,1,0,0.701340914,I,850,-1
2,1,-1,0,0.69113183,I,150,-1
2,-1,1,0,0.901351929,I,100,-1
2,1,-1,0,0.621236801,V,450,-1
2,1,1,1,0.791345835,I,850,1
2,1,1,1,0.751464128,V,150,-1
2,-1,-1,1,0.661312103,V,150,-1
2,1,1,0,0.601355076,V,250,1
2,1,1,0,7.144171953,V,850,1
2,1,-1,0,1.011404991,I,450,1
2,-1,1,0,0.681249142,I,450,1
2,-1,-1,1,0.621183157,I,250,1
2,1,1,0,1.001452923,V,850,-1
2,1,-1,1,0.751281023,I,250,1
2,-1,-1,1,0.641305923,V,100,-1
2,1,1,0,0.361276865,I,450,-1
2,1,1,1,0.531124115,V,450,1
2,-1,1,0,0.581315994,V,450,1
2,-1,-1,1,0.970600843,I,450,-1
2,1,1,1,0.481302023,V,150,1
2,1,1,1,0.681251049,V,100,-1
2,1,1,1,0.481108904,I,150,1
2,-1,-1,1,0.611186981,V,450,-1
2,-1,-1,0,1.381602049,V,850,-1
2,1,1,1,0.571383953,I,100,-1
2,-1,-1,1,0.761240005,V,100,1
2,-1,-1,0,1.030542135,I,250,-1
2,1,1,0,0.091117859,I,850,1
2,-1,-1,1,1.101432085,V,150,-1
2,1,-1,1,0.681309938,V,100,-1
2,1,1,0,0.231073141,I,850,-1
2,-1,-1,1,0.781105995,V,100,1
2,-1,-1,1,0.621278048,V,250,-1
2,1,1,1,0.701132059,I,100,1
2,-1,-1,0,0.63121891,I,100,1
2,-1,-1,0,0.150957108,I,850,1
2,1,1,1,0.67139101,I,450,1
2,1,1,1,0.4811759,V,150,1
2,-1,-1,0,0.641098022,V,450,1
2,-1,-1,1,0.521051884,I,250,1
2,1,-1,1,0.531022072,V,250,-1
2,-1,-1,1,0.691106796,V,850,-1
2,1,1,1,0.841506958,I,250,-1
2,-1,-1,0,0.951313019,V,450,-1
2,-1,-1,1,0.71134305,I,850,-1
2,-1,1,0,1.081640005,I,100,-1
2,-1,-1,1,0.701317072,V,150,1
2,-1,-1,1,0.741237879,I,450,1
2,1,1,1,0.601292133,V,450,1
2,-1,-1,1,0.650320053,V,250,1
2,1,-1,1,0.681300163,I,150,1
2,1,1,0,0.110891819,V,850,1
2,1,-1,1,0.671335936,V,450,-1
2,1,1,1,0.571383953,I,150,-1
2,-1,1,1,0.61113596,V,850,1
2,-1,-1,0,0.561402082,I,150,1
2,1,1,1,0.641211987,V,150,-1
2,-1,-1,1,0.611166,I,450,-1
2,1,1,0,0.77146697,V,100,1
2,1,1,1,0.501445055,V,250,1
2,1,1,1,0.531383038,I,450,-1
2,-1,-1,1,0.521232128,I,250,-1
2,1,1,0,0.741332769,I,100,-1
2,1,1,1,0.761482,I,250,1
2,-1,-1,0,0.591019869,I,150,-1
2,1,1,0,0.331073999,V,850,-1
2,-1,-1,1,0.711158991,V,100,-1
2,1,1,1,0.501273155,V,450,1
2,-1,-1,0,0.621068001,V,450,-1
2,1,1,1,0.641339064,V,150,-1
2,1,1,1,0.581122875,I,150,-1
2,-1,-1,0,0.631201029,I,150,-1
2,-1,-1,1,0.571023941,I,250,1
2,1,1,1,0.461285114,V,250,-1
2,-1,-1,1,0.601088047,V,850,1
2,1,1,1,0.52127099,I,450,-1
2,-1,1,1,0.601167917,I,150,1
2,1,1,0,0.56118989,I,450,1
2,-1,-1,0,1.291447878,I,100,-1
2,1,1,1,0.511178017,V,150,1
2,-1,1,0,0.111001015,I,850,1
2,-1,-1,0,0.821193933,I,450,1
2,-1,-1,1,0.711135149,V,100,-1
2,-1,1,1,0.641194105,V,150,1
2,1,1,0,0.511420012,I,250,1
2,1,-1,1,0.890996933,V,450,-1
2,1,1,1,0.711319923,I,850,-1
2,-1,-1,0,0.721245766,I,450,-1
2,1,1,1,0.631453991,I,250,-1
2,-1,-1,0,1.201391935,I,850,-1
2,-1,1,1,1.261577129,I,100,1
2,1,1,1,0.741104841,I,100,1
2,-1,-1,1,0.571240187,V,150,-1
2,-1,1,1,0.691396952,V,250,1
2,1,1,1,0.561284781,V,100,-1
2,1,1,1,0.631222963,V,250,1
2,-1,1,1,0.671370983,V,100,1
2,1,-1,0,0.040693045,V,850,1
2,1,1,1,0.991328955,I,100,-1
2,1,1,1,0.531177998,V,100,1
2,1,1,1,0.731299877,I,150,1
2,-1,-1,0,0.17099309,V,850,-1
2,1,-1,0,0.581003189,I,850,1
2,-1,-1,1,0.631422043,V,450,1
2,-1,-1,1,0.541084051,I,250,-1
2,-1,1,0,0.65132308,V,250,-1
2,1,-1,0,0.501052856,V,850,-1
2,-1,-1,1,0.63125515,I,100,1
2,1,1,0,0.86143899,V,150,-1
2,-1,-1,1,0.631165028,V,150,-1
2,1,1,0,1.011300802,I,150,1
2,1,-1,0,0.201052904,I,850,1
2,-1,-1,1,0.571160078,I,250,1
2,1,1,0,0.150292873,V,850,1
2,-1,1,0,0.421241999,I,450,-1
2,-1,-1,1,0.751167059,V,450,-1
2,-1,1,0,1.631707191,I,150,1
2,1,1,1,0.721172094,I,850,-1
2,-1,-1,1,0.801292181,V,850,1
2,-1,1,0,0.581230879,I,100,-1
2,1,1,1,0.451246977,V,100,1
2,1,-1,0,0.601347923,V,850,-1
2,-1,1,0,0.641309977,V,850,-1
2,-1,-1,1,0.661177158,V,100,1
2,1,1,0,0.72137785,V,100,-1
2,1,1,1,0.641409874,I,250,1
2,-1,1,0,1.711812019,I,850,1
2,1,-1,0,0.971462011,I,150,-1
2,1,1,1,0.571378946,I,100,-1
2,1,-1,0,0.320994854,I,450,-1
2,1,1,1,1.211483002,V,250,1
2,1,1,0,0.531377077,I,100,1
2,-1,-1,1,0.781393051,V,250,-1
2,-1,-1,0,0.150954962,I,850,-1
2,-1,1,0,1.031462908,V,150,1
2,-1,-1,0,0.731079102,I,150,-1
2,1,1,1,0.631318092,I,250,-1
2,1,1,1,0.651324987,V,250,-1
2,1,-1,0,0.310973883,V,450,1
2,-1,-1,0,0.821297169,V,250,1
2,-1,1,1,0.991428852,V,100,-1
2,-1,-1,0,0.341094017,V,450,1
2,1,1,0,0.54134798,I,450,1
2,1,1,1,0.911559105,V,450,-1
2,1,-1,1,1.451591015,V,150,1
2,-1,1,0,2.161885977,I,450,1
2,-1,1,0,1.401624918,I,250,-1
2,1,1,1,0.841505051,V,250,-1
2,-1,-1,1,0.681295872,V,250,1
2,-1,-1,0,0.781267881,I,100,1
2,-1,-1,1,0.70120883,I,250,-1
2,1,1,1,0.671489954,I,150,1
2,1,1,1,0.561470032,I,150,-1
2,-1,-1,0,0.571055174,I,250,1
2,1,1,1,0.561338902,I,100,-1
2,1,-1,0,0.211151123,I,850,-1
2,1,1,1,0.581234217,V,450,1
2,1,1,1,0.891487837,V,150,-1
2,-1,1,1,0.871412992,V,150,1
2,-1,-1,0,0.191049099,V,850,1
2,1,1,0,0.501271009,V,850,1
2,1,1,1,0.561197996,V,250,1
2,-1,-1,0,0.761318922,I,850,-1
2,1,1,0,0.501195192,I,450,-1
2,1,1,1,0.471334934,I,250,-1
2,-1,-1,1,0.981277943,V,100,-1
2,-1,-1,1,0.751152992,V,250,-1
2,1,1,0,0.641222,V,450,-1
2,1,1,0,0.101123095,I,850,1
2,-1,-1,0,0.991295815,I,450,1
2,-1,1,1,0.641222954,V,100,1
2,-1,-1,1,0.591187954,V,150,-1
2,-1,-1,1,0.551012993,V,450,-1
2,-1,-1,0,0.651141882,I,150,1
2,-1,-1,1,0.801120043,V,450,1
2,1,1,1,0.48120904,V,150,1
2,1,1,1,0.571403027,V,100,1
2,-1,-1,1,0.371140957,V,850,-1
2,-1,1,0,1.181612015,I,100,-1
2,-1,-1,1,0.711372852,I,850,1
2,1,1,1,0.591246128,V,850,-1
2,1,1,1,0.601321936,I,250,1
2,1,-1,0,0.58112216,I,100,1
2,1,1,0,0.771546125,I,450,1
2,-1,1,0,1.191536903,I,150,-1
2,1,1,1,0.711581945,V,100,-1
2,-1,1,1,0.881469011,I,450,-1
2,1,1,1,0.671257019,V,100,1
2,1,-1,0,1.011343002,I,150,-1
2,1,1,0,0.771453142,V,450,1
2,1,1,1,0.661309004,V,250,-1
2,1,1,0,0.831499815,I,250,-1
2,-1,1,1,0.771166086,V,150,1
2,-1,-1,0,0.541260958,I,850,1
2,-1,1,1,0.821267128,I,250,-1
2,1,-1,0,0.131066799,I,850,1
2,1,1,1,0.741238832,I,250,1
2,1,-1,0,0.72105813,I,150,1
2,-1,1,0,6.393109083,V,100,-1
2,-1,1,0,0.151293039,I,450,1
2,1,1,0,0.951421976,V,850,-1
2,1,1,1,0.541298866,V,250,1
2,-1,-1,0,0.221143007,V,450,-1
2,1,1,1,0.701334,V,150,-1
2,1,-1,0,0.200934887,I,850,-1
2,1,1,1,0.491255045,V,150,1
2,-1,-1,1,0.571015835,I,250,1
2,-1,-1,1,0.621315956,I,150,-1
2,1,1,0,0.161108017,I,450,-1
2,-1,-1,1,0.581017017,I,100,1
2,-1,1,0,0.951380014,I,850,-1
2,1,1,1,0.591454983,I,450,1
2,1,1,1,0.541192055,I,100,-1
2,-1,-1,0,0.601101875,I,150,1
2,1,-1,0,0.631165981,V,100,-1
2,-1,1,0,0.671270847,V,250,-1
2,-1,-1,0,0.030981064,V,850,1
2,-1,1,0,1.761749983,V,100,1
2,-1,-1,0,0.060841084,V,850,-1
2,-1,-1,0,0.941391945,I,450,-1
2,-1,-1,1,0.621149063,V,250,1
2,1,1,0,1.491829872,V,850,1
2,-1,-1,1,0.711246967,V,450,1
2,-1,-1,1,0.891266108,I,100,-1
2,-1,1,0,0.731148958,V,150,-1
2,1,-1,1,1.131453991,I,100,1
2,1,-1,0,0.651122808,V,450,-1
3,-1,-1,1,6.163513899,I,150,-1
3,1,1,0,12.51627898,I,450,1
3,-1,-1,1,5.953490019,V,150,-1
3,-1,-1,0,3.022164106,I,850,-1
3,-1,-1,1,1.071388006,V,150,1
3,1,1,0,2.031872034,I,850,1
3,1,-1,1,3.322274923,I,100,-1
3,1,-1,0,2.521887064,V,250,1
3,1,-1,0,1.77164197,V,450,-1
3,1,1,0,1.751657009,V,850,-1
3,-1,-1,1,1.381439924,V,450,-1
3,1,-1,1,3.68246007,V,150,1
3,1,1,0,1.251422882,I,850,-1
3,1,1,1,0.861529112,V,450,1
3,1,1,1,1.451785088,V,250,-1
3,1,1,1,2.101960897,I,250,1
3,-1,-1,1,1.131369114,V,850,-1
3,-1,-1,1,0.881250858,V,100,-1
3,-1,-1,0,1.231391907,V,450,1
3,1,1,0,2.421896935,V,100,-1
3,-1,-1,1,1.371459961,I,450,-1
3,-1,-1,0,1.191412926,V,850,1
3,-1,-1,1,1.411441088,V,250,1
3,-1,-1,1,1.421572924,I,250,-1
3,1,-1,1,1.221188068,I,150,-1
3,-1,-1,0,1.591639042,I,100,1
3,1,1,1,0.92128706,I,450,-1
3,1,1,0,1.141412973,V,100,1
3,1,1,0,1.961727142,V,150,-1
3,-1,-1,0,1.361548185,I,250,1
3,-1,-1,1,1.101289988,I,450,1
3,-1,-1,0,1.561524153,I,850,1
3,1,-1,0,0.991043806,I,100,1
3,-1,-1,1,1.251389027,V,100,1
3,1,-1,0,1.281339884,I,250,-1
3,-1,-1,0,1.271382093,V,250,-1
3,1,1,0,0.981334925,V,850,1
3,-1,-1,0,1.021349192,I,100,-1
3,-1,1,1,3.212347984,I,150,1
3,1,1,0,1.101449013,I,150,1
3,1,1,1,0.920724869,I,450,1
3,-1,-1,0,1.111362934,I,850,-1
3,1,1,0,1.791936159,I,850,-1
3,1,1,1,0.961366177,V,150,1
3,1,1,0,1.561645985,I,150,-1
3,-1,-1,0,0.961388111,V,100,-1
3,-1,-1,1,1.09129405,V,250,1
3,1,-1,0,1.681618929,V,450,-1
3,-1,-1,0,1.061533213,V,450,1
3,-1,-1,0,1.161458015,I,150,1
3,1,1,0,1.091333866,V,100,-1
3,1,1,0,1.321591139,V,850,1
3,1,-1,0,1.821539879,V,250,-1
3,-1,-1,1,0.721112013,V,250,-1
3,1,1,1,1.181414127,I,100,-1
3,-1,-1,1,1.191146135,V,850,1
3,-1,-1,1,0.811228991,I,150,-1
3,-1,-1,1,0.781172991,I,450,-1
3,-1,-1,0,1.331394911,I,850,1
3,1,1,1,1.08139801,I,250,-1
3,1,1,1,0.901352882,V,850,-1
3,1,1,0,1.421499014,I,150,1
3,-1,-1,1,0.991217852,V,150,-1
3,-1,-1,0,0.851373911,V,850,-1
3,1,1,1,1.00116396,I,450,-1
3,1,1,0,0.861481905,V,100,1
3,1,1,0,3.602492094,I,100,1
3,1,-1,0,1.731514215,I,850,1
3,-1,-1,0,1.341529846,V,100,1
3,-1,-1,0,1.351564169,I,250,-1
3,1,1,1,1.381626129,I,250,1
3,-1,-1,1,1.131457806,V,450,-1
3,1,1,1,2.341960907,V,150,-1
3,1,1,1,1.121556997,V,250,1
3,-1,-1,0,0.941300154,V,150,1
3,-1,-1,0,1.101186991,I,100,1
3,-1,-1,1,1.731505871,I,100,-1
3,-1,-1,0,1.18138504,I,450,1
3,1,1,0,1.221397877,V,450,1
3,-1,-1,1,1.08138895,I,250,1
3,1,1,0,0.981338978,V,450,-1
3,1,1,1,0.961619854,I,150,-1
3,1,1,1,0.921482086,V,150,-1
3,-1,-1,0,0.89123106,V,450,1
3,-1,-1,1,0.84126997,I,150,-1
3,-1,-1,0,1.64158082,I,150,1
3,1,-1,1,0.841164112,I,250,1
3,-1,-1,1,2.742041111,I,450,-1
3,1,1,0,0.75146699,V,450,1
3,1,1,0,0.841361046,I,450,-1
3,1,1,0,1.121373892,V,850,-1
3,-1,-1,1,1.141257048,V,150,-1
3,1,1,1,1.14149785,V,150,1
3,1,1,1,0.77157712,I,450,1
3,1,1,1,0.991554976,I,100,-1
3,-1,-1,0,1.310590982,V,850,1
3,-1,-1,0,0.881263018,V,850,-1
3,-1,1,0,3.332499027,I,450,1
3,1,1,1,1.141469955,V,100,1
3,1,1,0,1.751830101,V,250,-1
3,1,1,1,0.871206999,V,850,1
3,-1,-1,1,1.221333981,I,850,-1
3,-1,-1,0,1.001249075,V,450,-1
3,-1,-1,1,1.151453972,I,250,1
3,1,1,1,1.130746126,I,250,-1
3,1,-1,1,1.141447783,I,150,1
3,1,1,1,0.931583166,I,100,1
3,-1,1,0,1.691732168,V,250,-1
3,-1,-1,1,2.722100019,V,150,1
3,-1,-1,0,1.29147315,V,250,1
3,-1,-1,0,1.081422091,V,100,-1
3,-1,-1,1,1.001482964,V,100,1
3,1,1,0,1.1315341,I,850,1
3,1,1,0,1.691702127,I,850,-1
3,1,1,1,1.291640043,V,100,-1
3,-1,-1,1,0.871207952,I,850,1
3,-1,-1,0,1.341420889,I,100,-1
3,-1,-1,0,0.851228952,I,100,1
3,-1,1,0,1.151738167,I,250,-1
