Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,SOA,Accuracy,Training
19,1,1,2,0.7332,0.1734,33.3,1,0
19,1,1,2,0.6132,0.1735,16.7,1,0
19,1,1,2,0.6266,0.2268,33.3,1,0
19,2,1,2,0.5466,0.1335,33.3,0,0
19,1,1,4,0.9065,0.2668,66.7,1,0
19,1,1,4,0.4533,0.2801,133.3,1,0
19,1,1,1,0.7998,0.1468,16.7,1,0
19,2,1,1,0.5999,0.0935,16.7,0,0
19,1,1,4,0.6399,0.1601,66.7,1,0
19,1,1,4,0.5066,0.2267,133.3,1,0
19,2,1,3,0.5866,1.0132,33.3,0,0
19,2,1,1,0.5999,0.1868,33.3,0,0
19,2,1,1,0.6266,0.3201,16.7,0,0
19,1,1,1,1.373,0.1468,33.3,1,0
19,2,2,4,0.8932,0.2934,133.3,1,0
19,2,1,1,0.5733,0.1734,33.3,0,0
19,1,1,1,1.3463,0.1335,66.7,1,0
19,2,1,1,0.6132,0.4134,16.7,0,0
19,2,1,1,0.1334,0.7733,66.7,0,0
19,1,1,4,0.5333,0.2801,66.7,1,0
19,2,1,1,1.0797,0.1068,16.7,0,0
19,1,1,4,0.44,0.2667,133.3,1,0
19,1,1,4,0.9465,0.2401,133.3,1,0
19,2,2,2,0.9865,0.1868,33.3,1,0
19,1,2,2,1.0797,0.1335,16.7,0,0
19,1,1,4,0.4533,0.2268,66.7,1,0
19,1,1,4,0.7599,0.0935,33.3,1,0
19,2,2,4,0.7465,0.2001,66.7,1,0
19,2,2,4,0.5733,0.1468,66.7,1,0
19,1,2,4,1.0397,2.1728,33.3,0,0
19,2,2,4,0.44,0.2001,133.3,1,0
19,1,1,2,0.52,0.3333,66.7,1,0
19,2,2,2,0.8131,0.4,16.7,1,0
19,2,2,4,0.4666,0.2401,133.3,1,0
19,1,1,1,0.5866,0.1335,16.7,1,0
19,1,1,2,1.2131,0.4667,66.7,1,0
19,1,1,1,0.7466,0.2534,16.7,1,0
19,1,1,1,0.7065,0.1601,33.3,1,0
19,1,2,1,1.1197,0.1735,16.7,0,0
19,2,2,4,0.6533,0.2534,66.7,1,0
19,2,1,1,0.6266,0.1468,33.3,0,0
19,1,1,1,1.0798,0.2001,66.7,1,0
19,1,1,4,0.5199,0.4134,66.7,1,0
19,1,1,2,0.6399,0.2934,33.3,1,0
19,2,2,4,0.5599,0.2934,133.3,1,0
19,1,1,4,0.6133,0.2934,133.3,1,0
19,2,2,1,0.6132,0.4,33.3,1,0
19,1,1,4,0.8665,0.3201,133.3,1,0
19,2,1,2,0.6399,0.2401,16.7,0,0
19,2,2,1,1.3064,0.1201,33.3,1,0
19,1,1,3,0.5733,0.7466,133.3,1,0
19,1,1,1,1.373,0.2268,33.3,1,0
19,2,2,1,0.8798,0.3601,16.7,1,0
19,1,2,1,0.8931,0.1868,33.3,0,0
19,2,2,4,0.6133,0.4267,133.3,1,0
19,1,1,4,0.5733,0.1868,66.7,1,0
19,1,1,4,0.5066,0.2801,133.3,1,0
19,2,2,4,0.44,0.2934,133.3,1,0
19,2,1,1,0.5999,0.1068,16.7,0,0
19,2,2,1,1.293,0.1868,16.7,1,0
19,1,1,4,0.5599,0.4534,66.7,1,0
19,1,1,4,0.7599,0.1601,66.7,1,0
19,1,1,4,0.7065,0.1601,66.7,1,0
19,1,1,4,0.6666,0.3467,33.3,1,0
19,1,1,4,0.5466,0.3067,66.7,1,0
19,2,2,1,1.3463,0.1468,16.7,1,0
19,1,1,2,1.1864,0.2268,66.7,1,0
19,2,2,1,1.213,0.1601,16.7,1,0
19,2,2,4,0.5199,0.2668,133.3,1,0
19,1,2,1,0.9865,0.1335,33.3,0,0
19,2,2,4,0.44,0.2401,133.3,1,0
19,2,1,1,0.6133,0.1868,16.7,0,0
19,1,1,1,1.0398,0.1335,16.7,1,0
19,1,1,4,0.6932,0.2401,133.3,1,0
19,1,1,3,1.2664,0.1735,33.3,1,0
19,1,1,4,0.5999,0.4267,133.3,1,0
19,1,1,4,0.7332,0.2401,66.7,1,0
19,2,2,2,1.333,0.4534,33.3,1,0
19,1,1,4,0.5599,0.8266,66.7,1,0
19,2,2,4,0.44,0.2001,133.3,1,0
19,1,1,1,0.7865,0.1601,16.7,1,0
19,2,1,1,1.1331,0.1468,33.3,0,0
19,2,2,4,0.4933,0.2534,66.7,1,0
19,1,1,4,0.44,0.2001,133.3,1,0
19,1,1,2,1.1064,0.1601,33.3,1,0
19,1,1,4,0.4,0.1868,133.3,1,0
19,2,2,4,0.48,0.2268,133.3,1,0
19,1,1,1,0.7065,0.1868,16.7,1,0
19,2,2,4,0.44,0.2001,133.3,1,0
19,2,1,1,1.0531,0.1201,16.7,0,0
19,2,1,1,0.7332,0.3334,33.3,0,0
19,1,1,2,0.6532,0.1601,66.7,1,0
19,2,2,4,0.4133,0.5733,133.3,1,0
19,2,2,4,0.4933,0.1734,66.7,1,0
19,1,1,3,0.48,0.7333,133.3,1,0
19,1,1,2,0.6532,0.1735,16.7,1,0
19,2,1,2,0.7199,0.1201,16.7,0,0
19,2,2,4,0.4533,0.2133,66.7,1,0
19,1,1,1,0.5333,0.2134,33.3,1,0
19,2,2,1,1.4663,0.2001,33.3,1,0
19,1,2,1,0.7066,0.1068,16.7,0,0
19,1,1,4,0.4933,0.2401,133.3,1,0
19,1,2,1,1.333,0.1601,16.7,0,0
19,2,2,4,0.6266,0.3067,66.7,1,0
19,1,1,1,0.5999,0.1868,16.7,1,0
19,1,1,4,0.4933,0.2001,66.7,1,0
19,1,1,4,0.4666,0.2001,66.7,1,0
19,2,2,4,0.44,0.2134,133.3,1,0
19,1,1,1,0.6133,0.1335,16.7,1,0
19,1,1,1,0.5466,0.1335,33.3,1,0
19,2,2,1,0.8398,0.0668,16.7,1,0
19,1,2,1,0.7732,0.2268,33.3,0,0
19,2,2,4,0.5599,0.2401,66.7,1,0
19,1,1,1,0.8665,0.1335,33.3,1,0
19,2,1,1,2.1327,0.1601,33.3,0,0
19,2,2,1,0.8398,1.3464,16.7,1,0
19,2,2,4,0.4933,0.2801,133.3,1,0
19,2,2,2,1.4396,0.1468,33.3,1,0
19,1,1,4,0.7331,0.2666,66.7,1,0
19,2,1,2,1.5596,0.1468,33.3,0,0
19,1,1,3,0.5867,0.7333,66.7,1,0
19,2,2,4,1.1331,0.2268,133.3,1,0
19,2,1,2,0.5999,0.1735,16.7,0,0
19,1,1,1,0.4933,0.2268,33.3,1,0
19,2,1,1,0.5599,0.8133,16.7,0,0
19,1,1,4,0.48,0.36,133.3,1,0
19,2,1,4,0.5466,0.1868,16.7,0,0
19,1,1,4,0.7199,0.2134,66.7,1,0
19,2,2,4,0.52,0.1868,133.3,1,0
19,1,1,1,0.5732,0.1868,16.7,1,0
19,2,2,4,1.1597,0.68,66.7,1,0
19,2,2,4,0.5199,0.2134,133.3,1,0
19,1,1,4,0.5866,0.2001,66.7,1,0
19,2,2,4,0.44,0.2268,133.3,1,0
19,1,1,2,0.7065,0.0802,33.3,1,0
19,2,1,2,0.6799,0.0935,33.3,0,0
19,2,2,2,0.5333,0.0935,16.7,1,0
19,1,1,4,1.7462,0.3867,133.3,1,0
19,1,1,1,0.6532,0.1734,16.7,1,0
19,2,2,4,0.5066,0.2801,66.7,1,0
19,1,2,1,0.5733,0.5733,33.3,0,0
19,2,2,4,0.44,0.2135,133.3,1,0
19,2,2,2,0.6399,0.1468,16.7,1,0
19,2,2,2,0.6665,0.5467,33.3,1,0
19,1,1,4,0.5999,0.6666,33.3,1,0
19,1,1,4,1.3863,0.2801,66.7,1,0
19,2,1,1,1.3596,0.1068,33.3,0,0
19,2,1,1,0.6399,0.1868,16.7,0,0
19,2,2,1,1.7729,0.0668,33.3,1,0
19,2,2,4,0.4666,0.1868,133.3,1,0
19,2,1,1,0.7199,0.08,16.7,0,0
19,2,2,4,0.7865,0.2401,66.7,1,0
19,1,1,4,0.8798,0.3334,133.3,1,0
19,2,2,4,0.5199,0.2268,66.7,1,0
19,1,2,2,1.6662,0.2001,66.7,0,0
19,2,2,4,0.44,0.2801,133.3,1,0
19,1,1,4,0.3733,0.2134,133.3,1,0
19,2,2,4,0.5999,0.44,33.3,1,0
19,2,2,4,1.373,0.2934,33.3,1,0
19,1,1,4,0.48,0.2001,66.7,1,0
19,2,1,1,1.0531,0.0935,33.3,0,0
19,1,1,1,0.5999,0.2801,16.7,1,0
19,1,1,1,0.7199,0.2268,66.7,1,0
19,2,1,1,0.7998,0.0801,33.3,0,0
19,2,1,1,0.9465,0.3734,33.3,0,0
19,1,1,4,1.9728,0.2001,66.7,1,0
19,2,1,1,0.9198,0.1335,16.7,0,0
19,2,2,4,0.5866,0.7866,66.7,1,0
19,2,2,4,0.7199,0.2268,16.7,1,0
19,1,2,2,0.5599,0.2001,16.7,0,0
19,2,2,2,0.5733,0.2001,66.7,1,0
19,2,2,2,0.5199,0.2001,66.7,1,0
19,1,1,4,0.8265,0.1735,66.7,1,0
19,1,1,2,0.4933,0.1068,33.3,1,0
19,1,1,2,0.5599,0.1468,66.7,1,0
19,2,2,4,0.4533,0.2268,133.3,1,0
19,2,2,4,0.4666,0.1868,133.3,1,0
19,1,1,4,0.5066,0.1868,133.3,1,0
19,1,1,1,1.3463,0.1335,16.7,1,0
19,2,2,1,0.5866,0.1333,33.3,1,0
19,1,1,4,0.5599,0.4267,133.3,1,0
19,1,1,1,0.6266,0.1068,16.7,1,0
19,1,1,4,0.6266,2.6526,133.3,1,0
19,1,1,4,0.5599,1.2264,66.7,1,0
19,2,2,4,0.5599,0.3334,133.3,1,0
19,2,2,4,0.9331,0.8532,133.3,1,0
19,2,1,1,0.6399,0.2133,33.3,0,0
19,2,1,1,0.6266,0.2001,33.3,0,0
19,2,2,1,1.3464,0.1601,66.7,1,0
19,2,2,1,0.6266,0.1468,16.7,1,0
19,1,2,1,0.7598,0.2001,33.3,0,0
19,1,1,4,0.8265,0.2668,133.3,1,0
19,2,2,1,1.1464,0.1335,16.7,1,0
19,1,2,1,0.6132,0.0935,16.7,0,0
19,2,2,1,1.0398,0.0402,16.7,1,0
2,1,1,4,3.9321,5.5315,133.3,1,1
2,1,2,1,58.5134,3.6923,66.7,0,1
2,2,1,2,3.7588,3.5723,33.3,0,1
2,1,1,1,2.7059,2.0395,16.7,1,1
2,1,1,4,1.373,2.506,133.3,1,1
2,2,2,4,1.413,3.1858,66.7,1,1
2,2,1,1,1.8661,0.8133,33.3,0,1
2,2,1,1,1.373,1.9062,16.7,0,1
2,1,1,4,0.9065,0.6133,133.3,1,1
2,1,1,4,1.6795,0.7866,66.7,1,1
2,1,1,3,1.5862,3.3324,33.3,1,1
2,1,1,2,1.4663,1.7596,16.7,1,1
2,1,1,4,0.9731,0.6133,133.3,1,1
2,1,1,4,1.0664,1.0531,66.7,1,1
2,2,2,1,1.1731,1.2531,33.3,1,1
2,1,1,1,1.1197,1.0264,16.7,1,1
2,1,1,4,1.0664,1.7596,133.3,1,1
2,1,1,1,1.3463,0.5867,66.7,1,1
2,1,1,1,2.5859,0.4134,33.3,1,1
2,2,2,1,1.2397,1.573,16.7,1,1
2,1,1,4,1.2664,0.7333,133.3,1,1
2,2,2,4,0.7465,0.6666,66.7,1,1
2,1,2,1,1.293,0.6666,33.3,0,1
2,2,2,2,0.8932,3.479,16.7,1,1
2,2,2,4,0.7865,0.6932,133.3,1,1
2,1,1,4,1.3063,1.3464,66.7,1,1
2,2,2,4,1.0131,1.8129,33.3,1,1
2,1,2,3,2.386,1.8128,16.7,0,1
2,2,2,4,0.9465,1.2931,133.3,1,1
2,1,1,4,1.1464,2.7193,66.7,1,1
2,1,2,2,1.0531,0.9066,33.3,0,1
2,1,2,2,1.1331,2.4794,16.7,0,1
2,1,1,4,0.9465,0.6666,133.3,1,1
2,1,1,2,1.4663,1.2931,66.7,1,1
2,1,2,1,1.1597,0.64,33.3,0,1
2,1,1,1,1.7329,0.2401,16.7,1,1
2,2,2,4,0.5066,0.3334,133.3,1,1
2,1,1,4,0.7466,0.4133,66.7,1,1
2,1,1,4,2.7992,1.9729,33.3,1,1
2,1,1,1,3.3323,0.48,16.7,1,1
2,1,1,4,1.6396,1.8262,133.3,1,0
2,1,1,3,0.6932,1.1198,66.7,1,0
2,2,2,3,1.6796,0.8132,33.3,1,0
2,2,2,4,1.4929,0.64,133.3,1,0
2,2,2,4,0.5599,0.6933,66.7,1,0
2,1,1,3,0.7599,0.3601,33.3,1,0
2,1,1,4,1.1064,0.3334,66.7,1,0
2,1,1,4,0.6932,0.2934,66.7,1,0
2,1,1,1,1.1197,0.9199,16.7,1,0
2,2,2,4,0.5599,0.6266,133.3,1,0
2,2,2,3,0.9998,0.7466,66.7,1,0
2,1,1,4,0.6932,0.32,133.3,1,0
2,1,1,1,3.1857,0.6533,16.7,1,0
2,2,2,1,1.6662,0.2801,33.3,1,0
2,2,2,4,0.8665,0.3201,133.3,1,0
2,1,1,1,0.9198,0.3467,16.7,1,0
2,1,1,1,1.3463,0.2668,16.7,1,0
2,2,2,2,0.9065,0.6933,33.3,1,0
2,2,2,4,0.5599,0.7466,133.3,1,0
2,2,2,4,0.7599,0.7598,133.3,1,0
2,2,2,4,0.9464,0.9999,33.3,1,0
2,2,2,4,1.1331,0.6666,66.7,1,0
2,1,2,2,1.6795,0.5866,33.3,0,0
2,2,1,1,1.7329,1.3197,16.7,0,0
2,1,1,3,0.6399,2.6925,66.7,1,0
2,2,1,1,0.9864,0.52,16.7,0,0
2,1,1,1,1.0131,0.8799,16.7,1,0
2,2,2,2,1.2397,4.0788,33.3,1,0
2,2,2,3,0.7199,1.2531,66.7,1,0
2,1,2,1,1.213,1.133,33.3,0,0
2,2,2,1,2.1327,0.4933,16.7,1,0
2,2,2,1,0.9199,0.5333,33.3,1,0
2,1,2,1,2.6126,0.3067,16.7,0,0
2,1,1,4,0.7066,0.3601,133.3,1,0
2,2,2,4,0.5333,0.3467,66.7,1,0
2,1,1,4,0.8665,0.3734,133.3,1,0
2,1,1,4,0.6799,0.6133,133.3,1,0
2,2,2,2,0.9465,2.5325,16.7,1,0
2,2,2,1,1.0264,0.4,33.3,1,0
2,2,2,4,0.5599,1.2531,66.7,1,0
2,1,1,4,0.8665,0.7733,66.7,1,0
2,2,2,3,0.7999,1.653,33.3,1,0
2,2,1,1,1.293,0.44,16.7,0,0
2,1,1,1,1.1864,0.5467,16.7,1,0
2,1,1,4,0.6132,0.5733,66.7,1,0
2,2,2,4,0.5066,0.3334,66.7,1,0
2,1,1,2,0.7066,2.0262,33.3,1,0
2,1,1,4,0.6132,0.68,66.7,1,0
2,2,2,4,0.5066,0.6533,133.3,1,0
2,1,1,3,0.7199,2.506,66.7,1,0
2,1,1,4,0.7465,0.4267,66.7,1,0
2,2,2,1,0.8931,0.3601,33.3,1,0
2,1,1,4,0.6399,0.6266,66.7,1,0
2,1,1,4,0.6932,0.4267,66.7,1,0
2,2,2,1,0.9731,0.4134,16.7,1,0
2,1,1,1,1.2264,0.3067,16.7,1,0
2,2,1,1,0.9865,0.3067,33.3,0,0
2,2,2,3,0.5866,0.6666,66.7,1,0
2,1,1,4,0.6399,0.2934,133.3,1,0
2,2,2,4,0.8265,0.6133,133.3,1,0
2,1,2,1,1.1864,0.6533,16.7,0,0
2,1,1,4,0.7066,0.8399,133.3,1,0
2,2,1,1,1.6529,0.6666,16.7,0,0
2,2,1,1,0.9465,1.1864,16.7,0,0
2,2,1,1,0.9198,0.6133,33.3,0,0
2,2,2,1,0.4533,0.3201,133.3,1,0
2,2,2,1,1.0398,0.5067,33.3,1,0
2,1,1,4,0.6932,1.5597,133.3,1,0
2,2,2,2,0.7332,0.8266,33.3,1,0
2,1,2,1,0.9331,1.9195,16.7,0,0
2,2,2,4,0.5866,3.9189,133.3,1,0
2,2,2,4,1.4263,1.0665,33.3,1,0
2,2,2,1,1.0131,0.5866,33.3,1,0
2,1,1,4,1.4796,0.6666,66.7,1,0
2,2,2,1,1.0664,0.8932,16.7,1,0
2,2,2,4,0.7332,2.6926,133.3,1,0
2,2,2,1,0.6666,2.1062,16.7,1,0
2,1,2,1,2.1327,20.8864,33.3,0,0
2,2,2,4,0.8265,1.653,133.3,1,0
2,1,1,4,0.9465,3.9722,133.3,1,0
2,1,2,1,2.1327,0.64,16.7,0,0
2,1,1,4,0.8932,1.0798,66.7,1,0
2,1,1,1,1.1197,1.1331,33.3,1,0
2,2,1,1,1.0398,0.7999,16.7,0,0
2,2,2,1,1.9995,0.5332,16.7,1,0
2,2,2,1,0.8398,0.8532,33.3,1,0
2,1,1,1,0.6532,0.7466,66.7,1,0
2,2,2,1,1.2797,0.4667,33.3,1,0
2,2,2,4,0.7865,1.7196,133.3,1,0
2,1,1,4,0.8798,1.133,66.7,1,0
2,2,2,4,0.7732,1.7862,66.7,1,0
2,2,2,4,0.6532,0.8666,133.3,1,0
2,1,2,1,0.9598,1.613,16.7,0,0
2,2,2,1,0.8398,1.4131,16.7,1,0
2,1,2,1,1.6529,1.4796,16.7,0,0
2,2,1,1,2.3993,1.3598,33.3,0,0
2,1,1,4,1.1864,2.1595,66.7,1,0
2,2,2,4,0.7065,1.2664,133.3,1,0
2,1,1,4,0.7199,0.9599,66.7,1,0
2,1,1,4,0.4666,1.4797,133.3,1,0
2,1,1,1,1.7862,1.5863,16.7,1,0
2,1,1,1,2.306,2.7859,33.3,1,0
2,1,1,4,0.5999,0.5332,133.3,1,0
2,1,1,2,0.6666,1.613,33.3,1,0
2,2,2,1,0.9598,0.52,33.3,1,0
2,1,1,4,0.5333,0.7066,133.3,1,0
2,1,1,4,0.6799,0.6799,133.3,1,0
2,2,1,1,1.7062,0.5867,16.7,0,0
2,2,2,4,0.5866,1.1598,66.7,1,0
2,2,2,4,0.6666,1.8929,66.7,1,0
2,2,2,4,0.5066,0.8399,66.7,1,0
2,2,2,1,1.4396,0.8266,16.7,1,0
2,2,2,4,0.8265,1.1198,66.7,1,0
2,1,2,1,0.76,4.0788,33.3,0,0
2,1,1,1,1.3997,1.6396,16.7,1,0
2,1,2,1,0.8931,4.2653,33.3,0,0
2,2,2,4,0.5733,0.7866,133.3,1,0
2,2,2,2,0.9598,1.3198,33.3,1,0
2,1,1,4,0.6399,0.7866,133.3,1,0
2,1,1,4,0.4133,0.5467,133.3,1,0
2,2,2,2,1.373,1.3064,33.3,1,0
2,2,2,4,0.5333,1.8129,133.3,1,0
2,1,1,4,0.5066,2.5727,133.3,1,0
2,2,2,1,1.4663,1.8262,16.7,1,0
2,2,2,1,0.8398,1.1332,16.7,1,0
2,1,1,4,0.6932,1.2131,66.7,1,0
2,1,2,1,1.0531,0.7333,33.3,0,0
2,1,1,1,0.52,0.7733,66.7,1,0
2,1,1,2,1.333,0.5067,66.7,1,0
2,2,2,4,0.9864,0.68,66.7,1,0
2,1,2,1,0.9998,1.3864,33.3,0,0
2,1,1,2,1.9861,1.2931,16.7,1,0
2,2,1,1,1.253,0.9598,16.7,0,0
2,1,1,4,0.5999,1.6929,66.7,1,0
2,2,2,4,0.7998,0.9865,66.7,1,0
2,2,2,1,0.6665,0.4267,33.3,1,0
2,2,2,4,0.7199,3.7055,66.7,1,0
2,1,2,1,0.8265,0.44,16.7,0,0
2,1,1,2,0.7732,0.8799,33.3,1,0
2,2,2,2,0.8665,1.5463,33.3,1,0
2,2,2,4,0.6666,0.8399,133.3,1,0
2,2,2,4,0.8398,1.1598,133.3,1,0
2,1,2,1,3.1057,0.9865,33.3,0,0
2,2,2,4,0.5067,1.5063,133.3,1,0
2,1,1,4,0.7199,1.7196,133.3,1,0
2,1,1,4,0.5866,0.9065,133.3,1,0
2,2,2,4,0.5865,1.3864,66.7,1,0
2,1,1,1,0.7599,0.7199,16.7,1,0
2,1,1,1,0.9331,1.4796,16.7,1,0
2,2,1,1,1.0264,1.4797,33.3,0,0
2,2,2,1,0.7465,0.8399,16.7,1,0
2,1,1,2,0.6532,4.7319,66.7,1,0
2,2,2,3,0.7865,1.1465,33.3,1,0
2,1,2,1,0.8931,1.9994,16.7,0,0
2,1,1,3,0.7865,1.9196,33.3,1,0
2,2,2,3,0.7465,2.1995,66.7,1,0
2,2,2,4,0.5999,0.5733,133.3,1,0
2,1,1,4,5.5982,0.68,133.3,1,0
2,1,2,1,1.0131,0.4534,16.7,0,0
2,2,2,4,0.4133,1.5863,133.3,1,0
2,1,1,1,4.092,1.1864,16.7,1,0
2,1,1,4,0.4533,0.5866,133.3,1,0
2,1,1,4,0.5466,0.6266,133.3,1,0
2,1,1,4,0.4933,1.1199,66.7,1,0
2,1,1,4,0.5199,1.0398,66.7,1,0
2,2,2,3,0.8265,1.5064,33.3,1,0
2,2,2,1,0.8798,0.6666,16.7,1,0
2,2,1,1,0.6666,1.9596,16.7,0,0
2,1,1,1,1.0531,0.52,33.3,1,0
2,1,1,1,0.8132,0.5467,16.7,1,0
2,1,1,1,0.7599,0.7999,33.3,1,0
2,2,2,4,0.4933,0.52,66.7,1,0
2,2,2,2,0.7065,1.0798,33.3,1,0
2,1,1,4,0.5599,0.7466,133.3,1,0
2,2,2,4,0.44,0.8132,66.7,1,0
2,2,2,4,0.36,0.8932,133.3,1,0
2,1,1,1,1.413,1.0532,16.7,1,0
2,2,2,4,0.5066,2.6393,66.7,1,0
2,1,1,2,1.0264,6.1048,66.7,1,0
2,1,2,1,0.6532,0.2801,33.3,0,0
2,1,1,4,0.5999,0.6933,133.3,1,0
2,1,1,4,0.4799,0.6533,66.7,1,0
2,1,1,4,0.3467,0.7733,133.3,1,0
2,1,2,1,0.7332,0.9332,16.7,0,0
2,1,1,4,2.8258,1.1465,133.3,1,0
2,1,1,1,0.9332,1.0932,33.3,1,0
2,2,2,2,0.7599,5.8115,33.3,1,0
2,1,2,1,0.7998,0.5866,16.7,0,0
2,1,1,3,0.6266,1.5997,66.7,1,0
2,2,1,1,0.7865,0.3601,16.7,0,0
2,2,1,1,0.7999,0.5067,33.3,0,0
2,2,2,1,0.9598,1.6263,16.7,1,0
2,2,2,4,0.36,0.5865,133.3,1,0
2,1,1,2,0.5599,0.9066,33.3,1,0
2,2,2,4,0.3467,0.9065,133.3,1,0
2,2,2,1,0.6798,0.9864,16.7,1,0
2,2,2,4,0.32,0.68,133.3,1,0
2,2,2,4,0.3866,0.6933,66.7,1,0
2,2,2,4,0.4533,0.7866,66.7,1,0
2,2,2,2,0.8931,1.5197,33.3,1,0
2,1,1,4,2.0261,0.4932,133.3,1,0
2,2,1,1,1.3597,0.3467,16.7,0,0
2,1,1,4,0.6532,0.6799,133.3,1,0
2,2,2,4,0.5066,0.7199,66.7,1,0
2,2,2,1,0.6132,0.7466,33.3,1,0
2,1,2,1,0.6399,2.2261,16.7,0,0
2,1,1,1,0.8133,2.3194,16.7,1,0
2,2,2,4,0.4799,1.7463,133.3,1,0
2,2,2,4,0.4933,2.6926,33.3,1,0
2,1,2,1,1.0264,1.0665,16.7,0,0
2,1,1,4,1.5729,0.4533,66.7,1,0
2,1,1,4,0.6266,3.2924,133.3,1,0
2,2,2,4,0.6266,2.0528,133.3,1,0
2,1,1,1,1.4796,1.9995,16.7,1,0
2,2,2,4,1.2264,2.0128,133.3,1,0
2,2,2,4,0.5866,1.3464,66.7,1,0
2,2,2,4,0.3866,1.3329,66.7,1,0
2,2,1,1,1.7462,0.7466,33.3,0,0
2,2,2,1,0.6398,0.5733,16.7,1,0
2,2,2,4,0.48,0.52,66.7,1,0
2,2,2,4,0.3733,0.7599,133.3,1,0
2,1,2,1,0.5333,1.3197,33.3,0,0
2,2,2,1,0.5866,1.2797,33.3,1,0
2,1,2,1,0.5866,0.7199,33.3,0,0
2,2,2,4,0.48,0.4267,66.7,1,0
2,2,2,1,1.4396,0.7199,16.7,1,0
2,2,2,1,0.6666,1.0398,33.3,1,0
2,1,1,4,0.6932,0.4667,66.7,1,0
2,1,1,4,0.5599,0.5334,133.3,1,0
2,2,2,2,1.0664,0.6933,33.3,1,0
2,1,1,3,0.7998,0.9865,66.7,1,0
2,1,1,1,1.0131,0.3867,33.3,1,0
2,2,2,4,0.5065,0.5733,66.7,1,0
2,2,2,1,0.8532,1.533,16.7,1,0
2,1,2,1,0.6532,0.6932,16.7,0,0
2,1,2,1,0.7465,1.3197,16.7,0,0
2,2,2,4,0.48,6.1981,133.3,1,0
2,2,1,1,3.4523,0.4933,33.3,0,0
2,1,1,4,0.6932,1.1598,133.3,1,0
2,1,1,4,0.8132,0.7333,66.7,1,0
2,1,1,2,1.4663,1.0132,33.3,1,0
2,1,1,1,1.1597,3.4124,33.3,1,0
2,2,2,4,0.7332,1.0931,66.7,1,0
2,1,2,1,1.3597,0.8532,16.7,0,0
2,1,1,2,1.0531,0.6933,16.7,1,0
2,2,2,2,0.6932,0.6533,33.3,1,0
2,1,1,4,0.8532,0.5333,66.7,1,0
2,2,2,1,0.8398,0.6133,33.3,1,0
2,1,2,1,0.6532,0.36,16.7,0,0
2,2,2,4,0.4267,0.6666,133.3,1,0
2,1,1,4,0.6132,0.5865,66.7,1,0
2,2,2,4,0.3733,0.5467,133.3,1,0
2,2,1,1,0.9864,0.6666,16.7,0,0
2,1,1,4,0.5733,0.48,133.3,1,0
2,2,2,4,0.4399,1.1331,66.7,1,0
2,2,2,1,0.7199,0.5333,16.7,1,0
2,1,1,4,0.3467,0.8266,133.3,1,0
2,1,1,1,0.5999,0.3067,16.7,1,0
2,1,1,4,0.4933,0.3599,66.7,1,0
2,1,1,4,0.3867,0.4,133.3,1,0
2,1,1,4,0.7599,0.9065,33.3,1,0
2,1,1,1,0.6799,0.5333,33.3,1,0
2,2,1,2,0.5199,0.5733,33.3,0,0
2,1,1,2,0.4133,0.9599,66.7,1,0
2,1,1,1,0.5333,0.4667,33.3,1,0
2,2,2,4,0.4533,0.56,133.3,1,0
2,2,2,4,0.3467,0.7866,66.7,1,0
2,2,1,1,1.2397,0.3067,33.3,0,0
2,2,2,1,0.5333,0.8666,16.7,1,0
2,2,2,4,0.44,0.6,66.7,1,0
2,1,1,4,0.5866,0.44,133.3,1,0
2,2,1,1,0.7998,0.4267,16.7,0,0
2,2,2,4,0.56,0.7866,66.7,1,0
2,2,2,4,0.4,0.5467,133.3,1,0
2,2,2,4,0.3334,0.56,133.3,1,0
2,1,1,4,0.8932,0.4001,33.3,1,0
2,1,1,4,0.4799,0.5333,66.7,1,0
2,1,2,1,0.7332,0.6,16.7,0,0
2,2,2,4,0.3867,0.5067,133.3,1,0
2,2,2,1,0.8132,0.5733,16.7,1,0
2,2,2,1,0.7332,0.4933,33.3,1,0
2,1,1,4,0.9065,0.7066,133.3,1,0
2,1,1,1,0.6532,0.3867,16.7,1,0
2,1,1,3,0.5333,2.8393,33.3,1,0
2,1,1,4,0.4933,1.533,66.7,1,0
2,1,1,4,0.5466,1.0665,33.3,1,0
2,1,1,3,0.5599,1.0532,16.7,1,0
2,1,1,3,0.6266,1.6796,16.7,1,0
2,1,1,1,0.48,2.2128,33.3,1,0
2,1,1,1,0.5599,0.72,16.7,1,0
2,2,2,4,0.4666,0.7066,66.7,1,0
2,2,2,2,0.5599,0.4134,33.3,1,0
2,2,2,4,0.3467,0.7599,133.3,1,0
2,2,2,4,0.3867,0.48,133.3,1,0
2,1,1,1,0.8532,0.3066,16.7,1,0
2,1,1,4,0.5733,0.3334,133.3,1,0
2,1,2,1,0.9464,0.3067,33.3,0,0
2,2,2,1,0.7332,0.8932,16.7,1,0
2,1,2,1,0.5066,0.7866,16.7,0,0
2,1,1,4,0.5466,0.4267,133.3,1,0
2,1,2,1,2.0661,0.2668,66.7,0,0
2,1,1,4,0.8132,0.3867,66.7,1,0
2,1,1,4,0.3733,0.52,133.3,1,0
2,1,1,4,0.36,0.3734,66.7,1,0
2,2,2,4,0.4666,0.44,66.7,1,0
