Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,SOA,Accuracy,Training
10,2,2,2,1.6129,0.7866,33.3,1,0
10,1,1,2,3.8921,1.3864,66.7,1,0
10,2,1,2,0.7465,0.5867,33.3,0,0
10,2,1,1,4.1321,1.493,16.7,0,0
10,1,1,1,0.7999,1.0132,16.7,1,0
10,1,1,2,0.7199,0.8266,66.7,1,0
10,1,1,2,1.6396,0.4267,16.7,1,0
10,1,1,1,1.0797,1.0132,33.3,1,0
10,1,1,2,1.5729,0.4,66.7,1,0
10,2,2,3,0.7599,1.493,133.3,1,0
10,2,2,3,2.4793,0.5733,33.3,1,0
10,2,2,4,1.5196,1.2931,66.7,1,0
10,1,2,2,2.8658,0.5866,16.7,0,0
10,1,2,1,2.0661,0.4534,16.7,0,0
10,2,1,1,2.2394,0.3467,33.3,0,0
10,2,1,1,1.453,1.3997,16.7,0,0
10,2,2,2,2.5859,1.9995,66.7,1,0
10,2,2,4,0.52,0.5733,133.3,1,0
10,1,2,1,1.6129,0.4267,33.3,0,0
10,2,1,2,1.9728,0.4532,33.3,0,0
10,1,1,2,1.3197,0.4,33.3,1,0
10,2,2,4,0.7332,1.9728,133.3,1,0
10,2,2,3,1.3464,1.0265,66.7,1,0
10,1,1,3,1.4397,0.3867,66.7,1,0
10,1,1,3,1.2264,0.4267,66.7,1,0
10,1,1,4,0.6266,3.3857,133.3,1,0
10,2,1,1,3.3057,4.1988,16.7,0,0
10,1,1,2,1.5996,0.44,66.7,1,0
10,2,1,2,1.1331,0.6933,66.7,0,0
10,2,2,4,1.6929,3.5856,133.3,1,0
10,2,2,1,1.373,1.2931,16.7,1,0
10,1,1,3,0.7999,0.7866,66.7,1,0
10,2,2,4,0.4933,0.4533,133.3,1,0
10,1,1,4,1.0931,2.4394,33.3,1,0
10,1,1,1,1.5063,0.6931,16.7,1,0
10,2,2,4,0.9598,0.64,133.3,1,0
10,1,1,2,1.7192,2.0661,33.3,1,0
10,1,1,1,2.6126,2.386,16.7,1,0
10,1,1,1,1.293,0.6666,33.3,1,0
10,1,1,2,0.7199,0.9865,33.3,1,0
10,1,1,4,1.0264,0.7599,133.3,1,0
10,2,1,1,1.4263,0.44,16.7,0,0
10,1,1,1,0.7066,0.7999,66.7,1,0
10,1,1,1,0.7465,0.3734,33.3,1,0
10,1,1,1,2.6126,1.3997,33.3,1,0
10,2,1,1,6.3713,2.0128,16.7,0,0
10,1,1,4,1.0398,2.7992,133.3,1,0
10,1,1,4,1.0531,1.1731,33.3,1,0
10,2,2,4,1.1198,2.1195,133.3,1,0
10,1,2,1,4.6786,1.3464,33.3,0,0
10,1,1,4,2.0794,4.5453,133.3,1,0
10,1,1,4,0.6666,0.5733,66.7,1,0
10,2,1,2,0.9731,0.6132,33.3,0,0
10,2,1,1,1.6662,2.4392,16.7,0,0
10,2,1,1,0.7999,0.5866,33.3,0,0
10,2,1,2,0.6532,1.4264,66.7,0,0
10,1,2,1,1.5196,1.8929,16.7,0,0
10,1,1,2,1.3597,0.3467,66.7,1,0
10,1,1,3,0.5466,0.8132,133.3,1,0
10,2,1,3,1.8928,0.8532,66.7,0,0
10,2,1,1,2.5193,1.3864,16.7,0,0
10,1,1,3,0.7465,0.8266,133.3,1,0
10,2,2,3,0.7732,0.7332,133.3,1,0
10,2,2,1,2.3727,0.44,16.7,1,0
10,2,1,3,1.253,2.5726,66.7,0,0
10,2,2,2,3.3322,0.9199,66.7,1,0
10,1,2,1,1.0931,0.4533,16.7,0,0
10,1,1,2,1.0531,0.3201,66.7,1,0
10,2,2,2,1.7329,4.5986,133.3,1,0
10,1,1,1,1.8262,1.2797,16.7,1,0
10,2,2,4,1.1331,2.586,133.3,1,0
10,2,2,2,1.7995,0.6798,33.3,1,0
10,1,1,4,1.0531,1.0532,133.3,1,0
10,1,1,2,1.7595,0.3734,16.7,1,0
10,2,2,4,0.6266,0.7732,133.3,1,0
10,1,1,4,0.7865,0.7332,133.3,1,0
10,2,2,3,0.9731,1.1331,66.7,1,0
10,1,1,2,1.6662,0.3867,33.3,1,0
10,2,1,1,2.8925,1.3464,16.7,0,0
10,1,1,1,1.9861,1.5063,33.3,1,0
10,2,2,4,0.5466,0.7599,133.3,1,0
10,1,1,3,1.0264,0.6133,66.7,1,0
10,1,1,1,1.413,0.52,16.7,1,0
10,2,2,2,2.8525,0.5733,33.3,1,0
10,2,2,2,2.8258,0.3867,33.3,1,0
10,1,1,2,2.4126,0.3867,33.3,1,0
10,1,1,2,2.0128,0.4132,66.7,1,0
10,1,1,2,1.3996,0.4134,66.7,1,0
10,2,1,2,1.413,0.3467,33.3,0,0
10,2,1,2,2.0261,0.4667,33.3,0,0
10,2,2,1,3.319,2.9325,16.7,1,0
10,2,2,1,1.8662,1.4264,16.7,1,0
10,2,1,2,1.3463,1.8262,66.7,0,0
10,2,2,4,1.413,0.36,133.3,1,0
10,2,2,4,0.8932,0.6666,66.7,1,0
10,2,2,1,1.3197,0.5733,16.7,1,0
10,2,2,3,1.1198,0.5467,66.7,1,0
10,1,1,4,1.4663,0.44,133.3,1,0
10,1,1,2,1.4663,0.5332,16.7,1,0
10,2,1,2,1.173,0.3734,33.3,0,0
10,1,1,3,1.0931,0.6799,66.7,1,0
10,2,1,3,1.9728,0.52,66.7,0,0
10,1,1,1,0.9598,0.8132,33.3,1,0
10,2,1,1,0.9731,1.0665,16.7,0,0
10,2,2,4,0.6533,0.4533,133.3,1,0
10,1,2,1,3.0258,5.0385,16.7,0,0
10,2,2,4,4.332,0.2934,133.3,1,0
10,2,2,2,1.8128,4.5187,33.3,1,0
10,2,1,2,2.0927,0.7201,16.7,0,0
10,1,1,2,4.9984,0.4134,133.3,1,0
10,2,1,2,2.2527,0.36,66.7,0,0
10,2,2,2,0.8932,0.4267,16.7,1,0
10,1,1,2,2.5193,0.3467,66.7,1,0
10,2,2,2,1.293,0.4933,33.3,1,0
10,1,2,2,1.3463,0.44,33.3,0,0
10,2,1,2,6.0914,0.6266,33.3,0,0
10,2,1,1,1.2397,0.4534,33.3,0,0
10,2,2,4,0.6533,0.8399,133.3,1,0
10,2,2,3,1.1731,0.9065,33.3,1,0
10,1,2,2,1.293,0.6133,16.7,0,0
10,1,2,2,3.2657,0.8266,66.7,0,0
10,1,1,3,2.0928,0.8799,66.7,1,0
10,2,1,3,1.0531,0.8932,16.7,0,0
10,2,1,2,0.9998,2.2927,16.7,0,0
10,1,2,2,11.4762,1.0132,16.7,0,0
10,2,2,1,0.7999,0.7866,33.3,1,0
10,1,2,1,0.9198,0.6533,16.7,0,0
10,1,2,1,0.9332,0.9865,33.3,0,0
10,1,2,2,0.7199,0.3867,66.7,0,0
10,1,1,4,1.253,1.533,133.3,1,0
10,2,1,2,1.5729,0.4267,66.7,0,0
10,1,1,3,1.0798,0.4266,66.7,1,0
10,2,2,3,1.3063,0.6133,133.3,1,0
10,1,1,1,2.0394,0.6267,16.7,1,0
10,1,1,3,0.9865,0.9065,133.3,1,0
10,2,1,1,1.1198,0.7066,33.3,0,0
10,1,1,1,1.293,1.3464,133.3,1,0
10,1,1,1,1.1597,1.9329,133.3,1,0
10,2,1,1,2.386,0.6,16.7,0,0
10,2,2,4,0.8132,0.48,133.3,1,0
10,2,2,4,0.6266,0.6799,133.3,1,0
10,2,2,4,0.6132,1.4397,66.7,1,0
10,1,2,2,5.4649,0.9065,16.7,0,0
10,2,2,1,0.6932,3.5723,66.7,1,0
10,1,1,2,5.1051,1.2798,133.3,1,0
10,1,1,2,0.8798,0.6666,33.3,1,0
10,2,2,2,0.7465,0.5467,66.7,1,0
10,2,2,3,0.7732,2.2794,66.7,1,0
10,1,1,3,0.7599,0.6133,133.3,1,0
10,2,2,3,0.5199,0.5333,133.3,1,0
10,1,1,1,1.4263,0.7599,33.3,1,0
10,1,1,3,0.9731,1.0398,66.7,1,0
10,2,1,1,1.373,1.1198,16.7,0,0
10,1,1,4,1.1331,2.6793,133.3,1,0
10,2,1,1,1.9195,0.6133,16.7,0,0
10,2,2,1,1.6796,0.52,33.3,1,0
10,1,2,1,1.3463,0.56,66.7,0,0
10,1,1,2,1.2664,4.7852,133.3,1,0
10,2,1,1,0.9731,0.6933,16.7,0,0
10,2,2,2,5.0118,0.8532,33.3,1,0
10,2,2,1,1.373,0.5866,33.3,1,0
10,1,1,1,1.2264,0.9998,66.7,1,0
10,1,1,2,0.9865,0.3067,66.7,1,0
10,2,2,4,1.1997,0.8132,133.3,1,0
10,1,1,4,1.0931,0.4932,133.3,1,0
10,1,1,1,1.4396,1.0931,16.7,1,0
10,1,1,2,1.6129,1.0798,16.7,1,0
10,1,1,4,1.1597,0.44,133.3,1,0
10,2,1,2,1.213,0.4533,16.7,0,0
10,1,1,4,0.9998,1.0265,66.7,1,0
10,2,1,3,1.0131,3.8655,33.3,0,0
10,1,1,1,0.6799,1.3863,16.7,1,0
10,1,2,1,0.8668,2.7193,133.3,0,0
10,2,1,1,1.493,1.9728,33.3,0,0
10,1,1,4,1.293,1.2264,66.7,1,0
10,1,1,4,1.0931,1.3597,66.7,1,0
10,2,1,1,1.253,1.1465,33.3,0,0
10,1,1,4,1.1597,0.3467,133.3,1,0
10,2,1,1,1.453,1.2131,33.3,0,0
10,2,1,1,4.8118,1.0132,16.7,0,0
10,1,2,1,2.506,0.7199,16.7,0,0
10,2,1,1,2.3727,1.6529,33.3,0,0
10,2,2,2,1.7329,0.9998,66.7,1,0
10,1,1,4,0.9998,1.1198,133.3,1,0
10,1,1,2,1.4796,0.5067,16.7,1,0
10,2,2,2,1.7329,1.613,66.7,1,0
10,2,2,2,1.3863,0.4,33.3,1,0
10,2,1,1,3.6922,1.2131,16.7,0,0
10,2,1,1,3.6922,0.6666,16.7,0,0
10,2,2,2,1.1865,0.6266,66.7,1,0
10,1,1,2,1.6662,0.3467,66.7,1,0
10,1,1,4,1.0931,0.6133,133.3,1,0
10,1,1,3,1.373,0.7066,33.3,1,0
10,1,1,3,1.3063,0.4267,66.7,1,0
10,2,1,2,1.5996,0.48,33.3,0,0
10,1,2,2,2.266,3.6656,33.3,0,0
10,2,2,1,1.0664,6.8912,33.3,1,0
10,1,1,1,1.9594,1.4264,33.3,1,0
10,2,2,4,0.8665,0.9732,133.3,1,0
10,2,2,3,1.0398,0.4267,66.7,1,0
10,1,1,4,0.8665,0.6666,133.3,1,0
10,2,2,4,0.7465,0.6133,133.3,1,0
10,1,1,4,1.0664,0.4267,133.3,1,0
10,1,2,1,0.9731,1.0931,133.3,0,0
10,1,1,4,1.8129,0.6266,66.7,1,0
10,1,1,2,1.5463,0.3334,16.7,1,0
10,1,1,4,1.0798,1.3731,133.3,1,0
10,1,1,4,1.3197,1.7596,16.7,1,0
10,2,2,2,2.1861,1.3996,66.7,1,0
10,1,1,2,5.9581,0.6666,16.7,1,0
10,2,1,2,1.5463,0.9332,16.7,0,0
10,1,1,2,2.0661,0.52,16.7,1,0
10,2,2,3,1.2397,1.8927,33.3,1,0
10,2,2,4,1.1464,1.3464,133.3,1,0
10,1,2,2,1.3863,0.52,33.3,0,0
10,2,1,2,1.8129,0.6133,16.7,0,0
10,1,1,4,1.5996,0.6799,66.7,1,0
10,2,1,3,2.2927,3.0658,16.7,0,0
10,1,1,2,2.4126,0.9065,33.3,1,0
10,2,2,2,1.3996,0.9465,33.3,1,0
10,2,2,4,1.2131,1.3464,133.3,1,0
10,1,2,2,4.252,3.439,16.7,0,0
10,2,2,4,0.9998,1.2797,66.7,1,0
10,2,2,4,0.6399,0.7732,133.3,1,0
10,2,1,2,4.3853,0.8132,66.7,0,0
10,1,1,1,1.1597,0.3867,33.3,1,0
10,1,1,3,1.173,0.5733,66.7,1,0
10,2,2,2,3.2522,0.9998,16.7,1,0
10,1,1,4,1.3597,2.2661,133.3,1,0
10,1,1,4,0.9465,1.0798,66.7,1,0
10,2,1,2,1.1064,0.8399,33.3,0,0
10,1,1,4,0.9598,1.2797,133.3,1,0
10,1,1,4,1.2264,5.2917,16.7,1,0
10,2,2,4,1.1864,0.5998,133.3,1,0
10,1,1,4,0.9065,0.6933,66.7,1,0
10,1,1,4,0.9198,0.4667,133.3,1,0
10,2,1,1,1.0264,0.7866,16.7,0,0
10,1,1,2,1.4396,1.0131,33.3,1,0
10,1,1,3,0.9465,0.7333,66.7,1,0
10,1,1,2,1.1464,0.3601,16.7,1,0
10,2,2,4,0.7865,1.2131,133.3,1,0
10,2,2,4,0.5467,2.0928,133.3,1,0
10,1,1,2,1.6929,0.7466,33.3,1,0
10,1,1,2,0.8798,0.8532,66.7,1,0
10,1,1,2,0.9465,0.6531,33.3,1,0
10,1,1,2,1.293,0.56,133.3,1,0
10,2,2,2,1.3197,0.64,66.7,1,0
10,2,2,2,1.293,1.1731,33.3,1,0
10,2,2,4,1.0531,1.9729,133.3,1,0
10,1,1,1,2.3727,0.64,16.7,1,0
10,2,1,1,1.5729,0.5199,33.3,0,0
10,2,2,2,1.8928,0.6,66.7,1,0
10,1,1,1,1.253,0.6533,33.3,1,0
10,2,1,1,1.1864,0.5333,16.7,0,0
10,2,1,2,0.9198,2.5327,33.3,0,0
10,2,2,2,1.4396,1.6796,133.3,1,0
10,2,2,4,0.7865,2.9592,66.7,1,0
10,1,1,3,1.2664,0.3867,66.7,1,0
10,2,1,2,1.0131,0.3068,33.3,0,0
10,2,1,1,1.2397,3.599,16.7,0,0
10,2,1,1,1.333,1.7195,16.7,0,0
10,1,1,1,0.6399,0.4533,16.7,1,0
10,2,1,1,0.7732,0.3867,16.7,0,0
10,1,1,3,0.5733,3.8256,33.3,1,0
10,2,2,3,0.9998,1.0132,66.7,1,0
10,2,2,4,0.6799,2.0393,133.3,1,0
10,1,1,3,0.8932,4.7853,66.7,1,0
10,2,2,4,0.6531,0.3334,133.3,1,0
10,2,2,4,0.36,0.3734,133.3,1,0
10,1,1,4,0.8931,0.44,66.7,1,0
10,1,1,4,0.5866,0.6,66.7,1,0
10,2,1,2,1.373,0.3867,16.7,0,0
10,1,1,4,1.8928,0.3601,133.3,1,0
10,2,2,4,0.5733,0.4667,133.3,1,0
10,1,1,2,1.5196,0.6133,33.3,1,0
10,2,2,2,2.0261,0.3734,33.3,1,0
10,2,2,2,1.3597,0.2401,66.7,1,0
10,2,2,2,0.7998,0.2934,33.3,1,0
10,1,1,2,1.6396,0.3201,66.7,1,0
10,2,2,2,1.0398,0.6399,66.7,1,0
10,2,1,2,1.1331,0.3867,16.7,0,0
10,2,2,4,0.52,0.8399,133.3,1,0
10,1,1,2,1.7195,0.3867,33.3,1,0
10,2,2,4,0.5866,1.3331,133.3,1,0
10,1,1,3,0.8665,1.613,66.7,1,0
10,2,1,1,2.5726,4.5186,16.7,0,0
10,2,1,1,1.7062,2.9192,33.3,0,0
10,1,1,3,2.386,0.4933,66.7,1,0
10,2,1,2,0.6799,0.52,16.7,0,0
10,1,1,4,1.2131,1.9462,66.7,1,0
10,2,1,4,1.8528,1.2797,33.3,0,0
10,2,1,1,1.413,0.6933,16.7,0,0
10,2,2,4,0.5999,0.9598,133.3,1,0
10,2,2,4,0.7865,1.5596,133.3,1,0
10,2,2,2,1.9461,0.6933,16.7,1,0
10,2,2,4,0.5999,0.6133,66.7,1,0
10,2,2,2,1.0531,0.5333,16.7,1,0
10,2,2,4,0.5866,1.0265,133.3,1,0
10,2,2,4,1.9594,1.4797,33.3,1,0
10,1,2,1,1.9728,0.6533,16.7,0,0
10,1,1,2,1.5729,0.5466,33.3,1,0
10,1,1,1,0.9864,0.9199,16.7,1,0
10,2,2,2,1.3064,0.48,33.3,1,0
10,2,2,2,1.5329,0.44,66.7,1,0
10,1,1,4,1.4663,0.6266,133.3,1,0
10,1,1,2,1.2797,0.36,16.7,1,0
10,2,1,2,1.0799,0.7599,33.3,0,0
10,1,2,1,3.6389,0.6933,16.7,0,0
10,2,2,2,1.7196,0.5333,66.7,1,0
10,2,2,2,1.1064,1.8795,66.7,1,0
10,1,1,2,0.9731,0.6798,33.3,1,0
10,2,2,2,1.2264,0.4,66.7,1,0
10,1,1,2,4.0787,0.64,16.7,1,0
10,1,1,2,0.9998,0.7999,33.3,1,0
10,1,1,4,1.213,0.8399,133.3,1,0
10,2,2,4,0.7865,1.4264,133.3,1,0
10,2,1,1,1.8395,0.6666,16.7,0,0
10,1,1,4,0.8132,0.3199,133.3,1,0
10,2,1,4,1.2397,3.4924,66.7,0,0
10,2,1,2,1.8129,0.7999,16.7,0,0
10,1,1,4,0.5999,2.1195,33.3,1,0
10,2,1,2,0.7465,0.4267,33.3,0,0
10,2,2,3,0.7866,1.1331,66.7,1,0
10,1,1,3,0.8798,0.4267,133.3,1,0
10,1,1,2,2.5859,1.413,16.7,1,0
10,1,1,2,0.9198,0.4933,33.3,1,0
10,1,1,2,1.1331,0.7332,33.3,1,0
10,2,2,1,2.7725,1.5597,66.7,1,0
10,2,2,1,1.0131,0.7199,33.3,1,0
10,1,2,1,1.0931,0.5332,33.3,0,0
10,1,1,2,1.0265,0.4533,66.7,1,0
10,2,1,2,1.1997,0.9064,66.7,0,0
10,1,1,2,1.3996,1.0398,66.7,1,0
10,1,1,2,3.3856,0.7999,16.7,1,0
10,2,1,2,1.0532,0.4533,33.3,0,0
10,2,1,2,0.6666,0.36,33.3,0,0
10,1,1,2,8.9437,2.6926,16.7,1,0
10,1,1,3,2.9858,0.4,133.3,1,0
10,1,1,4,0.5999,0.7066,133.3,1,0
10,2,2,4,0.9731,0.5467,133.3,1,0
10,2,2,4,0.5199,0.4134,133.3,1,0
10,1,1,4,0.5066,0.48,133.3,1,0
10,2,2,4,0.5866,0.4533,133.3,1,0
10,2,1,1,3.1324,0.8666,16.7,0,0
10,2,2,2,1.333,0.7333,66.7,1,0
10,1,2,2,1.3463,0.5466,16.7,0,0
10,2,1,2,5.0517,1.4797,16.7,0,0
10,1,1,3,2.8392,1.0665,133.3,1,0
10,1,1,2,0.6932,0.56,16.7,1,0
10,2,1,2,1.0131,0.8665,33.3,0,0
10,2,1,2,1.8128,0.4133,33.3,0,0
10,1,1,4,1.5196,1.413,133.3,1,0
10,2,1,3,1.1331,0.9732,66.7,0,0
10,1,1,2,1.1464,0.6533,33.3,1,0
10,1,1,1,1.3197,0.5333,16.7,1,0
10,1,1,1,0.7465,0.5067,16.7,1,0
10,1,1,1,0.6131,0.5067,16.7,1,0
10,1,1,1,0.9864,0.4533,16.7,1,0
10,2,1,1,0.8532,0.8265,16.7,0,0
10,1,2,2,3.5056,0.9999,66.7,0,0
10,1,1,1,1.5862,0.8532,66.7,1,0
10,1,1,1,0.9065,0.3867,33.3,1,0
10,2,1,1,0.8798,0.3468,33.3,0,0
10,2,2,4,1.1464,0.52,133.3,1,0
10,2,2,4,0.6666,0.5866,133.3,1,0
10,2,2,4,0.56,0.5067,133.3,1,0
10,2,2,3,1.1464,0.6,66.7,1,0
10,1,1,4,1.3463,0.5466,133.3,1,0
10,1,1,4,0.9597,0.7599,133.3,1,0
10,1,1,4,0.7866,0.7999,66.7,1,0
10,2,2,2,1.8262,0.48,66.7,1,0
10,1,1,2,2.1194,0.7599,16.7,1,0
10,1,1,2,0.8265,0.6799,16.7,1,0
10,1,2,2,1.5996,0.7332,66.7,0,0
10,1,1,1,0.9198,1.6796,33.3,1,0
10,1,1,2,0.9465,0.4933,66.7,1,0
10,2,1,1,3.239,1.1464,33.3,0,0
10,1,1,4,0.9198,0.64,133.3,1,0
10,1,1,4,0.7599,0.6133,133.3,1,0
10,1,1,4,0.5599,0.4,33.3,1,0
10,2,1,4,1.0797,1.1464,16.7,0,0
10,2,1,2,0.5999,0.5067,33.3,0,0
10,1,1,2,0.6532,0.6533,133.3,1,0
10,2,1,3,1.6662,0.6531,66.7,0,0
10,1,1,1,1.7729,0.7199,33.3,1,0
10,2,1,1,0.9465,0.3334,16.7,0,0
10,2,2,2,1.0798,0.8532,66.7,1,0
10,1,1,4,3.199,0.6133,133.3,1,0
10,2,1,2,1.0931,0.2934,16.7,0,0
10,2,1,4,0.7199,6.5979,66.7,0,0
10,1,1,2,0.6666,0.44,33.3,1,0
10,1,1,4,1.173,1.3864,133.3,1,0
10,2,1,1,1.213,0.7599,16.7,0,0
10,2,2,3,2.306,2.426,66.7,1,0
10,2,2,3,0.8265,0.56,66.7,1,0
10,1,2,1,2.0927,1.373,16.7,0,0
10,1,1,1,3.399,0.7599,33.3,1,0
10,1,1,1,1.2797,0.5067,66.7,1,0
10,2,2,4,0.6532,1.653,133.3,1,0
10,1,2,2,1.0264,0.5866,16.7,0,0
10,1,1,3,3.6655,0.8131,133.3,1,0
10,2,2,3,0.7998,2.7326,133.3,1,0
10,2,2,4,1.7329,1.6529,133.3,1,0
10,2,2,4,0.8532,1.0665,33.3,1,0
10,2,2,4,0.8132,1.3197,33.3,1,0
10,2,2,3,2.9191,1.5463,16.7,1,0
10,1,1,2,2.0927,1.6663,16.7,1,0
10,1,1,2,0.9463,3.8389,16.7,1,0
10,1,1,2,0.9731,0.3734,16.7,1,0
10,1,2,1,1.0531,0.3467,33.3,0,0
10,2,1,2,0.6532,0.4134,33.3,0,0
10,2,2,1,1.7196,1.1464,66.7,1,0
10,1,1,2,0.8798,0.5065,66.7,1,0
10,1,1,3,0.7465,0.3734,66.7,1,0
10,2,2,4,0.7865,1.0532,133.3,1,0
10,1,1,4,0.8798,0.56,133.3,1,0
10,1,1,4,1.1064,2.426,16.7,1,0
10,1,1,4,1.1731,0.7866,66.7,1,0
10,1,1,4,0.8265,0.7066,66.7,1,0
10,2,1,2,0.8265,0.5067,33.3,0,0
10,2,2,3,0.6399,0.8132,66.7,1,0
10,1,2,1,3.1324,0.6799,33.3,0,0
10,1,1,4,1.1064,1.0931,133.3,1,0
10,2,1,1,0.9731,0.6,33.3,0,0
10,2,1,2,2.346,3.7989,33.3,0,0
10,2,2,4,0.6133,0.7199,133.3,1,0
10,1,2,1,2.6126,0.3734,16.7,0,0
10,1,1,4,0.9465,0.7466,133.3,1,0
10,1,1,4,0.8932,0.52,133.3,1,0
10,1,1,4,0.4666,0.6,133.3,1,0
10,1,1,4,1.6396,0.4267,16.7,1,0
10,1,1,4,0.6399,0.3999,66.7,1,0
10,1,2,1,1.1864,0.7599,33.3,0,0
10,2,1,1,3.279,0.44,16.7,0,0
10,2,2,4,0.5466,0.8932,133.3,1,0
10,1,2,2,1.3463,0.4933,33.3,0,0
10,1,1,2,1.9995,1.1198,33.3,1,0
10,2,2,4,0.8532,0.6799,133.3,1,0
10,2,2,2,0.7465,1.5597,33.3,1,0
10,2,2,4,0.8398,1.2931,66.7,1,0
10,1,2,1,1.0131,0.7466,16.7,0,0
10,1,1,2,2.4126,1.613,16.7,1,0
10,2,1,2,0.6665,0.5467,16.7,0,0
10,2,1,2,0.9731,0.3867,33.3,0,0
10,1,1,4,0.9731,0.4267,133.3,1,0
10,2,1,1,2.4659,0.48,16.7,0,0
10,1,2,2,1.5996,0.7466,66.7,0,0
10,2,1,1,1.253,0.4,16.7,0,0
10,1,1,3,0.8665,0.7466,66.7,1,0
10,2,1,2,2.0126,0.9598,66.7,0,0
10,2,2,4,0.5466,0.7732,133.3,1,0
10,1,2,2,1.0531,0.5866,33.3,0,0
10,2,1,1,1.2797,1.9994,33.3,0,0
10,2,2,3,1.2664,1.0398,66.7,1,0
10,2,2,3,0.8265,0.9332,33.3,1,0
10,2,2,2,1.1997,0.6266,33.3,1,0
10,2,2,4,0.7465,0.8932,133.3,1,0
10,2,2,2,1.1997,0.5333,33.3,1,0
10,2,2,4,0.7599,1.2263,66.7,1,0
10,1,1,4,1.3464,0.44,133.3,1,0
10,1,1,2,1.6262,0.3867,16.7,1,0
10,2,1,2,0.8665,0.5466,16.7,0,0
10,1,1,1,1.2663,2.7459,16.7,1,0
10,2,2,4,0.5999,0.6133,133.3,1,0
10,1,1,4,0.7465,1.3997,66.7,1,0
10,2,2,2,1.6662,0.52,66.7,1,0
10,1,2,2,1.253,0.7199,66.7,0,0
10,1,1,1,2.6925,2.6526,66.7,1,0
10,2,1,1,0.8532,1.3462,16.7,0,0
10,1,2,2,1.4396,0.64,66.7,0,0
10,2,2,4,0.5466,0.4,133.3,1,0
10,2,1,2,2.346,0.4399,16.7,0,0
10,1,1,1,2.7059,0.52,33.3,1,0
10,1,1,2,1.293,0.4,66.7,1,0
10,1,1,2,0.7332,0.6666,33.3,1,0
10,1,1,1,2.0528,0.5334,16.7,1,0
10,1,1,3,0.9865,3.1591,133.3,1,0
10,1,1,2,0.9864,1.413,33.3,1,0
10,1,1,2,1.1331,2.3459,66.7,1,0
10,1,1,4,0.7065,0.56,133.3,1,0
10,2,2,4,1.7062,0.6533,133.3,1,0
10,1,1,4,0.7332,0.6799,66.7,1,0
10,1,1,2,0.8932,0.6399,33.3,1,0
10,2,1,2,0.7199,0.6933,33.3,0,0
10,1,1,2,2.4659,0.9197,33.3,1,0
10,1,1,1,1.5862,1.0398,16.7,1,0
10,2,1,1,1.1331,6.3847,16.7,0,0
10,1,1,1,0.9865,0.4667,16.7,1,0
10,1,1,4,2.0394,0.7197,133.3,1,0
10,2,1,4,1.3597,1.6929,66.7,0,0
10,1,1,2,1.6929,0.5733,16.7,1,0
10,1,1,3,1.1331,0.52,33.3,1,0
10,1,1,3,0.7599,0.8264,66.7,1,0
10,2,2,1,3.7855,1.0665,33.3,1,0
10,2,2,1,2.306,0.6399,16.7,1,0
10,2,2,2,2.7592,0.4134,66.7,1,0
10,2,2,2,0.8665,0.6133,66.7,1,0
10,1,1,4,0.9864,1.0798,133.3,1,0
10,1,1,2,1.5063,0.4533,33.3,1,0
10,1,1,4,1.0931,1.0397,133.3,1,0
10,1,1,2,0.9865,1.373,33.3,1,0
10,1,1,4,1.9861,1.9861,133.3,1,0
10,1,1,3,4.452,0.7465,16.7,1,0
10,1,1,4,0.4666,0.7599,66.7,1,0
10,2,1,2,2.2927,0.6,16.7,0,0
10,2,2,4,0.7865,1.453,133.3,1,0
10,2,2,4,0.44,1.0132,133.3,1,0
10,2,2,2,3.239,1.3331,16.7,1,0
10,1,1,4,0.7998,4.5053,133.3,1,0
10,2,1,1,0.9331,1.1464,33.3,0,0
10,2,2,3,2.7059,1.7063,133.3,1,0
10,2,2,3,1.1731,0.7733,66.7,1,0
10,1,2,2,1.3463,0.3601,33.3,0,0
10,1,2,1,1.3863,0.7999,16.7,0,0
10,2,2,4,0.52,0.4534,133.3,1,0
10,1,2,2,1.3063,0.5067,16.7,0,0
10,1,1,1,3.9188,1.7996,16.7,1,0
10,2,2,1,3.0124,0.4,66.7,1,0
10,2,2,1,0.5466,0.4534,66.7,1,0
10,1,2,1,0.5866,0.4,33.3,0,0
10,2,1,2,0.52,0.6666,33.3,0,0
10,2,2,2,1.493,0.5866,66.7,1,0
10,2,1,1,1.413,0.4932,16.7,0,0
10,2,2,3,1.3463,0.4,66.7,1,0
10,2,2,3,1.5729,0.6,16.7,1,0
10,1,2,3,0.9731,0.3734,33.3,0,0
10,2,1,1,2.8792,1.5597,33.3,0,0
10,2,1,1,3.0125,6.1181,66.7,0,0
10,2,1,1,0.5866,2.506,16.7,0,0
10,2,2,4,0.36,0.6,133.3,1,0
10,1,1,4,0.7597,0.3334,133.3,1,0
10,1,1,3,1.3863,1.5596,16.7,1,0
10,2,2,4,0.5466,0.8664,133.3,1,0
10,2,2,4,0.8132,0.3201,66.7,1,0
10,1,1,4,0.64,1.0398,133.3,1,0
10,2,2,4,1.1064,0.9199,133.3,1,0
10,1,1,4,0.8665,0.7199,66.7,1,0
10,1,1,2,0.8798,0.4267,33.3,1,0
10,2,1,2,2.0394,0.5466,33.3,0,0
10,1,1,2,0.9065,0.7599,66.7,1,0
10,1,1,4,0.7865,0.5333,133.3,1,0
10,1,1,2,0.7465,0.3867,33.3,1,0
