Subj_idx,Block,Trial,Stimulus,RT_start,Response,Confidence,RT_conf,ErrorDirection,RT_error
3,1,60,1.5,1.0888,1.8959,3,1.1849,1,0.21875
4,1,1,1.5,2.0758,1.1464,3,2.4254,0,1.8481
4,1,2,1.5,1.0496,1.1354,3,3.5206,1,1.5893
4,1,3,1.5,0.78027,1.0424,3,2.2506,1,0.82752
4,1,4,1.5,1.2134,1.4125,2,1.7756,1,1.2245
4,1,5,1.5,0.78804,1.2695,3,2.1198,0,0.65528
4,1,6,1.5,0.7228,1.0972,3,1.4396,1,0.43527
4,1,7,1.5,0.7414,1.3994,2,4.8662,1,1.6104
4,1,8,1.5,2.3277,1.4102,2,2.5522,0,0.4773
4,1,9,1.5,1.3302,0.87825,2,1.9134,0,0.6788
4,1,10,1.5,0.78145,1.2416,3,2.7748,1,0.53415
4,1,11,1.5,0.65275,0.9934,2,2.2908,0,0.54661
4,1,12,1.5,0.72345,1.2072,2,2.2633,0,0.50105
4,1,13,1.5,0.66573,1.426,3,1.6019,1,0.57911
4,1,14,1.5,1.2573,1.1336,3,2.5667,1,1.305
4,1,15,1.5,0.634,1.2911,2,1.8495,1,0.71581
4,1,16,1.5,0.60142,1.6901,2,1.1723,1,0.51103
4,1,17,1.5,0.74923,0.91361,2,2.0402,0,0.42178
4,1,18,1.5,2.419,1.4263,3,2.3629,0,1.2898
4,1,19,1.5,0.61463,1.5125,3,1.4242,1,0.53677
4,1,20,1.5,0.93365,1.0784,2,1.9254,1,0.48562
4,1,21,1.5,1.1441,1.2212,2,1.8349,0,0.42873
4,1,22,1.5,0.56473,1.3166,3,1.217,1,0.46678
4,1,23,1.5,0.64127,1.2838,3,1.0053,1,0.43545
4,1,24,1.5,0.62832,1.4616,3,1.9749,1,0.5229
4,1,25,1.5,0.5964,1.2783,2,2.4878,1,0.7805
4,1,26,1.5,0.56433,1.0248,2,1.5747,0,0.46156
4,1,27,1.5,0.53262,1.2672,3,1.5428,0,0.56251
4,1,28,1.5,1.4956,0.89978,2,2.5176,0,0.5765
4,1,29,1.5,0.49263,1.287,2,1.8452,1,0.70286
4,1,30,1.5,0.4886,1.3472,2,1.8646,0,0.63
4,1,31,1.5,0.78725,1.0956,3,1.4387,0,1.0459
4,1,32,1.5,2.1154,1.3245,2,1.6865,0,0.54477
4,1,33,1.5,1.446,1.5483,3,1.4386,1,0.55962
4,1,34,1.5,0.96772,1.3524,3,1.2573,0,0.46108
4,1,35,1.5,1.2407,0.95552,3,1.3355,1,0.40693
4,1,36,1.5,0.62715,1.0528,3,1.4702,0,0.73206
4,1,37,1.5,0.53947,1.335,2,2.2808,0,0.50308
4,1,38,1.5,0.56979,1.0933,2,1.9146,0,1.1803
4,1,39,1.5,0.5185,1.5648,2,0.97738,1,0.46584
4,1,40,1.5,0.71607,1.3509,3,0.94278,1,0.58907
4,1,41,1.5,0.62781,1.3254,2,1.3001,0,2.4789
4,1,42,1.5,0.72522,1.034,3,1.9803,0,0.45442
4,1,43,1.5,0.48744,1.3346,2,2.4805,1,2.6005
4,1,44,1.5,1.4137,1.9041,3,1.7935,1,2.4377
4,1,45,1.5,0.59565,1.3125,2,2.0758,1,1.2358
4,1,46,1.5,0.54978,1.1653,3,1.2037,0,0.32114
4,1,47,1.5,0.84502,1.377,2,1.5506,1,0.15621
4,1,48,1.5,0.58934,1.4096,3,1.0756,0,0.45205
4,1,49,1.5,0.58383,1.418,3,2.8931,0,0.15914
4,1,50,1.5,0.64779,1.1554,2,1.0967,0,0.50241
4,1,51,1.5,0.56926,1.3405,3,1.386,1,0.25754
4,1,52,1.5,0.62869,1.2532,3,1.1076,1,0.30095
4,1,53,1.5,0.76843,1.278,3,1.212,1,0.87927
4,1,54,1.5,0.4431,1.4897,3,0.723,1,0.21213
4,1,55,1.5,0.81238,1.1163,2,2.3427,0,0.1978
4,1,56,1.5,0.47976,1.4022,2,1.7432,0,0.23833
4,1,57,1.5,1.2396,0.99433,3,1.5871,0,0.16969
4,1,58,1.5,1.1687,1.3025,3,1.9566,1,2.922
4,1,59,1.5,0.44922,1.3123,2,2.2874,1,0.13083
4,1,60,1.5,0.82525,1.1963,3,1.3753,0,2.8016
5,1,1,1.5,0.30887,1.5854,2,2.6056,0,1.6814
5,1,2,1.5,2.6608,1.7584,2,5.4612,1,1.2275
5,1,3,1.5,1.9068,1.5682,3,2.0921,1,0.77412
5,1,4,1.5,1.4571,1.5205,2,2.0697,0,3.2307
5,1,5,1.5,3.1959,1.4068,3,2.0861,1,0.80546
5,1,6,1.5,1.1439,1.5003,3,1.5925,0,2.3132
5,1,7,1.5,1.3734,1.5452,3,2.0861,1,1.2541
5,1,8,1.5,0.91259,1.9301,2,1.9615,0,1.9264
5,1,9,1.5,1.2394,1.8658,2,2.1519,0,1.1542
5,1,10,1.5,1.7459,0.89814,2,3.267,1,0.92902
5,1,11,1.5,1.6681,2.128,2,8.3378,1,1.3042
5,1,12,1.5,1.3079,1.2958,2,1.4758,0,0.81244
5,1,13,1.5,0.83764,1.5585,1,4.1876,0,2.2925
5,1,14,1.5,1.1187,1.3307,2,1.876,1,0.38683
5,1,15,1.5,1.6296,1.41,3,4.8492,1,5.1221
5,1,16,1.5,2.7268,1.2175,2,1.9807,1,0.59083
5,1,17,1.5,1.1131,1.4616,1,1.9029,0,0.59286
5,1,18,1.5,1.2016,1.7658,1,3.5893,1,0.49127
5,1,19,1.5,1.0548,1.5786,3,5.7162,0,2.1951
5,1,20,1.5,1.0563,1.5921,2,2.6759,1,0.74604
5,1,21,1.5,2.1815,1.6248,2,1.8991,0,1.178
5,1,22,1.5,0.97103,1.1659,3,1.9159,0,0.80284
5,1,23,1.5,0.79937,1.2143,1,1.8895,0,0.77094
5,1,24,1.5,1.2719,1.0547,2,2.2977,0,0.50221
5,1,25,1.5,1.3568,1.4687,3,1.6808,0,1.4422
5,1,26,1.5,1.515,1.4277,3,1.5643,1,0.43878
5,1,27,1.5,0.74127,1.0715,2,2.2855,1,0.62838
5,1,28,1.5,1.4962,1.4606,2,1.4848,1,0.59278
5,1,29,1.5,1.0677,1.5545,2,1.3091,1,0.68871
5,1,30,1.5,0.83644,1.5939,2,1.7264,1,1.1511
5,1,31,1.5,1.2009,1.0664,3,3.7046,0,0.16459
5,1,32,1.5,0.28948,0.07164,1,2.2892,0,1.6324
5,1,33,1.5,0.73481,1.2681,2,1.7065,0,1.8092
5,1,34,1.5,0.7939,0.93727,2,1.7965,0,0.60397
5,1,35,1.5,0.98463,1.3041,3,1.3965,1,2.3292
5,1,36,1.5,0.51208,1.3531,2,1.9457,0,0.56307
5,1,37,1.5,0.92651,0.84612,2,1.6142,0,0.51352
5,1,38,1.5,0.57051,1.4824,3,1.1905,0,1.2873
5,1,39,1.5,0.70565,1.4447,2,1.1527,1,0.53306
5,1,40,1.5,1.1071,0.97083,2,1.6588,0,0.53712
5,1,41,1.5,0.97627,0.91196,2,1.964,0,0.31617
5,1,42,1.5,0.38453,1.3267,2,1.789,1,0.57162
5,1,43,1.5,0.86848,1.7777,2,2.1265,1,0.33731
5,1,44,1.5,0.96539,1.7626,2,1.9022,0,0.27997
5,1,45,1.5,0.82456,1.1722,2,2.8219,0,0.30587
5,1,46,1.5,1.6042,1.5938,3,3.1388,0,0.56729
5,1,47,1.5,0.70327,1.2289,3,2.1882,0,0.31898
5,1,48,1.5,0.83648,0.82032,3,2.4597,0,0.46106
5,1,49,1.5,0.67967,1.0041,3,2.0717,1,2.2195
5,1,50,1.5,0.86327,1.4915,2,1.4993,1,0.56599
5,1,51,1.5,0.6655,1.2625,3,2.1125,1,0.57591
5,1,52,1.5,0.56949,1.0937,3,1.4032,1,1.6074
5,1,53,1.5,0.60149,1.4141,2,1.5513,0,0.60538
5,1,54,1.5,0.92575,1.3341,2,2.0414,0,0.52306
5,1,55,1.5,0.61516,1.5531,2,1.3556,1,0.59745
5,1,56,1.5,1.0087,1.3737,2,1.7369,0,0.6559
5,1,57,1.5,0.5889,1.5223,2,2.5092,1,0.35923
5,1,58,1.5,0.49339,1.3995,3,1.3157,1,1.6418
5,1,59,1.5,0.645,1.125,2,1.4631,0,0.52881
5,1,60,1.5,0.93951,1.4707,3,3.67,1,1.5302
6,1,1,1.5,1.4302,1.7021,3,7.4922,1,9.1126
6,1,2,1.5,2.5092,1.0286,1,6.6643,0,3.202
6,1,3,1.5,1.4124,1.4247,2,2.3637,1,3.2139
6,1,4,1.5,1.3157,1.4056,2,4.8611,1,1.1292
6,1,5,1.5,2.4161,1.1262,2,4.5758,0,6.105
6,1,6,1.5,1.1994,1.2765,2,4.2136,0,2.4967
6,1,7,1.5,1.513,1.265,2,3.6788,1,2.8719
6,1,8,1.5,1.7529,0.86245,2,8.1027,0,3.2651
6,1,9,1.5,1.0754,1.2223,3,5.4977,1,7.8311
6,1,10,1.5,1.1294,1.2119,3,1.5004,0,3.0036
6,1,11,1.5,1.2838,1.5369,3,6.9082,1,7.0867
6,1,12,1.5,1.5513,1.1391,2,1.4988,0,2.8656
6,1,13,1.5,2.5629,1.3332,2,4.5037,0,1.9656
6,1,14,1.5,2.7899,1.2552,3,4.2722,1,4.7143
6,1,15,1.5,1.1192,1.1514,3,1.8184,1,2.8172
6,1,16,1.5,1.2726,0.72113,1,3.3476,0,1.7132
6,1,17,1.5,2.4064,1.2306,2,9.7638,0,3.4851
6,1,18,1.5,4.0291,1.6953,3,5.8776,0,4.1135
6,1,19,1.5,1.0176,0.67608,3,4.0988,1,3.4871
6,1,20,1.5,0.88244,1.3043,3,1.795,0,4.7654
6,1,21,1.5,0.74652,1.4303,3,1.3381,1,1.9466
6,1,22,1.5,0.69194,0.72308,1,6.2259,0,2.1163
6,1,23,1.5,0.58238,1.4753,3,7.8873,0,3.3302
6,1,24,1.5,0.64789,0.91547,3,1.8553,1,1.9325
6,1,25,1.5,0.72528,1.5006,3,3.3421,0,2.9822
6,1,26,1.5,0.63347,1.3882,3,5.1838,1,4.9359
6,1,27,1.5,0.596,1.1547,2,2.9106,0,1.6097
6,1,28,1.5,0.60339,1.1579,3,3.25,1,4.7761
6,1,29,1.5,0.95934,1.3334,2,3.1427,1,2.2709
6,1,30,1.5,0.61526,0.97608,2,2.6525,1,1.9656
6,1,31,1.5,0.9207,1.244,2,2.0523,1,1.1539
6,1,32,1.5,1.4708,1.1015,1,3.6433,0,4.0828
6,1,33,1.5,0.51892,1.2422,2,3.6136,1,4.1854
6,1,34,1.5,1.0718,0.76705,2,3.5568,0,1.2421
6,1,35,1.5,3.5888,1.8027,3,1.9558,1,2.4092
6,1,36,1.5,0.8906,1.3116,2,2.1873,1,2.068
6,1,37,1.5,0.56392,1.3819,2,2.7152,1,1.315
6,1,38,1.5,1.3602,1.2821,2,3.6415,1,2.8185
6,1,39,1.5,0.77535,0.98892,2,3.711,0,1.3447
6,1,40,1.5,0.95897,1.3374,3,1.5076,1,4.3241
6,1,41,1.5,0.9672,1.1995,3,1.6791,1,2.2287
6,1,42,1.5,0.85106,0.87763,3,1.3869,0,1.3197
6,1,43,1.5,0.51267,1.5548,2,3.3835,1,1.1405
6,1,44,1.5,0.71727,1.4286,2,2.55,1,4.0429
6,1,45,1.5,2.1585,1.029,2,6.9761,0,1.3899
6,1,46,1.5,0.68591,0.96763,3,1.2936,0,2.3896
6,1,47,1.5,1.3812,0.94151,1,2.6019,0,1.177
6,1,48,1.5,1.1895,1.3185,3,1.3311,1,2.5021
6,1,49,1.5,0.57071,1.5048,3,1.9324,1,2.465
6,1,50,1.5,1.0943,1.173,2,2.537,1,4.5036
6,1,51,1.5,1.2477,1.5006,2,2.6932,1,1.335
6,1,52,1.5,0.76793,1.2545,3,1.8211,1,2.1946
6,1,53,1.5,1.4449,1.1855,2,5.1445,1,4.7293
6,1,54,1.5,0.55177,1.4691,3,0.98178,1,2.3657
6,1,55,1.5,0.44173,1.6348,2,2.2927,1,1.1362
6,1,56,1.5,0.8502,1.2865,3,5.1207,0,1.3006
6,1,57,1.5,0.63372,1.3423,2,2.8504,0,2.3423
6,1,58,1.5,0.47629,0.80103,2,2.371,0,1.0186
6,1,59,1.5,0.84466,1.3362,3,2.5701,1,2.6542
6,1,60,1.5,0.55071,0.1429,1,10.189,0,1.4529
7,1,1,1.5,2.6432,1.5713,2,1.746,0,1.3283
7,1,2,1.5,1.389,1.5467,3,1.2631,0,1.4255
7,1,3,1.5,1.4718,1.4405,2,2.2349,0,2.2664
7,1,4,1.5,1.2288,1.7602,3,4.2375,1,1.2555
7,1,5,1.5,3.2668,1.6715,2,1.8086,0,0.84913
7,1,6,1.5,0.99904,1.315,3,2.5905,0,0.84573
7,1,7,1.5,1.23,1.6742,3,1.448,0,1.0269
7,1,8,1.5,1.1969,1.6639,3,1.9634,1,0.57801
7,1,9,1.5,1.5564,1.4699,2,2.2328,0,0.51379
7,1,10,1.5,1.0769,1.4148,3,2.9145,0,0.68898
7,1,11,1.5,0.79402,1.8121,3,1.6017,0,0.68043
7,1,12,1.5,1.1331,1.9406,3,2.8096,1,0.54727
7,1,13,1.5,2.0124,1.9122,2,2.6982,1,0.77694
7,1,14,1.5,0.81878,1.1406,2,2.588,1,1.0795
7,1,15,1.5,0.90232,1.6178,3,1.9171,0,0.72796
7,1,16,1.5,1.2937,1.8961,3,1.9602,1,0.83743
7,1,17,1.5,1.0315,1.3441,2,1.6519,0,0.5312
7,1,18,1.5,0.91613,1.6526,2,2.2055,0,0.50651
7,1,19,1.5,0.86402,2.7797,1,2.939,1,1.0299
7,1,20,1.5,1.4855,1.1656,3,1.4169,0,1.1421
7,1,21,1.5,1.2373,1.6296,2,1.4364,0,1.0321
7,1,22,1.5,0.75593,1.4828,3,1.3784,0,1.0284
7,1,23,1.5,0.83805,1.7347,3,2.3158,1,0.7556
7,1,24,1.5,0.78147,2.0163,3,1.8516,0,0.61712
7,1,25,1.5,0.71848,1.5658,2,1.7028,0,0.73019
7,1,26,1.5,1.2248,0.8232,2,1.7503,0,0.87759
7,1,27,1.5,0.99223,1.6195,2,2.7068,0,1.2323
7,1,28,1.5,0.94765,1.5413,3,1.4993,0,0.52853
7,1,29,1.5,0.80619,1.9973,3,0.92521,1,0.62606
7,1,30,1.5,0.65452,1.7468,3,1.7497,1,0.62767
7,1,31,1.5,0.92956,1.9281,3,1.7132,1,0.60421
7,1,32,1.5,1.2301,1.374,2,1.449,0,0.49123
7,1,33,1.5,1.0169,1.5885,2,1.7462,0,1.0279
7,1,34,1.5,0.99909,1.5619,3,1.0029,0,0.62153
7,1,35,1.5,0.98761,1.4049,2,2.2587,0,0.49747
7,1,36,1.5,0.98523,1.4165,2,1.5038,0,0.4951
7,1,37,1.5,0.83947,1.7979,3,1.7507,0,1.1415
7,1,38,1.5,0.69227,1.933,2,2.7521,1,0.64054
7,1,39,1.5,0.42902,1.6892,2,1.7591,0,0.68721
7,1,40,1.5,0.97986,1.3389,3,1.3593,1,0.71307
7,1,41,1.5,1.1799,1.6264,2,1.5261,0,0.57575
7,1,42,1.5,0.61458,1.7241,2,1.8231,0,0.92174
7,1,43,1.5,0.94853,1.7812,2,1.8138,0,0.92822
7,1,44,1.5,0.77545,1.6456,3,1.2623,1,0.51611
7,1,45,1.5,0.7958,1.5021,2,1.5053,0,1.1844
7,1,46,1.5,0.60293,1.6195,3,1.0186,1,0.86915
7,1,47,1.5,0.71648,1.3616,2,2.0622,0,1.0265
7,1,48,1.5,1.2354,1.7145,3,1.5142,0,0.87605
