Subj_idx,Block,Trial,Stimulus,RT_start,Response,Confidence,RT_conf,ErrorDirection,RT_error
7,1,49,1.5,0.55757,1.7243,3,1.2845,1,1.2181
7,1,50,1.5,0.44968,1.3992,2,1.6163,0,0.57732
7,1,51,1.5,1.2354,1.8547,3,1.6704,0,0.59425
7,1,52,1.5,0.79014,1.4324,2,1.703,0,0.59428
7,1,53,1.5,0.85902,1.5837,3,2.0901,1,0.95941
7,1,54,1.5,0.76997,1.7531,3,1.6685,0,0.81708
7,1,55,1.5,1.497,1.6361,3,1.8062,1,0.93508
7,1,56,1.5,1.7731,1.9575,2,1.3472,1,0.50208
7,1,57,1.5,0.5835,1.7005,3,0.76546,0,1.068
7,1,58,1.5,1.0636,1.4019,2,1.9922,0,0.52411
7,1,59,1.5,0.87843,1.7521,2,2.3541,1,1.081
7,1,60,1.5,1.1965,1.4146,3,1.5772,1,1.2393
8,1,1,1.5,2.7814,1.5475,3,1.2778,1,1.9901
8,1,2,1.5,2.297,1.4614,2,1.3771,0,1.001
8,1,3,1.5,1.7197,1.4042,3,1.2083,0,1.214
8,1,4,1.5,1.5912,1.4441,2,1.5769,0,1.2889
8,1,5,1.5,0.92605,1.4596,3,1.2749,1,1.4139
8,1,6,1.5,0.6026,1.3423,2,1.4019,0,1.7429
8,1,7,1.5,0.93081,1.339,3,1.3229,0,1.224
8,1,8,1.5,0.55779,1.4591,2,1.1634,1,0.86356
8,1,9,1.5,0.30293,1.5652,2,1.4274,1,0.78867
8,1,10,1.5,0.26383,1.7131,3,1.3992,0,0.82974
8,1,11,1.5,0.72336,1.2345,2,1.1808,0,0.81439
8,1,12,1.5,0.36216,1.5267,2,1.2388,1,1.3231
8,1,13,1.5,0.39515,1.2774,3,0.90384,0,0.87211
8,1,14,1.5,0.36815,1.2905,3,1.0369,1,0.72177
8,1,15,1.5,0.29661,1.4108,2,1.0238,0,0.62386
8,1,16,1.5,0.21211,1.6052,3,1.2341,0,0.55438
8,1,17,1.5,0.53199,1.6126,2,1.3986,1,0.52713
8,1,18,1.5,0.28343,1.402,2,1.1808,1,0.91429
8,1,19,1.5,0.9544,1.5184,3,1.1178,0,1.5683
8,1,20,1.5,0.5915,1.3228,3,1.1487,0,0.45348
8,1,21,1.5,0.35509,0.99856,2,1.4034,0,0.74462
8,1,22,1.5,0.58477,1.3132,3,1.1512,1,0.86904
8,1,23,1.5,0.3036,1.1677,2,1.5819,0,0.52744
8,1,24,1.5,0.71706,1.312,3,1.2867,1,0.54598
8,1,25,1.5,0.70418,1.3833,3,1.2288,0,0.96579
8,1,26,1.5,0.7579,1.3606,2,1.7912,0,1.1597
8,1,27,1.5,0.94025,1.4223,2,1.6852,0,0.44189
8,1,28,1.5,0.69641,1.6916,3,1.0866,1,0.76952
8,1,29,1.5,0.46162,1.3307,3,0.67593,0,0.32746
8,1,30,1.5,0.36281,1.817,3,0.95253,0,1.058
8,1,31,1.5,0.54061,1.4081,2,1.1119,1,0.7179
8,1,32,1.5,0.54649,1.8409,3,1.1987,1,0.70202
8,1,33,1.5,0.44209,1.5764,3,1.0128,0,0.43934
8,1,34,1.5,0.72251,1.4348,3,1.0053,0,0.37234
8,1,35,1.5,0.45547,1.5298,3,1.0759,1,0.67656
8,1,36,1.5,0.4289,1.5789,3,1.8621,0,0.70123
8,1,37,1.5,0.63822,1.8079,2,2.8738,0,2.145
8,1,38,1.5,0.75577,1.6344,3,1.3676,0,1.0676
8,1,39,1.5,0.50028,1.889,2,2.1099,0,0.46181
8,1,40,1.5,0.70319,1.656,3,1.2708,0,0.83455
8,1,41,1.5,0.5066,1.5447,3,2.0222,0,6.2462
8,1,42,1.5,0.48682,1.9525,3,1.7808,0,0.72469
8,1,43,1.5,0.34204,1.6614,2,1.012,1,1.1126
8,1,44,1.5,0.34174,1.8978,3,1.0142,0,0.80233
8,1,45,1.5,0.46807,1.8078,3,2.7975,0,2.0511
8,1,46,1.5,1.09,1.7438,2,2.2759,0,1.0617
8,1,47,1.5,0.42812,1.8261,2,1.3865,0,0.64547
8,1,48,1.5,0.44039,2.0852,2,2.3422,0,1.2099
8,1,49,1.5,0.36288,1.6685,3,1.0186,1,0.74441
8,1,50,1.5,0.73662,1.6175,3,1.0414,0,0.98826
8,1,51,1.5,0.79467,1.7131,3,0.91156,0,0.6016
8,1,52,1.5,1.1225,1.5725,2,1.1085,0,0.40134
8,1,53,1.5,0.48683,1.956,2,1.1596,0,0.4134
8,1,54,1.5,0.68448,1.9659,2,1.3028,0,0.40706
8,1,55,1.5,0.67681,2.0147,1,1.1117,1,1.1918
8,1,56,1.5,0.64442,1.7744,2,0.96152,1,0.51672
8,1,57,1.5,0.84076,0.99452,2,1.075,0,0.35102
8,1,58,1.5,0.66465,1.8361,2,1.2814,1,0.74007
8,1,59,1.5,0.96515,1.701,2,2.1542,0,0.64291
8,1,60,1.5,0.75583,1.4933,3,1.5252,0,1.1008
9,1,1,1.5,2.534,1.5802,3,2.475,1,4.4215
9,1,2,1.5,2.8538,1.2433,2,5.9387,0,1.9752
9,1,3,1.5,2.0318,1.754,2,3.8197,0,2.3913
9,1,4,1.5,2.684,1.7738,1,4.9968,0,4.9704
9,1,5,1.5,2.0147,1.4627,2,3.1009,0,1.7543
9,1,6,1.5,1.9011,1.3169,3,2.1544,1,2.4944
9,1,7,1.5,1.3869,1.6175,3,1.68,1,3.0667
9,1,8,1.5,2.761,1.542,2,4.2241,0,1.2163
9,1,9,1.5,2.0233,1.3161,3,0.81743,0,1.2555
9,1,10,1.5,2.6431,1.7092,1,1.162,1,0.99132
9,1,11,1.5,3.264,2.097,2,2.6524,1,1.1788
9,1,12,1.5,1.5478,1.5392,3,3.0724,0,2.2048
9,1,13,1.5,1.1066,1.7435,3,1.7254,0,2.3624
9,1,14,1.5,1.3179,1.5916,2,1.6115,0,1.4652
9,1,15,1.5,0.078153,1.2793,1,1.3006,0,1.3051
9,1,16,1.5,3.5227,1.9512,2,3.0281,0,2.261
9,1,17,1.5,1.0616,2.2613,3,2.8882,1,2.6175
9,1,18,1.5,1.5292,2.0139,1,3.7014,1,1.3144
9,1,19,1.5,2.5572,2.0396,3,1.1337,1,3.4555
9,1,20,1.5,1.3216,2.1444,2,2.2495,0,0.72703
9,1,21,1.5,0.69722,1.9175,2,2.5403,0,1.0443
9,1,22,1.5,1.5277,1.5985,3,2.9772,1,0.42183
9,1,23,1.5,1.1193,1.8024,1,2.2186,0,2.1153
9,1,24,1.5,2.2297,2.1225,3,1.5822,1,1.3774
9,1,25,1.5,1.3532,1.6269,3,3.1017,1,0.59248
9,1,26,1.5,1.1443,2.5101,1,1.5358,1,1.8936
9,1,27,1.5,1.3051,1.7698,3,1.4063,1,2.4979
9,1,28,1.5,1.1453,1.7977,2,1.126,0,1.3516
9,1,29,1.5,0.82676,1.3885,2,2.1604,0,1.1257
9,1,30,1.5,0.79988,1.8648,3,2.1125,1,1.2031
9,1,31,1.5,2.6047,2.2225,3,3.9959,1,2.4958
9,1,32,1.5,2.0544,1.388,2,1.847,0,0.87858
9,1,33,1.5,2.2009,1.6524,2,2.2053,0,1.0694
9,1,34,1.5,1.9796,2.0267,3,3.3993,1,0.86427
9,1,35,1.5,0.61495,1.6621,2,1.2363,1,1.6324
9,1,36,1.5,0.59019,2.0374,1,3.1441,0,1.0097
9,1,37,1.5,1.824,1.9077,3,1.51,1,1.6767
9,1,38,1.5,1.0363,1.8663,3,1.7395,0,2.0848
9,1,39,1.5,1.1076,1.9235,2,1.3094,0,1.613
9,1,40,1.5,1.7463,1.614,1,1.2635,0,0.53874
9,1,41,1.5,1.0052,1.9462,2,0.98568,1,1.4327
9,1,42,1.5,1.3614,1.6648,3,1.789,0,1.4079
9,1,43,1.5,1.2863,1.9537,2,1.8428,1,0.75054
9,1,44,1.5,1.0602,1.8644,2,2.5122,0,1.2879
9,1,45,1.5,1.0248,1.6722,3,0.99596,1,1.8507
9,1,46,1.5,1.433,1.6554,3,0.99613,0,0.75241
9,1,47,1.5,1.2083,1.7601,3,0.97607,0,0.66468
9,1,48,1.5,1.0814,2.0166,2,1.3144,1,0.57733
9,1,49,1.5,1.3447,1.8766,2,1.5887,1,1.4454
9,1,50,1.5,1.1779,1.6478,3,1.503,1,0.80648
9,1,51,1.5,1.0247,1.4445,3,1.5027,0,1.2559
9,1,52,1.5,1.3746,1.8209,1,1.0074,1,1.0755
9,1,53,1.5,0.97423,1.2615,1,2.0501,0,1.1144
9,1,54,1.5,1.4469,1.8007,3,1.4405,0,1.9356
9,1,55,1.5,1.011,1.6081,3,2.1757,0,0.77257
9,1,56,1.5,2.0415,1.7423,3,2.4999,0,1.425
9,1,57,1.5,2.0907,2.0154,2,2.9899,0,0.80493
9,1,58,1.5,2.4548,1.6007,1,2.3296,0,0.93844
9,1,59,1.5,2.057,1.9278,2,2.4971,1,1.5134
9,1,60,1.5,1.3641,2.2252,1,2.2103,1,0.62354
10,1,1,1.5,2.968,1.1367,2,9.0844,0,2.1025
10,1,2,1.5,2.886,1.2542,3,5.1098,1,0.9267
10,1,3,1.5,2.7478,1.4517,2,2.3303,0,1.539
10,1,4,1.5,2.4996,1.4614,3,1.9653,1,3.0385
10,1,5,1.5,1.3761,1.2873,3,2.1454,1,2.2883
10,1,6,1.5,1.5366,1.6177,2,1.9546,0,1.6077
10,1,7,1.5,1.0116,2.2496,1,3.5896,1,1.8031
10,1,8,1.5,0.53449,1.2512,2,1.8679,0,1.3553
10,1,9,1.5,0.4505,1.6049,2,1.3338,0,1.4918
10,1,10,1.5,0.40493,1.9361,2,1.6295,1,0.71644
10,1,11,1.5,0.63458,1.6386,2,1.3455,1,3.0916
10,1,12,1.5,2.4624,0.52051,1,3.6976,0,1.1616
10,1,13,1.5,0.29621,1.1949,2,1.3369,1,0.95741
10,1,14,1.5,0.5068,1.2209,2,1.6092,1,1.4871
10,1,15,1.5,1.4148,1.4023,3,2.2566,1,1.4086
10,1,16,1.5,1.4281,1.4253,2,2.076,0,0.91083
10,1,17,1.5,1.1735,0.99646,3,1.5515,1,1.6304
10,1,18,1.5,0.54611,1.4286,2,1.5625,1,0.76515
10,1,19,1.5,1.1852,1.6179,2,1.7044,0,0.67049
10,1,20,1.5,1.595,1.3104,3,1.5269,0,1.3391
10,1,21,1.5,1.7133,1.2483,3,2.3165,0,1.3268
10,1,22,1.5,1.9694,1.2749,3,1.0373,1,1.6348
10,1,23,1.5,1.0765,1.2856,2,2.2825,0,1.5505
10,1,24,1.5,1.218,1.1424,3,1.2266,0,0.91526
10,1,25,1.5,1.4728,1.4586,2,1.7629,0,0.61568
10,1,26,1.5,1.0383,1.3954,2,1.4122,1,4.0045
10,1,27,1.5,1.2287,0.94912,2,1.7042,1,0.80683
10,1,28,1.5,0.99079,1.2318,2,4.3915,0,2.0026
10,1,29,1.5,1.141,1.3466,2,1.7128,0,1.3044
10,1,30,1.5,0.85254,1.2526,3,1.1323,0,1.3794
10,1,31,1.5,0.7569,0.9823,3,1.4663,0,0.55361
10,1,32,1.5,0.95565,1.3933,1,2.8009,0,2.7259
10,1,33,1.5,1.7793,1.3633,3,1.5893,1,0.784
10,1,34,1.5,1.4094,1.3833,3,1.1159,0,0.59193
10,1,35,1.5,1.4341,1.2034,3,1.8206,0,0.50695
10,1,36,1.5,1.1196,1.1275,2,2.1743,1,0.96007
10,1,37,1.5,1.2796,1.5031,3,1.2685,1,0.656
10,1,38,1.5,1.05,1.1159,3,1.3042,0,0.62045
10,1,39,1.5,1.4595,0.82447,2,2.5761,0,0.76026
10,1,40,1.5,0.71127,1.7002,2,2.7547,0,0.65424
10,1,41,1.5,0.60989,1.288,2,1.1473,1,0.68952
10,1,42,1.5,0.96089,1.2905,2,1.4361,1,0.64462
10,1,43,1.5,1.0519,1.1779,3,2.2502,0,0.5135
10,1,44,1.5,0.48168,1.025,3,1.5756,0,0.58745
10,1,45,1.5,0.87808,1.2769,2,1.6269,0,0.6146
10,1,46,1.5,0.72408,1.274,2,1.4617,0,0.59854
10,1,47,1.5,1.135,1.5162,2,1.6282,1,2.1268
10,1,48,1.5,1.2112,1.0896,2,1.412,1,0.6162
10,1,49,1.5,0.85754,1.2882,2,1.8587,0,0.72365
10,1,50,1.5,0.96799,0.6131,1,1.6148,0,1.7023
10,1,51,1.5,1.0065,0.96043,3,1.8997,0,0.6772
10,1,52,1.5,0.69183,1.438,3,1.5211,1,0.69502
10,1,53,1.5,0.62236,0.92139,2,1.5103,0,0.55128
10,1,54,1.5,0.52614,1.3483,2,4.6923,1,1.9152
10,1,55,1.5,1.1334,1.0869,1,1.8844,0,0.72861
10,1,56,1.5,1.1847,1.1521,3,2.0564,0,0.609
10,1,57,1.5,1.5164,1.278,2,1.237,1,1.8202
10,1,58,1.5,1.0633,1.5892,3,1.4833,1,1.1294
10,1,59,1.5,0.7385,1.3829,2,4.5403,0,3.1894
10,1,60,1.5,1.9127,1.487,3,1.3958,1,0.91683
11,1,1,1.5,0.4934,1.1598,2,3.2977,1,0.97569
11,1,2,1.5,1.3539,1.2161,3,2.4537,1,1.4173
11,1,3,1.5,2.0091,1.2594,2,2.0756,0,0.87379
11,1,4,1.5,3.2887,0.90133,1,2.2328,0,0.62584
11,1,5,1.5,1.7907,1.4664,2,2.1154,1,0.93078
11,1,6,1.5,2.3527,1.2658,2,2.6408,0,1.609
11,1,7,1.5,1.2796,0.89986,1,2.1432,0,0.88591
11,1,8,1.5,2.1994,1.3854,3,2.7812,1,1.0273
11,1,9,1.5,3.4615,1.0652,1,2.7407,0,0.79612
11,1,10,1.5,1.2412,1.3312,3,2.1148,0,1.643
11,1,11,1.5,2.1435,0.93195,2,2.1785,0,0.91339
11,1,12,1.5,0.32867,0.95028,1,2.5797,0,0.61409
11,1,13,1.5,1.3921,1.1349,3,1.5571,0,0.87262
11,1,14,1.5,1.2932,1.4347,1,2.6179,1,0.75193
11,1,15,1.5,0.90133,0.97741,2,5.4865,0,1.1754
11,1,16,1.5,1.2206,1.0929,3,1.5517,0,0.70501
11,1,17,1.5,0.85859,1.4609,2,1.7766,1,1.1638
11,1,18,1.5,1.7128,1.148,1,1.3038,0,0.69479
11,1,19,1.5,1.1665,1.2006,3,2.6925,0,1.2717
11,1,20,1.5,0.96763,1.2006,2,1.8179,0,1.5416
11,1,21,1.5,0.76175,1.3862,2,2.5326,1,1.0911
11,1,22,1.5,0.76749,1.0789,1,1.8261,0,0.66198
11,1,23,1.5,1.3555,0.54588,1,1.6774,0,0.58901
11,1,24,1.5,0.8633,1.3915,2,4.063,1,0.63417
11,1,25,1.5,0.78012,1.0506,1,2.0557,0,0.66983
11,1,26,1.5,1.5936,0.97154,1,2.8726,0,0.55618
11,1,27,1.5,1.5916,1.2454,1,2.5131,0,0.56428
11,1,28,1.5,2.097,1.2642,1,1.6645,1,0.50214
11,1,29,1.5,1.0577,1.5323,3,1.7772,1,1.9518
11,1,30,1.5,1.9641,1.2915,2,1.937,0,0.50611
11,1,31,1.5,1.9064,1.4655,3,1.7143,0,1.3138
11,1,32,1.5,1.4791,1.3398,2,1.9994,1,0.80181
11,1,33,1.5,1.5667,1.0412,1,1.651,0,0.57918
11,1,34,1.5,4.4635,1.2673,1,0.90467,0,0.54718
11,1,35,1.5,1.9376,1.4497,3,1.7411,0,0.99819
11,1,36,1.5,1.6507,1.4881,3,1.9842,1,0.71624
11,1,37,1.5,1.7333,1.5275,3,1.6727,1,0.52256
11,1,38,1.5,0.99808,1.8066,3,1.3853,1,0.56758
11,1,39,1.5,1.1527,1.5269,2,1.1267,1,0.83911
11,1,40,1.5,0.98635,1.6642,1,1.5254,0,0.53802
11,1,41,1.5,1.0889,1.2299,2,1.7015,0,0.46703
11,1,42,1.5,1.7853,1.7503,2,1.2524,1,0.55673
11,1,43,1.5,1.0194,1.6517,2,4.5164,1,2.3615
11,1,44,1.5,1.3883,1.6435,3,1.6379,0,0.87048
11,1,45,1.5,1.7696,1.6388,3,1.9474,1,0.99046
11,1,46,1.5,2.8216,1.0481,2,1.2533,0,0.59609
11,1,47,1.5,1.9903,1.1438,2,1.691,0,0.53603
11,1,48,1.5,1.2755,1.6863,3,1.0315,1,0.65252
11,1,49,1.5,2.0773,1.4084,2,1.9875,0,0.51917
11,1,50,1.5,1.141,1.4594,2,2.1125,1,0.60202
11,1,51,1.5,1.2573,1.4485,2,1.6523,1,0.5933
11,1,52,1.5,0.57064,1.2672,3,1.5433,1,0.90005
11,1,53,1.5,0.86422,1.2507,2,1.9181,0,0.65426
11,1,54,1.5,0.79321,1.4131,3,1.1269,1,0.58941
11,1,55,1.5,1.3998,1.4986,2,1.5894,1,0.78537
11,1,56,1.5,1.3981,1.4048,2,2.5213,0,0.81831
11,1,57,1.5,0.45624,1.9456,1,1.939,1,0.65946
11,1,58,1.5,0.94589,1.2019,3,1.2575,0,1.3992
11,1,59,1.5,2.1035,1.4871,2,1.9581,1,0.71143
11,1,60,1.5,1.0709,1.1708,3,1.5214,1,0.73303
12,1,1,1.5,1.219,1.0916,3,9.588,0,3.4012
12,1,2,1.5,1.0385,1.4299,3,10.975,0,2.8642
12,1,3,1.5,2.1111,1.2749,2,2.8122,0,1.3754
12,1,4,1.5,1.2955,1.3995,2,10.854,0,2.7135
12,1,5,1.5,0.81978,1.3773,2,3.1647,1,3.5388
12,1,6,1.5,0.84605,1.3508,3,3.6424,1,3.3564
12,1,7,1.5,1.039,1.3096,2,4.514,1,2.3213
12,1,8,1.5,0.86498,1.3698,2,3.7566,1,2.2167
12,1,9,1.5,0.63776,1.3828,3,2.7158,0,1.7529
12,1,10,1.5,0.74259,1.488,2,3.7457,0,0.85966
12,1,11,1.5,0.72841,1.663,3,2.8361,1,1.4532
12,1,12,1.5,0.83234,1.537,1,5.5698,0,1.3243
12,1,13,1.5,0.8455,1.3502,2,2.2807,1,0.75246
12,1,14,1.5,0.23428,1.276,1,1.951,1,0.89155
12,1,15,1.5,0.70848,1.1475,2,1.8151,0,0.83828
12,1,16,1.5,0.76722,1.3661,2,1.5659,0,1.828
12,1,17,1.5,0.65212,1.4427,3,2.5878,0,1.8922
12,1,18,1.5,0.66571,1.1755,2,2.526,0,1.0357
12,1,19,1.5,0.58137,1.3379,3,2.7711,1,2.2802
12,1,20,1.5,0.69286,1.2869,2,2.0966,0,0.69018
12,1,21,1.5,0.57458,1.0848,2,2.5684,0,0.96481
12,1,22,1.5,0.79206,1.7001,2,1.4161,1,0.66611
12,1,23,1.5,0.57999,1.6754,2,1.7624,1,0.65292
12,1,24,1.5,0.60102,1.5548,2,3.5841,0,1.2517
12,1,25,1.5,0.60224,1.2074,3,2.1256,0,0.64739
12,1,26,1.5,0.6397,1.4597,3,1.6886,0,0.87039
12,1,27,1.5,0.61362,1.6285,2,1.698,0,1.1513
12,1,28,1.5,0.58805,1.1934,1,4.501,0,0.85129
12,1,29,1.5,0.7422,1.5484,2,1.7408,1,2.0857
12,1,30,1.5,0.58147,1.4397,1,3.248,0,0.88831
12,1,31,1.5,0.69691,1.418,2,1.969,1,0.71627
12,1,32,1.5,0.72299,1.322,3,1.9465,0,0.76598
12,1,33,1.5,0.65812,1.5747,2,1.7362,1,1.6439
12,1,34,1.5,0.46539,1.3039,2,1.859,0,0.64829
12,1,35,1.5,0.53634,1.3088,1,2.4757,1,3.31
12,1,36,1.5,0.53706,1.4083,3,4.3745,1,0.79145
12,1,37,1.5,0.71722,1.3408,2,1.4866,1,0.50677
12,1,38,1.5,0.55597,1.1325,2,1.254,1,1.2843
12,1,39,1.5,0.56794,1.3682,2,1.5173,1,0.5042
12,1,40,1.5,0.60632,1.6942,1,3.5134,1,0.82429
12,1,41,1.5,0.65344,1.305,2,1.3964,0,0.60498
12,1,42,1.5,0.58049,1.5552,2,1.7218,0,0.73231
12,1,43,1.5,0.55607,1.2576,2,1.1253,1,0.53859
12,1,44,1.5,0.56871,1.406,3,1.7349,0,0.70507
12,1,45,1.5,0.45908,1.689,3,1.3723,0,1.8724
12,1,46,1.5,0.56854,1.5522,2,1.344,1,0.56449
12,1,47,1.5,0.57002,1.1837,2,1.8183,0,0.69191
12,1,48,1.5,0.49068,1.4709,3,1.2573,1,1.2998
12,1,49,1.5,0.53618,1.4657,2,1.2784,1,0.64003
12,1,50,1.5,1.5079,0.92306,3,1.6379,1,1.1952
12,1,51,1.5,0.58201,1.2873,2,2.1587,0,0.59784
12,1,52,1.5,0.51103,1.4279,3,1.7147,0,0.58893
12,1,53,1.5,0.50296,1.0697,2,3.1968,0,1.9989
12,1,54,1.5,0.63398,1.615,3,1.4392,1,0.68493
12,1,55,1.5,0.55577,1.0824,2,1.3415,1,0.80062
12,1,56,1.5,0.41447,1.6241,2,1.1857,0,0.59545
12,1,57,1.5,0.51624,1.8512,3,1.8163,0,0.71478
12,1,58,1.5,0.52471,1.6253,2,1.5001,1,0.77877
12,1,59,1.5,0.52411,1.3617,1,2.0734,1,0.80902
12,1,60,1.5,0.51798,1.3399,2,2.2117,1,1.5377
13,1,1,1.5,3.8442,1.0358,2,3.1954,0,0.74575
13,1,2,1.5,1.7677,1.1005,2,2.2993,0,0.49361
13,1,3,1.5,1.7003,1.6763,2,4.7744,1,2.903
13,1,4,1.5,2.8908,0.85754,2,2.3796,0,0.7483
13,1,5,1.5,2.4466,1.005,1,3.5581,0,1.2187
13,1,6,1.5,2.025,1.3327,2,1.5858,0,0.20664
13,1,7,1.5,3.6259,1.1093,2,2.1555,0,0.38817
13,1,8,1.5,3.5314,0.8491,2,5.1897,0,1.8071
13,1,9,1.5,0.14333,1.4245,2,1.6572,0,0.2177
13,1,10,1.5,1.8026,1.608,3,2.5681,0,2.7572
13,1,11,1.5,1.6432,1.5498,2,0.91275,0,1.0008
13,1,12,1.5,2.2217,1.6008,2,1.0018,0,0.36419
13,1,13,1.5,0.67154,1.3507,2,1.5955,0,0.25406
13,1,14,1.5,0.58719,1.2381,2,1.2726,1,2.2424
13,1,15,1.5,0.46082,1.1578,2,1.2645,0,4.2649
13,1,16,1.5,1.8581,1.7782,2,1.4911,0,0.61059
13,1,17,1.5,3.1678,0.69686,2,3.4647,1,1.6369
13,1,18,1.5,0.67467,1.5339,2,5.4343,0,0.39754
13,1,19,1.5,0.81079,1.1889,2,1.0264,1,2.7527
13,1,20,1.5,0.79139,1.3325,2,2.4651,0,2.291
13,1,21,1.5,0.58392,1.461,2,1.559,1,0.56648
13,1,22,1.5,1.2275,1.3032,2,0.9905,1,0.66838
13,1,23,1.5,1.1898,1.2511,2,1.337,1,0.6689
13,1,24,1.5,0.66802,1.2011,2,1.3804,0,0.73145
13,1,25,1.5,0.51085,1.4474,2,1.1125,0,1.6509
13,1,26,1.5,0.70482,1.2452,2,1.0428,0,0.53567
13,1,27,1.5,1.1707,1.3114,2,0.82176,0,0.50889
13,1,28,1.5,0.11371,1.5488,2,0.71984,0,0.63147
13,1,29,1.5,0.59222,1.3813,2,1.969,0,0.61965
13,1,30,1.5,4.8115,1.4197,2,0.90996,0,5.5993
13,1,31,1.5,1.3846,1.446,2,0.77478,0,0.44447
13,1,32,1.5,0.75681,1.5758,2,0.99512,0,0.24683
13,1,33,1.5,0.7211,1.8344,2,0.77918,0,0.21243
13,1,34,1.5,1.3562,0.84914,2,0.70627,0,0.27379
13,1,35,1.5,0.62324,1.2469,2,0.57177,0,0.30783
13,1,36,1.5,0.63501,1.2936,2,0.46889,0,1.0637
13,1,37,1.5,0.59768,1.8556,2,1.0365,1,0.58042
13,1,38,1.5,0.3416,1.54,2,0.73553,1,0.6528
13,1,39,1.5,0.9678,1.2215,2,2.0837,0,0.73166
13,1,40,1.5,0.58443,1.3921,2,0.51256,0,0.85494
13,1,41,1.5,0.5548,1.2498,2,4.6434,0,1.9822
13,1,42,1.5,0.58049,1.506,2,0.90337,0,0.62439
13,1,43,1.5,0.63064,1.7764,2,2.0758,0,0.22821
13,1,44,1.5,0.50201,1.7457,2,0.40184,0,0.29987
13,1,45,1.5,0.37926,1.7469,2,0.51576,0,0.28514
13,1,46,1.5,0.43804,1.5106,2,2.4819,0,0.30104
13,1,47,1.5,2.1236,1.5073,2,1.2646,1,0.74273
13,1,48,1.5,2.1362,1.2052,2,1.2163,0,0.4629
13,1,49,1.5,2.3511,1.5608,2,1.1647,0,0.73259
13,1,50,1.5,3.2016,1.3232,2,0.94921,0,0.71035
13,1,51,1.5,0.621,3.3918,1,5.7253,1,1.3816
13,1,52,1.5,2.6412,1.1853,2,2.3958,0,1.2297
13,1,53,1.5,2.5694,1.3327,2,0.85628,0,0.24113
13,1,54,1.5,0.70956,1.4061,2,0.38448,0,0.90807
13,1,55,1.5,1.6639,1.2516,2,3.1022,0,0.13449
13,1,56,1.5,0.62274,1.3248,2,1.1855,0,0.30801
13,1,57,1.5,0.65004,1.346,2,0.61747,0,0.25822
13,1,58,1.5,1.364,1.4827,2,0.98987,0,0.15129
13,1,59,1.5,1.2144,1.4227,2,1.7794,0,0.69343
13,1,60,1.5,0.48631,1.3211,2,1.7119,1,0.82769
14,1,1,1.5,2.8572,1.425,2,2.9376,0,2.0531
14,1,2,1.5,1.7119,1.3508,2,3.668,1,2.5404
14,1,3,1.5,1.6304,1.2994,3,1.7904,0,1.4735
14,1,4,1.5,1.3272,1.4376,3,1.4574,0,1.787
14,1,5,1.5,1.529,1.2513,3,1.5319,0,1.3652
14,1,6,1.5,1.3262,1.473,3,1.3351,1,1.2316
14,1,7,1.5,0.79277,1.4982,2,2.5891,1,1.1695
14,1,8,1.5,1.0127,1.2625,3,1.3877,1,1.6592
14,1,9,1.5,0.79325,1.7985,3,2.1401,0,2.0578
14,1,10,1.5,1.5216,1.4701,2,1.3314,1,1.041
14,1,11,1.5,1.5083,1.255,3,1.6605,0,1.5142
14,1,12,1.5,0.69646,1.575,3,1.6623,0,1.6135
14,1,13,1.5,0.9992,1.4882,3,1.7703,0,1.6453
14,1,14,1.5,0.62642,1.4632,3,1.4392,0,1.6589
14,1,15,1.5,0.91006,1.1742,2,1.0131,0,1.2145
14,1,16,1.5,0.69086,1.6374,3,3.1441,0,1.5727
14,1,17,1.5,0.67182,1.3804,3,3.1508,1,1.2286
14,1,18,1.5,2.8451,1.1185,1,3.2063,0,1.4931
14,1,19,1.5,0.57707,1.7892,2,1.9839,1,1.4524
14,1,20,1.5,2.0909,2.0939,2,5.5386,1,1.2007
14,1,21,1.5,0.61476,1.2226,2,1.0728,1,1.3117
14,1,22,1.5,0.61529,1.4408,3,2.0869,0,1.7189
14,1,23,1.5,0.57632,1.5711,3,2.596,1,0.87552
14,1,24,1.5,1.3131,1.0253,3,1.1896,1,0.74887
14,1,25,1.5,0.74435,0.77509,2,2.8765,0,2.3105
14,1,26,1.5,0.67346,1.9198,2,1.5436,1,0.78834
14,1,27,1.5,0.69973,1.2403,3,1.4496,0,1.6277
14,1,28,1.5,0.52432,1.1826,3,1.3421,0,0.70115
14,1,29,1.5,0.60876,1.1733,3,1.4486,0,0.66555
14,1,30,1.5,0.41443,1.2155,2,1.6778,1,0.7014
14,1,31,1.5,0.54502,1.4242,2,1.6869,1,1.8562
14,1,32,1.5,0.53051,1.0554,3,1.9231,1,0.90999
14,1,33,1.5,0.5816,1.377,3,1.3027,1,0.83253
14,1,34,1.5,0.69268,1.2747,2,0.81355,1,0.89064
14,1,35,1.5,0.65333,1.1954,3,2.7116,1,0.88721
14,1,36,1.5,0.61488,1.335,3,1.1688,0,1.694
14,1,37,1.5,0.57551,1.5386,2,1.3472,1,1.2769
14,1,38,1.5,0.80678,1.2586,3,1.5873,1,1.1955
14,1,39,1.5,0.57017,1.3789,2,1.0488,1,1.9666
14,1,40,1.5,0.57706,1.1747,3,1.213,1,0.87552
14,1,41,1.5,2.3641,1.3643,1,1.3517,0,1.2318
14,1,42,1.5,0.4726,1.3201,2,1.0318,0,0.79154
