Subj_idx,Stimulus,Response,Confidence,RT_dec,stim1,stim2,incentive,accuracy,feeback_performance,feedback_lottery,block,trial_in_block
1001,1,-1,0.7,877,0.317,0.26,1,0,0,-1,1,1
1001,-1,-1,0.9,698,0.188,0.266,1,1,1,0,1,2
1001,-1,-1,0.7,821,0.414,0.532,3,1,0,1,1,3
1001,-1,-1,0.85,869,0.415,0.493,2,1,0,1,1,4
1001,-1,-1,0.85,793,0.083,0.113,1,1,1,0,1,5
1001,1,1,0.6,1419,0.451,0.354,3,1,0,1,1,6
1001,-1,-1,0.8,881,0.269,0.321,3,1,0,1,1,7
1001,-1,-1,0.6,4633,0.201,0.232,2,1,0,1,1,8
1001,1,1,0.6,1738,0.244,0.235,2,1,0,1,1,9
1001,-1,-1,0.65,937,0.402,0.48,3,1,0,-1,1,10
1001,1,1,0.65,1689,0.488,0.391,2,1,1,0,1,11
1001,1,1,0.6,2115,0.507,0.476,3,1,0,1,1,12
1001,1,1,0.6,1649,0.42,0.41,3,1,0,-1,1,13
1001,1,-1,0.65,996,0.095,0.038,3,0,0,1,1,14
1001,-1,-1,0.7,1206,0.464,0.543,1,1,1,0,1,15
1001,-1,-1,0.9,718,0.049,0.128,2,1,1,0,1,16
1001,-1,-1,0.9,875,0.032,0.084,1,1,0,1,1,17
1001,1,1,0.65,1310,0.406,0.376,3,1,1,0,1,18
1001,1,1,0.75,814,0.199,0.102,1,1,1,0,1,19
1001,1,1,0.6,1717,0.191,0.182,3,1,0,1,1,20
1001,-1,-1,0.65,1593,0.298,0.328,2,1,0,1,1,21
1001,-1,-1,0.8,922,0.317,0.348,3,1,1,0,1,22
1001,1,-1,0.65,1372,0.128,0.071,1,0,0,1,1,23
1001,1,1,0.7,1197,0.464,0.407,1,1,0,1,1,24
1001,-1,-1,0.65,1420,0.488,0.54,3,1,0,1,1,25
1001,-1,-1,0.7,1711,0.397,0.427,2,1,1,0,1,26
1001,-1,-1,0.75,975,0.361,0.478,1,1,1,0,1,27
1001,-1,-1,0.9,950,0.284,0.362,3,1,1,0,1,28
1001,1,1,0.65,2144,0.386,0.376,2,1,0,1,1,29
1001,-1,-1,0.8,854,0.331,0.41,2,1,1,0,1,30
1001,1,1,0.85,978,0.558,0.461,3,1,0,1,1,31
1001,-1,1,0.65,1257,0.353,0.405,2,0,0,-1,1,32
1001,-1,-1,0.95,930,0.179,0.21,1,1,1,0,1,33
1001,1,1,0.9,842,0.374,0.344,1,1,0,1,1,34
1001,1,1,0.8,1689,0.152,0.143,1,1,1,0,1,35
1001,-1,1,0.6,2463,0.366,0.418,1,0,0,1,1,36
1001,1,1,0.7,1085,0.206,0.11,1,1,0,1,1,37
1001,1,1,0.6,1592,0.186,0.155,2,1,0,-1,1,38
1001,-1,-1,0.7,1075,0.387,0.439,1,1,1,0,1,39
1001,-1,-1,0.85,890,0.283,0.401,2,1,1,0,1,40
1001,-1,-1,0.8,937,0.117,0.235,3,1,1,0,1,41
1001,-1,-1,0.95,811,0.035,0.113,1,1,0,-1,1,42
1001,1,1,0.6,1501,0.235,0.204,3,1,0,1,1,43
1001,1,1,0.6,1167,0.356,0.325,3,1,0,-1,1,44
1001,-1,-1,0.8,884,0.139,0.169,3,1,0,1,1,45
1001,1,-1,0.85,1135,0.133,0.102,1,0,-1,0,1,46
1001,-1,-1,0.85,930,0.253,0.371,1,1,1,0,1,47
1001,-1,1,0.65,1404,0.344,0.462,3,0,-1,0,1,48
1001,-1,1,0.65,1169,0.406,0.484,2,0,0,1,1,49
1001,-1,-1,0.85,1036,0.288,0.34,2,1,1,0,1,50
1001,1,1,0.75,1082,0.451,0.394,2,1,1,0,1,51
1001,1,-1,0.9,771,0.19,0.16,1,0,-1,0,1,52
1001,-1,-1,0.9,804,0.161,0.239,3,1,1,0,1,53
1001,1,1,0.7,1575,0.49,0.433,2,1,1,0,1,54
1001,1,-1,0.7,2389,0.465,0.456,1,0,0,1,1,55
1001,1,1,0.75,1907,0.126,0.117,1,1,0,1,1,56
1001,1,-1,0.65,1591,0.293,0.197,1,0,0,-1,1,57
1001,-1,-1,0.9,819,0.384,0.501,1,1,0,1,1,58
1001,-1,1,0.75,1284,0.408,0.46,2,0,0,1,1,59
1001,1,1,0.6,2509,0.473,0.416,3,1,0,-1,1,60
1001,1,-1,0.6,1376,0.331,0.234,3,0,0,1,1,61
1001,1,-1,0.7,1500,0.241,0.184,3,0,0,1,1,62
1001,-1,-1,0.9,808,0.079,0.109,1,1,0,1,1,63
1001,-1,-1,0.7,1091,0.199,0.278,3,1,0,1,1,64
1001,1,-1,0.7,1540,0.445,0.436,2,0,0,1,1,65
1001,1,-1,0.9,863,0.046,0.036,3,0,-1,0,1,66
1001,1,-1,0.9,897,0.15,0.12,1,0,-1,0,1,67
1001,1,-1,0.9,858,0.213,0.204,1,0,-1,0,1,68
1001,1,-1,0.65,1635,0.409,0.352,3,0,-1,0,1,69
1001,1,-1,0.6,1143,0.507,0.498,3,0,0,1,1,70
1001,1,1,0.6,1228,0.364,0.307,2,1,0,1,1,71
1001,1,1,0.8,1062,0.393,0.362,2,1,1,0,1,72
1001,-1,1,0.7,1344,0.375,0.405,1,0,0,1,1,73
1001,1,-1,0.9,925,0.063,0.054,2,0,-1,0,1,74
1001,1,1,0.9,996,0.131,0.034,2,1,1,0,1,75
1001,1,-1,0.7,1797,0.222,0.165,1,0,0,-1,1,76
1001,-1,-1,0.8,827,0.19,0.242,3,1,0,1,1,77
1001,-1,-1,0.8,971,0.416,0.447,3,1,0,1,1,78
1001,1,1,0.65,1805,0.285,0.254,2,1,1,0,1,79
1001,1,-1,0.7,2391,0.401,0.344,2,0,0,-1,1,80
1001,-1,-1,0.9,956,0.134,0.186,3,1,0,1,1,81
1001,-1,-1,0.9,927,0.484,0.602,2,1,1,0,1,82
1001,-1,-1,0.9,2161,0.472,0.502,2,1,0,1,1,83
1001,-1,-1,0.85,997,0.475,0.527,1,1,1,0,1,84
1001,-1,1,0.6,2163,0.385,0.503,2,0,-1,0,1,85
1001,-1,-1,0.95,804,0.027,0.145,1,1,1,0,1,86
1001,-1,-1,0.95,827,0.164,0.281,3,1,1,0,1,87
1001,-1,-1,0.95,876,0.421,0.539,2,1,1,0,1,88
1001,-1,1,0.75,1006,0.273,0.325,2,0,-1,0,1,89
1001,-1,-1,0.75,1368,0.191,0.269,1,1,1,0,1,90
1001,1,1,0.75,1136,0.353,0.256,1,1,1,0,1,91
1001,1,1,0.65,1112,0.333,0.237,2,1,0,-1,1,92
1001,1,1,0.85,1140,0.563,0.466,3,1,1,0,1,93
1001,-1,-1,0.65,1021,0.232,0.262,3,1,0,1,1,94
1001,1,1,0.7,1252,0.59,0.493,2,1,1,0,1,95
1001,1,-1,0.75,1343,0.279,0.248,2,0,0,1,1,96
1001,1,-1,0.7,1920,0.11,0.058,1,0,0,1,2,1
1001,1,1,0.65,1398,0.407,0.355,1,1,0,-1,2,2
1001,1,-1,0.55,2069,0.014,0.013,1,0,-1,0,2,3
1001,-1,-1,0.85,719,0.29,0.352,3,1,1,0,2,4
1001,1,-1,0.65,1141,0.644,0.478,3,0,-1,0,2,5
1001,-1,-1,0.9,770,0.108,0.17,2,1,0,1,2,6
1001,1,1,0.65,1526,0.187,0.107,2,1,0,1,2,7
1001,1,1,0.65,1279,0.4,0.399,2,1,0,1,2,8
1001,1,-1,0.7,860,0.473,0.472,2,0,-1,0,2,9
1001,1,1,0.85,856,0.526,0.36,2,1,1,0,2,10
1001,-1,-1,0.75,2174,0.416,0.443,1,1,0,1,2,11
1001,1,1,0.8,870,0.361,0.246,1,1,0,1,2,12
1001,1,1,0.95,1076,0.055,0.003,3,1,1,0,2,13
1001,1,1,0.95,887,0.578,0.463,3,1,1,0,2,14
1001,1,1,0.85,864,0.295,0.18,3,1,0,1,2,15
1001,-1,1,0.7,1314,0.107,0.22,1,0,-1,0,2,16
1001,-1,-1,0.85,940,0.427,0.454,1,1,1,0,2,17
1001,-1,1,0.65,2101,0.362,0.475,3,0,-1,0,2,18
1001,1,1,0.8,875,0.121,0.04,1,1,1,0,2,19
1001,-1,1,0.7,2784,0.371,0.398,1,0,0,1,2,20
1001,1,1,0.65,1467,0.576,0.496,3,1,1,0,2,21
1001,1,-1,0.7,921,0.512,0.46,3,0,-1,0,2,22
1001,-1,-1,0.85,771,0.32,0.434,1,1,0,1,2,23
1001,1,-1,0.95,910,0.137,0.085,1,0,-1,0,2,24
1001,1,1,0.95,1274,0.542,0.462,2,1,1,0,2,25
1001,-1,-1,0.9,762,0.384,0.445,3,1,1,0,2,26
1001,-1,-1,0.9,710,0.136,0.249,1,1,1,0,2,27
1001,1,1,0.8,1594,0.493,0.441,2,1,1,0,2,28
1001,-1,-1,0.95,816,0.02,0.047,3,1,1,0,2,29
1001,1,1,0.95,894,0.376,0.261,2,1,1,0,2,30
1001,-1,-1,0.95,1035,0.055,0.168,2,1,1,0,2,31
1001,1,1,0.9,1094,0.309,0.194,1,1,1,0,2,32
1001,1,1,0.95,885,0.121,0.006,2,1,1,0,2,33
1001,1,-1,0.65,1745,0.115,0.114,3,0,-1,0,2,34
1001,1,1,0.65,2244,0.539,0.372,2,1,0,1,2,35
1001,1,1,0.95,887,0.289,0.122,1,1,1,0,2,36
1001,-1,-1,0.9,909,0.051,0.078,3,1,0,1,2,37
1001,-1,-1,0.9,819,0.034,0.147,3,1,1,0,2,38
1001,1,1,0.65,1728,0.472,0.391,3,1,0,1,2,39
1001,1,-1,0.75,1998,0.182,0.13,2,0,0,1,2,40
1001,1,1,0.8,1202,0.355,0.189,2,1,1,0,2,41
1001,1,-1,0.8,959,0.465,0.464,1,0,0,1,2,42
1001,1,-1,0.6,1465,0.501,0.386,2,0,0,-1,2,43
1001,-1,-1,0.85,913,0.221,0.334,2,1,1,0,2,44
1001,1,-1,0.7,1074,0.295,0.18,1,0,0,1,2,45
1001,1,-1,0.7,2095,0.445,0.393,1,0,-1,0,2,46
1001,1,-1,0.9,780,0.2,0.199,1,0,-1,0,2,47
1001,-1,-1,0.65,1039,0.463,0.49,2,1,1,0,2,48
1001,-1,1,0.75,1015,0.406,0.433,2,0,-1,0,2,49
1001,-1,-1,0.7,823,0.27,0.332,3,1,0,-1,2,50
1001,1,-1,0.8,939,0.128,0.075,3,0,-1,0,2,51
1001,1,1,0.85,840,0.365,0.199,2,1,1,0,2,52
1001,1,1,0.75,1134,0.202,0.087,1,1,1,0,2,53
1001,1,1,0.7,2833,0.417,0.416,2,1,1,0,2,54
1001,1,1,0.95,1168,0.171,0.004,3,1,1,0,2,55
1001,1,1,0.95,1159,0.097,0.016,2,1,1,0,2,56
1001,-1,-1,0.7,1635,0.38,0.441,2,1,0,1,2,57
1001,1,1,0.85,1051,0.3,0.219,2,1,1,0,2,58
1001,1,1,0.8,1347,0.489,0.322,3,1,0,1,2,59
1001,1,1,0.85,921,0.301,0.134,3,1,0,1,2,60
1001,1,-1,0.85,1200,0.566,0.486,3,0,0,1,2,61
1001,-1,-1,0.7,1800,0.24,0.353,2,1,0,1,2,62
1001,-1,-1,0.95,1115,0.066,0.179,2,1,0,1,2,63
1001,1,-1,0.85,1498,0.553,0.472,1,0,0,1,2,64
1001,1,1,0.9,886,0.298,0.245,2,1,1,0,2,65
1001,1,-1,0.65,1530,0.402,0.321,3,0,-1,0,2,66
1001,-1,-1,0.9,888,0.027,0.088,2,1,0,1,2,67
1001,1,1,0.8,1097,0.328,0.214,3,1,1,0,2,68
1001,-1,-1,0.9,900,0.327,0.355,1,1,1,0,2,69
1001,1,-1,0.7,1386,0.236,0.235,3,0,0,1,2,70
1001,-1,-1,0.8,977,0.396,0.457,1,1,0,1,2,71
1001,-1,-1,0.95,869,0.084,0.197,3,1,1,0,2,72
1001,1,-1,0.8,2040,0.584,0.417,1,0,-1,0,2,73
1001,1,-1,0.9,845,0.225,0.224,1,0,0,1,2,74
1001,-1,1,0.7,1585,0.255,0.368,1,0,0,1,2,75
1001,1,-1,0.85,931,0.07,0.069,2,0,-1,0,2,76
1001,-1,-1,0.7,1307,0.404,0.466,1,1,1,0,2,77
1001,1,-1,0.7,897,0.38,0.328,2,0,-1,0,2,78
1001,-1,-1,0.9,754,0.084,0.146,1,1,1,0,2,79
1001,1,1,0.7,1537,0.581,0.414,1,1,1,0,2,80
1001,1,-1,0.8,939,0.354,0.353,3,0,-1,0,2,81
1001,1,1,0.75,1386,0.358,0.191,1,1,1,0,2,82
1001,-1,1,0.7,956,0.434,0.495,1,0,0,1,2,83
1001,-1,-1,0.65,1582,0.27,0.297,3,1,0,1,2,84
1001,1,-1,0.65,1040,0.021,0.02,3,0,0,1,2,85
1001,1,-1,0.65,1182,0.393,0.279,2,0,0,1,2,86
1001,1,-1,0.65,1385,0.523,0.442,1,0,0,1,2,87
1001,-1,-1,0.7,1169,0.497,0.558,2,1,0,1,2,88
1001,-1,-1,0.9,1305,0.412,0.525,3,1,1,0,2,89
1001,-1,-1,0.9,926,0.044,0.071,2,1,0,1,2,90
1001,1,-1,0.65,2009,0.519,0.467,3,0,0,1,2,91
1001,1,1,0.7,1183,0.542,0.461,1,1,1,0,2,92
1001,1,1,0.8,861,0.168,0.053,3,1,1,0,2,93
1001,-1,-1,0.85,874,0.302,0.329,2,1,0,1,2,94
1001,-1,-1,0.85,1399,0.499,0.526,3,1,0,1,2,95
1001,-1,-1,0.9,844,0.104,0.165,3,1,1,0,2,96
1002,1,-1,0.85,501,0.195,0.138,1,0,-1,0,1,1
1002,-1,1,0.5,3885,0.015,0.017,3,0,0,1,1,2
1002,1,-1,0.8,645,0.515,0.426,3,0,-1,0,1,3
1002,1,1,0.5,861,0.24,0.123,3,1,0,1,1,4
1002,1,-1,0.7,1161,0.155,0.084,3,0,0,-1,1,5
1002,1,1,0.6,1375,0.335,0.278,2,1,0,1,1,6
1002,-1,-1,0.95,550,0.143,0.172,1,1,1,0,1,7
1002,1,-1,0.75,584,0.329,0.314,2,0,-1,0,1,8
1002,1,-1,0.85,744,0.477,0.361,1,0,-1,0,1,9
1002,-1,-1,0.95,532,0.45,0.452,1,1,1,0,1,10
1002,1,1,0.85,2349,0.408,0.352,1,1,0,1,1,11
1002,1,1,0.5,3596,0.018,0.002,2,1,0,1,1,12
1002,1,1,0.7,902,0.135,0.105,3,1,1,0,1,13
1002,-1,-1,0.95,477,0.494,0.524,1,1,1,0,1,14
1002,1,1,0.95,485,0.136,0.02,2,1,1,0,1,15
1002,1,1,0.95,584,0.327,0.238,1,1,1,0,1,16
1002,1,-1,0.65,856,0.534,0.445,3,0,0,1,1,17
1002,1,1,0.9,399,0.174,0.084,2,1,1,0,1,18
1002,1,1,0.85,1016,0.417,0.301,1,1,0,-1,1,19
1002,1,-1,0.95,732,0.512,0.482,1,0,-1,0,1,20
1002,1,1,0.95,1673,0.425,0.354,1,1,1,0,1,21
1002,-1,-1,0.75,630,0.08,0.082,3,1,0,1,1,22
1002,-1,-1,0.7,1586,0.42,0.449,3,1,0,-1,1,23
1002,1,1,0.85,764,0.251,0.18,2,1,1,0,1,24
1002,1,1,0.95,515,0.111,0.054,3,1,1,0,1,25
1002,-1,1,0.9,1485,0.027,0.056,2,0,-1,0,1,26
1002,-1,-1,0.95,701,0.315,0.317,1,1,1,0,1,27
1002,1,1,0.9,854,0.312,0.223,2,1,1,0,1,28
1002,1,-1,0.9,788,0.116,0.086,3,0,0,1,1,29
1002,1,-1,0.9,580,0.294,0.237,3,0,0,-1,1,30
1002,1,1,0.6,2277,0.43,0.415,3,1,0,1,1,31
1002,1,1,0.95,532,0.128,0.057,3,1,1,0,1,32
1002,-1,-1,0.95,397,0.286,0.315,2,1,0,1,1,33
1002,1,1,0.9,1172,0.513,0.423,2,1,1,0,1,34
1002,-1,-1,0.95,369,0.115,0.144,3,1,1,0,1,35
1002,1,1,0.55,1458,0.227,0.156,3,1,0,1,1,36
1002,1,1,0.95,647,0.189,0.073,3,1,1,0,1,37
1002,1,-1,0.95,470,0.295,0.28,3,0,-1,0,1,38
1002,-1,-1,0.95,642,0.475,0.477,2,1,1,0,1,39
1002,-1,-1,0.95,408,0.344,0.373,1,1,1,0,1,40
1002,1,1,1,407,0.139,0.023,2,1,0,-1,1,41
1002,1,-1,0.95,1066,0.225,0.209,1,0,-1,0,1,42
1002,1,1,0.6,920,0.333,0.276,3,1,0,1,1,43
1002,1,-1,0.5,476,0.387,0.357,3,0,0,1,1,44
1002,1,-1,0.9,1037,0.422,0.391,2,0,-1,0,1,45
1002,-1,-1,1,1904,0.018,0.02,1,1,0,-1,1,46
1002,1,-1,0.95,734,0.305,0.29,2,0,-1,0,1,47
1002,1,1,1,595,0.555,0.499,1,1,1,0,1,48
1002,1,1,0.95,737,0.519,0.463,2,1,1,0,1,49
1002,-1,-1,1,435,0.437,0.466,1,1,1,0,1,50
1002,-1,1,1,552,0.437,0.44,1,0,-1,0,1,51
1002,1,-1,0.9,740,0.075,0.045,2,0,0,1,1,52
1002,1,1,0.95,651,0.527,0.437,1,1,1,0,1,53
1002,-1,-1,0.65,1410,0.015,0.017,2,1,0,-1,1,54
1002,1,1,0.9,562,0.217,0.16,2,1,1,0,1,55
1002,1,-1,0.95,455,0.442,0.427,1,0,-1,0,1,56
1002,1,1,0.9,589,0.367,0.337,1,1,1,0,1,57
1002,1,1,0.5,485,0.288,0.172,3,1,0,-1,1,58
1002,1,-1,0.95,1192,0.202,0.172,1,0,-1,0,1,59
1002,1,1,0.95,521,0.411,0.295,1,1,1,0,1,60
1002,1,1,1,431,0.6,0.484,2,1,1,0,1,61
1002,1,-1,0.9,1010,0.348,0.259,1,0,0,1,1,62
1002,-1,-1,0.95,524,0.123,0.125,2,1,1,0,1,63
1002,1,-1,0.95,410,0.314,0.298,2,0,-1,0,1,64
1002,1,1,0.95,472,0.107,0.017,3,1,1,0,1,65
1002,1,1,1,448,0.102,0.012,1,1,0,-1,1,66
1002,1,1,0.85,1444,0.509,0.438,1,1,1,0,1,67
1002,1,1,0.9,670,0.255,0.166,2,1,1,0,1,68
1002,1,1,0.75,1012,0.411,0.295,3,1,1,0,1,69
1002,1,-1,0.75,1108,0.358,0.287,2,0,-1,0,1,70
1002,-1,-1,1,486,0.009,0.038,2,1,1,0,1,71
1002,1,-1,0.95,571,0.396,0.325,2,0,-1,0,1,72
1002,1,-1,1,432,0.389,0.359,2,0,-1,0,1,73
1002,1,1,1,478,0.152,0.136,1,1,1,0,1,74
1002,1,1,0.6,705,0.063,0.048,3,1,0,1,1,75
1002,1,1,1,806,0.174,0.102,1,1,1,0,1,76
1002,-1,-1,0.7,504,0.35,0.379,3,1,0,1,1,77
1002,-1,-1,0.5,1146,0.011,0.013,2,1,0,-1,1,78
1002,-1,-1,0.75,594,0.043,0.046,3,1,0,1,1,79
1002,1,-1,0.95,514,0.49,0.418,2,0,-1,0,1,80
1002,1,1,0.95,520,0.065,0.05,1,1,1,0,1,81
1002,1,1,0.9,663,0.259,0.187,1,1,1,0,1,82
1002,1,-1,0.95,513,0.199,0.169,1,0,-1,0,1,83
1002,-1,-1,0.6,462,0.287,0.316,2,1,0,1,1,84
1002,1,1,0.95,537,0.298,0.182,1,1,1,0,1,85
1002,-1,-1,0.8,441,0.321,0.35,3,1,1,0,1,86
1002,1,-1,0.9,532,0.473,0.457,3,0,-1,0,1,87
1002,-1,-1,0.6,529,0.443,0.445,3,1,0,1,1,88
1002,1,1,0.9,1150,0.29,0.26,2,1,1,0,1,89
1002,1,1,0.75,442,0.156,0.099,3,1,0,-1,1,90
1002,1,1,0.65,844,0.216,0.185,3,1,0,1,1,91
1002,1,1,0.65,562,0.407,0.318,3,1,0,1,1,92
1002,1,1,0.95,1493,0.266,0.209,1,1,1,0,1,93
1002,1,1,0.75,476,0.151,0.079,3,1,0,1,1,94
1002,1,1,1,376,0.058,0.001,2,1,1,0,1,95
1002,1,-1,0.8,1452,0.313,0.197,2,0,0,1,1,96
1002,-1,-1,1,459,0.475,0.483,2,1,1,0,2,1
1002,-1,-1,1,408,0.393,0.43,2,1,1,0,2,2
1002,1,-1,1,408,0.37,0.343,2,0,-1,0,2,3
1002,1,1,0.9,508,0.291,0.2,2,1,0,1,2,4
1002,-1,-1,0.9,528,0.296,0.304,2,1,0,1,2,5
1002,-1,-1,0.75,519,0.456,0.493,3,1,1,0,2,6
1002,-1,-1,0.95,400,0.282,0.319,1,1,1,0,2,7
1002,-1,-1,0.95,651,0.455,0.492,2,1,1,0,2,8
1002,1,-1,0.75,385,0.499,0.488,3,0,0,-1,2,9
1002,1,1,0.95,564,0.076,0.004,3,1,0,1,2,10
1002,1,1,0.95,598,0.246,0.174,1,1,0,1,2,11
1002,1,1,0.95,514,0.465,0.409,3,1,1,0,2,12
1002,-1,1,0.95,645,0.092,0.1,2,0,-1,0,2,13
1002,1,-1,1,819,0.246,0.219,1,0,-1,0,2,14
1002,1,1,0.95,520,0.513,0.441,2,1,1,0,2,15
1002,1,1,1,352,0.345,0.225,1,1,1,0,2,16
1002,1,1,0.95,495,0.113,0.042,1,1,0,1,2,17
1002,1,-1,1,350,0.286,0.259,2,0,0,-1,2,18
1002,-1,1,0.75,976,0.271,0.278,2,0,0,1,2,19
1002,1,1,0.95,524,0.271,0.152,2,1,1,0,2,20
1002,1,1,0.85,521,0.603,0.483,3,1,1,0,2,21
1002,1,1,0.95,630,0.269,0.15,1,1,1,0,2,22
1002,-1,-1,1,363,0.459,0.467,1,1,1,0,2,23
1002,1,-1,0.95,407,0.518,0.427,2,0,-1,0,2,24
1002,1,-1,1,353,0.359,0.332,1,0,-1,0,2,25
1002,1,-1,0.55,738,0.479,0.468,3,0,0,1,2,26
1002,-1,1,0.6,713,0.351,0.359,3,0,0,1,2,27
1002,1,1,0.95,485,0.409,0.382,2,1,1,0,2,28
1002,1,1,0.9,486,0.257,0.202,2,1,1,0,2,29
1002,1,1,0.8,1155,0.13,0.119,2,1,0,-1,2,30
1002,-1,-1,0.95,389,0.281,0.289,3,1,1,0,2,31
1002,1,1,0.9,465,0.194,0.122,3,1,1,0,2,32
1002,1,1,1,337,0.213,0.093,1,1,1,0,2,33
1002,1,1,0.9,1595,0.374,0.347,2,1,1,0,2,34
1002,1,1,1,559,0.13,0.074,1,1,1,0,2,35
1002,-1,-1,1,294,0.1,0.137,2,1,1,0,2,36
1002,1,1,0.9,737,0.15,0.094,2,1,1,0,2,37
1002,1,1,1,419,0.116,0.026,2,1,1,0,2,38
1002,1,1,1,305,0.103,0.012,1,1,1,0,2,39
1002,1,-1,1,642,0.571,0.451,2,0,-1,0,2,40
1002,1,1,1,480,0.422,0.395,1,1,1,0,2,41
1002,1,1,0.85,751,0.545,0.473,2,1,1,0,2,42
1002,1,1,0.6,600,0.445,0.389,3,1,0,1,2,43
1002,1,1,0.85,814,0.459,0.448,1,1,1,0,2,44
1002,1,1,0.9,543,0.212,0.201,1,1,1,0,2,45
1002,1,-1,0.9,960,0.335,0.279,2,0,0,1,2,46
1002,1,1,0.9,308,0.588,0.497,3,1,0,1,2,47
1002,1,1,0.95,348,0.386,0.315,3,1,1,0,2,48
1002,1,1,0.9,339,0.452,0.332,3,1,1,0,2,49
1002,1,1,0.95,346,0.303,0.247,1,1,1,0,2,50
1002,-1,1,0.7,697,0.105,0.113,3,0,-1,0,2,51
1002,1,-1,0.6,478,0.148,0.137,3,0,0,1,2,52
1002,-1,-1,0.95,429,0.393,0.43,2,1,1,0,2,53
1002,1,1,0.85,348,0.309,0.253,3,1,0,1,2,54
1002,1,1,0.9,752,0.578,0.487,3,1,1,0,2,55
1002,-1,1,0.7,509,0.396,0.404,3,0,-1,0,2,56
1002,1,1,0.6,645,0.422,0.395,3,1,1,0,2,57
1002,1,1,0.95,549,0.417,0.346,2,1,1,0,2,58
1002,1,-1,0.9,1225,0.274,0.263,2,0,0,1,2,59
1002,-1,-1,0.95,351,0.297,0.333,3,1,1,0,2,60
1002,1,1,0.95,405,0.251,0.179,1,1,1,0,2,61
1002,1,-1,0.85,487,0.159,0.132,3,0,-1,0,2,62
1002,1,1,0.9,413,0.237,0.225,2,1,1,0,2,63
1002,1,1,0.9,323,0.295,0.175,2,1,0,1,2,64
1002,1,1,0.9,369,0.105,0.049,2,1,1,0,2,65
1002,1,-1,1,733,0.435,0.379,1,0,-1,0,2,66
1002,1,1,1,401,0.431,0.34,1,1,1,0,2,67
1002,1,1,0.95,378,0.263,0.172,3,1,1,0,2,68
1002,1,1,1,314,0.196,0.105,1,1,1,0,2,69
1002,1,1,0.7,745,0.156,0.129,3,1,1,0,2,70
1002,-1,-1,0.9,443,0.041,0.049,1,1,1,0,2,71
1002,1,-1,0.8,234,0.336,0.308,3,0,-1,0,2,72
1002,-1,-1,0.75,390,0.282,0.319,3,1,1,0,2,73
1002,1,-1,0.95,578,0.459,0.432,1,0,-1,0,2,74
1002,1,1,1,547,0.599,0.479,1,1,1,0,2,75
1002,1,-1,0.8,514,0.103,0.092,1,0,-1,0,2,76
1002,1,1,0.9,492,0.097,0.041,3,1,1,0,2,77
1002,-1,-1,1,314,0.051,0.088,1,1,1,0,2,78
1002,1,1,0.8,1139,0.479,0.388,1,1,0,-1,2,79
1002,-1,-1,1,642,0.468,0.476,1,1,1,0,2,80
1002,1,1,0.8,561,0.225,0.134,3,1,0,1,2,81
1002,1,1,0.95,654,0.436,0.38,1,1,1,0,2,82
1002,1,1,0.9,298,0.403,0.284,3,1,1,0,2,83
1002,1,1,0.95,411,0.107,0.036,2,1,1,0,2,84
1002,1,1,0.75,305,0.198,0.107,2,1,0,1,2,85
1002,1,1,0.9,441,0.237,0.117,2,1,1,0,2,86
1002,1,1,0.9,375,0.495,0.424,3,1,0,1,2,87
1002,1,1,0.9,344,0.265,0.146,3,1,1,0,2,88
1002,1,1,0.9,305,0.475,0.463,2,1,1,0,2,89
1002,-1,-1,0.9,504,0.331,0.338,1,1,1,0,2,90
1002,-1,-1,0.9,394,0.329,0.366,3,1,0,1,2,91
1002,1,-1,0.7,777,0.127,0.116,3,0,-1,0,2,92
1002,1,-1,0.95,596,0.493,0.481,1,0,-1,0,2,93
1002,-1,-1,1,453,0.036,0.073,1,1,1,0,2,94
1002,1,1,0.9,482,0.175,0.104,1,1,1,0,2,95
1002,-1,-1,1,430,0.343,0.38,1,1,1,0,2,96
1003,1,-1,0.5,1778,0.559,0.417,3,0,0,1,1,1
1003,-1,-1,0.5,1323,0.056,0.081,3,1,0,1,1,2
1003,1,1,0.9,1065,0.109,0.048,1,1,1,0,1,3
1003,1,-1,0.9,401,0.387,0.36,1,0,-1,0,1,4
1003,1,1,0.5,1027,0.524,0.267,3,1,0,1,1,5
1003,1,1,0.85,765,0.507,0.303,1,1,1,0,1,6
1003,1,1,0.85,837,0.094,0.032,3,1,0,1,1,7
1003,1,1,1,977,0.104,0.014,2,1,1,0,1,8
1003,1,1,0.5,1144,0.293,0.123,3,1,0,-1,1,9
1003,1,1,0.9,1279,0.589,0.333,1,1,1,0,1,10
1003,1,1,0.9,745,0.691,0.434,1,1,1,0,1,11
1003,1,1,0.5,629,0.501,0.411,3,1,0,1,1,12
1003,1,1,0.9,786,0.38,0.21,1,1,1,0,1,13
1003,-1,1,0.6,800,0.256,0.282,3,0,0,-1,1,14
1003,1,-1,0.7,1346,0.32,0.294,3,0,0,1,1,15
1003,1,-1,0.55,1307,0.454,0.284,3,0,0,1,1,16
1003,-1,-1,1,828,0.039,0.065,3,1,1,0,1,17
1003,1,-1,0.95,541,0.637,0.467,1,0,-1,0,1,18
1003,1,1,0.6,2287,0.603,0.433,1,1,0,1,1,19
1003,1,1,0.95,748,0.176,0.035,1,1,1,0,1,20
1003,1,-1,0.5,1019,0.454,0.284,3,0,0,1,1,21
1003,1,-1,0.9,691,0.51,0.484,1,0,-1,0,1,22
