Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Task
4,2,1,2,1.3798,1.1424,15,1
4,1,2,1,5.0269,0.53903,14,1
4,2,1,3,1.3306,0.90551,13,1
4,1,1,3,1.3917,1.9656,12,1
4,1,1,3,1.0995,2.1179,12,1
4,2,1,2,1.2195,1.6842,13,1
4,1,1,5,1.685,0.57338,12,1
4,2,2,4,1.5321,0.6466,12,1
4,2,1,2,1.2711,1.4928,13,1
4,2,2,2,3.0765,0.3411,12,1
4,2,2,4,0.83643,1.7778,12,1
4,1,1,6,0.63582,0.65517,13,1
4,1,1,3,1.1142,0.78634,13,1
4,2,2,4,1.799,0.50127,14,1
4,2,2,3,2.5161,0.72348,14,1
4,1,1,4,1.5418,0.98614,15,1
4,2,1,2,4.5911,1.3424,15,1
4,1,2,1,3.9789,0.59382,14,1
4,2,2,2,3.6399,1.709,13,1
4,2,2,2,3.9245,1.1547,13,1
4,1,1,4,1.0158,1.0857,14,1
4,2,1,3,1.3408,0.42731,14,1
4,1,1,3,1.8874,0.69299,13,1
4,1,1,5,0.72872,0.85991,13,1
4,2,2,2,1.6936,1.2442,14,1
4,1,1,5,0.38122,0.93374,14,1
4,2,1,3,0.96349,1.0076,15,1
4,1,1,6,0.8264,0.54256,14,1
4,1,2,3,3.2106,1.4716,14,1
4,2,1,4,1.2416,0.3592,13,1
4,1,1,5,0.69007,0.85869,12,1
4,1,1,3,1.0866,1.3919,12,1
4,2,2,5,1.0852,0.7241,12,1
4,1,1,3,0.61594,0.64286,12,1
4,2,1,2,0.58192,1.87,13,1
4,2,2,4,0.55536,0.50587,12,1
4,1,1,4,0.65536,0.57167,12,1
4,1,1,3,1.1176,0.52301,13,1
4,1,1,4,1.2461,0.82822,13,1
4,1,2,3,0.79711,0.85764,14,1
4,1,2,1,2.0317,1.1398,13,1
4,2,2,6,0.53327,0.68474,12,1
4,2,2,5,1.4058,0.67897,12,1
4,1,1,6,0.72666,0.35461,13,1
4,2,2,4,1.2227,0.53399,13,1
4,2,2,3,2.5314,1.5684,14,1
4,1,2,1,7.5298,0.60576,14,1
4,1,1,1,1.4035,3.4307,13,1
4,1,1,3,0.77063,0.54027,13,1
4,2,2,2,0.52492,0.77008,14,1
4,1,1,4,0.37515,0.61194,14,1
4,2,2,5,0.77325,0.98873,15,1
4,1,2,2,2.1259,1.5276,15,1
4,1,1,3,0.56615,0.33173,14,1
4,2,1,3,1.216,0.37121,14,1
4,1,1,2,0.27856,0.69269,13,1
4,1,1,4,1.2206,1.0898,13,1
4,1,1,4,0.92374,1.3907,14,1
4,2,1,2,2.4908,1.0047,14,1
4,2,2,3,1.0728,1.1734,13,1
4,2,2,1,1.9398,0.76547,13,1
4,1,1,4,0.73331,1.2556,14,1
4,1,1,2,2.8541,1.8181,14,1
4,2,1,3,1.3591,0.60742,15,1
4,2,2,1,1.6738,0.94592,14,1
4,2,1,2,0.87129,2.7079,14,1
4,2,2,2,2.0532,3.3547,13,1
4,1,1,4,1.0709,0.97383,13,1
4,2,2,3,1.7117,0.36858,14,1
4,2,1,2,1.3845,1.3792,14,1
4,1,1,5,1.142,0.81245,13,1
4,2,2,4,0.98884,0.76316,13,1
4,2,1,1,2.6876,0.64989,14,1
4,1,2,1,2.9434,0.35002,13,1
4,2,2,1,3.0192,0.56629,12,1
4,1,1,1,2.9793,0.98804,12,1
4,1,2,1,4.2099,0.81625,13,1
4,1,1,3,1.193,0.59178,12,1
4,2,2,2,1.2578,0.75852,12,1
4,2,2,2,2.1466,0.58547,13,1
4,1,1,2,0.83209,0.62692,13,1
4,2,2,3,0.76229,0.68237,14,1
4,2,2,1,5.6149,0.96412,14,1
4,2,2,2,2.9493,1.1757,15,1
4,1,1,2,0.902,0.78038,15,1
4,2,2,1,3.7885,1.1535,16,1
4,1,1,3,0.8718,0.88666,16,1
4,2,2,4,0.78647,0.51869,16,1
4,2,1,3,0.9788,0.62199,16,1
4,1,1,2,1.9153,0.45074,15,1
4,1,2,1,2.5984,0.35276,15,1
4,1,2,3,2.3779,0.73052,14,1
4,2,2,2,3.7437,2.7631,13,1
4,1,1,4,1.2141,0.82021,13,1
4,1,1,3,1.477,0.72548,14,1
4,1,1,1,3.4159,0.92262,14,1
4,1,2,2,2.7019,1.0148,15,1
4,2,2,5,1.7149,0.73738,14,1
4,2,2,2,3.0682,1.0661,14,1
4,1,1,1,3.2166,0.46033,15,1
4,2,2,3,1.0048,0.91955,15,1
4,1,2,1,5.6657,0.83135,16,1
4,1,1,1,2.4741,1.0395,15,1
4,2,2,3,0.63824,0.93061,15,1
4,2,2,2,2.0547,0.50162,16,1
4,1,1,2,0.8381,1.1383,16,1
4,1,1,1,1.9749,0.3454,16,1
4,2,2,3,2.5278,0.79768,16,1
4,2,1,1,1.7439,0.57814,16,1
4,2,2,4,0.75897,0.81022,15,1
4,2,2,4,1.2516,0.86285,15,1
4,2,2,3,1.6582,0.35426,16,1
4,1,2,2,1.3394,0.95536,16,1
4,1,2,3,0.70243,0.4868,15,1
4,2,2,4,1.1427,0.35827,14,1
4,1,2,2,1.2352,1.8867,14,1
4,1,2,1,4.0468,0.44581,13,1
4,2,2,4,0.95576,0.93906,12,1
4,1,1,6,0.38648,0.73277,12,1
4,2,1,1,1.8686,0.6218,13,1
4,1,1,4,1.1837,2.2395,12,1
4,2,2,4,1.9299,2.049,12,1
4,1,1,4,0.76551,1.0969,16,2
4,1,1,3,1.1585,0.64658,16,2
4,2,1,3,1.3669,1.2772,17,2
4,2,2,2,2.0011,0.47012,16,2
4,2,2,1,4.3597,1.0446,16,2
4,1,1,3,1.449,0.98533,17,2
4,2,1,2,1.4925,1.8794,17,2
4,1,1,5,1.9424,0.63004,16,2
4,1,1,6,0.55204,0.94747,16,2
4,2,2,1,2.5224,0.58176,17,2
4,1,1,4,1.064,0.79114,17,2
4,2,1,3,1.4469,0.97589,18,2
4,1,1,2,1.966,0.87845,17,2
4,1,1,4,2.1273,0.86656,17,2
4,1,1,3,1.579,0.62771,18,2
4,2,1,3,2.2339,1.2158,18,2
4,2,2,2,1.646,0.93649,17,2
4,1,1,3,3.3493,2.3906,17,2
4,2,1,1,2.3752,0.50125,18,2
4,1,1,3,2.1845,1.3592,17,2
4,1,1,3,1.0706,1.8497,17,2
4,2,1,2,3.1086,0.40353,18,2
4,2,2,1,4.5064,1.5534,17,2
4,1,1,2,1.0047,1.2643,17,2
4,2,2,1,1.6937,1.2308,18,2
4,1,2,2,3.0071,1.2401,18,2
4,1,2,1,4.5016,1.2544,17,2
4,1,1,1,2.5355,0.66821,16,2
4,2,1,1,5.9213,0.9364,16,2
4,2,2,6,2.4212,0.66258,15,2
4,2,2,3,3.431,0.83004,15,2
4,1,1,4,1.3119,1.0987,16,2
4,1,1,5,1.8108,1.0154,16,2
4,1,1,6,2.3106,0.41992,17,2
4,2,1,1,3.6098,1.2628,17,2
4,1,1,4,1.583,0.86175,16,2
4,2,1,1,3.4721,1.7923,16,2
4,2,1,1,2.3336,0.44087,15,2
4,2,2,2,4.3891,0.65558,14,2
4,1,1,5,1.2942,0.82666,14,2
4,1,1,3,2.355,1.3645,15,2
4,2,2,3,4.4094,0.79115,15,2
4,1,1,4,0.96676,0.67847,16,2
4,1,1,4,1.9753,1.7702,16,2
4,2,2,2,2.0837,0.74256,17,2
4,2,1,3,3.6071,0.52224,17,2
4,1,1,4,0.81965,0.45,16,2
4,1,1,5,1.1158,1.7784,16,2
4,2,2,2,5.4033,0.80419,17,2
4,2,2,1,2.0092,1.2864,17,2
4,1,2,1,1.8476,1.3925,18,2
4,1,1,3,1.2452,0.79966,17,2
4,1,2,2,3.0219,0.37175,17,2
4,2,2,2,1.5142,1.5158,16,2
4,1,2,1,1.0899,0.98287,16,2
4,2,2,3,1.8468,0.71172,15,2
4,1,1,1,2.9502,0.46961,15,2
4,2,2,1,4.1682,0.50484,16,2
4,2,2,1,1.9888,0.55952,16,2
4,1,1,1,3.3743,0.45523,17,2
4,1,2,1,0.72658,0.55882,17,2
4,1,1,1,2.4789,0.99301,16,2
4,2,2,3,1.325,0.80991,16,2
4,2,2,1,1.7163,1.2064,17,2
4,1,2,2,2.7593,0.97014,17,2
4,2,2,3,1.2356,0.76315,16,2
4,1,2,1,3.1386,0.63903,16,2
4,2,2,3,1.1987,2.7146,15,2
4,1,2,3,2.2429,0.65905,15,2
4,2,2,3,2.6506,1.1729,14,2
4,2,2,2,1.9769,0.69119,14,2
4,1,1,4,0.53809,1.3767,15,2
4,1,1,4,0.90919,3.3139,15,2
4,2,1,1,2.9718,1.1775,16,2
4,1,1,3,2.4202,4.241,15,2
4,1,1,2,5.3409,1.1026,15,2
4,2,2,1,1.4872,1.8668,16,2
4,1,1,1,1.5552,1.0353,16,2
4,2,2,1,2.5143,0.64563,17,2
4,2,1,1,2.8083,0.48172,17,2
4,2,1,1,1.9479,0.42871,16,2
4,2,2,2,2.2088,0.55515,15,2
4,1,2,1,2.1948,0.64582,15,2
4,1,1,4,3.5761,1.0268,14,2
4,2,1,1,5.7851,0.99015,14,2
4,1,1,4,1.2958,0.82312,13,2
4,1,1,2,4.6624,1.1972,13,2
4,1,1,5,1.3447,0.7105,14,2
4,2,1,1,2.0073,0.54703,14,2
4,1,1,3,1.4188,0.6362,13,2
4,2,2,3,2.618,1.2373,16,2
4,2,2,2,1.6304,1.5192,17,2
4,2,1,2,0.85815,1.1185,17,2
4,1,1,1,0.99089,5.0745,16,2
4,2,1,1,0.81092,5.3824,16,2
4,2,2,1,1.591,2.8717,15,2
4,1,1,5,0.93397,1.0767,15,2
4,1,1,2,1.6248,0.88947,16,2
4,2,1,1,0.83606,0.68512,16,2
4,1,1,3,0.70438,0.76061,15,2
4,2,2,3,1.8288,1.7365,15,2
4,1,2,1,1.893,0.8991,16,2
4,2,2,1,1.5144,0.83002,15,2
4,2,1,3,1.4875,0.93281,15,2
4,2,2,4,3.7365,1.3955,14,2
4,1,1,4,0.63404,0.62324,14,2
4,2,2,2,2.3661,0.48379,15,2
4,1,1,2,4.7617,1.02,15,2
4,2,1,1,1.1535,0.69722,16,2
4,2,2,4,4.6921,0.81364,15,2
4,1,1,5,1.0719,0.99065,15,2
4,1,1,1,4.0948,1.0014,16,2
4,2,1,1,4.7241,0.38001,16,2
4,1,1,3,1.8414,0.87864,15,2
4,2,2,1,4.0467,1.1952,15,2
4,2,1,2,0.80224,1.1984,16,2
4,2,2,2,5.055,1.3661,15,2
4,1,1,5,0.72737,1.1073,15,2
4,2,1,3,1.3541,1.0363,16,2
4,1,1,5,1.6812,1.4065,15,2
4,2,2,3,1.343,0.91534,15,2
4,2,1,2,0.87409,0.88078,16,2
4,1,1,4,0.54079,1.7337,15,2
4,1,1,4,1.8477,1.3937,15,2
4,1,1,3,1.3556,0.87886,16,2
4,1,1,4,0.94259,2.225,16,2
4,1,1,3,1.1165,1.9892,17,2
4,1,1,4,1.1442,0.68669,17,2
4,1,1,2,0.78277,1.1418,18,2
4,2,2,2,1.0305,1.1269,18,2
4,2,1,1,3.1265,5.2688,19,2
4,1,1,1,3.2406,0.37681,18,2
4,1,1,2,0.72462,1.7995,18,2
4,2,2,1,2.6618,1.8068,19,2
4,2,1,3,0.73466,0.56055,19,2
4,2,1,2,0.79695,0.72,18,2
4,2,2,1,2.8295,0.88781,17,2
4,2,1,1,3.9257,0.3631,17,2
4,1,1,4,0.86638,0.77466,16,2
4,2,1,1,1.8469,0.72732,16,2
4,2,1,2,1.0941,0.64461,15,2
4,2,2,1,1.6568,1.251,14,2
4,2,2,1,3.8824,1.064,14,2
4,2,2,1,2.5496,0.46029,15,2
4,2,1,1,5.6971,0.52019,15,2
4,2,2,3,1.1253,1.5586,14,2
4,2,2,4,2.5507,1.2923,14,2
4,2,2,2,2.4811,0.99255,15,2
4,2,2,3,1.6771,1.3609,15,2
4,2,2,1,3.2287,1.0701,16,2
4,2,1,2,0.92745,1.9066,16,2
4,1,1,5,1.6268,1.0931,15,2
4,2,2,2,1.9282,2.6143,15,2
4,2,2,2,1.3991,1.8345,16,2
4,2,2,1,3.747,0.96545,16,2
4,2,1,1,1.7039,0.30865,17,2
4,1,2,1,0.88883,0.79585,16,2
4,1,1,6,1.6176,2.4634,15,2
4,1,1,5,1.2621,0.71859,15,2
4,1,1,4,0.87893,0.76599,16,2
4,2,1,3,0.99156,1.319,16,2
4,1,1,4,0.72654,0.41881,15,2
4,1,2,1,2.0108,0.41366,15,2
4,2,1,3,0.81594,0.60517,14,2
4,1,1,5,1.2003,0.50256,13,2
4,1,1,3,1.4628,1.2491,13,2
4,1,1,5,0.89228,1.0445,14,2
4,1,1,6,0.68115,0.42241,14,2
4,2,1,3,3.159,0.79591,15,2
4,1,1,6,0.41757,0.68783,14,2
4,1,1,2,1.8696,0.88628,14,2
4,2,2,3,1.3191,0.78153,15,2
4,2,2,2,1.3121,0.69268,15,2
4,1,1,2,3.6089,2.3945,16,2
4,1,2,1,4.0509,0.59783,16,2
4,2,2,2,0.88785,1.4806,15,2
4,2,2,2,1.7649,2.3619,15,2
4,1,1,1,2.0515,0.58269,16,2
4,1,1,4,0.83885,0.72215,16,2
4,2,2,2,1.3233,0.52755,17,2
4,1,1,6,0.66851,0.65092,15,2
4,1,1,3,0.6907,0.96336,16,2
4,1,1,4,0.95326,0.82783,16,2
4,2,1,2,1.458,0.57083,17,2
4,1,1,3,0.80278,0.55865,16,2
4,2,1,1,2.2712,2.2817,16,2
4,1,1,4,0.77189,0.78288,15,2
4,2,1,3,1.3423,2.0232,15,2
4,1,1,5,0.40642,0.47466,14,2
4,2,2,4,2.0185,1.0457,14,2
4,1,1,5,0.87205,0.74901,15,2
4,2,1,3,1.0727,0.63258,15,2
4,2,2,4,1.0128,1.4632,14,2
4,2,2,3,1.6064,0.71018,14,2
4,1,1,2,0.6314,0.43401,15,2
4,2,2,4,1.3396,1.3267,15,2
4,2,2,3,1.7747,1.0314,16,2
4,2,2,1,2.5663,0.66943,16,2
4,1,2,2,1.824,0.76206,17,2
4,1,1,1,1.2036,0.37176,16,2
4,2,1,1,1.2261,0.23534,16,2
4,2,2,2,2.1785,3.3095,15,2
4,2,1,1,2.2239,1.1098,15,2
4,2,2,3,1.7361,1.0041,14,2
4,2,2,3,2.6093,1.1441,14,2
4,1,1,2,1.2696,1.045,15,2
4,1,1,3,1.1287,0.78218,15,2
4,1,1,1,1.7275,0.44929,16,2
4,1,1,2,1.5643,0.95611,16,2
4,1,1,1,3.2657,0.61972,17,2
4,2,2,2,2.754,0.86569,17,2
4,1,1,3,0.94004,0.59504,18,2
4,1,1,1,1.3703,0.9501,18,2
4,1,2,2,2.8234,1.2615,19,2
4,1,2,1,1.3441,0.30698,18,2
4,1,1,1,3.6906,0.52057,17,2
4,1,1,1,1.2532,1.2073,17,2
4,2,1,1,2.2465,0.47791,18,2
4,2,2,1,3.4234,0.71525,17,2
4,2,1,1,5.7464,0.47104,17,2
4,2,1,2,0.87066,1.0083,16,2
4,1,2,1,2.8613,0.45846,15,2
4,2,2,2,1.7793,0.89524,14,2
4,2,1,3,0.70247,0.39898,14,2
4,1,1,4,0.94228,0.82236,13,2
4,1,1,5,0.31142,0.83815,13,2
4,1,1,6,0.37536,0.37036,14,2
4,1,1,5,0.55522,1.0238,14,2
4,1,1,4,0.47805,1.8406,15,2
4,2,2,3,1.469,1.4312,15,2
4,2,1,2,2.5665,0.68532,16,2
4,2,2,2,1.3443,0.52655,15,2
4,1,1,3,0.8472,0.40446,15,2
4,1,1,1,0.93699,0.68775,16,2
4,1,1,4,0.94176,0.61538,16,2
4,1,1,3,0.74229,0.60517,17,2
4,2,1,1,0.94479,0.69039,17,2
4,1,1,1,0.98744,0.26427,16,2
4,2,2,1,1.4457,0.98501,16,2
4,1,2,1,1.6209,0.36625,17,2
4,1,1,3,0.5595,0.62209,16,2
4,2,1,1,0.83158,0.62118,16,2
4,1,1,4,0.43195,0.48369,15,2
4,2,2,2,1.546,0.9844,15,2
4,1,2,1,3.0291,0.31044,16,2
4,2,2,3,1.015,0.61402,15,2
4,2,2,2,1.6236,1.1104,15,2
4,1,1,2,2.1671,0.99272,16,2
4,1,2,1,2.061,0.33355,16,2
4,1,1,3,0.60812,0.69328,15,2
4,2,2,4,1.3365,1.318,15,2
4,1,1,1,2.4236,0.44615,16,2
4,1,1,2,0.60745,0.49421,16,2
4,1,1,3,0.59097,0.39037,17,2
4,2,1,1,1.7354,0.46735,17,2
4,2,2,1,1.9626,0.70188,16,2
4,2,2,3,1.0716,0.94309,16,2
4,2,2,2,2.4628,0.3636,17,2
4,1,1,1,0.78634,0.33543,17,2
4,1,1,4,0.59016,0.6253,18,2
4,2,2,2,1.3247,0.56066,18,2
4,1,1,2,1.2291,1.5111,19,2
4,2,1,2,1.3666,0.35844,19,2
4,1,1,1,1.6073,0.42137,18,2
4,1,2,1,2.872,0.42784,18,2
4,2,1,2,0.99383,0.58338,17,2
4,2,1,1,2.9504,0.70513,16,2
4,1,1,5,0.3644,0.56122,15,2
4,1,1,6,0.42839,0.45511,15,2
4,1,1,1,1.6547,0.52613,16,2
4,2,1,1,4.6267,0.93098,15,2
4,2,2,3,0.79055,0.62011,14,2
4,1,1,5,0.30095,0.5186,14,2
4,1,1,5,0.7107,0.57444,15,2
4,2,2,3,1.055,1.2892,15,2
4,2,2,2,1.2682,0.63651,16,2
4,1,1,4,0.337,0.61439,16,2
4,1,2,2,1.3348,0.60953,17,2
4,1,1,3,0.34772,0.66149,16,2
4,1,1,2,1.0959,1.2185,16,2
4,1,1,4,0.763,0.58801,17,2
4,1,1,3,0.81729,0.44996,17,2
4,1,1,2,2.2995,0.70225,18,2
4,1,1,1,2.1111,0.37306,18,2
4,2,2,2,1.0323,1.3061,19,2
4,1,1,3,0.78745,1.0473,19,2
4,2,1,3,1.1583,0.80649,19,2
4,2,2,1,1.431,0.79735,18,2
4,1,1,3,0.70401,0.52517,18,2
4,2,2,2,2.4802,0.65333,19,2
4,2,2,1,2.2721,0.49197,19,2
4,1,1,2,1.0896,0.67133,19,2
4,1,1,1,1.1661,0.32682,19,2
4,2,1,1,1.8305,0.30982,19,2
4,2,2,1,1.2555,0.4793,18,2
4,2,2,1,1.2622,0.94422,18,2
4,2,2,2,2.5092,0.7344,19,2
4,1,2,1,8.2549,1.1697,19,2
4,1,1,3,0.73169,1.3029,18,2
4,2,1,2,0.7106,0.91799,18,2
4,1,1,3,0.72724,0.47797,17,2
4,2,2,1,1.7753,1.0385,17,2
4,1,1,3,1.0229,0.67183,18,2
4,2,2,2,1.6775,0.67295,18,2
4,2,1,3,0.9246,0.60032,19,2
4,2,2,2,2.1491,0.62483,18,2
4,1,2,1,4.1405,0.59793,18,2
4,2,2,2,2.1355,0.69828,17,2
4,2,1,3,0.85106,0.60397,17,2
4,1,1,1,0.91332,0.54348,16,2
4,2,1,2,0.87775,1.9821,16,2
4,2,2,4,3.5353,0.67348,15,2
4,2,2,2,1.596,1.0221,15,2
4,2,2,2,1.9352,0.89454,16,2
4,1,1,1,1.0547,0.73002,16,2
4,2,1,2,1.7795,0.61086,17,2
4,1,1,3,0.81058,0.44051,16,2
4,1,1,1,2.5489,0.54883,16,2
4,1,1,2,0.72863,0.84644,17,2
4,2,2,2,1.3909,0.45358,17,2
4,1,2,1,1.6238,0.55069,18,2
4,1,2,2,1.3668,0.5679,17,2
4,2,1,3,0.74151,0.95329,16,2
4,2,1,2,1.524,0.54975,15,2
4,2,2,2,0.95105,0.75361,14,2
4,1,1,4,2.1556,0.43836,14,2
4,1,1,5,1.6551,0.63537,15,2
4,2,2,4,0.97795,0.64682,15,2
4,2,2,2,2.9825,0.49673,16,2
4,2,1,1,1.3405,0.4301,16,2
4,2,2,3,0.92737,0.55773,15,2
4,2,2,1,2.2236,0.67408,15,2
4,1,1,6,0.41126,0.88576,16,2
4,2,1,4,0.99959,0.63124,16,2
4,1,1,5,0.91807,0.359,15,2
4,1,1,5,0.35835,0.72294,15,2
4,1,1,6,0.29847,0.78281,16,2
4,2,1,1,0.87853,1.2797,16,2
4,2,1,3,0.82973,0.44133,15,2
4,1,1,2,0.724,0.72488,14,2
4,1,1,3,1.0165,0.6604,14,2
4,1,1,3,0.79309,0.6739,15,2
4,1,2,1,1.6274,0.46309,15,2
4,2,1,3,1.2943,0.72614,14,2
4,1,2,1,1.1753,0.58165,13,2
4,1,1,4,0.5519,1.019,12,2
4,2,2,4,1.2983,0.59636,12,2
4,2,2,1,2.2332,0.51301,13,2
4,1,1,3,1.3565,1.0538,13,2
4,2,1,1,2.3676,0.73207,14,2
4,1,1,3,1.1853,1.4049,13,2
4,1,1,2,0.49675,0.49467,13,2
4,1,1,4,0.59069,0.39468,14,2
4,2,2,4,1.1388,0.55599,14,2
4,1,1,3,0.67336,0.92157,15,2
4,2,2,4,0.97977,0.3852,15,2
4,2,2,2,1.0843,0.90036,16,2
4,1,1,3,0.66517,0.86984,16,2
4,1,1,1,1.0156,0.4893,17,2
4,2,1,1,0.85211,0.68492,17,2
4,1,1,3,0.57611,1.1632,16,2
4,2,2,1,1.5728,0.61735,16,2
4,2,2,3,1.1677,0.5112,17,2
4,2,2,3,1.0383,1.0241,17,2
4,1,1,2,0.73325,0.38207,18,2
4,2,1,1,1.1035,0.59534,18,2
4,1,1,3,0.87395,0.80674,17,2
4,1,1,2,1.2227,0.77598,17,2
4,1,2,2,2.9014,1.1355,18,2
4,1,1,2,2.6699,0.64151,17,2
4,2,2,3,1.4839,0.44074,17,2
4,1,1,4,0.53258,0.30289,18,2
4,1,1,1,1.3586,0.61593,18,2
4,2,1,1,3.3815,0.54563,19,2
4,2,2,1,1.6439,0.28671,18,2
4,1,1,1,2.3185,0.29551,18,2
4,2,1,1,1.238,0.36686,19,2
4,2,1,1,0.89454,0.47055,18,2
4,2,1,2,2.1028,0.64709,17,2
4,1,1,2,1.9742,0.50189,16,2
4,1,1,3,1.0795,0.32743,16,2
4,2,1,1,0.6617,0.61326,17,2
4,2,1,3,0.95197,0.59879,16,2
4,1,1,3,1.5905,0.68378,15,2
4,1,2,2,1.8736,0.55463,15,2
4,1,1,3,0.86694,0.4083,14,2
4,2,1,1,1.1251,0.94325,14,2
4,1,1,4,0.35,0.38148,13,2
4,1,2,2,1.7119,0.40626,13,2
4,2,2,5,1.0789,0.4022,12,2
4,1,1,6,1.6752,0.4591,12,2
4,1,1,6,0.57813,0.44911,13,2
4,1,1,6,0.86019,0.34696,13,2
4,1,1,4,1.1065,0.54441,14,2
4,1,1,6,0.41306,0.76437,14,2
4,1,1,3,1.0411,0.82943,15,2
4,2,2,3,1.1038,0.67292,15,2
4,1,1,4,3.2284,0.50269,16,2
4,2,2,5,0.99862,0.5362,16,2
4,2,1,2,0.88511,0.60571,17,2
4,2,2,4,0.92757,0.50735,16,2
4,2,2,1,1.458,0.72633,16,2
4,1,2,1,1.7349,0.55533,17,2
4,2,2,2,1.0581,1.2802,16,2
4,1,1,3,0.50911,0.32623,16,2
4,1,1,1,1.047,0.78563,17,2
4,2,1,1,3.4998,0.34138,17,2
4,2,1,1,1.1441,0.45281,16,2
4,2,2,2,1.0965,0.45821,15,2
4,2,2,3,1.619,0.32552,15,2
4,2,1,1,0.82378,0.83688,16,2
4,2,1,1,1.3044,0.26648,15,2
4,1,2,1,1.6509,0.74939,14,2
4,2,1,3,0.60796,0.58309,13,2
4,1,1,5,0.53428,0.47503,12,2
4,2,2,6,1.1224,0.44844,12,2
4,1,1,6,0.50889,0.63233,13,2
4,1,1,4,0.26093,0.96011,13,2
4,2,1,3,1.0532,0.99919,14,2
4,2,2,3,1.1901,0.97425,13,2
4,2,2,3,2.1432,0.83071,13,2
4,2,1,1,2.0622,0.5035,14,2
4,1,1,5,0.79008,0.58703,13,2
4,1,1,3,1.4263,0.73415,13,2
4,1,1,3,0.67131,0.70982,14,2
4,1,1,6,0.75969,0.49553,14,2
4,1,1,6,1.0539,0.30305,15,2
4,1,1,4,2.5903,0.42953,15,2
4,1,1,3,0.95979,0.9648,16,2
4,1,1,5,0.63274,0.62453,16,2
4,2,2,3,1.2288,0.66172,17,2
4,2,1,2,0.99951,1.2667,17,2
4,2,2,2,1.2106,0.58004,16,2
4,1,1,1,0.98529,0.30184,16,2
4,1,1,1,1.2954,0.30936,17,2
4,1,1,3,1.16,0.82645,17,2
4,1,1,1,1.4108,0.29588,18,2
4,2,2,2,1.1735,0.55534,18,2
4,1,2,1,1.282,0.28664,19,2
4,2,1,1,1.0865,0.5162,18,2
4,1,1,2,0.77719,0.63001,17,2
4,2,1,2,1.0154,2.2738,17,2
4,1,1,3,0.47534,0.35618,16,2
4,2,2,3,1.5772,0.65314,16,2
4,2,2,3,2.4482,0.28175,17,2
4,2,1,1,2.0356,0.45457,17,2
4,1,1,5,0.58298,0.76198,16,2
4,1,1,3,0.72324,0.46189,16,2
4,1,1,3,1.6155,0.68489,17,2
4,2,1,1,1.3923,0.51213,17,2
4,1,1,4,0.57356,2.5378,16,2
4,2,1,3,0.69537,0.5513,16,2
4,2,1,1,1.4896,0.40502,15,2
4,2,2,5,0.71234,0.71259,14,2
4,2,1,4,0.73998,0.72005,14,2
4,2,2,3,1.165,0.57942,13,2
4,2,1,2,0.9698,1.1026,13,2
4,2,2,4,1.0706,0.69993,12,2
4,1,1,5,0.36934,0.98161,12,2
4,1,1,5,0.8716,0.40928,13,2
4,1,1,5,0.99587,0.9045,13,2
4,1,2,1,3.0607,1.088,14,2
4,1,1,6,0.70117,0.74565,13,2
4,2,2,6,1.0436,0.30926,13,2
4,1,1,4,0.88797,0.50298,14,2
4,2,2,3,1.2063,1.4155,14,2
4,2,2,3,1.1097,0.54889,15,2
4,2,2,2,0.74432,0.81446,15,2
4,1,1,1,1.2148,0.37593,16,2
4,1,1,3,0.70919,0.5157,16,2
4,2,1,1,1.3055,0.64286,17,2
4,1,1,1,0.87435,0.4387,16,2
4,1,1,4,0.40661,0.79434,16,2
4,1,2,2,3.1868,0.41242,17,2
4,1,1,2,1.2809,0.76548,16,2
4,1,1,4,0.8318,0.54517,16,2
4,2,1,2,0.77999,0.76663,17,2
4,2,1,1,1.7904,0.30382,16,2
4,1,1,5,0.55724,0.62365,15,2
4,1,1,5,0.70171,1.0169,15,2
4,2,1,4,0.69215,0.6786,16,2
4,1,1,3,1.1105,0.74987,15,2
4,1,1,2,2.8153,0.53407,15,2
4,1,2,1,2.2793,0.39059,16,2
4,2,1,2,1.0466,0.44817,15,2
4,1,2,3,1.8364,0.58295,14,2
4,1,2,2,1.7822,0.48802,13,2
4,2,2,1,2.7572,0.52609,12,2
4,1,1,6,0.75108,0.52981,12,2
4,1,1,6,0.97144,0.60924,13,2
4,1,1,5,0.52399,0.67521,13,2
4,2,2,3,1.3701,0.7081,14,2
4,1,1,4,0.82499,0.65174,14,2
4,2,2,3,1.2495,0.59494,15,2
4,2,2,2,1.5782,0.53206,15,2
4,2,1,1,1.2731,0.41736,16,2
4,1,1,3,0.55574,0.70919,15,2
4,2,2,2,2.3921,0.51761,15,2
4,2,1,3,1.2235,0.68686,16,2
4,1,1,4,0.54239,0.62272,15,2
4,2,2,4,0.95856,0.42635,15,2
4,1,1,2,0.707,0.72989,16,2
4,2,2,3,0.99535,0.6133,16,2
4,1,1,2,0.82376,0.43703,17,2
4,1,1,1,1.0961,0.44072,17,2
4,1,1,3,0.69247,0.55839,18,2
4,2,1,2,2.4628,0.60678,18,2
4,1,1,1,0.92641,0.49437,17,2
4,2,1,1,1.5988,0.47544,17,2
4,2,2,2,1.4737,0.4467,16,2
4,1,1,2,1.0066,0.42822,16,2
4,2,2,3,2.097,0.43108,17,2
4,2,1,1,1.5023,0.47418,17,2
4,1,1,3,0.88303,0.4379,16,2
4,2,2,2,1.3833,0.4872,16,2
