Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Task
1,1,1,6,1.5075,0.30699,13,1
1,2,2,6,0.92077,0.72204,14,1
1,2,2,4,2.3171,0.68473,14,1
1,2,1,2,2.3348,0.92773,15,1
1,2,2,2,1.3488,0.65767,14,1
1,2,2,3,1.5176,0.37521,14,1
1,1,1,4,1.2204,0.36637,15,1
1,2,2,2,1.1849,1.0017,15,1
1,1,1,3,1.122,0.70282,16,1
1,1,1,4,1.4367,0.3584,16,1
1,2,1,6,0.4215,0.83953,16,1
1,1,1,1,2.1356,1.5477,15,1
1,1,2,1,0.79975,0.61921,15,1
1,2,2,2,0.81616,0.42506,14,1
1,1,2,2,0.91453,0.37477,14,1
1,1,2,2,0.50075,0.28058,13,1
1,2,2,2,0.64272,1.434,12,1
1,2,2,2,2.0977,0.52458,12,1
1,1,2,1,2.3065,0.63536,13,1
1,2,2,2,0.68816,0.36885,12,1
1,1,1,6,1.6455,0.91393,12,1
1,1,1,6,0.29495,0.29908,13,1
1,2,1,4,0.76467,0.92852,13,1
1,1,1,6,0.66724,0.68157,12,1
1,2,1,3,1.0615,0.75805,12,1
1,2,2,5,0.61347,0.54751,11,1
1,2,2,5,2.4396,0.68405,11,1
1,2,2,6,1.0074,1.0348,12,1
1,1,1,4,0.93246,0.65267,12,1
1,2,2,5,1.3431,0.56916,13,1
1,2,2,5,2.2898,0.71611,13,1
1,1,1,3,1.0713,1.1071,14,1
1,2,1,2,1.5445,0.44418,14,1
1,2,2,4,1.0393,1.3671,13,1
1,2,1,2,1.0285,0.87187,13,1
1,1,2,3,1.5433,0.73699,12,1
1,2,2,5,1.1144,0.80366,11,1
1,2,2,1,1.4153,0.66702,11,1
1,2,1,1,0.67218,0.3754,12,1
1,1,2,1,0.86825,0.21488,11,1
1,1,1,2,1.4765,0.40203,10,1
1,2,1,3,0.73316,1.3075,10,1
1,2,2,5,1.4081,0.68221,9,1
1,2,2,6,1.0129,0.38807,9,1
1,2,2,4,2.1354,0.52477,10,1
1,1,2,1,2.1107,0.4815,10,1
1,2,1,3,0.63411,1.0309,9,1
1,2,2,5,0.94873,0.56003,8,1
1,1,2,3,1.2312,0.65956,8,1
1,2,2,5,2.6159,1.191,7,1
1,1,2,2,1.1603,0.57873,7,1
1,1,2,2,0.63307,1.0276,6,1
1,1,1,2,0.68346,0.67977,5,1
1,2,2,3,1.4279,0.44468,5,1
1,1,1,6,0.38659,0.565,6,1
1,2,2,1,1.3186,1.0794,6,1
1,1,1,2,0.80777,0.79099,7,1
1,1,1,5,1.1085,1.2796,7,1
1,1,1,4,1.8077,0.79272,8,1
1,2,2,5,1.139,0.80758,8,1
1,2,2,6,0.82363,0.32379,9,1
1,1,1,2,1.032,0.67658,9,1
1,1,1,3,0.69849,0.41874,10,1
1,1,1,5,0.52076,0.49273,10,1
1,2,2,4,1.3749,0.39211,11,1
1,2,1,1,1.3795,1.2166,11,1
1,1,1,1,1.1468,1.5734,10,1
1,2,2,5,2.2623,1.525,10,1
1,1,1,1,1.3664,1.2793,11,1
1,1,1,4,1.0718,1.7631,11,1
1,2,1,4,0.69135,0.31382,12,1
1,1,1,3,1.1574,0.79741,11,1
1,1,1,3,1.0382,0.35671,11,1
1,1,1,3,0.61856,0.88251,12,1
1,2,1,2,0.40888,0.43049,12,1
1,1,1,1,0.81294,1.0998,11,1
1,1,2,3,0.63976,0.93732,11,1
1,1,2,3,0.53031,0.45721,10,1
1,1,1,4,0.48244,0.51876,9,1
1,1,1,6,0.3124,0.47091,9,1
1,1,1,6,0.42038,0.3174,10,1
1,2,2,6,1.8862,0.33601,10,1
1,2,2,5,1.4552,0.72345,11,1
1,1,2,4,0.6961,0.57482,11,1
1,2,2,5,0.49639,0.48503,10,1
1,2,1,1,0.99847,1.276,10,1
1,1,2,3,1.5835,1.3524,9,1
1,2,2,3,0.91527,0.57183,8,1
1,1,1,6,0.73572,0.94492,8,1
1,1,1,6,0.41424,0.23364,9,1
1,1,1,6,0.19407,0.24151,9,1
1,1,1,6,0.26962,0.27406,10,1
1,1,1,6,0.31348,0.40448,10,1
1,1,2,6,0.37532,0.3224,11,1
1,2,2,5,1.257,0.39992,10,1
1,2,2,4,1.6277,1.1401,10,1
1,2,2,5,1.0791,1.8644,11,1
1,2,2,5,0.7586,0.44455,11,1
1,1,1,5,0.38288,1.2441,12,1
1,1,1,5,0.35154,0.43421,12,1
1,2,2,4,1.2734,1.019,13,1
1,1,1,5,0.75257,0.68235,13,1
1,1,2,2,1.749,0.84522,14,1
1,1,2,3,1.9022,0.98337,13,1
1,2,2,3,1.2238,0.99666,12,1
1,2,2,4,1.6228,2.4442,12,1
1,1,1,2,1.3114,0.79723,13,1
1,2,2,3,0.67042,1.0727,13,1
1,2,2,3,0.60299,0.24435,14,1
1,2,2,3,0.37895,0.35691,14,1
1,1,2,6,0.78213,0.3819,10,1
1,2,1,6,0.50306,1.6746,9,1
1,1,1,5,0.5281,0.42726,8,1
1,2,2,5,0.75221,0.6131,8,1
1,2,1,2,1.1266,1.6136,9,1
1,2,2,3,0.52611,0.45531,8,1
1,2,2,3,0.69218,0.41498,8,1
1,2,2,4,0.62421,0.47329,9,1
1,1,2,4,0.35443,0.4564,9,1
1,1,2,2,0.5784,0.86449,8,1
1,1,1,6,0.57477,0.66665,7,1
1,1,1,6,0.32103,0.3168,7,1
1,1,1,6,1.3107,0.46605,8,1
1,2,2,5,1.3374,0.70479,8,1
1,1,1,5,0.97439,0.71445,9,1
1,2,1,2,1.6969,0.74938,9,1
1,1,1,4,0.97401,0.415,8,1
1,2,2,5,1.2606,0.86012,8,1
1,1,1,6,0.23952,0.99552,9,1
1,2,2,4,0.82778,1.3348,9,1
1,2,2,2,0.99679,0.57394,10,1
1,1,1,4,0.40131,0.49643,10,1
1,1,1,5,0.29919,0.31428,11,1
1,2,2,3,1.189,0.46801,11,1
1,2,2,2,0.74365,0.57332,12,1
1,2,2,4,2.2258,1.0718,12,1
1,1,1,4,0.42777,0.80551,13,1
1,2,2,4,1.0301,0.28524,13,1
1,2,1,3,0.73437,0.66282,14,1
1,2,2,3,1.0447,0.56597,13,1
1,1,2,2,0.63326,0.37218,13,1
1,1,1,2,0.36197,0.5538,12,1
1,1,1,4,0.9494,0.66128,12,1
1,1,1,4,0.29397,0.36144,13,1
1,2,2,4,0.56568,0.84142,13,1
1,1,2,2,0.65811,0.57316,14,1
1,1,2,1,0.5583,0.96834,13,1
1,1,1,4,0.2629,1.2282,12,1
1,1,1,1,1.2153,0.75695,12,1
1,1,1,2,0.90618,0.44495,13,1
1,2,2,2,1.1506,0.2845,13,1
1,2,2,1,0.65511,0.6199,14,1
1,2,1,1,1.2033,0.72155,14,1
1,2,2,4,1.274,0.5029,13,1
1,2,2,3,1.4928,0.46362,13,1
1,1,2,2,1.2316,0.60129,14,1
1,2,2,2,0.69038,0.69046,13,1
1,1,1,1,0.45673,0.84446,13,1
1,1,1,1,0.84696,0.35637,14,1
1,2,1,1,2.8712,0.2787,14,1
1,1,2,2,2.165,0.52868,13,1
1,1,1,4,1.8545,0.55762,12,1
1,2,1,4,0.92567,0.48153,12,1
1,2,1,4,0.64996,0.61737,11,1
1,2,2,4,0.61032,0.42871,10,1
1,2,2,2,0.67436,0.67415,10,1
1,2,1,1,1.0487,0.40441,11,1
1,1,1,5,1.5751,1.5601,10,1
1,1,1,4,1.5069,0.47924,10,1
1,1,1,2,1.0359,0.97702,11,1
1,2,2,5,0.7147,0.7441,11,1
1,1,1,5,0.95103,0.75401,12,1
1,2,2,4,1.0497,0.41702,12,1
1,2,2,4,1.1821,0.25311,13,1
1,1,1,3,0.83059,0.43679,13,1
1,1,1,4,1.3028,0.45016,14,1
1,2,2,2,1.2893,0.42347,14,1
1,1,2,2,1.2041,0.50296,15,1
1,2,1,1,0.7887,0.37265,14,1
1,2,2,1,0.96688,0.2681,13,1
1,2,2,1,1.2831,0.21578,13,1
1,2,2,2,0.59564,0.47784,14,1
1,1,1,2,0.70169,0.25946,14,1
1,1,1,2,0.58776,0.21981,15,1
1,1,1,2,0.62369,0.19999,15,1
1,1,1,1,0.78762,0.31981,16,1
1,1,2,1,1.0038,0.46506,16,1
1,2,2,1,0.52623,0.13127,15,1
1,1,1,3,2.088,0.59788,15,1
1,2,2,3,1.1774,0.31545,16,1
1,1,1,3,0.68782,0.1917,16,1
1,2,2,4,0.90788,0.93688,16,1
1,1,1,3,1.4746,1.0154,16,1
1,2,2,3,0.46784,0.34591,16,1
1,2,2,3,1.0737,0.45299,16,1
1,1,1,2,1.1783,0.72262,16,1
1,2,2,5,0.6971,0.73985,16,1
1,1,2,1,1.0473,0.77735,16,1
1,1,2,1,0.45026,0.19715,15,1
1,1,2,1,0.41002,0.38374,14,1
1,1,1,5,1.7719,1.2812,11,1
1,2,2,5,0.5836,0.29653,11,1
1,1,1,5,0.30361,0.21004,12,1
1,1,1,5,0.8892,0.24417,12,1
1,2,1,4,1.0794,0.80342,13,1
1,2,2,4,0.66415,0.58322,12,1
1,1,2,3,0.42042,0.53917,12,1
1,2,2,4,1.6804,0.59174,11,1
1,2,2,5,2.1754,2.2094,11,1
1,1,1,5,1.3703,0.38069,12,1
1,1,1,3,0.99091,2.0332,12,1
1,2,2,3,0.52256,0.99256,13,1
1,2,2,3,1.1788,0.47008,13,1
1,1,1,4,0.30962,0.83788,14,1
1,1,1,4,1.0618,0.38744,14,1
1,2,2,3,0.72805,1.468,15,1
1,1,1,3,1.2671,0.51747,15,1
1,2,1,2,1.0618,0.78911,16,1
1,2,1,2,1.2064,0.57443,15,1
1,2,2,3,0.90917,0.69995,14,1
1,2,2,3,2.1757,2.0249,14,1
1,2,2,1,2.2463,0.91929,15,1
1,1,1,2,0.77207,0.61468,15,1
1,2,2,2,1.3686,1.2836,16,1
1,2,2,3,0.88794,0.51688,16,1
1,2,2,3,0.90625,0.35709,16,1
1,1,2,3,1.4785,0.4259,16,1
1,1,1,1,1.1853,1.069,15,1
1,2,1,1,0.67034,0.59696,15,1
1,2,2,1,0.50259,0.37492,14,1
1,1,1,3,0.67651,0.76256,14,1
1,1,1,2,0.54512,0.78381,15,1
1,2,2,3,1.2474,0.85705,15,1
1,1,1,2,1.0264,0.68451,16,1
1,1,2,2,0.49512,0.52631,16,1
1,1,2,2,1.2292,0.21762,15,1
1,1,1,3,0.70948,0.52373,14,1
1,2,2,4,1.1359,0.74071,14,1
1,2,1,3,1.6066,0.57216,15,1
1,1,1,4,0.70369,0.32753,14,1
1,1,1,5,0.40775,0.33331,14,1
1,1,1,3,0.47767,0.96929,15,1
1,2,1,2,0.73798,0.33688,15,1
1,1,2,1,0.95424,0.34076,14,1
1,2,2,2,0.69432,0.31507,13,1
1,1,2,2,0.38447,0.31716,13,1
1,2,1,3,0.57443,0.677,12,1
1,1,2,2,0.48657,0.31706,11,1
1,1,1,5,0.91049,2.0452,10,1
1,1,2,4,0.65816,0.6347,10,1
1,1,1,3,0.68837,0.38063,9,1
1,2,2,2,0.62664,0.3469,9,1
1,2,2,4,0.67265,0.39249,10,1
1,1,1,5,0.13465,0.69705,10,1
1,2,2,5,0.70666,0.19456,11,1
1,2,2,5,0.39659,0.28297,11,1
1,2,2,3,0.72044,0.48053,12,1
1,1,2,2,0.55862,0.71475,12,1
1,1,1,6,0.44894,0.84204,11,1
1,2,2,2,1.2372,0.77957,11,1
1,2,1,1,0.57615,0.56498,12,1
1,2,2,4,0.65014,0.53916,11,1
1,1,2,2,0.68847,0.9026,11,1
1,2,2,3,0.75707,0.39026,10,1
1,2,2,5,0.78917,1.0937,10,1
1,1,2,4,0.95004,0.63066,11,1
1,1,1,4,0.80847,0.58267,10,1
1,2,2,2,0.62886,0.75835,10,1
1,1,1,1,1.2692,0.56126,11,1
1,1,1,3,0.862,2.3418,11,1
1,2,2,3,1.2698,0.89651,12,1
1,2,2,2,0.22273,0.5431,12,1
1,1,1,1,0.73269,0.58634,13,1
1,1,2,2,0.43682,0.81039,13,1
1,2,2,2,0.6893,0.27837,12,1
1,2,2,1,0.54926,0.33833,12,1
1,2,2,2,0.77724,0.38032,13,1
1,2,2,2,0.55944,0.67749,13,1
1,2,2,3,0.50565,0.23221,14,1
1,1,2,3,0.46758,0.17783,14,1
1,2,1,2,0.58935,0.26631,13,1
1,1,1,2,0.59327,0.13219,12,1
1,2,2,3,0.44323,0.50646,12,1
1,1,2,4,0.7852,0.46172,13,1
1,2,2,4,0.67337,0.15617,12,1
1,2,1,1,2.1114,0.6248,12,1
1,2,2,1,0.79485,0.29633,11,1
1,1,1,5,0.43854,0.79035,11,1
1,2,1,4,0.61327,0.23796,12,1
1,1,1,4,0.9613,0.1863,11,1
1,2,1,4,1.3696,0.80589,15,2
1,1,1,5,0.35679,0.65343,14,2
1,1,1,5,0.38513,0.2407,14,2
1,2,2,6,0.57088,1.122,15,2
1,2,2,3,1.3694,1.6903,15,2
1,1,1,4,0.8811,0.62791,16,2
1,2,2,3,0.75967,1.147,16,2
1,2,1,2,2.0165,0.84746,17,2
1,2,1,2,1.58,0.82036,16,2
1,1,1,3,1.1752,0.38575,15,2
1,2,2,3,0.7938,0.24178,15,2
1,1,1,3,0.95358,1.2206,16,2
1,2,2,4,1.1267,0.53575,16,2
1,2,2,4,1.5113,0.62127,17,2
1,2,2,4,0.8303,0.20117,17,2
1,2,1,1,2.2904,0.55972,18,2
1,2,1,1,1.02,0.32641,17,2
1,1,1,3,0.58475,0.57865,16,2
1,1,1,3,0.44094,0.90582,16,2
1,1,2,1,2.1813,0.49312,17,2
1,1,1,3,0.92665,1.1436,16,2
1,1,1,4,0.4876,0.53803,16,2
1,1,1,4,0.89761,0.2873,17,2
1,2,2,1,1.4559,0.38696,17,2
1,2,2,1,2.0405,0.21186,18,2
1,1,1,2,0.47159,4.2664,18,2
1,1,1,3,1.1407,0.51386,19,2
1,1,1,2,0.80938,0.30786,19,2
1,2,2,1,1.3358,0.71051,19,2
1,1,1,3,0.74477,1.3878,19,2
1,2,1,3,5.6955,0.53958,19,2
1,2,1,2,1.5346,0.37848,18,2
1,2,1,1,1.5248,0.31398,17,2
1,1,1,1,0.92953,0.17993,16,2
1,1,1,1,0.85568,0.29528,16,2
1,1,1,2,0.56772,0.31769,17,2
1,2,2,3,0.70187,0.4314,17,2
1,2,2,3,0.65199,0.45142,18,2
1,1,2,2,0.6162,0.80505,18,2
1,1,2,2,1.3826,0.46033,17,2
1,2,1,1,1.2472,0.40338,16,2
1,1,1,1,1.8679,0.29271,15,2
1,2,2,3,1.2068,0.74167,15,2
1,1,2,1,1.8657,0.41071,16,2
1,2,2,1,1.1207,0.33241,15,2
1,2,1,1,1.0871,0.3055,15,2
1,2,1,1,0.82965,0.17164,14,2
1,2,2,3,0.91177,0.52443,13,2
1,1,2,1,1.0541,0.58884,13,2
1,1,1,5,0.44667,0.54838,12,2
1,2,2,5,0.79484,0.24843,12,2
1,1,1,6,0.56292,0.40459,13,2
1,2,2,4,1.7829,0.61945,13,2
1,1,2,4,1.2641,0.53241,14,2
1,1,1,5,0.41071,0.87059,13,2
1,1,1,6,0.51698,0.47191,13,2
1,1,1,5,0.48713,0.41402,14,2
1,1,1,5,0.57321,0.71124,14,2
1,2,2,3,1.0914,0.53153,15,2
1,1,1,4,0.4888,0.33572,15,2
1,1,1,3,0.92395,1.0063,16,2
1,2,2,3,0.88078,0.31636,16,2
1,2,2,2,1.183,0.62585,17,2
1,2,2,1,1.0977,0.30562,17,2
1,1,2,1,0.65006,0.21308,18,2
1,1,1,1,1.1139,0.14928,17,2
1,2,1,1,0.47017,0.09754,17,2
1,1,1,3,0.39397,0.35526,16,2
1,1,1,2,0.75977,0.33741,16,2
1,2,1,1,0.682,0.26547,17,2
1,2,2,3,1.0101,0.51058,16,2
1,2,2,3,1.1685,0.91622,16,2
1,1,1,2,0.87143,0.57926,17,2
1,1,1,2,0.69984,0.35163,17,2
1,2,2,2,0.74786,0.91893,18,2
1,2,2,1,0.9006,0.41874,18,2
1,2,2,1,1.0648,0.076446,19,2
1,2,2,1,0.71898,0.030711,19,2
1,1,2,1,1.3249,0.14779,19,2
1,2,2,1,1.0514,0.021853,18,2
1,1,1,2,0.5974,0.31224,18,2
1,2,1,1,1.6194,0.67304,19,2
1,2,2,3,0.7784,0.62431,18,2
1,1,2,1,1.3429,0.3182,18,2
1,2,1,1,0.65333,0.84724,17,2
1,1,1,1,1.1998,0.099061,16,2
1,2,1,1,0.90417,0.30469,16,2
1,2,2,3,1.086,0.66638,15,2
1,2,2,4,1.569,0.89713,15,2
1,2,2,4,1.7384,0.834,16,2
1,1,1,2,1.2784,1.4604,16,2
1,2,2,1,1.2476,0.84271,17,2
