Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Ease
3,1,1,0.69,0.42,0.98,15
3,1,1,0.68,0.32,1.42,15
3,2,1,0.46,0.26,1.72,13
3,2,2,0.75,0.3,2.3,14
3,1,2,0.24,0.28,1.1,14
3,1,1,0.59,0.6,0.4,15
3,2,2,0.74,0.42,1.48,15
3,2,2,0.82,0.56,0.44,14
3,1,1,0.76,0.22,0.46,14
3,1,1,0.8,0.24,2.4,13
3,2,2,0.77,0.62,0.44,13
3,2,2,0.77,0.4,0.44,12
3,1,2,0.63,-0.02,0.86,12
3,1,1,0.77,0.42,1.54,13
3,1,2,0.38,0.3,2.02,13
3,1,1,0.56,0.6,0.46,15
3,2,2,0.74,0.42,1.48,15
3,1,2,0.5,0.28,0.58,14
3,2,2,0.75,0.62,0.48,13
3,2,2,0.82,0.56,0.44,14
3,1,1,0.84,0.24,2.48,13
3,1,1,0.72,0.42,1.44,13
3,1,1,0.72,0.22,0.54,14
3,1,2,0.86,0.3,0.52,13
3,2,2,0.76,0.4,0.46,12
3,2,2,0.82,0.3,2.44,14
3,1,1,0.59,0.52,0.78,12
3,1,1,0.77,0.3,0.44,14
3,1,2,0.64,0.32,1.28,14
3,2,2,0.85,0.46,2.5,15
3,1,1,0.58,0.28,0.42,15
3,1,1,0.61,0.26,1.22,14
3,1,1,0.84,0.28,2.48,14
3,2,1,0.39,0.32,2,13
3,1,1,0.84,0.42,0.48,14
3,1,1,0.68,0.26,0.96,14
3,2,1,0.17,0.3,0.44,13
3,2,2,0.42,0.36,0.74,14
3,2,1,0.55,0.36,1.68,14
3,2,2,0.79,0.46,2.38,15
3,2,1,0.29,0.36,2.2,14
3,2,1,0.36,0.3,1.52,13
3,2,2,0.9,0.36,3.4,14
3,1,1,0.64,0.42,1.5,14
3,1,2,0.61,0.32,1.22,14
3,1,1,0.58,0.26,0.76,14
3,2,1,0.39,0.32,2,13
3,1,1,0.78,0.28,3.16,15
3,1,1,0.74,0.3,0.5,14
3,1,1,0.61,0.28,2.02,14
3,1,1,0.67,0.26,1.34,14
3,1,1,0.78,0.32,2.36,15
3,2,2,0.81,0.58,1.62,15
3,2,2,NaN,-0.02,-0.02,14
3,2,2,0.77,0.34,0.44,15
3,1,1,0.71,0.36,0.56,15
3,1,1,0.82,0.36,0.44,14
3,2,2,0.75,0.32,1.5,14
3,1,1,0.56,0.32,0.46,13
3,2,1,0.52,0.46,0.54,13
3,2,2,0.81,0.3,1.22,14
3,2,1,0.51,0.32,0.96,14
3,1,2,0.48,0.3,0.56,15
3,2,2,0.73,0.34,0.52,15
3,1,1,0.56,0.32,0.46,13
3,2,1,0.77,0.32,0.44,14
3,1,1,0.75,0.36,0.48,15
3,2,2,0.82,0.3,1.24,14
3,2,2,0.84,0.58,1.68,15
3,1,2,0.12,0.3,3.34,15
3,2,1,0.52,0.46,2.64,13
3,2,2,0.72,0.52,1.04,14
3,1,1,0.72,0.32,2.24,15
3,1,1,0.64,0.36,1.5,14
3,2,2,0.59,0.32,1.18,14
3,1,1,0.62,0.36,0.84,16
3,2,1,0.43,0.36,0.46,16
3,1,2,0.33,0.3,0.66,17
3,1,1,0.71,0.3,2.22,18
3,2,2,0.81,0.52,1.62,18
3,2,1,0.32,0.36,1.34,17
3,2,2,0.67,0.34,2.94,18
3,1,1,0.63,0.34,1.26,18
3,1,1,0.72,0.4,0.54,17
3,2,1,0.18,0.3,0.42,17
3,2,2,0.82,0.3,1.24,18
3,2,2,0.98,0.4,2.76,18
3,2,1,0.13,0.36,1.72,17
3,1,1,0.79,0.36,1.18,16
3,1,1,0.75,0.34,1.5,18
3,1,1,0.74,0.4,0.5,17
3,1,1,0.82,0.3,2.44,18
3,2,2,0.58,0.34,0.42,18
3,2,2,0.74,0.52,1.48,18
3,2,2,0.78,0.4,2.36,18
3,2,1,0.28,0.36,3.02,16
3,1,2,0.23,0.3,0.46,17
3,2,2,0.75,0.3,1.1,18
3,2,1,0.19,0.3,0.4,17
3,2,2,0.67,0.36,1.34,17
3,1,1,0.77,0.32,1.14,17
3,1,1,0.56,0.96,0.46,16
3,1,1,0.82,0.36,0.44,16
3,2,1,0.58,0.24,0.42,15
3,2,2,0.79,0.36,0.4,16
3,2,1,0.28,0.28,2.22,16
3,1,1,0.85,0.44,2.5,17
3,1,1,0.79,0.38,0.4,17
3,1,1,0.82,0.26,0.44,16
3,1,1,0.58,0.34,0.42,16
3,2,1,0.31,0.26,2.16,15
3,1,1,0.78,0.32,1.16,17
3,1,1,0.84,0.36,0.48,16
3,1,1,0.57,0.96,0.44,16
3,2,1,0.58,0.24,0.42,15
3,1,1,0.71,0.44,2.22,17
3,1,1,0.8,0.34,3.2,16
3,2,2,0.73,0.36,1.46,17
3,1,1,0.82,0.26,0.44,16
3,2,1,0.24,0.28,2.3,16
3,2,1,0.24,0.26,2.3,15
3,1,1,0.74,0.38,0.5,17
3,2,2,0.81,0.36,0.36,16
4,1,1,0.84,0.28,2.48,20
4,2,2,0.93,0.44,5.86,20
4,2,1,0.06,0.54,5.86,19
4,2,1,0.91,0.24,1.42,20
4,2,2,0.88,0.28,1.76,21
4,2,2,0.96,0.36,1.52,21
4,1,2,0.97,0.28,2.74,20
4,1,1,0.92,0.42,3.84,21
4,1,1,0.97,0.4,1.94,21
4,2,1,0.65,0.36,2.1,20
4,1,1,0.83,0.42,1.66,21
4,2,1,0.44,0.42,0.7,21
4,1,1,0.88,0.28,2.56,20
4,1,1,0.96,0.42,3.92,21
4,2,2,0.94,0.44,1.88,20
4,2,1,0.01,0.54,5.96,19
4,1,1,0.94,0.42,1.88,21
4,1,1,0.99,0.4,1.98,21
4,2,2,0.88,0.36,1.36,21
4,1,2,0.07,0.28,4.64,20
4,2,1,0.08,0.24,3.42,20
4,2,1,0,0.36,0.78,20
4,2,2,0.93,0.28,1.86,21
4,2,1,0.18,0.42,1.22,21
4,1,1,0.29,0.94,4.18,22
4,1,1,0.93,0.46,0.66,22
4,1,1,0.66,0.36,0.66,21
4,2,2,0.89,0.28,3.38,21
4,2,1,0.35,0.36,1.5,20
4,1,1,0.79,0.46,3.18,21
4,2,2,0.24,0.58,2.3,21
4,2,2,0.53,0.32,0.92,20
4,1,1,0.86,0.36,0.52,20
4,2,1,0.57,0.36,1.64,19
4,1,1,0.86,0.36,3.32,20
4,1,1,0.67,0.4,0.94,20
4,1,1,0.07,0.94,3.44,22
4,1,1,0.9,0.4,5.4,20
4,2,1,0.1,0.36,2.58,19
4,1,1,0.94,0.36,3.88,21
4,2,1,0.03,0.36,0.86,20
4,1,1,0.96,0.46,3.52,21
4,1,1,0.97,0.36,3.66,20
4,2,2,0.99,0.28,3.58,21
4,1,1,0.93,0.36,0.66,20
4,1,1,0.98,0.46,0.84,22
4,2,2,0.95,0.32,3.9,20
4,2,2,0.89,0.58,0.58,21
4,1,1,0.88,0.46,3.36,19
4,2,2,0.89,0.48,1.78,19
4,1,1,0.96,0.3,1.52,18
4,2,1,0.75,0.46,2.3,18
4,1,2,0.25,0.46,1.48,19
4,1,1,0.93,0.4,0.66,20
4,2,1,0.54,0.42,1.08,20
4,1,1,0.8,0.42,0.4,21
4,1,1,0.85,0.4,1.7,21
4,2,2,0.17,0.52,1.24,20
4,2,2,0.71,0.46,0.56,20
4,1,1,0.84,0.3,3.68,19
4,1,1,0.85,0.3,3.7,19
4,2,2,0.94,0.48,1.88,19
4,1,1,0.9,0.3,1.4,18
4,2,2,0.87,0.52,3.34,20
4,2,1,0.07,0.46,0.64,18
4,2,2,0.9,0.46,3.8,20
4,1,1,0.95,0.42,0.7,21
4,1,1,0.93,0.4,1.86,21
4,1,1,0.9,0.4,0.6,20
4,1,1,0.21,0.46,1.16,19
4,1,2,0.3,0.46,1.38,19
4,2,1,0.8,0.42,1.6,20
4,1,1,0.85,0.5,2.5,19
4,2,2,0.6,0.38,1.58,19
4,2,1,0.41,0.36,1.16,18
4,2,1,0.35,0.38,0.88,19
4,2,2,0.69,0.4,1.4,20
4,2,2,0.8,0.4,2.4,20
4,2,2,0.79,0.46,1.18,19
4,1,1,0.85,0.44,2.5,19
4,1,1,0.84,0.46,1.28,18
4,1,1,0.94,0.44,3.48,18
4,1,1,0.85,0.4,1.7,17
4,2,2,0.93,0.36,1.46,17
4,1,1,0.8,0.46,1.2,18
4,1,1,0.86,0.5,2.52,19
4,1,1,0.86,0.44,3.32,18
4,2,2,0.85,0.38,0.5,19
4,2,2,0.72,0.36,1.04,17
4,1,1,0.91,0.44,2.62,19
4,2,2,0.9,0.46,1.4,19
4,1,1,0.9,0.4,1.8,17
4,2,1,0.22,0.38,1.14,19
4,2,2,0.82,0.4,2.44,20
4,2,1,0.43,0.36,1.12,18
4,2,2,0.79,0.4,1.2,20
4,1,1,0.84,0.44,2.48,16
4,2,1,0.62,0.38,1.24,16
4,1,1,0.86,0.36,0.52,17
4,1,1,0.86,0.48,3.32,17
4,2,2,0.86,0.4,3.32,16
4,2,1,0.47,0.3,1.74,16
4,2,2,0.84,0.34,0.48,17
4,1,1,0.84,0.44,1.28,17
4,2,1,0.46,0.38,1.72,16
4,1,2,0.13,0.58,1.32,17
4,2,1,0.49,0.42,0.98,18
4,1,1,0.84,0.44,1.28,19
4,1,2,0.19,0.58,1.2,17
4,1,1,0.88,0.48,3.36,17
4,2,1,0.27,0.42,0.54,18
4,1,1,0.92,0.44,1.44,17
4,2,2,0.94,0.34,0.68,17
4,2,1,0.26,0.38,1.32,16
4,2,1,0.42,0.3,1.64,16
4,1,1,0.91,0.36,0.62,17
4,2,1,0.26,0.38,0.52,16
4,1,1,0.94,0.44,2.68,16
4,2,2,0.88,0.4,3.36,16
4,1,1,0.84,0.44,1.28,19
4,1,1,0.85,0.44,3.7,19
4,2,1,0.42,0.36,1.14,19
4,1,1,0.91,0.4,0.62,20
4,1,1,0.83,0.38,2.46,20
4,1,1,0.92,0.38,3.84,19
4,2,2,0.92,0.32,3.84,19
4,1,1,0.76,0.36,1.52,18
4,2,2,0.14,0.54,1.3,18
4,2,2,0.81,0.38,1.22,17
4,1,1,0.82,0.3,1.64,17
4,2,2,0.8,0.38,1.2,16
4,2,1,0.3,0.36,2.18,16
4,1,1,0.96,0.44,3.92,19
4,2,2,0.88,0.54,3.36,18
4,1,1,0.93,0.3,1.86,17
4,2,2,0.83,0.32,3.66,19
4,2,1,0.25,0.36,2.28,16
4,2,2,0.83,0.38,1.26,17
4,1,1,0.8,0.38,2.4,20
4,1,1,0.78,0.4,4.36,20
4,2,2,0.78,0.38,1.16,16
4,1,1,0.87,0.38,3.74,19
4,2,1,0.48,0.36,1.02,19
4,1,1,0.93,0.36,1.86,18
4,1,1,0.83,0.48,3.26,17
4,2,1,0.46,0.4,1.06,17
4,2,2,0.89,0.36,1.78,18
4,1,1,0.68,0.38,0.62,18
4,2,2,0.06,0.54,2.66,17
4,1,1,0.69,0.32,1.38,17
4,2,1,0.28,0.44,2.22,16
4,2,1,0.3,0.36,0.98,17
4,2,1,0.48,0.42,0.56,18
4,2,1,0.51,0.42,1.82,19
4,1,1,0.82,0.4,1.14,20
4,2,1,0.06,0.52,1.86,20
4,2,1,0.75,0.52,3.5,20
4,1,1,0.93,0.38,3.86,18
4,1,1,0.87,0.32,1.74,17
4,2,2,0.91,0.54,0.62,17
4,1,1,0.88,0.4,0.56,20
4,2,2,0.96,0.36,1.92,18
4,2,1,0.4,0.4,2.8,17
4,2,1,0.38,0.42,1.56,19
4,1,1,0.82,0.48,3.24,17
4,2,1,0.82,0.36,3.24,17
4,2,1,0.41,0.44,1.96,16
4,2,1,0.61,0.42,0.82,18
4,2,1,0.43,0.42,0.46,21
4,2,1,0.61,0.36,1.22,22
4,2,1,0.37,0.38,1.54,23
4,1,1,0.88,0.42,1.36,24
4,1,1,0.97,0.46,2.74,24
4,1,1,0.96,0.38,2.72,23
4,1,1,0.88,0.44,0.56,23
4,1,1,0.84,0.34,3.28,22
4,1,2,0.48,0.28,0.96,22
4,1,1,0.83,0.34,3.66,23
4,2,1,0.19,0.4,1.2,23
4,1,1,0.78,0.34,1.16,24
4,1,1,0.82,0.34,3.64,23
4,1,1,0.97,0.34,1.54,24
4,1,1,0.94,0.42,1.48,24
4,1,1,0.99,0.34,3.58,22
4,1,1,0.96,0.46,2.72,24
4,2,1,0.33,0.42,2.92,21
4,2,1,0.41,0.4,2.42,23
4,2,1,0.46,0.36,0.92,22
4,1,1,0.84,0.44,1.1,23
4,1,2,0.34,0.28,0.68,22
4,1,1,0.94,0.38,2.68,23
4,2,1,0.39,0.38,1.58,23
4,1,1,0.9,0.42,4.6,24
4,1,1,0.89,0.34,3.78,24
4,1,1,0.88,0.36,2.56,23
4,2,1,0.06,0.54,0.66,23
4,2,2,0.88,0.34,0.56,24
4,1,1,0.9,0.36,2.6,24
4,1,1,0.92,0.38,3.44,23
4,2,1,0.24,0.38,1.28,23
4,1,1,0.84,0.3,1.28,24
4,1,1,0.86,0.4,1.32,24
4,1,1,0.28,0.54,0.56,23
4,1,1,0.9,0.34,3.8,23
4,1,1,0.96,0.42,4.72,24
4,1,1,0.83,0.36,2.46,23
4,1,1,0.83,0.54,1.66,23
4,1,1,0.98,0.34,3.96,23
4,2,2,0.93,0.34,0.66,24
4,2,1,0.05,0.38,0.68,23
4,1,1,0.89,0.34,3.78,24
4,1,1,0.9,0.3,1.4,24
4,1,1,0.9,0.38,3.4,23
4,2,1,0.06,0.54,0.66,23
4,1,1,0.9,0.36,2.6,24
4,1,1,0.9,0.4,1.4,24
4,2,1,0.02,0.4,3.54,22
4,2,2,0.86,0.38,3.72,23
4,2,1,0.11,0.36,2.56,23
4,2,2,0.95,0.44,5.9,24
4,2,1,0.15,0.46,1.28,24
4,1,1,0.09,0.52,3.8,25
4,1,1,0.89,0.34,0.58,25
4,2,1,0.24,0.36,1.1,24
4,2,1,0.1,0.3,3.38,25
4,2,1,0.1,0.44,3.78,26
4,2,2,0.9,0.36,3.8,27
4,1,1,0.83,0.38,3.26,27
4,2,1,0.13,0.3,3.32,25
4,1,1,0.88,0.38,3.36,27
4,2,1,0.04,0.44,4.08,26
4,2,2,0.97,0.36,4.06,27
4,2,1,0.07,0.4,3.44,22
4,2,2,0.86,0.38,3.72,23
4,1,1,0.91,0.52,1.82,25
4,1,1,0.94,0.34,0.68,25
4,2,2,0.91,0.44,1.82,24
4,2,1,0.12,0.46,1.34,24
4,2,1,0.12,0.36,1.34,24
4,2,1,0.93,0.36,0.66,23
4,1,1,0.9,0.48,3.4,26
4,1,1,0.89,0.38,1.78,26
4,2,1,0.04,0.36,0.7,25
4,1,1,0.91,0.36,3.42,26
4,2,1,0.05,0.78,3.88,26
4,2,1,0.13,0.3,1.32,27
4,2,1,0.06,0.32,1.86,28
4,1,1,0.94,0.34,3.88,29
4,1,1,0.84,0.42,1.28,29
4,2,1,0.09,0.34,2.6,28
4,2,1,0.05,0.32,1.48,29
4,1,1,0.94,0.36,0.68,30
4,1,1,0.91,0.42,1.42,29
4,1,1,0.91,0.36,0.62,30
4,2,1,0.07,0.3,1.44,27
4,2,1,0.04,0.78,3.9,26
4,1,1,0.93,0.36,3.46,26
4,1,1,0.9,0.34,3.8,29
4,2,1,0.02,0.34,2.74,28
4,2,1,0.07,0.32,1.84,28
4,2,1,0.05,0.32,1.48,29
4,2,1,0.09,0.36,0.6,25
4,1,1,0.88,0.38,1.76,26
4,1,1,0.89,0.48,3.38,26
4,2,1,0.39,0.38,0.78,30
4,1,1,0.89,0.42,1.78,31
4,2,1,0.12,0.42,2.54,31
4,2,2,0.93,0.34,1.46,32
4,1,1,1,0.36,4,32
4,2,2,0,0.64,0.8,31
4,1,1,0.94,0.32,0.68,31
4,1,1,0.88,0.36,2.56,30
4,2,2,0.66,0.46,0.92,30
4,1,1,0.94,0.32,1.48,29
4,1,1,0.88,0.38,2.56,29
4,2,1,0.08,0.36,1.82,28
4,1,1,0.87,0.38,2.54,29
4,2,1,0.01,0.42,2.76,31
4,2,2,0.91,0.34,1.42,32
4,2,1,0.04,0.38,3.9,30
4,1,1,0.92,0.36,3.84,32
4,1,1,0.87,0.36,2.54,30
4,1,1,0.92,0.42,1.84,31
4,2,2,0.9,0.64,2.6,31
4,1,1,0.92,0.32,0.64,31
4,2,2,0.85,0.46,1.3,30
4,1,1,0.87,0.32,1.34,29
4,2,1,0.09,0.36,1.8,28
5,1,1,0.55,0.62,2.48,12
5,1,1,0.65,0.38,0.9,12
5,1,1,0.76,0.5,1.26,11
5,2,2,0.77,0.5,3.54,11
5,2,1,0.34,0.42,0.68,10
5,1,2,0.19,0.46,5.6,11
5,2,2,0.37,0.54,1.54,12
5,1,1,0.78,0.38,3.56,12
5,1,1,0.88,0.44,2.56,11
5,2,2,0.7,0.66,4.2,11
5,2,2,0.71,0.58,3.02,10
5,2,1,0.15,0.34,3.68,10
5,2,2,0.77,0.58,3.14,10
5,1,1,0.92,0.5,0.64,11
5,1,1,0.76,0.38,3.52,12
5,1,1,0.67,0.38,0.94,12
5,2,2,0.81,0.5,3.62,11
5,1,1,0.85,0.62,1.3,12
5,1,2,0.15,0.46,1.68,11
5,1,1,0.84,0.44,2.48,11
5,2,2,0.75,0.66,1.28,11
5,2,2,0.37,0.54,1.54,12
5,2,1,0.49,0.42,0.98,10
5,2,1,0.26,0.34,3.46,10
5,1,1,0.64,0.38,2.08,11
5,1,1,0.84,0.52,1.1,11
5,2,1,0.14,0.34,0.5,10
5,2,2,0.79,0.48,3.18,11
5,2,2,0.7,0.52,3.4,11
5,2,1,0.31,0.34,2.16,10
5,1,2,0.23,0.32,1.12,11
5,1,1,0.7,0.48,3,12
5,2,1,0.29,0.38,3,12
5,2,2,0.82,0.3,1.24,13
5,1,1,0.78,0.38,1.56,13
5,1,1,0.82,0.54,1.64,12
5,2,2,0.79,0.3,1.18,13
5,1,1,0.75,0.54,1.5,12
5,2,2,0.59,0.52,0.8,11
5,1,1,0.83,0.38,2.46,11
5,2,1,0.26,0.34,2.26,10
5,1,2,0.2,0.32,1.18,11
5,1,1,0.85,0.52,0.5,11
5,1,1,0.82,0.38,1.64,13
5,2,1,0.43,0.38,0.46,12
5,1,1,0.72,0.48,3.04,12
5,2,1,0.24,0.34,1.28,10
5,2,2,0.79,0.48,3.18,11
5,1,2,0.18,0.38,3.62,12
5,2,1,0.38,0.28,1.22,13
5,1,1,0.75,0.36,1.5,14
5,1,1,0.87,0.4,0.54,14
5,1,1,0.78,0.48,1.22,13
5,1,1,0.88,0.36,3.76,13
5,2,1,0.15,0.4,4.48,12
5,2,1,0.32,0.32,2.94,13
5,2,2,0.69,0.32,2.98,14
5,2,1,0.16,0.38,3.66,14
5,1,2,0.13,0.34,1.32,15
5,2,2,0.76,0.54,4.06,16
5,1,1,0.82,0.4,1.14,14
5,1,1,0.83,0.36,1.66,14
5,1,1,0.83,0.48,1.12,13
5,2,2,0.79,0.32,3.18,14
5,2,1,0.21,0.28,1.56,13
5,2,1,0.13,0.32,3.32,13
5,1,1,0.87,0.36,3.74,13
5,1,2,0.16,0.34,1.26,15
5,1,2,0.04,0.38,3.9,12
5,2,1,0.13,0.38,3.72,14
5,2,1,0.32,0.4,1.44,12
5,2,2,0.78,0.54,3.16,16
5,1,1,0.81,0.42,3.22,16
5,1,1,0.83,0.48,3.66,16
5,2,1,0.3,0.34,3.38,15
5,1,1,0.72,0.36,2.24,16
5,2,2,0.86,0.44,3.72,16
5,1,1,0.81,0.36,1.22,15
5,2,2,0.81,0.46,1.22,15
5,2,1,0.03,0.48,0.72,14
5,2,2,0.25,0.58,2.28,15
5,1,1,0.69,0.3,0.98,15
5,1,1,0.83,0.36,2.46,14
5,2,1,0.16,0.44,2.46,14
5,2,2,0.82,0.46,1.24,15
5,1,1,0.83,0.36,2.46,14
5,2,2,0.83,0.58,1.12,15
5,1,1,0.83,0.36,2.46,16
5,2,1,0.07,0.48,0.64,14
5,1,1,0.84,0.48,3.68,16
5,1,1,0.91,0.3,1.42,15
5,2,1,0.29,0.34,0.58,15
5,2,2,0.75,0.44,0.48,16
5,2,1,0.2,0.44,2.38,14
5,1,1,0.84,0.42,3.28,16
5,1,1,0.83,0.36,1.26,15
5,2,2,0.76,0.42,1.12,15
5,2,2,0.81,0.38,2.42,15
5,1,1,0.84,0.3,1.28,14
5,1,1,0.84,0.42,0.48,14
5,2,2,0.68,0.48,0.96,13
5,2,1,0.24,0.3,1.28,13
5,2,1,0.26,0.32,1.06,14
5,1,1,0.77,0.34,3.14,15
5,2,2,0.8,0.4,3.6,15
5,2,2,0.53,0.46,1.06,14
5,2,1,0.32,0.36,1.34,14
5,1,2,0.16,0.4,3.66,15
5,2,1,0.21,0.3,1.22,13
5,1,2,0.15,0.4,3.68,15
5,1,1,0.85,0.42,1.08,14
5,1,1,0.85,0.34,3.3,15
5,2,1,0.33,0.36,1.32,14
5,2,2,0.37,0.46,3.24,14
5,2,1,0.31,0.32,0.96,14
5,2,2,0.81,0.38,2.42,15
5,1,1,0.79,0.3,1.18,14
5,2,2,0.7,0.4,0.58,15
5,2,2,0.81,0.48,1.22,13
5,2,2,0.76,0.42,1.12,15
5,1,1,0.81,0.46,3.22,16
5,2,2,0.66,0.42,1.46,16
5,1,1,0.88,0.34,1.02,15
5,1,1,0.84,0.5,3.68,15
5,1,1,0.4,0.52,1.6,14
5,1,1,0.83,0.34,1.26,14
5,1,1,0.68,0.32,2.16,13
5,1,1,0.81,0.42,1.62,13
5,2,1,0.19,0.36,1.2,12
5,2,1,0.27,0.32,0.54,13
5,1,1,0.84,0.26,3.68,14
5,2,1,0.25,0.4,2.28,14
5,1,1,0.79,0.26,3.58,14
5,1,1,0.88,0.34,1.02,15
5,2,2,0.49,0.42,1.8,16
5,2,1,0.3,0.32,3.38,13
5,1,1,0.8,0.42,1.6,13
5,2,1,0.31,0.4,2.16,14
5,1,1,0.81,0.32,2.42,13
5,1,1,0.7,0.52,2.2,14
5,1,1,0.92,0.34,1.44,14
5,2,1,0.16,0.36,1.26,12
5,1,1,0.85,0.5,3.7,15
5,1,1,0.92,0.46,3.44,16
5,2,2,0.76,0.42,1.52,15
5,1,1,0.84,0.38,0.48,15
5,1,1,0.91,0.42,0.62,14
5,1,1,0.67,0.4,0.64,14
5,1,1,0.65,0.38,0.9,13
5,2,2,0.77,0.52,5.14,13
5,1,1,0.71,0.34,2.22,12
5,1,1,0.71,0.38,1.42,12
5,1,2,0.19,0.4,1.6,11
5,2,1,0.31,0.46,2.16,12
5,1,1,0.81,0.3,1.62,13
5,2,1,0.49,0.56,1,13
5,1,1,0.86,0.34,2.52,12
5,2,2,0.83,0.52,1.26,13
5,1,1,0.87,0.42,0.54,14
5,1,1,0.85,0.38,1.3,13
5,1,1,0.88,0.38,0.56,15
5,2,2,0.72,0.42,1.44,15
5,2,1,0.26,0.56,1.46,13
5,2,1,0.31,0.46,2.16,12
5,1,1,0.86,0.4,3.72,14
5,1,2,0.27,0.4,1.44,11
5,1,1,0.78,0.3,1.56,13
5,1,1,0.78,0.38,1.56,12
5,2,2,0.65,0.48,2.1,14
5,2,1,0.35,0.42,0.7,14
5,2,2,0.66,0.48,2.12,15
5,1,1,0.82,0.56,1.24,15
5,2,1,0.24,0.32,2.3,14
5,1,2,0.22,0.28,1.14,15
5,1,1,0.87,0.3,2.54,16
5,2,1,0.06,0.3,3.46,16
5,2,1,0.08,0.28,1.82,17
5,2,2,0.77,0.42,3.14,18
5,2,1,0.13,0.36,1.32,18
5,1,1,0.84,0.38,3.28,19
5,2,1,0.24,0.28,1.5,17
5,1,2,0.11,0.28,1.36,15
5,1,1,0.81,0.56,1.22,15
5,2,1,0.18,0.42,3.62,14
5,1,1,0.91,0.38,3.42,19
5,2,1,0.4,0.36,2.4,18
5,2,1,0.13,0.3,3.32,16
5,2,2,0.78,0.48,2.36,14
5,2,2,0.71,0.42,3.02,18
5,2,2,0.54,0.48,1.88,15
5,1,1,0.78,0.3,2.36,16
5,2,1,0.82,0.32,1.14,14
5,2,1,0.24,0.44,3.1,19
5,2,2,0.83,0.42,2.46,20
5,2,1,0.18,0.36,1.62,20
5,1,1,0.76,0.4,1.52,21
5,1,1,0.83,0.44,3.66,21
5,1,1,0.85,0.34,1.08,20
5,1,1,0.78,0.5,1.16,20
5,2,2,0.81,0.66,4.42,19
5,2,1,0.18,0.32,1.22,19
5,1,1,0.84,0.34,3.28,20
5,2,2,0.82,0.32,1.64,20
5,2,1,0.22,0.48,1.54,19
5,2,1,0.26,0.48,1.46,19
5,2,1,0.28,0.36,1.42,20
5,2,1,0.2,0.32,1.18,19
5,2,2,0.83,0.42,2.46,20
5,1,1,0.9,0.4,1.8,21
5,1,1,0.78,0.34,3.16,20
5,1,1,0.76,0.44,3.52,21
5,2,2,0.64,0.66,4.08,19
5,1,1,0.83,0.34,1.12,20
5,2,1,0.31,0.44,2.96,19
5,1,1,NaN,0.5,1.16,20
5,2,2,0.78,0.32,1.56,20
5,2,2,0.61,0.5,2.82,20
5,1,1,0.81,0.46,3.62,20
5,1,1,0.79,0.38,1.18,19
5,1,1,0.75,0.34,2.3,19
5,1,1,0.7,0.4,3,18
5,2,1,0.35,0.4,0.7,18
5,1,1,0.65,0.36,1.3,19
5,2,2,0.36,0.58,3.52,19
5,2,1,0.16,0.36,3.26,18
5,2,1,0.19,0.32,1.18,19
5,1,1,0.83,0.38,2.46,20
5,1,1,0.93,0.42,0.94,20
5,1,1,0.65,0.42,1.48,20
5,2,1,0.29,0.4,3.4,18
5,2,1,0.18,0.32,1.16,19
5,1,1,0.75,0.34,2.3,19
5,2,1,0.21,0.36,3.16,18
5,1,1,0.85,0.46,3.7,20
5,1,1,0.82,0.4,3.24,18
5,1,1,0.82,0.36,1.64,19
5,2,2,0.84,0.5,3.28,20
5,1,1,0.8,0.38,2.4,20
5,2,2,0.65,0.58,4.1,19
5,1,1,0.83,0.38,1.26,19
5,2,2,0.72,0.36,1.44,19
5,2,1,0.16,0.44,1.26,19
5,1,1,0.84,0.4,3.68,20
5,1,1,0.77,0.48,2.34,20
5,2,2,0.78,0.48,1.56,19
5,1,1,0.83,0.4,1.66,19
5,1,1,0.81,0.42,1.22,18
5,1,1,0.78,0.36,1.56,18
5,2,2,0.78,0.46,3.16,17
5,1,1,0.81,0.38,2.42,17
5,1,1,0.64,0.38,2.88,16
5,1,1,0.73,0.44,3.06,16
5,2,1,0.25,0.44,1.08,19
5,1,1,0.82,0.44,3.24,16
5,2,2,0.69,0.36,1.38,19
5,1,1,0.8,0.4,1.6,19
5,1,1,0.81,0.36,1.62,18
5,1,1,0.7,0.38,2.2,17
5,1,1,0.81,0.48,2.42,20
5,2,2,0.92,0.46,3.44,17
5,1,1,0.66,0.42,0.92,18
5,2,2,0.84,0.48,1.68,19
5,1,1,0.64,0.4,3.28,20
5,1,1,0.6,0.38,2.8,16
5,2,2,0.61,0.52,2.36,15
5,1,1,0.73,0.32,1.06,15
5,1,1,0.75,0.4,3.5,14
5,2,2,0.66,0.62,2.12,14
5,1,1,0.83,0.32,1.12,13
5,2,2,0.61,0.52,3.22,13
5,2,1,0.15,0.24,2.48,12
5,2,1,0.19,0.36,2.4,13
5,1,1,0.81,0.42,0.42,14
5,2,2,0.82,0.44,1.24,14
5,2,2,0.68,0.46,2.16,13
5,2,2,0.61,0.48,0.76,13
5,2,2,0.73,0.52,2.12,15
5,1,1,0.85,0.32,0.5,13
5,2,1,0.19,0.36,2.4,13
5,2,2,0.56,0.62,1.92,14
5,2,2,0.76,0.48,3.52,13
5,2,1,0.31,0.24,2.16,12
5,1,1,0.8,0.32,1.2,15
5,2,2,0.78,0.46,2.36,13
5,2,2,0.77,0.44,1.14,14
5,1,1,0.86,0.42,1.06,14
5,2,2,0.63,0.52,3.26,13
5,1,1,0.81,0.4,3.62,14
