Subj_idx,Stimulus,Response,Confidence,RT_dec,Accuracy,Difficulty,Order
45,2,2,4,0.366,1,128,DS
45,1,1,3,0.5,1,64,DS
45,1,1,4,0.422,1,128,DS
45,2,2,4,0.394,1,128,DS
45,2,2,1,1.881,1,16,DS
45,1,1,3,0.46,1,64,DS
45,2,1,1,1.501,0,16,DS
45,2,2,3,0.479,1,64,DS
45,1,1,2,1.133,1,16,DS
45,2,1,1,1.755,0,16,DS
45,1,1,2,0.737,1,32,DS
45,1,1,4,0.766,1,128,DS
45,2,2,4,0.301,1,128,DS
45,2,2,2,0.912,1,32,DS
45,1,1,2,0.844,1,32,DS
45,1,1,1,1.108,1,16,DS
45,1,1,4,0.317,1,128,DS
45,1,1,4,0.235,1,128,DS
45,2,2,2,0.782,1,32,DS
45,2,2,2,0.637,1,32,DS
45,1,1,4,0.439,1,128,DS
45,2,1,1,1.892,0,16,DS
45,2,2,2,0.469,1,64,DS
45,2,2,2,0.55,1,32,DS
45,2,2,4,0.376,1,128,DS
45,1,1,4,0.491,1,128,DS
45,2,2,3,0.769,1,64,DS
45,1,1,3,0.431,1,64,DS
45,2,2,3,0.451,1,64,DS
45,1,1,4,0.381,1,128,DS
45,2,2,4,0.423,1,64,DS
45,1,1,1,1.092,1,16,DS
45,2,2,2,0.535,1,64,DS
45,1,1,3,0.346,1,64,DS
45,2,2,3,0.508,1,64,DS
45,2,2,2,0.862,1,32,DS
45,2,2,4,0.394,1,128,DS
45,1,1,2,0.416,1,64,DS
45,1,1,4,0.48,1,128,DS
45,1,1,3,0.393,1,64,DS
45,2,2,2,0.787,1,32,DS
45,1,1,2,1.051,1,16,DS
45,1,1,3,0.607,1,64,DS
45,2,1,1,1.204,0,16,DS
45,1,1,2,0.568,1,16,DS
45,2,2,4,0.442,1,128,DS
45,2,2,4,0.281,1,128,DS
45,1,1,2,0.606,1,32,DS
45,1,1,4,0.342,1,128,DS
45,1,1,4,0.431,1,64,DS
45,2,2,4,0.51,1,64,DS
45,2,2,4,0.645,1,32,DS
45,2,2,3,0.489,1,32,DS
45,1,1,3,0.449,1,32,DS
45,1,1,1,1.642,1,16,DS
45,1,1,2,0.61,1,32,DS
45,1,2,2,1.296,0,16,DS
45,1,1,1,1.062,1,16,DS
45,2,2,4,0.46,1,128,DS
45,2,2,4,0.34,1,64,DS
45,2,2,2,0.838,1,32,DS
45,1,1,1,0.87,1,16,DS
45,1,1,4,0.343,1,128,DS
45,1,1,4,0.337,1,64,DS
45,1,1,4,0.335,1,128,DS
45,1,1,4,0.491,1,64,DS
45,2,2,2,0.947,1,32,DS
45,2,2,4,0.382,1,64,DS
45,2,2,4,0.337,1,64,DS
29,1,1,1,0.853,1,32,DS
29,1,1,2,0.51,1,64,DS
29,1,1,3,0.318,1,128,DS
29,1,1,2,0.472,1,32,DS
29,1,1,1,1.776,1,32,DS
29,1,1,1,0.655,1,16,DS
29,1,2,2,1.349,0,64,DS
29,1,1,2,0.842,1,64,DS
29,2,2,4,0.582,1,128,DS
29,2,2,3,0.624,1,64,DS
29,2,1,1,1.538,0,32,DS
29,2,2,3,0.605,1,128,DS
29,2,2,2,1.067,1,64,DS
29,1,1,2,0.813,1,64,DS
29,1,1,2,0.922,1,128,DS
29,1,1,2,0.952,1,64,DS
29,2,2,3,0.871,1,128,DS
29,2,2,3,0.723,1,128,DS
29,2,1,1,1.744,0,16,DS
29,2,2,2,1.623,1,16,DS
29,1,1,2,0.82,1,16,DS
29,1,1,2,0.759,1,32,DS
29,2,2,3,0.622,1,64,DS
29,2,2,2,1.468,1,16,DS
29,2,2,3,0.623,1,64,DS
29,2,2,3,0.685,1,64,DS
29,2,2,1,2.148,1,16,DS
29,2,2,2,2.956,1,32,DS
29,2,2,1,2.706,1,16,DS
29,2,2,2,0.836,1,128,DS
29,2,NaN,2,NaN,NaN,64,DS
29,2,1,1,2.847,0,16,DS
29,1,1,3,0.896,1,128,DS
29,1,1,3,0.82,1,64,DS
29,1,1,4,0.535,1,128,DS
29,2,1,2,1.161,0,16,DS
29,1,2,2,1.892,0,16,DS
29,1,2,1,2.816,0,16,DS
29,1,1,3,0.879,1,128,DS
29,2,2,2,1.218,1,32,DS
29,2,2,1,2.319,1,16,DS
29,1,1,3,0.835,1,64,DS
29,1,1,2,1.115,1,16,DS
29,2,1,1,2.08,0,16,DS
29,1,1,2,2.624,1,16,DS
29,2,2,4,0.718,1,128,DS
29,2,1,2,0.878,0,16,DS
29,2,2,2,2.229,1,16,DS
29,1,1,3,0.964,1,32,DS
29,1,1,3,0.692,1,64,DS
29,2,2,3,0.735,1,64,DS
29,2,2,2,0.848,1,32,DS
29,1,1,2,1.105,1,16,DS
29,2,2,4,0.588,1,64,DS
29,2,2,3,0.645,1,64,DS
29,2,1,1,0.936,0,16,DS
29,2,2,3,0.787,1,32,DS
29,1,1,3,0.857,1,64,DS
29,1,1,3,0.602,1,128,DS
29,1,1,3,0.963,1,128,DS
29,2,2,3,0.807,1,128,DS
29,1,1,4,0.686,1,64,DS
29,1,1,4,1.698,1,128,DS
29,1,1,3,1.011,1,64,DS
29,2,2,3,0.757,1,32,DS
29,2,1,2,1.03,0,32,DS
29,1,2,3,0.869,0,128,DS
29,1,1,3,0.799,1,32,DS
29,1,1,4,0.958,1,64,DS
29,2,2,4,0.793,1,32,DS
29,2,2,4,1.131,1,128,DS
29,2,2,4,0.489,1,128,DS
29,1,1,4,0.713,1,128,DS
29,2,2,4,0.617,1,128,DS
29,2,2,4,0.518,1,128,DS
29,1,1,4,0.718,1,128,DS
29,1,1,3,0.74,1,32,DS
29,1,1,2,1.562,1,16,DS
29,1,1,3,0.666,1,64,DS
29,1,2,3,0.778,0,128,DS
29,2,2,2,1.095,1,32,DS
29,1,1,2,0.88,1,32,DS
29,1,1,3,0.691,1,128,DS
29,2,2,3,0.671,1,32,DS
29,1,1,1,1.317,1,16,DS
29,1,1,2,1.138,1,32,DS
29,2,2,2,1.632,1,32,DS
29,2,2,2,0.679,1,32,DS
29,2,1,1,0.99,0,16,DS
29,2,2,2,0.823,1,32,DS
29,1,1,3,0.76,1,128,DS
29,1,1,1,1.175,1,32,DS
29,1,1,2,1.212,1,16,DS
29,1,1,3,0.679,1,64,DS
29,1,2,1,1.527,0,16,DS
29,2,2,3,0.843,1,64,DS
29,2,2,3,0.904,1,32,DS
29,1,1,3,1.239,1,32,DS
29,2,2,3,0.559,1,64,DS
29,1,2,3,0.905,0,32,DS
29,2,2,2,1.12,1,64,DS
29,1,1,3,0.674,1,128,DS
29,1,2,1,1.541,0,16,DS
29,2,2,2,0.731,1,32,DS
29,2,2,3,0.766,1,128,DS
29,1,1,1,0.857,1,32,DS
29,1,2,1,1.092,0,16,DS
29,1,2,1,1.429,0,16,DS
29,1,1,1,1.341,1,16,DS
29,2,2,3,0.602,1,64,DS
29,2,2,1,1.523,1,16,DS
29,1,1,2,0.944,1,64,DS
29,2,2,4,0.499,1,128,DS
29,1,1,2,0.839,1,32,DS
29,2,2,4,0.893,1,128,DS
29,2,2,4,0.48,1,64,DS
29,1,1,2,0.588,1,32,DS
29,2,2,4,0.449,1,64,DS
29,2,1,1,0.966,0,32,DS
29,2,2,3,0.689,1,128,DS
29,2,2,3,0.503,1,128,DS
29,1,1,3,0.842,1,128,DS
29,2,2,3,0.68,1,64,DS
29,2,1,1,0.779,0,16,DS
29,1,1,1,1.768,1,16,DS
29,1,1,2,0.975,1,32,DS
29,2,2,2,0.64,1,16,DS
29,1,1,2,0.632,1,64,DS
30,2,1,3,0.245,0,64,DS
30,2,2,5,0.353,1,64,DS
30,1,2,2,1.693,0,16,DS
30,2,2,3,1.225,1,32,DS
30,1,1,3,0.529,1,64,DS
30,2,2,3,0.468,1,64,DS
30,2,2,3,0.557,1,64,DS
30,2,2,3,0.392,1,64,DS
30,2,2,4,0.348,1,128,DS
30,2,2,4,0.443,1,128,DS
30,2,2,3,0.481,1,32,DS
30,1,2,NaN,0.803,0,32,DS
30,2,2,4,0.291,1,128,DS
30,1,2,2,1.067,0,16,DS
30,1,2,2,0.625,0,16,DS
30,2,2,3,0.726,1,128,DS
30,1,1,2,1.166,1,16,DS
30,2,2,3,0.515,1,64,DS
30,2,2,4,0.482,1,64,DS
30,1,2,3,0.452,0,16,DS
30,2,2,4,1.126,1,128,DS
30,1,2,1,1.372,0,32,DS
30,2,2,2,0.627,1,16,DS
30,1,1,2,0.781,1,32,DS
30,2,2,3,0.421,1,128,DS
30,1,1,3,0.465,1,64,DS
30,1,1,3,0.746,1,64,DS
30,2,2,4,1.278,1,128,DS
30,2,2,3,0.75,1,32,DS
30,2,2,3,0.458,1,64,DS
30,1,2,1,1.019,0,16,DS
30,1,1,3,0.491,1,128,DS
30,2,2,3,1.403,1,32,DS
30,1,1,3,1.173,1,64,DS
30,2,2,4,0.424,1,128,DS
30,1,1,3,0.751,1,64,DS
30,2,2,3,0.607,1,32,DS
30,1,1,4,0.584,1,32,DS
30,1,1,2,1.001,1,16,DS
30,2,2,4,0.507,1,64,DS
30,1,1,3,0.614,1,64,DS
30,2,1,2,0.815,0,16,DS
30,2,2,2,0.612,1,32,DS
30,2,2,2,1.289,1,16,DS
30,1,1,3,1.138,1,128,DS
30,1,1,2,0.681,1,16,DS
30,1,1,2,0.553,1,32,DS
30,2,2,4,0.473,1,128,DS
30,2,2,2,0.866,1,16,DS
30,1,1,4,0.534,1,128,DS
30,1,1,4,0.5,1,64,DS
30,2,2,3,0.663,1,32,DS
30,1,2,1,1.336,0,16,DS
30,1,1,4,0.447,1,128,DS
30,1,1,4,0.518,1,64,DS
30,2,2,3,0.741,1,16,DS
30,1,1,4,1.076,1,128,DS
30,1,1,3,0.489,1,32,DS
30,1,1,2,1.016,1,16,DS
30,1,2,1,0.883,0,16,DS
30,2,2,2,0.538,1,64,DS
30,2,2,4,0.397,1,128,DS
30,1,1,2,0.655,1,32,DS
30,1,1,2,0.509,1,64,DS
30,2,2,2,0.82,1,16,DS
30,1,1,2,0.533,1,32,DS
30,1,2,2,1.018,0,16,DS
30,1,1,3,0.85,1,64,DS
30,2,2,4,0.586,1,64,DS
30,1,1,4,1.111,1,128,DS
30,2,2,4,0.579,1,64,DS
30,2,2,4,0.388,1,128,DS
30,1,1,4,0.514,1,32,DS
30,1,1,4,0.41,1,128,DS
30,1,1,4,0.422,1,64,DS
30,1,1,4,0.406,1,32,DS
30,2,2,4,0.42,1,32,DS
30,2,2,4,0.435,1,32,DS
30,1,1,2,0.628,1,16,DS
30,1,1,4,0.355,1,128,DS
30,1,1,4,0.297,1,128,DS
30,1,1,4,0.348,1,32,DS
30,2,2,3,0.708,1,32,DS
30,1,1,4,0.35,1,128,DS
30,2,2,2,0.73,1,16,DS
30,2,2,1,1.266,1,16,DS
30,1,1,3,0.653,1,64,DS
30,2,2,2,0.624,1,16,DS
30,1,1,3,0.575,1,64,DS
30,2,2,2,0.664,1,16,DS
30,2,2,2,0.487,1,32,DS
30,2,2,3,0.823,1,64,DS
30,1,1,3,0.518,1,32,DS
30,1,1,3,0.44,1,128,DS
30,2,2,3,0.456,1,16,DS
30,2,2,2,1.225,1,16,DS
30,2,2,3,1.11,1,32,DS
30,1,1,3,0.382,1,128,DS
30,2,2,3,0.326,1,128,DS
30,1,1,3,0.552,1,32,DS
30,1,2,3,0.708,0,16,DS
30,2,2,3,0.448,1,128,DS
30,1,1,3,0.397,1,128,DS
30,2,2,3,0.798,1,16,DS
30,1,1,4,0.522,1,128,DS
30,1,2,3,0.766,0,32,DS
30,2,2,2,1.116,1,16,DS
30,1,1,4,0.467,1,64,DS
30,1,1,4,0.4,1,128,DS
30,2,2,4,0.595,1,64,DS
30,1,1,3,0.621,1,32,DS
30,1,1,3,0.353,1,128,DS
30,1,1,3,0.467,1,64,DS
30,1,1,4,0.402,1,32,DS
30,2,2,3,0.629,1,32,DS
30,2,2,3,0.393,1,128,DS
30,2,2,2,0.634,1,16,DS
30,2,2,3,0.455,1,64,DS
30,2,2,2,0.562,1,32,DS
30,1,2,1,0.889,0,16,DS
30,1,1,3,0.552,1,64,DS
30,2,2,3,0.448,1,64,DS
30,2,2,4,0.329,1,128,DS
30,2,2,4,0.409,1,128,DS
30,1,1,2,0.504,1,16,DS
30,2,2,3,0.467,1,32,DS
30,2,2,2,0.874,1,16,DS
30,2,2,3,0.704,1,32,DS
44,1,1,4,0.735,1,64,DS
44,2,2,4,0.911,1,128,DS
44,1,1,2,1.321,1,16,DS
44,2,2,4,0.725,1,64,DS
44,1,1,3,0.662,1,32,DS
44,1,1,2,1.911,1,16,DS
44,2,2,4,0.528,1,128,DS
44,2,1,3,1.328,0,16,DS
44,1,1,4,1.185,1,64,DS
44,1,1,1,1.078,1,16,DS
44,2,2,3,1.125,1,32,DS
44,1,1,4,0.605,1,64,DS
44,1,1,4,0.824,1,128,DS
44,2,2,2,0.681,1,16,DS
44,2,2,4,0.763,1,128,DS
44,2,1,2,0.817,0,16,DS
44,1,1,3,0.629,1,16,DS
44,2,1,1,1.717,0,16,DS
44,1,1,4,0.56,1,128,DS
44,2,2,3,0.49,1,32,DS
44,2,2,4,0.696,1,128,DS
44,1,1,3,0.468,1,32,DS
44,2,1,1,1.023,0,16,DS
44,2,2,4,0.501,1,64,DS
44,1,1,3,0.792,1,128,DS
44,1,2,2,0.766,0,16,DS
44,1,1,2,0.524,1,32,DS
44,1,1,3,1.15,1,128,DS
44,1,1,3,0.961,1,16,DS
44,2,2,4,0.468,1,64,DS
44,1,1,2,0.49,1,16,DS
44,1,1,2,0.569,1,16,DS
44,1,1,3,1.481,1,128,DS
44,2,2,4,0.625,1,128,DS
44,2,2,4,1.268,1,128,DS
44,2,2,4,0.532,1,64,DS
44,1,1,2,0.453,1,16,DS
44,2,2,4,0.429,1,128,DS
44,1,1,4,0.55,1,128,DS
44,1,1,3,0.448,1,32,DS
44,2,1,2,1.004,0,16,DS
44,1,1,2,0.9,1,32,DS
44,2,2,3,0.654,1,32,DS
44,2,2,3,0.398,1,64,DS
44,1,1,2,0.473,1,32,DS
44,1,1,2,0.578,1,16,DS
44,2,2,3,0.513,1,64,DS
44,1,1,3,0.396,1,64,DS
44,1,1,3,0.876,1,64,DS
44,1,1,2,0.545,1,32,DS
44,1,1,4,0.661,1,64,DS
44,1,1,4,1.189,1,128,DS
44,2,2,4,0.629,1,128,DS
44,1,1,1,0.389,1,16,DS
44,1,1,4,0.666,1,128,DS
44,1,1,4,0.595,1,64,DS
44,1,1,4,0.443,1,64,DS
44,1,1,3,0.464,1,32,DS
44,2,2,4,0.257,1,128,DS
44,2,2,4,0.373,1,128,DS
44,1,1,3,0.347,1,64,DS
44,2,2,4,0.288,1,128,DS
44,1,1,2,0.151,1,128,DS
44,2,2,4,0.2,1,64,DS
44,2,2,4,0.985,1,32,DS
44,2,2,4,0.731,1,16,DS
44,2,2,3,0.629,1,32,DS
44,2,2,3,0.67,1,16,DS
44,1,1,2,0.441,1,32,DS
44,1,1,3,0.451,1,64,DS
44,1,1,1,0.536,1,16,DS
44,1,1,4,0.477,1,128,DS
44,1,1,4,0.661,1,128,DS
44,2,2,2,0.524,1,16,DS
44,2,2,4,0.412,1,64,DS
44,2,2,4,0.418,1,32,DS
44,2,2,4,0.365,1,64,DS
44,2,2,4,0.306,1,64,DS
44,1,1,4,0.423,1,128,DS
44,2,2,3,0.808,1,32,DS
44,1,1,3,0.538,1,32,DS
44,2,2,4,0.361,1,128,DS
44,1,1,4,0.445,1,64,DS
44,1,1,4,0.364,1,64,DS
44,1,1,4,0.358,1,32,DS
44,2,2,4,0.375,1,32,DS
44,1,1,1,1.254,1,16,DS
44,2,2,4,0.497,1,32,DS
44,2,2,3,0.432,1,32,DS
44,2,2,3,0.407,1,32,DS
44,1,1,4,0.17,1,128,DS
44,1,1,4,0.563,1,32,DS
44,2,2,4,0.224,1,64,DS
44,2,2,1,1.199,1,16,DS
44,1,1,4,0.664,1,32,DS
44,1,1,4,0.5,1,64,DS
44,2,2,4,0.378,1,128,DS
44,2,2,4,0.178,1,64,DS
44,2,2,4,0.481,1,32,DS
44,2,2,4,0.403,1,32,DS
44,2,2,3,0.474,1,16,DS
44,2,2,3,0.304,1,64,DS
44,2,2,4,0.347,1,64,DS
44,2,2,3,0.497,1,16,DS
44,2,2,2,0.372,1,32,DS
44,2,2,3,0.551,1,32,DS
44,1,1,4,0.547,1,128,DS
44,2,1,1,1.443,0,16,DS
44,1,1,4,0.795,1,32,DS
44,2,2,4,0.251,1,128,DS
44,1,1,2,0.856,1,16,DS
44,2,1,2,0.883,0,16,DS
44,1,1,4,1.145,1,64,DS
44,1,1,4,0.301,1,32,DS
44,2,2,4,0.323,1,32,DS
44,1,1,4,0.269,1,128,DS
44,1,1,4,0.507,1,32,DS
44,2,2,3,0.719,1,16,DS
44,2,2,4,0.452,1,16,DS
44,2,2,4,0.514,1,128,DS
44,1,1,4,0.271,1,64,DS
44,1,1,4,0.281,1,128,DS
44,2,2,4,0.141,1,128,DS
44,1,1,2,0.803,1,16,DS
44,2,2,4,0.351,1,64,DS
44,2,2,4,0.26,1,64,DS
44,1,1,4,0.324,1,16,DS
44,1,1,4,0.333,1,64,DS
22,2,2,4,0.304,1,128,DS
22,2,2,2,1.186,1,32,DS
22,1,2,2,1.829,0,16,DS
22,2,2,2,0.752,1,32,DS
22,2,2,3,0.536,1,64,DS
22,2,2,3,0.632,1,64,DS
22,2,2,3,0.333,1,64,DS
22,1,1,4,0.753,1,128,DS
22,1,1,0,0.843,1,16,DS
22,2,2,4,0.223,1,128,DS
22,2,2,4,0.233,1,128,DS
22,1,1,2,0.442,1,32,DS
22,2,2,4,0.191,1,128,DS
22,1,2,1,0.814,0,16,DS
22,2,2,4,0.296,1,128,DS
22,1,1,4,0.256,1,64,DS
22,2,2,4,0.304,1,64,DS
22,2,2,3,0.456,1,32,DS
22,1,1,4,0.427,1,64,DS
22,1,1,2,0.795,1,16,DS
22,1,1,4,0.577,1,64,DS
22,1,1,4,0.294,1,128,DS
22,1,2,2,0.442,0,16,DS
22,2,2,2,0.763,1,32,DS
22,1,2,1,0.548,0,16,DS
22,2,2,4,0.409,1,128,DS
22,1,1,3,0.425,1,32,DS
22,1,1,4,0.429,1,64,DS
22,1,1,2,0.669,1,32,DS
22,2,2,3,0.343,1,64,DS
22,1,1,2,0.538,1,16,DS
22,1,1,3,0.453,1,64,DS
22,1,1,2,0.413,1,32,DS
22,1,1,3,0.37,1,64,DS
22,1,1,4,0.3,1,128,DS
22,2,2,4,0.152,1,128,DS
22,1,1,4,0.423,1,32,DS
22,1,1,4,0.247,1,128,DS
22,2,2,4,0.228,1,128,DS
22,2,1,3,0.4,0,16,DS
22,1,1,4,0.67,1,64,DS
22,1,1,4,0.245,1,64,DS
22,1,1,4,0.223,1,64,DS
22,1,1,4,0.368,1,32,DS
22,2,2,1,0.775,1,16,DS
22,1,1,3,0.384,1,64,DS
22,1,1,3,0.375,1,32,DS
22,2,2,4,0.289,1,128,DS
22,1,1,4,0.38,1,64,DS
22,2,1,3,0.246,0,32,DS
22,2,1,2,0.507,0,16,DS
22,2,2,4,0.305,1,64,DS
22,1,1,4,0.272,1,128,DS
22,2,1,3,0.892,0,16,DS
22,2,2,4,0.267,1,64,DS
22,1,1,4,0.184,1,128,DS
22,2,1,1,0.844,0,16,DS
22,1,1,4,0.268,1,128,DS
22,2,1,3,0.388,0,32,DS
22,1,1,1,1.025,1,16,DS
22,2,2,4,0.217,1,128,DS
22,1,2,2,0.5,0,16,DS
22,1,2,1,0.512,0,16,DS
22,1,1,4,0.291,1,128,DS
22,1,1,4,0.204,1,128,DS
22,1,1,1,1.537,1,16,DS
22,2,1,1,0.857,0,16,DS
22,1,1,4,0.392,1,128,DS
22,1,1,3,0.371,1,64,DS
22,1,1,3,0.717,1,32,DS
22,1,1,1,0.986,1,32,DS
22,2,1,1,0.933,0,32,DS
22,1,1,2,0.803,1,32,DS
22,2,2,4,0.308,1,128,DS
22,2,2,4,0.242,1,64,DS
22,2,2,1,0.647,1,16,DS
22,2,2,1,0.547,1,32,DS
22,1,1,4,0.199,1,128,DS
22,2,2,4,0.232,1,64,DS
22,1,1,4,0.597,1,32,DS
22,2,2,3,0.369,1,32,DS
22,2,2,1,0.868,1,16,DS
22,2,2,4,0.333,1,64,DS
22,2,2,4,0.263,1,128,DS
22,2,2,4,0.398,1,32,DS
22,2,2,4,1.021,1,16,DS
22,1,1,4,0.513,1,64,DS
22,2,2,3,0.354,1,64,DS
22,1,1,1,0.427,1,32,DS
22,1,1,4,0.308,1,128,DS
22,1,1,4,0.444,1,64,DS
22,2,2,2,0.543,1,16,DS
22,1,1,2,0.541,1,32,DS
22,1,1,4,0.317,1,128,DS
22,2,1,1,0.926,0,16,DS
22,2,2,4,0.192,1,128,DS
22,1,1,4,0.255,1,128,DS
22,1,1,4,0.315,1,64,DS
22,1,2,1,0.609,0,32,DS
22,2,2,4,0.294,1,128,DS
22,2,2,4,0.166,1,64,DS
22,1,2,2,0.776,0,16,DS
22,2,2,3,0.181,1,64,DS
22,2,2,4,0.064,1,128,DS
22,1,1,4,0.412,1,128,DS
22,2,2,3,0.48,1,32,DS
22,1,2,1,0.659,0,16,DS
22,1,1,1,1.244,1,16,DS
22,1,2,1,1.802,0,16,DS
22,2,2,1,0.591,1,16,DS
22,2,1,1,0.832,0,16,DS
22,2,1,1,0.903,0,32,DS
22,2,1,1,1.036,0,16,DS
22,1,1,3,0.617,1,128,DS
22,2,2,1,0.808,1,32,DS
22,2,2,1,0.633,1,32,DS
22,1,1,2,0.575,1,64,DS
22,2,1,1,0.941,0,16,DS
22,2,2,4,0.273,1,128,DS
22,1,1,2,0.877,1,32,DS
22,2,2,3,0.369,1,64,DS
22,1,2,1,0.869,0,16,DS
22,2,2,3,0.376,1,64,DS
22,2,2,2,0.668,1,32,DS
22,2,2,1,1.674,1,64,DS
22,2,2,1,0.433,1,32,DS
22,2,2,1,0.374,1,16,DS
22,1,2,1,0.513,0,32,DS
26,2,NaN,2,NaN,NaN,64,DS
26,2,2,3,0.429,1,128,DS
26,2,1,2,0.953,0,64,DS
26,1,1,3,0.539,1,128,DS
26,2,1,2,1.634,0,128,DS
26,1,1,2,1.446,1,32,DS
26,1,1,2,2.207,1,64,DS
26,1,2,1,0.767,0,16,DS
26,1,1,2,1.893,1,32,DS
26,1,1,3,0.411,1,128,DS
26,2,2,3,0.889,1,128,DS
26,2,1,2,1.154,0,64,DS
26,2,1,1,1.412,0,32,DS
26,1,1,1,0.884,1,32,DS
26,2,1,2,1.068,0,32,DS
26,1,1,1,1.089,1,32,DS
26,2,2,3,0.855,1,128,DS
26,2,2,3,0.617,1,64,DS
26,1,1,2,0.454,1,64,DS
26,2,1,1,1.242,0,16,DS
26,1,1,1,1.369,1,32,DS
26,1,1,2,0.868,1,128,DS
26,1,1,1,1.127,1,16,DS
26,2,2,3,0.586,1,128,DS
26,1,1,1,0.976,1,16,DS
26,2,1,1,1.305,0,16,DS
26,2,2,3,0.793,1,128,DS
26,1,1,2,1.205,1,64,DS
26,2,2,1,1.116,1,16,DS
26,1,1,2,0.829,1,64,DS
26,1,1,1,1.042,1,32,DS
26,2,2,1,1.2,1,16,DS
26,1,1,1,1.181,1,32,DS
26,1,1,2,0.715,1,128,DS
26,2,1,2,0.865,0,64,DS
26,2,2,3,0.587,1,128,DS
26,2,2,3,0.64,1,128,DS
26,1,1,3,0.471,1,128,DS
26,1,1,1,1.595,1,16,DS
26,1,1,2,0.747,1,64,DS
26,2,1,1,1.035,0,32,DS
26,1,1,2,0.919,1,128,DS
26,1,1,1,1.768,1,16,DS
26,2,2,3,0.756,1,128,DS
26,1,1,2,0.608,1,128,DS
26,2,2,1,1.429,1,16,DS
26,1,1,2,1.583,1,64,DS
26,2,1,1,1.56,0,16,DS
26,1,1,2,0.741,1,128,DS
26,2,2,3,0.571,1,128,DS
26,1,1,2,1.658,1,64,DS
26,1,2,1,1.522,0,32,DS
26,2,1,1,1.356,0,64,DS
26,1,NaN,1,NaN,NaN,32,DS
26,1,2,1,1.032,0,16,DS
26,2,2,1,1.173,1,32,DS
26,1,1,1,1.086,1,16,DS
26,2,2,3,0.708,1,128,DS
26,1,2,1,1.017,0,16,DS
26,2,2,3,0.828,1,64,DS
26,1,1,3,0.892,1,128,DS
26,2,2,2,1.119,1,32,DS
26,1,2,1,1.173,0,32,DS
26,1,1,2,1.018,1,128,DS
26,1,1,1,1.309,1,16,DS
26,1,1,2,0.384,1,128,DS
26,1,1,2,0.992,1,128,DS
26,1,2,1,1.271,0,32,DS
26,1,1,2,0.812,1,64,DS
26,1,1,2,0.865,1,64,DS
26,1,2,1,1.077,0,16,DS
26,2,1,1,2.436,0,16,DS
26,1,1,2,0.924,1,128,DS
26,2,2,1,2.42,1,16,DS
26,2,1,1,1.534,0,32,DS
26,1,1,2,0.92,1,64,DS
26,1,1,1,1.798,1,32,DS
26,1,NaN,1,NaN,NaN,16,DS
26,2,2,1,1.428,1,32,DS
26,1,1,1,1.394,1,64,DS
26,1,1,2,0.674,1,128,DS
26,1,2,1,1.344,0,16,DS
26,2,2,2,0.582,1,64,DS
26,2,2,2,0.789,1,64,DS
26,2,1,1,1.247,0,16,DS
26,2,2,3,0.459,1,128,DS
26,2,2,3,1.513,1,64,DS
26,1,1,2,1.842,1,16,DS
26,1,1,2,2.232,1,32,DS
26,2,2,3,0.554,1,64,DS
26,2,2,2,1.982,1,32,DS
26,2,2,1,0.987,1,32,DS
26,2,2,1,1.625,1,16,DS
26,2,2,3,0.543,1,128,DS
26,2,2,3,0.979,1,64,DS
26,1,2,1,1.41,0,32,DS
26,1,1,1,2.049,1,16,DS
26,1,1,2,0.436,1,128,DS
26,2,2,2,1.13,1,32,DS
26,2,2,2,2.095,1,64,DS
26,2,1,1,0.893,0,16,DS
26,2,2,1,1.304,1,16,DS
26,2,2,1,0.788,1,32,DS
26,1,1,2,0.845,1,64,DS
26,2,2,2,0.738,1,64,DS
26,2,2,1,1.417,1,32,DS
26,1,1,2,0.513,1,128,DS
26,2,2,3,0.526,1,128,DS
26,2,1,2,1.131,0,16,DS
26,2,2,3,0.625,1,64,DS
26,2,1,1,1.499,0,16,DS
26,2,2,1,2.018,1,32,DS
26,2,2,2,0.898,1,64,DS
26,2,2,2,0.418,1,128,DS
26,2,2,1,2.164,1,16,DS
26,1,1,1,0.818,1,32,DS
26,2,2,3,0.437,1,128,DS
26,2,1,1,1.35,0,16,DS
26,1,1,2,0.871,1,64,DS
26,1,1,2,0.817,1,64,DS
26,1,1,2,1.075,1,64,DS
26,1,1,1,1.758,1,32,DS
26,2,2,1,0.928,1,32,DS
26,2,2,1,1.02,1,32,DS
26,1,1,1,1.725,1,16,DS
26,1,1,1,0.951,1,16,DS
26,1,1,2,0.869,1,64,DS
26,2,2,1,2.76,1,32,DS
43,2,2,3,0.678,1,64,DS
43,2,2,3,0.897,1,128,DS
43,1,1,1,1.333,1,16,DS
43,1,2,1,1.564,0,16,DS
43,1,1,4,0.905,1,128,DS
43,2,2,2,1.179,1,32,DS
43,2,2,4,0.795,1,128,DS
43,2,2,4,0.528,1,128,DS
43,1,1,3,0.714,1,64,DS
43,1,1,2,0.96,1,32,DS
43,1,1,4,0.676,1,128,DS
43,1,1,1,0.753,1,16,DS
43,1,1,1,0.653,1,16,DS
43,1,1,2,0.891,1,32,DS
43,1,1,2,0.993,1,32,DS
43,2,2,2,1.005,1,32,DS
43,1,1,2,1.233,1,16,DS
43,2,2,4,0.692,1,128,DS
43,2,2,1,1.24,1,16,DS
43,2,2,2,1.184,1,32,DS
43,1,1,3,0.75,1,64,DS
43,1,2,1,0.833,0,16,DS
43,1,1,4,0.636,1,128,DS
43,1,1,4,0.588,1,64,DS
