Subj_idx,Block,Trial,Stimulus,Response,Error,Confidence,ErrorDirectionJudgment,RT_conf,RT_directionJudgment,trialFilter,MADFilter
1,1,1,466.807611,298,-168.807611,1,1,4.152666742,8.288630081,1,1
1,1,2,466.807611,362,-104.807611,2,2,3.614402151,4.742256581,1,1
1,1,3,466.807611,250,-216.807611,2,2,1.265052387,1.472497321,1,0
1,1,4,284.1437632,266,-18.14376321,3,1,0.949871381,2.003766803,1,1
1,1,5,182.6638478,138,-44.66384778,3,1,0.265895153,1.19665132,1,1
1,1,6,182.6638478,202,19.33615222,2,1,0.865804692,0.868918531,1,1
1,1,7,182.6638478,218,35.33615222,2,1,1.18898383,0.923699079,1,1
1,1,8,182.6638478,170,-12.66384778,2,1,0.701183072,0.864325346,1,1
1,1,9,284.1437632,202,-82.14376321,3,1,0.908101626,0.656253649,1,1
1,1,10,284.1437632,250,-34.14376321,2,2,0.475164512,1.322766567,1,1
1,1,11,284.1437632,250,-34.14376321,2,2,1.059298468,1.062936257,1,1
1,1,12,182.6638478,186,3.33615222,2,1,1.09428376,0.527299177,1,1
1,1,13,284.1437632,234,-50.14376321,2,1,0.352535842,0.497112918,1,1
1,1,14,284.1437632,202,-82.14376321,2,2,0.659020748,0.701028763,1,1
1,1,15,182.6638478,186,3.33615222,1,1,1.556179077,0.811783453,1,1
1,1,16,182.6638478,138,-44.66384778,2,1,0.714537541,0.520344499,1,1
1,1,17,182.6638478,154,-28.66384778,2,1,0.827282376,0.547629181,1,1
1,1,18,466.807611,410,-56.80761099,2,2,1.426280965,1.908565508,1,1
1,1,19,284.1437632,218,-66.14376321,2,1,0.673863711,1.034573879,1,1
1,1,20,466.807611,298,-168.807611,2,2,0.578968069,1.506660557,1,1
1,1,21,182.6638478,186,3.33615222,2,1,0.54481229,0.429032574,1,1
1,1,22,466.807611,426,-40.80761099,3,2,0.700799143,0.84098206,1,1
1,1,23,182.6638478,138,-44.66384778,2,1,0.606058328,0.599991765,1,1
1,1,24,284.1437632,218,-66.14376321,2,1,1.016571965,0.400650062,1,1
1,1,25,182.6638478,138,-44.66384778,2,1,0.973524419,0.624858128,1,1
1,1,26,182.6638478,218,35.33615222,2,1,0.475490423,1.377167605,1,1
1,1,27,466.807611,458,-8.807610994,2,2,0.842611879,0.349025524,1,1
1,1,28,466.807611,362,-104.807611,2,1,0.484896683,1.010945473,1,1
1,1,29,182.6638478,154,-28.66384778,2,1,0.504424245,0.406862478,1,1
1,1,30,182.6638478,186,3.33615222,2,1,0.393036083,0.271345588,1,1
1,1,31,284.1437632,234,-50.14376321,2,1,0.570830615,0.525130343,1,1
1,1,32,182.6638478,186,3.33615222,2,1,0.409098551,0.247899046,1,1
1,1,33,284.1437632,234,-50.14376321,2,1,0.311344614,0.278122823,1,1
1,1,34,466.807611,410,-56.80761099,3,2,5.44494024,2.684144916,1,1
1,1,35,466.807611,410,-56.80761099,3,2,0.871256123,0.554813668,1,1
1,1,36,182.6638478,106,-76.66384778,3,2,0.55811346,0.687436143,1,1
1,1,37,284.1437632,234,-50.14376321,2,2,1.62757787,0.445907616,1,1
1,1,38,284.1437632,218,-66.14376321,1,1,1.180827083,0.763530864,1,1
1,1,39,466.807611,378,-88.80761099,2,1,0.680204335,0.718638869,1,1
1,1,40,466.807611,250,-216.807611,2,1,0.326000758,0.316729335,1,0
1,1,41,284.1437632,234,-50.14376321,2,1,0.614958345,0.32700796,1,1
1,1,42,284.1437632,218,-66.14376321,2,1,0.539072411,0.196551602,1,1
1,1,43,466.807611,538,71.19238901,3,2,0.826724546,0.453077629,1,0
1,1,44,182.6638478,218,35.33615222,2,1,0.732920672,1.541664391,1,1
1,1,45,466.807611,346,-120.807611,1,1,0.916096733,0.493605255,1,1
1,1,46,284.1437632,186,-98.14376321,2,1,0.336320633,0.317311609,1,1
1,1,47,182.6638478,138,-44.66384778,2,1,0.417585743,0.436224965,1,1
1,1,48,284.1437632,234,-50.14376321,1,1,0.860587887,0.490496226,1,1
1,1,49,182.6638478,186,3.33615222,2,1,0.374132537,0.299756871,1,1
1,1,50,284.1437632,266,-18.14376321,3,2,1.947914923,1.146736399,1,1
1,1,51,284.1437632,218,-66.14376321,2,1,0.544636941,0.407509208,1,1
1,1,52,284.1437632,218,-66.14376321,3,2,0.399128501,0.509061112,1,1
1,1,53,466.807611,410,-56.80761099,3,1,0.885023273,2.942090207,1,1
1,1,54,284.1437632,10,-274.1437632,1,1,2.670370817,0.596175104,0,1
1,1,55,466.807611,442,-24.80761099,2,1,2.359707561,1.223549152,1,1
1,1,56,182.6638478,186,3.33615222,2,1,0.539607865,0.457120613,1,1
1,1,57,466.807611,442,-24.80761099,2,2,1.523002751,0.744858086,1,1
1,1,58,182.6638478,186,3.33615222,2,1,0.574857737,0.486528432,1,1
1,1,59,284.1437632,346,61.85623679,2,2,0.837050988,2.092896413,1,0
1,1,60,466.807611,410,-56.80761099,2,2,1.727051059,0.729224543,1,1
1,1,61,284.1437632,282,-2.143763214,1,2,1.405072906,0.783555839,1,1
1,1,62,466.807611,442,-24.80761099,3,1,0.973645066,2.08354379,1,1
1,1,63,466.807611,394,-72.80761099,2,1,1.184089148,0.371636486,1,1
1,1,64,182.6638478,138,-44.66384778,3,1,0.758815286,1.660599325,1,1
1,1,65,466.807611,314,-152.807611,3,1,0.30598663,1.964559004,1,1
1,1,66,284.1437632,250,-34.14376321,2,1,0.608256967,1.738661524,1,1
1,1,67,182.6638478,170,-12.66384778,2,1,1.680732028,0.526556095,1,1
1,1,68,284.1437632,250,-34.14376321,2,1,0.674395103,0.577825156,1,1
1,1,69,466.807611,346,-120.807611,3,1,1.169504623,6.102179011,1,1
1,1,70,182.6638478,170,-12.66384778,1,2,1.219104781,2.648190894,1,1
1,1,71,182.6638478,138,-44.66384778,2,1,0.717553913,0.514172563,1,1
1,1,72,284.1437632,250,-34.14376321,2,2,0.652875505,0.702402654,1,1
1,1,73,284.1437632,234,-50.14376321,2,1,0.584654643,0.656906931,1,1
1,1,74,284.1437632,314,29.85623679,2,2,2.322567446,1.35491521,1,1
1,1,75,466.807611,458,-8.807610994,3,2,0.41717457,4.662929014,1,1
1,1,76,284.1437632,282,-2.143763214,3,1,0.811196058,1.226965265,1,1
1,1,77,466.807611,442,-24.80761099,3,2,0.754399754,0.433915533,1,1
1,1,78,466.807611,362,-104.807611,2,1,0.978969157,1.785035905,1,1
1,1,79,466.807611,394,-72.80761099,2,2,1.155484431,1.133028205,1,1
1,1,80,284.1437632,250,-34.14376321,3,1,0.834960655,1.243770801,1,1
1,1,81,466.807611,362,-104.807611,2,1,0.950424502,3.867822258,1,1
1,1,82,182.6638478,202,19.33615222,2,2,0.573587364,1.097421458,1,1
1,1,83,182.6638478,186,3.33615222,2,1,0.509560625,0.400398918,1,1
1,1,84,182.6638478,202,19.33615222,2,1,0.91412748,3.66453379,1,1
1,1,85,284.1437632,298,13.85623679,2,1,1.347561587,0.742800421,1,1
1,1,86,466.807611,410,-56.80761099,2,1,0.580154892,0.524766015,1,1
1,1,87,182.6638478,154,-28.66384778,2,2,1.630475708,0.533079206,1,1
1,1,88,466.807611,330,-136.807611,3,2,0.572099011,1.105182773,1,1
1,1,89,284.1437632,154,-130.1437632,2,1,0.623782092,2.718462541,1,0
1,1,90,466.807611,458,-8.807610994,1,2,1.298346282,2.752363786,1,1
1,1,91,284.1437632,218,-66.14376321,2,1,0.508522161,0.371937385,1,1
1,1,92,466.807611,378,-88.80761099,2,1,0.598371782,0.432827196,1,1
1,1,93,182.6638478,186,3.33615222,2,2,0.359219418,1.145912963,1,1
1,1,94,284.1437632,234,-50.14376321,2,2,1.378641202,1.523686073,1,1
1,1,95,466.807611,170,-296.807611,2,1,0.711011679,0.458783083,1,0
1,1,96,182.6638478,138,-44.66384778,2,1,0.728319128,0.298398085,1,1
1,1,97,284.1437632,218,-66.14376321,1,1,0.732959504,0.722788254,1,1
1,1,98,466.807611,394,-72.80761099,2,2,0.865196514,1.558937147,1,1
1,1,99,466.807611,426,-40.80761099,2,1,0.940737086,1.260079684,1,1
1,1,100,466.807611,426,-40.80761099,2,1,0.608019867,0.493769086,1,1
1,1,101,284.1437632,234,-50.14376321,2,1,0.504385079,1.065530686,1,1
1,1,102,182.6638478,170,-12.66384778,1,1,0.70519958,0.471056968,1,1
1,1,103,284.1437632,250,-34.14376321,3,1,0.864975472,1.610657018,1,1
1,1,104,466.807611,394,-72.80761099,3,1,1.469205213,1.046990247,1,1
1,1,105,284.1437632,282,-2.143763214,2,1,1.318206769,1.291173411,1,1
1,1,106,284.1437632,250,-34.14376321,2,1,2.243329234,1.216024866,1,1
1,1,107,466.807611,426,-40.80761099,2,2,1.404953019,0.7479946,1,1
1,1,108,284.1437632,186,-98.14376321,2,1,4.1748387,0.646160521,1,1
1,1,109,466.807611,362,-104.807611,2,1,0.892876799,0.912138539,1,1
1,1,110,284.1437632,234,-50.14376321,3,1,1.469867576,4.157238261,1,1
1,1,111,182.6638478,138,-44.66384778,3,1,1.093415311,0.899630404,1,1
1,1,112,466.807611,442,-24.80761099,2,1,0.999752111,0.462492963,1,1
1,1,113,284.1437632,250,-34.14376321,2,1,1.187978711,0.310330316,1,1
1,1,114,284.1437632,218,-66.14376321,1,1,0.835058058,5.180789848,1,1
1,1,115,284.1437632,298,13.85623679,2,1,0.614192166,0.452988744,1,1
1,1,116,182.6638478,202,19.33615222,2,2,1.780380631,0.625426385,1,1
1,1,117,466.807611,410,-56.80761099,3,1,2.125439173,0.427661481,1,1
1,1,118,182.6638478,170,-12.66384778,3,2,0.659940418,0.463705465,1,1
1,1,119,466.807611,426,-40.80761099,2,2,0.784933129,0.488712761,1,1
1,1,120,284.1437632,234,-50.14376321,2,2,0.56345984,0.451648587,1,1
1,2,121,182.6638478,170,-12.66384778,2,1,0.548664678,0.35801925,1,1
1,2,122,182.6638478,170,-12.66384778,2,1,0.326846315,0.38865892,1,1
1,2,123,182.6638478,154,-28.66384778,3,1,0.381652274,0.566803357,1,1
1,2,124,466.807611,426,-40.80761099,2,1,0.893699823,0.795350053,1,1
1,2,125,182.6638478,218,35.33615222,3,2,0.766560803,0.785904238,1,1
1,2,126,466.807611,442,-24.80761099,3,1,0.61331234,0.428262377,1,1
1,2,127,182.6638478,186,3.33615222,2,1,0.963063679,0.875392697,1,1
1,2,128,284.1437632,202,-82.14376321,2,1,0.648271861,0.715289281,1,1
1,2,129,182.6638478,170,-12.66384778,2,1,0.345596181,0.262152712,1,1
1,2,130,466.807611,346,-120.807611,1,2,1.208998445,0.76119251,1,1
1,2,131,466.807611,426,-40.80761099,3,2,0.758489445,0.451284775,1,1
1,2,132,284.1437632,234,-50.14376321,3,1,0.574450843,0.70751743,1,1
1,2,133,182.6638478,154,-28.66384778,3,1,1.182735547,0.584356075,1,1
1,2,134,466.807611,442,-24.80761099,3,2,0.777284691,0.404741801,1,1
1,2,135,284.1437632,282,-2.143763214,2,2,1.017108085,0.377917036,1,1
1,2,136,284.1437632,266,-18.14376321,3,2,0.443174868,0.438097419,1,1
1,2,137,466.807611,458,-8.807610994,2,1,0.80236343,0.724676247,1,1
1,2,138,466.807611,378,-88.80761099,1,1,0.459436883,0.480252105,1,1
1,2,139,466.807611,346,-120.807611,2,1,0.301052681,0.801898701,1,1
1,2,140,284.1437632,266,-18.14376321,2,1,0.67475597,0.276031552,1,1
1,2,141,182.6638478,154,-28.66384778,2,1,0.70842263,0.341679016,1,1
1,2,142,284.1437632,250,-34.14376321,2,1,0.471006283,0.321033204,1,1
1,2,143,182.6638478,202,19.33615222,2,1,0.399094276,0.828868198,1,1
1,2,144,466.807611,394,-72.80761099,3,2,0.802978557,0.611246223,1,1
1,2,145,284.1437632,266,-18.14376321,2,1,0.62674529,0.360024597,1,1
1,2,146,182.6638478,154,-28.66384778,2,1,0.643194013,0.33138976,1,1
1,2,147,182.6638478,170,-12.66384778,2,1,0.409411327,0.262445924,1,1
1,2,148,466.807611,410,-56.80761099,2,1,0.484967413,0.368839053,1,1
1,2,149,182.6638478,186,3.33615222,3,1,0.914753881,0.429858423,1,1
1,2,150,182.6638478,170,-12.66384778,3,1,0.533305593,0.321736035,1,1
1,2,151,284.1437632,234,-50.14376321,2,1,0.588502213,1.681364364,1,1
1,2,152,466.807611,426,-40.80761099,2,1,0.633753879,0.31169351,1,1
1,2,153,466.807611,330,-136.807611,3,1,1.223481109,0.561329445,1,1
1,2,154,182.6638478,170,-12.66384778,3,1,0.675911005,0.335629815,1,1
1,2,155,284.1437632,234,-50.14376321,3,1,0.556633111,0.370211613,1,1
1,2,156,466.807611,410,-56.80761099,3,2,0.65689246,0.460662424,1,1
1,2,157,182.6638478,202,19.33615222,3,2,0.466987667,0.405803656,1,1
1,2,158,182.6638478,234,51.33615222,2,1,0.489447787,0.347260769,1,1
1,2,159,466.807611,490,23.19238901,1,1,2.461659638,0.497997782,1,1
1,2,160,182.6638478,170,-12.66384778,3,1,2.534828872,0.505736769,1,1
1,2,161,466.807611,410,-56.80761099,2,2,0.639087022,0.830107562,1,1
1,2,162,284.1437632,266,-18.14376321,2,1,0.335911625,0.238532289,1,1
1,2,163,466.807611,362,-104.807611,2,1,0.807221033,0.853919163,1,1
1,2,164,466.807611,394,-72.80761099,3,1,0.80184584,0.520684788,1,1
1,2,165,182.6638478,186,3.33615222,3,2,0.832187205,0.371765563,1,1
1,2,166,466.807611,362,-104.807611,2,1,0.916840283,0.293127398,1,1
1,2,167,466.807611,426,-40.80761099,2,1,0.506272707,0.325858938,1,1
1,2,168,466.807611,458,-8.807610994,2,1,1.777047457,0.756728213,1,1
1,2,169,182.6638478,266,83.33615222,2,1,0.554167186,0.313589516,1,0
1,2,170,182.6638478,218,35.33615222,2,1,0.450414672,0.25351053,1,1
1,2,171,466.807611,410,-56.80761099,3,1,0.650533859,0.339063876,1,1
1,2,172,466.807611,362,-104.807611,2,1,1.010201312,1.227227972,1,1
1,2,173,182.6638478,170,-12.66384778,3,1,0.340727551,0.476327712,1,1
1,2,174,466.807611,458,-8.807610994,3,1,0.522058858,0.39793941,1,1
1,2,175,284.1437632,234,-50.14376321,3,1,0.293054199,0.258382678,1,1
1,2,176,182.6638478,170,-12.66384778,2,1,0.400827465,0.30572892,1,1
1,2,177,182.6638478,202,19.33615222,2,1,0.538269622,0.380059798,1,1
1,2,178,182.6638478,202,19.33615222,2,1,0.348074576,0.227999985,1,1
1,2,179,284.1437632,298,13.85623679,3,1,1.567762678,0.516109626,1,1
1,2,180,284.1437632,266,-18.14376321,3,1,0.346723888,0.442069838,1,1
1,2,181,284.1437632,234,-50.14376321,2,1,0.268440957,0.185231837,1,1
1,2,182,284.1437632,298,13.85623679,2,1,0.878974278,0.502842799,1,1
1,2,183,284.1437632,266,-18.14376321,2,1,0.579580558,0.231608062,1,1
1,2,184,284.1437632,218,-66.14376321,2,2,0.497607629,0.363940231,1,1
1,2,185,284.1437632,234,-50.14376321,3,1,0.464676997,0.643499586,1,1
1,2,186,182.6638478,202,19.33615222,2,2,0.405558549,0.393490943,1,1
1,2,187,284.1437632,250,-34.14376321,2,2,0.329376742,0.294600276,1,1
1,2,188,284.1437632,298,13.85623679,2,1,0.313789287,0.281474441,1,1
1,2,189,182.6638478,154,-28.66384778,2,1,0.254265188,0.539467862,1,1
1,2,190,182.6638478,154,-28.66384778,2,2,0.752665919,0.395436842,1,1
1,2,191,182.6638478,154,-28.66384778,2,1,0.294608121,0.318829542,1,1
1,2,192,466.807611,426,-40.80761099,3,2,0.641033923,2.506652159,1,1
1,2,193,466.807611,394,-72.80761099,2,2,0.231999227,1.388179715,1,1
1,2,194,182.6638478,218,35.33615222,2,1,0.29503062,0.284575522,1,1
1,2,195,466.807611,410,-56.80761099,2,2,0.372132481,0.372106994,1,1
1,2,196,284.1437632,282,-2.143763214,2,1,0.287106662,0.264928117,1,1
1,2,197,182.6638478,106,-76.66384778,2,1,0.351047342,0.296606846,1,1
1,2,198,466.807611,442,-24.80761099,3,1,3.921588316,0.38966963,1,1
1,2,199,284.1437632,250,-34.14376321,2,1,0.294296481,0.245569573,1,1
1,2,200,284.1437632,282,-2.143763214,2,1,0.298011869,0.188751737,1,1
1,2,201,182.6638478,122,-60.66384778,2,1,0.190474835,0.538030754,1,1
1,2,202,182.6638478,138,-44.66384778,2,1,0.231463456,0.250732435,1,1
1,2,203,182.6638478,154,-28.66384778,2,2,0.37826165,0.422052529,1,1
1,2,204,284.1437632,234,-50.14376321,2,1,0.227875141,0.25648834,1,1
1,2,205,466.807611,426,-40.80761099,2,2,0.335318257,0.412107454,1,1
1,2,206,466.807611,362,-104.807611,2,1,0.280859878,0.282642167,1,1
1,2,207,182.6638478,186,3.33615222,2,1,0.6072788,0.450907679,1,1
1,2,208,182.6638478,138,-44.66384778,2,1,0.263134945,0.245402919,1,1
1,2,209,284.1437632,362,77.85623679,2,1,0.311623119,0.257136826,1,0
1,2,210,466.807611,410,-56.80761099,2,1,0.305478711,0.300083664,1,1
1,2,211,466.807611,426,-40.80761099,2,2,0.178253953,0.555298179,1,1
1,2,212,284.1437632,266,-18.14376321,2,1,0.216551786,0.294362314,1,1
1,2,213,182.6638478,138,-44.66384778,2,1,0.221125039,0.208094412,1,1
1,2,214,284.1437632,218,-66.14376321,2,1,0.229309563,0.49109758,1,1
1,2,215,466.807611,410,-56.80761099,2,2,0.29164799,0.189592169,1,1
1,2,216,182.6638478,170,-12.66384778,3,1,1.006544091,1.042570428,1,1
1,2,217,466.807611,378,-88.80761099,2,1,0.334845195,0.331963259,1,1
1,2,218,284.1437632,346,61.85623679,2,1,0.261119583,0.273050195,1,0
1,2,219,284.1437632,250,-34.14376321,2,1,0.36259377,0.315763126,1,1
1,2,220,182.6638478,250,67.33615222,2,1,0.333122694,0.37893738,1,1
1,2,221,466.807611,442,-24.80761099,2,1,0.411423954,0.569327515,1,1
1,2,222,284.1437632,282,-2.143763214,2,1,0.242743603,0.303948421,1,1
1,2,223,466.807611,442,-24.80761099,3,1,0.639793244,0.398487728,1,1
1,2,224,182.6638478,170,-12.66384778,2,1,0.284664419,0.435873678,1,1
1,2,225,182.6638478,154,-28.66384778,2,1,0.340069594,0.287961009,1,1
1,2,226,466.807611,330,-136.807611,2,2,0.554517542,0.795221033,1,1
1,2,227,182.6638478,202,19.33615222,2,1,0.270113357,0.414237817,1,1
1,2,228,182.6638478,154,-28.66384778,2,1,0.251343514,0.263742291,1,1
1,2,229,466.807611,330,-136.807611,2,1,0.314581507,0.266368957,1,1
1,2,230,182.6638478,154,-28.66384778,2,1,0.242894894,0.319785254,1,1
1,2,231,466.807611,490,23.19238901,2,2,0.305705481,0.25115049,1,1
1,2,232,284.1437632,186,-98.14376321,2,1,0.220521458,0.574691633,1,1
1,2,233,284.1437632,266,-18.14376321,2,1,0.265835195,0.242421351,1,1
1,2,234,284.1437632,266,-18.14376321,2,1,0.269366343,0.243404741,1,1
1,2,235,182.6638478,266,83.33615222,2,1,0.249928214,0.230721826,1,0
1,2,236,284.1437632,26,-258.1437632,1,1,2.852467862,0.8381113,1,0
1,2,237,284.1437632,298,13.85623679,3,1,0.831427983,0.463348382,1,1
1,2,238,284.1437632,250,-34.14376321,3,1,0.406462298,0.309526012,1,1
1,2,239,182.6638478,234,51.33615222,2,1,0.581006729,0.300891842,1,1
1,2,240,466.807611,410,-56.80761099,3,1,0.637447456,0.322451865,1,1
2,1,1,466.807611,266,-200.807611,2,1,5.366151956,7.050570259,1,0
2,1,2,466.807611,266,-200.807611,1,1,2.416503787,3.74567156,1,0
2,1,3,466.807611,426,-40.80761099,3,2,2.688625893,1.766581212,1,0
2,1,4,284.1437632,298,13.85623679,3,2,2.320256131,3.070505194,1,1
2,1,5,182.6638478,250,67.33615222,2,2,2.008371884,3.642672353,1,0
2,1,6,182.6638478,186,3.33615222,2,1,1.426052096,1.652400284,1,1
2,1,7,182.6638478,154,-28.66384778,2,1,2.434466926,1.539654569,1,1
2,1,8,182.6638478,186,3.33615222,2,1,1.830569261,0.990781948,1,1
2,1,9,284.1437632,234,-50.14376321,2,1,1.174194744,3.086221453,1,1
2,1,10,284.1437632,282,-2.143763214,1,2,1.66559379,5.000175827,1,1
2,1,11,284.1437632,250,-34.14376321,2,1,2.666449558,1.871055656,1,1
2,1,12,182.6638478,186,3.33615222,2,1,1.747958596,1.413575018,1,1
2,1,13,284.1437632,218,-66.14376321,2,2,1.179758422,2.676789993,1,1
2,1,14,284.1437632,234,-50.14376321,1,1,2.051214875,1.701501401,1,1
2,1,15,182.6638478,170,-12.66384778,2,1,1.638997908,0.789718662,1,1
2,1,16,182.6638478,170,-12.66384778,2,1,1.397448585,2.559416978,1,1
2,1,17,182.6638478,186,3.33615222,1,2,1.686419406,1.323929723,1,1
2,1,18,466.807611,330,-136.807611,2,1,0.928204093,2.889220055,1,1
2,1,19,284.1437632,266,-18.14376321,1,2,1.738958571,0.955025693,1,1
2,1,20,466.807611,330,-136.807611,2,2,1.817903587,1.01140881,1,1
2,1,21,182.6638478,202,19.33615222,2,2,1.439496992,3.273240408,1,1
2,1,22,466.807611,330,-136.807611,2,2,1.448678571,0.632809475,1,1
2,1,23,182.6638478,186,3.33615222,2,2,1.997590577,2.212198584,1,1
2,1,24,284.1437632,202,-82.14376321,2,1,1.301620536,1.568940036,1,1
2,1,25,182.6638478,202,19.33615222,1,1,1.442981554,0.870946882,1,1
2,1,26,182.6638478,170,-12.66384778,1,1,1.937774997,0.832074641,1,1
2,1,27,466.807611,362,-104.807611,2,2,1.645928229,0.930662036,1,1
2,1,28,466.807611,378,-88.80761099,2,1,1.550946251,2.448492784,1,1
2,1,29,182.6638478,138,-44.66384778,2,1,1.284614108,0.898425367,1,1
2,1,30,182.6638478,186,3.33615222,2,1,1.437199211,0.996824866,1,1
2,1,31,284.1437632,234,-50.14376321,1,1,0.868256236,0.927880351,1,1
2,1,32,182.6638478,202,19.33615222,2,1,0.940676356,1.19336538,1,1
2,1,33,284.1437632,282,-2.143763214,2,2,0.853504528,0.661179712,1,1
2,1,34,466.807611,378,-88.80761099,3,1,2.1029193,2.326485036,1,1
2,1,35,466.807611,378,-88.80761099,2,2,1.305991615,1.299810628,1,1
2,1,36,182.6638478,202,19.33615222,2,1,1.258296627,0.873864298,1,1
2,1,37,284.1437632,282,-2.143763214,2,2,0.704682043,1.86307733,1,1
2,1,38,284.1437632,282,-2.143763214,3,1,1.822924502,1.808649068,1,1
2,1,39,466.807611,410,-56.80761099,2,2,0.512789052,0.588101921,1,1
2,1,40,466.807611,394,-72.80761099,2,2,1.101932695,0.551688434,1,1
2,1,41,284.1437632,282,-2.143763214,2,1,0.562302456,0.620348142,1,1
2,1,42,284.1437632,282,-2.143763214,2,2,1.097511736,0.851031826,1,1
2,1,43,466.807611,330,-136.807611,3,1,1.701586695,1.185681558,1,1
2,1,44,182.6638478,186,3.33615222,3,1,0.931534364,2.111417435,1,1
2,1,45,466.807611,330,-136.807611,2,1,1.447546551,0.473368636,1,1
2,1,46,284.1437632,234,-50.14376321,2,1,1.005400388,0.521479362,1,1
2,1,47,284.1437632,266,-18.14376321,2,1,0.883637339,0.345267823,1,1
2,1,48,466.807611,362,-104.807611,3,2,0.997491587,2.864385787,1,1
2,1,49,182.6638478,186,3.33615222,2,1,0.999453131,1.081356564,1,1
2,1,50,466.807611,330,-136.807611,3,1,0.800417012,0.692580357,1,1
2,1,51,284.1437632,250,-34.14376321,2,1,0.684640856,2.270126433,1,1
2,1,52,182.6638478,170,-12.66384778,2,1,1.021373903,0.440238537,1,1
2,1,53,182.6638478,170,-12.66384778,2,1,2.165812342,0.881029513,1,1
2,1,54,466.807611,346,-120.807611,3,2,1.483228731,3.093210496,1,1
2,1,55,182.6638478,186,3.33615222,2,1,0.686510374,0.656153596,1,1
2,1,56,466.807611,346,-120.807611,3,1,0.837866017,1.098917377,1,1
2,1,57,284.1437632,234,-50.14376321,2,1,0.456738376,0.439031915,1,1
2,1,58,182.6638478,186,3.33615222,3,2,4.07177022,0.656609115,1,1
2,1,59,466.807611,346,-120.807611,2,2,0.472216509,0.586406094,1,1
2,1,60,466.807611,394,-72.80761099,3,2,1.747980676,0.628568504,1,1
2,1,61,466.807611,410,-56.80761099,3,1,1.682869621,2.103210236,1,1
2,1,62,182.6638478,154,-28.66384778,2,1,0.718914687,0.697795489,1,1
2,1,63,284.1437632,234,-50.14376321,3,2,0.85753327,1.361380338,1,1
2,1,64,466.807611,346,-120.807611,3,2,0.512385723,0.965006296,1,1
2,1,65,466.807611,362,-104.807611,1,2,0.620428989,1.952829686,1,1
2,1,66,284.1437632,250,-34.14376321,2,1,0.912022431,0.880047352,1,1
2,1,67,182.6638478,186,3.33615222,1,1,0.765477494,1.001029448,1,1
2,1,68,182.6638478,186,3.33615222,3,1,0.477502491,0.526810616,1,1
2,1,69,466.807611,378,-88.80761099,2,2,0.512063753,0.996147374,1,1
2,1,70,182.6638478,186,3.33615222,1,1,0.819842685,0.584030123,1,1
2,1,71,284.1437632,266,-18.14376321,2,2,0.936383863,0.475037314,1,1
2,1,72,284.1437632,234,-50.14376321,1,2,1.916409352,0.337915827,1,1
2,1,73,466.807611,314,-152.807611,2,1,1.221166337,0.845279933,1,1
2,1,74,466.807611,362,-104.807611,3,2,0.488283387,1.050755446,1,1
2,1,75,182.6638478,170,-12.66384778,2,2,0.93329294,0.476674031,1,1
2,1,76,284.1437632,218,-66.14376321,2,2,1.30715902,0.583356826,1,1
2,1,77,284.1437632,218,-66.14376321,1,1,0.489629881,0.98244715,1,1
2,1,78,466.807611,362,-104.807611,3,2,2.074181594,0.410809373,1,1
2,1,79,284.1437632,234,-50.14376321,1,1,2.549827432,1.144272586,1,1
2,1,80,466.807611,378,-88.80761099,3,2,1.270757518,1.452001514,1,1
2,1,81,466.807611,362,-104.807611,3,2,1.06898709,0.797733373,1,1
2,1,82,182.6638478,170,-12.66384778,2,1,0.600395994,0.411918019,1,1
2,1,83,182.6638478,170,-12.66384778,2,1,0.787160079,0.445391987,1,1
2,1,84,182.6638478,186,3.33615222,2,1,0.899013835,0.325073359,1,1
2,1,85,466.807611,426,-40.80761099,3,1,1.144547689,1.159013856,1,0
2,1,86,284.1437632,250,-34.14376321,2,1,0.442518824,0.321801778,1,1
2,1,87,284.1437632,234,-50.14376321,3,1,0.476867863,2.792844068,1,1
2,1,88,284.1437632,266,-18.14376321,1,1,0.56544242,0.437189929,1,1
2,1,89,284.1437632,218,-66.14376321,1,1,1.564438858,0.486420875,1,1
2,1,90,466.807611,330,-136.807611,2,1,0.515812641,0.342859391,1,1
2,1,91,466.807611,378,-88.80761099,2,1,0.420164957,1.337357464,1,1
2,1,92,182.6638478,170,-12.66384778,3,1,0.557208513,1.135430457,1,1
2,1,93,182.6638478,154,-28.66384778,3,1,0.502302768,1.010421307,1,1
2,1,94,466.807611,314,-152.807611,1,1,0.529846009,1.270762407,1,1
2,1,95,284.1437632,250,-34.14376321,2,1,1.295931284,2.915996311,1,1
2,1,96,182.6638478,202,19.33615222,2,1,0.726311771,1.042734395,1,1
2,1,97,182.6638478,186,3.33615222,1,1,0.514917728,1.561676594,1,1
2,1,98,182.6638478,186,3.33615222,2,1,0.46050621,0.297702616,1,1
2,1,99,466.807611,346,-120.807611,2,1,1.490945215,1.089662881,1,1
2,1,100,182.6638478,170,-12.66384778,2,1,1.242900377,0.683808719,1,1
2,1,101,284.1437632,250,-34.14376321,2,2,1.025861813,0.901563001,1,1
2,1,102,284.1437632,250,-34.14376321,2,1,0.757956358,1.200580496,1,1
2,1,103,182.6638478,186,3.33615222,1,1,1.431763605,1.375709598,1,1
2,1,104,284.1437632,234,-50.14376321,1,1,0.488647797,0.394892553,1,1
2,1,105,284.1437632,266,-18.14376321,2,2,1.270811083,0.445100176,1,1
