Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,DotDiff,Accuracy
43,1,1,NaN,0.515,NaN,24,1
43,1,0,0.63,2.038,1427,24,0
43,0,1,0.64,0.498,1612,24,0
43,0,1,0.62,0.631,1588,24,0
43,0,1,NaN,0.566,NaN,24,0
43,1,0,NaN,0.727,NaN,24,0
43,0,1,NaN,0.653,NaN,24,0
43,0,1,0.58,2.135,2105,24,0
43,0,0,0.8,0.53,1240,24,1
43,0,1,NaN,4.736,NaN,24,0
43,0,1,NaN,4.623,NaN,24,0
43,1,1,NaN,3.322,NaN,24,1
43,1,1,0.65,2.767,1867,24,1
43,1,0,NaN,0.332,NaN,24,0
43,1,1,NaN,5.331,NaN,24,1
43,1,0,NaN,0.526,NaN,24,0
43,0,1,0.65,1.62,19093,24,0
43,1,1,0.68,39.705,2465,24,1
43,1,1,0.63,6.453,12118,24,1
43,0,1,NaN,21.168,NaN,24,0
43,1,1,0.54,0.302,4715,24,1
43,0,0,NaN,0.683,NaN,24,1
43,0,0,0.75,0.317,722,24,1
43,1,1,NaN,15.433,NaN,60,1
43,0,1,NaN,0.326,NaN,24,0
43,0,0,NaN,1.684,NaN,60,1
43,0,0,NaN,4.413,NaN,24,1
43,0,1,NaN,5.981,NaN,60,0
43,1,1,NaN,1.159,NaN,60,1
43,1,0,NaN,0.52,NaN,24,0
43,0,1,NaN,0.349,NaN,60,0
43,1,1,NaN,1.773,NaN,60,1
43,1,0,NaN,0.39,NaN,24,0
43,1,1,NaN,1.019,NaN,60,1
43,0,1,NaN,0.615,NaN,60,0
43,0,1,NaN,2.422,NaN,24,0
43,1,0,NaN,1.967,NaN,24,0
43,0,0,NaN,8.73,NaN,24,1
43,1,0,NaN,1.09,NaN,60,0
43,0,0,NaN,0.408,NaN,60,1
43,0,0,NaN,0.388,NaN,24,1
43,1,1,NaN,2.261,NaN,24,1
43,1,0,NaN,0.426,NaN,24,0
43,0,1,0.55,1.154,2221,60,0
43,0,1,0.58,0.96,1737,24,0
43,1,0,0.64,0.366,1470,60,0
43,1,0,0.7,0.857,1515,24,0
43,1,0,0.69,0.309,1514,60,0
43,1,0,NaN,0.722,NaN,24,0
43,0,1,0.62,7.254,1839,60,0
43,0,1,NaN,0.573,NaN,24,0
43,1,0,0.62,1.897,2403,60,0
43,1,1,NaN,2.61,NaN,24,1
43,0,1,NaN,0.475,NaN,24,0
43,0,0,0.75,0.727,2348,60,1
43,1,1,0.68,0.31,2379,24,1
43,1,1,0.66,22.825,2616,24,1
43,0,1,0.61,17.301,3005,60,0
43,0,1,0.59,14.083,2407,24,0
43,1,1,0.55,0.381,2054,60,1
43,0,1,0.6,2.837,2232,24,0
43,1,1,0.62,0.373,1739,60,1
43,1,1,0.56,20.766,1738,60,1
43,0,1,0.66,0.899,3989,24,0
43,0,1,0.6,9.167,3694,60,0
43,0,0,0.59,7.207,1627,60,1
43,1,1,0.61,0.523,2590,60,1
43,0,0,0.6,0.52,3201,24,1
43,0,1,0.57,0.486,2359,60,0
43,1,0,0.65,0.321,6486,24,0
43,1,0,0.62,0.944,2976,24,0
43,0,1,NaN,4.169,NaN,24,0
43,0,0,NaN,3.274,NaN,24,1
43,0,0,NaN,0.441,NaN,24,1
43,1,1,NaN,2.65,NaN,60,1
43,0,0,NaN,0.514,NaN,60,1
43,1,1,NaN,0.332,NaN,24,1
43,1,0,NaN,0.345,NaN,60,0
43,0,0,NaN,1.087,NaN,24,1
43,0,0,NaN,0.309,NaN,60,1
43,1,1,NaN,0.872,NaN,60,1
43,1,0,NaN,0.511,NaN,60,0
43,1,0,NaN,1.435,NaN,24,0
43,0,1,NaN,0.357,NaN,60,0
43,1,0,NaN,1.281,NaN,24,0
43,1,1,NaN,0.811,NaN,24,1
43,0,0,NaN,2.272,NaN,60,1
43,0,1,0.66,1.148,1807,60,0
43,1,1,0.65,0.613,1378,60,1
43,1,0,0.63,1.181,1357,24,0
43,0,0,0.64,0.354,1231,24,1
43,1,1,0.69,0.342,1390,24,1
43,0,1,0.64,0.531,1637,24,0
43,0,1,0.61,0.371,1525,60,0
43,1,0,0.71,0.322,4010,60,0
43,0,0,0.81,0.515,1905,60,1
43,1,1,0.75,0.743,1581,24,1
43,1,0,0.75,0.744,1296,60,0
43,0,1,0.71,0.312,927,24,0
43,1,0,0.74,0.303,975,60,0
43,1,1,0.67,0.463,1245,60,1
43,1,0,0.66,0.325,995,24,0
43,0,1,0.65,0.352,937,24,0
43,0,1,0.67,0.311,1008,60,0
43,0,0,0.71,0.57,1434,60,1
43,1,1,0.64,0.31,1435,24,1
43,0,1,0.66,0.344,1738,24,0
43,0,1,NaN,1.956,NaN,60,0
43,0,1,NaN,10.186,NaN,60,0
43,1,1,0.58,5.373,3077,24,1
43,0,0,0.7,11.283,2062,24,1
43,0,1,NaN,0.368,NaN,60,0
43,1,1,NaN,8.968,NaN,60,1
43,1,1,0.7,4.163,17419,24,1
43,1,0,NaN,0.412,NaN,60,0
43,1,1,0.69,0.456,2446,24,1
43,1,0,NaN,0.309,NaN,60,0
43,0,0,0.72,1.099,1616,24,1
43,0,0,0.71,2.838,1582,24,1
43,1,1,0.72,0.467,4980,60,1
43,1,0,NaN,0.4,NaN,60,0
43,0,0,NaN,1.266,NaN,60,1
43,0,0,0.71,0.805,2763,60,1
43,0,0,0.71,0.31,2335,24,1
43,1,1,0.71,1.755,4603,24,1
43,0,1,NaN,0.745,NaN,60,0
43,0,1,NaN,2.663,NaN,60,0
43,1,1,0.69,3.997,10009,24,1
43,1,1,NaN,1.61,NaN,60,1
43,1,0,NaN,15.105,NaN,60,0
43,0,1,0.65,2.781,2132,24,0
43,0,0,NaN,0.687,NaN,60,1
43,1,0,NaN,0.405,NaN,60,0
43,1,1,0.68,0.468,2186,24,1
43,0,0,0.66,0.446,1268,24,1
43,0,1,NaN,11.679,NaN,60,0
43,0,1,0.68,0.561,1570,24,0
43,1,1,0.7,17.157,6881,24,1
43,1,1,NaN,0.786,NaN,60,1
43,0,0,NaN,0.411,NaN,60,1
43,1,1,NaN,0.485,NaN,60,1
43,1,0,0.7,0.354,10345,60,0
43,0,1,0.68,8.772,12978,60,0
43,1,1,NaN,5.018,NaN,60,1
43,1,1,0.69,0.86,9987,60,1
43,0,1,0.68,9.019,12099,60,0
43,0,1,NaN,1.519,NaN,60,0
43,1,1,NaN,9.373,NaN,24,1
43,0,0,0.68,21.054,5216,60,1
43,0,1,NaN,25.369,NaN,24,0
43,0,0,0.68,0.682,3641,60,1
43,1,1,NaN,0.69,NaN,24,1
43,1,0,0.68,1.009,1502,60,0
43,0,0,0.67,0.72,1469,60,1
43,1,0,0.7,0.524,997,60,0
43,1,1,NaN,0.309,NaN,24,1
43,0,0,NaN,0.332,NaN,24,1
43,1,0,0.66,0.367,1234,60,0
43,0,0,NaN,0.354,NaN,24,1
43,1,1,0.68,1.019,1312,24,1
43,0,0,NaN,0.333,NaN,24,1
43,0,1,NaN,0.382,NaN,24,0
43,1,1,NaN,0.624,NaN,24,1
43,0,1,0.68,1.625,1467,24,0
43,1,1,0.67,1.069,1650,24,1
43,0,0,NaN,0.466,NaN,24,1
43,1,0,NaN,0.424,NaN,24,0
43,0,1,0.67,0.344,1501,24,0
43,1,1,NaN,0.419,NaN,24,1
43,0,1,NaN,0.311,NaN,24,0
43,1,1,NaN,0.345,NaN,24,1
43,1,1,NaN,0.322,NaN,24,1
43,0,0,0.68,0.367,1457,24,1
43,1,0,0.65,0.307,1469,24,0
43,0,0,0.63,0.333,1512,24,1
43,1,1,0.65,0.686,1716,24,1
43,0,1,0.65,0.344,1625,24,0
43,0,1,NaN,0.391,NaN,24,0
43,1,1,0.65,0.354,1581,24,1
43,1,1,0.65,2.659,3828,60,1
43,1,1,0.68,7.378,1501,24,1
43,1,1,0.64,25.434,1861,24,1
43,0,1,0.66,2.226,1356,24,0
43,0,1,0.66,4.443,4630,60,0
43,1,1,0.63,2.768,1993,60,1
43,0,1,0.64,2.872,1738,60,0
43,1,1,0.67,0.428,1514,24,1
43,0,1,0.66,3.187,1739,24,0
43,1,1,0.74,0.351,1424,60,1
43,0,1,0.75,1.188,1222,24,0
43,0,1,0.67,0.482,1511,60,0
43,0,0,NaN,0.433,NaN,24,1
43,1,0,NaN,0.344,NaN,24,0
43,1,1,0.65,1.302,2539,24,1
43,0,1,0.65,0.34,2153,24,0
43,0,0,0.65,0.356,2433,24,1
43,1,1,NaN,0.301,NaN,24,1
43,1,1,0.66,0.359,1965,24,1
43,0,1,NaN,0.325,NaN,24,0
43,1,0,NaN,0.365,NaN,60,0
43,0,0,NaN,0.31,NaN,60,1
43,1,0,0.64,3.986,2537,24,0
43,1,0,0.64,0.451,2425,24,0
43,0,1,0.64,0.73,1817,24,0
43,1,0,NaN,0.501,NaN,60,0
43,0,1,NaN,0.462,NaN,60,0
43,0,1,0.66,0.485,1931,24,0
43,1,1,NaN,0.523,NaN,60,1
43,0,1,0.7,0.31,2301,60,0
43,0,1,NaN,0.795,NaN,60,0
43,0,1,0.65,0.491,1751,60,0
43,0,0,NaN,0.59,NaN,60,1
43,1,1,0.64,0.706,2089,60,1
43,1,0,0.57,0.391,2008,60,0
43,1,1,NaN,0.716,NaN,60,1
43,0,0,NaN,0.41,NaN,60,1
43,1,0,0.61,0.32,1783,60,0
43,1,1,0.72,0.43,1265,60,1
43,0,1,NaN,0.39,NaN,60,0
43,1,1,NaN,0.709,NaN,60,1
43,0,0,0.66,0.4,1534,60,1
43,0,1,0.61,0.373,1986,60,0
43,1,0,NaN,0.367,NaN,60,0
43,1,1,0.68,0.625,1401,24,1
43,1,1,0.63,0.31,1223,24,1
43,1,0,0.64,0.311,7373,60,0
43,0,0,0.6,0.333,1255,24,1
43,0,1,0.62,0.317,1808,60,0
43,0,1,0.63,0.468,1492,24,0
43,1,0,0.64,0.423,1074,60,0
43,0,0,0.65,0.355,1301,60,1
43,1,0,NaN,0.31,NaN,60,0
43,0,0,NaN,0.31,NaN,60,1
43,0,0,NaN,0.332,NaN,24,1
43,1,1,NaN,4.071,NaN,24,1
43,1,1,0.64,0.302,4451,60,1
43,1,0,NaN,0.309,NaN,24,0
43,1,0,0.63,0.366,2719,60,0
43,1,1,NaN,0.726,NaN,24,1
43,0,1,0.75,0.682,602,60,0
43,0,1,0.75,0.321,705,60,0
43,1,0,0.75,0.321,1514,60,0
43,1,0,NaN,0.333,NaN,24,0
43,0,0,NaN,0.389,NaN,24,1
43,0,1,0.71,0.729,1624,60,0
43,0,0,NaN,0.31,NaN,24,1
43,0,0,NaN,0.535,NaN,24,1
43,0,0,0.69,0.311,1928,60,1
43,1,0,0.7,0.344,1435,60,0
43,1,0,0.65,0.311,1714,60,0
43,0,0,0.71,1.154,1357,60,1
43,0,0,NaN,0.614,NaN,24,1
43,1,0,NaN,0.438,NaN,24,0
43,1,0,NaN,0.607,NaN,24,0
43,0,0,NaN,0.31,NaN,24,1
43,1,0,0.71,0.345,1233,60,0
43,1,0,0.75,0.321,513,60,0
43,1,0,0.75,0.536,614,60,0
43,0,0,NaN,0.321,NaN,60,1
43,0,0,0.75,0.367,535,60,1
43,0,1,0.75,0.31,487,60,0
43,1,0,0.75,0.311,1085,60,0
43,0,0,0.69,0.4,1178,60,1
43,0,1,NaN,0.369,NaN,60,0
43,0,0,NaN,0.322,NaN,60,1
43,1,1,NaN,0.31,NaN,60,1
43,1,0,NaN,0.625,NaN,60,0
43,1,0,0.7,0.311,1567,60,0
43,0,0,NaN,0.344,NaN,60,1
43,0,1,0.6,0.343,3434,60,0
43,1,0,NaN,0.333,NaN,60,0
43,0,1,0.69,0.585,1458,60,0
43,1,0,NaN,0.322,NaN,60,0
43,0,0,NaN,2.389,NaN,60,1
43,1,1,NaN,0.31,NaN,60,1
44,0,0,NaN,0.73,NaN,24,1
44,1,1,NaN,0.697,NaN,24,1
44,0,0,NaN,0.718,NaN,60,1
44,1,1,NaN,0.859,NaN,24,1
44,0,1,NaN,0.798,NaN,60,0
44,1,1,NaN,0.843,NaN,24,1
44,1,1,NaN,0.755,NaN,60,1
44,0,1,NaN,0.706,NaN,24,0
44,1,1,NaN,0.657,NaN,60,1
44,0,0,NaN,0.644,NaN,60,1
44,1,1,NaN,0.709,NaN,60,1
44,0,0,NaN,0.677,NaN,24,1
44,1,0,NaN,0.671,NaN,60,0
44,0,1,NaN,0.635,NaN,24,0
44,1,1,NaN,0.916,NaN,24,1
44,0,0,NaN,0.674,NaN,60,1
44,1,1,NaN,0.727,NaN,24,1
44,1,1,NaN,0.73,NaN,60,1
44,0,0,NaN,0.661,NaN,24,1
44,0,1,NaN,0.732,NaN,24,0
44,1,0,NaN,0.651,NaN,24,0
44,0,0,NaN,0.868,NaN,24,1
44,1,1,NaN,0.7,NaN,60,1
44,0,0,NaN,0.78,NaN,24,1
44,1,1,NaN,0.615,NaN,24,1
44,0,0,NaN,0.684,NaN,60,1
44,0,1,NaN,0.861,NaN,60,0
44,0,0,NaN,0.796,NaN,60,1
44,1,1,NaN,0.895,NaN,24,1
44,0,0,NaN,0.71,NaN,60,1
44,1,1,NaN,0.759,NaN,60,1
44,1,1,NaN,0.739,NaN,60,1
44,1,0,NaN,1.237,NaN,24,0
44,1,1,0.64,0.79,4349,60,1
44,0,1,NaN,0.794,NaN,24,0
44,0,0,0.79,0.61,2712,60,1
44,1,0,NaN,0.717,NaN,24,0
44,1,0,NaN,0.613,NaN,24,0
44,0,0,0.66,0.725,2522,60,1
44,1,1,0.73,0.656,2980,60,1
44,0,0,0.79,0.687,2146,60,1
44,0,1,NaN,0.591,NaN,24,0
44,1,0,NaN,0.575,NaN,24,0
44,1,1,0.7,0.678,3294,60,1
44,0,0,NaN,0.813,NaN,24,1
44,1,1,0.64,0.729,3536,60,1
44,0,0,NaN,1.031,NaN,24,1
44,0,0,0.6,0.608,4121,60,1
44,0,0,0.64,0.693,7445,24,1
44,0,1,NaN,0.771,NaN,60,0
44,0,1,NaN,0.808,NaN,60,0
44,0,0,0.51,0.949,2110,24,1
44,1,0,0.6,0.745,2248,24,0
44,0,0,0.65,0.766,2243,24,1
44,1,1,NaN,0.896,NaN,60,1
44,1,1,NaN,0.709,NaN,60,1
44,1,1,0.65,0.72,2562,24,1
44,0,0,NaN,0.798,NaN,60,1
44,1,1,0.53,0.875,2475,24,1
44,1,1,NaN,0.761,NaN,60,1
44,0,0,0.57,0.807,2977,60,1
44,1,1,NaN,1.25,NaN,60,1
44,0,0,NaN,0.698,NaN,60,1
44,1,0,0.5,1.477,2551,60,0
44,0,1,0.64,0.681,2739,60,0
44,1,0,NaN,0.994,NaN,60,0
44,1,1,0.56,0.62,2235,60,1
44,1,1,NaN,0.698,NaN,60,1
44,0,0,0.55,0.723,4644,60,1
44,1,0,NaN,0.737,NaN,60,0
44,0,0,0.65,0.63,2026,60,1
44,1,1,0.64,0.747,2386,60,1
44,0,0,NaN,0.701,NaN,60,1
44,0,0,NaN,0.725,NaN,60,1
44,0,0,NaN,0.794,NaN,60,1
44,1,1,0.56,0.817,2294,60,1
44,1,0,NaN,0.919,NaN,24,0
44,1,1,0.65,0.639,2563,60,1
44,0,0,NaN,0.701,NaN,24,1
44,0,0,0.8,0.585,1876,60,1
44,1,0,NaN,0.632,NaN,24,0
44,0,0,0.59,0.728,1754,60,1
44,0,0,NaN,0.685,NaN,24,1
44,1,1,NaN,0.875,NaN,24,1
44,0,0,0.55,0.744,2335,60,1
44,0,0,0.53,0.782,2269,60,1
44,1,1,0.59,1.115,2505,60,1
44,1,1,0.5,0.805,2827,60,1
44,1,0,NaN,0.884,NaN,24,0
44,0,0,NaN,0.687,NaN,24,1
44,0,0,NaN,0.673,NaN,24,1
44,1,1,0.79,0.627,1683,60,1
44,0,0,NaN,0.755,NaN,24,1
44,0,0,NaN,0.846,NaN,24,1
44,0,1,NaN,0.708,NaN,24,0
44,0,0,NaN,0.706,NaN,24,1
44,1,1,NaN,0.636,NaN,60,1
44,1,1,NaN,0.65,NaN,24,1
44,1,1,NaN,0.738,NaN,24,1
44,1,1,NaN,0.605,NaN,24,1
44,1,1,NaN,0.642,NaN,60,1
44,0,1,NaN,0.759,NaN,60,0
44,0,0,NaN,0.781,NaN,60,1
44,1,1,NaN,0.676,NaN,60,1
44,1,1,NaN,0.66,NaN,24,1
44,0,0,NaN,0.912,NaN,60,1
44,1,1,NaN,0.685,NaN,60,1
44,0,1,NaN,0.644,NaN,60,0
44,0,0,0.56,0.737,4118,60,1
44,1,1,NaN,0.69,NaN,24,1
44,0,0,0.84,0.704,2128,60,1
44,0,0,NaN,1.255,NaN,24,1
44,0,0,0.57,1.053,3397,60,1
44,0,1,NaN,0.738,NaN,24,0
44,1,1,NaN,0.85,NaN,24,1
44,1,0,NaN,1.405,NaN,24,0
44,1,1,NaN,0.68,NaN,24,1
44,0,0,NaN,0.776,NaN,24,1
44,1,1,0.64,0.682,2118,60,1
44,0,0,0.54,0.722,2863,60,1
44,0,0,0.58,0.711,1717,60,1
44,1,1,0.82,0.734,1404,60,1
44,1,1,NaN,0.648,NaN,24,1
44,0,0,NaN,0.548,NaN,24,1
44,0,0,NaN,0.69,NaN,24,1
44,1,1,0.68,0.663,1973,60,1
44,1,0,0.5,1.132,4607,60,0
44,1,1,0.91,0.735,1894,60,1
44,1,0,0.54,0.81,2088,24,0
44,0,0,NaN,0.986,NaN,60,1
44,0,0,0.58,0.885,1947,24,1
44,1,1,NaN,0.757,NaN,60,1
44,1,1,0.68,0.667,2217,24,1
44,1,0,NaN,0.926,NaN,60,0
44,0,1,NaN,0.645,NaN,60,0
44,1,1,NaN,0.588,NaN,60,1
44,0,1,0.8,0.73,2355,24,0
44,0,0,NaN,0.739,NaN,60,1
44,1,1,0.65,0.618,3267,24,1
44,1,1,NaN,0.615,NaN,60,1
44,0,1,0.5,0.808,2208,24,0
44,0,0,0.7,0.952,3292,24,1
44,0,1,0.5,0.724,2081,24,0
44,1,0,0.64,2.055,2444,24,0
44,1,0,NaN,0.843,NaN,60,0
44,0,0,NaN,0.624,NaN,60,1
44,0,0,NaN,0.702,NaN,60,1
44,1,0,0.84,0.663,2015,24,0
44,1,1,0.51,0.72,2480,60,1
44,1,0,0.5,0.786,7785,24,0
44,1,0,0.7,0.799,2464,24,0
44,0,0,0.85,0.661,1525,24,1
44,0,1,0.59,1.6,1920,24,0
44,0,0,0.86,0.77,1674,24,1
44,0,0,0.66,1.023,1876,60,1
44,0,0,0.89,0.835,1760,60,1
44,1,1,0.8,0.857,1387,24,1
44,1,0,0.63,0.728,1861,60,0
44,0,0,0.84,0.702,2125,60,1
44,1,0,0.5,1.101,2469,60,0
44,0,0,NaN,0.765,NaN,24,1
44,1,1,0.56,0.727,2595,24,1
44,1,0,NaN,0.581,NaN,24,0
44,0,0,0.84,0.814,1511,24,1
44,1,1,NaN,0.847,NaN,60,1
44,1,1,NaN,0.723,NaN,60,1
44,0,0,0.91,0.648,4037,60,1
44,0,0,NaN,0.71,NaN,60,1
44,1,1,0.94,0.91,2276,60,1
44,0,0,NaN,0.831,NaN,60,1
44,1,1,0.96,0.702,1948,60,1
44,0,1,NaN,0.852,NaN,60,0
44,1,1,0.84,0.637,1577,60,1
44,0,0,NaN,0.729,NaN,60,1
44,0,1,0.67,0.64,1784,60,0
44,0,0,0.54,0.991,1966,60,1
44,1,1,0.9,0.725,1976,60,1
44,0,0,NaN,4.69,NaN,60,1
44,0,0,0.66,1.312,1885,60,1
44,1,1,NaN,0.641,NaN,60,1
44,1,1,NaN,0.832,NaN,60,1
44,1,1,NaN,0.734,NaN,60,1
44,1,1,0.64,1.081,1740,60,1
44,0,0,0.56,1.253,2039,60,1
44,0,0,NaN,1.04,NaN,60,1
44,0,1,NaN,0.647,NaN,24,0
44,1,1,NaN,0.848,NaN,60,1
44,1,1,NaN,0.75,NaN,24,1
44,1,1,0.85,0.649,2501,60,1
44,0,1,0.63,0.867,6867,24,0
44,0,0,0.65,1.217,2107,60,1
44,1,1,0.72,0.662,1855,60,1
44,0,1,0.6,1.375,1945,60,0
44,0,0,0.79,0.754,1627,24,1
44,1,0,0.65,1.569,1817,24,0
44,1,1,0.8,0.767,1466,24,1
44,1,1,NaN,0.754,NaN,24,1
44,1,1,0.87,0.588,2421,60,1
44,0,1,NaN,0.728,NaN,24,0
44,1,1,0.85,0.691,3673,60,1
44,0,0,0.9,0.681,1773,60,1
44,0,1,NaN,1.016,NaN,24,0
44,0,1,0.59,0.78,1629,60,0
44,1,0,NaN,0.942,NaN,24,0
44,0,0,0.66,0.635,2625,60,1
44,1,1,0.81,0.645,1566,60,1
44,0,0,NaN,0.603,NaN,60,1
44,1,1,NaN,0.61,NaN,60,1
44,1,1,NaN,0.828,NaN,24,1
44,1,0,0.58,0.637,3197,24,0
44,0,1,NaN,0.598,NaN,24,0
44,0,1,0.81,0.889,1615,24,0
44,1,1,0.5,0.768,3135,24,1
44,1,1,NaN,0.726,NaN,24,1
44,1,1,0.8,1.205,1524,24,1
44,0,0,0.61,0.684,1582,24,1
44,0,1,NaN,1.3,NaN,24,0
44,0,1,NaN,0.676,NaN,24,0
44,1,1,0.5,0.834,2938,24,1
44,0,0,0.99,0.678,2830,24,1
44,0,1,NaN,0.626,NaN,24,0
44,1,1,NaN,0.703,NaN,24,1
44,0,1,0.5,1.08,2645,24,0
44,1,0,NaN,1.413,NaN,24,0
44,1,0,NaN,0.911,NaN,24,0
44,0,0,NaN,0.763,NaN,24,1
44,1,1,NaN,0.675,NaN,24,1
44,1,0,0.62,1.16,4823,24,0
44,0,0,0.52,2.395,2815,24,1
44,1,1,0.56,0.635,3224,24,1
44,0,0,0.53,0.692,2102,24,1
44,0,0,0.51,0.619,1858,24,1
44,1,0,0.6,0.717,2182,24,0
44,1,0,NaN,0.69,NaN,24,0
44,0,0,NaN,0.621,NaN,24,1
44,0,0,NaN,0.724,NaN,24,1
44,1,1,0.51,0.847,3392,24,1
44,0,0,0.79,0.596,4335,60,1
44,1,1,0.64,0.669,2261,24,1
44,0,0,0.59,2.087,2906,24,1
44,1,0,0.5,1.024,2714,60,0
44,0,0,0.81,0.831,2083,60,1
44,1,1,0.59,0.761,2842,24,1
44,0,0,0.8,0.634,2455,60,1
44,0,1,0.65,1.078,2653,24,0
44,0,0,0.63,0.703,1788,24,1
44,0,0,0.71,0.719,1651,60,1
44,0,0,0.61,0.701,1382,24,1
44,1,0,0.75,0.62,1936,60,0
44,1,1,0.69,0.913,2747,60,1
44,1,1,0.6,0.875,2555,60,1
44,1,0,0.59,13.179,2078,24,0
44,1,0,NaN,2.738,NaN,60,0
44,1,1,0.54,0.92,1938,60,1
44,0,0,0.5,1.904,2602,60,1
44,0,0,NaN,0.673,NaN,60,1
44,1,1,NaN,0.656,NaN,60,1
44,1,1,1,0.642,4101,60,1
44,1,1,0.94,0.653,1621,60,1
44,0,0,0.87,0.62,2293,60,1
44,0,1,NaN,0.6,NaN,60,0
44,1,1,NaN,0.667,NaN,60,1
44,0,0,1,0.569,3028,60,1
44,0,1,NaN,0.779,NaN,60,0
44,0,1,1,0.708,2592,24,0
44,0,0,0.5,0.732,1945,24,1
44,1,1,NaN,0.924,NaN,24,1
44,0,0,NaN,0.601,NaN,24,1
44,1,1,1,0.591,2846,24,1
44,1,0,NaN,0.625,NaN,24,0
44,1,0,1,0.648,1974,24,0
44,0,1,NaN,0.713,NaN,24,0
44,0,0,0.6,0.467,1897,60,1
44,1,1,NaN,0.77,NaN,60,1
44,1,0,0.75,0.464,1108,60,0
44,1,0,0.93,0.803,1608,60,0
44,1,1,NaN,0.321,NaN,60,1
44,0,1,NaN,1.552,NaN,60,0
44,0,0,NaN,0.764,NaN,60,1
44,0,1,0.67,0.56,1923,60,0
44,1,0,NaN,0.379,NaN,60,0
44,0,0,NaN,0.628,NaN,24,1
44,1,1,NaN,0.562,NaN,24,1
44,1,1,NaN,0.657,NaN,60,1
44,1,0,NaN,0.741,NaN,24,0
44,0,1,NaN,0.614,NaN,24,0
44,0,0,NaN,0.524,NaN,60,1
44,0,0,NaN,0.61,NaN,60,1
44,0,0,NaN,0.56,NaN,60,1
44,0,0,0.6,0.63,2930,24,1
44,1,0,NaN,0.645,NaN,60,0
44,0,0,NaN,0.621,NaN,60,1
44,1,1,NaN,0.638,NaN,60,1
44,0,0,0.75,0.553,1932,24,1
44,1,1,0.68,0.711,2581,24,1
44,1,0,0.56,0.92,2602,24,0
44,1,1,0.57,0.672,2280,60,1
44,0,0,0.5,0.999,2117,24,1
44,0,0,1,0.641,1745,24,1
44,1,0,0.5,0.739,3329,24,0
44,0,0,0.51,0.59,2783,60,1
44,0,0,0.5,0.607,1835,60,1
44,1,1,0.5,0.623,2323,60,1
44,0,0,0.5,0.605,1910,60,1
44,1,1,0.85,0.618,2242,60,1
44,0,0,0.5,0.709,1620,60,1
44,1,1,1,0.748,1890,24,1
44,1,1,0.5,0.801,1874,60,1
44,1,0,0.85,0.698,1248,24,0
44,0,1,0.92,0.616,2212,24,0
44,0,1,0.5,0.664,2940,24,0
44,1,0,0.5,0.308,2233,24,0
44,1,0,0.5,0.695,1575,24,0
44,0,0,0.5,0.553,1565,60,1
44,1,0,0.54,0.607,1970,60,0
44,0,0,0.5,0.604,1440,24,1
44,0,0,0.75,1.006,1550,24,1
44,0,1,NaN,0.38,NaN,60,0
44,1,0,0.75,0.585,829,24,0
44,1,1,NaN,0.675,NaN,60,1
44,0,0,0.61,0.654,1791,24,1
44,1,0,0.63,0.925,1412,24,0
44,0,0,NaN,0.692,NaN,24,1
44,0,0,NaN,0.694,NaN,24,1
44,0,0,0.51,0.799,2416,24,1
44,0,0,0.5,0.63,1790,24,1
44,0,0,NaN,0.763,NaN,24,1
44,0,0,NaN,0.624,NaN,24,1
44,1,1,NaN,0.708,NaN,24,1
44,1,1,0.63,0.755,1940,24,1
44,0,0,0.54,0.607,1701,24,1
44,1,1,NaN,0.686,NaN,24,1
44,1,1,0.51,0.782,2208,24,1
44,1,1,NaN,0.748,NaN,24,1
44,1,0,0.57,0.588,1549,24,0
44,0,0,0.55,0.706,1603,24,1
44,0,0,NaN,0.708,NaN,24,1
44,1,1,0.5,0.75,1918,24,1
44,1,1,NaN,0.722,NaN,24,1
44,1,1,NaN,0.814,NaN,24,1
44,1,0,0.75,1.099,1733,24,0
44,1,1,0.75,0.405,704,24,1
44,1,1,NaN,0.652,NaN,60,1
44,0,0,0.59,0.639,1817,24,1
44,1,1,NaN,0.533,NaN,60,1
44,1,1,NaN,0.652,NaN,60,1
44,1,0,0.75,0.685,1241,24,0
44,0,0,NaN,0.663,NaN,60,1
44,0,1,0.9,0.581,2402,24,0
44,0,0,0.86,0.626,1617,24,1
44,0,0,NaN,0.651,NaN,60,1
44,1,1,NaN,0.572,NaN,60,1
44,0,0,NaN,0.596,NaN,60,1
44,0,1,0.66,0.6,1463,24,0
44,1,0,0.82,0.588,1632,24,0
44,0,0,NaN,0.633,NaN,60,1
44,0,0,0.63,0.578,2340,60,1
44,1,0,0.66,0.684,1760,24,0
44,0,0,0.85,0.578,2064,24,1
44,1,1,0.95,0.563,1726,60,1
45,1,1,NaN,0.961,NaN,60,1
45,0,0,NaN,0.661,NaN,60,1
45,0,0,NaN,0.693,NaN,24,1
45,1,0,NaN,0.782,NaN,24,0
45,1,1,0.89,0.591,3347,60,1
45,0,0,0.72,0.633,2796,24,1
45,0,0,0.93,0.666,2183,60,1
45,0,0,0.92,0.905,1652,24,1
45,1,1,0.72,0.871,1859,60,1
45,0,0,0.83,1.167,2571,24,1
45,0,0,0.87,0.828,1953,60,1
45,1,1,0.86,1.254,2250,24,1
45,0,0,0.9,0.901,2231,60,1
45,1,1,0.85,0.882,1992,60,1
45,1,1,0.83,1.576,1767,24,1
45,1,1,0.92,0.858,2135,24,1
