Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,DotDiff,Accuracy
18,0,0,0.96,0.781,2195,60,1
18,1,1,0.86,0.883,1821,24,1
18,0,0,0.93,0.782,2591,60,1
18,0,0,0.91,0.742,1873,24,1
18,1,1,0.87,0.662,2085,24,1
18,0,1,0.59,1.467,3085,24,0
18,1,1,1,0.722,2961,60,1
18,0,1,NaN,0.909,NaN,24,0
18,0,0,NaN,0.785,NaN,60,1
18,1,1,NaN,0.712,NaN,60,1
18,1,1,NaN,0.686,NaN,24,1
18,1,1,NaN,0.75,NaN,24,1
18,0,0,0.85,0.721,2546,24,1
18,0,0,0.6,2.74,2550,24,1
18,0,0,NaN,1.105,NaN,24,1
18,1,1,0.69,1.062,2341,24,1
18,1,0,0.8,0.936,2307,24,0
18,0,1,0.69,1.664,2065,24,0
18,0,1,NaN,0.96,NaN,24,0
18,0,1,NaN,0.808,NaN,24,0
18,0,1,0.8,0.972,1585,24,0
18,1,1,NaN,0.997,NaN,24,1
18,1,1,0.79,1.109,1779,24,1
18,0,0,NaN,1.071,NaN,24,1
18,0,1,0.62,0.912,2082,24,0
18,1,0,0.7,0.804,2150,24,0
18,1,0,NaN,0.839,NaN,24,0
18,0,0,NaN,0.746,NaN,24,1
18,1,0,NaN,0.852,NaN,24,0
18,1,0,NaN,0.783,NaN,24,0
18,1,1,0.81,0.875,2091,24,1
18,0,1,0.81,0.781,1920,24,0
18,0,0,0.9,0.684,1751,60,1
18,1,1,0.7,1.105,2965,60,1
18,1,1,0.66,1.298,1597,24,1
18,1,1,0.84,0.877,1525,60,1
18,1,1,0.91,0.728,2058,60,1
18,0,0,0.85,0.822,1941,60,1
18,0,1,0.68,1.39,1814,24,0
18,1,1,0.87,0.745,1801,24,1
18,0,0,0.78,0.733,2031,24,1
18,0,0,0.86,0.822,1572,60,1
18,1,1,0.87,0.708,1890,24,1
18,1,1,NaN,0.75,NaN,24,1
18,0,1,0.77,0.91,2309,24,0
18,1,1,NaN,0.951,NaN,24,1
18,1,1,0.69,1.037,1878,24,1
18,0,0,1,0.751,2866,24,1
18,1,0,NaN,0.824,NaN,24,0
18,0,0,NaN,0.68,NaN,24,1
18,1,0,0.88,1.232,1732,24,0
18,1,0,0.79,0.803,1505,24,0
18,0,0,NaN,0.744,NaN,24,1
18,0,0,0.68,0.881,2200,24,1
18,0,0,NaN,0.81,NaN,24,1
18,0,0,0.88,0.69,2451,60,1
18,0,0,NaN,0.816,NaN,24,1
18,1,1,NaN,1.011,NaN,24,1
18,1,1,0.8,0.715,1993,60,1
18,1,1,0.82,0.683,2526,60,1
18,1,1,0.7,0.752,1547,60,1
18,0,0,0.83,0.787,1823,60,1
18,1,1,NaN,0.718,NaN,60,1
18,1,1,NaN,0.649,NaN,60,1
18,0,0,0.94,0.561,2302,60,1
18,0,0,NaN,0.638,NaN,60,1
18,0,0,NaN,0.66,NaN,60,1
18,1,1,NaN,0.684,NaN,60,1
18,1,1,0.95,0.593,2257,60,1
18,0,0,NaN,0.653,NaN,60,1
18,0,0,0.84,0.721,1700,60,1
18,1,1,NaN,0.668,NaN,60,1
18,0,0,0.88,0.688,2353,60,1
18,0,0,0.94,0.654,1935,60,1
18,0,0,NaN,0.67,NaN,60,1
18,1,1,0.69,0.743,2428,60,1
18,0,0,NaN,0.687,NaN,60,1
18,1,1,1,0.58,2564,60,1
18,1,1,NaN,0.651,NaN,60,1
18,1,1,NaN,0.627,NaN,60,1
18,0,0,1,0.69,2008,60,1
18,0,0,NaN,0.689,NaN,60,1
18,1,1,NaN,0.618,NaN,60,1
18,1,1,NaN,0.62,NaN,60,1
18,1,1,1,0.659,2232,60,1
18,0,0,NaN,0.664,NaN,60,1
18,1,1,NaN,0.649,NaN,60,1
18,0,0,1,0.685,2287,60,1
18,0,0,1,0.689,1835,60,1
18,0,0,NaN,0.672,NaN,60,1
18,0,0,NaN,0.656,NaN,60,1
18,1,1,1,0.52,2048,60,1
18,1,1,1,0.62,1932,60,1
18,1,1,0.88,0.98,1768,60,1
18,0,0,0.8,0.8,1666,60,1
18,0,0,NaN,0.847,NaN,60,1
18,0,0,0.87,1.065,2486,60,1
18,1,1,1,0.631,1794,60,1
18,1,1,NaN,0.639,NaN,60,1
18,1,1,NaN,0.688,NaN,24,1
18,0,0,1,0.593,2272,60,1
18,1,1,1,0.575,2010,60,1
18,0,0,1,0.658,2096,60,1
18,0,0,1,0.591,1611,60,1
18,0,0,0.84,0.761,2197,60,1
18,0,0,NaN,0.66,NaN,24,1
18,0,0,NaN,0.585,NaN,24,1
18,0,1,NaN,0.687,NaN,24,0
18,1,0,NaN,0.682,NaN,24,0
18,1,1,1,0.532,2552,60,1
18,1,1,1,0.653,2141,60,1
18,0,1,NaN,0.615,NaN,24,0
18,1,0,NaN,0.689,NaN,24,0
18,1,1,1,0.55,2508,60,1
18,1,1,NaN,0.603,NaN,24,1
18,0,0,NaN,0.628,NaN,60,1
18,1,1,NaN,0.676,NaN,24,1
18,0,0,NaN,0.847,NaN,60,1
18,1,1,NaN,0.564,NaN,60,1
18,0,1,NaN,0.653,NaN,24,0
18,1,1,NaN,0.555,NaN,60,1
18,1,1,NaN,0.599,NaN,24,1
18,0,0,NaN,0.771,NaN,24,1
18,1,1,NaN,0.621,NaN,60,1
18,0,0,NaN,0.625,NaN,60,1
18,0,0,0.89,0.661,2416,24,1
18,0,0,0.94,0.659,2348,24,1
18,1,1,NaN,0.606,NaN,60,1
18,1,0,0.65,0.912,2545,24,0
18,1,1,NaN,0.629,NaN,60,1
18,0,0,0.69,0.944,2451,24,1
18,0,0,0.95,0.688,2659,24,1
18,1,0,0.81,0.666,2362,24,0
18,1,1,0.92,0.63,2013,24,1
18,1,1,0.9,0.776,2088,24,1
18,0,0,0.9,0.639,1999,24,1
18,1,1,NaN,0.561,NaN,60,1
18,0,0,NaN,0.59,NaN,60,1
18,0,0,NaN,0.618,NaN,60,1
18,0,0,NaN,0.658,NaN,60,1
18,0,0,NaN,0.907,NaN,60,1
18,1,1,1,0.595,2214,24,1
18,1,1,NaN,0.58,NaN,60,1
18,1,1,0.81,0.722,2314,24,1
18,1,1,NaN,0.725,NaN,60,1
18,0,0,NaN,0.562,NaN,60,1
18,0,0,0.9,0.654,2381,24,1
18,0,0,0.9,0.62,3104,60,1
18,1,1,0.91,0.607,2025,60,1
18,0,0,NaN,0.579,NaN,24,1
18,0,0,NaN,0.807,NaN,24,1
18,1,1,NaN,0.622,NaN,24,1
18,0,0,1,0.589,2169,60,1
18,0,0,1,0.562,1734,60,1
18,0,0,NaN,0.57,NaN,24,1
18,1,1,NaN,0.848,NaN,24,1
18,0,0,1,0.552,1817,60,1
18,1,1,1,0.593,1877,60,1
18,1,1,0.91,0.593,1866,60,1
18,0,0,NaN,0.604,NaN,24,1
18,1,1,0.93,0.654,2467,60,1
18,1,0,NaN,0.96,NaN,24,0
18,0,0,1,0.593,1850,60,1
18,1,1,NaN,0.627,NaN,24,1
18,0,0,NaN,0.587,NaN,24,1
18,1,1,0.93,0.566,2128,60,1
18,1,0,NaN,0.625,NaN,24,0
18,1,1,NaN,1.073,NaN,60,1
18,0,1,NaN,0.943,NaN,24,0
18,1,1,NaN,0.756,NaN,60,1
18,0,0,NaN,0.594,NaN,24,1
18,0,0,NaN,0.56,NaN,60,1
18,0,0,NaN,0.594,NaN,60,1
18,1,1,NaN,0.689,NaN,24,1
18,1,1,NaN,0.583,NaN,60,1
18,1,1,NaN,0.629,NaN,24,1
18,0,0,NaN,0.753,NaN,24,1
18,1,1,NaN,0.689,NaN,24,1
18,0,0,NaN,0.585,NaN,60,1
18,1,1,NaN,0.619,NaN,60,1
18,1,1,1,0.654,4101,60,1
18,0,0,NaN,1.082,NaN,60,1
18,1,1,1,0.625,1918,60,1
18,0,0,NaN,0.739,NaN,60,1
18,1,1,NaN,0.623,NaN,60,1
18,0,0,1,0.646,2346,60,1
18,0,0,0.87,0.794,1744,60,1
18,0,0,0.91,0.562,2374,24,1
18,0,0,NaN,0.766,NaN,60,1
18,0,0,NaN,0.556,NaN,60,1
18,0,0,0.91,0.589,1762,24,1
18,1,1,NaN,0.517,NaN,60,1
18,1,1,NaN,0.558,NaN,60,1
18,0,0,NaN,0.596,NaN,60,1
18,0,0,0.83,1,2247,24,1
18,1,1,0.65,0.604,1946,24,1
18,1,1,NaN,0.625,NaN,60,1
18,1,1,0.83,0.778,1936,24,1
18,1,1,0.68,0.885,1710,24,1
18,0,0,0.87,0.559,3270,60,1
18,0,1,NaN,0.895,NaN,24,0
18,1,1,NaN,0.718,NaN,24,1
18,1,0,NaN,0.492,NaN,24,0
18,1,1,0.98,0.595,2122,60,1
18,0,0,NaN,0.636,NaN,24,1
18,1,1,0.97,0.527,2149,60,1
18,0,0,0.93,0.616,2464,60,1
18,1,1,NaN,0.88,NaN,24,1
18,0,0,NaN,0.617,NaN,24,1
18,0,1,NaN,0.688,NaN,24,0
18,0,1,NaN,0.839,NaN,24,0
18,0,0,NaN,0.63,NaN,60,1
18,1,1,NaN,0.559,NaN,60,1
18,1,1,NaN,0.692,NaN,60,1
18,1,1,NaN,0.709,NaN,60,1
18,0,0,NaN,0.691,NaN,60,1
18,0,0,NaN,0.68,NaN,60,1
18,1,1,NaN,0.693,NaN,24,1
18,1,1,NaN,0.841,NaN,24,1
18,1,1,NaN,0.685,NaN,60,1
18,0,0,NaN,0.655,NaN,60,1
18,0,1,NaN,0.69,NaN,24,0
18,1,1,NaN,0.874,NaN,24,1
18,0,1,0.64,0.718,2874,24,0
18,1,1,0.9,0.747,1782,24,1
18,0,1,0.9,0.699,1535,24,0
18,0,0,NaN,0.612,NaN,60,1
18,1,1,NaN,0.565,NaN,60,1
18,1,1,NaN,0.534,NaN,60,1
18,0,0,NaN,0.582,NaN,60,1
18,0,0,NaN,0.915,NaN,60,1
18,1,1,NaN,0.627,NaN,60,1
18,0,0,0.91,0.651,2352,24,1
18,0,1,0.86,0.664,2149,24,0
18,1,1,NaN,0.605,NaN,60,1
18,1,1,0.91,0.625,2194,24,1
18,0,0,NaN,0.75,NaN,60,1
18,1,1,0.65,0.744,2410,24,1
18,1,1,0.86,0.643,1785,24,1
18,1,0,0.68,1.261,2328,24,0
18,0,0,0.87,0.676,2863,24,1
18,1,1,NaN,0.589,NaN,60,1
18,1,1,NaN,0.529,NaN,60,1
18,0,0,NaN,0.613,NaN,60,1
18,0,0,NaN,0.626,NaN,60,1
18,1,1,0.67,0.616,2545,24,1
18,0,0,0.83,0.697,1798,24,1
18,1,1,NaN,0.624,NaN,24,1
18,1,1,NaN,0.517,NaN,60,1
18,1,1,NaN,0.687,NaN,60,1
18,0,0,NaN,0.581,NaN,24,1
18,0,0,NaN,0.595,NaN,60,1
18,0,0,NaN,0.84,NaN,24,1
18,1,1,NaN,0.565,NaN,24,1
18,0,0,NaN,0.616,NaN,24,1
18,1,1,NaN,0.528,NaN,24,1
18,1,1,NaN,0.624,NaN,60,1
18,0,0,NaN,0.589,NaN,60,1
18,1,1,NaN,0.591,NaN,60,1
18,1,1,NaN,0.645,NaN,24,1
18,1,0,NaN,0.585,NaN,24,0
18,0,0,NaN,0.658,NaN,24,1
18,0,0,NaN,0.62,NaN,60,1
18,0,1,NaN,0.596,NaN,24,0
18,0,0,NaN,0.583,NaN,60,1
18,0,0,NaN,0.756,NaN,60,1
18,1,1,NaN,0.616,NaN,60,1
18,1,1,0.89,0.678,2746,24,1
18,0,1,0.67,0.876,2098,24,0
18,0,0,0.94,0.595,2681,60,1
18,1,1,0.92,0.713,1950,60,1
18,1,0,0.83,0.725,2347,24,0
18,1,0,NaN,0.664,NaN,24,0
18,0,0,NaN,0.594,NaN,24,1
18,0,1,0.59,0.676,2292,24,0
18,1,0,NaN,0.559,NaN,24,0
18,0,0,0.63,0.72,2278,24,1
18,1,1,0.63,1.31,1931,24,1
18,0,0,NaN,0.628,NaN,24,1
18,1,0,0.83,0.713,2151,24,0
18,0,0,0.91,0.569,2482,60,1
18,1,1,0.9,0.599,2188,24,1
18,1,0,0.84,0.633,2151,24,0
18,1,1,0.92,0.604,1697,60,1
18,0,0,0.96,0.587,2177,60,1
18,0,0,0.93,0.644,2860,60,1
18,0,0,0.87,0.859,1900,24,1
18,1,1,0.95,0.605,2152,60,1
18,0,0,0.94,0.671,3013,24,1
18,1,1,0.93,0.644,2645,24,1
18,1,1,0.96,0.595,2787,60,1
18,0,0,1,0.577,2460,60,1
18,0,0,0.93,0.595,2259,24,1
18,0,0,1,0.561,2095,24,1
18,0,0,0.99,0.605,2227,60,1
18,1,1,0.99,0.522,1963,60,1
18,0,0,0.86,0.541,1721,24,1
18,1,1,0.96,0.62,2124,60,1
18,1,0,0.94,0.536,2722,24,0
19,1,0,0.85,1.288,5044,24,0
19,1,0,0.56,2.367,3516,24,0
19,0,0,NaN,1.203,NaN,60,1
19,0,1,NaN,1.874,NaN,60,0
19,0,1,0.92,1.275,2592,24,0
19,1,1,0.99,1.072,2889,24,1
19,0,0,0.9,1.602,3523,24,1
19,0,0,NaN,1.062,NaN,60,1
19,1,1,NaN,0.766,NaN,60,1
19,1,1,1,1.049,2062,24,1
19,1,1,NaN,0.718,NaN,60,1
19,1,1,0.89,1.239,3011,24,1
19,0,0,NaN,1.062,NaN,60,1
19,0,0,NaN,0.85,NaN,60,1
19,0,0,0.99,0.939,2034,24,1
19,1,1,NaN,0.678,NaN,60,1
19,0,0,1,0.976,1963,24,1
19,1,1,NaN,0.725,NaN,60,1
19,1,1,NaN,0.78,NaN,60,1
19,0,1,1,1.082,2172,24,0
19,0,0,NaN,1.38,NaN,60,1
19,0,0,NaN,0.966,NaN,24,1
19,1,1,NaN,0.725,NaN,60,1
19,0,1,NaN,0.965,NaN,24,0
19,1,1,NaN,0.681,NaN,24,1
19,1,1,NaN,0.539,NaN,60,1
19,1,1,NaN,0.667,NaN,24,1
19,0,0,NaN,0.933,NaN,60,1
19,0,0,0.85,0.88,3690,24,1
19,1,1,1,0.674,2821,24,1
19,1,1,NaN,0.85,NaN,24,1
19,0,0,NaN,0.866,NaN,24,1
19,1,1,0.93,0.876,3389,60,1
19,0,0,0.99,0.868,2537,60,1
19,1,1,NaN,0.662,NaN,60,1
19,0,0,NaN,0.708,NaN,60,1
19,1,1,0.92,0.668,2520,60,1
19,0,0,NaN,0.743,NaN,60,1
19,1,1,1,0.681,2937,60,1
19,0,0,NaN,0.574,NaN,60,1
19,0,0,NaN,0.655,NaN,60,1
19,1,1,NaN,0.689,NaN,60,1
19,1,1,NaN,0.571,NaN,60,1
19,1,1,NaN,0.635,NaN,60,1
19,0,0,NaN,0.629,NaN,60,1
19,0,0,0.99,0.617,3177,60,1
19,1,1,0.99,0.669,2291,60,1
19,0,0,1,0.683,2045,60,1
19,1,1,NaN,0.833,NaN,60,1
19,0,0,1,0.66,2625,60,1
19,1,1,1,0.814,2442,60,1
19,0,0,1,0.685,1942,60,1
19,0,0,0.86,0.802,2825,60,1
19,0,0,1,0.67,2524,60,1
19,1,1,0.99,0.723,2938,60,1
19,1,0,0.86,0.788,2725,24,0
19,1,1,0.99,0.675,1931,60,1
19,1,1,0.99,0.803,2784,24,1
19,0,0,0.88,0.67,5681,24,1
19,0,1,0.6,0.997,2169,24,0
19,0,0,NaN,1.043,NaN,24,1
19,0,0,0.99,0.791,2636,24,1
19,1,1,0.65,0.496,2932,24,1
19,1,0,0.9,0.592,2808,24,0
19,1,1,NaN,0.781,NaN,24,1
19,0,0,0.92,0.719,1776,24,1
19,0,1,NaN,1.081,NaN,24,0
19,1,1,0.99,0.975,2767,24,1
19,1,0,0.69,1.456,3277,24,0
19,0,1,0.91,0.807,1746,24,0
19,1,1,NaN,1.292,NaN,24,1
19,0,0,NaN,0.961,NaN,24,1
19,0,0,1,0.57,2190,24,1
19,1,1,NaN,0.84,NaN,24,1
19,0,1,NaN,1.291,NaN,24,0
19,1,1,NaN,0.843,NaN,24,1
19,0,1,0.86,0.937,2733,24,0
19,0,0,0.94,0.718,3045,24,1
19,0,0,1,0.856,2451,60,1
19,0,0,0.99,0.674,2037,60,1
19,1,1,1,0.714,1914,60,1
19,1,1,0.95,0.716,3455,24,1
19,1,1,1,0.705,2378,24,1
19,0,0,1,0.66,1868,60,1
19,1,1,1,0.618,1914,60,1
19,1,1,1,0.651,1861,24,1
19,0,0,1,0.614,1934,24,1
19,1,1,1,0.588,2088,24,1
19,1,1,1,0.53,1784,60,1
19,0,0,1,0.701,1851,60,1
19,0,1,0.93,0.562,2112,24,0
19,1,1,1,0.493,1975,60,1
19,1,1,1,0.633,1690,60,1
19,1,1,NaN,0.495,NaN,24,1
19,1,1,NaN,0.573,NaN,24,1
19,1,1,1,0.608,1931,60,1
19,1,1,NaN,0.786,NaN,24,1
19,0,0,0.99,0.614,2024,60,1
19,0,1,NaN,1.465,NaN,24,0
19,1,1,1,0.659,1762,60,1
19,0,0,1,0.679,2007,60,1
19,0,1,NaN,0.736,NaN,24,0
19,0,0,1,0.493,2118,60,1
19,0,0,NaN,0.511,NaN,24,1
19,1,1,NaN,0.724,NaN,60,1
19,1,1,0.93,0.629,2137,24,1
19,1,0,0.99,0.684,2387,24,0
19,1,1,NaN,0.719,NaN,60,1
19,1,1,NaN,0.665,NaN,60,1
19,0,0,0.91,0.687,1913,24,1
19,0,0,0.99,0.579,2040,24,1
19,1,0,0.83,0.592,2795,24,0
19,1,1,NaN,0.75,NaN,60,1
19,1,0,0.69,0.622,2041,24,0
19,0,0,NaN,0.586,NaN,60,1
19,0,0,0.81,0.555,2379,24,1
19,0,0,NaN,0.544,NaN,60,1
19,0,0,0.99,0.61,2431,24,1
19,0,0,NaN,0.645,NaN,60,1
19,0,0,NaN,0.544,NaN,60,1
19,0,0,0.94,0.686,2511,60,1
19,1,1,NaN,0.6,NaN,24,1
19,1,1,1,0.558,2204,60,1
19,0,0,NaN,1.022,NaN,24,1
19,1,1,NaN,0.672,NaN,60,1
19,0,1,NaN,1.025,NaN,24,0
19,0,0,NaN,0.594,NaN,60,1
19,1,1,NaN,0.569,NaN,24,1
19,1,1,1,0.619,2978,60,1
19,1,1,1,0.563,2265,60,1
19,0,0,1,0.648,2038,60,1
19,1,1,NaN,0.678,NaN,24,1
19,0,0,1,0.589,2195,60,1
19,0,0,1,0.553,2416,60,1
19,0,0,NaN,0.519,NaN,24,1
19,0,0,NaN,0.814,NaN,24,1
19,1,1,NaN,0.577,NaN,24,1
19,1,1,NaN,0.821,NaN,24,1
19,0,0,1,0.558,2260,60,1
19,1,1,1,0.638,1979,60,1
19,0,1,NaN,0.738,NaN,24,0
19,1,1,1,0.669,1790,60,1
19,1,0,NaN,0.935,NaN,24,0
19,0,0,NaN,0.951,NaN,24,1
19,1,1,NaN,0.688,NaN,24,1
19,1,0,0.68,0.645,3171,24,0
19,0,0,0.99,0.553,2139,24,1
19,1,0,NaN,0.936,NaN,24,0
19,1,1,0.99,0.671,2590,24,1
19,1,1,0.99,0.6,1867,24,1
19,0,0,NaN,0.627,NaN,24,1
19,0,0,NaN,0.63,NaN,24,1
19,0,0,0.68,0.544,4022,24,1
19,1,1,0.99,0.568,1923,24,1
19,1,1,NaN,0.847,NaN,24,1
19,0,0,NaN,0.613,NaN,24,1
19,0,1,1,0.861,2011,24,0
19,0,0,NaN,0.706,NaN,24,1
19,0,0,NaN,0.683,NaN,24,1
19,1,1,NaN,0.623,NaN,24,1
19,1,1,1,0.617,2236,24,1
19,0,1,0.99,1.298,2663,24,0
19,0,0,0.99,0.61,1850,24,1
19,1,1,NaN,0.62,NaN,24,1
19,1,1,NaN,0.549,NaN,60,1
19,0,0,NaN,0.612,NaN,60,1
19,0,0,NaN,0.65,NaN,60,1
19,1,1,NaN,0.513,NaN,24,1
19,0,0,NaN,0.586,NaN,24,1
19,1,1,NaN,0.531,NaN,24,1
19,1,1,NaN,0.545,NaN,60,1
19,1,1,NaN,0.561,NaN,24,1
19,1,1,NaN,0.558,NaN,60,1
19,0,1,NaN,0.897,NaN,24,0
19,0,0,NaN,0.589,NaN,60,1
19,1,1,NaN,0.552,NaN,60,1
19,0,1,NaN,0.707,NaN,24,0
19,0,0,NaN,0.554,NaN,24,1
19,0,0,NaN,0.608,NaN,60,1
19,1,1,NaN,0.764,NaN,24,1
19,0,0,NaN,0.654,NaN,60,1
19,1,1,1,0.629,4079,60,1
19,0,0,1,0.639,3132,60,1
19,1,1,NaN,0.598,NaN,60,1
19,1,1,0.67,0.878,2771,60,1
19,1,1,0.99,0.541,2195,60,1
19,0,0,1,0.703,2013,60,1
19,1,1,0.99,0.652,2231,60,1
19,0,0,0.99,0.573,1750,60,1
19,1,1,0.89,0.603,5781,24,1
19,0,1,0.92,0.662,1581,24,0
19,0,0,0.96,0.639,2293,60,1
19,0,0,0.58,0.591,2473,24,1
19,0,0,0.7,0.737,2689,24,1
19,1,1,0.99,0.576,1915,60,1
19,0,0,0.91,0.763,1979,24,1
19,0,0,0.51,0.758,2788,24,1
19,1,1,0.95,0.691,2326,24,1
19,1,1,0.88,0.794,1876,24,1
19,0,0,0.9,0.816,2367,60,1
19,1,1,0.9,0.767,2558,24,1
19,1,1,1,0.76,1754,60,1
19,0,0,1,0.553,1782,60,1
19,1,1,1,0.611,1885,24,1
19,0,0,0.99,0.614,2359,60,1
19,0,0,NaN,0.709,NaN,60,1
19,0,0,0.99,0.53,3323,60,1
19,1,1,NaN,0.558,NaN,60,1
19,1,1,0.95,0.473,2097,60,1
19,0,0,0.99,0.572,2247,60,1
19,1,1,1,0.563,1808,60,1
19,1,1,NaN,0.631,NaN,60,1
19,0,0,NaN,0.521,NaN,60,1
19,1,1,NaN,0.542,NaN,60,1
19,1,1,NaN,0.51,NaN,60,1
19,1,1,1,0.481,1618,60,1
19,1,1,1,0.449,1866,60,1
19,0,0,1,0.633,1911,60,1
19,0,0,NaN,0.824,NaN,60,1
19,0,0,NaN,0.675,NaN,60,1
19,0,0,0.99,0.564,2301,60,1
19,0,1,NaN,1.208,NaN,24,0
19,0,0,0.87,0.892,2716,60,1
19,1,1,NaN,0.594,NaN,24,1
19,1,1,NaN,0.568,NaN,24,1
19,1,1,1,0.615,1860,60,1
19,1,1,0.99,0.709,2893,60,1
19,0,0,NaN,0.749,NaN,24,1
19,0,0,1,0.713,2399,24,1
19,0,0,NaN,0.634,NaN,60,1
19,0,1,NaN,0.947,NaN,60,0
19,1,1,NaN,0.613,NaN,60,1
19,1,1,1,0.618,2197,24,1
19,1,1,1,0.757,2423,24,1
19,0,0,0.9,1.23,2713,24,1
19,1,1,NaN,0.693,NaN,60,1
19,1,1,NaN,0.53,NaN,60,1
19,1,1,NaN,0.481,NaN,24,1
19,1,0,NaN,1.095,NaN,24,0
19,0,0,NaN,0.829,NaN,60,1
19,0,1,NaN,0.583,NaN,24,0
19,1,1,NaN,0.553,NaN,24,1
19,0,0,NaN,0.619,NaN,24,1
19,1,1,NaN,0.553,NaN,60,1
19,1,1,NaN,0.772,NaN,24,1
19,0,0,NaN,0.657,NaN,24,1
19,0,0,NaN,0.826,NaN,60,1
19,1,0,NaN,0.878,NaN,60,0
19,0,0,NaN,0.677,NaN,60,1
19,1,1,NaN,1.022,NaN,24,1
19,0,0,NaN,0.628,NaN,60,1
19,0,0,NaN,0.695,NaN,24,1
19,1,1,NaN,0.542,NaN,60,1
19,1,1,NaN,0.584,NaN,60,1
19,0,0,NaN,0.547,NaN,60,1
19,0,0,NaN,0.807,NaN,24,1
19,0,1,0.85,0.791,2764,24,0
19,1,1,NaN,0.798,NaN,24,1
19,0,0,NaN,0.56,NaN,24,1
19,0,0,NaN,0.605,NaN,24,1
19,1,1,NaN,0.545,NaN,24,1
19,1,1,0.91,0.613,2347,24,1
19,0,1,NaN,1.074,NaN,24,0
19,0,0,0.68,0.66,3267,24,1
19,1,1,1,0.582,2941,24,1
19,1,1,NaN,0.675,NaN,24,1
19,1,1,0.93,0.716,2625,24,1
19,0,0,0.95,0.718,1952,24,1
19,0,0,0.99,0.725,3843,60,1
19,0,0,NaN,0.614,NaN,60,1
19,1,1,NaN,0.589,NaN,60,1
19,1,1,NaN,0.568,NaN,60,1
19,0,0,NaN,0.602,NaN,60,1
19,1,1,0.99,0.538,2865,60,1
19,1,1,0.99,0.561,2426,60,1
19,1,1,1,0.537,2693,60,1
19,1,1,NaN,0.442,NaN,60,1
19,0,0,1,0.607,2231,60,1
19,0,0,0.99,0.832,2552,60,1
19,0,0,NaN,0.577,NaN,60,1
19,1,1,0.94,0.561,2557,24,1
19,0,1,0.92,0.842,2141,24,0
19,1,1,NaN,0.655,NaN,60,1
19,0,0,NaN,0.542,NaN,60,1
19,1,1,1,0.676,3523,24,1
19,1,1,NaN,0.508,NaN,60,1
19,0,0,NaN,0.544,NaN,60,1
19,1,1,0.99,0.662,2830,24,1
19,0,0,1,0.704,2468,24,1
19,0,0,0.95,0.748,2422,24,1
19,0,0,NaN,0.753,NaN,60,1
19,1,0,0.99,0.633,2815,24,0
19,1,1,NaN,0.61,NaN,60,1
19,0,0,0.99,0.595,2418,24,1
19,0,0,NaN,0.601,NaN,60,1
19,1,1,NaN,0.502,NaN,60,1
19,1,1,NaN,0.568,NaN,24,1
19,1,1,NaN,0.716,NaN,24,1
19,1,1,0.99,0.602,2932,24,1
19,0,0,NaN,0.936,NaN,24,1
19,0,1,0.9,0.634,2981,24,0
19,1,0,0.51,29.622,2832,24,0
19,0,0,NaN,0.9,NaN,24,1
19,0,0,0.68,0.576,2495,24,1
19,0,0,0.99,0.739,3117,60,1
19,1,1,0.99,0.514,2606,60,1
19,0,0,0.85,0.594,2634,24,1
19,1,1,1,0.53,2039,24,1
19,1,1,0.99,0.679,3848,24,1
19,0,0,1,0.581,2099,60,1
19,0,0,1,0.665,2524,60,1
19,1,1,1,0.582,2404,60,1
19,0,1,0.91,0.784,2074,24,0
19,0,0,0.66,0.625,2132,60,1
19,1,1,1,0.553,2163,60,1
19,0,0,0.9,0.679,2697,24,1
19,1,1,0.99,0.571,1923,24,1
19,1,1,0.99,0.676,1879,24,1
19,1,1,0.99,0.573,2045,60,1
19,0,0,0.67,0.789,2389,24,1
19,0,0,1,0.712,2301,60,1
19,1,1,NaN,0.674,NaN,24,1
19,1,1,0.91,0.746,2274,60,1
19,1,1,1,0.554,1871,60,1
19,0,0,1,0.583,3532,60,1
19,1,1,1,0.56,2429,60,1
19,1,0,NaN,1.093,NaN,24,0
19,0,0,0.98,0.754,1991,60,1
19,0,0,NaN,0.991,NaN,24,1
19,1,1,0.99,0.571,2256,60,1
19,0,0,NaN,0.942,NaN,24,1
19,0,0,NaN,0.948,NaN,24,1
19,0,0,NaN,0.828,NaN,24,1
19,0,0,NaN,0.902,NaN,24,1
19,1,1,NaN,0.781,NaN,24,1
19,1,1,0.99,0.489,2646,60,1
19,1,1,NaN,1.066,NaN,24,1
19,0,0,0.99,0.624,2338,60,1
19,1,1,NaN,0.599,NaN,24,1
19,0,0,0.98,0.75,2742,60,1
19,1,1,NaN,0.655,NaN,24,1
19,1,1,NaN,0.52,NaN,60,1
19,1,1,NaN,0.579,NaN,24,1
19,1,1,NaN,0.485,NaN,60,1
19,0,0,NaN,0.654,NaN,60,1
19,0,0,NaN,0.593,NaN,60,1
19,0,0,NaN,0.792,NaN,24,1
19,0,0,NaN,0.541,NaN,60,1
19,1,1,NaN,0.524,NaN,24,1
19,1,1,NaN,0.532,NaN,60,1
19,0,1,NaN,0.748,NaN,24,0
19,0,0,NaN,0.613,NaN,24,1
19,0,0,NaN,0.641,NaN,60,1
19,0,0,0.99,0.746,2792,60,1
19,1,1,1,0.556,2263,60,1
19,1,1,NaN,0.509,NaN,60,1
19,1,1,NaN,0.532,NaN,60,1
19,0,0,1,0.517,2462,60,1
