"Subj_idx","Stimulus","Response","RT_dec","Confidence","RT_conf","SOA","Accuracy","Trial"
1,1,1,2.1247000000003,0.194889567001534,1.59107000000222,60,1,1
1,2,2,1.00420499999746,0.547845209433921,1.0916600000055,60,1,2
1,2,2,1.03164500000275,0.894106068696121,1.28919999999925,54,1,3
1,1,1,0.7387000000017,0.847633998541567,1.21986999999353,54,1,4
1,2,2,0.855060000001686,0.830859174698388,1.32008499999938,48.6,1,5
1,1,1,1.02556500000355,0.67714591593492,1.4577449999997,48.6,1,6
1,2,2,0.743934999998601,0.935003906475202,1.03979500000423,43.74,1,7
1,1,1,0.800045000003593,0.760906820107919,1.01826499999879,43.74,1,8
1,1,1,0.973989999998594,0.123840758964798,1.15597500000149,39.366,1,9
1,2,2,0.783004999997502,0.906527357729178,1.07134500000393,39.366,1,10
1,1,1,1.10719999999856,0.109577895445979,1.13244999999733,35.4294,1,11
1,2,2,0.711304999997083,0.76842822405346,1.26699000000372,35.4294,1,12
1,1,1,0.787135000005946,0.652566856176515,1.00555999999779,31.88646,1,13
1,2,2,1.76962499999354,0,1.21868499999982,31.88646,1,14
1,2,1,1.66019000000233,0,1.81954499999847,28.697814,0,15
1,1,1,0.996185000003607,0.802207074112231,1.02306999999564,31.88646,1,16
1,1,1,0.902939999999944,1,1.37915999999677,31.88646,1,17
1,2,2,1.21441500000219,0.427314782797286,1.07102000000305,28.697814,1,18
1,2,2,0.818630000001576,0.285282149049239,1.05892499999754,28.697814,1,19
1,1,1,0.69743500000186,1,1.49618000000191,25.8280326,1,20
1,1,1,0.823744999994233,0.994500047355977,1.21448500000406,25.8280326,1,21
1,2,2,0.780050000001211,0.715256981290964,1.67568999999639,23.24522934,1,22
1,2,2,0.873759999994945,0.58959724186743,1.28815000000031,23.24522934,1,23
1,1,1,0.650460000004387,0.790380987191429,1.02204499999789,20.920706406,1,24
1,2,2,0.832770000000892,1,1.24139999999898,20.920706406,1,25
1,1,1,0.724259999995411,0.422137409329146,1.3046650000033,18.8286357654,1,26
1,1,1,0.702100000002247,0.783212847632197,1.40304499999911,18.8286357654,1,27
1,2,2,0.759685000004538,0.579385547754394,1.06160499999532,16.94577218886,1,28
1,1,1,0.735864999995101,0.819793993067,0.942080000000715,16.94577218886,1,29
1,2,2,0.702019999996992,0.772987212097704,2.28809000000183,15.251194969974,1,30
1,2,2,0.885074999998324,0.38095238095238,1.26524999999674,15.251194969974,1,31
1,1,1,0.722805000004882,0.24513657773059,1.10517499999696,13.7260754729766,1,32
1,1,1,1.20771999999852,0.340279752505161,1.01547500000015,13.7260754729766,1,33
1,2,2,0.771390000001702,0.778804873711017,1.16416499999468,12.3534679256789,1,34
1,2,2,0.994979999995849,0.299372053418911,1.18398000000161,12.3534679256789,1,35
1,1,1,1.21845999999641,0.079977406179036,1.25948000000062,11.1181211331111,1,36
1,2,2,1.26750000000175,0.540164511427114,1.20949999999721,11.1181211331111,1,37
1,1,2,1.13774000000558,0.29952899286773,1.13408999999956,10.0063090197999,0,38
1,2,2,0.79677499999525,0.233512277377498,1.01263499999914,11.1181211331111,1,39
1,1,1,0.678354999996372,0.009256324999985,1.11270499999955,11.1181211331111,1,40
1,2,2,1.02260999999999,0.14009026317123,1.16355499999918,10.0063090197999,1,41
1,1,1,0.633559999994759,0.741732046103979,1.47046500000579,10.0063090197999,1,42
1,2,2,1.10432500000024,0.340327642369517,1.33335500000248,9.00567811781995,1,43
1,1,1,0.695870000003197,0.605473097691394,1.15892499999609,9.00567811781995,1,44
1,2,1,1.36609500000486,0,1.35489499999676,8.10511030603796,0,45
1,1,1,0.787909999999101,0.646082551343074,1.09377500000119,9.00567811781995,1,46
1,1,1,0.816034999996191,0.814273868678179,1.01620000000548,9.00567811781995,1,47
1,2,1,1.02522999999928,0.00741987778486,1.34180000000197,8.10511030603796,0,48
1,1,1,0.75626999999804,0.921937132142756,1.2849950000018,9.00567811781995,1,49
1,2,1,0.939525000001595,0.260056949522744,1.40412499999366,9.00567811781995,0,50
1,2,2,1.38405999999668,0.152493787021665,1.10838000000513,10.0063090197999,1,51
1,1,1,0.766150000003108,0.117874393152881,1.10801499999798,10.0063090197999,1,52
1,2,1,0.969294999995327,0.076734862470326,1.08431500000006,9.00567811781995,0,53
1,1,1,0.809290000004694,0.042196877669869,1.15581999999995,10.0063090197999,1,54
1,1,1,0.761480000001029,0.240275587491938,1.08924499999557,10.0063090197999,1,55
1,2,2,1.05446500000107,0,1.21912000000157,9.00567811781995,1,56
1,1,1,0.816950000000361,0.66963384642426,1.34280500000023,9.00567811781995,1,57
1,2,1,2.33923499999946,0.03609450936008,1.20269000000553,8.10511030603796,0,58
1,1,1,0.893985000002431,0.749959506694332,1.03938999999809,9.00567811781995,1,59
1,2,1,0.96731500000169,0.280881945643467,1.24090499999875,9.00567811781995,0,60
1,2,1,0.934375000004366,0,1.68268499999976,10.0063090197999,0,61
1,1,2,1.39430499999435,0.090030513858825,1.06378500000574,11.1181211331111,0,62
