Subj_idx,Stimulus,Response,Confidence,Visibility,RT_dec,contrast,Accuracy,Training,ScaleOrder
13,2,2,12.0231,7.6723,0.6,5.5,1,0,Visibility first
13,1,1,12.0231,4.0784,0.6,3.9,1,0,Visibility first
13,1,2,9.9421,0.0117,1.1543,0,0,0,Visibility first
13,2,2,12.0231,5.7808,1.0073,6.9,1,0,Visibility first
13,1,1,-4.8123,-10.8651,1.1499,0,1,0,Visibility first
13,2,2,8.5235,0.0117,0.7156,5.5,1,0,Visibility first
13,2,2,6.4428,0.0117,1.1759,5,1,0,Visibility first
13,2,2,7.1048,-0.1782,0.652,0,1,0,Visibility first
13,1,2,6.7265,0.0117,0.6724,2.2,0,0,Visibility first
13,2,2,0.0117,-9.1628,0.6752,2.2,1,0,Visibility first
13,2,2,-6.3255,-9.3519,0.6637,3.9,1,0,Visibility first
13,2,2,12.0231,12.0231,0.6,6.9,1,0,Visibility first
13,1,2,12.0231,-5.7581,0.6,2.2,0,0,Visibility first
13,2,2,12.0231,12.0231,1.0225,5.5,1,0,Visibility first
13,2,2,3.2273,-9.9194,0.6477,2.2,1,0,Visibility first
13,1,2,-9.5411,-12,0.628,0,0,0,Visibility first
13,1,1,12.0231,5.9699,0.8511,5.5,1,0,Visibility first
13,1,2,-3.9611,-9.3519,0.6453,2.2,0,0,Visibility first
13,1,1,12.0231,12.0231,1.0636,6.9,1,0,Visibility first
13,1,2,0.0117,-8.879,0.755,0,0,0,Visibility first
13,2,2,0.0117,-8.3116,0.6,5,1,0,Visibility first
13,1,2,-5.7581,-11.1488,1.3962,2.2,0,0,Visibility first
13,1,2,6.5374,-4.0557,0.6,5,0,0,Visibility first
13,1,1,12.0231,12.0231,0.6965,6.9,1,0,Visibility first
13,1,1,7.294,-6.5147,0.8924,3.9,1,0,Visibility first
13,2,1,-11.7163,-11.6217,1.6917,3.9,0,0,Visibility first
13,1,2,5.2133,-2.1642,1.0141,3.9,0,0,Visibility first
13,1,1,2.849,-2.1642,0.6004,3.9,1,0,Visibility first
13,1,1,11.6444,4.835,1.0617,5,1,0,Visibility first
13,2,1,7.294,-4.8123,1.1224,2.2,0,0,Visibility first
13,2,2,12.0231,7.3886,0.6096,6.9,1,0,Visibility first
13,2,2,11.5499,9.9421,0.9462,6.9,1,0,Visibility first
14,1,2,-3.0154,-1.0293,2.4867,5,0,1,Confidence first
14,2,2,2.3761,0.0117,3.409,5,1,1,Confidence first
14,2,2,2.849,3.2273,3.378,5,1,1,Confidence first
14,2,2,-3.6774,-5.6635,1.8289,0,1,1,Confidence first
14,1,2,2.0924,1.6195,1.8277,3.9,0,1,Confidence first
14,1,2,2.0924,2.849,1.9333,2.2,0,1,Confidence first
14,1,1,2.2815,3.4164,1.461,3.9,1,1,Confidence first
14,2,2,11.4553,12.0231,1.0806,5.5,1,1,Confidence first
14,2,2,2.3761,2.7544,1.2964,2.2,1,1,Confidence first
14,1,1,12.0231,12.0231,0.8474,6.9,1,1,Confidence first
14,2,2,12.0231,12.0231,0.8942,5.5,1,1,Confidence first
14,1,1,12.0231,12.0231,0.806,6.9,1,1,Confidence first
14,2,2,12.0231,12.0231,0.8825,6.9,1,1,Confidence first
14,2,2,12.0231,12.0231,0.729,6.9,1,1,Confidence first
14,1,2,3.2273,2.7544,1.2053,2.2,0,1,Confidence first
14,1,1,12.0231,12.0231,0.8929,6.9,1,1,Confidence first
14,1,1,0.9575,-2.0696,1.2651,2.2,1,1,Confidence first
14,1,1,3.9839,0.5792,3.5866,0,1,1,Confidence first
14,2,2,2.7544,9.1855,1.2484,0,1,1,Confidence first
14,2,2,0.39,-1.8805,0.9977,0,1,1,Confidence first
14,1,2,1.9978,0.5792,1.4094,3.9,0,1,Confidence first
14,1,1,9.4692,3.7001,0.9748,3.9,1,1,Confidence first
14,1,1,12.0231,12.0231,0.8967,5,1,1,Confidence first
14,2,2,1.6195,3.7001,1.2186,3.9,1,1,Confidence first
14,2,2,12.0231,12.0231,1.036,5,1,1,Confidence first
14,2,2,12.0231,12.0231,0.938,3.9,1,1,Confidence first
14,1,1,5.8754,5.8754,0.8092,5.5,1,1,Confidence first
14,2,2,12.0231,12.0231,0.8504,5.5,1,1,Confidence first
14,1,2,12.0231,12.0231,1.2359,2.2,0,1,Confidence first
14,1,1,12.0231,12.0231,0.6845,5.5,1,1,Confidence first
14,1,1,12.0231,12.0231,1.1226,5.5,1,1,Confidence first
14,2,2,1.3358,-3.3937,1.0389,2.2,1,1,Confidence first
14,1,1,12.0231,12.0231,0.6681,6.9,1,1,Confidence first
14,2,1,0.9575,-3.2045,1.365,0,0,1,Confidence first
14,2,1,1.9032,-1.2185,2.2343,0,0,1,Confidence first
14,1,1,12.0231,3.2273,0.8161,6.9,1,1,Confidence first
14,1,1,1.7141,0.0117,1.1803,5,1,1,Confidence first
14,1,1,2.4707,2.187,0.9876,3.9,1,1,Confidence first
14,1,1,12.0231,12.0231,0.8025,5.5,1,1,Confidence first
14,1,1,12.0231,12.0231,0.772,5,1,1,Confidence first
14,2,1,12.0231,1.9978,1.012,0,0,1,Confidence first
14,1,1,5.4971,7.3886,1.0851,2.2,1,1,Confidence first
14,1,1,12.0231,3.4164,1.1785,5,1,0,Confidence first
14,1,1,9.1855,4.5513,1.0014,5,1,0,Confidence first
14,2,2,12.0231,12.0231,0.8031,6.9,1,0,Confidence first
14,2,2,2.7544,4.0784,1.5111,3.9,1,0,Confidence first
14,1,1,12.0231,12.0231,0.7476,6.9,1,0,Confidence first
14,2,1,2.7544,0.0117,0.9328,2.2,0,0,Confidence first
14,1,1,2.4707,0.0117,0.9166,3.9,1,0,Confidence first
14,2,2,7.8614,2.3761,1.1358,5.5,1,0,Confidence first
14,2,2,7.4831,1.9978,1.1295,6.9,1,0,Confidence first
14,2,2,7.4831,12.0231,0.9455,5.5,1,0,Confidence first
14,1,2,6.0645,2.9435,0.8628,0,0,0,Confidence first
14,2,2,-5.2852,-2.0696,0.9902,2.2,1,0,Confidence first
14,2,2,-2.8262,7.6723,1.1919,5,1,0,Confidence first
14,2,2,12.0231,8.9018,1.3341,6.9,1,0,Confidence first
14,1,2,12.0231,8.9018,1.0107,2.2,0,0,Confidence first
14,2,2,0.9575,-2.6371,0.9998,0,1,0,Confidence first
14,2,2,2.9435,10.6041,1.8516,3.9,1,0,Confidence first
14,2,2,11.077,7.8614,0.7026,3.9,1,0,Confidence first
14,1,1,12.0231,12.0231,0.7979,5,1,0,Confidence first
14,2,2,11.8336,12.0231,0.8071,5.5,1,0,Confidence first
14,2,2,9.7529,4.4567,0.9124,0,1,0,Confidence first
14,2,2,11.077,3.2273,0.856,0,1,0,Confidence first
14,1,2,8.1452,1.4304,1.4708,2.2,0,0,Confidence first
14,1,2,-4.0557,-12,0.8335,0,0,0,Confidence first
14,2,2,-3.2991,-3.9611,0.7616,2.2,1,0,Confidence first
14,2,2,3.9839,1.6195,0.9316,5,1,0,Confidence first
14,1,1,8.2397,4.4567,0.8615,6.9,1,0,Confidence first
14,2,1,-9.1628,-12,1.9251,0,0,0,Confidence first
14,2,2,10.3204,2.3761,1.0881,5,1,0,Confidence first
14,1,1,10.6041,2.187,0.7437,6.9,1,0,Confidence first
14,1,1,9.5638,1.9978,0.8519,5.5,1,0,Confidence first
14,1,1,12.0231,2.187,0.74,6.9,1,0,Confidence first
14,1,1,12.0231,4.2676,1.0114,3.9,1,0,Confidence first
14,1,1,9.4692,2.6598,0.7435,5.5,1,0,Confidence first
14,2,2,3.9839,11.2661,0.9073,5.5,1,0,Confidence first
14,1,1,12.0231,1.7141,0.7445,5,1,0,Confidence first
14,2,1,-1.2185,-7.9333,2.9466,2.2,0,0,Confidence first
14,2,2,12.0231,1.9032,1.6599,5.5,1,0,Confidence first
14,2,2,2.7544,-2.6371,1.06,3.9,1,0,Confidence first
14,2,2,1.6195,-5.4743,0.9836,0,1,0,Confidence first
14,2,2,2.7544,-3.2991,0.8499,3.9,1,0,Confidence first
14,2,2,3.7947,-9.7302,1.1663,2.2,1,0,Confidence first
14,1,1,12.0231,1.7141,0.8465,3.9,1,0,Confidence first
14,1,1,12.0231,2.187,0.8456,5,1,0,Confidence first
14,2,2,12.0231,12.0231,0.8472,6.9,1,0,Confidence first
14,2,2,1.7141,-1.7859,0.9236,3.9,1,0,Confidence first
14,1,1,12.0231,1.9978,0.8774,5.5,1,0,Confidence first
14,2,2,12.0231,9.2801,0.8286,5.5,1,0,Confidence first
14,2,2,-3.6774,-12,2.0878,0,1,0,Confidence first
14,2,2,11.3607,1.9978,0.7742,6.9,1,0,Confidence first
14,1,1,12.0231,3.2273,0.8238,6.9,1,0,Confidence first
14,2,2,-2.5425,-4.1503,0.8927,5,1,0,Confidence first
14,2,2,-3.3937,1.1466,0.9922,0,1,0,Confidence first
14,1,2,-4.434,-12,1.0164,2.2,0,0,Confidence first
14,2,2,-2.2588,-12,1.7422,2.2,1,0,Confidence first
14,2,1,0.6738,-9.8248,1.9172,0,0,0,Confidence first
14,1,2,-12,-12,0.7684,2.2,0,0,Confidence first
14,1,1,2.187,0.5792,0.9792,5,1,0,Confidence first
14,2,2,12.0231,1.9978,0.8284,6.9,1,0,Confidence first
14,1,1,12.0231,1.7141,0.9605,5.5,1,0,Confidence first
14,2,2,1.9978,-2.3534,0.8396,2.2,1,0,Confidence first
14,1,1,12.0231,2.9435,0.7673,6.9,1,0,Confidence first
14,1,2,0.0117,-4.434,0.6744,2.2,0,0,Confidence first
14,2,2,10.2258,2.3761,0.9394,5.5,1,0,Confidence first
14,1,1,12.0231,12.0231,0.6593,6.9,1,0,Confidence first
14,1,1,12.0231,12.0231,0.6,5.5,1,0,Confidence first
14,2,2,-7.6496,-12,1.7045,0,1,0,Confidence first
14,2,2,12.0231,2.3761,0.6986,5.5,1,0,Confidence first
14,2,2,12.0231,2.4707,0.7283,5,1,0,Confidence first
14,2,2,12.0231,11.2661,1.0484,6.9,1,0,Confidence first
14,2,2,-10.7705,-1.2185,0.8924,0,1,0,Confidence first
14,1,1,5.4971,-1.9751,1.1714,3.9,1,0,Confidence first
14,1,1,12.0231,4.2676,1.5523,5.5,1,0,Confidence first
14,1,1,12.0231,2.6598,0.8056,3.9,1,0,Confidence first
14,1,1,5.7808,1.6195,0.9562,2.2,1,0,Confidence first
14,1,1,12.0231,3.9839,0.6222,5,1,0,Confidence first
14,2,1,-2.0696,-0.651,1.2475,0,0,0,Confidence first
14,1,1,-2.3534,-4.2449,0.8371,0,1,0,Confidence first
14,1,1,-4.1503,-8.6899,1.2676,3.9,1,0,Confidence first
14,1,1,10.7933,1.6195,0.7625,5,1,0,Confidence first
14,1,1,6.4428,2.6598,0.7488,2.2,1,0,Confidence first
14,2,1,1.1466,-1.9751,0.8545,3.9,0,0,Confidence first
14,2,2,-2.5425,-5.1906,1.2846,3.9,1,0,Confidence first
14,2,2,10.2258,-8.5007,0.8441,5,1,0,Confidence first
14,1,2,4.0784,0.9575,0.9587,2.2,0,0,Confidence first
14,2,2,12.0231,1.9032,1.1816,5,1,0,Confidence first
14,2,2,2.6598,-1.9751,1.0902,0,1,0,Confidence first
14,2,2,1.1466,-1.7859,0.8094,3.9,1,0,Confidence first
14,2,2,3.9839,0.9575,0.811,6.9,1,0,Confidence first
14,2,2,12.0231,2.3761,0.6625,5.5,1,0,Confidence first
14,1,1,12.0231,3.2273,0.827,6.9,1,0,Confidence first
14,2,2,1.7141,0.0117,0.9539,2.2,1,0,Confidence first
14,2,2,12.0231,9.2801,0.6861,6.9,1,0,Confidence first
14,2,2,12.0231,3.7001,1.4052,5,1,0,Confidence first
14,1,2,6.0645,1.1466,0.706,0,0,0,Confidence first
14,1,1,12.0231,3.0381,1.4441,5,1,0,Confidence first
14,2,2,-3.8666,-5.4743,0.7334,3.9,1,0,Confidence first
14,1,1,4.835,12.0231,0.8717,2.2,1,0,Confidence first
14,2,2,-3.9611,1.7141,1.1974,3.9,1,0,Confidence first
14,2,2,9.9421,3.7947,0.7272,5,1,0,Confidence first
14,2,2,12.0231,12.0231,0.7956,5.5,1,0,Confidence first
14,2,2,7.4831,1.3358,0.7781,2.2,1,0,Confidence first
14,2,2,12.0231,4.5513,0.6549,5.5,1,0,Confidence first
14,2,2,12.0231,6.4428,0.7314,5,1,0,Confidence first
14,2,2,11.3607,2.4707,0.7728,6.9,1,0,Confidence first
14,2,2,12.0231,12.0231,0.7746,5,1,0,Confidence first
14,1,2,12.0231,3.511,0.7564,2.2,0,0,Confidence first
14,2,2,-1.5022,-3.5828,0.8601,3.9,1,0,Confidence first
14,1,1,12.0231,2.9435,0.7314,5.5,1,0,Confidence first
14,2,2,12.0231,2.187,0.608,6.9,1,0,Confidence first
14,2,2,12.0231,10.0367,0.814,5.5,1,0,Confidence first
14,2,2,12.0231,7.6723,0.8164,3.9,1,0,Confidence first
14,1,1,12.0231,6.8211,0.7404,5,1,0,Confidence first
14,2,2,9.4692,2.3761,0.9155,2.2,1,0,Confidence first
14,2,2,11.2661,3.4164,1.7577,0,1,0,Confidence first
14,2,2,-2.0696,-4.1503,0.7327,3.9,1,0,Confidence first
14,2,2,-7.6496,-3.3937,0.9474,5.5,1,0,Confidence first
14,2,1,9.1855,2.7544,0.913,2.2,0,0,Confidence first
14,1,1,4.0784,-3.5828,0.7678,5.5,1,0,Confidence first
14,1,1,2.3761,-1.9751,0.9795,0,1,0,Confidence first
14,2,2,12.0231,7.8614,0.6797,6.9,1,0,Confidence first
14,1,1,11.6444,3.9839,1.1966,6.9,1,0,Confidence first
14,2,1,-0.9348,-2.2588,1.0272,3.9,0,0,Confidence first
14,1,1,7.8614,2.3761,0.8063,0,1,0,Confidence first
14,2,1,10.7933,2.7544,0.8984,0,0,0,Confidence first
14,1,1,8.9018,-2.5425,0.9429,0,1,0,Confidence first
14,1,1,-2.5425,-4.434,1.174,5,1,0,Confidence first
14,1,1,7.956,1.6195,0.8134,5.5,1,0,Confidence first
14,1,1,12.0231,6.632,0.6415,6.9,1,0,Confidence first
14,1,1,1.9032,-2.3534,0.972,0,1,0,Confidence first
14,1,1,10.5095,2.6598,0.6875,6.9,1,0,Confidence first
14,1,1,8.9963,2.3761,0.7986,3.9,1,0,Confidence first
14,1,1,11.8336,4.7405,0.6399,6.9,1,0,Confidence first
14,1,1,10.0367,2.3761,0.6792,5,1,0,Confidence first
14,2,2,-5.4743,-11.1488,2.1923,0,1,0,Confidence first
14,2,2,11.5499,-0.3673,1.0463,5.5,1,0,Confidence first
14,2,2,9.1855,1.9978,0.7174,0,1,0,Confidence first
14,2,2,8.5235,3.0381,0.8053,5,1,0,Confidence first
14,1,2,9.9421,1.9978,0.8153,0,0,0,Confidence first
14,2,2,12.0231,2.3761,0.7114,6.9,1,0,Confidence first
14,2,2,12.0231,1.7141,0.6217,6.9,1,0,Confidence first
14,2,2,12.0231,1.3358,0.6021,5.5,1,0,Confidence first
14,1,1,12.0231,2.3761,0.6222,6.9,1,0,Confidence first
14,2,2,12.0231,2.3761,0.739,5.5,1,0,Confidence first
14,2,2,12.0231,1.9978,1.274,5.5,1,0,Confidence first
14,1,1,12.0231,0.9575,0.6435,5.5,1,0,Confidence first
14,2,2,12.0231,1.9978,0.6769,5.5,1,0,Confidence first
14,1,2,12.0231,1.7141,0.8544,3.9,0,0,Confidence first
14,1,2,2.7544,-1.7859,0.8475,2.2,0,0,Confidence first
14,2,2,12.0231,1.4304,0.8599,3.9,1,0,Confidence first
14,2,2,2.3761,-4.2449,0.8304,0,1,0,Confidence first
14,1,2,0.9575,-9.8248,2.1649,2.2,0,0,Confidence first
14,1,2,-11.1488,-12,0.8561,3.9,0,0,Confidence first
14,2,2,-3.5828,-1.0293,0.7492,5,1,0,Confidence first
14,2,2,-2.8262,1.4304,0.9274,3.9,1,0,Confidence first
14,1,1,5.4971,-2.0696,1.1262,3.9,1,0,Confidence first
14,1,2,-3.8666,-8.7845,0.9468,2.2,0,0,Confidence first
14,2,2,9.5638,1.7141,0.696,5,1,0,Confidence first
14,1,2,12.0231,1.9032,0.9271,2.2,0,0,Confidence first
14,1,2,3.9839,-2.9208,0.8784,2.2,0,0,Confidence first
14,2,2,-8.6899,-2.5425,0.7798,5,1,0,Confidence first
14,1,2,4.7405,-3.6774,0.9973,0,0,0,Confidence first
14,2,2,12.0231,1.7141,0.7699,0,1,0,Confidence first
14,1,1,12.0231,12.0231,0.7926,6.9,1,0,Confidence first
14,1,2,1.9978,-5.4743,0.888,3.9,0,0,Confidence first
14,1,2,-3.9611,-8.217,0.8233,2.2,0,0,Confidence first
14,1,1,12.0231,2.4707,0.848,5,1,0,Confidence first
14,1,1,0.5792,-2.3534,1.1612,2.2,1,0,Confidence first
14,2,2,12.0231,2.7544,1.0502,6.9,1,0,Confidence first
14,2,2,12.0231,1.7141,0.6625,5.5,1,0,Confidence first
14,1,1,12.0231,1.3358,0.7036,5,1,0,Confidence first
14,1,1,12.0231,1.9978,0.6384,5,1,0,Confidence first
14,2,2,5.3079,-5.4743,0.7823,3.9,1,0,Confidence first
14,2,2,-3.8666,2.6598,1.6374,2.2,1,0,Confidence first
14,2,2,-7.0821,-1.7859,0.744,2.2,1,0,Confidence first
14,1,1,12.0231,1.7141,0.9671,5,1,0,Confidence first
14,2,2,12.0231,-1.6913,1.0832,5.5,1,0,Confidence first
14,2,2,12.0231,3.4164,0.6642,5,1,0,Confidence first
14,1,1,12.0231,-1.0293,0.6665,6.9,1,0,Confidence first
14,1,1,12.0231,1.7141,0.6548,5,1,0,Confidence first
14,1,1,12.0231,1.7141,0.6,5.5,1,0,Confidence first
14,2,2,12.0231,-2.6371,0.7758,5,1,0,Confidence first
14,1,1,2.3761,-0.7456,1.1776,3.9,1,0,Confidence first
14,1,1,12.0231,2.6598,0.9713,6.9,1,0,Confidence first
14,1,1,12.0231,-2.0696,0.6967,5.5,1,0,Confidence first
14,1,1,11.2661,1.9978,1.0844,3.9,1,0,Confidence first
14,2,1,12.0231,-2.3534,0.9268,0,0,0,Confidence first
14,2,2,-2.3534,1.9978,0.7512,5,1,0,Confidence first
14,2,2,2.6598,-7.4604,0.6165,5.5,1,0,Confidence first
14,2,2,-4.2449,-4.2449,0.7277,3.9,1,0,Confidence first
14,1,2,2.3761,-3.9611,0.7963,0,0,0,Confidence first
14,1,1,12.0231,1.9032,0.983,6.9,1,0,Confidence first
14,1,2,9.1855,1.4304,1.1277,0,0,0,Confidence first
14,2,2,1.9978,-3.11,1.1233,2.2,1,0,Confidence first
14,1,1,-2.6371,0.9575,1.085,3.9,1,0,Confidence first
14,2,2,-2.8262,-6.6092,0.7594,2.2,1,0,Confidence first
14,2,2,-1.5022,-4.6232,1.0028,0,1,0,Confidence first
14,2,2,0.0117,0.0117,0.9117,3.9,1,0,Confidence first
14,2,2,-4.2449,-9.7302,1.2417,0,1,0,Confidence first
14,2,2,12.0231,6.632,0.8616,6.9,1,0,Confidence first
14,2,2,8.9963,2.6598,1.0074,2.2,1,0,Confidence first
14,2,2,2.7544,4.2676,0.9527,2.2,1,0,Confidence first
14,2,2,12.0231,1.9978,1.0557,6.9,1,0,Confidence first
14,1,2,-2.6371,1.9978,0.9272,2.2,0,0,Confidence first
14,1,2,-1.7859,-7.4604,1.5481,0,0,0,Confidence first
14,2,2,12.0231,1.9978,0.6936,5.5,1,0,Confidence first
14,2,2,12.0231,3.4164,0.6209,6.9,1,0,Confidence first
14,1,1,12.0231,2.7544,1.3314,5.5,1,0,Confidence first
14,1,2,-3.5828,-8.6899,1.2383,0,0,0,Confidence first
14,1,1,11.077,-2.5425,0.8829,3.9,1,0,Confidence first
14,1,1,12.0231,4.2676,0.7518,5.5,1,0,Confidence first
14,2,2,-11.4326,-5.2852,0.9743,0,1,0,Confidence first
14,1,1,12.0231,-2.2588,0.7628,5.5,1,0,Confidence first
14,2,2,12.0231,-2.2588,0.7184,5.5,1,0,Confidence first
14,2,2,12.0231,1.9978,0.6,5.5,1,0,Confidence first
14,1,1,12.0231,-1.5022,0.8257,3.9,1,0,Confidence first
14,1,1,12.0231,1.9032,0.6381,6.9,1,0,Confidence first
14,1,1,12.0231,4.835,0.6,6.9,1,0,Confidence first
14,1,1,-1.6913,-6.6092,1.4468,0,1,0,Confidence first
14,2,2,12.0231,2.3761,0.6298,6.9,1,0,Confidence first
14,2,2,1.9978,-8.217,0.6479,5.5,1,0,Confidence first
14,2,2,3.9839,-7.0821,0.6734,2.2,1,0,Confidence first
14,1,1,3.4164,-11.0543,0.9497,3.9,1,0,Confidence first
14,1,1,3.511,-9.2573,1.1064,2.2,1,0,Confidence first
14,2,2,3.0381,-5.4743,1.5393,2.2,1,0,Confidence first
14,1,1,3.4164,-5.4743,0.9579,3.9,1,0,Confidence first
14,1,1,-1.0293,-6.7984,1.7138,3.9,1,0,Confidence first
14,1,2,-4.434,-8.5007,1.3565,0,0,0,Confidence first
14,1,2,-12,-12,13.8033,2.2,0,0,Confidence first
14,1,2,-2.0696,-12,0.9856,2.2,0,0,Confidence first
14,2,2,12.0231,7.4831,1.0091,6.9,1,0,Confidence first
14,2,2,1.9032,-2.9208,1.1117,0,1,0,Confidence first
14,2,2,12.0231,-1.9751,0.9483,5,1,0,Confidence first
14,2,2,12.0231,3.511,0.6305,6.9,1,0,Confidence first
14,2,2,12.0231,-2.0696,1.8353,5.5,1,0,Confidence first
14,1,2,-4.434,-9.4465,1.7432,0,0,0,Confidence first
14,1,1,12.0231,2.3761,0.6699,5,1,0,Confidence first
14,2,2,-2.5425,11.2661,0.7236,5,1,0,Confidence first
14,1,1,12.0231,12.0231,1.198,6.9,1,0,Confidence first
14,1,1,3.7947,4.4567,0.654,5,1,0,Confidence first
14,2,2,-1.7859,10.2258,1.0204,3.9,1,0,Confidence first
14,2,2,11.8336,12.0231,0.8015,5,1,0,Confidence first
14,1,1,12.0231,4.7405,1.2031,5,1,0,Confidence first
14,1,1,10.3204,-3.11,1.1965,3.9,1,0,Confidence first
14,1,2,-12,-12,4.5761,0,0,0,Confidence first
14,2,2,12.0231,-3.5828,0.9026,3.9,1,0,Confidence first
14,1,2,2.3761,-4.434,0.8533,2.2,0,0,Confidence first
14,1,1,12.0231,2.7544,0.6431,6.9,1,0,Confidence first
14,2,2,-1.5022,-7.0821,0.8015,5,1,0,Confidence first
14,1,1,10.7933,2.3761,2.6676,5.5,1,0,Confidence first
14,2,2,4.835,-4.434,0.7971,0,1,0,Confidence first
14,2,2,-4.434,-10.5814,0.628,2.2,1,0,Confidence first
14,1,1,5.3079,-5.0015,0.6779,5.5,1,0,Confidence first
14,2,1,1.3358,-2.8262,1.0496,5,0,0,Confidence first
14,1,1,-1.7859,-3.6774,0.9317,0,1,0,Confidence first
14,1,1,2.4707,-1.6913,0.771,3.9,1,0,Confidence first
14,1,1,-4.434,-12,1.6357,0,1,0,Confidence first
14,2,2,8.7126,1.3358,0.8515,5.5,1,0,Confidence first
14,1,1,11.8336,2.4707,0.6533,6.9,1,0,Confidence first
14,1,1,7.3886,-2.3534,2.3108,2.2,1,0,Confidence first
14,1,1,12.0231,2.7544,0.6946,6.9,1,0,Confidence first
14,1,1,12.0231,2.7544,0.6056,6.9,1,0,Confidence first
14,2,1,10.2258,-3.5828,1.3427,3.9,0,0,Confidence first
14,2,2,-0.3673,-3.3937,0.8152,5,1,0,Confidence first
14,1,1,9.1855,3.7001,0.9815,2.2,1,0,Confidence first
14,2,1,11.3607,2.187,1.0205,0,0,0,Confidence first
14,1,1,12.0231,1.9032,0.6392,5.5,1,0,Confidence first
14,2,1,4.0784,-3.9611,1.3609,2.2,0,0,Confidence first
14,2,2,-3.2991,6.632,0.7073,5,1,0,Confidence first
14,2,2,-2.2588,-4.434,0.8349,3.9,1,0,Confidence first
14,1,2,1.9978,-3.8666,1.4068,2.2,0,0,Confidence first
14,2,2,-4.6232,2.7544,1.522,0,1,0,Confidence first
14,1,2,-6.5147,-10.3922,0.6,2.2,0,0,Confidence first
14,1,1,9.1855,2.9435,0.678,5.5,1,0,Confidence first
14,2,2,-2.0696,-6.2309,0.7892,5,1,0,Confidence first
14,1,1,7.3886,1.9978,0.7934,3.9,1,0,Confidence first
14,2,1,10.7933,1.9978,0.7629,2.2,0,0,Confidence first
14,1,1,10.9824,1.7141,0.6745,5,1,0,Confidence first
14,2,2,-2.0696,-12,0.9834,3.9,1,0,Confidence first
14,1,1,12.0231,3.2273,0.6238,6.9,1,0,Confidence first
14,1,2,-2.6371,-10.1085,0.8555,2.2,0,0,Confidence first
14,2,1,-12,-12,0.6034,5.5,0,0,Confidence first
14,1,2,-3.8666,1.9032,1.8198,0,0,0,Confidence first
14,1,1,7.6723,-1.2185,0.9478,5.5,1,0,Confidence first
14,2,2,4.4567,-4.7177,0.9228,3.9,1,0,Confidence first
14,2,2,5.3079,-5.2852,2.0681,3.9,1,0,Confidence first
14,1,1,8.5235,1.4304,0.8311,5,1,0,Confidence first
14,2,1,11.3607,-2.3534,1.1531,0,0,0,Confidence first
14,1,1,12.0231,1.9978,0.6464,6.9,1,0,Confidence first
14,1,1,12.0231,2.9435,0.6131,5.5,1,0,Confidence first
14,2,2,-3.8666,4.7405,0.6921,5,1,0,Confidence first
14,1,2,-7.0821,-12,0.6774,0,0,0,Confidence first
14,1,1,3.0381,-6.7984,0.749,6.9,1,0,Confidence first
14,1,1,12.0231,-1.9751,0.6598,6.9,1,0,Confidence first
14,1,1,2.9435,-4.434,2.1333,2.2,1,0,Confidence first
14,2,2,12.0231,4.7405,0.7542,6.9,1,0,Confidence first
14,1,2,-6.3255,-11.338,0.9596,0,0,0,Confidence first
14,1,2,-0.7456,-7.1767,0.7473,2.2,0,0,Confidence first
14,1,1,12.0231,2.9435,1.7533,3.9,1,0,Confidence first
14,1,1,12.0231,2.187,0.6587,5.5,1,0,Confidence first
14,2,2,-5.7581,-9.5411,1.412,2.2,1,0,Confidence first
14,2,2,-3.2991,-9.2573,0.9788,3.9,1,0,Confidence first
14,2,2,-3.5828,6.632,0.6421,5.5,1,0,Confidence first
14,2,2,12.0231,1.9978,0.6499,6.9,1,0,Confidence first
14,1,1,3.7001,-4.434,1.8641,5,1,0,Confidence first
14,1,1,-2.6371,2.3761,2.4611,0,1,0,Confidence first
14,1,1,11.5499,4.835,0.6669,6.9,1,0,Confidence first
14,1,1,12.0231,3.9839,0.6,5.5,1,0,Confidence first
14,1,1,12.0231,4.5513,0.6,5.5,1,0,Confidence first
14,1,1,12.0231,2.7544,0.6,6.9,1,0,Confidence first
14,1,1,12.0231,4.2676,0.6,5.5,1,0,Confidence first
14,1,1,12.0231,1.3358,1.1484,3.9,1,0,Confidence first
14,1,1,12.0231,0.0117,0.6834,5,1,0,Confidence first
14,2,2,-2.5425,-11.338,1.0122,3.9,1,0,Confidence first
14,1,1,12.0231,-2.2588,0.6485,5,1,0,Confidence first
14,2,2,-3.3937,-10.5814,0.7132,3.9,1,0,Confidence first
14,1,1,8.9018,-3.6774,0.8378,5,1,0,Confidence first
14,2,2,2.3761,-5.1906,0.7226,2.2,1,0,Confidence first
14,2,2,3.7001,-5.4743,1.0275,5,1,0,Confidence first
14,1,1,1.9032,-5.5689,1.2746,2.2,1,0,Confidence first
14,2,2,-2.8262,-9.2573,0.9435,5.5,1,0,Confidence first
14,1,2,-1.9751,3.4164,1.3071,0,0,0,Confidence first
14,2,2,5.7808,-3.8666,0.6514,5,1,0,Confidence first
14,1,2,8.2397,-4.2449,0.7781,0,0,0,Confidence first
14,2,2,2.7544,-5.4743,0.911,3.9,1,0,Confidence first
14,1,1,11.8336,8.2397,0.6,6.9,1,0,Confidence first
14,1,2,-2.2588,-5.1906,0.9514,0,0,0,Confidence first
14,1,1,12.0231,2.6598,0.6729,6.9,1,0,Confidence first
14,1,1,-3.8666,-8.217,0.9468,3.9,1,0,Confidence first
