Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast,Condition,Accuracy,Gender,Age
N11,RIGHT,RIGHT,1,0.528779528191,0.11,IF,1,M,23
N11,RIGHT,RIGHT,1,0.412445983966,0.11,IF,1,M,23
N11,LEFT,LEFT,1,0.837713020504,0.06,IF,1,M,23
N11,RIGHT,RIGHT,1,0.657354711409,0.06,IF,1,M,23
N11,RIGHT,RIGHT,0,0.929126948729,0.01,IF,1,M,23
N11,LEFT,LEFT,0,0.795961115306,0.01,IF,1,M,23
N11,LEFT,RIGHT,0,0.418829203583,0.01,IF,0,M,23
N11,RIGHT,LEFT,1,0.691438561131,0.06,IF,0,M,23
N11,RIGHT,LEFT,1,0.529019599344,0.11,IF,0,M,23
N11,LEFT,LEFT,1,0.423315462656,0.16,IF,1,M,23
N11,LEFT,LEFT,1,0.362210520805,0.16,IF,1,M,23
N11,LEFT,LEFT,1,0.40464224841,0.11,IF,1,M,23
N11,LEFT,LEFT,1,0.437662275624,0.11,IF,1,M,23
N11,LEFT,LEFT,1,0.285608756792,0.06,IF,1,M,23
N11,RIGHT,RIGHT,1,0.460310602037,0.06,IF,1,M,23
N11,LEFT,RIGHT,0,0.868871073821,0.01,IF,0,M,23
N11,LEFT,LEFT,1,0.645912930398,0.06,IF,1,M,23
N11,RIGHT,RIGHT,1,1.62937930791,0.06,IF,1,M,23
N11,RIGHT,RIGHT,0,1.07720051974,0.01,IF,1,M,23
N11,LEFT,LEFT,0,0.754065281159,0.01,IF,1,M,23
N11,LEFT,RIGHT,0,0.741755659867,0.01,IF,0,M,23
N11,RIGHT,RIGHT,1,1.52904832829,0.06,IF,1,M,23
N11,LEFT,LEFT,1,0.795713364118,0.06,IF,1,M,23
N11,RIGHT,RIGHT,0,2.44382505069,0.01,IF,1,M,23
N11,LEFT,LEFT,0,1.04204886529,0.01,IF,1,M,23
N12,LEFT,RIGHT,1,2.58738619369,0.3,IF,0,F,39
N12,RIGHT,RIGHT,1,1.02090951707,0.35,IF,1,F,39
N12,LEFT,LEFT,1,6.15405970602,0.3,IF,1,F,39
N12,RIGHT,RIGHT,1,1.37102773215,0.3,IF,1,F,39
N12,LEFT,LEFT,1,1.00199224951,0.25,IF,1,F,39
N12,RIGHT,RIGHT,1,1.10057332634,0.25,IF,1,F,39
N12,LEFT,LEFT,1,3.72061716497,0.2,IF,1,F,39
N12,LEFT,LEFT,0,5.30248257495,0.2,IF,1,F,39
N12,LEFT,LEFT,0,2.1358233986,0.15,IF,1,F,39
N12,LEFT,RIGHT,0,2.86263576534,0.15,IF,0,F,39
N12,LEFT,LEFT,0,2.08406786388,0.2,IF,1,F,39
N12,LEFT,LEFT,1,1.41270625067,0.2,IF,1,F,39
N12,LEFT,LEFT,1,3.05249907274,0.15,IF,1,F,39
N12,RIGHT,RIGHT,1,2.82894188911,0.15,IF,1,F,39
N12,RIGHT,LEFT,0,2.17917189095,0.1,IF,0,F,39
N12,LEFT,LEFT,0,1.80403592647,0.15,IF,1,F,39
N12,RIGHT,RIGHT,1,1.47071928065,0.15,IF,1,F,39
N12,RIGHT,RIGHT,1,1.59620596515,0.1,IF,1,F,39
N12,LEFT,LEFT,1,1.67092698195,0.1,IF,1,F,39
N12,LEFT,LEFT,1,0.787565166131,0.05,IF,1,F,39
N12,LEFT,LEFT,1,1.70882949943,0.05,IF,1,F,39
N12,RIGHT,RIGHT,0,1.42902397981,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.37932953017,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,1.03764907736,0.01,IF,0,F,39
N12,LEFT,RIGHT,1,2.78565967246,0.06,IF,0,F,39
N12,RIGHT,RIGHT,1,2.12712792947,0.11,IF,1,F,39
N12,LEFT,LEFT,1,2.29575403978,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.770586672588,0.06,IF,1,F,39
N12,LEFT,LEFT,1,1.97094996506,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.17119691975,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.61710125988,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.18718583102,0.01,IF,1,F,39
N12,LEFT,LEFT,0,1.82279219851,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.704286351451,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.82082810905,0.06,IF,1,F,39
N12,LEFT,LEFT,1,1.11893934058,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,2.83755430044,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.29593864421,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,2.69870782539,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.94605367351,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.2710770549,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,2.7539409789,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,1.43036513578,0.01,IF,0,F,39
N12,RIGHT,LEFT,1,4.84576308506,0.06,IF,0,F,39
N12,RIGHT,RIGHT,1,1.67932293098,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,1.18580428394,0.11,IF,1,F,39
N12,LEFT,LEFT,1,4.1993848033,0.06,IF,1,F,39
N12,LEFT,LEFT,1,1.2957548931,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,4.14573031699,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.62092134997,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.696073869127,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,1.03851919319,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.14566944598,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,1.34821897908,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.0626051022,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.12098022993,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.942248374689,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,0.877248818404,0.01,IF,1,F,39
N12,LEFT,LEFT,0,0.762786065927,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,0.802235961542,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.637851772481,0.01,IF,0,F,39
N12,LEFT,LEFT,1,2.14542909025,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,1.60042939743,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.27104889485,0.01,IF,0,F,39
N12,RIGHT,LEFT,1,3.662673824,0.06,IF,0,F,39
N12,LEFT,LEFT,1,0.770952183753,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.802435926045,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.686909919837,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,1.02583524294,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,1.04603535531,0.01,IF,0,F,39
N12,RIGHT,LEFT,1,1.34533101378,0.06,IF,0,F,39
N12,RIGHT,RIGHT,1,0.964514123276,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,1.01897131198,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.612578876549,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.521000539302,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,2.41253473074,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.754234525724,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.643816005322,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,3.52077725041,0.01,IF,0,F,39
N12,RIGHT,LEFT,1,1.23387427093,0.06,IF,0,F,39
N12,RIGHT,RIGHT,1,1.6541185861,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.637478865683,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.48761215643,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.820915433462,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,2.08761147375,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.17094234203,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.620719394297,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,2.16901835916,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,0.804399731103,0.06,IF,1,F,39
N12,LEFT,LEFT,1,3.14584352588,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,2.03554049006,0.01,IF,0,F,39
N12,RIGHT,LEFT,1,1.62098193658,0.06,IF,0,F,39
N12,LEFT,LEFT,1,1.17933772213,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.612192316446,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.704378511407,0.06,IF,1,F,39
N12,LEFT,LEFT,0,3.36337674339,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,0.985979160527,0.01,IF,1,F,39
N12,LEFT,LEFT,0,0.668820101302,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.12924135232,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,0.604027051828,0.01,IF,1,F,39
N12,RIGHT,LEFT,1,3.71895088884,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.43187838059,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,4.87726247183,0.01,IF,1,F,39
N12,LEFT,LEFT,0,1.59605464072,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.17064452858,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.62747239182,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,1.1525695012,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.68762586673,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.779237483861,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.63759235921,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.7293894341,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.670866110828,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,1.60413229628,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.49162111757,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.545713932952,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,2.09133798152,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.47877332731,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.485503569129,0.06,IF,1,F,39
N12,LEFT,LEFT,0,1.329224627,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.82095554017,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.760425176355,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,2.26673216478,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,0.820988535765,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.17924470874,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,1.53549526341,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.48119224352,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,2.3458811295,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.948003540747,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.51896135649,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.685718381777,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.12099814997,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.504189583356,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,1.61893336719,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.0357615035,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.02933135058,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.72733119363,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.12089091446,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,1.63543228747,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.09567263164,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.550145294284,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.02915072825,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,1.21936191129,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,0.512632750324,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.95851917041,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.883810953586,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.61988454964,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.494109722786,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,0.835653073271,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.893812876428,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.42934739322,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.656161182211,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.787303761696,0.01,IF,0,F,39
N12,LEFT,LEFT,1,1.13756789698,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.6293437524,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.41910369252,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.637661763583,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,0.846021076199,0.06,IF,0,F,39
N12,RIGHT,RIGHT,1,0.59930811706,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.804253526498,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.462637358229,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.585776522174,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.10621755919,0.01,IF,1,F,39
N12,LEFT,LEFT,0,0.736680885078,0.01,IF,1,F,39
N12,LEFT,LEFT,0,1.28639211704,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,0.699560874491,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.67922195315,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,2.37933436572,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.37934147683,0.01,IF,0,F,39
N12,RIGHT,LEFT,0,2.36433560587,0.06,IF,0,F,39
N12,LEFT,LEFT,1,4.42897562415,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.770889037056,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.862461685319,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.754287716816,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.12875808112,0.01,IF,1,F,39
N12,LEFT,LEFT,1,0.803743232973,0.01,IF,1,F,39
N12,LEFT,LEFT,0,1.45907639724,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,0.779382550623,0.01,IF,0,F,39
N12,LEFT,RIGHT,1,1.41883034131,0.06,IF,0,F,39
N12,LEFT,LEFT,1,0.919041683665,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.552177650388,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.64599399711,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.465540683595,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.19419226865,0.01,IF,1,F,39
N12,LEFT,LEFT,0,1.23757830763,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.903974657063,0.01,IF,0,F,39
N12,LEFT,LEFT,1,2.06225523551,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.645922885975,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.968860435649,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.27705038991,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.652539919014,0.06,IF,1,F,39
N12,LEFT,RIGHT,1,0.643726405338,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.830123756081,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.94599138014,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.61265283206,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.03750969958,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.922859782469,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,2.2459421145,0.01,IF,0,F,39
N12,LEFT,LEFT,1,3.06273850671,0.06,IF,1,F,39
N12,RIGHT,LEFT,1,3.24399423832,0.06,IF,0,F,39
N12,RIGHT,LEFT,0,1.46210374031,0.11,IF,0,F,39
N12,LEFT,LEFT,1,0.645970388199,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.579319062526,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,0.912795281853,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,0.538032224169,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,0.829112840234,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.475444188574,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,0.783695014077,0.01,IF,1,F,39
N12,LEFT,LEFT,0,0.545831408584,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.754299663473,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.06922611746,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.902261732146,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.812731679995,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.565177618526,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.687464871095,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.439267965034,0.01,IF,0,F,39
N12,LEFT,LEFT,0,2.3373361316,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,2.06498561858,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,1.02111573936,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.65424971492,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.743808211642,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.51261426136,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,0.635755131952,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.766697178129,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.498737066286,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,1.06479475612,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,0.977448953665,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.671053275233,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.545972208609,0.01,IF,0,F,39
N12,LEFT,LEFT,1,2.71306857618,0.06,IF,1,F,39
N12,RIGHT,LEFT,1,1.40599705768,0.06,IF,0,F,39
N12,RIGHT,RIGHT,1,2.12729432958,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.59383853327,0.11,IF,1,F,39
N12,RIGHT,RIGHT,0,0.638531310484,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,0.516687507043,0.06,IF,0,F,39
N12,LEFT,LEFT,0,0.937634400092,0.11,IF,1,F,39
N12,RIGHT,RIGHT,0,1.25061639131,0.11,IF,1,F,39
N12,RIGHT,LEFT,0,1.87103598111,0.06,IF,0,F,39
N12,RIGHT,RIGHT,0,0.66259901505,0.11,IF,1,F,39
N12,LEFT,RIGHT,1,1.16257199284,0.11,IF,0,F,39
N12,LEFT,LEFT,1,0.629231681232,0.16,IF,1,F,39
N12,LEFT,LEFT,1,0.923755213851,0.16,IF,1,F,39
N12,RIGHT,RIGHT,1,1.71882345784,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.579306262545,0.11,IF,1,F,39
N12,LEFT,RIGHT,1,2.60221798462,0.06,IF,0,F,39
N12,LEFT,LEFT,1,0.512478865799,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.385841034236,0.11,IF,1,F,39
N12,RIGHT,LEFT,0,2.2790921327,0.06,IF,0,F,39
N12,RIGHT,RIGHT,0,1.07936172921,0.11,IF,1,F,39
N12,RIGHT,RIGHT,0,0.535758090205,0.11,IF,1,F,39
N12,RIGHT,RIGHT,0,0.518999472144,0.06,IF,1,F,39
N12,LEFT,LEFT,0,2.94413708639,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.920862981933,0.01,IF,0,F,39
N12,RIGHT,LEFT,0,0.603983531822,0.06,IF,0,F,39
N12,LEFT,RIGHT,0,1.15734902245,0.11,IF,0,F,39
N12,RIGHT,RIGHT,0,0.785549023421,0.16,IF,1,F,39
N12,RIGHT,RIGHT,0,5.2104337666,0.16,IF,1,F,39
N12,RIGHT,RIGHT,0,2.67934995319,0.11,IF,1,F,39
N12,LEFT,LEFT,1,0.485762413708,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.487948085531,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.429118130938,0.06,IF,1,F,39
N12,RIGHT,LEFT,0,0.646015045932,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,0.96079700219,0.06,IF,1,F,39
N12,RIGHT,RIGHT,1,0.835689482163,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.578941035783,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.617089597741,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.693832730642,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.715758852544,0.01,IF,0,F,39
N12,RIGHT,LEFT,0,2.96055522433,0.06,IF,0,F,39
N12,RIGHT,LEFT,0,1.02077127702,0.11,IF,0,F,39
N12,LEFT,LEFT,0,0.46055294876,0.16,IF,1,F,39
N12,LEFT,LEFT,0,0.860492475796,0.16,IF,1,F,39
N12,LEFT,LEFT,0,0.370992461103,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,2.36914271838,0.11,IF,1,F,39
N12,RIGHT,RIGHT,1,0.537580241798,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.570591166732,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.07086679351,0.01,IF,1,F,39
N12,LEFT,LEFT,0,1.9290168687,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,1.57097573578,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,1.08767376712,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.535517450073,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.02354631783,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,3.11067708046,0.01,IF,1,F,39
N12,LEFT,LEFT,0,0.545956564136,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.902448612265,0.01,IF,0,F,39
N12,RIGHT,RIGHT,1,0.895900130388,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.624051946332,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,0.879322419059,0.01,IF,1,F,39
N12,RIGHT,RIGHT,0,1.02067570365,0.01,IF,1,F,39
N12,RIGHT,LEFT,0,1.36057809368,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.543987354729,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.450425017043,0.06,IF,1,F,39
N12,LEFT,RIGHT,0,0.977234766935,0.01,IF,0,F,39
N12,LEFT,LEFT,1,0.537698570639,0.06,IF,1,F,39
N12,LEFT,LEFT,0,2.81257068447,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.07073680242,0.01,IF,1,F,39
N12,LEFT,LEFT,0,0.545844492968,0.01,IF,1,F,39
N12,LEFT,RIGHT,0,0.829188217991,0.01,IF,0,F,39
N12,LEFT,LEFT,0,0.437584337778,0.06,IF,1,F,39
N12,LEFT,LEFT,1,0.740047854953,0.06,IF,1,F,39
N12,RIGHT,RIGHT,0,1.42099638632,0.01,IF,1,F,39
N12,LEFT,LEFT,1,5.13123388623,0.3,RF,1,F,39
N12,RIGHT,RIGHT,1,2.51711787155,0.25,RF,1,F,39
N12,RIGHT,RIGHT,1,0.908613947337,0.2,RF,1,F,39
N12,RIGHT,RIGHT,1,0.602193806903,0.15,RF,1,F,39
N12,LEFT,RIGHT,1,1.81704129907,0.1,RF,0,F,39
N12,RIGHT,RIGHT,1,0.767155702692,0.15,RF,1,F,39
N12,LEFT,RIGHT,1,2.25871338916,0.15,RF,0,F,39
N12,RIGHT,RIGHT,1,0.750256853411,0.2,RF,1,F,39
N12,RIGHT,RIGHT,0,2.53366742283,0.2,RF,1,F,39
N12,RIGHT,LEFT,1,3.37538855127,0.15,RF,0,F,39
N12,LEFT,LEFT,1,1.72541801969,0.2,RF,1,F,39
N12,RIGHT,RIGHT,0,1.58326032595,0.2,RF,1,F,39
N12,RIGHT,RIGHT,0,0.925525596482,0.15,RF,1,F,39
N12,RIGHT,RIGHT,0,0.70649620099,0.15,RF,1,F,39
N12,LEFT,LEFT,0,2.9922247089,0.1,RF,1,F,39
N12,RIGHT,RIGHT,0,2.23380799545,0.1,RF,1,F,39
N12,LEFT,LEFT,0,2.44853715878,0.05,RF,1,F,39
N12,LEFT,RIGHT,0,0.985383533523,0.05,RF,0,F,39
N12,RIGHT,LEFT,1,3.41706166521,0.1,RF,0,F,39
N12,LEFT,LEFT,1,0.752325334004,0.15,RF,1,F,39
N12,LEFT,LEFT,1,0.906905289157,0.15,RF,1,F,39
N12,RIGHT,RIGHT,1,0.83368073497,0.1,RF,1,F,39
N12,RIGHT,RIGHT,0,1.57543468813,0.1,RF,1,F,39
N12,RIGHT,RIGHT,1,0.950561550446,0.05,RF,1,F,39
N12,RIGHT,RIGHT,1,0.866919499938,0.05,RF,1,F,39
N12,LEFT,LEFT,0,0.750530489022,0.01,RF,1,F,39
N12,LEFT,RIGHT,0,0.567279379116,0.01,RF,0,F,39
N12,LEFT,LEFT,0,2.12482535106,0.06,RF,1,F,39
N12,LEFT,LEFT,0,1.65029622056,0.06,RF,1,F,39
N12,RIGHT,RIGHT,0,1.26888597873,0.01,RF,1,F,39
N12,LEFT,RIGHT,0,0.592102283961,0.01,RF,0,F,39
N12,RIGHT,RIGHT,1,1.13367726468,0.06,RF,1,F,39
N12,RIGHT,RIGHT,1,0.917002216447,0.06,RF,1,F,39
N12,RIGHT,LEFT,0,1.09082370577,0.01,RF,0,F,39
N12,RIGHT,LEFT,1,1.8660121219,0.06,RF,0,F,39
N12,RIGHT,RIGHT,1,0.642065533786,0.11,RF,1,F,39
N12,RIGHT,RIGHT,1,0.692091930192,0.11,RF,1,F,39
N12,LEFT,LEFT,1,1.16708328307,0.06,RF,1,F,39
N12,RIGHT,LEFT,0,1.75868864253,0.06,RF,0,F,39
N12,RIGHT,RIGHT,1,0.793707745848,0.11,RF,1,F,39
N12,LEFT,RIGHT,0,0.992081064382,0.11,RF,0,F,39
N12,LEFT,LEFT,0,2.22561912204,0.16,RF,1,F,39
N12,LEFT,LEFT,0,1.03545828571,0.16,RF,1,F,39
N12,RIGHT,RIGHT,0,0.872704817099,0.11,RF,1,F,39
N12,RIGHT,RIGHT,1,0.640266706585,0.11,RF,1,F,39
N12,RIGHT,RIGHT,1,0.552510165959,0.06,RF,1,F,39
N12,RIGHT,RIGHT,1,0.658892134088,0.06,RF,1,F,39
N12,LEFT,LEFT,0,1.39099204016,0.01,RF,1,F,39
N12,RIGHT,LEFT,0,0.567093068035,0.01,RF,0,F,39
N12,LEFT,RIGHT,0,2.80878728779,0.06,RF,0,F,39
N12,LEFT,LEFT,1,0.90877323621,0.11,RF,1,F,39
N12,LEFT,LEFT,1,0.524178353488,0.11,RF,1,F,39
N12,RIGHT,RIGHT,1,0.817002899013,0.06,RF,1,F,39
N12,RIGHT,RIGHT,1,0.767581516178,0.06,RF,1,F,39
N12,LEFT,LEFT,0,0.808738647844,0.01,RF,1,F,39
N12,LEFT,RIGHT,0,0.475198428496,0.01,RF,0,F,39
N12,RIGHT,RIGHT,1,0.883785069105,0.06,RF,1,F,39
N12,RIGHT,RIGHT,1,0.827103808639,0.06,RF,1,F,39
N12,RIGHT,LEFT,0,1.07529445703,0.01,RF,0,F,39
N12,LEFT,LEFT,1,1.24016988173,0.06,RF,1,F,39
N12,LEFT,LEFT,1,0.808941172319,0.06,RF,1,F,39
N12,LEFT,RIGHT,0,0.765224893228,0.01,RF,0,F,39
