Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition,Accuracy
1,2,2,4,0.668,4.325,0.89,P,1
1,2,2,6,0.467,1.354,0.87,P,1
1,2,2,3.01,0.601,1.804,0.85,P,1
1,2,2,6,0.501,1.137,0.83,P,1
1,2,2,6,0.667,1.035,0.81,P,1
1,2,2,6,0.902,1.37,0.79,P,1
1,2,2,6,0.584,1.186,0.77,P,1
1,2,2,4.79,0.451,0.969,0.75,P,1
1,2,2,5.11,0.518,1.137,0.73,P,1
1,1,1,4.08,0.467,2.119,0.71,P,1
1,2,2,1,0.933,0.9,0.69,P,1
1,1,1,2.26,0.818,0.968,0.67,P,1
1,2,2,5.3,0.45,1.004,0.65,P,1
1,1,1,4.63,0.534,2.238,0.63,P,1
1,2,2,5.98,0.518,1.332,0.61,P,1
1,2,2,2.6,1.117,0.934,0.59,P,1
1,2,2,4.34,0.501,0.717,0.57,P,1
1,2,2,1,0.784,1.067,0.55,P,1
1,2,2,4.88,0.551,0.75,0.53,P,1
1,1,1,1.06,1.05,1.001,0.51,P,1
1,2,1,2.32,0.868,1.751,0.53,P,0
1,2,1,2.09,0.934,1.401,0.55,P,0
1,1,1,3.13,0.817,3.839,0.57,P,1
1,2,2,5.03,0.451,1.168,0.55,P,1
1,2,2,1.54,1.017,2.218,0.53,P,1
1,2,2,4.49,0.701,2.169,0.51,P,1
1,1,2,2.46,1.117,1.101,0.53,P,0
1,1,1,3.54,0.785,2.937,0.55,P,1
1,1,1,3.59,0.617,2.603,0.53,P,1
1,2,2,5.01,0.5,2.236,0.51,P,1
1,2,2,3.03,0.552,1.555,0.49,P,1
1,2,2,3.99,0.634,4.585,0.47,P,1
1,1,1,1,0.617,0.819,0.45,P,1
1,2,1,1.98,0.867,1.353,0.47,P,0
1,1,1,2.54,1.251,2.103,0.49,P,1
1,2,2,2.54,0.734,1.587,0.47,P,1
1,2,2,5.05,0.484,2.137,0.45,P,1
1,1,2,2.39,1.068,0.852,0.47,P,0
1,2,2,1.04,0.868,2.835,0.49,P,1
1,1,1,2.58,0.635,1.234,0.47,P,1
1,1,1,4.11,0.734,0.885,0.45,P,1
1,1,2,2.59,1.1,2.469,0.47,P,0
1,1,1,2.39,0.718,0.983,0.49,P,1
1,2,2,4.86,0.651,1.121,0.47,P,1
1,2,2,4.66,0.917,1.754,0.45,P,1
1,1,1,6,0.683,1.535,0.43,P,1
1,2,2,1.02,1.034,1.566,0.41,P,1
1,2,2,4.11,0.8,1.77,0.39,P,1
1,1,1,2.01,1.335,3.304,0.37,P,1
1,1,1,2.82,0.8,1.419,0.35,P,1
1,2,2,2.53,0.75,2.438,0.33,P,1
1,1,1,4.49,0.785,1.586,0.31,P,1
1,1,2,4.04,0.834,0.888,0.33,P,0
1,1,2,1.02,1.001,2.802,0.35,P,0
1,1,1,5.04,1.1,1.951,0.37,P,1
1,2,2,3.04,0.968,3.384,0.35,P,1
1,2,2,3.57,0.784,4.02,0.33,P,1
1,1,1,2.54,1.084,0.735,0.31,P,1
1,1,1,4.99,0.901,1.804,0.29,P,1
1,2,1,4.03,0.901,1.401,0.31,P,0
1,1,1,1,0,1.797,0.33,P,1
1,1,1,4.34,0.701,0.999,0.31,P,1
1,2,2,2.28,1.402,1.268,0.29,P,1
1,1,2,2.55,1.084,2.201,0.31,P,0
1,2,1,4.21,0.751,0.9,0.33,P,0
1,2,2,2.04,0.967,3.633,0.35,P,1
1,1,1,3.2,0.801,2.285,0.33,P,1
1,2,2,5.14,0.552,1.203,0.31,P,1
1,2,1,4.07,0.867,2.801,0.33,P,0
1,1,1,4.04,0.617,1.153,0.35,P,1
1,2,2,2.99,1.435,2.255,0.33,P,1
1,1,1,4.02,0.9,2.237,0.31,P,1
1,2,2,2.4,0.95,4.139,0.29,P,1
1,2,1,1,1.334,1.083,0.31,P,0
1,2,2,5.93,0.885,1.119,0.33,P,1
1,2,2,4.6,0.784,1.534,0.31,P,1
1,1,1,1,1.052,0.85,0.29,P,1
1,2,2,4.91,0.701,2.017,0.27,P,1
1,1,1,4.61,0.867,1.313,0.25,P,1
1,1,2,1,1.434,0.984,0.27,P,0
1,1,1,1.78,1.085,0.817,0.29,P,1
1,1,1,2.38,1.134,0.882,0.27,P,1
1,2,1,4.54,0,1.919,0.29,P,0
1,2,1,2.11,0.868,2.069,0.31,P,0
1,1,1,2.37,1.168,0.985,0.33,P,1
1,1,1,2.23,1.302,2.451,0.31,P,1
1,1,2,4.01,0.851,1.086,0.33,P,0
1,1,2,2.75,1.05,1.165,0.35,P,0
1,2,2,4.54,1.017,1.534,0.37,P,1
1,2,2,4.11,1.468,1.751,0.35,P,1
1,1,1,3.55,0.784,1.37,0.33,P,1
1,1,1,6,0.918,0.968,0.31,P,1
1,1,1,1.93,1.167,0.886,0.29,P,1
1,2,2,4.06,1.185,1.101,0.27,P,1
1,1,2,1,1.017,0.984,0.29,P,0
1,2,1,3.03,1.101,2.352,0.31,P,0
1,1,1,1.51,1.167,1.17,0.33,P,1
1,2,1,1,1.402,1.197,0.35,P,0
1,2,1,2.52,0,2.517,0.37,P,0
1,2,1,1.56,1.317,4.031,0.39,P,0
1,2,1,2.08,0.917,1.202,0.41,P,0
1,1,2,2.09,1.135,2.42,0.43,P,0
1,2,2,1,0.818,0.834,0.45,P,1
1,2,1,3.66,0.951,1.784,0.47,P,0
1,2,2,4.49,0.701,1.637,0.49,P,1
1,2,1,4.09,0.934,1.15,0.51,P,0
1,1,2,1.01,0.901,0.868,0.53,P,0
1,2,2,1.13,1.2,0.669,0.55,P,1
1,1,1,6,0.734,0.765,0.53,P,1
1,1,1,5.93,0.702,1.301,0.51,P,1
1,1,1,4.79,0.834,1.182,0.49,P,1
1,2,2,4.4,1.75,2.249,0.47,P,1
1,2,1,2.28,0.784,1.515,0.49,P,0
1,2,2,5.08,1.368,2.702,0.51,P,1
1,1,1,4.54,1.083,2.333,0.49,P,1
1,1,1,5.95,0.65,2.265,0.47,P,1
1,1,1,2.11,0.801,4.601,0.45,P,1
1,2,2,5.04,0.617,1.02,0.43,P,1
1,2,2,3.59,1.384,2.453,0.41,P,1
1,2,1,2.23,0.733,0.701,0.43,P,0
1,1,2,1,0.668,1.151,0.45,P,0
1,2,2,4.54,0.784,2.235,0.47,P,1
1,1,2,2,1.069,1.951,0.49,P,0
1,1,1,5.04,0.551,1.535,0.51,P,1
1,1,1,4.59,0.583,5.238,0.49,P,1
1,1,1,3.57,0.65,1.719,0.47,P,1
1,1,2,2.51,1.5,1.352,0.49,P,0
1,2,2,5.03,0.767,2.605,0.51,P,1
1,1,2,1.94,0.852,0.816,0.53,P,0
1,2,1,2.14,1.1,1.084,0.55,P,0
1,1,1,5.99,0.834,1.134,0.57,P,1
1,2,2,4.61,0.684,1.403,0.55,P,1
1,2,2,4.08,0.584,2.484,0.53,P,1
1,1,1,2.82,1.484,2.42,0.51,P,1
1,1,1,4.09,1.201,1.084,0.49,P,1
1,1,2,4.01,1.267,3.119,0.51,P,0
1,2,2,4.07,1.867,1.805,0.53,P,1
1,2,2,4.24,1.184,0.895,0.51,P,1
1,2,2,2.53,1.084,0.853,0.49,P,1
1,1,1,1,1.7,1.386,0.47,P,1
1,1,2,1.16,0.651,0.886,0.49,P,0
1,1,1,4.56,1.184,1.169,0.51,P,1
1,1,1,4.51,0.767,1.452,0.49,P,1
1,2,2,3.46,1.234,1.902,0.47,P,1
1,2,2,4.88,0.918,0.87,0.45,P,1
1,1,1,3.58,0.784,2.735,0.43,P,1
1,1,2,2.21,1.401,1.633,0.45,P,0
1,1,1,6,0.685,0.65,0.47,P,1
1,2,1,2.06,1.667,0.835,0.49,P,0
1,1,1,5.06,0.601,1.338,0.51,P,1
1,2,2,2.96,1.45,1.818,0.49,P,1
1,2,1,1.01,1.3,0.719,0.51,P,0
1,2,2,4.07,1.518,2.185,0.53,P,1
1,2,2,3.55,1.417,2.087,0.51,P,1
1,2,2,6,0.785,2.186,0.49,P,1
1,1,1,4.03,0.783,3.937,0.47,P,1
1,2,2,2.14,1.433,2.021,0.45,P,1
1,2,2,2.56,1.233,1.822,0.43,P,1
1,2,1,1.04,1.084,1.369,0.45,P,0
1,2,2,3,0.934,3.388,0.47,P,1
1,1,1,4.02,0.751,5.304,0.45,P,1
1,2,2,5.14,0.634,2.316,0.43,P,1
1,1,2,1.04,0,2.018,0.45,P,0
1,2,2,4.53,0.901,1.833,0.47,P,1
1,1,1,4.06,1.867,2.736,0.45,P,1
1,1,2,2.11,0.785,1.353,0.47,P,0
1,2,2,4.59,0.852,1.32,0.49,P,1
1,2,1,1,0.884,1.184,0.51,P,0
1,1,1,5.54,0.617,2.502,0.53,P,1
1,1,1,4.37,1.051,2.754,0.51,P,1
1,1,1,6,0.684,1.203,0.49,P,1
1,1,2,2.54,1.601,2.653,0.51,P,0
1,2,1,1,0.885,0.785,0.53,P,0
1,2,2,2.16,1.4,2.871,0.55,P,1
1,2,2,2.54,1.467,1.868,0.53,P,1
1,2,2,5.01,0.751,1.868,0.51,P,1
1,1,1,3.57,0.701,2.455,0.49,P,1
1,2,2,4.03,0.984,1.837,0.47,P,1
1,1,1,4.98,0.918,2.271,0.45,P,1
1,1,1,2.22,1.017,1.637,0.43,P,1
1,1,2,4.04,0.783,2.465,0.45,P,0
1,1,1,3.57,0.685,1.449,0.47,P,1
1,2,1,2.57,1.017,3.751,0.49,P,0
1,2,2,5.09,1.068,1.584,0.51,P,1
1,2,1,1.01,1.551,1.016,0.53,P,0
1,1,1,6,0.867,1.016,0.55,P,1
1,2,2,6,0.834,2.086,0.53,P,1
1,2,2,4.99,0.652,2.686,0.51,P,1
1,2,2,1.89,0,1.769,0.49,P,1
1,2,2,4.06,1.218,1.637,0.47,P,1
1,2,1,2.09,1.235,2.353,0.49,P,0
1,1,1,4.53,0.668,1.986,0.51,P,1
1,2,2,1.89,0.917,1.318,0.49,P,1
1,2,2,5.1,0.983,1.367,0.47,P,1
1,2,2,4.05,1.351,2.271,0.45,P,1
1,1,1,2.03,1.334,2.87,0.43,P,1
1,2,2,4.81,0.917,1.318,0.41,P,1
1,2,1,4.06,1.067,1.686,0.43,P,0
1,1,2,1,0.967,1.299,0.45,P,0
1,2,1,2.03,1.584,1.317,0.47,P,0
1,1,1,3.53,0.834,3.87,0.49,P,1
1,1,1,5.03,0.7,2.018,0.47,P,1
1,2,2,2.37,1.434,0.953,0.45,P,1
1,2,2,1,0.835,1.118,0.43,P,1
1,1,1,2.51,0.883,1.752,0.41,P,1
1,2,1,1.54,1.035,1.701,0.43,P,0
1,1,1,4.04,0.7,1.567,0.45,P,1
1,1,1,4.52,0.867,1.102,0.43,P,1
1,1,2,2.54,1.45,2.665,0.45,P,0
1,1,1,3.01,0.868,3.186,0.47,P,1
1,1,1,3.77,0.734,2.754,0.45,P,1
1,2,2,5.03,0.6,2.052,0.43,P,1
1,1,1,4.98,1.018,1.235,0.41,P,1
1,2,2,4.53,0.701,1.483,0.39,P,1
1,2,1,4.19,1.667,1.003,0.41,P,0
1,2,2,1.08,0.834,1.347,0.43,P,1
1,2,2,1,0.718,0.92,0.41,P,1
1,2,1,6,0.667,1.387,0.43,P,0
1,1,2,3.54,1.351,3.02,0.45,P,0
1,1,2,4.04,1.133,2.086,0.47,P,0
1,1,2,3.04,1.166,1.701,0.49,P,0
1,2,1,4.09,1.135,1.679,0.51,P,0
1,1,2,4.57,0.884,1.199,0.53,P,0
1,2,2,5.14,1.168,1.222,0.55,P,1
1,2,1,1.87,0.8,0.95,0.57,P,0
1,2,2,2.09,0.967,3.82,0.59,P,1
1,1,1,6,0.685,1.502,0.57,P,1
1,2,2,4.6,0.684,1.289,0.55,P,1
1,1,1,2.84,1.484,2.655,0.53,P,1
1,2,2,4.16,1.451,1.336,0.51,P,1
1,2,2,1.42,1.117,0.751,0.49,P,1
1,2,2,5.49,0.518,1.771,0.47,P,1
1,2,1,2.06,1.334,1.5,0.49,P,0
1,1,2,4.01,0.884,2.384,0.51,P,0
1,1,1,5.03,0.65,2.253,0.53,P,1
1,2,2,3.54,0.983,2.186,0.51,P,1
1,2,1,1,1.301,0.882,0.53,P,0
1,2,2,6,0.484,0.6,0.55,P,1
1,2,2,4.97,0.701,3.182,0.53,P,1
1,1,1,5.09,0.618,1.168,0.51,P,1
1,1,2,2.07,0.717,17.483,0.53,P,0
1,2,2,4.51,0.5,2.253,0.55,P,1
1,1,1,2.08,0.968,2.937,0.53,P,1
1,2,2,4.04,0.667,2.119,0.51,P,1
1,2,2,4.03,0.65,1.384,0.49,P,1
1,2,2,2.58,1.067,1.251,0.47,P,1
1,1,1,1,0.902,1.002,0.45,P,1
1,1,1,5.56,0.517,0.969,0.43,P,1
1,2,2,2.71,1.167,0.983,0.41,P,1
1,2,2,3.03,0.834,2.217,0.39,P,1
1,2,2,1.53,0.7,1.851,0.37,P,1
1,2,1,2.14,0.834,1.587,0.39,P,0
1,1,1,3.07,0.75,1.536,0.41,P,1
1,2,2,2.34,0.918,1,0.39,P,1
1,1,1,2.76,0.652,2.002,0.37,P,1
1,1,1,3.78,1.1,0.85,0.35,P,1
1,2,1,2.06,0.868,2.017,0.37,P,0
1,2,2,4.04,1.083,1.686,0.39,P,1
1,1,1,5.04,0.766,1.452,0.37,P,1
1,1,1,1.94,1.235,1.086,0.35,P,1
1,2,2,2.53,0.669,1.752,0.33,P,1
1,1,2,3.97,0.668,1.267,0.35,P,0
1,2,2,1,1.017,1.538,0.37,P,1
1,2,2,5.06,0.719,0.851,0.35,P,1
1,2,2,6,0.634,0.983,0.33,P,1
1,2,2,1,1.084,1.249,0.31,P,1
1,1,1,4.59,0.583,2.419,0.29,P,1
1,2,2,3.11,1.034,1.434,0.27,P,1
1,2,2,1.48,1.168,0.801,0.25,P,1
1,1,1,4.57,1.017,1.687,0.23,P,1
1,2,2,4.53,1.101,4.304,0.21,P,1
1,1,1,5.91,1.185,1.219,0.19,P,1
1,2,2,4.54,1.152,1.702,0.17,P,1
1,2,2,1,0.901,1.267,0.15,P,1
1,2,1,2.06,0.951,1.085,0.17,P,0
1,1,2,1.01,0.701,1.303,0.19,P,0
1,2,2,3.99,0,2.681,0.21,P,1
1,1,2,1.01,1.001,0.692,0.23,P,0
1,2,2,5.03,0.884,1.981,0.25,P,1
1,1,2,2.56,0.701,1.679,0.27,P,0
1,1,1,3.07,0.818,1.715,0.29,P,1
1,1,2,4.32,0.684,2.067,0.31,P,0
1,2,2,4.59,0.751,2.822,0.33,P,1
1,2,1,1,1.434,1.503,0.35,P,0
1,1,2,2.51,1.117,2.27,0.37,P,0
1,2,1,3.73,1.034,4.42,0.39,P,0
1,2,2,1,1.085,1.252,0.41,P,1
1,1,1,1.55,0.767,2.534,0.39,P,1
1,1,1,1.51,0.55,1.635,0.37,P,1
1,2,1,3.58,0.701,3.302,0.39,P,0
1,1,2,5.06,1.085,1.27,0.41,P,0
1,2,1,1,0.984,1.103,0.43,P,0
1,2,1,4.26,0.834,2.065,0.45,P,0
1,2,2,6,0.501,0.913,0.47,P,1
1,2,2,3.74,1.118,2.905,0.45,P,1
1,2,2,5.03,0.85,0.768,0.43,P,1
1,2,2,1.56,1.302,1.983,0.41,P,1
1,2,2,5.73,0.467,1.602,0.39,P,1
1,1,1,2.06,1.251,2.536,0.37,P,1
1,1,1,1.13,1.401,3.904,0.35,P,1
2,2,2,1.5,0,3.807,0.45,P,1
2,2,2,4.97,1.199,1.734,0.43,P,1
2,2,2,2.24,1.083,2.338,0.41,P,1
2,2,2,2.19,1,3.688,0.39,P,1
2,2,1,3.53,0.785,1.935,0.41,P,0
2,2,2,1.61,1.334,1.554,0.43,P,1
2,1,1,4.63,0.684,1.786,0.41,P,1
2,1,2,2.26,1.502,1.052,0.43,P,0
2,2,2,2.67,1.851,6.421,0.45,P,1
2,1,2,2.04,0.984,1.567,0.47,P,0
2,2,2,2.33,1.451,1.249,0.49,P,1
2,1,1,6,2.001,1.552,0.47,P,1
2,2,2,4.28,1.734,1.703,0.45,P,1
2,2,2,5.64,0.901,0.937,0.43,P,1
2,2,1,5.91,1.634,0.735,0.45,P,0
2,1,1,1.86,1.484,1.353,0.47,P,1
2,2,2,5.44,1.901,0.951,0.45,P,1
2,2,1,3.69,1.768,1.183,0.47,P,0
2,1,2,1.11,1.218,1.486,0.49,P,0
2,2,1,2.41,1.085,3.253,0.51,P,0
2,2,2,5.36,1.801,1.084,0.53,P,1
2,2,1,5.01,1.433,2.251,0.55,P,0
2,1,1,5.46,1.201,2.686,0.57,P,1
2,2,2,2.73,1.301,2.986,0.55,P,1
2,1,2,1.79,1.234,6.754,0.57,P,0
2,2,2,5.96,1.9,1.184,0.59,P,1
2,1,1,6,1.635,0.985,0.57,P,1
2,2,2,5.86,1.333,1.368,0.55,P,1
2,2,2,6,1.984,1.086,0.53,P,1
2,1,1,6,2.001,0.953,0.51,P,1
2,1,1,6,1.668,0.866,0.49,P,1
2,1,1,5.94,1.268,1.019,0.47,P,1
2,2,2,6,1.434,0.851,0.45,P,1
2,2,1,6,1.518,1.768,0.47,P,0
2,1,1,1.24,1.383,0.888,0.49,P,1
2,1,1,6,1.519,0.883,0.47,P,1
2,1,1,3.64,1.017,0.719,0.45,P,1
2,1,1,4.67,1.635,0.884,0.43,P,1
2,2,1,1.76,1.167,0.901,0.45,P,0
2,2,2,5.64,1.818,1.185,0.47,P,1
2,1,1,4.1,1.667,1.771,0.45,P,1
2,2,2,6,1.851,0.946,0.43,P,1
2,1,1,3.25,0.934,1.069,0.41,P,1
2,1,1,6,1.7,0.635,0.39,P,1
2,2,1,5.02,1.2,0.835,0.41,P,0
2,2,1,1.09,1.718,1.634,0.43,P,0
2,1,1,3.61,1.553,1.585,0.45,P,1
2,1,1,3.35,2.001,1.584,0.43,P,1
2,1,2,5.98,1.919,0.817,0.45,P,0
2,2,2,6,1.733,0.801,0.47,P,1
2,2,2,5.83,1.7,0.981,0.45,P,1
2,2,2,6,1.918,0.935,0.43,P,1
2,1,2,1.02,1.735,1.469,0.45,P,0
2,2,2,5.97,1.554,1.05,0.47,P,1
2,1,1,4.68,1.935,0.816,0.45,P,1
2,2,2,6,1.851,1.818,0.43,P,1
2,1,2,1,1.653,1.369,0.45,P,0
2,1,2,1.01,1.417,1.568,0.47,P,0
2,1,1,6,1.852,0.834,0.49,P,1
2,2,2,6,1.484,0.586,0.47,P,1
2,2,2,5.84,1.602,1.063,0.45,P,1
2,1,2,4.39,1.485,1.387,0.47,P,0
2,1,1,3.93,1.952,8.034,0.49,P,1
2,2,2,1.09,1.134,1.788,0.47,P,1
2,1,1,5.85,1.902,1.069,0.45,P,1
2,2,2,3.65,1.101,0.669,0.43,P,1
2,1,1,5.85,1.234,0.768,0.41,P,1
2,1,2,1,1.967,1.503,0.43,P,0
2,2,2,4.79,1.652,1.551,0.45,P,1
2,2,2,1.11,2.001,1.052,0.43,P,1
2,2,1,4.28,0.75,1.57,0.45,P,0
2,1,1,5.89,1.819,0.967,0.47,P,1
2,1,1,6,1.719,1.05,0.45,P,1
2,1,1,5.97,1.934,1.152,0.43,P,1
2,2,2,5.96,1.868,0.836,0.41,P,1
2,2,2,3.31,1.919,0.769,0.39,P,1
2,1,2,3.53,1.968,1.287,0.41,P,0
2,2,2,3.71,1.718,1.67,0.43,P,1
2,1,1,5.78,1.967,1.487,0.41,P,1
2,1,1,5.47,1.752,1.654,0.39,P,1
2,2,2,3.17,1.82,0.852,0.37,P,1
2,2,2,1.83,1.901,1.071,0.35,P,1
2,1,1,5.84,1.785,1.304,0.33,P,1
2,2,2,5.53,1.384,1.252,0.31,P,1
2,2,2,5.84,1.935,1.252,0.29,P,1
2,1,1,5.86,1.867,1.166,0.27,P,1
2,2,2,5.53,1.851,1.636,0.25,P,1
2,2,2,1,1.852,0.8,0.23,P,1
2,2,2,1.18,1.968,1.118,0.21,P,1
2,2,2,1.34,1.585,0.754,0.19,P,1
2,1,1,5.47,1.601,0.617,0.17,P,1
2,1,1,5.73,1.968,0.667,0.15,P,1
2,1,1,5.68,1.952,0.886,0.13,P,1
2,1,1,5.84,2.001,1.037,0.11,P,1
2,1,1,1.1,0,2.253,0.09,P,1
2,2,2,1.03,2.001,1.553,0.07,P,1
2,2,1,1.01,1.852,0.751,0.09,P,0
2,1,2,1.03,1.084,0.921,0.11,P,0
2,1,1,5.87,1.935,0.985,0.13,P,1
2,1,2,1.02,1.501,0.904,0.15,P,0
2,2,2,5.58,1.769,0.702,0.17,P,1
2,1,1,5.78,1.717,0.834,0.15,P,1
2,1,1,5.91,1.751,4.831,0.13,P,1
2,1,1,4.48,2.001,1.737,0.11,P,1
2,2,2,5.81,1.87,1.087,0.09,P,1
2,1,1,5.98,1.917,0.818,0.07,P,1
2,2,2,5.96,1.918,0.853,0.05,P,1
2,2,1,2.71,1.619,0.801,0.07,P,0
2,2,2,5.96,1.785,2.052,0.09,P,1
2,1,2,1.62,1.885,0.749,0.11,P,0
2,2,2,1.16,1.801,0.97,0.13,P,1
2,1,2,1.1,1.834,1.062,0.15,P,0
2,1,2,1.23,1.953,1.017,0.17,P,0
2,2,2,1.65,1.701,0.72,0.19,P,1
2,1,2,1.14,1.918,1.137,0.21,P,0
2,1,2,1.14,1.45,0.985,0.23,P,0
2,2,2,1.23,1.902,1.055,0.25,P,1
2,2,2,5.97,1.584,0.802,0.23,P,1
2,1,1,3.95,1.767,0.653,0.21,P,1
2,1,2,1.05,1.618,1.038,0.23,P,0
2,2,2,5.84,1.602,1.532,0.25,P,1
2,1,1,4.16,1.951,1.905,0.23,P,1
2,1,2,1.09,1.968,2.837,0.25,P,0
2,1,2,1.08,1.619,1.055,0.27,P,0
2,2,2,5.88,1.451,0.968,0.29,P,1
2,2,2,4.11,1.985,3.621,0.27,P,1
2,1,2,1.05,1.9,1.151,0.29,P,0
2,1,2,1.09,0.684,7.005,0.31,P,0
2,2,2,5.23,1.867,1.103,0.33,P,1
2,1,2,1.17,1.751,1.22,0.35,P,0
2,1,1,5.49,1.701,0.868,0.37,P,1
2,1,1,4.09,1.784,1.985,0.35,P,1
2,2,2,5.84,1.95,2.269,0.33,P,1
2,1,1,5.87,1.983,1.637,0.31,P,1
2,1,2,1.13,1.969,1.071,0.33,P,0
2,1,2,1.09,1.984,1.12,0.35,P,0
2,1,1,5.82,1.901,0.648,0.37,P,1
2,1,2,1.1,1.451,0.803,0.39,P,0
2,1,1,5.92,1.885,0.734,0.41,P,1
2,2,2,4.74,1.935,1.537,0.39,P,1
2,1,1,4.92,1.084,0.734,0.37,P,1
2,2,2,5.98,1.817,1.059,0.35,P,1
2,2,2,5.93,1.869,0.651,0.33,P,1
2,1,1,2.39,1.867,0.769,0.31,P,1
2,2,2,6,1.685,1.404,0.29,P,1
2,2,2,5.99,1.835,0.903,0.27,P,1
2,1,1,5.86,1.784,0.803,0.25,P,1
2,1,1,5.96,1.869,0.801,0.23,P,1
2,1,1,1.78,1.817,0.737,0.21,P,1
2,1,1,6,1.851,1.035,0.19,P,1
2,2,2,5.99,1.851,1.054,0.17,P,1
2,2,2,5.79,1.902,0.668,0.15,P,1
2,2,2,1.15,1.701,0.784,0.13,P,1
2,1,1,5.89,1.934,0.786,0.11,P,1
2,2,2,6,1.952,0.868,0.09,P,1
2,1,1,1.15,1.218,0.654,0.07,P,1
2,1,2,1.15,1.52,0.836,0.09,P,0
2,1,1,5.94,1.933,0.819,0.11,P,1
2,1,2,1.04,1.852,0.916,0.13,P,0
2,1,1,6,1.701,0.986,0.15,P,1
2,2,2,1.18,0.952,0.569,0.13,P,1
2,2,2,5.96,1.585,0.9,0.11,P,1
2,2,2,1.08,0.801,0.818,0.09,P,1
2,2,2,1.13,0.833,1.053,0.07,P,1
2,1,1,6,1.667,0.804,0.05,P,1
2,1,2,1.19,0.95,0.7,0.07,P,0
2,1,2,1.16,1.385,1.287,0.09,P,0
2,2,2,1.53,0.883,0.934,0.11,P,1
2,1,2,5.49,0.867,0.716,0.13,P,0
2,1,1,3.63,1.118,0.703,0.15,P,1
2,1,1,5.85,1.969,0.935,0.13,P,1
2,2,1,5.64,1.968,0.803,0.15,P,0
2,1,1,5.87,1.851,0.886,0.17,P,1
2,2,2,5.93,1.735,0.801,0.15,P,1
2,1,1,3.6,1.318,0.768,0.13,P,1
2,2,2,3.18,1.068,0.718,0.11,P,1
2,2,2,5.99,1.969,0.936,0.09,P,1
2,1,1,5.98,1.618,0.801,0.07,P,1
2,1,1,6,2,1.104,0.05,P,1
2,1,1,6,1.453,0.651,0.03,P,1
2,1,1,5.89,1.918,0.747,0.01,P,1
2,2,1,4.27,1.385,0.969,0.03,P,0
2,1,1,5.94,1.602,0.617,0.05,P,1
2,1,2,1.08,1.567,1.071,0.07,P,0
2,1,2,1.14,0.85,1.069,0.09,P,0
2,2,2,5.84,1.785,1.018,0.11,P,1
2,2,2,5.77,1.702,0.852,0.09,P,1
2,1,1,5.83,1.818,0.637,0.07,P,1
2,2,2,5.96,1.884,0.97,0.05,P,1
2,2,2,1.03,0.751,0.671,0.03,P,1
2,1,2,1.31,0.551,0.737,0.05,P,0
2,1,2,1.21,0.967,0.72,0.07,P,0
2,2,2,5.92,1.352,1.07,0.09,P,1
2,2,2,5.9,1.651,0.916,0.07,P,1
2,2,2,1.04,1.133,0.683,0.05,P,1
2,2,1,5.83,0.651,0.636,0.07,P,0
2,1,1,5.87,1.467,0.634,0.09,P,1
2,1,1,4.2,1.684,0.584,0.07,P,1
2,2,2,6,1.651,0.767,0.05,P,1
2,1,1,1.26,1.884,0.837,0.03,P,1
2,2,2,5.96,1.868,0.854,0.01,P,1
2,2,2,5.86,1.685,0.82,-0.01,P,1
2,2,2,5.88,1.668,0.535,-0.03,P,1
2,1,1,5.91,1.851,0.902,-0.05,P,1
2,1,2,5.91,1.734,0.968,-0.03,P,0
2,1,2,1.02,0.885,0.718,-0.01,P,0
2,2,2,5.78,1.117,0.704,0.01,P,1
2,1,1,5.83,1.769,0.77,-0.01,P,1
2,2,2,1.31,1.268,0.718,-0.03,P,1
2,1,1,5.98,1.75,0.869,-0.05,P,1
2,2,2,1.21,0.751,0.901,-0.07,P,1
2,1,2,1.33,0.701,0.803,-0.05,P,0
2,2,1,5.91,1.735,1.303,-0.03,P,0
2,2,2,5.76,1.485,1,-0.01,P,1
2,1,2,1.52,1.969,0.668,0.01,P,0
2,2,2,1.26,0.634,0.752,0.03,P,1
2,2,2,5.86,1.684,0.601,0.01,P,1
2,2,2,5.86,1.301,1.053,-0.01,P,1
2,1,2,1.37,1.517,1.151,0.01,P,0
2,2,2,5.76,1.568,0.753,0.03,P,1
2,2,2,5.69,1.651,0.621,0.01,P,1
2,2,2,5.78,1.868,0.803,-0.01,P,1
2,2,2,5.64,1.418,0.886,-0.03,P,1
2,1,1,5.81,2.001,1.003,-0.05,P,1
2,2,2,5.61,1.735,0.719,-0.07,P,1
2,1,1,5.71,1.434,0.951,-0.09,P,1
2,1,2,1.22,1.051,0.601,-0.07,P,0
2,1,1,5.7,1.702,0.752,-0.05,P,1
2,1,1,5.7,1.434,1.389,-0.07,P,1
2,2,2,5.59,1.818,0.802,-0.09,P,1
2,2,1,3.66,1.285,0.62,-0.07,P,0
2,2,1,4.74,1.601,1.086,-0.05,P,0
2,1,1,1.25,0.819,0.716,-0.03,P,1
2,1,1,5.58,1.335,0.6,-0.05,P,1
2,2,2,1.56,1.318,0.603,-0.07,P,1
2,2,2,1.49,1.002,1.119,-0.09,P,1
2,1,2,1.61,1.201,0.552,-0.07,P,0
2,1,1,4.57,1.717,0.818,-0.05,P,1
2,2,2,5.25,1.634,0.701,-0.07,P,1
2,2,2,5.26,1.568,0.537,-0.09,P,1
2,1,2,5.44,0.868,2.901,-0.07,P,0
