Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition,Accuracy
6,2,1,1,0.968,1.568,0.54,P,0
6,1,1,2.17,0.852,3.803,0.56,P,1
6,1,1,1,0.534,1.02,0.54,P,1
6,2,2,6,0.349,2.318,0.52,P,1
6,1,1,4.95,0.583,2.099,0.5,P,1
6,1,2,4.46,0.817,0.722,0.52,P,0
6,2,2,6,0.918,1.426,0.54,P,1
6,1,2,1,1.301,1.352,0.56,P,0
6,1,1,6,0.733,1.203,0.58,P,1
6,1,2,4.13,0.9,3.588,0.6,P,0
6,1,1,5.59,0.867,1.213,0.62,P,1
6,1,2,4.59,0.817,0.837,0.64,P,0
6,2,2,6,0.601,1.367,0.66,P,1
6,2,2,6,0.751,1.536,0.64,P,1
6,2,2,6,0.567,1.641,0.62,P,1
6,1,1,6,0.635,1.153,0.6,P,1
6,1,1,5.99,0.651,1.036,0.58,P,1
6,1,1,6,0.468,1.284,0.56,P,1
6,2,2,6,0.335,1.605,0.54,P,1
6,2,1,1,0.701,0.936,0.56,P,0
6,1,1,6,0.85,1.21,0.58,P,1
6,1,2,4.91,0.8,0.794,0.6,P,0
6,1,1,6,0.651,1.352,0.62,P,1
6,1,1,6,0.95,1.87,0.6,P,1
6,1,1,2.61,0.651,1.256,0.58,P,1
6,1,2,1,0.851,2.234,0.6,P,0
6,1,2,1.06,0.834,1.277,0.62,P,0
6,1,2,1,0.901,1.647,0.64,P,0
6,1,1,4.79,1.085,6.182,0.66,P,1
6,1,1,6,0.667,2.188,0.64,P,1
6,2,2,6,0.834,3.817,0.62,P,1
6,2,2,6,0.751,2.219,0.6,P,1
6,1,2,2.58,1.068,3.654,0.62,P,0
6,2,2,6,0.401,1.121,0.64,P,1
6,1,1,6,0.634,2.837,0.62,P,1
6,2,2,6,0.333,1.643,0.6,P,1
6,1,1,4.09,0.818,3.653,0.58,P,1
6,1,1,5.01,0.835,1.204,0.56,P,1
6,1,1,5.07,1.068,0.666,0.54,P,1
6,1,1,4.8,0.75,1.186,0.52,P,1
6,2,2,5.21,0.667,1.193,0.5,P,1
6,1,1,1,1.053,2.37,0.48,P,1
6,1,1,4.56,0.884,0.791,0.46,P,1
6,1,1,1,0.868,1.251,0.44,P,1
6,1,1,4.35,0.834,0.902,0.42,P,1
6,1,2,1,1.05,2.48,0.44,P,0
6,1,1,2.54,1.134,1.171,0.46,P,1
6,2,2,5.59,0.584,0.697,0.44,P,1
6,2,2,5.44,0.75,1.567,0.42,P,1
6,2,2,2.99,1.151,2.038,0.4,P,1
6,1,1,5.6,0.684,1.369,0.38,P,1
6,1,2,4.58,1.034,1.002,0.4,P,0
6,2,2,4.64,1.067,0.736,0.42,P,1
6,1,2,2.29,1.367,2.12,0.44,P,0
6,1,1,4.54,1.168,4.018,0.46,P,1
6,2,2,4.37,0.95,2.468,0.44,P,1
6,1,2,1.03,1.201,1.795,0.46,P,0
6,2,2,6,0.601,0.99,0.48,P,1
6,2,2,3.49,0.75,0.988,0.46,P,1
6,1,1,6,0.717,0.984,0.44,P,1
6,1,1,1,0,2.419,0.42,P,1
6,1,2,1,0.75,1.301,0.44,P,0
6,1,2,4.39,0.802,2.038,0.46,P,0
6,1,1,1.07,0.716,1.079,0.48,P,1
6,2,2,4.49,0.65,1.078,0.46,P,1
6,1,2,2.37,0.867,0.893,0.48,P,0
6,1,2,3.46,0.717,4.604,0.5,P,0
6,1,2,3.59,0.884,1.135,0.52,P,0
6,2,2,1.02,0.734,1.617,0.54,P,1
6,2,2,4.14,0.684,4.969,0.52,P,1
6,1,1,4.54,0.602,0.884,0.5,P,1
6,2,2,4.8,0.384,1.102,0.48,P,1
6,2,2,4.82,0.417,1.369,0.46,P,1
6,1,1,5.39,0.851,1.469,0.44,P,1
6,1,2,1,0.967,1.652,0.46,P,0
6,1,1,4.79,0.784,0.867,0.48,P,1
6,2,2,5.36,0.734,1.169,0.46,P,1
6,1,1,5.36,0.783,2.02,0.44,P,1
6,1,1,6,0.65,1.437,0.42,P,1
6,1,2,2.41,0.55,1.203,0.44,P,0
6,2,2,5.34,0.483,1.221,0.46,P,1
6,1,1,5.49,0.667,1.12,0.44,P,1
6,1,2,2.69,1.051,3.02,0.46,P,0
6,2,2,5.33,0.484,1.264,0.48,P,1
6,1,1,6,0.534,1.619,0.46,P,1
6,1,2,5.43,0.702,1.285,0.48,P,0
6,2,2,6,1.634,1.619,0.5,P,1
6,2,2,6,1.233,1.668,0.48,P,1
6,2,2,5.24,0.984,1.769,0.46,P,1
6,2,2,5.33,0.651,1.051,0.44,P,1
6,1,2,1,0.934,0.885,0.46,P,0
6,2,2,4.76,0.634,0.65,0.48,P,1
6,2,2,5.15,0.484,0.879,0.46,P,1
6,1,2,1,0.8,0.992,0.48,P,0
6,2,2,6,0.484,1.099,0.5,P,1
6,2,2,6,0.601,1.451,0.48,P,1
6,2,2,6,0.801,3.903,0.46,P,1
6,2,2,3.06,0.584,1.31,0.44,P,1
6,1,2,1,0.818,1.667,0.46,P,0
6,2,2,1,0.634,2.271,0.48,P,1
6,2,2,6,0.534,1.417,0.46,P,1
6,1,1,5.99,0.783,1.03,0.44,P,1
6,2,2,5.51,0.434,1.453,0.42,P,1
6,2,2,5.04,0.884,1.284,0.4,P,1
6,2,2,5.14,0.752,2.839,0.38,P,1
6,1,2,5.11,0.634,1.383,0.4,P,0
6,1,2,2.9,0.867,5.321,0.42,P,0
6,2,2,2.61,0.551,1.186,0.44,P,1
6,1,1,3.53,0.95,2.302,0.42,P,1
6,1,1,3.5,0.901,1.101,0.4,P,1
6,2,2,1,0.884,3.335,0.38,P,1
6,1,1,6,0.783,1.916,0.36,P,1
6,1,1,5.46,0.768,1.215,0.34,P,1
6,1,2,1,0.767,1.617,0.36,P,0
6,2,2,4.49,0.717,0.782,0.38,P,1
6,1,2,2.17,0.684,1.051,0.4,P,0
6,2,2,5.04,0.7,0.667,0.42,P,1
6,1,1,5.25,0.534,0.918,0.4,P,1
6,1,1,6,0.451,1.433,0.38,P,1
6,1,2,2.16,0.683,0.795,0.4,P,0
6,2,2,1,0.569,1.219,0.42,P,1
6,2,2,6,0.634,1.167,0.4,P,1
6,2,2,5.46,0.784,0.901,0.38,P,1
6,2,2,5.45,0.686,1.138,0.36,P,1
7,2,2,6,1.035,3.633,0.62,P,1
7,2,2,6,0.551,2.386,0.6,P,1
7,1,1,4.17,0.8,0.966,0.58,P,1
7,2,2,3.1,1.184,1.872,0.56,P,1
7,1,1,4.56,0.684,0.82,0.54,P,1
7,2,1,4.79,1.017,1.318,0.56,P,0
7,1,2,1.01,0.867,1.734,0.58,P,0
7,1,2,4.69,0.766,0.652,0.6,P,0
7,1,2,4.52,0.817,0.786,0.62,P,0
7,1,1,3.68,1.15,0.935,0.64,P,1
7,2,2,2.67,0.867,2.286,0.62,P,1
7,1,1,2.55,0.751,1.584,0.6,P,1
7,2,2,5.71,0.55,1.069,0.58,P,1
7,1,2,1.06,1.817,1.436,0.6,P,0
7,2,2,3.19,1.101,1.419,0.62,P,1
7,1,1,4.1,0.668,1.034,0.6,P,1
7,1,1,4.84,1.134,1.654,0.58,P,1
7,1,1,5.21,0.767,1.052,0.56,P,1
7,1,1,4.77,0.734,1.168,0.54,P,1
7,1,1,1,1.801,2.621,0.52,P,1
7,1,1,5.61,0.55,1.32,0.5,P,1
7,2,2,4.3,0.917,1.136,0.48,P,1
7,1,2,1,0.968,1.953,0.5,P,0
7,2,2,4.65,0.334,0.718,0.52,P,1
7,2,2,4.28,0.4,1.17,0.5,P,1
7,2,2,4.7,0.634,0.836,0.48,P,1
7,1,1,1,0.934,1.248,0.46,P,1
7,2,1,4.49,0.519,0.831,0.48,P,0
7,1,1,1.01,0.868,1.419,0.5,P,1
7,2,2,5.23,0.45,0.834,0.48,P,1
7,1,1,3.14,0.901,0.868,0.46,P,1
7,1,2,1,1.102,1.838,0.48,P,0
7,1,1,4.61,0.7,0.822,0.5,P,1
7,2,2,4.77,0.367,1.257,0.48,P,1
7,2,1,1.01,0.983,1.274,0.5,P,0
7,1,2,5.09,0.601,1.069,0.52,P,0
7,2,2,4.16,0.4,0.75,0.54,P,1
7,1,1,3.48,0.733,0.768,0.52,P,1
7,2,1,1,0.434,1.334,0.54,P,0
7,2,2,4.74,0.717,4.169,0.56,P,1
7,2,2,5.53,0.252,1.021,0.54,P,1
7,1,1,3.99,0.785,0.902,0.52,P,1
7,1,1,3.47,1.216,4.637,0.5,P,1
7,1,2,2.89,1.118,2.018,0.52,P,0
7,1,1,5.09,0.667,3.171,0.54,P,1
7,2,1,1.01,1.468,1.969,0.56,P,0
7,1,2,3.28,0.767,1.435,0.58,P,0
7,1,1,2.74,0.568,7.621,0.6,P,1
7,1,2,1,1.184,1.662,0.62,P,0
7,2,2,6,0.383,1.203,0.64,P,1
7,2,2,6,0.433,1.651,0.62,P,1
7,1,1,6,0.734,1.369,0.6,P,1
7,1,1,4.31,0.801,0.984,0.58,P,1
7,2,2,6,0.284,1.536,0.56,P,1
7,1,2,1,0.918,0.985,0.58,P,0
7,1,1,1.02,0.9,1.603,0.6,P,1
7,2,2,4.67,1.035,1.502,0.58,P,1
7,2,2,5.35,0.234,1.385,0.56,P,1
7,2,2,5.79,0.251,1.47,0.54,P,1
7,1,1,5.09,1.317,1.851,0.52,P,1
7,2,2,5.71,0.434,1.495,0.5,P,1
7,2,2,5.46,0.784,8.003,0.48,P,1
7,2,2,5.55,0.683,1.752,0.46,P,1
7,2,2,5.24,0.701,1.196,0.44,P,1
7,1,1,5.26,0.75,1.967,0.42,P,1
7,1,1,4.04,0.868,1.067,0.4,P,1
7,2,2,4.67,0.501,1.07,0.38,P,1
7,2,2,3.54,0.517,0.752,0.36,P,1
7,2,2,1,0.735,1.034,0.34,P,1
7,2,2,4.34,0.568,0.784,0.32,P,1
7,1,1,1.63,0.868,1.366,0.3,P,1
7,1,2,1,0.784,1.486,0.32,P,0
7,1,2,2.41,0.684,0.735,0.34,P,0
7,1,2,1.67,0.766,1.353,0.36,P,0
7,2,2,2.83,1.233,2.286,0.38,P,1
7,2,2,4.07,0.618,0.968,0.36,P,1
7,1,2,2.53,1.116,1.671,0.38,P,0
7,2,2,3.62,0.45,1.535,0.4,P,1
7,2,2,2.38,1,1.717,0.38,P,1
7,2,2,3.54,0.717,0.768,0.36,P,1
7,1,2,3.18,0.918,1.052,0.38,P,0
7,1,1,3.96,0.667,1.703,0.4,P,1
7,1,2,1,0.733,1.134,0.42,P,0
7,2,2,4.33,0.934,0.935,0.44,P,1
7,2,2,4.81,0.934,1.001,0.42,P,1
7,2,2,5.05,0.8,1.303,0.4,P,1
7,1,2,1,0.917,1.184,0.42,P,0
7,2,2,5.54,1.601,1.25,0.44,P,1
7,2,2,1.77,0.866,1.486,0.42,P,1
7,2,2,2.84,0.7,1.134,0.4,P,1
7,1,1,1,0.651,1.118,0.38,P,1
7,1,2,2.54,1.4,1.356,0.4,P,0
7,2,1,1.01,1.401,1.07,0.42,P,0
7,2,2,5.32,0.617,7.186,0.44,P,1
7,2,2,4.72,0.634,1.418,0.42,P,1
7,2,2,4.11,0.6,1.833,0.4,P,1
7,1,2,1,0.833,1.11,0.42,P,0
7,1,2,1,0.752,1.681,0.44,P,0
7,1,1,4.51,0.934,1.077,0.46,P,1
7,2,2,4.68,0.934,1.167,0.44,P,1
7,2,2,5.13,0.502,1.14,0.42,P,1
7,2,2,4.93,1.2,1.701,0.4,P,1
7,1,2,1,1.134,1.267,0.42,P,0
7,1,2,1.04,1.117,3.036,0.44,P,0
7,1,2,2.51,1.334,2.902,0.46,P,0
7,2,2,1,1.317,1.233,0.48,P,1
7,2,2,1.01,1.25,1.152,0.46,P,1
7,2,2,5.58,1.001,0.976,0.44,P,1
7,2,2,5.45,1.051,1.102,0.42,P,1
7,1,1,3.95,1.15,2.434,0.4,P,1
7,1,1,1,1.483,1.253,0.38,P,1
7,2,2,1,0.917,1.333,0.36,P,1
7,1,2,1,1.817,2.318,0.38,P,0
7,1,1,1,0.966,1.352,0.4,P,1
7,1,1,2.58,1.069,0.966,0.38,P,1
7,2,2,1.83,1.117,1.166,0.36,P,1
7,1,1,5.21,0.884,1.016,0.34,P,1
7,1,2,1.01,0.617,1.4,0.36,P,0
7,1,2,1,1.584,1.501,0.38,P,0
7,2,2,1.01,1.05,1.586,0.4,P,1
7,1,1,5.38,0.6,1.993,0.38,P,1
7,2,1,5.64,0.734,1.703,0.4,P,0
7,2,2,4.67,0.985,1.433,0.42,P,1
7,1,2,3.9,0.8,0.935,0.44,P,0
7,2,2,5.11,0.849,1.621,0.46,P,1
7,2,2,3.88,0.65,0.735,0.44,P,1
7,1,1,1,0.8,1.184,0.42,P,1
7,1,2,1,0.568,1.968,0.44,P,0
7,2,1,1.01,0.534,1.735,0.46,P,0
7,2,2,4.66,0.6,0.767,0.48,P,1
7,1,2,1.02,0.768,1.635,0.5,P,0
7,1,2,1,0.784,1.316,0.52,P,0
7,1,2,4.09,0.801,0.821,0.54,P,0
7,2,2,5.06,0.55,0.653,0.56,P,1
7,1,1,5.16,1.034,1.318,0.54,P,1
7,1,1,5.33,0.717,1.243,0.52,P,1
7,1,2,1.04,1.384,1.967,0.54,P,0
7,2,2,4.92,0.4,2.4,0.56,P,1
7,1,1,5.37,0.618,0.885,0.54,P,1
7,1,1,4.99,0.551,2.732,0.52,P,1
7,1,1,4.21,0.668,0.75,0.5,P,1
7,1,1,5.48,0.984,1.002,0.48,P,1
7,1,1,5.3,0.834,1.103,0.46,P,1
7,2,2,5.48,0.301,1.103,0.44,P,1
7,1,1,5.03,0.784,0.802,0.42,P,1
7,2,1,4.4,1.067,0.874,0.44,P,0
7,1,1,5.47,1.117,0.785,0.46,P,1
7,1,2,1,0.651,2.452,0.48,P,0
7,1,1,4.63,0.584,0.763,0.5,P,1
7,2,2,5.59,0.383,0.77,0.48,P,1
7,1,1,5.19,0.8,1.219,0.46,P,1
7,1,1,4.85,0.6,1.386,0.44,P,1
7,2,1,1.02,0.834,1.684,0.46,P,0
7,1,1,3.98,0.734,0.852,0.48,P,1
7,1,2,1.02,0.601,1.2,0.5,P,0
7,1,2,1.01,1.084,1.252,0.52,P,0
7,2,2,4.89,1.117,0.901,0.54,P,1
7,1,1,4.49,1.485,1.436,0.52,P,1
7,1,2,1,0.967,1.334,0.54,P,0
7,1,2,1,0.8,2.203,0.56,P,0
7,1,1,5.38,0.901,1.218,0.58,P,1
7,2,2,1.01,0.868,1.751,0.56,P,1
7,2,2,5.85,0.501,0.994,0.54,P,1
7,1,1,5.13,0.9,0.887,0.52,P,1
7,1,2,1.01,0.585,1.184,0.54,P,0
7,1,1,5.24,0.65,0.952,0.56,P,1
7,2,1,1,0.801,2.25,0.58,P,0
7,1,1,5.28,0.717,1.084,0.6,P,1
7,1,1,4.13,0.767,0.601,0.58,P,1
7,1,2,4.24,0.483,0.851,0.6,P,0
7,2,2,4.97,0.718,1.267,0.62,P,1
7,1,1,5.39,0.918,1.001,0.6,P,1
7,2,2,5.2,0.434,1.204,0.58,P,1
7,2,2,5.38,0.467,1.347,0.56,P,1
7,1,1,4.66,0.818,0.786,0.54,P,1
7,1,1,5.58,0.634,1.286,0.52,P,1
7,2,1,1,0.334,1.585,0.54,P,0
7,2,2,6,0.5,1.214,0.56,P,1
7,2,2,6,0.385,1.152,0.54,P,1
7,1,2,3.61,0.884,1.341,0.56,P,0
7,2,2,5.83,0.417,2.226,0.58,P,1
7,2,2,5.91,0.317,1.015,0.56,P,1
7,1,1,5.05,0.783,1.286,0.54,P,1
7,1,2,4.59,1.15,0.868,0.56,P,0
7,2,2,6,0.334,0.955,0.58,P,1
7,1,1,4.74,0.617,0.715,0.56,P,1
7,1,1,1,1.017,2.303,0.54,P,1
7,2,2,5.98,0.784,1.314,0.52,P,1
7,1,2,1.02,0.851,1.399,0.54,P,0
7,2,2,4.92,0.667,0.833,0.56,P,1
7,1,1,5.12,0.8,0.906,0.54,P,1
7,1,2,5.31,0.801,1.451,0.56,P,0
7,1,2,1.08,0.984,1.694,0.58,P,0
7,1,1,3.91,0.634,0.696,0.6,P,1
7,2,2,4.18,0.351,1.016,0.58,P,1
7,2,2,5.01,0.4,0.784,0.56,P,1
7,2,2,5.43,0.733,0.801,0.54,P,1
7,1,2,1,0.967,0.817,0.56,P,0
7,2,2,4.39,0.751,0.602,0.58,P,1
7,2,2,1,0.901,1.378,0.56,P,1
7,2,2,5.15,0.417,1.634,0.54,P,1
7,1,1,4.8,0.833,1.123,0.52,P,1
7,1,1,3.94,0.567,1.469,0.5,P,1
7,1,1,4.89,0.884,0.866,0.48,P,1
7,1,1,4.74,0.801,1.281,0.46,P,1
7,2,2,1,0.95,2.134,0.44,P,1
7,2,2,4.63,0.584,1.701,0.42,P,1
7,2,2,5.01,0.701,1.235,0.4,P,1
7,2,2,1,0.717,1.116,0.38,P,1
7,1,2,1,1.418,1.367,0.4,P,0
7,1,2,1,0.735,1.733,0.42,P,0
7,2,2,5.49,1.101,1.068,0.44,P,1
7,1,2,1.01,0.784,2.203,0.46,P,0
7,1,2,4.69,0.7,0.734,0.48,P,0
7,2,2,5.18,0.417,0.85,0.5,P,1
7,1,1,4.73,0.868,1.035,0.48,P,1
7,2,2,5.03,0.45,0.865,0.46,P,1
7,1,2,1,1.35,2.952,0.48,P,0
7,1,2,2.99,0.717,0.966,0.5,P,0
7,1,2,1,0.917,0.936,0.52,P,0
7,2,2,5.44,0.35,1.149,0.54,P,1
7,2,2,5.62,0.684,1.635,0.52,P,1
7,1,2,1.01,0.733,1.351,0.54,P,0
7,1,1,4.59,0.667,0.919,0.56,P,1
7,2,2,5.43,0.384,0.975,0.54,P,1
7,2,2,5.7,0.7,1.467,0.52,P,1
7,1,1,5.53,0.617,1.787,0.5,P,1
7,1,2,5.42,0.65,3.65,0.52,P,0
7,2,2,3.88,0.549,0.615,0.54,P,1
7,2,2,4.68,0.651,0.836,0.52,P,1
7,1,2,1,0.617,1.284,0.54,P,0
7,2,2,5.78,0.45,1.098,0.56,P,1
7,1,1,5.09,0.584,1.484,0.54,P,1
7,1,2,1.01,0.633,1,0.56,P,0
7,1,2,1.04,0.716,1.167,0.58,P,0
7,2,2,5.93,0.367,1.015,0.6,P,1
7,1,1,4.99,0.584,1.202,0.58,P,1
7,1,1,5.43,0.767,1.236,0.56,P,1
7,2,2,5.79,0.251,1.051,0.54,P,1
7,2,2,5.82,0.25,1.033,0.52,P,1
7,2,2,5.39,0.467,1.93,0.5,P,1
7,1,2,3.19,0.634,0.882,0.52,P,0
7,1,1,5.36,0.651,0.967,0.54,P,1
7,1,1,4.66,0.517,0.668,0.52,P,1
7,1,1,1,0.652,1.138,0.5,P,1
7,1,1,4.18,0.668,0.716,0.48,P,1
7,1,2,4.59,0.684,1.214,0.5,P,0
7,1,1,5.46,0.601,0.967,0.52,P,1
7,1,2,1.01,0.701,1.888,0.54,P,0
7,2,2,5.23,0.25,0.773,0.56,P,1
7,2,2,5.48,0.416,0.901,0.54,P,1
7,1,1,4.64,0.801,0.862,0.52,P,1
7,1,2,1.01,0.8,1.054,0.54,P,0
7,1,1,5.31,0.5,0.838,0.56,P,1
7,1,1,4.56,0.584,0.848,0.54,P,1
7,1,1,4.59,0.718,1.87,0.52,P,1
7,1,2,1,0.835,3.486,0.54,P,0
7,2,2,4.19,0.25,3.218,0.56,P,1
7,1,1,5.17,0.801,1.602,0.54,P,1
7,2,2,2.73,0.883,0.767,0.52,P,1
7,2,2,1,0.852,1.186,0.5,P,1
7,1,1,1.62,0.851,1.928,0.48,P,1
7,2,2,3.81,0.633,0.871,0.46,P,1
7,1,1,1.49,0.983,1.431,0.44,P,1
7,1,2,1.3,0.684,1.34,0.46,P,0
7,1,1,1,1.651,1.369,0.48,P,1
7,2,2,4.54,0.834,0.684,0.46,P,1
7,2,2,4.03,0.701,3.935,0.44,P,1
7,1,2,1.83,0.7,0.867,0.46,P,0
7,2,2,2.99,0.734,1.134,0.48,P,1
7,2,2,1,0.734,4.586,0.46,P,1
7,2,2,4.02,0.486,1.69,0.44,P,1
7,2,2,1,0.733,1.286,0.42,P,1
7,2,2,4.86,0.618,0.817,0.4,P,1
7,1,2,1.02,0.684,1.95,0.42,P,0
7,1,1,2.99,0.9,2.768,0.44,P,1
7,2,2,4.76,0.584,0.852,0.42,P,1
7,2,2,5.32,0.667,1.022,0.4,P,1
7,1,1,5.28,0.601,5.37,0.38,P,1
7,2,2,3.94,0.434,2.57,0.36,P,1
7,1,2,4.19,0.75,1.051,0.38,P,0
7,2,2,5.05,0.401,1.337,0.4,P,1
7,1,2,1.02,0.416,1.194,0.42,P,0
7,1,2,1,0.751,1.101,0.44,P,0
7,2,2,3.76,1.084,1.419,0.46,P,1
7,1,2,1,0.784,1.068,0.48,P,0
7,2,2,5.44,0.518,1.002,0.5,P,1
7,2,2,5.33,0.367,1.937,0.48,P,1
7,2,2,5.59,0.334,1.304,0.46,P,1
7,1,2,4.9,0.701,1.956,0.48,P,0
7,1,2,1.63,0.934,1.001,0.5,P,0
7,2,2,3.89,0.684,0.794,0.52,P,1
7,2,2,4.84,0.651,0.768,0.5,P,1
7,2,2,1,0.784,1.469,0.48,P,1
7,2,2,5.23,0.817,1.034,0.46,P,1
7,1,1,1,0.951,1.216,0.44,P,1
7,2,2,5.46,0.584,1.502,0.42,P,1
7,2,1,4.04,0.817,1.47,0.44,P,0
7,2,2,5.31,0.518,0.859,0.46,P,1
7,1,2,1.02,0.751,1.658,0.48,P,0
8,2,2,3.58,0.751,0.954,0.6,P,1
8,1,2,2.94,0.984,1.095,0.62,P,0
8,1,2,2.35,1.184,1.036,0.64,P,0
8,2,2,1.79,0.885,0.82,0.66,P,1
8,2,2,6,1.085,1.47,0.64,P,1
8,1,2,1.14,1.201,0.869,0.66,P,0
8,2,2,5.97,0.649,1.596,0.68,P,1
8,2,2,5.99,0.534,1.354,0.66,P,1
8,2,2,1.06,1.233,1.287,0.64,P,1
8,1,1,6,0.9,1.47,0.62,P,1
8,1,2,4.25,0.568,0.835,0.64,P,0
8,2,2,4.91,0.768,0.617,0.66,P,1
8,2,2,4.55,1.135,0.752,0.64,P,1
8,1,2,4.35,1.135,1.021,0.66,P,0
8,2,2,3.63,1.018,0.65,0.68,P,1
8,1,1,5.42,0.817,0.953,0.66,P,1
8,1,1,5.96,0.784,1.836,0.64,P,1
8,2,2,6,0.401,2.602,0.62,P,1
8,1,2,5.59,0.834,0.918,0.64,P,0
8,2,2,6,0.534,3.984,0.66,P,1
8,1,1,5.98,0.666,1.237,0.64,P,1
8,1,2,1.53,1.251,0.901,0.66,P,0
8,1,1,5.99,0.817,1.754,0.68,P,1
8,2,2,4.83,0.968,1.285,0.66,P,1
8,2,2,5.94,0.534,1.7,0.64,P,1
8,1,1,5.66,0.85,1.434,0.62,P,1
8,1,1,2.67,1.234,1.286,0.6,P,1
8,1,1,2.1,1.718,1.419,0.58,P,1
8,2,2,1.71,1.884,1.518,0.56,P,1
8,2,2,5.98,0.567,1.521,0.54,P,1
8,2,2,1,1.584,1.603,0.52,P,1
8,2,2,1.01,0,2.872,0.5,P,1
8,2,2,1,1.151,1.386,0.48,P,1
8,2,2,1,1.102,1.301,0.46,P,1
8,1,2,1.02,1.251,1.285,0.48,P,0
8,1,1,4.58,0.719,0.968,0.5,P,1
8,1,2,3.95,0.851,0.867,0.52,P,0
8,2,2,5.28,0.418,0.934,0.54,P,1
8,1,1,2.57,1.4,0.968,0.52,P,1
8,2,2,4.09,0.934,0.767,0.5,P,1
8,1,2,3.9,0.917,1.201,0.52,P,0
8,2,2,1.02,1.451,1.036,0.54,P,1
8,1,1,6,0.868,1.45,0.52,P,1
8,2,2,1,1.534,1.366,0.5,P,1
8,1,2,1.03,0.951,1.831,0.52,P,0
8,2,2,1,0.818,1.502,0.54,P,1
8,2,2,1.01,0,1.069,0.52,P,1
8,2,2,1,1.101,1.533,0.5,P,1
8,1,2,1,1.001,1.169,0.52,P,0
8,1,2,1,0.801,1.302,0.54,P,0
8,1,2,1,1.685,1.219,0.56,P,0
8,1,1,5.99,0.784,1.186,0.58,P,1
8,2,2,6,0.384,1.102,0.56,P,1
8,2,2,6,0.283,1.271,0.54,P,1
8,2,1,1,1.1,1.003,0.56,P,0
8,1,1,6,0.684,1.185,0.58,P,1
8,2,1,1,1.567,1.152,0.6,P,0
8,2,2,5.98,0.318,1.55,0.62,P,1
8,1,1,3.23,1.351,1.12,0.6,P,1
8,2,2,3.13,0.984,1.019,0.58,P,1
8,2,2,1,1.467,1.881,0.56,P,1
8,1,1,4.64,0.751,0.917,0.54,P,1
8,1,1,5.25,0.735,1.238,0.52,P,1
8,2,2,5.24,1.618,0.926,0.5,P,1
8,2,1,5,0.767,0.818,0.52,P,0
8,1,2,1.03,1.55,1.067,0.54,P,0
8,1,2,1,1.034,1.516,0.56,P,0
8,1,1,4.53,0.751,0.818,0.58,P,1
8,2,2,5.73,1.184,1.067,0.56,P,1
8,2,2,2.16,1.584,1.469,0.54,P,1
8,2,2,5.99,0.367,2.2,0.52,P,1
8,2,2,1.86,1.367,0.935,0.5,P,1
8,2,2,2.01,1.502,0.934,0.48,P,1
8,2,2,5.97,0.483,2.584,0.46,P,1
8,2,2,3.93,0.917,0.748,0.44,P,1
8,2,2,3.48,0.685,0.951,0.42,P,1
8,1,2,1.03,0.801,1.585,0.44,P,0
8,2,2,5.97,0.367,1.369,0.46,P,1
8,1,2,1.03,1.151,1.132,0.48,P,0
8,1,2,2.14,0.7,0.919,0.5,P,0
8,1,2,2.38,1.65,0.685,0.52,P,0
8,1,2,1.79,0.968,0.899,0.54,P,0
8,2,2,1,1.034,1.102,0.56,P,1
8,1,2,1,1.169,1.3,0.58,P,0
8,2,2,3.04,0.8,0.719,0.6,P,1
8,2,2,6,0.85,1.352,0.58,P,1
8,2,2,6,0.651,1.87,0.56,P,1
8,1,2,4.71,0.867,1.637,0.58,P,0
8,2,2,1.02,1.35,1.301,0.6,P,1
8,2,2,5.98,0.417,0.952,0.58,P,1
8,2,2,1,1.433,0.87,0.56,P,1
8,1,1,2.51,0.9,0.77,0.54,P,1
8,2,2,1.01,1.517,1.25,0.52,P,1
8,1,2,1.02,0.751,1.285,0.54,P,0
8,1,2,1,0.751,1.336,0.56,P,0
8,2,2,1.02,0.701,1.369,0.58,P,1
8,1,1,5.39,0.867,0.917,0.56,P,1
8,2,2,1.01,0.8,1.483,0.54,P,1
8,2,2,5.93,0.385,1.134,0.52,P,1
8,1,2,1.02,0.717,1.201,0.54,P,0
8,1,2,1,1.034,2.685,0.56,P,0
8,1,2,1,0.984,1.103,0.58,P,0
8,2,2,6,0.501,1,0.6,P,1
8,2,2,5.56,0.35,0.734,0.58,P,1
8,2,2,1,0.8,1.552,0.56,P,1
8,2,2,1.81,0.635,1.618,0.54,P,1
8,2,2,1,1.718,1.384,0.52,P,1
8,1,2,1.01,1.418,1.151,0.54,P,0
8,2,2,1,1.017,0.903,0.56,P,1
8,1,2,2.81,1.235,0.851,0.58,P,0
8,1,1,1,1.534,1.517,0.6,P,1
8,2,2,5.97,0.55,1.517,0.58,P,1
8,2,1,5.23,1,1.05,0.6,P,0
8,1,2,2.23,0.702,1.168,0.62,P,0
8,2,2,5.89,0.535,1.069,0.64,P,1
8,2,2,3.14,0.784,0.851,0.62,P,1
8,1,2,3.49,0.968,0.702,0.64,P,0
8,2,2,5.99,0.333,0.969,0.66,P,1
8,2,2,1.41,0.817,0.999,0.64,P,1
8,2,2,5.84,0.384,0.918,0.62,P,1
8,2,2,5.63,0.601,1.114,0.6,P,1
8,1,2,1.33,0.835,1.585,0.62,P,0
8,1,1,4.21,0.734,0.735,0.64,P,1
8,2,2,1.33,1.117,0.9,0.62,P,1
