Subj_idx,Stimulus,Response,Confidence,Correct,RT_dec,RT_conf
13,2,2,2,1,6.582164949,1.291166217
13,1,1,2,1,1.978531244,0.227480269
13,2,2,2,1,4.944333696,0.128457975
13,1,2,1,0,1.854924243,1.75288117
13,1,1,2,1,5.534779077,1.717860197
13,1,1,1,1,2.482061706,5.135266974
13,1,2,2,0,7.930181056,1.143086475
13,1,2,2,0,12.63932228,0.789811648
13,1,2,2,0,6.914895215,0.681226432
13,2,2,2,1,1.613033342,0.330306179
13,2,2,2,1,2.314660644,1.045983484
13,2,2,1,1,3.643337235,3.975935007
13,2,1,2,0,6.409365207,0.236935423
13,1,2,2,0,4.808691165,1.523011803
13,1,2,1,0,3.126073076,1.262479315
13,2,2,1,1,1.490392524,0.127636883
13,2,1,1,0,3.154404949,0.668650195
13,1,2,2,0,9.007910941,0.445036056
13,1,2,2,0,2.496209681,0.22773826
13,1,2,2,0,7.859308687,2.492886591
13,2,2,2,1,4.209997541,0.447447547
13,1,1,2,1,2.723304597,0.764921364
13,1,2,2,0,7.965874297,0.318576226
13,2,2,1,1,1.412477426,4.006999809
13,1,1,2,1,2.273215093,0.122200881
13,2,1,2,0,2.932791755,0.261287332
13,1,1,2,1,3.698203908,1.380334474
13,2,2,1,1,3.335833621,0.274115495
13,2,2,2,1,6.908598466,1.740911421
13,2,1,2,0,2.415241613,0.445647209
13,2,2,2,1,7.677622491,0.192403779
13,2,2,2,1,7.790847344,0.288255539
13,2,1,2,0,3.788542688,11.85179943
13,1,1,2,1,3.914314852,3.335241595
13,2,2,1,1,1.826686143,1.420427089
13,1,1,1,1,1.253275621,0.286165486
13,2,2,2,1,7.355527232,0.690511769
13,2,2,2,1,11.80618683,0.78575564
14,2,2,2,1,3.474516524,0.191206198
14,2,1,2,0,3.11421996,1.714447067
14,1,1,2,1,1.849461182,1.434300278
14,1,1,2,1,4.781735555,0.221385061
14,2,1,2,0,1.658537234,0.116803134
14,2,1,2,0,3.293882352,0.23437231
14,1,1,1,1,7.068832235,6.13323757
14,2,1,2,0,2.437368176,0.229635636
14,2,1,2,0,1.853136035,0.151036139
14,1,1,1,1,2.178799312,1.528517784
14,1,1,2,1,5.505948018,0.109977341
14,2,1,2,0,1.594806033,0.173650225
14,2,2,2,1,4.248091544,0.238425052
14,1,1,2,1,1.778491775,0.864077552
14,2,1,2,0,2.503437156,0.206762626
14,2,2,2,1,3.589158227,0.901035556
14,1,1,2,1,1.348902046,0.149801702
14,2,1,2,0,2.199269695,0.704903272
14,1,1,2,1,3.195656423,0.404055168
14,1,1,2,1,2.598197237,0.355791288
14,1,1,2,1,1.303965921,0.228953103
14,2,1,2,0,2.083214874,0.282338078
14,1,1,2,1,2.263053613,0.454668491
14,1,1,2,1,3.45383387,0.149003003
14,1,2,2,0,3.503809447,0.564421898
14,1,1,2,1,1.607704175,0.231218104
14,2,2,2,1,4.879764608,0.599832423
14,2,1,2,0,1.57365685,0.212578849
14,2,1,1,0,3.794513799,1.58669775
14,2,2,2,1,3.904242013,1.35077143
14,1,1,2,1,1.67319046,0.185523868
14,2,1,2,0,2.333199595,0.214191642
14,1,1,2,1,1.475469644,0.170555268
14,1,1,2,1,2.244229613,0.217556253
14,2,2,1,1,4.834219662,4.002157699
14,2,1,2,0,1.837962628,0.863251328
14,1,1,2,1,1.755167631,0.337676412
14,1,1,2,1,0.772680683,0.171441208
14,2,1,2,0,1.591196494,0.816169634
14,1,1,2,1,1.333493975,0.236289747
14,1,1,2,1,5.539632384,0.239733201
14,1,1,2,1,5.408898211,6.435361166
14,2,1,2,0,1.944085035,0.28275049
14,2,1,2,0,1.689421956,0.539412182
15,2,1,1,0,2.360722038,0.283269271
15,1,1,2,1,2.011626849,0.692045251
15,2,2,2,1,1.611611827,1.627973018
15,2,1,2,0,1.141732607,2.340771369
15,1,1,2,1,1.431023841,0.374173951
15,2,1,2,0,2.321967896,5.703147255
15,2,2,2,1,1.613086993,0.622497361
15,1,2,2,0,1.757191903,0.350176138
15,2,1,2,0,3.414188656,0.602474846
15,2,2,1,1,3.211064494,0.582925392
15,1,1,2,1,1.290178107,0.389552164
