Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy
121,2,2,6,1.116,1.637,0.54,1
121,1,1,4.7375,1.283,2.753,0.52,1
121,1,1,6,0.983,1.604,0.5,1
121,2,1,1.9875,NaN,1.688,0.52,0
121,2,2,6,1.033,1.837,0.54,1
121,1,1,6,1.016,1.57,0.52,1
121,2,2,6,1.05,1.536,0.5,1
121,1,1,1.91875,1.7,1.437,0.48,1
121,2,1,1,1.766,2.453,0.5,0
121,2,2,2.8625,1.883,0.77,0.52,1
121,2,2,5.99375,1.266,1.503,0.5,1
121,1,2,1.11875,NaN,2.769,0.52,0
121,1,2,1.29375,1.516,1.554,0.54,0
121,2,1,4.5625,1.016,0.703,0.56,0
121,2,2,5.8375,0.799,1.054,0.58,1
121,2,2,6,1.016,0.82,0.56,1
121,1,1,5.9375,1.499,1.303,0.54,1
121,1,1,1.6625,0.999,0.787,0.52,1
121,2,2,5.93125,0.933,1.82,0.5,1
121,2,1,1.1375,1.183,1.186,0.52,0
121,1,1,1.1,1.15,1.886,0.54,1
121,1,1,5.6,1.299,1.869,0.52,1
121,2,1,3.51875,1.083,1.17,0.54,0
121,2,2,5.9875,1.1,1.137,0.56,1
121,2,2,5.93125,1.716,2.519,0.54,1
121,2,2,5.96875,0.583,1.054,0.52,1
121,2,2,5.94375,1.683,1.671,0.5,1
121,1,1,5.90625,1.033,1.252,0.48,1
121,1,1,1.3875,1.533,1.385,0.46,1
121,2,2,5.85,0.966,1.036,0.44,1
121,2,1,1,0.983,1.087,0.46,0
121,2,1,5.81875,0.467,0.97,0.48,0
121,2,2,1.1375,1.349,1.22,0.5,1
121,2,2,5.88125,0.45,1.07,0.48,1
121,2,2,1.325,0.966,1.82,0.46,1
121,2,1,5.13125,0.817,1.052,0.48,0
121,2,1,5.04375,0.983,1.52,0.5,0
121,2,1,5.71875,1.517,0.937,0.52,0
121,2,2,5.9,0.6,2.253,0.54,1
121,1,1,5.8,1.266,1.153,0.52,1
121,1,1,5.825,0.666,1.453,0.5,1
121,2,1,1.06875,1.033,1.319,0.52,0
121,1,1,5.96875,0.8,0.77,0.54,1
121,1,1,5.98125,0.549,1.219,0.52,1
121,1,1,1.09375,0.666,1.253,0.5,1
121,1,1,5.875,1.166,0.92,0.48,1
121,2,2,5.825,0.616,0.803,0.46,1
121,1,2,1.11875,1.499,1.67,0.48,0
121,2,1,1.09375,0.983,0.937,0.5,0
121,2,1,1.2,1.266,1.303,0.52,0
121,1,2,5.69375,0.7,2.119,0.54,0
121,2,1,5.54375,1.067,1.202,0.56,0
121,1,2,5.7125,0.4,1.004,0.58,0
121,1,2,5.8125,0.767,1.453,0.6,0
121,1,1,5.8375,0.95,1.053,0.62,1
121,2,2,5.75,1.316,1.453,0.6,1
121,1,1,6,0.933,1.386,0.58,1
121,2,2,5.95,1.116,1.403,0.56,1
121,1,2,5.80625,1.15,0.787,0.58,0
121,2,2,6,0.633,2.019,0.6,1
121,1,1,6,1.733,1.77,0.58,1
121,1,1,6,NaN,1.27,0.56,1
121,1,1,5.90625,1.033,1.355,0.54,1
121,2,1,1.1,1.366,2.27,0.56,0
121,1,1,5.8375,0.833,1.603,0.58,1
121,1,1,5.96875,0.733,1.621,0.56,1
121,1,1,6,0.65,2.137,0.54,1
121,1,1,5.925,0.733,1.621,0.52,1
121,1,1,1.01875,1.2,1.521,0.5,1
121,1,1,1.0125,1.016,1.419,0.48,1
121,2,1,1,0.783,1.703,0.5,0
121,2,1,1.1,1.233,1.353,0.52,0
121,1,2,5.725,0.683,1.086,0.54,0
121,1,1,5.975,0.816,1.02,0.56,1
121,1,1,5.38125,0.533,1.436,0.54,1
121,1,1,5.96875,0.65,1.503,0.52,1
121,1,1,5.89375,0.599,1.02,0.5,1
121,1,1,1,1.401,0.769,0.48,1
121,1,1,5.9625,0.6,1.553,0.46,1
121,1,1,1,0.716,2.137,0.44,1
121,2,2,5.65,0.9,1.654,0.42,1
121,1,1,4.18125,0.683,2.102,0.4,1
121,1,1,1.175,1.183,5.035,0.38,1
121,1,1,1.225,1.483,0.904,0.36,1
121,2,1,3.5,0.5,0.387,0.38,0
121,1,1,1.38125,1.449,0.57,0.4,1
121,1,1,5.84375,0.666,0.853,0.38,1
121,1,1,4.19375,0.533,0.803,0.36,1
121,1,1,2.48125,0.501,0.62,0.34,1
121,1,1,1.0625,0.966,1.203,0.32,1
121,1,1,1.1,0.583,1.354,0.3,1
121,1,1,1.53125,0.583,2.153,0.28,1
121,2,1,1.4875,NaN,1.636,0.3,0
121,2,1,5.5625,0.567,0.802,0.32,0
121,2,1,5.83125,0.383,1.254,0.34,0
121,1,1,3.5,0.366,0.37,0.36,1
121,2,2,5.925,0.783,0.837,0.34,1
121,2,1,1.04375,0.766,1.203,0.36,0
121,1,2,5.7625,0.716,0.92,0.38,0
121,2,1,5.7,0.65,1.637,0.4,0
121,2,1,1.19375,1.033,0.886,0.42,0
121,1,2,1.13125,1.283,1.187,0.44,0
121,1,1,1.1125,0.683,1.037,0.46,1
121,1,1,5.675,1.216,1.853,0.44,1
121,1,2,5.3625,0.783,2.669,0.46,0
121,1,2,5.01875,1.483,0.986,0.48,0
121,2,2,5.0375,0.816,0.737,0.5,1
121,2,2,4.85625,0.5,1.136,0.48,1
121,2,2,5.225,1.4,1.253,0.46,1
121,1,1,5.25,0.716,0.853,0.44,1
121,2,1,5.05625,0.45,1.136,0.46,0
121,1,1,6,0.8,1.587,0.48,1
121,2,1,1.05,NaN,2.801,0.5,0
121,2,2,1.575,1.266,1.136,0.52,1
121,1,2,1.00625,0.5,2.103,0.54,0
121,1,1,1.25,1.916,2.603,0.56,1
121,1,1,1.06875,0.483,1.169,0.54,1
121,2,1,1.3,0.583,1.386,0.56,0
121,2,1,1.0875,0.533,0.952,0.58,0
121,2,2,6,1.366,1.569,0.6,1
121,2,2,6,0.65,1.12,0.58,1
121,1,1,1,0.783,1.936,0.56,1
121,1,2,1,1.05,3.219,0.58,0
121,1,1,4.44375,1.616,0.736,0.6,1
121,1,1,6,0.65,1.303,0.58,1
121,1,1,5.9875,1.25,3.019,0.56,1
121,1,1,1.63125,NaN,1.986,0.54,1
121,2,1,1.0125,1.716,1.504,0.56,0
121,2,2,5.93125,0.483,1.403,0.58,1
121,1,2,6,NaN,1.253,0.6,0
121,1,1,6,0.75,0.82,0.62,1
121,2,2,6,0.483,6.569,0.6,1
121,1,1,5.925,0.916,0.92,0.58,1
121,1,1,1.04375,0.499,1.569,0.56,1
121,1,2,3.5,0.633,0.321,0.58,0
121,2,1,1.0125,0.75,1.702,0.6,0
121,2,2,5.9875,0.233,1.187,0.62,1
121,2,2,5.95,0.533,0.903,0.6,1
121,2,2,5.975,0.9,1.42,0.58,1
121,1,1,5.95625,1.299,1.569,0.56,1
121,1,1,5.9,1,0.97,0.54,1
121,1,1,1,0.533,1.503,0.52,1
121,2,1,1.325,0.716,0.854,0.54,0
121,1,1,6,0.866,1.687,0.56,1
121,2,2,5.99375,0.516,0.986,0.54,1
121,2,2,5.96875,0.333,1.136,0.52,1
121,1,1,5.93125,0.983,1.086,0.5,1
121,2,2,1.00625,0.716,1.67,0.48,1
121,1,1,5.9375,0.65,1.403,0.46,1
121,2,1,1.18125,0.417,0.903,0.48,0
121,1,1,1.20625,0.567,0.987,0.5,1
121,2,1,1.0125,0.6,1.07,0.52,0
121,2,1,1,0.333,1.104,0.54,0
121,1,1,1,0.566,1.603,0.56,1
121,1,1,1,0.467,1.303,0.54,1
121,2,1,1,0.717,1.42,0.56,0
121,2,1,1.0375,1.233,1.853,0.58,0
121,1,1,1,0.317,2.87,0.6,1
121,2,1,1,0.25,1.953,0.62,0
121,2,1,5.96875,0.599,1.636,0.64,0
121,2,1,1.7125,0.749,1.235,0.66,0
121,1,1,1.63125,1.116,1.503,0.68,1
121,2,1,1.275,NaN,4.668,0.7,0
121,1,1,6,0.683,1.137,0.72,1
121,2,2,5.95625,0.434,1.353,0.7,1
121,1,1,5.98125,1.216,1.37,0.68,1
121,2,1,5.9625,0.533,2.353,0.7,0
121,1,1,5.9625,0.733,1.672,0.72,1
121,2,1,1,0.383,0.936,0.74,0
121,2,2,1.1,1.266,1.786,0.76,1
121,1,1,5.79375,0.683,0.603,0.74,1
121,2,1,1.00625,0.483,1.019,0.76,0
121,2,2,5.91875,0.6,0.703,0.78,1
121,2,1,1.05625,0.666,1.42,0.8,0
121,2,2,5.8875,1.066,0.902,0.82,1
121,2,2,6,0.95,1.089,0.8,1
121,1,1,6,0.45,1.57,0.78,1
121,1,1,1.0875,0.649,0.721,0.76,1
121,1,1,5.85625,0.483,1.037,0.74,1
121,2,2,6,0.35,1.971,0.72,1
121,1,1,5.96875,0.666,0.953,0.7,1
121,1,1,6,0.517,1.187,0.68,1
121,1,1,6,0.6,1.521,0.66,1
121,2,1,1,1.367,1.852,0.68,0
121,2,1,1,0.666,3.187,0.7,0
121,2,1,1,1.183,2.052,0.72,0
121,2,1,1,1.332,1.654,0.74,0
121,1,1,6,0.483,1.369,0.76,1
121,2,2,6,0.533,1.603,0.74,1
121,2,2,1,0.483,1.154,0.72,1
121,1,1,6,0.584,1.253,0.7,1
121,2,1,5.9625,0.4,1.037,0.72,0
121,1,2,6,0.433,1.22,0.74,0
121,1,2,1,0.649,0.871,0.76,0
121,2,2,5.9375,0.318,0.968,0.78,1
121,1,1,6,0.45,1.053,0.76,1
121,1,1,5.9,0.467,1.053,0.74,1
122,2,2,4.66875,NaN,10.477,1.1,1
122,2,2,3.475,NaN,2.97,1.08,1
122,2,2,2.7625,NaN,7.567,1.06,1
122,2,2,3.50625,1.05,1.087,1.04,1
122,2,2,1.9,NaN,5.152,1.02,1
122,1,1,5.23125,1.583,7.917,1,1
122,2,2,5.71875,1.266,2.952,0.98,1
122,1,1,5.86875,1.283,4.169,0.96,1
122,1,1,4.59375,0.899,2.186,0.94,1
122,2,2,4.8125,1.366,2.068,0.92,1
122,1,1,4.88125,1.083,1.687,0.9,1
122,2,1,5.16875,1.499,1.47,0.92,0
122,2,2,1.38125,1.616,2.419,0.94,1
122,1,2,4.28125,1.25,2.686,0.96,0
122,2,2,6,0.783,2.886,0.98,1
122,1,2,3.95625,NaN,5.018,1,0
122,1,1,6,1.116,2.386,1.02,1
122,2,2,5.65,1.349,1.77,1,1
122,2,2,1.30625,NaN,2.236,0.98,1
122,1,1,4.85,1.033,5.369,0.96,1
122,1,1,6,0.799,2.603,0.94,1
122,2,1,1,0.9,2.485,0.96,0
122,1,1,5.11875,0.95,4.453,0.98,1
122,1,1,6,0.783,2.102,0.96,1
122,2,2,6,1.099,1.886,0.94,1
122,1,1,5.36875,0.966,3.202,0.92,1
122,2,2,6,0.65,1.719,0.9,1
122,1,1,6,0.85,2.053,0.88,1
122,1,1,4.64375,0.899,1.536,0.86,1
122,2,2,5.9875,1.649,2.304,0.84,1
122,1,1,5.45625,0.767,2.903,0.82,1
122,1,1,5.46875,1.599,2.104,0.8,1
122,1,1,5.90625,1.116,2.338,0.78,1
122,2,2,3.5125,1.833,6.269,0.76,1
122,1,2,3.45,1.066,4.42,0.78,0
122,2,2,1,1.383,2.634,0.8,1
122,1,1,5.4125,1.067,1.803,0.78,1
122,2,2,4.50625,1.299,1.302,0.76,1
122,1,1,5.80625,0.9,3.585,0.74,1
122,2,2,5.28125,1.399,1.903,0.72,1
122,2,2,4.11875,1.033,1.887,0.7,1
122,1,1,4.13125,0.983,1.303,0.68,1
122,1,1,3.80625,1.849,1.486,0.66,1
122,2,2,4.10625,1.549,1.654,0.64,1
122,2,2,5.19375,0.683,1.954,0.62,1
122,1,1,3.0625,1.516,2.604,0.6,1
122,1,1,4.675,1.033,4.201,0.58,1
122,2,1,5.4625,0.95,2.935,0.6,0
122,2,1,4.4125,1.249,1.986,0.62,0
122,2,2,3.98125,1.133,2.254,0.64,1
122,1,1,6,1.133,1.904,0.62,1
122,2,2,1.8125,1.2,2.452,0.6,1
122,1,2,5.24375,1.299,1.286,0.62,0
122,2,2,5.86875,0.833,2.019,0.64,1
122,1,1,5.05,1.25,1.955,0.62,1
122,1,1,3.9375,1.249,1.504,0.6,1
122,1,2,2.78125,1.099,1.453,0.62,0
122,1,2,3.425,NaN,3.286,0.64,0
122,2,2,2.95,NaN,2.77,0.66,1
122,2,2,5.425,0.783,2.487,0.64,1
122,1,2,4.28125,NaN,2.77,0.66,0
122,2,2,3.19375,1.05,2.253,0.68,1
122,1,1,6,1.116,1.618,0.66,1
122,1,1,6,1.516,1.52,0.64,1
122,2,1,6,1.217,2.553,0.66,0
122,1,1,5.95625,1.133,2.519,0.68,1
122,2,1,5.9625,1.266,1.736,0.7,0
122,1,1,3.80625,1.1,2.768,0.72,1
122,2,1,5.675,1.183,3.653,0.74,0
122,1,1,6,0.933,2.419,0.76,1
122,1,1,5.975,0.917,2.285,0.74,1
122,2,2,6,0.55,3.534,0.72,1
122,1,1,6,0.916,1.77,0.7,1
122,2,2,5.5875,0.683,2.186,0.68,1
122,2,2,4.14375,1.433,3.019,0.66,1
122,2,2,1.0125,1.932,2.387,0.64,1
122,2,2,5.65,1.034,2.354,0.62,1
122,2,2,5.64375,0.833,2.902,0.6,1
122,1,1,5.025,1.083,1.554,0.58,1
122,2,2,1,1.599,1.403,0.56,1
122,1,1,1.23125,1.699,2.235,0.54,1
122,1,1,3.55625,1.299,2.087,0.52,1
122,2,1,3.525,NaN,4.986,0.54,0
122,2,2,6,1.699,1.969,0.56,1
122,1,1,3.79375,1.366,2.386,0.54,1
122,1,2,1.1875,1.433,1.288,0.56,0
122,1,1,5.85,1.333,1.553,0.58,1
122,2,2,4.28125,1.149,1.37,0.56,1
122,1,1,3.95,1.45,1.219,0.54,1
122,1,2,4.175,0.933,1.087,0.56,0
122,1,1,1.3375,1.833,1.571,0.58,1
122,1,1,1.21875,NaN,3.219,0.56,1
122,2,1,4.1,NaN,2.354,0.58,0
122,2,2,5.30625,0.75,1.503,0.6,1
122,1,2,3.49375,NaN,1.353,0.62,0
122,1,1,5.21875,1.183,2.103,0.64,1
122,2,2,4.0125,0.951,1.304,0.62,1
122,2,2,3.81875,1.05,1.237,0.6,1
122,1,2,4.725,1.416,2.07,0.62,0
122,1,1,4.23125,1.733,1.305,0.64,1
122,1,1,4.2375,NaN,1.636,0.62,1
122,1,1,4.69375,1.216,0.986,0.6,1
122,1,2,4.2125,0.917,1.885,0.62,0
122,1,1,4.7875,0.85,1.036,0.64,1
122,2,2,1.775,0.866,1.37,0.62,1
122,1,1,5.9625,1.2,1.904,0.6,1
122,1,1,5.13125,1.399,1.171,0.58,1
122,1,2,1.9875,0.85,1.27,0.6,0
122,1,1,5.2375,1.099,1.37,0.62,1
122,2,1,4.84375,1.301,1.569,0.64,0
122,1,1,3.95625,NaN,1.77,0.66,1
122,1,2,4.075,1.033,1.17,0.68,0
122,2,2,4.09375,0.816,1.304,0.7,1
122,1,1,3.10625,1.45,1.586,0.68,1
122,1,1,5.98125,1.466,2.054,0.66,1
122,1,1,5.0375,1.149,1.419,0.64,1
122,2,1,5.025,1.433,1.254,0.66,0
122,1,1,3.33125,NaN,1.92,0.68,1
122,2,2,4.70625,1.416,1.188,0.66,1
122,1,2,4.0125,NaN,1.236,0.68,0
122,2,1,4.18125,1.367,1.187,0.7,0
122,2,2,5.95625,0.566,1.853,0.72,1
122,1,2,3.63125,NaN,3.303,0.74,0
122,1,2,3.99375,1.283,1.32,0.76,0
122,2,2,4.36875,1.066,1.27,0.78,1
122,2,2,3.875,0.633,1.386,0.76,1
122,1,1,5.94375,0.766,1.871,0.74,1
122,1,1,3.925,1.067,2.253,0.72,1
122,1,1,4.88125,1.1,1.853,0.7,1
122,1,1,5.6875,1.049,1.919,0.68,1
122,2,1,3.90625,0.483,1.105,0.7,0
122,1,1,4.39375,0.833,1.32,0.72,1
122,1,1,6,1.067,1.985,0.7,1
122,2,2,6,0.716,2.736,0.68,1
122,1,1,6,0.85,2.053,0.66,1
122,2,2,6,1.283,2.086,0.64,1
122,1,2,5.98125,1.349,1.986,0.66,0
122,1,1,6,1.233,1.87,0.68,1
122,1,1,5.85625,1.583,1.519,0.66,1
122,1,2,5.3625,1.133,3.086,0.68,0
122,2,1,3.9625,1.35,0.922,0.7,0
122,2,2,6,0.766,1.57,0.72,1
122,2,2,4.7375,1.3,1.486,0.7,1
122,1,2,4.68125,NaN,1.237,0.72,0
122,1,1,5.99375,1.066,1.437,0.74,1
122,2,2,6,0.666,2.102,0.72,1
122,2,2,6,0.616,1.904,0.7,1
122,1,2,6,1.166,2.103,0.72,0
122,1,1,6,0.9,1.854,0.74,1
122,1,1,5.8,0.983,1.786,0.72,1
122,2,1,4.6875,NaN,1.737,0.74,0
122,2,1,5.525,1.449,1.537,0.76,0
122,2,1,5.8625,1.616,1.837,0.78,0
122,2,2,5.525,0.316,1.437,0.8,1
122,2,2,5.94375,0.75,3.67,0.78,1
122,1,1,6,1.099,1.869,0.76,1
122,1,1,6,0.934,1.819,0.74,1
122,1,1,6,0.95,1.654,0.72,1
122,2,1,5.98125,0.85,1.503,0.74,0
122,2,1,4.94375,0.966,1.219,0.76,0
122,2,2,4.60625,0.666,0.936,0.78,1
122,1,2,2.7125,1.166,0.871,0.8,0
122,1,1,4.43125,0.983,1.02,0.82,1
122,2,2,2.54375,0.583,2.653,0.8,1
122,1,1,4.53125,1.483,1.17,0.78,1
122,1,1,4.0625,0.883,0.904,0.76,1
122,1,1,1,NaN,2.553,0.74,1
122,1,1,4.75625,1.001,0.854,0.72,1
122,1,1,4.11875,1.616,1.22,0.7,1
122,1,1,4.0125,1.316,1.119,0.68,1
122,1,1,5.025,1.849,2.054,0.66,1
122,1,1,3.575,0.95,3.002,0.64,1
122,1,1,3.91875,1.016,1.069,0.62,1
122,2,1,4.0375,1.166,1.303,0.64,0
122,2,2,4.18125,0.899,1.254,0.66,1
122,2,2,1.9625,1.099,1.021,0.64,1
122,2,2,5.63125,0.833,1.103,0.62,1
122,2,2,6,0.95,1.919,0.6,1
122,1,2,4.7,1.399,1.303,0.62,0
122,2,2,1.68125,1.216,1.602,0.64,1
122,2,2,5.96875,0.866,1.869,0.62,1
122,2,2,5.79375,0.616,3.786,0.6,1
122,1,2,3.21875,0.933,2.019,0.62,0
122,1,1,3.98125,1.216,0.904,0.64,1
122,2,2,4.1625,1.083,1.254,0.62,1
122,1,2,3.15625,0.583,1.503,0.64,0
122,2,1,6,0.517,2.053,0.66,0
122,2,2,4.23125,0.433,1.287,0.68,1
122,2,2,3.975,0.516,0.887,0.66,1
122,1,2,3.39375,0.8,1.37,0.68,0
122,1,1,4.21875,1.083,0.969,0.7,1
122,2,2,6,0.383,1.536,0.68,1
122,2,2,6,0.5,3.22,0.66,1
122,2,2,5.84375,0.466,1.77,0.64,1
122,1,2,6,0.966,3.985,0.66,0
122,2,2,5.8625,0.7,1.92,0.68,1
122,1,1,4.6625,1.183,1.22,0.66,1
122,1,1,3.9,1.716,2.67,0.64,1
122,2,2,5.7875,0.999,2.487,0.62,1
122,1,2,1.45625,1.116,1.253,0.64,0
123,1,1,4.85625,1.883,3.063,0.59,1
123,2,1,1.0125,NaN,2.753,0.61,0
123,1,1,4.36875,0.933,0.803,0.63,1
123,1,1,4.825,0.933,0.853,0.61,1
123,1,1,5.275,0.65,1.32,0.59,1
123,2,1,4,1.049,1.036,0.61,0
123,1,1,4.86875,0.766,0.987,0.63,1
123,1,1,4.35,0.916,0.653,0.61,1
123,1,2,3.19375,0.95,0.787,0.63,0
123,1,2,2.88125,1.166,0.886,0.65,0
123,2,2,2.65,0.966,0.804,0.67,1
123,2,2,2.5375,1.133,1.019,0.65,1
123,1,1,3.14375,0.766,0.622,0.63,1
123,2,2,4.7125,0.6,0.721,0.61,1
123,2,2,4.91875,0.55,1.104,0.59,1
123,1,1,4.2,0.733,0.903,0.57,1
123,2,2,3.15,1.183,0.97,0.55,1
123,2,2,4.60625,0.666,0.77,0.53,1
123,1,2,3.25625,1.016,0.587,0.55,0
123,1,1,5.10625,1.216,0.87,0.57,1
123,1,2,4.51875,0.7,0.72,0.59,0
123,2,2,4.5125,0.934,0.653,0.61,1
123,2,1,2.85625,0.85,0.719,0.63,0
123,1,1,2.6,1.066,1.22,0.65,1
123,1,1,2.5875,0.883,0.869,0.63,1
123,2,2,4.55625,0.8,0.819,0.61,1
123,2,2,5.14375,0.433,1.236,0.59,1
123,1,1,4.10625,1.333,1.021,0.57,1
123,2,2,3.3,0.883,0.737,0.55,1
123,2,2,3.36875,1.099,0.787,0.53,1
123,2,1,3.79375,0.633,0.754,0.55,0
123,1,1,3.8625,0.9,2.736,0.57,1
123,2,2,4.1,0.583,0.937,0.55,1
123,1,2,3.9,0.883,4.286,0.57,0
123,1,2,3.3125,0.983,0.702,0.59,0
123,2,2,3.9125,0.65,0.886,0.61,1
123,2,2,3.73125,0.733,0.87,0.59,1
123,1,1,4.3125,1.432,0.87,0.57,1
123,2,2,4.3375,0.617,0.637,0.55,1
123,2,2,4.0125,0.683,5.818,0.53,1
123,1,1,3.1125,0.766,0.703,0.51,1
123,1,2,2.55625,0.816,0.67,0.53,0
123,2,2,2.4375,0.499,1.204,0.55,1
123,1,2,2.03125,0.699,1.119,0.57,0
123,2,2,4.6125,0.583,0.72,0.59,1
123,2,2,4.55,0.3,0.953,0.57,1
123,1,2,4.3875,0.533,1.27,0.59,0
123,2,2,4.36875,0.35,1.203,0.61,1
123,1,1,3.13125,1.017,1.737,0.59,1
123,1,1,3.925,0.883,1.07,0.57,1
123,2,2,3.71875,0.45,1.388,0.55,1
123,1,2,4.66875,0.4,0.853,0.57,0
123,2,2,3.3625,0.4,0.937,0.59,1
123,2,1,3.21875,1.483,4.385,0.61,0
123,2,2,2.98125,0.616,0.803,0.63,1
123,2,2,3.93125,0.35,0.67,0.61,1
123,1,1,3.925,0.75,1.403,0.59,1
123,2,2,4.8125,0.283,1.12,0.57,1
123,2,2,4.65,0.567,0.737,0.55,1
123,2,1,5.00625,1.932,1.436,0.57,0
123,1,2,4.25,1.083,0.788,0.59,0
123,2,2,4.575,0.766,0.987,0.61,1
123,1,1,4.34375,0.817,0.803,0.59,1
123,2,2,4.025,0.583,0.637,0.57,1
123,1,1,4.79375,0.616,0.62,0.55,1
123,2,2,4.7125,1.133,1.12,0.53,1
123,1,2,4.4875,1.099,0.77,0.55,0
123,1,1,3.68125,1.116,0.87,0.57,1
123,2,2,3.35,0.866,0.903,0.55,1
123,2,1,2.78125,1.233,1.536,0.57,0
123,2,2,4.0875,0.267,0.571,0.59,1
123,1,1,3.78125,0.849,1.153,0.57,1
123,1,1,4.29375,0.766,0.804,0.55,1
123,2,2,4.05,0.816,0.537,0.53,1
123,2,1,4.2,0.916,1.27,0.55,0
123,2,2,4.075,0.616,0.904,0.57,1
123,2,2,4.2125,0.55,0.671,0.55,1
123,2,2,4.19375,0.6,0.586,0.53,1
123,2,2,4.05,0.45,1.253,0.51,1
123,1,2,4.2125,0.65,1.27,0.53,0
123,1,1,4.35625,0.767,0.687,0.55,1
123,1,1,4.26875,0.933,0.436,0.53,1
123,1,1,4.35,0.85,1.452,0.51,1
123,2,2,4.99375,0.45,0.67,0.49,1
123,2,1,4.05,1.183,0.653,0.51,0
123,1,1,3.90625,0.883,0.869,0.53,1
123,1,1,3.83125,1.349,1.52,0.51,1
123,2,2,3.7,0.5,0.736,0.49,1
123,1,1,4.3,0.866,1.236,0.47,1
123,2,2,4.04375,0.35,1.52,0.45,1
123,1,1,4.2375,0.683,1.653,0.43,1
123,1,1,4.53125,0.616,0.754,0.41,1
123,2,2,4.6625,0.4,0.82,0.39,1
123,1,2,4.54375,0.783,0.738,0.41,0
123,2,2,4.275,0.7,1.703,0.43,1
123,2,2,4.15,0.433,1.02,0.41,1
123,1,2,3.8375,0.816,0.62,0.43,0
123,1,1,4.525,0.8,0.737,0.45,1
123,1,1,4.01875,0.549,0.886,0.43,1
123,2,2,4.18125,0.916,0.604,0.41,1
123,1,2,3.28125,0.9,2.553,0.43,0
123,2,1,3.325,0.65,0.837,0.45,0
123,2,1,3.13125,0.516,0.704,0.47,0
123,1,1,3.08125,1.084,0.637,0.49,1
123,1,1,3.0875,1.099,0.653,0.47,1
123,2,2,3.76875,0.783,0.686,0.45,1
123,1,2,3.675,0.483,0.537,0.47,0
123,1,2,3.7375,0.65,0.588,0.49,0
123,1,2,3.2625,0.733,0.603,0.51,0
123,1,2,3.3375,1.616,0.821,0.53,0
123,2,2,3.1875,0.95,0.703,0.55,1
123,2,2,3.68125,0.633,0.887,0.53,1
123,1,2,2.75,0.834,0.619,0.55,0
123,1,1,3.91875,0.8,0.603,0.57,1
123,1,1,4.1625,0.933,1.12,0.55,1
123,1,1,4.10625,0.699,0.77,0.53,1
123,2,2,3.18125,1.05,0.787,0.51,1
123,1,1,3.9625,0.55,0.704,0.49,1
123,1,2,4.325,0.75,0.603,0.51,0
123,2,2,4.03125,0.466,0.67,0.53,1
123,2,2,4.30625,0.666,0.587,0.51,1
123,2,2,5.325,0.483,0.853,0.49,1
123,1,2,4.1625,0.683,0.787,0.51,0
123,1,1,5.0875,0.733,0.837,0.53,1
123,2,2,4.20625,0.483,0.704,0.51,1
123,2,2,4.275,0.451,0.554,0.49,1
123,2,2,4.55625,0.283,1.303,0.47,1
123,2,2,3.95,0.617,0.82,0.45,1
123,1,2,4.69375,0.9,0.836,0.47,0
123,2,2,4.6125,0.316,0.604,0.49,1
123,2,2,5.2125,0.4,1.019,0.47,1
123,1,2,5.5125,0.633,1.22,0.49,0
123,1,2,2.63125,NaN,1.47,0.51,0
123,2,2,3.16875,0.367,1.304,0.53,1
123,1,1,3.6625,0.783,0.637,0.51,1
123,1,1,4.03125,1.299,0.77,0.49,1
123,1,1,4.19375,0.7,0.537,0.47,1
123,1,1,5.0625,0.316,0.738,0.45,1
123,1,1,4.775,0.6,0.953,0.43,1
123,1,1,3.79375,0.65,0.77,0.41,1
123,2,2,3.24375,0.85,0.671,0.39,1
123,2,2,4.46875,0.3,0.82,0.37,1
123,2,2,3.74375,0.45,0.637,0.35,1
123,2,2,5.7875,0.35,1.586,0.33,1
123,2,2,2.99375,0.8,0.921,0.31,1
123,1,2,3.3125,0.633,0.653,0.33,0
123,2,2,4,0.451,0.704,0.35,1
123,1,1,3.39375,0.7,1.603,0.33,1
123,1,1,2.7375,0.95,0.737,0.31,1
123,2,1,1.95,0.483,1.453,0.33,0
123,2,2,3.74375,0.517,0.787,0.35,1
123,1,1,4.79375,0.683,1.22,0.33,1
123,1,2,3.83125,0.933,0.837,0.35,0
123,2,2,4.10625,1.133,0.636,0.37,1
123,2,2,4.3125,0.418,0.67,0.35,1
123,2,2,3.93125,0.466,0.471,0.33,1
123,1,1,4.61875,0.883,1.203,0.31,1
123,1,1,4,1.366,8.335,0.29,1
123,2,2,3.91875,0.35,0.92,0.27,1
123,2,2,4.04375,0.766,0.67,0.25,1
123,1,2,3.575,1,0.602,0.27,0
123,1,1,3.76875,1.266,0.603,0.29,1
123,1,2,3.30625,0.566,0.769,0.31,0
123,1,2,3.0375,0.883,0.804,0.33,0
123,2,2,3.96875,1.466,0.571,0.35,1
123,1,1,4,0.583,0.453,0.33,1
123,2,1,3.975,0.333,0.57,0.35,0
123,1,2,3.61875,0.533,0.587,0.37,0
123,1,1,3.81875,0.483,0.503,0.39,1
123,1,1,4.075,0.417,0.637,0.37,1
123,1,1,4.4125,0.9,3.335,0.35,1
123,2,2,3.68125,0.333,0.703,0.33,1
123,1,2,3.15,0.416,1.07,0.35,0
123,2,1,3.59375,0.4,1.021,0.37,0
123,2,2,3.3125,0.683,0.737,0.39,1
123,2,2,3.80625,0.383,0.653,0.37,1
123,2,1,3.90625,0.617,1.187,0.39,0
