Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,Condition,Gender,Age,Block_type
12,2,2,4,0.546,0.265,1,0,0,19,6
12,2,2,4,0.397,0.258,1,0,0,19,6
12,1,1,4,0.507,0.307,1,0,0,19,6
12,2,2,4,0.39,0.227,1,0,0,19,6
12,2,2,1,1.061,0.724,1,0,0,19,6
12,1,1,4,0.586,0.184,1,0,0,19,6
12,1,1,2,0.793,1.369,1,0,0,19,6
12,1,1,4,0.464,0.242,1,0,0,19,6
12,2,1,1,0.783,1.124,0,0,0,19,6
12,1,1,4,1.766,0.337,1,0,0,19,6
12,1,2,2,0.465,1.279,0,0,0,19,6
12,2,1,4,1.732,0.297,0,0,0,19,6
12,2,2,1,1.929,0.451,1,0,0,19,6
12,1,2,2,2.367,0.948,0,0,0,19,6
12,1,2,2,0.634,1.163,0,0,0,19,6
12,1,2,1,2.675,0.661,0,0,0,19,6
12,2,2,4,2.241,0.307,1,0,0,19,6
12,2,2,4,0.311,0.27,1,0,0,19,6
13,2,2,NaN,2.321,NaN,1,0,1,20,0
13,2,2,4,2.402,1.142,1,0,1,20,0
13,2,2,4,0.747,0.866,1,0,1,20,0
13,1,1,4,0.948,0.713,1,0,1,20,0
13,1,1,4,1.984,0.793,1,0,1,20,0
13,1,1,4,1.441,0.839,1,0,1,20,0
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,1,1,2,2.318,1.256,1,0,1,20,1
13,2,2,2,1.438,1.066,1,0,1,20,1
13,1,1,4,0.856,0.451,1,0,1,20,1
13,1,1,4,0.795,0.48,1,0,1,20,1
13,2,2,3,1.098,0.482,1,0,1,20,1
13,1,1,3,0.985,0.563,1,0,1,20,1
13,2,2,2,0.905,0.489,1,0,1,20,1
13,1,1,3,0.783,0.522,1,0,1,20,1
13,1,1,4,0.629,0.326,1,0,1,20,1
13,2,1,3,2.173,0.76,0,0,1,20,1
13,2,2,3,1.365,1.985,1,0,1,20,1
13,2,2,2,1.527,0.533,1,0,1,20,1
13,2,2,2,2.085,2.104,1,0,1,20,1
13,1,1,3,1.013,0.326,1,0,1,20,1
13,1,1,4,0.941,0.415,1,0,1,20,1
13,2,2,3,1.023,0.453,1,0,1,20,1
13,1,2,3,1.451,0.37,0,0,1,20,1
13,1,1,3,0.875,0.8,1,0,1,20,1
13,2,1,4,0.779,0.288,0,0,1,20,1
13,2,1,3,0.876,0.186,0,0,1,20,1
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,1,2,2,1.295,0.419,0,0,1,20,2
13,1,1,3,0.879,0.289,1,0,1,20,2
13,1,2,2,1.167,1.795,0,0,1,20,2
13,2,1,3,0.865,0.215,0,0,1,20,2
13,1,1,4,0.637,0.412,1,0,1,20,2
13,1,1,4,0.519,0.449,1,0,1,20,2
13,2,1,4,0.523,0.299,0,0,1,20,2
13,2,2,2,0.869,0.411,1,0,1,20,2
13,1,2,1,1.596,0.251,0,0,1,20,2
13,2,1,3,0.679,0.48,0,0,1,20,2
13,1,1,4,0.598,0.366,1,0,1,20,2
13,2,2,2,0.832,0.351,1,0,1,20,2
13,2,2,3,0.602,0.294,1,0,1,20,2
13,2,1,4,0.596,0.288,0,0,1,20,2
13,2,1,3,0.974,0.186,0,0,1,20,2
13,1,2,2,0.681,0.29,0,0,1,20,2
13,1,2,2,2.44,0.299,0,0,1,20,2
13,2,2,3,1.177,1.728,1,0,1,20,2
13,2,1,2,0.596,0.254,0,0,1,20,2
13,1,1,3,0.781,0.521,1,0,1,20,2
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,2,NaN,1.673,0,0,1,20,3
13,2,2,2,1.014,0.481,1,0,1,20,3
13,2,2,3,1.754,0.605,1,0,1,20,3
13,2,1,3,0.512,0.403,0,0,1,20,3
13,1,1,4,0.912,0.288,1,0,1,20,3
13,1,1,4,0.49,0.3,1,0,1,20,3
13,1,2,3,0.909,0.762,0,0,1,20,3
13,1,1,4,0.559,0.224,1,0,1,20,3
13,1,2,2,1.17,0.488,0,0,1,20,3
13,1,1,3,0.644,0.227,1,0,1,20,3
13,2,2,2,1.327,0.187,1,0,1,20,3
13,2,1,3,0.874,0.224,0,0,1,20,3
13,1,2,3,1.709,1.616,0,0,1,20,3
13,2,2,4,0.64,0.346,1,0,1,20,3
13,1,1,4,0.751,0.908,1,0,1,20,3
13,1,1,3,0.824,0.224,1,0,1,20,3
13,2,2,3,0.598,0.598,1,0,1,20,3
13,2,2,2,0.676,0.417,1,0,1,20,3
13,2,2,3,0.816,0.329,1,0,1,20,3
13,1,1,4,0.559,1.186,1,0,1,20,3
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,2,2,3,1.797,1.89,1,0,1,20,4
13,2,2,4,1.477,0.418,1,0,1,20,4
13,1,1,4,1.026,0.417,1,0,1,20,4
13,2,2,3,0.639,0.382,1,0,1,20,4
13,2,2,4,0.946,0.481,1,0,1,20,4
13,2,2,3,1.1,0.483,1,0,1,20,4
13,2,2,3,0.563,0.289,1,0,1,20,4
13,1,2,3,0.629,0.557,0,0,1,20,4
13,2,2,3,0.899,0.275,1,0,1,20,4
13,1,1,4,0.554,0.335,1,0,1,20,4
13,1,1,4,0.564,1.098,1,0,1,20,4
13,2,2,2,1.254,0.258,1,0,1,20,4
13,1,2,3,1.325,0.262,0,0,1,20,4
13,1,1,4,0.443,0.302,1,0,1,20,4
13,1,1,4,0.911,0.343,1,0,1,20,4
13,2,2,3,1.642,0.454,1,0,1,20,4
13,1,1,4,0.782,0.253,1,0,1,20,4
13,2,1,2,2.067,0.831,0,0,1,20,4
13,1,1,4,0.638,0.32,1,0,1,20,4
13,1,1,4,0.934,0.332,1,0,1,20,4
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,2,2,2,1.331,0.597,1,0,1,20,5
13,1,1,4,0.598,0.521,1,0,1,20,5
13,2,2,2,0.628,0.957,1,0,1,20,5
13,2,2,4,1.632,0.598,1,0,1,20,5
13,1,1,4,0.445,0.219,1,0,1,20,5
13,1,1,4,0.489,0.183,1,0,1,20,5
13,1,1,4,0.447,0.213,1,0,1,20,5
13,1,1,4,0.367,0.216,1,0,1,20,5
13,1,1,4,0.339,0.26,1,0,1,20,5
13,1,1,4,0.325,0.3,1,0,1,20,5
13,2,2,3,0.564,0.289,1,0,1,20,5
13,2,2,3,0.938,0.527,1,0,1,20,5
13,2,2,2,0.534,0.293,1,0,1,20,5
13,2,2,1,0.274,0.299,1,0,1,20,5
13,2,2,3,0.255,1.066,1,0,1,20,5
13,1,2,4,1.354,0.412,0,0,1,20,5
13,2,2,3,1.636,0.41,1,0,1,20,5
13,1,1,4,1.018,0.41,1,0,1,20,5
13,1,1,4,0.517,0.331,1,0,1,20,5
13,2,2,3,0.599,0.406,1,0,1,20,5
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,NaN,NaN,NaN,NaN,NaN,NaN,0,1,20,9
13,2,2,3,0.675,0.57,1,0,1,20,6
13,1,1,4,0.758,0.263,1,0,1,20,6
13,2,2,2,0.867,0.562,1,0,1,20,6
13,1,1,2,1.059,0.455,1,0,1,20,6
13,1,1,2,1.321,0.297,1,0,1,20,6
13,1,1,3,0.867,0.179,1,0,1,20,6
13,2,1,2,0.442,0.225,0,0,1,20,6
13,2,2,3,0.978,0.458,1,0,1,20,6
13,2,2,4,1.94,0.452,1,0,1,20,6
13,1,1,4,1.221,1.027,1,0,1,20,6
13,2,2,2,1.018,0.949,1,0,1,20,6
13,1,1,4,0.677,0.226,1,0,1,20,6
13,1,1,4,0.44,0.299,1,0,1,20,6
13,2,2,2,0.716,0.522,1,0,1,20,6
13,2,2,3,0.991,0.454,1,0,1,20,6
13,1,1,3,1.013,0.326,1,0,1,20,6
13,2,2,2,0.755,0.489,1,0,1,20,6
13,1,1,4,0.359,0.263,1,0,1,20,6
13,1,1,3,1.176,0.571,1,0,1,20,6
13,2,2,2,0.72,0.488,1,0,1,20,6
14,2,2,4,1.156,2.213,1,0,0,19,0
14,2,2,3,1.188,1.3,1,0,0,19,0
14,1,1,4,1.719,1.121,1,0,0,19,0
14,2,2,3,0.683,1.935,1,0,0,19,0
14,1,1,2,1.321,1.876,1,0,0,19,0
14,NaN,NaN,1,NaN,0.039,0,0,0,19,0
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,1,1,4,1.053,1.026,1,0,0,19,1
14,1,1,3,1.759,1.161,1,0,0,19,1
14,2,2,4,0.945,1.259,1,0,0,19,1
14,1,1,4,0.671,1.348,1,0,0,19,1
14,2,2,4,0.725,1.208,1,0,0,19,1
14,2,2,4,0.542,0.616,1,0,0,19,1
14,2,2,3,1.174,0.902,1,0,0,19,1
14,1,1,4,0.793,0.729,1,0,0,19,1
14,1,1,4,1.57,0.627,1,0,0,19,1
14,2,2,3,0.496,1.1,1,0,0,19,1
14,2,2,3,0.534,1.36,1,0,0,19,1
14,2,2,3,0.769,1.025,1,0,0,19,1
14,1,2,2,2.095,1.899,0,0,0,19,1
14,2,2,4,0.629,1.819,1,0,0,19,1
14,1,1,4,1.193,0.697,1,0,0,19,1
14,2,2,NaN,0.468,NaN,1,0,0,19,1
14,2,2,3,1.472,1.06,1,0,0,19,1
14,1,1,4,0.497,0.636,1,0,0,19,1
14,1,1,4,0.762,0.555,1,0,0,19,1
14,1,1,4,0.444,0.682,1,0,0,19,1
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,1,2,3,0.64,1.013,0,0,0,19,2
14,1,2,2,1.043,1.066,0,0,0,19,2
14,1,1,3,1.253,1.075,1,0,0,19,2
14,1,1,4,0.623,1.093,1,0,0,19,2
14,2,2,3,0.897,0.86,1,0,0,19,2
14,1,1,4,0.721,0.979,1,0,0,19,2
14,2,2,3,0.452,1.201,1,0,0,19,2
14,2,2,3,0.632,0.654,1,0,0,19,2
14,1,2,3,0.667,1.168,0,0,0,19,2
14,2,2,4,0.456,0.533,1,0,0,19,2
14,2,2,4,0.598,1.038,1,0,0,19,2
14,1,1,3,0.491,0.631,1,0,0,19,2
14,1,1,4,0.805,0.581,1,0,0,19,2
14,2,1,2,0.709,1.192,0,0,0,19,2
14,2,2,3,0.655,1.349,1,0,0,19,2
14,2,1,3,1.126,0.521,0,0,0,19,2
14,1,2,2,0.427,0.921,0,0,0,19,2
14,2,1,1,0.875,2.216,0,0,0,19,2
14,2,2,3,0.631,1.101,1,0,0,19,2
14,1,1,4,0.456,0.437,1,0,0,19,2
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,2,2,3,1.181,0.717,1,0,0,19,3
14,1,1,4,0.744,0.425,1,0,0,19,3
14,1,1,2,1.087,1.539,1,0,0,19,3
14,2,2,4,0.589,0.805,1,0,0,19,3
14,2,2,4,0.843,0.617,1,0,0,19,3
14,2,2,3,0.519,0.626,1,0,0,19,3
14,2,2,3,0.528,1.21,1,0,0,19,3
14,1,2,3,2.209,1.48,0,0,0,19,3
14,1,1,2,1.124,0.839,1,0,0,19,3
14,2,2,4,1.02,0.595,1,0,0,19,3
14,1,2,3,1.922,1.029,0,0,0,19,3
14,2,2,4,0.387,0.707,1,0,0,19,3
14,1,1,4,0.478,0.346,1,0,0,19,3
14,1,1,3,1.956,1.253,1,0,0,19,3
14,2,2,4,0.506,0.949,1,0,0,19,3
14,1,1,4,0.503,0.338,1,0,0,19,3
14,2,2,4,0.284,1.456,1,0,0,19,3
14,1,1,4,0.717,0.447,1,0,0,19,3
14,2,2,3,0.405,0.756,1,0,0,19,3
14,1,1,4,0.557,0.374,1,0,0,19,3
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,1,1,3,1.214,1.853,1,0,0,19,4
14,2,2,4,0.315,0.381,1,0,0,19,4
14,2,2,4,0.613,0.492,1,0,0,19,4
14,1,1,3,0.719,0.386,1,0,0,19,4
14,2,2,4,0.314,1.101,1,0,0,19,4
14,1,1,4,0.567,0.304,1,0,0,19,4
14,2,2,4,0.347,1.052,1,0,0,19,4
14,1,1,4,0.457,0.295,1,0,0,19,4
14,2,2,3,0.69,0.566,1,0,0,19,4
14,2,2,4,1.031,0.877,1,0,0,19,4
14,1,1,2,0.945,0.651,1,0,0,19,4
14,1,2,2,1.256,1.686,0,0,0,19,4
14,2,2,3,1.002,0.737,1,0,0,19,4
14,1,2,4,1.322,1.317,0,0,0,19,4
14,2,2,3,1.416,1.135,1,0,0,19,4
14,2,2,3,0.553,0.626,1,0,0,19,4
14,1,1,4,0.384,0.32,1,0,0,19,4
14,1,2,2,1.194,1.018,0,0,0,19,4
14,1,2,4,0.744,0.378,0,0,0,19,4
14,2,2,4,0.498,0.477,1,0,0,19,4
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,1,1,4,1.639,1.045,1,0,0,19,5
14,2,2,4,0.53,0.284,1,0,0,19,5
14,2,2,4,0.376,0.505,1,0,0,19,5
14,2,2,4,0.236,0.322,1,0,0,19,5
14,2,2,3,0.764,0.316,1,0,0,19,5
14,1,1,4,0.359,0.408,1,0,0,19,5
14,2,2,4,0.319,0.562,1,0,0,19,5
14,1,1,4,0.274,0.567,1,0,0,19,5
14,1,1,4,0.392,0.36,1,0,0,19,5
14,1,1,3,0.992,0.776,1,0,0,19,5
14,2,2,4,0.624,1.447,1,0,0,19,5
14,2,2,4,0.485,0.369,1,0,0,19,5
14,1,2,3,1.001,0.705,0,0,0,19,5
14,1,1,4,0.635,0.913,1,0,0,19,5
14,1,1,4,0.452,0.385,1,0,0,19,5
14,2,2,4,0.457,1.335,1,0,0,19,5
14,2,2,4,0.441,0.679,1,0,0,19,5
14,2,2,3,0.435,0.529,1,0,0,19,5
14,1,2,3,0.515,0.686,0,0,0,19,5
14,1,1,3,0.393,0.729,1,0,0,19,5
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,19,9
14,1,2,3,1.124,0.743,0,0,0,19,6
14,1,1,4,0.288,0.484,1,0,0,19,6
14,1,2,3,0.968,0.625,0,0,0,19,6
14,2,2,4,0.591,0.375,1,0,0,19,6
14,1,2,4,1.039,0.325,0,0,0,19,6
14,2,2,4,0.687,0.419,1,0,0,19,6
14,2,2,4,0.329,0.315,1,0,0,19,6
14,1,1,3,0.725,0.424,1,0,0,19,6
14,1,1,2,1.102,0.786,1,0,0,19,6
14,1,1,2,1.273,0.742,1,0,0,19,6
14,2,2,4,1.151,0.784,1,0,0,19,6
14,1,1,3,1.288,0.772,1,0,0,19,6
14,2,2,4,0.461,0.666,1,0,0,19,6
14,2,2,4,0.391,0.326,1,0,0,19,6
14,1,2,3,0.993,0.68,0,0,0,19,6
14,2,2,4,0.533,1.311,1,0,0,19,6
14,1,1,4,0.53,0.347,1,0,0,19,6
14,2,2,4,0.261,0.458,1,0,0,19,6
14,2,2,4,0.383,0.398,1,0,0,19,6
14,2,2,4,0.487,0.402,1,0,0,19,6
15,1,2,3,0.754,1.731,0,0,0,20,0
15,2,1,1,0.272,1.732,0,0,0,20,0
15,1,2,3,0.215,1.488,0,0,0,20,0
15,1,2,2,0.285,1.174,0,0,0,20,0
15,2,1,1,0.281,1.17,0,0,0,20,0
15,2,2,1,0.713,1.13,1,0,0,20,0
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,1,1,3,0.763,1.05,1,0,0,20,6
15,1,1,3,0.709,0.865,1,0,0,20,6
15,1,1,2,0.59,0.782,1,0,0,20,6
15,1,1,1,0.471,1.652,1,0,0,20,6
15,1,2,2,0.594,1.301,0,0,0,20,6
15,1,2,2,0.671,1.177,0,0,0,20,6
15,1,1,1,0.703,1.097,1,0,0,20,6
15,2,2,3,0.604,0.859,1,0,0,20,6
15,2,2,3,0.561,0.707,1,0,0,20,6
15,1,1,4,0.559,1.261,1,0,0,20,6
15,1,2,2,0.522,0.742,0,0,0,20,6
15,2,1,3,0.6,0.737,0,0,0,20,6
15,2,1,3,0.515,0.497,0,0,0,20,6
15,2,2,1,0.826,0.666,1,0,0,20,6
15,2,1,2,0.551,0.618,0,0,0,20,6
15,2,1,3,0.618,0.539,0,0,0,20,6
15,1,1,2,0.621,0.582,1,0,0,20,6
15,2,1,2,0.828,0.667,0,0,0,20,6
15,2,1,2,0.552,0.581,0,0,0,20,6
15,2,2,3,0.566,0.814,1,0,0,20,6
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,1,1,3,0.462,1.285,1,0,0,20,3
15,1,2,2,0.634,0.697,0,0,0,20,3
15,2,2,3,0.644,0.707,1,0,0,20,3
15,1,1,3,0.559,0.745,1,0,0,20,3
15,2,1,1,0.644,1.064,0,0,0,20,3
15,1,1,3,0.723,0.822,1,0,0,20,3
15,2,2,2,0.438,0.662,1,0,0,20,3
15,2,2,3,0.643,0.627,1,0,0,20,3
15,2,2,3,0.522,1.178,1,0,0,20,3
15,1,1,4,0.405,1.295,1,0,0,20,3
15,2,2,2,0.444,0.668,1,0,0,20,3
15,2,2,2,0.53,0.654,1,0,0,20,3
15,1,2,2,0.833,0.617,0,0,0,20,3
15,1,1,3,0.41,0.786,1,0,0,20,3
15,1,1,3,0.554,0.543,1,0,0,20,3
15,1,1,3,0.409,0.553,1,0,0,20,3
15,2,2,2,0.397,0.614,1,0,0,20,3
15,2,2,3,0.566,0.538,1,0,0,20,3
15,1,2,2,0.657,0.505,0,0,0,20,3
15,2,2,2,0.596,0.772,1,0,0,20,3
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,1,1,2,0.533,0.855,1,0,0,20,5
15,1,1,2,0.573,0.822,1,0,0,20,5
15,2,2,2,0.438,0.904,1,0,0,20,5
15,2,2,3,0.556,0.663,1,0,0,20,5
15,1,1,2,0.684,0.42,1,0,0,20,5
15,1,2,2,0.581,0.615,0,0,0,20,5
15,2,2,2,0.607,0.505,1,0,0,20,5
15,2,2,2,0.517,0.498,1,0,0,20,5
15,2,2,2,0.528,0.509,1,0,0,20,5
15,2,1,3,0.442,0.784,0,0,0,20,5
15,1,1,4,0.688,0.9,1,0,0,20,5
15,1,1,4,0.647,0.654,1,0,0,20,5
15,1,2,2,0.477,0.728,0,0,0,20,5
15,2,2,3,0.445,0.629,1,0,0,20,5
15,2,2,2,0.682,0.696,1,0,0,20,5
15,1,2,1,0.525,0.704,0,0,0,20,5
15,2,2,1,0.992,0.864,1,0,0,20,5
15,1,1,4,0.526,1.062,1,0,0,20,5
15,1,1,3,0.406,0.822,1,0,0,20,5
15,2,2,2,0.359,0.705,1,0,0,20,5
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,1,1,3,0.492,0.863,1,0,0,20,2
15,1,2,2,0.407,0.505,0,0,0,20,2
15,1,2,2,0.399,0.479,0,0,0,20,2
15,1,1,3,0.604,0.502,1,0,0,20,2
15,1,2,2,0.356,0.464,0,0,0,20,2
15,1,1,3,0.566,0.578,1,0,0,20,2
15,2,2,2,0.371,0.503,1,0,0,20,2
15,1,2,1,0.633,0.38,0,0,0,20,2
15,2,1,3,0.55,0.459,0,0,0,20,2
15,2,2,2,0.362,0.574,1,0,0,20,2
15,2,1,3,0.519,0.541,0,0,0,20,2
15,2,2,2,0.361,0.548,1,0,0,20,2
15,1,2,3,1.003,0.423,0,0,0,20,2
15,2,2,3,0.604,0.424,1,0,0,20,2
15,2,2,3,0.638,0.425,1,0,0,20,2
15,2,2,2,0.599,0.497,1,0,0,20,2
15,2,2,2,0.724,0.545,1,0,0,20,2
15,1,2,2,0.445,0.47,0,0,0,20,2
15,1,1,3,0.199,0.577,1,0,0,20,2
15,2,2,2,0.364,0.377,1,0,0,20,2
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,2,2,2,0.336,0.62,1,0,0,20,4
15,1,2,2,0.436,0.857,0,0,0,20,4
15,1,2,1,0.559,0.785,0,0,0,20,4
15,1,1,1,0.513,0.656,1,0,0,20,4
15,1,1,1,0.558,0.452,1,0,0,20,4
15,2,2,2,0.688,0.583,1,0,0,20,4
15,2,2,1,0.471,0.424,1,0,0,20,4
15,2,2,3,0.559,0.588,1,0,0,20,4
15,2,2,2,0.675,0.388,1,0,0,20,4
15,1,2,2,0.834,0.42,0,0,0,20,4
15,2,1,2,1.466,0.459,0,0,0,20,4
15,1,1,2,0.782,0.339,1,0,0,20,4
15,2,1,3,0.796,0.376,0,0,0,20,4
15,2,2,2,0.918,0.539,1,0,0,20,4
15,1,1,4,0.478,0.731,1,0,0,20,4
15,2,2,2,0.923,0.505,1,0,0,20,4
15,1,1,3,0.557,0.664,1,0,0,20,4
15,1,1,3,0.526,0.468,1,0,0,20,4
15,2,1,3,0.728,0.454,0,0,0,20,4
15,1,1,3,0.635,0.382,1,0,0,20,4
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,9
15,2,2,2,0.609,0.789,1,0,0,20,1
15,2,2,2,0.557,0.466,1,0,0,20,1
15,2,2,2,0.331,0.378,1,0,0,20,1
15,2,2,2,0.919,0.461,1,0,0,20,1
15,1,1,4,0.642,1.102,1,0,0,20,1
15,2,2,2,1.005,0.426,1,0,0,20,1
15,1,1,3,0.561,0.612,1,0,0,20,1
15,1,2,2,0.525,0.705,0,0,0,20,1
15,1,1,4,0.454,0.78,1,0,0,20,1
15,1,2,2,0.961,0.911,0,0,0,20,1
15,2,2,3,0.443,0.469,1,0,0,20,1
15,1,1,3,0.61,1.103,1,0,0,20,1
15,2,2,2,0.594,0.435,1,0,0,20,1
15,2,2,1,0.632,0.419,1,0,0,20,1
15,1,2,2,1.742,0.689,0,0,0,20,1
15,1,2,2,0.874,0.585,0,0,0,20,1
15,1,1,2,2.076,0.813,1,0,0,20,1
15,1,2,1,0.882,0.418,0,0,0,20,1
