Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Condition,Training
143,1,0,NaN,NaN,NaN,0.5,speed,1
143,1,1,NaN,2.61181499995291,NaN,0.5,speed,1
143,1,0,NaN,3.10649499995634,NaN,0.5,speed,1
143,0,0,NaN,1.05079000000842,NaN,0.5,speed,1
143,0,0,NaN,1.0776200001128,NaN,0.5,speed,1
143,0,0,NaN,0.696895000059158,NaN,0.5,speed,1
143,0,0,NaN,0.790550000034273,NaN,0.5,speed,1
143,1,1,NaN,0.956715000094846,NaN,0.5,speed,1
143,0,0,NaN,0.74762999988161,NaN,0.5,speed,1
143,1,1,NaN,1.67060999991372,NaN,0.5,speed,1
143,0,0,NaN,0.610745000187308,NaN,0.5,speed,1
143,1,1,NaN,0.705659999977797,NaN,0.5,speed,1
143,1,0,NaN,2.91861000005156,NaN,0.5,speed,1
143,0,0,NaN,0.83841499988921,NaN,0.5,speed,1
143,0,0,NaN,0.879620000021532,NaN,0.5,speed,1
143,0,0,NaN,1.2726000000257,NaN,0.5,speed,1
143,0,0,NaN,1.12718000006862,NaN,0.5,speed,1
143,1,1,NaN,1.15657999995165,NaN,0.5,speed,1
143,0,0,NaN,0.875624999869615,NaN,0.5,speed,1
143,1,1,NaN,0.652969999937341,NaN,0.5,speed,1
143,1,1,NaN,0.70246999990195,NaN,0.5,speed,1
143,0,0,NaN,0.788865000009537,NaN,0.5,speed,1
143,1,1,NaN,0.790004999842495,NaN,0.5,speed,1
143,1,1,NaN,0.550934999948367,NaN,0.5,speed,1
143,0,0,NaN,0.970939999911934,NaN,0.2,speed,1
143,0,0,NaN,0.925314999883994,NaN,0.2,speed,1
143,0,0,NaN,0.895544999977574,NaN,0.2,speed,1
143,1,1,NaN,1.05959499999881,NaN,0.2,speed,1
143,1,0,NaN,0.992159999907017,NaN,0.2,speed,1
143,0,0,NaN,0.998635000083596,NaN,0.2,speed,1
143,1,1,NaN,0.760040000081062,NaN,0.2,speed,1
143,0,0,NaN,0.722719999961555,NaN,0.2,speed,1
143,1,1,NaN,0.875729999970645,NaN,0.2,speed,1
143,1,0,NaN,0.698625000193715,NaN,0.2,speed,1
143,0,0,NaN,0.873230000026524,NaN,0.2,speed,1
143,1,1,NaN,1.03240499994718,NaN,0.2,speed,1
143,0,1,NaN,0.722184999845922,NaN,0.2,speed,1
143,1,1,NaN,1.12484499998391,NaN,0.2,speed,1
143,1,1,NaN,0.777910000178963,NaN,0.2,speed,1
143,1,1,NaN,0.813124999869615,NaN,0.2,speed,1
143,0,0,NaN,2.41099000000395,NaN,0.2,speed,1
143,0,0,NaN,2.07493000011891,NaN,0.2,speed,1
143,0,0,NaN,1.21186499996111,NaN,0.2,speed,1
143,0,1,NaN,1.93385499995202,NaN,0.2,speed,1
143,1,0,NaN,0.971039999974892,NaN,0.2,speed,1
143,0,0,NaN,0.792689999798313,NaN,0.2,speed,1
143,1,0,NaN,0.743235000176355,NaN,0.2,speed,1
143,1,1,NaN,0.913900000043213,NaN,0.2,speed,1
143,1,1,5,2.14967499999329,6.46588500007056,0.2,speed,1
143,0,0,4,1.96094999997877,4.84799999999814,0.2,speed,1
143,1,1,5,1.27012000000104,2.70909499982372,0.2,speed,1
143,0,0,4,1.33239000011235,3.40604000003077,0.2,speed,1
143,0,0,4,1.73077000002377,1.39615999977104,0.2,speed,1
143,1,1,4,1.59791499981657,0.96964000002481,0.2,speed,1
143,1,0,4,1.80450499989092,1.1626900001429,0.2,speed,1
143,0,0,6,1.02622500015423,0.664410000201315,0.2,speed,1
143,0,0,6,1.27068500011228,0.480130000039935,0.2,speed,1
143,1,1,4,1.38540500006638,0.384350000182167,0.2,speed,1
143,0,1,6,2.33628499996848,0.503164999885485,0.2,speed,1
143,1,0,4,0.893150000134483,0.784794999985024,0.2,speed,1
143,0,0,4,2.56532999989577,0.405729999998584,0.2,speed,1
143,0,0,6,1.02395500009879,0.535090000135824,0.2,speed,1
143,1,1,4,1.25502000004053,0.891554999863729,0.2,speed,1
143,0,0,4,0.751034999964759,0.76361499982886,0.2,speed,1
143,1,0,4,1.24367500003427,0.455064999870956,0.2,speed,1
143,1,1,5,0.720955000026152,0.700074999826029,0.2,speed,1
143,1,1,5,0.856739999959245,0.55798999988474,0.2,speed,1
143,0,1,5,0.865985000040382,0.516850000014529,0.2,speed,1
143,1,1,4,1.14788000006229,0.59525499981828,0.2,speed,1
