Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,BlockNumber,BlockType,ConfCollected,Points
1,0,0,NaN,1.687993981,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.900892554,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.633399487,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.653578976,NaN,0.052266292,1,0,0,-3
1,0,0,NaN,0.898272344,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.510952702,NaN,0.052266292,1,0,0,-3
1,1,1,NaN,0.668527039,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.529141318,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.854015927,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.5220281,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.927303972,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.53189919,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.465092233,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.686018196,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.586287681,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.479161332,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.708573652,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.521089041,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.542302717,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.457826354,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.686633149,NaN,0.052266292,1,0,0,-3
1,1,1,NaN,0.507805508,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.4169951,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.565944922,NaN,0.052266292,1,0,0,-3
1,0,0,NaN,0.449692905,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.446943752,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.508055764,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.480329224,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.429025459,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.626104745,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.703520853,NaN,0.052266292,1,0,0,-3
1,1,1,NaN,0.476162146,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.439955284,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.429683365,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.497657069,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.486993231,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.467367096,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.488927899,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.437301232,NaN,0.052266292,1,0,0,-3
1,0,0,NaN,0.56255716,NaN,0.052266292,1,0,0,3
1,1,0,NaN,0.719498955,NaN,0.052266292,1,0,0,-3
1,1,0,NaN,0.62767398,NaN,0.052266292,1,0,0,-3
1,1,1,NaN,0.560873779,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.533593792,NaN,0.052266292,1,0,0,-3
1,0,0,NaN,0.402349106,NaN,0.052266292,1,0,0,3
1,0,0,NaN,0.494242035,NaN,0.052266292,1,0,0,3
1,1,1,NaN,0.491301411,NaN,0.052266292,1,0,0,3
1,0,1,NaN,0.528165422,NaN,0.052266292,1,0,0,-3
1,1,0,NaN,0.74883226,NaN,0.052266292,1,0,0,-3
1,1,1,NaN,0.690628968,NaN,0.052266292,1,0,0,3
1,0,0,1,0.470473385,1.360558677,0.052266292,1,0,1,1
1,1,0,1,0.963785159,1.04727716,0.052266292,1,0,1,-1
1,1,1,2,0.576897365,0.687122711,0.052266292,1,0,1,2
1,0,0,3,0.51761002,1.198915389,0.052266292,1,0,1,3
1,0,0,1,1.161255205,0.664912586,0.052266292,1,0,1,1
1,1,1,4,0.502434399,0.592734585,0.052266292,1,0,1,4
1,0,0,3,0.539307564,1.016556776,0.052266292,1,0,1,3
1,0,0,4,0.536784461,0.815534284,0.052266292,1,0,1,4
1,1,1,3,0.557260184,1.367223504,0.052266292,1,0,1,3
1,1,1,4,0.49734036,0.792789099,0.052266292,1,0,1,4
1,1,1,4,0.534022678,0.472626695,0.052266292,1,0,1,4
1,1,1,4,0.467366455,0.264422587,0.052266292,1,0,1,4
1,0,1,2,0.680123985,1.192176407,0.052266292,1,0,1,-2
1,0,0,1,1.012556872,0.36807403,0.052266292,1,0,1,1
1,0,0,3,0.529883153,0.679627727,0.052266292,1,0,1,3
1,1,1,2,0.742483504,0.51211488,0.052266292,1,0,1,2
1,0,0,1,0.867134189,0.279587213,0.052266292,1,0,1,1
1,0,0,1,0.616059419,0.296215013,0.052266292,1,0,1,1
1,0,0,3,0.541109863,0.583280687,0.052266292,1,0,1,3
1,0,1,3,0.594027642,0.3433504,0.052266292,1,0,1,-3
1,0,0,1,0.750937949,0.367799494,0.052266292,1,0,1,1
1,0,0,2,1.115406306,0.615921282,0.052266292,1,0,1,2
1,1,1,1,0.75200521,0.544500836,0.052266292,1,0,1,1
1,0,1,1,0.804153127,0.289021198,0.052266292,1,0,1,-1
1,1,1,1,0.55331253,0.432090792,0.052266292,1,0,1,1
1,1,1,2,0.734955534,0.511524191,0.052266292,1,0,1,2
1,1,1,1,0.843311472,0.375525312,0.052266292,1,0,1,1
1,0,0,1,0.935528471,0.473015901,0.052266292,1,0,1,1
1,1,1,1,0.860203858,0.425012445,0.052266292,1,0,1,1
1,0,0,1,1.056984639,0.400542075,0.052266292,1,0,1,1
1,0,0,1,0.798470043,0.376272197,0.052266292,1,0,1,1
1,1,0,1,0.754684069,0.312789774,0.052266292,1,0,1,-1
1,1,1,2,0.624109641,0.399390479,0.052266292,1,0,1,2
1,1,1,2,0.685121728,0.471745098,0.052266292,1,0,1,2
1,1,1,2,0.715454697,0.421428257,0.052266292,1,0,1,2
1,1,1,2,0.590666305,0.255764512,0.052266292,1,0,1,2
1,1,1,2,0.595319621,0.215078383,0.052266292,1,0,1,2
1,0,0,2,0.720347737,0.575020266,0.052266292,1,0,1,2
1,0,0,1,1.325016997,0.20699435,0.052266292,1,0,1,1
1,0,0,1,0.721538615,0.287499083,0.052266292,1,0,1,1
1,1,1,4,0.790030885,0.304551818,0.052266292,1,0,1,4
1,1,1,4,0.539267249,0.223686231,0.052266292,1,0,1,4
1,0,1,2,1.255563286,0.66478409,0.052266292,1,0,1,-2
1,0,0,2,0.684306285,1.015761991,0.052266292,1,0,1,2
1,1,1,2,0.761195577,0.583980935,0.052266292,1,0,1,2
1,0,0,1,1.037428729,0.241300975,0.052266292,1,0,1,1
1,0,0,1,0.77868319,0.256704262,0.052266292,1,0,1,1
1,1,1,2,0.70340892,0.343824726,0.052266292,1,0,1,2
1,1,1,3,0.73977036,0.792906987,0.052266292,1,0,1,3
1,1,1,1,1.144729953,0.840552522,0.052266292,1,0,1,1
1,0,0,1,1.002157056,0.262835306,0.052266292,2,1,1,1
1,1,0,1,0.726173039,0.783873078,0.052266292,2,1,1,-1
1,1,1,1,0.699482652,0.511575667,0.052266292,2,1,1,1
1,1,1,3,0.735632907,0.279751917,0.052266292,2,1,1,3
1,0,1,2,1.373265885,0.40748011,0.052266292,2,1,1,-2
1,1,1,1,0.978234132,0.599571244,0.052266292,2,1,1,1
1,1,1,3,0.662993992,0.262822194,0.052266292,2,1,1,3
1,1,1,4,0.61903746,0.376179757,0.052266292,2,1,1,4
1,0,1,2,1.11941137,0.567947075,0.052266292,2,1,1,-2
1,0,0,1,1.084243006,0.232183425,0.052266292,2,1,1,1
1,1,1,1,0.577946407,0.527110011,0.052266292,2,1,1,1
1,1,1,2,0.6867875,0.247289376,0.052266292,2,1,1,2
1,1,1,2,0.578740615,0.751720359,0.052266292,2,1,1,2
1,0,1,1,0.751629316,0.311627704,0.052266292,2,1,1,-1
1,1,1,3,0.493125712,0.416074841,0.052266292,2,1,1,3
1,0,0,1,0.873187999,0.896790186,0.052266292,2,1,1,1
1,1,1,2,0.630358224,0.463632781,0.052266292,2,1,1,2
1,0,0,1,0.819577344,0.27996614,0.052266292,2,1,1,1
1,1,1,3,0.624315372,0.287707752,0.052266292,2,1,1,3
1,0,1,3,0.547903168,0.376663119,0.052266292,2,1,1,-3
1,1,1,3,0.489866689,0.270987959,0.052266292,2,1,1,3
1,0,0,1,0.805959277,0.271489489,0.052266292,2,1,1,1
1,0,0,1,0.659266273,0.25589902,0.052266292,2,1,1,1
1,0,0,1,0.584353164,0.407064249,0.052266292,2,1,1,1
1,1,1,2,0.524906739,0.456079316,0.052266292,2,1,1,2
1,1,1,3,0.505204978,0.295787928,0.052266292,2,1,1,3
1,0,1,1,0.725924606,0.624080754,0.052266292,2,1,1,-1
1,1,0,1,0.994255246,0.256759833,0.052266292,2,1,1,-1
1,1,1,3,0.791828219,0.480177937,0.052266292,2,1,1,3
1,0,0,1,0.908968835,0.238768852,0.052266292,2,1,1,1
1,1,1,2,0.673082697,0.424695804,0.052266292,2,1,1,2
1,1,1,2,0.509755654,0.567585155,0.052266292,2,1,1,2
1,0,1,3,0.555294367,0.511041514,0.052266292,2,1,1,-3
1,1,1,2,0.639441494,0.848530497,0.052266292,2,1,1,2
1,1,1,4,0.53198687,0.663913307,0.052266292,2,1,1,4
1,0,0,1,1.288728727,0.34463458,0.052266292,2,1,1,1
1,0,0,1,0.621269038,0.208289438,0.052266292,2,1,1,1
1,1,0,1,0.62638034,0.176740344,0.052266292,2,1,1,-1
1,0,0,1,0.719939897,0.527585322,0.052266292,2,1,1,1
1,0,0,1,0.683761771,0.184548555,0.052266292,2,1,1,1
1,0,0,1,0.632713148,1.120259706,0.052266292,2,1,1,1
1,0,0,1,0.661687534,0.239481299,0.052266292,2,1,1,1
1,0,0,1,0.554171435,0.200627205,0.052266292,2,1,1,1
1,0,0,2,0.615982461,0.374865315,0.052266292,2,1,1,2
1,0,1,2,0.444212274,0.351787286,0.052266292,2,1,1,-2
1,0,0,1,0.888384227,0.345201623,0.052266292,2,1,1,1
1,1,0,1,0.646060566,0.191730464,0.052266292,2,1,1,-1
1,0,1,1,0.490551411,0.304101027,0.052266292,2,1,1,-1
1,1,1,3,1.031840584,0.503656911,0.052266292,2,1,1,3
1,1,1,2,1.075912271,0.383993473,0.052266292,2,1,1,2
1,0,1,1,0.705162952,0.647638235,0.052266292,2,1,1,-1
1,1,1,2,0.758234375,0.462887664,0.052266292,2,1,1,2
1,1,1,2,0.578770832,1.087801216,0.052266292,2,1,1,2
1,1,1,1,0.758794986,0.496815344,0.052266292,2,1,1,1
1,0,1,1,0.756491921,0.263902529,0.052266292,2,1,1,-1
1,1,1,1,0.776211024,0.601090859,0.052266292,2,1,1,1
1,0,0,1,0.733730104,0.272010267,0.052266292,2,1,1,1
1,1,1,2,0.650553153,0.296183985,0.052266292,2,1,1,2
1,0,0,1,0.742924851,0.840905923,0.052266292,2,1,1,1
1,0,NaN,NaN,NaN,NaN,0.052266292,2,1,1,-10
1,1,1,2,0.574357552,0.432087486,0.052266292,2,1,1,2
1,1,0,1,0.70698179,0.280668346,0.052266292,2,1,1,-1
1,1,1,1,0.584641679,0.383573429,0.052266292,2,1,1,1
1,1,0,1,0.508820858,0.271716305,0.052266292,2,1,1,-1
1,0,0,1,0.473741175,0.279574771,0.052266292,2,1,1,1
1,0,1,1,0.525861253,0.449257067,0.052266292,2,1,1,-1
1,0,1,1,0.603750841,0.287498649,0.052266292,2,1,1,-1
1,0,0,1,0.488284206,0.247094192,0.052266292,2,1,1,1
1,1,1,1,0.669472999,0.18382819,0.052266292,2,1,1,1
1,0,0,1,0.58560465,0.231489263,0.052266292,2,1,1,1
1,1,1,1,0.462670651,0.216228462,0.052266292,2,1,1,1
1,0,1,1,0.458757425,0.232954761,0.052266292,2,1,1,-1
1,1,0,1,0.568524234,0.256068901,0.052266292,2,1,1,-1
1,0,0,1,1.501337053,0.335649412,0.052266292,2,1,1,1
1,1,1,1,0.538046237,0.519583817,0.052266292,2,1,1,1
1,0,0,1,0.854408344,0.311652198,0.052266292,2,1,1,1
1,1,1,2,0.627557852,0.351348315,0.052266292,2,1,1,2
1,1,0,1,0.671338465,0.272255831,0.052266292,2,1,1,-1
1,1,1,1,0.55733433,0.319113315,0.052266292,2,1,1,1
1,1,1,1,0.506145574,0.295447307,0.052266292,2,1,1,1
1,0,1,1,0.373744671,0.304332576,0.052266292,2,1,1,-1
1,0,0,1,0.482517396,0.312202102,0.052266292,2,1,1,1
1,0,0,1,0.376259975,0.262898752,0.052266292,2,1,1,1
1,0,0,1,0.492082836,0.312397944,0.052266292,2,1,1,1
1,1,1,1,0.505118548,0.464049137,0.052266292,2,1,1,1
1,1,0,1,0.477682453,0.256794189,0.052266292,2,1,1,-1
1,1,1,1,0.530888523,0.447579816,0.052266292,2,1,1,1
1,0,0,1,0.424411969,0.263053653,0.052266292,2,1,1,1
1,1,0,1,0.556081263,0.217091715,0.052266292,2,1,1,-1
1,0,0,1,0.401944091,0.215258931,0.052266292,2,1,1,1
1,0,0,1,0.461549578,0.273060366,0.052266292,2,1,1,1
1,0,1,1,0.53898501,0.255598827,0.052266292,2,1,1,-1
1,0,0,1,0.375202137,0.224063703,0.052266292,2,1,1,1
1,0,0,1,0.549085382,0.247381932,0.052266292,2,1,1,1
1,0,0,1,0.632917687,0.240046579,0.052266292,2,1,1,1
1,1,0,1,0.894604674,0.214949523,0.052266292,2,1,1,-1
1,1,0,1,0.355461912,0.31117916,0.052266292,2,1,1,-1
1,0,0,1,0.52010633,0.23945161,0.052266292,2,1,1,1
1,1,1,1,0.524469915,0.2401173,0.052266292,2,1,1,1
1,1,0,1,0.721631183,0.223193015,0.052266292,2,1,1,-1
1,0,NaN,NaN,NaN,NaN,0.052266292,3,0,0,-10
1,0,0,NaN,0.665538957,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.510922625,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.458898603,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.49562914,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.388112112,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.401021377,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.494410432,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.482535704,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.560128715,NaN,0.052266292,3,0,0,3
1,1,0,NaN,0.484550882,NaN,0.052266292,3,0,0,-3
1,1,1,NaN,0.433165369,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.614249653,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.515267881,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.471606386,NaN,0.052266292,3,0,0,3
1,1,0,NaN,0.588288749,NaN,0.052266292,3,0,0,-3
1,0,0,NaN,0.649658542,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.773786284,NaN,0.052266292,3,0,0,3
1,1,0,NaN,0.67526743,NaN,0.052266292,3,0,0,-3
1,1,0,NaN,0.319789688,NaN,0.052266292,3,0,0,-3
1,0,1,NaN,0.684710682,NaN,0.052266292,3,0,0,-3
1,1,1,NaN,0.721825321,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.446117753,NaN,0.052266292,3,0,0,3
1,0,1,NaN,0.682874078,NaN,0.052266292,3,0,0,-3
1,0,0,NaN,0.455112936,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.444393825,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.537384283,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.437913587,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.434814655,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.47168146,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.716144181,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.440984011,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.661401738,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.426684597,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.479424156,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.460852526,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.456750634,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.357819384,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.538752519,NaN,0.052266292,3,0,0,3
1,1,0,NaN,0.391917608,NaN,0.052266292,3,0,0,-3
1,0,0,NaN,0.515811382,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.472570692,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.429846251,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.458789031,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.423228837,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.460682304,NaN,0.052266292,3,0,0,3
1,0,0,NaN,0.424823575,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.477974678,NaN,0.052266292,3,0,0,3
1,1,0,NaN,0.602667174,NaN,0.052266292,3,0,0,-3
1,1,1,NaN,0.470754213,NaN,0.052266292,3,0,0,3
1,1,1,NaN,0.412821826,NaN,0.052266292,3,0,1,-10
1,0,1,1,0.638721804,0.647914982,0.052266292,3,0,1,-1
1,0,0,1,0.531048181,0.23985503,0.052266292,3,0,1,1
1,0,0,1,0.624280866,0.207290863,0.052266292,3,0,1,1
1,1,1,1,0.444027634,0.408204939,0.052266292,3,0,1,1
1,0,1,1,0.728623285,0.352507478,0.052266292,3,0,1,-1
1,0,0,1,0.733554646,0.216832311,0.052266292,3,0,1,1
1,0,0,1,0.498672373,0.231564943,0.052266292,3,0,1,1
1,1,1,1,0.391104573,0.264145854,0.052266292,3,0,1,1
1,0,0,1,0.70904182,0.294981104,0.052266292,3,0,1,1
1,0,0,1,0.481871283,0.279484227,0.052266292,3,0,1,1
1,0,0,1,0.47043331,0.199868061,0.052266292,3,0,1,1
1,0,0,1,0.515420998,0.262853023,0.052266292,3,0,1,1
1,1,1,1,0.735672868,0.311489533,0.052266292,3,0,1,1
1,0,0,1,0.492258178,0.287970258,0.052266292,3,0,1,1
1,1,0,1,0.537099439,0.24827167,0.052266292,3,0,1,-1
1,1,1,1,0.486439937,0.2400712,0.052266292,3,0,1,1
1,1,1,1,0.507246016,0.302767676,0.052266292,3,0,1,1
1,1,1,3,0.487845295,0.559031442,0.052266292,3,0,1,3
1,1,0,1,0.684074334,0.224521146,0.052266292,3,0,1,-1
1,0,0,1,0.457055331,0.407704219,0.052266292,3,0,1,1
1,1,0,1,0.470436142,0.278924983,0.052266292,3,0,1,-1
1,0,1,1,0.411127329,0.287258457,0.052266292,3,0,1,-1
1,1,1,1,0.511133748,0.208001184,0.052266292,3,0,1,1
1,0,0,1,0.547873277,0.248522712,0.052266292,3,0,1,1
1,1,1,2,0.880371822,0.296959367,0.052266292,3,0,1,2
1,1,0,1,0.614114416,0.255278157,0.052266292,3,0,1,-1
1,1,1,1,0.635060964,0.238979074,0.052266292,3,0,1,1
1,0,1,1,0.615948318,0.183388561,0.052266292,3,0,1,-1
1,0,0,1,0.491648792,0.216313946,0.052266292,3,0,1,1
1,0,0,4,0.432245733,0.74438865,0.052266292,3,0,1,4
1,1,1,4,0.510321568,0.271745497,0.052266292,3,0,1,4
1,0,0,1,0.570790835,0.231935561,0.052266292,3,0,1,1
1,0,0,4,0.47135597,0.815494251,0.052266292,3,0,1,4
1,1,1,1,0.652073109,0.34347122,0.052266292,3,0,1,1
1,1,1,1,0.593239576,0.48697424,0.052266292,3,0,1,1
1,1,1,4,0.437790171,0.544064586,0.052266292,3,0,1,4
1,1,1,3,0.490845064,0.367144448,0.052266292,3,0,1,3
1,1,1,2,0.958807581,0.543709442,0.052266292,3,0,1,2
1,0,0,1,0.723794466,0.255507456,0.052266292,3,0,1,1
1,1,0,1,0.625357569,0.167417535,0.052266292,3,0,1,-1
1,1,0,1,0.613064111,0.216212413,0.052266292,3,0,1,-1
1,0,0,3,0.450884343,0.814994049,0.052266292,3,0,1,3
1,0,0,1,0.70281119,0.224688315,0.052266292,3,0,1,1
1,1,1,4,0.611849003,0.511746127,0.052266292,3,0,1,4
1,0,0,1,0.992632477,0.288446871,0.052266292,3,0,1,1
1,0,0,1,0.606083447,0.199992533,0.052266292,3,0,1,1
1,1,1,4,0.426730411,0.559629812,0.052266292,3,0,1,4
1,0,0,1,0.52689942,0.255982624,0.052266292,3,0,1,1
1,1,1,3,0.64405348,0.519403732,0.052266292,3,0,1,3
1,0,0,1,0.717275168,0.231217724,0.052266292,4,1,1,1
1,1,1,2,0.521286918,0.536179012,0.052266292,4,1,1,2
1,0,0,3,0.518070297,0.456506307,0.052266292,4,1,1,3
1,1,1,3,0.530955217,0.456261744,0.052266292,4,1,1,3
1,0,0,1,0.655650245,0.232759886,0.052266292,4,1,1,1
1,0,1,2,0.668593224,0.27278294,0.052266292,4,1,1,-2
1,0,0,1,0.553033928,0.344981782,0.052266292,4,1,1,1
1,0,0,1,0.622586326,0.175495564,0.052266292,4,1,1,1
1,1,0,1,0.618916988,0.264405091,0.052266292,4,1,1,-1
1,0,0,2,0.519410697,0.513178935,0.052266292,4,1,1,2
1,1,1,3,0.540225929,0.336510635,0.052266292,4,1,1,3
1,0,0,3,0.577031747,0.592110231,0.052266292,4,1,1,3
1,1,1,3,0.614572146,0.247870292,0.052266292,4,1,1,3
1,0,0,3,0.466897737,0.376236944,0.052266292,4,1,1,3
1,1,1,4,0.631858318,0.359746146,0.052266292,4,1,1,4
1,1,0,2,1.165260688,0.286837737,0.052266292,4,1,1,-2
1,0,0,2,0.561207424,0.33631046,0.052266292,4,1,1,2
1,1,0,1,0.685661199,0.216462535,0.052266292,4,1,1,-1
1,0,1,1,0.851421811,0.287820027,0.052266292,4,1,1,-1
1,0,1,1,0.536314685,0.183730016,0.052266292,4,1,1,-1
1,1,1,1,0.556922868,0.167503155,0.052266292,4,1,1,1
1,0,0,2,0.489845648,0.407885329,0.052266292,4,1,1,2
1,0,0,3,0.501726509,0.352673987,0.052266292,4,1,1,3
1,0,0,1,0.674872798,0.208744183,0.052266292,4,1,1,1
1,0,0,2,0.471514584,0.40880339,0.052266292,4,1,1,2
1,0,0,2,0.460486037,0.34344085,0.052266292,4,1,1,2
1,1,0,1,0.625517155,0.312130513,0.052266292,4,1,1,-1
1,1,0,1,0.726252352,0.176077287,0.052266292,4,1,1,-1
1,1,1,2,0.842664617,0.712824357,0.052266292,4,1,1,2
1,1,1,2,0.535448703,0.4487931,0.052266292,4,1,1,2
1,1,0,1,0.668259151,0.376577388,0.052266292,4,1,1,-1
1,0,0,1,0.672734881,0.256869466,0.052266292,4,1,1,1
1,0,0,1,0.509718421,0.264076778,0.052266292,4,1,1,1
1,1,0,1,0.730378075,0.280316019,0.052266292,4,1,1,-1
1,1,1,3,0.504058692,0.703866891,0.052266292,4,1,1,3
1,0,0,1,0.564610057,0.43162711,0.052266292,4,1,1,1
1,0,0,1,0.545808041,0.2632366,0.052266292,4,1,1,1
1,1,1,2,0.565731384,0.399831055,0.052266292,4,1,1,2
1,1,0,1,0.539127177,0.223221283,0.052266292,4,1,1,-1
1,0,0,1,0.503060065,0.200116336,0.052266292,4,1,1,1
1,1,1,2,0.572648379,0.29542466,0.052266292,4,1,1,2
1,1,1,4,0.633005367,0.632162787,0.052266292,4,1,1,4
1,1,1,3,0.5257288,0.599681912,0.052266292,4,1,1,3
1,0,0,3,0.643275042,0.495732753,0.052266292,4,1,1,3
1,1,0,1,0.64775796,0.191394962,0.052266292,4,1,1,-1
1,1,0,1,1.116020674,0.903902971,0.052266292,4,1,1,-1
1,1,0,1,0.82470822,0.184953189,0.052266292,4,1,1,-1
1,0,0,1,0.669874066,0.63162407,0.052266292,4,1,1,1
1,0,0,1,0.554059588,1.065146779,0.052266292,4,1,1,1
1,1,1,2,0.494919133,0.488571241,0.052266292,4,1,1,2
1,0,1,2,0.532407956,0.231523446,0.052266292,4,1,1,-2
1,1,0,1,0.753672578,0.175971028,0.052266292,4,1,1,-1
1,0,0,1,0.47720798,0.233153225,0.052266292,4,1,1,1
1,0,0,1,0.586636599,0.183350508,0.052266292,4,1,1,1
1,0,0,1,0.535622761,0.263559483,0.052266292,4,1,1,1
1,1,1,3,0.627557713,0.376446622,0.052266292,4,1,1,3
1,1,1,3,0.513615763,0.327257035,0.052266292,4,1,1,3
1,0,0,1,0.581452303,0.29601751,0.052266292,4,1,1,1
1,0,1,1,0.571066041,0.359441408,0.052266292,4,1,1,-1
1,0,0,1,0.511101102,0.440702601,0.052266292,4,1,1,1
1,1,1,2,0.668595157,0.238932833,0.052266292,4,1,1,2
1,1,1,2,0.53658086,0.391794705,0.052266292,4,1,1,2
1,0,0,2,0.469941946,0.27927319,0.052266292,4,1,1,2
1,1,0,1,0.850046106,0.248928333,0.052266292,4,1,1,-1
1,1,0,1,0.534685427,0.240791707,0.052266292,4,1,1,-1
1,1,1,1,0.563821237,0.496124192,0.052266292,4,1,1,1
1,1,1,2,0.584511432,0.184404286,0.052266292,4,1,1,2
1,1,1,2,0.549227247,0.496862084,0.052266292,4,1,1,2
1,1,1,2,0.426171978,0.232353844,0.052266292,4,1,1,2
1,1,0,1,0.607264161,0.287590307,0.052266292,4,1,1,-1
1,1,1,2,0.60338859,0.696525129,0.052266292,4,1,1,2
1,1,0,1,0.672698056,0.23261833,0.052266292,4,1,1,-1
1,0,1,1,0.541665506,0.431868267,0.052266292,4,1,1,-1
1,1,1,2,0.7468504,0.791786318,0.052266292,4,1,1,2
1,1,1,1,0.743158343,0.311801879,0.052266292,4,1,1,1
1,1,1,2,0.540069765,0.423905997,0.052266292,4,1,1,2
1,1,1,2,0.5691063,0.398912736,0.052266292,4,1,1,2
1,1,1,2,0.477132769,0.375851786,0.052266292,4,1,1,2
1,1,1,2,0.538884736,0.511993133,0.052266292,4,1,1,2
1,0,1,1,0.567315891,0.432053164,0.052266292,4,1,1,-1
1,0,0,1,0.635263519,0.27262706,0.052266292,4,1,1,1
1,0,0,1,0.544357135,0.200349875,0.052266292,4,1,1,1
1,0,0,1,0.517022841,0.216114113,0.052266292,4,1,1,1
1,1,1,1,0.521719355,0.473001091,0.052266292,4,1,1,1
1,0,0,1,0.550762239,0.384525811,0.052266292,4,1,1,1
1,0,0,1,0.483881883,0.239241509,0.052266292,4,1,1,1
1,0,0,1,0.576816583,0.336385774,0.052266292,4,1,1,1
1,0,0,1,0.476739252,0.248291091,0.052266292,4,1,1,1
1,0,0,1,0.466191933,0.272079854,0.052266292,4,1,1,1
1,1,0,1,0.374476597,0.232849426,0.052266292,4,1,1,-1
1,0,0,1,0.419379923,0.20808841,0.052266292,4,1,1,1
1,0,0,1,0.448630079,0.183456869,0.052266292,4,1,1,1
1,1,0,1,0.54141186,0.288155152,0.052266292,4,1,1,-1
1,0,0,1,0.362512295,0.279167414,0.052266292,4,1,1,1
1,0,0,1,0.406509387,0.216162215,0.052266292,4,1,1,1
1,1,0,1,0.339658514,0.255329332,0.052266292,4,1,1,-1
1,1,0,1,0.559979673,0.264003013,0.052266292,4,1,1,-1
1,0,0,1,0.461889446,0.215291958,0.052266292,4,1,1,1
1,0,0,1,0.361910591,0.239734379,0.052266292,4,1,1,1
1,0,0,1,0.431083911,0.271978631,0.052266292,4,1,1,1
1,0,0,NaN,0.735531069,NaN,0.052266292,5,0,0,3
1,0,0,NaN,0.644542431,NaN,0.052266292,5,0,0,3
1,1,1,NaN,0.52966811,NaN,0.052266292,5,0,0,3
1,0,0,NaN,0.613897144,NaN,0.052266292,5,0,0,3
1,1,1,NaN,0.475069768,NaN,0.052266292,5,0,0,3
1,0,0,NaN,0.519966386,NaN,0.052266292,5,0,0,3
1,1,1,NaN,0.444783124,NaN,0.052266292,5,0,0,3
