Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difference,Condition,Task
10,2,2,5,1.6823,0.3411,23,3,2
10,1,1,3,3.2367,0.81601,23,3,2
10,2,1,3,1.2271,0.76189,18,3,2
10,2,2,6,1.6792,0.76132,23,3,2
10,1,1,3,2.192,1.7195,23,3,2
10,1,1,3,1.3654,0.76143,18,3,2
10,2,2,2,2.8512,1.0699,18,3,2
10,2,2,2,2.2315,2.171,13,3,2
10,2,2,1,1.3218,0.4769,13,3,2
10,2,1,2,1.6292,0.35427,8,3,2
10,1,1,3,1.1532,0.46995,13,3,2
10,1,1,2,1.1236,1.2155,13,3,2
10,1,1,2,1.1697,0.39281,8,3,2
10,2,2,3,1.3508,0.71662,8,3,2
10,2,2,2,3.7433,2.0313,3,3,2
10,2,2,1,1.9514,0.53925,3,3,2
10,1,1,3,1.7749,4.0526,3,3,2
10,2,1,2,3.7948,0.56494,3,1,2
10,1,1,3,1.6048,0.7232,8,2,2
10,1,2,3,3.1632,0.8892,8,1,2
10,2,2,3,1.3211,0.75212,8,2,2
10,1,2,2,1.1505,0.98909,3,2,2
10,2,1,3,1.499,0.63863,8,2,2
10,1,2,3,1.0999,0.67996,13,2,2
10,1,2,4,5.3007,0.80391,18,2,2
10,2,2,4,0.99053,0.64206,13,1,2
10,2,1,3,5.5401,0.80735,23,2,2
10,1,1,2,0.96908,0.80605,13,1,2
10,2,2,5,1.5688,0.71959,28,2,2
10,2,2,2,2.0511,0.67018,8,1,2
10,2,1,2,2.0507,1.4172,8,1,2
10,2,2,2,2.6518,1.1198,13,1,2
10,1,1,3,1.0576,0.672,28,2,2
10,1,1,4,0.87667,0.72754,23,2,2
10,1,1,2,1.3732,0.8477,13,1,2
10,2,2,3,1.8719,0.78531,8,1,2
10,2,2,5,1.4936,0.3208,23,2,2
10,1,1,1,1.3219,1.1876,8,1,2
10,2,2,3,2.7519,1.3926,18,2,2
10,2,1,2,1.1911,0.69203,3,1,2
10,2,2,3,1.688,1.6341,18,2,2
10,1,1,4,1.2826,0.78349,8,1,2
10,1,1,2,1.1795,0.73005,13,2,2
10,1,1,2,0.98946,0.52597,13,2,2
10,2,1,3,1.3452,0.78583,8,2,2
10,1,1,2,0.77645,0.7289,8,1,2
10,1,1,3,2.7292,0.90752,13,2,2
10,1,2,3,3.393,1.2286,13,2,2
10,2,1,4,0.97281,0.93667,3,1,2
10,1,1,2,0.86096,0.5599,8,1,2
10,2,2,3,1.2996,0.63687,18,2,2
10,1,1,3,1.0532,2.053,18,2,2
10,2,2,4,1.0923,0.56935,8,1,2
10,1,2,2,3.1849,1.2606,13,2,2
10,2,1,4,1.9056,1.3417,3,1,2
10,2,2,3,1.1219,1.404,18,2,2
10,1,1,4,1.631,0.9587,18,2,2
10,2,2,2,2.944,0.61684,8,1,2
10,2,2,3,1.8152,0.8046,8,1,2
10,1,1,1,1.1548,0.58903,3,1,2
10,1,1,2,0.98291,0.59624,13,2,2
10,2,2,4,1.1885,0.72435,13,2,2
10,2,1,3,3.4131,0.93463,8,2,2
10,1,1,6,1.287,1.6598,13,2,2
10,1,1,1,1.1674,0.69977,3,1,2
10,2,2,3,1.1599,0.66097,13,2,2
10,1,2,1,3.4879,0.65756,3,1,2
10,2,1,2,1.4641,0.32208,8,1,2
10,2,2,3,1.9094,0.9678,13,1,2
10,1,2,1,2.2961,1.3361,13,1,2
10,1,1,5,1.2011,1.056,18,1,2
10,1,1,3,1.3287,0.36607,18,1,2
10,2,2,3,1.4995,0.58953,13,1,2
10,1,1,2,2.8065,0.76161,8,2,2
10,2,1,1,1.29,1.523,8,2,2
10,1,1,3,0.91097,2.5186,13,2,2
10,2,2,4,3.2041,0.85635,13,1,2
10,1,1,2,1.5189,1.1975,8,1,2
10,2,2,3,1.2292,0.89936,13,2,2
10,1,1,2,0.85467,0.57498,8,1,2
10,2,2,1,1.9828,0.19039,3,1,2
10,1,1,2,1.9409,3.0525,3,1,2
10,2,2,1,1.595,0.32187,3,1,2
10,1,1,2,1.5113,0.43728,3,1,2
10,2,2,3,3.3317,1.041,8,2,2
10,2,2,4,3.129,1.2378,8,2,2
10,1,2,2,2.8147,1.3338,3,1,2
10,1,1,3,1.097,0.70892,3,2,2
10,2,1,3,1.1199,0.80065,3,2,2
10,2,2,2,1.0688,0.80423,8,2,2
10,1,2,4,2.24,0.8569,8,1,2
10,2,2,4,3.054,1.0483,8,2,2
10,2,1,3,1.7322,0.64794,13,1,2
10,1,1,5,1.343,0.76016,18,1,2
10,1,1,3,1.1712,0.5165,3,2,2
10,2,1,2,3.3231,0.65524,18,1,2
10,1,1,2,1.1278,0.46935,3,2,2
10,2,2,3,2.4834,0.67146,3,3,2
10,1,2,4,3.3513,0.97207,3,3,2
10,1,1,2,1.7784,0.71968,8,3,2
10,2,1,3,1.4097,0.44605,8,3,2
10,1,1,4,0.87457,0.57537,13,3,2
10,2,2,3,1.1317,0.94821,13,3,2
10,2,2,2,3.6516,0.83649,8,3,2
10,2,2,2,2.3446,0.91738,8,3,2
10,2,1,2,1.5439,1.9259,3,3,2
10,2,2,4,2.0246,0.83399,8,3,2
10,2,1,2,2.1607,1.0639,8,3,2
10,1,1,3,1.5457,0.63963,13,3,2
10,2,2,3,2.717,0.72532,13,3,2
10,1,1,3,1.1722,1.1817,8,3,2
10,2,1,4,2.2572,0.79321,8,3,2
10,1,1,3,1.4497,0.67684,13,3,2
10,1,1,2,1.3194,0.70479,13,3,2
10,2,1,4,2.7139,0.85746,8,3,2
10,1,2,5,1.0047,0.71293,13,3,2
10,2,2,6,1.5073,0.32242,18,3,2
10,2,1,4,1.1973,0.34684,18,3,2
10,2,1,4,1.0271,0.44831,23,3,2
10,2,2,6,1.8839,0.23104,28,3,2
10,2,2,6,1.2022,0.31105,28,3,2
10,1,2,3,1.9213,0.38838,23,3,2
10,1,1,3,1.7993,0.42369,28,3,2
10,1,1,4,1.6569,0.5411,28,3,2
10,2,1,3,1.5959,0.77549,23,3,2
10,1,1,5,1.1036,0.80006,28,3,2
10,1,1,4,1.0708,1.5555,28,3,2
10,1,1,2,2.0815,0.56771,23,3,2
10,2,1,2,3.5059,0.68399,23,3,2
10,1,2,3,2.1146,0.54097,28,3,2
10,1,1,4,2.732,0.96029,33,3,2
10,1,1,3,2.6731,1.0839,33,3,2
10,2,1,2,6.4364,0.30584,28,3,2
10,1,1,2,4.06,0.88909,33,3,2
10,1,2,3,3.8049,1.0225,33,3,2
10,1,2,4,2.796,0.97709,38,3,2
10,2,2,5,1.2305,0.35109,43,3,2
11,2,2,3,3.7365,1.4588,0.91,2,1
11,1,2,4,2.0871,1.6472,0.46,1,1
11,1,1,3,2.5901,0.94637,0.91,2,1
11,2,1,4,4.1846,1.2324,0.86,2,1
11,2,NaN,NaN,NaN,NaN,0.51,1,1
11,1,2,5,1.802,1.3028,0.56,1,1
11,2,2,6,1.6922,1.2519,0.61,1,1
11,2,2,2,2.609,1.2128,0.91,2,1
11,2,2,4,3.0348,0.93759,0.61,1,1
11,1,1,6,2.0941,1.5993,0.91,2,1
11,1,1,5,1.5489,1.1552,0.56,1,1
11,2,2,3,4.0806,0.94858,0.86,2,1
11,2,2,6,1.7615,0.62789,0.56,1,1
11,1,2,5,2.3587,0.65354,0.51,1,1
11,1,2,3,1.7047,0.70892,0.86,2,1
11,1,2,1,1.7008,0.71943,0.91,2,1
11,1,2,2,2.0196,0.75043,0.96,2,1
11,1,1,3,1.4853,0.54956,1.01,2,1
11,1,2,3,2.4182,0.69383,1.01,2,1
11,2,NaN,NaN,NaN,NaN,0.56,1,1
11,2,2,3,2.7207,0.75105,1.06,2,1
11,2,2,6,2.3688,1.1532,0.56,1,1
11,2,2,4,2.2672,1.4151,1.06,2,1
11,1,1,2,1.8146,0.74374,0.56,1,1
11,1,2,3,1.6501,0.58938,1.01,2,1
11,2,NaN,NaN,NaN,NaN,0.51,1,1
11,1,1,3,3.2732,1.0461,1.06,2,1
11,1,2,3,1.676,0.4469,0.51,1,1
11,2,1,2,3.1743,1.0727,1.06,2,1
11,1,1,3,1.9132,0.60002,1.11,2,1
11,2,2,6,1.2461,1.9969,0.56,1,1
11,2,2,1,1.9703,0.76482,1.11,2,1
11,1,2,5,1.6961,0.84281,0.56,1,1
11,1,2,3,2.3096,0.80047,1.06,2,1
11,2,2,3,2.8932,1.0977,1.11,2,1
11,2,2,6,1.3225,0.60216,0.61,1,1
11,2,1,4,2.8476,0.59167,0.61,1,1
11,1,1,4,2.1272,0.64823,1.11,2,1
11,2,1,4,3.5315,0.59076,0.66,1,1
11,1,1,3,2.3254,1.1358,0.71,1,1
11,2,1,4,3.0187,0.43069,0.71,1,1
11,2,2,1,4.7094,1.2871,1.06,2,1
11,2,2,3,1.4143,0.9739,1.06,2,1
11,1,2,6,1.4111,0.49628,0.76,1,1
11,1,1,3,2.4263,0.49133,1.01,2,1
11,2,2,4,1.4164,0.58938,1.01,2,1
11,1,1,5,1.921,0.61185,0.81,1,1
11,2,1,3,1.5604,0.70035,0.96,2,1
11,2,1,3,3.1573,0.45525,1.01,2,1
11,2,2,5,1.7248,1.7327,0.81,1,1
11,2,2,2,4.4532,0.60032,1.06,2,1
11,1,2,3,1.5768,0.93732,0.76,1,1
11,2,2,5,2.3875,0.4854,0.81,1,1
11,2,2,6,1.307,0.3751,0.81,1,1
11,1,1,4,1.7582,0.76144,1.06,2,1
11,2,1,4,1.7046,0.72337,1.01,2,1
11,1,1,3,2.3658,1.202,1.06,2,1
11,2,NaN,NaN,NaN,NaN,0.76,1,1
11,2,1,3,2.0659,0.73586,1.06,2,1
11,1,1,4,1.8161,0.66195,1.11,2,1
11,1,1,4,3.83,0.71293,0.76,1,1
11,2,2,6,1.25,0.49818,0.76,1,1
11,1,2,4,1.2354,1.0155,0.71,1,1
11,2,1,2,1.8797,0.71925,1.11,2,1
11,2,1,4,1.4187,0.61274,1.16,2,1
11,2,2,3,2.4655,0.50539,0.76,1,1
11,1,1,2,2.0435,0.72619,1.21,2,1
11,1,1,3,1.4647,0.69548,1.21,2,1
11,1,1,4,1.9099,0.65535,0.76,1,1
11,2,2,4,2.0657,0.76798,0.71,1,1
11,1,1,4,1.954,0.88027,0.71,1,1
11,1,2,1,1.8103,0.68509,0.66,1,1
11,1,1,3,1.8065,0.5683,0.71,1,1
11,1,1,5,1.54,0.64568,0.71,1,1
11,1,2,4,1.3676,1.1268,0.66,1,1
11,1,1,5,2.1005,0.59563,1.16,2,1
11,1,1,3,4.4497,0.66455,1.16,2,1
11,2,2,5,1.793,0.46552,0.71,1,1
11,1,1,4,2.3988,0.97182,1.11,2,1
11,2,2,4,1.806,1.0395,0.71,1,1
11,2,2,3,2.6151,1.0308,0.46,3,1
11,2,2,2,2.5232,1.0949,0.46,3,1
11,2,NaN,NaN,NaN,NaN,0.41,3,1
11,2,2,4,1.4806,1.2963,0.41,3,1
11,1,2,5,1.5237,0.63949,0.41,3,1
11,2,1,4,3.8308,1.3795,0.46,3,1
11,2,1,3,2.0046,0.46522,0.51,3,1
11,2,1,4,2.3091,0.5669,0.56,3,1
11,2,1,5,1.9152,0.57531,0.61,3,1
11,1,2,3,1.9932,0.34893,0.66,3,1
11,2,2,5,1.4925,0.62306,0.71,3,1
11,2,1,4,2.3051,0.65463,0.71,3,1
11,2,2,6,1.7803,0.48907,0.76,3,1
11,2,NaN,NaN,NaN,NaN,0.76,3,1
11,1,1,3,1.8389,0.30549,0.76,3,1
11,1,1,3,4.0051,0.59529,0.71,3,1
11,1,1,4,2.4832,1.437,0.71,3,1
11,2,2,5,2.167,0.41173,0.66,3,1
11,2,2,5,1.6252,0.3519,0.66,3,1
11,1,2,1,3.8434,0.26577,0.61,3,1
11,2,NaN,NaN,NaN,NaN,0.66,3,1
11,1,2,3,4.8978,0.51694,0.66,3,1
11,1,2,4,1.5973,0.35826,0.71,3,1
11,2,2,2,1.8319,1.0495,0.76,3,1
11,1,1,2,4.3982,1.0544,0.76,3,1
11,2,1,4,1.7386,0.38778,0.71,3,1
11,1,1,2,1.5992,1.1612,0.76,3,1
11,1,1,1,2.1704,0.74048,0.76,3,1
11,1,1,1,1.5186,0.56668,0.71,3,1
11,1,1,5,1.4368,0.57572,0.71,3,1
11,2,2,3,2.5652,0.42866,0.66,3,1
11,1,1,4,1.4692,0.39477,0.66,3,1
11,1,1,3,1.3792,1.0542,0.61,3,1
11,1,1,4,1.4345,0.60187,0.61,3,1
11,2,2,3,1.6742,0.32024,0.56,3,1
11,2,2,4,1.3785,0.39288,0.56,3,1
11,2,2,5,1.7023,0.4911,0.51,3,1
11,1,2,2,3.4868,0.59814,0.51,3,1
11,1,1,3,1.7935,0.51324,0.56,3,1
11,1,NaN,NaN,NaN,NaN,0.56,3,1
11,2,2,3,9.3599,1.1473,1.11,2,1
11,2,2,4,1.6326,0.82379,0.66,1,1
11,2,1,1,4.9709,1.735,1.06,2,1
11,2,2,3,2.3613,0.51739,1.11,2,1
11,2,2,6,1.2407,0.65856,0.66,1,1
11,1,1,4,2.5762,1.2013,0.61,1,1
11,1,1,5,1.509,0.70804,0.61,1,1
11,2,2,4,1.7882,0.95556,1.11,2,1
11,2,2,5,1.1539,0.62896,0.56,1,1
11,2,1,2,2.2099,0.96427,1.06,2,1
11,1,1,4,1.4522,0.52708,0.56,1,1
11,1,1,2,1.2648,1.1247,1.11,2,1
11,2,2,4,1.4458,0.52134,0.51,1,1
11,2,2,4,1.275,0.44813,0.51,1,1
11,2,2,1,2.078,0.72149,1.11,2,1
11,1,1,4,1.7129,0.51452,1.06,2,1
11,2,2,3,1.5295,0.65335,1.06,2,1
11,1,1,3,1.4418,0.71005,1.01,2,1
11,2,2,4,1.4468,0.47338,1.01,2,1
11,2,1,4,1.7993,0.50207,0.46,1,1
11,2,2,2,1.2902,0.47748,0.96,2,1
11,2,2,3,1.3205,0.3885,0.51,1,1
11,1,2,2,1.5127,0.45156,0.96,2,1
11,2,2,4,1.1923,0.47378,0.51,1,1
11,2,2,2,1.2336,0.47802,1.01,2,1
11,2,2,3,1.269,0.48458,0.46,1,1
11,1,1,4,1.5285,1.0737,1.01,2,1
11,2,2,3,2.1763,0.58337,0.46,1,1
11,2,1,3,2.6305,0.56475,0.96,2,1
11,1,1,5,1.4483,0.68427,1.01,2,1
11,2,2,3,1.2988,0.62621,0.41,1,1
11,2,2,3,1.7306,0.5554,1.01,2,1
11,2,2,4,1.3285,0.72584,0.41,1,1
11,1,1,6,1.3311,0.60719,0.96,2,1
11,2,1,4,2.8638,0.61409,0.96,2,1
11,2,1,3,2.4685,1.1016,0.36,1,1
11,1,2,2,1.8697,0.87328,0.41,1,1
11,1,1,4,2.4759,0.90052,1.01,2,1
11,1,1,2,2.3549,0.69535,0.46,1,1
11,1,1,3,1.6479,0.51178,0.46,1,1
11,1,2,5,1.5335,1.0773,0.41,1,1
11,1,1,2,1.3085,0.58436,1.01,2,1
11,1,1,5,1.2308,0.84671,0.96,2,1
11,2,1,2,3.8296,0.57176,0.46,1,1
11,1,1,3,2.0871,0.98852,0.96,2,1
11,2,1,4,2.1106,1.2026,0.91,2,1
11,2,2,4,1.6257,0.8559,0.51,1,1
11,1,1,4,2.0894,0.91743,0.96,2,1
11,1,1,5,1.677,0.78605,0.96,2,1
11,1,2,6,1.4098,0.64884,0.51,1,1
11,1,1,3,1.6329,0.73036,0.91,2,1
11,2,1,4,1.5942,0.58308,0.56,1,1
11,1,2,2,1.2932,0.44551,0.61,1,1
11,2,1,3,1.99,0.36273,0.66,1,1
11,1,1,2,2.0175,0.9602,0.91,2,1
11,2,1,3,2.1018,0.58058,0.86,2,1
11,2,2,2,1.7666,0.32711,0.91,2,1
11,1,1,3,1.5019,0.34833,0.71,1,1
11,1,1,3,1.9147,0.30013,0.91,2,1
11,1,2,3,1.2558,0.35137,0.86,2,1
11,2,1,4,1.6136,0.44478,0.71,1,1
11,1,1,4,3.4979,0.67984,0.76,1,1
11,2,2,6,1.7969,0.78064,0.76,1,1
11,1,1,4,1.8807,0.36559,0.91,2,1
11,1,2,2,1.4844,0.74243,0.91,2,1
11,1,1,3,1.5521,0.59811,0.71,1,1
11,2,1,4,1.4146,1.2579,0.96,2,1
11,1,1,2,1.6069,0.74953,1.01,2,1
11,1,2,5,2.3079,1.1841,0.71,1,1
11,1,1,3,1.6646,0.75885,0.76,1,1
11,2,2,4,2.2262,0.87957,0.76,1,1
11,1,2,4,3.1512,0.99087,0.71,1,1
11,1,1,5,3.7271,0.66227,0.76,1,1
11,1,2,5,1.2079,0.53871,0.76,1,1
11,2,2,4,2.5117,0.54953,0.81,1,1
11,1,1,4,1.4107,0.37289,1.01,2,1
11,2,2,3,1.7108,0.37378,0.96,2,1
11,1,1,4,1.1779,0.41836,0.81,1,1
11,2,2,3,1.9304,0.34154,0.96,2,1
11,1,2,2,3.0438,0.74133,0.76,1,1
11,2,2,3,2.076,1.0302,0.56,3,1
11,1,1,4,1.4941,0.51336,0.51,3,1
11,2,2,4,0.90931,0.64349,0.51,3,1
11,2,1,4,1.8978,0.6595,0.46,3,1
11,1,2,4,0.89168,0.73785,0.51,3,1
11,1,1,3,1.1795,0.88805,0.56,3,1
11,1,2,2,3.0016,0.87844,0.56,3,1
11,1,1,5,1.1418,1.0003,0.61,3,1
11,2,2,2,1.2007,1.0532,0.61,3,1
11,2,2,5,3.1842,0.45059,0.56,3,1
11,1,1,5,2.2455,0.30589,0.56,3,1
11,1,1,6,1.4962,0.9605,0.51,3,1
11,2,2,2,3.4218,0.38203,0.51,3,1
11,2,2,4,1.3643,0.39631,0.46,3,1
11,1,1,4,1.687,0.26449,0.46,3,1
11,1,1,5,1.3452,0.36712,0.41,3,1
11,1,2,5,1.4853,0.5101,0.41,3,1
11,1,1,6,1.6865,0.47977,0.46,3,1
11,1,1,5,1.4417,0.63935,0.46,3,1
11,1,1,4,2.0325,1.1412,0.41,3,1
11,2,1,6,1.2579,0.60605,0.41,3,1
11,1,1,3,2.2729,0.20851,0.46,3,1
11,1,1,2,2.1636,0.78897,0.46,3,1
11,2,2,2,2.4464,0.38301,0.41,3,1
11,2,2,4,0.96492,0.51343,0.41,3,1
11,1,1,3,1.6515,0.56907,0.36,3,1
11,1,1,4,1.58,0.71567,0.36,3,1
11,2,1,4,1.4413,0.24034,0.31,3,1
11,2,1,3,2.9992,0.38433,0.36,3,1
11,1,1,4,1.2315,0.36431,0.41,3,1
11,2,2,3,2.3356,0.33974,0.41,3,1
11,2,1,4,1.7945,0.43968,0.36,3,1
11,2,1,3,2.9409,0.22014,0.41,3,1
11,2,2,5,1.6212,1.0422,0.46,3,1
11,1,1,5,2.6589,0.38067,0.46,3,1
11,1,1,3,2.5676,1.1264,0.41,3,1
11,1,2,1,2.2838,0.58753,0.41,3,1
11,2,2,5,2.512,1.1474,0.46,3,1
11,1,1,5,1.2771,0.60156,0.46,3,1
11,2,1,4,1.3872,0.22431,0.41,3,1
11,2,2,4,2.1792,0.53274,0.91,2,1
11,1,1,5,1.4194,0.89469,0.81,1,1
11,1,1,5,2.2604,1.3635,0.91,2,1
11,1,2,4,4.6614,0.96361,0.86,2,1
11,2,2,4,1.2032,0.4461,0.81,1,1
11,1,1,4,1.9077,0.34941,0.76,1,1
11,1,NaN,NaN,NaN,NaN,0.76,1,1
11,2,1,2,2.6366,1.0044,0.91,2,1
11,1,1,4,1.3704,0.41138,0.76,1,1
11,1,1,4,1.4621,0.52432,0.96,2,1
11,1,1,4,2.0932,0.47452,0.71,1,1
11,1,1,2,2.1116,0.42692,0.96,2,1
11,1,1,3,1.8533,0.34934,0.71,1,1
11,1,2,4,1.3226,0.44279,0.66,1,1
11,2,2,3,3.8194,0.41491,0.91,2,1
11,2,1,5,1.7323,1.437,0.91,2,1
11,2,2,2,2.6396,0.7082,0.96,2,1
11,2,1,3,3.4072,0.95669,0.96,2,1
11,2,1,3,1.8025,0.5256,1.01,2,1
11,2,2,5,1.2829,0.60586,0.71,1,1
11,1,1,2,1.9232,0.75109,1.06,2,1
11,1,1,5,1.3328,0.4677,0.71,1,1
11,1,1,3,1.6719,0.43125,1.06,2,1
11,2,2,4,2.1652,0.40548,0.66,1,1
11,2,1,3,2.6914,0.47998,1.01,2,1
11,2,2,4,1.4102,0.43235,0.66,1,1
11,2,2,5,1.1418,0.5218,1.06,2,1
11,2,2,4,1.1256,0.39337,0.61,1,1
11,2,1,2,2.3397,1.2619,1.06,2,1
11,1,2,3,1.3337,0.45304,1.11,2,1
11,2,2,6,1.1836,0.49308,0.61,1,1
11,2,1,4,1.699,0.46924,1.16,2,1
11,2,2,3,1.3227,0.79146,0.56,1,1
11,1,2,4,1.0562,0.3255,1.21,2,1
11,2,2,4,1.0543,0.34095,1.26,2,1
11,1,NaN,NaN,NaN,NaN,0.56,1,1
11,1,2,4,1.9468,0.35123,0.56,1,1
11,1,1,5,1.7296,0.38947,1.26,2,1
11,1,1,5,1.6469,2.5218,0.61,1,1
11,1,2,6,1.322,0.5759,0.61,1,1
11,1,1,5,1.4396,0.50747,0.66,1,1
11,2,2,3,1.3213,0.91153,1.21,2,1
11,2,1,2,1.4434,0.96494,1.21,2,1
11,2,2,3,1.2999,0.60701,0.66,1,1
11,1,1,4,1.689,0.41122,1.26,2,1
11,1,2,4,1.461,0.32763,1.26,2,1
11,2,2,4,1.263,0.27651,0.61,1,1
11,1,1,4,1.3392,0.42387,1.31,2,1
11,1,1,4,1.3871,0.32169,1.31,2,1
11,2,2,4,1.1172,0.34454,0.61,1,1
11,2,2,4,1.6842,0.45473,1.26,2,1
11,1,1,4,1.4961,1.5167,0.56,1,1
11,1,1,2,2.1976,0.79654,0.56,1,1
11,2,2,4,1.15,0.58141,0.51,1,1
11,1,1,3,1.5889,0.41068,1.26,2,1
11,2,1,3,2.4448,0.62745,1.21,2,1
11,1,1,4,1.6016,0.37948,1.26,2,1
11,1,2,2,3.0619,0.49071,0.51,1,1
11,2,2,1,2.256,0.74169,1.26,2,1
11,1,1,3,1.3936,0.43418,1.21,2,1
11,1,2,3,2.3801,0.4861,0.56,1,1
11,1,1,6,1.25,0.53368,0.61,1,1
11,1,1,5,1.6032,0.43818,0.61,1,1
11,2,2,3,1.2951,0.40115,1.21,2,1
11,2,2,2,1.8049,0.92769,1.16,2,1
11,2,2,3,1.7777,0.37421,0.56,1,1
11,2,2,2,1.501,0.30326,1.16,2,1
11,1,1,3,1.4185,0.56529,1.11,2,1
11,2,2,4,1.1922,0.43422,0.56,1,1
11,2,2,2,1.2702,0.79236,0.51,1,1
11,2,2,3,1.1499,0.38586,0.51,1,1
11,1,2,3,1.4333,0.3503,0.46,1,1
11,1,2,2,1.3997,0.4035,0.51,1,1
11,2,2,3,1.097,0.4191,0.56,1,1
11,2,2,2,1.2379,0.45838,0.56,1,1
11,2,2,4,1.3725,0.37842,1.11,2,1
11,2,2,3,1.3905,0.63763,1.06,2,1
11,2,2,1,1.8118,1.4605,0.51,1,1
11,1,1,5,1.7694,0.88131,1.06,2,1
11,1,1,3,1.8001,0.46461,0.51,1,1
11,2,1,3,2.1091,1.0795,0.46,3,1
11,1,NaN,NaN,NaN,NaN,0.51,3,1
11,2,1,5,0.99408,0.81613,0.51,3,1
11,2,2,6,2.1199,0.62735,0.56,3,1
11,1,1,5,3.1306,0.27387,0.56,3,1
11,2,1,3,2.4499,0.73928,0.51,3,1
11,2,2,4,1.6653,0.27691,0.56,3,1
11,1,NaN,NaN,NaN,NaN,0.56,3,1
11,1,1,5,2.1937,0.55457,0.56,3,1
11,1,2,4,1.6193,0.25745,0.51,3,1
11,1,1,5,1.3139,0.31792,0.56,3,1
11,1,1,5,1.3445,0.26256,0.56,3,1
11,1,1,4,2.0271,0.29969,0.51,3,1
11,2,1,3,1.3155,0.25232,0.51,3,1
11,1,1,3,2.016,0.25441,0.56,3,1
11,1,1,5,1.5569,0.31246,0.56,3,1
11,2,1,3,2.5711,0.27393,0.51,3,1
11,1,1,2,2.4419,0.45537,0.56,3,1
11,1,1,3,1.7336,0.2774,0.56,3,1
11,1,1,4,1.8306,0.15158,0.51,3,1
11,2,1,4,2.2964,0.14908,0.51,3,1
11,2,2,3,2.6539,0.41209,0.56,3,1
11,2,2,6,1.7222,0.60499,0.56,3,1
11,1,1,4,1.6208,0.33363,0.51,3,1
11,1,1,4,3.9448,0.24346,0.51,3,1
11,2,2,3,1.1822,0.35507,0.46,3,1
11,2,1,5,1.658,0.36081,0.46,3,1
11,2,2,5,1.5075,0.57556,0.51,3,1
11,1,2,3,3.785,1.0258,0.51,3,1
11,2,1,4,3.1815,0.67125,0.56,3,1
11,1,1,4,1.0751,0.6262,0.61,3,1
11,1,1,4,0.90466,0.42548,0.61,3,1
11,1,1,3,1.9484,0.44204,0.56,3,1
11,2,1,5,1.6769,0.55687,0.56,3,1
11,1,1,5,1.3162,0.38882,0.61,3,1
11,2,1,5,1.2183,0.38769,0.61,3,1
11,1,1,5,2.6095,0.41782,0.66,3,1
11,1,2,3,2.5128,0.38059,0.66,3,1
11,2,1,5,1.2616,0.91856,0.71,3,1
11,1,1,6,1.4875,0.27725,0.76,3,1
11,1,1,4,3.5679,0.48662,1.01,2,1
11,2,2,4,1.4298,0.45705,0.46,1,1
11,2,2,3,1.6284,0.8007,1.01,2,1
11,1,1,5,2.8406,0.76987,0.96,2,1
11,1,1,5,1.5417,0.40184,0.46,1,1
11,1,1,4,3.8709,0.59694,0.41,1,1
11,1,2,3,1.4074,0.32544,0.41,1,1
11,2,2,4,1.191,0.35833,0.96,2,1
11,2,2,2,1.3128,0.8459,0.46,1,1
11,2,1,4,2.1022,0.53958,0.91,2,1
11,2,2,4,1.1547,0.32675,0.46,1,1
11,1,1,4,1.6469,0.29474,0.96,2,1
11,2,2,3,1.0617,0.3413,0.41,1,1
11,1,2,5,1.0668,0.41708,0.41,1,1
11,2,1,5,1.7653,0.32805,0.96,2,1
11,1,1,3,1.663,0.30141,1.01,2,1
11,1,1,4,1.8322,0.37755,1.01,2,1
11,1,1,3,2.8399,0.33309,0.96,2,1
11,1,1,5,1.528,0.68863,0.96,2,1
11,2,1,5,2.3534,0.78168,0.46,1,1
11,1,1,2,1.6833,0.48483,0.91,2,1
11,1,1,3,1.8049,0.31933,0.51,1,1
11,1,1,4,1.6681,0.51939,0.91,2,1
11,1,2,3,1.4921,0.35853,0.51,1,1
11,2,1,1,1.2681,1.3915,0.86,2,1
11,1,1,3,1.4887,0.48968,0.56,1,1
11,2,1,3,1.6221,0.33384,0.91,2,1
11,1,1,3,1.4108,0.40399,0.56,1,1
11,2,2,3,1.2744,0.30905,0.96,2,1
11,1,1,4,1.6351,0.3183,0.96,2,1
11,2,1,3,1.3766,0.32366,0.51,1,1
11,1,1,3,1.2461,0.33652,0.91,2,1
11,2,2,1,2.2997,0.54404,0.56,1,1
11,1,2,4,1.3604,0.30781,0.91,2,1
11,1,2,4,1.0648,0.60826,0.96,2,1
11,2,2,3,0.91489,0.37055,0.56,1,1
11,1,2,4,1.0736,0.38102,0.51,1,1
11,2,1,4,1.1569,0.32518,1.01,2,1
11,2,2,3,0.96925,0.37778,0.56,1,1
11,2,2,2,1.1568,0.33989,0.56,1,1
11,1,2,4,1.1759,0.31885,0.51,1,1
11,2,2,2,1.1097,0.41291,1.06,2,1
11,2,2,3,1.1605,0.34512,1.06,2,1
11,1,2,4,0.98499,0.39517,0.56,1,1
11,2,1,2,1.4421,0.51048,1.01,2,1
11,1,2,1,1.3965,0.47048,1.06,2,1
11,1,2,1,2.5364,0.3296,0.61,1,1
11,2,1,3,1.5071,0.41432,1.11,2,1
11,1,1,3,1.313,0.35031,1.16,2,1
11,2,2,2,2.1634,0.43383,0.66,1,1
11,2,2,1,1.2983,0.35201,1.16,2,1
11,2,2,3,1.1344,0.64391,0.66,1,1
