Subj_idx,Block,Trial,RT_stop,Stimulus,Response,Error,Confidence,RT_confidence,ErrorDirectionJudgment,RT_directionJudgment
1,1,1,4.48580498866213,11,12,1,3,11.69646133,-1,9.02850952800009
1,1,2,4.62657596371882,11,12,1,3,2.10594119100006,-1,3.46297769500006
1,1,3,4.37551020408163,11,12,1,2,1.07390087199997,1,1.392314618
1,1,4,4.02285714285714,11,11,0,3,1.54289983699982,1,1.65064172300004
1,1,5,4.89360544217687,11,12,1,2,1.33259528500002,1,4.05823354599988
1,1,6,4.61496598639456,11,11,0,2,2.72838564899985,1,3.65341330899992
1,1,7,4.7092970521542,11,12,1,2,1.85310050599992,1,0.795615269999871
1,1,8,3.88063492063492,11,11,0,3,1.16185219499994,1,1.02995999199993
1,1,9,4.18975056689342,11,11,0,2,0.800903425999877,1,0.499686918999942
1,1,10,4.19265306122449,11,11,0,2,1.60435929699997,-1,1.726927961
1,1,11,4.25360544217687,11,12,1,3,7.18475337700011,-1,0.620470080000132
1,1,12,4.51482993197279,11,11,0,1,1.8951376,-1,2.02924985000004
1,1,13,4.55111111111111,11,12,1,1,1.20345600099995,1,1.08657786999993
1,1,14,4.70204081632653,11,11,0,2,1.22946629000012,1,0.799359987000116
1,1,15,3.96770975056689,11,11,0,2,0.840064555000026,1,0.930178954999974
1,1,16,5.14176870748299,11,12,1,2,3.29085588699991,1,0.696942669000009
1,1,17,4.35519274376417,11,11,0,1,1.64480619899996,1,0.30981971999995
1,1,18,3.71519274376417,11,10,-1,2,2.92677324300007,-1,0.609395734000145
1,1,19,3.81823129251701,11,11,0,3,2.51280571200004,-1,1.94916930600016
1,1,20,6.15909297052154,11,16,5,1,1.40150218200006,1,1.05878297999993
1,1,21,4.45678004535147,11,11,0,3,1.43429891799997,1,0.395801500000061
1,1,22,4.1665306122449,11,11,0,2,0.881892600000128,1,0.465977831000146
1,1,23,4.35519274376417,11,11,0,2,2.72582708200002,1,0.442897521999839
