Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Condition,Training
1,2,2,3,1.04953469900011,0.20538765900028,0.08,0,0
1,2,2,3,0.249040278999928,0.174011385000085,0.07,0,0
1,1,1,2,0.23902402900012,0.132962240999859,0.07,0,0
1,2,2,4,0.271146991000023,0.323369778000142,0.06,0,0
1,1,1,4,0.302092050999818,0.401310123999792,0.06,0,0
1,2,2,4,0.240332845000012,0.19835093499978,0.05,0,0
1,2,2,4,0.398598415999913,0.157701654999983,0.05,0,0
1,2,1,4,0.0634420400001545,0.251814902000206,0.04,0,0
1,2,1,4,0.245412873000078,0.218417065999802,0.05,0,0
1,1,2,4,0.25732678400027,0.15006854000012,0.06,0,0
1,1,1,4,0.264012537000326,0.252299433000189,0.07,0,0
1,1,1,4,0.265653001999908,0.158149373000015,0.07,0,0
1,1,1,4,0.239967352999884,0.149736586000017,0.06,0,0
1,1,2,2,0.751009515999613,0.367460675000075,0.06,0,0
1,2,2,2,0.296417797000231,0.29940727200028,0.07,0,0
1,1,2,2,0.30273906299999,0.225470286000018,0.07,0,0
1,1,2,2,0.708575732000099,0.16728115900014,0.08,0,0
1,1,2,2,0.264416565999909,0.316744468999786,0.09,0,0
1,2,2,3,0.379620151000381,0.395120770999711,0.1,0,0
1,1,1,4,0.343253112000184,0.216225229000429,0.1,0,0
1,1,1,3,0.691142395000043,0.438480354000149,0.09,0,0
1,2,2,4,0.292183395000393,0.199256999000227,0.09,0,0
1,1,1,4,0.238697169999796,0.276362087000052,0.08,0,0
1,2,1,4,0.277254022999841,0.185171236999849,0.08,0,0
1,2,2,4,0.305519094999909,0.244487540999671,0.09,0,0
1,1,1,4,0.250765944999785,0.207632342000124,0.09,0,0
1,1,1,3,0.191404576999957,0.310356280000178,0.08,0,0
1,2,2,4,0.282204836999881,0.25384995200011,0.08,0,0
1,2,2,4,0.335687789000076,0.193203559000267,0.07,0,0
1,2,2,4,0.285323611999956,0.273115383000004,0.07,0,0
1,1,1,4,0.233842386000106,0.255590183000095,0.06,0,0
1,2,2,4,0.325490200999866,0.199659429999883,0.06,0,0
1,1,1,4,0.255062479000117,0.180191834999732,0.05,0,0
1,2,2,3,0.285380832000101,0.273058348000177,0.05,0,0
1,2,1,1,0.7380924160002,0.387255275999905,0.04,0,0
1,1,2,3,0.355065865000142,1.30003799099995,0.05,0,0
1,1,1,3,0.279299517999789,0.490683718000128,0.06,0,0
1,1,1,3,0.262640128999919,0.282842866999999,0.06,0,0
1,1,1,3,0.222986303999733,0.245260899999721,0.05,0,0
