Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Congruency,Accuracy
16,L,L,165.06,0.581,2.689,Incongr,1
16,L,L,176.95,0.609,2.646,Neutr,1
16,L,L,159.97,0.478,2.455,Incongr,1
16,R,R,152.15,0.425,4.088,Congr,1
16,L,L,188.16,0.463,3.262,Congr,1
16,L,L,168.08,0.475,5.019,Incongr,1
16,L,L,157.48,0.472,2.497,Neutr,1
16,R,R,175.39,0.547,4.946,Incongr,1
16,L,L,166.85,0.416,5.702,Congr,1
16,R,R,156.29,0.566,3.681,Neutr,1
16,R,R,173.48,0.395,3.982,Congr,1
16,L,L,186.57,0.534,3.292,Incongr,1
16,R,R,164.81,0.465,2.144,Incongr,1
16,R,R,164.29,0.443,3.039,Congr,1
16,L,L,178.39,0.534,3.013,Neutr,1
16,R,R,153.97,0.502,4.302,Incongr,1
16,L,L,154.01,0.491,1.901,Congr,1
16,R,R,184.09,0.495,2.924,Congr,1
16,R,R,188.9,0.52,2.07,Congr,1
16,R,R,155.9,0.42,3.138,Incongr,1
16,R,R,168.89,0.443,3.926,Incongr,1
16,R,R,160.67,0.459,4.08,Neutr,1
16,R,R,153.5,0.356,2.669,Neutr,1
16,L,L,174.32,0.491,3.88,Incongr,1
16,R,R,168.55,0.397,2.873,Congr,1
16,L,L,178.16,0.537,3.842,Neutr,1
16,L,L,174.02,0.455,2.949,Neutr,1
16,R,R,181.56,0.464,4.08,Incongr,1
16,R,R,188.33,0.443,2.123,Incongr,1
16,L,L,172.28,0.527,2.539,Incongr,1
16,R,R,173.1,0.516,3.097,Incongr,1
16,L,L,179.08,0.508,5.332,Incongr,1
16,L,L,191.46,0.505,4.058,Neutr,1
16,L,L,172.62,0.394,3.402,Congr,1
16,R,R,170.99,0.575,1.932,Congr,1
16,R,R,190.3,0.401,3.397,Neutr,1
16,R,R,177.44,0.469,3.107,Neutr,1
16,L,L,178.62,0.565,2.61,Congr,1
16,R,R,175.57,0.555,2.844,Neutr,1
16,L,L,161.91,0.552,2.828,Neutr,1
16,L,L,166.15,0.463,2.535,Incongr,1
16,R,R,168.16,0.445,2.649,Neutr,1
16,L,L,177.37,0.524,2.637,Congr,1
16,L,L,160.45,0.525,3.867,Incongr,1
16,L,L,171.96,0.474,2.582,Incongr,1
16,L,L,185.14,0.521,3.274,Neutr,1
16,L,L,176.65,0.472,2.319,Incongr,1
16,R,R,163.8,0.473,5.337,Incongr,1
16,R,R,179.96,0.528,2.779,Incongr,1
16,L,L,170,0.515,1.781,Congr,1
16,R,R,182.54,0.503,2.872,Congr,1
16,R,R,181.18,0.653,1.528,Neutr,1
16,L,L,182.28,0.441,2.959,Neutr,1
16,R,R,166.56,0.415,3.08,Congr,1
16,R,R,172.9,0.634,4.365,Incongr,1
16,L,L,191.46,0.601,1.421,Incongr,1
16,L,L,184.33,0.485,3.132,Congr,1
16,R,R,174.25,0.491,2.852,Incongr,1
16,L,L,181.33,0.473,2.847,Neutr,1
16,L,L,168.06,0.418,3.303,Incongr,1
16,L,L,176.19,0.376,3.877,Congr,1
16,R,R,172.12,0.615,3.779,Congr,1
16,R,R,174.42,0.402,2.411,Neutr,1
16,L,L,179.7,0.378,3.635,Congr,1
16,L,L,180.13,0.453,3.008,Incongr,1
16,R,R,171.65,0.48,2.778,Congr,1
16,L,L,174.18,0.329,1.943,Neutr,1
16,L,L,173.99,0.641,3.7,Incongr,1
16,L,L,158.46,0.461,2.674,Incongr,1
16,L,L,167.33,0.433,2.442,Congr,1
16,R,R,174.88,0.456,2.57,Incongr,1
16,R,R,181.04,0.439,3.658,Neutr,1
16,R,R,165.91,0.37,3.03,Neutr,1
16,R,R,177.63,0.408,2.111,Neutr,1
16,R,R,169.44,0.344,2.444,Congr,1
16,R,R,179.29,0.414,3.146,Neutr,1
16,R,R,161.19,0.484,2.198,Incongr,1
16,L,L,179.65,0.464,3.622,Neutr,1
16,L,L,166.48,0.375,2.724,Neutr,1
16,L,L,150.21,0.548,2.232,Congr,1
16,R,R,172.28,0.513,5.145,Incongr,1
16,R,R,163.01,0.509,3.737,Incongr,1
16,L,L,184.61,0.552,3.193,Incongr,1
16,L,L,176.24,0.435,2.024,Congr,1
16,L,L,187.96,0.456,3.196,Incongr,1
16,L,L,164.78,0.404,3.205,Congr,1
16,L,L,174.67,0.324,3.594,Neutr,1
16,R,R,179.45,0.55,2.067,Neutr,1
16,L,L,174.15,0.413,2.26,Congr,1
16,R,R,178.66,0.481,1.568,Incongr,1
16,L,L,180.13,0.442,2.126,Congr,1
16,L,L,161.3,0.436,5.193,Neutr,1
16,R,R,172.98,0.45,3.292,Congr,1
16,R,R,167.71,0.465,2.706,Incongr,1
16,R,R,175.88,0.743,2.68,Congr,1
16,L,L,180.72,0.488,3.799,Congr,1
16,L,L,162.09,0.604,2.306,Incongr,1
16,L,L,180.44,0.407,3.039,Incongr,1
16,L,L,182.6,0.395,2.316,Congr,1
16,L,L,173.82,0.393,2.486,Neutr,1
16,R,R,164.33,0.481,2.751,Neutr,1
16,L,L,175.14,0.515,3.808,Neutr,1
16,R,R,179.76,0.421,2.04,Incongr,1
16,R,NA,175.29,0.784,3.601,Congr,0
16,R,R,168.35,0.419,2.054,Neutr,1
16,L,L,187.59,0.44,3.716,Neutr,1
16,L,L,168.65,0.524,3.147,Congr,1
16,L,L,171.55,0.465,3.222,Incongr,1
16,R,R,174.17,0.577,1.969,Neutr,1
16,L,L,183.92,0.431,2.009,Incongr,1
16,R,R,165.62,0.471,3.79,Neutr,1
16,R,R,184.63,0.507,2.973,Congr,1
16,L,L,179.76,0.421,2.438,Neutr,1
16,L,L,174.66,0.446,2.192,Incongr,1
16,L,L,170.06,0.431,3.625,Neutr,1
16,R,R,173.72,0.442,3.001,Neutr,1
16,R,R,183.04,0.399,2.226,Incongr,1
16,R,R,168.78,0.476,3.237,Congr,1
16,R,R,168.18,0.514,2.479,Incongr,1
16,R,R,182.04,0.401,2.75,Incongr,1
16,R,R,181.71,0.408,3.105,Congr,1
16,R,R,170.41,0.386,3.682,Neutr,1
16,R,R,182.3,0.423,2.687,Congr,1
16,L,L,167.54,0.458,2.202,Neutr,1
16,R,R,180.45,0.512,3.319,Congr,1
16,R,R,171.24,0.413,4.037,Incongr,1
16,R,R,170.97,0.363,2.233,Neutr,1
16,R,R,190.5,0.439,1.905,Congr,1
16,L,L,163.96,0.495,3.676,Neutr,1
16,L,L,181.42,0.42,1.943,Neutr,1
16,L,L,181.41,0.398,2.399,Incongr,1
16,R,R,161.29,0.427,4.566,Incongr,1
16,R,R,173.49,0.537,3.513,Neutr,1
16,L,L,158.18,0.435,2.74,Incongr,1
16,R,R,170.24,0.385,3.377,Congr,1
16,L,L,166.35,0.695,3.279,Congr,1
16,R,R,160.52,0.5,3.827,Neutr,1
16,R,R,186.3,0.531,1.508,Incongr,1
16,R,R,172,0.465,2.146,Neutr,1
16,L,L,175.31,0.433,1.939,Incongr,1
16,R,R,180.28,0.383,2.481,Incongr,1
16,R,R,177.98,0.523,2.537,Neutr,1
16,L,L,172.11,0.733,2.44,Incongr,1
16,L,L,182.95,0.518,2.978,Neutr,1
16,L,L,171.9,0.457,3.117,Incongr,1
16,R,R,177.59,0.484,1.861,Incongr,1
16,L,L,185.02,0.387,2.896,Incongr,1
16,R,R,181.55,0.394,1.717,Incongr,1
16,L,L,177.16,0.416,1.915,Neutr,1
16,L,L,174.77,0.376,3.259,Incongr,1
16,L,L,181.83,0.493,3.408,Congr,1
16,L,L,178.14,0.724,2.526,Neutr,1
16,L,L,177.33,0.533,4.369,Incongr,1
16,L,L,172.85,0.402,2.242,Congr,1
16,L,L,179.67,0.443,2.153,Congr,1
16,R,R,166.14,0.523,4.294,Congr,1
16,R,R,184.07,0.465,4.238,Incongr,1
16,R,R,160.53,0.481,3.088,Neutr,1
16,R,R,172.13,0.377,2.192,Congr,1
16,R,R,176.04,0.489,3.584,Congr,1
16,R,R,185.42,0.485,2.207,Neutr,1
16,R,R,156.71,0.413,5.718,Incongr,1
16,L,L,180.31,0.458,2.385,Congr,1
16,L,L,176.34,0.441,3.406,Neutr,1
16,R,R,169.24,0.396,2.728,Incongr,1
16,R,R,163.07,0.443,3.592,Congr,1
16,L,L,177.34,0.458,2.594,Congr,1
16,L,L,177.05,0.462,2.074,Congr,1
16,R,R,183.83,0.389,2.414,Congr,1
16,L,L,167.72,0.399,3.984,Congr,1
16,L,L,181.4,0.493,3.912,Neutr,1
16,R,R,172.89,0.448,2.731,Congr,1
16,L,L,167,0.422,2.1,Incongr,1
16,L,L,180.5,0.391,2.733,Congr,1
16,L,L,173.14,0.365,1.735,Neutr,1
16,R,R,170,0.453,2.633,Incongr,1
16,R,R,170.43,0.349,2.632,Incongr,1
16,L,L,163.75,0.444,2.48,Congr,1
16,R,R,173.12,0.376,1.71,Incongr,1
16,L,L,168.24,0.403,3.631,Neutr,1
16,L,L,172.14,0.414,2.639,Congr,1
16,R,R,172.86,0.465,3.291,Congr,1
16,R,R,169,0.407,3.409,Congr,1
16,R,R,169.34,0.452,2.969,Congr,1
16,R,R,174.06,0.388,4.468,Neutr,1
16,L,L,169.1,0.479,2.745,Incongr,1
16,R,R,169.46,0.42,2.412,Neutr,1
16,L,L,173.54,0.519,2.925,Incongr,1
16,R,R,171.53,0.36,3.056,Neutr,1
16,L,L,169.6,0.387,2.476,Neutr,1
16,L,L,174.9,0.482,2.344,Incongr,1
16,R,R,184.19,0.536,4.025,Congr,1
16,R,R,168.03,0.341,3.418,Neutr,1
16,L,L,188.5,0.418,3.743,Neutr,1
16,L,L,181,0.508,1.821,Congr,1
16,L,L,162.55,0.436,3.799,Neutr,1
16,R,R,185.36,0.53,2.732,Neutr,1
17,L,L,265.01,0.479,4.785,Neutr,1
17,R,R,296.23,0.367,3.469,Congr,1
17,R,R,108,0.593,4.575,Neutr,1
17,L,L,245.33,0.355,5.592,Neutr,1
17,R,R,310.92,0.37,10.53,Congr,1
17,L,L,249.28,0.379,4.662,Neutr,1
17,R,R,227.56,0.363,5.631,Neutr,1
17,L,L,236.62,0.362,11.153,Congr,1
17,L,L,281.37,0.395,5.088,Incongr,1
17,R,R,99.29,0.412,2.58,Incongr,1
17,L,L,273.04,0.329,3.114,Neutr,1
17,R,R,290.64,0.382,6.818,Neutr,1
17,L,R,42,0.458,3.066,Incongr,0
17,R,R,251.12,0.413,5.186,Incongr,1
17,L,L,180.11,0.44,8.345,Neutr,1
17,R,R,236.02,0.395,24.917,Neutr,1
17,L,L,182.2,0.432,3.674,Incongr,1
17,L,L,239.94,0.362,36.649,Congr,1
17,R,R,131.17,0.422,22.273,Neutr,1
17,R,R,65.67,0.451,5.995,Incongr,1
17,R,R,231.14,0.346,4.191,Congr,1
17,R,R,221.8,0.352,4.39,Incongr,1
17,L,L,269.85,0.363,4.016,Congr,1
17,R,R,273.65,0.367,2.951,Congr,1
17,L,L,196.83,0.396,7.517,Neutr,1
17,R,R,191.98,0.424,2.987,Congr,1
17,L,L,328.19,0.317,4.786,Congr,1
17,R,R,243.78,0.392,1.522,Neutr,1
17,L,L,282.26,0.383,6.116,Neutr,1
17,L,L,299.4,0.36,4.591,Congr,1
17,R,R,224.89,0.4,4.029,Incongr,1
17,L,L,231.31,0.357,5.527,Congr,1
17,L,L,223.7,0.403,3.085,Incongr,1
17,L,L,181.3,0.524,2.702,Neutr,1
17,L,L,273.85,0.359,5.061,Congr,1
17,R,R,213.25,0.375,3.72,Incongr,1
17,L,R,46.57,0.329,2.03,Incongr,0
17,R,R,282.07,0.287,4.121,Congr,1
17,L,L,262.88,0.413,2.501,Incongr,1
17,R,R,228.67,0.371,2.546,Incongr,1
17,L,L,207.73,0.401,2.525,Congr,1
17,R,R,214.33,0.374,5.169,Incongr,1
17,R,R,304.48,0.356,3.16,Congr,1
17,L,L,229.55,0.327,4.057,Congr,1
17,L,L,225.52,0.385,3.231,Incongr,1
17,L,L,327.47,0.42,2.89,Incongr,1
17,L,L,309.82,0.316,3.14,Congr,1
17,R,R,170.3,0.392,3.391,Incongr,1
17,R,R,274.54,0.324,1.805,Congr,1
17,R,R,254.25,0.406,1.933,Neutr,1
17,R,R,270.59,0.361,3.981,Congr,1
17,R,R,264.66,0.345,2.952,Neutr,1
17,R,L,67.33,0.402,5.517,Congr,0
17,L,L,290.16,0.382,4.409,Congr,1
17,R,R,281.33,0.32,2.171,Neutr,1
17,L,L,283.11,0.38,4.711,Congr,1
17,R,R,291.38,0.369,2.133,Neutr,1
17,L,L,299.4,0.336,5.426,Neutr,1
17,L,L,67.76,0.454,5.477,Incongr,1
17,L,L,128.17,0.389,2.991,Neutr,1
17,L,L,210.93,0.348,2.688,Neutr,1
17,R,R,277.31,0.385,2.616,Incongr,1
17,L,L,214.12,0.405,3.048,Incongr,1
17,R,R,235.81,0.343,3.263,Incongr,1
17,L,L,62.91,0.427,2.856,Incongr,1
17,R,R,207.85,0.375,2.096,Neutr,1
17,R,R,239.22,0.328,4.333,Incongr,1
17,L,L,237.06,0.399,1.953,Incongr,1
17,R,R,273.38,0.368,1.893,Neutr,1
17,L,L,309.92,0.333,3.286,Neutr,1
17,R,R,111.75,0.539,3.657,Congr,1
17,R,R,208.12,0.372,2.941,Congr,1
17,L,L,201.18,0.373,2.324,Congr,1
17,R,R,212.36,0.314,2.157,Congr,1
17,R,R,272.53,0.394,3.465,Neutr,1
17,R,R,245.03,0.338,2.287,Neutr,1
17,L,L,243.93,0.339,1.902,Congr,1
17,L,R,72.05,0.345,2.196,Incongr,0
17,R,R,181.25,0.374,1.928,Neutr,1
17,L,L,273.06,0.346,1.824,Congr,1
17,R,R,261.25,0.377,2.154,Neutr,1
17,R,R,182.07,0.345,3.206,Congr,1
17,L,L,144.68,0.315,2.071,Neutr,1
17,R,R,100.21,0.434,1.738,Incongr,1
17,R,R,298.1,0.36,2.456,Neutr,1
17,L,R,66.66,0.371,2.904,Incongr,0
17,R,R,167.75,0.43,2.633,Incongr,1
17,R,R,248.08,0.349,2.718,Neutr,1
17,R,R,263.86,0.381,1.918,Neutr,1
17,L,L,266.2,0.39,1.813,Incongr,1
17,L,L,254.08,0.366,2.33,Congr,1
17,L,L,206.5,0.438,2.334,Congr,1
17,R,R,159.32,0.384,4.438,Congr,1
17,L,L,230.62,0.349,2.935,Neutr,1
17,L,R,90.4,0.288,2.894,Neutr,0
17,L,L,210.65,0.397,1.792,Incongr,1
17,L,L,235.15,0.354,3.662,Incongr,1
17,L,L,200.37,0.367,1.855,Congr,1
17,L,L,163.84,0.346,4.386,Congr,1
17,R,R,221.61,0.373,2.743,Incongr,1
17,L,L,169.23,0.335,2.184,Neutr,1
17,R,R,161.94,0.416,2.66,Incongr,1
17,R,R,236.06,0.365,4.097,Congr,1
17,R,R,154.89,0.336,2.501,Congr,1
17,R,R,211.53,0.339,2.324,Congr,1
17,R,R,182.85,0.359,2.118,Neutr,1
17,R,R,194.32,0.347,2.602,Neutr,1
17,L,L,181.67,0.351,1.25,Congr,1
17,R,R,157.43,0.316,2.454,Congr,1
17,R,R,101.21,0.426,1.596,Congr,1
17,R,R,202.62,0.349,2.024,Congr,1
17,R,R,156.87,0.369,1.709,Incongr,1
17,R,L,65.7,0.39,2.634,Incongr,0
17,L,L,113.29,0.384,1.47,Congr,1
17,L,L,112.67,0.409,1.717,Neutr,1
17,L,L,157.78,0.42,1.982,Incongr,1
17,L,L,180.4,0.391,1.933,Neutr,1
17,R,R,176.17,0.358,1.981,Congr,1
17,L,R,58.31,0.278,2.966,Incongr,0
17,L,L,196.37,0.34,2.921,Congr,1
17,L,L,120.21,0.317,3.135,Congr,1
17,R,L,38.85,0.338,1.276,Incongr,0
17,R,R,124.24,0.426,2.542,Incongr,1
17,L,L,138.74,0.364,1.713,Neutr,1
17,L,L,159.92,0.401,2.047,Incongr,1
17,R,R,178.08,0.391,1.695,Neutr,1
17,R,R,226.71,0.368,2.02,Incongr,1
17,R,R,222.33,0.33,3.075,Neutr,1
17,L,L,76.43,0.691,3.687,Neutr,1
17,L,L,244.71,0.386,2.489,Incongr,1
17,R,R,225.42,0.379,1.765,Incongr,1
17,L,L,227.2,0.349,1.349,Neutr,1
17,L,L,183.42,0.368,1.265,Neutr,1
17,L,L,234.47,0.423,2.179,Incongr,1
17,L,L,104.33,0.346,1.688,Neutr,1
17,R,R,246.3,0.475,2.924,Congr,1
17,R,L,102.98,0.329,1.537,Incongr,0
17,R,R,282.83,0.41,2.588,Congr,1
17,L,L,190.91,0.463,2.027,Incongr,1
17,R,R,167.86,0.307,4.84,Neutr,1
17,L,L,228.65,0.349,2.161,Neutr,1
17,L,L,219.36,0.36,2.184,Incongr,1
17,R,R,215.57,0.408,2.367,Incongr,1
17,L,L,186.74,0.353,3.508,Congr,1
17,R,R,228.49,0.469,1.636,Congr,1
17,L,L,252.93,0.362,1.306,Neutr,1
17,R,R,283.21,0.33,1.686,Congr,1
17,L,L,279.12,0.343,1.285,Neutr,1
17,L,L,159.16,0.37,2.627,Congr,1
17,L,L,200.81,0.365,1.944,Neutr,1
17,L,L,205.69,0.323,2.14,Congr,1
17,R,R,134.79,0.411,3.001,Neutr,1
17,R,R,160.75,0.399,1.913,Incongr,1
17,L,L,138.33,0.371,1.941,Incongr,1
17,R,R,136.39,0.329,1.846,Congr,1
17,L,L,178.14,0.325,1.962,Incongr,1
17,R,R,127.68,0.451,2.616,Incongr,1
17,L,L,177.31,0.351,1.83,Neutr,1
17,L,L,87.74,0.373,1.464,Incongr,1
17,R,R,164.43,0.392,4.689,Incongr,1
17,L,L,160.36,0.313,1.565,Congr,1
17,L,L,196.53,0.372,1.681,Neutr,1
17,L,L,207.49,0.36,1.798,Congr,1
17,R,L,83.1,0.322,3.246,Neutr,0
17,R,R,191.68,0.342,4.101,Congr,1
17,R,R,177.63,0.359,2.268,Incongr,1
17,R,R,164.64,0.36,1.705,Congr,1
17,R,R,155.2,0.345,2.772,Congr,1
17,L,L,159.01,0.378,2.101,Incongr,1
17,R,R,164.83,0.378,2.271,Incongr,1
17,L,L,175.63,0.393,2.425,Incongr,1
17,R,R,194.81,0.385,2.311,Incongr,1
17,L,L,175.47,0.339,1.862,Neutr,1
17,L,L,203.15,0.346,1.59,Neutr,1
17,L,L,172.41,0.345,1.381,Incongr,1
17,L,L,98.98,0.357,2.105,Incongr,1
17,L,L,155.18,0.323,1.465,Congr,1
17,R,R,174.48,0.357,3.555,Congr,1
17,R,L,71.8,0.354,1.517,Incongr,0
17,L,L,171.74,0.334,2.52,Congr,1
17,L,L,150.58,0.38,2.491,Neutr,1
17,L,L,193.62,0.384,1.44,Neutr,1
17,L,L,175.06,0.38,2.382,Neutr,1
17,L,L,198.94,0.403,1.624,Incongr,1
17,L,R,68.36,0.337,2.34,Incongr,0
17,L,L,119.58,0.459,4.376,Incongr,1
17,L,L,136.5,0.378,1.578,Congr,1
17,R,R,258.27,0.33,1.911,Congr,1
17,L,L,196.29,0.31,2.95,Neutr,1
17,R,R,151.22,0.401,1.472,Neutr,1
17,R,R,179.45,0.437,2.373,Neutr,1
17,R,L,177.56,0.319,2.804,Incongr,0
17,R,R,275.14,0.324,1.578,Neutr,1
17,L,L,154.19,0.339,2.137,Congr,1
17,R,R,169.53,0.361,3.471,Neutr,1
17,R,R,176.14,0.32,2.134,Neutr,1
17,R,L,60.98,0.358,1.277,Incongr,0
17,L,L,160.41,0.376,1.373,Congr,1
17,L,R,201.99,0.326,1.89,Congr,0
17,R,R,257.54,0.365,2.069,Neutr,1
17,L,L,207.26,0.354,1.837,Neutr,1
17,R,R,142.67,0.523,2.27,Incongr,1
17,R,R,185.35,0.337,2.785,Congr,1
17,R,R,178.6,0.433,2.722,Neutr,1
17,R,R,179.39,0.426,2.669,Incongr,1
17,R,R,176.72,0.356,2.638,Congr,1
17,L,L,188.5,0.417,1.546,Incongr,1
17,R,R,172.13,0.337,3.061,Congr,1
17,L,L,185.73,0.408,1.768,Incongr,1
17,R,R,170.87,0.336,1.854,Neutr,1
17,R,R,173.74,0.357,2.439,Neutr,1
17,L,L,173.22,0.344,1.455,Congr,1
17,L,L,167.44,0.325,3.521,Congr,1
17,R,R,175.76,0.408,1.819,Incongr,1
17,R,R,187.33,0.373,2.334,Neutr,1
17,R,R,166.59,0.315,2.198,Congr,1
18,R,R,218.03,0.629,7.381,Incongr,1
18,L,L,225.03,0.581,5.953,Incongr,1
18,L,L,199.64,0.574,3.068,Neutr,1
18,L,L,227.93,0.512,3.237,Neutr,1
18,L,L,200.37,0.581,3.386,Incongr,1
18,L,L,205.52,0.812,4.183,Congr,1
18,L,L,225.5,0.572,4.306,Congr,1
18,L,L,223.33,0.505,4.048,Neutr,1
18,L,L,241.23,0.564,5.382,Congr,1
18,R,R,214.45,0.568,4.614,Congr,1
18,L,L,219.1,0.569,7.188,Congr,1
18,R,R,197.18,0.698,5.521,Incongr,1
18,L,L,206.13,0.638,4.69,Neutr,1
18,L,L,183.5,0.66,7.146,Incongr,1
18,R,R,159.15,0.827,4.69,Incongr,1
18,R,R,186.52,0.601,5.564,Incongr,1
18,R,R,157.85,0.555,5.192,Congr,1
18,R,R,171.19,0.494,5.349,Neutr,1
18,L,L,168.58,0.65,6.479,Congr,1
18,L,L,142.11,0.557,4.014,Incongr,1
18,R,R,125.8,0.594,3.136,Incongr,1
18,L,L,185.73,0.697,4.22,Incongr,1
18,R,R,166.02,0.614,6.228,Neutr,1
18,R,R,207.26,0.598,6.555,Neutr,1
18,R,R,178.19,0.626,4.961,Incongr,1
18,L,L,236.09,0.616,4.774,Congr,1
18,R,R,145.44,0.731,5.073,Incongr,1
18,L,L,224.95,0.711,3.013,Congr,1
18,R,R,174.97,0.537,5.151,Congr,1
18,L,L,163.22,0.655,5.557,Incongr,1
18,L,L,218.05,0.583,6.746,Congr,1
18,R,R,228.59,0.578,3.956,Congr,1
18,L,L,222.57,0.601,5.6,Neutr,1
18,R,R,169.26,0.94,3.328,Congr,1
18,L,L,206.2,0.658,4.979,Neutr,1
18,R,R,157.61,0.609,6.544,Neutr,1
18,L,L,207.11,0.687,6.36,Neutr,1
18,R,R,223.52,0.721,4.75,Neutr,1
18,L,L,262.44,0.449,3.337,Neutr,1
18,R,R,226.97,0.535,3.881,Congr,1
18,L,L,246.75,0.584,5.296,Congr,1
18,L,L,225.81,0.499,6.043,Congr,1
18,R,R,217.58,0.55,4.069,Congr,1
18,L,L,282.1,0.486,4.058,Incongr,1
18,R,R,214,0.584,3.719,Incongr,1
18,L,L,251.04,0.482,3.783,Congr,1
18,R,R,190.73,0.653,7.28,Neutr,1
18,R,R,213.62,0.506,4.525,Neutr,1
18,L,L,201.37,0.675,4.939,Neutr,1
18,L,L,226.14,0.457,6.277,Neutr,1
18,R,R,191.68,0.729,3.869,Incongr,1
18,R,R,226.46,0.562,6.881,Congr,1
18,R,R,235.86,0.506,3.603,Neutr,1
18,R,R,259.51,0.473,4.509,Congr,1
18,R,R,223.14,0.506,4.982,Congr,1
18,R,R,269,0.429,2.793,Incongr,1
18,L,L,214.14,0.528,4.414,Neutr,1
18,R,R,278.05,0.494,5.665,Incongr,1
18,L,L,239.56,0.477,5.775,Neutr,1
18,R,R,211.78,0.53,7.417,Congr,1
18,R,R,282.43,0.528,5.239,Neutr,1
18,L,L,242.66,0.567,3.609,Incongr,1
18,L,L,267.59,0.676,3.839,Incongr,1
18,R,R,239.7,0.508,3.842,Neutr,1
18,R,R,267.29,0.449,6.871,Neutr,1
18,R,R,263.58,0.556,5.325,Congr,1
18,L,L,249.28,0.577,4.128,Incongr,1
18,L,L,248.41,0.499,4.031,Incongr,1
18,L,L,292.27,0.484,4.478,Incongr,1
18,L,L,303.9,0.441,3.863,Congr,1
18,R,R,280.8,0.565,3.143,Incongr,1
18,R,R,296.74,0.526,2.876,Neutr,1
18,R,R,280.47,0.439,2.51,Neutr,1
18,R,R,275.96,0.486,4.925,Neutr,1
18,R,R,240.59,0.544,3.982,Incongr,1
18,L,L,267.98,0.574,4.173,Neutr,1
18,L,L,221.76,0.481,3.586,Neutr,1
18,L,L,268.67,0.655,3.182,Incongr,1
18,L,L,268.9,0.487,4.6,Neutr,1
18,L,L,275.94,0.505,4.76,Congr,1
18,L,L,268.87,0.451,4.226,Neutr,1
18,L,L,271.5,0.503,4.248,Congr,1
18,R,R,279.96,0.383,5.57,Incongr,1
18,L,L,274.18,0.498,3.581,Neutr,1
18,R,R,240.41,0.798,4.287,Incongr,1
18,L,L,259.59,0.523,4.163,Incongr,1
18,R,R,236.91,0.541,6.439,Congr,1
18,R,R,248.86,0.6,4.461,Congr,1
18,R,R,197.52,0.654,4.477,Incongr,1
18,L,L,251.47,0.521,2.991,Congr,1
18,L,L,284.84,0.426,2.855,Neutr,1
18,R,R,223.15,0.575,3.259,Neutr,1
18,L,L,281.34,0.456,5.129,Neutr,1
18,R,R,250.78,0.463,5.362,Congr,1
18,L,NA,179.42,NA,6.367,Neutr,0
18,R,R,235.27,0.478,2.927,Incongr,1
18,R,R,244.25,0.468,2.955,Incongr,1
18,R,R,226.45,0.492,3.011,Neutr,1
18,R,L,105.09,0.373,3.448,Incongr,0
18,L,L,240.08,0.494,4.199,Incongr,1
18,R,R,226.44,0.46,2.908,Neutr,1
18,R,R,251.12,0.447,4.413,Congr,1
18,R,L,172.69,0.46,3.313,Neutr,0
18,R,R,249.01,0.442,4.859,Congr,1
18,L,L,219.07,0.586,5.683,Congr,1
18,R,R,225.48,0.521,3.237,Congr,1
18,R,R,196.65,0.551,3.415,Incongr,1
18,L,L,237.56,0.505,4.131,Congr,1
18,R,R,260.13,0.523,4.199,Congr,1
18,L,L,276.43,0.452,3.468,Congr,1
18,L,L,281.26,0.445,2.637,Incongr,1
18,L,L,274.12,0.52,3.805,Incongr,1
18,R,R,266.1,0.485,3.059,Neutr,1
18,L,L,234.49,0.591,3.804,Congr,1
18,R,R,266.01,0.56,7.439,Neutr,1
18,L,L,265.52,0.526,4.564,Incongr,1
18,R,R,249.44,0.563,4.13,Congr,1
18,R,R,260.44,0.521,5.452,Incongr,1
18,R,R,249.14,0.518,3.405,Incongr,1
18,L,L,225.69,0.533,5.686,Incongr,1
18,L,L,284.91,0.499,3.785,Incongr,1
18,R,R,278.27,0.483,2.852,Congr,1
18,L,L,277.42,0.503,2.911,Incongr,1
18,L,L,276.57,0.471,2.56,Congr,1
18,R,R,254.33,0.656,2.797,Incongr,1
18,R,R,288.65,0.373,4.434,Congr,1
18,L,L,281.48,0.542,2.371,Congr,1
18,L,L,296.17,0.485,3.756,Congr,1
18,R,R,277.07,0.496,7.606,Neutr,1
18,R,R,279.3,0.493,4.459,Neutr,1
18,R,R,272.71,0.444,3.06,Neutr,1
18,L,L,277.19,0.519,4.992,Congr,1
18,R,R,281.61,0.412,8.151,Congr,1
18,L,L,204.29,0.685,3.168,Congr,1
18,L,L,213.05,0.518,5.132,Incongr,1
18,L,L,199.04,0.475,5.524,Incongr,1
18,L,L,258.46,0.414,4.569,Neutr,1
18,L,L,233.61,0.511,4.16,Neutr,1
18,L,L,244.35,0.49,2.496,Incongr,1
18,L,L,295.33,0.404,3.818,Neutr,1
18,L,L,280.04,0.523,3.969,Neutr,1
18,R,R,224.45,0.46,4.92,Neutr,1
18,R,R,228.3,0.518,4.184,Incongr,1
18,R,R,266.66,0.417,3.712,Congr,1
18,L,L,210.86,0.577,5.318,Congr,1
18,L,L,204.09,0.39,5.307,Congr,1
18,R,R,179.5,0.514,5.125,Incongr,1
18,R,R,168.32,0.518,5.852,Incongr,1
18,L,L,214.43,0.434,5.62,Neutr,1
18,L,L,193.35,0.429,5.653,Congr,1
18,R,R,209.4,0.539,3.711,Incongr,1
18,R,R,253.5,0.495,3.857,Neutr,1
18,L,L,243.33,0.5,4.002,Neutr,1
