Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Congruency,Accuracy
7,L,L,264.04,0.347,1.176,Incongr,1
7,R,R,201.87,0.358,1.413,Incongr,1
7,L,R,285.78,0.31,1.128,Neutr,0
7,R,R,343.21,0.398,1.566,Neutr,1
7,L,L,279.87,0.368,2.14,Incongr,1
7,L,L,264.46,0.429,1.135,Neutr,1
7,R,R,306.13,0.365,2.284,Neutr,1
7,R,R,344,0.344,1.321,Congr,1
7,R,R,321.53,0.308,2.699,Congr,1
7,L,R,332.25,0.575,1.742,Neutr,0
7,L,L,240.66,0.545,1.78,Incongr,1
7,R,R,323.5,0.384,2.242,Neutr,1
7,R,R,279.14,0.331,1.807,Neutr,1
7,L,L,245.45,0.421,1.942,Congr,1
7,L,L,271.12,0.374,2.292,Congr,1
7,L,L,350.26,0.34,3.069,Incongr,1
7,R,R,283.77,0.352,1.438,Neutr,1
7,L,L,322.58,0.422,2.219,Neutr,1
7,L,L,333.52,0.36,2.436,Neutr,1
7,R,R,287.09,0.373,1.716,Congr,1
7,L,L,160.72,0.374,1.369,Neutr,1
7,R,R,264.84,0.513,1.39,Neutr,1
7,R,R,282.48,0.334,1.349,Neutr,1
7,R,R,216.57,0.49,1.559,Congr,1
7,R,R,276.69,0.354,2.345,Congr,1
7,R,R,313.89,0.384,1.277,Neutr,1
8,R,R,341.73,0.481,4.257,Neutr,1
8,L,L,307.76,0.385,3.697,Congr,1
8,L,L,328.87,0.471,2.309,Neutr,1
8,L,L,278.68,0.495,2.877,Incongr,1
8,L,L,344.27,0.41,4.694,Neutr,1
8,L,L,322.46,0.39,9.207,Neutr,1
8,L,L,286.1,0.679,3.589,Neutr,1
8,R,R,271.41,0.46,4.628,Neutr,1
8,R,R,203.89,0.423,4.364,Incongr,1
8,R,R,323.9,0.426,2.334,Congr,1
8,R,R,304.25,0.446,3.48,Incongr,1
8,L,L,299.76,0.385,2.836,Congr,1
8,L,L,338.42,0.31,4.616,Congr,1
8,L,L,180.58,0.427,2.305,Congr,1
8,L,L,287.55,0.41,1.544,Incongr,1
8,R,L,55.71,0.407,3.375,Incongr,0
8,L,L,339.68,0.385,4.55,Neutr,1
8,R,R,251.47,0.458,3.148,Congr,1
8,L,L,341.79,0.461,2.912,Neutr,1
8,L,L,237.01,0.404,2.83,Congr,1
8,R,R,268.27,0.623,3.581,Congr,1
8,R,R,281.99,0.477,1.76,Incongr,1
8,R,R,226.21,0.451,4.027,Incongr,1
8,R,R,320.96,0.355,6.471,Incongr,1
8,L,L,52.88,0.619,5.434,Neutr,1
8,R,R,278.91,0.436,2.618,Incongr,1
8,L,L,325.64,0.414,1.536,Incongr,1
8,R,R,312.86,0.316,1.943,Congr,1
8,L,L,248.16,0.549,2.116,Incongr,1
8,L,L,71.67,0.316,2.665,Congr,1
8,L,L,311.64,0.311,3.798,Neutr,1
8,R,R,236.4,0.412,3.35,Neutr,1
8,R,R,199.83,0.43,2.083,Incongr,1
8,L,L,292.43,0.378,4.42,Neutr,1
8,R,R,202.76,0.456,4.073,Incongr,1
8,R,R,304.01,0.585,2.295,Incongr,1
8,R,R,210.04,0.431,2.889,Incongr,1
8,R,R,284.37,0.361,3.492,Congr,1
8,R,R,269.76,0.408,2.652,Neutr,1
8,R,R,353.25,0.31,2.835,Congr,1
8,L,L,235.88,0.452,3.772,Neutr,1
8,R,R,320.12,0.411,5.26,Neutr,1
8,R,R,289.19,0.317,2.941,Congr,1
8,L,L,256.81,0.619,3.488,Neutr,1
8,L,L,304.17,0.432,1.555,Congr,1
8,R,R,289.35,0.394,2.89,Neutr,1
8,R,R,328.89,0.456,2.259,Congr,1
8,L,L,275.34,0.308,2.19,Incongr,1
8,L,L,299.91,0.421,2.466,Congr,1
8,R,R,238.14,0.347,1.749,Congr,1
8,L,L,176.32,0.422,5.721,Incongr,1
8,R,R,269.77,0.451,3.393,Congr,1
8,L,R,56.71,0.376,1.173,Incongr,0
8,R,R,240.57,0.427,3.634,Neutr,1
8,L,L,331.45,0.331,5.733,Congr,1
8,R,R,282.18,0.359,1.511,Neutr,1
8,R,R,313.06,0.462,3.395,Incongr,1
8,R,R,301.38,0.447,2.249,Congr,1
8,R,R,243.47,0.371,4.939,Neutr,1
8,L,L,261.03,0.411,2.019,Incongr,1
8,L,L,158.58,0.428,3.05,Incongr,1
8,L,L,238.14,0.355,2.86,Congr,1
8,R,R,293.27,0.424,1.955,Congr,1
8,R,R,302.21,0.404,2.945,Neutr,1
8,R,R,232.85,0.451,1.764,Neutr,1
8,L,L,329.16,0.328,4.231,Congr,1
8,L,R,90.81,0.34,3.155,Neutr,0
8,L,L,254.57,0.439,1.725,Incongr,1
8,L,L,326.46,0.297,2.174,Incongr,1
8,R,R,232.51,0.447,3.457,Neutr,1
8,L,L,274.68,0.36,1.336,Congr,1
8,L,L,308.74,0.361,3.143,Incongr,1
8,L,L,285.15,0.458,3.15,Incongr,1
8,L,L,204.44,0.325,2.45,Incongr,1
8,L,L,247.57,0.365,2.162,Neutr,1
8,L,L,305.03,0.348,2.992,Congr,1
8,R,R,162.5,0.403,1.34,Neutr,1
8,R,L,32.12,0.365,2.643,Neutr,0
8,L,L,326.49,0.368,3.886,Congr,1
8,L,L,279.43,0.344,2.264,Neutr,1
8,L,L,270.23,0.35,2.655,Incongr,1
8,R,R,149.24,0.456,3.82,Incongr,1
8,R,R,275.23,0.455,2.266,Neutr,1
8,R,R,264.92,0.366,2.937,Neutr,1
8,R,R,325.41,0.462,2.922,Incongr,1
8,R,R,291.19,0.401,2.677,Neutr,1
8,L,L,298.81,0.368,3.833,Neutr,1
8,R,R,249.03,0.41,2.755,Congr,1
8,R,R,323.03,0.428,3.94,Congr,1
8,R,R,263.72,0.423,4.662,Congr,1
8,L,L,235.4,0.347,1.789,Incongr,1
8,R,R,282.67,0.453,3.826,Congr,1
8,R,R,293.71,0.426,2.699,Neutr,1
8,R,R,302.9,0.428,2.088,Incongr,1
8,L,L,175.68,0.454,1.936,Incongr,1
8,L,L,179.81,0.666,3.184,Neutr,1
8,R,R,220.74,0.371,1.74,Neutr,1
8,L,L,248.6,0.351,1.993,Congr,1
8,L,L,330.71,0.481,3.371,Congr,1
8,R,R,266.66,0.508,2.128,Incongr,1
8,R,R,308.91,0.441,2.006,Neutr,1
8,L,L,204.63,0.418,1.911,Incongr,1
8,L,L,200.63,0.395,1.899,Incongr,1
8,R,R,279.07,0.457,3.568,Incongr,1
8,L,L,323.34,0.354,5.333,Incongr,1
8,R,R,193.15,0.394,2.258,Congr,1
8,L,L,256.24,0.36,3.356,Incongr,1
8,R,R,154.4,0.676,3.618,Incongr,1
8,R,R,245.04,0.374,1.862,Congr,1
8,L,R,35.62,0.34,2.002,Congr,0
8,R,R,314.54,0.372,1.963,Congr,1
8,R,R,288.48,0.487,1.616,Neutr,1
8,L,L,273.26,0.397,1.721,Neutr,1
8,L,L,226.18,0.431,2.476,Congr,1
8,R,R,294,0.364,4.394,Neutr,1
8,L,L,313.16,0.288,3.319,Congr,1
8,R,R,153.01,0.57,2.418,Congr,1
8,L,L,290.77,0.388,2.216,Congr,1
8,R,R,128.59,0.489,2.763,Congr,1
8,L,L,129.5,0.476,1.833,Incongr,1
8,R,L,7.1,0.365,1.543,Congr,0
8,R,R,281.84,0.324,2.328,Congr,1
8,L,L,259.67,0.395,2.355,Congr,1
8,L,L,105.63,0.518,1.509,Incongr,1
8,L,L,214.52,0.359,1.791,Congr,1
8,R,R,284.44,0.392,2.811,Congr,1
8,R,R,303.69,0.505,3.233,Incongr,1
8,L,L,161.22,0.642,2.792,Neutr,1
8,L,L,318.94,0.323,2.51,Congr,1
8,L,L,340.5,0.342,3.727,Neutr,1
8,L,L,321.96,0.393,3.411,Congr,1
8,R,R,312.7,0.486,2.164,Neutr,1
8,R,R,216.34,0.503,3.517,Incongr,1
8,R,R,208.52,0.429,4.463,Incongr,1
8,R,R,205.4,0.493,3.038,Incongr,1
8,L,L,267.44,0.357,3.52,Neutr,1
8,L,L,297.74,0.341,1.888,Neutr,1
8,R,R,324.48,0.444,3.743,Incongr,1
8,L,L,302.15,0.441,2.497,Neutr,1
8,L,L,273.45,0.323,2.469,Neutr,1
8,R,R,284.53,0.347,1.755,Incongr,1
8,R,R,195.43,0.462,2.709,Neutr,1
8,L,L,277.54,0.413,3.187,Incongr,1
8,L,L,323.28,0.382,1.539,Neutr,1
8,R,R,277.86,0.467,3.288,Neutr,1
8,L,L,312.44,0.324,3.138,Neutr,1
8,L,L,153.23,0.48,1.939,Congr,1
8,L,L,174.78,0.46,1.75,Incongr,1
8,L,L,261.56,0.308,2.73,Incongr,1
8,R,R,21.71,0.494,1.395,Incongr,1
8,R,R,166.48,0.348,3.071,Neutr,1
8,L,L,273.19,0.335,2.226,Neutr,1
8,R,R,265.78,0.46,2.672,Incongr,1
8,R,R,140.72,0.469,3.496,Congr,1
8,L,L,329.3,0.312,3.221,Neutr,1
8,L,L,336.11,0.459,1.444,Incongr,1
8,L,L,219.41,0.403,1.371,Congr,1
8,R,R,236.51,0.429,2.496,Incongr,1
8,L,L,152.58,0.481,2.498,Incongr,1
8,L,L,146.6,0.423,1.879,Congr,1
8,R,R,351.36,0.344,1.817,Congr,1
8,R,R,217.99,0.428,2.344,Incongr,1
8,L,L,305.41,0.379,2.414,Incongr,1
8,R,R,329.15,0.428,2.507,Incongr,1
8,L,L,300.63,0.323,1.181,Congr,1
8,L,L,330.59,0.335,1.482,Neutr,1
8,L,L,348.28,0.336,3.096,Congr,1
8,L,L,316.97,0.307,1.8,Congr,1
8,R,R,191.98,0.384,1.626,Congr,1
8,R,R,199.41,0.379,3.066,Incongr,1
8,R,R,229.22,0.426,3.468,Incongr,1
8,L,L,97.41,0.428,1.322,Incongr,1
8,R,R,98.69,0.338,2.177,Congr,1
8,R,R,229.1,0.386,2.572,Neutr,1
8,L,L,227.83,0.366,1.953,Neutr,1
8,R,R,317.43,0.378,1.921,Neutr,1
8,R,R,306.96,0.423,1.915,Neutr,1
8,L,L,205.31,0.398,3.333,Neutr,1
8,R,R,290.88,0.429,2.516,Neutr,1
8,R,R,269.71,0.349,1.733,Congr,1
8,R,R,331.16,0.321,2.551,Neutr,1
8,R,R,192.26,0.397,1.492,Incongr,1
8,L,L,58.97,0.366,1.829,Congr,1
8,R,R,344.09,0.335,3.862,Neutr,1
8,L,L,203.67,0.375,1.255,Incongr,1
8,R,R,234.15,0.56,2.985,Congr,1
8,R,R,282.59,0.4,2.276,Neutr,1
8,R,R,134.74,0.347,1.773,Neutr,1
8,R,R,334.1,0.259,2.457,Congr,1
8,R,R,318.68,0.333,2.696,Incongr,1
8,R,R,331.18,0.403,1.407,Congr,1
8,L,L,240.82,0.322,1.997,Neutr,1
8,R,R,106.13,0.407,1.756,Incongr,1
8,L,L,129.74,0.416,4.659,Incongr,1
8,L,L,237.89,0.35,1.818,Incongr,1
8,L,L,210.72,0.329,1.46,Congr,1
8,L,L,319.61,0.377,3.191,Neutr,1
8,R,R,262.17,0.344,2.31,Neutr,1
8,R,R,176.14,0.411,2.032,Congr,1
8,L,L,154.28,0.427,2.651,Incongr,1
8,L,L,114.96,0.528,1.433,Neutr,1
8,L,R,5.63,0.326,2.41,Congr,0
8,L,L,327.64,0.361,1.826,Congr,1
8,L,L,317.69,0.331,1.764,Neutr,1
8,L,L,48.95,0.563,2.608,Congr,1
8,L,L,243.24,0.32,2.368,Neutr,1
8,L,L,264.71,0.344,1.778,Incongr,1
8,R,R,317.73,0.415,2.171,Incongr,1
8,R,R,75.74,0.415,2.693,Neutr,1
8,L,L,258.3,0.369,3.562,Congr,1
8,R,R,309.33,0.407,1.82,Congr,1
8,L,L,286.06,0.326,1.594,Incongr,1
8,R,R,349.15,0.313,2.823,Congr,1
8,L,L,288.48,0.371,2.17,Neutr,1
8,R,R,219.17,0.415,1.971,Incongr,1
8,R,R,313.26,0.341,2.73,Congr,1
9,R,R,317.12,0.468,8.508,Incongr,1
9,L,L,334.95,0.481,3.462,Incongr,1
9,L,L,343.88,0.498,4.569,Congr,1
9,R,R,318,0.596,4.85,Incongr,1
9,L,L,335.7,0.402,3.224,Congr,1
9,L,L,333.58,0.56,3.867,Neutr,1
9,R,R,271.87,0.46,4.974,Congr,1
9,L,L,332.34,0.361,4.804,Neutr,1
9,R,R,305.36,0.479,3.335,Neutr,1
9,R,R,310.4,0.359,10.524,Neutr,1
9,R,R,322.63,0.424,3.64,Neutr,1
9,R,L,30.2,0.323,1.98,Congr,0
9,L,R,38.42,0.498,4.029,Incongr,0
9,R,R,313,0.552,2.525,Neutr,1
9,R,R,340.2,0.46,1.373,Neutr,1
9,L,L,125.94,0.735,3.184,Neutr,1
9,R,R,302.92,0.557,6.467,Incongr,1
9,R,R,261.43,0.401,3.562,Congr,1
9,L,L,222.98,0.53,5.21,Congr,1
9,L,L,246.91,0.469,4,Neutr,1
9,L,L,285.12,0.461,3.191,Neutr,1
9,L,L,350.78,0.539,4.348,Congr,1
9,L,L,318.23,0.476,3.266,Incongr,1
9,L,L,345.34,0.366,3.401,Congr,1
9,R,R,108.39,0.518,2.566,Congr,1
9,L,L,166.33,0.59,3.49,Incongr,1
9,L,L,325.24,0.325,2.613,Neutr,1
9,R,R,189.39,0.56,2.627,Congr,1
9,R,R,220.11,0.421,3.417,Incongr,1
9,L,L,137.95,0.471,2.96,Incongr,1
9,L,L,84.86,0.476,2.613,Incongr,1
9,R,R,117.69,0.574,2.383,Incongr,1
9,L,L,216.71,0.516,2.415,Congr,1
9,L,L,343.67,0.48,3.254,Incongr,1
9,R,R,258.2,0.556,2.925,Incongr,1
9,R,R,231.77,0.541,2.774,Neutr,1
9,L,L,245.22,0.482,2.48,Congr,1
9,R,R,279.59,0.453,3.301,Neutr,1
9,R,R,290.74,0.449,3.915,Neutr,1
9,L,L,314.18,0.559,2.462,Neutr,1
9,R,R,132.2,0.44,1.926,Congr,1
9,R,R,318.11,0.436,1.806,Congr,1
9,R,R,245.29,0.505,3.676,Neutr,1
9,R,R,320.38,0.354,2.305,Congr,1
9,L,L,135.96,0.501,2.294,Incongr,1
9,R,R,207.36,0.507,4.171,Incongr,1
9,L,L,317.35,0.419,3.333,Incongr,1
9,L,L,230.92,0.436,3.472,Congr,1
9,L,L,339.25,0.334,3.658,Congr,1
9,R,R,16.23,0.484,3.442,Incongr,1
9,L,L,324.5,0.462,2.795,Congr,1
9,L,L,339.72,0.392,2.31,Congr,1
9,R,R,329.34,0.507,4.391,Neutr,1
9,R,R,328.44,0.393,1.873,Incongr,1
9,L,L,320.66,0.442,3.781,Neutr,1
9,R,R,62.26,0.51,2.273,Incongr,1
9,R,R,314.34,0.388,3.435,Congr,1
9,L,L,54.69,0.509,1.293,Neutr,1
9,L,L,312.87,0.507,3.237,Neutr,1
9,L,L,331.04,0.471,5.931,Incongr,1
9,R,R,267.88,0.428,3.415,Congr,1
9,L,L,314.62,0.36,2.255,Neutr,1
9,L,L,307.4,0.443,2.407,Congr,1
9,R,R,90.93,0.471,2.504,Incongr,1
9,R,R,336.99,0.498,4.036,Congr,1
9,R,R,321.19,0.431,4.06,Incongr,1
9,R,R,343.25,0.424,2.826,Congr,1
9,L,L,328.62,0.567,5.094,Incongr,1
9,L,L,329.5,0.491,2.845,Neutr,1
9,L,L,344.85,0.567,3.093,Incongr,1
9,R,R,310.37,0.537,2.636,Neutr,1
9,R,R,342.82,0.474,2.46,Neutr,1
9,R,R,342.38,0.497,2.918,Incongr,1
9,L,L,340.97,0.532,2.695,Neutr,1
9,L,L,339.48,0.627,3.185,Incongr,1
9,L,L,337.6,0.587,3.557,Neutr,1
9,L,L,340.94,0.403,2.45,Congr,1
9,R,R,22.74,0.924,2.641,Congr,1
9,R,R,336.94,0.463,2.355,Congr,1
9,L,L,332.55,0.44,4.264,Incongr,1
9,L,L,311.79,0.445,4.972,Incongr,1
9,R,R,103.9,0.56,1.241,Congr,1
9,R,R,320.16,0.588,4.173,Congr,1
9,R,R,332.37,0.51,3.613,Congr,1
9,L,L,229.93,0.574,2.511,Neutr,1
9,L,L,148.11,0.518,2.08,Incongr,1
9,L,L,256.28,0.555,4.751,Incongr,1
9,R,R,144.27,0.573,3.398,Incongr,1
9,L,L,268.01,0.404,3.52,Congr,1
9,L,L,337.16,0.45,1.835,Neutr,1
9,R,R,344.97,0.411,1.959,Neutr,1
9,L,L,324.26,0.503,3.185,Congr,1
9,R,R,330.8,0.542,2.313,Neutr,1
9,L,L,150.25,0.498,2.128,Incongr,1
9,R,R,262.44,0.381,4.401,Congr,1
9,R,R,294.84,0.476,2.167,Neutr,1
9,L,L,320.73,0.458,2.031,Congr,1
9,R,R,12.78,0.625,2.772,Incongr,1
9,L,L,329.61,0.553,2.504,Congr,1
9,L,L,349.26,0.381,2.592,Neutr,1
9,R,R,309.8,0.508,2.587,Incongr,1
9,L,L,322.66,0.475,2.836,Neutr,1
9,L,L,343.46,0.374,2.756,Neutr,1
9,R,R,57.03,0.558,2.796,Neutr,1
9,R,R,336.5,0.409,3.094,Congr,1
9,R,R,313.29,0.367,5.507,Congr,1
9,L,L,39.44,0.87,1.453,Congr,1
9,L,L,343.42,0.624,2.831,Incongr,1
9,R,R,319.86,0.555,2.547,Incongr,1
9,L,L,347.84,0.485,1.9,Incongr,1
9,L,L,344.44,0.404,2.804,Congr,1
9,R,R,16.63,0.688,1.682,Incongr,1
9,L,L,90.88,0.526,2.105,Congr,1
9,R,R,291.35,0.496,1.589,Neutr,1
9,R,R,289.7,0.615,2.613,Neutr,1
9,L,L,253.64,0.579,2.893,Congr,1
9,L,L,281.39,0.866,4.226,Neutr,1
9,R,R,260.31,0.565,1.946,Neutr,1
9,L,L,315,0.5,3.273,Incongr,1
9,L,L,322.29,0.481,3.899,Congr,1
9,L,L,326.54,0.397,2.948,Neutr,1
9,R,R,327.92,0.581,3.193,Incongr,1
9,R,R,331.95,0.621,2.419,Neutr,1
9,L,L,320.51,0.41,2.232,Neutr,1
9,R,R,331.69,0.552,4.409,Congr,1
9,R,R,345.72,0.488,2.651,Neutr,1
9,R,R,333.25,0.476,2.386,Congr,1
9,R,R,335.89,0.483,3.119,Neutr,1
9,R,R,331.58,0.465,2.36,Incongr,1
9,R,R,345.06,0.433,4.024,Incongr,1
9,R,R,308.46,0.501,2.243,Incongr,1
9,R,R,310.64,0.446,1.721,Incongr,1
9,L,L,344.38,0.532,3.684,Incongr,1
9,L,L,335.96,0.523,5.381,Incongr,1
9,R,R,328.19,0.55,2.302,Incongr,1
9,L,L,336.66,0.465,2.19,Congr,1
9,L,L,321.9,0.387,2.171,Incongr,1
9,L,L,332.6,0.346,2.862,Congr,1
9,R,R,305.89,0.651,3.038,Neutr,1
9,R,R,316.1,0.444,2.409,Congr,1
9,R,R,334.25,0.442,2.685,Neutr,1
9,L,L,312.72,0.427,2.925,Neutr,1
9,L,L,340.03,0.475,1.63,Neutr,1
9,R,R,330.09,0.523,3.755,Congr,1
9,L,L,336.97,0.411,2.791,Congr,1
9,R,R,153.74,0.542,2.472,Neutr,1
9,L,L,343.47,0.386,2.206,Incongr,1
9,R,R,334.03,0.517,4.05,Neutr,1
9,R,R,271.98,0.542,3.763,Incongr,1
9,R,R,334.05,0.471,2.323,Neutr,1
9,R,R,328.27,0.475,3.42,Neutr,1
9,L,L,216.43,0.778,2.389,Congr,1
9,R,R,301.37,0.469,2.759,Congr,1
9,R,R,299.73,0.587,2.391,Incongr,1
9,L,L,317.22,0.572,3.715,Neutr,1
9,R,R,321.76,0.414,1.946,Congr,1
9,R,R,322.44,0.48,2.962,Neutr,1
9,R,R,319.4,0.511,2.418,Congr,1
9,R,R,331.98,0.511,2.874,Congr,1
9,R,R,333,0.429,3.317,Neutr,1
9,L,L,319.14,0.513,2.579,Neutr,1
9,L,L,325.8,0.46,3.962,Congr,1
9,R,R,318.55,0.458,2.738,Incongr,1
9,R,R,243.56,0.505,1.798,Congr,1
9,R,R,282.9,0.452,1.858,Congr,1
9,R,R,281.64,0.391,2.1,Congr,1
9,R,R,225.21,0.392,3.578,Incongr,1
9,L,L,31.31,0.626,1.011,Congr,1
9,L,L,21,0.538,2.735,Incongr,1
9,R,R,7.25,1.055,3.315,Incongr,1
9,R,R,310.82,0.528,2.54,Incongr,1
9,L,L,321.84,0.412,2.472,Neutr,1
9,R,R,321.25,0.462,2.775,Congr,1
9,R,R,20.77,0.673,1.561,Congr,1
9,R,R,297.38,0.591,1.486,Neutr,1
9,R,R,237.2,0.365,3.687,Incongr,1
9,L,L,80.66,0.565,1.626,Incongr,1
9,L,L,141.53,0.507,2.037,Incongr,1
9,L,L,342.51,0.44,2.638,Congr,1
9,L,L,291.64,0.445,1.694,Neutr,1
9,L,L,272.18,0.432,2.876,Congr,1
9,L,L,307.59,0.473,3.988,Incongr,1
9,R,R,217.25,0.559,2.084,Neutr,1
9,L,L,300.83,0.394,2.355,Incongr,1
9,R,R,129.34,0.508,2.243,Congr,1
9,R,R,263.09,0.479,1.601,Congr,1
9,L,L,347.02,0.503,3.902,Neutr,1
9,L,L,342.78,0.457,2.412,Incongr,1
9,L,L,348.59,0.37,2.651,Neutr,1
9,L,L,343.25,0.34,2.212,Congr,1
9,L,L,351.21,0.375,2.573,Incongr,1
9,R,R,301.09,0.498,2.431,Neutr,1
9,R,R,278.26,0.534,1.536,Congr,1
9,L,L,173.56,0.486,1.881,Incongr,1
9,R,R,62.77,0.435,2.167,Incongr,1
9,R,R,234.11,0.481,2.296,Incongr,1
9,L,L,341.63,0.402,2.263,Congr,1
9,L,L,345.65,0.427,2.244,Incongr,1
9,L,L,344.73,0.559,2.192,Neutr,1
9,L,L,347.21,0.54,2.694,Neutr,1
9,R,R,314.91,0.562,2.451,Incongr,1
9,L,L,307.37,0.76,3.176,Incongr,1
9,R,R,282.99,0.513,2.91,Neutr,1
9,L,L,331.3,0.428,2.801,Neutr,1
9,L,L,299.76,0.586,4.531,Incongr,1
9,L,L,318.59,0.715,2.655,Congr,1
9,L,L,351.08,0.681,2.073,Neutr,1
9,R,R,346.58,0.504,2.967,Incongr,1
9,L,L,345.89,0.397,3.017,Congr,1
9,L,L,349.14,0.544,2.26,Neutr,1
9,R,R,341.59,0.499,1.563,Neutr,1
9,L,L,164.13,0.537,2.345,Congr,1
9,R,R,13.44,1.044,1.67,Incongr,1
9,L,R,16.9,1.345,1.712,Neutr,0
9,R,R,227.11,0.62,1.514,Neutr,1
9,L,L,287.93,0.46,2.756,Congr,1
10,R,R,184.27,0.389,3.33,Incongr,1
10,L,L,229.3,0.479,1.92,Incongr,1
10,R,R,206.35,0.411,4.043,Neutr,1
10,L,L,234.98,0.486,2.552,Congr,1
10,R,R,205.01,0.475,4.38,Congr,1
10,R,R,240.92,0.422,2.499,Congr,1
10,R,R,222.11,0.42,3.184,Neutr,1
10,R,R,126.86,0.622,2.3,Congr,1
10,R,R,232.26,0.537,4.131,Incongr,1
10,L,L,92.23,0.444,3.91,Neutr,1
10,L,L,207.72,0.528,2.694,Incongr,1
10,L,L,199.9,0.712,2.559,Neutr,1
10,R,R,146.61,0.575,1.794,Incongr,1
10,L,L,265.39,0.367,2.08,Neutr,1
10,R,R,156.03,0.53,2.218,Incongr,1
10,L,L,200.81,0.496,4.091,Congr,1
10,L,L,181.57,0.602,3.757,Incongr,1
10,R,R,188.21,0.481,4.206,Neutr,1
10,L,L,180.57,0.509,3.261,Neutr,1
10,L,L,126.33,0.617,3.857,Congr,1
10,L,L,148.85,0.795,3.787,Neutr,1
10,L,L,221.14,0.454,1.491,Incongr,1
10,R,R,182.17,0.425,2.217,Congr,1
10,L,L,254.43,0.402,4.366,Neutr,1
10,L,L,187.51,0.376,4.026,Neutr,1
10,R,R,198.48,0.566,2.758,Neutr,1
10,R,R,266.3,0.529,3.436,Incongr,1
10,L,L,195.75,0.463,4.065,Congr,1
10,L,L,168.53,0.454,2.436,Neutr,1
10,R,R,196.01,0.427,2.764,Congr,1
10,R,R,235.05,0.61,2.213,Neutr,1
10,L,L,150.22,0.391,6.315,Congr,1
10,R,R,141.41,0.547,2.675,Incongr,1
10,L,L,237.97,0.559,4.717,Congr,1
10,L,L,214.58,0.382,3.541,Congr,1
10,R,R,223.1,0.621,2.415,Congr,1
10,L,L,106.56,0.415,3.342,Congr,1
10,R,R,228.57,0.552,5.246,Neutr,1
10,R,R,158.96,0.732,2.947,Congr,1
10,L,L,227.72,0.408,5.306,Neutr,1
10,R,R,209.56,0.523,3.797,Incongr,1
10,R,NA,25.42,NA,3.446,Neutr,0
10,R,R,258.16,0.391,2.967,Congr,1
10,L,L,255.63,0.44,2.765,Congr,1
10,R,R,230.33,0.577,3.196,Incongr,1
10,R,R,213.42,0.664,4.912,Congr,1
10,R,R,217.79,0.432,3.115,Neutr,1
10,L,L,60.8,0.637,2.685,Congr,1
10,R,R,244.62,0.536,2.776,Incongr,1
10,L,L,205.78,0.523,1.612,Incongr,1
10,L,L,235.65,0.409,3.446,Congr,1
10,L,L,239.88,0.741,4.212,Neutr,1
10,L,L,286.87,0.445,3.183,Neutr,1
10,R,R,224.15,0.623,2.697,Incongr,1
10,R,R,280,0.772,6.926,Neutr,1
10,L,L,170.15,0.78,3.46,Incongr,1
10,L,L,222.58,0.454,3.45,Incongr,1
10,L,L,178.14,0.383,6.414,Congr,1
10,R,R,156.76,0.647,5.28,Neutr,1
10,R,R,60.64,0.629,2.582,Incongr,1
10,L,L,247.03,0.457,2.468,Incongr,1
10,L,L,200.99,0.372,3.281,Incongr,1
10,L,L,248.39,0.394,3.113,Incongr,1
10,L,L,238.66,0.51,1.587,Incongr,1
10,R,R,132.99,0.847,4.09,Congr,1
10,L,L,204.98,0.591,2.644,Neutr,1
10,R,R,224.34,0.524,3.886,Congr,1
10,R,R,249.47,0.462,4.22,Congr,1
10,L,L,237.48,0.414,4.781,Incongr,1
10,R,R,223.42,0.473,5.365,Neutr,1
10,R,R,267.52,0.549,3.459,Incongr,1
10,R,R,211.46,0.442,3.44,Neutr,1
10,L,L,60.85,1.28,4.938,Incongr,1
10,L,L,300.57,0.389,3.559,Neutr,1
10,R,R,194.7,0.495,2.507,Congr,1
10,L,L,190.28,0.545,5.868,Neutr,1
10,R,R,241.13,0.365,3.83,Congr,1
10,R,R,231.38,0.449,2.593,Incongr,1
10,R,R,224.49,0.541,2.402,Incongr,1
10,R,R,260.64,0.463,2.42,Neutr,1
10,R,R,172.73,0.591,2.789,Incongr,1
10,R,R,199.81,0.446,3.212,Congr,1
10,R,R,237.33,0.497,2.51,Congr,1
10,R,R,247.16,0.587,3.602,Neutr,1
10,R,R,223.11,0.477,2.197,Incongr,1
10,L,L,249.33,0.498,2.899,Congr,1
10,L,L,204.7,0.507,3.612,Neutr,1
10,R,R,213.69,0.464,2.892,Congr,1
10,L,L,159.61,0.553,4.004,Incongr,1
10,R,R,216.22,0.525,1.809,Incongr,1
10,L,L,216.34,0.473,3.506,Incongr,1
10,L,L,241.47,0.371,3.663,Congr,1
10,R,R,201.43,0.541,3.565,Neutr,1
10,L,L,160.28,0.489,2.616,Congr,1
10,L,L,189.46,0.583,3.593,Incongr,1
10,L,L,115.04,0.987,1.69,Neutr,1
10,L,L,235.91,0.486,1.764,Neutr,1
10,R,R,209.9,0.546,4.331,Incongr,1
10,L,L,169.96,0.471,3.009,Neutr,1
10,L,NA,42.74,NA,3.452,Congr,0
10,L,L,209.57,0.531,2.839,Congr,1
10,R,R,182,0.415,3.325,Neutr,1
10,R,R,210.88,0.5,4.029,Incongr,1
10,L,L,206.27,0.689,3.715,Congr,1
10,R,R,249.3,0.464,3.906,Incongr,1
10,L,L,203.56,0.598,4.229,Neutr,1
10,L,L,246.64,0.418,3.615,Congr,1
10,R,R,217.06,0.469,6.124,Congr,1
