Subj_idx,Stimulus,Response,Confidence,Condition
1014,3,1,1,0
1014,-30,0,1,0
1014,-10,0,1,0
1014,-3,1,1,0
1014,-3,0,1,0
1014,-30,0,1,0
1014,20,1,1,0
1014,-20,0,1,0
1014,-6,1,1,0
1014,3,0,1,0
1014,6,1,1,0
1014,10,1,1,0
1014,-20,0,1,0
1014,3,1,1,0
1014,0,0,0,0
1014,-20,0,1,0
1014,10,1,1,0
1014,30,1,1,0
1014,10,1,1,0
1014,-20,0,1,0
1014,20,1,1,0
1014,-30,0,1,0
1013,30,1,1,0
1013,20,1,1,0
1013,3,0,0,0
1013,30,1,1,0
1013,-30,0,1,0
1013,-6,0,1,0
1013,-10,0,1,0
1013,-20,0,1,0
1013,0,1,1,0
1013,30,1,1,0
1013,-10,0,1,0
1013,6,1,1,0
1013,-20,0,1,0
1013,-3,0,1,0
1013,-10,0,1,0
1013,30,1,1,0
1013,-20,0,1,0
1013,20,1,0,0
1013,0,0,0,0
1013,6,1,1,0
1013,-30,0,1,0
1013,30,1,1,0
1013,-3,0,1,0
1013,6,1,1,0
1013,-30,0,1,0
1013,0,0,0,0
1013,3,1,0,0
1013,-6,0,1,0
1013,6,1,1,0
1013,3,0,0,0
1013,30,1,1,0
1013,3,0,0,0
1013,10,1,1,0
1013,-6,0,1,0
1013,-3,0,1,0
1013,-30,0,1,0
1013,-10,0,1,0
1013,20,1,1,0
1013,-6,0,1,0
1013,-30,0,1,0
1013,10,1,1,0
1013,0,1,0,0
1013,0,1,1,0
1013,6,1,1,0
1013,-10,0,1,0
1013,20,1,1,0
1013,-10,0,1,0
1013,-10,0,1,0
1013,-20,0,1,0
1013,-30,0,1,0
1013,6,1,1,0
1013,-3,0,1,0
1013,-3,0,0,0
1013,6,1,1,0
1013,-30,0,1,0
1013,3,1,1,0
1013,-20,0,1,0
1013,10,1,1,0
1013,0,0,0,0
1013,-6,1,0,0
1013,3,1,0,0
1013,-20,0,1,0
1013,-3,0,1,0
1013,-6,0,1,0
1013,10,1,1,0
1013,10,1,1,0
1013,3,1,1,0
1013,20,1,1,0
1013,-10,0,1,0
1013,6,1,0,0
1013,20,1,1,0
1013,-6,0,1,0
1013,10,1,1,0
1013,10,1,1,0
1013,-3,0,1,0
1013,-3,0,1,0
1013,30,1,1,0
1013,0,0,0,0
1013,30,1,1,0
1013,0,0,1,0
1013,20,1,1,0
1013,-6,0,1,0
1013,20,1,1,0
1013,0,0,0,0
1013,6,1,0,0
1013,-10,0,1,0
1013,30,1,1,0
1013,-6,0,1,0
1013,3,1,1,0
1013,-30,0,1,0
1013,-10,0,1,0
1013,-3,1,0,0
1013,-3,0,0,0
1013,-30,0,1,0
1013,20,1,1,0
1013,-20,0,1,0
1013,-6,1,0,0
1013,3,1,1,0
1013,6,1,1,0
1013,10,1,0,0
1013,-20,0,0,0
1013,3,1,0,0
1013,0,0,0,0
1013,-20,0,1,0
1013,10,1,1,0
1013,30,1,1,0
1013,10,1,1,0
1013,-20,0,1,0
1013,20,1,1,0
1013,-30,0,1,0
1015,30,1,1,0
1015,20,1,1,0
1015,3,0,0,0
1015,30,1,1,0
1015,-30,0,1,0
1015,-6,0,1,0
1015,-10,0,1,0
1015,-20,0,1,0
1015,0,1,1,0
1015,30,1,1,0
1015,-10,0,1,0
1015,6,1,1,0
1015,-20,0,1,0
1015,-3,1,1,0
1015,-10,0,1,0
1015,30,1,1,0
1015,-20,0,1,0
1015,20,1,1,0
1015,0,0,1,0
1015,6,1,1,0
1015,-30,0,1,0
1015,30,1,1,0
1015,-3,0,1,0
1015,6,1,1,0
1015,-30,0,1,0
1015,0,1,1,0
1015,3,0,1,0
1015,-6,1,1,0
1015,6,1,1,0
1015,3,0,1,0
1015,30,1,1,0
1015,3,0,1,0
1015,10,1,1,0
1015,-6,0,1,0
1015,-3,0,1,0
1015,-30,0,1,0
1015,-10,0,1,0
1015,20,1,1,0
1015,-6,0,1,0
1015,-30,0,1,0
1015,10,1,1,0
1015,0,0,1,0
1015,0,1,1,0
1015,6,1,0,0
1015,-10,0,1,0
1015,20,1,1,0
1015,-10,0,1,0
1015,-10,0,1,0
1015,-20,0,1,0
1015,-30,0,1,0
1015,6,0,1,0
1015,-3,0,0,0
1015,-3,0,0,0
1015,6,1,0,0
1015,-30,0,1,0
1015,3,1,1,0
1015,-20,0,1,0
1015,10,1,1,0
1015,0,0,1,0
1015,-6,0,0,0
1015,3,1,1,0
1015,-20,0,1,0
1015,-3,1,1,0
1015,-6,0,1,0
1015,10,1,0,0
1015,10,1,1,0
1015,3,1,1,0
1015,20,1,1,0
1015,-10,0,1,0
1015,6,1,1,0
1015,20,1,1,0
1015,-6,0,1,0
1015,10,1,1,0
1015,10,1,1,0
1015,-3,0,1,0
1015,-3,1,1,0
1015,30,1,1,0
1015,0,1,1,0
1015,30,1,1,0
1015,0,0,1,0
1015,20,1,1,0
1015,-6,0,1,0
1015,20,1,1,0
1015,0,0,1,0
1015,6,1,1,0
1015,-10,0,1,0
1015,30,1,1,0
1015,-6,0,1,0
1015,3,1,1,0
1015,-30,0,1,0
1015,-10,1,1,0
1015,-3,1,1,0
1015,-3,1,1,0
1015,-30,0,1,0
1015,20,1,1,0
1015,-20,0,1,0
1015,-6,0,0,0
1015,3,0,0,0
1015,6,1,1,0
1015,10,1,1,0
1015,-20,0,1,0
1015,3,1,1,0
1015,0,0,0,0
1015,-20,0,1,0
1015,10,1,1,0
1015,30,1,1,0
1015,10,1,1,0
1015,-20,0,1,0
1015,20,1,1,0
1015,-30,0,1,0
1014,-20,0,1,-1
1014,0,1,0,-1
1014,-3,1,0,-1
1014,-6,1,0,-1
1014,30,1,1,-1
1014,6,1,1,-1
1014,-10,0,0,-1
1014,10,1,1,-1
1014,3,1,1,-1
1014,20,1,1,-1
1014,-30,0,1,-1
1014,0,0,0,1
1014,30,1,1,1
1014,-30,0,1,1
1014,-3,0,1,1
1014,-20,0,1,1
1014,20,1,1,1
1014,-10,0,1,1
1014,10,1,1,1
1014,6,1,0,1
1014,3,1,0,1
1014,-6,0,0,1
1014,-30,0,1,1
1014,-20,0,1,1
1014,6,1,0,1
1014,30,1,1,1
1014,3,1,0,1
1014,-10,0,1,1
1014,10,1,0,1
1014,0,0,0,1
1014,-3,0,0,1
1014,-6,0,1,1
1014,20,1,0,1
1014,20,1,1,-1
1014,0,1,1,-1
1014,-3,1,0,-1
1014,-30,0,1,-1
1014,-10,0,1,-1
1014,10,1,1,-1
1014,6,1,1,-1
1014,-20,0,1,-1
1014,-6,1,0,-1
1014,30,1,1,-1
1014,3,1,1,-1
1014,3,1,1,-1
1014,10,1,1,-1
1014,-10,0,0,-1
1014,-6,1,0,-1
1014,-30,0,1,-1
1014,20,1,1,-1
1014,6,1,1,-1
1014,30,1,1,-1
1014,0,1,1,-1
1014,-3,1,1,-1
1014,-20,0,0,-1
1014,20,1,1,1
1014,-3,0,1,1
1014,-6,0,1,1
1014,-20,0,1,1
1014,30,1,1,1
1014,10,1,0,1
1014,3,1,0,1
1014,-30,0,1,1
1014,-10,0,1,1
1014,6,1,0,1
1014,0,1,0,1
1014,30,1,1,1
1014,-30,0,1,1
1014,-6,1,0,1
1014,6,0,0,1
1014,-20,0,1,1
1014,0,0,0,1
1014,10,0,0,1
1014,3,0,0,1
1014,-10,0,1,1
1014,-3,1,0,1
1014,20,1,1,1
1014,10,1,1,-1
1014,30,1,1,-1
1014,-6,1,0,-1
1014,-3,0,0,-1
1014,-30,0,1,-1
1014,-10,0,0,-1
1014,20,1,1,-1
1014,3,1,0,-1
1014,-20,1,0,-1
1014,0,1,0,-1
1014,6,1,0,-1
1013,0,0,1,-1
1013,-30,0,1,-1
1013,30,1,1,-1
1013,10,1,1,-1
1013,20,1,1,-1
1013,-3,0,0,-1
1013,-6,0,1,-1
1013,6,1,1,-1
1013,-20,0,1,-1
1013,3,1,0,-1
1013,-10,0,1,-1
1013,-10,0,1,1
1013,10,1,1,1
1013,-6,0,1,1
1013,-20,1,0,1
1013,6,1,1,1
1013,30,1,1,1
1013,0,0,0,1
1013,-3,1,0,1
1013,20,1,1,1
1013,-30,0,1,1
1013,3,1,0,1
1013,-20,0,1,-1
1013,0,1,0,-1
1013,30,1,0,-1
1013,3,1,1,-1
1013,6,1,1,-1
1013,-6,0,1,-1
1013,-3,0,0,-1
1013,-10,0,1,-1
1013,20,1,1,-1
1013,10,1,1,-1
1013,-30,0,1,-1
1013,-10,0,1,1
1013,-30,0,1,1
1013,10,1,1,1
1013,-6,0,1,1
1013,-3,0,1,1
1013,6,0,0,1
1013,0,0,0,1
1013,20,1,1,1
1013,-20,0,1,1
1013,3,0,1,1
1013,30,1,1,1
1013,3,1,1,-1
1013,-20,0,1,-1
1013,0,1,1,-1
1013,20,1,1,-1
1013,-30,0,1,-1
1013,-6,0,0,-1
1013,-10,0,0,-1
1013,6,0,0,-1
1013,10,1,1,-1
1013,30,1,1,-1
1013,-3,1,0,-1
1013,10,0,0,1
1013,-20,0,1,1
1013,30,1,1,1
1013,-30,0,1,1
1013,6,0,1,1
1013,0,0,0,1
1013,-3,1,1,1
1013,-10,0,1,1
1013,3,0,1,1
1013,20,1,1,1
1013,-6,0,1,1
1013,20,1,1,1
1013,-20,0,1,1
1013,6,1,1,1
1013,-10,0,1,1
1013,-30,0,1,1
1013,30,1,1,1
1013,-6,0,1,1
1013,-3,0,1,1
1013,0,0,0,1
1013,10,1,0,1
1013,3,1,0,1
1013,10,1,1,-1
1013,-20,0,1,-1
1013,0,1,0,-1
1013,-30,0,1,-1
1013,-3,0,0,-1
1013,30,1,1,-1
1013,-6,0,0,-1
1013,-10,0,1,-1
1013,3,1,1,-1
1013,20,1,1,-1
1013,6,1,1,-1
1012,-20,1,1,-1
1012,30,1,1,-1
1012,3,1,0,-1
1012,10,0,0,-1
1012,-3,1,0,-1
1012,-6,1,0,-1
1012,6,1,1,-1
1012,0,1,0,-1
1012,-30,0,1,-1
1012,20,1,1,-1
1012,-10,0,0,-1
1012,3,1,0,1
1012,30,1,1,1
1012,6,0,0,1
1012,-10,0,1,1
1012,10,0,1,1
1012,-30,0,1,1
1012,-3,0,1,1
1012,20,0,0,1
1012,-6,0,1,1
1012,-20,0,1,1
1012,0,0,0,1
1012,-3,1,0,-1
1012,-10,1,0,-1
1012,30,1,1,-1
1012,-30,0,0,-1
1012,3,1,1,-1
1012,6,1,1,-1
1012,10,1,1,-1
1012,0,1,0,-1
1012,-6,1,0,-1
1012,-20,0,0,-1
1012,20,1,1,-1
1012,6,0,0,1
1012,30,1,1,1
1012,10,1,0,1
1012,-3,0,1,1
1012,3,0,0,1
1012,-10,0,1,1
1012,0,0,1,1
1012,-20,0,1,1
1012,20,0,0,1
1012,-6,0,0,1
1012,-30,0,1,1
1012,6,0,0,1
1012,-20,0,1,1
1012,-3,0,0,1
1012,30,1,1,1
1012,10,1,0,1
1012,3,0,1,1
1012,-6,0,1,1
1012,20,1,1,1
1012,0,0,1,1
1012,-30,0,1,1
1012,-10,0,1,1
1012,-6,1,0,-1
1012,20,1,0,-1
1012,-10,0,0,-1
1012,6,1,0,-1
1012,-20,1,0,-1
1012,-30,0,0,-1
1012,0,1,0,-1
1012,30,1,1,-1
1012,10,1,1,-1
1012,3,1,1,-1
1012,-3,1,0,-1
1012,-10,1,0,-1
1012,-3,1,1,-1
1012,10,1,1,-1
1012,3,1,1,-1
1012,0,1,1,-1
1012,6,1,1,-1
1012,-30,1,0,-1
1012,30,0,0,-1
1012,-6,0,0,-1
1012,-20,1,0,-1
1012,20,1,1,-1
1012,10,1,0,1
1012,-30,0,0,1
1012,-6,0,1,1
1012,20,1,1,1
1012,-3,0,0,1
1012,3,0,0,1
1012,-20,0,1,1
1012,6,1,0,1
1012,-10,0,1,1
1012,0,0,0,1
1012,30,1,1,1
1011,-6,0,0,1
1011,-30,0,0,1
1011,6,0,0,1
1011,-3,0,1,1
1011,30,0,0,1
1011,10,1,0,1
1011,3,0,0,1
1011,-10,0,1,1
1011,-20,0,0,1
1011,20,0,1,1
1011,0,0,1,1
1011,30,1,0,-1
1011,-3,0,0,-1
1011,-6,0,0,-1
1011,0,1,1,-1
1011,-30,0,1,-1
1011,10,0,0,-1
1011,-20,1,0,-1
1011,6,0,1,-1
1011,3,0,0,-1
1011,20,1,1,-1
1011,-10,0,1,-1
1011,10,0,1,-1
1011,-20,0,1,-1
1011,30,0,0,-1
1011,-3,0,1,-1
1011,-30,1,1,-1
1011,0,0,1,-1
1011,20,1,1,-1
1011,6,1,1,-1
1011,-6,0,0,-1
1011,3,1,1,-1
1011,-10,0,0,-1
1011,-6,0,1,1
1011,-30,0,1,1
1011,30,1,0,1
1011,0,0,0,1
1011,-10,0,1,1
1011,6,1,0,1
1011,-3,0,0,1
1011,3,0,0,1
1011,20,1,1,1
1011,-20,1,1,1
1011,10,0,0,1
1011,-20,0,1,1
1011,6,0,1,1
1011,-3,0,1,1
1011,20,0,1,1
1011,-30,0,0,1
1011,0,0,0,1
1011,30,1,1,1
1011,-6,0,0,1
1011,3,0,0,1
1011,10,0,0,1
1011,-10,0,1,1
1011,3,0,1,-1
1011,-20,1,1,-1
1011,20,1,1,-1
1011,-6,1,1,-1
1011,-3,1,0,-1
1011,6,1,0,-1
1011,-30,0,0,-1
1011,10,0,0,-1
1011,30,1,0,-1
1011,0,0,0,-1
1011,-10,0,0,-1
1011,20,1,0,1
1011,-6,0,0,1
1011,10,0,0,1
1011,3,1,0,1
1011,-20,0,1,1
1011,6,0,0,1
1011,-30,0,0,1
1011,-3,0,1,1
1011,0,0,0,1
1011,30,0,0,1
1011,-10,1,0,1
1011,6,1,0,-1
1011,0,1,0,-1
1011,30,1,1,-1
1011,20,1,0,-1
1011,-30,0,0,-1
1011,-10,0,0,-1
1011,-20,0,0,-1
1011,-3,0,0,-1
1011,10,1,0,-1
1011,3,1,0,-1
1011,-6,0,0,-1
1010,-6,0,1,1
1010,-30,0,1,1
1010,6,0,0,1
1010,-3,0,1,1
1010,30,1,1,1
1010,10,0,0,1
1010,3,0,0,1
1010,-10,0,1,1
1010,-20,0,1,1
1010,20,0,0,1
1010,0,0,1,1
1010,30,1,1,-1
1010,-3,0,0,-1
1010,-6,0,1,-1
1010,0,0,0,-1
1010,-30,0,1,-1
1010,10,1,1,-1
1010,-20,0,1,-1
1010,6,1,0,-1
1010,3,1,0,-1
1010,20,1,1,-1
1010,-10,1,0,-1
1010,10,1,1,-1
1010,-20,0,0,-1
1010,30,1,1,-1
1010,-3,1,0,-1
1010,-30,0,1,-1
1010,0,1,1,-1
1010,20,1,1,-1
1010,6,1,1,-1
1010,-6,0,0,-1
1010,3,1,1,-1
1010,-10,0,0,-1
1010,-6,0,0,1
1010,-30,0,1,1
1010,30,1,1,1
1010,0,0,0,1
1010,-10,0,1,1
1010,6,1,0,1
1010,-3,0,1,1
1010,3,0,0,1
1010,20,0,0,1
1010,-20,0,1,1
1010,10,1,0,1
1010,-20,0,1,1
1010,6,0,0,1
1010,-3,0,1,1
1010,20,1,0,1
1010,-30,0,1,1
1010,0,0,0,1
1010,30,1,1,1
1010,-6,0,1,1
1010,3,0,0,1
1010,10,0,0,1
1010,-10,0,1,1
1010,3,0,0,-1
1010,-20,0,1,-1
1010,20,1,1,-1
1010,-6,0,0,-1
1010,-3,0,0,-1
1010,6,1,0,-1
1010,-30,0,0,-1
1010,10,1,1,-1
1010,30,1,1,-1
1010,0,1,0,-1
1010,-10,1,0,-1
1010,20,1,1,1
1010,-6,0,1,1
1010,10,1,0,1
1010,3,1,0,1
1010,-20,0,1,1
1010,6,0,0,1
1010,-30,0,1,1
1010,-3,0,1,1
1010,0,0,0,1
1010,30,1,1,1
1010,-10,0,1,1
1010,6,1,0,-1
1010,0,0,0,-1
1010,30,1,1,-1
1010,20,1,1,-1
1010,-30,0,1,-1
1010,-10,0,0,-1
1010,-20,0,1,-1
1010,-3,0,0,-1
1010,10,1,1,-1
1010,3,1,0,-1
1010,-6,0,0,-1
1001,10,1,1,-1
1001,-30,0,1,-1
1001,0,0,0,-1
1001,3,1,1,-1
1001,-10,1,0,-1
1001,6,1,1,-1
1001,20,1,1,-1
1001,-20,1,0,-1
1001,-6,0,0,-1
1001,-3,1,1,-1
1001,30,1,1,-1
1001,-3,1,0,1
1001,20,1,1,1
1001,6,1,0,1
1001,30,0,0,1
1001,-10,0,1,1
1001,-20,0,1,1
1001,-30,0,1,1
1001,10,1,1,1
1001,0,0,0,1
1001,-6,1,0,1
1001,3,1,0,1
1001,-3,1,0,-1
1001,0,1,1,-1
1001,6,1,1,-1
1001,10,1,1,-1
1001,-30,0,1,-1
1001,-10,1,0,-1
1001,30,1,1,-1
1001,-20,1,0,-1
1001,3,1,1,-1
1001,20,1,1,-1
1001,-6,1,1,-1
1001,10,1,1,1
1001,-6,0,0,1
1001,0,1,0,1
1001,-10,0,1,1
1001,3,1,0,1
1001,30,1,1,1
1001,-20,0,1,1
1001,20,1,0,1
1001,-30,0,1,1
1001,6,0,0,1
1001,-3,1,0,1
1001,-10,0,1,1
1001,30,1,1,1
1001,0,1,0,1
1001,3,0,0,1
1001,10,1,0,1
1001,-6,0,0,1
1001,-3,0,0,1
1001,6,0,0,1
1001,20,1,1,1
1001,-30,0,1,1
1001,-20,0,1,1
1001,-20,0,1,-1
1001,-3,0,0,-1
1001,3,1,1,-1
1001,20,1,1,-1
1001,0,1,1,-1
1001,30,1,1,-1
1001,10,1,1,-1
1001,-6,1,1,-1
1001,-30,1,1,-1
1001,6,1,1,-1
1001,-10,1,1,-1
1001,0,0,0,1
1001,6,1,0,1
1001,30,1,1,1
1001,-20,0,1,1
1001,-30,0,1,1
1001,10,1,1,1
1001,-3,0,1,1
1001,3,0,0,1
1001,20,1,0,1
1001,-10,0,1,1
1001,-6,0,1,1
1001,-10,0,0,-1
1001,20,1,1,-1
1001,-3,1,0,-1
1001,6,1,0,-1
1001,30,1,1,-1
1001,3,1,0,-1
1001,-30,0,0,-1
1001,-20,0,0,-1
1001,-6,1,0,-1
1001,10,1,1,-1
1001,0,1,0,-1
1002,6,0,1,1
1002,-10,0,1,1
1002,30,1,0,1
1002,3,1,0,1
1002,-30,0,1,1
1002,-20,0,1,1
1002,0,0,1,1
1002,-6,0,0,1
1002,20,1,0,1
1002,10,1,0,1
1002,-3,0,1,1
1002,6,1,1,-1
1002,3,1,1,-1
1002,10,1,1,-1
1002,-30,0,1,-1
1002,20,1,1,-1
1002,-3,1,0,-1
1002,-20,1,0,-1
1002,-10,1,0,-1
1002,0,0,0,-1
1002,30,1,1,-1
1002,-6,1,1,-1
1002,0,1,1,1
1002,30,1,1,1
1002,-6,1,0,1
1002,-10,1,1,1
1002,-20,0,1,1
1002,-30,0,1,1
1002,-3,1,0,1
1002,20,0,0,1
1002,6,1,1,1
1002,10,1,0,1
1002,3,1,1,1
1002,3,0,1,-1
1002,20,1,1,-1
1002,-6,0,0,-1
1002,-30,0,1,-1
1002,30,1,1,-1
1002,-10,0,0,-1
1002,0,1,0,-1
1002,6,1,1,-1
1002,-20,0,1,-1
1002,10,1,1,-1
1002,-3,1,1,-1
1002,30,1,1,-1
1002,0,1,1,-1
1002,-10,1,1,-1
1002,10,1,1,-1
1002,-30,1,1,-1
1002,-3,0,0,-1
1002,6,0,0,-1
1002,20,1,1,-1
1002,-20,0,1,-1
1002,3,0,0,-1
1002,-6,0,0,-1
1002,10,1,1,1
1002,20,1,0,1
1002,-6,0,0,1
1002,30,1,1,1
1002,-20,0,1,1
1002,3,1,1,1
1002,-3,0,1,1
1002,0,1,0,1
1002,-10,0,1,1
1002,6,0,0,1
1002,-30,0,1,1
1002,-30,0,1,1
1002,30,1,1,1
1002,3,0,1,1
1002,-3,0,1,1
1002,-10,0,1,1
1002,0,1,0,1
1002,20,1,0,1
1002,6,0,0,1
1002,10,1,0,1
1002,-20,0,1,1
1002,-6,0,0,1
1002,3,1,0,-1
1002,-30,0,1,-1
1002,20,1,1,-1
1002,10,1,1,-1
1002,30,1,1,-1
1002,6,1,0,-1
1002,-3,1,0,-1
1002,0,1,1,-1
1002,-10,1,1,-1
1002,-20,1,1,-1
1002,-6,1,1,-1
1003,-3,0,0,1
1003,10,0,0,1
1003,-30,0,1,1
1003,20,1,1,1
1003,-10,0,1,1
1003,0,0,0,1
1003,-20,0,1,1
1003,-6,0,1,1
1003,3,0,0,1
1003,30,1,1,1
1003,6,0,0,1
1003,-3,1,1,-1
1003,3,1,0,-1
1003,-6,1,0,-1
1003,-30,0,1,-1
1003,20,1,1,-1
1003,10,1,1,-1
1003,0,1,0,-1
1003,-10,0,0,-1
1003,6,1,1,-1
1003,30,1,1,-1
1003,-20,0,1,-1
1003,6,0,1,1
1003,0,1,0,1
1003,-20,0,1,1
1003,-10,0,1,1
1003,3,0,0,1
1003,-3,0,0,1
1003,-6,0,1,1
1003,30,1,0,1
1003,-30,0,1,1
1003,20,1,0,1
1003,10,1,0,1
1003,10,0,0,-1
1003,-10,0,0,-1
1003,30,1,1,-1
1003,-3,0,0,-1
1003,-20,0,1,-1
1003,-30,0,1,-1
1003,-6,1,0,-1
1003,20,1,1,-1
1003,6,1,0,-1
1003,3,1,0,-1
1003,0,1,0,-1
1003,6,1,0,1
1003,-6,0,1,1
1003,10,1,1,1
1003,3,1,0,1
1003,-10,0,0,1
1003,30,1,1,1
1003,-20,0,1,1
1003,0,1,0,1
1003,-3,0,0,1
1003,-30,0,1,1
1003,20,1,0,1
1003,-10,0,1,-1
1003,0,0,0,-1
1003,20,1,1,-1
1003,-3,1,1,-1
1003,30,1,1,-1
1003,-20,0,1,-1
1003,10,1,1,-1
1003,-6,1,0,-1
1003,3,1,1,-1
1003,-30,0,1,-1
1003,6,1,0,-1
1003,-6,1,0,1
1003,-3,0,0,1
1003,30,0,1,1
1003,-20,0,1,1
1003,20,1,1,1
1003,10,1,1,1
1003,-10,0,0,1
1003,3,0,0,1
1003,0,0,0,1
1003,-30,0,1,1
1003,6,0,0,1
1003,-30,0,1,-1
1003,10,1,1,-1
1003,20,1,1,-1
1003,-3,0,1,-1
1003,-10,0,1,-1
1003,-6,0,0,-1
1003,-20,0,1,-1
1003,0,1,0,-1
1003,6,0,0,-1
1003,3,1,0,-1
1003,30,1,1,-1
1004,-3,0,1,1
1004,-20,0,1,1
1004,3,0,0,1
1004,10,0,0,1
1004,-30,0,1,1
1004,-6,0,1,1
1004,20,1,1,1
1004,30,1,1,1
1004,-10,0,1,1
1004,6,1,0,1
1004,0,0,0,1
1004,-30,0,1,-1
1004,0,1,0,-1
1004,-6,1,0,-1
1004,3,1,0,-1
1004,-20,0,0,-1
1004,-10,1,0,-1
1004,6,1,0,-1
1004,20,1,1,-1
1004,30,1,1,-1
1004,-3,1,0,-1
1004,10,1,1,-1
1004,0,1,1,-1
1004,20,1,1,-1
1004,-3,1,0,-1
1004,3,1,1,-1
1004,6,1,1,-1
1004,-6,0,0,-1
1004,30,1,1,-1
1004,-30,0,1,-1
1004,-20,0,1,-1
1004,10,1,1,-1
1004,-10,1,1,-1
1004,10,1,0,1
1004,-3,0,0,1
1004,-30,0,1,1
1004,3,0,0,1
1004,-6,0,1,1
1004,-10,0,0,1
1004,-20,0,1,1
1004,20,1,1,1
1004,0,0,0,1
1004,6,0,0,1
1004,30,1,1,1
1004,-30,0,1,-1
1004,3,1,1,-1
1004,6,1,0,-1
1004,-20,0,1,-1
1004,-6,1,0,-1
1004,20,1,1,-1
1004,0,1,0,-1
1004,10,1,1,-1
1004,-3,1,0,-1
1004,-10,1,0,-1
1004,30,1,1,-1
1004,6,1,0,1
1004,-10,0,1,1
1004,20,1,1,1
1004,30,1,1,1
1004,-3,0,0,1
1004,10,0,0,1
1004,-6,0,1,1
1004,-30,0,1,1
1004,0,0,0,1
1004,-20,0,1,1
1004,3,0,0,1
1004,6,1,0,-1
1004,30,1,1,-1
1004,3,1,0,-1
1004,-30,0,1,-1
1004,20,1,1,-1
1004,-10,0,0,-1
1004,-6,1,0,-1
1004,-3,1,0,-1
1004,-20,0,1,-1
1004,0,1,0,-1
1004,10,1,1,-1
1004,-20,0,1,1
1004,6,1,1,1
1004,-3,0,0,1
1004,30,1,1,1
1004,-30,0,1,1
1004,-10,0,0,1
1004,20,1,1,1
1004,0,0,1,1
1004,-6,0,1,1
1004,10,0,0,1
1004,3,0,0,1
1005,3,0,1,1
1005,6,0,0,1
1005,30,1,1,1
1005,20,1,1,1
1005,-20,0,1,1
1005,-3,0,1,1
1005,0,0,1,1
1005,-10,0,1,1
1005,-6,0,1,1
1005,10,0,0,1
1005,-30,0,1,1
1005,-3,0,0,-1
1005,10,1,1,-1
1005,6,1,1,-1
1005,-30,0,1,-1
1005,-20,0,1,-1
1005,3,1,1,-1
1005,0,1,0,-1
1005,-10,1,0,-1
1005,-6,1,0,-1
1005,20,1,1,-1
1005,30,1,1,-1
1005,0,0,0,1
1005,-3,0,1,1
1005,10,0,0,1
1005,-6,0,1,1
1005,3,0,0,1
1005,-20,0,1,1
1005,30,1,1,1
1005,20,1,1,1
1005,-10,0,1,1
1005,6,1,0,1
1005,-30,0,1,1
1005,-20,0,1,-1
1005,20,1,1,-1
1005,-3,1,0,-1
1005,10,1,1,-1
1005,6,1,1,-1
1005,-6,1,0,-1
1005,30,1,1,-1
1005,0,1,1,-1
1005,-10,0,0,-1
1005,-30,0,1,-1
1005,3,1,1,-1
1005,0,0,0,1
1005,-3,0,1,1
1005,10,1,0,1
1005,6,0,0,1
1005,-30,0,1,1
1005,-20,0,1,1
1005,-6,0,1,1
1005,20,1,0,1
1005,30,1,0,1
1005,3,0,0,1
1005,-10,0,1,1
1005,10,1,0,-1
1005,20,1,0,-1
1005,-20,0,1,-1
1005,6,1,0,-1
1005,-30,0,1,-1
1005,30,1,0,-1
1005,-3,1,0,-1
1005,0,1,0,-1
1005,3,1,1,-1
1005,-6,1,0,-1
1005,-10,0,0,-1
1005,20,1,1,1
1005,-3,0,1,1
1005,-20,0,1,1
1005,0,0,1,1
1005,6,0,0,1
1005,30,1,0,1
1005,-6,0,1,1
1005,-10,0,1,1
1005,10,0,0,1
1005,-30,0,1,1
1005,3,0,0,1
1005,30,1,1,-1
1005,0,1,0,-1
1005,-30,0,1,-1
1005,10,1,1,-1
1005,-3,1,0,-1
1005,-10,0,1,-1
1005,20,1,1,-1
1005,-20,0,1,-1
1005,-6,1,0,-1
1005,3,1,1,-1
1005,6,1,1,-1
1006,-20,0,1,1
1006,20,1,1,1
1006,30,1,1,1
1006,-10,1,1,1
1006,-30,1,1,1
1006,6,1,1,1
1006,10,1,1,1
1006,0,0,1,1
1006,-6,1,1,1
1006,-3,0,1,1
1006,3,0,1,1
1006,-6,0,1,-1
1006,3,1,1,-1
1006,-10,0,1,-1
1006,20,1,1,-1
1006,-20,1,1,-1
1006,6,0,1,-1
1006,10,1,1,-1
1006,0,1,1,-1
1006,-3,1,1,-1
1006,30,1,0,-1
1006,-30,0,0,-1
1006,0,0,1,1
1006,10,1,1,1
1006,30,0,0,1
1006,6,1,1,1
1006,-3,1,1,1
1006,-6,1,1,1
1006,20,1,1,1
1006,-30,0,1,1
1006,3,1,0,1
1006,-20,0,1,1
1006,-10,0,1,1
1006,0,1,0,-1
1006,-3,0,0,-1
1006,-30,0,0,-1
1006,30,1,1,-1
1006,-20,0,0,-1
1006,6,0,1,-1
1006,-10,1,1,-1
1006,-6,1,1,-1
1006,3,1,1,-1
1006,20,1,0,-1
1006,10,0,0,-1
1006,3,1,1,1
1006,6,1,1,1
1006,0,1,1,1
1006,-3,0,0,1
1006,-20,1,0,1
1006,10,0,0,1
1006,-6,1,1,1
1006,-10,1,0,1
1006,30,1,1,1
1006,-30,0,0,1
1006,20,0,1,1
1006,-20,0,1,-1
1006,10,1,1,-1
