Subj_idx,Stimulus,Response,Confidence,RT_decConf,Condition,Stim_idx,Resp_raw
1,1,1,3,2.499,scene,122,6
1,2,2,2,2.007,scene,2,2
1,1,1,3,3.208,scene,71,6
1,2,2,1,2.125,scene,67,3
1,1,2,1,3.461,scene,190,3
1,1,1,1,2.547,scene,149,4
1,1,1,1,1.802,scene,40,4
1,2,2,1,1.479,scene,144,3
1,2,1,1,2.477,scene,1,4
1,2,1,2,1.444,scene,237,5
1,2,2,1,3.257,scene,83,3
1,1,1,1,2.098,scene,156,4
1,1,2,2,2.443,scene,177,2
1,2,2,2,1.262,scene,174,2
1,1,1,2,1.376,scene,39,5
1,1,2,2,1.463,scene,215,2
1,2,2,2,2.098,scene,43,2
1,1,1,3,1.444,scene,74,6
1,1,1,3,0.832,scene,213,6
1,2,2,2,1.705,scene,194,2
1,2,2,3,1.395,scene,238,1
1,1,1,3,1.359,scene,161,6
1,1,1,1,3.172,scene,118,4
1,2,2,1,2.674,scene,131,3
1,1,1,1,3.556,scene,185,4
1,1,2,1,3.778,scene,21,3
1,2,1,2,1.536,scene,34,5
1,2,1,2,1.381,scene,108,5
1,1,1,3,0.956,scene,147,6
1,2,2,3,1.482,scene,62,1
1,1,2,1,2.02,scene,165,3
1,1,1,1,2.095,scene,219,4
1,2,2,3,1.872,scene,231,1
1,1,1,3,2.885,scene,191,6
1,2,2,3,1.438,scene,128,1
1,2,2,1,3.073,scene,208,3
1,2,2,1,0.946,scene,180,3
1,1,1,2,3.386,scene,26,5
1,2,2,2,2.408,scene,244,2
1,1,2,3,2.443,scene,187,1
1,1,1,1,3.35,scene,137,4
1,1,1,3,1.235,scene,151,6
1,1,1,3,1.016,scene,155,6
1,1,1,3,0.891,scene,5,6
1,2,2,3,1.181,scene,125,1
1,2,2,2,2.132,scene,27,2
1,2,2,2,1.378,scene,222,2
1,1,1,3,0.937,scene,70,6
1,2,1,3,1.177,scene,221,6
1,2,2,1,3.809,scene,126,3
1,2,1,1,1.629,scene,189,4
1,2,2,2,2.505,scene,98,2
1,1,1,3,1.217,scene,46,6
1,1,1,3,1.166,scene,211,6
1,1,1,2,2.806,scene,116,5
1,1,1,3,1.066,scene,16,6
1,2,2,2,1.765,scene,4,2
1,1,1,3,1.246,scene,31,6
1,2,2,2,3.272,scene,139,2
1,2,2,3,1.373,scene,42,1
1,2,2,2,2.902,scene,6,2
1,1,1,3,2.872,scene,110,6
1,1,1,3,1.139,scene,216,6
1,2,2,1,3.419,scene,179,3
1,1,1,1,1.383,scene,239,4
1,1,2,2,1.435,scene,82,2
1,1,1,2,2.464,scene,35,5
1,2,1,1,2.297,scene,12,4
1,1,2,1,1.454,scene,50,3
1,2,2,2,1.716,scene,22,2
1,1,1,3,1.099,scene,233,6
1,1,1,3,1.716,scene,7,6
1,2,2,1,2.868,scene,195,3
1,2,2,2,1.504,scene,78,2
1,2,2,1,3.729,scene,104,3
1,2,1,1,3.761,scene,153,4
1,1,1,2,1.74,scene,227,5
1,2,2,2,2.629,scene,223,2
1,2,2,1,2.048,scene,175,3
1,2,2,2,2.956,scene,226,2
1,2,2,2,3.513,scene,134,2
1,2,1,2,1.634,scene,101,5
1,1,1,2,2.584,scene,14,5
1,2,1,1,2.085,scene,203,4
1,1,1,3,1.144,scene,184,6
1,2,2,2,3.202,scene,130,2
1,2,2,1,2.502,scene,65,3
1,2,2,2,2.071,scene,178,2
1,2,1,1,1.521,scene,121,4
1,2,2,2,2.435,scene,36,2
1,2,2,1,2.542,scene,162,3
1,2,2,1,1.958,scene,218,3
1,1,1,1,2.174,scene,197,4
1,1,2,1,1.067,scene,106,3
1,1,1,3,1.062,scene,217,6
1,1,1,2,3.386,scene,119,5
1,1,2,1,2.664,scene,169,3
1,1,1,3,1.163,scene,47,6
1,2,2,2,2.001,scene,88,2
1,1,1,3,1.133,scene,158,6
1,2,1,3,1.199,scene,246,6
1,2,1,1,4.286,scene,97,4
1,2,2,1,1.143,scene,113,3
1,1,2,2,3.968,scene,54,2
1,2,2,1,2.604,scene,63,3
1,2,1,1,2.282,scene,242,4
1,1,1,1,2.909,scene,141,4
1,2,1,1,2.006,scene,235,4
1,1,2,2,4.873,scene,45,2
1,2,2,1,5.235,scene,127,3
1,1,1,1,3.572,scene,25,4
1,2,2,1,2.034,scene,170,3
1,2,1,1,1.997,scene,20,4
1,1,2,2,2.179,scene,234,2
1,1,2,2,1.685,scene,188,2
1,1,2,1,2.592,scene,228,3
1,1,2,1,1.605,scene,236,3
1,2,2,3,1.819,scene,44,1
1,1,2,1,3.738,scene,182,3
1,1,2,1,2.399,scene,30,3
1,2,1,1,1.562,scene,100,4
1,1,1,3,1.379,scene,142,6
1,2,2,2,4.135,scene,120,2
1,1,2,2,1.501,scene,204,2
1,1,1,3,1.368,scene,9,6
1,1,2,3,4.249,scene,87,1
1,1,2,1,2.916,scene,212,3
1,1,1,1,1.083,scene,202,4
1,2,2,1,3.239,scene,115,3
1,1,1,2,1.849,scene,84,5
1,1,1,2,2.485,scene,51,5
1,2,2,1,1.976,scene,3,3
1,1,2,2,1.564,scene,207,2
1,2,2,1,2.98,scene,133,3
1,2,1,1,2.21,scene,146,4
1,1,2,2,1.782,scene,15,2
1,1,1,3,1.115,scene,245,6
1,2,2,1,3.278,scene,111,3
1,2,2,1,1.264,scene,138,3
1,1,1,3,1.333,scene,140,6
1,2,2,3,1.532,scene,61,1
1,2,2,1,2.493,scene,96,3
1,1,1,2,1.63,scene,225,5
1,2,2,3,1.49,scene,29,1
1,2,2,2,4.573,scene,159,2
1,1,2,2,1.747,scene,102,2
1,2,2,3,1.266,scene,150,1
1,1,2,2,2.276,scene,8,2
1,2,2,2,4.216,scene,124,2
1,1,2,2,2.002,scene,93,2
1,2,2,1,2.238,scene,76,3
1,2,1,1,1.186,scene,230,4
1,1,2,2,1.857,scene,132,2
1,1,2,2,1.48,scene,196,2
1,1,1,1,2.954,scene,201,4
1,2,1,1,0.936,scene,148,4
1,2,2,1,1.355,scene,85,3
1,2,1,1,1.579,scene,205,4
1,1,2,1,3.986,scene,129,3
1,2,2,1,3.1,scene,123,3
1,2,2,1,0.836,scene,214,3
1,2,1,1,1.457,scene,114,4
1,1,1,2,1.165,scene,160,5
1,2,2,1,1.606,scene,73,3
1,1,1,2,2.537,scene,152,5
1,1,1,1,1.921,scene,105,4
1,2,2,1,2.859,scene,220,3
1,2,2,1,1.363,scene,168,3
1,1,2,2,1.944,scene,167,2
1,2,2,3,1.72,scene,64,1
1,2,2,2,1.967,scene,17,2
1,1,1,1,1.72,scene,109,4
1,1,1,1,2.351,scene,99,4
1,2,1,1,1.391,scene,199,4
1,2,2,3,1.83,scene,241,1
1,2,2,2,1.272,scene,164,2
1,1,1,1,1.896,scene,210,4
1,1,2,1,3.733,scene,135,3
1,2,2,2,1.498,scene,171,2
1,1,2,1,1.428,scene,172,3
1,2,2,3,2.093,scene,56,1
1,2,1,1,1.631,scene,200,4
1,1,1,2,1.295,scene,181,5
1,1,1,1,2.53,scene,41,4
1,2,2,1,1.927,scene,37,3
1,1,1,1,1.373,scene,49,4
1,1,1,2,1.273,scene,32,5
1,1,2,1,1.556,scene,72,3
1,2,1,1,2.281,scene,112,4
1,1,1,3,2.941,scene,240,6
1,1,2,1,1.486,scene,198,3
1,1,2,1,1.214,scene,94,3
10,1,1,3,5.062,scene,51,6
10,2,1,2,2.148,scene,73,5
10,1,1,3,2.006,scene,146,6
10,2,2,1,1.96,scene,119,3
10,1,2,1,0.995,scene,232,3
10,2,2,1,1.109,scene,45,3
10,2,2,3,1.891,scene,150,1
10,1,2,1,1.287,scene,174,3
10,1,1,3,1.614,scene,246,6
10,2,2,1,1.535,scene,47,3
10,2,2,1,1.722,scene,12,3
10,1,1,3,1.902,scene,120,6
10,2,1,1,1.77,scene,122,4
10,2,1,1,1.716,scene,132,4
10,2,2,2,1.823,scene,192,2
10,1,2,2,0.943,scene,215,2
10,2,2,2,0.691,scene,143,2
10,2,1,1,2.299,scene,171,4
10,2,1,1,0.775,scene,27,4
10,2,1,1,1.158,scene,97,4
10,1,1,3,1.267,scene,208,6
10,2,1,1,0.979,scene,136,4
10,1,1,1,0.687,scene,197,4
10,2,2,2,1.766,scene,185,2
10,2,2,2,0.856,scene,212,2
10,2,1,3,1.824,scene,109,6
10,1,1,2,3.042,scene,20,5
10,1,1,3,1.071,scene,209,6
10,1,1,1,1.215,scene,113,4
10,1,1,1,0.966,scene,155,4
10,2,1,1,0.506,scene,64,4
10,2,2,2,2.385,scene,89,2
10,2,2,2,0.618,scene,137,2
10,2,2,2,1.436,scene,99,2
10,2,2,2,0.42,scene,87,2
10,2,2,2,0.587,scene,61,2
10,1,2,2,0.596,scene,184,2
10,2,2,2,0.693,scene,211,2
10,2,2,2,0.762,scene,124,2
10,2,2,2,0.991,scene,196,2
10,1,1,1,1.849,scene,1,4
10,2,1,1,1.408,scene,79,4
10,1,1,2,1.334,scene,193,5
10,2,2,1,1.435,scene,159,3
10,1,2,1,0.934,scene,121,3
10,2,2,1,0.451,scene,131,3
10,2,2,1,0.514,scene,67,3
10,1,1,3,1.64,scene,56,6
10,2,2,1,1.295,scene,91,3
10,2,1,1,2.076,scene,130,4
10,1,1,1,0.581,scene,182,4
10,1,1,1,1.464,scene,180,4
10,2,1,1,0.88,scene,147,4
10,1,1,2,1.879,scene,223,5
10,2,2,1,1.62,scene,63,3
10,1,2,1,1.131,scene,210,3
10,2,2,1,0.984,scene,50,3
10,2,1,1,1.057,scene,123,4
10,2,1,1,0.593,scene,245,4
10,1,1,3,1.236,scene,110,6
10,1,1,1,1.277,scene,30,4
10,1,2,2,2.037,scene,84,2
10,1,2,2,0.973,scene,88,2
10,1,1,1,1.819,scene,35,4
10,1,1,1,0.732,scene,234,4
10,1,1,1,0.721,scene,144,4
10,1,1,1,0.582,scene,94,4
10,2,2,2,1.329,scene,235,2
10,1,2,2,1.427,scene,149,2
10,1,2,2,0.476,scene,40,2
10,1,2,2,0.386,scene,31,2
10,1,1,1,1.308,scene,216,4
10,1,1,1,0.647,scene,227,4
10,1,1,1,0.344,scene,218,4
10,2,1,1,0.807,scene,134,4
10,1,2,2,0.984,scene,213,2
10,1,1,2,0.736,scene,74,5
10,2,2,2,0.709,scene,105,2
10,2,1,1,0.73,scene,154,4
10,1,1,1,1.254,scene,49,4
10,1,2,1,0.797,scene,145,3
10,2,1,1,1.352,scene,83,4
10,1,1,3,1.164,scene,37,6
10,2,1,1,1.205,scene,228,4
10,1,1,1,0.639,scene,26,4
10,2,1,1,0.468,scene,241,4
10,1,1,1,0.636,scene,163,4
10,1,1,1,0.55,scene,200,4
10,2,2,3,2.943,scene,71,1
10,1,2,2,1.895,scene,5,2
10,2,2,3,1.084,scene,32,1
10,2,2,2,1.289,scene,4,2
10,2,2,1,1.151,scene,203,3
10,2,2,2,1.253,scene,116,2
10,2,2,2,1.919,scene,138,2
10,1,1,3,3.233,scene,140,6
10,2,1,1,1.399,scene,100,4
10,1,2,1,1.456,scene,104,3
10,1,2,1,0.746,scene,42,3
10,2,2,1,0.38,scene,239,3
10,2,2,1,0.807,scene,115,3
10,1,2,2,1.21,scene,34,2
10,2,2,2,0.386,scene,172,2
10,2,2,2,1.091,scene,25,2
10,2,2,2,0.651,scene,9,2
10,1,2,2,0.498,scene,126,2
10,1,2,2,1.066,scene,151,2
10,1,2,2,0.803,scene,111,2
10,2,2,2,0.797,scene,224,2
10,2,2,2,0.415,scene,199,2
10,2,2,2,1.033,scene,167,2
10,2,2,2,0.691,scene,6,2
10,1,2,2,0.651,scene,17,2
10,1,2,2,0.661,scene,181,2
10,2,2,2,0.582,scene,101,2
10,1,2,2,0.554,scene,188,2
10,2,2,1,0.68,scene,183,3
10,2,2,1,0.943,scene,82,3
10,2,2,1,0.698,scene,237,3
10,1,2,2,1.789,scene,156,2
10,1,2,2,2.008,scene,98,2
10,1,2,2,0.826,scene,112,2
10,2,2,2,0.829,scene,236,2
10,2,2,1,1.004,scene,129,3
10,2,2,2,1.692,scene,118,2
10,1,2,2,0.803,scene,214,2
10,2,2,2,0.43,scene,190,2
10,1,2,2,0.359,scene,3,2
10,2,2,2,0.22,scene,78,2
10,1,2,2,0.685,scene,169,2
10,1,1,1,2.146,scene,226,4
10,2,2,3,2.294,scene,128,1
10,2,2,3,0.557,scene,96,1
10,1,2,3,0.537,scene,191,1
10,1,1,3,1.478,scene,166,6
10,1,1,3,1.055,scene,177,6
10,2,2,2,1.472,scene,14,2
10,2,2,2,1.47,scene,133,2
10,2,2,2,1.207,scene,46,2
10,2,1,1,1.217,scene,195,4
10,1,2,2,1.317,scene,170,2
10,1,2,2,0.745,scene,202,2
10,2,2,3,1.109,scene,16,1
10,1,2,3,0.852,scene,54,1
10,1,2,2,1.258,scene,189,2
10,1,2,2,1.512,scene,15,2
10,1,2,2,0.34,scene,165,2
10,1,2,2,0.247,scene,221,2
10,1,1,1,1.303,scene,139,4
10,2,1,1,0.455,scene,43,4
10,2,1,1,0.69,scene,244,4
10,1,1,1,0.856,scene,8,4
10,1,1,1,0.839,scene,168,4
10,2,1,1,0.299,scene,106,4
10,1,1,3,1.153,scene,44,6
10,1,1,1,1.237,scene,153,4
10,2,1,1,0.551,scene,108,4
10,2,2,2,1.705,scene,39,2
10,2,2,1,1.599,scene,161,3
10,1,2,1,1.851,scene,217,3
10,2,2,3,1.412,scene,76,1
10,2,2,3,0.846,scene,114,1
10,2,2,2,1.168,scene,85,2
10,1,2,2,0.899,scene,24,2
10,2,2,2,0.93,scene,142,2
10,1,2,2,0.376,scene,164,2
10,1,1,3,1.532,scene,62,6
10,1,2,1,1.258,scene,7,3
10,2,2,1,0.651,scene,162,3
10,1,2,1,0.831,scene,187,3
10,2,2,1,0.343,scene,240,3
10,2,2,1,0.787,scene,135,3
10,2,2,1,0.653,scene,178,3
10,1,2,1,0.477,scene,102,3
10,1,1,1,0.557,scene,125,4
10,1,1,1,1.195,scene,70,4
10,1,2,1,0.813,scene,160,3
10,2,2,1,0.817,scene,207,3
10,2,2,1,0.46,scene,148,3
10,2,2,1,0.357,scene,41,3
10,1,2,1,0.281,scene,225,3
10,2,1,1,1.085,scene,141,4
10,1,1,1,0.724,scene,179,4
10,1,1,1,0.897,scene,201,4
10,2,2,1,0.663,scene,230,3
10,2,1,2,1.318,scene,231,5
10,1,1,2,1.315,scene,127,5
10,1,1,3,1.897,scene,93,6
10,1,1,1,1.485,scene,194,4
10,1,1,3,1.731,scene,22,6
10,1,1,3,1.055,scene,238,6
10,1,1,3,0.815,scene,220,6
11,2,2,3,2.805,scene,2,1
11,1,1,3,2.307,scene,116,6
11,1,2,3,3.29,scene,24,1
11,1,1,3,1.202,scene,72,6
11,2,1,3,1.07,scene,159,6
11,1,2,2,3.259,scene,202,2
11,2,2,2,1.309,scene,39,2
11,2,2,3,1.117,scene,130,1
11,1,1,3,1.363,scene,41,6
11,1,1,3,1.035,scene,93,6
11,2,2,3,1.508,scene,62,1
11,2,2,1,4.778,scene,195,3
11,1,1,1,2.83,scene,154,4
11,2,2,3,1.569,scene,217,1
11,2,1,2,2.071,scene,119,5
11,2,1,3,1.335,scene,3,6
11,2,2,2,2.388,scene,166,2
11,1,1,3,0.817,scene,124,6
11,1,1,3,1.407,scene,43,6
11,1,1,3,0.646,scene,193,6
11,1,1,3,0.618,scene,194,6
11,2,1,3,0.584,scene,121,6
11,2,2,1,2.214,scene,40,3
11,2,2,2,1.804,scene,22,2
11,1,1,3,1.146,scene,199,6
11,2,1,3,0.66,scene,131,6
11,2,1,2,1.757,scene,172,5
11,1,1,2,0.973,scene,188,5
11,2,1,3,0.789,scene,51,6
11,2,2,2,1.754,scene,236,2
11,2,1,2,1.8,scene,144,5
11,1,1,3,1.852,scene,224,6
11,1,1,2,1.846,scene,4,5
11,2,2,1,2.651,scene,96,3
11,2,1,2,1.331,scene,152,5
11,1,1,1,3.239,scene,198,4
11,2,2,2,1.928,scene,155,2
11,1,1,2,3.673,scene,74,5
11,1,1,3,0.795,scene,71,6
11,1,1,1,1.969,scene,78,4
11,1,1,1,1.537,scene,211,4
11,2,1,2,2.319,scene,112,5
11,2,2,3,3.137,scene,30,1
11,2,1,2,2.041,scene,179,5
11,1,1,3,1.381,scene,151,6
11,2,2,2,2.7,scene,245,2
11,1,1,3,1.322,scene,183,6
11,1,1,3,0.915,scene,25,6
11,2,1,3,0.499,scene,88,6
11,2,1,3,0.559,scene,189,6
11,1,1,3,0.53,scene,12,6
11,1,1,3,0.885,scene,109,6
11,2,2,3,1.929,scene,162,1
11,1,1,3,0.96,scene,158,6
11,1,1,3,0.593,scene,27,6
11,1,2,1,2.313,scene,129,3
11,2,1,3,1.074,scene,97,6
11,2,1,1,3.686,scene,122,4
11,2,1,1,1.166,scene,201,4
11,2,2,2,2.333,scene,9,2
11,1,2,2,1.048,scene,212,2
11,2,1,3,0.892,scene,238,6
11,1,1,3,0.801,scene,101,6
11,2,1,3,0.697,scene,231,6
11,2,2,2,2.156,scene,167,2
11,1,1,1,4.897,scene,163,4
11,2,1,2,1.465,scene,222,5
11,1,1,3,0.853,scene,26,6
11,2,1,1,1.746,scene,216,4
11,1,1,1,1.391,scene,165,4
11,1,1,2,1.469,scene,42,5
11,2,1,1,2.949,scene,132,4
11,1,1,1,1.564,scene,114,4
11,1,1,1,1.379,scene,47,4
11,1,1,1,0.793,scene,232,4
11,2,1,2,1.046,scene,225,5
11,1,1,2,0.689,scene,8,5
11,2,1,2,1.498,scene,181,5
11,2,1,1,1.682,scene,174,4
11,1,1,3,1.003,scene,99,6
11,2,1,1,1.492,scene,204,4
11,1,1,1,1.031,scene,140,4
11,1,2,2,3.557,scene,31,2
11,2,2,2,1.777,scene,36,2
11,2,2,2,0.89,scene,6,2
11,2,2,2,0.852,scene,242,2
11,1,2,1,1.594,scene,102,3
11,1,2,3,1.904,scene,54,1
11,2,2,3,1.666,scene,98,1
11,2,2,3,1.707,scene,190,1
11,2,1,1,1.266,scene,45,4
11,1,1,1,0.796,scene,223,4
11,1,1,2,1.283,scene,210,5
11,2,1,3,1.956,scene,208,6
11,1,1,3,1.964,scene,149,6
11,1,1,3,1.299,scene,200,6
11,1,1,3,0.692,scene,61,6
11,2,1,3,0.71,scene,137,6
11,1,1,1,1.248,scene,160,4
11,2,1,3,0.988,scene,209,6
11,1,1,3,0.843,scene,150,6
11,2,2,2,1.854,scene,134,2
11,1,1,3,0.898,scene,213,6
11,2,2,2,1.141,scene,178,2
11,2,2,2,1.334,scene,218,2
11,2,2,2,1.751,scene,148,2
11,2,1,2,2.014,scene,135,5
11,1,2,1,2.715,scene,164,3
11,2,2,2,2.012,scene,126,2
11,1,1,3,1.488,scene,175,6
11,1,1,3,1.21,scene,133,6
11,2,1,3,0.385,scene,14,6
11,2,1,3,0.638,scene,215,6
11,1,1,2,1.331,scene,136,5
11,2,1,1,0.515,scene,228,4
11,1,1,3,0.557,scene,85,6
11,2,1,2,0.204,scene,235,5
11,2,1,1,0.225,scene,203,4
11,2,2,2,0.44,scene,234,2
11,1,2,3,1.698,scene,241,1
11,2,2,2,1.378,scene,37,2
11,1,1,3,1.69,scene,180,6
11,2,1,3,0.889,scene,125,6
11,1,1,1,1.156,scene,227,4
11,1,1,3,0.738,scene,240,6
11,2,1,2,2.899,scene,143,5
11,2,1,3,0.764,scene,5,6
11,2,2,3,2.004,scene,35,1
11,1,2,2,2.169,scene,94,2
11,1,1,3,0.965,scene,49,6
11,2,1,3,1.754,scene,34,6
11,1,1,3,0.953,scene,16,6
11,1,2,3,4.065,scene,87,1
11,1,2,3,1.126,scene,17,1
11,1,1,3,0.92,scene,111,6
11,1,2,2,1.225,scene,108,2
11,1,2,2,0.614,scene,127,2
11,2,2,2,0.604,scene,230,2
11,1,2,2,0.494,scene,65,2
11,1,1,3,0.777,scene,76,6
11,1,2,2,1.537,scene,197,2
11,2,2,2,0.762,scene,106,2
11,2,1,3,0.975,scene,70,6
11,1,1,1,1.247,scene,44,4
11,1,1,1,1.315,scene,110,4
11,2,2,1,3.676,scene,128,3
11,2,2,1,4.885,scene,79,3
11,2,2,1,1.164,scene,220,3
11,2,1,3,0.788,scene,214,6
11,1,2,1,0.788,scene,7,3
11,1,1,3,0.289,scene,156,6
11,1,1,3,0.856,scene,105,6
11,1,1,3,1.615,scene,56,6
11,2,1,3,0.37,scene,83,6
11,1,1,3,0.696,scene,67,6
11,2,1,3,0.457,scene,145,6
11,2,1,2,0.837,scene,184,5
11,1,1,1,0.496,scene,89,4
11,1,1,1,1.401,scene,100,4
11,2,1,1,0.957,scene,21,4
11,1,1,1,2.709,scene,192,4
11,1,1,1,1.66,scene,244,4
11,2,1,1,0.982,scene,169,4
11,1,1,1,4.517,scene,91,4
11,2,1,3,0.419,scene,1,6
11,1,1,2,0.399,scene,46,5
11,1,1,1,0.365,scene,239,4
11,1,2,1,0.646,scene,64,3
11,1,1,1,1.538,scene,20,4
11,2,1,1,0.043,scene,139,4
11,2,1,3,0.478,scene,185,6
11,2,1,1,0.073,scene,168,4
11,2,1,1,0.373,scene,50,4
11,2,1,1,0.195,scene,191,4
11,2,1,1,0.199,scene,146,4
11,1,1,1,0.173,scene,123,4
11,2,1,1,0.382,scene,118,4
11,2,1,1,0.274,scene,182,4
11,2,1,1,0.142,scene,138,4
11,2,1,1,0.286,scene,63,4
11,1,2,3,7.088,scene,207,1
11,1,1,2,2.325,scene,219,5
11,1,1,3,6.172,scene,171,6
11,2,2,3,1.912,scene,221,1
11,2,2,2,4.638,scene,115,2
11,1,1,3,1.064,scene,226,6
11,2,2,2,1.538,scene,15,2
11,1,2,2,2.339,scene,205,2
11,1,2,1,0.769,scene,120,3
11,1,1,2,1.038,scene,73,5
11,2,1,3,0.794,scene,82,6
11,1,1,3,0.376,scene,142,6
12,1,1,3,4.126,scene,204,6
12,1,1,3,2.672,scene,165,6
12,2,2,2,3.795,scene,42,2
12,1,2,1,2.642,scene,144,3
12,1,1,2,2.369,scene,70,5
12,2,2,1,3.546,scene,155,3
12,1,1,1,3.211,scene,108,4
12,1,1,2,1.994,scene,161,5
12,1,1,2,1.326,scene,199,5
12,1,1,1,2.036,scene,242,4
12,1,2,1,1.843,scene,22,3
12,2,2,3,2.618,scene,16,1
12,2,2,2,1.498,scene,213,2
12,1,1,2,1.167,scene,136,5
12,2,1,1,4.107,scene,153,4
12,1,1,1,2.088,scene,49,4
12,1,2,1,2.277,scene,51,3
12,1,1,2,1.451,scene,56,5
12,1,1,3,1.105,scene,220,6
12,2,2,1,2.108,scene,14,3
12,1,1,2,1.297,scene,203,5
12,1,1,3,0.878,scene,226,6
12,1,1,3,0.885,scene,238,6
12,2,2,1,1.563,scene,76,3
12,1,1,3,2.078,scene,127,6
12,1,2,1,1.942,scene,205,3
12,2,2,1,2.283,scene,20,3
12,1,1,3,1.088,scene,63,6
12,1,1,3,0.808,scene,237,6
12,2,1,1,2.568,scene,217,4
12,2,2,1,2.813,scene,41,3
12,2,2,1,2.956,scene,207,3
12,2,2,2,1.813,scene,150,2
12,1,1,2,1.64,scene,124,5
12,2,1,2,1.914,scene,30,5
12,2,2,1,1.507,scene,180,3
12,2,2,1,1.599,scene,143,3
12,2,2,2,1.624,scene,158,2
12,1,1,3,1.168,scene,140,6
12,1,1,2,1.277,scene,137,5
12,2,1,2,1.843,scene,218,5
12,2,1,2,1.289,scene,98,5
12,2,2,1,1.185,scene,245,3
12,1,2,2,1.709,scene,106,2
12,2,2,1,1.889,scene,209,3
12,1,1,2,1.496,scene,131,5
12,2,2,1,1.839,scene,164,3
12,1,1,3,1.414,scene,232,6
12,2,1,1,1.887,scene,73,4
12,2,2,1,2.693,scene,223,3
12,1,2,1,1.681,scene,17,3
12,2,2,1,1.647,scene,91,3
12,1,1,3,1.279,scene,29,6
12,2,2,2,1.695,scene,84,2
12,2,2,2,1.02,scene,148,2
12,2,1,2,1.647,scene,115,5
12,2,2,1,2.511,scene,184,3
12,2,1,2,2.275,scene,221,5
12,1,1,1,2.857,scene,65,4
12,2,1,2,1.145,scene,145,5
12,1,1,3,1.775,scene,191,6
12,2,2,2,1.762,scene,192,2
12,2,2,2,1.076,scene,212,2
12,1,1,2,1.825,scene,222,5
12,1,1,1,1.6,scene,26,4
12,1,1,3,1.042,scene,62,6
12,1,1,2,1.508,scene,99,5
12,1,1,3,0.807,scene,9,6
12,1,1,1,1.154,scene,61,4
12,2,2,1,1.378,scene,170,3
12,1,2,2,1.741,scene,24,2
12,2,1,2,1.421,scene,189,5
12,1,1,3,1.044,scene,128,6
12,2,1,1,4.052,scene,67,4
12,1,2,2,1.722,scene,149,2
12,1,1,3,1.119,scene,109,6
12,1,1,1,7.229,scene,116,4
12,2,2,1,1.828,scene,246,3
12,2,2,2,2.017,scene,230,2
12,2,1,1,2.267,scene,121,4
12,1,1,1,2.49,scene,100,4
12,1,1,2,1.743,scene,50,5
12,1,1,3,0.801,scene,231,6
12,1,1,1,1.709,scene,54,4
12,2,1,2,1.555,scene,111,5
12,2,2,1,1.485,scene,119,3
12,1,1,1,3.508,scene,134,4
12,2,2,2,2.926,scene,35,2
12,1,1,1,1.73,scene,113,4
12,1,1,3,1.574,scene,46,6
12,2,2,1,1.375,scene,87,3
12,2,2,2,1.732,scene,112,2
12,2,2,2,3.146,scene,202,2
12,1,1,3,1.635,scene,215,6
12,2,2,3,1.685,scene,71,1
12,2,2,2,1.513,scene,240,2
12,2,2,1,1.216,scene,141,3
12,1,1,2,1.554,scene,227,5
12,1,1,3,1.216,scene,5,6
12,1,1,1,1.602,scene,40,4
12,1,2,1,1.611,scene,94,3
12,1,1,3,1.964,scene,169,6
12,2,2,1,2.823,scene,12,3
12,2,1,1,2.84,scene,156,4
12,2,2,2,1.116,scene,159,2
12,2,2,2,1.027,scene,25,2
12,1,1,3,1.171,scene,122,6
12,2,1,1,3.584,scene,183,4
12,1,1,3,1.393,scene,96,6
12,1,1,1,2.397,scene,172,4
12,2,2,2,2.048,scene,120,2
12,2,1,1,1.71,scene,171,4
12,2,2,3,1.235,scene,154,1
12,1,1,1,2.829,scene,37,4
12,2,2,1,1.934,scene,93,3
12,1,2,2,1.328,scene,36,2
12,2,2,2,1.957,scene,195,2
12,2,1,1,1.904,scene,126,4
12,1,2,1,1.893,scene,21,3
12,2,2,3,1.61,scene,130,1
12,1,2,2,1.155,scene,78,2
12,2,2,2,1.221,scene,110,2
12,2,2,2,2.558,scene,72,2
12,2,2,2,1.437,scene,151,2
12,2,2,2,1.286,scene,139,2
12,1,1,2,1.249,scene,182,5
12,2,2,2,1.779,scene,179,2
12,2,2,2,1.178,scene,83,2
12,2,2,2,0.931,scene,241,2
12,1,1,1,2.481,scene,239,4
12,1,1,3,1.701,scene,32,6
12,2,2,3,1.601,scene,39,1
12,1,2,2,0.994,scene,228,2
12,1,2,1,1.789,scene,175,3
12,1,1,1,1.618,scene,31,4
12,2,2,1,1.217,scene,244,3
12,1,1,2,2.418,scene,4,5
12,1,1,3,1.361,scene,167,6
12,1,1,2,2.285,scene,193,5
12,2,2,2,1.204,scene,234,2
12,1,2,2,1.987,scene,216,2
12,2,1,1,1.526,scene,196,4
12,1,2,2,2.489,scene,44,2
12,2,2,2,0.925,scene,233,2
12,1,1,1,1.656,scene,47,4
12,2,1,1,2.43,scene,163,4
12,1,2,2,1.158,scene,3,2
12,1,1,1,1.519,scene,168,4
12,2,2,1,2.347,scene,74,3
12,1,1,1,1.308,scene,214,4
12,2,1,1,2.042,scene,138,4
12,2,2,2,1.766,scene,190,2
12,2,2,2,1.105,scene,133,2
12,1,1,3,1.615,scene,166,6
12,1,2,1,2.305,scene,7,3
12,1,2,1,1.3,scene,34,3
12,2,2,2,1.303,scene,125,2
12,1,1,3,1.23,scene,64,6
