Subj_idx,Stimulus,Response,Confidence,RT_decConf,Condition,Stim_idx,Resp_raw
27,1,1,3,1.919,scene,89,6
27,1,1,2,2.217,scene,182,5
27,2,2,2,3.604,scene,220,2
27,1,1,2,3.632,scene,132,5
29,2,2,3,6.939,scene,177,1
29,1,1,2,5.665,scene,121,5
29,2,2,3,4.05,scene,233,1
29,1,2,3,2.976,scene,79,1
29,1,1,2,3.394,scene,161,5
29,2,2,3,2.626,scene,126,1
29,2,2,2,5.233,scene,6,2
29,1,2,2,1.447,scene,210,2
29,1,1,3,3.849,scene,231,6
29,2,2,1,3.837,scene,168,3
29,1,1,3,3.481,scene,192,6
29,2,2,3,6.701,scene,180,1
29,2,2,2,3.149,scene,162,2
29,2,2,2,1.585,scene,120,2
29,1,2,2,2.546,scene,181,2
29,2,2,2,0.974,scene,97,2
29,2,2,2,1.246,scene,198,2
29,2,2,2,1.183,scene,109,2
29,2,2,2,0.939,scene,27,2
29,1,1,3,2.335,scene,12,6
29,2,2,1,2.18,scene,187,3
29,1,1,3,1.821,scene,96,6
29,2,1,1,3.157,scene,112,4
29,2,2,2,2.206,scene,45,2
29,2,2,2,2.473,scene,135,2
29,1,1,3,1.822,scene,131,6
29,1,2,2,1.734,scene,3,2
29,1,1,3,1.548,scene,194,6
29,1,2,2,1.407,scene,160,2
29,2,1,2,2.76,scene,34,5
29,2,1,3,1.705,scene,193,6
29,2,2,2,1.526,scene,70,2
29,1,1,3,1.835,scene,122,6
29,2,2,3,1.514,scene,102,1
29,1,1,3,1.038,scene,155,6
29,2,2,2,1.783,scene,175,2
29,2,2,3,1.858,scene,7,1
29,1,2,2,1.849,scene,183,2
29,1,1,3,2.065,scene,216,6
29,2,2,2,4.187,scene,62,2
29,2,2,2,2.821,scene,84,2
29,1,1,3,1.643,scene,110,6
29,2,2,2,2.65,scene,245,2
29,1,2,1,2.881,scene,129,3
29,2,2,2,1.206,scene,133,2
29,2,2,2,1.838,scene,171,2
29,1,1,3,1.784,scene,56,6
29,1,1,3,1.427,scene,64,6
29,1,1,1,2.7,scene,208,4
29,2,1,2,2.824,scene,41,5
29,2,2,2,2.441,scene,46,2
29,2,2,1,2.509,scene,202,3
29,1,2,2,1.113,scene,219,2
29,1,1,3,1.366,scene,154,6
29,2,2,3,1.539,scene,132,1
29,1,1,3,1.925,scene,9,6
29,2,2,2,3.792,scene,124,2
29,1,1,3,1.353,scene,244,6
29,2,2,3,1.355,scene,17,1
29,1,1,3,1.335,scene,211,6
29,1,1,3,1.141,scene,232,6
29,2,2,3,1.354,scene,224,1
29,1,1,3,0.871,scene,71,6
29,2,1,3,1.568,scene,188,6
29,2,1,3,2.997,scene,116,6
29,2,1,3,1.087,scene,145,6
29,1,1,3,0.823,scene,22,6
29,1,1,3,0.866,scene,31,6
29,2,2,1,4.147,scene,54,3
29,2,2,2,3.254,scene,2,2
29,1,1,3,1.534,scene,128,6
29,2,2,2,3.1,scene,235,2
29,2,2,3,1.288,scene,113,1
29,2,2,2,2.768,scene,4,2
29,1,1,3,0.921,scene,185,6
29,1,2,2,0.959,scene,87,2
29,2,2,2,1.106,scene,225,2
29,2,2,3,0.983,scene,94,1
29,2,2,1,2.032,scene,100,3
29,2,2,3,1.712,scene,238,1
29,2,2,3,1.431,scene,147,1
29,2,1,3,6.161,scene,195,6
29,1,1,3,1.489,scene,111,6
29,1,1,3,1.038,scene,190,6
29,2,2,1,4.957,scene,227,3
29,2,2,1,2.485,scene,151,3
29,2,2,1,1.665,scene,74,3
29,1,2,2,5.202,scene,178,2
29,1,1,3,1.69,scene,44,6
29,2,1,3,1.856,scene,146,6
29,2,2,3,1.689,scene,169,1
29,1,2,2,2.204,scene,234,2
29,1,2,3,1.142,scene,85,1
29,2,2,3,1.251,scene,166,1
29,2,2,3,1.081,scene,236,1
29,1,2,3,4.21,scene,123,1
29,1,1,1,1.944,scene,242,4
29,1,1,1,0.9,scene,1,4
29,1,2,3,4.076,scene,16,1
29,1,1,1,3.37,scene,199,4
29,2,1,1,2.946,scene,164,4
29,2,2,3,1.503,scene,139,1
29,1,1,3,1.285,scene,140,6
29,2,2,3,1.699,scene,184,1
29,1,1,1,2.366,scene,101,4
29,1,1,3,0.602,scene,214,6
29,1,2,2,2.988,scene,215,2
29,1,1,3,1.405,scene,49,6
29,1,1,2,2.549,scene,108,5
29,2,2,1,1.961,scene,136,3
29,2,1,1,1.47,scene,78,4
29,1,2,2,2.004,scene,197,2
29,2,2,2,1.02,scene,104,2
29,2,2,3,1.413,scene,76,1
29,2,2,2,2.974,scene,83,2
29,1,1,3,2.289,scene,115,6
29,1,2,2,5.334,scene,172,2
29,2,2,2,1.065,scene,137,2
29,1,2,2,1.2,scene,241,2
29,2,2,2,0.688,scene,153,2
29,1,1,2,2.036,scene,182,5
29,1,2,2,1.444,scene,119,2
29,1,2,2,1.549,scene,36,2
29,1,1,3,1.641,scene,221,6
29,2,1,3,1.241,scene,200,6
29,1,1,1,1.899,scene,51,4
29,2,1,1,1.538,scene,40,4
29,1,1,1,1.398,scene,32,4
29,2,2,2,1.482,scene,148,2
29,1,1,2,1.879,scene,114,5
29,2,2,1,1.763,scene,156,3
29,2,2,1,3.11,scene,118,3
29,1,1,3,1.427,scene,246,6
29,2,2,1,1.356,scene,73,3
29,1,2,2,3.111,scene,201,2
29,2,2,2,2.524,scene,223,2
29,1,1,3,1.425,scene,61,6
29,2,2,2,1.578,scene,99,2
29,1,2,3,1.656,scene,240,1
29,2,2,3,1.728,scene,105,1
29,1,1,3,1.452,scene,29,6
29,2,2,1,1.869,scene,24,3
29,1,2,2,1.497,scene,141,2
29,2,2,3,1.552,scene,89,1
29,1,1,3,1.906,scene,15,6
29,1,1,3,1.409,scene,93,6
29,1,2,3,1.868,scene,134,1
29,1,1,3,1.471,scene,230,6
29,2,2,3,1.615,scene,150,1
29,1,2,1,1.801,scene,35,3
29,2,2,1,1.577,scene,212,3
29,2,2,2,1.576,scene,149,2
29,2,1,3,1.507,scene,67,6
29,2,2,3,1.466,scene,5,1
29,1,1,3,1.594,scene,39,6
29,1,2,3,3.083,scene,26,1
29,1,1,3,1.625,scene,174,6
29,2,2,3,1.299,scene,20,1
29,1,1,3,1.72,scene,125,6
29,1,1,3,3.308,scene,163,6
29,1,1,3,1.256,scene,158,6
29,1,1,3,1.638,scene,209,6
29,2,1,2,1.608,scene,91,5
29,1,1,2,1.399,scene,152,5
29,1,2,2,1.703,scene,88,2
29,2,2,3,1.459,scene,130,1
29,1,2,3,2.083,scene,213,1
29,2,2,1,3.6,scene,167,3
29,1,1,3,2.606,scene,14,6
29,1,1,3,1.324,scene,127,6
29,1,2,2,5.528,scene,144,2
29,1,1,3,1.936,scene,226,6
29,2,1,3,1.45,scene,98,6
29,2,2,3,1.537,scene,217,1
29,2,2,3,3.318,scene,65,1
29,2,1,1,2.392,scene,159,4
29,2,2,2,2.992,scene,207,2
29,2,2,2,1.905,scene,143,2
29,2,1,2,1.799,scene,138,5
29,1,2,3,1.654,scene,50,1
29,1,2,3,2.052,scene,196,1
29,1,1,2,1.513,scene,205,5
29,1,1,3,1.774,scene,142,6
29,1,2,2,2.752,scene,72,2
29,1,1,2,2.225,scene,21,5
29,2,2,3,1.479,scene,170,1
29,2,2,3,5.164,scene,30,1
29,1,2,3,0.825,scene,42,1
29,1,1,3,1.658,scene,25,6
29,2,2,3,8.632,scene,239,1
29,1,1,3,1.757,scene,220,6
29,2,1,3,1.176,scene,222,6
3,2,2,2,10.423,scene,93,2
3,1,1,3,3.764,scene,39,6
3,2,2,1,11.707,scene,116,3
3,2,2,2,4.027,scene,101,2
3,2,2,2,7.204,scene,91,2
3,2,2,3,1.764,scene,208,1
3,2,2,3,1.178,scene,150,1
3,1,2,1,7.769,scene,98,3
3,2,2,3,2.546,scene,205,1
3,1,1,3,2.041,scene,185,6
3,1,1,3,0.717,scene,151,6
3,1,1,2,4.484,scene,24,5
3,1,1,3,2.69,scene,8,6
3,1,1,3,0.67,scene,46,6
3,1,1,2,3.157,scene,21,5
3,2,2,3,2.363,scene,154,1
3,1,1,3,1.795,scene,63,6
3,1,2,2,8.057,scene,127,2
3,1,1,3,1.367,scene,85,6
3,2,2,3,3.044,scene,177,1
3,1,2,2,5.534,scene,164,2
3,2,2,3,2.82,scene,128,1
3,2,2,3,1.08,scene,233,1
3,1,2,2,3.569,scene,40,2
3,2,2,3,1.082,scene,170,1
3,1,1,1,5.083,scene,163,4
3,2,2,3,2.563,scene,190,1
3,1,1,3,0.929,scene,44,6
3,1,1,3,0.944,scene,217,6
3,2,1,3,0.953,scene,121,6
3,2,2,3,1.027,scene,207,1
3,1,2,3,7.105,scene,159,1
3,1,2,2,2.011,scene,235,2
3,2,2,3,0.767,scene,238,1
3,1,1,3,0.925,scene,36,6
3,2,2,1,5.626,scene,72,3
3,1,2,3,1.579,scene,12,1
3,1,1,2,2.514,scene,221,5
3,2,2,3,1.747,scene,70,1
3,2,2,3,1.277,scene,191,1
3,1,2,2,4.937,scene,149,2
3,2,2,2,2.286,scene,106,2
3,2,2,3,1.312,scene,22,1
3,1,1,2,2.654,scene,125,5
3,2,2,3,0.801,scene,109,1
3,1,1,3,0.831,scene,231,6
3,2,2,2,7.698,scene,168,2
3,2,2,3,1.124,scene,7,1
3,2,2,2,4.158,scene,126,2
3,1,1,3,1.455,scene,169,6
3,1,1,3,0.809,scene,209,6
3,2,2,2,4.15,scene,210,2
3,2,2,3,0.916,scene,9,1
3,1,2,2,3.179,scene,141,2
3,1,1,3,1.593,scene,4,6
3,1,2,3,1.979,scene,184,1
3,1,1,3,2.573,scene,2,6
3,2,1,3,1.162,scene,20,6
3,1,1,2,2.298,scene,174,5
3,1,1,3,1.375,scene,15,6
3,1,1,3,0.861,scene,94,6
3,1,1,3,1.843,scene,215,6
3,1,1,3,0.791,scene,198,6
3,1,2,3,1.031,scene,31,1
3,1,2,2,3.965,scene,131,2
3,2,2,3,1.203,scene,135,1
3,2,2,3,1.835,scene,187,1
3,2,2,3,4.294,scene,152,1
3,1,1,2,1.902,scene,74,5
3,1,2,2,6.798,scene,202,2
3,2,2,3,1.448,scene,136,1
3,2,2,3,1.163,scene,218,1
3,1,2,3,3.209,scene,78,1
3,1,1,3,1.028,scene,29,6
3,1,1,3,0.94,scene,47,6
3,2,2,3,1.987,scene,120,1
3,1,1,3,0.795,scene,71,6
3,1,2,3,2.843,scene,115,1
3,2,2,3,0.966,scene,195,1
3,2,2,3,1.503,scene,65,1
3,1,2,3,3.343,scene,45,1
3,2,2,3,1.039,scene,54,1
3,2,2,3,1.062,scene,79,1
3,1,2,2,1.528,scene,180,2
3,2,2,3,0.801,scene,134,1
3,2,2,3,0.881,scene,201,1
3,2,2,3,1.493,scene,61,1
3,2,2,3,0.887,scene,3,1
3,1,2,2,1.122,scene,1,2
3,1,2,3,1.607,scene,182,1
3,2,2,3,0.802,scene,76,1
3,1,2,3,2.281,scene,219,1
3,1,2,3,0.697,scene,196,1
3,2,2,3,0.921,scene,224,1
3,2,2,3,0.836,scene,143,1
3,1,1,3,2.27,scene,133,6
3,2,2,3,0.762,scene,179,1
3,2,2,3,0.715,scene,234,1
3,2,2,3,0.768,scene,6,1
3,2,2,3,1.096,scene,89,1
3,1,2,3,0.835,scene,178,1
3,1,1,2,3.518,scene,172,5
3,2,2,3,1.238,scene,197,1
3,2,2,3,1.257,scene,223,1
3,2,1,1,4.052,scene,138,4
3,2,2,3,0.879,scene,62,1
3,2,2,3,2.676,scene,148,1
3,2,2,3,0.652,scene,132,1
3,2,2,3,1.282,scene,155,1
3,1,2,3,0.725,scene,165,1
3,2,2,3,0.64,scene,245,1
3,2,2,3,0.589,scene,42,1
3,1,1,3,2.196,scene,214,6
3,2,2,2,2.841,scene,193,2
3,1,1,3,0.997,scene,220,6
3,2,2,3,1.764,scene,146,1
3,2,2,3,0.778,scene,130,1
3,1,2,3,1.171,scene,32,1
3,1,1,3,1.267,scene,175,6
3,1,1,3,0.853,scene,97,6
3,1,2,3,0.922,scene,104,1
3,2,2,3,1.178,scene,227,1
3,2,2,2,3.039,scene,147,2
3,2,2,3,3.06,scene,51,1
3,1,2,3,0.838,scene,43,1
3,1,1,3,0.962,scene,142,6
3,1,2,2,2.891,scene,183,2
3,1,2,3,2.244,scene,156,1
3,2,2,3,3.992,scene,124,1
3,2,2,3,0.788,scene,129,1
3,2,2,2,4.032,scene,26,2
3,1,2,3,2.748,scene,139,1
3,2,2,3,1.21,scene,242,1
3,2,2,3,1.064,scene,166,1
3,2,2,3,0.811,scene,25,1
3,1,2,3,0.76,scene,83,1
3,1,1,3,1.121,scene,56,6
3,1,2,2,3.319,scene,49,2
3,2,2,3,0.892,scene,181,1
3,2,2,3,0.959,scene,144,1
3,1,2,3,0.717,scene,189,1
3,2,2,3,1,scene,50,1
3,2,2,3,0.727,scene,99,1
3,1,1,2,4.429,scene,111,5
3,1,1,3,1.131,scene,226,6
3,1,1,3,2.573,scene,171,6
3,2,2,3,0.849,scene,244,1
3,1,1,3,2.703,scene,211,6
3,1,1,3,0.905,scene,17,6
3,1,1,1,2.578,scene,34,4
3,1,1,3,1.175,scene,237,6
3,2,2,3,1.006,scene,240,1
3,1,2,3,0.837,scene,153,1
3,1,2,3,1.026,scene,108,1
3,2,2,3,0.607,scene,102,1
3,2,2,3,0.685,scene,140,1
3,2,2,3,0.705,scene,67,1
3,2,2,3,0.796,scene,112,1
3,1,2,3,0.616,scene,96,1
3,2,2,3,4.652,scene,158,1
3,1,1,3,0.724,scene,246,6
3,2,2,3,1.097,scene,114,1
3,1,1,3,2.098,scene,119,6
3,2,2,3,0.906,scene,160,1
3,2,1,1,1.829,scene,225,4
3,1,2,3,0.862,scene,30,1
3,1,1,3,0.854,scene,64,6
3,2,2,3,7.763,scene,110,1
3,2,2,3,2.602,scene,82,1
3,2,2,2,1.454,scene,88,2
3,2,2,3,0.641,scene,204,1
3,1,2,3,0.687,scene,105,1
3,2,2,3,0.856,scene,241,1
3,2,2,3,0.81,scene,239,1
3,1,1,3,1.263,scene,230,6
3,1,2,3,1.536,scene,5,1
3,1,1,3,1.166,scene,118,6
3,1,1,2,2.189,scene,194,5
3,1,1,3,1.484,scene,100,6
3,1,1,2,1.386,scene,200,5
3,1,1,3,0.903,scene,14,6
3,2,2,3,1.597,scene,84,1
3,1,2,2,2.992,scene,199,2
3,2,2,3,1.052,scene,222,1
3,2,2,3,0.809,scene,27,1
3,1,2,3,1.28,scene,113,1
3,2,2,3,1.366,scene,137,1
3,2,2,3,0.686,scene,232,1
3,2,2,3,0.88,scene,162,1
3,1,1,1,3.673,scene,212,4
3,1,2,2,1.656,scene,73,2
3,1,1,3,1.387,scene,216,6
30,1,1,3,2.947,scene,213,6
30,1,1,3,1.479,scene,63,6
30,1,1,2,2.75,scene,156,5
30,2,1,1,3.907,scene,160,4
30,1,1,3,1.09,scene,79,6
30,1,1,3,1.138,scene,214,6
30,2,1,1,2.181,scene,139,4
30,1,1,3,1.265,scene,110,6
30,2,2,2,3.917,scene,96,2
30,2,2,1,2.553,scene,128,3
30,2,1,2,2.118,scene,220,5
30,1,1,3,1.181,scene,14,6
30,2,1,3,1.459,scene,203,6
30,2,1,3,3.003,scene,242,6
30,2,1,1,2.039,scene,113,4
30,2,1,1,1.404,scene,202,4
30,1,1,3,0.856,scene,241,6
30,2,1,3,1.108,scene,237,6
30,1,1,3,0.733,scene,239,6
30,2,1,3,0.74,scene,225,6
30,1,1,3,0.827,scene,169,6
30,1,1,3,0.856,scene,166,6
30,2,1,1,2.429,scene,192,4
30,2,2,2,5.326,scene,9,2
30,1,2,1,2.754,scene,35,3
30,2,1,2,2.361,scene,134,5
30,1,1,3,1.117,scene,42,6
30,2,2,2,3.82,scene,100,2
30,2,1,3,2.623,scene,93,6
30,2,1,3,2.86,scene,153,6
30,1,2,3,2.974,scene,165,1
30,1,1,3,1.13,scene,62,6
30,2,2,3,1.316,scene,230,1
30,2,2,2,2.004,scene,180,2
30,1,1,3,1.527,scene,67,6
30,2,2,2,2.238,scene,25,2
30,1,1,3,1.041,scene,91,6
30,1,1,3,1.1,scene,219,6
30,1,1,3,0.632,scene,73,6
30,2,2,1,1.71,scene,196,3
30,1,2,2,2.359,scene,56,2
30,1,1,3,1.327,scene,98,6
30,1,1,3,1.133,scene,126,6
30,1,1,3,1.318,scene,151,6
30,1,1,3,0.728,scene,233,6
30,2,1,3,1.859,scene,221,6
30,1,1,3,3.302,scene,85,6
30,2,1,3,0.829,scene,161,6
30,2,2,1,2.098,scene,1,3
30,2,2,2,1.748,scene,122,2
30,2,2,2,1.899,scene,106,2
30,1,1,3,1.118,scene,34,6
30,1,1,3,1.424,scene,207,6
30,1,1,3,0.699,scene,215,6
30,1,1,3,0.646,scene,190,6
30,1,2,2,1.385,scene,181,2
30,1,1,3,1.473,scene,130,6
30,2,2,2,1.476,scene,65,2
30,2,2,1,3.039,scene,71,3
30,1,1,3,0.843,scene,4,6
30,1,1,3,0.8,scene,133,6
30,2,2,2,1.551,scene,167,2
30,2,2,2,1.167,scene,87,2
30,1,1,1,3.174,scene,70,4
30,2,1,2,1.653,scene,201,5
30,1,1,3,0.778,scene,112,6
30,1,1,3,0.8,scene,101,6
30,1,1,3,0.847,scene,188,6
30,1,1,3,1.643,scene,30,6
30,2,1,3,0.565,scene,189,6
30,1,1,3,1.011,scene,205,6
30,2,1,3,1.109,scene,6,6
30,2,2,2,1.486,scene,46,2
30,1,1,3,1.042,scene,226,6
30,2,2,2,1.852,scene,208,2
30,2,2,2,1.048,scene,216,2
30,1,1,3,0.846,scene,182,6
30,1,1,3,0.921,scene,64,6
30,1,1,3,0.81,scene,120,6
30,1,1,3,0.831,scene,94,6
30,2,2,2,1.217,scene,111,2
30,1,1,3,1.768,scene,145,6
30,2,1,3,1.041,scene,210,6
30,1,1,3,1.245,scene,17,6
30,2,2,3,1.85,scene,135,1
30,2,2,1,2.228,scene,217,3
30,1,1,3,0.839,scene,88,6
30,1,2,2,1.643,scene,212,2
30,2,2,1,2.044,scene,129,3
30,1,1,1,2.311,scene,41,4
30,1,1,3,0.993,scene,22,6
30,1,2,1,2.806,scene,236,3
30,2,2,1,1.348,scene,44,3
30,1,1,3,1.154,scene,123,6
30,2,2,2,1.74,scene,104,2
30,1,1,3,0.948,scene,200,6
30,2,2,2,1.109,scene,109,2
30,1,1,3,0.934,scene,32,6
30,1,1,3,2.638,scene,24,6
30,1,1,3,0.89,scene,2,6
30,1,1,3,0.651,scene,211,6
30,1,1,3,0.991,scene,29,6
30,2,2,2,1.291,scene,164,2
30,1,1,3,1.02,scene,36,6
30,1,1,3,1.353,scene,50,6
30,2,2,3,2.633,scene,168,1
30,2,2,2,1.766,scene,143,2
30,2,2,3,1.893,scene,140,1
30,2,2,3,1.336,scene,7,1
30,1,1,3,0.761,scene,245,6
30,2,2,3,1.482,scene,152,1
30,1,1,3,1.06,scene,198,6
30,2,1,3,1.039,scene,105,6
30,2,2,3,1.154,scene,187,1
30,2,2,3,1.314,scene,175,1
30,2,1,3,0.772,scene,40,6
30,2,1,3,0.725,scene,193,6
30,1,2,3,2.461,scene,47,1
30,1,2,1,2.287,scene,89,3
30,1,1,3,1.098,scene,26,6
30,1,1,3,0.602,scene,125,6
30,1,2,2,1.642,scene,197,2
30,1,2,2,1.767,scene,118,2
30,1,2,2,2.807,scene,5,2
30,1,2,2,2.068,scene,244,2
30,2,2,2,1.367,scene,16,2
30,2,2,2,1.431,scene,234,2
30,2,2,2,0.835,scene,54,2
30,2,2,2,0.807,scene,115,2
30,2,2,2,0.838,scene,45,2
30,2,2,2,0.739,scene,194,2
30,2,2,2,1.427,scene,199,2
30,2,2,2,2.318,scene,150,2
30,1,1,3,1.302,scene,37,6
30,2,1,3,1.12,scene,49,6
30,1,1,3,0.93,scene,39,6
30,1,2,3,1.41,scene,142,1
30,2,2,1,1.96,scene,51,3
30,2,2,1,4.591,scene,114,3
30,2,2,3,2.051,scene,162,1
30,1,1,3,0.864,scene,231,6
30,2,2,3,2.324,scene,172,1
30,2,2,3,1.355,scene,178,1
30,2,2,3,1.187,scene,3,1
30,1,2,3,2.145,scene,227,1
30,2,1,2,2.633,scene,138,5
30,2,1,2,2.123,scene,84,5
30,1,2,2,2.666,scene,154,2
30,2,1,3,1.027,scene,246,6
30,2,2,3,4.944,scene,204,1
30,1,2,1,1.358,scene,72,3
30,2,2,1,1.574,scene,74,3
30,1,2,1,1.917,scene,218,3
30,1,2,3,1.491,scene,127,1
30,2,2,3,1.285,scene,177,1
30,2,2,3,0.934,scene,131,1
30,1,1,3,0.816,scene,97,6
30,1,1,3,1.174,scene,195,6
30,2,2,3,1.111,scene,132,1
30,1,1,3,0.981,scene,185,6
30,1,1,3,1.602,scene,222,6
30,2,2,3,1.261,scene,20,1
30,2,2,3,2.138,scene,144,1
30,2,2,3,1.448,scene,137,1
30,2,2,3,0.94,scene,232,1
30,2,2,3,1.453,scene,27,1
30,1,1,1,2.728,scene,121,4
30,2,2,3,1.745,scene,82,1
30,2,1,3,1.495,scene,76,6
30,2,1,3,1.483,scene,146,6
30,2,1,3,1.38,scene,158,6
30,2,2,2,2.844,scene,171,2
30,1,1,3,1.358,scene,12,6
30,1,2,3,1.587,scene,224,1
30,1,1,3,0.913,scene,174,6
30,2,2,2,1.892,scene,83,2
30,1,2,3,1.42,scene,99,1
30,1,2,2,1.462,scene,159,2
30,2,2,1,3.152,scene,108,3
30,1,1,3,1.058,scene,116,6
30,1,1,2,2.148,scene,141,5
30,2,2,3,1.572,scene,21,1
30,1,1,3,1.154,scene,61,6
30,1,1,3,0.904,scene,43,6
30,2,2,3,1.184,scene,136,1
30,2,1,3,1.977,scene,235,6
30,1,1,3,1.087,scene,31,6
30,1,1,3,0.714,scene,170,6
30,2,2,3,1.66,scene,8,1
30,1,2,3,2.384,scene,148,1
30,2,1,3,0.954,scene,124,6
30,2,2,1,1.853,scene,78,3
31,2,1,1,10.952,scene,168,4
31,1,1,2,11.384,scene,147,5
31,1,2,2,6.717,scene,3,2
31,2,1,3,3.232,scene,131,6
31,1,2,1,5.867,scene,119,3
31,2,2,3,2.6,scene,134,1
31,1,1,3,2.891,scene,191,6
31,1,1,3,1.579,scene,245,6
31,2,2,2,2.441,scene,188,2
31,1,1,3,2.106,scene,161,6
31,2,2,3,2.49,scene,47,1
31,2,2,2,8.816,scene,210,2
31,1,1,3,1.703,scene,224,6
31,2,2,3,1.824,scene,241,1
31,1,2,2,1.252,scene,29,2
31,1,1,3,1.303,scene,124,6
31,1,2,1,1.936,scene,12,3
31,2,2,1,1.174,scene,41,3
31,2,2,2,1.371,scene,8,2
31,1,1,3,1.844,scene,177,6
31,2,2,2,1.358,scene,22,2
31,2,1,2,1.628,scene,123,5
31,1,2,1,1.792,scene,112,3
31,1,2,1,1.283,scene,32,3
31,2,2,2,1.052,scene,1,2
31,1,2,2,0.928,scene,202,2
31,1,1,2,1.595,scene,221,5
31,2,1,3,1.039,scene,116,6
31,1,2,1,1.618,scene,50,3
31,1,1,3,2.535,scene,171,6
31,2,2,2,1.836,scene,236,2
31,1,2,2,1.079,scene,244,2
31,1,1,3,1.392,scene,83,6
31,2,2,3,1.798,scene,238,1
31,2,2,3,1.525,scene,113,1
31,2,2,1,1.631,scene,64,3
31,2,2,3,1.796,scene,187,1
31,1,2,2,1.37,scene,85,2
31,2,2,2,1.048,scene,179,2
31,2,2,2,0.857,scene,27,2
31,2,2,3,1.631,scene,122,1
31,1,2,2,1.309,scene,17,2
31,1,2,2,1.077,scene,20,2
31,1,2,2,0.568,scene,170,2
31,1,2,2,0.76,scene,109,2
31,2,1,3,1.847,scene,84,6
31,2,2,3,1.564,scene,9,1
31,2,2,2,1.364,scene,141,2
31,1,2,2,1.069,scene,43,2
31,2,2,2,1.073,scene,136,2
31,2,2,2,0.766,scene,178,2
31,1,1,3,1.127,scene,30,6
31,1,1,2,7.952,scene,197,5
31,2,1,3,3.932,scene,25,6
31,2,1,1,1.539,scene,142,4
31,2,1,1,1.131,scene,133,4
31,2,1,1,1.635,scene,199,4
31,2,2,2,1.468,scene,7,2
31,1,1,2,1.765,scene,234,5
31,2,1,1,2.21,scene,228,4
31,1,1,3,1.534,scene,140,6
31,2,2,1,1.422,scene,14,3
31,2,2,1,2.508,scene,99,3
31,1,2,2,1.136,scene,31,2
31,2,2,2,0.794,scene,196,2
31,2,2,2,0.895,scene,56,2
31,1,2,3,3.002,scene,138,1
31,1,2,2,0.835,scene,94,2
31,2,1,1,2.306,scene,185,4
31,2,1,1,0.74,scene,65,4
31,1,1,1,0.859,scene,149,4
31,2,1,1,0.447,scene,87,4
31,1,1,3,1.757,scene,2,6
31,1,1,1,1.115,scene,118,4
31,2,1,1,6.531,scene,194,4
31,1,1,1,1.559,scene,104,4
31,2,1,3,1.327,scene,204,6
31,1,1,1,1.185,scene,175,4
31,2,2,1,0.866,scene,230,3
31,2,2,3,1.799,scene,39,1
31,2,2,3,1.288,scene,233,1
31,1,2,3,1.055,scene,232,1
31,1,1,3,1.731,scene,237,6
31,1,1,3,0.81,scene,129,6
31,1,1,2,1.688,scene,98,5
31,2,1,1,1.146,scene,174,4
31,2,1,1,0.768,scene,61,4
31,2,1,1,0.601,scene,227,4
31,1,1,1,1.545,scene,101,4
31,2,1,2,1.687,scene,36,5
31,2,1,2,1.094,scene,91,5
31,1,2,2,1.529,scene,150,2
31,2,2,2,1.003,scene,220,2
31,1,2,2,0.568,scene,72,2
31,2,2,1,1.663,scene,5,3
31,2,2,2,1.931,scene,126,2
31,2,2,3,2.531,scene,207,1
31,2,2,3,2.179,scene,93,1
31,1,2,2,2.578,scene,154,2
31,2,1,1,1.903,scene,139,4
31,2,1,1,1.16,scene,63,4
31,1,1,3,2.558,scene,15,6
31,2,2,2,1.323,scene,169,2
31,2,2,2,0.814,scene,167,2
31,1,1,3,2.204,scene,164,6
31,2,2,2,0.744,scene,67,2
31,1,1,3,2.608,scene,35,6
31,1,2,3,1.036,scene,151,1
31,1,2,3,1.146,scene,62,1
31,1,2,3,0.85,scene,239,1
31,1,1,2,1.447,scene,125,5
31,2,1,1,1.449,scene,144,4
31,1,1,1,0.896,scene,135,4
31,2,1,1,0.85,scene,105,4
31,2,2,3,1.399,scene,130,1
31,2,2,2,1.467,scene,108,2
31,1,2,3,1.045,scene,152,1
31,2,2,3,1.168,scene,146,1
31,2,1,1,1.934,scene,235,4
31,2,2,2,2.813,scene,217,2
31,2,2,3,1.089,scene,163,1
31,1,2,3,4.324,scene,159,1
31,1,2,2,1.809,scene,40,2
31,2,2,1,0.775,scene,121,3
31,1,1,1,0.811,scene,132,4
31,2,2,2,0.946,scene,212,2
31,1,2,2,1.513,scene,153,2
31,2,1,1,1.434,scene,193,4
31,1,2,3,0.99,scene,37,1
31,2,2,3,1.597,scene,4,1
31,1,1,2,1.443,scene,182,5
31,2,2,3,2.184,scene,89,1
31,1,1,3,1.525,scene,216,6
31,1,1,3,0.845,scene,128,6
31,2,1,3,1.112,scene,70,6
31,1,1,2,1.306,scene,115,5
31,1,1,3,1.17,scene,74,6
31,2,1,3,1.018,scene,214,6
31,1,2,2,1.182,scene,106,2
31,1,2,2,0.894,scene,127,2
31,2,2,2,1.927,scene,195,2
31,2,2,3,0.815,scene,226,1
31,2,2,3,2.859,scene,165,1
31,2,2,3,1.132,scene,44,1
31,1,2,3,1.172,scene,172,1
31,1,1,1,2.042,scene,240,4
31,2,2,2,2.118,scene,54,2
31,1,2,2,1.206,scene,225,2
31,1,1,1,1.996,scene,201,4
31,1,1,3,1.066,scene,211,6
31,2,1,2,1.675,scene,181,5
31,1,2,3,1.622,scene,16,1
31,2,2,2,2.634,scene,209,2
31,2,2,2,0.948,scene,200,2
