Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Task,Catch_trial,ContrastOrTilt
2,1,1,3,1.244,0.616,1,0,5.5
2,1,1,3,0.661,0.395,1,0,5.5
2,1,1,3,0.957,0.266,1,0,5.5
2,1,0,2,0.889,0.208,1,0,5.5
2,1,1,2,0.874,0.236,1,0,5.5
2,1,1,2,1.337,0.207,1,0,5.5
2,1,1,2,0.797,0.201,1,0,5.5
2,1,1,3,1.268,0.286,1,0,5.5
2,0,0,2,0.517,0.793,1,0,5.5
2,0,0,1,1.366,0.317,1,0,5.5
2,1,0,2,1.02,0.554,1,0,5.5
2,0,1,1,1.893,0.317,1,0,5.5
2,1,1,2,1.192,0.333,1,0,5.5
2,1,1,2,0.689,0.323,1,0,5.5
2,1,1,1,0.921,0.242,1,0,5.5
2,1,0,1,0.807,0.386,1,0,5.5
2,1,1,1,1.017,0.905,1,0,5.5
2,0,1,1,0.712,0.382,1,0,5.5
2,1,1,1,1.49,0.227,1,0,5.5
2,0,0,4,1.087,0.494,1,1,15
2,0,0,3,0.885,0.677,1,0,5.5
2,1,1,2,1.307,0.381,1,0,5.5
2,0,0,3,0.847,0.739,1,0,5.5
2,0,0,1,1.405,0.472,1,0,5.5
2,0,0,2,0.592,0.316,1,0,5.5
2,0,0,1,0.64,0.281,1,0,5.5
2,1,1,3,1.181,0.609,1,0,5.5
2,1,1,2,1.044,0.862,1,0,5.5
2,0,0,2,0.562,0.622,1,0,5.5
2,0,1,1,0.965,1,1,0,5.5
2,0,0,2,0.842,0.982,1,0,5.5
2,0,0,3,1.038,0.566,1,0,5.5
2,0,0,1,0.661,1.126,1,0,5.5
2,0,0,1,0.64,0.366,1,0,5.5
2,1,1,1,0.909,0.419,1,0,5.5
2,1,1,2,1.077,0.469,1,0,5.5
2,0,0,2,0.637,0.556,1,0,5.5
2,0,0,3,0.816,0.445,1,0,5.5
2,1,1,2,1.208,0.62,1,0,5.5
2,0,0,4,0.802,0.493,1,1,15
2,0,0,2,1.433,0.705,2,0,0.62
2,0,0,3,1.1,0.854,2,0,0.62
2,0,1,3,1.33,0.782,2,0,0.62
2,0,0,1,0.928,0.343,2,0,0.62
2,1,1,2,1.131,0.552,2,0,0.62
2,0,0,3,0.727,0.803,2,0,0.62
2,0,0,4,0.785,0.538,2,0,0.62
2,0,0,3,1.067,0.831,2,0,0.62
2,1,1,4,2.049,0.624,2,0,0.62
2,1,1,3,1.032,0.953,2,0,0.62
2,0,0,3,1.113,2.263,2,0,0.62
2,1,1,4,1.064,0.78,2,0,0.62
2,0,0,4,0.674,1.686,2,0,0.62
2,0,0,3,1.075,0.54,2,0,0.62
2,1,1,4,1.066,0.413,2,0,0.62
2,0,0,3,0.885,0.75,2,0,0.62
2,1,1,2,1.732,0.456,2,0,0.62
2,0,0,1,0.785,0.736,2,0,0.62
2,0,0,1,0.863,0.388,2,0,0.62
2,1,1,4,1.012,0.553,2,0,0.62
2,0,0,1,0.585,0.462,2,0,0.62
2,0,0,2,0.659,0.252,2,0,0.62
2,0,1,1,1.672,0.309,2,0,0.62
2,1,1,4,0.596,0.753,2,0,0.62
2,0,0,2,1.009,0.631,2,0,0.62
2,1,1,4,0.752,0.634,2,0,0.62
2,1,1,4,0.834,0.611,2,0,0.62
2,0,0,3,0.79,0.551,2,0,0.62
2,1,1,4,1.002,0.345,2,0,0.62
2,0,0,3,0.653,0.674,2,0,0.62
2,1,1,4,0.845,0.427,2,0,0.62
2,0,0,3,0.764,0.782,2,0,0.62
2,0,0,2,0.714,0.334,2,0,0.62
2,1,1,3,0.64,0.402,2,0,0.62
2,1,1,3,0.538,0.261,2,0,0.62
2,0,0,1,0.973,0.343,2,0,0.62
2,1,1,3,1.022,0.918,2,0,0.62
2,0,0,2,0.778,1.092,2,0,0.62
2,0,0,1,0.604,0.291,2,0,0.62
2,0,0,4,0.959,1.166,2,1,5
2,1,1,3,1.165,0.749,2,0,0.62
2,1,1,4,1.392,0.522,2,0,0.62
2,1,1,3,0.712,0.471,2,0,0.62
2,0,0,3,0.602,0.492,2,0,0.62
2,1,0,1,0.734,0.305,2,0,0.62
2,1,1,1,1.065,0.529,2,0,0.62
2,0,0,2,0.688,0.259,2,0,0.62
2,1,1,3,0.797,0.844,2,0,0.62
2,0,1,1,1.078,0.526,2,0,0.62
2,0,0,2,0.62,0.378,2,0,0.62
2,1,1,4,0.93,0.922,2,0,0.62
2,1,1,3,0.981,0.336,2,0,0.62
2,0,0,3,0.581,0.514,2,0,0.62
2,0,0,2,1.292,0.495,2,0,0.62
2,1,1,2,0.628,1.565,2,0,0.62
2,0,0,2,0.749,0.867,2,0,0.62
2,1,0,1,1.853,0.346,2,0,0.62
2,0,0,1,1.119,0.415,2,0,0.62
2,1,1,2,1.036,1.091,2,0,0.62
2,0,0,2,0.587,0.924,2,0,0.62
2,1,1,3,0.467,0.837,2,0,0.62
2,1,1,4,0.783,0.737,2,0,0.62
2,0,0,1,0.783,0.527,2,0,0.62
2,0,0,1,0.589,0.268,2,0,0.62
2,1,1,2,0.729,0.388,2,0,0.62
2,0,0,2,0.677,0.29,2,0,0.62
2,1,1,3,0.727,0.269,2,0,0.62
2,1,1,3,1.088,0.236,2,0,0.62
2,1,1,1,1.95,0.459,2,0,0.62
2,0,0,2,1.04,1.326,2,0,0.62
2,0,0,1,0.712,0.294,2,0,0.62
2,0,0,1,0.745,0.31,2,0,0.62
2,0,0,2,0.51,0.289,2,0,0.62
2,0,0,2,0.663,0.222,2,0,0.62
2,0,1,1,0.944,0.311,2,0,0.62
2,1,1,1,1.043,0.284,2,0,0.62
2,0,0,2,0.587,0.96,2,0,0.62
2,0,0,3,0.666,0.33,2,0,0.62
2,1,1,4,1.03,0.397,2,0,0.62
2,1,1,4,1.281,0.873,2,1,5
2,0,0,2,0.727,0.439,2,0,0.62
2,0,0,3,0.78,0.351,2,0,0.62
2,1,1,3,0.705,0.297,2,0,0.62
2,0,0,3,0.582,0.307,2,0,0.62
2,1,1,3,0.893,0.295,2,0,0.62
2,0,0,2,0.857,0.381,2,0,0.62
2,0,0,1,0.644,0.359,2,0,0.62
2,0,0,1,0.462,0.31,2,0,0.62
2,0,0,1,0.468,0.228,2,0,0.62
2,1,1,1,0.595,0.39,2,0,0.62
2,1,1,2,0.581,0.41,2,0,0.62
2,1,1,1,0.557,0.661,2,0,0.62
2,1,1,1,0.469,0.855,2,0,0.62
2,1,1,3,0.508,0.304,2,0,0.62
2,0,0,1,0.658,0.636,2,0,0.62
2,1,1,2,1.764,0.704,2,0,0.62
2,0,0,3,0.498,0.503,2,0,0.62
2,1,1,3,0.806,0.251,2,0,0.62
2,1,1,2,1.157,0.326,2,0,0.62
2,1,1,4,1.269,0.852,2,1,5
3,1,1,4,0.221,2.855,1,0,5.5
3,1,0,4,0.207,2.43,1,0,5.5
3,0,0,4,1.227,3.532,1,0,5.5
3,0,0,4,0.615,1.052,1,0,5.5
3,0,0,4,0.347,0.461,1,0,5.5
3,0,0,4,0.309,0.355,1,0,5.5
3,1,1,1,0.744,0.752,1,0,5.5
3,0,0,4,0.328,0.482,1,0,5.5
3,0,0,3,0.636,0.812,1,0,5.5
3,1,0,3,0.836,1.116,1,0,5.5
3,1,1,2,1.54,0.968,1,0,5.5
3,1,0,2,1.015,0.549,1,0,5.5
3,1,1,1,1.173,0.674,1,0,5.5
3,0,0,2,0.829,1.001,1,0,5.5
3,1,0,1,0.851,0.591,1,0,5.5
3,0,0,3,0.868,1.12,1,0,5.5
3,0,0,2,0.674,0.471,1,0,5.5
3,0,0,2,0.877,0.504,1,0,5.5
3,1,1,3,1.601,0.683,1,0,5.5
3,1,1,1,0.828,0.678,1,0,5.5
3,0,0,4,0.076,1.203,1,0,5.5
3,0,0,3,0.516,0.688,1,0,5.5
3,1,1,1,0.741,0.543,1,0,5.5
3,0,0,3,0.56,0.608,1,0,5.5
3,0,0,3,0.945,0.467,1,0,5.5
3,1,1,2,1.01,0.638,1,0,5.5
3,1,0,1,0.57,0.574,1,0,5.5
3,1,1,2,0.709,0.455,1,0,5.5
3,0,0,1,0.355,0.865,1,0,5.5
3,1,1,2,0.757,0.562,1,0,5.5
3,1,0,1,0.761,0.975,1,0,5.5
3,1,0,2,0.758,0.451,1,0,5.5
3,0,0,3,0.791,0.567,1,0,5.5
3,0,1,1,0.832,0.502,1,0,5.5
3,1,1,3,0.657,0.56,1,0,5.5
3,0,0,2,0.373,0.91,1,0,5.5
3,1,1,4,0.92,0.49,1,0,5.5
3,0,0,3,0.555,0.56,1,0,5.5
3,0,1,2,0.973,0.588,1,0,5.5
3,0,0,4,0.947,0.668,1,1,15
3,1,1,4,0.183,0.704,1,0,5.5
3,0,0,4,0.238,0.432,1,0,5.5
3,1,1,4,0.503,0.552,1,0,5.5
3,1,1,3,0.651,0.428,1,0,5.5
3,0,0,3,0.299,0.438,1,0,5.5
3,1,1,4,0.449,0.463,1,0,5.5
3,1,1,4,0.387,0.569,1,0,5.5
3,0,0,4,0.352,0.405,1,0,5.5
3,0,1,3,0.517,0.323,1,0,5.5
3,0,0,2,0.941,0.484,1,0,5.5
3,1,1,4,0.518,0.369,1,0,5.5
3,1,1,2,0.689,0.499,1,0,5.5
3,0,0,3,0.666,1.076,1,0,5.5
3,1,1,4,0.596,0.257,1,0,5.5
3,0,1,1,0.885,0.619,1,0,5.5
3,1,1,4,0.745,0.407,1,0,5.5
3,1,1,2,0.673,0.561,1,0,5.5
3,1,1,3,0.334,0.462,1,0,5.5
3,0,1,2,0.574,0.384,1,0,5.5
3,0,1,1,0.619,0.283,1,0,5.5
3,0,1,2,0.468,0.501,1,0,5.5
3,0,1,2,0.604,0.325,1,0,5.5
3,0,1,1,0.553,0.243,1,0,5.5
3,0,0,3,0.547,0.708,1,0,5.5
3,1,0,3,1.121,0.596,1,0,5.5
3,1,0,1,0.57,0.989,1,0,5.5
3,0,1,1,0.702,0.395,1,0,5.5
3,0,0,4,0.924,0.911,1,0,5.5
3,1,1,1,0.964,0.464,1,0,5.5
3,0,0,3,0.69,0.755,1,0,5.5
3,1,1,3,0.451,0.548,1,0,5.5
3,1,1,3,0.837,0.373,1,0,5.5
3,1,1,4,0.343,0.326,1,0,5.5
3,1,1,4,0.284,0.206,1,0,5.5
3,1,1,3,0.476,0.599,1,0,5.5
3,1,1,4,0.374,0.451,1,0,5.5
3,1,1,2,0.333,0.37,1,0,5.5
3,1,1,3,0.265,0.178,1,0,5.5
3,1,1,2,0.36,0.312,1,0,5.5
3,0,0,4,0.69,0.746,1,1,15
3,1,1,4,0.322,0.629,1,0,5.5
3,0,1,3,0.673,0.425,1,0,5.5
3,1,1,4,0.481,0.405,1,0,5.5
3,1,1,3,0.344,0.46,1,0,5.5
3,0,1,4,0.335,0.663,1,0,5.5
3,0,0,4,0.472,0.386,1,0,5.5
3,1,1,1,1.245,0.36,1,0,5.5
3,0,0,4,0.561,0.391,1,0,5.5
3,0,1,3,1.173,0.503,1,0,5.5
3,1,1,3,0.341,0.341,1,0,5.5
3,0,0,3,0.596,0.568,1,0,5.5
3,1,1,3,0.393,0.594,1,0,5.5
3,0,1,1,0.725,0.245,1,0,5.5
3,0,0,4,0.354,0.371,1,0,5.5
3,0,1,2,0.417,0.503,1,0,5.5
3,0,1,1,0.815,0.43,1,0,5.5
3,0,0,4,0.347,0.355,1,0,5.5
3,0,0,4,0.314,0.272,1,0,5.5
3,0,0,4,0.318,0.202,1,0,5.5
3,1,1,4,0.302,0.308,1,1,15
3,0,0,4,0.573,1.161,2,0,0.62
3,0,0,3,0.435,0.421,2,0,0.62
3,1,1,3,0.375,0.54,2,0,0.62
3,1,1,4,0.505,0.342,2,0,0.62
3,1,1,4,0.304,0.267,2,0,0.62
3,0,1,2,1.209,0.689,2,0,0.62
3,1,1,4,0.341,0.333,2,0,0.62
3,0,1,1,0.442,1.39,2,0,0.62
3,1,1,3,0.279,0.581,2,0,0.62
3,1,1,3,0.273,0.451,2,0,0.62
3,1,1,2,0.572,0.527,2,0,0.62
3,0,0,3,0.539,1.276,2,0,0.62
3,0,0,3,0.414,0.402,2,0,0.62
3,0,0,2,0.344,0.259,2,0,0.62
3,0,0,2,0.321,0.307,2,0,0.62
3,0,0,2,0.358,0.318,2,0,0.62
3,1,1,2,1.003,0.629,2,0,0.62
3,0,0,2,0.646,0.508,2,0,0.62
3,1,0,1,0.837,0.41,2,0,0.62
3,1,1,3,0.565,0.696,2,0,0.62
3,1,1,3,0.191,1.303,2,0,0.62
3,0,0,4,0.318,0.293,2,0,0.62
3,0,0,3,0.66,0.269,2,0,0.62
3,1,0,2,0.905,0.853,2,0,0.62
3,0,0,3,0.498,0.816,2,0,0.62
3,0,0,3,0.499,0.359,2,0,0.62
3,0,0,2,0.675,0.291,2,0,0.62
3,1,1,1,0.736,0.631,2,0,0.62
3,0,0,3,0.384,0.55,2,0,0.62
3,1,0,1,0.637,0.526,2,0,0.62
3,1,1,1,0.604,0.858,2,0,0.62
3,0,0,2,0.477,0.43,2,0,0.62
3,1,0,1,0.72,0.452,2,0,0.62
3,0,1,1,1.32,0.353,2,0,0.62
3,1,0,1,0.79,0.331,2,0,0.62
3,1,1,4,0.758,0.984,2,0,0.62
3,0,0,4,0.388,0.282,2,0,0.62
3,1,1,1,1.174,1.096,2,0,0.62
3,1,0,1,0.917,0.812,2,0,0.62
3,0,0,4,0.353,0.42,2,1,5
3,0,0,4,0.383,0.33,2,0,0.62
3,0,0,4,0.435,0.406,2,0,0.62
3,0,0,1,0.721,0.586,2,0,0.62
3,1,1,1,0.57,0.462,2,0,0.62
3,0,0,4,0.411,0.449,2,0,0.62
3,1,0,2,0.568,0.736,2,0,0.62
3,1,1,3,0.645,0.74,2,0,0.62
3,1,1,2,0.701,0.834,2,0,0.62
3,0,0,3,0.479,0.529,2,0,0.62
3,0,0,4,0.31,0.364,2,0,0.62
3,1,0,2,0.433,0.741,2,0,0.62
3,1,1,1,0.542,0.54,2,0,0.62
3,1,1,2,0.315,0.491,2,0,0.62
3,1,1,2,0.364,0.262,2,0,0.62
3,0,1,1,0.916,0.377,2,0,0.62
3,1,1,2,0.359,0.588,2,0,0.62
3,1,1,2,0.306,0.277,2,0,0.62
3,1,1,3,0.325,1.542,2,0,0.62
3,1,1,2,0.459,0.383,2,0,0.62
3,1,1,3,0.412,0.466,2,0,0.62
3,1,1,3,0.397,0.662,2,0,0.62
3,0,0,3,1.214,0.921,2,0,0.62
3,0,0,3,0.248,0.368,2,0,0.62
3,0,0,2,0.676,0.732,2,0,0.62
3,1,0,1,0.709,0.351,2,0,0.62
3,1,1,1,0.921,0.651,2,0,0.62
3,1,1,3,0.739,0.552,2,0,0.62
3,0,0,3,0.634,0.836,2,0,0.62
3,0,0,4,0.634,1.017,2,0,0.62
3,1,1,2,0.568,0.789,2,0,0.62
3,0,0,2,0.446,0.418,2,0,0.62
3,0,0,1,0.508,0.512,2,0,0.62
3,0,0,3,0.428,0.454,2,0,0.62
3,0,0,3,0.309,0.409,2,0,0.62
3,0,0,3,0.26,0.265,2,0,0.62
