Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Task,Catch_trial,ContrastOrTilt
64,1,1,3,0.589,0.465,2,0,0.7
64,0,0,4,0.447,0.936,2,0,0.7
64,0,0,1,1.139,0.373,2,0,0.7
64,1,1,1,0.837,0.498,2,0,0.7
64,1,1,2,0.671,0.45,2,0,0.7
64,1,0,1,0.906,0.522,2,0,0.7
64,0,0,4,0.691,0.744,2,1,5
64,1,1,1,0.554,0.598,2,0,0.7
64,1,1,2,0.477,0.59,2,0,0.7
64,0,0,3,0.409,0.424,2,0,0.7
64,0,0,2,0.559,0.522,2,0,0.7
64,1,1,2,0.557,0.519,2,0,0.7
64,1,1,1,0.579,0.511,2,0,0.7
64,1,1,1,0.915,0.694,2,0,0.7
64,1,0,1,0.696,0.495,2,0,0.7
64,1,1,3,0.553,0.42,2,0,0.7
64,1,1,2,0.648,0.356,2,0,0.7
64,1,1,1,0.542,0.528,2,0,0.7
64,1,0,1,0.599,0.485,2,0,0.7
64,1,1,1,0.548,0.492,2,0,0.7
64,0,0,3,0.592,0.596,2,0,0.7
64,0,0,2,0.498,0.571,2,0,0.7
64,1,1,1,0.762,0.883,2,0,0.7
64,1,1,1,0.481,0.422,2,0,0.7
64,1,1,1,0.318,0.409,2,0,0.7
64,0,0,3,0.341,0.461,2,0,0.7
64,0,0,3,0.325,0.464,2,0,0.7
64,0,0,4,0.362,0.653,2,0,0.7
64,0,0,3,0.276,0.649,2,0,0.7
64,0,0,2,0.386,0.459,2,0,0.7
64,0,0,1,0.588,0.414,2,0,0.7
64,0,0,2,0.465,0.385,2,0,0.7
64,1,1,2,0.566,0.425,2,0,0.7
64,0,0,2,0.437,0.374,2,0,0.7
64,0,0,3,0.256,0.5,2,0,0.7
64,0,1,1,0.848,0.458,2,0,0.7
64,0,0,2,0.369,0.41,2,0,0.7
64,1,1,1,0.64,0.371,2,0,0.7
64,1,1,1,0.765,0.425,2,0,0.7
64,0,0,3,0.418,0.359,2,0,0.7
64,1,1,2,0.67,0.4,2,0,0.7
64,0,0,3,0.411,0.474,2,0,0.7
64,1,1,2,0.795,0.412,2,0,0.7
64,0,0,3,0.528,0.674,2,0,0.7
64,1,1,1,0.878,0.328,2,0,0.7
64,1,1,1,0.394,0.345,2,0,0.7
64,0,0,4,0.737,1.207,2,1,5
64,1,1,2,0.387,0.42,2,0,0.7
64,0,0,3,0.323,0.45,2,0,0.7
64,1,1,2,0.384,0.354,2,0,0.7
64,0,0,2,0.304,0.385,2,0,0.7
64,0,0,2,0.295,0.397,2,0,0.7
64,1,1,3,0.322,0.389,2,0,0.7
64,1,1,3,0.36,0.416,2,0,0.7
64,0,0,2,0.367,0.39,2,0,0.7
64,0,0,2,0.356,0.439,2,0,0.7
64,0,0,1,0.342,0.395,2,0,0.7
64,1,1,1,0.951,0.417,2,0,0.7
64,0,0,2,0.345,0.495,2,0,0.7
64,0,0,3,0.395,0.439,2,0,0.7
64,1,1,4,0.935,0.653,2,0,0.7
64,0,0,2,0.586,0.415,2,0,0.7
64,1,1,3,0.325,0.5,2,0,0.7
64,0,0,1,0.515,0.697,2,0,0.7
64,1,0,1,0.698,0.369,2,0,0.7
64,0,0,2,0.494,0.392,2,0,0.7
64,0,0,4,0.863,0.816,2,1,5
64,1,0,1,1.032,0.374,1,0,6
64,1,1,2,0.754,0.365,1,0,6
64,1,1,1,1.045,0.375,1,0,6
64,0,0,3,0.616,0.765,1,0,6
64,0,0,2,0.638,0.443,1,0,6
64,1,1,4,1.023,0.435,1,0,6
64,0,0,3,0.59,0.735,1,0,6
64,0,0,2,0.535,0.331,1,0,6
64,1,1,2,0.914,0.38,1,0,6
64,0,0,1,0.741,0.364,1,0,6
64,1,1,3,0.713,0.34,1,0,6
64,1,1,2,0.652,0.33,1,0,6
64,1,1,1,0.449,0.367,1,0,6
64,1,1,1,0.416,0.404,1,0,6
64,1,0,2,0.674,0.334,1,0,6
64,1,1,1,0.498,0.51,1,0,6
64,1,1,1,0.776,0.4,1,0,6
64,1,1,1,0.56,0.359,1,0,6
64,0,0,3,0.599,0.681,1,0,6
64,1,1,1,0.98,0.354,1,0,6
64,1,1,1,0.56,0.582,1,0,6
64,1,1,2,0.53,0.373,1,0,6
64,0,0,3,0.403,0.435,1,0,6
64,0,0,2,0.621,0.375,1,0,6
64,1,1,2,0.449,0.684,1,0,6
64,0,0,1,0.485,0.353,1,0,6
64,0,0,1,0.37,0.382,1,0,6
64,1,1,1,0.46,0.419,1,0,6
64,1,1,1,0.647,0.354,1,0,6
64,1,1,2,0.458,0.38,1,0,6
64,0,0,2,0.371,0.41,1,0,6
64,0,1,1,0.611,0.405,1,0,6
64,0,0,2,0.374,0.605,1,0,6
64,1,1,3,0.733,0.443,1,0,6
64,0,0,1,0.682,0.976,1,0,6
64,1,1,2,0.554,0.389,1,0,6
64,0,0,2,0.446,0.387,1,0,6
64,0,0,3,0.446,0.907,1,0,6
64,1,1,2,0.863,0.403,1,0,6
64,0,0,4,1.281,1.176,1,1,15
64,0,0,3,0.513,0.839,1,0,6
64,1,1,2,0.61,0.413,1,0,6
64,1,1,3,0.554,0.4,1,0,6
64,0,0,2,0.434,0.371,1,0,6
64,0,0,4,0.843,0.699,1,0,6
64,1,1,3,0.665,0.405,1,0,6
64,0,0,3,0.62,1.364,1,0,6
64,1,1,2,0.493,0.416,1,0,6
64,0,0,4,0.65,0.514,1,0,6
64,0,0,2,0.589,0.403,1,0,6
64,0,0,3,0.382,0.419,1,0,6
64,1,1,2,0.774,0.549,1,0,6
64,0,0,2,0.375,0.391,1,0,6
64,1,1,3,0.67,0.4,1,0,6
64,1,1,2,0.558,0.57,1,0,6
64,1,1,3,0.297,0.434,1,0,6
64,1,1,3,0.407,0.421,1,0,6
64,1,1,2,0.423,0.535,1,0,6
64,0,0,3,0.545,0.441,1,0,6
64,1,1,4,0.681,0.559,1,0,6
64,1,1,2,0.386,0.494,1,0,6
64,1,1,3,0.217,0.401,1,0,6
64,1,1,3,0.194,0.414,1,0,6
64,0,0,2,0.274,0.434,1,0,6
64,0,0,4,0.376,0.739,1,0,6
64,0,0,3,0.222,0.549,1,0,6
64,0,0,2,0.263,0.429,1,0,6
64,0,1,1,0.828,0.459,1,0,6
64,1,1,2,0.39,0.444,1,0,6
64,0,0,3,0.353,0.478,1,0,6
64,0,0,2,0.195,0.404,1,0,6
64,1,1,3,0.372,0.449,1,0,6
64,1,1,2,0.385,0.429,1,0,6
64,1,1,2,0.331,0.503,1,0,6
64,0,0,3,0.333,0.538,1,0,6
64,1,1,2,0.333,0.414,1,0,6
64,1,1,3,0.279,0.413,1,0,6
64,1,1,3,0.528,0.594,1,0,6
64,1,0,1,0.587,0.432,1,0,6
64,0,0,4,0.804,0.74,1,1,15
64,0,0,2,0.15,0.814,1,0,6
64,1,1,2,0.307,0.491,1,0,6
64,1,1,3,0.124,0.529,1,0,6
64,1,1,2,0.248,0.504,1,0,6
64,0,0,2,0.415,0.524,1,0,6
64,0,0,3,0.376,0.493,1,0,6
64,0,0,2,0.393,0.524,1,0,6
64,1,0,1,0.856,0.522,1,0,6
64,0,0,2,0.376,0.529,1,0,6
64,1,1,3,0.644,0.648,1,0,6
64,1,1,3,0.53,0.522,1,0,6
64,1,1,4,0.387,0.634,1,0,6
64,1,1,2,0.567,0.537,1,0,6
64,0,0,2,0.352,0.534,1,0,6
64,1,1,2,0.33,0.554,1,0,6
64,0,0,2,0.426,0.936,1,0,6
64,0,0,2,0.566,0.566,1,0,6
64,0,0,2,0.788,0.494,1,0,6
64,0,0,2,0.711,0.826,1,0,6
64,1,1,4,1.218,1.195,1,1,15
65,1,0,4,1.615,1.865,2,0,0.7
65,1,1,3,1.251,0.679,2,0,0.7
65,1,0,4,0.343,0.213,2,0,0.7
65,1,0,4,0.215,0.174,2,0,0.7
65,1,1,4,0.944,0.231,2,0,0.7
65,1,1,4,0.261,0.107,2,0,0.7
65,0,0,4,0.244,0.262,2,0,0.7
65,1,1,4,0.067,0.223,2,0,0.7
65,0,1,4,0.234,0.132,2,0,0.7
65,0,0,4,0.097,0.287,2,0,0.7
65,1,1,4,0.179,0.168,2,0,0.7
65,0,1,4,0.004,0.144,2,0,0.7
65,1,1,4,0.028,0.919,2,0,0.7
65,1,1,4,0.945,0.191,2,0,0.7
65,1,1,1,0.215,0.431,2,0,0.7
65,1,1,4,0.315,0.221,2,0,0.7
65,1,1,4,0.655,0.206,2,0,0.7
65,1,0,4,0.131,0.256,2,0,0.7
65,0,0,4,0.373,0.167,2,0,0.7
65,0,0,4,0.271,0.078,2,0,0.7
65,0,0,4,0.197,0.062,2,0,0.7
65,0,0,4,0.136,0.071,2,0,0.7
65,1,0,4,0.401,0.031,2,0,0.7
65,0,0,4,0.232,0.062,2,0,0.7
65,1,0,4,0.232,0.054,2,0,0.7
65,1,1,4,0.088,0.079,2,0,0.7
65,1,1,4,0.451,0.07,2,0,0.7
65,1,1,4,0.255,0.039,2,0,0.7
65,0,0,2,0.06,0.102,2,0,0.7
65,0,0,4,0.121,0.142,2,0,0.7
65,0,0,4,0.289,0.079,2,0,0.7
65,1,1,4,0.099,0.19,2,0,0.7
65,1,1,4,0.188,0.102,2,0,0.7
65,1,1,4,0.107,0.12,2,0,0.7
65,1,1,4,0.166,0.095,2,0,0.7
65,0,0,4,0.195,0.263,2,0,0.7
65,1,1,4,0.158,0.102,2,0,0.7
65,1,0,3,0.944,0.67,2,0,0.7
65,1,1,4,0.29,0.102,2,0,0.7
65,1,1,4,0.207,0.063,2,1,5
65,1,1,4,0.745,0.165,2,0,0.7
65,0,0,4,0.289,0.191,2,0,0.7
65,0,0,4,0.075,0.094,2,0,0.7
65,1,0,4,0.226,0.039,2,0,0.7
65,0,0,4,0.117,0.075,2,0,0.7
65,0,0,4,0.004,0.079,2,0,0.7
65,0,0,4,0.203,0.063,2,0,0.7
65,0,0,4,0.114,0.065,2,0,0.7
65,1,0,4,0.169,0.077,2,0,0.7
65,1,1,4,0.02,0.118,2,0,0.7
65,1,1,4,0.162,0.062,2,0,0.7
65,1,1,4,0.463,0.103,2,0,0.7
65,0,1,4,0.286,0.055,2,0,0.7
65,1,1,4,0.226,0.055,2,0,0.7
65,0,1,4,0.128,0.12,2,0,0.7
65,1,1,4,0.526,0.078,2,0,0.7
65,1,1,4,0.251,0.038,2,0,0.7
65,0,0,4,0.541,0.207,2,0,0.7
65,1,1,4,0.275,0.079,2,0,0.7
65,1,1,4,0.239,0.063,2,0,0.7
65,1,0,4,0.52,0.175,2,0,0.7
65,1,0,2,0.467,0.237,2,0,0.7
65,1,0,2,0.263,0.078,2,0,0.7
65,1,1,4,0.422,0.182,2,0,0.7
65,0,0,4,0.239,0.174,2,0,0.7
65,0,0,3,0.473,0.382,2,0,0.7
65,0,1,4,0.271,0.175,2,0,0.7
65,1,0,4,0.977,0.07,2,0,0.7
65,1,0,4,0.366,0.061,2,0,0.7
65,1,0,4,0.296,0.08,2,0,0.7
65,0,0,4,0.16,0.119,2,0,0.7
65,0,0,4,0.291,0.08,2,0,0.7
65,0,1,4,0.293,0.079,2,0,0.7
65,1,1,4,0.206,0.079,2,0,0.7
65,1,1,4,0.251,0.039,2,0,0.7
65,1,1,4,0.128,0.079,2,0,0.7
65,1,1,4,0.24,0.061,2,0,0.7
65,0,1,4,0.162,0.079,2,0,0.7
65,1,1,4,0.29,0.054,2,0,0.7
65,1,1,4,0.177,0.079,2,1,5
65,1,1,4,0.026,0.079,2,0,0.7
65,0,1,4,0.116,0.077,2,0,0.7
65,1,1,4,2.399,0.192,2,0,0.7
65,1,1,4,0.237,0.055,2,0,0.7
65,0,1,4,0.184,0.079,2,0,0.7
65,0,1,4,0.084,0.103,2,0,0.7
65,1,1,4,0.036,0.055,2,0,0.7
65,1,1,4,0.09,0.103,2,0,0.7
65,0,0,4,0.24,0.231,2,0,0.7
65,1,1,4,0.138,0.079,2,0,0.7
65,0,0,4,0.277,0.078,2,0,0.7
65,0,0,4,0.206,0.038,2,0,0.7
65,0,0,4,0.229,0.038,2,0,0.7
65,1,1,4,0.155,0.078,2,0,0.7
65,0,1,4,0.001,0.119,2,0,0.7
65,1,1,4,0.013,0.078,2,0,0.7
65,1,0,4,0.197,0.204,2,0,0.7
65,0,0,4,0.138,0.079,2,0,0.7
65,0,0,4,0.227,0.055,2,0,0.7
65,1,1,4,0.131,0.078,2,1,5
65,1,0,4,1.186,0.358,1,0,6
65,1,0,3,0.515,0.263,1,0,6
65,0,0,3,0.418,0.272,1,0,6
65,0,0,3,0.287,0.118,1,0,6
65,1,1,4,0.501,0.198,1,0,6
65,0,0,4,0.211,0.096,1,0,6
65,0,0,4,0.725,0.206,1,0,6
65,1,1,4,0.293,0.095,1,0,6
65,1,1,4,0.327,0.078,1,0,6
65,1,1,4,0.264,0.078,1,0,6
65,1,1,4,0.25,0.055,1,0,6
65,0,0,4,0.46,0.199,1,0,6
65,0,0,4,0.32,0.079,1,0,6
65,0,0,4,0.357,0.077,1,0,6
65,0,0,4,0.322,0.077,1,0,6
65,0,0,4,0.228,0.054,1,0,6
65,0,0,4,0.27,0.079,1,0,6
65,0,0,4,0.244,0.078,1,0,6
65,1,1,4,0.322,0.119,1,0,6
65,1,1,4,0.236,0.103,1,0,6
65,1,1,4,0.743,0.158,1,0,6
65,1,1,4,0.141,0.078,1,0,6
65,1,1,4,0.161,0.079,1,0,6
65,0,0,2,0.34,0.118,1,0,6
65,1,1,4,0.795,0.164,1,0,6
65,1,1,4,0.2,0.039,1,0,6
65,0,0,4,0.244,0.118,1,0,6
65,1,1,4,0.09,0.102,1,0,6
65,1,0,4,4.152,0.239,1,0,6
65,0,0,4,0.563,0.118,1,0,6
65,0,0,4,0.099,0.078,1,0,6
65,1,1,4,0.235,0.077,1,0,6
65,0,0,4,0.193,0.119,1,0,6
65,1,1,4,0.304,0.095,1,0,6
65,1,1,4,0.212,0.102,1,0,6
65,0,0,4,0.324,0.119,1,0,6
65,1,1,4,0.123,0.079,1,0,6
65,0,0,4,0.413,0.093,1,0,6
65,1,1,4,0.009,0.104,1,0,6
65,0,0,4,0.385,0.119,1,1,15
65,1,1,4,0.34,0.134,1,0,6
65,0,0,4,0.364,0.158,1,0,6
65,0,0,4,0.174,0.061,1,0,6
65,0,0,4,0.055,0.119,1,0,6
65,0,0,4,0.158,0.079,1,0,6
65,0,0,4,0.151,0.095,1,0,6
65,1,1,4,0.141,0.104,1,0,6
65,1,1,4,0.146,0.078,1,0,6
65,1,1,4,0.076,0.055,1,0,6
65,0,0,4,0.085,0.118,1,0,6
65,0,0,4,0.048,0.077,1,0,6
65,1,1,4,0.214,0.062,1,0,6
65,0,0,4,0.09,0.118,1,0,6
65,1,1,4,0.011,0.055,1,0,6
65,1,1,4,0.257,0.095,1,0,6
65,0,0,4,0.313,0.142,1,0,6
65,1,1,4,0.182,0.118,1,0,6
65,1,1,4,0.009,0.095,1,0,6
65,1,1,4,0.17,0.104,1,0,6
65,0,0,1,0.251,0.911,1,0,6
65,1,0,2,0.78,0.966,1,0,6
65,0,0,3,0.207,0.542,1,0,6
65,1,0,1,0.15,1.223,1,0,6
65,1,1,4,0.987,0.351,1,0,6
65,1,0,1,0.766,0.518,1,0,6
65,1,1,4,0.39,0.239,1,0,6
65,1,1,4,0.165,0.078,1,0,6
65,1,1,4,0.139,0.078,1,0,6
65,0,0,4,0.387,0.182,1,0,6
65,0,0,4,0.342,0.102,1,0,6
65,1,1,4,0.339,0.078,1,0,6
65,0,0,1,5.199,0.422,1,0,6
65,1,1,4,0.301,0.198,1,0,6
65,1,1,4,0.152,0.094,1,0,6
65,0,0,4,0.267,0.12,1,0,6
65,0,0,4,0.274,0.039,1,0,6
65,0,0,4,0.229,0.079,1,0,6
65,0,0,4,0.171,0.079,1,0,6
65,1,1,4,0.251,0.093,1,0,6
65,0,0,4,0.285,0.206,1,1,15
65,1,1,4,0.733,0.429,1,0,6
65,0,0,4,0.957,0.272,1,0,6
65,0,0,4,0.243,0.053,1,0,6
65,1,1,4,0.237,0.095,1,0,6
65,0,0,4,0.117,0.119,1,0,6
65,1,0,1,0.223,0.919,1,0,6
65,1,1,4,0.321,0.095,1,0,6
65,0,0,4,0.204,0.206,1,0,6
65,1,1,4,0.274,0.182,1,0,6
65,0,0,4,0.38,0.183,1,0,6
65,0,0,4,0.214,0.078,1,0,6
65,0,0,4,0.236,0.079,1,0,6
65,0,0,4,0.172,0.063,1,0,6
65,0,0,4,0.232,0.078,1,0,6
65,1,1,4,0.135,0.27,1,0,6
65,1,0,4,0.239,0.183,1,0,6
65,0,0,4,0.252,0.092,1,0,6
65,1,1,4,0.234,0.319,1,0,6
65,0,0,4,0.188,0.095,1,0,6
65,1,1,4,0.379,0.231,1,1,15
66,0,0,2,4.615,2.34,1,0,6
66,0,0,2,2.654,2.762,1,0,6
66,0,0,2,1.016,2.173,1,0,6
66,1,1,2,0.577,2.424,1,0,6
66,1,0,3,1.311,2.576,1,0,6
66,1,0,3,0.89,3.164,1,0,6
66,1,0,3,1.03,1.363,1,0,6
66,1,1,3,1.61,0.803,1,0,6
66,0,0,2,0.408,0.712,1,0,6
66,1,1,3,2.983,0.847,1,0,6
66,1,0,3,97.794,1.627,1,0,6
66,1,1,3,1.496,1.453,1,0,6
66,1,0,3,1.625,1.334,1,0,6
66,0,0,3,0.922,1.292,1,0,6
66,0,1,2,15.602,1.385,1,0,6
66,1,1,3,1.362,1.741,1,0,6
66,0,0,3,1.638,0.481,1,0,6
66,1,1,3,0.876,0.523,1,0,6
66,0,1,3,0.454,0.34,1,0,6
66,0,0,2,0.252,0.391,1,0,6
66,1,0,3,0.703,0.497,1,0,6
66,0,1,3,0.797,0.316,1,0,6
66,1,1,3,1.25,0.426,1,0,6
66,1,0,3,0.438,0.357,1,0,6
66,0,0,3,0.642,0.369,1,0,6
66,1,0,3,0.703,0.278,1,0,6
66,1,1,3,0.048,0.238,1,0,6
66,0,1,3,0.895,0.382,1,0,6
66,0,1,3,0.689,0.62,1,0,6
66,0,0,3,0.217,0.543,1,0,6
66,0,1,3,0.36,0.352,1,0,6
66,1,0,3,0.541,0.361,1,0,6
66,0,1,3,0.501,0.359,1,0,6
66,0,1,3,0.203,0.419,1,0,6
66,1,1,3,0,0.359,1,0,6
66,1,1,3,0.06,0.398,1,0,6
66,0,0,3,0.595,0.426,1,0,6
66,0,0,3,0,0.331,1,0,6
66,1,0,3,0.672,0.293,1,0,6
66,0,0,3,0.629,1.817,1,1,15
66,1,1,3,1.028,0.565,1,0,6
66,0,0,3,0.609,0.428,1,0,6
66,1,1,3,0.674,0.339,1,0,6
66,0,0,3,0.357,0.273,1,0,6
66,0,0,3,0.235,0.296,1,0,6
66,1,1,3,0.249,0.281,1,0,6
66,0,0,3,0.203,0.248,1,0,6
66,1,1,3,0.232,0.218,1,0,6
66,0,0,3,0.142,0.194,1,0,6
66,1,1,3,0.218,0.22,1,0,6
66,1,1,3,0.19,0.2,1,0,6
66,0,1,3,0.076,0.193,1,0,6
66,1,1,3,0.049,0.192,1,0,6
66,1,1,3,1.139,0.198,1,0,6
66,0,1,3,0.298,0.191,1,0,6
66,0,1,3,0.08,0.207,1,0,6
66,0,1,3,0.016,0.252,1,0,6
66,1,1,3,0.016,0.254,1,0,6
66,1,1,3,1.265,0.315,1,0,6
66,1,1,3,0.032,0.3,1,0,6
66,1,1,3,0.844,0.226,1,0,6
66,1,1,3,1.174,0.368,1,0,6
66,0,1,3,0.081,0.24,1,0,6
66,0,1,3,0.047,0.238,1,0,6
66,0,1,3,0.968,0.329,1,0,6
66,1,1,3,0.038,0.26,1,0,6
66,0,1,3,1.486,0.358,1,0,6
66,0,1,3,0,0.282,1,0,6
66,0,1,3,0.079,0.271,1,0,6
66,1,1,3,0.715,0.624,1,0,6
66,0,1,3,0.076,0.287,1,0,6
66,0,1,3,0.156,1.041,1,0,6
66,1,1,3,0.309,0.303,1,0,6
66,0,1,3,1.297,0.411,1,0,6
66,0,1,3,0.091,0.256,1,0,6
66,0,1,3,0.062,0.192,1,0,6
66,0,1,3,0.578,0.241,1,0,6
66,0,1,3,0.501,0.25,1,0,6
66,1,1,3,2.684,0.283,1,0,6
66,1,1,3,0.037,0.245,1,1,15
66,1,1,3,0.11,0.193,1,0,6
66,0,1,3,0.992,0.342,1,0,6
66,1,1,3,0.171,0.448,1,0,6
66,0,1,3,0,0.335,1,0,6
66,0,1,3,1.108,0.602,1,0,6
66,1,1,3,1.034,0.282,1,0,6
66,1,1,3,0.016,0.331,1,0,6
66,1,1,3,0.933,0.279,1,0,6
66,1,1,3,0.795,0.254,1,0,6
66,1,1,3,0.005,0.311,1,0,6
66,1,1,3,0.902,0.291,1,0,6
66,0,1,3,0.874,0.198,1,0,6
66,1,1,3,0.455,0.405,1,0,6
66,1,1,3,0.75,0.35,1,0,6
66,0,1,3,0.937,0.359,1,0,6
66,1,1,2,0.035,1.741,1,0,6
66,0,1,3,0.125,0.539,1,0,6
66,0,1,3,1.03,0.348,1,0,6
66,0,1,3,0.656,0.334,1,0,6
66,1,1,3,0.108,0.288,1,1,15
66,0,1,2,2.613,3.898,2,0,0.7
66,0,0,2,3.104,0.65,2,0,0.7
66,1,0,2,1.078,0.38,2,0,0.7
66,0,0,2,0.219,0.28,2,0,0.7
66,0,0,2,0.188,0.23,2,0,0.7
66,1,0,2,0.347,0.24,2,0,0.7
66,0,1,2,0.126,1.242,2,0,0.7
66,0,0,2,0.174,0.291,2,0,0.7
66,0,0,2,0.16,0.257,2,0,0.7
66,1,0,2,0.078,0.27,2,0,0.7
66,1,0,2,0.236,0.326,2,0,0.7
66,1,1,2,0.251,0.703,2,0,0.7
66,0,0,2,0.11,0.242,2,0,0.7
66,1,1,2,0.235,0.638,2,0,0.7
66,1,0,2,0.043,0.363,2,0,0.7
66,0,1,1,0.405,0.946,2,0,0.7
66,1,0,2,1.144,0.289,2,0,0.7
66,1,0,2,0,0.253,2,0,0.7
66,0,0,2,0,0.283,2,0,0.7
66,1,1,2,0.269,0.937,2,0,0.7
66,0,0,2,0.562,0.336,2,0,0.7
66,0,0,2,0.705,0.373,2,0,0.7
66,0,1,2,0.234,0.719,2,0,0.7
66,1,1,2,0.259,0.886,2,0,0.7
66,0,1,2,0.268,0.579,2,0,0.7
66,1,1,2,0.295,0.565,2,0,0.7
66,1,1,2,0.288,0.456,2,0,0.7
66,0,1,2,0.252,0.485,2,0,0.7
66,1,1,2,0.286,0.549,2,0,0.7
66,1,1,2,0.298,0.457,2,0,0.7
66,1,1,2,0.237,0.421,2,0,0.7
66,0,0,2,0.297,0.378,2,0,0.7
66,0,0,2,0.265,0.299,2,0,0.7
66,1,1,2,0.33,0.429,2,0,0.7
66,0,1,2,0.468,1.014,2,0,0.7
66,0,1,2,0.391,1.132,2,0,0.7
66,1,0,2,0.486,0.602,2,0,0.7
66,1,0,2,0,0.3,2,0,0.7
66,0,1,1,0.817,0.531,2,0,0.7
66,1,1,1,0.016,0.629,2,1,5
66,0,0,2,0.531,0.673,2,0,0.7
66,0,0,2,0.142,0.445,2,0,0.7
66,1,0,2,0.187,0.372,2,0,0.7
66,0,0,2,0.045,0.393,2,0,0.7
66,0,0,2,0.079,0.412,2,0,0.7
66,1,1,2,0.282,1.64,2,0,0.7
66,1,1,2,0.343,1.431,2,0,0.7
66,0,0,2,0.143,0.508,2,0,0.7
66,0,0,2,0.543,0.506,2,0,0.7
66,0,0,2,0.969,0.467,2,0,0.7
66,0,0,2,0.576,0.382,2,0,0.7
66,0,0,2,0.04,0.4,2,0,0.7
66,0,0,2,0.064,0.364,2,0,0.7
66,0,0,2,0.049,0.441,2,0,0.7
66,1,1,2,0.358,0.898,2,0,0.7
66,0,0,2,0.063,0.473,2,0,0.7
66,1,1,2,0.314,0.551,2,0,0.7
66,1,1,2,0.345,0.517,2,0,0.7
66,1,1,2,0.36,0.6,2,0,0.7
66,1,1,2,0.549,1.016,2,0,0.7
66,0,0,2,0.094,0.35,2,0,0.7
66,0,0,2,0.063,0.301,2,0,0.7
66,0,1,1,0.308,0.754,2,0,0.7
66,0,0,2,0.047,0.283,2,0,0.7
66,1,0,2,0.174,0.37,2,0,0.7
66,1,1,1,0.265,0.643,2,0,0.7
66,1,0,2,0.672,1.586,2,0,0.7
66,1,0,2,0.048,0.487,2,0,0.7
66,1,1,2,0.333,0.708,2,0,0.7
66,0,1,2,0.25,0.688,2,0,0.7
66,1,1,2,0.31,0.474,2,0,0.7
66,1,1,2,0.435,0.481,2,0,0.7
66,0,1,2,0.359,0.382,2,0,0.7
66,1,1,2,0.299,0.408,2,0,0.7
66,1,1,2,0.274,0.499,2,0,0.7
66,1,1,2,0.288,0.369,2,0,0.7
66,1,1,2,0.283,0.394,2,0,0.7
66,0,1,2,0.265,0.393,2,0,0.7
66,1,1,2,0.25,0.344,2,0,0.7
66,0,1,2,0.299,0.424,2,1,5
66,1,0,2,0.046,0.302,2,0,0.7
66,1,1,1,0.217,0.513,2,0,0.7
66,0,1,1,0.296,0.582,2,0,0.7
66,0,1,2,0.317,0.568,2,0,0.7
66,0,1,1,0.236,0.391,2,0,0.7
66,1,1,1,0.249,0.471,2,0,0.7
66,0,0,1,0.454,0.325,2,0,0.7
66,0,1,2,0.31,0.365,2,0,0.7
66,1,1,2,0.333,0.35,2,0,0.7
66,0,1,1,0.733,0.486,2,0,0.7
66,0,0,1,0.502,0.344,2,0,0.7
66,0,1,2,0.383,0.345,2,0,0.7
66,0,1,2,0.441,0.279,2,0,0.7
66,1,0,2,0.139,0.533,2,0,0.7
66,1,0,2,0.3,0.486,2,0,0.7
66,0,0,2,0.218,0.484,2,0,0.7
66,1,0,1,0,0.486,2,0,0.7
66,1,1,2,0.389,0.479,2,0,0.7
66,1,1,2,0.375,0.334,2,0,0.7
66,1,1,2,1.017,8.106,2,1,5
67,0,1,3,6.231,1.205,1,0,6
67,1,1,1,1.805,0.806,1,0,6
67,0,0,1,2.472,0.744,1,0,6
67,1,0,3,0.819,1.398,1,0,6
67,1,1,4,1.181,1.335,1,0,6
67,1,0,1,1.079,0.606,1,0,6
67,0,0,4,0.58,0.982,1,0,6
67,1,1,4,1.057,0.726,1,0,6
67,1,0,3,0.62,1.56,1,0,6
67,0,0,3,0.505,0.67,1,0,6
67,0,0,4,1.07,0.498,1,0,6
67,0,0,4,0.793,0.524,1,0,6
67,1,1,4,0.952,0.495,1,0,6
67,0,0,4,0.367,0.609,1,0,6
67,1,1,4,0.751,0.566,1,0,6
67,0,0,4,0.471,0.567,1,0,6
67,1,1,4,0.681,0.832,1,0,6
67,0,0,4,0.375,0.607,1,0,6
67,0,0,4,0.244,0.67,1,0,6
67,0,0,4,0.345,0.382,1,0,6
67,1,1,4,0.678,0.81,1,0,6
67,1,1,4,1.626,0.311,1,0,6
67,1,1,4,0.507,0.51,1,0,6
67,0,0,4,0.325,0.614,1,0,6
67,0,0,2,1.211,0.48,1,0,6
67,0,0,2,1.434,0.6,1,0,6
67,0,0,4,0.376,0.67,1,0,6
67,0,0,4,0.271,0.573,1,0,6
67,0,1,2,1.185,1.159,1,0,6
67,0,0,4,0.241,0.477,1,0,6
67,1,0,1,1.747,0.256,1,0,6
67,0,0,4,1.067,0.569,1,0,6
67,1,1,4,0.385,0.463,1,0,6
67,1,1,2,1.538,0.638,1,0,6
67,1,1,2,0.795,0.666,1,0,6
67,1,0,2,1.02,0.728,1,0,6
67,1,1,4,1.797,0.623,1,0,6
67,1,1,4,0.816,0.431,1,0,6
67,1,1,4,0.289,0.23,1,0,6
67,0,0,4,0.172,0.572,1,1,15
67,1,1,4,0.464,0.57,1,0,6
67,1,1,1,1.04,0.67,1,0,6
67,1,0,2,1.368,0.206,1,0,6
67,1,1,2,0.917,0.519,1,0,6
