Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,difficulty,Accuracy,Training
13,2,2,1,0.6918,2.4077,0.1333,1,0
13,1,2,0.2063,1.8917,0.6411,0.0083,0,0
13,2,1,-0.9688,0.6835,0.9494,0.0083,0,0
13,2,2,0.8492,0.7918,1.0077,0.0667,1,0
13,1,2,-0.9297,1.9417,0.866,0.0083,0,0
13,1,1,0.7936,0.8668,0.6079,0.0333,1,0
13,2,1,-0.8828,0.9918,0.9244,0.0333,0,0
13,2,2,0.8571,1.8417,0.8243,0.0667,1,0
13,2,1,-0.7032,1.0085,0.7494,0.0333,0,0
13,1,2,-0.8828,1.2335,0.7577,0.0083,0,0
13,2,2,0.8492,0.8584,0.7911,0.0667,1,0
13,1,1,0.8492,0.7418,0.7328,0.1333,1,0
13,2,2,0.9603,0.7084,0.8161,0.1333,1,0
13,2,2,0.9127,0.6084,0.7162,0.1333,1,0
13,2,2,0.8095,0.6668,0.9411,0.1333,1,0
13,1,1,0.8571,0.7835,0.6994,0.0667,1,0
13,1,1,0.1825,1.3334,1.1078,0.0333,1,0
13,1,1,-1,1.9084,0.8078,0.0167,1,0
13,1,1,0.9524,0.9668,1.1077,0.1333,1,0
13,1,1,0.1587,0.8751,1.0828,0.0333,1,0
13,2,1,-0.3125,2.2084,3.5075,0.0667,0,0
13,1,1,0.1111,0.9334,1.8828,0.0333,1,0
13,1,1,-0.7344,0.6584,1.8161,0.0083,1,0
13,1,2,-1,1.6586,0.6326,0.0167,0,0
13,1,1,0.254,0.8251,0.991,0.0667,1,0
13,1,1,-1,1.1501,0.8328,0.0167,1,0
13,2,1,0.1111,1.4751,0.8661,0.0667,0,0
13,1,1,0.9127,0.8085,0.5994,0.1333,1,0
13,1,2,-1,1.8584,0.7578,0.0167,0,0
13,2,1,-1,0.7167,0.9578,0.0083,0,0
13,2,2,-1,0.6835,0.8078,0.0333,1,0
13,2,2,-1,1.1001,0.6744,0.0167,1,0
13,2,2,0.8571,0.7085,0.8828,0.1333,1,0
13,2,2,0.0873,1.8084,1.0411,0.0667,1,0
13,1,1,0.0318,0.8668,1.1578,0.0333,1,0
13,2,1,0.1111,1.5333,1.6079,0.0333,0,0
13,1,1,0.7778,0.8585,0.9744,0.0667,1,0
13,2,2,-0.2031,0.9168,1.9577,0.0333,1,0
13,1,2,-1,1.3334,0.6411,0.0167,0,0
13,2,2,-1,1.5751,0.8161,0.0167,1,0
13,2,2,0.754,0.7501,0.9494,0.1333,1,0
13,1,1,0.8571,0.8001,0.9078,0.1333,1,0
13,2,2,0.9524,1.1251,0.7077,0.0667,1,0
13,2,1,-1,0.9085,0.8576,0.0083,0,0
13,1,1,1,0.6168,0.7829,0.1333,1,0
13,1,2,-1,1.7001,0.8745,0.0167,0,0
13,1,1,1,0.6335,0.8078,0.1333,1,0
13,2,2,-1,0.8918,0.7078,0.0083,1,0
13,1,2,-1,0.7418,0.7328,0.0167,0,0
13,1,2,-1,0.8334,0.7662,0.0167,0,0
13,1,1,0.0873,1.4334,1.1744,0.0333,1,0
13,2,2,-0.9532,1.4584,0.5244,0.0083,1,0
13,2,2,-1,0.8585,0.6577,0.0083,1,0
13,1,1,0.9524,0.7501,0.7994,0.0667,1,0
13,1,2,-1,1.2667,0.6411,0.0083,0,0
13,2,2,0.0556,0.9585,1.1827,0.0333,1,0
13,2,2,-1,1.3417,0.7745,0.0083,1,0
13,2,2,-1,1.9751,0.4828,0.0083,1,0
13,2,1,-1,1.9167,1.0244,0.0167,0,0
13,2,2,-0.9532,1.4168,1.4327,0.0167,1,0
13,1,1,1,1.2251,1.3994,0.1333,1,0
13,2,2,-1,1.3668,0.7744,0.0083,1,0
13,2,2,0.3968,1.3418,0.6911,0.0667,1,0
13,2,2,0.5714,0.8834,0.5995,0.0667,1,0
13,1,1,0.4127,0.8335,0.6995,0.0333,1,0
13,1,1,-1,1.8751,2.5493,0.0083,1,0
13,1,1,0.8968,1.0418,1.3161,0.0333,1,0
13,1,1,1,1.2584,0.6326,0.1333,1,0
13,2,2,-0.8438,0.9085,2.7243,0.0167,1,0
13,1,1,0.9603,0.7085,1.0494,0.0667,1,0
13,2,1,-0.3281,1.1251,1.4494,0.0333,0,0
13,2,1,-1,0.7001,4.2742,0.0667,0,0
13,1,2,-0.3594,0.9751,1.4244,0.0083,0,0
13,2,2,1,0.7668,0.9328,0.0667,1,0
13,1,1,0.5238,0.6918,0.8744,0.0333,1,0
13,1,2,0,1.3584,2.6243,0.0083,0,0
13,1,1,0.9841,0.7001,0.6078,0.0667,1,0
13,2,1,-1,1.0751,0.8078,0.0333,0,0
13,2,2,-0.9922,1.3418,1.2911,0.0167,1,0
13,2,2,0,1.3084,1.8077,0.0333,1,0
13,1,1,0.0476,1.1668,0.8494,0.0083,1,0
13,2,2,1,0.9751,0.8828,0.1333,1,0
13,1,2,0.3571,1.0418,0.7245,0.0167,0,0
13,2,2,0.746,0.8668,0.8244,0.0667,1,0
13,2,2,0.619,0.7084,0.5911,0.0333,1,0
13,2,1,-0.6797,1.5084,0.7744,0.0083,0,0
13,1,2,0.3889,1.2835,0.6494,0.0083,0,0
13,2,2,0.1508,1.0668,0.8161,0.0333,1,0
13,2,2,0.3571,0.8918,0.6328,0.0333,1,0
13,2,2,0.9365,1.0001,1.3494,0.1333,1,0
13,1,1,-0.9688,1.2501,0.6327,0.0167,1,0
13,2,2,0.8492,0.7918,0.9995,0.1333,1,0
13,2,1,-0.6797,2.5084,1.2244,0.0083,0,0
13,2,2,0.873,0.8668,0.6661,0.0333,1,0
13,1,1,0.6746,0.9251,0.5744,0.0333,1,0
13,1,1,-0.9766,1.0501,0.7994,0.0167,1,0
13,2,2,0.8809,0.7918,1.0994,0.1333,1,0
13,1,2,0.2302,1.4751,0.6578,0.0083,0,0
13,2,1,-0.9297,0.8251,0.5411,0.0083,0,0
13,1,1,1,0.7751,1.0744,0.0667,1,0
13,2,2,-1,0.8668,0.5911,0.0167,1,0
13,2,2,1,0.6834,0.9578,0.1333,1,0
13,2,2,0.2778,1.4084,0.8828,0.0167,1,0
13,1,2,0.1508,1.0585,0.6077,0.0083,0,0
13,1,1,-0.8438,0.6919,0.666,0.0083,1,0
13,1,1,0.7936,0.8585,0.4995,0.0333,1,0
13,2,2,0.6905,0.6252,0.5494,0.0667,1,0
13,2,2,0.8571,0.6668,0.9078,0.1333,1,0
13,2,1,0.6905,0.7918,0.6828,0.0167,0,0
13,1,1,0.7698,0.7918,0.7494,0.0667,1,0
13,1,1,-0.9297,0.9418,0.7661,0.0167,1,0
13,1,1,0.2381,1.0085,0.9911,0.0333,1,0
13,2,2,0.1746,1.3085,0.891,0.0167,1,0
13,2,2,1,1.3001,1.0244,0.1333,1,0
13,2,2,1,0.7585,1.3327,0.1333,1,0
13,1,1,0.9762,0.6251,0.7411,0.0667,1,0
13,1,1,0.3095,0.6168,0.6078,0.0333,1,0
13,1,1,0.9762,0.6334,1.1495,0.0667,1,0
13,1,1,0.2302,0.7085,0.6328,0.0167,1,0
13,2,2,0.8571,0.8418,0.5745,0.0667,1,0
13,1,1,0.1111,0.7418,0.8661,0.0083,1,0
13,1,1,0.9603,0.6418,0.8994,0.1333,1,0
13,2,2,0.8809,0.7002,0.8327,0.1333,1,0
13,2,1,0.5873,0.8584,0.7495,0.0167,0,0
13,1,1,-0.6563,1.4167,1.4244,0.0083,1,0
13,1,1,0.9841,0.6585,1.7243,0.1333,1,0
13,1,1,0.8492,0.9251,0.9578,0.0667,1,0
13,2,2,0.7063,1.2751,0.816,0.0667,1,0
13,2,2,0.4127,0.7168,0.6495,0.0667,1,0
13,2,2,1,0.5919,0.7077,0.1333,1,0
13,1,1,0.3095,0.6752,1.1327,0.0333,1,0
13,1,1,0.254,0.8335,0.5828,0.0083,1,0
13,1,1,0.8968,0.7084,0.7911,0.0667,1,0
13,1,1,0.4683,0.8752,2.2743,0.0333,1,0
13,1,1,0.1587,1.0418,0.8661,0.0083,1,0
13,2,2,1,1.0251,0.8661,0.1333,1,0
13,1,1,0.8412,0.7834,0.6328,0.1333,1,0
13,1,1,0.9524,0.6501,0.7078,0.1333,1,0
13,2,2,0.9048,0.642,0.7742,0.0667,1,0
13,2,1,0.0635,0.7418,1.6661,0.0333,0,0
13,1,1,0.8809,0.8168,0.5745,0.0333,1,0
13,1,2,-1,1.7584,0.7994,0.0167,0,0
13,1,1,1,0.8668,1.0993,0.1333,1,0
13,2,1,0.0556,1.4085,0.741,0.0083,0,0
13,2,2,0.9841,0.8335,0.5661,0.1333,1,0
13,2,1,0.246,0.6834,1.1911,0.0333,0,0
13,2,1,0.1905,1.2752,1.5743,0.0083,0,0
13,1,1,-0.1953,1.0418,1.1744,0.0167,1,0
13,1,1,0.0079,0.9834,1.4161,0.0167,1,0
13,1,2,0.0873,0.8168,0.6661,0.0167,0,0
13,1,1,0.873,0.7584,0.5161,0.0667,1,0
13,2,2,1,1.0169,0.6828,0.1333,1,0
13,1,1,1,0.5585,0.7245,0.0667,1,0
13,1,1,0.1349,1.6751,0.8494,0.0167,1,0
13,1,1,0.3016,0.9834,0.6078,0.0167,1,0
13,2,2,1,0.5668,0.5328,0.1333,1,0
13,2,2,1,0.6252,0.5494,0.1333,1,0
13,1,1,0.2778,0.6418,0.8078,0.0333,1,0
13,2,2,-0.836,0.6751,0.9161,0.0167,1,0
13,1,1,0.2143,0.8335,0.5161,0.0083,1,0
13,1,1,1,0.6668,0.6911,0.1333,1,0
13,2,2,-0.5547,0.6584,0.5328,0.0333,1,0
13,2,1,0.1825,0.6751,0.6911,0.0083,0,0
13,2,2,1,0.6002,0.5077,0.1333,1,0
13,2,1,-0.461,0.6668,0.8244,0.0083,0,0
13,1,1,0.8571,0.7584,0.5912,0.0667,1,0
13,2,1,0.2698,0.8001,0.5661,0.0333,0,0
13,1,1,0.1984,0.5918,0.7911,0.0167,1,0
13,2,2,-1,1.6834,0.5661,0.0167,1,0
13,2,2,-0.8828,1.3501,0.5828,0.0167,1,0
13,2,2,0.9444,0.6835,0.5494,0.0667,1,0
13,2,2,-0.6641,0.6918,1.6494,0.0167,1,0
13,1,2,-0.9063,1.3417,0.4828,0.0083,0,0
13,2,2,0.873,1.2168,0.7744,0.0667,1,0
13,1,1,0.0873,0.6502,0.6411,0.0333,1,0
13,1,2,-1,1.1668,1.1827,0.0333,0,0
13,1,1,0.2381,0.8584,0.6412,0.0333,1,0
13,1,1,0.9762,0.7168,0.6661,0.1333,1,0
13,1,2,-0.9453,1.7167,0.6161,0.0083,0,0
13,2,1,-0.3516,0.8585,0.5494,0.0083,0,0
13,1,1,-1,1.0335,0.5828,0.0083,1,0
13,2,2,0.8016,0.7668,0.7994,0.0667,1,0
13,1,1,0.9206,0.7834,0.8244,0.0667,1,0
13,2,2,-0.7266,0.7835,0.6161,0.0083,1,0
13,1,2,-1,1.1084,0.5661,0.0167,0,0
13,1,1,0.2937,0.9834,0.5328,0.0333,1,0
13,2,2,1,0.6168,0.4911,0.0667,1,0
13,2,2,0.9524,1.3834,0.6243,0.1333,1,0
13,1,2,0.1825,1.1751,0.9911,0.0167,0,0
13,1,1,0.1746,0.7251,0.5578,0.0333,1,0
13,2,2,-0.1797,0.6584,1.4494,0.0167,1,0
13,2,1,-0.7657,1.2418,0.6494,0.0083,0,0
13,2,1,-0.8672,0.9084,0.5495,0.0083,0,0
13,2,2,0.8889,0.6835,0.7494,0.1333,1,0
13,2,2,0.8571,0.6085,0.5245,0.0667,1,0
13,2,2,0.2143,1.2251,0.841,0.0083,1,0
13,2,2,0.1825,1.0084,0.5745,0.0167,1,0
13,2,2,0.0873,1.3001,0.6994,0.0083,1,0
13,1,1,0.8412,0.7168,0.6078,0.0667,1,0
13,2,2,0.1984,1.0752,0.4828,0.0667,1,0
13,1,2,0.2063,1.0335,0.6494,0.0083,0,0
13,2,2,0.9206,0.8001,0.4578,0.0667,1,0
13,2,2,0.0952,0.8168,0.5078,0.0333,1,0
13,1,2,0.2857,0.9584,0.5744,0.0333,0,0
13,1,1,-0.6797,1.1084,0.8495,0.0083,1,0
13,2,2,1,1.0834,0.7828,0.0667,1,0
13,1,1,0.8016,0.6751,0.8745,0.1333,1,0
13,2,2,1,0.7918,0.5828,0.0667,1,0
13,2,1,0.1746,0.8251,1.3828,0.0083,0,0
13,1,1,1,0.9001,0.6494,0.0667,1,0
13,2,1,0.373,0.9584,0.7494,0.0333,0,0
13,1,1,1,0.7502,0.7161,0.1333,1,0
13,2,2,0.1825,1.0918,0.6911,0.0167,1,0
13,1,1,0.8412,0.8335,0.5578,0.0667,1,0
13,1,1,0.4127,1.4917,0.7494,0.0333,1,0
13,2,2,-0.7344,2.1334,0.8244,0.0333,1,0
13,2,2,0.4047,1.0251,0.6411,0.0333,1,0
13,1,2,0.0952,1.1834,0.6828,0.0083,0,0
13,2,1,-0.1797,1.0418,1.7327,0.0083,0,0
13,2,2,0.9524,0.8585,0.7744,0.0667,1,0
13,1,1,1,0.6335,0.5578,0.1333,1,0
13,2,2,0.0238,1.1251,0.6994,0.0167,1,0
13,2,2,0.3175,0.8335,0.6161,0.0333,1,0
13,2,2,0.9524,0.7918,0.7411,0.1333,1,0
13,1,1,-0.25,1.0668,0.9494,0.0167,1,0
13,1,1,0.8968,0.9251,0.7578,0.0333,1,0
13,2,2,1,0.8335,1.0577,0.0667,1,0
13,2,2,0.0397,1.1668,0.6328,0.0333,1,0
13,2,2,1,0.6501,0.5661,0.1333,1,0
13,1,1,0.9286,0.6002,0.6911,0.0667,1,0
13,1,1,0.754,0.7168,0.5328,0.0333,1,0
13,1,1,1,0.6418,0.8162,0.1333,1,0
13,2,2,0.3254,1.6834,0.6078,0.0667,1,0
13,2,2,-0.2656,1.1751,2.0244,0.0167,1,0
13,1,1,-0.4375,0.8418,0.8495,0.0167,1,0
13,1,1,1,0.9835,0.6494,0.1333,1,0
13,2,2,1,0.6585,0.5328,0.1333,1,0
13,2,2,-0.3906,1.1334,1.4161,0.0083,1,0
13,2,2,1,0.6835,0.5078,0.1333,1,0
13,2,2,-0.625,1.0251,0.8995,0.0083,1,0
13,2,2,-0.6797,0.7585,0.8328,0.0083,1,0
13,1,2,-1,1.2417,0.5745,0.0167,0,0
13,1,1,-0.2031,0.9168,1.3244,0.0333,1,0
13,2,1,-0.1328,1.3584,1.0244,0.0167,0,0
13,1,2,-0.6875,0.9502,0.5161,0.0167,0,0
13,2,2,-0.2891,0.8501,0.9911,0.0167,1,0
13,1,1,1,0.7835,0.7078,0.1333,1,0
13,2,2,0.9603,1.4417,0.7326,0.1333,1,0
13,1,1,1,0.8668,0.6161,0.0667,1,0
13,1,1,0.127,0.7919,0.8494,0.0167,1,0
13,1,2,0.1667,1.1584,0.6995,0.0167,0,0
13,2,2,-0.1953,0.8835,0.6077,0.0083,1,0
13,2,2,-0.5547,0.9584,0.4828,0.0167,1,0
13,2,2,1,0.7251,0.7328,0.0667,1,0
13,2,2,0.3175,0.6668,0.7911,0.0333,1,0
13,1,1,0.9286,0.6585,0.5495,0.1333,1,0
13,1,1,0.9286,0.7251,0.5744,0.0667,1,0
13,1,1,1,0.9835,0.7078,0.0667,1,0
13,2,2,-0.3985,0.9418,0.9911,0.0167,1,0
13,1,1,1,0.6418,0.5661,0.1333,1,0
13,1,1,0.2063,0.8252,0.6078,0.0333,1,0
13,2,1,-0.7344,0.7251,0.8578,0.0083,0,0
13,1,1,0.9524,0.9084,1.0661,0.0667,1,0
13,2,1,0.8016,0.8585,0.9744,0.0167,0,0
13,2,2,0.8016,0.8501,0.8078,0.0667,1,0
13,1,1,1,0.5752,0.5161,0.0667,1,0
13,1,1,1,0.6501,0.5328,0.1333,1,0
13,2,2,1,0.6669,1.0909,0.1333,1,0
13,2,2,1,0.6418,0.8078,0.1333,1,0
13,2,2,0.2381,0.6001,0.7245,0.0333,1,0
13,1,1,1,0.5835,0.5161,0.1333,1,0
13,1,1,-0.8203,1.1168,0.8494,0.0167,1,0
13,2,2,1,0.8751,1.6328,0.0333,1,0
13,1,1,0.5238,0.8335,0.5744,0.0333,1,0
13,1,1,0.7698,0.8668,0.5911,0.0667,1,0
13,1,1,0.1825,1.4167,0.6328,0.0667,1,0
13,1,2,-0.336,0.7751,0.6411,0.0167,0,0
13,1,1,-0.8125,0.7917,0.5412,0.0083,1,0
13,2,1,-0.9532,1.0418,0.4994,0.0333,0,0
13,2,1,-0.7969,1.1417,0.8995,0.0333,0,0
13,1,2,-0.7266,1.2001,2.1327,0.0083,0,0
13,2,2,-0.9063,0.9585,0.7161,0.0167,1,0
13,2,2,-0.9453,1.125,0.8662,0.0083,1,0
13,2,2,-0.8594,1.3668,0.6911,0.0083,1,0
13,2,2,-0.8594,1.2001,0.7411,0.0083,1,0
13,2,2,0.2381,0.8668,0.5078,0.0667,1,0
13,2,2,0.0556,1.4001,1.0827,0.0167,1,0
13,1,2,-0.2031,1.1335,0.5993,0.0167,0,0
13,1,1,-1,1.0751,0.6245,0.0083,1,0
13,1,2,-1,1.2168,0.6161,0.0083,0,0
13,1,1,0.8968,0.8668,0.5661,0.0667,1,0
13,1,1,0.7302,0.6834,0.6411,0.0667,1,0
13,1,1,0.5476,0.8501,0.5161,0.0333,1,0
13,1,1,0.9524,0.5918,0.6328,0.1333,1,0
13,1,1,1,0.6085,0.5578,0.1333,1,0
13,2,1,0.119,0.7001,0.5911,0.0333,0,0
13,1,1,-1,0.7168,1.1411,0.0167,1,0
13,2,1,-0.0625,0.9751,1.4827,0.0167,0,0
13,2,2,-0.7969,1.1501,0.7078,0.0083,1,0
13,2,2,1,0.9668,0.7494,0.1333,1,0
13,1,1,0.2619,0.7918,0.6078,0.0333,1,0
13,2,2,1,0.5918,0.8244,0.1333,1,0
13,2,2,0.4365,0.6335,0.6494,0.0333,1,0
13,1,1,0.6667,0.8001,0.5161,0.0333,1,0
13,2,2,1,0.6418,0.5662,0.1333,1,0
13,2,1,0.3413,0.7084,1.0744,0.0083,0,0
13,1,2,-0.4141,0.8751,0.5495,0.0083,0,0
13,1,1,0.7222,1.35,0.7826,0.0667,1,0
13,2,2,0.9048,1.1251,0.6745,0.1333,1,0
13,2,1,-0.5235,2.6333,0.8661,0.0167,0,0
13,2,2,1,0.6336,0.4744,0.1333,1,0
13,1,1,-1,1.3084,0.7911,0.0167,1,0
13,1,1,1,0.6335,0.8411,0.1333,1,0
13,1,1,0.254,0.7668,0.5995,0.0083,1,0
13,2,2,0.9841,0.7084,0.9328,0.0333,1,0
13,2,2,1,0.5335,0.6078,0.1333,1,0
13,1,1,1,0.6251,0.7245,0.0667,1,0
13,2,2,1,0.6502,0.6245,0.1333,1,0
13,1,2,0.0238,0.9668,1.5494,0.0083,0,0
13,1,1,0.9444,1.1417,0.5745,0.0667,1,0
13,1,1,1,0.7335,0.9078,0.1333,1,0
13,1,1,0.119,0.8251,0.8078,0.0083,1,0
13,1,1,0.0873,0.5918,0.5494,0.0333,1,0
13,2,2,-1,1.9084,0.666,0.0083,1,0
13,1,1,1,0.7584,0.5245,0.1333,1,0
13,1,1,0.3492,0.8501,1.0911,0.0333,1,0
13,1,2,0.2302,0.8585,0.7078,0.0083,0,0
13,1,1,0.9762,1.1668,0.7327,0.0667,1,0
13,2,2,1,0.7418,0.5745,0.0667,1,0
13,2,2,1,1.0501,0.6078,0.1333,1,0
13,1,1,0.3413,0.7502,0.4994,0.0167,1,0
13,2,2,1,0.6918,0.7161,0.1333,1,0
13,2,1,0.2143,0.7336,0.5244,0.0083,0,0
13,1,1,1,0.7584,0.6161,0.0667,1,0
13,1,2,-0.711,0.5751,1.3661,0.0083,0,0
13,2,2,1,0.5002,0.4995,0.1333,1,0
13,1,2,0.1111,1.1001,0.8161,0.0167,0,0
13,2,2,0.127,0.8668,1.2494,0.0167,1,0
13,2,2,0.1746,1.1251,0.6328,0.0333,1,0
13,1,2,-0.8985,1.5834,1.1744,0.0083,0,0
13,2,2,1,0.6835,0.7661,0.1333,1,0
13,2,2,-0.2813,0.7918,0.9161,0.0167,1,0
13,2,2,-0.3594,1.1001,0.6245,0.0167,1,0
13,1,2,-0.4688,2.0084,0.5578,0.0167,0,0
13,1,1,0.9762,0.8085,0.9161,0.0333,1,0
13,2,2,-0.3125,2.6834,1.816,0.0333,1,0
13,1,1,0.5794,0.9084,1.3661,0.0333,1,0
13,2,2,0.9444,0.5835,0.9661,0.0667,1,0
13,1,1,0.9206,0.9585,0.8828,0.0333,1,0
13,1,1,-0.6016,3.8833,0.7494,0.0083,1,0
13,1,1,0.7778,0.6168,0.6661,0.0333,1,0
13,1,1,0.1429,0.8168,0.9578,0.0167,1,0
13,1,1,0.4047,0.9501,0.5661,0.0333,1,0
13,2,2,0.9444,1.0668,1.2661,0.0667,1,0
13,2,2,1,0.5668,0.5911,0.1333,1,0
13,2,1,-0.8125,0.8834,0.6828,0.0083,0,0
13,2,2,1,0.6502,0.5161,0.0667,1,0
13,1,2,-0.625,0.9585,1.0327,0.0083,0,0
13,1,2,-0.5781,0.9418,0.5161,0.0167,0,0
13,2,2,-0.2188,0.8168,1.6744,0.0333,1,0
13,1,1,-0.5235,1.4751,0.6577,0.0333,1,0
13,1,1,0.7302,0.8918,0.5494,0.0667,1,0
13,1,1,-0.2422,1.1251,2.9743,0.0083,1,0
13,1,1,0.6587,0.7335,0.6745,0.0667,1,0
13,2,2,0.9286,0.8085,0.766,0.0667,1,0
13,1,1,0.2302,0.8501,0.5994,0.0167,1,0
13,2,1,0.0873,0.9418,0.9328,0.0167,0,0
13,2,1,-1,0.9918,0.5659,0.0083,0,0
13,1,1,-0.6797,1.0668,0.7578,0.0083,1,0
13,2,2,1,0.5001,0.5662,0.1333,1,0
13,1,1,0.3571,0.4752,0.5577,0.0333,1,0
13,2,2,1,0.6251,0.5162,0.1333,1,0
13,1,1,0.9841,0.7002,0.9161,0.0667,1,0
13,2,2,1,0.5585,0.7328,0.0667,1,0
13,2,2,1,0.4834,0.5328,0.0667,1,0
13,2,1,-0.1328,0.5502,0.6577,0.0167,0,0
13,2,2,1,0.4918,0.7744,0.1333,1,0
13,2,2,0.0794,0.7668,0.5911,0.0167,1,0
13,1,1,0.9603,0.7168,0.6411,0.1333,1,0
13,1,1,1,0.8835,0.5828,0.1333,1,0
13,1,1,0.2381,0.4752,0.5411,0.0333,1,0
13,2,2,0.8174,0.6085,0.9578,0.0667,1,0
13,1,1,0.1746,0.9918,0.6911,0.0167,1,0
13,2,2,0.1667,0.8418,0.7078,0.0167,1,0
13,2,2,-0.3985,0.9501,0.6828,0.0083,1,0
13,2,2,-1,1.5834,0.8494,0.0083,1,0
13,1,1,0.2143,0.8584,1.4161,0.0333,1,0
13,2,1,-0.5547,1.2001,0.8245,0.0083,0,0
13,2,1,-0.6407,0.8418,0.6828,0.0167,0,0
13,1,1,-0.8203,1.0418,0.8495,0.0083,1,0
13,2,2,-0.9532,1.0001,0.6661,0.0083,1,0
13,1,1,0.1508,0.7751,0.5995,0.0333,1,0
13,1,1,0.5794,0.7334,0.6661,0.0667,1,0
13,2,2,-0.4844,0.8002,1.6076,0.0333,1,0
13,2,1,-0.7735,0.7501,0.9494,0.0333,0,0
13,1,1,-0.8594,0.8751,0.6244,0.0167,1,0
13,1,1,0.6746,0.9584,0.6328,0.0667,1,0
13,2,1,-0.3594,0.9168,2.4077,0.0083,0,0
13,1,1,0.3809,0.6334,0.9495,0.0333,1,0
13,1,1,-0.2031,0.6835,0.6994,0.0167,1,0
13,1,1,-0.6797,0.6752,0.5911,0.0167,1,0
13,2,2,0.8095,0.7168,0.6578,0.0667,1,0
13,1,1,-0.8594,0.9668,0.7911,0.0167,1,0
13,2,1,-0.8828,1.0751,0.6494,0.0333,0,0
13,1,1,0.4444,0.6501,0.5162,0.0333,1,0
13,2,2,0.127,1.0002,0.5911,0.0333,1,0
13,1,1,0.0556,0.8251,0.6745,0.0083,1,0
13,1,2,-0.5469,0.8501,0.9078,0.0083,0,0
13,1,1,0.9841,0.7085,0.5911,0.1333,1,0
13,1,2,-1,2.025,0.6494,0.0083,0,0
13,1,1,1,0.5502,0.6744,0.1333,1,0
13,1,2,-0.5235,1.2668,1.416,0.0167,0,0
13,2,2,1,0.5751,0.6411,0.1333,1,0
13,1,1,1,0.8668,0.7161,0.0667,1,0
13,1,1,0.9524,0.4752,0.5995,0.0667,1,0
13,1,1,0.9603,0.4585,0.5244,0.0333,1,0
13,1,1,1,0.6001,0.5245,0.0667,1,0
13,2,1,0.2302,0.7835,0.5411,0.0167,0,0
13,1,1,0.8095,0.4835,0.5494,0.0667,1,0
13,1,1,1,0.4501,0.5245,0.1333,1,0
13,2,2,1,0.8502,0.9495,0.1333,1,0
13,2,2,1,0.5585,0.6245,0.1333,1,0
13,2,2,0.1508,1.5334,0.9328,0.0083,1,0
13,1,1,1,0.6083,0.4746,0.1333,1,0
13,2,2,-0.1797,0.6918,0.7161,0.0333,1,0
13,1,1,0.3571,0.5168,0.4995,0.0667,1,0
13,1,1,-0.6641,0.9667,0.5578,0.0167,1,0
14,2,2,-0.8672,2.8666,19.3897,0.1333,1,1
14,2,2,-1,4.1333,2.8992,0.0667,1,1
14,2,1,-1,6.4581,2.9659,0.0333,0,1
14,2,1,-1,4.3332,1.4827,0.0167,0,1
14,1,1,-1,5.1082,1.7494,0.0083,1,1
14,2,2,1,1.9084,2.441,0.1333,1,1
14,1,1,-0.3594,4.3749,6.3407,0.0667,1,1
14,2,2,-0.9297,2.4083,3.4659,0.0333,1,1
14,2,1,-1,3.4083,1.566,0.0167,0,1
14,2,1,-1,3.3583,1.4661,0.0083,0,1
14,2,2,1,1.9668,2.0492,0.1333,1,1
14,2,2,0.8412,4.0583,7.8739,0.0667,1,1
14,1,2,-0.8985,2.35,3.6659,0.0333,0,1
14,2,2,-0.9219,1.9167,4.5825,0.0167,1,1
14,1,1,-0.9532,2.5999,2.7328,0.0083,1,1
14,2,2,1,1.6668,1.366,0.1333,1,1
14,2,2,0.8412,1.0168,3.5826,0.0667,1,1
14,1,1,0.2778,2.8416,9.1072,0.0333,1,1
14,2,2,-0.6094,2.2834,2.8493,0.0167,1,1
14,1,2,-0.4063,2.6916,1.7661,0.0083,0,1
14,2,2,1,1.2584,1.641,0.1333,1,1
14,1,1,1,0.9335,2.2827,0.0667,1,1
14,2,2,0.0952,1.9084,3.1159,0.0333,1,1
14,2,2,-0.2891,4.6999,3.6909,0.0167,1,1
14,2,1,-0.6797,1.792,2.5824,0.0083,0,1
14,2,2,1,1.2501,1.7577,0.1333,1,1
14,1,1,1,1.0501,2.541,0.0667,1,1
14,2,1,-0.3594,2.8166,6.1408,0.0333,0,1
14,2,2,-0.8828,1.2167,1.4411,0.0167,1,1
14,2,1,-0.9063,2.0834,2.316,0.0083,0,1
14,1,1,1,1.0085,2.0076,0.1333,1,1
14,2,2,0.8968,0.9418,3.2826,0.0667,1,1
14,1,1,0.5397,1.0085,3.5409,0.0333,1,1
14,2,1,-0.4922,1.9834,5.5241,0.0167,0,1
14,1,1,-0.625,2.7751,2.9325,0.0083,1,1
14,2,2,1,0.9501,1.8661,0.1333,1,1
14,2,2,0.8254,1.1501,1.9244,0.0667,1,1
14,1,1,0.2143,0.9084,3.4909,0.0333,1,1
14,2,1,-1,2.3167,1.416,0.0167,0,1
14,1,1,-0.8828,2.0084,2.2993,0.0083,1,1
14,2,2,1,1.0086,2.9241,0.1333,1,1
14,1,1,0.9524,1.5251,4.7408,0.0667,1,1
14,1,1,0.3889,0.8835,2.091,0.0333,1,1
14,2,1,-0.9219,2.6417,4.4158,0.0167,0,1
14,2,2,-0.9297,1.4501,4.0992,0.0083,1,1
14,2,2,0.9365,1.0501,6.8157,0.1333,1,1
14,2,2,1,0.8168,1.5827,0.0667,1,1
