Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,difficulty,Accuracy,Training
23,1,2,-1,0.9834,0.9494,0.0083,0,0
23,1,1,0.6587,0.7418,0.5661,0.0667,1,0
23,1,1,0.7698,1.0334,0.4745,0.0333,1,0
23,2,2,1,1.925,0.4578,0.1333,1,0
23,2,1,0.2778,1.1168,0.9827,0.0333,0,0
23,1,1,-0.7735,0.9168,0.5661,0.0167,1,0
23,2,2,-0.875,1.2501,0.5161,0.0083,1,0
23,1,1,1,0.6168,0.6328,0.1333,1,0
23,1,1,0.5873,0.5501,0.6245,0.0333,1,0
23,1,1,-1,0.5333,0.8995,0.0167,1,0
23,1,2,-0.8672,0.3918,0.8078,0.0167,0,0
23,2,2,1,1.8584,1.3992,0.1333,1,0
23,1,1,-1,0.8334,0.6828,0.0083,1,0
23,2,1,-1,1.2584,0.6328,0.0167,0,0
23,1,1,1,0.7835,0.7411,0.1333,1,0
23,1,2,-1,0.6168,0.7244,0.0083,0,0
23,1,1,-0.9453,2.2667,0.6994,0.0083,1,0
23,2,2,1,0.6751,0.4578,0.1333,1,0
23,1,1,0.9206,1.0834,0.9828,0.1333,1,0
23,2,1,-1,1.1834,0.6662,0.0167,0,0
23,2,1,-1,0.7835,0.5744,0.0083,0,0
23,2,2,1,0.7668,0.5161,0.0667,1,0
23,2,1,-0.9219,1.1168,0.6661,0.0083,0,0
23,1,2,1,0.7919,0.6244,0.0667,0,0
23,1,1,-1,0.5252,0.6077,0.0333,1,0
23,1,1,-1,0.6418,0.9994,0.0167,1,0
23,2,2,1,0.8085,1.5827,0.1333,1,0
23,1,1,-1,0.5502,0.5828,0.1333,1,0
23,2,2,0.7778,0.7918,0.4078,0.0333,1,0
23,1,1,-1,0.6001,0.5745,0.0083,1,0
23,1,1,0.8016,0.5334,0.6578,0.0333,1,0
23,2,2,0.8333,0.6751,0.4162,0.1333,1,0
23,2,2,0.9524,0.4918,0.5578,0.1333,1,0
23,1,1,0.754,0.5002,0.9244,0.0667,1,0
23,1,1,1,0.9917,0.6994,0.1333,1,0
23,2,1,-0.8438,0.6501,0.5661,0.0333,0,0
23,2,2,1,0.8251,0.5411,0.1333,1,0
23,2,2,1,0.6502,0.5661,0.0333,1,0
23,2,2,1,0.7001,0.6411,0.0667,1,0
23,1,1,0.4127,0.7168,0.9077,0.0167,1,0
23,2,2,0.6587,1.0335,0.5078,0.0333,1,0
23,1,1,-0.7813,0.4585,0.5744,0.0083,1,0
23,1,2,1,0.7251,0.4495,0.0667,0,0
23,1,1,-0.75,0.8501,0.6745,0.0167,1,0
23,1,1,-0.7813,0.8751,0.6078,0.0167,1,0
23,2,2,1,0.7252,0.5494,0.1333,1,0
23,1,1,-1,0.6085,0.5578,0.1333,1,0
23,2,2,1,0.7751,0.4829,0.0667,1,0
23,2,2,0.9127,0.8168,0.4744,0.0667,1,0
23,2,2,1,0.5502,0.5245,0.0667,1,0
23,1,1,-1,0.5835,0.5494,0.0333,1,0
23,2,2,1,0.6835,0.4828,0.0333,1,0
23,1,1,-0.9844,0.6502,0.5494,0.0167,1,0
23,2,1,-1,0.6835,0.7661,0.0083,0,0
23,1,1,0.6508,0.8751,0.7661,0.0667,1,0
23,1,2,0.5873,0.8251,0.4495,0.0167,0,0
23,2,1,-1,0.4752,0.7661,0.0083,0,0
23,2,1,-1,0.6501,0.5328,0.0083,0,0
23,1,2,-0.7578,0.4835,0.8078,0.0167,0,0
23,1,1,-1,1.9917,0.7161,0.0083,1,0
23,1,1,-1,1.5084,0.7494,0.0167,1,0
23,1,1,0.3968,0.9084,1.1994,0.0667,1,0
23,1,1,-0.0938,0.7751,1.2077,0.0333,1,0
23,2,2,0.8333,0.9334,0.5411,0.0667,1,0
23,1,1,-0.8282,0.6335,0.6577,0.0333,1,0
23,2,1,0.0714,1.4918,0.6744,0.0333,0,0
23,1,1,-0.375,0.75,0.6162,0.0167,1,0
23,1,1,0.3809,0.8334,0.7245,0.0667,1,0
23,2,1,-0.9141,0.5252,0.5661,0.0083,0,0
23,1,1,-1,0.5502,0.5411,0.0333,1,0
23,2,2,-0.9375,1.0001,0.9411,0.0167,1,0
23,2,1,-1,0.6668,0.6243,0.0333,0,0
23,2,1,-1,0.7668,0.6661,0.0167,0,0
23,1,1,0.4683,0.9085,1.216,0.0333,1,0
23,1,1,0.9127,1.1668,0.4911,0.1333,1,0
23,1,1,0.6587,0.7084,0.7578,0.0333,1,0
23,1,1,0.2063,0.9918,1.016,0.0333,1,0
23,1,2,-0.9453,0.6669,1.0577,0.0667,0,0
23,1,1,1,0.9001,0.6744,0.1333,1,0
23,2,1,0.4524,0.7918,0.5745,0.0083,0,0
23,2,2,1,0.8584,0.4412,0.0667,1,0
23,1,1,-0.6407,0.6836,0.6077,0.0167,1,0
23,1,2,0.0079,1.0501,0.9078,0.0167,0,0
23,2,1,0.127,0.8251,1.0328,0.0167,0,0
23,1,1,-1,1.0501,0.6994,0.0167,1,0
23,2,2,0.7381,0.6585,0.5245,0.0667,1,0
23,1,1,-0.8516,0.5836,0.6994,0.0167,1,0
23,2,1,0.4444,0.6002,1.1409,0.0083,0,0
23,2,2,0.9524,1.0334,0.7161,0.0083,1,0
23,2,2,1,0.5835,0.9411,0.1333,1,0
23,1,1,-0.9844,0.5168,0.8411,0.0167,1,0
23,1,1,-0.4219,1.8084,0.7661,0.0667,1,0
23,1,1,0.1746,0.6918,0.6244,0.0083,1,0
23,2,2,1,0.6418,0.9328,0.0667,1,0
23,1,1,-0.7735,0.6585,0.7161,0.0083,1,0
23,1,1,-0.125,0.9668,0.7161,0.0167,1,0
23,1,1,1,0.6918,0.6995,0.1333,1,0
23,1,1,0.9603,0.7668,0.6828,0.1333,1,0
23,1,2,-1,0.6168,0.8912,0.0083,0,0
23,1,1,0.4444,1.1251,0.6161,0.0667,1,0
23,2,2,0.6587,1.2334,0.5494,0.0667,1,0
23,2,1,-0.8282,0.9668,0.7328,0.0333,0,0
23,1,1,1,0.7751,1.5494,0.1333,1,0
23,2,2,0.9127,0.5918,0.6245,0.1333,1,0
23,2,2,0.9762,0.6252,0.6493,0.0667,1,0
23,1,1,-0.8203,0.9418,0.5911,0.0167,1,0
23,1,1,1,0.5001,1.4661,0.1333,1,0
23,2,1,-0.6797,0.7084,0.6995,0.0083,0,0
23,2,2,-1,0.9169,0.8077,0.0167,1,0
23,2,2,0.6032,0.7251,0.7078,0.0667,1,0
23,2,1,-0.8985,0.9418,0.8411,0.0083,0,0
23,2,2,0.4444,0.5168,0.7162,0.0083,1,0
23,1,1,0.6032,0.9501,1.1328,0.0667,1,0
23,2,1,-0.4531,0.8667,0.6661,0.0333,0,0
23,2,1,-1,0.5751,0.6412,0.0333,0,0
23,1,1,1,1.1501,0.9828,0.1333,1,0
23,2,1,0.2143,0.7418,0.7411,0.0667,0,0
23,2,2,0.0397,0.9001,0.9244,0.0667,1,0
23,1,1,-1,0.5668,0.6078,0.0167,1,0
23,1,1,-0.7032,1.4584,1.1661,0.0083,1,0
23,2,2,0.4524,0.8501,0.5661,0.0333,1,0
23,1,1,0.8968,0.5168,0.6578,0.1333,1,0
23,2,2,-0.4453,0.8168,0.6661,0.0083,1,0
23,1,1,-0.3281,0.7085,1.1577,0.0333,1,0
23,1,1,0.7936,0.6918,0.5245,0.1333,1,0
23,1,1,1,0.6918,0.6828,0.1333,1,0
23,1,1,-0.586,1.2168,0.7161,0.0167,1,0
23,2,1,-1,1.4167,0.9494,0.0083,0,0
23,1,1,0.1746,1.0586,0.8077,0.0333,1,0
23,1,1,0.1508,0.6501,0.8328,0.0333,1,0
23,1,1,-0.3985,0.9751,0.8662,0.0333,1,0
24,2,2,-0.2188,7.833,13.6733,0.1333,1,1
24,1,1,-0.3203,4.7666,4.3825,0.0667,1,1
24,1,2,-0.2578,4.6165,2.3827,0.0333,0,1
24,1,2,-0.1016,4.1416,1.6744,0.0167,0,1
24,2,2,-0.3047,2.4083,2.0911,0.0083,1,1
24,2,2,-0.6797,3.4583,2.1743,0.1333,1,1
24,2,1,-0.3047,3.3666,1.3077,0.0667,0,1
24,1,2,0.0952,2.1334,5.2408,0.0333,0,1
24,1,1,-0.1563,1.6585,1.7159,0.0167,1,1
24,1,2,-0.3047,1.7085,1.141,0.0083,0,1
24,2,2,-0.2188,2.1167,3.5409,0.1333,1,1
24,2,1,-0.375,2.1417,2.6326,0.0667,0,1
24,1,1,-0.4375,0.8001,1.3161,0.0333,1,1
24,2,2,-0.1172,2.65,2.0827,0.0167,1,1
24,1,2,-0.2578,3.3833,3.3075,0.0083,0,1
24,1,2,-0.3203,4.1167,1.3993,0.1333,0,1
24,1,1,-0.3594,1.2918,1.8243,0.0667,1,1
24,2,1,-0.2578,1.875,1.4244,0.0333,0,1
24,2,2,-0.2422,2.6833,1.6993,0.0167,1,1
24,1,1,-0.2578,5.6998,1.7994,0.0083,1,1
24,2,1,0,2.0583,2.8659,0.1333,0,1
24,1,1,-0.336,2.4833,3.1576,0.0667,1,1
24,2,1,-0.2891,1.6001,2.166,0.0333,0,1
24,2,2,0.0794,1.2334,3.8492,0.0167,1,1
24,2,2,-0.1563,1.3084,2.041,0.0083,1,1
24,1,1,-0.1875,0.9918,1.4076,0.1333,1,1
24,1,2,0.1587,1.1918,4.3575,0.0667,0,1
24,2,2,-0.125,1.7418,1.9243,0.0333,1,1
24,1,1,0.2143,1.2416,4.1993,0.0167,1,1
24,2,2,0.1905,1.1918,2.041,0.0083,1,1
24,1,1,-0.2188,1.1252,2.2076,0.1333,1,1
24,2,1,0.1984,1.7501,1.691,0.0667,0,1
24,2,2,0.1984,0.7918,1.0244,0.0333,1,1
24,2,1,-0.0235,1.0834,1.1577,0.0167,0,1
24,2,1,0,1.0417,1.2744,0.0083,0,1
24,1,1,-0.2735,1.5418,1.2327,0.1333,1,1
24,2,1,-0.2344,1.1334,1.2994,0.0667,0,1
24,1,1,-0.3906,0.6835,1.1327,0.0333,1,1
24,1,1,-0.336,0.7252,0.9745,0.0167,1,1
24,1,1,-0.1875,0.9418,1.1494,0.0083,1,1
24,1,1,-0.7422,1.2918,3.3659,0.1333,1,1
24,1,1,-0.336,1.5584,1.9327,0.0667,1,1
24,1,2,0.2937,1.0585,1.291,0.0333,0,1
24,2,2,0.3095,0.8918,1.5244,0.0167,1,1
24,1,1,0.2937,1.0168,2.4827,0.0083,1,1
24,1,2,0.4444,1.0085,1.641,0.1333,0,1
24,1,2,0.4444,2.1334,0.7161,0.0667,0,1
24,2,2,0.4444,1.0918,1.0327,0.0333,1,1
24,1,2,0.5079,1.1667,3.6826,0.0167,0,1
24,1,2,0.3254,0.6917,1.5912,0.0083,0,1
24,1,2,0.4444,1.2167,2.191,0.1333,0,1
24,2,2,0.2143,0.9834,4.4325,0.0667,1,1
24,1,2,0.4444,0.6419,1.3077,0.0333,0,1
24,2,2,0.0635,1.4584,2.0993,0.0167,1,1
24,2,2,-0.1719,1.9917,1.9327,0.0083,1,1
24,2,2,-0.1719,1.2084,0.9411,0.1333,1,1
24,1,2,0.127,0.9502,1.016,0.0667,0,1
24,1,2,0.246,0.6085,1.9327,0.0333,0,1
24,1,2,0.3968,1.3667,2.6243,0.0167,0,1
24,1,2,0,1.0001,1.8577,0.0083,0,1
24,2,2,0.2302,1.3501,2.1492,0.1333,1,0
24,1,2,-0.6407,3.3917,1.9826,0.0083,0,0
24,2,1,-0.7813,2.8417,1.6493,0.0167,0,0
24,2,1,-0.6719,1.3835,1.3244,0.0167,0,0
24,2,1,0.0476,1.3251,1.6077,0.1333,0,0
24,1,2,0.3889,1.0168,0.991,0.0333,0,0
24,2,2,0.3889,1.5168,0.5328,0.0167,1,0
24,2,1,0.1587,1.5251,2.3077,0.0667,0,0
24,1,1,0.1587,0.9418,0.6828,0.0333,1,0
24,1,1,0.1587,0.8002,0.6911,0.1333,1,0
24,2,1,0,1.2251,1.2911,0.0167,0,0
24,1,1,0.2302,0.7335,1.1078,0.0667,1,0
24,1,1,0.246,0.9502,2.9992,0.0083,1,0
24,1,1,0.3413,0.6501,1.9244,0.0167,1,0
24,1,1,0.1111,1.8584,1.891,0.0667,1,0
24,1,1,0.3571,1.0418,1.7993,0.0167,1,0
24,2,1,0.3413,0.7167,0.8245,0.0333,0,0
24,2,1,0.2619,1.0002,2.3826,0.0667,0,0
24,1,1,0.3413,0.7835,2.6159,0.1333,1,0
24,2,2,-0.6094,2.7166,2.0077,0.1333,1,0
24,1,1,-0.5235,1.7501,1.441,0.1333,1,0
24,2,1,-0.8282,3.8833,1.6077,0.0083,0,0
24,2,1,-0.1875,1.1252,1.4493,0.0083,0,0
24,2,1,-0.0547,0.8502,1.191,0.0333,0,0
24,2,1,0.1746,0.7835,1.591,0.1333,0,0
24,2,1,-0.4922,1.2167,0.8995,0.0167,0,0
24,2,1,0.1905,1.2834,0.9661,0.0667,0,0
24,1,2,-0.6094,1.1252,1.2493,0.0333,0,0
24,2,2,-0.0547,0.9002,0.8993,0.0333,1,0
24,2,2,-0.0703,1.1585,0.5828,0.1333,1,0
24,2,2,-0.0547,1.1002,0.5994,0.1333,1,0
24,2,2,-0.0547,1.0335,0.5911,0.1333,1,0
24,1,2,-0.0547,0.9168,0.5578,0.0333,0,0
24,2,1,-0.3203,1.0418,1.1577,0.0667,0,0
24,2,1,-0.6563,0.7168,1.0411,0.0167,0,0
24,2,1,-0.2188,1.6918,2.7659,0.0667,0,0
24,1,2,0.2937,1.0335,2.6576,0.0667,0,0
24,2,1,0,1.2418,1.1912,0.1333,0,0
24,1,1,-0.3594,0.9001,1.0995,0.0083,1,0
24,1,1,-0.3594,0.8585,0.4494,0.0083,1,0
24,2,1,-0.3594,0.5418,0.8828,0.0167,0,0
24,1,1,-0.6094,1.4668,1.0911,0.0667,1,0
24,2,1,-0.6719,1.1919,1.2993,0.0333,0,0
24,2,1,-0.6407,0.8334,1.1078,0.0167,0,0
24,1,1,-0.5078,0.7668,0.4994,0.0667,1,0
24,2,1,-0.5235,0.9419,0.5244,0.0333,0,0
24,2,1,-0.5078,1.6334,1.0328,0.0667,0,0
24,2,1,-0.5391,1.125,0.8577,0.0083,0,0
24,1,1,-0.461,1.3918,0.8911,0.0333,1,0
24,1,2,-1,0.9834,2.016,0.0333,0,0
24,2,2,-0.7266,1.8084,1.0327,0.0667,1,0
24,2,2,-0.6797,0.8583,0.5496,0.0083,1,0
24,2,1,-0.1406,0.9585,1.441,0.0083,0,0
24,2,2,-0.125,0.5252,0.6244,0.0333,1,0
24,2,2,-0.125,1.0502,0.641,0.0167,1,0
24,1,1,-0.4531,1.2501,0.9911,0.1333,1,0
24,1,1,-0.4375,1.8584,0.6911,0.0167,1,0
24,1,1,0.0476,1.0168,2.2993,0.0083,1,0
24,1,1,0.3095,0.7252,2.1743,0.0083,1,0
24,1,1,0.3095,0.7502,0.566,0.0083,1,0
24,1,1,0,1.0583,1.4244,0.0333,1,0
24,2,2,0,0.7919,0.5661,0.0667,1,0
24,1,1,0.4603,0.9501,0.8744,0.0667,1,0
24,2,1,0.4762,0.9168,0.5411,0.0167,0,0
24,1,1,0.4603,0.6585,0.5244,0.0083,1,0
24,2,1,0.4603,0.8251,0.4745,0.0167,0,0
24,1,1,0.246,0.8752,1.9326,0.1333,1,0
24,2,1,0.5397,0.9335,0.7244,0.1333,0,0
24,1,1,0.5397,0.7751,0.5328,0.0667,1,0
24,1,1,0.5397,0.6585,0.4661,0.0667,1,0
24,2,1,0.5397,0.7419,0.5661,0.1333,0,0
24,2,2,0.1429,0.9085,1.4244,0.0167,1,0
24,2,2,0.4762,0.7585,2.3409,0.0083,1,0
24,1,2,0.4127,1.2584,2.666,0.1333,0,0
24,1,2,0.5397,0.7252,3.2826,0.1333,0,0
24,2,2,0.5397,0.7751,0.9578,0.0667,1,0
24,2,2,0.6428,1.0918,2.1493,0.1333,1,0
24,1,2,0.627,0.7251,0.6245,0.0333,0,0
24,1,2,0.627,1.4001,0.7661,0.0083,0,0
24,2,2,0.3571,1.5834,0.8744,0.0083,1,0
24,2,2,0.3095,1.2918,3.8492,0.0333,1,0
24,2,2,0.3571,0.9084,1.5994,0.0167,1,0
24,1,2,-0.6094,2.1917,1.3745,0.1333,0,0
24,2,1,0.2937,0.8085,1.7077,0.0333,0,0
24,1,1,-0.4766,0.8085,1.591,0.0083,1,0
24,2,1,-0.2344,0.8668,1.5827,0.0333,0,0
24,2,1,-0.4531,1.1418,1.3578,0.0083,0,0
24,2,1,-1,1.6668,1.6326,0.0333,0,0
24,1,2,-0.5235,0.9917,1.6494,0.0667,0,0
24,1,1,-0.0703,0.8751,2.191,0.0667,1,0
24,2,2,0,0.8918,0.9077,0.1333,1,0
24,2,2,-0.6797,1.0251,3.3826,0.0667,1,0
24,2,2,0.0635,1.0085,1.9826,0.0167,1,0
24,2,2,0.1746,0.7335,0.9077,0.0083,1,0
24,1,2,0.2302,0.7251,3.3326,0.0333,0,0
24,1,1,0.127,0.9002,2.1327,0.1333,1,0
24,2,1,0.2302,1.3417,1.3661,0.0167,0,0
24,1,2,-0.5078,0.8835,1.6243,0.0333,0,0
24,1,1,0.0159,0.8668,0.6494,0.0667,1,0
24,1,1,0.1429,0.8002,2.4409,0.0167,1,0
24,2,1,-0.0547,1.2001,1.3411,0.0667,0,0
24,1,2,-0.3906,0.8002,1.866,0.0167,0,0
24,2,2,-0.8438,2.7,1.2244,0.0083,1,0
24,2,1,0.1984,1.0668,2.7243,0.0083,0,0
24,2,1,0.3571,1.0085,1.4744,0.0333,0,0
24,1,1,0.1746,0.4919,1.1077,0.0083,1,0
24,1,1,0.0476,1.3334,2.0993,0.0333,1,0
24,2,1,0.3968,0.9752,1.041,0.0083,0,0
24,2,1,0.3254,0.575,2.9911,0.0333,0,0
24,2,1,0.3571,1.0501,1.2495,0.1333,0,0
24,1,1,0.0476,0.7085,2.5993,0.0167,1,0
24,2,1,0.2302,0.6002,1.516,0.0167,0,0
24,1,1,0.3413,0.6502,2.0743,0.0667,1,0
24,1,1,-0.7969,1.4001,1.0911,0.0667,1,0
24,2,1,0.0159,1.0584,0.7328,0.1333,0,0
24,2,1,-0.6094,2.7085,1.2743,0.0167,0,0
24,2,1,0.2143,0.9001,1.7661,0.1333,0,0
24,2,1,0.4762,0.8335,4.3242,0.0167,0,0
24,1,1,-0.3047,1.4667,1.5744,0.0333,1,0
24,2,1,0.3889,0.6501,1.0494,0.0083,0,0
24,2,1,0.1746,1.0086,1.4492,0.0667,0,0
24,2,1,0.0159,0.8002,0.9827,0.0667,0,0
24,2,1,0.1587,1.8834,3.1076,0.0333,0,0
24,2,1,-0.3906,0.7002,1.3327,0.0083,0,0
24,1,1,-0.3047,0.7252,0.7494,0.0667,1,0
24,2,2,-0.8594,0.9584,1.2577,0.0167,1,0
24,2,1,0.1587,0.8668,1.7493,0.0667,0,0
24,2,1,-0.1172,0.8751,0.7328,0.0667,0,0
24,1,1,0.4127,0.8418,1.8493,0.0667,1,0
24,1,1,0.5079,0.8085,3.0742,0.0333,1,0
24,1,1,0.373,0.9585,1.0827,0.1333,1,0
24,1,1,0.4603,1.0001,1.2911,0.0083,1,0
24,2,1,0.5079,0.6084,1.1911,0.0083,0,0
24,1,1,0.3413,1.8751,2.641,0.0083,1,0
24,1,1,0.3968,1.4501,1.3493,0.0667,1,0
24,1,2,0.2302,1.0918,1.166,0.1333,0,0
24,2,2,-0.125,0.7251,1.3078,0.0083,1,0
24,1,2,0.1111,0.6501,1.0161,0.0333,0,0
24,2,2,0.1746,0.8251,2.491,0.1333,1,0
24,1,1,0.3413,0.8002,1.2827,0.0333,1,0
24,2,1,-1,0.7335,3.1993,0.0083,0,0
24,2,2,0.3571,0.6919,1.3577,0.0333,1,0
24,1,1,0.3571,0.7668,2.316,0.0167,1,0
24,2,2,0.5952,0.8835,0.9994,0.0667,1,0
24,2,1,0.4286,0.8335,1.8577,0.0167,0,0
24,2,1,0.1746,1.0751,3.0243,0.1333,0,0
24,2,1,0.3095,0.8584,2.9826,0.1333,0,0
24,2,1,0.3254,0.6668,0.6161,0.0083,0,0
24,1,1,-0.4297,1.0752,1.441,0.1333,1,0
24,2,1,-0.2656,1.1835,1.0327,0.0333,0,0
24,1,2,0.1746,0.4585,0.8744,0.0083,0,0
24,1,2,0.1905,0.8585,1.5494,0.1333,0,0
24,1,2,0.4921,0.7002,0.9994,0.0167,0,0
24,2,1,-0.8907,1.7751,1.191,0.0083,0,0
24,2,1,0.3571,1.0251,1.5994,0.1333,0,0
24,1,1,0.0952,0.6251,1.5244,0.0667,1,0
24,1,1,0.1905,0.7502,1.3244,0.1333,1,0
24,1,1,0.4444,0.6085,2.6243,0.0167,1,0
24,2,1,0.2778,0.7001,0.8411,0.1333,0,0
24,1,1,0.3413,1.1001,1.5244,0.0167,1,0
24,1,1,0.3571,0.6002,0.8328,0.0167,1,0
24,2,1,0.3571,0.5835,0.5744,0.0333,0,0
24,2,1,0.0159,0.6502,1.7993,0.0167,0,0
24,2,2,-0.8672,2.1334,1.1994,0.0167,1,0
24,2,2,0.3889,0.7335,0.7661,0.0667,1,0
24,1,1,-0.586,1.9917,1.0994,0.0083,1,0
24,2,1,-0.125,0.9835,0.7994,0.0667,0,0
24,2,2,0.3968,1.0501,0.7828,0.0333,1,0
24,1,2,0.3968,0.8168,0.4661,0.0167,0,0
24,1,1,0.373,1.1667,1.2911,0.0333,1,0
24,1,1,-0.625,1.7334,0.9161,0.0083,1,0
24,1,1,-0.2891,0.8168,2.0994,0.0667,1,0
24,1,1,0.3968,0.7418,1.5078,0.0333,1,0
24,2,2,0.373,1.3418,1.791,0.1333,1,0
24,1,1,0.373,1.4501,1.4077,0.0167,1,0
24,1,1,0.6111,0.6835,0.8577,0.0333,1,0
24,1,1,0.5952,0.5168,1.9327,0.0167,1,0
24,1,1,0.5952,0.5835,0.7078,0.0333,1,0
24,2,2,0.3571,0.7085,1.6327,0.0083,1,0
24,2,2,0.5952,0.8252,0.991,0.1333,1,0
24,2,1,0.3889,0.9835,1.4576,0.1333,0,0
24,1,1,0.2302,0.7751,1.5744,0.0333,1,0
24,2,1,0.627,0.9252,0.766,0.0667,0,0
24,1,1,0.627,0.5668,2.2494,0.0667,1,0
24,1,1,0.6587,0.6168,0.7911,0.0167,1,0
24,2,1,0.6428,0.6834,0.9911,0.0667,0,0
24,1,1,0.6587,0.5752,0.6577,0.0667,1,0
24,1,1,0.6587,0.7084,0.4995,0.0667,1,0
24,1,1,0.627,0.7085,0.7828,0.0167,1,0
24,2,1,0.3413,1.5834,5.1408,0.0333,0,0
24,1,2,0.1111,1.0501,0.9244,0.1333,0,0
24,1,1,0.2619,0.9085,2.1077,0.0333,1,0
24,2,1,0.3889,0.7835,2.216,0.0333,0,0
24,2,1,0.246,0.8585,3.0659,0.0333,0,0
24,1,2,-0.7188,1.5251,0.9911,0.0083,0,0
24,1,2,-0.1016,0.8084,3.6159,0.0167,0,0
24,2,2,0.127,0.7834,0.8328,0.1333,1,0
24,2,2,0.3571,0.5585,0.7328,0.0667,1,0
24,1,1,-0.336,0.7085,1.3327,0.0083,1,0
24,2,1,0.1587,0.7085,1.0577,0.1333,0,0
24,1,1,0.4444,0.6169,0.866,0.1333,1,0
24,1,1,0.3968,0.5002,0.7911,0.0083,1,0
24,1,1,0.4286,0.6419,0.766,0.1333,1,0
24,1,2,0.4286,0.5835,1.1244,0.0667,0,0
24,1,2,-0.6641,0.6833,1.3828,0.1333,0,0
24,2,1,-0.1719,0.8335,2.4993,0.0083,0,0
24,2,2,-0.1016,0.6585,2.6826,0.0667,1,0
24,1,2,0.0476,0.6251,0.7828,0.0667,0,0
24,1,1,0.3095,0.6585,0.8659,0.0667,1,0
24,2,1,0.5873,0.6668,0.7744,0.0083,0,0
24,2,2,0.3571,0.8251,1.2661,0.0083,1,0
24,1,2,-0.6172,1.7418,0.891,0.0083,0,0
24,1,2,-0.2891,0.8502,1.316,0.0083,0,0
24,1,1,0.3254,1.2334,0.8828,0.0667,1,0
24,1,2,-0.6407,2.2418,1.1244,0.0083,0,0
24,2,1,0.5079,1.2251,0.9411,0.0667,0,0
24,1,1,0.627,0.6418,0.7912,0.0167,1,0
24,2,1,0.6111,0.5418,0.7661,0.0167,0,0
24,2,2,-0.2656,0.7585,1.1494,0.1333,1,0
24,2,2,-0.7891,0.7918,1.0078,0.0167,1,0
24,2,2,-0.6875,1.2666,0.6662,0.0167,1,0
24,2,2,0.2937,0.7585,2.766,0.0167,1,0
24,2,2,0.1587,0.6836,1.1492,0.0333,1,0
24,1,2,0.373,0.6002,0.6994,0.0333,0,0
24,2,1,0.3889,0.6585,1.4244,0.1333,0,0
24,2,2,0.3413,0.7919,1.2744,0.0333,1,0
24,1,2,0.373,0.6418,2.4077,0.0167,0,0
24,2,2,0.5079,0.7001,1.6161,0.1333,1,0
24,1,1,0.0635,3.3001,1.5242,0.1333,1,0
24,1,1,0.2302,0.6752,1.0327,0.0167,1,0
24,2,1,0.373,0.5835,0.7244,0.1333,0,0
24,2,2,-0.5625,0.5418,1.2411,0.0333,1,0
24,2,2,-0.1641,0.6502,0.9077,0.0333,1,0
24,1,2,0,0.8918,1.0244,0.0083,0,0
24,1,1,0.0952,0.8085,1.6411,0.0167,1,0
24,2,1,0.373,0.4919,0.841,0.0083,0,0
24,2,2,0.1429,0.6752,1.0161,0.0333,1,0
24,1,2,0.2778,0.7669,1.466,0.0333,0,0
24,2,1,0.5079,0.8252,0.7161,0.0167,0,0
24,2,1,0.2778,0.6835,2.5743,0.0083,0,0
24,1,1,0.2778,1.1001,0.9243,0.0667,1,0
24,1,1,0.3968,0.5335,2.1327,0.0083,1,0
24,1,1,0.5555,0.5585,1.8743,0.0667,1,0
24,1,1,0.5555,0.5085,0.4911,0.0083,1,0
24,2,1,0.7936,0.4002,1.1994,0.0333,0,0
24,2,2,0.127,1.1668,1.841,0.1333,1,0
24,2,2,0.0318,0.5085,1.5327,0.0333,1,0
24,2,2,-0.6875,0.7085,1.5577,0.0333,1,0
24,2,1,0.1905,0.8918,0.7161,0.1333,0,0
24,1,1,0.4762,0.6252,0.7244,0.1333,1,0
24,2,1,0.6587,0.7001,1.8159,0.0333,0,0
24,1,1,0.3571,0.5668,1.0328,0.0083,1,0
24,1,1,0.4444,0.5919,0.9577,0.0083,1,0
24,1,1,-0.875,0.5668,1.6577,0.0167,1,0
24,2,1,0.373,0.7168,0.7911,0.0083,0,0
24,1,2,-0.7891,1.4084,1.1994,0.1333,0,0
24,1,1,0.5079,0.6668,1.0244,0.0333,1,0
24,2,2,-0.8282,0.6335,1.0078,0.0167,1,0
24,2,2,-0.461,1.2501,1.5994,0.0083,1,0
24,2,2,0.1746,1.1085,0.7076,0.0167,1,0
24,2,1,-1,2.05,0.8911,0.0167,0,0
24,1,2,0.1429,0.7835,0.7494,0.0167,0,0
24,1,1,0.3571,1.3001,1.3994,0.0667,1,0
24,1,1,-0.3672,0.6668,1.3577,0.0667,1,0
24,2,1,0.0952,0.7585,0.8161,0.0667,0,0
24,1,2,0,1.9501,1.0494,0.0167,0,0
24,1,1,0.2143,0.7918,1.5827,0.1333,1,0
24,1,1,-0.6641,0.9751,1.191,0.0667,1,0
24,1,2,-0.5625,0.6835,1.0494,0.0083,0,0
24,1,1,0.5079,0.6918,1.3827,0.1333,1,0
24,2,1,0.7063,1.025,1.1245,0.0333,0,0
24,1,1,-0.211,1.8001,2.0077,0.0083,1,0
24,1,2,-0.2031,1.2916,1.3912,0.0333,0,0
24,2,1,-0.461,1.0668,1.491,0.1333,0,0
24,2,2,-0.4297,1.2751,1.4244,0.0667,1,0
24,2,1,-0.4766,0.9752,0.8159,0.0167,0,0
24,1,1,-0.5235,0.5751,0.6328,0.0333,1,0
