Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Condition,Accuracy,ImgID,Liking,RT_liking,SbjAge,SbjSex
26,Human,Human,95,1.138135433,2.459633836,0.975,Confidence before liking,Correct,thinker.jpg,40,2.707392979,22,f
26,Object,Object,40,1.539599307,3.879046639,0.9,Confidence before liking,Correct,ship.jpg,35,2.252406381,22,f
26,Animal,Animal,40,1.352143638,2.79435906,0.875,Confidence before liking,Correct,scorpio.jpg,30,2.065280923,22,f
26,Animal,Animal,30,6.573659501,2.272493571,0.8,Confidence before liking,Correct,goat.jpg,32,1.248312565,22,f
26,Human,Human,100,1.205123277,2.982192709,0.95,Confidence before liking,Correct,face.jpg,40,2.801428673,22,f
26,Object,Object,70,1.151296603,2.351810915,0.925,Confidence before liking,Correct,lawnmover.jpg,31,1.462630586,22,f
26,Human,Human,94,1.191490818,4.682531439,0.85,Confidence before liking,Correct,man_on_bench.jpg,41,2.774511286,22,f
27,Animal,Animal,100,1.486030487,14.28977398,0.8,Liking before confidence,Correct,cows.jpg,44,6.569550041,21,f
27,Animal,Human,27,15.30292118,1.542983536,0.8,Liking before confidence,Error,goat.jpg,28,4.869604098,21,f
27,Human,Object,1,2.717793742,7.848387994,0.125,Liking before confidence,Error,dancing_couple.jpg,24,3.129214188,21,f
27,Human,Animal,29,3.521091368,2.88180509,0.275,Liking before confidence,Error,boxers.jpg,51,1.923562632,21,f
27,Animal,Animal,99,1.713886542,2.051894305,0.975,Liking before confidence,Correct,mouse.jpg,71,2.366119996,21,f
27,Animal,Animal,100,1.445885441,4.67636194,0.975,Liking before confidence,Correct,puppy.jpg,99,2.365061202,21,f
27,Human,Object,12,4.029836753,2.466536948,0.85,Liking before confidence,Error,man_on_bench.jpg,4,4.547900362,21,f
27,Animal,Object,0,7.430503039,1.836975929,0.725,Liking before confidence,Error,horse.jpg,0,2.913303227,21,f
27,Animal,Animal,55,3.280145661,3.310247811,0.6,Liking before confidence,Correct,dolmato.jpg,1,4.158487182,21,f
27,Animal,Animal,78,1.619931863,3.57818382,0.975,Liking before confidence,Correct,dog.jpg,36,2.860349011,21,f
27,Object,Object,54,2.061956757,2.654898039,0.725,Liking before confidence,Correct,ship2.jpg,0,4.827415496,21,f
27,Human,Human,47,1.245241784,1.864352313,0.925,Liking before confidence,Correct,soldier.jpg,6,2.738618456,21,f
27,Object,Object,100,1.553153823,5.720656396,0.725,Liking before confidence,Correct,camptent.jpg,0,9.273034422,21,f
27,Object,Object,91,1.606722642,4.327738581,0.825,Liking before confidence,Correct,linen.jpg,1,1.682388684,21,f
27,Object,Object,66,1.164777088,1.73062554,0.925,Liking before confidence,Correct,lawnmover.jpg,8,2.860628655,21,f
27,Human,Human,100,1.419280104,1.94490473,0.5,Liking before confidence,Correct,girlinhat.jpg,1,2.914093272,21,f
27,Human,Human,100,1.566374497,1.904711074,0.975,Liking before confidence,Correct,thinker.jpg,0,1.883537433,21,f
27,Object,Object,0,2.503565397,7.152748185,0.425,Liking before confidence,Correct,crushingplane.jpg,0,4.467040364,21,f
27,Object,Object,100,1.606562007,3.32423227,0.975,Liking before confidence,Correct,piano.jpg,2,3.208697474,21,f
27,Object,Object,4,1.941449542,2.131420055,0.7,Liking before confidence,Correct,babycarriage.jpg,0,3.302744902,21,f
27,Human,Object,43,1.727032346,1.663137913,0.375,Liking before confidence,Error,man_with_cart.jpg,2,3.731397985,21,f
27,Animal,Animal,54,2.142174215,1.609696204,0.875,Liking before confidence,Correct,scorpio.jpg,0,5.230702785,21,f
27,Object,Object,77,1.057619614,2.185434741,0.9,Liking before confidence,Correct,ship.jpg,3,2.083238512,21,f
27,Human,Human,100,2.999182578,4.930299801,0.95,Liking before confidence,Correct,face.jpg,60,4.292815707,21,f
27,Human,Human,91,3.02592201,1.194995174,0.5,Liking before confidence,Correct,man_in_chair.jpg,0,7.692414259,21,f
28,Animal,Animal,24,5.583108188,4.279728848,0.875,Confidence before liking,Correct,scorpio.jpg,34,2.653816058,19,f
28,Object,Object,47,1.620119317,3.075027971,0.9,Confidence before liking,Correct,ship.jpg,34,4.755688782,19,f
28,Animal,Animal,20,3.119651799,2.660157925,0.725,Confidence before liking,Correct,horse.jpg,26,1.730780029,19,f
28,Human,Human,84,1.526385616,2.192323605,0.95,Confidence before liking,Correct,face.jpg,72,2.199041498,19,f
28,Object,Object,65,2.691262996,2.20387675,0.725,Confidence before liking,Correct,camptent.jpg,41,4.622607901,19,f
28,Human,Human,82,1.178109788,2.834159928,0.975,Confidence before liking,Correct,thinker.jpg,59,1.368811958,19,f
28,Human,Human,57,1.19167464,1.642911599,0.925,Confidence before liking,Correct,soldier.jpg,40,2.065164148,19,f
28,Human,Object,30,2.182222601,2.566149608,0.5,Confidence before liking,Error,man_in_chair.jpg,20,1.114675748,19,f
28,Human,Animal,29,2.597282895,2.245068577,0.85,Confidence before liking,Error,man_on_bench.jpg,19,1.998579149,19,f
28,Animal,Animal,33,1.231852931,3.503473766,0.6,Confidence before liking,Correct,dolmato.jpg,21,2.279526029,19,f
28,Object,Object,20,1.901085753,2.12446526,0.7,Confidence before liking,Correct,babycarriage.jpg,22,1.985115706,19,f
28,Human,Human,26,3.039338519,2.057395842,0.375,Confidence before liking,Correct,man_with_cart.jpg,16,2.74772492,19,f
28,Object,Object,33,1.258625328,1.736303357,0.725,Confidence before liking,Correct,ship2.jpg,25,2.828240181,19,f
28,Animal,Animal,64,1.472834397,1.735863078,0.975,Confidence before liking,Correct,mouse.jpg,39,2.091540685,19,f
28,Object,Object,68,1.258635944,1.321838949,0.825,Confidence before liking,Correct,linen.jpg,24,3.993251936,19,f
28,Object,Object,45,1.231892601,1.910838389,0.925,Confidence before liking,Correct,lawnmover.jpg,32,1.610295443,19,f
28,Animal,Object,37,3.240116551,2.740421478,0.8,Confidence before liking,Error,cows.jpg,23,1.409245868,19,f
28,Animal,Animal,69,1.151587981,2.312027646,0.975,Confidence before liking,Correct,puppy.jpg,45,3.163144199,19,f
28,Human,Animal,38,2.530575534,2.673580581,0.275,Confidence before liking,Error,boxers.jpg,25,1.70346762,19,f
28,Object,Object,44,1.405951594,3.074837724,0.975,Confidence before liking,Correct,piano.jpg,50,1.650134305,19,f
28,Human,Human,19,3.065868986,1.762258332,0.125,Confidence before liking,Correct,dancing_couple.jpg,14,2.48005375,19,f
28,Human,Human,29,6.2255918,2.500787949,0.5,Confidence before liking,Correct,girlinhat.jpg,18,1.984817344,19,f
28,Animal,Animal,67,1.09776913,2.84806393,0.975,Confidence before liking,Correct,dog.jpg,40,2.346629809,19,f
28,Animal,Animal,37,1.48624504,2.05778835,0.8,Confidence before liking,Correct,goat.jpg,33,1.302057943,19,f
28,Object,Human,37,1.392498488,2.097871657,0.425,Confidence before liking,Error,crushingplane.jpg,30,3.24328092,19,f
29,Animal,Animal,54,2.624049705,6.831424664,0.975,Liking before confidence,Correct,mouse.jpg,51,3.838221897,18,f
29,Human,Human,85,1.700453829,6.054999728,0.925,Liking before confidence,Correct,soldier.jpg,34,6.569679107,18,f
29,Human,Human,54,1.874534333,3.832349642,0.5,Liking before confidence,Correct,girlinhat.jpg,76,5.378514867,18,f
29,Object,Animal,24,6.493508812,2.962054116,0.925,Liking before confidence,Error,lawnmover.jpg,86,5.431847903,18,f
29,Animal,Animal,8,6.399611124,4.273645394,0.6,Liking before confidence,Correct,dolmato.jpg,34,6.07449159,18,f
29,Human,Human,24,1.419109971,5.318292129,0.85,Liking before confidence,Correct,man_on_bench.jpg,44,3.048192438,18,f
29,Object,Object,48,1.834149871,3.069362726,0.825,Liking before confidence,Correct,linen.jpg,28,2.286280519,18,f
29,Object,Object,48,4.699464038,3.417478758,0.725,Liking before confidence,Correct,ship2.jpg,36,4.560971576,18,f
29,Object,Animal,18,5.315319964,2.788125306,0.725,Liking before confidence,Error,camptent.jpg,55,7.962249113,18,f
29,Human,Animal,53,1.56662844,3.136595294,0.125,Liking before confidence,Error,dancing_couple.jpg,33,4.132721896,18,f
29,Human,Animal,37,2.811693665,2.507934109,0.275,Liking before confidence,Error,boxers.jpg,62,6.36922486,18,f
29,Human,Human,79,1.405736204,3.538437427,0.95,Liking before confidence,Correct,face.jpg,46,3.824961273,18,f
29,Animal,Human,19,5.90443087,3.792539834,0.725,Liking before confidence,Error,horse.jpg,37,9.502328927,18,f
29,Object,Object,33,1.620155355,3.537833999,0.7,Liking before confidence,Correct,babycarriage.jpg,48,3.811214554,18,f
29,Object,Object,70,1.137939878,3.859168973,0.9,Liking before confidence,Correct,ship.jpg,34,3.477146118,18,f
29,Animal,Animal,34,1.968219425,4.073362676,0.8,Liking before confidence,Correct,goat.jpg,62,3.678000975,18,f
29,Object,Animal,32,2.477007832,1.971879387,0.425,Liking before confidence,Error,crushingplane.jpg,38,9.261319805,18,f
29,Human,Human,89,1.954619931,5.425554924,0.975,Liking before confidence,Correct,thinker.jpg,47,5.164306637,18,f
29,Human,Object,34,1.700460533,5.73399189,0.375,Liking before confidence,Error,man_with_cart.jpg,43,4.895954095,18,f
29,Animal,Animal,65,1.258622814,5.011063417,0.875,Liking before confidence,Correct,scorpio.jpg,43,3.690762653,18,f
29,Animal,Animal,73,1.137944068,2.373705038,0.975,Liking before confidence,Correct,puppy.jpg,39,3.798156749,18,f
29,Object,Object,68,0.950490356,4.154189988,0.975,Liking before confidence,Correct,piano.jpg,17,7.708271582,18,f
29,Animal,Animal,80,1.138129846,2.507630718,0.975,Liking before confidence,Correct,dog.jpg,39,5.257846179,18,f
29,Human,Human,53,3.641782964,4.047318863,0.5,Liking before confidence,Correct,man_in_chair.jpg,62,3.42415754,18,f
29,Animal,Animal,73,1.271830079,1.78443182,0.8,Liking before confidence,Correct,cows.jpg,25,2.809819684,18,f
30,Object,Object,70,1.700263022,6.314871024,0.975,Confidence before liking,Correct,piano.jpg,50,4.515084738,19,f
30,Animal,Animal,61,3.306866096,3.786586563,0.875,Confidence before liking,Correct,scorpio.jpg,50,1.061016135,19,f
30,Animal,Object,0,1.6335037,4.869802726,0.975,Confidence before liking,Error,mouse.jpg,99,3.149696959,19,f
30,Human,Human,99,1.392355453,2.312877754,0.975,Confidence before liking,Correct,thinker.jpg,70,3.672383501,19,f
30,Object,Object,50,1.446036298,2.406066414,0.825,Confidence before liking,Correct,linen.jpg,40,2.132546734,19,f
30,Animal,Animal,40,1.941243929,2.915081665,0.8,Confidence before liking,Correct,goat.jpg,30,2.133205198,19,f
30,Human,Human,39,1.539593999,3.52986874,0.85,Confidence before liking,Correct,man_on_bench.jpg,30,4.622205895,19,f
30,Object,Human,31,1.472573749,4.213736662,0.725,Confidence before liking,Error,ship2.jpg,29,2.614109615,19,f
30,Object,Object,70,1.258441506,3.396783111,0.725,Confidence before liking,Correct,camptent.jpg,50,1.369210053,19,f
30,Human,Human,100,1.164956999,2.981807744,0.925,Confidence before liking,Correct,soldier.jpg,71,1.182562588,19,f
30,Object,Object,32,3.427330848,2.272969609,0.7,Confidence before liking,Correct,babycarriage.jpg,31,1.369014777,19,f
30,Animal,Animal,49,1.713630364,3.075676937,0.8,Confidence before liking,Correct,cows.jpg,40,2.239699459,19,f
30,Human,Human,99,1.030899179,1.857024287,0.95,Confidence before liking,Correct,face.jpg,100,1.45483602,19,f
30,Object,Human,42,1.767511234,3.544454952,0.425,Confidence before liking,Error,crushingplane.jpg,32,2.26575277,19,f
30,Human,Object,100,0.963882002,5.084964709,0.5,Confidence before liking,Error,man_in_chair.jpg,70,4.809965512,19,f
30,Human,Object,49,1.63331876,1.817242974,0.375,Confidence before liking,Error,man_with_cart.jpg,40,4.783160709,19,f
30,Animal,Animal,100,1.138091853,3.449669721,0.975,Confidence before liking,Correct,dog.jpg,100,2.333601058,19,f
30,Animal,Animal,100,1.312189398,2.834928182,0.725,Confidence before liking,Correct,horse.jpg,100,2.641939129,19,f
30,Animal,Animal,60,1.285194068,3.824498086,0.6,Confidence before liking,Correct,dolmato.jpg,60,2.239374557,19,f
30,Object,Object,80,0.897140838,4.15908195,0.9,Confidence before liking,Correct,ship.jpg,60,2.480296239,19,f
30,Human,Animal,60,1.004052191,2.005221613,0.275,Confidence before liking,Error,boxers.jpg,50,4.28748151,19,f
30,Object,Object,90,1.01757011,4.186550805,0.925,Confidence before liking,Correct,lawnmover.jpg,80,1.985175211,19,f
30,Human,Animal,80,1.178093585,2.258851335,0.125,Confidence before liking,Error,dancing_couple.jpg,70,1.154716312,19,f
30,Animal,Object,50,1.727053857,5.204728255,0.975,Confidence before liking,Error,puppy.jpg,50,0.981642639,19,f
30,Human,Human,60,1.191706488,3.449757721,0.5,Confidence before liking,Correct,girlinhat.jpg,60,1.127955927,19,f
31,Human,Human,100,1.539829783,3.430849731,0.95,Liking before confidence,Correct,face.jpg,90,4.387169319,18,f
31,Human,Animal,60,2.932224068,3.885897789,0.275,Liking before confidence,Error,boxers.jpg,60,5.646671574,18,f
31,Animal,Animal,100,1.432480106,3.739555446,0.975,Liking before confidence,Correct,puppy.jpg,90,7.787966348,18,f
31,Human,Animal,60,3.400598959,2.213106135,0.375,Liking before confidence,Error,man_with_cart.jpg,70,3.637180424,18,f
31,Human,Human,100,1.352335842,2.842073224,0.975,Liking before confidence,Correct,thinker.jpg,100,3.07640133,18,f
31,Object,Object,50,2.383181661,2.654189289,0.7,Liking before confidence,Correct,babycarriage.jpg,60,2.847136158,18,f
31,Human,Human,100,1.258626166,2.454258572,0.5,Liking before confidence,Correct,man_in_chair.jpg,80,3.932044157,18,f
31,Human,Human,100,1.191509535,3.042533618,0.5,Liking before confidence,Correct,girlinhat.jpg,60,3.530445909,18,f
31,Animal,Animal,60,2.597486831,2.306112369,0.8,Liking before confidence,Correct,goat.jpg,60,5.338415916,18,f
31,Object,Object,90,1.834146519,2.252540197,0.925,Liking before confidence,Correct,lawnmover.jpg,80,4.950025213,18,f
31,Animal,Animal,80,3.266898447,2.533682354,0.725,Liking before confidence,Correct,horse.jpg,70,4.574231082,18,f
31,Animal,Human,60,16.29371303,4.100690451,0.6,Liking before confidence,Error,dolmato.jpg,60,5.257195537,18,f
31,Animal,Animal,90,1.191488304,3.60477854,0.975,Liking before confidence,Correct,mouse.jpg,80,3.221849984,18,f
31,Object,Object,90,2.289354094,4.033182709,0.975,Liking before confidence,Correct,piano.jpg,70,3.075578321,18,f
31,Human,Human,100,1.138138506,3.872877419,0.925,Liking before confidence,Correct,soldier.jpg,70,3.355304375,18,f
31,Human,Human,100,1.512997881,2.842646482,0.85,Liking before confidence,Correct,man_on_bench.jpg,80,5.605470248,18,f
31,Animal,Animal,100,1.084639528,3.591658158,0.975,Liking before confidence,Correct,dog.jpg,90,5.619338771,18,f
31,Human,Animal,90,1.941431104,2.024714314,0.125,Liking before confidence,Error,dancing_couple.jpg,70,4.58867398,18,f
31,Object,Object,80,4.217295774,3.002214248,0.9,Liking before confidence,Correct,ship.jpg,70,3.691624215,18,f
31,Object,Human,60,2.744554406,3.792351263,0.425,Liking before confidence,Error,crushingplane.jpg,70,3.249818064,18,f
31,Object,Human,50,3.788863389,2.265955589,0.825,Liking before confidence,Error,linen.jpg,60,3.021518377,18,f
31,Object,Animal,50,4.873494536,3.042463498,0.725,Liking before confidence,Error,ship2.jpg,70,3.757883195,18,f
31,Object,Object,80,2.369676872,2.614059888,0.725,Liking before confidence,Correct,camptent.jpg,70,3.049081936,18,f
31,Animal,Animal,90,1.4461148,2.05161494,0.8,Liking before confidence,Correct,cows.jpg,60,2.298794679,18,f
31,Animal,Animal,70,3.735633998,3.39070217,0.875,Liking before confidence,Correct,scorpio.jpg,60,2.820263749,18,f
32,Human,Human,64,1.914660383,4.159699906,0.925,Confidence before liking,Correct,soldier.jpg,10,3.711788789,21,m
32,Object,Object,30,1.955373937,5.563555424,0.825,Confidence before liking,Correct,linen.jpg,1,3.778422118,21,m
32,Object,Object,100,1.981495972,11.05576519,0.925,Confidence before liking,Correct,lawnmover.jpg,16,3.551818178,21,m
32,Human,Animal,15,3.293699618,5.819781006,0.125,Confidence before liking,Error,dancing_couple.jpg,0,3.804963201,21,m
32,Human,Human,80,2.035153351,6.167750929,0.95,Confidence before liking,Correct,face.jpg,20,4.448199981,21,m
32,Animal,Animal,30,3.481125953,5.618745958,0.8,Confidence before liking,Correct,cows.jpg,40,8.773044898,21,m
32,Object,Object,90,2.490355618,3.249460197,0.975,Confidence before liking,Correct,piano.jpg,60,3.711784878,21,m
32,Animal,Animal,10,3.574860492,3.182599744,0.8,Confidence before liking,Correct,goat.jpg,20,7.018778364,21,m
32,Object,Animal,50,1.727273718,3.972456276,0.425,Confidence before liking,Error,crushingplane.jpg,60,2.399882946,21,m
32,Object,Object,70,1.606725995,5.526077756,0.9,Confidence before liking,Correct,ship.jpg,30,2.868345558,21,m
32,Animal,Animal,90,1.753990801,4.067455501,0.875,Confidence before liking,Correct,scorpio.jpg,20,4.475179108,21,m
32,Animal,Animal,80,3.360358928,3.864799018,0.6,Confidence before liking,Correct,dolmato.jpg,0,3.188948875,21,m
32,Object,Object,90,1.847544031,4.346706914,0.7,Confidence before liking,Correct,babycarriage.jpg,50,4.675933953,21,m
32,Animal,Animal,90,1.753826534,3.115784827,0.975,Confidence before liking,Correct,mouse.jpg,20,3.979505775,21,m
32,Human,Object,40,3.695120469,4.64219391,0.375,Confidence before liking,Error,man_with_cart.jpg,60,5.224662911,21,m
32,Object,Object,90,2.329705591,7.506857995,0.725,Confidence before liking,Correct,camptent.jpg,94,3.363766065,21,m
32,Human,Animal,30,3.400583873,4.92369086,0.5,Confidence before liking,Error,girlinhat.jpg,0,3.189542526,21,m
32,Human,Human,100,2.021592689,3.009347277,0.85,Confidence before liking,Correct,man_on_bench.jpg,60,1.851177734,21,m
32,Animal,Animal,90,1.32562686,7.346661098,0.975,Confidence before liking,Correct,puppy.jpg,50,2.118825158,21,m
32,Animal,Animal,95,1.526265768,4.708113741,0.975,Confidence before liking,Correct,dog.jpg,21,4.167084364,21,m
32,Human,Human,90,1.754041086,3.650663981,0.5,Confidence before liking,Correct,man_in_chair.jpg,10,4.675859083,21,m
32,Human,Human,98,1.646928031,2.928945997,0.275,Confidence before liking,Correct,boxers.jpg,17,3.002674642,21,m
32,Object,Object,40,5.408871798,4.922757501,0.725,Confidence before liking,Correct,ship2.jpg,10,4.100292356,21,m
32,Animal,Animal,70,2.235795052,3.570633139,0.725,Confidence before liking,Correct,horse.jpg,30,5.238571941,21,m
32,Human,Human,90,1.56655804,5.243898037,0.975,Confidence before liking,Correct,thinker.jpg,84,2.493371085,21,m
33,Human,Human,40,3.414192307,2.386511414,0.5,Liking before confidence,Correct,man_in_chair.jpg,50,8.068803158,20,m
33,Object,Object,30,2.209009246,4.01971731,0.975,Liking before confidence,Correct,piano.jpg,30,3.280112417,20,m
33,Object,Human,10,4.311200446,3.028855623,0.725,Liking before confidence,Error,ship2.jpg,60,8.417504739,20,m
33,Animal,Animal,10,1.753800832,1.529410023,0.875,Liking before confidence,Correct,scorpio.jpg,80,3.691532024,20,m
33,Human,Animal,20,2.463590484,2.332695357,0.125,Liking before confidence,Error,dancing_couple.jpg,40,3.289947745,20,m
33,Human,Animal,10,1.981606601,2.132105337,0.275,Liking before confidence,Error,boxers.jpg,20,3.397307479,20,m
33,Object,Animal,10,3.708771646,4.822787533,0.7,Liking before confidence,Error,babycarriage.jpg,70,4.374270194,20,m
33,Animal,Animal,70,1.419267812,4.903367886,0.975,Liking before confidence,Correct,mouse.jpg,90,2.793655339,20,m
33,Animal,Object,10,4.712891443,2.038029414,0.8,Liking before confidence,Error,cows.jpg,40,3.323422111,20,m
33,Object,Object,80,1.580332417,1.810559722,0.725,Liking before confidence,Correct,camptent.jpg,70,2.645221111,20,m
33,Object,Object,80,1.512812662,6.804334629,0.925,Liking before confidence,Correct,lawnmover.jpg,70,2.793717917,20,m
33,Object,Object,30,1.486025459,1.825887648,0.825,Liking before confidence,Correct,linen.jpg,70,2.539942926,20,m
33,Human,Human,80,2.048584108,5.024045794,0.925,Liking before confidence,Correct,soldier.jpg,30,4.172198143,20,m
33,Animal,Animal,80,1.539799891,2.320681539,0.975,Liking before confidence,Correct,dog.jpg,40,3.087858094,20,m
33,Animal,Animal,20,1.084377484,2.0784826,0.725,Liking before confidence,Correct,horse.jpg,80,3.731195166,20,m
33,Human,Object,10,2.503552826,1.864091107,0.375,Liking before confidence,Error,man_with_cart.jpg,20,3.088824697,20,m
33,Object,Object,0,6.332935052,2.720453298,0.425,Liking before confidence,Correct,crushingplane.jpg,20,5.498547162,20,m
33,Human,Object,0,2.918601107,1.341774443,0.5,Liking before confidence,Error,girlinhat.jpg,50,3.222357031,20,m
33,Animal,Object,0,2.075340022,2.091354348,0.8,Liking before confidence,Error,goat.jpg,50,5.163776402,20,m
33,Human,Human,90,1.245037009,2.052055778,0.95,Liking before confidence,Correct,face.jpg,80,2.406489093,20,m
33,Animal,Object,0,1.740666481,1.877256746,0.6,Liking before confidence,Error,dolmato.jpg,20,2.124545159,20,m
33,Human,Human,100,1.285189878,2.159378357,0.975,Liking before confidence,Correct,thinker.jpg,90,2.820986466,20,m
33,Animal,Animal,100,1.285402474,2.908772763,0.975,Liking before confidence,Correct,puppy.jpg,60,2.299042755,20,m
33,Human,Human,80,1.245246533,2.439878532,0.85,Liking before confidence,Correct,man_on_bench.jpg,80,3.463506395,20,m
33,Object,Object,30,1.05760816,3.243084806,0.9,Liking before confidence,Correct,ship.jpg,70,2.915341754,20,m
34,Human,Human,100,1.004239645,2.633735573,0.95,Confidence before liking,Correct,face.jpg,19,3.80609882,18,f
34,Human,Animal,80,2.597502476,2.727289921,0.5,Confidence before liking,Error,girlinhat.jpg,20,2.962449418,18,f
34,Animal,Animal,100,1.057619055,2.686008138,0.975,Confidence before liking,Correct,mouse.jpg,80,3.738679357,18,f
34,Object,Object,95,1.205084725,3.021855571,0.725,Confidence before liking,Correct,camptent.jpg,31,2.694317295,18,f
34,Object,Object,80,1.298612254,3.184424277,0.925,Confidence before liking,Correct,lawnmover.jpg,40,2.238927853,18,f
34,Object,Object,100,1.178291096,3.611368763,0.975,Confidence before liking,Correct,piano.jpg,80,2.868890599,18,f
34,Animal,Animal,70,1.151527359,2.660255982,0.725,Confidence before liking,Correct,horse.jpg,69,1.891075821,18,f
34,Human,Animal,59,1.057787792,3.30254348,0.125,Confidence before liking,Error,dancing_couple.jpg,49,3.738581021,18,f
34,Human,Human,100,1.419082034,2.92836408,0.5,Confidence before liking,Correct,man_in_chair.jpg,80,5.599658337,18,f
34,Object,Object,90,1.419322288,5.231129934,0.825,Confidence before liking,Correct,linen.jpg,50,2.132360677,18,f
34,Animal,Object,60,1.539608526,2.726503508,0.8,Confidence before liking,Error,cows.jpg,80,3.457810699,18,f
34,Human,Human,90,1.311649106,3.088201433,0.85,Confidence before liking,Correct,man_on_bench.jpg,60,2.587597865,18,f
34,Animal,Animal,100,1.111192624,2.379919236,0.975,Confidence before liking,Correct,dog.jpg,70,2.279488874,18,f
34,Object,Animal,50,1.486031046,2.459748097,0.425,Confidence before liking,Error,crushingplane.jpg,80,2.613878859,18,f
34,Human,Human,100,1.191507859,2.928548181,0.375,Confidence before liking,Correct,man_with_cart.jpg,10,2.372967793,18,f
34,Object,Object,80,1.445865885,3.263341011,0.9,Confidence before liking,Correct,ship.jpg,50,2.359296782,18,f
34,Object,Object,60,1.28521083,2.379024429,0.7,Confidence before liking,Correct,babycarriage.jpg,30,4.113662211,18,f
34,Human,Animal,95,1.12455773,2.901391099,0.275,Confidence before liking,Error,boxers.jpg,3,3.284149522,18,f
34,Animal,Human,90,1.124541248,3.745081288,0.6,Confidence before liking,Error,dolmato.jpg,10,4.58231116,18,f
34,Object,Human,60,1.044449504,2.847780654,0.725,Confidence before liking,Error,ship2.jpg,20,3.711501602,18,f
34,Human,Human,100,1.164698307,3.236106544,0.925,Confidence before liking,Correct,soldier.jpg,4,2.158531881,18,f
34,Animal,Animal,44,1.071208771,3.67732128,0.8,Confidence before liking,Correct,goat.jpg,73,3.658220807,18,f
34,Human,Human,100,1.151510038,2.767439437,0.975,Confidence before liking,Correct,thinker.jpg,80,3.711708052,18,f
34,Animal,Animal,100,1.178326854,2.553178686,0.975,Confidence before liking,Correct,puppy.jpg,90,1.837174278,18,f
34,Animal,Animal,95,1.09777332,3.35722082,0.875,Confidence before liking,Correct,scorpio.jpg,30,4.327831331,18,f
35,Human,Human,92,1.57995695,6.483253877,0.85,Liking before confidence,Correct,man_on_bench.jpg,46,5.109672598,18,f
35,Animal,Animal,93,2.958764592,6.162348287,0.725,Liking before confidence,Correct,horse.jpg,77,14.50981591,18,f
35,Object,Animal,92,4.284411846,1.074656137,0.7,Liking before confidence,Error,babycarriage.jpg,7,3.905054413,18,f
35,Human,Animal,96,4.351165861,1.6367597,0.375,Liking before confidence,Error,man_with_cart.jpg,4,2.271920873,18,f
35,Human,Object,91,2.302735683,3.390277535,0.5,Liking before confidence,Error,girlinhat.jpg,18,2.54364172,18,f
35,Object,Object,87,3.788848303,2.06518538,0.825,Liking before confidence,Correct,linen.jpg,23,2.901369029,18,f
35,Animal,Animal,99,1.419303012,5.171402231,0.8,Liking before confidence,Correct,cows.jpg,94,5.806760915,18,f
35,Human,Animal,51,4.284412404,4.033301439,0.275,Liking before confidence,Error,boxers.jpg,45,5.189631923,18,f
35,Object,Object,84,1.740582951,1.55633635,0.725,Liking before confidence,Correct,camptent.jpg,94,3.93231542,18,f
35,Human,Human,100,1.298612533,1.878066905,0.95,Liking before confidence,Correct,face.jpg,99,2.646750635,18,f
35,Human,Animal,95,1.151996972,5.2649211,0.125,Liking before confidence,Error,dancing_couple.jpg,57,3.797140698,18,f
35,Animal,Animal,90,3.119627495,4.810364166,0.6,Liking before confidence,Correct,dolmato.jpg,3,3.007745118,18,f
35,Human,Object,10,6.118681006,3.913185056,0.925,Liking before confidence,Error,soldier.jpg,10,3.530496753,18,f
35,Animal,Animal,90,2.102101803,1.436463014,0.975,Liking before confidence,Correct,mouse.jpg,90,2.513406034,18,f
35,Object,Object,90,1.138235167,1.695809942,0.925,Liking before confidence,Correct,lawnmover.jpg,95,3.31577058,18,f
35,Human,Object,100,1.111398516,1.704298451,0.5,Liking before confidence,Error,man_in_chair.jpg,91,6.408789665,18,f
35,Animal,Animal,80,1.446060603,4.100711683,0.8,Liking before confidence,Correct,goat.jpg,30,4.280774791,18,f
35,Object,Object,11,2.18223182,1.101362603,0.725,Liking before confidence,Correct,ship2.jpg,11,4.321174619,18,f
35,Human,Human,60,1.445886,3.859627131,0.975,Liking before confidence,Correct,thinker.jpg,31,3.570616657,18,f
35,Object,Object,10,1.24504958,2.092142717,0.425,Liking before confidence,Correct,crushingplane.jpg,1,3.181518322,18,f
35,Object,Object,11,1.205019632,1.342409999,0.975,Liking before confidence,Correct,piano.jpg,10,3.2217726,18,f
35,Animal,Animal,100,0.95074346,1.51667237,0.975,Liking before confidence,Correct,puppy.jpg,30,3.075391984,18,f
35,Animal,Animal,100,1.07125766,1.824738619,0.975,Liking before confidence,Correct,dog.jpg,2,6.220539203,18,f
35,Animal,Animal,100,1.7406229,2.641619535,0.875,Liking before confidence,Correct,scorpio.jpg,90,4.77566227,18,f
35,Object,Object,90,1.311972611,2.82815721,0.9,Liking before confidence,Correct,ship.jpg,21,9.046080158,18,f
36,Object,Animal,8,10.26905515,4.935693224,0.825,Confidence before liking,Error,linen.jpg,4,2.265306065,18,f
36,Animal,Animal,4,2.276138727,5.498386806,0.8,Confidence before liking,Correct,goat.jpg,1,3.658378928,18,f
36,Object,Object,12,1.87429799,5.284485877,0.9,Confidence before liking,Correct,ship.jpg,20,2.677346981,18,f
36,Animal,Animal,100,11.21964495,4.387635021,0.8,Confidence before liking,Correct,cows.jpg,99,3.18972104,18,f
