Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Trial_in_block
12,1,1,4,1.853,2.195,2,1,7
12,1,1,2,1.601,1.798,2,1,8
12,1,1,4,1.189,2.14,2,1,9
12,1,1,3,1.19,1.882,1,1,10
12,1,NaN,NaN,NaN,NaN,1,0,11
12,1,1,NaN,2.379,NaN,1,1,12
12,1,0,NaN,2.028,NaN,1,0,13
12,1,0,2,1.174,1.714,1,0,14
12,1,0,NaN,1.472,NaN,1,0,15
12,1,0,4,1.775,1.094,1,0,16
12,1,1,2,1.518,0.6,1,1,17
12,1,NaN,NaN,NaN,NaN,1,0,18
12,0,0,4,2.086,0.232,2,1,19
12,0,0,3,1.164,2.059,2,1,20
12,0,0,4,1.266,1.683,2,1,21
12,0,0,3,1.258,2.291,2,1,22
12,0,1,3,1.335,1.515,2,0,23
12,0,NaN,2,NaN,2.084,2,0,24
12,0,0,3,2.332,2.268,2,1,25
12,0,NaN,4,NaN,2.109,2,0,26
12,0,1,NaN,2.103,NaN,2,0,27
12,0,0,NaN,2.024,NaN,1,1,28
12,0,0,4,1.801,1.306,1,1,29
12,0,NaN,4,NaN,1.551,1,0,30
12,0,0,4,2.897,1.72,1,1,31
12,0,1,NaN,1.359,NaN,1,0,32
12,0,0,3,2.779,2.055,1,1,33
12,0,0,4,1.591,1.123,1,1,34
12,0,1,NaN,1.768,NaN,1,0,35
12,0,0,2,1.694,1.213,1,1,36
12,1,1,4,1.411,0.989,2,1,1
12,1,0,4,1.121,0.862,2,0,2
12,1,1,4,1.465,0.619,2,1,3
12,1,0,4,1.284,0.683,2,0,4
12,1,0,4,0.973,0.91,2,0,5
12,1,0,2,1.312,1.39,2,0,6
12,1,1,4,1.492,1.008,2,1,7
12,1,0,NaN,1.506,NaN,2,0,8
12,1,1,3,1.478,1.557,2,1,9
12,1,NaN,NaN,NaN,NaN,1,0,10
12,1,1,2,1.591,1.258,1,1,11
12,1,1,3,2.615,0.986,1,1,12
12,1,NaN,4,NaN,1.443,1,0,13
12,1,0,NaN,1.315,NaN,1,0,14
12,1,1,4,1.709,1.121,1,1,15
12,1,0,4,1.509,1.596,1,0,16
12,1,0,2,0.978,1.694,1,0,17
12,1,1,3,2.81,1.717,1,1,18
12,0,0,4,1.7,0.001,2,1,19
12,0,0,4,1.309,0.725,2,1,20
12,0,0,3,1.847,1.536,2,1,21
12,0,0,4,1.185,1.266,2,1,22
12,0,0,3,1.514,1.92,2,1,23
12,0,NaN,4,NaN,1.056,2,0,24
12,0,1,4,1.324,0.841,2,0,25
12,0,0,2,1.767,0.852,2,1,26
12,0,0,3,1.478,1.718,2,1,27
12,0,0,NaN,1.551,NaN,1,1,28
12,0,0,2,1.191,2.709,1,1,29
12,0,1,3,1.015,1.511,1,0,30
12,0,0,4,0.999,1.769,1,1,31
12,0,0,1,1.544,1.874,1,1,32
12,0,0,4,1.353,1.564,1,1,33
12,0,0,4,0.973,0.621,1,1,34
12,0,1,NaN,1.136,NaN,1,0,35
12,0,0,4,1.351,0.736,1,1,36
12,1,1,2,1.31,1.654,2,1,1
12,1,1,NaN,1.526,NaN,2,1,2
12,1,1,3,1.262,1.789,2,1,3
12,1,1,NaN,1.789,NaN,2,1,4
12,1,1,2,1.176,1.324,2,1,5
12,1,1,3,0.834,1.182,2,1,6
12,1,1,2,2.018,1.033,2,1,7
12,1,1,3,1.862,2.944,2,1,8
12,1,1,3,1.087,0.347,2,1,9
12,1,1,2,1.498,1.368,1,1,10
12,1,1,NaN,1.819,NaN,1,1,11
12,1,1,3,1.179,1.201,1,1,12
12,1,0,3,1.212,1.054,1,0,13
12,1,1,3,1.558,1.807,1,1,14
12,1,1,2,1.264,1.302,1,1,15
12,1,1,NaN,2.056,NaN,1,1,16
12,1,0,2,2.146,0.702,1,0,17
12,1,1,3,1.577,0.462,1,1,18
12,0,1,2,1.551,1.488,2,0,19
12,0,0,2,1.411,1.556,2,1,20
12,0,0,2,1.139,1.262,2,1,21
12,0,0,4,1.115,1.035,2,1,22
12,0,0,3,1.473,1.561,2,1,23
12,0,1,3,1.412,0.322,2,0,24
12,0,0,3,1.278,1.645,2,1,25
12,0,0,3,1.257,1.927,2,1,26
12,0,1,3,1.136,0.846,2,0,27
12,0,1,2,0.673,0.977,1,0,28
12,0,1,2,1.181,1.968,1,0,29
12,0,0,3,0.963,1.871,1,1,30
12,0,0,4,1.268,0.703,1,1,31
12,0,0,2,1.849,2.218,1,1,32
12,0,1,3,1.169,1.447,1,0,33
12,0,0,2,1.302,1.714,1,1,34
12,0,0,3,1.14,0.942,1,1,35
12,0,0,4,1.169,1.481,1,1,36
13,1,1,2,0.762,0.405,2,1,1
13,1,1,2,0.743,0.323,2,1,2
13,1,1,2,0.985,0.466,2,1,3
13,1,1,2,1.333,0.184,2,1,4
13,1,1,2,0.843,0.808,2,1,5
13,1,1,2,0.869,0.281,2,1,6
13,1,1,2,1.211,0.409,2,1,7
13,1,1,2,1.125,0.189,2,1,8
13,1,1,2,1.148,0.351,2,1,9
13,1,1,2,0.817,0.35,1,1,10
13,1,1,NaN,0.784,NaN,1,1,11
13,1,1,2,0.751,0.44,1,1,12
13,1,1,2,0.707,0.943,1,1,13
13,1,1,2,0.892,0.341,1,1,14
13,1,1,2,0.707,0.39,1,1,15
13,1,1,2,0.719,0.254,1,1,16
13,1,0,2,1.159,0.273,1,0,17
13,1,1,2,0.757,0.508,1,1,18
13,0,0,2,1.056,0.328,2,1,19
13,0,1,2,0.971,0.05,2,0,20
13,0,0,2,1.293,0.277,2,1,21
13,0,0,2,1.183,0.351,2,1,22
13,0,1,2,1.467,0.398,2,0,23
13,0,0,2,1.061,0.39,2,1,24
13,0,1,2,1.221,0.329,2,0,25
13,0,0,2,1.22,0.397,2,1,26
13,0,0,2,1.399,0.208,2,1,27
13,0,0,2,1.6,1.333,1,1,28
13,0,1,2,1.266,0.481,1,0,29
13,0,1,2,1.182,0.28,1,0,30
13,0,1,2,1.059,0.308,1,0,31
13,0,1,2,1.396,0.458,1,0,32
13,0,1,2,0.881,0.419,1,0,33
13,0,0,2,1.232,0.332,1,1,34
13,0,0,2,1.154,0.33,1,1,35
13,0,1,2,0.587,0.419,1,0,36
13,1,1,2,0.934,0.324,2,1,1
13,1,1,2,0.917,1.149,2,1,2
13,1,0,2,1.24,0.622,2,0,3
13,1,1,2,0.816,0.618,2,1,4
13,1,1,2,0.861,0.638,2,1,5
13,1,1,2,0.926,0.638,2,1,6
13,1,1,2,1.501,0.927,2,1,7
13,1,1,2,0.827,0.964,2,1,8
13,1,1,2,0.846,0.419,2,1,9
13,1,1,2,0.784,0.506,1,1,10
13,1,1,2,0.983,0.433,1,1,11
13,1,1,2,0.906,0.543,1,1,12
13,1,1,2,1.022,0.78,1,1,13
13,1,1,2,0.947,0.034,1,1,14
13,1,0,2,1.025,0.439,1,0,15
13,1,1,2,0.807,0.577,1,1,16
13,1,1,2,1.049,0.748,1,1,17
13,1,1,2,0.903,0.663,1,1,18
13,0,1,2,0.933,0.318,2,0,19
13,0,1,2,0.981,0.55,2,0,20
13,0,0,2,1.013,0.366,2,1,21
13,0,1,2,0.775,0.591,2,0,22
13,0,0,2,1.272,0.546,2,1,23
13,0,0,2,1.255,0.642,2,1,24
13,0,1,2,1.1,0.528,2,0,25
13,0,0,2,1,0.665,2,1,26
13,0,1,2,0.977,0.623,2,0,27
13,0,1,2,1.054,0.579,1,0,28
13,0,1,2,0.858,0.593,1,0,29
13,0,1,2,0.887,0.481,1,0,30
13,0,1,2,1.086,0.376,1,0,31
13,0,1,1,1.187,1.573,1,0,32
13,0,0,2,1.061,0.505,1,1,33
13,0,1,2,0.897,0.386,1,0,34
13,0,0,2,1.329,0.557,1,1,35
13,0,1,2,1.004,0.862,1,0,36
13,1,0,3,1.306,0.577,2,0,1
13,1,1,2,0.83,0.588,2,1,2
13,1,1,2,0.905,0.228,2,1,3
13,1,1,3,0.827,0.23,2,1,4
13,1,1,2,1.125,1.058,2,1,5
13,1,1,2,0.977,1.139,2,1,6
13,1,1,2,1.034,0.933,2,1,7
13,1,1,2,0.861,0.665,2,1,8
13,1,1,2,0.944,0.507,2,1,9
13,1,1,2,1.155,0.183,1,1,10
13,1,0,3,1.034,1.465,1,0,11
13,1,1,2,0.81,0.185,1,1,12
13,1,1,3,0.936,0.528,1,1,13
13,1,1,2,0.866,0.533,1,1,14
13,1,1,3,0.818,1.332,1,1,15
13,1,1,2,0.936,0.464,1,1,16
13,1,1,2,0.773,0.659,1,1,17
13,1,0,2,1.822,0.579,1,0,18
13,0,0,2,0.949,0.968,2,1,19
13,0,0,2,1.17,0.146,2,1,20
13,0,0,2,0.896,0.485,2,1,21
13,0,0,3,0.982,0.531,2,1,22
13,0,0,2,1.018,1.095,2,1,23
13,0,0,2,1.051,0.562,2,1,24
13,0,0,2,0.928,1.774,2,1,25
13,0,0,2,0.932,0.535,2,1,26
13,0,0,2,1.09,0.544,2,1,27
13,0,NaN,3,NaN,1.328,1,0,28
13,0,0,2,1.258,0.51,1,1,29
13,0,0,2,0.92,0.312,1,1,30
13,0,0,2,1.289,0.575,1,1,31
13,0,0,2,1.271,0.548,1,1,32
13,0,1,NaN,0.765,NaN,1,0,33
13,0,0,2,0.983,0.503,1,1,34
13,0,1,2,0.942,0.624,1,0,35
13,0,1,2,1.175,0.594,1,0,36
13,1,1,2,1.029,0.322,2,1,1
13,1,1,2,0.801,0.41,2,1,2
13,1,0,2,1.007,0.865,2,0,3
13,1,1,2,0.884,0.416,2,1,4
13,1,1,2,0.675,0.434,2,1,5
13,1,1,2,0.771,0.317,2,1,6
13,1,1,2,0.814,0.386,2,1,7
13,1,1,2,0.796,0.512,2,1,8
13,1,1,2,0.803,0.314,2,1,9
13,1,1,2,0.817,0.265,1,1,10
13,1,1,2,0.828,0.363,1,1,11
13,1,1,2,0.583,0.368,1,1,12
13,1,0,2,1.103,0.799,1,0,13
13,1,1,2,0.788,0.342,1,1,14
13,1,1,2,0.576,0.408,1,1,15
13,1,0,2,0.958,0.308,1,0,16
13,1,1,2,0.75,0.564,1,1,17
13,1,1,2,0.823,0.357,1,1,18
13,0,1,2,1.202,0.56,2,0,19
13,0,0,2,0.854,0.429,2,1,20
13,0,0,2,0.948,0.485,2,1,21
13,0,0,2,0.952,0.381,2,1,22
13,0,1,2,1.054,0.286,2,0,23
13,0,0,2,0.969,0.458,2,1,24
13,0,1,2,0.814,0.342,2,0,25
13,0,0,2,0.84,0.483,2,1,26
13,0,0,2,0.832,0.344,2,1,27
13,0,0,2,0.899,0.368,1,1,28
13,0,0,2,0.973,0.155,1,1,29
13,0,1,2,0.816,0.385,1,0,30
13,0,1,2,0.617,0.417,1,0,31
13,0,0,2,0.795,0.505,1,1,32
13,0,0,2,1.04,0.093,1,1,33
13,0,0,2,0.904,0.337,1,1,34
13,0,0,2,0.857,0.391,1,1,35
13,0,0,2,1.23,0.404,1,1,36
13,1,1,2,1.217,0.484,2,1,1
13,1,1,3,0.893,0.55,2,1,2
13,1,1,2,0.875,0.508,2,1,3
13,1,1,2,0.843,0.224,2,1,4
13,1,1,3,0.814,0.32,2,1,5
13,1,1,2,0.928,0.356,2,1,6
13,1,0,2,0.846,0.257,2,0,7
13,1,1,2,0.896,0.321,2,1,8
13,1,1,3,0.999,0.268,2,1,9
13,1,1,2,0.767,0.367,1,1,10
13,1,1,2,0.941,0.407,1,1,11
13,1,1,2,1.03,0.657,1,1,12
13,1,0,3,1.067,0.282,1,0,13
13,1,1,3,0.686,0.328,1,1,14
13,1,1,3,1.085,0.448,1,1,15
13,1,1,3,0.761,0.273,1,1,16
13,1,1,2,1.108,0.658,1,1,17
13,1,1,2,0.751,0.247,1,1,18
13,0,1,2,0.814,0.362,2,0,19
13,0,0,2,0.829,0.338,2,1,20
13,0,0,2,0.943,0.982,2,1,21
13,0,0,3,0.86,0.231,2,1,22
13,0,0,2,0.815,0.243,2,1,23
13,0,0,3,0.87,0.364,2,1,24
13,0,0,3,0.794,0.438,2,1,25
13,0,0,3,0.853,0.439,2,1,26
13,0,0,2,0.793,0.308,2,1,27
13,0,1,3,1.079,0.436,1,0,28
13,0,0,2,0.927,0.482,1,1,29
13,0,0,2,0.811,0.355,1,1,30
13,0,0,3,0.792,0.442,1,1,31
13,0,0,2,0.823,0.379,1,1,32
13,0,0,3,0.864,0.319,1,1,33
13,0,1,2,0.85,0.283,1,0,34
13,0,0,3,0.746,0.294,1,1,35
13,0,0,3,0.807,0.467,1,1,36
13,1,1,2,0.808,0.225,2,1,1
13,1,0,2,1.027,0.017,2,0,2
13,1,1,3,0.746,0.304,2,1,3
13,1,1,3,0.695,0.364,2,1,4
13,1,1,2,0.78,0.283,2,1,5
13,1,1,2,0.811,0.307,2,1,6
13,1,1,2,1.016,0.241,2,1,7
13,1,0,2,0.913,0.243,2,0,8
13,1,1,2,0.959,0.308,2,1,9
13,1,1,3,0.797,0.318,1,1,10
13,1,0,2,0.96,0.266,1,0,11
13,1,1,2,0.753,0.263,1,1,12
13,1,1,2,0.819,0.294,1,1,13
13,1,1,2,0.851,0.416,1,1,14
13,1,1,2,0.623,0.426,1,1,15
13,1,1,2,0.878,0.412,1,1,16
13,1,1,2,1.099,0.201,1,1,17
13,1,1,2,0.882,0.284,1,1,18
13,0,0,2,0.872,0.143,2,1,19
13,0,0,2,0.855,0.378,2,1,20
13,0,1,2,0.819,0.39,2,0,21
13,0,0,2,0.868,0.233,2,1,22
13,0,0,2,0.858,0.343,2,1,23
13,0,0,2,0.938,0.328,2,1,24
13,0,1,2,0.906,0.387,2,0,25
13,0,0,2,0.927,0.721,2,1,26
13,0,0,2,0.835,0.199,2,1,27
13,0,0,2,0.818,0.365,1,1,28
13,0,0,2,0.817,0.33,1,1,29
13,0,0,2,0.895,0.755,1,1,30
13,0,0,3,0.957,0.343,1,1,31
13,0,1,3,0.758,0.432,1,0,32
13,0,0,2,0.847,0.282,1,1,33
13,0,0,2,0.793,0.441,1,1,34
13,0,0,2,1.071,0.263,1,1,35
13,0,0,2,0.905,0.362,1,1,36
14,1,1,4,0.969,0.464,2,1,1
14,1,0,2,1.375,0.374,2,0,2
14,1,1,4,1.089,0.368,2,1,3
14,1,0,4,1.147,0.461,2,0,4
14,1,0,2,0.94,0.527,2,0,5
14,1,1,2,1.242,0.423,2,1,6
14,1,0,2,0.987,0.691,2,0,7
14,1,0,2,1.478,0.372,2,0,8
14,1,1,2,1.076,0.442,2,1,9
14,1,1,2,0.97,0.343,1,1,10
14,1,1,2,1.231,0.369,1,1,11
14,1,1,2,1.121,0.363,1,1,12
14,1,1,2,1.072,0.445,1,1,13
14,1,1,2,1.051,0.577,1,1,14
14,1,1,2,1.197,1.093,1,1,15
14,1,1,4,0.984,1.416,1,1,16
14,1,1,2,1.141,0.558,1,1,17
14,1,1,2,1.093,0.664,1,1,18
14,0,0,2,1.007,0.439,2,1,19
14,0,0,4,0.854,0.545,2,1,20
14,0,1,4,1.165,0.853,2,0,21
14,0,0,4,1.148,0.484,2,1,22
14,0,0,4,0.944,0.373,2,1,23
14,0,0,2,1.252,0.481,2,1,24
14,0,0,2,1.091,0.388,2,1,25
14,0,0,2,0.889,0.396,2,1,26
14,0,0,2,0.974,0.367,2,1,27
14,0,0,4,0.946,0.419,1,1,28
14,0,0,4,0.964,1.369,1,1,29
14,0,1,2,0.984,0.832,1,0,30
14,0,0,2,0.944,0.329,1,1,31
14,0,0,4,0.964,0.801,1,1,32
14,0,0,2,1.321,1.39,1,1,33
14,0,0,4,1.014,0.827,1,1,34
14,0,0,4,0.976,0.806,1,1,35
14,0,0,4,0.932,0.85,1,1,36
14,1,1,4,0.971,0.481,2,1,1
14,1,0,4,1.049,0.39,2,0,2
14,1,1,4,1.895,1.509,2,1,3
14,1,0,4,0.852,0.392,2,0,4
14,1,1,4,0.971,0.368,2,1,5
14,1,1,2,1.443,0.441,2,1,6
14,1,1,4,1.038,0.37,2,1,7
14,1,1,4,1.131,0.986,2,1,8
14,1,1,4,1.232,0.351,2,1,9
14,1,1,2,0.926,0.484,1,1,10
14,1,0,2,1.245,0.389,1,0,11
14,1,1,2,0.946,0.779,1,1,12
14,1,1,2,0.952,0.365,1,1,13
14,1,1,2,1.01,0.339,1,1,14
14,1,1,2,1.066,1.033,1,1,15
14,1,1,3,0.954,1.234,1,1,16
14,1,0,2,0.917,0.506,1,0,17
14,1,1,2,0.958,0.595,1,1,18
14,0,0,4,0.886,0.37,2,1,19
14,0,0,4,1.212,0.955,2,1,20
14,0,0,4,1.052,0.848,2,1,21
14,0,0,4,0.854,0.692,2,1,22
14,0,0,4,0.766,0.384,2,1,23
14,0,0,4,0.928,0.338,2,1,24
14,0,0,4,0.821,0.485,2,1,25
14,0,0,4,0.867,0.417,2,1,26
14,0,0,4,0.81,0.342,2,1,27
14,0,1,4,0.893,0.73,1,0,28
14,0,0,2,1.089,0.342,1,1,29
14,0,0,2,0.908,0.419,1,1,30
14,0,0,2,1.013,0.486,1,1,31
14,0,0,4,0.864,0.527,1,1,32
14,0,0,2,0.894,0.373,1,1,33
14,0,0,2,0.946,0.142,1,1,34
14,0,0,2,0.984,0.832,1,1,35
14,0,1,2,1.404,0.553,1,0,36
14,1,1,2,1.053,0.146,2,1,1
14,1,1,2,1.044,0.656,2,1,2
14,1,0,2,0.831,0.418,2,0,3
14,1,1,2,1.432,0.641,2,1,4
14,1,1,2,0.956,0.61,2,1,5
14,1,1,4,1.027,1.42,2,1,6
14,1,1,2,1.011,0.523,2,1,7
14,1,1,2,1.157,0.776,2,1,8
14,1,1,2,1.143,1.058,2,1,9
14,1,1,2,1.01,0.463,1,1,10
14,1,1,2,1.292,0.392,1,1,11
14,1,1,2,1.356,0.392,1,1,12
14,1,1,4,1.061,0.573,1,1,13
14,1,1,2,1.562,0.502,1,1,14
14,1,0,4,1.307,1.126,1,0,15
14,1,0,1,1.244,0.416,1,0,16
14,1,1,2,1.92,1.53,1,1,17
14,1,1,2,1.124,0.644,1,1,18
14,0,0,2,1.311,0.413,2,1,19
14,0,0,2,0.876,0.373,2,1,20
14,0,0,3,0.822,1.804,2,1,21
14,0,0,2,0.823,0.481,2,1,22
14,0,0,3,0.886,0.687,2,1,23
14,0,0,2,2.783,0.535,2,1,24
14,0,0,2,0.861,0.447,2,1,25
14,0,0,2,0.824,0.459,2,1,26
14,0,0,2,0.937,0.505,2,1,27
14,0,0,2,0.854,0.463,1,1,28
14,0,0,4,0.817,1.332,1,1,29
14,0,0,2,0.85,0.418,1,1,30
14,0,0,2,1.136,0.545,1,1,31
14,0,0,4,1.014,0.802,1,1,32
14,0,0,4,0.924,1.104,1,1,33
14,0,0,4,0.854,1.511,1,1,34
14,0,0,2,0.886,0.465,1,1,35
14,0,0,2,0.96,0.417,1,1,36
14,1,0,2,1.048,0.385,2,0,1
14,1,0,4,0.905,0.745,2,0,2
14,1,0,4,0.818,0.683,2,0,3
14,1,1,4,0.854,0.312,2,1,4
14,1,1,2,1.152,0.381,2,1,5
14,1,1,2,0.961,1.048,2,1,6
14,1,0,2,0.902,0.339,2,0,7
14,1,1,2,0.951,0.416,2,1,8
14,1,1,3,0.838,0.411,2,1,9
14,1,1,2,0.825,0.391,1,1,10
14,1,0,2,0.969,0.414,1,0,11
14,1,1,4,0.935,0.505,1,1,12
14,1,0,2,1.017,0.365,1,0,13
14,1,1,2,0.996,0.354,1,1,14
14,1,0,4,0.843,0.774,1,0,15
14,1,1,2,1.02,0.076,1,1,16
14,1,1,3,1.017,0.318,1,1,17
14,1,1,2,0.878,0.354,1,1,18
14,0,0,2,0.919,0.707,2,1,19
14,0,1,2,1.585,0.872,2,0,20
14,0,0,4,0.758,0.325,2,1,21
14,0,0,2,0.831,0.336,2,1,22
14,0,0,2,0.767,0.498,2,1,23
14,0,0,2,0.85,0.392,2,1,24
14,0,0,2,0.945,0.337,2,1,25
14,0,0,3,0.791,0.793,2,1,26
14,0,0,2,0.843,0.341,2,1,27
14,0,0,2,0.792,0.438,1,1,28
14,0,0,2,0.837,0.379,1,1,29
14,0,0,4,0.857,0.559,1,1,30
14,0,0,3,0.819,0.333,1,1,31
14,0,0,2,0.771,0.36,1,1,32
14,0,1,2,1.029,0.339,1,0,33
14,0,0,2,0.936,0.171,1,1,34
14,0,0,2,0.781,0.612,1,1,35
14,0,0,3,0.825,0.459,1,1,36
14,1,0,2,1.167,0.34,2,0,1
14,1,1,4,1.034,0.34,2,1,2
14,1,1,2,0.968,0.456,2,1,3
14,1,0,2,0.879,0.408,2,0,4
14,1,1,4,1.117,0.338,2,1,5
14,1,1,4,0.867,0.316,2,1,6
14,1,1,4,0.882,0.344,2,1,7
14,1,1,4,0.854,0.315,2,1,8
14,1,0,3,1.065,0.218,2,0,9
14,1,0,4,0.911,0.449,1,0,10
14,1,1,2,0.988,0.528,1,1,11
14,1,1,2,1.13,0.463,1,1,12
14,1,1,2,0.911,0.289,1,1,13
14,1,1,2,1.359,0.411,1,1,14
14,1,0,2,0.853,0.286,1,0,15
14,1,1,4,0.915,0.459,1,1,16
14,1,1,3,0.852,0.377,1,1,17
14,1,1,2,0.993,0.388,1,1,18
14,0,0,2,0.864,0.315,2,1,19
14,0,0,4,0.727,0.361,2,1,20
14,0,0,2,0.823,0.623,2,1,21
14,0,0,4,0.824,1.377,2,1,22
14,0,0,2,0.818,0.389,2,1,23
14,0,0,2,0.845,0.387,2,1,24
14,0,0,4,0.893,0.579,2,1,25
14,0,0,4,0.823,0.337,2,1,26
14,0,0,4,0.873,0.41,2,1,27
14,0,0,4,0.798,0.486,1,1,28
14,0,0,4,0.845,0.26,1,1,29
14,0,0,4,1.686,0.389,1,1,30
14,0,0,2,0.847,1.652,1,1,31
14,0,0,2,0.894,0.733,1,1,32
14,0,0,4,0.929,0.338,1,1,33
14,0,0,2,0.836,0.331,1,1,34
14,0,0,2,0.848,0.319,1,1,35
14,0,0,2,0.817,0.482,1,1,36
14,1,1,4,0.869,0.33,2,1,1
14,1,1,4,1.05,0.383,2,1,2
14,1,1,4,0.976,0.361,2,1,3
14,1,1,4,0.853,0.34,2,1,4
14,1,1,3,1.197,0.319,2,1,5
14,1,1,4,0.967,0.382,2,1,6
14,1,1,4,0.824,0.484,2,1,7
14,1,1,2,0.93,0.36,2,1,8
14,1,1,3,0.973,0.339,2,1,9
14,1,1,2,0.879,0.769,1,1,10
14,1,1,3,0.953,0.391,1,1,11
14,1,1,3,1.072,0.362,1,1,12
14,1,1,4,1.044,0.628,1,1,13
14,1,1,2,0.985,0.416,1,1,14
14,1,0,2,0.919,0.799,1,0,15
14,1,1,4,0.926,0.668,1,1,16
14,1,1,2,0.885,0.331,1,1,17
14,1,1,2,0.903,0.448,1,1,18
14,0,0,4,0.725,0.306,2,1,19
14,0,0,4,0.82,0.364,2,1,20
14,0,0,3,0.869,0.765,2,1,21
14,0,0,4,0.803,0.28,2,1,22
14,0,0,4,0.836,0.296,2,1,23
14,0,0,2,0.871,0.31,2,1,24
14,0,0,3,0.781,0.699,2,1,25
14,0,0,2,0.824,0.342,2,1,26
14,0,0,4,0.873,0.31,2,1,27
14,0,0,3,0.77,0.501,1,1,28
14,0,0,2,0.954,0.297,1,1,29
14,0,0,2,0.851,0.432,1,1,30
14,0,0,2,0.948,0.306,1,1,31
14,0,0,3,0.874,0.292,1,1,32
14,0,0,2,0.902,0.149,1,1,33
14,0,0,2,0.939,0.747,1,1,34
14,0,0,2,0.911,0.456,1,1,35
14,0,0,4,0.818,0.641,1,1,36
15,1,0,2,1.468,0.65,2,0,1
15,1,0,2,2.085,1.88,2,0,2
15,1,1,2,0.984,0.417,2,1,3
15,1,1,2,1.468,0.567,2,1,4
15,1,1,2,0.917,0.567,2,1,5
15,1,1,3,1.067,0.534,2,1,6
15,1,1,2,1.151,0.367,2,1,7
15,1,1,3,1.034,0.95,2,1,8
15,1,1,2,1.167,0.55,2,1,9
15,1,1,3,2.035,1.322,1,1,10
15,1,1,3,1.05,1.217,1,1,11
15,1,1,2,0.968,0.534,1,1,12
15,1,0,2,0.901,0.634,1,0,13
15,1,1,2,1.184,0.784,1,1,14
15,1,1,4,1.117,0.984,1,1,15
15,1,1,2,0.934,0.767,1,1,16
15,1,1,2,1.451,0.617,1,1,17
15,1,1,3,1.084,0.967,1,1,18
15,0,0,2,1.234,1.167,2,1,19
15,0,0,2,0.934,0.517,2,1,20
15,0,0,2,1.134,1.245,2,1,21
15,0,0,2,1.817,0.9,2,1,22
15,0,0,2,1.134,0.75,2,1,23
15,0,1,2,1.134,0.734,2,0,24
15,0,0,3,1.068,1.434,2,1,25
15,0,0,2,1.184,0.35,2,1,26
15,0,0,2,1.217,1.484,2,1,27
15,0,0,2,1.217,0.35,1,1,28
15,0,1,2,1.317,0.417,1,0,29
15,0,0,4,1.134,1.636,1,1,30
15,0,0,2,1.034,0.467,1,1,31
15,0,0,2,0.934,0.3,1,1,32
15,0,1,2,1.034,1.117,1,0,33
15,0,0,2,0.967,0.384,1,1,34
15,0,0,2,1.701,0.884,1,1,35
15,0,0,2,0.967,0.517,1,1,36
15,1,1,2,0.85,0.617,2,1,1
15,1,1,3,0.984,0.65,2,1,2
15,1,1,2,0.867,0.367,2,1,3
15,1,1,2,1.067,0.3,2,1,4
15,1,1,2,0.951,1.484,2,1,5
15,1,1,2,0.884,0.75,2,1,6
15,1,1,2,0.867,0.617,2,1,7
15,1,1,2,1.234,0.584,2,1,8
15,1,1,3,0.984,0.45,2,1,9
15,1,1,2,0.85,0.65,1,1,10
15,1,1,2,0.934,0.967,1,1,11
15,1,1,2,1.018,1.317,1,1,12
15,1,0,2,1.017,0.367,1,0,13
15,1,0,2,1.584,0.334,1,0,14
15,1,0,2,1.934,0.367,1,0,15
15,1,1,3,1.585,0.4,1,1,16
15,1,1,2,0.984,1.117,1,1,17
15,1,1,2,0.984,0.5,1,1,18
15,0,1,3,1.017,0.7,2,0,19
15,0,1,2,1.151,0.634,2,0,20
15,0,0,4,1.051,0.7,2,1,21
15,0,0,2,1.234,0.284,2,1,22
15,0,0,2,1.068,0.65,2,1,23
15,0,0,2,1.018,0.5,2,1,24
15,0,0,2,0.934,0.634,2,1,25
15,0,0,2,0.867,0.617,2,1,26
15,0,0,3,0.984,0.35,2,1,27
15,0,0,2,1.751,0.517,1,1,28
15,0,0,4,1.575,1.449,1,1,29
15,0,0,3,1.668,0.75,1,1,30
15,0,0,2,0.901,0.467,1,1,31
15,0,0,2,1.267,0.867,1,1,32
15,0,0,2,1.084,0.567,1,1,33
15,0,0,2,0.884,0.517,1,1,34
15,0,0,2,1.017,0.7,1,1,35
15,0,0,2,1.451,0.45,1,1,36
15,1,0,2,1.051,0.317,2,0,1
15,1,1,4,1.017,0.65,2,1,2
15,1,1,2,0.851,0.467,2,1,3
15,1,0,2,0.934,0.267,2,0,4
15,1,1,2,1.017,0.417,2,1,5
15,1,1,2,0.984,0.367,2,1,6
15,1,1,2,1.001,0.25,2,1,7
15,1,1,3,0.967,0.35,2,1,8
15,1,1,2,1.151,0.484,2,1,9
15,1,0,3,1.267,0.3,1,0,10
15,1,1,2,1.051,0.717,1,1,11
15,1,1,2,1.15,0.284,1,1,12
15,1,0,2,0.984,0.567,1,0,13
15,1,1,2,1.634,0.467,1,1,14
15,1,0,3,1.334,1.975,1,0,15
15,1,1,2,0.867,0.317,1,1,16
15,1,1,3,0.934,0.4,1,1,17
15,1,1,2,1.001,0.3,1,1,18
15,0,1,2,1.334,0.25,2,0,19
15,0,0,4,0.901,0.95,2,1,20
15,0,0,2,1.918,0.367,2,1,21
15,0,0,2,0.968,0.534,2,1,22
15,0,0,2,1.017,0.317,2,1,23
15,0,0,2,1.167,0.284,2,1,24
15,0,0,4,1.084,1.85,2,1,25
