Subj_idx,Stimulus,Response,Confidence,Awareness,RT_dec,RT_conf,RT_aware,Prediction_Success,Trial_count,Block_count,Accuracy
KK,2,1,1,1,0.764286935,1.081492186,0.929532886,1,1,4,0
KK,2,2,1,1,0.200014398,0.246505186,0.8111974,1,2,4,1
KK,2,2,2,2,0.222028345,0.176830411,0.811740637,1,3,4,1
KK,1,1,2,2,0.211139187,0.199435353,0.435550332,2,4,4,1
KK,2,2,2,2,0.176143944,0.175867513,0.352824986,2,5,4,1
KK,2,1,1,2,0.25824061,0.258190542,2.305939913,2,6,4,0
KK,1,1,1,1,1.293396831,1.034723759,0.517780244,1,7,4,1
KK,1,1,1,2,0.305457145,0.411121637,0.54116559,1,8,4,1
KK,1,1,2,2,0.246697694,0.221901298,0.329462349,1,9,4,1
KK,1,1,2,2,0.318357587,0.363312572,0.34116888,1,10,4,1
KK,2,2,2,2,0.165170074,0.187555179,0.258004218,2,11,4,1
KK,2,2,2,2,0.271260768,0.422993332,0.364812165,1,12,4,1
KK,1,1,2,2,0.22311753,0.176871225,0.022551036,1,13,4,1
KK,1,1,2,2,0.19992353,0.176403061,0.388380408,2,14,4,1
KK,2,2,2,2,0.175950289,0.151314437,0.236376032,1,15,4,1
KK,2,2,2,1,0.175125986,0.211115316,0.400086552,2,16,4,1
KK,1,1,1,1,0.3876535,0.905133784,0.176568985,1,17,4,1
KK,2,1,1,1,0.422224849,0.364889562,6.623227119,1,18,4,0
KK,1,1,1,1,0.294310778,0.645423234,2.140601635,1,19,4,1
KK,2,2,2,2,0.235678017,0.176042691,0.435025573,1,20,4,1
KK,1,1,2,2,0.223051697,0.18770802,0.270615518,1,21,4,1
KK,2,1,1,1,0.281947434,0.246390074,0.611833274,1,22,4,0
KK,1,1,2,2,0.611289263,0.740488887,0.364807934,1,23,4,1
KK,1,1,2,2,0.164294571,0.211062953,0.282476038,1,24,4,1
KK,2,1,1,1,1.175936818,0.52874136,0.811852276,1,25,4,0
KK,2,2,2,2,0.187784255,0.164142102,0.247137755,1,26,4,1
KK,1,1,2,2,0.234809443,0.164105535,0.294243783,1,27,4,1
KK,2,1,1,1,0.399547547,0.387377471,0.776507854,1,28,4,0
KK,1,1,2,2,0.23485449,0.17590408,0.270627826,1,29,4,1
KK,2,2,2,2,0.293685526,0.281642497,0.329485059,1,30,4,1
KK,1,1,2,2,0.223109454,0.175801292,0.282500297,1,31,4,1
KK,2,2,2,2,0.246624544,0.234670833,0.564665258,2,32,4,1
KK,2,2,2,2,0.258348405,0.258214414,0.376551062,2,33,4,1
KK,2,2,2,2,0.27013734,0.222341746,0.258910507,2,34,4,1
KK,2,2,2,2,0.270055324,0.422941357,0.447214156,2,35,4,1
KK,1,1,1,1,0.270166576,0.316983491,0.247153163,2,36,4,1
KK,1,1,1,1,0.317263395,0.222776413,0.60006243,1,37,4,1
KK,1,1,2,2,0.164285719,0.140536159,0.305997312,1,38,4,1
KK,1,1,1,1,2.022986889,4.104944706,1.929366589,1,39,4,1
KK,2,2,2,2,0.128920481,0.152310446,0.094248258,1,40,4,1
KK,1,1,2,2,0.223023593,0.223110601,0.388274133,1,41,4,1
KK,2,2,2,2,0.199498102,0.165529683,1.776490927,2,42,4,1
KK,1,1,1,1,0.258326471,0.175816298,0.706019938,2,43,4,1
KK,1,1,1,1,0.175984547,0.411158592,0.846824467,1,44,4,1
KK,1,1,2,2,0.223115221,0.164039314,0.600095928,1,45,4,1
KK,2,2,2,2,0.187761933,0.199415326,0.305950701,1,46,4,1
KK,2,2,2,2,0.187717646,0.199438423,0.317735791,1,47,4,1
KK,2,2,2,2,0.187810048,0.199342951,0.247168168,1,48,4,1
KK,1,1,2,2,0.234555334,0.222853035,0.494492263,1,49,4,1
KK,1,1,2,2,0.211428329,0.280963749,0.988317311,1,0,5,1
KK,2,2,2,2,0.199532375,0.481810898,0.211837202,1,1,5,1
KK,1,1,1,1,0.222966999,0.164135173,0.317786992,2,2,5,1
KK,2,2,2,2,0.175982237,0.646533966,0.16482088,1,3,5,1
KK,2,2,2,2,0.175865591,0.176047698,0.305998057,1,4,5,1
KK,2,2,2,2,0.152469844,0.140539616,0.235408127,2,5,5,1
KK,2,2,2,2,0.199552,0.222910404,0.50601244,2,6,5,1
KK,1,1,2,2,0.140802577,0.199465379,0.294095188,2,7,5,1
KK,1,1,2,2,0.187726498,0.199418798,0.341284364,2,8,5,1
KK,1,1,2,2,0.223074034,0.152438268,0.270702124,2,9,5,1
KK,2,2,2,2,0.176053077,0.187575191,0.23538579,2,10,5,1
KK,1,1,2,2,0.211344391,0.187677994,0.293928474,2,11,5,1
KK,1,1,1,1,0.199570864,0.199356809,0.658859611,2,12,5,1
KK,2,2,2,2,0.187748834,0.164144039,0.247127369,1,13,5,1
KK,2,2,2,2,0.176005721,0.175865963,0.294261515,2,14,5,1
KK,1,1,1,1,0.234801352,0.175911397,0.400068849,2,15,5,1
KK,1,1,2,2,0.187775791,0.199344873,0.317751944,1,16,5,1
KK,1,1,2,2,0.211291268,0.222891927,0.317742318,2,17,5,1
KK,2,2,2,2,0.470126688,0.246414721,0.282445252,2,18,5,1
KK,2,2,2,2,0.19958742,0.187629104,0.247096181,1,19,5,1
KK,1,1,2,2,0.23469393,0.187607929,0.270813793,2,20,5,1
KK,1,1,2,2,0.223047078,0.246416643,0.494205832,2,21,5,1
KK,1,1,2,2,0.223088279,0.199476928,0.28244254,2,22,5,1
KK,1,1,2,2,0.317144036,0.211115316,0.011892878,2,23,5,1
KK,2,2,2,2,0.223128706,0.18754825,0.23539272,2,24,5,1
KK,2,2,2,2,0.211314753,0.211347863,0.129529566,2,25,5,1
KK,1,1,1,1,0.434889287,0.634549499,0.329515487,2,26,5,1
KK,2,2,2,1,0.210999817,0.222874209,0.306271821,1,27,5,1
KK,2,2,1,1,0.258306056,0.399423569,0.564796925,1,28,5,1
KK,2,2,2,2,0.176063478,0.16399388,0.294200301,1,29,5,1
KK,2,2,2,2,0.223059013,0.199322537,0.317796618,2,30,5,1
KK,2,2,2,2,0.234882593,0.164042771,0.094192818,2,31,5,1
KK,1,1,2,2,0.22309944,0.211253151,0.329523563,2,32,5,1
KK,1,1,2,2,0.199540451,0.222947359,0.294196039,2,33,5,1
KK,1,1,1,1,0.199495018,0.352354884,0.38836807,2,34,5,1
KK,2,2,1,1,0.234909534,0.234596148,0.188309014,1,35,5,1
KK,1,1,2,2,0.199506953,0.222999722,0.29421106,2,36,5,1
KK,1,1,1,1,0.364129931,0.399304599,0.576648593,1,37,5,1
KK,2,2,2,2,0.187776938,0.175890222,0.223573774,1,38,5,1
KK,2,2,1,2,0.705535233,0.293400228,0.37618646,2,39,5,1
KK,1,1,1,2,1.140627027,0.752287447,0.482428461,2,40,5,1
KK,2,2,1,2,0.764216483,0.599396765,1.000069261,1,41,5,1
KK,1,1,1,2,0.340700716,0.822868526,1.152955294,2,42,5,1
KK,1,1,2,2,0.199595511,0.269922107,0.423600107,1,43,5,1
KK,1,1,1,2,0.199543148,0.352293283,0.470634133,2,44,5,1
KK,2,2,1,1,0.281896979,0.234652355,0.458889097,1,45,5,1
KK,2,2,2,2,0.199525058,0.223021671,0.247035354,1,46,5,1
KK,1,1,2,2,0.223065555,0.199461147,0.270664006,1,47,5,1
KK,2,2,2,1,0.223044381,0.234666601,0.341308624,2,48,5,1
KK,2,2,2,2,0.187794656,2.234524965,0.176596329,1,49,5,1
KK,2,1,1,1,1.05808568,0.846185327,0.329462737,1,0,6,0
KK,1,1,2,2,0.211346701,0.175897151,0.55304265,1,1,6,1
KK,1,1,2,2,0.199572414,0.187580198,0.435372472,2,2,6,1
KK,2,2,2,1,0.199540451,0.199393004,0.764735878,2,3,6,1
KK,1,1,2,2,0.152483702,0.211133793,0.353000522,1,4,6,1
KK,1,1,1,1,0.234764397,0.528806031,0.305987298,1,5,6,1
KK,2,1,1,1,0.281857729,0.23465158,0.364836812,1,6,6,0
KK,2,2,2,2,0.223287329,0.187348813,1.447064042,1,7,6,1
KK,1,1,2,2,0.176063865,0.128741845,0.235453174,1,8,6,1
KK,2,2,2,1,0.199592039,0.152177617,0.364768296,1,9,6,1
KK,2,2,2,2,0.164162904,0.164164051,0.270735234,2,10,6,1
KK,1,1,2,2,0.187791958,0.175877899,0.305959195,2,11,6,1
KK,2,2,2,2,0.176009968,0.17583555,0.24713853,2,12,6,1
KK,1,1,2,2,0.19958742,0.199336022,0.282418281,2,13,6,1
KK,2,2,2,2,0.199541226,0.199361041,0.27068904,2,14,6,1
KK,2,2,2,2,0.175919101,0.21117653,0.282485664,2,15,6,1
KK,1,2,2,2,0.175832853,0.199481159,0.306036562,2,16,6,0
KK,2,2,2,2,0.187751919,0.175878674,0.282392502,2,17,6,1
KK,1,1,2,2,0.211169988,0.233735263,0.294326961,2,18,6,1
KK,1,1,1,1,0.187754616,0.552299619,0.305999219,2,19,6,1
KK,2,2,2,2,0.19949618,0.222983554,0.200039431,1,20,6,1
KK,2,2,2,2,0.199500024,0.164073959,0.011875937,1,21,6,1
KK,1,1,1,1,2.99934268,0.705155969,1.141248822,2,22,6,1
KK,1,1,2,2,0.18778117,0.187605232,0.282459497,1,23,6,1
KK,1,1,1,2,0.352491945,0.299938053,0.670642018,2,24,6,1
KK,2,2,2,2,0.15247716,0.175839782,0.270658642,2,25,6,1
KK,1,1,2,2,0.234868735,0.246442437,0.282447159,2,26,6,1
KK,2,1,1,1,0.270210862,0.199379131,0.294078618,2,27,6,0
KK,2,1,1,1,0.223103672,0.187562495,0.047114119,1,28,6,0
KK,1,1,2,2,0.152529895,0.187461227,0.282357067,1,29,6,1
KK,1,1,1,1,0.234671995,0.211174995,0.270721763,2,30,6,1
KK,1,1,1,1,0.528841496,0.234828308,1.517638922,1,31,6,1
KK,2,2,2,2,0.176038444,0.164342701,0.364752501,1,32,6,1
KK,1,1,2,1,0.411271006,0.352292895,1.458862543,2,33,6,1
KK,1,2,1,1,1.611189127,0.987577379,3.411637068,1,34,6,0
KK,2,2,2,2,0.140731737,0.152317375,0.752960026,1,35,6,1
KK,2,1,1,1,0.693671584,1.78745091,1.082368135,1,36,6,0
KK,2,1,1,1,0.270359099,0.634381235,0.376522958,1,37,6,0
KK,2,2,2,2,0.164242595,0.175849408,0.21188648,1,38,6,1
KK,1,1,2,2,0.199518517,0.19937028,0.329516232,2,39,6,1
KK,1,1,2,2,0.199655578,0.199366823,0.446992755,2,40,6,1
KK,2,2,2,2,0.187919006,0.175845951,0.399864793,2,41,6,1
KK,2,2,1,1,0.211339772,0.646408856,0.341242015,2,42,6,1
KK,1,1,1,2,0.187754989,0.211262003,0.376491368,2,43,6,1
KK,1,1,2,1,0.905365169,1.505206227,1.529387474,2,44,6,1
KK,2,2,2,2,0.16424644,0.175841331,0.247189343,1,45,6,1
KK,2,1,1,1,0.41129142,0.164118618,0.435341299,2,46,6,0
KK,2,1,1,1,0.199570492,0.152266562,0.411807328,1,47,6,0
KK,1,2,2,1,0.19955124,0.317027748,0.341263592,1,48,6,0
KK,1,2,1,1,0.2583538,0.222972006,0.894184947,1,49,6,0
KK,2,2,2,2,0.164040461,0.128537014,0.317772359,1,0,7,1
KK,1,1,2,2,0.117172755,0.128823847,0.258934766,1,1,7,1
KK,1,1,2,2,0.164240286,0.117018364,0.258933216,1,2,7,1
KK,1,1,2,2,0.140542313,0.16406472,0.164969489,2,3,7,1
KK,1,1,2,2,0.176275238,0.151946619,0.094217457,2,4,7,1
KK,2,2,2,2,0.187795416,0.152248085,0.082504377,2,5,7,1
KK,2,2,2,1,0.281864256,0.328130603,0.29419452,2,6,7,1
KK,1,1,2,2,0.199522749,0.15231584,0.353062898,2,7,7,1
KK,2,2,2,2,0.163246199,0.165030703,0.270722151,2,8,7,1
KK,2,2,2,2,0.187594444,0.175783575,0.247365683,2,9,7,1
KK,1,1,2,1,0.223095596,0.481629938,0.329532027,2,10,7,1
KK,1,1,2,2,0.187751144,0.187492415,0.282513767,2,11,7,1
KK,2,2,2,1,0.305363178,0.293461084,0.576606631,2,12,7,1
KK,2,2,2,2,0.187794656,0.528815687,0.05892114,1,13,7,1
KK,2,2,2,2,0.340651423,0.175842091,0.223670796,2,14,7,1
KK,2,1,2,2,0.552256107,0.233683288,0.305922598,2,15,7,0
KK,1,1,1,1,0.25837189,0.705216825,1.329398036,1,16,7,1
KK,2,1,2,1,0.893642485,1.011035442,0.94125402,1,17,7,0
KK,1,1,1,1,0.258349955,0.175788581,0.282446772,2,18,7,1
KK,1,1,2,1,0.328942955,1.44635129,0.235323802,1,19,7,1
KK,1,1,1,1,0.493395776,1.022822022,1.800204277,1,20,7,1
KK,1,1,2,2,0.199670583,0.140575811,0.352894664,1,21,7,1
KK,1,2,2,1,0.246579885,0.587474644,0.305982292,1,22,7,0
KK,2,2,2,2,0.211171523,0.422918648,0.282559603,1,23,7,1
KK,1,1,2,2,0.223019749,0.234769776,0.153093174,2,24,7,1
KK,2,1,1,1,0.47020641,0.316853732,0.376567602,2,25,7,0
KK,1,1,2,1,0.434820771,0.364051789,1.564726472,1,26,7,1
KK,2,1,2,1,1.458230019,0.764020503,0.494210064,1,27,7,0
KK,2,1,2,2,0.187925175,0.210929736,0.447143674,1,28,7,0
KK,2,2,2,2,0.328969538,0.316983491,0.941204369,1,29,7,1
KK,2,2,2,2,0.364295125,0.37583071,0.070602261,2,30,7,1
KK,2,2,2,1,0.352469236,0.317046613,0.635321438,2,31,7,1
KK,2,2,2,2,0.352537751,0.328589529,0.258879334,2,32,7,1
KK,1,1,2,2,0.340728432,0.293281287,0.353044033,2,33,7,1
KK,1,1,2,2,0.35263592,0.352020293,0.282578826,2,34,7,1
KK,1,1,2,2,0.35252735,0.363970548,0.129515707,2,35,7,1
KK,2,2,2,2,0.38777864,0.352307528,0.24715431,2,36,7,1
KK,1,1,2,2,0.364038706,0.352286726,0.2943362,2,37,7,1
KK,2,2,2,2,0.364265472,0.340544403,0.082387723,2,38,7,1
KK,1,1,2,2,0.376050144,0.328731596,0.129484132,2,39,7,1
KK,1,2,1,1,0.364248514,0.387543023,0.294236094,2,40,7,0
KK,2,2,2,2,0.317214876,0.37580952,0.023577081,2,41,7,1
KK,1,1,2,1,0.423311353,0.340329945,0.31758216,2,42,7,1
KK,2,1,1,1,0.340782315,6.634148121,0.388231009,1,43,7,0
KK,2,2,1,1,0.38775593,0.375830323,0.353037894,1,44,7,1
KK,2,2,1,2,0.375966996,0.505220532,0.211878791,1,45,7,1
KK,2,1,2,1,1.728835106,0.046451136,0.694189429,2,46,7,0
KK,1,1,2,2,0.364110678,0.317123622,0.294229925,2,47,7,1
KK,1,1,2,2,0.340702623,0.42284894,0.282465249,2,48,7,1
KK,1,1,1,2,0.352428406,0.352325618,0.329536259,2,49,7,1
KK,2,2,2,2,0.175813988,0.152041718,0.27069211,1,0,8,1
KK,1,1,2,2,0.199528515,0.187635645,0.30597496,2,1,8,1
KK,2,2,2,2,0.1877473,0.164043546,0.129598483,2,2,8,1
KK,2,2,2,2,0.211537674,0.175546408,0.058968496,2,3,8,1
KK,1,1,2,2,0.246600285,0.199311376,0.153094709,2,4,8,1
KK,2,2,2,2,0.199676365,0.187462777,0.200042889,2,5,8,1
KK,1,1,2,2,0.246673822,0.211146116,0.070616893,2,6,8,1
KK,2,1,1,1,0.634788573,0.822850049,0.270699829,2,7,8,0
KK,1,1,2,2,0.199509263,0.25817591,0.282482982,1,8,8,1
KK,1,1,2,2,0.246606067,0.258250237,0.223644227,1,9,8,1
KK,2,1,1,1,0.270115376,0.234710112,0.2000864,1,10,8,0
KK,1,1,2,1,0.893642128,0.364010215,0.882392943,1,11,8,1
KK,2,2,2,1,0.223059401,0.222928882,0.341233939,1,12,8,1
KK,2,2,2,1,0.246671125,0.234524533,0.400067687,1,13,8,1
KK,2,2,1,2,0.481818616,0.669858873,0.529594958,1,14,8,1
KK,1,1,2,2,0.223197997,0.210951686,0.27070713,1,15,8,1
KK,1,1,2,1,0.246520594,0.540643871,2.858663321,2,16,8,1
KK,1,1,1,1,0.846533,0.410947621,0.388454318,2,17,8,1
KK,1,1,2,2,0.222936973,0.199344873,0.564810395,1,18,8,1
KK,2,2,2,2,0.187785417,0.199427262,0.247175872,1,19,8,1
KK,2,2,2,2,0.199493483,0.199356034,0.106043726,2,20,8,1
KK,1,1,1,1,0.587810338,0.293510735,0.329459637,2,21,8,1
KK,1,1,2,2,0.387770563,0.199340641,0.694167852,1,22,8,1
KK,2,1,1,1,0.211394444,0.716871738,0.576512694,1,23,8,0
KK,2,2,2,2,0.18783161,0.164028525,0.094231702,1,24,8,1
KK,1,1,2,1,0.234839082,0.66995132,0.31776005,2,25,8,1
KK,1,1,1,1,0.799497426,0.469908416,0.329499304,2,26,8,1
KK,1,1,2,2,0.199663267,0.246221438,0.376541823,1,27,8,1
KK,2,2,2,2,0.175991476,0.175828233,0.258932471,1,28,8,1
KK,2,2,2,2,0.199487329,0.175905243,0.21192421,2,29,8,1
KK,1,1,2,2,0.210408062,0.200262338,0.258877784,2,30,8,1
KK,1,2,2,1,0.270188928,0.211111858,0.317733467,2,31,8,0
KK,1,1,2,2,0.199543148,0.211133406,0.282446027,2,32,8,1
KK,2,2,2,2,0.187766925,0.19842355,0.258908212,2,33,8,1
KK,2,2,2,2,0.211372882,0.163970008,0.353085995,1,34,8,1
KK,1,1,2,1,0.317319214,0.752135754,0.564778447,2,35,8,1
KK,1,2,1,1,0.175440535,0.270263225,0.365953714,2,36,8,0
KK,2,2,2,2,0.222933501,0.175965682,0.270811081,2,37,8,1
KK,2,2,2,1,0.223050162,0.222918481,0.270692497,2,38,8,1
KK,2,1,1,1,0.64664644,0.505180061,0.458902955,2,39,8,0
KK,2,1,1,1,0.24665381,0.363979787,0.235373095,2,40,8,0
KK,1,1,2,2,0.187733442,0.152306989,0.294295758,1,41,8,1
KK,1,1,2,2,0.176044226,0.152382836,0.76473242,1,42,8,1
KK,2,1,1,1,0.340739965,0.198410839,0.695135772,1,43,8,0
KK,2,1,1,1,0.199522749,0.152316615,0.553065002,1,44,8,0
KK,1,1,2,2,0.187808901,0.152317375,0.24765867,1,45,8,1
KK,2,2,2,2,0.634864807,0.187540546,0.188329816,2,46,8,1
KK,1,1,1,2,0.423075736,0.458154142,0.98826611,1,47,8,1
KK,2,2,1,2,0.458352804,0.446451455,0.764768958,2,48,8,1
KK,1,1,2,2,0.152478307,0.175848648,0.317709982,1,49,8,1
KK,2,2,2,2,0.211143419,0.339323163,0.270672113,1,0,9,1
KK,2,2,2,2,0.152458295,0.152334705,0.258956343,2,1,9,1
KK,1,1,1,1,0.622986555,0.199409932,0.3413302,2,2,9,1
KK,2,2,1,2,0.293645501,0.516987503,0.882428765,1,3,9,1
KK,2,2,2,2,0.175821304,0.164036617,0.43538633,1,4,9,1
KK,1,1,1,2,0.187505513,0.164154813,1.153066993,2,5,9,1
KK,2,2,2,2,0.187834308,0.152342796,0.317727715,1,6,9,1
KK,1,1,1,1,0.234896839,0.48166883,0.329498917,2,7,9,1
KK,1,1,2,2,0.411270231,0.328728914,1.9881953,2,8,9,1
KK,1,1,1,1,0.199500799,0.18756403,0.282499522,1,9,9,1
KK,1,1,2,2,0.175906003,0.18754901,0.282548815,1,10,9,1
KK,2,2,2,2,0.187874347,0.175794736,0.164801627,2,11,9,1
KK,2,2,1,2,0.399504811,0.846408248,0.882398367,2,12,9,1
KK,2,2,2,2,0.19954662,0.16406934,0.21181564,2,13,9,1
KK,1,1,2,2,0.199505419,0.199361429,1.011851668,2,14,9,1
KK,2,2,1,2,0.386939704,0.270683646,0.658897758,2,15,9,1
KK,2,2,2,2,0.19953391,0.199439585,0.141280755,2,16,9,1
KK,1,1,2,2,0.21131359,0.199366435,0.294187576,1,17,9,1
KK,1,1,2,2,0.234720886,0.234756306,0.282442153,1,18,9,1
KK,1,1,1,1,0.281937033,0.175778955,0.529478669,1,19,9,1
KK,2,2,2,1,0.246575266,0.31699425,0.282466412,1,20,9,1
KK,2,2,1,1,0.258379579,0.352297902,0.600037038,1,21,9,1
KK,1,1,2,2,0.246593744,0.222917721,0.400068074,1,22,9,1
KK,2,1,1,1,0.387804806,0.316982329,0.717690289,1,23,9,0
KK,1,2,1,1,0.24661915,0.199367583,0.400071532,1,24,9,0
KK,1,1,1,2,0.246593356,0.234763622,0.588355899,1,25,9,1
KK,1,1,1,2,0.281891227,1.587580085,0.776542902,1,26,9,1
KK,2,2,2,2,0.165597051,0.162707567,0.258919358,1,27,9,1
KK,1,2,1,1,0.399574101,0.222826853,0.435384035,1,28,9,0
KK,2,2,1,2,0.399532139,0.376095593,0.882386804,1,29,9,1
KK,2,1,1,1,2.269996405,0.646367311,2.03520155,1,30,9,0
KK,2,2,2,2,0.164238751,0.199351802,0.270639777,1,31,9,1
KK,1,2,1,1,0.223059788,0.152367815,0.435352057,1,32,9,0
KK,1,1,1,1,0.258323371,0.199363738,0.364839137,1,33,9,1
KK,1,1,1,2,0.223045543,0.375846863,0.541250288,1,34,9,1
KK,2,1,2,1,2.234713078,0.034656823,0.247140452,1,35,9,0
KK,2,2,2,2,0.176008031,0.187594056,0.223665789,1,36,9,1
KK,1,1,2,2,0.187666446,0.175792813,0.294333875,1,37,9,1
KK,2,2,2,2,0.176080033,0.187837765,0.223603025,2,38,9,1
KK,1,1,1,1,1.070040941,1.19992125,0.776555598,2,39,9,1
KK,2,2,2,2,0.176115841,0.17571196,0.164811641,1,40,9,1
KK,1,1,2,2,0.223046303,0.18761909,0.317748487,2,41,9,1
KK,2,2,2,2,0.176019579,0.164075121,0.188300937,2,42,9,1
KK,2,2,2,2,0.199568942,2.6463449,0.058916137,2,43,9,1
KK,1,1,1,2,0.187821209,0.234675452,0.353002071,2,44,9,1
KK,2,2,2,2,0.199579343,0.234755531,0.176478133,1,45,9,1
KK,1,1,2,2,0.258337229,0.222942352,0.258945167,1,46,9,1
KK,1,1,2,2,0.234844863,0.199362203,0.15301539,1,47,9,1
KK,1,2,1,1,0.270131946,1.03463912,0.176500842,1,48,9,0
KK,2,2,2,2,0.199500799,1.093455553,0.164811254,1,49,9,1
KK,1,1,1,2,0.246372372,0.210903555,0.694160163,1,0,10,1
KK,2,2,2,1,0.399461687,0.281768024,0.364887267,1,1,10,1
KK,1,2,1,1,0.481851727,0.246402398,0.800085723,1,2,10,0
KK,1,1,2,1,0.517014027,1.399252653,1.353149533,2,3,10,1
KK,2,2,2,2,0.199536994,0.164111301,0.294197589,1,4,10,1
KK,1,1,2,2,0.211314365,0.16404663,0.305954933,1,5,10,1
KK,1,1,2,2,0.187573656,0.222862661,0.259109557,2,6,10,1
KK,2,2,2,2,0.540696621,0.764039755,1.058836818,2,7,10,1
KK,2,2,2,2,0.187753454,0.199372977,0.576573133,2,8,10,1
KK,2,2,1,1,0.505373359,0.352329075,0.376431316,2,9,10,1
KK,2,2,1,2,1.034786582,0.68173945,0.317752719,2,10,10,1
KK,1,1,2,2,0.2583507,0.175850183,0.388299167,2,11,10,1
KK,2,1,1,1,0.28190124,0.246522516,0.376540273,2,12,10,0
KK,1,1,2,2,0.187754616,0.164075509,0.282415986,1,13,10,1
KK,1,1,2,2,0.187763855,0.152433261,0.235361546,1,14,10,1
KK,2,2,2,1,0.19947809,0.387664676,0.258915126,1,15,10,1
KK,1,1,2,2,0.199545458,0.175853267,0.247058451,1,16,10,1
KK,1,1,1,1,0.281863511,0.540588439,0.341204673,1,17,10,1
KK,2,2,2,2,0.481868654,0.211112231,0.258904725,1,18,10,1
KK,2,2,2,2,0.234818682,0.19945845,0.117746413,2,19,10,1
KK,1,1,2,2,0.187757686,0.211203486,0.317743868,2,20,10,1
KK,2,2,2,2,0.175910622,0.187724188,0.117856137,2,21,10,1
KK,1,1,1,2,0.211283565,0.469986945,0.211831436,2,22,10,1
KK,1,1,2,2,0.187793493,0.234701633,0.258935153,2,23,10,1
KK,1,1,2,2,0.199205115,0.211517647,0.270617038,2,24,10,1
KK,2,2,2,2,0.222953901,0.175852105,0.235469341,2,25,10,1
KK,2,2,2,2,0.199525446,0.187539011,0.235429689,2,26,10,1
KK,2,2,2,2,0.211273164,0.175877899,0.082468577,2,27,10,1
KK,1,1,2,2,0.1994057,0.187765002,0.235381946,2,28,10,1
KK,2,2,1,1,0.199642479,0.222822621,0.117654778,2,29,10,1
KK,1,1,2,2,0.15247485,0.222905397,0.29422608,1,30,10,1
KK,2,2,2,2,0.199538529,0.19942072,0.211807564,1,31,10,1
KK,1,2,1,1,0.187931329,0.975810766,0.199963585,2,32,10,0
KK,2,1,1,1,0.481893301,0.281635195,0.635411501,1,33,10,0
KK,1,2,1,1,0.329003036,0.199389532,0.270642847,1,34,10,0
KK,1,1,2,2,0.234810203,0.211160749,0.306002676,1,35,10,1
KK,2,2,1,1,0.258342624,0.187591746,0.435429066,1,36,10,1
KK,2,2,1,1,0.223095208,0.199418023,0.882403374,1,37,10,1
KK,2,2,2,2,0.176038444,0.175815538,0.247005314,1,38,10,1
KK,1,1,2,2,0.187806591,0.152182624,0.329537034,2,39,10,1
KK,1,1,1,1,1.312171221,0.251281589,0.329491973,2,40,10,1
KK,2,2,2,2,0.18783392,0.229300752,0.35294202,1,41,10,1
KK,1,1,2,2,0.24665381,0.199309841,0.270650148,2,42,10,1
KK,2,1,1,1,0.317231029,0.258134723,0.505990148,2,43,10,0
KK,1,1,1,1,0.199529678,0.187612548,0.270709842,1,44,10,1
KK,2,2,2,2,0.175998792,0.211117238,0.25892207,1,45,10,1
KK,2,2,2,2,0.423070341,0.622932673,0.458894879,1,46,10,1
KK,1,2,1,1,0.528956234,0.222841874,0.376553357,1,47,10,0
KK,2,2,2,2,0.175513297,0.505768776,0.25885275,1,48,10,1
KK,1,1,1,2,0.234802514,0.458254606,0.294212222,1,49,10,1
KK,1,1,1,1,0.340526283,0.363586694,0.32949546,1,0,11,1
KK,1,1,2,2,0.575956345,0.140527293,0.54109782,1,1,11,1
KK,2,2,2,2,0.164232582,0.175865591,0.258879334,1,2,11,1
KK,2,2,2,2,0.176238656,0.163707435,0.259006768,1,3,11,1
KK,1,1,2,2,0.234790191,0.352302134,0.42358163,1,4,11,1
KK,2,2,2,2,0.176022276,0.187600225,0.129499152,2,5,11,1
KK,2,1,1,1,0.305504113,0.2463177,0.623575211,2,6,11,0
KK,2,1,1,1,0.211294726,0.258286417,0.058934614,1,7,11,0
KK,1,1,2,2,0.152459055,0.16433461,0.29424727,1,8,11,1
KK,1,1,1,1,0.517177701,0.234632716,0.212364659,1,9,11,1
KK,1,2,1,1,0.317131341,0.234669685,0.811867297,1,10,11,0
KK,1,2,1,1,0.223069414,0.175854027,0.682404757,1,11,11,0
KK,1,1,2,2,0.14074868,0.175819382,0.329479277,1,12,11,1
KK,1,1,2,2,0.199434578,0.140614316,0.259050667,1,13,11,1
KK,2,2,2,2,0.176009193,0.164044321,0.211878791,2,14,11,1
KK,2,2,2,2,0.199651331,0.187381923,0.235403895,2,15,11,1
KK,2,2,2,2,0.164193317,0.128768012,0.29420799,2,16,11,1
KK,1,1,1,1,0.223187998,0.646396518,0.635255218,2,17,11,1
KK,2,2,1,1,0.175983787,0.15240708,0.341239721,1,18,11,1
KK,2,2,1,2,0.552484035,0.375822604,0.388286084,1,19,11,1
KK,1,1,2,2,0.293675512,0.422847807,0.411884725,1,20,11,1
KK,1,1,1,2,0.187775791,0.669971704,1.27056849,1,21,11,1
KK,1,2,1,1,0.258384585,0.116958685,0.435220391,1,22,11,0
KK,2,2,2,2,0.176038831,0.175792426,0.341251642,1,23,11,1
KK,2,2,1,1,0.22294043,0.152490631,0.34122932,2,24,11,1
KK,2,2,1,2,0.399411619,0.316975027,1.223656535,1,25,11,1
KK,1,1,1,1,0.493590593,0.564038098,0.247127369,1,26,11,1
