Subj_idx,Stimulus,Response,Confidence,RT_decConf,Accuracy,Raw_Response,StimulusType
1,0,1,1,10.559,0,4,Word
1,0,0,2,3.297,1,2,Word
1,0,0,1,1.898,1,3,Word
1,0,1,1,1.704,0,4,Word
1,0,0,3,1.576,1,1,Word
1,1,0,3,1.309,0,1,Word
1,1,0,2,0.925,0,2,Word
1,1,1,2,4.399,1,5,Word
1,0,0,2,1.255,1,2,Word
1,0,0,2,1.1,1,2,Word
1,0,1,1,1.337,0,4,Word
1,0,0,2,1.301,1,2,Word
1,1,0,1,1.365,0,3,Word
1,1,0,1,1.341,0,3,Word
1,0,0,1,0.981,1,3,Word
1,1,0,3,1.722,0,1,Word
1,0,0,3,0.94,1,1,Word
1,0,0,2,1.118,1,2,Word
1,1,1,2,2.017,1,5,Word
1,1,0,2,1.046,0,2,Word
1,1,0,1,1.105,0,3,Word
1,0,0,2,1.009,1,2,Word
1,1,0,1,1.31,0,3,Word
1,1,1,2,2.494,1,5,Word
1,0,0,2,1.179,1,2,Word
1,1,1,3,1.072,1,6,Word
1,0,0,2,1.104,1,2,Word
1,1,0,2,1.045,0,2,Word
1,0,0,2,0.949,1,2,Word
1,0,0,3,1.077,1,1,Word
1,1,1,1,1.279,1,4,Word
1,0,0,3,0.878,1,1,Word
1,1,0,3,0.977,0,1,Word
1,0,0,3,0.854,1,1,Word
1,0,0,3,1.203,1,1,Word
1,0,0,1,1.149,1,3,Word
1,1,0,1,1.261,0,3,Word
1,0,1,1,2.141,0,4,Word
1,1,1,2,1.037,1,5,Word
1,0,0,2,1.215,1,2,Word
1,0,0,2,0.836,1,2,Word
1,1,0,2,0.919,0,2,Word
1,0,0,3,1.097,1,1,Word
1,0,0,1,1.1,1,3,Word
1,1,0,3,1.209,0,1,Word
1,0,0,2,1.134,1,2,Word
1,1,0,2,2.072,0,2,Word
1,0,0,1,1.549,1,3,Word
1,1,0,2,1.038,0,2,Word
1,1,0,1,1.408,0,3,Word
1,1,1,1,1.411,1,4,Word
1,0,1,1,1.44,0,4,Word
1,0,1,1,1.09,0,4,Word
1,1,0,2,1.014,0,2,Word
1,1,0,2,0.896,0,2,Word
1,1,0,3,1.078,0,1,Word
1,1,1,2,1.286,1,5,Word
1,0,0,3,0.957,1,1,Word
1,0,0,3,1.112,1,1,Word
1,0,0,2,3.512,1,2,Word
1,0,0,2,0.984,1,2,Word
