Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy
22,p36_rpm.gif,Option 2,0,27.436,0.639,20,0
23,p1_rpm.gif,Option 6,80,28.497,3.608,1,1
23,p3_rpm.gif,Option 8,100,10.719,2.862,2,1
23,p5_rpm.gif,Option 4,80,30.675,1.834,3,1
23,p7_rpm.gif,Option 7,60,24.618,1.552,4,1
23,p9_rpm.gif,Option 9,100,14.188,3.933,5,1
23,p11_rpm.gif,Option 6,100,10.176,3.165,6,1
23,p13_rpm.gif,Option 3,40,65.341,1.354,7,1
23,p15_rpm.gif,Option 3,40,44.738,1.274,8,1
23,p17_rpm.gif,Option 7,60,14.497,2.757,9,1
23,p19_rpm.gif,Option 6,20,84.9,1.167,10,0
23,p21_rpm.gif,Option 2,40,52.912,1.674,11,0
23,p23_rpm.gif,Option 4,20,56.086,0.981,12,0
23,p25_rpm.gif,Option 2,0,30.696,1.862,13,0
23,p27_rpm.gif,Option 3,20,12.381,1.352,14,0
23,p29_rpm.gif,Option 8,20,50.314,1.077,15,0
23,p31_rpm.gif,Option 5,40,30.228,2.277,16,1
23,p33_rpm.gif,Option 6,20,49.657,1.016,17,1
23,p34_rpm.gif,Option 3,20,21.217,1.939,18,0
23,p35_rpm.gif,Option 2,40,8.735,0.967,19,0
23,p36_rpm.gif,Option 6,20,46.312,1.111,20,0
24,p1_rpm.gif,Option 6,80,41.677,8.216,1,1
24,p3_rpm.gif,Option 8,80,25.508,5.283,2,1
24,p5_rpm.gif,Option 4,80,29.205,2.72,3,1
24,p7_rpm.gif,Option 7,80,17.898,1.764,4,1
24,p9_rpm.gif,Option 9,80,11.888,1.263,5,1
24,p11_rpm.gif,Option 6,80,11.519,1.349,6,1
24,p13_rpm.gif,Option 3,80,39.272,2.135,7,1
24,p15_rpm.gif,Option 3,80,23.386,2.043,8,1
24,p17_rpm.gif,Option 7,80,50.609,1.664,9,1
24,p19_rpm.gif,Option 9,40,92.355,2.599,10,0
24,p21_rpm.gif,Option 9,80,87.084,2.287,11,1
24,p23_rpm.gif,Option 7,80,23.378,2.18,12,1
24,p25_rpm.gif,Option 8,60,77.601,2.72,13,1
24,p27_rpm.gif,Option 8,60,74.264,2.392,14,1
24,p29_rpm.gif,Option 7,40,80.42,1.84,15,1
24,p31_rpm.gif,Option 3,20,115.314,1.787,16,0
24,p33_rpm.gif,Option 3,20,116.503,2.775,17,0
24,p34_rpm.gif,Option 2,20,102.611,2.332,18,1
24,p35_rpm.gif,Option 4,80,38.831,2.232,19,1
24,p36_rpm.gif,Option 4,80,65.573,2.289,20,0
25,p1_rpm.gif,Option 6,80,29.652,4.821,1,1
25,p3_rpm.gif,Option 8,80,7.283,2.319,2,1
25,p5_rpm.gif,Option 4,80,8.298,1.788,3,1
25,p7_rpm.gif,Option 7,60,22.781,2.743,4,1
25,p9_rpm.gif,Option 9,80,20.921,2.047,5,1
25,p11_rpm.gif,Option 6,80,9.135,1.223,6,1
25,p13_rpm.gif,Option 7,40,28.406,1.866,7,0
25,p15_rpm.gif,Option 9,80,26.064,1.539,8,0
25,p17_rpm.gif,Option 7,60,22.91,2.106,9,1
25,p19_rpm.gif,Option 4,80,15.973,1.182,10,1
25,p21_rpm.gif,Option 9,60,30.52,1.981,11,1
25,p23_rpm.gif,Option 7,80,20.039,1.369,12,1
25,p25_rpm.gif,Option 8,80,29.139,1.545,13,1
25,p27_rpm.gif,Option 8,40,35.716,2.581,14,1
25,p29_rpm.gif,Option 7,80,64.395,1.175,15,1
25,p31_rpm.gif,Option 5,60,76.566,1.4,16,1
25,p33_rpm.gif,Option 4,40,75.735,1.219,17,0
25,p34_rpm.gif,Option 2,80,28.499,1.707,18,1
25,p35_rpm.gif,Option 2,60,34.822,1.819,19,0
25,p36_rpm.gif,Option 5,60,52.153,2.257,20,0
26,p1_rpm.gif,Option 6,100,30.137,9.332,1,1
26,p3_rpm.gif,Option 8,80,19.322,2.985,2,1
26,p5_rpm.gif,Option 4,40,50.882,3.219,3,1
26,p7_rpm.gif,Option 3,60,17.074,1.709,4,0
26,p9_rpm.gif,Option 8,40,44.626,2.357,5,0
26,p11_rpm.gif,Option 6,80,33.159,2.384,6,1
26,p13_rpm.gif,Option 6,60,9.602,1.671,7,0
26,p15_rpm.gif,Option 3,80,29.22,1.998,8,1
26,p17_rpm.gif,Option 7,60,30.072,1.343,9,1
26,p19_rpm.gif,Option 4,60,16.475,1.423,10,1
26,p21_rpm.gif,Option 5,60,29.039,1.481,11,0
26,p23_rpm.gif,Option 9,60,64.277,2.061,12,0
26,p25_rpm.gif,Option 2,40,42.827,2.712,13,0
26,p27_rpm.gif,Option 5,20,64.843,1.403,14,0
26,p29_rpm.gif,Option 3,40,36.93,1.353,15,0
26,p31_rpm.gif,Option 4,60,37.292,4.108,16,0
26,p33_rpm.gif,Option 6,40,44.796,1.504,17,1
26,p34_rpm.gif,Option 7,40,14.774,1.391,18,0
26,p35_rpm.gif,Option 2,60,16.537,2.346,19,0
26,p36_rpm.gif,Option 5,40,20.693,1.86,20,0
27,p1_rpm.gif,Option 2,20,41.035,4.561,1,0
27,p3_rpm.gif,Option 8,100,13.346,2.381,2,1
27,p5_rpm.gif,Option 8,80,26.455,2.394,3,0
27,p7_rpm.gif,Option 7,100,9.34,2.116,4,1
27,p9_rpm.gif,Option 9,100,8.273,1.277,5,1
27,p11_rpm.gif,Option 6,100,20.867,2.091,6,1
27,p13_rpm.gif,Option 7,60,43.392,2.021,7,0
27,p15_rpm.gif,Option 9,80,38.236,1.293,8,0
27,p17_rpm.gif,Option 5,80,38.027,1.876,9,0
27,p19_rpm.gif,Option 4,100,22.163,2.309,10,1
27,p21_rpm.gif,Option 5,80,30.92,2.924,11,0
27,p23_rpm.gif,Option 4,80,47.111,1.981,12,0
27,p25_rpm.gif,Option 9,40,50.318,1.88,13,0
27,p27_rpm.gif,Option 5,40,44.412,2.281,14,0
27,p29_rpm.gif,Option 4,40,53.597,1.402,15,0
27,p31_rpm.gif,Option 9,60,77.712,1.322,16,0
27,p33_rpm.gif,Option 6,80,87.451,1.671,17,1
27,p34_rpm.gif,Option 6,20,50.436,3.042,18,0
27,p35_rpm.gif,Option 4,60,32.248,1.35,19,1
27,p36_rpm.gif,Option 2,20,22.122,4.894,20,0
28,p1_rpm.gif,Option 6,100,25.33,7.171,1,1
28,p3_rpm.gif,Option 8,100,16.233,1.918,2,1
28,p5_rpm.gif,Option 4,100,15.843,1.6,3,1
28,p7_rpm.gif,Option 7,100,25.562,0.481,4,1
28,p9_rpm.gif,Option 9,100,6.586,1.138,5,1
28,p11_rpm.gif,Option 6,100,18.655,1.497,6,1
28,p13_rpm.gif,Option 3,100,35.43,0.938,7,1
28,p15_rpm.gif,Option 3,100,31.678,0.948,8,1
28,p17_rpm.gif,Option 7,60,58.007,1.759,9,1
28,p19_rpm.gif,Option 4,80,29.353,1.438,10,1
28,p21_rpm.gif,Option 9,100,42.317,2.287,11,1
28,p23_rpm.gif,Option 7,100,26.716,0.204,12,1
28,p25_rpm.gif,Option 8,100,46.445,0.255,13,1
28,p27_rpm.gif,Option 8,80,58.357,1.383,14,1
28,p29_rpm.gif,Option 8,60,71.111,1.336,15,0
28,p31_rpm.gif,Option 9,60,142.782,1.498,16,0
28,p33_rpm.gif,Option 8,20,117.259,1.868,17,0
28,p34_rpm.gif,Option 3,20,53.689,0.193,18,0
28,p35_rpm.gif,Option 4,40,103.28,1.444,19,1
28,p36_rpm.gif,Option 9,20,64.794,0.589,20,0
29,p1_rpm.gif,Option 6,60,28.376,7.644,1,1
29,p3_rpm.gif,Option 8,80,52.893,5.95,2,1
29,p5_rpm.gif,Option 4,100,25.398,4.18,3,1
29,p7_rpm.gif,Option 6,60,35.403,2.928,4,0
29,p9_rpm.gif,Option 8,40,25.323,1.797,5,0
29,p11_rpm.gif,Option 4,40,62.253,3.096,6,0
29,p13_rpm.gif,Option 3,60,47.827,3.516,7,1
29,p15_rpm.gif,Option 9,80,21.207,3.025,8,0
29,p17_rpm.gif,Option 7,100,14.256,1.679,9,1
29,p19_rpm.gif,Option 6,80,26.325,1.653,10,0
29,p21_rpm.gif,Option 8,60,36.564,2.401,11,0
29,p23_rpm.gif,Option 9,60,28.506,2.514,12,0
29,p25_rpm.gif,Option 5,40,30.269,1.693,13,0
29,p27_rpm.gif,Option 7,40,19.954,1.799,14,0
29,p29_rpm.gif,Option 8,40,26.769,1.479,15,0
29,p31_rpm.gif,Option 6,20,68.611,1.282,16,0
29,p33_rpm.gif,Option 5,20,39.464,1.087,17,0
29,p34_rpm.gif,Option 2,20,21.126,1.227,18,1
29,p35_rpm.gif,Option 2,20,23.596,0.38,19,0
29,p36_rpm.gif,Option 9,20,22.247,0.623,20,0
30,p1_rpm.gif,Option 7,20,19.623,3.685,1,0
30,p3_rpm.gif,Option 8,80,18.474,6.715,2,1
30,p5_rpm.gif,Option 4,100,10.428,1.646,3,1
30,p7_rpm.gif,Option 7,60,35.286,2.431,4,1
30,p9_rpm.gif,Option 9,0,11.68,0.742,5,1
30,p11_rpm.gif,Option 6,100,14.572,2.62,6,1
30,p13_rpm.gif,Option 8,20,11.804,2.134,7,0
30,p15_rpm.gif,Option 3,100,19.579,2.007,8,1
30,p17_rpm.gif,Option 8,0,16.497,1.603,9,0
30,p19_rpm.gif,Option 3,0,9.165,0.979,10,0
30,p21_rpm.gif,Option 5,20,12.487,1.382,11,0
30,p23_rpm.gif,Option 5,20,33.145,1.178,12,0
30,p25_rpm.gif,Option 8,80,7.086,1.537,13,1
30,p27_rpm.gif,Option 8,0,18.798,1.258,14,1
30,p29_rpm.gif,Option 7,0,20.154,0.917,15,1
30,p31_rpm.gif,Option 8,40,15.083,3.639,16,0
30,p33_rpm.gif,Option 8,40,1.526,0.565,17,0
30,p34_rpm.gif,Option 8,40,2.426,0.436,18,0
30,p35_rpm.gif,Option 8,40,0.503,0.431,19,0
30,p36_rpm.gif,Option 8,40,0.338,0.29,20,0
31,p1_rpm.gif,Option 6,80,13.414,4.086,1,1
31,p3_rpm.gif,Option 8,80,14.075,1.624,2,1
31,p5_rpm.gif,Option 4,60,9.817,3.061,3,1
31,p7_rpm.gif,Option 7,80,12.867,1.506,4,1
31,p9_rpm.gif,Option 9,80,10.8,1.676,5,1
31,p11_rpm.gif,Option 6,80,10.219,2.806,6,1
31,p13_rpm.gif,Option 6,40,10.783,1.875,7,0
31,p15_rpm.gif,Option 3,40,18.145,1.752,8,1
31,p17_rpm.gif,Option 5,20,13.603,2.116,9,0
31,p19_rpm.gif,Option 4,60,15.241,2.151,10,1
31,p21_rpm.gif,Option 2,0,22.93,1.973,11,0
31,p23_rpm.gif,Option 2,60,12.96,2.675,12,0
31,p25_rpm.gif,Option 3,20,17.474,1.932,13,0
31,p27_rpm.gif,Option 8,40,30.992,1.553,14,1
31,p29_rpm.gif,Option 9,0,20.693,1.252,15,0
31,p31_rpm.gif,Option 6,40,23.227,1.882,16,0
31,p33_rpm.gif,Option 5,20,23.896,1.276,17,0
31,p34_rpm.gif,Option 8,0,19.227,1.054,18,0
31,p35_rpm.gif,Option 3,20,38.205,1.327,19,0
31,p36_rpm.gif,Option 4,0,22.836,0.852,20,0
32,p1_rpm.gif,Option 6,80,29.868,6.907,1,1
32,p3_rpm.gif,Option 8,80,12.443,1.892,2,1
32,p5_rpm.gif,Option 4,80,18.882,2.787,3,1
32,p7_rpm.gif,Option 7,80,20.004,1.831,4,1
32,p9_rpm.gif,Option 9,80,10.12,2.775,5,1
32,p11_rpm.gif,Option 6,80,13.305,1.933,6,1
32,p13_rpm.gif,Option 3,80,12.082,1.865,7,1
32,p15_rpm.gif,Option 3,80,30.448,1.576,8,1
32,p17_rpm.gif,Option 7,80,15.386,2.81,9,1
32,p19_rpm.gif,Option 4,80,15.059,1.32,10,1
32,p21_rpm.gif,Option 5,80,36.916,1.22,11,0
32,p23_rpm.gif,Option 7,80,32.755,3.139,12,1
32,p25_rpm.gif,Option 8,60,30.141,2.258,13,1
32,p27_rpm.gif,Option 5,40,90.469,6.973,14,0
32,p29_rpm.gif,Option 4,60,71.544,1.911,15,0
32,p31_rpm.gif,Option 9,80,66.465,2.64,16,0
32,p33_rpm.gif,Option 6,80,57.059,2.45,17,1
32,p34_rpm.gif,Option 2,80,50.231,3.141,18,1
32,p35_rpm.gif,Option 4,60,49.702,2.665,19,1
32,p36_rpm.gif,Option 4,80,43.814,1.356,20,0
33,p1_rpm.gif,Option 6,80,32.338,4.452,1,1
33,p3_rpm.gif,Option 8,80,25.569,1.424,2,1
33,p5_rpm.gif,Option 4,80,10.61,2.309,3,1
33,p7_rpm.gif,Option 7,80,18.642,1.293,4,1
33,p9_rpm.gif,Option 9,80,11.372,1.28,5,1
33,p11_rpm.gif,Option 6,80,15.039,1.541,6,1
33,p13_rpm.gif,Option 3,80,34.313,0.947,7,1
33,p15_rpm.gif,Option 3,80,30.567,2.218,8,1
33,p17_rpm.gif,Option 4,80,16.85,2.838,9,0
33,p19_rpm.gif,Option 4,80,37.291,0.835,10,1
33,p21_rpm.gif,Option 2,80,49.379,0.692,11,0
33,p23_rpm.gif,Option 7,20,100.751,1.33,12,1
33,p25_rpm.gif,Option 5,40,42.118,1.041,13,0
33,p27_rpm.gif,Option 7,20,63.087,0.96,14,0
33,p29_rpm.gif,Option 8,40,91.929,0.925,15,0
33,p31_rpm.gif,Option 5,40,101.174,3.057,16,1
33,p33_rpm.gif,Option 6,0,200.493,1.983,17,1
33,p34_rpm.gif,Option 2,40,78.799,1.636,18,1
33,p35_rpm.gif,Option 8,60,61.323,1.523,19,0
33,p36_rpm.gif,Option 2,20,112.852,1.048,20,0
