Subj_idx,Stimulus,Response,Confidence,Awareness,RT_dec,RT_conf,RT_aware,Trial_count,Block_count,Accuracy
ab,2,1,1,2,3.28144930069,0.763834319654,0.952956132816,0,0,0
ab,1,1,1,1,0.599596590851,0.46993238912,1.47052837821,1,0,1
ab,1,1,1,1,0.423074864777,1.1224734471100002,1.09417782574,2,0,1
ab,1,2,1,1,0.5172215050419999,4.51666286153,0.658875944564,3,0,0
ab,2,1,1,2,1.37596785663,1.77573100102,0.576493158638,4,0,0
ab,2,2,1,1,1.5641429403600002,0.6346005544860001,2.6113866255900002,5,0,1
ab,1,1,1,1,2.45819009511,1.49340850701,1.34120798672,6,0,1
ab,2,2,2,2,3.3051745173900002,1.09344515957,0.376581555987,7,0,1
ab,1,1,1,1,0.681861949985,2.5873945998299996,3.0469618609299998,8,0,1
ab,2,1,1,2,2.72851388119,0.717774142466,0.328933999599,9,0,0
ab,1,1,1,2,1.4465328873899999,0.375765343542,0.364835411916,10,0,1
ab,2,1,1,2,1.04587152431,1.0822957746,0.847086448832,11,0,0
ab,2,2,1,1,0.846574391026,0.587575167583,1.08237508581,12,0,1
ab,1,1,2,1,0.752403495391,3.0344564852900002,0.376622366608,13,0,1
ab,2,1,1,2,1.9994144060699999,0.5639650676479999,0.553040526102,14,0,0
ab,1,1,2,2,3.54049279981,0.5758143932909999,3.38808707139,15,0,1
ab,1,1,2,1,0.893627883357,0.940477322578,1.2588456061,16,0,1
ab,2,2,1,2,1.5288844878499999,0.505195076699,0.30597763962900004,17,0,1
ab,2,2,1,1,0.541227776017,0.44633961444700004,2.41116547822,18,0,1
ab,1,1,1,1,1.32883851814,0.928735798578,1.96470381691,19,0,1
ab,1,1,1,1,0.528942238725,1.0111120394,0.48241812946400003,20,0,1
ab,2,1,2,2,1.74062693586,3.69319305773,0.247122562385,21,0,0
ab,1,1,2,1,0.646685118714,0.71677004716,0.376571160828,22,0,1
ab,1,1,1,1,0.399530215838,1.5992897411700002,9.41115354304,23,0,1
ab,2,1,2,2,0.999490637234,0.35227883049099995,2.91749324218,24,0,0
ab,1,1,1,1,0.846788069284,0.705294947222,7.64633322335,25,0,1
ab,2,2,2,2,0.6936057840209999,0.528762055977,0.529525137612,26,0,1
ab,2,2,2,2,0.564204541299,1.28168800433,0.35306847752899995,27,0,1
ab,2,2,2,1,0.6582125794520001,3.84629449176,0.647154825874,28,0,1
ab,1,1,1,1,0.49423318958400003,0.434525324339,1.3641458664,29,0,1
ab,1,1,2,2,0.987872315114,1.21087926485,0.8823937970919999,30,0,1
ab,1,1,2,1,0.670093475575,3.4691092465699995,0.447146971756,31,0,1
ab,2,2,1,2,0.775984719887,0.799176703447,0.847103004086,32,0,1
ab,2,2,1,2,0.505195846712,1.3758061541600002,0.7885097308319999,33,0,1
ab,2,2,2,2,0.552376390977,0.458294816704,0.905875690074,34,0,1
ab,1,1,2,1,0.646467205392,1.1051836035200002,0.8707261942219999,35,0,1
ab,2,1,1,2,3.6345997844699998,0.410372366126,0.411882359147,36,0,0
ab,1,1,2,2,0.811299383258,0.364036524736,2.1882070392200004,37,0,1
ab,2,1,2,2,0.8348317120090001,1.58681324097,1.811675919,38,0,0
ab,1,1,1,2,1.07010879881,0.49339272177199994,1.12947439384,39,0,1
ab,2,2,1,2,0.893655988786,0.587495086362,0.564824400748,40,0,1
ab,2,1,1,2,1.22232972442,0.658774688021,0.235453804493,41,0,0
ab,1,2,1,2,0.634755711852,0.611481337033,0.21186680491,42,0,0
ab,1,1,1,1,0.858290504639,0.411100027221,0.635356321007,43,0,1
ab,1,1,1,1,0.55243491187,0.340514591144,0.458046487918,44,0,1
ab,2,1,2,2,0.42312761058,0.411098487197,3.0586891397200002,45,0,0
ab,1,1,2,1,0.599551545163,3.9167301605500002,0.32948571300900004,46,0,1
ab,2,1,2,2,0.670065370146,1.50516504624,0.517791313729,47,0,0
ab,1,1,2,2,0.517264240692,0.905115303483,1.05882697182,48,0,1
ab,2,1,1,2,1.35244823307,0.44634962460100003,0.129503654283,49,0,0
ab,2,1,1,2,0.48166082291900003,0.25796201763099996,0.670642493944,0,1,0
ab,2,1,1,2,0.8465767010619999,0.952226161688,0.42361464300499996,1,1,0
ab,2,2,1,1,0.705421229148,0.446454731202,1.3058656029200002,2,1,1
ab,1,1,1,2,1.5633105576700002,1.1881839388600002,1.2002038221100002,3,1,1
ab,1,1,2,1,0.5877584303760001,0.822823378941,0.60011095869,4,1,1
ab,1,1,2,2,0.48186487603,0.30527846897,1.44706381049,5,1,1
ab,2,1,1,2,0.364240192841,0.24641992667100002,0.670637103864,6,1,0
