Subj_idx,Block,Trial_in_block,Trial,Stimulus,RT_start,Response,Confidence,RT_conf,ErrorDirection,RT_error
1,1,34,34,2.1,0.24105,1.6904,1,1.2563,0,0.53646
1,1,35,35,2.1,0.62859,2.0746,3,1.3367,1,0.5324
1,1,36,36,2.1,0.60915,2.0487,3,1.5741,1,0.40223
1,1,37,37,2.1,0.44315,1.8132,2,0.94249,0,0.87715
1,1,38,38,2.1,0.67546,1.5773,2,1.7546,0,0.50104
1,1,39,39,2.1,0.50376,1.8191,3,1.5899,1,0.63779
1,1,40,40,2.1,0.35616,2.0146,2,1.0877,1,2.2134
1,1,41,41,2.1,0.46934,2.0768,2,1.3941,1,1.1362
1,1,42,42,2.1,0.76222,1.7936,2,1.4848,0,0.61041
1,1,43,43,2.1,1.0623,1.8158,2,1.2371,0,1.2775
1,1,44,44,2.1,0.46209,2.0868,3,1.3419,0,1.2705
1,1,45,45,2.1,0.60707,1.9233,2,3.2473,0,2.0691
1,1,46,46,2.1,0.37657,2.3203,2,2.0396,0,1.963
1,1,47,47,2.1,0.50791,1.8345,3,0.83362,0,1.0048
1,1,48,48,2.1,0.32607,2.1621,1,1.1809,0,1.6876
1,1,49,49,2.1,0.88085,2.1443,1,0.39326,1,1.0045
1,1,50,50,2.1,0.26724,1.9186,1,1.0931,0,1.0141
1,1,51,51,2.1,1.1436,2.3862,2,1.1155,1,0.4181
1,1,52,52,2.1,0.80988,1.9135,1,2.45,0,1.4607
1,1,53,53,2.1,0.48548,2.4367,2,1.1158,1,0.53086
1,1,54,54,2.1,0.40626,1.8443,3,1.2826,1,0.41693
1,1,55,55,2.1,0.54864,2.0217,3,0.96051,0,0.83448
1,1,56,56,2.1,0.56448,1.8969,2,1.5617,0,0.93468
1,1,57,57,2.1,0.40189,2.2669,2,1.8448,1,1.7106
1,1,58,58,2.1,0.53919,2.677,2,5.9253,0,0.76769
1,1,59,59,2.1,0.32978,2.7741,1,1.4446,1,0.90165
1,1,60,60,2.1,0.51081,1.8263,1,1.2918,1,0.89937
1,2,1,61,4.2,3.2092,4.0456,1,1.4901,1,0.74009
1,2,2,62,4.2,0.78533,4.3469,3,1.6949,0,1.0907
1,2,3,63,4.2,0.7601,4.5008,1,1.0804,1,0.4259
1,2,4,64,4.2,0.57776,3.7831,2,1.237,0,1.075
1,2,5,65,4.2,0.686,4.2819,2,1.1555,1,1.6964
1,2,6,66,4.2,0.92946,3.4131,2,1.1898,0,1.4038
1,2,7,67,4.2,1.1986,4.4835,1,1.2589,1,1.4949
1,2,8,68,4.2,2.7303,2.3056,2,1.1637,0,0.50594
1,2,9,69,4.2,0.49347,3.5819,1,1.2251,1,0.72968
1,2,10,70,4.2,0.94843,3.3483,2,1.7099,1,0.49326
1,2,11,71,4.2,0.52041,3.9015,2,1.3332,1,0.30628
1,2,12,72,4.2,1.4226,3.2369,2,1.844,1,0.59598
1,2,13,73,4.2,0.58999,3.8358,1,1.1108,1,0.36183
1,2,14,74,4.2,0.43783,4.7223,2,1.4265,1,0.52771
1,2,15,75,4.2,0.80556,2.8887,1,1.2061,0,0.36929
1,2,16,76,4.2,0.61434,4.7938,2,1.025,1,0.95641
1,2,17,77,4.2,0.2796,4.2696,2,0.56402,1,0.62023
1,2,18,78,4.2,0.35166,3.9215,2,0.77546,0,1.7101
1,2,19,79,4.2,0.63588,3.3926,2,1.434,0,1.0153
1,2,20,80,4.2,0.75229,4.2034,1,0.83989,0,1.5511
1,2,21,81,4.2,0.58077,3.6127,3,1.3807,0,1.7986
1,2,22,82,4.2,0.3629,3.7517,1,1.0992,1,1.082
1,2,23,83,4.2,0.57838,3.7613,2,1.1319,0,1.6199
1,2,24,84,4.2,1.0041,3.5391,1,1.5653,1,0.32566
1,2,25,85,4.2,0.6034,3.3492,1,1.7875,0,0.57961
1,2,26,86,4.2,0.51014,3.8735,2,1.2611,1,1.8361
1,2,27,87,4.2,0.40432,3.4287,2,0.94215,0,0.42691
1,2,28,88,4.2,0.55462,3.1814,2,2.3059,1,1.4452
1,2,29,89,4.2,1.3897,3.5183,1,1.3026,1,1.5002
1,2,30,90,4.2,0.69417,4.8413,2,0.92155,1,0.73941
1,2,31,91,4.2,1.1784,4.0181,1,1.8558,0,0.42474
1,2,32,92,4.2,0.77771,3.3889,2,1.1945,0,0.4973
1,2,33,93,4.2,0.46083,2.9403,3,0.61143,0,2.1477
1,2,34,94,4.2,0.48708,3.7102,2,1.3768,0,1.5865
1,2,35,95,4.2,0.67253,4.1389,1,1.0228,1,0.70649
1,2,36,96,4.2,0.58292,3.7269,2,2.1201,1,1.4884
1,2,37,97,4.2,0.41811,3.8978,2,2.1468,0,2.8582
1,2,38,98,4.2,0.52199,4.2183,3,2.71,1,1.0208
1,2,39,99,4.2,1.3322,3.5054,2,1.0465,0,1.3718
1,2,40,100,4.2,0.88296,2.6469,2,2.8229,0,0.47626
1,2,41,101,4.2,0.46794,3.5163,2,1.2819,0,5.334
1,2,42,102,4.2,0.42952,4.2806,1,1.1889,1,0.64927
1,2,43,103,4.2,0.41702,3.8291,2,1.4249,0,1.0335
1,2,44,104,4.2,0.71292,4.5056,1,1.3583,1,0.50588
1,2,45,105,4.2,0.64569,4.4142,2,0.4467,1,1.43
1,2,46,106,4.2,0.34381,3.8638,2,1.5709,1,1.1301
1,2,47,107,4.2,0.48094,3.4106,2,0.43428,0,1.5127
1,2,48,108,4.2,0.45183,4.2819,2,1.5269,1,3.4772
1,2,49,109,4.2,0.531,4.0518,2,1.013,1,1.1253
1,2,50,110,4.2,0.59419,3.5251,2,1.0048,0,0.73964
1,2,51,111,4.2,0.37007,3.9683,2,1.227,0,0.83334
1,2,52,112,4.2,0.57596,4.7721,3,2.1462,0,0.99122
1,2,53,113,4.2,0.83195,5.0759,1,0.73138,1,0.60853
1,2,54,114,4.2,0.54193,4.3325,2,2.439,1,1.5231
1,2,55,115,4.2,0.83575,4.0893,1,1.0678,1,0.98341
1,2,56,116,4.2,0.51147,3.6494,2,1.9567,1,1.323
1,2,57,117,4.2,0.49338,4.4688,1,1.0568,1,1.63
1,2,58,118,4.2,0.42846,4.2798,3,1.502,0,1.9609
1,2,59,119,4.2,0.78869,4.1478,1,0.96411,1,0.68729
1,2,60,120,4.2,0.41035,3.8858,2,1.2674,1,0.52093
1,3,1,121,4.2,1.3403,4.6322,2,1.1111,0,0.79989
1,3,2,122,2.1,0.65488,1.8641,2,1.359,0,0.8769
1,3,3,123,2.1,0.87618,2.8594,3,1.232,1,1.4306
1,3,4,124,2.1,0.49707,2.2901,1,1.3897,0,0.93035
1,3,5,125,4.2,0.48811,3.666,2,1.1025,0,1.0387
1,3,6,126,2.1,0.50048,2.7943,3,2.4272,1,1.0219
1,3,7,127,4.2,0.53844,4.5086,3,4.8839,0,2.1794
1,3,8,128,4.2,0.36698,3.6839,2,1.0006,1,0.61187
1,3,9,129,4.2,0.55513,4.3849,1,1.4058,0,0.80735
1,3,10,130,2.1,0.6082,2.611,2,1.2795,0,0.73556
1,3,11,131,4.2,0.51505,3.3667,3,0.55054,0,0.85029
1,3,12,132,4.2,0.94245,4.4449,2,1.6577,1,0.72876
1,3,13,133,4.2,0.4538,4.2272,1,1.3307,1,0.59608
1,3,14,134,2.1,0.47412,2.7346,3,1.2136,1,1.5182
1,3,15,135,2.1,0.6515,2.0416,3,0.82932,1,2.5525
1,3,16,136,4.2,0.39544,3.4366,2,1.1024,0,1.7934
1,3,17,137,4.2,0.37946,3.5732,2,1.4196,1,1.6459
1,3,18,138,4.2,0.7606,4.4705,2,1.0809,0,0.79857
1,3,19,139,2.1,0.48314,2.456,3,1.4448,0,1.4088
1,3,20,140,4.2,0.45093,3.572,2,1.8346,0,1.5088
1,3,21,141,2.1,0.39202,2.6351,2,1.4499,0,0.75599
1,3,22,142,4.2,0.53661,3.9341,1,1.463,1,0.9817
1,3,23,143,2.1,1.0422,2.6789,2,1.6747,0,0.59293
1,3,24,144,2.1,0.56669,2.6375,3,1.5093,0,0.7195
1,3,25,145,4.2,0.35309,3.2705,2,1.1365,0,2.1201
1,3,26,146,2.1,0.71571,1.9879,3,0.84819,0,1.487
1,3,27,147,2.1,0.80306,2.448,2,1.7733,0,0.88503
1,3,28,148,2.1,0.76887,2.2342,2,0.79863,0,1.025
1,3,29,149,4.2,0.68741,4.2717,2,1.1337,0,0.70061
1,3,30,150,2.1,0.54008,2.3176,3,1.1368,1,1.4009
1,3,31,151,2.1,0.608,2.4872,2,1.1834,0,1.1165
1,3,32,152,2.1,0.52713,2.0733,2,1.3895,0,0.64988
1,3,33,153,2.1,0.4145,2.1004,3,0.82152,0,0.7168
1,3,34,154,2.1,0.52947,2.267,2,1.6538,0,1.028
1,3,35,155,4.2,0.41803,3.4026,3,1.405,0,0.97472
1,3,36,156,2.1,0.54629,2.3684,2,1.3165,0,0.82341
1,3,37,157,2.1,0.46363,1.9642,1,1.505,0,0.85048
1,3,38,158,4.2,0.50777,3.9613,2,1.1981,1,0.58472
1,3,39,159,2.1,0.46787,2.6599,2,0.88613,0,1.4228
1,3,40,160,4.2,0.4727,4.3077,2,0.83384,1,0.74546
1,3,41,161,4.2,0.5503,4.3359,2,2.5825,0,1.0442
1,3,42,162,2.1,0.56888,2.1765,2,1.1797,1,2.1028
1,3,43,163,4.2,0.73133,4.1297,2,1.5599,1,0.70773
1,3,44,164,4.2,0.44163,3.4552,1,1.3625,1,1.837
1,3,45,165,4.2,0.39057,3.5342,2,1.6993,1,1.4972
1,3,46,166,4.2,0.39215,3.9503,2,1.6634,1,0.71935
1,3,47,167,4.2,0.38136,3.1196,2,1.2585,0,1.5075
1,3,48,168,2.1,0.59482,1.8725,2,1.5583,0,0.66218
1,3,49,169,2.1,0.5343,2.8855,2,1.3499,0,1.306
1,3,50,170,2.1,0.49947,2.4623,2,1.1693,0,0.93773
1,3,51,171,2.1,0.92647,3.0173,2,0.81858,1,0.60131
1,3,52,172,2.1,0.46036,2.5802,2,0.88805,1,1.0436
1,3,53,173,4.2,0.43016,3.5046,2,1.2597,1,0.732
1,3,54,174,4.2,0.49138,4.4557,2,1.3938,1,0.60788
1,3,55,175,2.1,0.60975,3.4446,2,1.2115,0,0.83456
1,3,56,176,4.2,0.43337,4.0432,2,1.2404,1,0.91028
1,3,57,177,2.1,0.63615,2.6292,2,1.5404,0,0.59261
1,3,58,178,4.2,0.36578,3.2557,1,1.6209,1,0.66949
1,3,59,179,4.2,0.3674,3.301,2,1.3698,1,1.5243
1,3,60,180,4.2,0.36144,4.7758,2,0.96795,1,1.3987
1,3,61,181,4.2,0.42415,3.5668,2,1.3394,1,1.5053
1,3,62,182,2.1,0.48123,2.4255,2,0.94168,1,0.80945
1,3,63,183,4.2,0.34107,4.343,1,0.94789,1,0.80006
1,3,64,184,4.2,0.42152,3.7899,2,1.6326,0,1.5975
1,3,65,185,2.1,1.0065,2.4068,2,1.0286,0,0.54315
1,3,66,186,2.1,0.43991,1.9796,2,1.4699,1,1.0173
1,3,67,187,2.1,0.65558,2.2712,2,0.91472,1,0.55105
1,3,68,188,4.2,0.41805,3.4945,2,1.312,1,0.63193
1,3,69,189,2.1,0.55975,2.4204,2,1.0603,1,0.58729
1,3,70,190,4.2,0.47396,2.2958,2,1.0458,0,0.57227
1,3,71,191,2.1,0.49585,2.6037,2,1.0821,1,0.77758
1,3,72,192,2.1,0.64733,1.7947,2,0.88899,1,0.75258
1,3,73,193,2.1,0.46245,2.1659,2,0.78612,0,0.73661
1,3,74,194,4.2,0.37039,3.4507,2,1.453,1,0.98399
1,3,75,195,2.1,0.87357,2.1826,2,0.69603,1,0.79799
1,3,76,196,4.2,0.44055,4.3098,1,1.4201,1,0.73585
1,3,77,197,4.2,0.39557,3.8194,2,1.3699,0,0.7022
1,3,78,198,4.2,0.42677,4.1661,2,1.426,1,1.3273
1,3,79,199,4.2,0.38364,3.4364,2,1.1007,1,1.2069
1,3,80,200,2.1,0.54928,2.4835,3,1.0337,0,1.319
1,3,81,201,2.1,0.40333,2.5391,2,0.80275,1,1.2999
1,3,82,202,4.2,0.34121,3.4434,2,1.1876,0,0.59032
1,3,83,203,4.2,0.50094,2.6608,1,0.90919,0,0.65311
1,3,84,204,4.2,0.63719,3.5174,2,2.2747,0,1.0305
1,3,85,205,4.2,0.3675,3.695,1,1.829,1,1.3062
1,3,86,206,4.2,0.37897,4.0666,2,0.83218,0,2.0827
1,3,87,207,2.1,0.48531,2.1339,2,1.1127,0,1.022
1,3,88,208,2.1,0.51243,3.1999,2,2.3145,1,0.71003
1,3,89,209,2.1,0.58224,2.5448,3,1.1577,0,1.135
1,3,90,210,2.1,0.64467,2.4682,2,0.95525,0,0.56051
2,1,1,1,2.1,1.2567,1.686,2,2.0835,0,1.9808
2,1,2,2,2.1,0.68178,1.4699,2,4.3693,1,2.1378
2,1,3,3,2.1,0.84389,1.6679,2,2.904,0,1.5308
2,1,4,4,2.1,0.78803,1.6504,3,3.0838,1,2.8943
2,1,5,5,2.1,1.5907,1.8411,3,3.7441,0,1.9396
2,1,6,6,2.1,8.7025,6.114,1,3.05,1,2.2866
2,1,7,7,2.1,1.3767,1.8239,3,2.403,0,2.0051
2,1,8,8,2.1,0.89549,1.702,2,1.8587,1,0.30178
2,1,9,9,2.1,0.52414,1.4069,2,2.247,1,0.30412
2,1,10,10,2.1,0.5897,1.3145,1,2.0818,0,2.3993
2,1,11,11,2.1,0.47013,2.2698,3,1.3289,1,0.77908
2,1,12,12,2.1,1.4672,1.8468,3,1.7979,1,0.79109
2,1,13,13,2.1,0.54777,2.088,2,3.7398,0,1.4404
2,1,14,14,2.1,0.5721,1.9443,2,2.1145,1,1.7576
2,1,15,15,2.1,0.81389,2.2891,2,2.3555,0,0.5567
2,1,16,16,2.1,0.81718,2.399,2,2.1919,0,1.3248
2,1,17,17,2.1,0.47064,1.9765,3,1.8772,1,1.3155
2,1,18,18,2.1,2.7704,1.9864,3,1.5562,0,0.91872
2,1,19,19,2.1,0.60402,1.9551,3,2.0185,0,1.0374
2,1,20,20,2.1,0.47061,2.2586,2,2.0671,1,2.0804
2,1,21,21,2.1,0.55472,1.8766,2,1.1461,0,1.0005
2,1,22,22,2.1,0.70286,1.9528,2,1.6449,1,1.7676
2,1,23,23,2.1,0.47353,1.6309,2,1.3381,0,0.73737
2,1,24,24,2.1,0.56503,1.7972,2,3.3504,1,0.46324
2,1,25,25,2.1,0.57623,1.8129,2,0.70632,0,0.97668
2,1,26,26,2.1,0.38037,1.8795,2,1.3345,1,0.47658
2,1,27,27,2.1,0.4862,2.2237,2,0.8382,1,0.4031
2,1,28,28,2.1,0.50544,1.6738,3,0.97512,1,0.83269
2,1,29,29,2.1,0.61138,1.7146,3,1.7527,1,0.43075
2,1,30,30,2.1,0.43602,1.8972,3,1.6065,0,0.97402
2,1,31,31,2.1,0.65522,2.2033,3,1.7677,0,1.9257
2,1,32,32,2.1,0.55779,2.4083,2,1.2224,1,0.68211
2,1,33,33,2.1,0.60481,1.9776,2,0.74165,0,0.59745
2,1,34,34,2.1,0.45128,1.7486,3,1.2939,1,0.60759
2,1,35,35,2.1,0.56507,2.3376,3,0.83519,1,1.2314
2,1,36,36,2.1,0.40613,1.5857,2,0.66788,0,2.052
2,1,37,37,2.1,0.41465,1.9877,3,0.85982,0,1.6886
2,1,38,38,2.1,0.83,1.6478,3,1.9443,0,0.22474
2,1,39,39,2.1,0.53033,1.7046,3,3.3917,0,3.5254
2,1,40,40,2.1,0.44804,2.6638,1,2.3293,1,0.91114
2,1,41,41,2.1,0.54865,1.9326,2,2.8899,0,1.5564
2,1,42,42,2.1,0.4937,2.1523,2,1.3746,0,0.8081
2,1,43,43,2.1,0.52929,2.3452,2,1.0346,0,1.5351
2,1,44,44,2.1,0.48889,1.7542,2,1.0285,0,0.41908
2,1,45,45,2.1,0.43181,1.7408,2,0.64988,0,0.50928
2,1,46,46,2.1,0.38574,1.8288,2,0.61438,0,0.46407
2,1,47,47,2.1,0.47089,1.663,3,1.4595,0,1.1921
2,1,48,48,2.1,0.55467,2.4956,2,1.8895,1,0.35536
2,1,49,49,2.1,0.59411,2.6239,2,1.9631,0,0.74493
2,1,50,50,2.1,0.75218,2.0533,2,0.70143,0,2.0069
2,1,51,51,2.1,0.69009,2.0801,2,0.91288,1,0.81011
2,1,52,52,2.1,0.55966,1.9375,2,0.89242,0,0.65189
2,1,53,53,2.1,0.51747,2.1531,3,1.6568,0,1.2686
2,1,54,54,2.1,0.48965,2.3504,2,1.4506,0,0.53167
2,1,55,55,2.1,0.53722,2.3137,3,1.3065,0,1.4263
2,1,56,56,2.1,0.43362,2.0181,2,1.0141,1,0.64134
2,1,57,57,2.1,0.46399,1.7397,2,0.94002,0,0.291
2,1,58,58,2.1,1.2188,2.3119,2,1.1009,0,1.2632
2,1,59,59,2.1,0.49444,1.8596,3,0.56102,0,0.84357
2,1,60,60,2.1,0.53048,2.235,2,1.0351,0,0.62403
2,2,1,61,4.2,3.2883,4.1695,2,2.7349,1,0.47249
2,2,2,62,4.2,1.0615,3.3107,2,2.0539,1,0.17164
2,2,3,63,4.2,1.0265,3.9392,2,1.913,1,0.55204
2,2,4,64,4.2,0.65934,4.3557,2,1.2033,1,0.21824
2,2,5,65,4.2,2.1651,4.5152,2,1.6052,1,2.3012
2,2,6,66,4.2,0.81978,4.1475,2,1.054,1,0.6814
2,2,7,67,4.2,0.78184,5.0656,2,1.9742,1,4.4633
2,2,8,68,4.2,0.80456,4.7881,2,1.7739,1,1.719
2,2,9,69,4.2,1.228,4.3327,2,1.0002,0,0.42966
2,2,10,70,4.2,0.67971,4.9788,1,2.0612,1,1.6197
2,2,11,71,4.2,0.97495,4.1749,2,3.8148,0,1.3815
2,2,12,72,4.2,1.1306,4.8419,2,1.5641,0,2.6091
2,2,13,73,4.2,0.93387,4.7632,2,1.467,0,0.98099
2,2,14,74,4.2,0.63478,4.8651,2,1.4013,0,1.826
2,2,15,75,4.2,0.53591,4.8561,3,1.4037,1,2.2887
2,2,16,76,4.2,1.1195,4.1225,2,1.4392,0,0.27792
2,2,17,77,4.2,1.4591,4.4203,2,0.82875,0,0.84244
2,2,18,78,4.2,1.0109,4.4778,2,1.175,0,2.1821
2,2,19,79,4.2,0.5932,4.389,2,1.654,0,2.288
2,2,20,80,4.2,1.063,4.3248,2,1.0245,0,0.349
2,2,21,81,4.2,1.0588,4.8599,2,0.93441,1,0.4437
2,2,22,82,4.2,0.56273,4.1119,2,0.9948,0,1.5222
2,2,23,83,4.2,1.5903,4.7103,2,1.2511,1,0.3519
2,2,24,84,4.2,0.62581,4.7031,2,1.29,0,1.6059
2,2,25,85,4.2,1.2243,4.5767,2,0.89056,1,0.2693
2,2,26,86,4.2,0.89524,4.2457,2,0.70362,0,1.2558
2,2,27,87,4.2,1.0286,4.3343,3,1.1241,0,0.76322
2,2,28,88,4.2,1.5368,4.5948,1,3.5364,0,0.28985
2,2,29,89,4.2,1.1632,4.9992,2,1.6602,1,0.64189
2,2,30,90,4.2,1.4354,4.9649,2,1.8051,0,1.3558
2,2,31,91,4.2,2.0366,4.2772,3,2.3546,0,1.9607
2,2,32,92,4.2,0.77515,4.7379,2,0.89602,0,0.97753
2,2,33,93,4.2,1.1943,4.8721,2,0.88652,0,1.9082
2,2,34,94,4.2,0.73857,4.1711,2,0.6398,0,1.4055
2,2,35,95,4.2,0.82088,4.7668,2,0.77273,1,2.3501
2,2,36,96,4.2,1.007,4.2952,2,0.79194,0,0.46277
2,2,37,97,4.2,2.2007,4.3025,2,0.73241,0,0.31849
2,2,38,98,4.2,0.63513,4.5955,2,0.62322,1,0.865
2,2,39,99,4.2,1.1481,4.6177,2,0.70809,1,2.4074
2,2,40,100,4.2,0.56056,5.2238,2,1.393,1,0.39327
2,2,41,101,4.2,0.51554,4.4018,3,1.4852,0,5.6058
2,2,42,102,4.2,1.4501,4.377,3,2.1415,0,1.0539
2,2,43,103,4.2,0.60091,4.5158,2,1.9993,1,0.39254
2,2,44,104,4.2,1.4526,4.8423,1,2.3396,0,1.749
2,2,45,105,4.2,0.83644,5.0792,1,2.0398,1,1.6833
2,2,46,106,4.2,1.0398,5.2517,3,2.2136,1,1.8582
2,2,47,107,4.2,1.3381,5.1484,2,2.3119,1,0.50587
2,2,48,108,4.2,1.2088,5.0851,2,1.6295,0,2.9949
2,2,49,109,4.2,1.1515,4.4473,2,1.3797,0,0.38465
2,2,50,110,4.2,0.8858,4.8894,2,1.3581,0,1.2027
2,2,51,111,4.2,0.63051,4.787,2,1.7558,0,2.8642
2,2,52,112,4.2,1.19,4.6544,3,2.3305,0,3.5574
2,2,53,113,4.2,0.76799,4.7182,2,1.7992,0,0.6522
2,2,54,114,4.2,0.70203,5.3727,3,2.1777,0,2.1479
2,2,55,115,4.2,1.2342,4.1321,2,2.4392,1,1.1298
2,2,56,116,4.2,0.96876,5.0001,3,1.1893,1,2.2462
2,2,57,117,4.2,1.0309,4.9555,3,1.7065,1,0.39027
2,2,58,118,4.2,0.7641,4.0798,3,1.0186,1,1.9967
2,2,59,119,4.2,0.74376,5.0086,3,1.531,1,0.89818
2,2,60,120,4.2,2.3335,4.9093,2,2.8135,1,1.8896
2,3,1,121,2.1,0.90934,2.4424,2,2.3365,1,0.55366
2,3,2,122,4.2,0.91368,4.4046,3,2.0228,1,0.81628
2,3,3,123,2.1,1.1613,2.3409,2,1.5827,0,0.95717
2,3,4,124,2.1,0.74734,2.0307,3,1.6055,0,1.9315
2,3,5,125,2.1,0.9043,2.6726,2,3.1211,0,7.0655
2,3,6,126,2.1,0.64311,2.5457,2,2.6085,0,3.7425
2,3,7,127,2.1,0.92107,2.6282,2,2.2597,1,3.654
2,3,8,128,2.1,2.1043,2.9965,1,1.8892,1,4.7073
2,3,9,129,2.1,1.526,3.3518,2,2.676,0,4.2821
2,3,10,130,4.2,1.043,4.2652,2,5.5998,0,1.6818
2,3,11,131,2.1,1.4749,2.3386,2,1.1284,0,1.5332
2,3,12,132,4.2,0.93206,5.8857,2,4.0921,1,3.7592
2,3,13,133,4.2,1.9307,4.2548,2,1.5398,1,1.0649
2,3,14,134,2.1,0.79103,2.0935,2,1.6975,0,2.3486
2,3,15,135,4.2,0.52835,3.8192,3,1.5937,0,1.216
2,3,16,136,4.2,1.1025,3.4035,3,1.5956,0,1.7459
2,3,17,137,4.2,0.68301,3.6823,3,1.0675,0,1.5108
2,3,18,138,4.2,0.64522,3.875,3,3.0399,0,1.1627
2,3,19,139,4.2,1.3442,4.1651,2,1.651,1,1.4408
2,3,20,140,2.1,0.81107,1.9155,3,1.7427,0,1.1361
2,3,21,141,2.1,0.59578,2.2543,3,1.2527,0,1.3882
2,3,22,142,4.2,0.53027,4.6978,2,1.4008,0,1.0713
2,3,23,143,2.1,0.60151,2.2224,2,1.3317,0,1.1597
2,3,24,144,2.1,0.65105,2.0298,3,3.8215,0,0.91046
2,3,25,145,4.2,0.59279,3.6908,3,4.3793,0,0.5451
2,3,26,146,4.2,0.80661,4.3652,1,2.8305,1,4.3995
2,3,27,147,2.1,0.69162,1.8132,3,1.6954,0,1.0357
2,3,28,148,2.1,0.51839,1.7956,2,1.2719,0,1.1885
2,3,29,149,4.2,0.63307,4.0645,3,2.168,0,0.97979
2,3,30,150,2.1,0.64004,2.3396,2,2.3349,0,2.0924
2,3,31,151,4.2,1.3463,4.2903,2,1.3951,0,0.57588
2,3,32,152,4.2,0.5093,4.0841,3,0.97975,0,0.48329
2,3,33,153,4.2,0.77526,4.1076,2,1.1252,0,0.60768
2,3,34,154,4.2,0.13929,5.2198,3,1.4053,0,1.0193
2,3,35,155,2.1,0.54658,1.9193,3,3.2426,1,3.2677
2,3,36,156,4.2,0.69163,4.3661,3,2.6969,0,1.5872
2,3,37,157,4.2,0.54147,4.187,3,3.6305,0,1.9773
2,3,38,158,2.1,0.60446,1.8886,2,1.67,1,0.94828
2,3,39,159,2.1,0.4645,2.2681,2,1.1039,1,0.62391
2,3,40,160,4.2,0.55561,4.262,2,1.4906,1,1.3579
2,3,41,161,2.1,0.68184,2.0727,2,1.1081,0,1.2258
2,3,42,162,4.2,0.51485,4.0971,2,1.2342,0,3.7151
2,3,43,163,2.1,1.2443,2.139,2,6.0248,0,1.947
2,3,44,164,4.2,0.74731,3.8542,3,1.3039,0,0.59124
2,3,45,165,4.2,0.62208,4.1266,2,1.151,0,1.3636
2,3,46,166,2.1,0.64703,1.9406,3,1.5606,0,1.3277
2,3,47,167,2.1,0.57712,2.1968,3,4.2703,1,2.2072
2,3,48,168,2.1,0.53462,2.1095,3,1.6288,0,1.4534
2,3,49,169,4.2,0.62852,4.0545,2,1.2812,1,0.61761
2,3,50,170,4.2,0.60174,4.1899,2,1.4402,0,1.3812
2,3,51,171,2.1,0.59772,1.8455,2,1.1606,0,0.38459
2,3,52,172,2.1,0.49006,1.9348,2,1.16,0,0.37238
2,3,53,173,2.1,0.46934,1.8063,3,2.4927,0,3.0461
2,3,54,174,2.1,0.4682,2.0192,2,1.5103,0,1.6433
2,3,55,175,2.1,0.74393,2.2868,2,1.5108,1,2.4067
2,3,56,176,4.2,0.62416,4.0606,2,1.3998,1,0.75568
2,3,57,177,4.2,0.78009,4.2019,2,1.6876,0,1.7271
2,3,58,178,4.2,0.65927,4.354,2,1.0784,1,1.9835
