Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,RT_decConf,mean,sd,Condition,Training
1,0,0,50,NaN,NaN,0.91797,0.55,0.0333,-1,1
1,0,0,50,NaN,NaN,0.93133,0.526,0.0333,-1,1
1,0,0,38.235,NaN,NaN,0.86468,0.55,0.1,-1,1
1,1,1,23.4475,NaN,NaN,0.63802,0.45,0.0333,-1,1
1,0,0,34.314,NaN,NaN,0.67806,0.526,0.0333,-1,1
1,0,0,24.51,NaN,NaN,3.73,0.5255,0.1,-1,1
1,0,0,40.1961,NaN,NaN,0.91803,0.5255,0.0333,-1,1
1,1,1,19.3625,NaN,NaN,1.8109,0.4745,0.1,-1,1
1,0,0,34.314,NaN,NaN,1.5177,0.55,0.0333,-1,1
1,0,0,28.431,NaN,NaN,0.95793,0.55,0.0333,-1,1
1,1,1,13.235,NaN,NaN,0.99786,0.45,0.1,-1,1
1,0,0,18.627,NaN,NaN,3.0106,0.5255,0.1,-1,1
1,1,1,19.3625,NaN,NaN,1.3714,0.4745,0.1,-1,1
1,0,0,18.627,NaN,NaN,1.9443,0.5255,0.1,-1,1
1,1,1,7.10749999999999,NaN,NaN,1.2245,0.4745,0.1,-1,1
1,1,0,34.314,NaN,NaN,1.1313,0.4745,0.1,-1,1
1,0,0,50,NaN,NaN,0.69138,0.5255,0.0333,-1,1
1,0,1,11.1925,NaN,NaN,1.3978,0.5255,0.1,-1,1
1,0,0,14.706,NaN,NaN,0.82463,0.55,0.1,-1,1
1,1,1,35.7025,NaN,NaN,1.531,0.4745,0.0333,-1,1
1,1,1,50,NaN,NaN,0.74474,0.45,0.0333,-1,1
1,1,1,43.8725,NaN,NaN,1.4111,0.4745,0.1,-1,1
1,0,0,50,NaN,NaN,0.47814,0.55,0.0333,-1,1
1,1,1,50,NaN,NaN,0.42486,0.45,0.0333,-1,1
1,0,0,50,NaN,NaN,0.37156,0.55,0.0333,-1,1
1,1,1,50,NaN,NaN,0.73146,0.45,0.0333,-1,1
1,0,0,10.784,NaN,NaN,1.9176,0.55,0.1,-1,1
1,0,0,6.863,NaN,NaN,1.3578,0.5255,0.1,-1,1
1,0,0,28.431,NaN,NaN,0.59826,0.5255,0.0333,-1,1
1,0,0,14.706,NaN,NaN,3.0504,0.5255,0.1,-1,1
1,0,0,36.275,NaN,NaN,0.51806,0.55,0.0333,-1,1
1,1,1,17.32,NaN,NaN,0.83792,0.4745,0.0333,-1,1
1,1,1,31.6175,NaN,NaN,0.77137,0.4745,0.0333,-1,1
1,1,1,15.2775,NaN,NaN,0.87801,0.45,0.1,-1,1
1,1,1,9.15,NaN,NaN,0.62569,0.45,0.1,-1,1
1,1,1,13.235,NaN,NaN,0.57153,0.45,0.1,-1,1
1,1,1,15.2775,NaN,NaN,0.51812,0.45,0.1,-1,1
1,0,0,50,NaN,NaN,0.45153,0.55,0.0333,-1,1
1,1,0,18.627,NaN,NaN,1.5045,0.4745,0.1,-1,1
1,0,0,14.706,NaN,NaN,0.74468,0.55,0.1,-1,1
1,0,0,10.784,NaN,NaN,1.0245,0.55,0.1,-1,1
1,1,1,21.405,NaN,NaN,0.50471,0.45,0.0333,-1,1
1,1,1,15.2775,NaN,NaN,0.6781,0.4745,0.0333,-1,1
1,0,1,15.2775,NaN,NaN,1.4245,0.5255,0.0333,-1,1
1,0,0,16.667,NaN,NaN,0.87802,0.55,0.1,-1,1
1,0,0,36.275,NaN,NaN,0.4514,0.5255,0.0333,-1,1
1,1,1,39.7875,NaN,NaN,0.65153,0.4745,0.0333,-1,1
1,0,0,50,NaN,NaN,0.74462,0.55,0.0333,-1,1
1,1,0,12.745,NaN,NaN,0.83802,0.4745,0.0333,-1,1
1,1,1,50,NaN,NaN,0.81127,0.45,0.0333,-1,1
1,0,0,50,NaN,NaN,0.54491,0.55,0.1,-1,1
1,1,1,37.745,NaN,NaN,0.93122,0.45,0.0333,-1,1
1,0,0,34.314,NaN,NaN,0.93125,0.55,0.1,-1,1
1,0,1,9.15,NaN,NaN,2.9305,0.5255,0.1,-1,1
1,1,1,19.3625,NaN,NaN,1.4911,0.45,0.1,-1,1
1,1,1,33.66,NaN,NaN,0.79806,0.45,0.0333,-1,1
1,0,1,29.575,NaN,NaN,1.2512,0.5255,0.1,-1,1
1,1,1,47.9575,NaN,NaN,0.98458,0.45,0.0333,-1,1
1,0,1,11.1925,NaN,NaN,1.0113,0.5255,0.0333,-1,1
1,1,1,7.10749999999999,NaN,NaN,0.8913,0.4745,0.0333,-1,1
1,1,0,16.667,NaN,NaN,0.71803,0.4745,0.1,-1,1
1,1,1,25.49,NaN,NaN,0.97124,0.4745,0.1,-1,1
1,1,1,25.49,NaN,NaN,0.70474,0.4745,0.0333,-1,1
1,1,1,23.4475,NaN,NaN,0.55815,0.45,0.1,-1,1
1,0,0,12.745,NaN,NaN,0.53143,0.5255,0.0333,-1,1
1,1,1,11.1925,NaN,NaN,0.65142,0.45,0.1,-1,1
1,0,0,20.588,NaN,NaN,0.41151,0.55,0.1,-1,1
1,0,0,40.1961,NaN,NaN,0.45151,0.5255,0.0333,-1,1
1,0,0,40.1961,NaN,NaN,0.51816,0.55,0.0333,-1,1
1,0,0,16.667,NaN,NaN,1.6642,0.528,0.1,-1,1
1,0,0,14.706,NaN,NaN,0.41151,0.528,0.0333,-1,1
1,1,1,21.405,NaN,NaN,0.58471,0.472,0.0333,-1,1
1,0,0,36.275,NaN,NaN,0.59806,0.55,0.0333,-1,1
1,0,0,18.627,NaN,NaN,0.43816,0.55,0.0333,-1,1
1,1,1,50,NaN,NaN,0.73144,0.45,0.0333,-1,1
1,0,0,34.314,NaN,NaN,0.43807,0.528,0.1,-1,1
1,0,0,22.549,NaN,NaN,0.50477,0.528,0.0333,-1,1
1,1,1,25.49,NaN,NaN,0.74481,0.472,0.0333,-1,1
1,1,1,11.1925,NaN,NaN,0.9446,0.45,0.1,-1,1
1,0,0,36.275,NaN,NaN,0.45155,0.528,0.1,-1,1
1,0,0,16.667,NaN,NaN,0.53147,0.55,0.1,-1,1
1,1,0,18.627,NaN,NaN,0.8647,0.472,0.1,-1,1
1,1,0,14.706,NaN,NaN,0.4515,0.45,0.1,-1,1
1,1,0,18.627,NaN,NaN,0.37154,0.472,0.1,-1,1
1,0,0,6.863,NaN,NaN,0.79797,0.528,0.1,-1,1
1,1,0,8.824,NaN,NaN,0.41141,0.472,0.1,-1,1
1,0,0,26.471,NaN,NaN,0.38491,0.528,0.0333,-1,1
1,1,1,9.15,NaN,NaN,0.81136,0.472,0.0333,-1,1
1,0,0,48.0392,NaN,NaN,0.43843,0.55,0.1,-1,1
1,1,1,7.10749999999999,NaN,NaN,1.1046,0.45,0.1,-1,1
1,1,1,5.065,NaN,NaN,0.49151,0.472,0.0333,-1,1
1,0,0,38.235,NaN,NaN,0.41152,0.528,0.0333,-1,1
1,0,0,24.51,NaN,NaN,0.53149,0.528,0.1,-1,1
1,1,1,9.15,NaN,NaN,0.67813,0.45,0.1,-1,1
1,1,0,16.667,NaN,NaN,0.69135,0.472,0.1,-1,1
1,0,0,50,NaN,NaN,0.43819,0.55,0.1,-1,1
1,0,0,50,NaN,NaN,0.55814,0.528,0.0333,-1,1
1,1,0,10.784,NaN,NaN,0.78466,0.45,0.1,-1,1
1,0,0,26.471,NaN,NaN,0.25148,0.528,0.0333,-1,1
1,0,0,22.549,NaN,NaN,0.37176,0.55,0.1,-1,1
1,0,0,24.51,NaN,NaN,0.3714,0.528,0.1,-1,1
1,1,0,20.588,NaN,NaN,0.23816,0.45,0.1,-1,1
1,1,1,19.3625,NaN,NaN,0.46486,0.45,0.0333,-1,1
1,0,0,40.1961,NaN,NaN,0.74466,0.55,0.1,-1,1
1,1,1,29.575,NaN,NaN,0.89127,0.45,0.0333,-1,1
1,1,1,5.065,NaN,NaN,1.1046,0.472,0.0333,-1,1
1,1,1,7.10749999999999,NaN,NaN,0.50479,0.45,0.1,-1,1
1,0,0,34.314,NaN,NaN,0.39814,0.528,0.1,-1,1
1,0,0,16.667,NaN,NaN,0.70464,0.55,0.1,-1,1
1,1,1,15.2775,NaN,NaN,0.75812,0.472,0.1,-1,1
1,1,0,14.706,NaN,NaN,3.2503,0.45,0.1,-1,1
1,1,1,21.405,NaN,NaN,0.46471,0.45,0.0333,-1,1
1,1,1,13.235,NaN,NaN,0.51806,0.45,0.0333,-1,1
1,1,0,20.588,NaN,NaN,0.75796,0.472,0.1,-1,1
1,0,0,28.431,NaN,NaN,0.53143,0.55,0.0333,-1,1
1,0,0,48.0392,NaN,NaN,0.43819,0.55,0.0333,-1,1
1,1,1,19.3625,NaN,NaN,0.61188,0.472,0.1,-1,1
1,0,0,50,NaN,NaN,0.61155,0.55,0.0333,-1,1
1,0,0,50,NaN,NaN,0.69135,0.55,0.0333,-1,1
1,1,1,7.10749999999999,NaN,NaN,0.73141,0.472,0.0333,-1,1
1,0,0,18.627,NaN,NaN,0.55812,0.55,0.1,-1,1
1,0,0,42.1569,NaN,NaN,0.38488,0.55,0.0333,-1,1
1,1,1,35.7025,NaN,NaN,0.57144,0.45,0.0333,-1,1
1,0,0,14.706,NaN,NaN,0.55823,0.528,0.1,-1,1
1,1,1,45.915,NaN,NaN,1.0779,0.472,0.0333,-1,1
1,1,1,50,NaN,NaN,0.67799,0.45,0.0333,-1,1
1,0,0,22.549,NaN,NaN,0.8513,0.528,0.0333,-1,1
1,1,1,37.745,NaN,NaN,0.58482,0.45,0.0333,-1,1
1,0,0,50,NaN,NaN,0.55804,0.55,0.0333,-1,1
1,1,0,10.784,NaN,NaN,2.0109,0.472,0.1,-1,1
1,0,0,26.471,NaN,NaN,0.51814,0.528,0.0333,-1,1
1,0,0,26.471,NaN,NaN,0.39816,0.55,0.1,-1,1
1,1,1,37.745,NaN,NaN,0.58469,0.472,0.0333,-1,1
1,1,1,50,NaN,NaN,0.57107,0.45,0.0333,-1,1
1,0,1,7.10749999999999,NaN,NaN,1.1312,0.5255,0.1,-1,1
1,0,0,18.627,NaN,NaN,0.62466,0.5255,0.1,-1,1
1,0,0,40.1961,NaN,NaN,0.53139,0.55,0.0333,-1,1
1,1,1,13.235,NaN,NaN,0.43813,0.45,0.0333,-1,1
1,0,0,40.1961,NaN,NaN,0.49132,0.5255,0.0333,-1,1
1,1,1,17.32,NaN,NaN,0.57142,0.45,0.0333,-1,1
1,0,0,50,NaN,NaN,0.49149,0.5255,0.0333,-1,1
1,0,0,22.549,NaN,NaN,0.98466,0.5255,0.1,-1,1
1,1,0,12.745,NaN,NaN,1.3576,0.45,0.1,-1,1
1,1,1,43.8725,NaN,NaN,0.90469,0.4745,0.0333,-1,1
1,1,1,15.2775,NaN,NaN,0.94455,0.4745,0.1,-1,1
1,0,0,38.235,NaN,NaN,0.77138,0.5255,0.0333,-1,1
1,1,1,23.4475,NaN,NaN,0.4514,0.45,0.1,-1,1
1,0,0,44.1176,NaN,NaN,0.33161,0.55,0.0333,-1,1
1,0,0,32.353,NaN,NaN,0.89121,0.55,0.1,-1,1
1,0,0,24.51,NaN,NaN,0.74476,0.55,0.1,-1,1
1,1,1,21.405,NaN,NaN,0.50475,0.4745,0.0333,-1,1
1,0,0,46.0784,NaN,NaN,0.5981,0.5255,0.1,-1,1
1,1,0,12.745,NaN,NaN,1.0646,0.4745,0.1,-1,1
1,1,1,31.6175,NaN,NaN,0.89136,0.4745,0.0333,-1,1
1,1,1,50,NaN,NaN,0.63809,0.4745,0.0333,-1,1
1,1,1,13.235,NaN,NaN,0.6913,0.45,0.1,-1,1
1,0,0,36.275,NaN,NaN,0.95792,0.5255,0.0333,-1,1
1,0,0,42.1569,NaN,NaN,0.45147,0.55,0.0333,-1,1
1,1,1,19.3625,NaN,NaN,0.51809,0.4745,0.0333,-1,1
1,1,1,5.065,NaN,NaN,1.0912,0.45,0.1,-1,1
1,0,0,16.667,NaN,NaN,0.99796,0.55,0.1,-1,1
1,1,0,4.902,NaN,NaN,0.61141,0.45,0.1,-1,1
1,1,1,3.02249999999999,NaN,NaN,0.79802,0.4745,0.1,-1,1
1,0,0,50,NaN,NaN,0.55825,0.55,0.0333,-1,1
1,1,1,50,NaN,NaN,0.49137,0.45,0.0333,-1,1
1,1,1,5.065,NaN,NaN,1.5577,0.45,0.1,-1,1
1,1,1,5.065,NaN,NaN,0.59817,0.4745,0.1,-1,1
1,1,1,5.065,NaN,NaN,0.50475,0.45,0.1,-1,1
1,1,1,5.065,NaN,NaN,0.30482,0.45,0.1,-1,1
1,0,0,48.0392,NaN,NaN,0.4647,0.55,0.0333,-1,1
1,0,1,15.2775,NaN,NaN,1.5044,0.5255,0.1,-1,1
1,0,0,20.588,NaN,NaN,0.38487,0.5255,0.0333,-1,1
1,1,1,35.7025,NaN,NaN,0.6114,0.45,0.0333,-1,1
1,1,1,35.7025,NaN,NaN,0.62494,0.45,0.0333,-1,1
1,1,0,22.549,NaN,NaN,0.85123,0.4745,0.1,-1,1
1,0,0,36.275,NaN,NaN,0.7713,0.5255,0.0333,-1,1
1,0,0,46.0784,NaN,NaN,0.61273,0.55,0.0333,-1,1
1,0,0,44.1176,NaN,NaN,0.58477,0.5255,0.0333,-1,1
1,0,0,50,NaN,NaN,0.49145,0.55,0.1,-1,1
1,0,0,6.863,NaN,NaN,0.79802,0.5255,0.1,-1,1
1,0,0,12.745,NaN,NaN,0.27822,0.55,0.1,-1,1
1,1,0,6.863,NaN,NaN,0.23847,0.4745,0.1,-1,1
1,1,1,11.1925,NaN,NaN,0.37143,0.4745,0.0333,-1,1
1,0,0,50,NaN,NaN,0.31821,0.55,0.0333,-1,1
1,0,0,50,NaN,NaN,0.38512,0.55,0.0333,-1,1
1,1,1,50,NaN,NaN,0.35822,0.45,0.0333,-1,1
1,0,0,50,NaN,NaN,0.23809,0.5255,0.0333,-1,1
1,0,0,14.706,NaN,NaN,0.78487,0.55,0.1,-1,1
1,1,1,21.405,NaN,NaN,0.43815,0.4745,0.1,-1,1
1,0,0,24.51,NaN,NaN,0.47824,0.5255,0.1,-1,1
1,1,1,47.9575,NaN,NaN,0.77135,0.45,0.0333,-1,1
1,0,0,50,NaN,NaN,0.38478,0.55,0.1,-1,1
1,0,0,28.431,NaN,NaN,0.63802,0.55,0.1,-1,1
1,1,1,25.49,NaN,NaN,0.77144,0.4745,0.1,-1,1
1,0,0,28.431,NaN,NaN,0.39816,0.5255,0.1,-1,1
1,1,1,37.745,NaN,NaN,0.74483,0.4745,0.0333,-1,1
1,1,1,35.7025,NaN,NaN,0.59802,0.4745,0.0333,-1,1
1,0,0,14.706,NaN,NaN,2.9969,0.5243,0.1,0,1
1,0,0,28.431,NaN,NaN,1.1712,0.55,0.0333,0,1
1,1,1,25.49,NaN,NaN,0.82472,0.45,0.0333,0,1
1,0,0,26.471,NaN,NaN,0.54484,0.55,0.0333,0,1
1,1,1,11.1925,NaN,NaN,0.62482,0.45,0.0333,0,1
1,1,1,9.15,NaN,NaN,1.531,0.4757,0.0333,3,1
1,0,0,42.1569,NaN,NaN,1.1978,0.5243,0.0333,3,1
1,1,1,9.15,NaN,NaN,1.3578,0.4757,0.1,3,1
1,0,0,20.588,NaN,NaN,0.54469,0.5243,0.1,3,1
1,0,0,36.275,NaN,NaN,0.9313,0.5243,0.0333,3,1
1,1,1,15.2775,NaN,NaN,0.59804,0.4757,0.0333,3,1
1,1,1,7.10749999999999,NaN,NaN,1.3843,0.45,0.1,3,1
1,1,0,12.745,NaN,NaN,0.91799,0.4757,0.1,0,1
1,0,0,10.784,NaN,NaN,0.57131,0.55,0.1,3,1
1,1,1,11.1925,NaN,NaN,0.6646,0.45,0.0333,3,1
1,1,1,7.10749999999999,NaN,NaN,1.3444,0.45,0.1,3,1
1,0,0,26.471,NaN,NaN,0.50449,0.55,0.0333,1,1
1,0,0,14.706,NaN,NaN,0.75801,0.5243,0.0333,0,1
1,1,1,11.1925,NaN,NaN,0.6244,0.45,0.0333,1,1
1,0,0,38.235,NaN,NaN,1.531,0.5243,0.1,3,1
1,1,1,11.1925,NaN,NaN,0.83778,0.4757,0.1,3,1
1,0,1,9.15,NaN,NaN,1.1579,0.5243,0.1,0,1
1,0,0,32.353,NaN,NaN,0.53143,0.5243,0.0333,0,1
1,0,0,24.51,NaN,NaN,0.55808,0.55,0.1,0,1
1,1,1,7.10749999999999,NaN,NaN,0.49151,0.45,0.1,0,1
1,1,1,21.405,NaN,NaN,0.7847,0.45,0.0333,0,1
1,0,1,15.2775,NaN,NaN,0.5048,0.5243,0.1,0,1
1,0,0,50,NaN,NaN,0.99794,0.55,0.0333,3,1
1,1,1,21.405,NaN,NaN,0.878,0.4757,0.0333,0,1
1,1,1,9.15,NaN,NaN,0.57146,0.4757,0.1,0,1
1,0,0,20.588,NaN,NaN,0.51813,0.55,0.1,0,1
1,1,1,39.7875,NaN,NaN,0.9579,0.45,0.0333,3,1
1,0,0,14.706,NaN,NaN,0.53133,0.55,0.1,3,1
1,1,1,15.2775,NaN,NaN,0.65145,0.45,0.0333,0,1
1,1,1,23.4475,NaN,NaN,0.87789,0.45,0.1,3,1
1,1,1,19.3625,NaN,NaN,0.47815,0.4757,0.0333,0,1
1,1,1,7.10749999999999,NaN,NaN,0.50481,0.45,0.1,0,1
1,1,1,35.7025,NaN,NaN,0.61112,0.45,0.0333,1,1
1,0,0,34.314,NaN,NaN,1.2912,0.55,0.0333,0,1
1,0,0,44.1176,NaN,NaN,0.82456,0.55,0.0333,3,1
1,0,0,34.314,NaN,NaN,0.53141,0.5243,0.0333,3,1
1,1,1,11.1925,NaN,NaN,0.95786,0.45,0.1,3,1
1,0,0,50,NaN,NaN,0.50482,0.55,0.0333,0,1
1,1,0,16.667,NaN,NaN,0.47813,0.4757,0.1,0,1
1,0,1,5.065,NaN,NaN,0.6247,0.55,0.1,0,1
1,0,0,10.784,NaN,NaN,0.47803,0.55,0.1,0,1
1,1,1,11.1925,NaN,NaN,0.90459,0.4757,0.1,3,1
1,0,0,10.784,NaN,NaN,0.82468,0.55,0.1,3,1
1,0,0,20.588,NaN,NaN,0.47802,0.5243,0.1,0,1
1,1,1,21.405,NaN,NaN,0.75783,0.4757,0.0333,3,1
1,0,0,22.549,NaN,NaN,1.0378,0.5243,0.1,3,1
1,1,1,27.5325,NaN,NaN,0.47813,0.45,0.1,0,1
1,0,0,18.627,NaN,NaN,0.87872,0.55,0.1,3,1
1,1,1,17.32,NaN,NaN,0.94463,0.45,0.1,0,1
1,1,1,39.7875,NaN,NaN,0.58472,0.4757,0.0333,0,1
1,0,0,50,NaN,NaN,0.79819,0.5243,0.0333,3,1
1,0,0,20.588,NaN,NaN,0.93114,0.5243,0.1,3,1
1,1,1,13.235,NaN,NaN,0.51804,0.4757,0.0333,0,1
