Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,RT_decConf,mean,sd,Condition,Training
3,1,1,39.7875,NaN,NaN,0.7977,0.45,0.0333,1,0
3,1,1,39.7875,NaN,NaN,0.71811,0.45,0.0333,0,0
3,1,1,43.8725,NaN,NaN,0.58491,0.45,0.1,0,0
3,1,1,25.49,NaN,NaN,0.57114,0.4708,0.0333,1,0
3,1,1,9.15,NaN,NaN,1.8242,0.4708,0.1,3,0
3,0,0,42.1569,NaN,NaN,0.89133,0.55,0.0333,0,0
3,1,1,15.2775,NaN,NaN,0.62458,0.4708,0.1,3,0
3,1,0,22.549,NaN,NaN,0.62462,0.4708,0.1,3,0
3,1,1,35.7025,NaN,NaN,0.758,0.4708,0.0333,0,0
3,0,0,20.588,NaN,NaN,0.54476,0.55,0.1,3,0
3,0,0,24.51,NaN,NaN,0.62449,0.5292,0.1,1,0
3,0,0,28.431,NaN,NaN,0.53147,0.55,0.0333,0,0
3,1,0,22.549,NaN,NaN,0.73133,0.4708,0.0333,0,0
3,1,1,17.32,NaN,NaN,0.47817,0.4708,0.0333,0,0
3,0,1,13.235,NaN,NaN,0.79798,0.5292,0.1,0,0
3,1,1,15.2775,NaN,NaN,0.86463,0.45,0.1,0,0
3,1,1,15.2775,NaN,NaN,0.54473,0.4708,0.1,0,0
3,0,0,26.471,NaN,NaN,0.82468,0.5292,0.1,0,0
3,0,0,32.353,NaN,NaN,0.69109,0.55,0.0333,1,0
3,0,0,42.1569,NaN,NaN,1.5843,0.55,0.1,3,0
3,0,0,44.1176,NaN,NaN,1.0643,0.5292,0.0333,1,0
3,1,0,18.627,NaN,NaN,0.7447,0.4708,0.1,0,0
3,0,0,28.431,NaN,NaN,0.67797,0.5292,0.0333,0,0
3,1,1,23.4475,NaN,NaN,0.59803,0.4708,0.0333,3,0
3,0,1,11.1925,NaN,NaN,0.7447,0.55,0.1,0,0
3,0,0,20.588,NaN,NaN,0.62468,0.55,0.0333,0,0
3,1,1,43.8725,NaN,NaN,0.94471,0.45,0.0333,3,0
3,0,0,48.0392,NaN,NaN,0.87791,0.5292,0.0333,0,0
3,0,0,16.667,NaN,NaN,0.55803,0.5292,0.1,3,0
3,0,0,42.1569,NaN,NaN,1.1186,0.55,0.0333,1,0
3,1,1,17.32,NaN,NaN,0.50466,0.4708,0.0333,3,0
3,0,0,24.51,NaN,NaN,0.49106,0.5292,0.1,3,0
3,1,1,11.1925,NaN,NaN,1.3045,0.4713,0.1,-1,1
3,0,0,18.627,NaN,NaN,0.70473,0.5287,0.1,-1,1
3,1,1,15.2775,NaN,NaN,0.55808,0.4713,0.0333,-1,1
3,0,0,18.627,NaN,NaN,0.69133,0.55,0.0333,-1,1
3,1,0,14.706,NaN,NaN,1.1579,0.45,0.1,-1,1
3,0,0,16.667,NaN,NaN,0.63804,0.55,0.1,-1,1
3,1,1,23.4475,NaN,NaN,0.51815,0.45,0.0333,-1,1
3,0,0,30.392,NaN,NaN,0.66471,0.5287,0.0333,-1,1
3,0,0,18.627,NaN,NaN,1.4774,0.5287,0.0333,1,0
3,1,1,37.745,NaN,NaN,0.47805,0.4713,0.0333,3,0
3,1,1,41.83,NaN,NaN,0.54472,0.4713,0.0333,0,0
3,1,1,39.7875,NaN,NaN,0.62452,0.4713,0.0333,1,0
3,0,0,20.588,NaN,NaN,0.79804,0.5287,0.1,0,0
3,0,1,7.10749999999999,NaN,NaN,2.1441,0.5287,0.1,0,0
3,1,1,17.32,NaN,NaN,0.6913,0.45,0.1,0,0
3,0,0,26.471,NaN,NaN,0.49138,0.55,0.1,3,0
3,0,0,22.549,NaN,NaN,0.558,0.5287,0.1,3,0
3,0,0,38.235,NaN,NaN,0.61139,0.55,0.0333,3,0
3,0,0,44.1176,NaN,NaN,0.83821,0.5287,0.1,3,0
3,1,0,16.667,NaN,NaN,0.47816,0.4713,0.1,0,0
3,1,1,21.405,NaN,NaN,0.43818,0.4713,0.1,0,0
3,0,1,21.405,NaN,NaN,0.90462,0.55,0.1,0,0
3,0,0,40.1961,NaN,NaN,1.0523,0.55,0.0333,0,0
3,1,1,21.405,NaN,NaN,0.90458,0.4713,0.0333,3,0
3,1,1,21.405,NaN,NaN,0.54468,0.45,0.1,3,0
3,1,1,33.66,NaN,NaN,0.65132,0.45,0.0333,1,0
3,1,1,37.745,NaN,NaN,0.598,0.4713,0.1,3,0
3,1,1,50,NaN,NaN,1.1843,0.45,0.0333,1,0
3,0,0,46.0784,NaN,NaN,0.73141,0.5287,0.0333,0,0
3,1,1,21.405,NaN,NaN,0.53134,0.45,0.0333,3,0
3,1,1,19.3625,NaN,NaN,0.55911,0.4713,0.0333,0,0
3,1,0,12.745,NaN,NaN,1.3444,0.45,0.1,3,0
3,1,1,11.1925,NaN,NaN,0.58446,0.45,0.0333,1,0
3,0,0,14.706,NaN,NaN,1.3309,0.5287,0.1,3,0
3,1,1,21.405,NaN,NaN,0.50477,0.45,0.0333,0,0
3,0,0,16.667,NaN,NaN,1.1445,0.55,0.0333,0,0
3,1,1,17.32,NaN,NaN,0.51811,0.45,0.1,0,0
3,0,0,48.0392,NaN,NaN,0.89132,0.55,0.0333,1,0
3,1,0,12.745,NaN,NaN,1.2111,0.4713,0.1,0,0
3,0,0,16.667,NaN,NaN,0.63806,0.55,0.0333,0,0
3,1,1,19.3625,NaN,NaN,0.46453,0.4713,0.0333,1,0
3,0,0,44.1176,NaN,NaN,0.86473,0.55,0.1,0,0
3,0,1,47.9575,NaN,NaN,0.6248,0.5287,0.0333,0,0
3,1,1,43.8725,NaN,NaN,0.78474,0.45,0.0333,0,0
3,1,1,31.6175,NaN,NaN,0.81128,0.45,0.1,3,0
3,0,0,32.353,NaN,NaN,0.62448,0.55,0.1,1,0
3,0,0,44.1176,NaN,NaN,1.0112,0.5287,0.0333,0,0
3,1,1,11.1925,NaN,NaN,1.7042,0.4713,0.1,3,0
3,1,1,13.235,NaN,NaN,0.81218,0.4713,0.1,3,0
3,0,0,22.549,NaN,NaN,0.85129,0.5287,0.1,3,0
3,0,0,14.706,NaN,NaN,0.73141,0.5287,0.0333,0,0
3,0,0,24.51,NaN,NaN,0.45117,0.5287,0.0333,1,0
3,1,1,37.745,NaN,NaN,0.66471,0.4713,0.0333,0,0
3,1,1,23.4475,NaN,NaN,1.1856,0.45,0.0333,0,0
3,1,1,37.745,NaN,NaN,0.70475,0.45,0.1,0,0
3,0,0,42.1569,NaN,NaN,0.58442,0.5287,0.0333,1,0
3,0,0,38.235,NaN,NaN,0.61142,0.55,0.0333,0,0
3,0,0,6.863,NaN,NaN,0.49142,0.55,0.1,0,0
3,0,1,15.2775,NaN,NaN,0.6514,0.5287,0.1,0,0
3,0,0,24.51,NaN,NaN,0.61146,0.5287,0.1,0,0
3,0,0,18.627,NaN,NaN,0.43794,0.5287,0.0333,1,0
3,1,1,15.2775,NaN,NaN,0.55813,0.4713,0.0333,0,0
3,1,1,19.3625,NaN,NaN,0.71801,0.4713,0.1,3,0
3,0,0,46.0784,NaN,NaN,0.83769,0.55,0.0333,1,0
3,0,0,44.1176,NaN,NaN,1.2109,0.55,0.0333,1,0
3,1,1,17.32,NaN,NaN,0.61136,0.4713,0.1,0,0
3,1,0,20.588,NaN,NaN,0.49144,0.45,0.1,0,0
3,1,1,17.32,NaN,NaN,0.87796,0.45,0.0333,0,0
3,0,0,36.275,NaN,NaN,1.0113,0.55,0.1,3,0
3,0,0,10.784,NaN,NaN,0.99894,0.55,0.1,0,0
3,1,1,15.2775,NaN,NaN,0.82437,0.45,0.1,1,0
3,0,0,22.549,NaN,NaN,0.54462,0.55,0.1,1,0
3,0,0,10.784,NaN,NaN,1.1311,0.55,0.1,-1,1
3,1,1,11.1925,NaN,NaN,0.61141,0.4725,0.1,-1,1
3,1,1,13.235,NaN,NaN,0.53142,0.45,0.1,-1,1
3,1,1,13.235,NaN,NaN,0.41149,0.45,0.0333,-1,1
3,0,0,18.627,NaN,NaN,0.37149,0.55,0.0333,-1,1
3,0,0,24.51,NaN,NaN,0.42482,0.5275,0.0333,-1,1
3,0,0,30.392,NaN,NaN,0.6255,0.5275,0.1,-1,1
3,1,1,21.405,NaN,NaN,0.62477,0.4725,0.0333,-1,1
3,1,1,17.32,NaN,NaN,0.62472,0.4725,0.0333,0,0
3,1,1,15.2775,NaN,NaN,0.65143,0.4725,0.1,0,0
3,0,0,14.706,NaN,NaN,0.54476,0.55,0.0333,0,0
3,0,0,30.392,NaN,NaN,0.7713,0.5275,0.0333,0,0
3,0,0,16.667,NaN,NaN,0.50463,0.5275,0.1,3,0
3,0,0,20.588,NaN,NaN,0.77134,0.5275,0.0333,0,0
3,1,1,9.15,NaN,NaN,0.53147,0.4725,0.1,0,0
3,1,1,41.83,NaN,NaN,0.65104,0.45,0.0333,1,0
3,1,1,19.3625,NaN,NaN,0.59794,0.4725,0.1,3,0
3,0,0,46.0784,NaN,NaN,0.70471,0.55,0.0333,0,0
3,1,1,31.6175,NaN,NaN,0.95781,0.4725,0.0333,3,0
3,1,1,19.3625,NaN,NaN,0.83789,0.45,0.1,3,0
3,0,0,42.1569,NaN,NaN,0.65095,0.5275,0.1,1,0
3,1,1,17.32,NaN,NaN,0.55813,0.4725,0.0333,0,0
3,0,1,17.32,NaN,NaN,0.74472,0.5275,0.1,0,0
3,0,1,19.3625,NaN,NaN,1.1179,0.5275,0.1,0,0
3,0,0,44.1176,NaN,NaN,0.74439,0.5275,0.0333,1,0
3,0,0,22.549,NaN,NaN,0.71802,0.5275,0.1,0,0
3,0,0,26.471,NaN,NaN,0.69106,0.55,0.0333,1,0
3,0,0,30.392,NaN,NaN,0.41139,0.55,0.1,3,0
3,1,1,13.235,NaN,NaN,0.51811,0.4725,0.1,0,0
3,1,1,45.915,NaN,NaN,1.4911,0.45,0.0333,3,0
3,0,0,50,NaN,NaN,0.82437,0.55,0.0333,1,0
3,0,0,34.314,NaN,NaN,0.63908,0.55,0.1,0,0
3,0,0,18.627,NaN,NaN,0.4781,0.5275,0.1,0,0
3,0,0,12.745,NaN,NaN,2.1175,0.5275,0.0333,0,0
3,0,1,15.2775,NaN,NaN,0.91767,0.5275,0.1,1,0
3,1,1,15.2775,NaN,NaN,1.2111,0.4725,0.1,3,0
3,0,0,50,NaN,NaN,1.1178,0.55,0.0333,0,0
3,1,1,27.5325,NaN,NaN,0.51814,0.45,0.1,0,0
3,1,1,21.405,NaN,NaN,0.57135,0.4725,0.1,3,0
3,0,0,44.1176,NaN,NaN,0.79796,0.55,0.1,0,0
3,1,1,37.745,NaN,NaN,0.7846,0.4725,0.1,0,0
3,1,1,19.3625,NaN,NaN,0.49132,0.45,0.1,3,0
3,0,0,46.0784,NaN,NaN,0.82474,0.5275,0.0333,0,0
3,0,0,20.588,NaN,NaN,0.54476,0.55,0.1,0,0
3,0,0,20.588,NaN,NaN,0.77125,0.5275,0.1,3,0
3,1,1,43.8725,NaN,NaN,1.3179,0.45,0.0333,0,0
3,1,1,43.8725,NaN,NaN,1.118,0.4725,0.0333,0,0
3,1,1,15.2775,NaN,NaN,1.1845,0.4725,0.0333,3,0
3,1,1,7.10749999999999,NaN,NaN,1.6779,0.4725,0.0333,3,0
3,1,1,15.2775,NaN,NaN,1.5576,0.45,0.1,3,0
3,0,0,30.392,NaN,NaN,0.49143,0.55,0.0333,0,0
3,1,1,13.235,NaN,NaN,0.53146,0.45,0.1,0,0
3,1,1,39.7875,NaN,NaN,1.0913,0.4725,0.0333,0,0
3,0,0,36.275,NaN,NaN,0.50448,0.55,0.0333,1,0
3,0,0,42.1569,NaN,NaN,0.82439,0.55,0.0333,1,0
3,1,1,33.66,NaN,NaN,0.5714,0.45,0.0333,0,0
3,0,0,26.471,NaN,NaN,1.5574,0.5275,0.0333,1,0
3,0,0,30.392,NaN,NaN,0.53118,0.5275,0.0333,1,0
3,1,1,21.405,NaN,NaN,0.49147,0.45,0.1,0,0
3,1,1,17.32,NaN,NaN,0.43814,0.45,0.0333,0,0
3,1,1,41.83,NaN,NaN,0.67909,0.45,0.0333,0,0
3,0,0,50,NaN,NaN,0.61119,0.5275,0.0333,1,0
3,1,1,19.3625,NaN,NaN,0.54465,0.45,0.1,3,0
3,0,0,34.314,NaN,NaN,0.41138,0.55,0.1,3,0
3,1,1,21.405,NaN,NaN,0.57111,0.45,0.0333,1,0
3,1,0,38.235,NaN,NaN,0.75812,0.4725,0.1,3,0
3,1,1,21.405,NaN,NaN,0.89104,0.45,0.0333,1,0
3,0,0,28.431,NaN,NaN,0.45144,0.55,0.1,3,0
3,1,1,23.4475,NaN,NaN,0.54483,0.4725,0.0333,3,0
3,0,0,34.314,NaN,NaN,0.61141,0.55,0.1,0,0
3,0,0,38.235,NaN,NaN,0.49132,0.55,0.1,3,0
3,1,1,33.66,NaN,NaN,0.918,0.45,0.1,0,0
3,1,1,11.1925,NaN,NaN,1.9575,0.473,0.1,-1,1
3,0,0,22.549,NaN,NaN,0.57157,0.55,0.0333,-1,1
3,0,0,16.667,NaN,NaN,0.59807,0.527,0.1,-1,1
3,0,0,14.706,NaN,NaN,0.45157,0.55,0.1,-1,1
3,1,1,19.3625,NaN,NaN,0.45148,0.473,0.0333,-1,1
3,1,1,17.32,NaN,NaN,1.2381,0.45,0.1,-1,1
3,1,1,15.2775,NaN,NaN,0.77141,0.45,0.0333,-1,1
3,0,0,22.549,NaN,NaN,0.58471,0.527,0.0333,-1,1
3,1,1,13.235,NaN,NaN,0.81133,0.45,0.1,0,0
3,0,0,22.549,NaN,NaN,0.71804,0.527,0.0333,0,0
3,0,0,22.549,NaN,NaN,0.59799,0.55,0.1,3,0
3,0,0,22.549,NaN,NaN,0.4113,0.527,0.1,3,0
3,0,0,26.471,NaN,NaN,0.62479,0.55,0.0333,0,0
3,1,1,19.3625,NaN,NaN,0.46469,0.473,0.1,3,0
3,0,0,34.314,NaN,NaN,0.58444,0.55,0.0333,1,0
3,0,0,24.51,NaN,NaN,0.86468,0.527,0.1,0,0
3,0,0,30.392,NaN,NaN,0.57129,0.527,0.0333,3,0
3,1,1,17.32,NaN,NaN,0.51799,0.473,0.1,3,0
3,1,1,11.1925,NaN,NaN,0.94462,0.473,0.1,0,0
3,1,1,17.32,NaN,NaN,0.66475,0.473,0.0333,0,0
3,0,1,15.2775,NaN,NaN,0.71809,0.527,0.1,0,0
3,0,0,50,NaN,NaN,1.4378,0.55,0.1,0,0
3,0,1,25.49,NaN,NaN,0.83794,0.55,0.1,0,0
3,0,0,24.51,NaN,NaN,0.82567,0.527,0.1,0,0
3,1,1,27.5325,NaN,NaN,1.1046,0.45,0.0333,0,0
3,0,0,36.275,NaN,NaN,0.87765,0.55,0.0333,1,0
3,0,0,26.471,NaN,NaN,0.50463,0.55,0.0333,1,0
3,1,1,25.49,NaN,NaN,0.41146,0.45,0.1,3,0
3,0,0,48.0392,NaN,NaN,1.2243,0.527,0.0333,1,0
3,0,0,16.667,NaN,NaN,0.4916,0.527,0.0333,3,0
3,0,0,18.627,NaN,NaN,0.53148,0.55,0.0333,0,0
3,1,1,11.1925,NaN,NaN,1.771,0.473,0.1,0,0
3,0,0,28.431,NaN,NaN,0.50444,0.55,0.0333,1,0
3,1,1,47.9575,NaN,NaN,0.59804,0.45,0.0333,1,0
3,1,1,17.32,NaN,NaN,0.69146,0.473,0.1,0,0
3,1,1,17.32,NaN,NaN,0.69138,0.45,0.1,0,0
3,1,1,13.235,NaN,NaN,0.94457,0.473,0.0333,3,0
3,1,1,13.235,NaN,NaN,0.78437,0.473,0.0333,1,0
3,1,1,19.3625,NaN,NaN,0.7713,0.45,0.0333,3,0
3,0,0,14.706,NaN,NaN,1.1178,0.527,0.1,3,0
3,1,1,23.4475,NaN,NaN,0.69131,0.45,0.0333,0,0
3,1,1,11.1925,NaN,NaN,1.291,0.473,0.1,3,0
3,1,1,31.6175,NaN,NaN,0.62468,0.473,0.0333,3,0
3,0,0,14.706,NaN,NaN,0.75798,0.527,0.1,3,0
3,0,0,14.706,NaN,NaN,0.78465,0.55,0.1,3,0
3,1,1,15.2775,NaN,NaN,0.6247,0.45,0.1,3,0
3,1,1,21.405,NaN,NaN,0.85152,0.45,0.0333,0,0
3,0,0,50,NaN,NaN,0.83797,0.527,0.0333,0,0
3,1,1,47.9575,NaN,NaN,1.0911,0.45,0.1,3,0
3,0,0,30.392,NaN,NaN,0.75798,0.55,0.1,3,0
3,0,0,26.471,NaN,NaN,0.45144,0.527,0.1,3,0
3,0,0,38.235,NaN,NaN,0.90467,0.527,0.0333,0,0
3,1,1,33.66,NaN,NaN,0.67801,0.45,0.0333,3,0
3,1,1,33.66,NaN,NaN,0.79769,0.473,0.0333,3,0
3,0,0,44.1176,NaN,NaN,0.81138,0.527,0.1,0,0
3,1,0,14.706,NaN,NaN,0.7714,0.45,0.1,0,0
3,1,1,17.32,NaN,NaN,0.66478,0.473,0.1,0,0
3,0,0,20.588,NaN,NaN,0.6647,0.55,0.1,0,0
3,0,0,30.392,NaN,NaN,0.71803,0.55,0.0333,0,0
3,1,1,43.8725,NaN,NaN,0.65147,0.45,0.0333,0,0
3,1,1,23.4475,NaN,NaN,0.53115,0.473,0.1,1,0
3,1,1,23.4475,NaN,NaN,1.0643,0.45,0.0333,1,0
3,1,0,18.627,NaN,NaN,1.2251,0.473,0.0333,0,0
3,1,1,27.5325,NaN,NaN,0.46448,0.45,0.1,1,0
3,1,1,23.4475,NaN,NaN,0.90466,0.473,0.0333,0,0
3,0,0,46.0784,NaN,NaN,1.4911,0.55,0.1,1,0
3,0,0,14.706,NaN,NaN,0.63798,0.527,0.0333,3,0
3,0,0,18.627,NaN,NaN,0.62478,0.55,0.0333,0,0
3,1,1,39.7875,NaN,NaN,0.6381,0.45,0.1,0,0
3,0,0,24.51,NaN,NaN,0.66468,0.527,0.0333,0,0
3,0,0,20.588,NaN,NaN,0.97123,0.55,0.1,0,0
3,1,1,25.49,NaN,NaN,0.54479,0.473,0.0333,0,0
4,1,0,33.66,NaN,NaN,39.451,0.45,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.82473,0.45,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.66489,0.526,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.70478,0.474,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.6916,0.474,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.63829,0.45,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.5185,0.526,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.67815,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.67811,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,1.1581,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.49245,0.55,0.0333,-1,1
4,1,1,34.314,NaN,NaN,1.0114,0.45,0.1,-1,1
4,1,0,33.66,NaN,NaN,0.63825,0.474,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.47818,0.474,0.1,-1,1
4,1,1,34.314,NaN,NaN,1.1846,0.474,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.61152,0.55,0.1,-1,1
4,1,0,33.66,NaN,NaN,1.4246,0.474,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.93134,0.526,0.0333,-1,1
4,1,1,34.314,NaN,NaN,1.2913,0.474,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.47863,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,1.0781,0.55,0.0333,-1,1
4,0,0,33.66,NaN,NaN,1.1182,0.526,0.1,-1,1
4,1,1,34.314,NaN,NaN,1.0114,0.474,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.58494,0.55,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.61152,0.45,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.61145,0.526,0.1,-1,1
4,0,0,33.66,NaN,NaN,1.5578,0.55,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.62492,0.474,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.78484,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.8381,0.526,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.86476,0.55,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.54488,0.45,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.59822,0.526,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.82489,0.526,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.43824,0.45,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.98482,0.474,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.47832,0.526,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.66488,0.55,0.0333,-1,1
4,0,0,33.66,NaN,NaN,1.1713,0.526,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.5849,0.45,0.1,-1,1
4,1,0,33.66,NaN,NaN,0.62489,0.474,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.46506,0.474,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.49158,0.526,0.1,-1,1
4,0,1,34.314,NaN,NaN,0.63815,0.526,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.39832,0.45,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.54497,0.474,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.26494,0.526,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.45163,0.45,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.26499,0.526,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.4516,0.45,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.51828,0.45,0.1,-1,1
4,1,0,33.66,NaN,NaN,0.50501,0.474,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.42493,0.45,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.41157,0.45,0.0333,-1,1
4,1,0,33.66,NaN,NaN,0.31825,0.474,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.26495,0.55,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.61158,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.65145,0.55,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.67824,0.526,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.27843,0.45,0.1,-1,1
4,1,1,34.314,NaN,NaN,0.37171,0.45,0.0333,-1,1
4,1,1,34.314,NaN,NaN,0.46493,0.474,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.27833,0.526,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.4517,0.55,0.0333,-1,1
4,0,0,21.405,NaN,NaN,2.2775,0.526,0.1,-1,1
4,0,0,43.8725,NaN,NaN,1.5044,0.55,0.1,-1,1
4,1,1,30.392,NaN,NaN,1.1311,0.45,0.1,-1,1
4,1,1,8.824,NaN,NaN,2.544,0.474,0.0333,-1,1
4,0,0,43.8725,NaN,NaN,1.678,0.526,0.0333,-1,1
4,0,0,50,NaN,NaN,0.70472,0.55,0.0333,-1,1
4,1,1,50,NaN,NaN,0.53141,0.45,0.1,-1,1
4,0,0,35.7025,NaN,NaN,2.2775,0.526,0.1,-1,1
4,0,0,21.405,NaN,NaN,0.78481,0.55,0.1,-1,1
4,0,0,27.5325,NaN,NaN,2.2107,0.526,0.1,-1,1
4,1,1,10.784,NaN,NaN,1.1313,0.474,0.1,-1,1
4,1,1,50,NaN,NaN,0.6247,0.45,0.0333,-1,1
4,1,1,26.471,NaN,NaN,1.3178,0.474,0.1,-1,1
4,0,0,29.575,NaN,NaN,0.75803,0.55,0.1,-1,1
4,1,1,22.549,NaN,NaN,1.1312,0.45,0.1,-1,1
4,1,0,15.2775,NaN,NaN,0.82462,0.474,0.1,-1,1
4,0,0,50,NaN,NaN,0.67799,0.526,0.0333,-1,1
4,0,0,37.745,NaN,NaN,1.1712,0.526,0.1,-1,1
4,1,1,36.275,NaN,NaN,1.0113,0.45,0.1,-1,1
4,0,0,50,NaN,NaN,0.65139,0.55,0.0333,-1,1
4,1,1,50,NaN,NaN,0.59805,0.474,0.0333,-1,1
4,1,1,50,NaN,NaN,0.67792,0.45,0.0333,-1,1
4,1,1,24.51,NaN,NaN,1.2112,0.474,0.0333,-1,1
4,0,0,31.6175,NaN,NaN,0.86464,0.55,0.1,-1,1
4,0,0,50,NaN,NaN,0.86459,0.526,0.0333,-1,1
4,1,1,24.51,NaN,NaN,0.95794,0.474,0.0333,-1,1
4,1,1,38.235,NaN,NaN,0.87794,0.45,0.0333,-1,1
4,0,0,50,NaN,NaN,1.1179,0.55,0.0333,-1,1
4,0,0,50,NaN,NaN,0.69134,0.526,0.0333,-1,1
4,1,1,22.549,NaN,NaN,1.2779,0.45,0.1,-1,1
4,0,0,47.9575,NaN,NaN,1.0512,0.55,0.0333,-1,1
4,1,1,46.0784,NaN,NaN,1.4912,0.45,0.0333,-1,1
4,1,1,34.314,NaN,NaN,1.1445,0.45,0.1,-1,1
4,0,0,39.7875,NaN,NaN,1.0112,0.55,0.0333,-1,1
4,0,0,5.065,NaN,NaN,0.94469,0.55,0.1,-1,1
4,0,0,15.2775,NaN,NaN,0.81134,0.55,0.1,-1,1
4,0,0,33.66,NaN,NaN,0.59806,0.526,0.0333,-1,1
4,1,1,36.275,NaN,NaN,0.78467,0.45,0.1,-1,1
4,0,0,11.1925,NaN,NaN,0.89128,0.526,0.1,-1,1
4,1,1,10.784,NaN,NaN,0.95799,0.474,0.1,-1,1
4,1,1,40.1961,NaN,NaN,1.3987,0.45,0.0333,-1,1
4,0,0,50,NaN,NaN,1.1179,0.55,0.0333,-1,1
4,0,0,9.15,NaN,NaN,1.0779,0.55,0.1,-1,1
4,1,1,22.549,NaN,NaN,0.53151,0.474,0.1,-1,1
4,0,0,7.10749999999999,NaN,NaN,0.85129,0.526,0.1,-1,1
4,0,0,37.745,NaN,NaN,0.81141,0.526,0.1,-1,1
4,1,1,50,NaN,NaN,0.66461,0.45,0.0333,-1,1
4,0,0,7.10749999999999,NaN,NaN,1.6244,0.526,0.1,-1,1
4,1,1,20.588,NaN,NaN,0.78465,0.45,0.0333,-1,1
4,1,1,10.784,NaN,NaN,1.0645,0.474,0.1,-1,1
4,1,1,2.941,NaN,NaN,1.5977,0.474,0.1,-1,1
4,0,0,37.745,NaN,NaN,1.0378,0.55,0.1,-1,1
4,0,0,25.49,NaN,NaN,1.5178,0.526,0.0333,-1,1
4,1,1,28.431,NaN,NaN,1.1711,0.474,0.0333,-1,1
4,1,1,46.0784,NaN,NaN,1.1978,0.474,0.0333,-1,1
4,1,1,50,NaN,NaN,0.77133,0.474,0.0333,-1,1
4,0,0,50,NaN,NaN,0.53142,0.526,0.0333,-1,1
4,1,1,8.824,NaN,NaN,1.3844,0.45,0.1,-1,1
4,0,0,23.4475,NaN,NaN,0.69133,0.55,0.0333,-1,1
4,1,1,18.627,NaN,NaN,0.70463,0.474,0.0333,-1,1
4,0,0,17.32,NaN,NaN,0.8247,0.55,0.0333,-1,1
4,1,1,18.627,NaN,NaN,1.0645,0.45,0.0333,-1,1
4,0,0,17.32,NaN,NaN,1.4644,0.526,0.0333,-1,1
4,1,1,24.51,NaN,NaN,1.0912,0.474,0.1,-1,1
4,1,1,30.392,NaN,NaN,1.0644,0.45,0.1,-1,1
4,1,1,22.549,NaN,NaN,0.86461,0.45,0.0333,-1,1
4,1,1,32.353,NaN,NaN,0.97117,0.474,0.0333,-1,1
4,1,1,8.824,NaN,NaN,1.1845,0.45,0.1,-1,1
4,0,0,23.4475,NaN,NaN,0.58483,0.526,0.0333,-1,1
4,0,0,11.1925,NaN,NaN,1.0513,0.526,0.0333,-1,1
4,0,0,33.66,NaN,NaN,0.61158,0.55,0.1,-1,1
