Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Feedback,Study
1,1,1,0.6,1.11787,0.652738,1,1,0,1
1,2,1,0.6,1.3759,0.347037,2,0,0,1
1,2,2,0.9,2.18223,1.10811,1,1,0,1
1,1,1,0.9,0.978427,0.290839,1,1,0,1
1,2,2,0.7,1.63971,0.571865,1,1,0,1
1,2,1,0.7,0.975077,0.264111,2,0,0,1
1,1,1,0.9,0.913039,0.443082,1,1,0,1
1,2,1,0.8,1.12954,1.02716,2,0,0,1
1,1,2,0.8,1.41222,4.02893,2,0,0,1
1,2,1,0.7,0.976396,1.80395,2,0,0,1
1,2,2,0.6,2.39332,0.394321,1,1,0,1
1,2,1,0.7,1.19323,2.26041,1,0,0,1
1,1,1,0.6,1.38001,0.516144,2,1,0,1
1,2,2,0.8,0.712304,1.64404,1,1,0,1
1,2,2,0.6,1.65808,0.724385,2,1,0,1
1,1,1,0.8,1.06991,0.768221,2,1,0,1
1,1,1,0.8,1.10771,0.476937,1,1,0,1
1,1,1,0.7,1.14129,2.35646,1,1,0,1
1,2,2,0.6,1.81097,0.293483,2,1,0,1
1,2,2,0.9,1.03363,0.457852,1,1,0,1
1,2,1,0.7,1.40009,0.492097,2,0,0,1
1,2,2,0.8,1.70274,1.13089,1,1,0,1
1,1,2,0.6,2.99619,1.34958,2,0,0,1
1,1,1,0.8,1.07865,0.246918,2,1,0,1
1,1,1,0.7,1.61496,0.315512,2,1,0,1
1,1,1,0.8,1.16574,1.27705,2,1,0,1
1,2,2,0.9,1.13215,0.652045,1,1,0,1
1,1,1,0.8,0.969131,0.421099,1,1,0,1
1,1,1,1,0.996647,1.11608,2,1,0,1
1,2,2,0.8,1.08104,0.267089,2,1,0,1
1,1,1,0.6,1.70693,1.26058,2,1,0,1
1,1,1,0.7,0.999982,0.500978,2,1,0,1
1,2,2,0.7,1.10709,1.22533,2,1,0,1
1,2,2,0.7,1.21233,1.09946,2,1,0,1
1,1,1,0.7,1.14827,1.57109,2,1,0,1
1,2,2,0.8,1.05976,1.25243,1,1,0,1
2,2,2,0.6,1.1206,1.33024,1,1,0,1
2,1,1,0.7,1.05944,2.5587,2,1,0,1
2,1,1,0.5,1.00122,0.792778,2,1,0,1
2,2,2,0.6,1.0678,0.79111,2,1,0,1
2,2,2,0.6,1.16389,1.08163,2,1,0,1
2,2,2,0.7,1.03289,0.498839,1,1,0,1
2,2,1,0.6,1.2278,1.41319,2,0,0,1
2,1,1,0.7,0.89496,0.940897,2,1,0,1
2,2,2,0.7,0.653052,0.795546,1,1,0,1
2,1,1,0.6,0.768588,0.7399,2,1,0,1
2,2,2,0.6,0.772517,0.667105,1,1,0,1
2,2,2,0.7,0.884168,0.499905,1,1,0,1
2,1,2,0.5,2.27631,0.465248,2,0,0,1
2,2,1,0.5,0.954155,0.533955,1,0,0,1
2,1,2,0.6,1.1344,0.595242,2,0,0,1
2,2,1,0.5,2.63583,0.563733,2,0,0,1
2,1,2,0.6,1.10785,0.470034,2,0,0,1
2,1,2,0.6,1.38258,0.807463,1,0,0,1
2,1,1,0.7,1.04191,0.466413,2,1,0,1
2,2,2,0.7,0.693185,0.895434,1,1,0,1
2,2,2,0.5,1.12234,0.740627,2,1,0,1
2,2,2,0.5,1.0749,1.1699,2,1,0,1
2,1,1,0.6,0.817148,1.53921,2,1,0,1
2,2,2,0.6,0.795937,0.910042,1,1,0,1
2,1,1,0.5,0.667764,0.90709,2,1,0,1
2,1,2,0.7,0.832885,0.610625,2,0,0,1
2,2,2,0.7,0.70085,0.55169,1,1,0,1
2,1,2,0.6,0.61984,0.394149,1,0,0,1
2,2,1,0.5,0.727527,0.45098,2,0,0,1
2,1,2,0.5,0.671124,0.412336,1,0,0,1
2,2,1,0.6,0.700038,0.439651,2,0,0,1
2,1,1,0.6,0.824039,0.785348,2,1,0,1
2,2,2,0.6,0.582729,1.54494,2,1,0,1
2,2,2,0.7,0.971764,0.784603,1,1,0,1
2,1,1,0.6,1.00176,0.478628,2,1,0,1
2,1,1,0.6,0.801973,0.819728,1,1,0,1
2,2,1,0.7,1.19545,0.852813,2,0,0,1
2,2,1,0.6,1.16579,0.426939,2,0,0,1
2,1,2,0.7,0.820345,0.80557,2,0,0,1
2,2,1,0.6,0.650781,0.601487,2,0,0,1
2,1,1,0.5,0.902784,0.330992,2,1,0,1
2,2,2,0.7,1.21205,0.355851,1,1,0,1
2,2,2,0.7,0.612994,0.404566,1,1,0,1
2,1,1,0.8,0.72397,0.411295,1,1,0,1
2,1,1,0.6,0.853682,0.523533,1,1,0,1
2,1,1,0.5,0.619746,0.370561,2,1,0,1
2,1,1,0.5,0.642272,1.25084,2,1,0,1
2,2,2,0.8,0.677474,0.392884,1,1,0,1
2,1,1,0.6,0.795769,0.33922,1,1,0,1
2,2,1,0.7,0.771924,1.99481,2,0,0,1
2,1,1,0.5,1.02784,1.33063,2,1,0,1
2,2,2,0.6,1.04902,0.41254,2,1,0,1
2,1,1,0.5,0.984644,0.350451,1,1,0,1
2,2,2,0.6,0.836897,0.355207,1,1,0,1
2,2,2,0.5,0.867995,0.388222,2,1,0,1
2,2,1,0.5,0.907159,0.372369,2,0,0,1
2,1,2,0.6,0.772082,0.52371,2,0,0,1
2,1,1,0.5,0.918503,0.387014,1,1,0,1
2,2,2,0.5,0.866348,0.374673,1,1,0,1
2,2,1,0.5,1.12072,0.443145,2,0,0,1
2,2,2,0.6,0.956001,0.514125,1,1,0,1
2,1,1,0.6,0.984671,0.530029,2,1,0,1
2,1,1,0.6,0.622769,0.487399,1,1,0,1
2,2,1,0.5,0.635058,0.730488,2,0,0,1
2,1,1,0.6,0.645453,1.13164,2,1,0,1
2,2,1,0.6,0.873941,0.403077,2,0,0,1
2,1,1,0.6,0.677924,0.523637,1,1,0,1
2,1,1,0.6,0.834559,0.347598,1,1,0,1
2,2,1,0.6,0.611523,0.445551,2,0,0,1
2,1,1,0.6,0.580712,0.32301,1,1,0,1
2,1,1,0.5,0.625567,0.385103,1,1,0,1
2,1,1,0.5,0.685919,0.357384,1,1,0,1
2,1,1,0.7,0.707825,0.360243,1,1,0,1
2,1,1,0.6,0.678893,0.323088,1,1,0,1
2,2,1,0.5,0.594354,0.62778,2,0,0,1
2,1,1,0.6,0.664294,0.300382,1,1,0,1
2,2,1,0.5,0.67575,0.281972,2,0,0,1
2,2,2,0.6,0.914957,0.458493,1,1,0,1
2,1,2,0.5,1.01945,0.028269,1,0,0,1
2,1,1,0.7,1.41131,0.58745,1,1,0,1
2,1,2,0.6,0.993026,0.412161,2,0,0,1
2,1,1,0.6,1.09613,0.443708,2,1,0,1
2,1,1,0.5,0.747713,0.416562,2,1,0,1
2,2,2,0.5,0.842105,0.458955,1,1,0,1
2,2,2,0.7,1.05106,0.314761,2,1,0,1
2,2,2,0.8,0.724116,0.322911,1,1,0,1
2,1,1,0.7,0.706126,0.369174,1,1,0,1
2,1,2,0.5,1.15926,0.323433,2,0,0,1
2,2,2,0.6,0.71282,0.251193,2,1,0,1
2,1,2,0.5,1.77654,0.344963,2,0,0,1
2,2,1,0.5,0.853814,0.891267,2,0,0,1
2,1,2,0.6,0.908564,0.355136,2,0,0,1
2,2,1,0.5,1.04845,0.376963,1,0,0,1
2,2,2,0.5,0.591741,0.345415,2,1,0,1
2,1,1,0.5,0.679801,0.414536,1,1,0,1
2,2,2,0.5,0.560524,1.38705,1,1,0,1
2,2,2,0.6,0.834623,0.373316,2,1,0,1
2,1,1,0.6,0.872564,0.378691,1,1,0,1
2,2,2,0.6,0.932081,0.539417,2,1,0,1
2,1,2,0.6,1.06795,0.362226,2,0,0,1
2,1,1,0.6,0.629228,1.5711,1,1,0,1
2,2,2,0.5,2.0935,0.547131,1,1,0,1
2,1,2,0.6,1.1003,0.307991,2,0,0,1
2,1,2,0.5,1.46062,0.315537,1,0,0,1
2,2,2,0.6,0.597159,0.394977,1,1,0,1
2,2,1,0.6,0.704026,0.579288,1,0,0,1
2,1,1,0.6,0.580584,1.49089,1,1,0,1
2,2,2,0.6,0.503529,0.461855,1,1,0,1
2,1,1,0.5,0.660733,0.638529,1,1,0,1
2,2,2,0.6,0.924568,0.577017,1,1,0,1
2,2,2,0.7,0.626746,0.357874,1,1,0,1
2,1,1,0.6,1.29164,0.401209,2,1,0,1
2,1,1,0.6,1.06953,0.387365,1,1,0,1
2,1,1,0.5,0.903566,0.419333,2,1,0,1
2,2,2,0.6,1.05917,0.347224,1,1,0,1
2,2,1,0.8,0.995251,0.792527,2,0,0,1
2,1,1,0.7,0.844341,0.462891,1,1,0,1
2,2,2,0.6,0.98373,0.35347,2,1,0,1
2,1,1,0.6,1.01452,0.419275,1,1,0,1
2,2,1,0.6,0.983089,0.363291,2,0,0,1
2,1,1,0.6,0.971629,0.333862,1,1,0,1
2,2,1,0.5,0.622795,0.773942,2,0,0,1
2,1,2,0.6,0.491564,0.410927,2,0,0,1
2,1,1,0.5,0.775941,1.36097,2,1,0,1
2,1,1,0.5,0.850607,0.350441,2,1,0,1
2,1,1,0.6,0.669164,0.546717,1,1,0,1
2,1,1,0.7,0.783031,0.483458,1,1,0,1
2,2,2,0.6,0.981226,0.342536,1,1,0,1
2,1,1,0.5,0.744834,0.956906,1,1,0,1
2,2,2,0.5,1.04459,0.302551,1,1,0,1
2,2,2,0.6,1.08524,0.379896,1,1,0,1
2,2,2,0.8,1.00403,0.320063,1,1,0,1
2,1,1,0.6,1.05582,0.923163,1,1,0,1
2,2,2,0.7,1.06283,0.493364,1,1,0,1
2,1,1,0.8,1.04413,1.02752,2,1,0,1
2,1,1,0.6,1.31251,0.627292,2,1,0,1
2,2,2,0.6,1.08284,0.349321,1,1,0,1
2,1,1,0.5,1.91829,0.355453,1,1,0,1
2,2,1,0.6,1.19298,0.902411,2,0,0,1
2,2,2,0.8,1.09159,0.298845,1,1,0,1
2,1,1,0.7,1.06724,0.403302,1,1,0,1
2,2,2,0.6,1.09213,0.3226,2,1,0,1
2,2,2,0.7,0.721893,0.420397,1,1,0,1
2,2,2,0.7,0.586514,0.395113,1,1,0,1
2,2,2,0.6,1.16915,0.723507,1,1,0,1
2,2,2,0.5,1.00426,0.625693,2,1,0,1
2,2,2,0.7,1.05992,0.417711,1,1,0,1
2,1,1,0.6,1.3006,0.368928,2,1,0,1
2,1,1,0.5,1.32752,0.874076,2,1,0,1
2,1,1,0.5,0.6927,0.949532,1,1,0,1
2,2,2,0.6,0.685468,1.56398,2,1,0,1
2,2,2,0.6,1.01195,0.326294,2,1,0,1
2,1,1,0.6,0.875452,2.40266,1,1,0,1
2,2,2,0.7,0.705311,0.382306,2,1,0,1
2,2,2,0.8,0.952611,0.204929,1,1,0,1
2,1,1,0.6,1.14835,0.362379,1,1,0,1
2,2,1,0.5,1.21111,0.273589,2,0,0,1
2,1,1,0.6,1.30148,0.32064,1,1,0,1
2,1,2,0.6,1.78022,0.738217,1,0,0,1
2,1,2,0.6,1.1646,0.403614,1,0,0,1
2,2,2,0.6,1.2496,0.419641,1,1,0,1
2,2,2,0.7,0.765178,0.443351,2,1,0,1
2,1,1,0.7,1.48453,0.452436,1,1,0,1
2,1,2,0.6,1.21954,0.491584,2,0,0,1
2,1,1,0.7,0.687542,1.8678,1,1,0,1
2,2,2,0.6,1.91588,0.408958,2,1,0,1
2,2,2,0.7,1.1427,0.539151,1,1,0,1
2,1,1,0.8,1.08987,0.371478,1,1,0,1
2,2,2,0.8,1.1638,0.36322,1,1,0,1
2,2,2,0.5,1.3236,0.419402,2,1,0,1
2,1,2,0.7,1.41803,0.50982,1,0,0,1
2,2,2,0.5,2.54964,0.387797,2,1,0,1
2,1,1,0.5,1.59382,0.54903,2,1,0,1
2,2,2,0.6,1.2427,0.290757,2,1,0,1
2,2,2,0.5,1.33106,0.359321,1,1,0,1
2,2,1,0.5,0.801819,0.571363,1,0,0,1
2,1,2,0.6,0.580262,0.539289,2,0,0,1
2,2,2,0.5,1.02882,0.907767,1,1,0,1
2,2,2,0.6,1.29303,0.307939,2,1,0,1
2,1,2,0.5,1.25792,0.31841,2,0,0,1
2,1,1,0.7,1.73925,0.613267,1,1,0,1
2,1,2,0.5,1.41992,1.41442,1,0,0,1
2,2,2,0.8,1.26013,0.931337,2,1,0,1
2,2,2,0.6,1.65017,0.587407,1,1,0,1
2,2,2,0.7,1.07078,0.678852,2,1,0,1
2,2,1,0.6,1.30006,1.5009,1,0,0,1
2,1,1,0.7,1.17204,0.603163,2,1,0,1
2,1,1,0.6,0.978008,0.330374,2,1,0,1
2,1,1,0.7,1.07694,0.347448,2,1,0,1
2,1,2,0.6,0.90795,0.363405,2,0,0,1
2,2,2,0.7,1.09198,0.458629,1,1,0,1
2,1,1,0.7,1.3711,0.307345,1,1,0,1
2,1,1,0.7,1.24394,0.371677,2,1,0,1
2,2,2,0.6,1.00412,0.491166,2,1,0,1
2,1,1,0.6,1.09769,0.33359,2,1,0,1
2,1,1,0.6,1.24652,0.563907,2,1,0,1
2,2,2,0.5,1.74106,0.659926,2,1,0,1
2,2,2,0.6,1.36365,0.395207,2,1,0,1
2,1,1,0.7,1.49001,0.359001,2,1,0,1
2,2,2,0.8,1.16657,0.366906,1,1,0,1
3,2,2,0.9,1.10018,2.80668,1,1,0,1
3,1,1,1,1.1647,1.79489,2,1,0,1
3,1,2,0.7,1.73694,0.793219,2,0,0,1
3,2,2,0.8,1.50916,1.75682,2,1,0,1
3,2,2,1,1.36509,0.797989,2,1,0,1
3,2,1,0.8,1.24446,1.90268,1,0,0,1
3,2,2,1,1.0932,0.877458,2,1,0,1
3,1,1,0.7,1.16625,5.12713,2,1,0,1
3,2,2,1,1.23692,1.16762,1,1,0,1
3,1,1,1,1.34649,0.99867,2,1,0,1
3,2,1,1,1.22773,0.772761,1,0,0,1
3,2,2,1,1.1972,0.854677,1,1,0,1
3,1,2,0.8,1.04415,0.78295,2,0,0,1
3,2,2,0.8,1.66558,2.26232,1,1,0,1
3,1,1,1,1.05637,0.63574,2,1,0,1
3,2,2,1,1.08558,0.867679,2,1,0,1
3,1,2,0.8,1.92883,0.862542,2,0,0,1
3,1,1,0.8,1.19173,4.53172,1,1,0,1
3,1,1,1,1.19951,0.757321,2,1,0,1
3,2,2,0.8,1.17493,0.924226,1,1,0,1
3,2,2,0.7,1.33635,1.07429,2,1,0,1
3,2,1,1,1.30457,2.87815,2,0,0,1
3,1,2,1,1.13378,0.583346,2,0,0,1
3,2,2,0.9,1.18947,4.79057,1,1,0,1
3,1,2,0.8,0.95867,1.57469,2,0,0,1
3,1,2,1,1.20803,0.28918,2,0,0,1
3,2,2,1,0.979507,0.913806,1,1,0,1
3,1,1,1,1.03293,1.63427,1,1,0,1
3,2,2,0.8,1.31704,1.43753,2,1,0,1
3,1,2,0.8,1.08344,2.367,1,0,0,1
3,2,1,0.8,1.15526,1.08191,2,0,0,1
3,1,2,1,1.06216,0.678375,2,0,0,1
3,2,2,0.8,1.13074,1.04114,2,1,0,1
3,2,2,1,1.03033,0.667424,1,1,0,1
3,1,1,0.8,1.01584,1.0983,2,1,0,1
3,1,1,1,0.981428,0.760431,1,1,0,1
3,2,1,0.9,1.04825,1.83376,2,0,0,1
3,2,2,1,1.73532,0.538873,2,1,0,1
3,1,2,0.8,0.997306,1.29458,2,0,0,1
3,2,1,0.8,1.03752,1.21479,2,0,0,1
3,1,1,1,1.65327,1.74243,2,1,0,1
3,2,1,0.9,0.917369,1.016,1,0,0,1
3,2,2,1,0.802087,0.552684,1,1,0,1
3,1,1,1,0.934783,1.11753,1,1,0,1
3,1,1,0.9,1.0636,0.827202,1,1,0,1
3,1,2,0.8,1.20528,1.35649,2,0,0,1
3,1,2,1,0.673457,0.786325,2,0,0,1
3,2,1,0.8,0.965277,0.830765,1,0,0,1
3,1,1,0.9,0.719566,1.12399,1,1,0,1
3,2,2,0.9,0.698336,1.97226,2,1,0,1
3,1,2,0.8,0.997246,0.882724,2,0,0,1
3,2,1,0.8,1.12554,0.862474,2,0,0,1
3,1,1,1,0.867627,0.590918,1,1,0,1
3,2,2,1,0.869373,0.504618,1,1,0,1
3,2,2,0.8,0.941508,1.01494,2,1,0,1
3,2,2,0.7,1.22164,1.84713,2,1,0,1
3,1,1,0.9,0.941057,2.1994,2,1,0,1
3,1,1,0.8,1.02854,2.06306,1,1,0,1
3,2,2,0.9,0.99598,1.719,1,1,0,1
3,2,2,0.8,0.995137,1.34297,2,1,0,1
3,2,1,0.9,0.956583,1.10831,1,0,0,1
3,1,1,0.7,1.34421,1.14301,2,1,0,1
3,1,1,1,1.19896,2.53465,1,1,0,1
3,2,2,0.8,1.42012,1.17565,2,1,0,1
3,1,1,0.7,1.45132,0.458552,2,1,0,1
3,2,2,1,1.08651,0.662363,2,1,0,1
3,1,1,0.8,1.17324,2.4202,1,1,0,1
3,1,2,0.9,1.33388,1.01152,1,0,0,1
3,2,2,1,0.940885,0.698303,2,1,0,1
3,1,1,0.8,1.0746,1.06107,1,1,0,1
3,1,1,0.9,0.821513,0.878744,1,1,0,1
3,1,1,1,0.773124,0.57765,1,1,0,1
3,1,2,0.8,1.18939,0.926483,1,0,0,1
3,1,1,1,0.764377,0.714604,1,1,0,1
3,2,2,0.8,1.08811,0.825405,2,1,0,1
3,1,2,0.8,1.18635,1.16672,1,0,0,1
3,2,2,1,0.973527,0.801194,2,1,0,1
3,2,2,1,0.97726,0.769014,1,1,0,1
3,1,1,1,0.981361,0.996519,1,1,0,1
3,1,2,0.8,1.0621,0.827065,1,0,0,1
3,1,2,0.7,1.43757,0.71708,2,0,0,1
3,1,1,0.9,1.34411,0.810705,2,1,0,1
3,1,2,0.8,1.09347,0.743326,2,0,0,1
3,2,2,1,1.09761,0.60466,1,1,0,1
3,2,1,0.7,0.947065,0.527971,2,0,0,1
3,2,2,0.8,0.997491,1.12667,1,1,0,1
3,1,2,0.9,1.07231,0.840854,1,0,0,1
3,1,1,0.7,0.709103,0.626976,2,1,0,1
3,2,1,1,1.30962,1.5589,2,0,0,1
3,1,1,0.7,1.28953,0.775965,2,1,0,1
3,2,2,1,1.40583,0.697717,2,1,0,1
3,1,1,0.8,1.26419,0.857477,2,1,0,1
3,2,2,0.8,0.933633,1.75028,1,1,0,1
3,2,2,0.7,0.932786,0.970219,2,1,0,1
3,1,2,0.8,0.782261,0.815271,1,0,0,1
3,2,2,0.7,0.953382,0.744222,1,1,0,1
3,2,2,1,0.881038,0.717463,2,1,0,1
