Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Accuracy,Feedback,Study
14,1,1,0.7,1.24534,0.399306,2,1,0,1
14,2,2,0.6,1.093,0.335468,1,1,0,1
15,2,2,1,0.567882,1.26647,1,1,0,1
15,1,1,0.4,0.549114,1.00133,2,1,0,1
15,1,1,0.5,0.629367,0.560326,2,1,0,1
15,2,1,0.9,1.02276,1.45741,2,0,0,1
15,2,2,0.6,1.16946,1.36867,2,1,0,1
15,2,2,0.5,0.899772,0.891482,1,1,0,1
15,2,1,0.4,1.1241,1.68527,2,0,0,1
15,1,1,0.7,1.15484,0.892495,2,1,0,1
15,2,1,0.6,1.62024,1.25889,1,0,0,1
15,1,1,0.8,0.860393,0.873966,2,1,0,1
15,2,2,0.5,0.812738,0.619614,1,1,0,1
15,2,2,0.6,0.700085,0.876974,1,1,0,1
15,1,1,0.3,0.59721,1.40424,2,1,0,1
15,2,2,0.5,0.75623,0.603544,1,1,0,1
15,1,1,1,0.919476,1.51536,2,1,0,1
15,2,2,0.5,0.958813,0.691624,2,1,0,1
15,1,1,0.7,0.598402,0.594576,2,1,0,1
15,1,1,1,0.72568,0.859507,1,1,0,1
15,1,2,0.5,0.73173,0.834878,2,0,0,1
15,2,2,0.7,1.22787,1.47746,1,1,0,1
15,2,1,0.5,0.895584,0.251654,2,0,0,1
15,2,1,0.6,1.30499,0.47115,2,0,0,1
15,1,2,0.5,0.867596,1.4039,2,0,0,1
15,2,2,0.7,0.703705,0.326948,1,1,0,1
15,1,1,0.6,0.819796,1.26644,2,1,0,1
15,1,2,0.6,0.739,0.283421,2,0,0,1
15,2,2,0.7,1.20679,0.950661,1,1,0,1
15,1,1,0.3,1.02814,0.853893,1,1,0,1
15,2,2,0.5,1.02007,0.502741,2,1,0,1
15,1,1,0.6,0.851852,0.613356,1,1,0,1
15,2,2,0.7,1.26001,0.851369,2,1,0,1
15,1,1,0.3,2.22815,0.94373,2,1,0,1
15,2,1,0.5,1.22054,1.95468,2,0,0,1
15,2,2,0.5,1.16308,0.514664,1,1,0,1
15,1,2,0.6,1.53567,0.227632,2,0,0,1
15,1,1,0.6,0.851953,1.59688,1,1,0,1
15,2,2,0.6,1.28984,0.522205,2,1,0,1
15,2,2,0.5,0.832862,1.32289,2,1,0,1
15,1,2,0.5,9.14342,1.73344,2,0,0,1
15,2,2,0.5,1.37719,0.494793,2,1,0,1
15,1,1,0.6,1.0604,1.1057,2,1,0,1
15,2,1,0.5,1.44763,0.978865,1,0,0,1
15,2,2,0.6,1.38808,0.779484,1,1,0,1
15,1,1,0.7,1.0738,1.02645,1,1,0,1
15,1,1,0.6,1.32411,0.630412,1,1,0,1
15,1,1,0.5,1.08274,0.909402,2,1,0,1
15,1,2,0.5,1.4439,0.451278,2,0,0,1
15,2,2,1,1.01923,0.74771,1,1,0,1
15,1,1,0.6,0.84413,0.668062,1,1,0,1
15,2,2,0.6,0.955185,0.755654,2,1,0,1
15,1,1,0.5,0.638639,0.691366,2,1,0,1
15,2,2,1,0.948779,0.812681,2,1,0,1
15,1,1,0.6,0.739726,0.702739,1,1,0,1
15,2,2,0.5,1.24414,0.246239,1,1,0,1
15,2,1,0.5,1.15663,0.267066,2,0,0,1
15,2,1,0.4,1.72987,0.466912,2,0,0,1
15,1,1,0.6,1.31304,0.098054,2,1,0,1
15,1,1,0.7,1.00441,0.475535,1,1,0,1
15,2,2,0.5,2.10314,0.371448,1,1,0,1
15,2,1,0.5,0.984687,0.251912,2,0,0,1
15,2,2,0.5,0.940316,0.578958,1,1,0,1
15,1,1,0.5,0.863596,0.386399,2,1,0,1
15,1,2,0.5,2.38814,0.284317,1,0,0,1
15,2,1,0.6,1.23035,0.230769,2,0,0,1
15,1,2,0.6,1.09136,0.61625,2,0,0,1
15,2,2,0.5,0.707742,0.215077,2,1,0,1
15,1,2,0.5,0.816734,0.300163,1,0,0,1
15,1,2,0.5,0.579114,0.237156,1,0,0,1
15,2,2,0.5,3.06825,0.347627,2,1,0,1
15,1,1,0.5,1.24467,0.554866,1,1,0,1
15,1,1,0.5,1.50829,1.65933,1,1,0,1
15,1,1,0.6,1.25998,1.53916,1,1,0,1
15,1,2,0.5,1.60462,0.418584,1,0,0,1
15,1,1,0.6,1.64572,0.497112,1,1,0,1
15,2,2,0.4,1.50827,0.547598,2,1,0,1
15,1,2,0.5,1.44294,1.0301,1,0,0,1
15,2,2,0.6,1.06012,0.715921,2,1,0,1
15,2,2,0.7,1.11543,0.668217,1,1,0,1
15,1,1,0.6,1.08373,1.03327,1,1,0,1
15,1,1,0.5,1.48475,0.457253,1,1,0,1
15,1,1,0.5,1.14797,0.318534,2,1,0,1
15,1,1,0.6,0.740981,0.699918,2,1,0,1
15,1,1,0.5,1.0443,0.651721,2,1,0,1
15,2,2,0.5,1.04686,0.228157,1,1,0,1
15,2,1,0.5,0.980461,0.380029,2,0,0,1
15,2,2,0.6,1.15597,0.417241,1,1,0,1
15,1,1,0.5,0.769025,0.483847,1,1,0,1
15,1,1,0.5,0.865018,0.604003,2,1,0,1
15,2,2,0.6,1.02017,0.78891,2,1,0,1
15,1,2,0.4,0.621497,0.521206,2,0,0,1
15,2,2,0.5,1.09014,0.267888,2,1,0,1
15,1,2,0.5,0.740303,0.23596,2,0,0,1
15,2,2,0.7,0.599354,0.394739,1,1,0,1
15,2,2,0.9,1.00567,0.277875,2,1,0,1
15,1,2,0.5,0.923789,0.403366,1,0,0,1
15,2,2,0.6,0.972565,0.643599,1,1,0,1
15,2,2,0.7,0.873034,0.702835,2,1,0,1
15,1,1,0.6,0.743146,0.555655,1,1,0,1
15,2,2,0.6,0.785151,0.259738,2,1,0,1
15,1,2,0.5,0.744801,0.628776,2,0,0,1
15,1,1,0.6,0.544876,0.291104,1,1,0,1
15,2,2,0.6,0.651824,0.274403,1,1,0,1
15,1,2,0.7,2.10725,0.802121,2,0,0,1
15,1,1,1,0.640378,0.685383,1,1,0,1
15,2,2,0.8,0.700043,0.844401,1,1,0,1
15,2,2,0.9,0.693159,0.179384,1,1,0,1
15,1,1,0.9,0.717427,0.395518,1,1,0,1
15,2,2,0.6,1.10519,0.819783,1,1,0,1
15,1,2,0.3,1.1924,1.5614,1,0,0,1
15,2,2,1,0.668904,0.331683,1,1,0,1
15,2,2,0.5,1.46819,0.591285,1,1,0,1
15,1,2,0.5,1.1721,0.179605,2,0,0,1
15,1,2,0.1,2.09293,1.95563,1,0,0,1
15,1,1,0.5,2.18026,0.603911,2,1,0,1
15,2,2,0.6,0.949087,0.73915,1,1,0,1
15,2,1,0.5,1.2795,0.324933,2,0,0,1
15,1,1,0.5,1.21102,0.266056,1,1,0,1
15,2,1,0.5,1.33241,0.093067,2,0,0,1
15,1,1,0.6,1.32602,0.036271,1,1,0,1
15,2,2,0.6,0.805874,0.099924,2,1,0,1
15,1,1,0.9,0.665086,1.07792,1,1,0,1
15,2,2,0.5,1.14596,0.204309,2,1,0,1
15,1,2,0.6,0.700057,0.455666,2,0,0,1
15,1,1,0.5,1.75126,0.156078,2,1,0,1
15,1,1,0.5,1.28841,0.31576,2,1,0,1
15,1,1,0.5,0.74385,0.086954,1,1,0,1
15,1,1,0.5,1.31097,0.307884,1,1,0,1
15,2,2,0.6,1.09001,0.676079,1,1,0,1
15,1,1,0.4,1.06016,0.562218,1,1,0,1
15,2,2,1,0.749316,0.43381,1,1,0,1
15,2,2,0.5,1.18739,0.651573,1,1,0,1
15,2,2,0.6,1.23055,1.15514,1,1,0,1
15,1,1,0.5,2.43489,0.376332,1,1,0,1
15,2,2,0.5,1.3279,0.450801,1,1,0,1
15,1,2,0.6,1.10344,0.416801,2,0,0,1
15,1,2,0.5,1.24439,0.315636,2,0,0,1
15,2,2,0.8,0.621602,0.370264,1,1,0,1
15,1,1,0.7,0.700039,0.382176,1,1,0,1
15,2,2,0.5,1.11369,0.308052,2,1,0,1
15,2,2,1,0.976499,0.611641,1,1,0,1
15,1,1,0.5,0.716486,0.566317,1,1,0,1
15,2,2,0.5,1.28109,0.599223,2,1,0,1
15,2,2,0.5,0.70297,0.675257,1,1,0,1
15,2,2,0.5,0.767613,0.259371,1,1,0,1
15,2,2,1,0.751142,0.829195,1,1,0,1
15,2,2,0.6,0.565592,0.542766,2,1,0,1
15,2,2,0.6,0.812351,0.636906,1,1,0,1
15,1,2,0.5,0.792494,0.603931,2,0,0,1
15,1,1,0.6,0.787585,0.779329,2,1,0,1
15,1,1,0.5,0.741307,0.341392,1,1,0,1
15,2,2,0.5,1.14107,0.087814,2,1,0,1
15,2,1,0.5,1.41157,0.23747,2,0,0,1
15,1,1,0.5,1.04422,0.651634,1,1,0,1
15,2,2,0.5,1.30817,0.059541,2,1,0,1
15,2,2,0.7,1.14061,0.531374,1,1,0,1
15,1,1,0.5,1.25237,0.396618,1,1,0,1
15,2,1,0.5,1.02509,0.506979,2,0,0,1
15,1,1,0.7,1.06047,0.676126,1,1,0,1
15,1,2,0.5,1.2969,0.20428,1,0,0,1
15,1,1,0.7,1.35898,0.505429,1,1,0,1
15,2,2,0.6,1.22625,0.443349,1,1,0,1
15,2,1,0.5,1.18818,0.123904,2,0,0,1
15,1,1,0.6,1.30085,0.521585,1,1,0,1
15,1,2,0.7,1.02272,0.531455,2,0,0,1
15,1,1,0.7,1.04318,0.26737,1,1,0,1
15,2,2,0.5,1.54736,0.406707,2,1,0,1
15,2,2,0.5,1.12966,0.323474,1,1,0,1
15,1,1,0.5,1.64611,0.580243,1,1,0,1
15,2,2,0.5,0.984153,0.33084,1,1,0,1
15,2,1,0.5,2.43651,0.076373,2,0,0,1
15,1,1,0.6,1.10823,0.207611,1,1,0,1
15,2,2,0.6,0.987955,0.560478,2,1,0,1
15,1,2,0.5,0.908421,0.570222,2,0,0,1
15,2,1,0.5,1.26614,0.45994,2,0,0,1
15,2,2,0.6,1.07394,0.188187,1,1,0,1
15,2,2,0.7,1.0144,0.414888,1,1,0,1
15,1,1,0.5,1.09041,0.125446,2,1,0,1
15,2,2,0.7,0.702799,0.060331,1,1,0,1
15,2,1,0.5,1.19594,0.183832,2,0,0,1
15,1,1,0.5,0.831005,0.195879,2,1,0,1
15,1,1,0.6,0.700045,0.339117,1,1,0,1
15,1,1,0.6,0.953096,0.404378,1,1,0,1
15,2,1,0.5,0.710849,0.131863,2,0,0,1
15,2,2,0.5,0.852183,0.655313,1,1,0,1
15,2,2,0.6,0.654119,0.21964,2,1,0,1
15,2,2,0.7,1.1099,0.178898,1,1,0,1
15,1,2,0.5,0.775066,0.258186,2,0,0,1
15,1,1,0.6,1.13273,0.266989,2,1,0,1
15,1,2,0.5,1.05134,0.459983,2,0,0,1
15,1,2,0.5,0.807728,0.233278,2,0,0,1
15,2,2,0.6,0.638444,0.075314,1,1,0,1
15,1,2,0.5,1.24626,0.000217,1,0,0,1
15,1,1,0.5,1.21061,0.105014,2,1,0,1
15,2,2,0.5,2.10847,0.187874,2,1,0,1
15,1,1,0.5,0.890885,0.870917,2,1,0,1
15,1,1,0.6,1.63121,0.050282,2,1,0,1
15,2,2,0.5,0.955458,1.08603,2,1,0,1
15,2,1,0.5,1.19119,0.363781,2,0,0,1
15,1,2,0.6,0.955434,0.427528,2,0,0,1
15,2,2,0.6,1.22329,0.714663,1,1,0,1
16,2,2,1,0.96414,0.631212,1,1,0,1
16,1,1,0.7,2.51842,1.28608,2,1,0,1
16,1,1,0.7,1.22776,0.415254,2,1,0,1
16,2,2,1,1.08102,0.299088,2,1,0,1
16,2,2,1,1.18803,0.331269,2,1,0,1
16,2,2,0.7,1.08399,0.571448,1,1,0,1
16,2,2,1,1.5558,0.298221,2,1,0,1
16,1,1,0.8,1.71652,0.590903,2,1,0,1
16,2,2,0.8,1.67145,2.60075,1,1,0,1
16,1,2,0.7,1.20619,1.70789,2,0,0,1
16,2,2,1,0.989793,0.289917,1,1,0,1
16,2,2,0.7,2.15754,1.51516,1,1,0,1
16,1,1,0.5,1.85526,2.96571,2,1,0,1
16,2,2,1,1.08948,0.270689,1,1,0,1
16,1,2,0.8,1.18342,0.572277,2,0,0,1
16,2,1,1,1.14335,0.243082,2,0,0,1
16,1,1,1,0.99346,0.150777,2,1,0,1
16,1,1,1,0.965003,0.291591,1,1,0,1
16,1,2,0.8,1.12048,1.14888,2,0,0,1
16,2,2,1,1.25218,1.32098,1,1,0,1
16,2,2,1,1.1803,0.246634,2,1,0,1
16,2,2,1,0.954981,0.969588,2,1,0,1
16,1,2,1,0.900195,0.179385,2,0,0,1
16,2,2,1,0.963774,0.130893,1,1,0,1
16,1,2,1,0.961041,0.224983,2,0,0,1
16,1,1,0.8,2.16408,0.515259,2,1,0,1
16,2,2,1,0.900678,0.158221,1,1,0,1
16,1,1,1,0.947779,0.545337,1,1,0,1
16,2,2,0.8,1.22043,0.658419,2,1,0,1
16,1,1,1,1.74296,0.234287,1,1,0,1
16,2,1,0.8,1.93998,0.754356,2,0,0,1
16,1,2,1,0.996395,0.211801,2,0,0,1
16,2,1,1,1.40247,0.78739,2,0,0,1
16,2,2,1,1.19632,0.675487,1,1,0,1
16,1,2,0.8,1.11297,0.568405,2,0,0,1
16,1,1,1,1.16363,0.435431,1,1,0,1
16,2,2,0.8,0.988515,0.429651,2,1,0,1
16,2,1,1,1.4725,0.363635,2,0,0,1
16,1,1,1,1.30804,0.181683,2,1,0,1
16,2,2,0.8,0.996354,0.523251,2,1,0,1
16,1,1,1,1.16405,0.195543,2,1,0,1
16,2,2,1,0.995951,0.299093,1,1,0,1
16,2,2,1,0.94201,0.236226,1,1,0,1
16,1,2,0.8,1.07647,0.658914,1,0,0,1
16,1,1,1,1.26782,0.329681,1,1,0,1
16,1,1,1,1.1007,0.214559,2,1,0,1
16,1,1,0.7,1.36464,0.242901,2,1,0,1
16,2,2,1,1.03449,0.187137,1,1,0,1
16,1,1,1,1.03888,0.223661,1,1,0,1
16,2,2,1,0.940128,0.176123,2,1,0,1
16,1,2,1,0.82016,0.803952,2,0,0,1
16,2,2,1,1.02757,0.178003,2,1,0,1
16,1,1,1,1.13219,0.139162,1,1,0,1
16,2,1,0.8,1.28401,0.688908,1,0,0,1
16,2,1,1,0.980483,0.219749,2,0,0,1
16,2,2,1,1.76424,0.098934,2,1,0,1
16,1,2,1,0.96288,0.166199,2,0,0,1
16,1,2,1,0.928115,0.149201,1,0,0,1
16,2,1,1,1.40649,0.322818,1,0,0,1
16,2,1,1,0.95598,0.186487,2,0,0,1
16,2,2,1,0.928642,0.210547,1,1,0,1
16,1,1,1,1.15237,0.166425,2,1,0,1
16,1,1,1,1.17083,0.155129,1,1,0,1
16,2,1,1,1.37957,0.594681,2,0,0,1
16,1,1,0.8,1.07357,0.238962,2,1,0,1
16,2,2,1,0.970674,0.115763,2,1,0,1
16,1,1,1,1.07593,0.191421,1,1,0,1
16,1,2,1,1.15538,0.091391,1,0,0,1
16,2,1,0.8,1.00503,0.354747,2,0,0,1
16,1,2,1,1.01872,0.075223,1,0,0,1
16,1,2,1,1.16641,0.163973,1,0,0,1
16,1,1,0.8,0.987947,0.243983,1,1,0,1
16,1,2,0.8,2.72109,0.904513,1,0,0,1
16,1,1,1,0.902369,0.101357,1,1,0,1
16,2,2,1,0.941267,0.166823,2,1,0,1
16,1,2,1,1.01498,0.227859,1,0,0,1
16,2,2,1,1.02022,0.156587,2,1,0,1
16,2,2,1,1.04268,0.053923,1,1,0,1
16,1,2,1,0.955724,0.092027,1,0,0,1
16,1,1,1,1.06467,0.067808,1,1,0,1
16,1,1,1,0.915323,0.09469,2,1,0,1
16,1,2,1,0.952397,0.099872,2,0,0,1
16,1,1,1,1.0317,1.51559,2,1,0,1
16,2,2,1,0.921013,1.12255,1,1,0,1
16,2,1,1,1.17237,0.155896,2,0,0,1
16,2,2,1,0.765154,0.254132,1,1,0,1
16,1,2,1,0.7923,0.147305,1,0,0,1
16,1,1,0,0.635555,0.65397,2,1,0,1
16,2,1,1,2.43553,0.524472,2,0,0,1
16,1,2,1,1.18024,0.163631,2,0,0,1
16,2,2,1,0.964391,0.131718,2,1,0,1
16,1,1,0.8,1.34005,0.64258,2,1,0,1
16,2,2,1,1.15607,0.130766,1,1,0,1
16,2,2,1,1.09964,0.159847,2,1,0,1
16,1,1,1,1.15921,0.106485,1,1,0,1
16,2,2,0.8,1.0881,0.262495,1,1,0,1
16,2,2,1,1.08835,0.125166,2,1,0,1
16,1,1,0.8,1.0523,0.253989,1,1,0,1
16,2,1,1,1.15976,0.16518,2,0,0,1
16,1,1,1,1.14725,0.126444,2,1,0,1
16,1,2,1,0.988076,0.114214,1,0,0,1
16,2,1,1,0.971612,0.163049,1,0,0,1
16,1,1,1,1.15204,0.195585,2,1,0,1
16,1,2,1,1.20442,0.091766,1,0,0,1
16,2,2,1,1.19599,0.089631,1,1,0,1
16,2,2,1,0.972403,0.534609,1,1,0,1
16,1,2,1,1.01237,0.18684,1,0,0,1
16,2,2,1,0.936009,0.11966,1,1,0,1
16,1,2,1,1.0347,0.076237,1,0,0,1
16,2,1,1,1.28278,0.483039,1,0,0,1
16,2,2,0.8,0.9559,0.137274,1,1,0,1
16,1,1,1,0.996112,0.068854,2,1,0,1
16,1,2,1,0.91082,0.178988,1,0,0,1
16,1,1,1,1.1019,0.790397,2,1,0,1
16,2,2,1,1.28685,0.083283,1,1,0,1
16,2,2,1,1.04429,0.051758,2,1,0,1
16,1,2,0.8,1.5242,0.06768,1,0,0,1
16,2,1,0.7,1.09971,0.117588,2,0,0,1
16,1,2,1,1.20416,0.032923,1,0,0,1
16,2,1,1,1.13821,0.078479,2,0,0,1
16,1,1,1,1.11598,0.13679,1,1,0,1
16,2,2,1,1.56684,0.072525,2,1,0,1
16,1,1,0.8,1.22892,0.763167,2,1,0,1
16,1,1,1,1.13165,0.068297,2,1,0,1
16,1,1,1,0.9807,0.515418,2,1,0,1
16,1,1,1,1.49128,0.221866,1,1,0,1
16,1,2,1,0.948707,0.093741,1,0,0,1
16,2,2,1,0.854858,0.051959,1,1,0,1
16,1,1,0.8,1.54787,0.408388,1,1,0,1
16,2,2,1,0.959328,0.092123,1,1,0,1
16,2,1,1,1.0202,0.067528,1,0,0,1
16,2,2,1,1.07623,0.067841,1,1,0,1
16,1,2,1,0.837734,0.00757,1,0,0,1
16,2,2,1,0.899392,0.011462,1,1,0,1
16,1,1,1,1.62846,0.299164,2,1,0,1
16,1,2,1,0.860581,0.059101,2,0,0,1
16,2,2,1,1.1241,0.235508,1,1,0,1
16,1,1,1,1.00404,0.133729,1,1,0,1
16,2,2,1,0.851997,0.043859,2,1,0,1
16,2,2,1,0.993229,0.042352,1,1,0,1
16,1,2,1,1.28433,0.01186,1,0,0,1
16,2,2,1,1.2602,0.094634,2,1,0,1
16,2,2,1,0.907689,0.081515,1,1,0,1
16,2,1,0.8,1.42793,0.000101,1,0,0,1
16,2,2,1,1.11538,0.075592,1,1,0,1
16,2,2,1,0.963412,0.000121,2,1,0,1
16,2,2,1,0.988313,0.07517,1,1,0,1
16,1,2,1,0.949778,9.70E-05,2,0,0,1
16,1,2,1,1.22015,1.82E-01,2,0,0,1
16,1,2,1,0.964678,0.152532,1,0,0,1
16,2,2,1,0.793353,0.340059,2,1,0,1
16,2,2,1,0.819998,0.052379,2,1,0,1
16,1,2,1,0.996219,0.000105,1,0,0,1
16,2,1,0.8,1.24781,0.451013,2,0,0,1
16,2,2,1,0.777945,0.131126,1,1,0,1
16,1,1,0.8,1.17042,0.299495,1,1,0,1
16,2,2,1,0.8129,0.045965,2,1,0,1
16,1,2,1,1.03618,0.444405,1,0,0,1
16,1,2,1,1.54262,0.115234,1,0,0,1
16,1,1,1,1.01286,0.570913,1,1,0,1
16,2,1,1,1.0686,0.121656,1,0,0,1
16,2,1,0.8,1.35134,0.00014,2,0,0,1
16,1,1,1,0.960101,0.119861,1,1,0,1
16,1,1,0.8,1.87175,0.053803,2,1,0,1
16,1,2,1,0.908618,0.05169,1,0,0,1
16,2,2,1,1.09007,7.80E-05,2,1,0,1
16,2,2,1,0.852466,7.94E-02,1,1,0,1
16,1,2,0.8,4.93028,0.321662,1,0,0,1
16,2,2,1,0.783574,0.070411,1,1,0,1
16,2,2,1,0.813701,0.036957,2,1,0,1
16,1,2,1,1.03387,0.000109,1,0,0,1
16,2,2,1,0.952857,0.000137,2,1,0,1
16,1,2,1,0.902024,0.132914,2,0,0,1
16,2,2,1,0.908602,0.091559,2,1,0,1
16,2,2,1,0.860307,0.090979,1,1,0,1
16,2,2,0.8,2.22794,0.140365,1,1,0,1
16,1,1,0.8,1.05222,1.31458,2,1,0,1
16,2,2,1,0.98528,0.051572,1,1,0,1
16,2,2,1,0.732419,0.142904,2,1,0,1
16,1,2,0.8,1.58512,0.478617,2,0,0,1
16,1,1,1,1.98668,0.083639,1,1,0,1
16,1,1,1,1.01542,0.773054,1,1,0,1
16,2,2,1,0.964006,0.00011,2,1,0,1
16,2,1,1,0.999214,1.01934,1,0,0,1
16,2,2,1,0.772294,0.099291,2,1,0,1
16,2,2,1,0.685143,0.131701,1,1,0,1
16,1,2,1,0.936865,0.11645,2,0,0,1
16,1,2,1,3.64433,0.395996,2,0,0,1
16,1,2,0.7,2.88417,0.692071,2,0,0,1
16,1,2,1,0.788123,0.115185,2,0,0,1
16,2,2,1,0.900092,0.045316,1,1,0,1
16,1,2,1,1.16454,0.084597,1,0,0,1
16,1,1,0.8,1.49443,1.12274,2,1,0,1
16,2,2,0.5,1.80205,2.18003,2,1,0,1
16,1,2,1,0.933594,0.164006,2,0,0,1
16,1,2,1,0.938607,0.179501,2,0,0,1
16,2,2,1,1.37224,0.684022,2,1,0,1
16,2,2,1,0.743336,0.139317,2,1,0,1
16,1,2,0.8,2.34838,0.315888,2,0,0,1
16,2,2,1,0.75655,0.171665,1,1,0,1
17,2,1,0.5,1.64544,0.761782,1,0,0,1
17,1,1,0.6,1.14,0.853768,2,1,0,1
17,1,2,0.6,3.36391,1.64502,2,0,0,1
17,2,1,0.5,1.53217,1.32406,2,0,0,1
17,2,2,0.6,1.40104,1.07423,2,1,0,1
17,2,2,0.7,1.26817,1.03405,1,1,0,1
17,2,2,0.5,1.87622,0.875518,2,1,0,1
17,1,2,0.6,1.70005,1.04022,2,0,0,1
17,2,1,0.7,1.42582,1.23011,1,0,0,1
17,1,1,0.8,1.47911,1.54551,2,1,0,1
17,2,2,0.8,1.35603,1.43532,1,1,0,1
17,2,2,0.6,1.45422,1.78793,1,1,0,1
17,1,2,0.5,3.33463,0.835113,2,0,0,1
17,2,2,0.5,1.46058,1.05243,1,1,0,1
17,1,1,0.7,1.45634,1.08739,2,1,0,1
17,2,2,0.6,2.78795,1.61924,2,1,0,1
17,1,1,0.7,1.62765,0.985465,2,1,0,1
17,1,2,0.5,4.3903,1.11561,1,0,0,1
17,1,2,0.5,2.18701,0.762082,2,0,0,1
17,2,2,0.6,1.31265,0.93159,1,1,0,1
17,2,2,0.6,2.02083,1.08362,2,1,0,1
17,2,2,0.5,2.71646,0.855517,2,1,0,1
17,1,1,0.6,1.6743,1.43417,2,1,0,1
17,2,2,0.6,1.54453,0.467528,1,1,0,1
17,1,2,0.5,2.41329,0.676589,2,0,0,1
17,1,2,0.6,1.58137,0.934884,2,0,0,1
17,2,2,0.6,1.34008,0.434717,1,1,0,1
17,1,1,0.7,1.45767,1.01659,1,1,0,1
17,2,1,0.6,1.62714,0.854472,2,0,0,1
17,1,2,0.5,1.86896,0.970335,1,0,0,1
17,2,1,0.6,1.77188,1.1611,2,0,0,1
17,1,2,0.5,1.53379,1.10728,2,0,0,1
17,2,2,0.5,1.34939,1.2991,2,1,0,1
17,2,2,0.5,1.69585,0.755103,1,1,0,1
17,1,2,0.5,1.57064,0.636024,2,0,0,1
17,1,1,0.7,1.62975,1.21308,1,1,0,1
17,2,1,0.6,1.76875,0.795106,2,0,0,1
17,2,1,0.6,1.6547,0.504738,2,0,0,1
17,1,2,0.6,2.18027,0.469565,2,0,0,1
17,2,2,0.6,1.66817,0.702288,2,1,0,1
17,1,1,0.8,1.527,0.829949,2,1,0,1
17,2,2,0.7,1.73321,1.09638,1,1,0,1
17,2,2,0.6,1.48813,0.885162,1,1,0,1
17,1,1,0.5,1.97223,1.04343,1,1,0,1
17,1,1,0.8,1.61547,0.844441,1,1,0,1
17,1,2,0.6,1.47192,0.731161,2,0,0,1
17,1,2,0.5,3.27618,0.699399,2,0,0,1
17,2,2,0.5,2.00455,1.11465,1,1,0,1
17,1,2,0.6,1.50627,0.917472,1,0,0,1
17,2,2,0.7,1.48674,0.659067,2,1,0,1
17,1,2,0.5,1.14019,0.81786,2,0,0,1
17,2,1,0.6,1.51395,0.678426,2,0,0,1
17,1,1,0.7,1.58563,0.834378,1,1,0,1
17,2,2,0.6,1.50639,0.646138,1,1,0,1
17,2,2,0.6,1.4677,0.442142,2,1,0,1
17,2,2,0.5,1.81119,0.507251,2,1,0,1
17,1,1,0.6,2.33935,1.04264,2,1,0,1
17,1,1,0.5,1.47592,0.763616,1,1,0,1
17,2,2,0.5,1.60342,0.475491,1,1,0,1
17,2,1,0.6,1.2855,0.714607,2,0,0,1
17,2,2,0.6,2.11627,0.852481,1,1,0,1
17,1,1,0.6,1.58005,0.875318,2,1,0,1
17,1,2,0.5,1.53562,0.562312,1,0,0,1
17,2,2,0.5,2.98806,1.08409,2,1,0,1
17,1,2,0.6,2.37745,0.426729,2,0,0,1
17,2,2,0.7,1.48927,0.755356,2,1,0,1
17,1,1,0.8,1.4286,1.21972,1,1,0,1
17,1,1,0.7,1.39929,0.773275,1,1,0,1
17,2,1,0.6,1.52615,0.864101,2,0,0,1
17,1,1,0.6,1.39414,0.794453,1,1,0,1
17,1,1,0.6,1.51877,0.803149,1,1,0,1
17,1,1,0.6,1.52155,2.08367,1,1,0,1
17,1,1,0.7,1.56556,1.0434,1,1,0,1
17,1,1,0.7,1.07618,1.57154,1,1,0,1
17,2,2,0.7,1.55387,0.74002,2,1,0,1
17,1,1,0.5,1.83608,1.17457,1,1,0,1
17,2,1,0.6,1.444,0.770319,2,0,0,1
17,2,2,0.7,1.53919,0.799142,1,1,0,1
17,1,1,0.7,1.51817,1.26315,1,1,0,1
17,1,1,0.7,1.40031,0.891227,1,1,0,1
17,1,1,0.5,2.91076,0.740291,2,1,0,1
17,1,2,0.5,1.44619,0.76321,2,0,0,1
17,1,2,0.6,1.91109,1.09954,2,0,0,1
17,2,1,0.6,1.46646,0.804599,1,0,0,1
17,2,2,0.6,1.47637,0.771407,2,1,0,1
17,2,2,0.5,1.81933,0.603655,1,1,0,1
17,1,1,0.6,1.50817,1.08361,1,1,0,1
17,1,2,0.5,1.55004,1.00662,2,0,0,1
17,2,2,0.7,2.01215,0.92318,2,1,0,1
17,1,2,0.6,1.77585,0.921376,2,0,0,1
17,2,1,0.6,1.84601,0.908011,2,0,0,1
17,1,2,0.5,1.53551,1.32124,2,0,0,1
17,2,2,0.7,1.40942,0.499029,1,1,0,1
17,2,2,0.6,1.66571,0.779169,2,1,0,1
17,1,2,0.7,1.42013,1.21271,1,0,0,1
17,2,2,0.6,1.76733,0.785229,1,1,0,1
17,2,2,0.6,1.84632,1.23653,2,1,0,1
17,1,1,0.5,2.23714,0.914813,1,1,0,1
17,2,2,0.7,1.4019,0.781112,2,1,0,1
17,1,1,0.7,1.42435,0.970223,2,1,0,1
17,1,1,0.6,1.1639,0.466024,1,1,0,1
17,2,2,0.6,1.24984,1.19478,1,1,0,1
17,1,2,0.6,1.43143,0.591318,2,0,0,1
17,1,1,0.7,1.31656,0.629231,1,1,0,1
17,2,2,0.7,1.46375,0.938573,1,1,0,1
17,2,2,0.8,1.35738,0.683068,1,1,0,1
17,1,1,0.7,1.30778,0.838721,1,1,0,1
