Subj_idx,Stimulus,Response,Confidence,RT_decConf,difficulty,Accuracy,Training
19,1,1,-0.7578,2.1325,0.0167,1,0
19,1,1,1,2.3325,0.0667,1,0
19,1,2,-1,2.0492,0.0083,0,0
19,2,2,1,2.7661,0.0667,1,0
19,2,2,-0.586,1.9659,0.0167,1,0
19,1,1,1,2.1743,0.0333,1,0
19,1,1,1,1.8993,0.0667,1,0
19,2,2,-0.6016,2.0409,0.0083,1,0
19,2,2,1,1.9076,0.1333,1,0
19,1,2,-0.875,1.7909,0.0083,0,0
19,2,2,1,1.9411,0.1333,1,0
19,1,1,1,2.0992,0.0667,1,0
19,1,1,1,1.9159,0.0667,1,0
19,1,1,1,2.0659,0.0667,1,0
19,2,2,-0.6094,2.1826,0.0167,1,0
19,1,2,-0.9453,1.9826,0.0167,0,0
19,2,2,-0.7813,1.9411,0.0083,1,0
19,2,2,-0.9844,1.8909,0.0083,1,0
19,2,2,1,1.9993,0.0667,1,0
19,1,2,-0.8516,1.9159,0.0083,0,0
19,2,1,-1,2.1328,0.0167,0,0
19,2,2,-0.8203,2.0745,0.0333,1,0
19,1,2,-0.8907,1.9159,0.0083,0,0
19,1,2,-1,1.9162,0.0333,0,0
19,2,2,1,2.1494,0.1333,1,0
19,1,1,1,2.1076,0.0667,1,0
19,1,1,1,2.0576,0.1333,1,0
19,1,1,-0.9141,3.1742,0.0083,1,0
19,1,1,1,1.9742,0.1333,1,0
19,1,1,1,1.9909,0.1333,1,0
19,2,2,1,2.0909,0.1333,1,0
19,2,2,0.6587,2.4658,0.0333,1,0
19,2,2,1,2.0992,0.0667,1,0
19,1,2,-0.9922,2.0992,0.0167,0,0
19,1,2,-0.461,2.0245,0.0333,0,0
19,2,2,-0.7578,2.2161,0.0333,1,0
19,2,1,-0.8907,2.2492,0.0167,0,0
19,1,1,0.9841,2.1411,0.1333,1,0
19,2,2,0.627,2.5242,0.0333,1,0
19,2,2,-0.7032,2.1576,0.0333,1,0
19,1,1,1,2.2076,0.0667,1,0
19,2,1,-0.8047,2.3158,0.0083,0,0
19,1,2,-1,2.2411,0.0083,0,0
19,1,2,-0.625,2.6161,0.0333,0,0
19,1,2,-0.7735,2.1328,0.0167,0,0
19,2,2,1,2.0661,0.1333,1,0
19,2,2,-0.9688,3.3372,0.0083,1,0
19,2,2,-0.9375,2.6242,0.0083,1,0
19,2,2,-1,2.8155,0.0333,1,0
19,1,1,-0.9688,2.8325,0.0167,1,0
19,2,1,-0.9141,3.2158,0.0333,0,0
19,1,1,1,2.2828,0.0667,1,0
19,1,1,-0.961,2.9408,0.0333,1,0
19,2,2,1,2.0492,0.0667,1,0
19,1,1,0.9524,2.1575,0.1333,1,0
19,1,2,-1,2.4409,0.0167,0,0
19,2,2,0.5714,2.2661,0.0333,1,0
19,1,2,-0.9922,2.1659,0.0083,0,0
19,2,2,1,2.1828,0.0667,1,0
19,1,2,1,5.3907,0.1333,0,0
19,2,2,0.5317,2.1911,0.0333,1,0
19,2,2,-0.875,1.8826,0.0083,1,0
19,2,2,-0.6094,2.1909,0.0083,1,0
19,1,1,1,2.2576,0.0667,1,0
19,2,2,-1,2.0326,0.0167,1,0
19,1,1,-0.625,7.8239,0.0083,1,0
19,2,2,-0.1719,2.1909,0.0333,1,0
19,2,2,1,2.1159,0.1333,1,0
19,1,1,0.8968,2.2659,0.1333,1,0
19,2,2,-0.8438,2.1076,0.0167,1,0
19,2,2,0.4206,2.8075,0.0333,1,0
19,2,2,1,2.2242,0.0667,1,0
19,2,2,-0.6328,2.2742,0.0167,1,0
19,1,1,1,2.8242,0.1333,1,0
19,2,2,1,2.5909,0.0667,1,0
19,2,2,0.5476,2.1992,0.0333,1,0
19,1,2,-0.8516,1.9159,0.0167,0,0
19,1,2,0.5714,2.2161,0.0333,0,0
19,1,1,1,2.7078,0.0667,1,0
19,1,1,0.9444,2.6742,0.0333,1,0
19,2,2,1,2.3326,0.1333,1,0
19,1,1,0.9841,3.2242,0.0667,1,0
19,2,2,0.8889,2.1909,0.1333,1,0
19,2,2,-0.9375,2.0242,0.0083,1,0
19,2,2,-0.9688,1.9492,0.0083,1,0
19,1,1,-0.961,2.2325,0.0083,1,0
19,1,1,1,2.0493,0.1333,1,0
19,2,2,0.9762,2.0742,0.1333,1,0
19,1,2,-0.8438,2.2076,0.0083,0,0
19,1,2,-0.8985,2.3161,0.0333,0,0
19,2,1,-0.7969,2.5911,0.0167,0,0
19,1,1,-0.8047,2.1995,0.0083,1,0
19,1,1,0.6428,3.4408,0.0667,1,0
19,2,2,-0.7813,1.9909,0.0167,1,0
19,2,2,-0.6328,1.9576,0.0167,1,0
19,1,2,-1,1.9076,0.0167,0,0
19,2,2,1,2.0661,0.1333,1,0
19,2,2,1,2.0659,0.1333,1,0
19,1,1,-0.9141,2.2909,0.0167,1,0
19,2,1,-0.7813,2.0409,0.0083,0,0
19,2,2,1,2.2911,0.0667,1,0
19,1,1,1,2.2325,0.0667,1,0
19,2,2,1,2.0909,0.0667,1,0
19,2,2,0.4047,2.1326,0.0333,1,0
19,1,1,1,2.1659,0.1333,1,0
19,1,2,-0.2656,2.899,0.0167,0,0
2,2,2,0.3492,10.9927,0.1333,1,1
2,2,1,-0.0938,5.2157,0.0667,0,1
2,2,1,-1,5.2409,0.0333,0,1
2,2,1,-1,2.1744,0.0167,0,1
2,2,1,-1,3.5827,0.0083,0,1
2,1,2,0.6508,3.7576,0.1333,0,1
2,2,1,-0.0625,3.491,0.0667,0,1
2,2,1,-1,2.716,0.0333,0,1
2,1,1,-1,1.8495,0.0167,1,1
2,2,1,-1,1.8076,0.0083,0,1
2,2,2,0.8095,3.1577,0.1333,1,1
2,2,1,-0.0469,2.9907,0.0667,0,1
2,2,1,-1,2.5328,0.0333,0,1
2,2,1,-1,1.9244,0.0167,0,1
2,1,2,-1,3.3494,0.0083,0,1
2,2,1,-0.086,3.6492,0.1333,0,1
2,2,1,-0.0703,2.0828,0.0667,0,1
2,2,1,-1,2.1578,0.0333,0,1
2,1,1,-1,1.8578,0.0167,1,1
2,1,1,-1,1.8659,0.0083,1,1
2,1,1,0.1905,3.0825,0.1333,1,1
2,1,1,-0.5547,2.2742,0.0667,1,1
2,1,1,-1,3.1742,0.0333,1,1
2,2,1,-1,1.9076,0.0167,0,1
2,1,1,-1,1.7579,0.0083,1,1
2,2,2,1,2.9825,0.1333,1,1
2,1,1,-0.0703,4.1491,0.0667,1,1
2,2,1,-1,3.6408,0.0333,0,1
2,1,1,-1,2.3078,0.0167,1,1
2,1,2,-1,3.0991,0.0083,0,1
2,2,2,1,2.4911,0.1333,1,1
2,1,2,1,2.0159,0.0667,0,1
2,1,2,-1,2.3827,0.0333,0,1
2,2,2,-1,1.7327,0.0167,1,1
2,1,2,-1,1.7325,0.0083,0,1
2,2,2,1,3.3158,0.1333,1,1
2,1,1,-0.0313,3.7825,0.0667,1,1
2,1,1,-1,2.4658,0.0333,1,1
2,1,1,-1,1.7576,0.0167,1,1
2,1,1,-1,1.7243,0.0083,1,1
2,1,1,1,3.0573,0.1333,1,1
2,1,2,1,2.9076,0.0667,0,1
2,1,1,-1,3.941,0.0333,1,1
2,1,1,-1,2.0409,0.0167,1,1
2,1,1,-1,1.7659,0.0083,1,1
2,2,2,1,2.4159,0.1333,1,1
2,2,1,1,2.3742,0.0667,0,1
2,2,1,-1,3.2911,0.0333,0,1
2,2,1,-1,1.9328,0.0167,0,1
2,1,1,-1,1.6995,0.0083,1,1
2,2,2,1,2.6742,0.1333,1,1
2,2,1,1,2.4242,0.0667,0,1
2,1,1,-1,2.2578,0.0333,1,1
2,2,1,-1,2.0325,0.0167,0,1
2,1,1,-1,1.6328,0.0083,1,1
2,1,1,1,2.8825,0.1333,1,1
2,1,2,0,3.6325,0.0667,0,1
2,2,1,-1,3.3659,0.0333,0,1
2,1,1,-1,1.6995,0.0167,1,1
2,2,1,-1,1.5326,0.0083,0,1
2,1,1,-1,2.5257,0.0167,1,0
2,2,1,-1,1.566,0.0083,0,0
2,2,1,0.0318,2.8828,0.0667,0,0
2,2,2,1,2.6494,0.1333,1,0
2,2,1,-0.0938,3.0076,0.0667,0,0
2,1,1,-1,2.6994,0.0167,1,0
2,2,1,0,2.6242,0.0667,0,0
2,2,1,-1,2.2328,0.0333,0,0
2,1,1,1,2.3911,0.1333,1,0
2,2,2,-1,2.9492,0.0083,1,0
2,2,2,1,3.0157,0.1333,1,0
2,2,1,-1,3.7574,0.0667,0,0
2,2,2,1,2.4161,0.1333,1,0
2,2,2,-1,3.8491,0.0083,1,0
2,2,1,-0.0547,3.0408,0.0667,0,0
2,2,1,-1,2.3994,0.0083,0,0
2,1,1,-1,1.7245,0.0167,1,0
2,1,1,-0.0313,3.6239,0.0667,1,0
2,2,1,-1,2.2409,0.0333,0,0
2,2,1,-0.0313,2.2245,0.0667,0,0
2,1,1,-0.0235,1.9411,0.1333,1,0
2,2,2,1,2.6659,0.1333,1,0
2,2,2,-1,3.9325,0.0333,1,0
2,2,2,1,2.3242,0.1333,1,0
2,1,2,-1,2.5825,0.0083,0,0
2,2,2,-1,2.1078,0.0167,1,0
2,2,2,-1,1.8493,0.0333,1,0
2,2,2,-1,1.8243,0.0333,1,0
2,1,2,-1,1.9993,0.0167,0,0
2,2,2,1,2.4326,0.1333,1,0
2,2,1,-1,2.7992,0.0083,0,0
2,1,1,-1,1.5578,0.0167,1,0
2,1,1,-0.0469,3.7658,0.0667,1,0
2,1,1,-1,2.2409,0.0083,1,0
2,2,1,-1,1.7576,0.0333,0,0
2,2,1,-1,1.6662,0.0333,0,0
2,2,2,1,3.2077,0.1333,1,0
2,2,2,-1,3.4408,0.0333,1,0
2,2,2,0.746,2.5575,0.0667,1,0
2,2,2,0.0952,2.5742,0.0667,1,0
2,2,2,0.0952,1.9409,0.0333,1,0
2,1,1,0.0079,2.5658,0.0667,1,0
2,1,1,-1,1.9992,0.0083,1,0
2,2,2,0.0079,2.8158,0.0667,1,0
2,2,2,1,2.3408,0.1333,1,0
2,1,2,-1,2.3326,0.0167,0,0
2,2,2,1,2.2828,0.1333,1,0
2,2,2,-1,2.2076,0.0167,1,0
2,2,2,1,2.1076,0.1333,1,0
2,2,1,-1,2.7159,0.0167,0,0
2,2,1,-1,1.8245,0.0167,0,0
2,2,1,-1,1.5828,0.0083,0,0
2,1,1,-1,1.7578,0.0333,1,0
2,2,1,-1,1.7742,0.0333,0,0
2,2,1,-1,1.8161,0.0167,0,0
2,1,1,-1,1.6995,0.0083,1,0
2,2,1,-1,2.1909,0.0167,0,0
2,1,1,-1,1.8412,0.0083,1,0
2,2,1,-1,1.8326,0.0083,0,0
2,1,1,-1,1.8745,0.0333,1,0
2,1,2,-1,4.9536,0.0083,0,0
2,2,2,-1,1.8745,0.0083,1,0
2,2,2,-1,1.8992,0.0083,1,0
2,2,2,-1,1.9242,0.0167,1,0
2,2,2,-1,1.8409,0.0167,1,0
2,1,1,0,3.5075,0.1333,1,0
2,1,1,0,1.9409,0.1333,1,0
2,2,1,-1,2.1076,0.0083,0,0
2,1,1,-0.0313,2.6826,0.1333,1,0
2,2,1,-0.0235,1.8742,0.0667,0,0
2,1,1,-1,2.3661,0.0167,1,0
2,2,2,0,2.6825,0.0667,1,0
2,1,1,-0.0547,2.5992,0.0667,1,0
2,1,1,-1,2.0409,0.0167,1,0
2,2,1,0,3.0908,0.0333,0,0
2,1,1,0,1.8411,0.1333,1,0
2,2,1,-1,2.0909,0.0333,0,0
2,2,1,-1,1.9412,0.0167,0,0
2,2,1,0.0238,2.6494,0.0667,0,0
2,1,1,-1,2.0745,0.0083,1,0
2,1,1,0,2.6659,0.0333,1,0
2,2,1,0,1.8326,0.0667,0,0
2,1,2,-1,2.5161,0.0167,0,0
2,2,2,-0.9922,1.7995,0.0333,1,0
2,2,2,-0.9922,2.1242,0.0083,1,0
2,2,2,-0.9922,1.7909,0.0333,1,0
2,2,2,-0.9922,2.2576,0.0667,1,0
2,2,2,1,2.7242,0.1333,1,0
2,1,2,-1,2.0826,0.0083,0,0
2,2,1,0.0079,3.2077,0.0667,0,0
2,2,1,-1,2.0995,0.0333,0,0
2,1,1,-0.1016,2.4161,0.0667,1,0
2,2,1,-1,2.3576,0.0167,0,0
2,2,2,1,2.7744,0.1333,1,0
2,2,2,-1,4.799,0.0333,1,0
2,1,1,0,2.7825,0.0667,1,0
2,1,1,0.0079,2.0409,0.0333,1,0
2,1,1,-1,1.9325,0.0083,1,0
2,1,1,-1,2.0742,0.0333,1,0
2,1,1,-1,1.7076,0.0167,1,0
2,2,1,-1,1.5159,0.0083,0,0
2,2,1,0,2.4411,0.0667,0,0
2,1,1,0,1.8327,0.1333,1,0
2,1,2,-1,3.0992,0.0333,0,0
2,2,1,0,3.191,0.0667,0,0
2,1,1,-1,1.9828,0.0167,1,0
2,2,2,1,2.7158,0.1333,1,0
2,1,1,1,2.3825,0.1333,1,0
2,2,1,-1,2.2159,0.0167,0,0
2,2,2,1,2.4411,0.1333,1,0
2,1,2,-1,3.7824,0.0167,0,0
2,1,2,-1,1.8745,0.0333,0,0
2,1,1,1,3.1826,0.1333,1,0
2,2,2,0,3.1992,0.0667,1,0
2,2,2,-1,2.0659,0.0167,1,0
2,2,2,-1,1.5576,0.0083,1,0
2,2,2,-1,1.741,0.0333,1,0
2,2,2,-1,1.7243,0.0083,1,0
2,1,2,-1,1.5576,0.0083,0,0
2,2,2,1,2.3911,0.1333,1,0
2,1,2,-1,3.5787,0.0083,0,0
2,1,2,-1,1.7911,0.0167,0,0
2,2,2,-1,1.6828,0.0167,1,0
2,2,2,-1,1.9576,0.0083,1,0
2,1,1,-0.0313,2.9157,0.1333,1,0
2,1,1,-1,2.2659,0.0167,1,0
2,1,1,0,2.1158,0.1333,1,0
2,2,1,-1,1.9326,0.0167,0,0
2,1,1,1,2.2912,0.1333,1,0
2,2,2,1,2.4658,0.1333,1,0
2,1,1,0,2.4325,0.1333,1,0
2,1,1,0,1.7576,0.0667,1,0
2,2,1,-1,1.9826,0.0333,0,0
2,2,2,0.0318,3.8077,0.0667,1,0
2,2,2,1,2.3326,0.1333,1,0
2,2,2,-0.0313,2.3992,0.0667,1,0
2,1,1,0.0318,2.3909,0.0667,1,0
2,2,1,-1,1.8659,0.0333,0,0
2,1,1,-1,1.6995,0.0333,1,0
2,2,1,-1,1.6159,0.0333,0,0
2,2,2,0.0318,4.8493,0.0667,1,0
2,2,2,-0.9844,3.6242,0.0083,1,0
2,1,2,-0.9844,1.6742,0.0083,0,0
2,1,1,1,2.8744,0.1333,1,0
2,2,1,-1,2.2492,0.0167,0,0
2,2,2,1,2.7827,0.1333,1,0
2,1,2,-1,3.6825,0.0083,0,0
2,2,2,-1,2.0661,0.0167,1,0
2,2,2,-1,1.7159,0.0167,1,0
2,1,2,-1,1.716,0.0167,0,0
2,1,1,0,2.7244,0.0667,1,0
2,2,2,1,2.5159,0.1333,1,0
2,2,2,-1,1.9743,0.0167,1,0
2,2,2,-1,1.5909,0.0167,1,0
2,1,1,0,2.6076,0.0667,1,0
2,1,1,-1,2.1242,0.0167,1,0
2,2,1,-1,1.6243,0.0083,0,0
2,2,2,0.0318,3.6326,0.0667,1,0
2,2,2,-1,2.1159,0.0333,1,0
2,2,2,-1,2.6325,0.0667,1,0
2,1,2,-1,1.5826,0.0083,0,0
2,1,1,0,2.6328,0.0667,1,0
2,1,1,-1,2.1076,0.0167,1,0
2,1,1,-1,1.7159,0.0083,1,0
2,1,1,-1,1.6243,0.0333,1,0
2,2,1,-1,1.9159,0.0083,0,0
2,1,1,-1,1.5412,0.0333,1,0
2,2,1,-1,1.5409,0.0333,0,0
2,1,1,1,2.9911,0.1333,1,0
2,1,1,-1,2.4742,0.0333,1,0
2,2,1,-1,1.5992,0.0083,0,0
2,2,1,-0.0313,2.4828,0.0667,0,0
2,2,2,-1,3.2161,0.0333,1,0
2,2,2,-1,2.9075,0.0083,1,0
2,1,1,-0.0547,2.6242,0.0667,1,0
2,2,1,-1,1.9743,0.0333,0,0
2,2,2,0,3.0827,0.1333,1,0
2,1,2,-1,2.0408,0.0333,0,0
2,1,1,1,2.5994,0.1333,1,0
2,1,1,-0.9922,2.0742,0.0083,1,0
2,1,1,-1,2.7955,0.0083,1,0
2,1,1,1,2.3242,0.1333,1,0
2,1,1,0,2.4576,0.0667,1,0
2,1,1,0,1.7909,0.0667,1,0
2,2,2,-1,3.0825,0.0083,1,0
2,1,2,-1,1.6659,0.0083,0,0
2,1,2,-1,1.5828,0.0333,0,0
2,1,1,0.0238,2.8828,0.0667,1,0
2,2,1,-1,1.9493,0.0167,0,0
2,2,1,-1,5.4575,0.0083,0,0
2,1,1,-1,1.6412,0.0083,1,0
2,2,1,-1,1.516,0.0083,0,0
2,1,1,-1,1.5162,0.0083,1,0
2,1,1,1,2.3659,0.1333,1,0
2,1,1,0,2.2659,0.0667,1,0
2,1,1,0.8651,2.5909,0.1333,1,0
2,1,1,-1,2.3325,0.0333,1,0
2,2,2,1,2.8909,0.1333,1,0
2,1,1,0,2.6825,0.0667,1,0
2,2,2,1,2.6409,0.1333,1,0
2,1,1,0,2.4909,0.0667,1,0
2,2,1,-1,2.4825,0.0167,0,0
2,2,1,0,2.5577,0.0333,0,0
2,1,1,-1,2.0412,0.0083,1,0
2,1,1,-1,1.6576,0.0333,1,0
2,1,1,-1,1.7909,0.0167,1,0
2,2,1,-1,1.7659,0.0333,0,0
2,1,1,0.0635,2.9411,0.0667,1,0
2,1,1,-1,2.0576,0.0333,1,0
2,2,1,-1,2.0575,0.0333,0,0
2,1,1,-1,1.6578,0.0167,1,0
2,1,1,-1,1.5327,0.0167,1,0
2,2,1,-1,1.716,0.0167,0,0
2,1,1,0,2.7077,0.0667,1,0
2,2,2,-1,2.7992,0.0167,1,0
2,1,2,-1,1.5243,0.0167,0,0
2,1,2,-1,1.5245,0.0167,0,0
2,2,2,-1,1.6662,0.0083,1,0
2,1,2,-1,1.8159,0.0333,0,0
2,1,2,-1,1.9412,0.0083,0,0
2,1,1,1,2.6744,0.1333,1,0
2,1,1,0.0079,2.1576,0.0667,1,0
2,1,1,-1,2.4825,0.0333,1,0
2,1,1,-1,1.8076,0.0167,1,0
2,1,1,0,2.3076,0.0667,1,0
2,1,1,-1,2.1076,0.0083,1,0
2,1,1,-1,1.5909,0.0333,1,0
2,2,1,-1,1.7659,0.0167,0,0
2,2,1,-1,2.0245,0.0167,0,0
2,1,1,1,2.4244,0.1333,1,0
2,2,2,-0.0313,4.0573,0.0667,1,0
2,1,1,1,2.6409,0.1333,1,0
2,1,1,1,2.9658,0.1333,1,0
2,1,1,1,1.7992,0.1333,1,0
2,2,2,-0.0235,3.7907,0.0667,1,0
2,2,2,-1,3.1242,0.0333,1,0
2,2,2,1,2.3908,0.1333,1,0
2,1,1,1,2.5325,0.1333,1,0
2,2,1,-1,2.3159,0.0083,0,0
2,1,1,-1,1.6578,0.0333,1,0
2,1,1,-1,2.2703,0.0333,1,0
2,1,1,-1,1.6909,0.0167,1,0
2,2,1,-1,1.7492,0.0333,0,0
2,2,1,-1,1.6245,0.0083,0,0
2,2,1,-1,1.7745,0.0333,0,0
2,1,1,-1,1.6661,0.0083,1,0
2,1,1,-1,1.9575,0.0083,1,0
2,1,1,-1,1.7076,0.0167,1,0
2,2,1,-1,1.6909,0.0167,0,0
2,1,1,-1,1.7245,0.0083,1,0
2,1,2,0,3.0742,0.0667,0,0
2,1,1,-0.0313,3.1161,0.0667,1,0
2,1,1,-1,2.0575,0.0167,1,0
2,1,1,0.0238,2.6575,0.1333,1,0
2,2,2,0,3.0408,0.0667,1,0
2,2,2,1,2.6575,0.1333,1,0
2,1,1,1,3.4991,0.1333,1,0
2,2,1,-1,2.7159,0.0167,0,0
2,2,2,0,2.6078,0.0667,1,0
2,2,2,-1,2.9492,0.0167,1,0
2,1,1,0.9762,3.1658,0.1333,1,0
2,1,1,0,2.8575,0.0667,1,0
2,1,2,0,2.4159,0.0333,0,0
2,1,1,1,2.6494,0.1333,1,0
2,1,1,0.0318,2.5159,0.0667,1,0
2,2,1,-1,2.0326,0.0167,0,0
2,1,1,-1,1.7745,0.0167,1,0
2,2,2,-0.1016,2.6575,0.0667,1,0
2,1,1,0.0318,2.5159,0.0667,1,0
2,2,1,-1,2.0076,0.0083,0,0
2,1,1,1,2.7744,0.1333,1,0
2,1,2,-0.0313,3.0407,0.0667,0,0
2,1,2,-1,2.9494,0.0167,0,0
2,2,2,0,2.3578,0.0667,1,0
2,2,2,1,2.2408,0.1333,1,0
2,2,2,-1,2.7159,0.0333,1,0
2,2,2,-0.9922,1.6493,0.0167,1,0
2,2,2,-0.9922,1.541,0.0333,1,0
2,2,2,-1,1.591,0.0083,1,0
2,2,2,-0.9922,1.5576,0.0333,1,0
2,2,2,1,2.6159,0.1333,1,0
2,1,2,-1,2.6992,0.0167,0,0
2,2,2,-1,1.7078,0.0083,1,0
2,1,2,-1,1.6659,0.0333,0,0
2,1,1,-1,2.8078,0.0333,1,0
2,1,1,-0.8907,1.7576,0.0333,1,0
2,1,1,0,2.2826,0.0667,1,0
2,2,2,1,2.591,0.1333,1,0
2,2,2,-1,2.1075,0.0083,1,0
2,1,1,1,2.4492,0.1333,1,0
2,1,1,-1,2.0076,0.0167,1,0
2,1,1,-1,1.541,0.0333,1,0
2,2,1,-1,1.516,0.0083,0,0
2,1,1,-1,1.5162,0.0083,1,0
2,1,1,1,2.1992,0.1333,1,0
2,2,2,1,2.5659,0.1333,1,0
2,1,2,-1,2.0243,0.0083,0,0
2,1,2,-1,1.5662,0.0083,0,0
2,1,2,-1,1.5745,0.0333,0,0
2,1,1,-0.0313,2.8327,0.0667,1,0
2,2,2,-1,3.3706,0.0167,1,0
2,2,2,-1,1.8742,0.0167,1,0
2,1,2,-1,1.5576,0.0333,0,0
2,1,1,1,2.5495,0.1333,1,0
2,1,1,-1,2.5492,0.0333,1,0
2,1,1,1,2.4076,0.1333,1,0
2,1,1,-1,2.3076,0.0083,1,0
2,2,1,-1,2.1408,0.0333,0,0
2,1,1,-1,1.8495,0.0167,1,0
2,1,1,0,2.3076,0.0667,1,0
2,2,1,-1,2.1742,0.0333,0,0
2,1,1,-1,1.7245,0.0333,1,0
2,1,1,-1,1.8326,0.0167,1,0
2,1,1,0.0079,2.4575,0.0667,1,0
2,1,1,-1,2.1492,0.0333,1,0
2,1,1,-1,1.6326,0.0083,1,0
2,2,2,0.0397,3.1659,0.0667,1,0
2,2,2,-1,1.8826,0.0083,1,0
2,1,1,0,2.6408,0.0667,1,0
2,1,1,-1,1.8826,0.0083,1,0
2,1,1,-1,1.5243,0.0167,1,0
2,2,2,-0.125,2.4741,0.0667,1,0
2,2,2,1,2.3659,0.1333,1,0
2,2,2,-1,2.0992,0.0167,1,0
2,1,2,-1,1.5243,0.0167,0,0
2,2,2,1,2.1245,0.1333,1,0
2,1,1,-0.0703,3.0576,0.0667,1,0
2,2,2,1,2.7825,0.1333,1,0
2,1,1,0.0318,2.5992,0.0667,1,0
2,1,1,-1,1.8993,0.0083,1,0
2,2,2,1,2.8909,0.1333,1,0
2,1,1,1,2.5993,0.1333,1,0
2,1,1,1,2.0159,0.1333,1,0
2,2,2,1,2.4826,0.0667,1,0
2,1,2,-1,3.0242,0.0333,0,0
2,2,2,-0.9922,1.5245,0.0167,1,0
2,2,2,-0.9922,1.5243,0.0083,1,0
2,2,2,-0.9922,1.6243,0.0333,1,0
2,1,2,-0.9922,1.5493,0.0167,0,0
2,2,2,-0.9922,1.6495,0.0083,1,0
2,2,2,-0.9922,1.591,0.0333,1,0
2,1,2,-0.9922,1.5326,0.0083,0,0
2,2,2,-0.9922,1.5245,0.0167,1,0
2,2,2,-0.9922,1.8659,0.0333,1,0
2,2,1,-1,5.5407,0.0667,0,0
2,2,2,1,2.6494,0.1333,1,0
2,1,1,0.119,2.5659,0.0667,1,0
2,2,2,0.0397,2.5325,0.0667,1,0
2,1,2,-1,1.9909,0.0083,0,0
2,1,1,1,2.6494,0.1333,1,0
2,2,1,-1,2.3826,0.0083,0,0
2,1,1,-1,1.6078,0.0333,1,0
2,1,1,-1,1.6076,0.0333,1,0
2,2,1,-1,1.6909,0.0083,0,0
2,2,1,-1,4.0994,0.0083,0,0
2,2,2,1,3.0244,0.1333,1,0
2,2,2,-1,2.3576,0.0167,1,0
2,1,1,-0.0235,2.6325,0.0667,1,0
2,2,1,-1,1.8409,0.0167,0,0
2,1,1,1,2.6578,0.1333,1,0
2,1,1,-1,2.7703,0.0167,1,0
2,2,2,1,2.6325,0.1333,1,0
2,2,2,-1,2.1576,0.0083,1,0
2,2,2,-1,1.6076,0.0333,1,0
2,2,2,-1,1.566,0.0333,1,0
2,1,2,-1,1.591,0.0333,0,0
2,1,2,-1,1.7662,0.0167,0,0
2,1,2,-1,1.5162,0.0083,0,0
2,1,1,1,2.6326,0.1333,1,0
2,2,1,-1,2.0993,0.0333,0,0
2,2,2,1,2.7911,0.1333,1,0
2,1,1,1,2.6575,0.0667,1,0
2,2,1,-1,2.1159,0.0167,0,0
2,2,1,-1,1.6578,0.0333,0,0
2,1,1,-1,1.5412,0.0167,1,0
2,1,1,-1,1.6326,0.0083,1,0
2,1,1,-1,1.516,0.0083,1,0
2,1,1,-1,1.5243,0.0167,1,0
2,1,1,-1,1.5243,0.0167,1,0
2,2,1,0.0079,2.6575,0.0667,0,0
2,1,1,-1,1.9411,0.0333,1,0
2,1,1,1,2.4159,0.1333,1,0
2,1,1,1,1.8159,0.1333,1,0
2,1,1,-1,2.0576,0.0167,1,0
2,2,1,-0.1016,2.2743,0.0667,0,0
2,2,2,1,2.4828,0.1333,1,0
2,2,2,-1,2.2742,0.0333,1,0
2,1,1,1,2.4159,0.1333,1,0
2,2,2,0,2.6659,0.0667,1,0
2,2,2,-1,2.5576,0.0333,1,0
2,1,2,-1,1.7909,0.0083,0,0
2,2,2,-1,1.5412,0.0083,1,0
2,2,2,-1,1.6659,0.0167,1,0
2,2,2,-1,1.5243,0.0167,1,0
2,1,1,0,2.6074,0.0667,1,0
2,1,1,1,2.0659,0.1333,1,0
2,1,1,-1,2.2492,0.0333,1,0
2,2,1,-1,1.7243,0.0167,0,0
2,1,1,-1,1.5162,0.0083,1,0
2,1,1,1,2.1492,0.1333,1,0
2,2,1,0.0079,2.1409,0.0667,0,0
2,1,1,1,2.1328,0.1333,1,0
2,2,2,1,2.5159,0.1333,1,0
2,2,2,-1,1.9242,0.0083,1,0
2,1,1,0,2.3242,0.0667,1,0
2,2,1,-1,1.8243,0.0083,0,0
2,1,1,-1,1.6079,0.0333,1,0
2,1,1,-1,1.9576,0.0333,1,0
2,2,2,1,3.0992,0.1333,1,0
2,1,2,-1,2.1076,0.0083,0,0
2,2,2,-1,1.7578,0.0083,1,0
2,1,1,-0.0313,3.0575,0.0667,1,0
2,1,1,0,1.9743,0.0667,1,0
2,2,2,-1,3.2492,0.0667,1,0
2,2,2,-1,1.6493,0.0333,1,0
2,1,1,0,2.5242,0.0667,1,0
2,1,1,-1,1.9409,0.0083,1,0
2,1,1,-1,1.5242,0.0167,1,0
2,2,2,0.0714,3.2492,0.0667,1,0
2,2,2,-1,1.8325,0.0167,1,0
2,2,1,0.0079,2.2207,0.0667,0,0
2,1,1,-1,2.3161,0.0333,1,0
2,2,1,-1,1.541,0.0333,0,0
2,1,1,-1,4.066,0.0167,1,0
2,2,1,-1,1.7909,0.0333,0,0
2,2,1,-1,1.7828,0.0333,0,0
2,1,1,-1,1.5245,0.0167,1,0
2,2,1,-1,1.6909,0.0167,0,0
2,2,1,-1,1.5412,0.0333,0,0
2,2,1,0.0635,2.6494,0.0667,0,0
2,2,2,-1,2.9911,0.0167,1,0
2,1,2,-1,1.7409,0.0083,0,0
