Subj_idx,Stimulus,Response,Confidence,RT_decConf,difficulty,Accuracy,Training
11,1,1,0.3175,2.9577,0.1333,1,0
11,1,1,-1,2.4659,0.0667,1,0
11,2,1,-1,2.3492,0.0083,0,0
11,1,1,-0.7578,2.3411,0.0667,1,0
11,2,2,0.6667,2.2909,0.1333,1,0
11,1,1,-0.5547,2.2492,0.0667,1,0
11,2,2,-1,2.2993,0.0083,1,0
11,1,1,-0.8203,2.5325,0.0333,1,0
11,2,1,-1,2.3825,0.0167,0,0
11,2,1,-1,1.8745,0.0083,0,0
11,1,1,-0.3125,2.3744,0.0667,1,0
11,2,1,-1,1.8207,0.0333,0,0
11,2,2,0.8889,3.8661,0.1333,1,0
11,2,2,-1,2.3076,0.0167,1,0
11,2,2,-1,2.4242,0.0167,1,0
11,1,1,0.8492,2.3076,0.1333,1,0
11,1,1,-1,2.4159,0.0333,1,0
11,2,2,0.7619,3.3492,0.1333,1,0
11,2,2,0.373,2.2742,0.0667,1,0
11,1,2,-1,2.0909,0.0167,0,0
11,1,1,0.7936,2.1078,0.1333,1,0
11,1,1,-0.9688,2.1742,0.0667,1,0
11,2,2,-1,1.9826,0.0333,1,0
11,2,2,-0.8672,1.8409,0.0333,1,0
11,2,1,-0.8438,1.8409,0.0167,0,0
11,1,1,-1,1.7995,0.0333,1,0
11,1,1,0.8651,2.3576,0.1333,1,0
11,1,2,-1,2.2159,0.0083,0,0
11,2,2,1,2.6245,0.1333,1,0
11,1,2,-1,2.5242,0.0083,0,0
11,2,1,-0.9922,2.0662,0.0167,0,0
11,1,1,-1,1.9578,0.0167,1,0
11,1,1,-0.3125,3.549,0.0667,1,0
11,1,1,-1,2.3409,0.0167,1,0
11,1,1,-0.336,3.2242,0.0667,1,0
11,2,1,-1,2.0576,0.0083,0,0
11,1,1,-1,2.1161,0.0333,1,0
11,1,1,-1,2.2575,0.0333,1,0
11,1,1,-0.9844,2.2576,0.0083,1,0
11,1,2,-0.6016,2.5825,0.0667,0,0
11,1,1,-0.9219,1.9161,0.0333,1,0
11,1,1,-1,2.0492,0.0083,1,0
11,2,1,-1,2.3825,0.0167,0,0
11,2,2,0.6905,2.3161,0.1333,1,0
11,2,1,0.1667,3.0491,0.0667,0,0
11,1,2,-1,3.6577,0.0083,0,0
11,2,2,0.1587,2.6828,0.0667,1,0
11,1,2,-1,2.6159,0.0083,0,0
11,2,2,-1,2.2495,0.0167,1,0
11,1,1,0.3095,2.2992,0.1333,1,0
11,1,1,-0.8985,2.4909,0.0083,1,0
11,1,1,-1,2.4826,0.0083,1,0
11,2,1,-1,2.2243,0.0333,0,0
11,1,1,-0.1641,2.7828,0.0667,1,0
11,1,1,-1,2.1992,0.0167,1,0
11,2,1,-0.9453,2.3242,0.0083,0,0
11,1,1,-1,1.9828,0.0167,1,0
11,2,2,0.5079,4.6407,0.0667,1,0
11,1,1,0.2302,2.1159,0.1333,1,0
11,1,2,-0.4531,2.3659,0.0667,0,0
11,2,1,-0.75,1.9912,0.0083,0,0
11,2,2,0.0079,2.5328,0.1333,1,0
11,1,1,-1,2.4242,0.0083,1,0
11,2,1,-1,2.0409,0.0333,0,0
11,2,1,-0.9922,1.8745,0.0333,0,0
11,1,1,-1,1.8328,0.0167,1,0
11,1,1,-1,2.1826,0.0333,1,0
11,1,1,0.5079,2.3492,0.1333,1,0
11,2,2,0.0873,2.0576,0.0667,1,0
11,1,1,1,2.5742,0.1333,1,0
11,1,2,-0.461,3.7491,0.0667,0,0
11,1,2,-0.6094,2.4706,0.0667,0,0
11,2,1,0.2937,2.1745,0.0167,0,0
11,2,1,-1,2.0745,0.0167,0,0
11,2,1,-1,2.0662,0.0083,0,0
11,2,1,-1,2.7244,0.0083,0,0
11,2,1,-1,2.0162,0.0083,0,0
11,2,2,-0.3828,2.8661,0.0667,1,0
11,2,2,-0.5078,2.3742,0.1333,1,0
11,1,2,-1,2.5992,0.0083,0,0
11,2,2,0.4206,2.2995,0.1333,1,0
11,1,1,-1,2.0659,0.0333,1,0
11,2,2,-1,2.0741,0.0083,1,0
11,1,1,-0.2891,2.2576,0.0667,1,0
11,1,1,-0.1485,2.1826,0.1333,1,0
11,2,2,0.9762,2.3659,0.1333,1,0
11,1,1,1,2.4826,0.1333,1,0
11,2,2,-1,2.2076,0.0333,1,0
11,2,1,-0.9375,2.2409,0.0083,0,0
11,1,1,0.8889,2.6327,0.1333,1,0
11,2,2,-0.3438,2.3575,0.0667,1,0
11,1,1,-0.9922,2.2326,0.0333,1,0
11,2,2,-1,3.0075,0.0167,1,0
11,1,1,-1,2.4575,0.0167,1,0
11,1,2,-0.9219,2.7575,0.0083,0,0
11,2,1,-1,2.0245,0.0333,0,0
11,1,1,-0.6328,2.9411,0.0667,1,0
11,1,1,-1,2.1492,0.0333,1,0
11,1,1,-1,1.9993,0.0333,1,0
11,2,2,0.127,2.2076,0.1333,1,0
11,2,1,-0.7813,2.5409,0.0167,0,0
11,2,1,-1,2.0662,0.0333,0,0
11,1,1,-1,2.0161,0.0167,1,0
11,1,1,-1,2.4742,0.0083,1,0
11,1,1,1,2.6242,0.1333,1,0
11,1,1,-1,2.3409,0.0333,1,0
11,2,1,-1,2.4076,0.0167,0,0
11,2,1,-1,1.9911,0.0333,0,0
11,2,1,-1,2.0911,0.0333,0,0
11,2,2,0.1905,2.0578,0.0667,1,0
11,1,1,0.9127,2.1992,0.1333,1,0
11,2,1,-1,2.2742,0.0167,0,0
11,1,1,0.2937,2.1661,0.0667,1,0
11,1,1,-1,2.0742,0.0333,1,0
11,1,1,0.2222,2.0909,0.0667,1,0
11,2,2,0.1587,1.9659,0.0667,1,0
11,2,1,-1,2.3159,0.0167,0,0
11,2,2,1,2.2911,0.1333,1,0
11,2,2,-1,2.6491,0.0083,1,0
11,2,1,-0.9688,2.2574,0.0167,0,0
11,1,1,-1,1.9995,0.0167,1,0
11,2,2,0.754,2.3159,0.0667,1,0
11,2,1,-1,2.2575,0.0167,0,0
11,1,1,0.8651,2.2328,0.1333,1,0
11,2,1,-1,2.4826,0.0333,0,0
11,2,1,-1,1.9995,0.0083,0,0
11,1,1,-1,2.0828,0.0083,1,0
11,2,2,0.7063,2.4826,0.1333,1,0
11,1,2,-1,2.7575,0.0083,0,0
11,1,1,-0.2578,2.2828,0.0667,1,0
11,1,2,-0.1406,2.3159,0.0667,0,0
11,2,2,0.0714,2.129,0.0667,1,0
11,1,1,-1,1.9993,0.0167,1,0
11,1,1,-0.5391,2.2575,0.0667,1,0
11,2,2,-0.1485,2.1576,0.1333,1,0
11,2,2,-0.8672,2.1576,0.0167,1,0
11,2,1,-1,2.1159,0.0167,0,0
11,2,2,-1,2.1411,0.0333,1,0
11,2,2,0.1905,2.0076,0.0667,1,0
11,2,1,-0.8516,2.0159,0.0167,0,0
11,2,2,-1,2.1327,0.0083,1,0
11,2,1,-1,2.0159,0.0083,0,0
11,2,2,-1,1.9578,0.0083,1,0
11,2,1,-0.3906,3.1242,0.0667,0,0
11,2,2,-0.9219,1.8578,0.0333,1,0
11,1,2,-0.0703,2.1159,0.0667,0,0
11,2,2,-0.4297,2.1161,0.0667,1,0
11,2,1,-1,1.8993,0.0083,0,0
11,1,1,-1,1.7245,0.0333,1,0
11,1,1,-1,2.0742,0.0333,1,0
11,2,1,-1,1.9242,0.0083,0,0
11,1,1,-1,1.8578,0.0167,1,0
11,2,2,-0.75,2.0575,0.0667,1,0
11,2,2,-0.3828,2.1159,0.1333,1,0
11,2,2,-0.9219,2.0742,0.0083,1,0
11,2,2,-0.8516,1.8576,0.0083,1,0
11,1,2,-0.8672,3.3575,0.0667,0,0
11,2,1,-1,2.7744,0.0333,0,0
11,2,1,-0.9219,1.8912,0.0083,0,0
11,2,1,-1,2.0662,0.0333,0,0
11,2,2,-0.6016,2.2911,0.0667,1,0
11,1,1,-0.6328,2.6324,0.0667,1,0
11,1,1,-1,2.5325,0.0333,1,0
11,1,1,-1,2.2575,0.0333,1,0
11,2,2,-0.5,2.2159,0.0667,1,0
11,1,1,-1,2.4076,0.0083,1,0
11,1,2,-1,2.3159,0.0083,0,0
11,2,2,-0.5,2.3745,0.0667,1,0
11,1,1,0.4206,2.6992,0.1333,1,0
11,2,1,-1,2.6909,0.0167,0,0
11,1,1,1,2.4078,0.1333,1,0
11,1,1,-1,2.4159,0.0167,1,0
11,1,2,-0.9375,2.4576,0.0333,0,0
11,1,1,0.6984,2.2245,0.1333,1,0
11,1,2,-1,2.1326,0.0167,0,0
11,2,2,0.8809,2.7911,0.1333,1,0
11,1,1,0.7222,2.1326,0.1333,1,0
11,1,1,0.9841,2.5493,0.1333,1,0
11,1,1,1,2.5076,0.1333,1,0
11,2,2,1,2.2742,0.1333,1,0
11,1,1,-1,2.3076,0.0167,1,0
11,1,1,-1,2.2326,0.0333,1,0
11,2,1,-1,2.0409,0.0167,0,0
11,2,2,0.9444,2.3495,0.1333,1,0
11,1,2,-1,2.2492,0.0083,0,0
11,1,1,-1,2.0911,0.0167,1,0
11,2,1,-1,2.2576,0.0333,0,0
11,2,1,-1,1.8995,0.0167,0,0
11,1,1,1,2.3578,0.1333,1,0
11,2,1,-1,2.4075,0.0333,0,0
11,2,1,-1,1.8995,0.0083,0,0
11,2,1,-1,1.9373,0.0333,0,0
11,2,1,-1,1.8495,0.0333,0,0
11,2,2,0.5476,2.3411,0.0667,1,0
11,1,1,-1,2.2409,0.0167,1,0
11,2,1,-1,1.8409,0.0333,0,0
11,2,1,-0.8516,1.8078,0.0083,0,0
11,1,1,-1,1.7995,0.0167,1,0
11,1,2,0.6587,2.2075,0.0667,0,0
11,2,1,-1,1.8079,0.0167,0,0
11,2,1,-1,1.8995,0.0333,0,0
11,2,2,-1,1.9245,0.0333,1,0
11,2,1,-1,2.7325,0.1333,0,0
11,1,1,-0.6719,3.1077,0.0667,1,0
11,1,1,-1,2.1659,0.0083,1,0
11,1,1,0.8809,2.5825,0.1333,1,0
11,1,1,-1,2.1242,0.0083,1,0
11,2,1,-1,2.0993,0.0083,0,0
11,1,1,-0.5547,2.6745,0.0667,1,0
11,2,2,0.8889,2.3658,0.1333,1,0
11,2,2,-1,2.2159,0.0167,1,0
11,1,1,-0.6563,2.7826,0.0667,1,0
11,1,1,-0.6328,2.3159,0.0667,1,0
11,2,2,0.9206,2.2659,0.1333,1,0
11,1,1,0.119,2.2492,0.0667,1,0
11,1,2,-0.8672,1.9409,0.0083,0,0
11,1,2,-1,2.1078,0.0083,0,0
11,1,2,-1,2.0661,0.0083,0,0
11,1,2,-1,2.0579,0.0333,0,0
11,1,2,-1,1.9078,0.0333,0,0
11,2,2,-1,1.8245,0.0167,1,0
11,1,1,0.7936,2.1743,0.1333,1,0
11,2,2,-0.9219,2.4492,0.0333,1,0
11,1,1,0.8333,2.3742,0.1333,1,0
11,2,2,-0.9922,2.2576,0.0167,1,0
11,2,2,-0.9141,2.2242,0.0333,1,0
11,2,2,-1,2.2576,0.0167,1,0
11,1,2,-0.9688,2.0742,0.0667,0,0
11,1,2,-1,1.8245,0.0333,0,0
11,2,2,1,2.8078,0.1333,1,0
11,2,2,-1,2.2659,0.0167,1,0
11,2,2,-1,2.4326,0.0083,1,0
11,1,1,1,2.1326,0.1333,1,0
11,1,2,-0.6719,2.5492,0.0667,0,0
11,1,1,1,2.0995,0.1333,1,0
11,2,2,-0.2735,2.0993,0.0667,1,0
11,2,1,-1,2.0659,0.0083,0,0
11,2,1,-1,1.8661,0.0083,0,0
11,2,1,-1,1.8412,0.0167,0,0
11,2,1,-1,1.8578,0.0333,0,0
11,1,1,0.9841,2.666,0.1333,1,0
11,1,1,0.5635,2.0076,0.1333,1,0
11,2,1,-0.6953,2.0742,0.0083,0,0
11,1,1,-1,1.8995,0.0167,1,0
11,2,2,0.5714,2.2992,0.1333,1,0
11,2,2,0.3254,2.1409,0.0667,1,0
11,2,2,0.4841,2.0576,0.0667,1,0
11,2,2,-1,2.0076,0.0167,1,0
11,2,2,-1,2.0659,0.0333,1,0
11,1,2,-1,2.3992,0.0167,0,0
11,2,2,-1,2.4328,0.0083,1,0
12,1,2,-0.5625,8.4772,0.1333,0,1
12,2,2,0.3809,6.4658,0.0667,1,1
12,2,1,-1,5.1074,0.0333,0,1
12,1,1,-1,3.8327,0.0167,1,1
12,2,1,-0.5156,5.6907,0.0083,0,1
12,2,2,0.7936,5.491,0.1333,1,1
12,1,1,0.4127,4.0575,0.0667,1,1
12,1,1,0.1905,3.7907,0.0333,1,1
12,1,2,-0.4531,3.5658,0.0167,0,1
12,2,2,-0.7969,3.1327,0.0083,1,1
12,2,2,0.6667,5.5907,0.1333,1,1
12,1,1,0.5317,3.6658,0.0667,1,1
12,2,2,0.3254,3.8075,0.0333,1,1
12,1,1,0.4206,3.2242,0.0167,1,1
12,2,2,0.3571,2.8325,0.0083,1,1
12,1,1,0.5714,2.7659,0.1333,1,1
12,1,2,0.5714,4.2741,0.0667,0,1
12,2,2,-0.8282,4.5826,0.0333,1,1
12,1,1,0.373,3.6408,0.0167,1,1
12,1,2,-0.5391,3.1575,0.0083,0,1
12,1,2,1,5.1743,0.1333,0,1
12,2,1,0.8333,3.2994,0.0667,0,1
12,1,1,-0.3672,4.2493,0.0333,1,1
12,2,1,-0.6094,2.8076,0.0167,0,1
12,2,1,-0.6719,3.2245,0.0083,0,1
12,2,2,0.6032,7.5907,0.1333,1,1
12,2,2,0.4683,2.6659,0.0667,1,1
12,1,1,0.3809,2.7241,0.0333,1,1
12,1,1,0.1508,2.8992,0.0167,1,1
12,2,1,-0.7422,3.0409,0.0083,0,1
12,1,1,0.7778,2.9161,0.1333,1,1
12,1,2,0.627,3.2325,0.0667,0,1
12,2,1,0.8333,2.8244,0.0333,0,1
12,1,1,-0.7969,4.9909,0.0167,1,1
12,2,1,-0.75,2.5742,0.0083,0,1
12,2,2,1,2.9328,0.1333,1,1
12,1,1,0.3651,2.8909,0.0667,1,1
12,1,1,-0.7188,4.9324,0.0333,1,1
12,1,1,-0.7188,2.3492,0.0167,1,1
12,1,1,-0.9532,2.2992,0.0083,1,1
12,1,1,1,3.0492,0.1333,1,1
12,1,2,0.5714,3.0242,0.0667,0,1
12,1,1,0.7222,2.5994,0.0333,1,1
12,2,1,-0.6328,2.9825,0.0167,0,1
12,2,1,-1,2.9411,0.0083,0,1
12,2,2,1,3.3244,0.1333,1,1
12,2,2,0.6746,3.9325,0.0667,1,1
12,2,2,-0.8594,3.7742,0.0333,1,1
12,1,1,0.4841,3.6908,0.0167,1,1
12,1,2,-0.4922,3.7575,0.0083,0,1
12,2,2,1,2.8995,0.1333,1,1
12,1,1,0.7698,2.3076,0.0667,1,1
12,2,1,-0.4063,2.7409,0.0333,0,1
12,2,1,-0.3438,3.1744,0.0167,0,1
12,1,2,-0.8516,3.6161,0.0083,0,1
12,1,1,1,2.5745,0.1333,1,1
12,1,1,0.6508,3.7908,0.0667,1,1
12,2,2,-0.6485,2.8075,0.0333,1,1
12,1,1,0.6428,2.5908,0.0167,1,1
12,2,1,0.373,2.8409,0.0083,0,1
12,1,1,0.6111,3.1119,0.0667,1,0
12,1,2,-0.6094,3.0825,0.0083,0,0
12,1,2,-0.9219,4.3577,0.0167,0,0
12,2,2,1,4.0577,0.1333,1,0
12,1,2,-0.7032,3.1158,0.0083,0,0
12,2,2,-0.3203,3.1661,0.0333,1,0
12,2,2,-0.6094,2.4659,0.0083,1,0
12,1,1,0.9444,2.4159,0.1333,1,0
12,2,1,-0.8594,4.9074,0.0083,0,0
12,2,2,-0.75,3.0744,0.0167,1,0
12,1,2,-0.8125,3.3325,0.0167,0,0
12,1,1,-0.7969,3.2161,0.0167,1,0
12,1,1,-0.7969,2.6492,0.0083,1,0
12,2,2,1,2.3159,0.1333,1,0
12,2,2,-0.5938,2.5159,0.0333,1,0
12,1,2,-0.6563,2.5324,0.0167,0,0
12,1,1,1,2.8161,0.1333,1,0
12,2,2,1,2.4409,0.1333,1,0
12,1,2,-0.7188,2.5908,0.0083,0,0
12,2,2,-0.7422,2.6161,0.0167,1,0
12,1,2,-0.6719,2.1076,0.0167,0,0
12,1,2,-0.8516,2.0745,0.0333,0,0
12,2,1,-0.5625,2.5411,0.0083,0,0
12,1,1,1,3.7494,0.1333,1,0
12,2,2,0.5159,3.1742,0.0667,1,0
12,2,2,-1,2.3492,0.0333,1,0
12,1,2,-1,3.4492,0.0083,0,0
12,2,2,1,3.4244,0.0667,1,0
12,2,1,-0.9922,3.7242,0.0333,0,0
12,2,2,1,3.1994,0.1333,1,0
12,2,2,-1,2.5992,0.0083,1,0
12,1,1,0.9524,2.2575,0.0667,1,0
12,1,1,1,2.1826,0.1333,1,0
12,2,2,1,2.1743,0.0667,1,0
12,1,1,1,1.9493,0.0667,1,0
12,1,1,1,2.0409,0.1333,1,0
12,2,2,1,1.9243,0.1333,1,0
12,1,1,1,1.9742,0.0667,1,0
12,1,1,-1,2.8908,0.0083,1,0
12,1,1,-1,2.1409,0.0167,1,0
12,2,2,0.6508,2.7826,0.0667,1,0
12,1,2,0.6111,2.3825,0.0333,0,0
12,2,2,-1,2.3828,0.0167,1,0
12,1,1,0.5476,2.8909,0.0333,1,0
12,1,1,0.9603,2.1242,0.0667,1,0
12,2,2,1,2.1575,0.1333,1,0
12,1,1,0.2381,2.8742,0.0083,1,0
12,1,1,0.2381,2.5075,0.0333,1,0
12,2,2,0.6984,2.6409,0.0667,1,0
12,1,1,0.6746,2.3576,0.0333,1,0
12,1,1,0.7063,2.1659,0.0333,1,0
12,2,2,0.7698,2.3826,0.1333,1,0
12,1,1,0.5794,2.5909,0.0167,1,0
12,2,2,0.7143,2.4575,0.0667,1,0
12,2,2,0,3.6825,0.0333,1,0
12,2,2,0.5238,2.9742,0.0333,1,0
12,2,2,0.4286,2.7575,0.0667,1,0
12,1,2,0.3492,2.2493,0.0167,0,0
12,2,2,-0.8047,2.7658,0.0083,1,0
12,2,2,-0.7266,2.1991,0.0167,1,0
12,1,1,-0.8672,2.3788,0.0167,1,0
12,1,1,1,2.1576,0.1333,1,0
12,2,1,0.1587,2.5575,0.0333,0,0
12,2,2,0.0873,2.8161,0.0667,1,0
12,2,2,0,3.1488,0.0167,1,0
12,2,2,-0.461,2.7408,0.0333,1,0
12,1,2,-0.9219,2.8659,0.0167,0,0
12,1,1,0.4841,2.7661,0.0667,1,0
12,1,2,-1,3.1741,0.0083,0,0
12,2,2,-1,2.2745,0.0083,1,0
12,2,2,1,3.2158,0.1333,1,0
12,1,2,-0.7813,2.3076,0.0333,0,0
12,1,1,1,2.0245,0.1333,1,0
12,2,2,1,2.3659,0.1333,1,0
12,1,2,-1,2.7825,0.0083,0,0
12,1,2,-1,2.3911,0.0083,0,0
12,2,2,-1,2.1078,0.0083,1,0
12,1,1,-1,3.0492,0.0083,1,0
12,1,1,-1,2.4742,0.0167,1,0
12,2,2,0.6428,2.7242,0.0667,1,0
12,1,2,-1,2.2492,0.0083,0,0
12,2,2,0.5794,3.0161,0.0667,1,0
12,2,2,-0.7735,2.5492,0.0083,1,0
12,2,2,-0.9922,2.1991,0.0167,1,0
12,2,2,0.6984,2.5992,0.0667,1,0
12,2,2,-0.8282,2.7324,0.0167,1,0
12,1,2,-0.875,2.3992,0.0083,0,0
12,1,2,-0.8985,2.1078,0.0167,0,0
12,2,2,0.8809,2.5078,0.0667,1,0
12,1,1,0.9444,2.1492,0.1333,1,0
12,1,1,0.9127,2.6742,0.0333,1,0
12,2,2,0.9841,2.2159,0.1333,1,0
12,2,2,1,2.1742,0.1333,1,0
12,1,2,-0.6016,2.4991,0.0333,0,0
12,2,2,0.9444,2.1995,0.0667,1,0
12,1,2,0.0318,2.6325,0.0167,0,0
12,2,2,-0.875,2.2161,0.0333,1,0
12,2,2,0.6349,2.7409,0.0667,1,0
12,1,1,0.5873,2.8824,0.1333,1,0
12,2,2,0.6111,2.6659,0.1333,1,0
12,2,2,0.5159,2.2742,0.0667,1,0
12,1,1,0.3968,2.7825,0.0333,1,0
12,2,2,0.4603,2.6492,0.0167,1,0
12,1,2,0.5159,2.3159,0.0167,0,0
12,2,2,0.3095,3.0077,0.0333,1,0
12,2,2,1,2.0992,0.1333,1,0
12,2,2,-1,3.1825,0.0167,1,0
12,1,2,-1,2.1659,0.0083,0,0
12,1,1,-1,2.3078,0.0083,1,0
12,1,1,-1,2.1825,0.0167,1,0
12,2,2,1,2.5409,0.1333,1,0
12,1,2,-0.9219,3.5741,0.0333,0,0
12,1,1,0.6349,2.9328,0.0667,1,0
12,1,1,-1,3.7073,0.0083,1,0
12,2,1,-1,2.2492,0.0333,0,0
12,1,1,0.3968,2.9994,0.0333,1,0
12,2,2,-0.8047,2.8825,0.0333,1,0
12,2,2,1,2.9242,0.1333,1,0
12,2,2,0.4603,3.5241,0.0667,1,0
12,2,2,-0.0547,2.3909,0.0667,1,0
12,2,2,-1,2.3621,0.0083,1,0
12,1,2,-1,2.5825,0.0167,0,0
12,1,1,-0.4375,5.8659,0.0667,1,0
12,2,1,-0.4063,2.7742,0.0333,0,0
12,2,2,1,2.916,0.1333,1,0
12,1,2,-0.6094,2.7741,0.0333,0,0
12,1,2,-1,2.7411,0.0083,0,0
12,2,2,-1,2.2328,0.0333,1,0
12,2,2,-1,2.4909,0.0083,1,0
12,1,1,1,2.4326,0.1333,1,0
12,1,1,-1,2.7074,0.0167,1,0
12,2,2,-1,2.6992,0.0167,1,0
12,1,1,0.5794,2.6825,0.0333,1,0
12,1,2,-1,2.8408,0.0167,0,0
12,1,1,0.4683,2.6245,0.0667,1,0
12,1,2,-1,3.0742,0.0083,0,0
12,1,1,0.7143,2.8494,0.0667,1,0
12,2,1,-1,2.8825,0.0083,0,0
12,2,2,1,2.8244,0.1333,1,0
12,2,1,0.6508,2.3492,0.0333,0,0
12,2,2,-1,2.2245,0.0083,1,0
12,1,1,0.7619,2.5241,0.1333,1,0
12,2,2,-1,3.0492,0.0333,1,0
12,1,1,0.5555,2.7241,0.0667,1,0
12,1,1,-0.3125,3.0908,0.0667,1,0
12,2,2,0.9762,2.4825,0.1333,1,0
12,1,1,1,2.6659,0.1333,1,0
12,2,2,1,2.2909,0.0667,1,0
12,1,1,0.3809,2.5575,0.0667,1,0
12,1,1,1,2.2158,0.1333,1,0
12,2,2,1,2.2909,0.1333,1,0
12,1,2,-0.7969,2.9825,0.0333,0,0
12,2,2,-1,2.2661,0.0083,1,0
12,1,1,-1,2.3826,0.0167,1,0
12,2,2,0.4841,2.7075,0.0667,1,0
12,2,2,-1,2.7075,0.0167,1,0
12,2,2,0.5317,2.7909,0.0333,1,0
12,2,2,0.4365,2.3409,0.0667,1,0
12,2,2,0.4603,2.1576,0.0667,1,0
12,1,1,0.5317,2.3159,0.0667,1,0
12,1,1,1,2.1742,0.1333,1,0
12,1,1,-1,2.9159,0.0083,1,0
12,1,1,-0.9922,2.6825,0.0083,1,0
12,2,2,-1,2.6992,0.0167,1,0
12,2,1,1,2.4492,0.1333,0,0
12,2,2,-1,2.5911,0.0167,1,0
12,2,2,-0.2344,3.0742,0.0333,1,0
12,2,2,-1,2.2159,0.0333,1,0
12,2,2,-1,2.2492,0.0083,1,0
12,2,2,1,2.8492,0.1333,1,0
12,1,2,-0.9453,2.8908,0.0167,0,0
12,2,2,-1,2.5578,0.0333,1,0
12,1,2,-1,2.1992,0.0167,0,0
12,2,1,1,2.8494,0.0667,0,0
12,1,2,-1,2.3744,0.0167,0,0
12,1,2,-1,2.2245,0.0083,0,0
12,2,2,-1,2.2161,0.0333,1,0
12,2,2,1,2.3991,0.1333,1,0
12,2,2,-1,2.4909,0.0167,1,0
12,2,2,-1,2.0908,0.0083,1,0
12,1,1,1,2.1537,0.1333,1,0
12,1,1,0.4841,3.1825,0.0333,1,0
12,2,2,1,2.4409,0.0667,1,0
12,2,2,-0.9219,2.9742,0.0083,1,0
12,2,2,-1,2.4909,0.0083,1,0
12,2,2,-0.5313,2.5326,0.0333,1,0
12,2,2,-1,2.1409,0.0167,1,0
12,2,2,-1,2.1243,0.0083,1,0
12,1,2,-1,2.1742,0.0333,0,0
12,1,1,0.619,2.4411,0.0667,1,0
12,1,1,1,2.5743,0.1333,1,0
12,1,1,-1,2.4742,0.0333,1,0
12,1,1,-1,2.1825,0.0167,1,0
12,2,1,-1,2.2325,0.0083,0,0
12,2,2,0.619,2.7161,0.0333,1,0
12,2,2,0.5555,2.2159,0.0167,1,0
12,2,2,-0.2578,3.3491,0.0667,1,0
12,1,1,1,2.2491,0.1333,1,0
12,1,2,-0.5625,2.3659,0.0167,0,0
12,1,2,-0.7266,2.2078,0.0083,0,0
12,1,2,-1,2.1995,0.0083,0,0
12,1,1,0.619,2.5744,0.0667,1,0
12,2,2,0.7936,2.6909,0.1333,1,0
12,2,2,0.5635,2.3909,0.0667,1,0
12,2,2,1,2.1909,0.0667,1,0
12,1,1,1,2.0993,0.1333,1,0
12,2,2,1,2.2076,0.0667,1,0
12,1,2,0.6111,2.4909,0.0167,0,0
12,1,2,-1,2.0828,0.0167,0,0
12,1,1,1,2.0828,0.0667,1,0
12,1,1,1,2.1409,0.1333,1,0
12,1,1,1,1.9825,0.1333,1,0
12,1,1,-1,2.4909,0.0083,1,0
12,1,2,-1,2.5326,0.0333,0,0
12,1,2,-0.9844,2.2328,0.0167,0,0
12,2,2,-1,2.5495,0.0083,1,0
12,2,2,0.7063,2.4826,0.0667,1,0
12,1,2,-1,2.2241,0.0167,0,0
12,1,2,-1,2.0995,0.0083,0,0
12,2,2,1,2.6578,0.1333,1,0
12,2,2,-1,2.349,0.0167,1,0
12,2,2,0.7063,2.4492,0.0667,1,0
12,2,2,-1,1.9742,0.0167,1,0
12,2,2,0.6825,2.3242,0.1333,1,0
12,2,2,-1,1.9743,0.0333,1,0
12,1,2,-0.8282,2.5992,0.0333,0,0
12,1,2,-1,2.0828,0.0333,0,0
12,1,2,-0.875,1.9328,0.0167,0,0
12,1,2,-1,1.9745,0.0083,0,0
12,2,2,1,2.2328,0.1333,1,0
12,1,2,-0.961,2.4242,0.0167,0,0
12,2,2,0.7778,2.9494,0.0667,1,0
12,2,2,-1,2.2742,0.0333,1,0
12,2,2,-1,2.2076,0.0083,1,0
12,1,1,0.6111,2.6658,0.0667,1,0
12,2,2,-0.4531,2.6742,0.0333,1,0
12,1,2,-0.961,2.3909,0.0083,0,0
12,2,2,0.8254,2.3078,0.1333,1,0
12,1,2,-1,2.3741,0.0333,0,0
12,2,2,1,2.6744,0.1333,1,0
12,1,2,-1,2.3871,0.0083,0,0
12,2,2,0.9524,1.9912,0.1333,1,0
12,1,1,0.9841,2.3909,0.1333,1,0
12,1,1,-0.5625,2.3242,0.0333,1,0
12,2,2,0.7936,2.4159,0.0667,1,0
12,1,2,-1,1.9826,0.0083,0,0
12,2,2,0.8889,2.4411,0.0667,1,0
12,1,2,-1,2.4909,0.0083,0,0
12,1,2,-0.9141,2.1912,0.0167,0,0
12,1,2,-1,2.1578,0.0167,0,0
12,2,2,0.6428,2.9827,0.0667,1,0
12,2,2,-1,2.0326,0.0167,1,0
12,1,2,-1,1.9992,0.0083,0,0
12,1,2,-1,1.9995,0.0167,0,0
12,2,1,-0.8985,2.1744,0.0083,0,0
12,1,1,-1,1.9994,0.0333,1,0
12,1,1,-1,1.9659,0.0333,1,0
12,2,1,-1,1.8242,0.0333,0,0
12,1,1,-1,1.8995,0.0167,1,0
12,2,1,-1,2.1992,0.0167,0,0
12,2,2,0.5238,2.5828,0.0667,1,0
12,1,1,0.5159,2.8325,0.0667,1,0
12,1,2,-1,2.2409,0.0333,0,0
12,1,1,0.4921,2.4328,0.0333,1,0
12,2,2,-1,2.4491,0.0083,1,0
12,1,1,-1,2.4158,0.0167,1,0
12,1,1,0.4365,2.5408,0.0667,1,0
