Subj_idx,Trial_number,Stimulus,Response,Confidence,RT_dec,RT_conf,Time_finish,Response_angle_in_degrees,Response_raw_in_degrees,RT_start_trial
8686,28,97,1,16,1.1,24.2,25.3,86.3,-10.7,5.8
8686,29,246,0,18,0.6,20.6,21.2,271,25,2
8686,30,331,0,16,0.7,26.5,27.2,301.9,-29.1,2.9
8736,1,350,1,6,1.6,8.7,10.3,346.3,-3.7,6.8
8736,2,271,1,10,1.5,10.2,11.7,270,-1,2.1
8736,3,8,1,8,1.6,9.3,10.9,15.9,7.9,1.3
8736,4,336,0,3,2.1,9.6,11.7,343.8,7.8,2.7
8736,5,344,0,11,1,6,7,332.9,-11.1,3.6
8736,6,251,0,15,1.4,10.7,12.1,212.4,-38.6,2.5
8736,7,261,1,19,1,17.2,18.2,266.6,5.6,2.4
8736,8,303,0,14,0.9,7.2,8.1,286.9,-16.1,2.1
8736,9,355,0,18,0.8,14.4,15.2,79,84,1
8736,10,261,0,18,1.5,24.6,26.1,159.8,-101.2,2.9
8736,11,203,0,18,2,14.9,16.9,166.1,-36.9,1.2
8736,12,288,1,18,0.8,13.1,13.9,295.7,7.7,2.7
8736,13,178,1,24,0.9,11,11.9,173.1,-4.9,2.6
8736,14,130,1,9,1.8,11.2,13,122.9,-7.1,2.4
8736,15,180,0,16,1.6,6.7,8.3,158.5,-21.5,3
8736,16,272,0,20,1.3,13.6,14.9,241.6,-30.4,2.9
8736,17,43,0,12,1.3,6.4,7.7,19.7,-23.3,2.9
8736,18,104,1,18,1,8.1,9.1,105.7,1.7,2.1
8736,19,237,1,20,0.9,16.7,17.6,220.7,-16.3,3.3
8736,20,8,0,25,0.8,8.3,9.1,335,-33,1.5
8736,21,258,0,19,1.8,6.7,8.5,209.5,-48.5,1.7
8736,22,313,1,19,0.9,7,7.9,308.5,-4.5,1.5
8736,23,280,1,13,1.6,18.7,20.3,283.9,3.9,1.3
8736,24,50,1,15,1.6,13.4,15,59.4,9.4,2.3
8736,25,236,1,16,1.7,9,10.7,222.6,-13.4,1.9
8736,26,276,1,16,2.1,11.6,13.7,282.6,6.6,1.9
8736,27,38,1,10,1.5,4.4,5.9,29.1,-8.9,1.5
8736,28,348,1,9,0.8,5.7,6.5,343.3,-4.7,1.7
8736,29,113,1,16,1.5,9.5,11,109.4,-3.6,2.6
8736,30,213,0,16,1.1,10.5,11.6,183.1,-29.9,1.4
9595,1,275,1,13,2.9,8.2,11.1,272.1,-2.9,23.2
9595,2,49,1,8,1.8,12.7,14.5,52.2,3.2,4.3
9595,3,121,1,19,2.4,14.5,16.9,123.7,2.7,2.4
9595,4,123,1,2,2.6,6.2,8.8,122.9,-0.1,3.6
9595,5,147,0,9,1.3,8.4,9.7,92.6,-54.4,2.8
9595,6,138,1,13,3.3,4.8,8.1,150,12,3.3
9595,7,183,1,18,2.7,11.6,14.3,182.8,-0.2,3.3
9595,8,301,1,6,2.9,6.6,9.5,307,6,2
9595,9,304,0,8,2.8,1.6,4.4,288.3,-15.7,2.3
9595,10,136,0,0,2.7,34.4,37.1,26.6,-109.4,2.9
9595,11,170,1,10,1.9,6.5,8.4,180,10,2
9595,12,77,1,20,1.6,22.4,24,81.1,4.1,3.2
9595,13,336,0,15,3.5,9,12.5,288.6,-47.4,2.7
9595,14,261,1,14,1.5,12.5,14,253.3,-7.7,3.2
9595,15,182,1,17,1.9,6.2,8.1,168.4,-13.6,3
9595,16,52,1,24,2.1,10.9,13,35.1,-16.9,2.2
9595,17,180,1,15,2.2,18.5,20.7,176.7,-3.3,2
9595,18,146,1,11,2.6,6.4,9,154,8,2
9595,19,121,1,13,2.7,4.3,7,108.8,-12.2,3.2
9595,20,101,1,11,2.6,5.2,7.8,106.2,5.2,1.8
9595,21,205,1,17,2.2,9.8,12,203.7,-1.3,3.7
9595,22,310,1,9,1.7,11.9,13.6,315.6,5.6,2.6
9595,23,152,1,9,2.1,6,8.1,146,-6,2.8
9595,24,9,0,10,2.2,5.4,7.6,339.8,-29.2,1.8
9595,25,177,1,13,1.4,11.4,12.8,169.4,-7.6,2.9
9595,26,212,1,31,1.8,24.1,25.9,227.9,15.9,3.1
9595,27,262,1,26,2.4,6.7,9.1,236.6,-25.4,3.2
9595,28,292,1,11,2.2,6.5,8.7,296,4,1.4
9595,29,136,1,16,1.3,9.6,10.9,140.7,4.7,3.3
9595,30,152,0,10,1.9,5.7,7.6,123.2,-28.8,1.8
9880,1,25,1,17,1.9,9,10.9,32.3,7.3,8.4
9880,2,33,0,25,1.7,8.6,10.3,355.9,-37.1,2.5
9880,3,44,0,20,3.3,6.6,9.9,17.6,-26.4,2.5
9880,4,340,0,33,2.3,16.9,19.2,33.3,53.3,1.8
9880,5,51,0,27,1.5,6.6,8.1,339.9,-71.1,1.8
9880,6,5,1,47,2.2,7.7,9.9,324.1,-40.9,2.6
9880,7,105,0,1,1.5,9.9,11.4,90,-15,2.3
9880,8,20,0,44,1.6,10.4,12,329.3,-50.7,2.2
9880,9,193,1,9,3.8,8,11.8,193.1,0.1,2
9880,10,49,1,27,1.5,5.6,7.1,29.6,-19.4,2.8
9880,11,112,0,27,1.8,11.9,13.7,83.2,-28.8,3.2
9880,12,256,0,39,2.3,10.4,12.7,299.4,43.4,2.5
9880,13,278,1,36,2.2,13.2,15.4,282.7,4.7,1.5
9880,14,139,0,23,1.4,20.7,22.1,226.8,87.8,2.5
9880,15,334,0,33,2.1,12.2,14.3,290.8,-43.2,2
9880,16,226,1,14,1.8,13.5,15.3,214,-12,1.3
9880,17,317,1,53,1.1,9.8,10.9,325.9,8.9,2.2
9880,18,325,1,28,2,3.3,5.3,309.7,-15.3,2.7
9880,19,297,1,29,1.5,7.7,9.2,288,-9,1
9880,20,13,1,30,1.8,8,9.8,354.1,-18.9,2.7
9880,21,217,1,26,1.3,9.2,10.5,202.1,-14.9,1.8
9880,22,95,1,62,1.9,8.9,10.8,116.5,21.5,1.7
9880,23,260,1,36,1.4,17.8,19.2,264.4,4.4,1.1
9880,24,182,1,18,0.9,8.7,9.6,180,-2,2.3
9880,25,306,1,29,1.8,9.6,11.4,330.3,24.3,1
9880,26,127,1,52,1.7,16.8,18.5,88,-39,1.9
9880,27,135,1,19,1.5,6.5,8,136.1,1.1,1.9
9880,28,313,1,25,1.6,9.7,11.3,331.3,18.3,2
9880,29,157,1,21,1.3,12.6,13.9,173.8,16.8,1.9
9880,30,215,1,20,0.7,7,7.7,212.7,-2.3,2.1
1390,1,286,0,11,1.1,8.2,9.3,302.5,16.5,11.9
1390,2,78,0,20,2.5,10.1,12.6,284.6,-153.4,3
1390,3,2,0,34,2.2,4.8,7,325.9,-36.1,2
1390,4,333,1,24,2.7,10.3,13,323.1,-9.9,1.2
1390,5,303,1,36,3.7,3.8,7.5,293.2,-9.8,3.2
1390,6,305,0,27,1.1,6.4,7.5,347.4,42.4,2.3
1390,7,144,0,23,1.3,5.1,6.4,211.7,67.7,2.9
1390,8,118,1,47,2.1,10.9,13,95.1,-22.9,2
1390,9,321,0,32,1.2,5.9,7.1,205.5,-115.5,1.7
1390,10,238,1,55,1.4,6.5,7.9,227.9,-10.1,2.6
1390,11,157,1,19,2.6,4.6,7.2,140.7,-16.3,1.6
1390,12,301,0,23,2.5,6.4,8.9,269.8,-31.2,3.1
1390,13,273,0,30,1.2,8.2,9.4,309.8,36.8,2.9
1390,14,157,1,26,0.9,5,5.9,150.6,-6.4,2.7
1390,15,276,1,20,2.1,8.9,11,289.5,13.5,1.6
1390,16,95,1,179,1.8,12.1,13.9,143.4,48.4,3
1390,17,29,0,35,1.3,3.5,4.8,82.5,53.5,1.3
1390,18,230,1,29,2.1,3.5,5.6,203.1,-26.9,2.1
1390,19,329,1,22,0.9,3.3,4.2,334.3,5.3,4.4
1390,20,240,0,20,1.8,7.4,9.2,268.6,28.6,1.5
1390,21,24,1,42,1.7,9.9,11.6,36,12,1
1390,22,42,1,19,1.8,5.2,7,45.2,3.2,2
1390,23,309,0,19,0.8,9.7,10.5,7.7,58.7,1.7
1390,24,146,0,29,0.7,6.3,7,112.1,-33.9,1.4
1390,25,207,0,19,2.1,8.9,11,53.6,-153.4,2.5
1390,26,340,0,23,0.8,4.3,5.1,148.2,168.2,1.2
1390,27,325,1,36,0.6,6.5,7.1,340,15,2.9
1390,28,264,1,23,1.8,7,8.8,272,8,1.3
1390,29,31,1,24,1.8,4.5,6.3,8.1,-22.9,2.2
1390,30,70,0,20,0.9,10.2,11.1,49.5,-20.5,2.7
3402,1,105,0,4,5.7,20.5,26.2,112.5,7.5,6.3
3402,2,125,0,5,1.8,18.9,20.7,85,-40,1.9
3402,3,100,0,6,2.4,12.9,15.3,63.8,-36.2,3.1
3402,4,105,0,14,2.4,12.2,14.6,85.4,-19.6,3.7
3402,5,29,0,15,0.9,18.1,19,1.6,-27.4,2.8
3402,6,121,1,22,1.6,11,12.6,110.4,-10.6,3.7
3402,7,158,1,19,1.7,9.4,11.1,162.5,4.5,2.3
3402,8,346,1,28,0.8,18.2,19,326.4,-19.6,1.7
3402,9,121,1,23,1.8,13.8,15.6,108.3,-12.7,1.5
3402,10,95,1,31,0.9,3.7,4.6,65.2,-29.8,1.2
3402,11,192,0,20,0.9,10,10.9,229.4,37.4,2.3
3402,12,146,1,180,2.9,9.1,12,85.9,-60.1,2
3402,13,305,1,23,1,6.7,7.7,300.6,-4.4,5.1
3402,14,257,0,11,0.8,3.4,4.2,273.9,16.9,1.7
3402,15,270,0,25,1.4,5.6,7,242.7,-27.3,1.6
3402,16,352,1,17,3.2,7.1,10.3,343.4,-8.6,2.6
3402,17,265,0,14,2,15.8,17.8,189.5,-75.5,4.4
3402,18,189,0,16,1,10.4,11.4,163.8,-25.2,2.4
3402,19,219,1,18,1.8,7.2,9,222.9,3.9,7.6
3402,20,145,1,14,2.6,7.4,10,137.4,-7.6,3.8
3402,21,326,1,18,1.9,11.4,13.3,327.6,1.6,2.6
3402,22,239,0,19,2,6.1,8.1,269.2,30.2,1.9
3402,23,180,1,22,0.9,7.1,8,191.7,11.7,1.2
3402,24,183,1,13,1.6,13.9,15.5,191.1,8.1,3
3402,25,66,0,14,0.8,14.3,15.1,51,-15,3.3
3402,26,325,1,18,1.5,8.2,9.7,319.1,-5.9,1.4
3402,27,297,1,11,1.6,11.8,13.4,287.9,-9.1,2.3
3402,28,209,1,14,1.1,7.3,8.4,199.6,-9.4,1.7
3402,29,134,0,13,1.8,8.1,9.9,118.7,-15.3,0.8
3402,30,24,0,13,0.6,13.5,14.1,7.5,-16.5,2.1
3310,1,106,1,11,3.4,23.4,26.8,95.2,-10.8,3.8
3310,2,172,0,11,1.7,13.3,15,206.6,34.6,5.2
3310,3,108,0,8,3.4,17.6,21,92.2,-15.8,3.4
3310,4,172,0,15,2.8,14.9,17.7,208.5,36.5,3.9
3310,5,119,1,13,5.2,5.6,10.8,106.3,-12.7,3.5
3310,6,94,1,13,4.9,14.5,19.4,91,-3,3.9
3310,7,32,0,10,2.3,28.6,30.9,45.6,13.6,2.6
3310,8,268,0,10,3.4,9.1,12.5,278.9,10.9,1.6
3310,9,115,0,14,1.1,17.8,18.9,78.1,-36.9,2.9
3310,10,18,1,16,2,6.4,8.4,8.8,-9.2,1.7
3310,11,225,1,22,2.2,6.9,9.1,204.1,-20.9,10
3310,12,282,0,22,2.4,8.9,11.3,321.6,39.6,4
3310,13,285,1,21,2.7,5.8,8.5,288.5,3.5,2.6
3310,14,117,1,16,1.9,8.9,10.8,113.5,-3.5,3.1
3310,15,194,0,13,2.3,6.7,9,177.3,-16.7,2.3
3310,16,340,0,23,2.6,7.5,10.1,305.9,-34.1,2.2
3310,17,343,0,31,1.8,15.5,17.3,227,-116,1.3
3310,18,156,1,24,1.5,17.3,18.8,148,-8,2.1
3310,19,263,0,27,4.3,12.3,16.6,301.3,38.3,3
3310,20,162,1,40,1.6,7.3,8.9,158.6,-3.4,1.9
3310,21,22,1,18,3.6,6.5,10.1,15.4,-6.6,1.5
3310,22,257,0,10,1.1,8,9.1,242.4,-14.6,2.3
3310,23,75,1,19,1,14.1,15.1,67.7,-7.3,1.5
3310,24,187,1,11,1.6,15,16.6,182.7,-4.3,2.1
3310,25,350,1,20,4.2,13,17.2,7.4,17.4,2.2
3310,26,359,1,18,2.1,10.3,12.4,347.9,-11.1,6.1
3310,27,152,0,16,2.6,16.5,19.1,112.1,-39.9,1.6
3310,28,278,1,19,1,11.3,12.3,281.5,3.5,1.8
3310,29,166,1,28,1.5,8.9,10.4,164.8,-1.2,1.5
3310,30,212,1,17,1.6,7.7,9.3,209.3,-2.7,1.3
3769,1,247,1,17,4.5,21.3,25.8,247.8,0.8,8.5
3769,2,109,0,17,2,6.7,8.7,81,-28,2.7
3769,3,306,0,29,2.5,13,15.5,335,29,1.5
3769,4,253,1,180,2.2,20.4,22.6,45,152,1.4
3769,5,55,0,28,2.2,10.5,12.7,7,-48,10.5
3769,6,33,0,28,2.3,9.8,12.1,104,71,0.7
3769,7,57,1,44,3.4,15.5,18.9,34.6,-22.4,1.9
3769,8,308,1,19,2.2,16.5,18.7,311,3,1.7
3769,9,78,1,28,2.2,17.1,19.3,104.6,26.6,2.3
3769,10,353,1,20,2.3,10.3,12.6,359,6,1.7
3769,11,167,1,17,1.9,11.9,13.8,150.6,-16.4,2.4
3769,12,333,0,17,2.6,10.8,13.4,295.4,-37.6,1.2
3769,13,244,1,42,1.8,6.2,8,262,18,2.4
3769,14,234,1,31,2.3,5.1,7.4,247.9,13.9,1.5
3769,15,50,0,11,2.1,11.2,13.3,25.2,-24.8,2
3769,16,204,1,51,3.6,3.6,7.2,185,-19,2.4
3769,17,338,0,7,2,10.7,12.7,4.3,26.3,1.4
3769,18,314,1,27,1.4,16.7,18.1,320.9,6.9,3.7
3769,19,203,0,16,0.9,7.6,8.5,186,-17,1.3
3769,20,91,1,16,2.2,8,10.2,83.8,-7.2,2.6
3769,21,74,0,10,1.6,9.3,10.9,55.7,-18.3,1.7
3769,22,32,1,14,0.9,9.8,10.7,31.8,-0.2,2
3769,23,12,1,13,0.8,7.8,8.6,20.5,8.5,2.5
3769,24,11,1,11,2.4,7.5,9.9,5.3,-5.7,8.1
3769,25,25,1,17,2,12.3,14.3,24.4,-0.6,2.6
3769,26,270,0,13,1.8,9.5,11.3,255.9,-14.1,2.3
3769,27,352,0,18,1,8,9,297.7,-54.3,2.2
3769,28,198,1,180,0.8,11.1,11.9,0,162,2.1
3769,29,343,0,19,1.1,7.1,8.2,321.9,-21.1,2.4
3769,30,101,1,16,1.1,5.2,6.3,90.4,-10.6,1
3803,1,250,1,17,2.2,13.7,15.9,241.8,-8.2,20.3
3803,2,297,1,11,2.2,6.1,8.3,297.9,0.9,2.4
3803,3,33,0,9,2.3,8.3,10.6,20.1,-12.9,2.1
3803,4,143,0,23,2,18.9,20.9,168.7,25.7,2.2
3803,5,149,0,29,2,11.2,13.2,108.5,-40.5,5.6
3803,6,129,1,36,2.6,18.2,20.8,106.5,-22.5,8
3803,7,261,1,19,2.3,6.5,8.8,267.8,6.8,5
3803,8,263,1,24,3.1,16.7,19.8,268.4,5.4,2.5
3803,9,304,1,28,3.4,13.8,17.2,296.3,-7.7,3
3803,10,5,1,17,2,9.6,11.6,351.9,-13.1,2.2
3803,11,229,1,28,1.7,8,9.7,211.1,-17.9,2.5
3803,12,296,1,18,1.6,5.9,7.5,289.1,-6.9,2.3
3803,13,216,1,16,1.6,6.2,7.8,205.6,-10.4,1.8
3803,14,27,1,19,2.7,7.2,9.9,41.1,14.1,2.2
3803,15,327,1,29,1.3,9.2,10.5,330.7,3.7,1.1
3803,16,217,1,20,1.1,7.1,8.2,206.6,-10.4,2.1
3803,17,183,1,20,1.8,5.1,6.9,192.6,9.6,2.4
3803,18,252,1,19,2,7.3,9.3,260.9,8.9,1.3
3803,19,18,1,180,2.2,13.4,15.6,243.4,-134.6,3.4
3803,20,308,1,26,1,5.7,6.7,295.6,-12.4,1.6
3803,21,115,1,19,1.9,6.9,8.8,102.1,-12.9,1.3
3803,22,174,0,19,2.2,8.8,11,154.9,-19.1,5.8
3803,23,90,1,28,2,10.1,12.1,103.1,13.1,1.9
3803,24,44,1,28,2.8,8.6,11.4,54.2,10.2,1.3
3803,25,25,0,19,2,4.7,6.7,354.1,-30.9,1.6
3803,26,232,1,32,2.7,16.8,19.5,211.2,-20.8,20.1
3803,27,116,1,180,1.8,4.2,6,53.1,-62.9,2.8
3803,28,294,0,15,1.9,6,7.9,275.6,-18.4,12.8
3803,29,69,1,26,2.4,7.6,10,52,-17,1.3
3803,30,84,1,24,2,6.3,8.3,66.9,-17.1,2.7
3837,1,160,0,4,1.6,20.1,21.7,153.9,-6.1,7.4
3837,2,14,1,11,1.9,15.1,17,3.6,-10.4,2.5
3837,3,284,0,7,2.2,13.5,15.7,298.7,14.7,27.3
3837,4,9,1,29,0.8,8.1,8.9,12.2,3.2,5.6
3837,5,332,0,4,1.6,10.3,11.9,357.4,25.4,4.4
3837,6,275,0,9,0.8,14.6,15.4,263.5,-11.5,3.8
3837,7,157,1,33,0.5,7.6,8.1,146.8,-10.2,12.5
3837,8,266,1,11,1.4,7.2,8.6,265.9,-0.1,2.8
3837,9,190,0,23,1.3,7.4,8.7,147.3,-42.7,2.4
3837,10,215,0,17,1.4,10.4,11.8,237.9,22.9,3.1
3837,11,136,0,28,1.4,11.3,12.7,106.4,-29.6,1.7
3837,12,33,1,69,1.4,14.4,15.8,21.1,-11.9,2.9
3837,13,149,1,50,2.1,13,15.1,152.9,3.9,16.8
3837,14,294,0,17,3.1,7.8,10.9,312.9,18.9,12.4
3837,15,76,0,11,0.6,6.5,7.1,61,-15,2.3
3837,16,134,1,17,1.6,10.7,12.3,143.1,9.1,5.5
3837,17,2,1,14,1.5,10.2,11.7,10.2,8.2,1.3
3837,18,92,0,6,0.5,6.4,6.9,61.2,-30.8,1.9
3837,19,359,0,0,0.8,6.2,7,13.6,14.6,1.2
3837,20,5,0,0,1.7,7.7,9.4,26.3,21.3,2.4
3837,21,22,1,5,0.5,7.2,7.7,19.3,-2.7,2
3837,22,357,0,4,1.3,5.2,6.5,4.3,7.3,2.7
3837,23,78,1,11,0.5,12.5,13,72,-6,2.1
3837,24,333,1,19,0.7,8.7,9.4,349.5,16.5,5.5
3837,25,51,1,9,0.5,5.2,5.7,46.3,-4.7,2.1
3837,26,324,1,11,1.8,6.1,7.9,321.5,-2.5,3.1
3837,27,51,0,0,1.9,9.1,11,341.9,-69.1,2.3
3837,28,168,1,27,0.4,6.9,7.3,168.5,0.5,27
3837,29,313,0,10,1.6,4.8,6.4,343.4,30.4,1.3
3837,30,219,1,15,1.4,4.6,6,221.7,2.7,2.3
4058,1,291,1,22,2.3,5.3,7.6,279.8,-11.2,3.1
4058,2,104,1,31,1,6.9,7.9,125.5,21.5,2.4
4058,3,53,0,24,1.1,6.7,7.8,82.5,29.5,1.4
4058,4,53,1,34,1.7,5.6,7.3,71.3,18.3,1.4
4058,5,198,1,21,1.2,8.7,9.9,211.6,13.6,1
4058,6,113,0,26,1,7,8,166.5,53.5,0.9
4058,7,311,0,43,3.4,4.6,8,253.2,-57.8,2.7
4058,8,295,0,35,1.1,8.3,9.4,206.4,-88.6,2.3
4058,9,266,1,23,1,7.2,8.2,283.5,17.5,2.1
4058,10,111,0,21,2.1,11.9,14,82,-29,2.1
4058,11,236,1,39,3.4,6.9,10.3,216.4,-19.6,2.3
4058,12,338,1,25,0.7,5.5,6.2,335.6,-2.4,2.4
4058,13,287,1,26,0.6,9.5,10.1,276.9,-10.1,2.3
4058,14,168,0,28,0.5,5.7,6.2,109.2,-58.8,36.5
4058,15,215,1,33,0.6,6,6.6,212,-3,3
4058,16,9,1,24,2.3,6.5,8.8,4.1,-4.9,3.6
4058,17,324,0,28,1.6,9.8,11.4,294.2,-29.8,4.4
4058,18,289,0,16,2.2,3.1,5.3,272.8,-16.2,2.3
4058,19,312,0,31,1.4,6.7,8.1,20.4,68.4,2
4058,20,313,0,18,1.4,2.3,3.7,293.3,-19.7,1.5
4058,21,105,1,20,0.7,6.2,6.9,109.6,4.6,2.1
4058,22,293,1,16,0.6,6.4,7,293.3,0.3,2.7
4058,23,180,0,16,1.3,6,7.3,147.5,-32.5,2.4
4058,24,269,1,25,1.2,5.5,6.7,290.4,21.4,2.7
4058,25,166,1,39,1.6,9.2,10.8,173.1,7.1,2.3
4058,26,354,1,18,1.7,4,5.7,345.5,-8.5,4.1
4058,27,73,1,20,1.5,7.8,9.3,55.8,-17.2,1.9
4058,28,176,1,27,1.5,4.9,6.4,189.4,13.4,2.2
4058,29,278,0,19,1,11.7,12.7,240.5,-37.5,1.5
4058,30,231,0,12,1.1,8.8,9.9,214,-17,1.9
4109,1,335,1,19,3.7,23.8,27.5,326.5,-8.5,3.9
4109,2,257,1,22,4.3,23,27.3,262.8,5.8,3.5
4109,3,220,0,17,3.1,22.2,25.3,182,-38,2.2
4109,4,348,1,17,1.9,9.7,11.6,345.9,-2.1,2.2
4109,5,69,0,23,2.2,13.4,15.6,42.6,-26.4,1.3
4109,6,162,0,17,2.4,12.8,15.2,100.8,-61.2,0.8
4109,7,136,0,27,0.8,13.3,14.1,103.9,-32.1,0.8
4109,8,87,0,23,1.9,8.3,10.2,40.4,-46.6,2
4109,9,119,0,21,1.2,11.5,12.7,75.3,-43.7,0.9
4109,10,198,0,19,1,11.9,12.9,162.9,-35.1,2.4
4109,11,141,1,30,0.7,7.7,8.4,135.3,-5.7,1.8
4109,12,4,1,23,0.7,14.4,15.1,11.5,7.5,2
4109,13,52,0,23,0.9,10.4,11.3,356.2,-55.8,1.4
4109,14,201,1,24,0.9,12.7,13.6,205.9,4.9,1.6
4109,15,236,0,23,0.7,7.6,8.3,260.5,24.5,1.1
4109,16,228,1,22,1,8.1,9.1,219.4,-8.6,1.9
4109,17,321,0,1,0.9,43.8,44.7,135,174,1.7
4109,18,136,0,13,0.9,16.6,17.5,117.8,-18.2,0.8
4109,19,175,0,18,1.6,9.8,11.4,153.2,-21.8,5.2
4109,20,15,1,37,2.1,8.7,10.8,349.2,-25.8,1
4109,21,300,1,23,1.7,12.1,13.8,288.7,-11.3,2.6
4109,22,353,1,20,0.8,10.1,10.9,336.7,-16.3,2.6
4109,23,199,1,31,2.3,6.4,8.7,225,26,0.9
4109,24,180,0,25,2,5.3,7.3,121.2,-58.8,1.8
4109,25,68,0,29,1.7,16.8,18.5,20.4,-47.6,2.3
4109,26,19,1,30,0.6,7.7,8.3,6.8,-12.2,0.8
4109,27,332,1,19,2,4.4,6.4,316.9,-15.1,2
4109,28,43,1,32,1,12.6,13.6,39.8,-3.2,1.2
4109,29,37,1,33,1.1,7.3,8.4,24.5,-12.5,2.5
4109,30,129,0,29,2,2.7,4.7,270,141,1.1
4143,1,215,1,16,2.6,19.3,21.9,206.7,-8.3,3.5
4143,2,156,0,13,2.3,18.7,21,181,25,4.2
4143,3,101,1,14,2.2,10.6,12.8,88,-13,2.5
4143,4,243,0,12,2.6,12.8,15.4,229.5,-13.5,4.2
4143,5,95,1,16,2.5,10.6,13.1,90.9,-4.1,1.5
4143,6,171,0,15,3.1,20,23.1,190.1,19.1,2.5
4143,7,349,0,25,1.8,33.4,35.2,323.8,-25.2,1.4
4143,8,352,0,25,2.3,21.5,23.8,310.5,-41.5,3.2
4143,9,313,1,27,1.4,18.1,19.5,309.5,-3.5,3.7
4143,10,65,1,30,1.9,30.8,32.7,64.1,-0.9,2
4143,11,206,0,16,2.4,16.1,18.5,178.5,-27.5,2.7
4143,12,108,1,17,1.1,9.6,10.7,106.8,-1.2,1.5
4143,13,124,0,22,2,29.1,31.1,90.2,-33.8,3.4
4143,14,322,0,20,1,22.4,23.4,297.9,-24.1,2.8
4143,15,128,1,18,2.2,17.8,20,115.7,-12.3,3.1
4143,16,199,1,19,2.3,31.5,33.8,199.5,0.5,2.7
4143,17,354,0,17,3,12.4,15.4,84.9,90.9,5.8
4143,18,72,1,17,1.2,15.2,16.4,59.6,-12.4,3.2
4143,19,212,1,12,1.1,13.8,14.9,205.7,-6.3,3.9
4143,20,343,1,17,1.7,17.1,18.8,336.3,-6.7,3.2
4143,21,18,1,16,1.3,12.9,14.2,12.9,-5.1,3
4143,22,40,0,11,1.9,13.2,15.1,20.7,-19.3,3.3
4143,23,160,1,179,3.6,18.3,21.9,116.6,-43.4,1.5
4143,24,79,1,17,2.1,11.8,13.9,65.6,-13.4,4.9
4143,25,284,0,21,2.3,13.3,15.6,248,-36,3.1
4143,26,16,1,15,2.2,14.1,16.3,1.6,-14.4,2.4
4143,27,297,0,17,1.7,12.4,14.1,276.1,-20.9,2.2
4143,28,93,1,27,1.8,17,18.8,77.3,-15.7,2.6
4143,29,211,1,18,2.1,12.1,14.2,219.2,8.2,1.6
4143,30,150,1,13,1.2,24.6,25.8,162,12,2.9
4381,1,51,0,7,2.4,12,14.4,88.1,37.1,6.5
4381,2,346,0,9,4.5,12.8,17.3,235,-111,2.2
4381,3,295,0,7,2.9,9.4,12.3,320,25,2.2
4381,4,237,0,0,3.1,5.3,8.4,175.2,-61.8,3.3
4381,5,195,0,17,1.9,14.2,16.1,309.8,114.8,2.2
4381,6,132,0,6,3.3,6.8,10.1,235.4,103.4,0.8
4381,7,89,0,10,0.8,16.4,17.2,62.2,-26.8,0.8
4381,8,1,0,10,1.5,12,13.5,335.8,-25.2,2.3
4381,9,79,0,9,2.7,13.7,16.4,296.6,-142.4,1.8
4381,10,169,0,15,2.2,12.3,14.5,190.4,21.4,0.9
4381,11,136,0,9,1.2,8.6,9.8,156.3,20.3,2.1
4381,12,253,1,17,1.7,10.1,11.8,250.2,-2.8,1
4381,13,255,0,15,0.9,10.4,11.3,230.8,-24.2,2.8
4381,14,126,0,13,1.4,10.3,11.7,79.4,-46.6,5.4
4381,15,157,0,15,1.1,9.7,10.8,196.5,39.5,1.4
4381,16,230,1,15,2,9.2,11.2,236.6,6.6,1.7
4381,17,183,1,11,1.9,7,8.9,180.4,-2.6,6.8
4381,18,128,0,18,3.1,12.8,15.9,83.8,-44.2,4.5
4381,19,38,1,23,4.3,11.9,16.2,27.5,-10.5,4.4
4381,20,161,0,20,0.7,6.5,7.2,200.6,39.6,3.7
4381,21,340,0,18,0.8,9.4,10.2,315.7,-24.3,0.9
4381,22,36,0,21,0.5,9.4,9.9,335.4,-60.6,2.2
4381,23,202,1,14,1.5,7.6,9.1,208,6,5.2
4381,24,174,0,15,0.5,7.8,8.3,139.7,-34.3,2.1
4381,25,239,1,16,0.6,12.6,13.2,231.8,-7.2,6
4381,26,107,0,21,0.4,10.2,10.6,78.1,-28.9,0.9
4381,27,216,0,17,0.5,9.4,9.9,250.4,34.4,1.1
4381,28,223,1,14,1.4,12.4,13.8,224,1,0.8
4381,29,73,1,12,1.7,11.4,13.1,73.4,0.4,4.9
4381,30,234,1,10,0.6,8.3,8.9,229.9,-4.1,4.9
4415,1,161,0,10,2.2,12.7,14.9,139.3,-21.7,7.6
4415,2,276,1,16,2,31.4,33.4,269.8,-6.2,5.8
4415,3,259,0,17,2.2,10.6,12.8,276,17,4.6
4415,4,178,0,14,1.8,13.1,14.9,237.3,59.3,7.4
4415,5,61,0,19,1.1,21.7,22.8,82.9,21.9,6.1
4415,6,57,0,20,1.2,14.1,15.3,355.3,-61.7,48.1
4415,7,216,0,23,5.6,9.9,15.5,136.4,-79.6,17.4
4415,8,148,1,21,1.1,32.6,33.7,154,6,10
4415,9,7,0,13,1.5,13.1,14.6,281.2,-85.8,4.8
4415,10,31,1,18,1.1,37.2,38.3,43,12,6.8
4415,11,63,1,17,0.7,15.1,15.8,50.2,-12.8,24.3
4415,12,43,0,17,0.6,32.5,33.1,136.5,93.5,5.7
