Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Trial_number,Skin_site,raw_Confidence_NotReverseCoded,raw_Response,logTransformed_RT_dec_NaNOutlier,logTransformed_RT_conf_NaNOutlier
28,46.5,8.3,98.94,4380,3964,8,8,1.06,8.3,8.384804003,8.285008895
28,44.5,1.95,100,1735,3363,9,1,0.09,1.95,7.458762692,8.120588712
28,42.5,0,100,2082,1568,10,2,0.01,-0.29,7.641084249,7.357556201
28,43,0.77,100,2978,1305,11,3,0.01,0.77,7.999007213,7.17395832
28,46.5,5.47,100,1104,1423,12,4,0.66,5.47,7.006695227,7.260522598
28,45,5.46,100,1020,1294,13,5,0.01,5.46,6.927557906,7.165493475
28,45,1,100,1894,2102,14,6,0.49,1,7.546446274,7.650644551
28,47,8.65,100,1013,1448,15,7,0.01,8.65,6.920671504,7.277938573
28,43.5,0.99,100,1374,7866,16,8,0.01,0.99,7.225481473,8.970304953
28,46.5,2.48,71.05,3451,2920,17,1,28.95,2.48,8.146419323,7.979338895
28,46.5,8.83,98.12,1852,1819,18,2,1.88,8.83,7.524021415,7.506042179
28,45,2,86.25,1326,2688,19,3,13.75,2,7.189922171,7.896552702
28,43.5,0.98,96.74,1180,1260,20,4,3.26,0.98,7.073269717,7.138867
28,46.5,7.97,98.53,4791,2335,21,5,1.47,7.97,8.474494437,7.75576717
28,43.5,0.45,98.77,1354,2654,22,6,1.23,0.45,7.210818453,7.883823215
28,45,1.02,60.07,2444,1562,23,7,39.93,1.02,7.80139132,7.35372233
28,45.5,1.97,99.18,1242,2458,24,8,0.82,1.97,7.124478262,7.80710329
29,41,1.98,NaN,3708,12994,1,1,19.19,1.98,8.218247927,NaN
29,44,2.99,80.72,5416,2125,2,2,19.28,2.99,8.597112815,7.661527081
29,47,5.96,91.13,2611,2122,3,3,8.87,5.96,7.867488569,7.660114319
29,46,5.97,80.4,2540,1875,4,4,19.6,5.97,7.83991936,7.536363938
29,42,0,100,4749,1197,5,5,0.01,-1.35,8.465689349,7.087573706
29,48,6.99,91.46,1221,3323,6,6,8.54,6.99,7.107425474,8.108623268
29,42,3.98,90.64,1055,2029,7,7,9.36,3.98,6.961296046,7.61529834
29,49,7.95,92.43,3735,1958,8,8,7.57,7.95,8.225503098,7.579678823
29,45.5,5.93,80.4,1395,1919,9,1,19.6,5.93,7.240649694,7.559559496
29,41.5,1.01,100,1937,1221,10,2,0.01,1.01,7.568895663,7.107425474
29,42,1.03,100,1471,694,11,3,0.01,1.03,7.293697721,6.542471961
29,48.5,6.97,91.13,1353,1387,12,4,8.87,6.97,7.210079628,7.23489842
29,45.5,3.03,100,1144,1103,13,5,0.01,3.03,7.042286172,7.005789019
29,46,2.03,80.07,3833,888,14,6,19.93,2.03,8.251403065,6.788971743
29,48.5,7.95,100,2444,811,15,7,0.01,7.95,7.80139132,6.698268054
29,43,4,79.59,1534,1694,16,8,20.41,4,7.335633982,7.434847875
29,48.5,6.99,89.99,722,1181,17,1,10.01,6.99,6.582025139,7.074116816
29,48.5,7.94,100,1735,1174,18,2,0.01,7.94,7.458762692,7.068172
29,45.5,5.95,80.16,971,1038,19,3,19.84,5.95,6.878326468,6.945051064
29,42.5,1.01,100,1611,1433,20,4,0.01,1.01,7.384610383,7.267525428
29,48.5,7.98,100,1819,701,21,5,0.01,7.98,7.506042179,6.552507887
29,43,2.01,80.89,1201,1346,22,6,19.11,2.01,7.090909822,7.20489251
29,45.5,2.02,81.29,1804,1897,23,7,18.71,2.02,7.497761701,7.54802897
29,45.5,6,90.48,1034,1945,24,8,9.52,6,6.941190055,7.573017256
30,41,5.95,100,1541,1527,1,1,0.01,5.95,7.340186835,7.331060305
30,44,7.93,100,1777,1071,2,2,0.01,7.93,7.482681828,6.97634807
30,47,7.85,100,2117,1346,3,3,0.01,7.85,7.657755271,7.20489251
30,39,5.05,80.32,1277,1322,4,4,19.68,5.05,7.152268856,7.18690102
30,34,1.05,59.99,1902,6846,5,5,40.01,1.05,7.550661243,8.831419819
30,45,7.96,100,1243,888,6,6,0.01,7.96,7.125283092,6.788971743
30,35.5,1.03,100,1117,1710,7,7,0.01,1.03,7.018401799,7.444248649
30,45,8.15,100,660,964,8,8,0.01,8.15,6.492239835,6.871091295
30,40.5,5.46,80.72,771,1880,9,1,19.28,5.46,6.647688374,7.539027056
30,36,1.55,60.07,1499,1621,10,2,39.93,1.55,7.312553498,7.390798522
30,36.5,0,86.25,1006,2681,11,3,13.75,-0.05,6.913737351,7.893945138
30,45,8,100,596,752,12,4,0.01,8,6.390240667,6.622736324
30,40.5,5.03,61.05,1298,1786,13,5,38.95,5.03,7.168579897,7.487733761
30,40.5,2.93,65.28,1458,2357,14,6,34.72,2.93,7.284820913,7.765144903
30,45,7.93,100,1263,699,15,7,0.01,7.93,7.141245122,6.549650742
30,36.5,3.57,50.07,985,2081,16,8,49.93,3.57,6.892641641,7.640603826
30,45,7.98,100,1069,1028,17,1,0.01,7.98,6.974478911,6.935370446
30,45,7.97,100,1381,662,18,2,0.01,7.97,7.230563153,6.495265556
30,40.5,3.93,49.59,1409,1435,19,3,50.41,3.93,7.250635512,7.268920128
30,37,1.03,98.94,1638,783,20,4,1.06,1.03,7.401231264,6.663132696
30,45,8,100,909,687,21,5,0.01,8,6.812345094,6.532334292
30,37.5,0.98,93.49,1381,1591,22,6,6.51,0.98,7.230563153,7.372118028
30,41,7.09,93,950,1543,23,7,7,7.09,6.856461985,7.341483852
30,41,6.53,NaN,1006,11635,24,8,35.21,6.53,6.913737351,NaN
31,41,1.88,NaN,7576,8646,1,1,19.11,1.88,8.932740635,NaN
31,44,5.94,81.05,4402,4204,2,2,18.95,5.94,8.389814262,8.343791732
31,46.5,7.95,96.01,4756,2718,3,3,3.99,7.95,8.467162258,7.907651595
31,43.5,2.07,70.89,3492,3330,4,4,29.11,2.07,8.158229917,8.110727583
31,42,1.9,76.25,3674,3831,5,5,23.75,1.9,8.209036266,8.250881145
31,46,7.46,76.99,2999,6159,6,6,23.01,7.46,8.006034179,8.725669706
31,41.5,1.72,59.91,2118,1433,7,7,40.09,1.72,7.658227526,7.267525428
31,46.5,8.43,70.48,6208,2713,8,8,29.52,8.43,8.733594062,7.905810313
31,44,6.48,60.97,5395,3332,9,1,39.03,6.48,8.593227878,8.111328003
31,41.5,1.53,68.53,6325,1945,10,2,31.47,1.53,8.752265314,7.573017256
31,41.5,0.95,39.59,7347,1764,11,3,60.41,0.95,8.902047346,7.475339237
31,46,7.95,90.89,2041,2310,12,4,9.11,7.95,7.621195163,7.745002804
31,44,6.95,79.67,2458,1672,13,5,20.33,6.95,7.80710329,7.421775794
31,44,2.96,50.97,2985,2739,14,6,49.03,2.96,8.001355026,7.915348169
31,46,7.48,60.89,3319,1832,15,7,39.11,7.48,8.107418812,7.513163545
31,42,0,50.24,6451,1003,16,8,49.76,-1.3,8.771990437,6.910750788
31,46,7.95,89.99,2284,2491,17,1,10.01,7.95,7.733683571,7.820439515
31,46,8.11,92.43,4694,1129,18,2,7.57,8.11,8.454040376,7.029087564
31,44,7.65,83.81,4944,1485,19,3,16.19,7.65,8.505929999,7.303170051
31,42,1.51,67.47,4624,994,20,4,32.53,1.51,8.43901541,6.901737207
31,46,7.95,83.08,2547,3694,21,5,16.92,7.95,7.842671475,8.214465161
31,42,0,88.69,2499,1529,22,6,11.31,-1.07,7.823645931,7.332369206
31,44,6.95,71.54,3118,3021,23,7,28.46,6.95,8.04494705,8.013343181
31,44,5.92,55.36,4353,763,24,8,44.64,5.92,8.378620542,6.637258031
32,41,1.33,NaN,61192,6487,1,1,8.79,1.33,NaN,NaN
32,44,1.97,50.16,7048,5992,2,2,49.84,1.97,8.860499168,8.698180525
32,47,4,80.81,3193,3470,3,3,19.19,4,8.068716193,8.151909873
32,49.5,8.04,100,8027,4304,4,4,0.01,8.04,8.990566138,8.367300102
32,43.5,1.8,81.21,5513,1544,5,5,18.79,1.8,8.614864219,7.342131731
32,50,7.83,100,4221,967,6,6,0.01,7.83,8.347827346,6.874198495
32,43.5,2.98,70.48,2264,1741,7,7,29.52,2.98,7.724888439,7.46221494
32,50,8.18,100,3818,1334,8,8,0.01,8.18,8.247482004,7.195937226
32,46.5,6.98,93,2756,2057,9,1,7,6.98,7.921535632,7.62900389
32,43,1.29,80.72,2110,2127,10,2,19.28,1.29,7.654443226,7.662467815
32,43.5,1.9,60.64,2826,2697,11,3,39.36,1.9,7.946617563,7.899895323
32,50,7.96,93.98,2499,1285,12,4,6.02,7.96,7.823645931,7.158513997
32,46.5,5.93,80.81,2200,1602,13,5,19.19,5.93,7.696212639,7.379008128
32,46.5,1.88,73.25,1832,1242,14,6,26.75,1.88,7.513163545,7.124478262
32,49.5,8.25,98.77,1478,1753,15,7,1.23,8.25,7.298445102,7.469083885
32,43.5,2.09,40.4,3735,3298,16,8,59.6,2.09,8.225503098,8.101071503
32,49.5,7.96,100,2047,658,17,1,0.01,7.96,7.624130586,6.489204931
32,49.5,8.31,100,1686,1303,18,2,0.01,8.31,7.430114139,7.172424577
32,46.5,5.94,76.42,1763,1390,19,3,23.58,5.94,7.474772182,7.237059026
32,43.5,1.12,91.7,3180,2061,20,4,8.3,1.12,8.064636476,7.630946581
32,49.5,8.43,100,1610,1600,21,5,0.01,8.43,7.383989458,7.377758908
32,43.5,1.53,79.67,2868,1331,22,6,20.33,1.53,7.961370202,7.193685818
32,46.5,1.88,62.84,3735,3298,23,7,37.16,1.88,8.225503098,8.101071503
32,46.5,3.5,80.72,2117,2334,24,8,19.28,3.5,7.657755271,7.755338813
33,41,2,NaN,2228,12997,1,1,59.52,2,7.708859601,NaN
33,44,1.96,60.56,2076,2528,2,2,39.44,1.96,7.638198244,7.835183755
33,47,3.95,61.86,3346,2581,3,3,38.14,3.95,8.115520882,7.8559322
33,49.5,7.95,100,3194,1296,4,4,0.01,7.95,8.069029329,7.167037877
33,43,3.96,80.72,2603,2962,5,5,19.28,3.96,7.864419905,7.993619995
33,49.5,7.9,100,1936,845,6,6,0.01,7.9,7.568379268,6.739336627
33,42.5,1.9,82.43,1304,1389,7,7,17.57,1.9,7.173191742,7.236339343
33,49.5,8.04,100,1201,1222,8,8,0.01,8.04,7.090909822,7.10824414
33,46,6.99,89.1,1909,1565,9,1,10.9,6.99,7.554334824,7.355641103
33,41.5,1,100,2200,1626,10,2,0.01,1,7.696212639,7.39387829
33,42.5,0.96,100,1360,1001,11,3,0.01,0.96,7.215239979,6.908754779
33,49,7.97,100,1499,1054,12,4,0.01,7.97,7.312553498,6.960347729
33,46,4.93,80.97,1263,2105,13,5,19.03,4.93,7.141245122,7.652070746
33,46,1.94,91.62,1562,1813,14,6,8.38,1.94,7.35372233,7.502738211
33,49,7.95,100,2471,1799,15,7,0.49,7.95,7.812378206,7.494986234
33,43,1.88,100,1651,1046,16,8,0.01,1.88,7.409136444,6.952728645
33,49.5,7.97,100,1500,1637,17,1,0.01,7.97,7.313220387,7.400620577
33,49.5,8.46,100,2020,2472,18,2,0.01,8.46,7.61085279,7.812782819
33,46,3.92,100,923,895,19,3,0.01,3.92,6.827629235,6.796823718
33,43,1.05,100,1569,936,20,4,0.01,1.05,7.358193753,6.841615476
33,49,8.32,100,971,915,21,5,0.01,8.32,6.878326468,6.818924065
33,43,1.9,97.64,1117,887,22,6,2.36,1.9,7.018401799,6.787844982
33,46,3.9,100,874,8696,23,7,0.01,3.9,6.773080376,9.070618429
33,46,5,100,840,1110,24,8,0.01,5,6.733401892,7.012115294
34,41,2.98,NaN,5833,4107,1,1,64.56,2.98,NaN,NaN
34,44,2.98,39.83,1894,2949,2,2,60.17,2.98,7.546446274,7.989221409
34,47,5.95,80.48,1326,7928,3,3,19.52,5.95,7.189922171,8.978156076
34,45.5,8,90.16,2062,8435,4,4,9.84,8,7.631431665,9.040144995
34,42.5,5.97,100,818,3420,5,5,0.74,5.97,6.706862337,8.13739583
34,45.5,6.94,80.81,895,2796,6,6,19.19,6.94,6.796823718,7.935945103
34,42,7.98,82.76,1589,7114,7,7,17.24,7.98,7.370860167,8.869819953
34,44.5,8.7,86.74,1069,10018,8,8,13.26,8.7,6.974478911,9.212138754
34,43.5,8,88.12,1145,1362,9,1,11.88,8,7.043159916,7.216709487
34,42.5,7.99,83,1423,949,10,2,17,7.99,7.260522598,6.855408799
34,42.5,8.01,87.23,1103,1268,11,3,12.77,8.01,7.005789019,7.145196135
34,44,8.47,83.98,1624,7510,12,4,16.02,8.47,7.392647521,8.923990745
34,43,8.19,87.23,2089,2490,13,5,12.77,8.19,7.644440762,7.820037989
34,42,7.98,93.98,1047,866,14,6,6.02,7.98,6.953684211,6.763884909
34,42,8.03,87.15,1291,9718,15,7,12.85,8.03,7.163172391,9.181735115
34,38,7.99,100,1187,734,16,8,0.01,7.99,7.079184395,6.598509029
34,43,7.99,97.64,2242,1581,17,1,2.36,7.99,7.715123604,7.365812837
34,43,8.02,93.73,1812,1301,18,2,6.27,8.02,7.502186487,7.170888479
34,40,8,96.9,1381,795,19,3,3.1,8,7.230563153,6.678342115
34,36,0,89.75,3187,5490,20,4,10.25,-0.32,8.066835314,8.610683535
34,42,2.95,92.76,1506,793,21,5,7.24,2.95,7.317212408,6.675823222
34,38,3.03,84.55,805,2024,22,6,15.45,3.03,6.690842277,7.61283103
34,40,1.95,68.94,805,978,23,7,31.06,1.95,6.690842277,6.88550967
34,41,1.95,60.4,826,1460,24,8,39.6,1.95,6.716594774,7.286191715
35,41,0.99,100,4639,2819,1,1,0.01,0.99,8.442254105,7.944137491
35,44,1.97,100,3896,8148,2,2,0.01,1.97,8.267705665,9.005527777
35,47,4.46,100,7874,3961,3,3,0.01,4.46,8.971321472,8.284251798
35,48,7.95,NaN,18284,6572,4,4,0.01,7.95,NaN,NaN
35,43.5,2.46,100,2867,776,5,5,0.01,2.46,7.961021466,6.65415252
35,48.5,7.98,100,4887,5857,6,6,0.01,7.98,8.494333897,8.675392806
35,43,2.44,100,4881,3299,7,7,0.01,2.44,8.493105396,8.101374671
35,48.5,7.98,100,3395,1823,8,8,0.01,7.98,8.13005904,7.508238775
35,45.5,2,100,3298,3015,9,1,0.01,2,8.101071503,8.011355109
35,43,2,100,2430,960,10,2,0.01,2,7.795646536,6.866933284
35,43,2.48,100,2916,813,11,3,0.01,2.48,7.977968093,6.70073111
35,48.5,7.98,100,6541,7239,12,4,0.01,7.98,8.785845338,8.887238354
35,45.5,3.53,100,2812,1183,13,5,0.01,3.53,7.941651253,7.075808864
35,46,2.48,100,1208,769,14,6,0.01,2.48,7.096721378,6.64509097
35,48.5,7.41,100,1888,911,15,7,0.01,7.41,7.543273347,6.814542897
35,43,2,100,4256,904,16,8,0.01,2,8.356085031,6.80682936
35,48.5,6.98,100,1507,3919,17,1,0.01,6.98,7.317876199,8.273591798
35,49,7.97,100,2971,686,18,2,0.01,7.97,7.996653875,6.530877628
35,46,5.95,100,3006,989,19,3,0.01,5.95,8.00836557,6.896694332
35,43,2,100,2394,777,20,4,0.01,2,7.780720886,6.65544035
35,49,7.99,100,2346,4340,21,5,0.01,7.99,7.760467029,8.375629627
35,43,1.38,100,4020,795,22,6,0.01,1.38,8.299037182,6.678342115
35,46,2.43,100,2361,567,23,7,0.01,2.43,7.766840537,6.340359304
35,46,4,100,2291,549,24,8,0.01,4,7.736743682,6.308098442
36,41,0.8,82.84,3054,3038,1,1,17.16,0.8,8.024207486,8.018954683
36,44,0.65,NaN,4451,25140,2,2,7.24,0.65,8.400884069,NaN
36,47,1.55,87.39,9597,3049,3,3,12.61,1.55,9.169205829,8.022568947
36,48,2.99,85.12,4423,4938,4,4,14.88,2.99,8.394573478,8.50471567
36,46.5,4.03,NaN,2222,23451,5,5,8.79,4.03,7.70616297,NaN
36,50,5.54,87.55,8693,1846,6,6,12.45,5.54,9.070273383,7.520776415
36,45.5,4.99,93.33,3186,1820,7,7,6.67,4.99,8.06652149,7.50659178
36,50,7.59,92.27,1555,4136,8,8,7.73,7.59,7.349230825,8.327484416
36,48,6.03,87.88,2235,1885,9,1,12.12,6.03,7.711996507,7.5416831
36,45,4.88,84.14,2006,4548,10,2,15.86,4.88,7.603897969,8.422442855
36,45,4.48,94.95,2409,2433,11,3,5.05,4.48,7.786967003,7.796880343
36,50,7.95,95.93,2450,2880,12,4,4.07,7.95,7.803843304,7.965545573
36,47.5,5.23,93.65,2722,2672,13,5,6.35,5.23,7.909122183,7.890582535
36,47.5,5.45,47.8,4854,1653,14,6,52.2,5.45,8.487558386,7.410347098
36,50,7.95,100,993,1196,15,7,0.01,7.95,6.900730664,7.086737935
36,44,4.63,72.11,2812,2094,16,8,27.89,4.63,7.941651253,7.646831391
36,50,8.05,97.88,1395,1443,17,1,2.12,8.05,7.240649694,7.274479559
36,50,9.09,100,1909,1256,18,2,0.01,9.09,7.554334824,7.135687347
36,46.5,6.4,85.03,2632,3761,19,3,14.97,6.4,7.875499292,8.232440158
36,43.5,3.43,97.39,833,865,20,4,2.61,3.43,6.725033642,6.762729507
36,49.5,8.32,94.79,1701,7654,21,5,5.21,8.32,7.438971592,8.942983666
36,43,4.27,91.21,6381,884,22,6,8.79,4.27,8.761080104,6.784457063
36,46.5,5.55,89.26,1027,1240,23,7,10.74,5.55,6.93439721,7.122866659
36,46,7.83,92.92,2881,3036,24,8,7.08,7.83,7.965892735,8.018296139
37,41,1.95,NaN,1722,13974,1,1,0.33,1.95,7.451241685,NaN
37,44,4.01,92.43,7825,1953,2,2,7.57,4.01,8.965079015,7.577121931
37,47,5.95,94.38,5034,1600,3,3,5.62,5.95,8.523970176,7.377758908
37,45.5,7.97,NaN,11047,1354,4,4,0.01,7.97,NaN,NaN
37,42,5,96.17,3326,1416,5,5,3.83,5,8.10952566,7.255591274
37,46.5,7.43,100,4346,1111,6,6,0.01,7.43,8.377011161,7.01301579
37,41.5,6.95,95.12,4346,1406,7,7,4.88,6.95,8.377011161,7.248504072
37,45,7.98,98.85,3110,1341,8,8,1.15,7.98,8.042378005,7.201170883
37,43.5,5.47,98.29,686,1835,9,1,1.71,5.47,6.530877628,7.51479976
37,41,3,93.49,2589,1263,10,2,6.51,3,7.85902698,7.141245122
37,41,1.4,100,1632,2218,11,3,0.01,1.4,7.397561536,7.704361168
37,45,5.35,100,1019,1142,12,4,0.01,5.35,6.926577033,7.04053639
37,43.5,4.47,100,826,982,13,5,0.01,4.47,6.716594774,6.889591308
37,43.5,3.02,100,1325,1075,14,6,0.01,3.02,7.189167738,6.980075941
37,46,7.01,100,2430,968,15,7,0.01,7.01,7.795646536,6.875232087
37,41.5,3.49,100,1562,2029,16,8,0.01,3.49,7.35372233,7.61529834
37,46,7.45,100,2013,1048,17,1,0.01,7.45,7.607381426,6.954638865
37,46,7.98,100,1819,946,18,2,0.01,7.98,7.506042179,6.852242569
37,43.5,4.98,100,1354,1056,19,3,0.01,4.98,7.210818453,6.962243464
37,41.5,5.5,100,909,3234,20,4,0.01,5.5,6.812345094,8.08147504
37,46,6.5,100,1229,848,21,5,0.01,6.5,7.11395611,6.742880636
37,40,2.5,100,1943,1097,22,6,0.01,2.5,7.571988449,7.00033446
37,43.5,4.98,100,1041,681,23,7,0.01,4.98,6.947937069,6.523562306
37,43.5,6.03,100,1090,923,24,8,0.01,6.03,6.993932975,6.827629235
38,41,0.53,92.11,3728,8823,1,1,7.89,0.53,8.223627176,9.085117227
38,44,0.38,94.3,2673,3255,2,2,5.7,0.38,7.890956716,8.087947555
38,47,0.98,NaN,10228,4365,3,3,0.09,0.98,NaN,NaN
38,48,3.96,100,6187,7143,4,4,0.41,3.96,8.730205596,8.873888135
38,46,1.93,100,5846,3655,5,5,0.58,1.93,8.673512946,8.203851372
38,50,4.01,100,5041,5015,6,6,0.01,4.01,8.525359754,8.5201887
38,46,1.99,100,4485,3240,7,7,0.01,1.99,8.408493774,8.083328609
38,50,7.01,100,2422,14737,8,8,0.01,7.01,7.792348924,9.598116617
38,49,5.02,100,1985,2855,9,1,0.09,5.02,7.593374193,7.956827122
38,46,2.96,100,3249,2218,10,2,0.01,2.96,8.086102536,7.704361168
38,46,0.32,100,1769,2403,11,3,0.01,0.32,7.478169694,7.784473236
38,50,7.93,100,1673,3351,12,4,0.01,7.93,7.422373701,8.117014088
38,48.5,7.95,100,1722,1379,13,5,0.01,7.95,7.451241685,7.229113878
38,48.5,6,80.16,4075,12068,14,6,19.84,6,8.312626026,9.3983126
38,50,8.01,NaN,2055,43493,15,7,0.01,8.01,7.628031127,NaN
38,45.5,0.4,100,3165,5825,16,8,0.17,0.4,8.059908335,8.669914278
38,49,6,100,4429,5531,17,1,0.01,6,8.395929104,8.61812391
38,50,9.32,100,5728,14777,18,2,0.01,9.32,8.653121709,9.600827197
38,48,4,99.18,1568,1472,19,3,0.82,4,7.357556201,7.294377299
38,46,2,99.1,4124,2774,20,4,0.9,2,8.324578845,7.928045601
38,49,9.47,100,1860,4153,21,5,0.58,9.47,7.528331767,8.331586244
38,46,3.01,100,3304,2995,22,6,0.01,3.01,8.102889135,8.004699511
38,48,4.08,81.86,2006,6612,23,7,18.14,4.08,7.603897969,8.796641459
38,48,3,100,1826,1442,24,8,0.01,3,7.509883061,7.273786318
39,41,1.16,100,5236,5085,1,1,0.17,1.16,8.563313127,8.534050308
39,44,2.02,88.61,1715,6461,2,2,11.39,2.02,7.44716836,8.773539384
39,47,2.5,100,3194,2613,3,3,0.01,2.5,8.069029329,7.868254266
39,48,5.95,NaN,9589,7669,4,4,0.01,5.95,NaN,NaN
39,44,2.71,97.39,2506,2786,5,5,2.61,2.71,7.826443135,7.932362154
39,50,7.78,96.01,2590,8091,6,6,3.99,7.78,7.859413155,8.998507612
39,43,4.03,100,3798,2919,7,7,0.01,4.03,8.242229891,7.978996371
39,50,8,100,2589,2054,8,8,0.01,8,7.85902698,7.62754439
39,46.5,4.5,100,4013,1339,9,1,0.01,4.5,8.29729437,7.199678346
39,43,0.97,100,2853,2115,10,2,0.01,0.97,7.956126351,7.656810091
39,43.5,1.46,98.37,2152,2328,11,3,1.63,1.46,7.674152921,7.752764809
39,50,7.97,100,2138,6518,12,4,0.01,7.97,7.667626092,8.782322859
39,47,6.99,81.29,1632,3662,13,5,18.71,6.99,7.397561536,8.205764725
39,47,4.98,80.07,2499,1881,14,6,19.93,4.98,7.823645931,7.539558829
39,50,8.09,96.09,2485,6387,15,7,3.91,8.09,7.818027939,8.762019954
39,43.5,3.99,87.23,1742,2871,16,8,12.77,3.99,7.462789157,7.96241568
39,50,7.48,90.72,2332,2830,17,1,9.28,7.48,7.754481547,7.948031991
39,50,7.98,96.74,1916,5288,18,2,3.26,7.98,7.557994959,8.573195382
39,46.5,4.5,80.72,3527,3309,19,3,19.28,4.5,8.16820293,8.104401308
39,43,4.99,83.73,1972,2450,20,4,16.27,4.99,7.586803535,7.803843304
39,50,8.26,95.52,2735,3320,21,5,4.48,8.26,7.913886715,8.107720062
39,43,2,78.69,2283,2476,22,6,21.31,2,7.733245647,7.814399634
39,46.5,2.48,85.85,1312,2851,23,7,14.15,2.48,7.17930797,7.955425089
39,46.5,5.96,100,1909,1052,24,8,0.01,5.96,7.554334824,6.958448393
40,41,1,NaN,6548,3651,1,1,-1.37,1,8.786914938,NaN
40,44,1.45,100,5673,2098,2,2,-0.82,1.45,8.643473357,7.648739789
40,47,1.98,100,5394,1951,3,3,-3.74,1.98,8.593042504,7.576097341
40,48,3.98,100,5242,2175,4,4,0.68,3.98,8.564458384,7.684783944
40,45,2.46,100,5499,1710,5,5,-1.61,2.46,8.612321537,7.444248649
40,50,6.48,100,5152,1789,6,6,-0.19,6.48,8.547140268,7.489412084
40,45,1.16,100,5208,1680,7,7,-16.15,1.16,8.557951184,7.426549072
40,50,7.93,100,5547,2293,8,8,-18.76,7.93,8.62101252,7.737616283
40,48,6.91,97.02,5624,1577,9,1,2.98,6.91,8.634798433,7.363279587
40,45,3.34,96.39,5437,1366,10,2,3.61,3.34,8.600982717,7.21964204
40,44.5,4.5,100,5291,1416,11,3,-6.11,4.5,8.573762543,7.255591274
40,50,8,100,6201,1736,12,4,-11.57,8,8.732465848,7.459338895
40,47,7.59,100,5749,1744,13,5,-8.17,7.59,8.656781206,7.463936604
40,47,3.02,100,5298,1376,14,6,-2.64,3.02,8.57508467,7.226936018
40,49.5,7.96,100,5339,1061,15,7,-2.56,7.96,8.582793649,6.966967139
40,45,4.97,100,5103,1840,16,8,-11.33,4.97,8.537583881,7.517520851
40,50,7.39,100,5465,880,17,1,-18.13,7.39,8.606119401,6.779921907
40,50,7.98,97.26,5958,1936,18,2,2.74,7.98,8.692490133,7.568379268
40,47,7.02,100,5186,1111,19,3,-16.79,7.02,8.553717966,7.01301579
40,44.5,1.96,100,4791,979,20,4,-3.43,1.96,8.474494437,6.886531643
40,49.5,7.94,100,5437,1149,21,5,-9.83,7.94,8.600982717,7.046647278
40,44.5,0.99,98.84,5533,1417,22,6,1.16,0.99,8.618485443,7.25629724
40,47,4.98,100,5312,2322,23,7,-3.27,4.98,8.577723691,7.750184162
40,47,6.97,100,5444,899,24,8,-18.05,6.97,8.602269364,6.801283034
41,41,0,NaN,5096,7366,1,1,-2.16,-0.22,8.536211197,NaN
41,44,2.35,97.34,7527,4502,2,2,2.66,2.35,8.926251835,8.412277021
41,47,6.23,100,6819,1992,3,3,-0.82,6.23,8.827468113,7.596894438
41,46,7.43,96.95,5276,3215,4,4,3.05,7.43,8.570923514,8.075582637
41,43,3.58,100,6978,1628,5,5,-17.66,3.58,8.850517622,7.395107547
41,47,7.75,100,5319,1928,6,6,-9.67,7.75,8.579040595,7.564238475
41,43,6.13,96.55,5979,1263,7,7,3.45,6.13,8.696008609,7.141245122
41,46.5,9.13,96.95,5888,1680,8,8,3.05,9.13,8.68067166,7.426549072
41,44.5,5.27,100,5894,1292,9,1,-1.61,5.27,8.681690163,7.163946684
41,42.5,3.43,97.81,4729,1199,10,2,2.19,3.43,8.461469043,7.089243155
41,42.5,4.37,100,5707,1678,11,3,-7.85,4.37,8.649448771,7.425357887
41,46,8,100,7110,1137,12,4,-14.02,8,8.869257523,7.036148494
41,44,4.44,100,5931,1106,13,5,0.21,4.44,8.687948112,7.008505182
41,44,5.95,100,6826,1063,14,6,-5.17,5.95,8.828494129,6.968850378
41,46,7.98,100,5895,1327,15,7,-14.34,7.98,8.681859813,7.190676034
41,42,7.98,100,4013,1648,16,8,-2.56,7.98,8.29729437,7.40731771
41,46.5,8.06,100,6263,1237,17,1,-8.33,8.06,8.742414583,7.120444372
41,46.5,7.98,100,7923,2458,18,2,0.05,7.98,8.977525201,7.80710329
41,43.5,5.02,100,6499,2849,19,3,0.6,5.02,8.779403598,7.954723334
41,41,6.56,100,6854,988,20,4,-12.99,6.56,8.832587702,6.895682698
41,46.5,7.98,100,6804,1533,21,5,-0.82,7.98,8.825265954,7.334981879
41,40.5,7.98,98.53,4013,3265,22,6,1.47,7.98,8.29729437,8.091015042
41,43.5,4.01,100,5512,1066,23,7,-18.37,4.01,8.614682813,6.971668605
41,43.5,4.86,100,5589,942,24,8,-0.74,4.86,8.628555659,6.848005275
42,41,1.05,50.86,6679,4999,1,1,49.14,1.05,8.806723555,8.516993171
42,44,2.01,79.4,7409,5488,2,2,20.6,2.01,8.910450756,8.610319169
42,47,2.01,NaN,4013,125575,3,3,38.31,2.01,8.29729437,NaN
42,45,7.02,80.34,7437,15384,4,4,19.66,7.02,8.914222821,9.641083287
42,42.5,1.03,96.87,5638,2353,5,5,3.13,1.03,8.637284672,7.763446389
42,46.5,8.05,81.93,5034,1985,6,6,18.07,8.05,8.523970176,7.593374193
42,43,4.93,80.5,5784,1840,7,7,19.5,4.93,8.662850764,7.517520851
42,46,7.94,81.53,5728,5176,8,8,18.47,7.94,8.653121709,8.551787836
