Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Order,Scale,Block
72,1,1,4,0.75532,0.25753,6,DS,PAS,1
72,1,1,4,0.70522,0.41408,5,DS,PAS,1
72,1,2,2,0.94974,0.28996,12,DS,PAS,1
72,1,1,4,0.83848,0.29657,1,DS,PAS,1
72,1,1,3,0.9458,0.24778,9,DS,PAS,1
72,1,1,4,0.79054,0.25948,4,DS,PAS,1
72,2,2,4,0.71026,1.22402,3,DS,PAS,1
72,1,1,4,0.62585,0.24486,7,DS,PAS,1
72,1,1,3,0.51336,0.13156,10,DS,PAS,1
72,1,1,3,0.6344,0.17511,8,DS,PAS,1
72,1,1,4,0.74541,0.24753,2,DS,PAS,1
72,1,1,4,0.8639,0.22712,4,DS,PAS,1
72,1,1,2,0.63846,0.4926,11,DS,PAS,1
72,2,2,2,0.94489,0.28507,12,DS,PAS,1
72,2,2,4,0.99353,0.28351,4,DS,PAS,1
72,1,1,3,0.71451,0.25021,11,DS,PAS,1
72,1,1,4,0.87127,0.21773,3,DS,PAS,1
72,2,2,4,0.95367,0.25467,2,DS,PAS,1
72,2,2,3,0.76141,0.71589,8,DS,PAS,1
72,2,2,4,1.18651,0.21467,1,DS,PAS,1
72,2,2,4,0.87232,0.25677,2,DS,PAS,1
72,1,1,4,0.79934,0.29092,1,DS,PAS,1
72,1,1,2,0.74435,0.24205,10,DS,PAS,1
72,2,2,2,0.7096,0.36164,10,DS,PAS,1
72,2,2,2,0.82988,0.25206,12,DS,PAS,1
72,1,1,3,0.67724,0.28531,6,DS,PAS,1
72,2,2,3,0.75877,0.29901,9,DS,PAS,1
72,2,2,2,0.79503,0.28535,12,DS,PAS,1
72,2,2,2,0.91523,0.28889,7,DS,PAS,1
72,2,2,2,0.67698,0.91091,5,DS,PAS,2
72,1,1,4,0.82559,0.36213,1,DS,PAS,2
72,1,1,3,0.67062,0.25169,9,DS,PAS,2
72,2,2,3,0.68,1.03149,4,DS,PAS,2
72,2,2,3,1.06777,0.33033,7,DS,PAS,2
72,2,2,3,0.79306,0.28329,5,DS,PAS,2
72,2,2,4,0.796,0.24709,2,DS,PAS,2
72,2,2,4,0.78715,0.25499,6,DS,PAS,2
72,2,2,3,0.72253,0.29618,10,DS,PAS,2
72,2,2,3,0.67474,0.39925,10,DS,PAS,2
72,1,1,4,0.75277,0.21582,3,DS,PAS,2
72,1,2,1,0.75609,1.6284,11,DS,PAS,2
72,2,2,4,0.82883,0.24652,3,DS,PAS,2
72,2,2,2,0.75732,0.21942,11,DS,PAS,2
72,1,1,3,0.7563,0.45451,6,DS,PAS,2
72,2,2,2,0.7219,0.25182,10,DS,PAS,2
72,1,1,4,0.59858,0.32483,6,DS,PAS,2
72,2,2,3,0.70898,0.20444,4,DS,PAS,2
72,1,1,4,1.38467,0.29239,2,DS,PAS,2
72,2,2,4,0.78818,0.29518,6,DS,PAS,2
72,2,2,3,0.68201,0.32837,7,DS,PAS,2
72,1,1,4,0.74384,0.20698,5,DS,PAS,2
72,2,2,2,0.80293,0.2933,12,DS,PAS,2
72,1,1,4,0.70754,0.28235,2,DS,PAS,2
72,2,2,4,0.834,0.29105,1,DS,PAS,2
72,1,1,4,0.82306,0.49373,2,DS,PAS,2
72,2,2,2,0.66704,0.2518,11,DS,PAS,2
72,2,2,3,0.64091,0.22623,9,DS,PAS,2
72,1,1,4,0.82481,0.22119,1,DS,PAS,2
72,1,1,3,0.64065,0.22056,9,DS,PAS,2
72,2,2,3,0.76066,0.24523,10,DS,PAS,2
72,2,2,3,0.75841,0.24288,3,DS,PAS,2
72,2,2,3,0.72711,0.12751,6,DS,PAS,2
72,1,1,4,0.70863,0.00935,5,DS,PAS,2
72,2,2,4,0.58831,0.2563,4,DS,PAS,2
72,2,2,3,0.65414,0.21614,7,DS,PAS,2
72,1,1,4,0.67488,0.2048,5,DS,PAS,2
72,2,2,3,0.52645,0.51866,1,DS,PAS,2
72,1,1,4,0.7552,0.25765,5,DS,PAS,2
72,1,1,4,0.7612,0.40362,1,DS,PAS,2
72,1,2,1,0.91674,0.36878,12,DS,PAS,2
72,1,1,3,0.79473,0.05115,6,DS,PAS,2
72,2,2,2,0.75807,0.17623,12,DS,PAS,2
72,1,1,3,0.62896,0.24792,10,DS,PAS,2
72,1,1,3,0.82994,0.32726,4,DS,PAS,2
72,1,1,3,0.55163,0.25406,9,DS,PAS,2
72,1,1,3,0.7577,0.20419,9,DS,PAS,2
72,2,2,2,0.68242,0.32881,10,DS,PAS,2
72,2,2,3,0.8697,0.2541,4,DS,PAS,2
72,2,2,3,0.7216,0.3691,5,DS,PAS,2
72,2,2,2,0.71976,0.25436,9,DS,PAS,2
72,2,2,2,0.64368,0.24496,9,DS,PAS,2
72,1,1,3,0.98343,0.18034,4,DS,PAS,2
72,2,2,3,0.71466,0.28853,11,DS,PAS,2
72,1,1,3,0.64121,0.22119,6,DS,PAS,2
72,1,1,4,0.48376,0.21384,3,DS,PAS,2
72,2,2,4,0.59724,0.28785,3,DS,PAS,2
72,1,1,4,0.48369,0.29223,3,DS,PAS,2
72,1,1,3,0.74571,0.2479,10,DS,PAS,2
72,1,1,3,0.59494,0.24726,6,DS,PAS,2
72,2,2,2,0.71478,0.24936,12,DS,PAS,2
72,2,2,2,0.71698,0.05586,8,DS,PAS,2
72,2,2,2,0.76698,0.21242,8,DS,PAS,2
72,1,1,3,0.78858,0.2184,7,DS,PAS,2
72,1,1,4,0.63785,0.25703,3,DS,PAS,2
72,2,2,3,0.80289,0.21482,9,DS,PAS,2
72,1,1,2,0.71275,0.2483,12,DS,PAS,2
72,2,2,4,0.83341,0.29055,3,DS,PAS,2
72,2,2,4,0.78638,0.29343,1,DS,PAS,2
72,2,2,3,0.6718,0.26279,9,DS,PAS,2
72,2,2,2,0.72038,0.24882,12,DS,PAS,2
72,1,1,3,0.63513,0.25425,7,DS,PAS,2
72,2,2,2,0.64361,0.20581,11,DS,PAS,2
72,2,2,3,0.56671,0.36912,7,DS,PAS,2
72,1,1,4,0.7561,0.25856,1,DS,PAS,2
72,1,1,3,0.70634,0.18033,9,DS,PAS,2
72,1,1,3,0.59415,0.20748,8,DS,PAS,2
72,2,2,4,0.66937,1.03757,8,DS,PAS,2
72,1,1,2,0.63972,0.18034,12,DS,PAS,2
72,1,1,2,0.82934,0.17003,11,DS,PAS,2
72,1,1,3,0.67872,0.20864,5,DS,PAS,2
72,1,1,3,0.62817,0.32565,5,DS,PAS,2
72,2,2,3,0.67078,0.18348,5,DS,PAS,2
72,2,2,3,0.75718,0.2808,6,DS,PAS,2
72,2,2,3,1.22454,0.21956,8,DS,PAS,2
72,2,2,4,0.52471,0.36042,5,DS,PAS,2
72,1,1,4,2.07929,0.3255,8,DS,PAS,2
72,1,1,2,0.58905,0.25361,11,DS,PAS,2
72,2,2,3,0.60374,0.21585,10,DS,PAS,2
72,1,1,4,0.64197,0.20527,1,DS,PAS,2
72,1,1,3,0.71984,0.17726,9,DS,PAS,2
72,2,2,4,0.86842,0.24687,2,DS,PAS,2
72,1,1,3,0.51548,0.52579,10,DS,PAS,2
72,1,1,4,0.6284,0.24732,2,DS,PAS,2
72,1,1,3,0.67278,0.14102,8,DS,PAS,2
72,2,2,4,0.82629,0.08769,4,DS,PAS,2
72,1,1,4,0.56203,0.24774,7,DS,PAS,2
72,1,1,2,0.67323,0.10232,12,DS,PAS,2
72,1,1,4,0.83433,0.09659,2,DS,PAS,2
72,1,1,3,1.02484,0.26014,10,DS,PAS,2
72,1,1,3,0.66892,0.2939,11,DS,PAS,2
72,1,1,3,0.55169,0.17594,11,DS,PAS,2
72,2,2,3,0.90623,0.25735,7,DS,PAS,2
72,2,2,3,0.55337,0.25488,5,DS,PAS,2
72,2,2,3,0.67859,0.24646,11,DS,PAS,2
72,1,1,3,0.63264,0.28641,10,DS,PAS,2
72,2,2,3,0.64229,0.24362,9,DS,PAS,2
72,2,2,4,0.75029,0.17316,4,DS,PAS,2
72,2,2,2,0.74666,0.16971,12,DS,PAS,2
72,1,1,3,0.63919,0.14091,9,DS,PAS,2
72,1,1,2,0.9014,0.13612,11,DS,PAS,2
72,1,1,3,0.75651,0.18046,4,DS,PAS,2
72,1,1,2,0.55507,0.10101,12,DS,PAS,2
72,1,1,3,0.67651,0.16708,7,DS,PAS,2
72,1,1,4,0.71682,0.25274,2,DS,PAS,2
72,1,1,4,0.48201,0.22896,6,DS,PAS,2
72,2,2,4,0.71318,0.24778,7,DS,PAS,2
72,2,2,4,0.83297,0.32932,6,DS,PAS,2
72,1,1,4,0.78877,0.29688,1,DS,PAS,2
72,1,1,4,0.75052,0.21369,1,DS,PAS,2
72,2,2,4,0.87164,0.25608,5,DS,PAS,2
72,1,1,3,0.52455,0.24398,8,DS,PAS,2
72,2,2,1,1.33837,0.33412,12,DS,PAS,2
72,2,2,4,0.67922,0.24705,3,DS,PAS,2
72,1,1,2,0.79003,0.21508,12,DS,PAS,2
72,2,2,3,0.79454,0.20655,1,DS,PAS,2
72,2,2,4,0.72425,0.10217,4,DS,PAS,2
72,1,1,2,0.67762,0.08998,12,DS,PAS,2
72,2,2,3,0.64611,0.12982,7,DS,PAS,2
72,1,1,3,0.63268,0.21275,7,DS,PAS,2
72,2,2,4,0.79853,0.32826,3,DS,PAS,2
72,1,1,4,0.63083,0.75942,5,DS,PAS,2
72,1,1,4,1.52939,0.09117,8,DS,PAS,2
72,2,2,3,0.55218,0.28823,4,DS,PAS,2
72,2,2,4,0.68514,0.32685,6,DS,PAS,2
72,1,1,4,0.70799,0.3221,3,DS,PAS,2
72,1,1,4,0.65006,0.99689,6,DS,PAS,2
72,1,1,3,0.59339,0.32427,11,DS,PAS,2
72,1,1,3,0.56517,0.29039,10,DS,PAS,2
72,1,1,4,0.54798,0.13304,2,DS,PAS,2
72,2,2,3,0.6785,0.52077,10,DS,PAS,2
72,1,1,3,1.34512,2.24501,11,DS,PAS,2
72,1,1,2,0.67484,0.4173,9,DS,PAS,2
72,1,1,3,0.67598,0.24517,4,DS,PAS,2
72,1,1,4,0.51366,0.24959,4,DS,PAS,2
72,2,2,4,0.63907,0.21795,2,DS,PAS,2
72,2,2,4,0.71894,0.21428,2,DS,PAS,2
72,2,2,3,0.69296,0.36188,8,DS,PAS,2
72,1,1,4,0.63105,0.09365,3,DS,PAS,2
72,2,2,2,0.63302,0.25114,11,DS,PAS,2
72,1,1,3,0.51982,0.4908,3,DS,PAS,2
72,1,1,3,0.60427,0.09996,8,DS,PAS,2
72,2,2,4,0.56123,0.44191,2,DS,PAS,2
72,2,2,4,0.68697,0.01991,8,DS,PAS,2
72,2,2,4,0.56438,0.21011,10,DS,PAS,2
72,1,1,4,0.5905,0.18124,7,DS,PAS,2
72,2,2,3,0.51993,0.41796,9,DS,PAS,2
72,2,2,4,0.52304,0.21869,2,DS,PAS,2
72,2,2,4,0.52386,0.25869,1,DS,PAS,2
72,2,2,4,0.74881,0.14926,1,DS,PAS,2
72,1,1,4,0.55731,0.22073,7,DS,PAS,2
72,1,1,4,0.797,0.17103,2,DS,PAS,2
72,2,2,4,0.72212,0.41334,2,DS,PAS,2
72,1,1,4,0.51526,0.21221,6,DS,PAS,2
72,2,2,4,0.59573,0.16883,6,DS,PAS,2
72,2,2,4,0.56322,0.28726,5,DS,PAS,2
72,2,2,4,0.60417,0.18575,7,DS,PAS,2
72,2,2,4,0.75945,0.12657,1,DS,PAS,2
72,1,1,4,0.51207,0.40469,4,DS,PAS,2
72,2,2,2,0.87891,0.24158,12,DS,PAS,2
72,1,1,3,0.66694,0.12925,10,DS,PAS,2
72,1,1,3,0.71058,0.05035,8,DS,PAS,2
72,1,1,3,0.63692,0.21676,4,DS,PAS,2
72,2,2,2,0.71796,0.1351,12,DS,PAS,2
72,2,2,3,0.75882,0.26015,2,DS,PAS,2
72,2,2,3,0.67202,0.13919,6,DS,PAS,2
72,1,1,4,0.67674,0.12832,5,DS,PAS,2
72,2,2,4,0.75191,0.27001,3,DS,PAS,2
72,1,1,1,1.42308,0.29726,12,DS,PAS,2
72,2,2,4,0.59747,0.75375,8,DS,PAS,2
72,2,2,4,0.79921,0.17222,1,DS,PAS,2
72,2,2,4,0.84097,0.06275,3,DS,PAS,2
72,1,1,4,0.71101,0.09004,3,DS,PAS,2
72,2,2,4,0.60714,0.12433,9,DS,PAS,2
72,1,1,4,0.50982,0.24584,4,DS,PAS,2
72,2,2,3,0.67446,0.16398,11,DS,PAS,2
72,1,1,3,0.67297,0.14129,10,DS,PAS,2
72,1,1,3,0.58846,0.25775,7,DS,PAS,2
72,2,2,3,0.63037,0.17028,11,DS,PAS,2
72,2,2,3,0.72788,0.26264,8,DS,PAS,2
72,1,1,3,0.67128,0.21794,8,DS,PAS,2
72,1,1,4,0.71589,0.25181,1,DS,PAS,2
94,1,1,2,2.36556,1.0749,3,DS,PAS,1
94,2,2,4,1.1933,1.08692,12,DS,PAS,1
94,1,2,3,1.2209,0.44157,12,DS,PAS,1
94,1,1,4,2.61768,1.07796,7,DS,PAS,1
94,2,2,4,0.93916,0.2677,10,DS,PAS,1
94,2,2,4,0.8509,0.90343,2,DS,PAS,1
94,1,1,4,0.82049,0.23361,8,DS,PAS,1
94,2,2,4,0.75449,0.24985,11,DS,PAS,1
94,1,1,4,1.66614,0.24505,11,DS,PAS,1
94,1,1,4,1.70825,0.26937,4,DS,PAS,1
94,1,1,3,1.2686,0.28008,6,DS,PAS,1
94,1,1,3,1.66206,0.41675,5,DS,PAS,1
94,2,2,3,1.18572,9.94365,4,DS,PAS,1
94,1,1,4,0.70648,0.34968,9,DS,PAS,1
94,1,1,4,1.16875,0.00784,6,DS,PAS,1
94,1,1,4,1.59431,0.20781,5,DS,PAS,1
94,2,2,4,0.75986,0.27178,10,DS,PAS,1
94,2,2,4,0.63036,0.21241,9,DS,PAS,1
94,2,2,4,0.74892,1.22091,2,DS,PAS,1
94,2,2,4,0.64522,0.25735,12,DS,PAS,1
94,2,2,4,0.58485,0.31249,11,DS,PAS,1
94,1,1,4,0.82807,0.08197,2,DS,PAS,1
94,2,2,4,0.59275,0.7667,8,DS,PAS,1
94,2,2,4,1.34545,0.35261,2,DS,PAS,1
94,2,2,4,1.28415,0.42337,10,DS,PAS,1
94,2,2,4,0.79201,0.09487,4,DS,PAS,1
94,1,1,2,2.23651,0.5519,9,DS,PAS,1
94,1,1,3,1.07514,1.10215,5,DS,PAS,1
94,2,2,4,0.73894,0.0274,1,DS,PAS,1
94,1,1,3,0.98774,0.26713,8,DS,PAS,1
94,2,2,4,0.76932,0.23351,2,DS,PAS,1
94,2,2,4,0.68983,0.25297,7,DS,PAS,1
94,2,2,4,0.66051,0.0158,4,DS,PAS,1
94,2,2,4,0.62456,0.47793,6,DS,PAS,1
94,2,2,4,0.71644,0.46975,11,DS,PAS,1
94,2,2,3,0.70828,0.28691,12,DS,PAS,1
94,2,2,3,0.59662,0.33985,11,DS,PAS,1
94,2,2,4,0.56727,0.1993,7,DS,PAS,1
94,1,1,3,0.75359,0.08982,11,DS,PAS,1
94,1,1,4,0.7755,0.09505,3,DS,PAS,1
94,1,1,4,0.84373,0.0657,9,DS,PAS,1
94,1,1,3,0.89697,1.93842,8,DS,PAS,1
94,1,1,3,1.20498,0.4267,2,DS,PAS,1
94,1,1,4,0.68306,0.21378,10,DS,PAS,1
94,1,1,4,1.1196,0.05657,6,DS,PAS,1
94,2,2,4,0.69651,0.29091,4,DS,PAS,1
94,2,2,2,1.67277,0.3152,12,DS,PAS,1
94,1,1,4,0.89622,0.11437,10,DS,PAS,1
94,2,2,4,0.60761,0.02942,6,DS,PAS,1
94,2,2,4,0.84631,0.48182,2,DS,PAS,1
94,2,2,4,0.46248,0.0842,11,DS,PAS,1
94,1,1,4,1.09018,0.44529,7,DS,PAS,1
94,1,1,4,0.87628,0.55952,7,DS,PAS,1
94,1,1,4,0.8073,0.6081,5,DS,PAS,1
94,1,1,4,0.82549,0.09498,2,DS,PAS,1
94,2,2,4,0.90852,0.33485,1,DS,PAS,1
94,2,2,4,0.89928,0.181,3,DS,PAS,1
94,1,1,4,0.54388,0.14395,1,DS,PAS,1
94,1,1,4,0.65147,0.63175,8,DS,PAS,1
94,1,1,4,0.62429,0.01388,11,DS,PAS,1
94,2,2,4,0.51045,0.22477,5,DS,PAS,1
94,1,2,1,4.68129,0.86446,6,DS,PAS,1
94,2,2,4,0.8472,0.4995,7,DS,PAS,1
94,1,1,4,0.70458,0.33116,7,DS,PAS,1
94,1,1,4,0.68743,0.85791,3,DS,PAS,1
94,2,2,4,0.50572,0.22015,1,DS,PAS,1
94,2,2,4,1.02931,0.25759,1,DS,PAS,1
94,2,2,4,0.72863,0.25828,10,DS,PAS,1
94,2,2,4,0.6014,0.24798,8,DS,PAS,1
94,2,2,4,0.76774,0.27975,3,DS,PAS,1
94,1,1,4,1.13328,0.05361,5,DS,PAS,1
94,2,2,4,0.64569,0.66015,2,DS,PAS,1
94,1,1,2,1.97681,0.28759,12,DS,PAS,1
94,2,2,4,0.93334,0.24609,3,DS,PAS,1
94,1,1,2,1.40561,0.29931,12,DS,PAS,1
94,1,1,3,0.72116,0.25094,12,DS,PAS,1
94,2,2,4,0.77075,0.04147,11,DS,PAS,1
94,1,1,4,0.73024,0.33907,7,DS,PAS,1
94,1,1,4,0.6632,0.24322,3,DS,PAS,1
94,1,1,4,0.68286,0.23028,10,DS,PAS,1
94,1,1,3,0.89387,0.22435,12,DS,PAS,1
94,2,2,4,0.68076,0.21281,6,DS,PAS,1
94,1,1,4,0.6536,0.52158,9,DS,PAS,1
94,1,1,4,0.72666,0.14303,9,DS,PAS,1
94,1,1,4,0.60282,0.28162,6,DS,PAS,1
94,2,2,4,0.6235,0.34911,5,DS,PAS,1
94,2,2,4,1.04127,0.3332,4,DS,PAS,1
94,1,1,4,0.56157,1.2493,5,DS,PAS,1
94,2,2,4,0.59238,0.19105,3,DS,PAS,1
94,1,1,4,0.74442,0.20955,3,DS,PAS,1
94,2,2,4,0.53815,0.41152,7,DS,PAS,1
94,1,1,4,0.76357,0.27549,3,DS,PAS,1
94,2,2,4,0.52173,0.10811,5,DS,PAS,1
94,1,1,4,0.51921,0.1867,4,DS,PAS,1
94,2,2,4,0.53311,0.30972,9,DS,PAS,1
94,2,2,4,0.69948,0.08567,3,DS,PAS,1
94,2,2,4,0.58002,0.291,7,DS,PAS,1
94,1,1,3,0.85752,0.23521,11,DS,PAS,1
94,1,1,3,0.7727,1.48476,4,DS,PAS,1
94,1,1,4,0.64416,0.23773,11,DS,PAS,1
94,2,2,4,0.58195,0.10152,5,DS,PAS,1
94,2,2,4,0.48338,0.9975,1,DS,PAS,1
94,1,1,3,0.54213,0.30316,7,DS,PAS,1
94,2,2,4,0.46829,0.37613,8,DS,PAS,1
94,1,1,4,0.77817,0.09771,7,DS,PAS,1
94,2,2,4,0.54302,0.7513,6,DS,PAS,1
94,2,2,4,0.88306,0.40603,9,DS,PAS,1
94,1,1,4,0.88707,0.53806,11,DS,PAS,1
94,2,2,4,0.50189,0.26412,5,DS,PAS,1
94,1,1,4,0.5271,0.22468,9,DS,PAS,1
94,2,2,4,0.47317,0.30096,7,DS,PAS,1
94,1,1,4,0.41923,0.24596,2,DS,PAS,1
94,2,2,4,0.4778,0.32115,6,DS,PAS,1
94,1,1,4,0.51738,0.21604,1,DS,PAS,1
94,2,2,4,0.56033,0.27242,1,DS,PAS,1
94,2,2,4,0.61549,0.32533,10,DS,PAS,1
94,1,1,4,1.14557,0.34019,2,DS,PAS,1
94,1,1,4,0.74148,0.31807,8,DS,PAS,1
94,2,2,4,0.61095,1.04054,6,DS,PAS,1
94,2,2,4,0.6007,0.16703,11,DS,PAS,1
94,2,2,4,0.61015,0.36799,5,DS,PAS,1
94,1,1,4,0.67452,0.18954,9,DS,PAS,1
94,2,2,4,0.50366,0.44261,9,DS,PAS,1
94,1,1,4,0.79357,3.19832,10,DS,PAS,1
94,1,1,4,0.80692,0.27669,2,DS,PAS,1
94,2,2,4,0.92334,0.4443,10,DS,PAS,1
94,1,2,1,3.46799,0.25981,4,DS,PAS,1
94,2,2,3,1.98092,0.43416,8,DS,PAS,1
94,1,1,4,0.7226,0.33253,4,DS,PAS,1
94,1,1,4,0.67217,0.42771,8,DS,PAS,1
94,1,1,4,0.60393,0.26716,8,DS,PAS,1
94,1,1,4,0.59345,0.27044,1,DS,PAS,1
94,1,1,4,0.63085,0.22836,5,DS,PAS,1
94,2,2,4,0.68392,0.26346,8,DS,PAS,1
94,2,2,3,0.78229,0.19753,12,DS,PAS,1
94,1,1,4,0.52714,0.36833,10,DS,PAS,1
94,1,1,4,0.93059,0.03449,1,DS,PAS,1
94,1,1,4,0.64421,0.14401,10,DS,PAS,1
94,2,2,4,0.84405,0.20811,1,DS,PAS,1
94,2,2,4,0.74466,0.04963,5,DS,PAS,1
94,2,2,4,0.44935,0.30952,9,DS,PAS,1
94,1,1,4,0.57021,0.28084,4,DS,PAS,1
94,1,1,4,0.92899,1.18526,1,DS,PAS,1
94,2,2,4,0.57847,0.13036,5,DS,PAS,1
94,2,2,4,0.68591,0.29677,10,DS,PAS,1
94,2,2,4,0.49518,0.33748,3,DS,PAS,1
94,1,1,4,0.64607,0.39479,12,DS,PAS,1
94,2,2,4,0.579,0.21092,9,DS,PAS,1
94,2,2,4,0.58835,0.25058,6,DS,PAS,1
94,1,1,4,0.5458,0.27459,3,DS,PAS,1
94,1,1,4,0.66553,0.27748,1,DS,PAS,1
94,2,2,4,0.57646,0.31489,6,DS,PAS,1
94,2,2,4,0.54336,0.35223,8,DS,PAS,1
94,2,2,4,0.70752,0.31841,4,DS,PAS,1
94,1,1,4,0.62698,0.67284,6,DS,PAS,1
94,2,2,4,0.53534,0.31209,11,DS,PAS,1
94,2,2,4,0.58847,0.38049,3,DS,PAS,1
94,1,1,4,0.79815,0.29235,12,DS,PAS,1
94,2,2,4,0.63425,0.18305,4,DS,PAS,1
94,2,2,4,0.67383,0.49287,7,DS,PAS,1
94,2,2,4,0.57008,0.25008,8,DS,PAS,1
94,1,1,4,0.76982,0.39308,2,DS,PAS,1
94,2,2,4,0.57143,0.20349,9,DS,PAS,1
94,1,1,4,0.50094,0.31199,6,DS,PAS,1
94,1,1,4,0.60494,0.1549,5,DS,PAS,1
94,1,1,4,0.6946,0.36901,12,DS,PAS,1
94,1,1,4,0.80331,0.12172,1,DS,PAS,1
94,1,1,4,0.72717,0.24023,9,DS,PAS,1
94,1,1,4,0.61668,0.27765,4,DS,PAS,1
94,2,2,4,0.62059,0.34606,3,DS,PAS,1
94,1,1,4,0.73375,0.31033,7,DS,PAS,1
94,1,1,4,0.57199,0.28413,10,DS,PAS,1
94,1,1,4,0.57819,0.20916,8,DS,PAS,1
94,1,1,4,0.53666,0.3312,2,DS,PAS,1
94,1,1,4,0.79985,1.54198,4,DS,PAS,1
94,1,1,4,0.53704,0.47393,11,DS,PAS,1
94,2,2,1,3.00047,0.38832,12,DS,PAS,1
94,2,2,4,0.55111,0.79159,4,DS,PAS,1
94,1,1,4,0.68093,0.22839,11,DS,PAS,1
94,1,1,4,0.55691,0.28472,3,DS,PAS,1
94,2,2,4,0.70672,0.52566,2,DS,PAS,1
94,2,2,4,0.79311,0.28725,8,DS,PAS,1
94,2,2,4,0.53365,0.24676,1,DS,PAS,1
94,2,2,4,0.47857,0.38639,2,DS,PAS,1
94,1,1,4,0.53164,0.11685,1,DS,PAS,1
94,1,1,4,0.40202,0.28091,10,DS,PAS,1
94,2,2,4,0.49499,0.3695,10,DS,PAS,1
94,2,2,4,0.66029,0.3045,12,DS,PAS,1
94,1,1,4,0.59759,0.29194,6,DS,PAS,1
94,2,2,4,0.47468,0.51055,9,DS,PAS,1
94,2,2,4,0.52324,0.25317,12,DS,PAS,1
94,2,2,4,0.37265,0.2506,7,DS,PAS,1
94,2,2,4,0.99678,1.58674,5,DS,PAS,2
94,1,1,4,0.4677,0.59762,1,DS,PAS,2
94,1,1,4,0.38338,0.24677,9,DS,PAS,2
94,2,2,4,0.41414,0.19516,4,DS,PAS,2
94,2,2,4,0.5404,0.34948,7,DS,PAS,2
94,2,2,4,0.46539,0.30889,5,DS,PAS,2
94,2,2,4,0.47391,0.28506,2,DS,PAS,2
94,2,2,4,0.48342,0.27895,6,DS,PAS,2
94,2,2,4,0.3964,0.27526,10,DS,PAS,2
94,2,2,4,0.48927,0.46056,10,DS,PAS,2
94,1,1,4,0.71565,0.16545,3,DS,PAS,2
94,1,1,4,0.99221,0.30196,11,DS,PAS,2
94,2,2,4,0.5315,0.48493,3,DS,PAS,2
94,2,2,4,0.43526,0.00838,11,DS,PAS,2
94,1,1,4,0.68153,0.29257,6,DS,PAS,2
94,2,2,4,0.50561,0.10869,10,DS,PAS,2
94,1,1,4,0.52182,0.29949,6,DS,PAS,2
94,2,2,4,0.49692,0.35579,4,DS,PAS,2
94,1,1,4,0.43862,0.3143,2,DS,PAS,2
94,2,2,4,0.49487,0.46606,6,DS,PAS,2
94,2,2,4,0.65677,0.57254,7,DS,PAS,2
94,1,1,4,0.48575,0.34644,5,DS,PAS,2
94,2,2,4,0.41348,0.27583,12,DS,PAS,2
94,1,1,4,0.68231,0.27753,2,DS,PAS,2
94,2,2,4,0.57166,0.36284,1,DS,PAS,2
94,1,1,4,0.60578,0.33234,2,DS,PAS,2
94,2,2,4,0.84884,0.35648,11,DS,PAS,2
94,2,2,4,0.4404,0.09346,9,DS,PAS,2
94,1,1,4,0.52325,0.30106,1,DS,PAS,2
94,1,1,4,0.67512,0.30277,9,DS,PAS,2
94,2,2,4,0.35552,0.30115,10,DS,PAS,2
94,2,2,4,0.46605,1.57434,3,DS,PAS,2
94,2,2,4,0.40814,0.25377,6,DS,PAS,2
94,1,1,4,0.40543,0.34676,5,DS,PAS,2
94,2,2,4,0.54191,0.0637,4,DS,PAS,2
94,2,2,4,0.62254,0.09223,7,DS,PAS,2
94,1,1,4,0.44295,0.47886,5,DS,PAS,2
94,2,2,4,0.4292,0.06346,1,DS,PAS,2
94,1,1,4,0.60669,0.58919,5,DS,PAS,2
94,1,1,4,0.43944,0.34522,1,DS,PAS,2
94,1,2,1,1.42124,0.17024,12,DS,PAS,2
94,1,1,4,0.53334,0.08636,6,DS,PAS,2
94,2,2,4,0.93314,0.10153,12,DS,PAS,2
94,1,1,4,0.97949,0.37025,10,DS,PAS,2
94,1,1,4,1.28502,0.34331,4,DS,PAS,2
94,1,1,4,0.69865,0.40517,9,DS,PAS,2
94,1,1,4,0.66256,1.04215,9,DS,PAS,2
94,2,1,1,2.74568,0.24017,10,DS,PAS,2
94,2,2,4,0.56866,0.07182,4,DS,PAS,2
94,2,2,4,0.64729,0.49961,5,DS,PAS,2
94,2,2,4,0.48104,1.79613,9,DS,PAS,2
94,2,2,4,0.7644,1.57618,9,DS,PAS,2
94,1,1,3,0.67757,0.32075,4,DS,PAS,2
94,2,2,4,0.50148,0.10448,11,DS,PAS,2
94,1,1,4,1.25391,8.24687,6,DS,PAS,2
94,1,1,4,0.64982,0.27856,3,DS,PAS,2
94,2,2,4,0.60488,0.3949,3,DS,PAS,2
94,1,1,4,0.47657,0.40008,3,DS,PAS,2
94,1,1,4,0.73748,0.28263,10,DS,PAS,2
94,1,1,4,0.60813,0.31912,6,DS,PAS,2
94,2,1,4,0.57991,0.32309,12,DS,PAS,2
94,2,2,4,0.50376,0.29819,8,DS,PAS,2
94,2,2,4,0.46434,0.00408,8,DS,PAS,2
94,1,1,4,0.67747,0.30311,7,DS,PAS,2
94,1,1,4,0.59814,0.14885,3,DS,PAS,2
94,2,2,4,0.54422,0.17729,9,DS,PAS,2
94,1,2,1,1.70721,0.07693,12,DS,PAS,2
94,2,2,4,1.09855,0.53265,3,DS,PAS,2
