Subj_idx,Stimulus,Response,Confidence,Difficulty,Item
2,2,2,3,2,Item 12121241
2,1,1,2,2,Item 12121230
2,1,1,1,2,Item 12121220
2,1,2,1,2,Item 12121210
2,2,2,2,2,Item 12121201
2,2,2,4,2,Item 12121191
2,2,2,3,2,Item 12121181
2,1,1,2,2,Item 12121170
2,2,2,3,2,Item 12121161
2,2,2,2,2,Item 12121151
2,2,2,2,2,Item 12121141
2,2,2,2,2,Item 12121131
2,1,1,1,2,Item 12121120
2,2,2,3,2,Item 12121111
2,1,1,1,2,Item 12121100
2,1,1,2,2,Item 12121090
2,2,NaN,2,2,Item 12121081
2,2,1,1,2,Item 12121071
2,1,NaN,2,2,Item 12121060
2,1,1,2,2,Item 12121050
2,1,1,2,2,Item 12121040
2,1,2,3,2,Item 12121030
2,2,2,4,2,Item 12121021
2,2,1,2,2,Item 12121011
6,1,1,2,2,Item 12121600
6,1,2,3,2,Item 12121590
6,2,2,4,2,Item 12121581
6,2,2,3,2,Item 12121571
6,1,1,2,2,Item 12121560
6,2,2,4,2,Item 12121551
6,2,1,1,2,Item 12121541
6,2,1,3,2,Item 12121531
6,1,1,4,2,Item 12121520
6,2,2,3,2,Item 12121511
6,1,1,3,2,Item 12121500
6,1,1,1,2,Item 12121490
6,1,1,2,2,Item 12121480
6,2,2,3,2,Item 12121471
6,1,1,2,2,Item 12121460
6,1,2,2,2,Item 12121450
6,1,2,3,2,Item 12121440
6,2,2,3,2,Item 12121431
6,2,2,1,2,Item 12121421
6,2,2,3,2,Item 12121411
6,2,2,1,2,Item 12121401
6,1,1,3,2,Item 12121390
6,1,1,1,2,Item 12121380
6,1,1,1,2,Item 12121370
6,2,2,3,2,Item 12121361
6,1,1,3,2,Item 12121350
6,2,1,2,2,Item 12121341
6,2,2,2,2,Item 12121331
6,1,1,2,2,Item 12121320
6,1,1,3,2,Item 12121310
6,2,1,2,2,Item 12121301
6,1,1,4,2,Item 12121290
6,2,1,3,2,Item 12121281
6,2,2,4,2,Item 12121271
6,1,1,4,2,Item 12121260
6,1,1,1,2,Item 12121250
6,2,2,2,2,Item 12121241
6,1,1,3,2,Item 12121230
6,1,1,4,2,Item 12121220
6,1,2,1,2,Item 12121210
6,2,2,4,2,Item 12121201
6,2,1,2,2,Item 12121191
6,2,1,1,2,Item 12121181
6,1,1,3,2,Item 12121170
6,2,2,3,2,Item 12121161
6,2,1,2,2,Item 12121151
6,2,1,2,2,Item 12121141
6,2,2,4,2,Item 12121131
6,1,1,3,2,Item 12121120
6,2,2,4,2,Item 12121111
6,1,1,2,2,Item 12121100
6,1,1,2,2,Item 12121090
6,2,1,1,2,Item 12121081
6,2,1,2,2,Item 12121071
6,1,1,3,2,Item 12121060
6,1,1,3,2,Item 12121050
6,1,1,4,2,Item 12121040
6,1,1,4,2,Item 12121030
6,2,2,3,2,Item 12121021
6,2,1,3,2,Item 12121011
10,1,1,3,2,Item 12121600
10,1,2,3,2,Item 12121590
10,2,2,4,2,Item 12121581
10,2,2,4,2,Item 12121571
10,1,1,3,2,Item 12121560
10,2,2,4,2,Item 12121551
10,2,2,4,2,Item 12121541
10,2,1,1,2,Item 12121531
10,1,1,4,2,Item 12121520
10,2,2,2,2,Item 12121511
10,1,1,4,2,Item 12121500
10,1,1,2,2,Item 12121490
10,1,1,4,2,Item 12121480
10,2,2,3,2,Item 12121471
10,1,1,3,2,Item 12121460
10,1,1,2,2,Item 12121450
10,1,1,4,2,Item 12121440
10,2,1,1,2,Item 12121431
10,2,2,2,2,Item 12121421
10,2,2,3,2,Item 12121411
10,2,2,4,2,Item 12121401
10,1,1,3,2,Item 12121390
10,1,2,2,2,Item 12121380
10,1,1,3,2,Item 12121370
10,2,2,4,2,Item 12121361
10,1,1,2,2,Item 12121350
10,2,2,1,2,Item 12121341
10,2,2,2,2,Item 12121331
10,1,2,3,2,Item 12121320
10,1,1,2,2,Item 12121310
10,2,2,2,2,Item 12121301
10,1,1,3,2,Item 12121290
10,2,2,1,2,Item 12121281
10,2,2,4,2,Item 12121271
10,1,2,2,2,Item 12121260
10,1,2,3,2,Item 12121250
10,2,2,4,2,Item 12121241
10,1,1,2,2,Item 12121230
10,1,1,4,2,Item 12121220
10,1,2,3,2,Item 12121210
10,2,2,3,2,Item 12121201
10,2,2,4,2,Item 12121191
10,2,1,3,2,Item 12121181
10,1,1,4,2,Item 12121170
10,2,2,4,2,Item 12121161
10,2,1,1,2,Item 12121151
10,2,2,4,2,Item 12121141
10,2,2,3,2,Item 12121131
10,1,1,3,2,Item 12121120
10,2,2,4,2,Item 12121111
10,1,1,2,2,Item 12121100
10,1,2,4,2,Item 12121090
10,2,2,3,2,Item 12121081
10,2,2,4,2,Item 12121071
10,1,1,2,2,Item 12121060
10,1,2,1,2,Item 12121050
10,1,2,4,2,Item 12121040
10,1,1,3,2,Item 12121030
10,2,2,4,2,Item 12121021
10,2,2,2,2,Item 12121011
14,1,1,2,2,Item 12121600
14,1,1,2,2,Item 12121590
14,2,2,4,2,Item 12121581
14,2,2,3,2,Item 12121571
14,1,1,2,2,Item 12121560
14,2,2,3,2,Item 12121551
14,2,1,3,2,Item 12121541
14,2,1,1,2,Item 12121531
14,1,1,4,2,Item 12121520
14,2,2,1,2,Item 12121511
14,1,1,3,2,Item 12121500
14,1,1,1,2,Item 12121490
14,1,1,2,2,Item 12121480
14,2,2,2,2,Item 12121471
14,1,1,1,2,Item 12121460
14,1,1,1,2,Item 12121450
14,1,1,1,2,Item 12121440
14,2,1,3,2,Item 12121431
14,2,1,2,2,Item 12121421
14,2,2,2,2,Item 12121411
14,2,2,3,2,Item 12121401
14,1,1,2,2,Item 12121390
14,1,1,1,2,Item 12121380
14,1,1,2,2,Item 12121370
14,2,2,2,2,Item 12121361
14,1,1,2,2,Item 12121350
14,2,1,2,2,Item 12121341
14,2,1,3,2,Item 12121331
14,1,2,2,2,Item 12121320
14,1,1,3,2,Item 12121310
14,2,1,2,2,Item 12121301
14,1,1,2,2,Item 12121290
14,2,1,3,2,Item 12121281
14,2,2,3,2,Item 12121271
14,1,1,2,2,Item 12121260
14,1,2,1,2,Item 12121250
14,2,2,1,2,Item 12121241
14,1,2,1,2,Item 12121230
14,1,1,2,2,Item 12121220
14,1,2,2,2,Item 12121210
14,2,2,4,2,Item 12121201
14,2,1,2,2,Item 12121191
14,2,2,2,2,Item 12121181
14,1,2,1,2,Item 12121170
14,2,2,1,2,Item 12121161
14,2,1,2,2,Item 12121151
14,2,1,1,2,Item 12121141
14,2,2,2,2,Item 12121131
14,1,1,1,2,Item 12121120
14,2,2,3,2,Item 12121111
14,1,2,1,2,Item 12121100
14,1,1,1,2,Item 12121090
14,2,1,2,2,Item 12121081
14,2,2,1,2,Item 12121071
14,1,1,3,2,Item 12121060
14,1,1,2,2,Item 12121050
14,1,1,3,2,Item 12121040
14,1,2,1,2,Item 12121030
14,2,2,3,2,Item 12121021
14,2,1,3,2,Item 12121011
18,1,2,1,2,Item 12121600
18,1,1,4,2,Item 12121590
18,2,2,4,2,Item 12121581
18,2,1,2,2,Item 12121571
18,1,2,3,2,Item 12121560
18,2,2,3,2,Item 12121551
18,2,2,4,2,Item 12121541
18,2,2,4,2,Item 12121531
18,1,1,2,2,Item 12121520
18,2,1,3,2,Item 12121511
18,1,1,4,2,Item 12121500
18,1,2,3,2,Item 12121490
18,1,1,2,2,Item 12121480
18,2,2,3,2,Item 12121471
18,1,1,4,2,Item 12121460
18,1,1,2,2,Item 12121450
18,1,2,3,2,Item 12121440
18,2,1,4,2,Item 12121431
18,2,1,4,2,Item 12121421
18,2,2,2,2,Item 12121411
18,2,2,3,2,Item 12121401
18,1,1,1,2,Item 12121390
18,1,1,2,2,Item 12121380
18,1,NaN,1,2,Item 12121370
18,2,2,1,2,Item 12121361
18,1,1,2,2,Item 12121350
18,2,2,2,2,Item 12121341
18,2,1,1,2,Item 12121331
18,1,1,3,2,Item 12121320
18,1,2,4,2,Item 12121310
18,2,1,2,2,Item 12121301
18,1,1,4,2,Item 12121290
18,2,1,4,2,Item 12121281
18,2,1,3,2,Item 12121271
18,1,1,2,2,Item 12121260
18,1,1,2,2,Item 12121250
18,2,1,1,2,Item 12121241
18,1,1,4,2,Item 12121230
18,1,1,1,2,Item 12121220
18,1,2,3,2,Item 12121210
18,2,2,4,2,Item 12121201
18,2,2,4,2,Item 12121191
18,2,2,3,2,Item 12121181
18,1,1,3,2,Item 12121170
18,2,1,2,2,Item 12121161
18,2,2,4,2,Item 12121151
18,2,2,2,2,Item 12121141
18,2,NaN,2,2,Item 12121131
18,1,1,1,2,Item 12121120
18,2,1,1,2,Item 12121111
18,1,1,4,2,Item 12121100
18,1,2,2,2,Item 12121090
18,2,2,1,2,Item 12121081
18,2,2,4,2,Item 12121071
18,1,1,2,2,Item 12121060
18,1,2,3,2,Item 12121050
18,1,2,4,2,Item 12121040
18,1,2,3,2,Item 12121030
18,2,1,2,2,Item 12121021
18,2,2,2,2,Item 12121011
23,1,1,2,1,Item 12121600
23,1,1,2,1,Item 12121590
23,2,2,2,1,Item 12121581
23,2,2,2,1,Item 12121571
23,1,1,1,1,Item 12121560
23,2,2,3,1,Item 12121551
23,2,2,2,1,Item 12121541
23,2,1,1,1,Item 12121531
23,1,1,1,1,Item 12121520
23,2,2,1,1,Item 12121511
23,1,1,2,1,Item 12121500
23,1,2,2,1,Item 12121490
23,1,1,1,1,Item 12121480
23,2,2,2,1,Item 12121471
23,1,1,2,1,Item 12121460
23,1,1,2,1,Item 12121450
23,1,1,1,1,Item 12121440
23,2,1,1,1,Item 12121431
23,2,1,1,1,Item 12121421
23,2,2,2,1,Item 12121411
23,2,2,1,1,Item 12121401
23,1,1,2,1,Item 12121390
23,1,1,1,1,Item 12121380
23,1,1,1,1,Item 12121370
23,2,2,3,1,Item 12121361
23,1,1,2,1,Item 12121350
23,2,2,2,1,Item 12121341
23,2,2,2,1,Item 12121331
23,1,2,2,1,Item 12121320
23,1,1,2,1,Item 12121310
23,2,1,1,1,Item 12121301
23,1,2,1,1,Item 12121290
23,2,2,1,1,Item 12121281
23,2,1,1,1,Item 12121271
23,1,2,2,1,Item 12121260
23,1,2,2,1,Item 12121250
23,2,2,2,1,Item 12121241
23,1,1,2,1,Item 12121230
23,1,2,2,1,Item 12121220
23,1,1,2,1,Item 12121210
23,2,2,3,1,Item 12121201
23,2,2,3,1,Item 12121191
23,2,2,2,1,Item 12121181
23,1,1,2,1,Item 12121170
23,2,2,2,1,Item 12121161
23,2,2,2,1,Item 12121151
23,2,2,2,1,Item 12121141
23,2,2,2,1,Item 12121131
23,1,1,2,1,Item 12121120
23,2,2,3,1,Item 12121111
23,1,1,2,1,Item 12121100
23,1,1,2,1,Item 12121090
23,2,1,2,1,Item 12121081
23,2,2,2,1,Item 12121071
23,1,1,1,1,Item 12121060
23,1,1,1,1,Item 12121050
23,1,1,2,1,Item 12121040
23,1,1,1,1,Item 12121030
23,2,2,2,1,Item 12121021
23,2,1,2,1,Item 12121011
27,1,2,3,1,Item 12121600
27,1,1,3,1,Item 12121590
27,2,2,3,1,Item 12121581
27,2,2,3,1,Item 12121571
27,1,1,2,1,Item 12121560
27,2,2,4,1,Item 12121551
27,2,2,4,1,Item 12121541
27,2,2,4,1,Item 12121531
27,1,1,4,1,Item 12121520
27,2,2,4,1,Item 12121511
27,1,1,3,1,Item 12121500
27,1,1,3,1,Item 12121490
27,1,1,4,1,Item 12121480
27,2,1,3,1,Item 12121471
27,1,1,4,1,Item 12121460
27,1,1,4,1,Item 12121450
27,1,1,4,1,Item 12121440
27,2,2,4,1,Item 12121431
27,2,2,3,1,Item 12121421
27,2,2,4,1,Item 12121411
27,2,1,2,1,Item 12121401
27,1,1,3,1,Item 12121390
27,1,1,1,1,Item 12121380
27,1,2,1,1,Item 12121370
27,2,2,2,1,Item 12121361
27,1,1,4,1,Item 12121350
27,2,2,4,1,Item 12121341
27,2,2,4,1,Item 12121331
27,1,1,3,1,Item 12121320
27,1,1,3,1,Item 12121310
27,2,2,4,1,Item 12121301
27,1,1,4,1,Item 12121290
27,2,2,3,1,Item 12121281
27,2,1,3,1,Item 12121271
27,1,1,4,1,Item 12121260
27,1,1,2,1,Item 12121250
27,2,2,3,1,Item 12121241
27,1,2,1,1,Item 12121230
27,1,1,2,1,Item 12121220
27,1,1,3,1,Item 12121210
27,2,2,3,1,Item 12121201
27,2,2,4,1,Item 12121191
27,2,1,3,1,Item 12121181
27,1,1,2,1,Item 12121170
27,2,2,3,1,Item 12121161
27,2,2,3,1,Item 12121151
27,2,1,4,1,Item 12121141
27,2,2,4,1,Item 12121131
27,1,1,1,1,Item 12121120
27,2,2,4,1,Item 12121111
27,1,2,1,1,Item 12121100
27,1,2,4,1,Item 12121090
27,2,2,2,1,Item 12121081
27,2,2,1,1,Item 12121071
27,1,1,2,1,Item 12121060
27,1,1,3,1,Item 12121050
27,1,1,3,1,Item 12121040
27,1,1,3,1,Item 12121030
27,2,2,4,1,Item 12121021
27,2,1,4,1,Item 12121011
31,1,1,3,1,Item 12121600
31,1,2,2,1,Item 12121590
31,2,2,4,1,Item 12121581
31,2,2,3,1,Item 12121571
31,1,2,4,1,Item 12121560
31,2,2,4,1,Item 12121551
31,2,1,3,1,Item 12121541
31,2,2,4,1,Item 12121531
31,1,2,4,1,Item 12121520
31,2,2,4,1,Item 12121511
31,1,1,4,1,Item 12121500
31,1,2,2,1,Item 12121490
31,1,1,4,1,Item 12121480
31,2,2,4,1,Item 12121471
31,1,1,3,1,Item 12121460
31,1,2,3,1,Item 12121450
31,1,1,4,1,Item 12121440
31,2,2,4,1,Item 12121431
31,2,2,3,1,Item 12121421
31,2,2,4,1,Item 12121411
31,2,2,4,1,Item 12121401
31,1,1,3,1,Item 12121390
31,1,1,3,1,Item 12121380
31,1,1,3,1,Item 12121370
31,2,2,1,1,Item 12121361
31,1,1,3,1,Item 12121350
31,2,2,3,1,Item 12121341
31,2,2,3,1,Item 12121331
31,1,1,3,1,Item 12121320
31,1,1,3,1,Item 12121310
31,2,2,3,1,Item 12121301
31,1,1,4,1,Item 12121290
31,2,1,4,1,Item 12121281
31,2,1,4,1,Item 12121271
31,1,1,3,1,Item 12121260
31,1,1,3,1,Item 12121250
31,2,1,3,1,Item 12121241
31,1,2,3,1,Item 12121230
31,1,1,2,1,Item 12121220
31,1,1,2,1,Item 12121210
31,2,2,3,1,Item 12121201
31,2,2,4,1,Item 12121191
31,2,2,4,1,Item 12121181
31,1,1,2,1,Item 12121170
31,2,1,2,1,Item 12121161
31,2,2,1,1,Item 12121151
31,2,2,4,1,Item 12121141
31,2,2,1,1,Item 12121131
31,1,1,3,1,Item 12121120
31,2,2,4,1,Item 12121111
31,1,1,3,1,Item 12121100
31,1,1,3,1,Item 12121090
31,2,1,3,1,Item 12121081
31,2,2,3,1,Item 12121071
31,1,1,3,1,Item 12121060
31,1,1,2,1,Item 12121050
31,1,1,2,1,Item 12121040
31,1,2,3,1,Item 12121030
31,2,2,3,1,Item 12121021
31,2,1,3,1,Item 12121011
35,1,1,3,1,Item 12121600
35,1,2,2,1,Item 12121590
35,2,2,4,1,Item 12121581
35,2,2,4,1,Item 12121571
35,1,2,3,1,Item 12121560
35,2,2,4,1,Item 12121551
35,2,2,4,1,Item 12121541
35,2,2,4,1,Item 12121531
35,1,1,4,1,Item 12121520
35,2,2,4,1,Item 12121511
35,1,2,3,1,Item 12121500
35,1,1,3,1,Item 12121490
35,1,1,3,1,Item 12121480
35,2,1,2,1,Item 12121471
35,1,1,3,1,Item 12121460
35,1,2,3,1,Item 12121450
35,1,2,2,1,Item 12121440
35,2,1,2,1,Item 12121431
35,2,1,3,1,Item 12121421
35,2,2,3,1,Item 12121411
35,2,2,3,1,Item 12121401
35,1,1,3,1,Item 12121390
35,1,2,3,1,Item 12121380
35,1,2,2,1,Item 12121370
35,2,1,3,1,Item 12121361
35,1,1,3,1,Item 12121350
35,2,1,3,1,Item 12121341
35,2,1,2,1,Item 12121331
35,1,2,3,1,Item 12121320
35,1,1,3,1,Item 12121310
35,2,2,3,1,Item 12121301
35,1,1,3,1,Item 12121290
35,2,1,2,1,Item 12121281
35,2,2,3,1,Item 12121271
35,1,1,3,1,Item 12121260
35,1,2,3,1,Item 12121250
35,2,1,2,1,Item 12121241
35,1,1,2,1,Item 12121230
35,1,2,3,1,Item 12121220
35,1,2,3,1,Item 12121210
35,2,1,3,1,Item 12121201
35,2,1,4,1,Item 12121191
35,2,2,4,1,Item 12121181
35,1,2,4,1,Item 12121170
35,2,2,3,1,Item 12121161
35,2,1,3,1,Item 12121151
35,2,2,3,1,Item 12121141
35,2,2,3,1,Item 12121131
35,1,1,2,1,Item 12121120
35,2,1,3,1,Item 12121111
35,1,2,3,1,Item 12121100
35,1,1,3,1,Item 12121090
35,2,2,3,1,Item 12121081
35,2,1,3,1,Item 12121071
35,1,2,3,1,Item 12121060
35,1,2,3,1,Item 12121050
35,1,1,2,1,Item 12121040
35,1,2,2,1,Item 12121030
35,2,1,3,1,Item 12121021
35,2,2,4,1,Item 12121011
39,1,1,2,1,Item 12121600
39,1,1,2,1,Item 12121590
39,2,2,4,1,Item 12121581
39,2,1,2,1,Item 12121571
39,1,1,4,1,Item 12121560
39,2,2,3,1,Item 12121551
39,2,2,2,1,Item 12121541
39,2,2,4,1,Item 12121531
39,1,1,4,1,Item 12121520
39,2,1,2,1,Item 12121511
39,1,1,1,1,Item 12121500
39,1,1,2,1,Item 12121490
39,1,1,3,1,Item 12121480
39,2,2,2,1,Item 12121471
39,1,1,3,1,Item 12121460
39,1,1,2,1,Item 12121450
39,1,1,4,1,Item 12121440
39,2,2,2,1,Item 12121431
39,2,2,3,1,Item 12121421
39,2,2,4,1,Item 12121411
39,2,2,4,1,Item 12121401
39,1,2,2,1,Item 12121390
39,1,1,2,1,Item 12121380
39,1,1,3,1,Item 12121370
39,2,2,3,1,Item 12121361
39,1,1,4,1,Item 12121350
39,2,1,1,1,Item 12121341
39,2,2,4,1,Item 12121331
39,1,2,2,1,Item 12121320
39,1,2,2,1,Item 12121310
39,2,1,1,1,Item 12121301
39,1,1,2,1,Item 12121290
39,2,2,4,1,Item 12121281
39,2,1,2,1,Item 12121271
39,1,1,3,1,Item 12121260
39,1,1,2,1,Item 12121250
39,2,2,2,1,Item 12121241
39,1,1,3,1,Item 12121230
39,1,2,2,1,Item 12121220
39,1,1,4,1,Item 12121210
39,2,2,4,1,Item 12121201
39,2,2,4,1,Item 12121191
39,2,2,3,1,Item 12121181
39,1,1,3,1,Item 12121170
39,2,1,2,1,Item 12121161
39,2,2,2,1,Item 12121151
39,2,2,4,1,Item 12121141
39,2,2,2,1,Item 12121131
39,1,2,1,1,Item 12121120
39,2,2,4,1,Item 12121111
39,1,1,2,1,Item 12121100
39,1,1,3,1,Item 12121090
39,2,2,2,1,Item 12121081
39,2,2,4,1,Item 12121071
39,1,1,2,1,Item 12121060
39,1,1,3,1,Item 12121050
39,1,1,3,1,Item 12121040
39,1,1,2,1,Item 12121030
39,2,2,4,1,Item 12121021
39,2,NaN,4,1,Item 12121011
43,1,1,2,1,Item 12121600
43,1,2,3,1,Item 12121590
43,2,2,4,1,Item 12121581
43,2,2,2,1,Item 12121571
43,1,1,3,1,Item 12121560
43,2,2,3,1,Item 12121551
43,2,2,4,1,Item 12121541
43,2,2,2,1,Item 12121531
43,1,1,3,1,Item 12121520
43,2,2,1,1,Item 12121511
43,1,2,1,1,Item 12121500
43,1,2,2,1,Item 12121490
43,1,1,2,1,Item 12121480
43,2,2,4,1,Item 12121471
43,1,1,3,1,Item 12121460
43,1,2,2,1,Item 12121450
43,1,1,3,1,Item 12121440
43,2,2,4,1,Item 12121431
43,2,2,3,1,Item 12121421
43,2,2,2,1,Item 12121411
43,2,2,3,1,Item 12121401
43,1,1,2,1,Item 12121390
43,1,1,3,1,Item 12121380
43,1,1,3,1,Item 12121370
43,2,2,4,1,Item 12121361
43,1,1,3,1,Item 12121350
43,2,2,2,1,Item 12121341
43,2,1,3,1,Item 12121331
43,1,1,1,1,Item 12121320
43,1,1,4,1,Item 12121310
43,2,2,3,1,Item 12121301
43,1,1,3,1,Item 12121290
43,2,2,3,1,Item 12121281
43,2,1,1,1,Item 12121271
43,1,1,3,1,Item 12121260
43,1,1,1,1,Item 12121250
43,2,2,3,1,Item 12121241
43,1,1,3,1,Item 12121230
43,1,2,2,1,Item 12121220
43,1,2,2,1,Item 12121210
43,2,2,3,1,Item 12121201
43,2,2,3,1,Item 12121191
43,2,2,2,1,Item 12121181
43,1,1,1,1,Item 12121170
43,2,2,2,1,Item 12121161
43,2,2,3,1,Item 12121151
43,2,2,2,1,Item 12121141
43,2,2,2,1,Item 12121131
43,1,1,2,1,Item 12121120
43,2,2,2,1,Item 12121111
43,1,1,3,1,Item 12121100
43,1,1,4,1,Item 12121090
43,2,2,4,1,Item 12121081
43,2,2,2,1,Item 12121071
43,1,1,2,1,Item 12121060
43,1,1,2,1,Item 12121050
43,1,1,3,1,Item 12121040
43,1,2,1,1,Item 12121030
43,2,2,3,1,Item 12121021
43,2,1,2,1,Item 12121011
47,1,1,2,1,Item 12121600
47,1,1,2,1,Item 12121590
47,2,2,3,1,Item 12121581
47,2,2,2,1,Item 12121571
47,1,1,1,1,Item 12121560
47,2,2,2,1,Item 12121551
47,2,1,2,1,Item 12121541
47,2,2,3,1,Item 12121531
47,1,1,4,1,Item 12121520
47,2,1,4,1,Item 12121511
47,1,2,3,1,Item 12121500
47,1,1,2,1,Item 12121490
47,1,1,2,1,Item 12121480
47,2,1,2,1,Item 12121471
47,1,1,1,1,Item 12121460
47,1,1,2,1,Item 12121450
47,1,1,3,1,Item 12121440
47,2,2,2,1,Item 12121431
47,2,1,3,1,Item 12121421
47,2,2,2,1,Item 12121411
47,2,1,2,1,Item 12121401
47,1,2,1,1,Item 12121390
47,1,2,1,1,Item 12121380
47,1,1,1,1,Item 12121370
47,2,1,4,1,Item 12121361
47,1,1,4,1,Item 12121350
47,2,1,3,1,Item 12121341
47,2,1,3,1,Item 12121331
47,1,1,2,1,Item 12121320
47,1,1,3,1,Item 12121310
47,2,1,2,1,Item 12121301
47,1,1,3,1,Item 12121290
47,2,2,1,1,Item 12121281
47,2,1,3,1,Item 12121271
47,1,1,3,1,Item 12121260
47,1,1,2,1,Item 12121250
47,2,1,3,1,Item 12121241
47,1,1,2,1,Item 12121230
47,1,1,3,1,Item 12121220
47,1,1,1,1,Item 12121210
47,2,1,2,1,Item 12121201
47,2,1,4,1,Item 12121191
47,2,2,3,1,Item 12121181
47,1,1,1,1,Item 12121170
47,2,1,2,1,Item 12121161
47,2,1,3,1,Item 12121151
47,2,1,3,1,Item 12121141
47,2,1,2,1,Item 12121131
47,1,2,1,1,Item 12121120
47,2,1,3,1,Item 12121111
47,1,1,3,1,Item 12121100
47,1,1,4,1,Item 12121090
47,2,1,3,1,Item 12121081
47,2,1,3,1,Item 12121071
47,1,1,4,1,Item 12121060
47,1,1,4,1,Item 12121050
47,1,1,3,1,Item 12121040
47,1,1,3,1,Item 12121030
47,2,1,3,1,Item 12121021
47,2,1,3,1,Item 12121011
51,1,1,1,1,Item 12121600
51,1,2,2,1,Item 12121590
51,2,2,3,1,Item 12121581
51,2,2,1,1,Item 12121571
51,1,1,2,1,Item 12121560
51,2,2,3,1,Item 12121551
51,2,1,2,1,Item 12121541
51,2,1,1,1,Item 12121531
51,1,1,3,1,Item 12121520
51,2,2,3,1,Item 12121511
51,1,1,1,1,Item 12121500
51,1,2,1,1,Item 12121490
51,1,1,1,1,Item 12121480
51,2,1,1,1,Item 12121471
51,1,2,1,1,Item 12121460
51,1,1,2,1,Item 12121450
51,1,1,2,1,Item 12121440
51,2,2,1,1,Item 12121431
51,2,2,2,1,Item 12121421
51,2,2,2,1,Item 12121411
51,2,2,3,1,Item 12121401
51,1,1,3,1,Item 12121390
51,1,2,2,1,Item 12121380
51,1,1,2,1,Item 12121370
51,2,2,3,1,Item 12121361
51,1,1,2,1,Item 12121350
51,2,1,3,1,Item 12121341
51,2,1,1,1,Item 12121331
51,1,2,1,1,Item 12121320
51,1,2,2,1,Item 12121310
51,2,1,2,1,Item 12121301
51,1,1,2,1,Item 12121290
51,2,2,2,1,Item 12121281
51,2,1,1,1,Item 12121271
51,1,1,1,1,Item 12121260
51,1,2,2,1,Item 12121250
51,2,2,2,1,Item 12121241
51,1,1,1,1,Item 12121230
51,1,2,2,1,Item 12121220
51,1,1,2,1,Item 12121210
51,2,2,3,1,Item 12121201
51,2,2,4,1,Item 12121191
51,2,2,4,1,Item 12121181
51,1,1,1,1,Item 12121170
51,2,2,3,1,Item 12121161
51,2,1,1,1,Item 12121151
51,2,1,1,1,Item 12121141
51,2,2,2,1,Item 12121131
51,1,1,1,1,Item 12121120
51,2,2,3,1,Item 12121111
51,1,1,2,1,Item 12121100
51,1,1,2,1,Item 12121090
51,2,1,1,1,Item 12121081
51,2,2,3,1,Item 12121071
51,1,1,2,1,Item 12121060
51,1,1,1,1,Item 12121050
51,1,1,1,1,Item 12121040
51,1,1,1,1,Item 12121030
51,2,2,3,1,Item 12121021
51,2,1,1,1,Item 12121011
3,1,2,2,2,Item 12211010
3,1,1,2,2,Item 12211020
3,2,1,3,2,Item 12211031
3,2,2,2,2,Item 12211041
3,2,2,3,2,Item 12211051
3,2,1,1,2,Item 12211061
3,1,2,1,2,Item 12211070
3,1,1,1,2,Item 12211080
3,2,2,4,2,Item 12211091
3,2,2,3,2,Item 12211101
3,1,2,2,2,Item 12211110
3,2,2,1,2,Item 12211121
3,1,1,2,2,Item 12211130
3,1,2,2,2,Item 12211140
3,1,NaN,2,2,Item 12211150
3,1,2,2,2,Item 12211160
3,2,2,1,2,Item 12211171
3,1,1,2,2,Item 12211180
3,1,1,3,2,Item 12211190
3,1,1,2,2,Item 12211200
3,2,2,1,2,Item 12211211
3,2,2,1,2,Item 12211221
3,2,2,2,2,Item 12211231
3,1,1,1,2,Item 12211240
3,2,2,1,2,Item 12211251
3,2,1,2,2,Item 12211261
3,1,2,2,2,Item 12211270
3,1,2,3,2,Item 12211280
3,2,1,2,2,Item 12211291
3,1,2,2,2,Item 12211300
3,2,2,2,2,Item 12211311
3,2,2,3,2,Item 12211321
3,1,2,3,2,Item 12211330
3,1,2,2,2,Item 12211340
3,2,2,2,2,Item 12211351
3,1,2,3,2,Item 12211360
3,2,1,2,2,Item 12211371
3,2,1,2,2,Item 12211381
3,2,2,3,2,Item 12211391
3,1,2,3,2,Item 12211400
3,1,2,3,2,Item 12211410
3,1,2,2,2,Item 12211420
3,1,1,1,2,Item 12211430
3,2,2,2,2,Item 12211441
3,2,1,2,2,Item 12211451
3,2,2,1,2,Item 12211461
3,1,2,3,2,Item 12211470
3,2,2,2,2,Item 12211481
3,2,1,1,2,Item 12211491
3,2,2,2,2,Item 12211501
3,1,1,1,2,Item 12211510
3,2,1,2,2,Item 12211521
3,1,2,3,2,Item 12211530
3,1,2,2,2,Item 12211540
3,1,2,2,2,Item 12211550
3,2,1,1,2,Item 12211561
3,1,2,2,2,Item 12211570
3,1,2,2,2,Item 12211580
3,2,1,2,2,Item 12211591
3,2,1,2,2,Item 12211601
7,1,1,3,2,Item 12211010
7,1,2,3,2,Item 12211020
7,2,1,4,2,Item 12211031
7,2,2,4,2,Item 12211041
7,2,2,2,2,Item 12211051
7,2,2,3,2,Item 12211061
7,1,2,4,2,Item 12211070
7,1,1,2,2,Item 12211080
7,2,2,4,2,Item 12211091
7,2,2,4,2,Item 12211101
7,1,1,3,2,Item 12211110
7,2,1,4,2,Item 12211121
7,1,2,3,2,Item 12211130
7,1,1,2,2,Item 12211140
7,1,1,2,2,Item 12211150
7,1,2,3,2,Item 12211160
7,2,1,3,2,Item 12211171
